"DISABLED -- 2010 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) ",,,,,,,,,,,,,,
FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE,,,,,,,,,,,,,,
BENEFICIARIES ENROLLED IN PARTS A AND/OR B  ,,,,,,,,,,,,,,
PUERTO RICO BENEFICIARIES ENROLLED IN BOTH PARTS A AND B ONLY,,,,,,,,,,,,,,
REIMBURSEMENTS FOR HOSPICE AND COST CONTRATCS EXCLUDED,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA,AGED & DBLD MEAN RISK SCORES
04140,ARKANSAS                 ,CONWAY,"1,049","2,750,242",218.48,"2,408,836",191.36,"67,558","250,330","23,516",953,"3,897,852",340.84,0.934
04150,ARKANSAS                 ,CRAIGHEAD,"3,644","11,201,606",256.17,"9,835,279",224.92,"171,587","1,115,701","79,037","3,358","11,529,230",286.11,0.925
04160,ARKANSAS                 ,CRAWFORD,"2,066","6,042,764",243.74,"5,365,131",216.41,"89,817","540,902","46,913","1,792","5,846,653",271.89,0.943
04170,ARKANSAS                 ,CRITTENDEN,"1,748","6,481,313",308.99,"5,369,045",255.96,"206,962","798,653","106,650","1,574","5,566,621",294.72,1.004
04180,ARKANSAS                 ,CROSS,620,"1,870,705",251.44,"1,620,082",217.75,"41,571","189,907","19,144",551,"2,027,206",306.59,0.923
04190,ARKANSAS                 ,DALLAS,353,"940,004",221.91,"822,265",194.11,"24,316","78,723","14,699",326,"1,398,220",357.42,0.953
04200,ARKANSAS                 ,DESHA,554,"2,719,055",409.00,"2,428,266",365.26,"59,601","208,464","22,722",510,"2,556,896",417.79,0.979
04210,ARKANSAS                 ,DREW,682,"2,392,887",292.39,"2,102,059",256.85,"49,092","216,395","25,339",643,"2,962,833",383.99,0.970
04220,ARKANSAS                 ,FAULKNER,"2,956","6,551,514",184.70,"5,717,910",161.20,"165,922","568,954","98,727","2,594","8,453,765",271.58,0.908
04230,ARKANSAS                 ,FRANKLIN,659,"1,258,235",159.11,"1,100,115",139.11,"22,469","119,898","15,752",585,"1,498,231",213.42,0.931
04240,ARKANSAS                 ,FULTON,647,"1,227,787",158.14,"1,109,204",142.87,"7,178","108,454","2,950",589,"1,993,859",282.10,0.943
04250,ARKANSAS                 ,GARLAND,"3,667","12,629,819",287.02,"11,684,250",265.53,"110,027","776,508","59,032","3,299","13,205,239",333.57,0.952
04260,ARKANSAS                 ,GRANT,561,"1,571,197",233.39,"1,320,795",196.20,"60,507","158,104","31,789",497,"1,901,440",318.82,0.969
04270,ARKANSAS                 ,GREENE,"1,776","5,490,496",257.62,"4,694,247",220.26,"112,139","634,348","49,761","1,634","5,885,400",300.15,0.961
04280,ARKANSAS                 ,HEMPSTEAD,686,"2,159,900",262.38,"1,983,213",240.92,"20,754","148,189","7,742",640,"2,043,217",266.04,0.993
04290,ARKANSAS                 ,HOT SPRING,"1,221","3,710,684",253.25,"3,438,313",234.67,"31,584","219,192","21,593","1,117","3,900,928",291.03,0.987
04300,ARKANSAS                 ,HOWARD,571,"1,437,943",209.86,"1,253,323",182.91,"37,714","120,090","26,815",532,"1,784,678",279.55,0.956
04310,ARKANSAS                 ,INDEPENDENCE,"1,782","6,009,882",281.05,"5,012,929",234.42,"77,292","889,904","29,755","1,640","6,891,499",350.18,1.007
04320,ARKANSAS                 ,IZARD,716,"1,350,267",157.15,"1,206,132",140.38,"12,379","126,002","5,753",657,"2,349,705",298.03,0.934
04330,ARKANSAS                 ,JACKSON,873,"3,771,953",360.06,"3,281,314",313.22,"85,559","370,732","34,347",827,"3,469,689",349.63,1.028
04340,ARKANSAS                 ,JEFFERSON,"3,085","8,711,610",235.32,"7,253,397",195.93,"284,101","997,621","176,489","2,761","8,998,700",271.60,0.962
04350,ARKANSAS                 ,JOHNSON,960,"2,029,613",176.18,"1,803,458",156.55,"19,909","195,849","10,396",868,"2,296,874",220.51,0.894
04360,ARKANSAS                 ,LAFAYETTE,323,"943,520",243.43,"841,452",217.09,"20,386","72,937","8,743",295,"963,626",272.21,0.978
04370,ARKANSAS                 ,LAWRENCE,984,"2,730,849",231.27,"2,329,166",197.25,"82,557","297,483","21,643",912,"3,464,915",316.60,0.940
04380,ARKANSAS                 ,LEE,327,"971,599",247.60,"841,239",214.38,"20,273","100,612","9,474",303,"993,531",273.25,1.013
04390,ARKANSAS                 ,LINCOLN,409,"1,032,268",210.32,"874,138",178.10,"28,155","111,251","18,724",365,"1,289,916",294.50,1.012
04400,ARKANSAS                 ,LITTLE RIVER,488,"1,302,904",222.49,"1,191,220",203.42,"17,750","88,395","5,537",445,"1,789,584",335.13,1.003
04410,ARKANSAS                 ,LOGAN,985,"2,134,696",180.60,"1,923,130",162.70,"30,150","162,998","18,418",898,"2,651,906",246.09,0.902
04420,ARKANSAS                 ,LONOKE,"1,959","5,984,521",254.57,"5,246,838",223.19,"133,897","513,270","90,514","1,730","7,004,773",337.42,0.962
04430,ARKANSAS                 ,MADISON,776,"1,986,952",213.38,"1,774,071",190.51,"49,698","144,489","18,693",689,"2,069,076",250.25,0.864
04440,ARKANSAS                 ,MARION,787,"1,907,027",201.93,"1,752,678",185.59,"29,770","116,042","8,535",691,"2,192,286",264.39,0.929
04450,ARKANSAS                 ,MILLER,"1,358","4,545,661",278.94,"4,092,050",251.11,"66,246","361,625","25,739","1,226","5,225,183",355.16,1.006
04460,ARKANSAS                 ,MISSISSIPPI,"2,108","6,458,976",255.34,"5,621,547",222.23,"117,816","666,037","53,574","1,931","6,616,875",285.55,0.984
04470,ARKANSAS                 ,MONROE,356,"901,617",211.05,"723,146",169.28,"42,738","111,968","23,763",328,"1,168,360",296.84,0.967
04480,ARKANSAS                 ,MONTGOMERY,357,"602,753",140.70,"556,910",130.00,"3,824","40,438","1,579",325,"1,127,696",289.15,0.918
04490,ARKANSAS                 ,NEVADA,415,"1,536,802",308.59,"1,407,723",282.68,"27,051","90,154","11,872",376,"1,275,456",282.68,1.014
04500,ARKANSAS                 ,NEWTON,423,"700,700",138.04,"612,833",120.73,"12,972","67,503","7,390",373,"1,021,244",228.16,0.841
04510,ARKANSAS                 ,OUACHITA,"1,292","3,410,168",219.95,"3,055,296",197.07,"53,622","274,980","26,268","1,175","3,503,052",248.44,0.974
