AGED -- 2012  REIMBURSEMENT FOR COST CONTRACTS FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE,,,,,,,,,,,
 CODE , STATE , COUNTY ,PART A TOTAL REIMBURSEMENT,PART A REIMBURSEMENT W/O IME/DSH/GME,PART B TOTAL REIMBURSEMENT,,,,,,
15560,INDIANA                  ,NOBLE,"19,854","19,336","9,195",,,,,,
15570,INDIANA                  ,OHIO,0,0,"1,552",,,,,,
15580,INDIANA                  ,ORANGE,"13,950","12,635","10,297",,,,,,
15590,INDIANA                  ,OWEN,"37,918","34,630","5,635",,,,,,
15600,INDIANA                  ,PARKE,"72,568","66,675","6,154",,,,,,
15610,INDIANA                  ,PERRY,0,0,0,,,,,,
15620,INDIANA                  ,PIKE,"465,202","443,920","413,846",,,,,,
15630,INDIANA                  ,PORTER,"14,982","14,240","15,844",,,,,,
15640,INDIANA                  ,POSEY,0,0,"2,157",,,,,,
15650,INDIANA                  ,PULASKI,0,0,"1,688",,,,,,
15660,INDIANA                  ,PUTNAM,0,0,452,,,,,,
15670,INDIANA                  ,RANDOLPH,"11,118","10,390","4,635",,,,,,
15680,INDIANA                  ,RIPLEY,0,0,0,,,,,,
15690,INDIANA                  ,RUSH,0,0,775,,,,,,
15700,INDIANA                  ,ST. JOSEPH,"19,715","18,655","6,379",,,,,,
15710,INDIANA                  ,SCOTT,"4,863","4,245","4,281",,,,,,
15720,INDIANA                  ,SHELBY,0,0,768,,,,,,
15730,INDIANA                  ,SPENCER,"79,969","76,350","18,400",,,,,,
15740,INDIANA                  ,STARKE,"25,507","22,484","2,872",,,,,,
15750,INDIANA                  ,STEUBEN,"2,099","2,099","1,052",,,,,,
15760,INDIANA                  ,SULLIVAN,"316,525","281,136","94,825",,,,,,
15770,INDIANA                  ,SWITZERLAND,0,0,0,,,,,,
15780,INDIANA                  ,TIPPECANOE,"127,638","121,678","66,689",,,,,,
15790,INDIANA                  ,TIPTON,0,0,0,,,,,,
15800,INDIANA                  ,UNION,0,0,0,,,,,,
15810,INDIANA                  ,VANDERBURGH,"159,045","146,407","58,868",,,,,,
15820,INDIANA                  ,VERMILLION,"149,649","144,295","31,019",,,,,,
15830,INDIANA                  ,VIGO,"159,876","154,379","136,042",,,,,,
15840,INDIANA                  ,WABASH,0,0,"4,203",,,,,,
15850,INDIANA                  ,WARREN,0,0,"1,243",,,,,,
15860,INDIANA                  ,WARRICK,"418,854","396,744","106,109",,,,,,
15870,INDIANA                  ,WASHINGTON,"69,027","66,482","3,545",,,,,,
15880,INDIANA                  ,WAYNE,0,0,0,,,,,,
15890,INDIANA                  ,WELLS,0,0,0,,,,,,
15900,INDIANA                  ,WHITE,"4,120","4,120",169,,,,,,
15910,INDIANA                  ,WHITLEY,0,0,"14,417",,,,,,
16000,IOWA                     ,ADAIR,0,0,0,,,,,,
16010,IOWA                     ,ADAMS,0,0,0,,,,,,
16020,IOWA                     ,ALLAMAKEE,"24,257","22,793","6,347",,,,,,
16030,IOWA                     ,APPANOOSE,"11,477","9,886","21,627",,,,,,
16040,IOWA                     ,AUDUBON,"9,775","8,548","18,927",,,,,,
16050,IOWA                     ,BENTON,0,0,"1,665",,,,,,
16060,IOWA                     ,BLACK HAWK,"10,532","10,532","10,565",,,,,,
16070,IOWA                     ,BOONE,"10,606","10,606","6,715",,,,,,
16080,IOWA                     ,BREMER,0,0,0,,,,,,
16090,IOWA                     ,BUCHANAN,0,0,0,,,,,,
16100,IOWA                     ,BUENA VISTA,0,0,0,,,,,,
16110,IOWA                     ,BUTLER,0,0,0,,,,,,
16120,IOWA                     ,CALHOUN,"95,747","95,264","6,920",,,,,,
16130,IOWA                     ,CARROLL,0,0,0,,,,,,
16140,IOWA                     ,CASS,"9,789","9,789","8,943",,,,,,
16150,IOWA                     ,CEDAR,0,0,0,,,,,,
16160,IOWA                     ,CERRO GORDO,"34,652","31,259","18,251",,,,,,
16170,IOWA                     ,CHEROKEE,"14,128","11,795","21,743",,,,,,
16180,IOWA                     ,CHICKASAW,0,0,"6,362",,,,,,
16190,IOWA                     ,CLARKE,0,0,0,,,,,,
16200,IOWA                     ,CLAY,0,0,0,,,,,,
16210,IOWA                     ,CLAYTON,"1,792,180","1,764,892","1,087,646",,,,,,
16220,IOWA                     ,CLINTON,"94,020","82,889","110,817",,,,,,
16230,IOWA                     ,CRAWFORD,0,0,0,,,,,,
16240,IOWA                     ,DALLAS,"16,392","13,365","4,023",,,,,,
16250,IOWA                     ,DAVIS,0,0,0,,,,,,
16260,IOWA                     ,DECATUR,0,0,0,,,,,,
16270,IOWA                     ,DELAWARE,"548,004","541,845","250,261",,,,,,
16280,IOWA                     ,DES MOINES,0,0,"2,023",,,,,,
16290,IOWA                     ,DICKINSON,"30,623","28,195","20,430",,,,,,
16300,IOWA                     ,DUBUQUE,"18,342,391","17,608,698","7,234,133",,,,,,
16310,IOWA                     ,EMMET,0,0,0,,,,,,
16320,IOWA                     ,FAYETTE,"19,655","17,844","15,688",,,,,,
16330,IOWA                     ,FLOYD,0,0,0,,,,,,
16340,IOWA                     ,FRANKLIN,"2,620","2,101","4,647",,,,,,
16350,IOWA                     ,FREMONT,"42,616","37,571","15,190",,,,,,
16360,IOWA                     ,GREENE,0,0,0,,,,,,
16370,IOWA                     ,GRUNDY,0,0,0,,,,,,
16380,IOWA                     ,GUTHRIE,0,0,0,,,,,,
16390,IOWA                     ,HAMILTON,0,0,0,,,,,,
16400,IOWA                     ,HANCOCK,0,0,"5,567",,,,,,
16410,IOWA                     ,HARDIN,0,0,0,,,,,,
16420,IOWA                     ,HARRISON,"153,834","135,399","100,847",,,,,,
16430,IOWA                     ,HENRY,"13,354","10,570","2,815",,,,,,
16440,IOWA                     ,HOWARD,0,0,0,,,,,,
16450,IOWA                     ,HUMBOLDT,0,0,0,,,,,,
16460,IOWA                     ,IDA,0,0,0,,,,,,
16470,IOWA                     ,IOWA,"8,363","4,508","2,583",,,,,,
16480,IOWA                     ,JACKSON,"2,003,600","1,911,564","902,329",,,,,,
16490,IOWA                     ,JASPER,"40,532","38,772","4,592",,,,,,
16500,IOWA                     ,JEFFERSON,0,0,0,,,,,,
16510,IOWA                     ,JOHNSON,"12,062","10,919","4,748",,,,,,
16520,IOWA                     ,JONES,"174,317","145,522","34,962",,,,,,
16530,IOWA                     ,KEOKUK,0,0,0,,,,,,
16540,IOWA                     ,KOSSUTH,0,0,0,,,,,,
16550,IOWA                     ,LEE,"233,472","219,277","278,508",,,,,,
16560,IOWA                     ,LINN,"79,276","74,113","30,342",,,,,,
16570,IOWA                     ,LOUISA,0,0,0,,,,,,
16580,IOWA                     ,LUCAS,0,0,0,,,,,,
16590,IOWA                     ,LYON,0,0,0,,,,,,
16600,IOWA                     ,MADISON,0,0,0,,,,,,
16610,IOWA                     ,MAHASKA,0,0,0,,,,,,
16620,IOWA                     ,MARION,0,0,0,,,,,,
16630,IOWA                     ,MARSHALL,"10,133","10,133","5,414",,,,,,
16640,IOWA                     ,MILLS,"26,075","22,379","31,627",,,,,,
16650,IOWA                     ,MITCHELL,0,0,0,,,,,,
16660,IOWA                     ,MONONA,0,0,"2,817",,,,,,
16670,IOWA                     ,MONROE,0,0,0,,,,,,
16680,IOWA                     ,MONTGOMERY,0,0,0,,,,,,
16690,IOWA                     ,MUSCATINE,0,0,0,,,,,,
16700,IOWA                     ,O'BRIEN,0,0,0,,,,,,
16710,IOWA                     ,OSCEOLA,0,0,0,,,,,,
16720,IOWA                     ,PAGE,0,0,0,,,,,,
16730,IOWA                     ,PALO ALTO,0,0,"3,487",,,,,,
16740,IOWA                     ,PLYMOUTH,0,0,0,,,,,,
16750,IOWA                     ,POCAHONTAS,0,0,0,,,,,,
16760,IOWA                     ,POLK,"136,278","129,783","36,619",,,,,,
16770,IOWA                     ,POTTAWATTAMIE,"1,198,899","1,040,003","1,113,650",,,,,,
16780,IOWA                     ,POWESHIEK,0,0,0,,,,,,
16790,IOWA                     ,RINGGOLD,0,0,0,,,,,,
16800,IOWA                     ,SAC,0,0,"6,322",,,,,,
16810,IOWA                     ,SCOTT,"21,114","19,285","13,767",,,,,,
16820,IOWA                     ,SHELBY,0,0,0,,,,,,
16830,IOWA                     ,SIOUX,0,0,"5,236",,,,,,
16840,IOWA                     ,STORY,0,0,"2,318",,,,,,
16850,IOWA                     ,TAMA,"6,778","5,977","3,243",,,,,,
16860,IOWA                     ,TAYLOR,"7,409","7,409","6,661",,,,,,
16870,IOWA                     ,UNION,0,0,0,,,,,,
16880,IOWA                     ,VAN BUREN,0,0,0,,,,,,
16890,IOWA                     ,WAPELLO,0,0,888,,,,,,
16900,IOWA                     ,WARREN,0,0,0,,,,,,
16910,IOWA                     ,WASHINGTON,0,0,36,,,,,,
16920,IOWA                     ,WAYNE,0,0,0,,,,,,
16930,IOWA                     ,WEBSTER,0,0,"6,107",,,,,,
16940,IOWA                     ,WINNEBAGO,0,0,0,,,,,,
16950,IOWA                     ,WINNESHIEK,0,0,0,,,,,,
16960,IOWA                     ,WOODBURY,"3,678","2,769","6,450",,,,,,
16970,IOWA                     ,WORTH,"17,919","16,441",0,,,,,,
16980,IOWA                     ,WRIGHT,0,0,0,,,,,,
17000,KANSAS                   ,ALLEN,"3,362","3,362","8,054",,,,,,
17010,KANSAS                   ,ANDERSON,"40,446","39,073","17,237",,,,,,
17020,KANSAS                   ,ATCHISON,"46,262","45,154","48,336",,,,,,
17030,KANSAS                   ,BARBER,0,0,"26,429",,,,,,
17040,KANSAS                   ,BARTON,"79,671","76,544","42,630",,,,,,
17050,KANSAS                   ,BOURBON,0,0,"4,529",,,,,,
17060,KANSAS                   ,BROWN,0,0,"9,478",,,,,,
17070,KANSAS                   ,BUTLER,"30,569","28,285","34,612",,,,,,
17080,KANSAS                   ,CHASE,"34,570","33,942","10,060",,,,,,
17090,KANSAS                   ,CHAUTAUQUA,0,0,0,,,,,,
17100,KANSAS                   ,CHEROKEE,"1,572","1,572","20,544",,,,,,
17110,KANSAS                   ,CHEYENNE,0,0,0,,,,,,
17120,KANSAS                   ,CLARK,0,0,0,,,,,,
17130,KANSAS                   ,CLAY,0,0,"3,157",,,,,,
17140,KANSAS                   ,CLOUD,"14,258","14,258","13,936",,,,,,
17150,KANSAS                   ,COFFEY,"27,743","27,464","51,879",,,,,,
17160,KANSAS                   ,COMANCHE,0,0,"7,533",,,,,,
17170,KANSAS                   ,COWLEY,"117,545","114,726","235,989",,,,,,
17180,KANSAS                   ,CRAWFORD,"279,423","257,879","168,059",,,,,,
17190,KANSAS                   ,DECATUR,0,0,0,,,,,,
17200,KANSAS                   ,DICKINSON,"17,583","17,040","73,079",,,,,,
17210,KANSAS                   ,DONIPHAN,0,0,0,,,,,,
17220,KANSAS                   ,DOUGLAS,"164,721","149,152","125,000",,,,,,
17230,KANSAS                   ,EDWARDS,0,0,"4,678",,,,,,
17240,KANSAS                   ,ELK,0,0,"1,723",,,,,,
17250,KANSAS                   ,ELLIS,0,0,"8,602",,,,,,
17260,KANSAS                   ,ELLSWORTH,"37,085","37,085","9,395",,,,,,
17270,KANSAS                   ,FINNEY,"17,047","15,902","5,948",,,,,,
17280,KANSAS                   ,FORD,"23,341","22,015","28,885",,,,,,
17290,KANSAS                   ,FRANKLIN,"76,729","74,283","58,135",,,,,,
17300,KANSAS                   ,GEARY,0,0,"3,366",,,,,,
17310,KANSAS                   ,GOVE,0,0,684,,,,,,
17320,KANSAS                   ,GRAHAM,0,0,"8,037",,,,,,
17330,KANSAS                   ,GRANT,0,0,0,,,,,,
17340,KANSAS                   ,GRAY,"17,743","15,957","6,086",,,,,,
17350,KANSAS                   ,GREELEY,0,0,0,,,,,,
17360,KANSAS                   ,GREENWOOD,"5,867","5,550","14,508",,,,,,
17370,KANSAS                   ,HAMILTON,"72,912","72,912","17,708",,,,,,
17380,KANSAS                   ,HARPER,"86,676","78,408","54,507",,,,,,
17390,KANSAS                   ,HARVEY,"277,378","255,343","473,595",,,,,,
17391,KANSAS                   ,HASKELL,0,0,0,,,,,,
17410,KANSAS                   ,HODGEMAN,0,0,"1,719",,,,,,
17420,KANSAS                   ,JACKSON,"32,349","30,927","53,495",,,,,,
17430,KANSAS                   ,JEFFERSON,"36,004","34,433","40,102",,,,,,
17440,KANSAS                   ,JEWELL,"5,072","5,072","1,245",,,,,,
17450,KANSAS                   ,JOHNSON,"1,093,079","1,061,836","1,016,146",,,,,,
17451,KANSAS                   ,KEARNY,0,0,0,,,,,,
17470,KANSAS                   ,KINGMAN,"11,655","11,655","6,286",,,,,,
17480,KANSAS                   ,KIOWA,0,0,79,,,,,,
17490,KANSAS                   ,LABETTE,"58,338","54,100","33,630",,,,,,
17500,KANSAS                   ,LANE,0,0,0,,,,,,
17510,KANSAS                   ,LEAVENWORTH,"76,255","71,496","92,305",,,,,,
17520,KANSAS                   ,LINCOLN,0,0,"2,627",,,,,,
17530,KANSAS                   ,LINN,"12,936","12,936","15,471",,,,,,
17540,KANSAS                   ,LOGAN,"25,388","25,388","21,457",,,,,,
17550,KANSAS                   ,LYON,"282,891","256,846","392,318",,,,,,
17560,KANSAS                   ,MCPHERSON,"2,831","2,831","6,034",,,,,,
17570,KANSAS                   ,MARION,"85,209","85,209","15,142",,,,,,
17580,KANSAS                   ,MARSHALL,"302,790","285,668","335,233",,,,,,
17590,KANSAS                   ,MEADE,0,0,0,,,,,,
17600,KANSAS                   ,MIAMI,"88,903","84,647","104,168",,,,,,
17610,KANSAS                   ,MITCHELL,0,0,"6,539",,,,,,
17620,KANSAS                   ,MONTGOMERY,"56,335","53,086","91,341",,,,,,
17630,KANSAS                   ,MORRIS,"36,264","34,575","37,906",,,,,,
17640,KANSAS                   ,MORTON,0,0,0,,,,,,
17650,KANSAS                   ,NEMAHA,"112,468","108,790","51,490",,,,,,
17660,KANSAS                   ,NEOSHO,"86,828","81,897","166,593",,,,,,
17670,KANSAS                   ,NESS,0,0,"4,186",,,,,,
17680,KANSAS                   ,NORTON,0,0,0,,,,,,
17690,KANSAS                   ,OSAGE,"188,090","175,996","213,177",,,,,,
17700,KANSAS                   ,OSBORNE,0,0,0,,,,,,
17710,KANSAS                   ,OTTAWA,"6,617","4,956","1,561",,,,,,
17720,KANSAS                   ,PAWNEE,0,0,0,,,,,,
17730,KANSAS                   ,PHILLIPS,0,0,0,,,,,,
17740,KANSAS                   ,POTTAWATOMIE,"51,169","45,785","72,788",,,,,,
17750,KANSAS                   ,PRATT,"19,342","19,342","8,937",,,,,,
17760,KANSAS                   ,RAWLINS,0,0,"2,588",,,,,,
17770,KANSAS                   ,RENO,"101,723","100,413","199,033",,,,,,
17780,KANSAS                   ,REPUBLIC,"23,479","23,479","7,380",,,,,,
17790,KANSAS                   ,RICE,0,0,"1,148",,,,,,
17800,KANSAS                   ,RILEY,"33,231","32,188","23,997",,,,,,
17810,KANSAS                   ,ROOKS,0,0,0,,,,,,
17820,KANSAS                   ,RUSH,0,0,"8,802",,,,,,
17830,KANSAS                   ,RUSSELL,"25,667","25,667","20,189",,,,,,
17840,KANSAS                   ,SALINE,"282,302","267,403","149,665",,,,,,
17841,KANSAS                   ,SCOTT,291,-489,"4,003",,,,,,
17860,KANSAS                   ,SEDGWICK,"255,073","226,553","295,986",,,,,,
17870,KANSAS                   ,SEWARD,0,0,0,,,,,,
17880,KANSAS                   ,SHAWNEE,"2,877,966","2,739,111","2,308,942",,,,,,
17890,KANSAS                   ,SHERIDAN,0,0,0,,,,,,
17900,KANSAS                   ,SHERMAN,0,0,0,,,,,,
17910,KANSAS                   ,SMITH,0,0,"5,225",,,,,,
17920,KANSAS                   ,STAFFORD,0,0,0,,,,,,
17921,KANSAS                   ,STANTON,0,0,0,,,,,,
17940,KANSAS                   ,STEVENS,"3,514","3,514","6,857",,,,,,
17950,KANSAS                   ,SUMNER,"233,771","224,002","198,852",,,,,,
17960,KANSAS                   ,THOMAS,711,711,"4,951",,,,,,
17970,KANSAS                   ,TREGO,0,0,114,,,,,,
17980,KANSAS                   ,WABAUNSEE,"31,629","30,346","11,647",,,,,,
17981,KANSAS                   ,WALLACE,"3,656","3,656","55,600",,,,,,
17982,KANSAS                   ,WASHINGTON,0,0,"18,621",,,,,,
17983,KANSAS                   ,WICHITA,"10,656","10,656","7,235",,,,,,
17984,KANSAS                   ,WILSON,0,0,"4,321",,,,,,
17985,KANSAS                   ,WOODSON,0,0,"2,555",,,,,,
17986,KANSAS                   ,WYANDOTTE,"902,372","851,402","900,000",,,,,,
18000,KENTUCKY                 ,ADAIR,"15,410","12,292","2,925",,,,,,
18010,KENTUCKY                 ,ALLEN,0,0,0,,,,,,
18020,KENTUCKY                 ,ANDERSON,0,0,"4,149",,,,,,
18030,KENTUCKY                 ,BALLARD,0,0,0,,,,,,
18040,KENTUCKY                 ,BARREN,0,0,0,,,,,,
18050,KENTUCKY                 ,BATH,0,0,"18,096",,,,,,
18060,KENTUCKY                 ,BELL,"695,883","637,864","172,867",,,,,,
18070,KENTUCKY                 ,BOONE,"78,605","73,195","30,089",,,,,,
18080,KENTUCKY                 ,BOURBON,0,0,"4,979",,,,,,
18090,KENTUCKY                 ,BOYD,"1,138,012","1,063,753","549,467",,,,,,
18100,KENTUCKY                 ,BOYLE,0,0,144,,,,,,
18110,KENTUCKY                 ,BRACKEN,"79,064","72,877","15,071",,,,,,
18120,KENTUCKY                 ,BREATHITT,"129,338","120,062","25,044",,,,,,
18130,KENTUCKY                 ,BRECKINRIDGE,0,0,0,,,,,,
18140,KENTUCKY                 ,BULLITT,0,0,634,,,,,,
18150,KENTUCKY                 ,BUTLER,0,0,"3,179",,,,,,
18160,KENTUCKY                 ,CALDWELL,"20,648","18,800","14,665",,,,,,
18170,KENTUCKY                 ,CALLOWAY,0,0,471,,,,,,
18180,KENTUCKY                 ,CAMPBELL,"185,004","175,440","113,181",,,,,,
18190,KENTUCKY                 ,CARLISLE,0,0,"2,693",,,,,,
18191,KENTUCKY                 ,CARROLL,0,0,0,,,,,,
18210,KENTUCKY                 ,CARTER,"103,422","92,682","107,906",,,,,,
18220,KENTUCKY                 ,CASEY,"13,952","13,952","31,322",,,,,,
18230,KENTUCKY                 ,CHRISTIAN,"219,460","191,014","61,867",,,,,,
18240,KENTUCKY                 ,CLARK,"10,777","10,073","19,831",,,,,,
18250,KENTUCKY                 ,CLAY,"22,756","19,267","13,114",,,,,,
18260,KENTUCKY                 ,CLINTON,0,0,0,,,,,,
18270,KENTUCKY                 ,CRITTENDEN,0,0,"1,187",,,,,,
18271,KENTUCKY                 ,CUMBERLAND,0,0,0,,,,,,
18290,KENTUCKY                 ,DAVIESS,"45,309","42,850","5,641",,,,,,
18291,KENTUCKY                 ,EDMONSON,0,0,0,,,,,,
18310,KENTUCKY                 ,ELLIOTT,"31,421","26,663","9,954",,,,,,
18320,KENTUCKY                 ,ESTILL,0,0,"6,814",,,,,,
18330,KENTUCKY                 ,FAYETTE,"531,246","485,055","128,550",,,,,,
18340,KENTUCKY                 ,FLEMING,0,0,"7,117",,,,,,
18350,KENTUCKY                 ,FLOYD,"4,509,460","4,067,117","1,532,206",,,,,,
18360,KENTUCKY                 ,FRANKLIN,"140,848","137,412","41,701",,,,,,
18361,KENTUCKY                 ,FULTON,"34,703","33,282",458,,,,,,
18362,KENTUCKY                 ,GALLATIN,0,0,0,,,,,,
18390,KENTUCKY                 ,GARRARD,"3,790","3,154","3,528",,,,,,
18400,KENTUCKY                 ,GRANT,"40,596","37,951","1,100",,,,,,
18410,KENTUCKY                 ,GRAVES,"30,009","30,009","2,752",,,,,,
18420,KENTUCKY                 ,GRAYSON,0,0,0,,,,,,
18421,KENTUCKY                 ,GREEN,0,0,0,,,,,,
18440,KENTUCKY                 ,GREENUP,"3,389,541","3,036,593","2,787,934",,,,,,
18450,KENTUCKY                 ,HANCOCK,0,0,98,,,,,,
18460,KENTUCKY                 ,HARDIN,"26,863","24,616","24,007",,,,,,
18470,KENTUCKY                 ,HARLAN,"966,433","817,002","414,813",,,,,,
18480,KENTUCKY                 ,HARRISON,0,0,"2,356",,,,,,
18490,KENTUCKY                 ,HART,0,0,0,,,,,,
18500,KENTUCKY                 ,HENDERSON,"53,961","45,843","7,554",,,,,,
18510,KENTUCKY                 ,HENRY,0,0,0,,,,,,
18511,KENTUCKY                 ,HICKMAN,"3,426","2,943","6,878",,,,,,
18530,KENTUCKY                 ,HOPKINS,"1,029,333","934,216","318,795",,,,,,
18540,KENTUCKY                 ,JACKSON,0,0,441,,,,,,
18550,KENTUCKY                 ,JEFFERSON,"191,178","169,775","44,207",,,,,,
18560,KENTUCKY                 ,JESSAMINE,"92,210","88,865","9,836",,,,,,
18570,KENTUCKY                 ,JOHNSON,"1,124,653","999,203","239,876",,,,,,
18580,KENTUCKY                 ,KENTON,"50,131","47,199","23,534",,,,,,
18590,KENTUCKY                 ,KNOTT,"676,571","593,122","203,485",,,,,,
18600,KENTUCKY                 ,KNOX,"81,794","73,670","40,547",,,,,,
18610,KENTUCKY                 ,LARUE,0,0,0,,,,,,
18620,KENTUCKY                 ,LAUREL,"210,996","184,161","75,398",,,,,,
18630,KENTUCKY                 ,LAWRENCE,"156,299","136,085","87,693",,,,,,
18640,KENTUCKY                 ,LEE,0,0,560,,,,,,
18650,KENTUCKY                 ,LESLIE,"50,406","39,609","44,771",,,,,,
18660,KENTUCKY                 ,LETCHER,"1,824,896","1,652,011","642,367",,,,,,
18670,KENTUCKY                 ,LEWIS,"123,507","113,088","57,366",,,,,,
18680,KENTUCKY                 ,LINCOLN,"24,080","23,024","20,933",,,,,,
18690,KENTUCKY                 ,LIVINGSTON,0,0,0,,,,,,
18700,KENTUCKY                 ,LOGAN,"34,802","30,555","3,150",,,,,,
18710,KENTUCKY                 ,LYON,0,0,"3,195",,,,,,
18720,KENTUCKY                 ,MCCRACKEN,0,0,"1,783",,,,,,
18730,KENTUCKY                 ,MCCREARY,"230,090","208,458","25,283",,,,,,
18740,KENTUCKY                 ,MCLEAN,"81,332","76,901","28,384",,,,,,
18750,KENTUCKY                 ,MADISON,"20,844","16,778","32,088",,,,,,
18760,KENTUCKY                 ,MAGOFFIN,"207,946","185,998","73,453",,,,,,
18770,KENTUCKY                 ,MARION,0,0,0,,,,,,
18780,KENTUCKY                 ,MARSHALL,0,0,"15,994",,,,,,
18790,KENTUCKY                 ,MARTIN,"748,401","656,408","191,467",,,,,,
18800,KENTUCKY                 ,MASON,0,0,"7,733",,,,,,
18801,KENTUCKY                 ,MEADE,0,0,"1,650",,,,,,
18802,KENTUCKY                 ,MENIFEE,"172,546","123,397","22,181",,,,,,
18830,KENTUCKY                 ,MERCER,0,0,"1,959",,,,,,
18831,KENTUCKY                 ,METCALFE,0,0,0,,,,,,
18850,KENTUCKY                 ,MONROE,0,0,0,,,,,,
18860,KENTUCKY                 ,MONTGOMERY,"27,066","25,948","35,122",,,,,,
18861,KENTUCKY                 ,MORGAN,"86,385","68,303","14,520",,,,,,
18880,KENTUCKY                 ,MUHLENBERG,"572,481","514,001","243,013",,,,,,
18890,KENTUCKY                 ,NELSON,0,0,"1,113",,,,,,
18900,KENTUCKY                 ,NICHOLAS,0,0,0,,,,,,
18910,KENTUCKY                 ,OHIO,"69,238","67,226","26,508",,,,,,
18920,KENTUCKY                 ,OLDHAM,0,0,"2,773",,,,,,
18930,KENTUCKY                 ,OWEN,"79,445","79,445","8,576",,,,,,
18931,KENTUCKY                 ,OWSLEY,0,0,0,,,,,,
18932,KENTUCKY                 ,PENDLETON,"10,944","10,613","4,516",,,,,,
18960,KENTUCKY                 ,PERRY,"989,760","854,526","292,911",,,,,,
18970,KENTUCKY                 ,PIKE,"5,008,481","4,489,195","1,689,456",,,,,,
18971,KENTUCKY                 ,POWELL,"76,586","74,183","8,838",,,,,,
18972,KENTUCKY                 ,PULASKI,"222,601","192,318","81,782",,,,,,
18973,KENTUCKY                 ,ROBERTSON,0,0,0,,,,,,
18974,KENTUCKY                 ,ROCKCASTLE,"20,954","18,638","11,469",,,,,,
18975,KENTUCKY                 ,ROWAN,"57,181","43,337","32,029",,,,,,
18976,KENTUCKY                 ,RUSSELL,0,0,0,,,,,,
18977,KENTUCKY                 ,SCOTT,"4,708","4,708","2,201",,,,,,
18978,KENTUCKY                 ,SHELBY,"20,737","18,193","5,187",,,,,,
18979,KENTUCKY                 ,SIMPSON,"27,557","16,965","9,185",,,,,,
18980,KENTUCKY                 ,SPENCER,"51,991","47,246","42,857",,,,,,
18981,KENTUCKY                 ,TAYLOR,"3,610","3,112",413,,,,,,
18982,KENTUCKY                 ,TODD,0,0,"2,585",,,,,,
18983,KENTUCKY                 ,TRIGG,"89,586","70,544","33,317",,,,,,
18984,KENTUCKY                 ,TRIMBLE,0,0,0,,,,,,
18985,KENTUCKY                 ,UNION,"215,411","205,567","87,112",,,,,,
18986,KENTUCKY                 ,WARREN,"60,990","58,129","14,675",,,,,,
18987,KENTUCKY                 ,WASHINGTON,"7,948","7,167",0,,,,,,
18988,KENTUCKY                 ,WAYNE,"46,643","45,101","22,690",,,,,,
18989,KENTUCKY                 ,WEBSTER,"247,463","226,080","44,358",,,,,,
18990,KENTUCKY                 ,WHITLEY,"365,713","318,432","82,798",,,,,,
18991,KENTUCKY                 ,WOLFE,"26,968","24,339","11,425",,,,,,
18992,KENTUCKY                 ,WOODFORD,0,0,"4,009",,,,,,
19000,LOUISIANA                ,ACADIA,0,0,"1,868",,,,,,
19010,LOUISIANA                ,ALLEN,0,0,"10,761",,,,,,
19020,LOUISIANA                ,ASCENSION,"4,481","4,469","12,922",,,,,,
19030,LOUISIANA                ,ASSUMPTION,0,0,976,,,,,,
19040,LOUISIANA                ,AVOYELLES,"8,974","6,746","8,733",,,,,,
19050,LOUISIANA                ,BEAUREGARD,"45,640","40,782","10,640",,,,,,
19060,LOUISIANA                ,BIENVILLE,0,0,0,,,,,,
19070,LOUISIANA                ,BOSSIER,"20,382","19,543","24,500",,,,,,
19080,LOUISIANA                ,CADDO,"166,730","156,813","58,118",,,,,,
19090,LOUISIANA                ,CALCASIEU,"105,460","102,596","84,456",,,,,,
19100,LOUISIANA                ,CALDWELL,0,0,"5,555",,,,,,
19110,LOUISIANA                ,CAMERON,0,0,0,,,,,,
19120,LOUISIANA                ,CATAHOULA,0,0,740,,,,,,
19130,LOUISIANA                ,CLAIBORNE,0,0,"1,633",,,,,,
19140,LOUISIANA                ,CONCORDIA,"49,353","44,150","27,207",,,,,,
19150,LOUISIANA                ,DE SOTO,0,0,"2,426",,,,,,
19160,LOUISIANA                ,EAST BATON ROUGE,"15,410","13,399","4,322",,,,,,
19170,LOUISIANA                ,EAST CARROLL,0,0,0,,,,,,
19180,LOUISIANA                ,EAST FELICIANA,0,0,0,,,,,,
19190,LOUISIANA                ,EVANGELINE,0,0,"12,241",,,,,,
19200,LOUISIANA                ,FRANKLIN,"27,727","24,385","8,956",,,,,,
19210,LOUISIANA                ,GRANT,"77,558","67,320","28,100",,,,,,
19220,LOUISIANA                ,IBERIA,0,0,0,,,,,,
19230,LOUISIANA                ,IBERVILLE,0,0,"3,905",,,,,,
19240,LOUISIANA                ,JACKSON,0,0,"1,440",,,,,,
19250,LOUISIANA                ,JEFFERSON,0,0,30,,,,,,
19260,LOUISIANA                ,JEFFERSON DAVIS,0,0,319,,,,,,
19270,LOUISIANA                ,LAFAYETTE,"3,585","3,171","13,206",,,,,,
19280,LOUISIANA                ,LAFOURCHE,0,0,0,,,,,,
19290,LOUISIANA                ,LA SALLE,0,0,0,,,,,,
19300,LOUISIANA                ,LINCOLN,"5,412","4,168","4,802",,,,,,
19310,LOUISIANA                ,LIVINGSTON,0,0,0,,,,,,
19320,LOUISIANA                ,MADISON,0,0,0,,,,,,
