AGED -- REPRICING ADJUSTMENTS TO THE 2008-2012 OUTPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART B REIMBURSEMENT,,,,,,,,,,
15540,INDIANA                  ,MORGAN,"78,687","78,081","141,138","160,646","173,247",,,,,,
15550,INDIANA                  ,NEWTON,"21,559","22,076","18,006","23,195","17,969",,,,,,
15560,INDIANA                  ,NOBLE,"-21,028","-36,223","-34,311","-40,313","-51,325",,,,,,
15570,INDIANA                  ,OHIO,"-9,675","-7,392","-4,826","-7,592","-1,662",,,,,,
15580,INDIANA                  ,ORANGE,"2,446","2,556","5,884","7,511","14,918",,,,,,
15590,INDIANA                  ,OWEN,"28,351","28,783","35,144","42,215","53,005",,,,,,
15600,INDIANA                  ,PARKE,"42,700","36,573","45,355","44,784","51,728",,,,,,
15610,INDIANA                  ,PERRY,"-21,244","-8,841","-8,883","-5,836","-11,222",,,,,,
15620,INDIANA                  ,PIKE,"-7,442","-2,893","-2,095","2,089","-7,984",,,,,,
15630,INDIANA                  ,PORTER,"-70,294","-260,162","84,599","128,690","125,874",,,,,,
15640,INDIANA                  ,POSEY,"-11,331","-9,697","-5,228",-70,"-14,564",,,,,,
15650,INDIANA                  ,PULASKI,"3,595",411,"12,561","6,486","6,639",,,,,,
15660,INDIANA                  ,PUTNAM,"34,913","28,253","50,549","53,654","57,411",,,,,,
15670,INDIANA                  ,RANDOLPH,"13,993","24,825","18,719","12,560","22,740",,,,,,
15680,INDIANA                  ,RIPLEY,"-21,203","-13,410","-4,162","-8,572","2,221",,,,,,
15690,INDIANA                  ,RUSH,"12,147","15,656","23,956","25,525","29,730",,,,,,
15700,INDIANA                  ,ST. JOSEPH,"-323,971","-353,974","-310,459","-337,410","-68,743",,,,,,
15710,INDIANA                  ,SCOTT,"-27,569","-35,277","-19,281","-11,584","-13,390",,,,,,
15720,INDIANA                  ,SHELBY,"63,805","69,900","109,767","124,372","125,704",,,,,,
15730,INDIANA                  ,SPENCER,"-24,433","-9,533","-9,687","-3,964","-14,691",,,,,,
15740,INDIANA                  ,STARKE,"-13,290","-26,930","-2,948","1,909",228,,,,,,
15750,INDIANA                  ,STEUBEN,"-12,875","-10,375","-9,456","-19,094","-32,099",,,,,,
15760,INDIANA                  ,SULLIVAN,"63,570","59,149","67,934","57,077","68,523",,,,,,
15770,INDIANA                  ,SWITZERLAND,"-12,987","-10,760","-8,360","-11,608","-3,159",,,,,,
15780,INDIANA                  ,TIPPECANOE,"503,259","365,730","328,848","290,375","303,143",,,,,,
15790,INDIANA                  ,TIPTON,"2,648","3,012","8,737","20,869","18,901",,,,,,
15800,INDIANA                  ,UNION,"-13,222","-11,348","-6,172","-12,880","-5,142",,,,,,
15810,INDIANA                  ,VANDERBURGH,"-105,794","-74,740","-48,539","1,931","-119,013",,,,,,
15820,INDIANA                  ,VERMILLION,"40,431","41,704","44,288","42,904","48,207",,,,,,
15830,INDIANA                  ,VIGO,"345,582","314,158","340,934","329,923","380,877",,,,,,
15840,INDIANA                  ,WABASH,596,"1,621","2,111","-11,346","-19,498",,,,,,
15850,INDIANA                  ,WARREN,"18,710","13,017","18,012","10,009","9,562",,,,,,
15860,INDIANA                  ,WARRICK,"-27,495","-21,619","-15,289","-1,590","-39,686",,,,,,
15870,INDIANA                  ,WASHINGTON,"-18,398","-28,526","-10,194","-7,763","-6,838",,,,,,
15880,INDIANA                  ,WAYNE,"-154,237","-109,930","-75,340","-128,847","-22,168",,,,,,
15890,INDIANA                  ,WELLS,"-4,422",-221,"-4,430","-28,098","-42,604",,,,,,
15900,INDIANA                  ,WHITE,"94,429","74,034","71,829","58,338","57,653",,,,,,
15910,INDIANA                  ,WHITLEY,"-6,884","-1,523","-6,913","-22,781","-38,640",,,,,,
16000,IOWA                     ,ADAIR,"-2,892","-8,325","-6,158","-6,702","-8,207",,,,,,
16010,IOWA                     ,ADAMS,"-5,637","-12,840","-5,199","-5,569","-6,421",,,,,,
16020,IOWA                     ,ALLAMAKEE,"9,950","3,726","3,392","12,552","15,485",,,,,,
16030,IOWA                     ,APPANOOSE,"-7,125","-11,615","-12,570","-13,814","-14,563",,,,,,
16040,IOWA                     ,AUDUBON,-279,-820,"-3,156","-6,109","-8,766",,,,,,
16050,IOWA                     ,BENTON,"2,135","-19,723","-8,314","2,270",-595,,,,,,
16060,IOWA                     ,BLACK HAWK,"-217,084","-337,532","-161,970","8,326","-75,562",,,,,,
16070,IOWA                     ,BOONE,"-19,623","-7,130","-11,997","-38,704","-34,331",,,,,,
16080,IOWA                     ,BREMER,"-35,988","-64,325","-26,314","3,849","-9,668",,,,,,
16090,IOWA                     ,BUCHANAN,"-18,420","-35,457","-15,575",862,"-9,927",,,,,,
16100,IOWA                     ,BUENA VISTA,"-3,759",27,"1,540","-1,846","-6,468",,,,,,
16110,IOWA                     ,BUTLER,"-29,780","-83,467","-25,301","2,718","-5,192",,,,,,
16120,IOWA                     ,CALHOUN,"-28,334","-35,522","-21,230","-41,089","-34,557",,,,,,
16130,IOWA                     ,CARROLL,"-21,839","-43,098","-20,565","-28,193","-36,302",,,,,,
16140,IOWA                     ,CASS,"4,642","4,885",-114,"-1,698","-13,469",,,,,,
16150,IOWA                     ,CEDAR,"10,819","10,874","13,914","10,062","-13,912",,,,,,
16160,IOWA                     ,CERRO GORDO,"-116,433","-463,848","-122,050","28,639","25,181",,,,,,
16170,IOWA                     ,CHEROKEE,101,57,"4,264","-2,401","-6,533",,,,,,
16180,IOWA                     ,CHICKASAW,"-6,949","-31,153","-6,731","12,506","11,944",,,,,,
16190,IOWA                     ,CLARKE,"1,049","-3,336","-3,935","-3,928","-5,252",,,,,,
16200,IOWA                     ,CLAY,"-13,939","-38,775","-5,083","-16,048","-14,238",,,,,,
16210,IOWA                     ,CLAYTON,"-7,248","-13,132","-2,505","6,120","6,632",,,,,,
16220,IOWA                     ,CLINTON,"60,896","84,200","123,513","117,583","16,678",,,,,,
16230,IOWA                     ,CRAWFORD,"3,997",123,-373,"-1,368","-11,250",,,,,,
16240,IOWA                     ,DALLAS,"2,959","-16,494","-16,715","-26,332","-40,036",,,,,,
16250,IOWA                     ,DAVIS,"-10,089","-13,445","-8,969","-6,279","-7,053",,,,,,
16260,IOWA                     ,DECATUR,692,"-4,171","-3,604","-9,617","-11,120",,,,,,
16270,IOWA                     ,DELAWARE,"-6,930","-18,872","-7,074","-3,874","-7,282",,,,,,
16280,IOWA                     ,DES MOINES,"108,231","127,807","93,307","19,457","-96,941",,,,,,
16290,IOWA                     ,DICKINSON,"-8,738","-25,893",358,"-17,536","-13,570",,,,,,
16300,IOWA                     ,DUBUQUE,"-93,500","-117,133","-4,447","18,859","17,367",,,,,,
16310,IOWA                     ,EMMET,"3,031","3,750","6,274",467,"2,839",,,,,,
16320,IOWA                     ,FAYETTE,"-7,907","-21,387","-9,823","4,054","2,321",,,,,,
16330,IOWA                     ,FLOYD,"-23,875","-118,156","-26,869","9,134","13,512",,,,,,
16340,IOWA                     ,FRANKLIN,"-16,622","-61,190","-16,343","1,208","3,374",,,,,,
16350,IOWA                     ,FREMONT,143,-378,-332,"-2,688","-11,184",,,,,,
16360,IOWA                     ,GREENE,"-9,260","-4,721","-7,150","-16,456","-14,577",,,,,,
16370,IOWA                     ,GRUNDY,"-16,741","-19,220","-12,786","-3,262","-10,569",,,,,,
16380,IOWA                     ,GUTHRIE,-130,"-4,981","-5,277","-8,870","-15,260",,,,,,
16390,IOWA                     ,HAMILTON,"-17,584","-7,261","-14,466","-31,366","-30,808",,,,,,
16400,IOWA                     ,HANCOCK,"-14,466","-65,937","-21,241","1,027","3,822",,,,,,
16410,IOWA                     ,HARDIN,"-18,403","-32,580","-15,170","-32,855","-29,229",,,,,,
16420,IOWA                     ,HARRISON,"13,774","17,877","3,207",-419,"-33,084",,,,,,
16430,IOWA                     ,HENRY,"17,206","18,697","12,011","3,923","-25,182",,,,,,
16440,IOWA                     ,HOWARD,"3,956","-11,138",-91,"12,630","12,746",,,,,,
16450,IOWA                     ,HUMBOLDT,"-21,165","-21,871","-20,248","-23,566","-20,539",,,,,,
16460,IOWA                     ,IDA,"5,054","6,397","3,071","-1,781","-4,635",,,,,,
16470,IOWA                     ,IOWA,"9,527","8,356","3,038",442,"-13,497",,,,,,
16480,IOWA                     ,JACKSON,"-5,347","1,006","15,108","18,292","3,717",,,,,,
16490,IOWA                     ,JASPER,"-11,514","-51,986","-26,792","-37,502","-47,588",,,,,,
16500,IOWA                     ,JEFFERSON,"-4,067","-4,094","-1,681","-2,423","-12,414",,,,,,
16510,IOWA                     ,JOHNSON,"69,721","89,758","53,492","2,501","-132,546",,,,,,
16520,IOWA                     ,JONES,"2,647","-15,313","-5,588","1,755",-716,,,,,,
16530,IOWA                     ,KEOKUK,"1,002",385,"-1,435","-3,085","-17,561",,,,,,
16540,IOWA                     ,KOSSUTH,"-13,483","-68,234","-15,872",386,"3,324",,,,,,
16550,IOWA                     ,LEE,"-13,605","-35,104",775,"-20,674","-65,530",,,,,,
16560,IOWA                     ,LINN,"27,692","-129,119","-48,676","17,235","9,979",,,,,,
16570,IOWA                     ,LOUISA,"11,040","12,802","9,416","3,853","-14,763",,,,,,
16580,IOWA                     ,LUCAS,302,"-2,860","-5,712","-7,227","-10,719",,,,,,
16590,IOWA                     ,LYON,"18,631","32,687","21,716",30,-128,,,,,,
16600,IOWA                     ,MADISON,"1,518","-5,372","-8,132","-11,777","-10,681",,,,,,
16610,IOWA                     ,MAHASKA,"-4,439","-11,780","-12,216","-9,422","-16,875",,,,,,
16620,IOWA                     ,MARION,"3,625","-11,609","-15,514","-20,438","-26,352",,,,,,
16630,IOWA                     ,MARSHALL,"1,901","25,030","-41,509","-70,291","-69,239",,,,,,
16640,IOWA                     ,MILLS,"7,642","11,788","2,137",272,"-20,433",,,,,,
16650,IOWA                     ,MITCHELL,"6,003","-24,940","-4,693","19,413","20,567",,,,,,
16660,IOWA                     ,MONONA,"7,622","13,812",682,"-2,119","-9,239",,,,,,
16670,IOWA                     ,MONROE,"-6,619","-10,807","-7,904","-5,607","-5,737",,,,,,
16680,IOWA                     ,MONTGOMERY,"2,870","5,284","1,128","-1,855","-10,474",,,,,,
16690,IOWA                     ,MUSCATINE,"11,822","7,979","28,247","23,122","-31,744",,,,,,
16700,IOWA                     ,O'BRIEN,"5,481","10,825","12,938",-329,"-2,666",,,,,,
16710,IOWA                     ,OSCEOLA,"8,628","8,004","8,413",382,-666,,,,,,
16720,IOWA                     ,PAGE,"1,826","6,467","4,358","2,043","-12,847",,,,,,
16730,IOWA                     ,PALO ALTO,"-6,878","-21,271","-3,674","1,044",22,,,,,,
16740,IOWA                     ,PLYMOUTH,"17,097","23,727","15,431","3,390",-278,,,,,,
16750,IOWA                     ,POCAHONTAS,"-14,626","-19,744","-11,202","-15,605","-13,545",,,,,,
16760,IOWA                     ,POLK,"58,815","-186,571","-227,914","-265,739","-384,029",,,,,,
16770,IOWA                     ,POTTAWATTAMIE,"51,183","68,503","14,715","-3,385","-117,385",,,,,,
16780,IOWA                     ,POWESHIEK,"13,353","14,481","-4,245","-7,845","-26,792",,,,,,
16790,IOWA                     ,RINGGOLD,607,"-2,293","-2,503","-4,045","-4,049",,,,,,
16800,IOWA                     ,SAC,"-12,720","-22,603","-6,664","-15,232","-17,622",,,,,,
16810,IOWA                     ,SCOTT,"196,459","284,936","386,876","356,207","76,476",,,,,,
16820,IOWA                     ,SHELBY,"-7,796","-11,758","-7,034","-10,788","-21,920",,,,,,
16830,IOWA                     ,SIOUX,"26,906","40,093","30,526","3,058","-4,008",,,,,,
16840,IOWA                     ,STORY,"-77,017","-10,959","-47,813","-141,490","-157,909",,,,,,
16850,IOWA                     ,TAMA,"-12,116","-20,786","-23,759","-14,656","-24,106",,,,,,
16860,IOWA                     ,TAYLOR,"-5,282","-10,199","4,196",-834,"-9,151",,,,,,
16870,IOWA                     ,UNION,-116,"-6,526","-4,675","-5,988","-7,616",,,,,,
16880,IOWA                     ,VAN BUREN,"-5,768","-7,433","-2,721","-4,523","-12,359",,,,,,
16890,IOWA                     ,WAPELLO,"-113,287","-121,657","-86,094","-42,498","-50,079",,,,,,
16900,IOWA                     ,WARREN,"6,082","-21,711","-26,473","-33,842","-47,357",,,,,,
16910,IOWA                     ,WASHINGTON,"18,448","21,898","13,947","1,459","-35,054",,,,,,
16920,IOWA                     ,WAYNE,"-2,145","-6,380","-3,833","-6,419","-6,022",,,,,,
16930,IOWA                     ,WEBSTER,"-95,977","-78,406","-93,125","-130,529","-135,403",,,,,,
16940,IOWA                     ,WINNEBAGO,"-24,371","-100,962","-24,450","12,409","10,052",,,,,,
16950,IOWA                     ,WINNESHIEK,"14,666","9,363","8,844","24,369","30,461",,,,,,
16960,IOWA                     ,WOODBURY,"65,451","106,201","65,327","14,341","-42,232",,,,,,
16970,IOWA                     ,WORTH,"-14,817","-58,993","-13,875","5,930","5,924",,,,,,
16980,IOWA                     ,WRIGHT,"-19,111","-52,552","-20,727","-7,687","-9,547",,,,,,
17000,KANSAS                   ,ALLEN,"-16,710","-27,795","-18,892","-4,884","-11,181",,,,,,
17010,KANSAS                   ,ANDERSON,"-7,010","-14,874","-17,226","-4,760","-13,403",,,,,,
17020,KANSAS                   ,ATCHISON,"-6,533","-14,639","-12,026","-3,247","-6,017",,,,,,
17030,KANSAS                   ,BARBER,"-8,389","-12,173","-13,465","-3,499","-5,660",,,,,,
17040,KANSAS                   ,BARTON,"-41,514","-65,631","-83,562","-16,211","-41,531",,,,,,
17050,KANSAS                   ,BOURBON,"-100,528","-59,119","-61,325","-38,846","-101,916",,,,,,
17060,KANSAS                   ,BROWN,"8,741",-535,"-5,086","-1,059","1,018",,,,,,
17070,KANSAS                   ,BUTLER,"-107,343","-123,410","-145,911","-37,893","-17,594",,,,,,
17080,KANSAS                   ,CHASE,"-1,836",-863,"-5,691",-294,"-1,179",,,,,,
17090,KANSAS                   ,CHAUTAUQUA,"-10,652","-15,615","-17,697","-3,975","-11,778",,,,,,
17100,KANSAS                   ,CHEROKEE,"-137,462","-170,713","-61,051","-22,935","-34,358",,,,,,
17110,KANSAS                   ,CHEYENNE,"-1,802","-2,417","-3,746","-1,425","-1,773",,,,,,
17120,KANSAS                   ,CLARK,"-3,366","-4,972","-5,964",-850,"-1,153",,,,,,
17130,KANSAS                   ,CLAY,"-2,761","-4,467","1,084","1,724","14,215",,,,,,
17140,KANSAS                   ,CLOUD,"-22,747","-23,427","-20,632","-1,417","-10,102",,,,,,
17150,KANSAS                   ,COFFEY,"-4,251","-14,976","-24,431","-4,594","-11,316",,,,,,
17160,KANSAS                   ,COMANCHE,"-3,054","-3,273","-5,658","-1,181","-2,280",,,,,,
17170,KANSAS                   ,COWLEY,"-39,165","-47,987","-67,502","-17,714","-24,478",,,,,,
17180,KANSAS                   ,CRAWFORD,"-251,347","-255,193","-126,353","-42,836","-77,878",,,,,,
17190,KANSAS                   ,DECATUR,"-5,193","-4,934","-5,287","-1,411","-2,052",,,,,,
17200,KANSAS                   ,DICKINSON,"-81,727","-62,235","-31,291","1,105","-14,780",,,,,,
17210,KANSAS                   ,DONIPHAN,"-7,306","-20,474","-10,931","-3,656","-3,722",,,,,,
17220,KANSAS                   ,DOUGLAS,"-40,127","-86,988","-115,870","-38,401","-86,654",,,,,,
17230,KANSAS                   ,EDWARDS,"-5,250","-8,045","-8,496","-1,499","-5,711",,,,,,
17240,KANSAS                   ,ELK,"-5,660","-9,643","-10,483","-2,519","-5,105",,,,,,
17250,KANSAS                   ,ELLIS,"-19,373","-25,604","-35,129","-13,455","-30,739",,,,,,
17260,KANSAS                   ,ELLSWORTH,"-15,021","-17,285","-16,845","-2,491","-6,614",,,,,,
17270,KANSAS                   ,FINNEY,"-93,250","-100,701","-107,468","-13,401","-31,670",,,,,,
17280,KANSAS                   ,FORD,"-25,623","-38,637","-33,832","-9,089","-11,441",,,,,,
17290,KANSAS                   ,FRANKLIN,"-14,910","-38,121","-61,953","-19,720","-47,564",,,,,,
17300,KANSAS                   ,GEARY,"-379,478","-209,435","-10,308","-1,622","-1,558",,,,,,
17310,KANSAS                   ,GOVE,"-4,433","-3,583","-4,606","-1,331","-3,315",,,,,,
17320,KANSAS                   ,GRAHAM,"-3,529","-7,746","-10,266","-1,915","-6,332",,,,,,
17330,KANSAS                   ,GRANT,"-14,586","-18,916","-14,870","-3,623","-6,649",,,,,,
17340,KANSAS                   ,GRAY,"-9,317","-12,094","-12,974","-2,629","-4,386",,,,,,
17350,KANSAS                   ,GREELEY,"-4,348","-4,182","-5,771",-735,"-2,726",,,,,,
17360,KANSAS                   ,GREENWOOD,"-17,696","-20,205","-20,944","-5,018","-4,046",,,,,,
17370,KANSAS                   ,HAMILTON,"-6,043","-7,804","-9,873","-1,315","-3,332",,,,,,
17380,KANSAS                   ,HARPER,"-8,456","-12,079","-14,123","-1,964","-4,280",,,,,,
17390,KANSAS                   ,HARVEY,"-68,270","-73,416","-98,142","-22,066","-11,151",,,,,,
17391,KANSAS                   ,HASKELL,"-8,586","-9,082","-9,125","-1,589","-3,365",,,,,,
17410,KANSAS                   ,HODGEMAN,"-3,693","-3,940","-4,254",-677,"-1,547",,,,,,
17420,KANSAS                   ,JACKSON,"26,686","7,838","-5,221",656,"7,459",,,,,,
17430,KANSAS                   ,JEFFERSON,"22,988",510,"-15,127","-2,677","-3,034",,,,,,
17440,KANSAS                   ,JEWELL,"-8,033","-5,382","-4,254","-2,043","-3,109",,,,,,
17450,KANSAS                   ,JOHNSON,"-110,844","-279,590","-456,072","-317,448","-447,845",,,,,,
17451,KANSAS                   ,KEARNY,"-8,011","-8,247","-9,475","-1,056","-2,018",,,,,,
17470,KANSAS                   ,KINGMAN,"-15,768","-22,114","-24,602","-5,103","-6,135",,,,,,
17480,KANSAS                   ,KIOWA,"-4,041","-7,045","-6,761",-950,"-3,225",,,,,,
17490,KANSAS                   ,LABETTE,"-175,579","-199,787","-75,911","-16,307","-49,451",,,,,,
17500,KANSAS                   ,LANE,"-4,513","-4,769","-4,910",-983,"-1,677",,,,,,
17510,KANSAS                   ,LEAVENWORTH,"-22,633","-55,828","-84,913","-47,132","-83,382",,,,,,
17520,KANSAS                   ,LINCOLN,"-14,063","-13,655","-10,342","-2,265","-6,987",,,,,,
17530,KANSAS                   ,LINN,"-14,946","-16,190","-23,394","-14,717","-25,438",,,,,,
17540,KANSAS                   ,LOGAN,"-4,254","-6,275","-7,052","-2,899","-5,524",,,,,,
17550,KANSAS                   ,LYON,"-10,655","-33,631","-48,472","-10,241","-26,760",,,,,,
17560,KANSAS                   ,MCPHERSON,"-51,446","-74,046","-78,783","-14,798","-28,955",,,,,,
17570,KANSAS                   ,MARION,"-21,683","-31,258","-34,734","-7,659","-6,203",,,,,,
17580,KANSAS                   ,MARSHALL,447,"-4,627","-5,414","1,111","-3,143",,,,,,
17590,KANSAS                   ,MEADE,"-12,033","-17,579","-12,821","-2,742","-4,701",,,,,,
17600,KANSAS                   ,MIAMI,"-8,259","-22,504","-39,969","-18,570","-31,181",,,,,,
17610,KANSAS                   ,MITCHELL,"-14,051","-16,981","-14,074","-1,177","-3,749",,,,,,
17620,KANSAS                   ,MONTGOMERY,"-82,027","-121,852","-118,925","-41,442","-74,879",,,,,,
17630,KANSAS                   ,MORRIS,"-8,472","-5,142","-2,054","4,614","2,428",,,,,,
17640,KANSAS                   ,MORTON,"-6,676","-9,466","-8,459",-564,"-5,704",,,,,,
17650,KANSAS                   ,NEMAHA,"13,325","1,949","-6,475","-1,445",-508,,,,,,
17660,KANSAS                   ,NEOSHO,"-54,244","-68,122","-32,407","-6,013","-17,783",,,,,,
17670,KANSAS                   ,NESS,"-4,449","-5,624","-7,258","-2,829","-4,125",,,,,,
17680,KANSAS                   ,NORTON,"-5,836","-6,240","-5,956","-2,124","-4,712",,,,,,
17690,KANSAS                   ,OSAGE,"25,358","6,589","-13,347","-2,053","4,339",,,,,,
17700,KANSAS                   ,OSBORNE,"-8,026","-11,917","-11,076","-1,842","-5,400",,,,,,
17710,KANSAS                   ,OTTAWA,"-14,058","-19,586","-14,888","-2,130","-7,898",,,,,,
17720,KANSAS                   ,PAWNEE,"-5,571","-9,876","-9,902","-1,230","-4,206",,,,,,
17730,KANSAS                   ,PHILLIPS,"-8,782","-6,103","-6,496","-3,242","-7,141",,,,,,
17740,KANSAS                   ,POTTAWATOMIE,"-33,920","-38,422","6,782","5,061","16,967",,,,,,
17750,KANSAS                   ,PRATT,"-18,200","-24,766","-32,238","-6,595","-17,050",,,,,,
17760,KANSAS                   ,RAWLINS,-966,"-1,624","-4,175","-1,488","-1,592",,,,,,
17770,KANSAS                   ,RENO,"-96,778","-119,562","-138,073","-29,368","-20,202",,,,,,
17780,KANSAS                   ,REPUBLIC,"-7,796","-8,407","-4,155",-955,"-3,186",,,,,,
17790,KANSAS                   ,RICE,"-14,718","-19,557","-23,625","-3,857","-5,104",,,,,,
17800,KANSAS                   ,RILEY,"57,082","28,968","36,634","32,820","55,839",,,,,,
17810,KANSAS                   ,ROOKS,"-5,990","-7,833","-8,356","-3,297","-6,325",,,,,,
17820,KANSAS                   ,RUSH,"-4,978","-6,973","-8,066","-2,200","-7,369",,,,,,
17830,KANSAS                   ,RUSSELL,"-11,583","-19,271","-20,438","-5,712","-15,017",,,,,,
17840,KANSAS                   ,SALINE,"-161,720","-212,773","-184,353","-21,875","-66,265",,,,,,
17841,KANSAS                   ,SCOTT,"-3,367","-5,511","-5,299",-883,"-1,476",,,,,,
17860,KANSAS                   ,SEDGWICK,"-506,352","-621,631","-651,165","-199,778","-87,928",,,,,,
17870,KANSAS                   ,SEWARD,"-47,780","-40,314","-37,752","-13,771","-25,201",,,,,,
17880,KANSAS                   ,SHAWNEE,"328,732","107,167","-83,142","8,214","99,052",,,,,,
17890,KANSAS                   ,SHERIDAN,"-3,027","-4,021","-4,562","-1,292","-3,731",,,,,,
17900,KANSAS                   ,SHERMAN,"-4,070","-6,888","-8,402","-3,134","-8,199",,,,,,
17910,KANSAS                   ,SMITH,"-8,141","-3,592","-6,220","-1,535","-5,572",,,,,,
17920,KANSAS                   ,STAFFORD,"-10,421","-14,274","-16,878","-4,866","-8,151",,,,,,
17921,KANSAS                   ,STANTON,"-5,032","-5,855","-5,163","-1,061","-1,673",,,,,,
17940,KANSAS                   ,STEVENS,"-12,080","-13,966","-11,447","-3,478","-5,489",,,,,,
17950,KANSAS                   ,SUMNER,"-39,734","-45,360","-53,566","-13,358","-6,835",,,,,,
17960,KANSAS                   ,THOMAS,"-3,688","-5,312","-10,339","-4,437","-8,013",,,,,,
17970,KANSAS                   ,TREGO,"-4,354","-9,078","-9,404","-3,022","-6,592",,,,,,
17980,KANSAS                   ,WABAUNSEE,"-1,528","-5,585","-1,220","1,097","4,576",,,,,,
17981,KANSAS                   ,WALLACE,"-2,121","-2,544","-7,382","-1,519","-4,988",,,,,,
17982,KANSAS                   ,WASHINGTON,"-1,004","-1,598","-4,253",-141,"1,233",,,,,,
17983,KANSAS                   ,WICHITA,"-3,821","-5,810","-6,126","-1,049","-1,775",,,,,,
17984,KANSAS                   ,WILSON,"-18,494","-23,167","-20,178","-5,081","-7,877",,,,,,
17985,KANSAS                   ,WOODSON,"-2,800","-7,256","-7,821","-2,343","-7,008",,,,,,
17986,KANSAS                   ,WYANDOTTE,"-30,823","-72,038","-124,238","-61,354","-117,397",,,,,,
18000,KENTUCKY                 ,ADAIR,"-11,714","-21,323","-24,843","-20,520","-16,615",,,,,,
18010,KENTUCKY                 ,ALLEN,"-33,338","-31,481","-38,307","-37,613","-20,887",,,,,,
18020,KENTUCKY                 ,ANDERSON,"-3,176",535,"3,785","-5,931","-1,737",,,,,,
18030,KENTUCKY                 ,BALLARD,"14,428","11,230","13,286","3,223","7,415",,,,,,
18040,KENTUCKY                 ,BARREN,"14,624","-3,599","1,998","-13,639","-9,857",,,,,,
18050,KENTUCKY                 ,BATH,"-5,991","-8,428","-11,340","-19,756","-24,761",,,,,,
18060,KENTUCKY                 ,BELL,"-25,489","-30,521","-42,606","-40,273","-38,456",,,,,,
18070,KENTUCKY                 ,BOONE,"-97,794","-80,289","-59,179","-97,211","-29,225",,,,,,
18080,KENTUCKY                 ,BOURBON,"-13,537","-8,379","-1,327","4,904",308,,,,,,
18090,KENTUCKY                 ,BOYD,"-58,052","-112,704","-102,353","-39,803","15,028",,,,,,
18100,KENTUCKY                 ,BOYLE,"-45,325","-46,455","-27,697","-18,710","-22,221",,,,,,
18110,KENTUCKY                 ,BRACKEN,"-19,017","-8,749","-10,217","-11,069","-8,404",,,,,,
18120,KENTUCKY                 ,BREATHITT,"-9,597","-7,882","-7,690","-4,700","-8,048",,,,,,
18130,KENTUCKY                 ,BRECKINRIDGE,"-24,571","-22,706","-14,905","-12,866","-10,246",,,,,,
18140,KENTUCKY                 ,BULLITT,"-58,318","-84,157","-28,374","-16,552","-15,520",,,,,,
18150,KENTUCKY                 ,BUTLER,"-22,268","-26,012","-27,608","-24,339","-16,961",,,,,,
18160,KENTUCKY                 ,CALDWELL,"-7,596","-11,002","-7,428","-8,415","-5,357",,,,,,
18170,KENTUCKY                 ,CALLOWAY,"-45,782","-64,845","-48,575","-33,427","-32,696",,,,,,
18180,KENTUCKY                 ,CAMPBELL,"-97,023","-76,848","-55,053","-84,901","-25,673",,,,,,
18190,KENTUCKY                 ,CARLISLE,"8,176","6,722","7,540","1,908","3,261",,,,,,
18191,KENTUCKY                 ,CARROLL,"-11,135","-13,559","-6,431","-5,994","-3,242",,,,,,
18210,KENTUCKY                 ,CARTER,"-20,163","-38,921","-38,722","-30,211","-16,659",,,,,,
18220,KENTUCKY                 ,CASEY,"-16,823","-22,364","-14,739","-11,503","-10,306",,,,,,
18230,KENTUCKY                 ,CHRISTIAN,"-92,442","-108,903","-101,140","-72,158","-86,402",,,,,,
18240,KENTUCKY                 ,CLARK,"-29,100","-16,453","-4,047","11,577","2,088",,,,,,
18250,KENTUCKY                 ,CLAY,"9,167","14,806","16,351","15,931","-5,765",,,,,,
18260,KENTUCKY                 ,CLINTON,"-2,104","-9,498","-13,145","-8,212","-8,124",,,,,,
18270,KENTUCKY                 ,CRITTENDEN,"2,385","-2,694","-3,735","-5,723","-5,552",,,,,,
18271,KENTUCKY                 ,CUMBERLAND,"-2,720","-4,405","-7,577","-8,389","-7,777",,,,,,
18290,KENTUCKY                 ,DAVIESS,"-304,968","-72,610","-104,611","-105,983","-96,676",,,,,,
18291,KENTUCKY                 ,EDMONSON,"-23,412","-26,055","-27,581","-22,828","-11,309",,,,,,
18310,KENTUCKY                 ,ELLIOTT,"-5,417","-12,879","-17,134","-32,674","-29,675",,,,,,
18320,KENTUCKY                 ,ESTILL,"-12,883","-9,595","-4,937",25,"-1,301",,,,,,
18330,KENTUCKY                 ,FAYETTE,"-114,608","-72,004","-12,556","53,819","7,067",,,,,,
18340,KENTUCKY                 ,FLEMING,"-11,261","-11,225","-14,713","-19,651","-21,798",,,,,,
18350,KENTUCKY                 ,FLOYD,"-41,266","-45,514","-29,350","7,175","-18,024",,,,,,
18360,KENTUCKY                 ,FRANKLIN,"-5,638","2,488","13,319","-34,844","-14,073",,,,,,
18361,KENTUCKY                 ,FULTON,-3,"-3,469","-2,800","-7,982","-5,381",,,,,,
18362,KENTUCKY                 ,GALLATIN,"-7,138","-6,145","-6,060","-7,104","-2,333",,,,,,
18390,KENTUCKY                 ,GARRARD,"-16,320","-14,856","-8,369","-3,317","-5,275",,,,,,
18400,KENTUCKY                 ,GRANT,"-19,548","-15,191","-10,801","-17,796","-4,745",,,,,,
