SNF Wage Indices by Fiscal Year,,,,,,,,,,
County code,State,County name,CBSA 2014,SNF Wage 2008,SNF Wage 2009,SNF Wage 2010,SNF Wage 2011,SNF Wage 2012,SNF Wage 2013,SNF Wage 2014
27470,MT,STILLWATER,NA,0.8379,0.8658,0.8399,0.8517,0.8615,0.8600,0.9098
27480,MT,SWEET GRASS,NA,0.8379,0.8658,0.8399,0.8517,0.8615,0.8600,0.9098
27490,MT,TETON,NA,0.8379,0.8658,0.8399,0.8517,0.8615,0.8600,0.9098
27500,MT,TOOLE,NA,0.8379,0.8658,0.8399,0.8517,0.8615,0.8600,0.9098
27510,MT,TREASURE,NA,0.8379,0.8658,0.8399,0.8517,0.8615,0.8600,0.9098
27520,MT,VALLEY,NA,0.8379,0.8658,0.8399,0.8517,0.8615,0.8600,0.9098
27530,MT,WHEATLAND,NA,0.8379,0.8658,0.8399,0.8517,0.8615,0.8600,0.9098
27540,MT,WIBAUX,NA,0.8379,0.8658,0.8399,0.8517,0.8615,0.8600,0.9098
27550,MT,YELLOWSTONE,13740,0.8666,0.8805,0.8781,0.8674,0.8576,0.8737,0.8691
27999,MT,STATEWIDE,NA,0.8379,0.8658,0.8399,0.8517,0.8615,n/a ,0.9098
28000,NE,ADAMS,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28010,NE,ANTELOPE,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28020,NE,ARTHUR,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28030,NE,BANNER,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28040,NE,BLAINE,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28050,NE,BOONE,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28060,NE,BOX BUTTE,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28070,NE,BOYD,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28080,NE,BROWN,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28090,NE,BUFFALO,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28100,NE,BURT,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28110,NE,BUTLER,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28120,NE,CASS,36540,0.9561,0.9441,0.9608,0.9583,0.9864,1.0037,0.9756
28130,NE,CEDAR,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28140,NE,CHASE,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28150,NE,CHERRY,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28160,NE,CHEYENNE,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28170,NE,CLAY,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28180,NE,COLFAX,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28190,NE,CUMING,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28200,NE,CUSTER,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28210,NE,DAKOTA,43580,0.9251,0.8915,0.9094,0.9091,0.9538,0.9010,0.9163
28220,NE,DAWES,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28230,NE,DAWSON,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28240,NE,DEUEL,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28250,NE,DIXON,43580,0.9251,0.8915,0.9094,0.9091,0.9538,0.9010,0.9163
28260,NE,DODGE,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28270,NE,DOUGLAS,36540,0.9561,0.9441,0.9608,0.9583,0.9864,1.0037,0.9756
28280,NE,DUNDY,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28290,NE,FILLMORE,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28300,NE,FRANKLIN,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28310,NE,FRONTIER,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28320,NE,FURNAS,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28330,NE,GAGE,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28340,NE,GARDEN,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28350,NE,GARFIELD,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28360,NE,GOSPER,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28370,NE,GRANT,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28380,NE,GREELEY,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28390,NE,HALL,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28400,NE,HAMILTON,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28410,NE,HARLAN,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28420,NE,HAYES,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28430,NE,HITCHCOCK,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28440,NE,HOLT,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28450,NE,HOOKER,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28460,NE,HOWARD,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28470,NE,JEFFERSON,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28480,NE,JOHNSON,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28490,NE,KEARNEY,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28500,NE,KEITH,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28510,NE,KEYA PAHA,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28520,NE,KIMBALL,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28530,NE,KNOX,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28540,NE,LANCASTER,30700,1.0051,0.9759,0.9563,0.9617,0.9612,0.9726,0.9465
28550,NE,LINCOLN,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28560,NE,LOGAN,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28570,NE,LOUP,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28580,NE,MC PHERSON,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28590,NE,MADISON,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28600,NE,MERRICK,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28610,NE,MORRILL,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28620,NE,NANCE,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28630,NE,NEMAHA,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28640,NE,NUCKOLLS,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28650,NE,OTOE,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28660,NE,PAWNEE,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28670,NE,PERKINS,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28680,NE,PHELPS,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28690,NE,PIERCE,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28700,NE,PLATTE,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28710,NE,POLK,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28720,NE,RED WILLOW,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28730,NE,RICHARDSON,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28740,NE,ROCK,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28750,NE,SALINE,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28760,NE,SARPY,36540,0.9561,0.9441,0.9608,0.9583,0.9864,1.0037,0.9756
28770,NE,SAUNDERS,36540,0.9561,0.9441,0.9608,0.9583,0.9864,1.0037,0.9756
28780,NE,SCOTT BLUFF,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28790,NE,SEWARD,30700,1.0051,0.9759,0.9563,0.9617,0.9612,0.9726,0.9465
28800,NE,SHERIDAN,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28810,NE,SHERMAN,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28820,NE,SIOUX,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28830,NE,STANTON,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28840,NE,THAYER,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28850,NE,THOMAS,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28860,NE,THURSTON,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28870,NE,VALLEY,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28880,NE,WASHINGTON,36540,0.9561,0.9441,0.9608,0.9583,0.9864,1.0037,0.9756
28890,NE,WAYNE,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28900,NE,WEBSTER,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28910,NE,WHEELER,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28920,NE,YORK,NA,0.8849,0.8730,0.8705,0.8911,0.8872,0.8733,0.8855
28999,NE,STATEWIDE,NA,0.8849,0.8730,0.8705,0.8911,0.8872,n/a ,0.8855
29000,NV,CHURCHILL,NA,0.9272,0.9382,0.9674,0.9350,0.9637,0.9739,0.9781
29010,NV,CLARK,29820,1.1799,1.1971,1.2130,1.2099,1.2050,1.2076,1.1627
29020,NV,DOUGLAS,NA,0.9272,0.9382,0.9674,0.9350,0.9637,0.9739,0.9781
29030,NV,ELKO,NA,0.9272,0.9382,0.9674,0.9350,0.9637,0.9739,0.9781
29040,NV,ESMERALDA,NA,0.9272,0.9382,0.9674,0.9350,0.9637,0.9739,0.9781
29050,NV,EUREKA,NA,0.9272,0.9382,0.9674,0.9350,0.9637,0.9739,0.9781
29060,NV,HUMBOLDT,NA,0.9272,0.9382,0.9674,0.9350,0.9637,0.9739,0.9781
29070,NV,LANDER,NA,0.9272,0.9382,0.9674,0.9350,0.9637,0.9739,0.9781
29080,NV,LINCOLN,NA,0.9272,0.9382,0.9674,0.9350,0.9637,0.9739,0.9781
29090,NV,LYON,NA,0.9272,0.9382,0.9674,0.9350,0.9637,0.9739,0.9781
29100,NV,MINERAL,NA,0.9272,0.9382,0.9674,0.9350,0.9637,0.9739,0.9781
29110,NV,NYE,NA,0.9272,0.9382,0.9674,0.9350,0.9637,0.9739,0.9781
29120,NV,CARSON CITY,16180,0.9353,1.0128,1.0531,1.0465,1.0597,1.0559,1.0721
29120,NV,CARSON CITY,16180,0.9353,1.0003,1.0531,1.0465,1.0597,1.0559,1.0721
29130,NV,PERSHING,NA,0.9272,0.9382,0.9674,0.9350,0.9637,0.9739,0.9781
29140,NV,STOREY,39900,1.0959,1.0317,1.0285,1.0419,1.0596,1.0328,1.0326
29140,NV,STOREY,39900,1.0959,1.0715,1.0285,1.0419,1.0596,1.0328,1.0326
29150,NV,WASHOE,39900,1.0959,1.0317,1.0285,1.0419,1.0596,1.0328,1.0326
29150,NV,WASHOE,39900,1.0959,1.0715,1.0285,1.0419,1.0596,1.0328,1.0326
29160,NV,WHITE PINE,NA,0.9272,0.9382,0.9674,0.9350,0.9637,0.9739,0.9781
29999,NV,STATEWIDE,NA,0.9272,0.9382,0.9674,0.9350,0.9637,n/a ,0.9781
30000,NH,BELKNAP,NA,1.0863,1.0219,0.9957,1.0207,1.0441,1.0372,1.0339
30010,NH,CARROLL,NA,1.0863,1.0219,0.9957,1.0207,1.0441,1.0372,1.0339
30020,NH,CHESHIRE,NA,1.0863,1.0219,0.9957,1.0207,1.0441,1.0372,1.0339
30030,NH,COOS,NA,1.0863,1.0219,0.9957,1.0207,1.0441,1.0372,1.0339
30040,NH,GRAFTON,NA,1.0863,1.0219,0.9957,1.0207,1.0441,1.0372,1.0339
30050,NH,HILLSBOROUGH,31700,1.0063,1.0359,1.0171,0.9869,1.0083,1.0042,1.0057
30060,NH,MERRIMACK,NA,1.0863,1.0219,0.9957,1.0207,1.0441,1.0372,1.0339
30070,NH,ROCKINGHAM,40484,1.0111,0.9926,1.0125,1.0026,1.0185,1.0234,1.0172
30080,NH,STRAFFORD,40484,1.0111,0.9926,1.0125,1.0026,1.0185,1.0234,1.0172
30090,NH,SULLIVAN,NA,1.0863,1.0219,0.9957,1.0207,1.0441,1.0372,1.0339
30999,NH,STATEWIDE,NA,1.0863,1.0219,0.9957,1.0207,1.0441,n/a ,1.0339
31000,NJ,ATLANTIC,12100,1.2198,1.1973,1.1554,1.1129,1.1033,1.1977,1.2258
31100,NJ,BERGEN,35644,1.3115,1.2885,1.3005,1.2955,1.3052,1.2914,1.3089
31150,NJ,BURLINGTON,15804,1.0411,1.0346,1.0374,1.0386,1.0202,1.0474,1.0254
31160,NJ,CAMDEN,15804,1.0411,1.0346,1.0374,1.0386,1.0202,1.0474,1.0254
31180,NJ,CAPE MAY,36140,1.0988,1.1496,1.0160,1.0879,1.0641,1.0307,1.0584
31190,NJ,CUMBERLAND,47220,1.0133,1.0366,1.0207,1.0534,1.0222,1.0596,1.0759
31200,NJ,ESSEX,35084,1.1862,1.1731,1.1419,1.1460,1.1322,1.1223,1.1268
31220,NJ,GLOUCESTER,15804,1.0411,1.0346,1.0374,1.0386,1.0202,1.0474,1.0254
31230,NJ,HUDSON,35644,1.3115,1.2885,1.3005,1.2955,1.3052,1.2914,1.3089
31250,NJ,HUNTERDON,35084,1.1862,1.1731,1.1419,1.1460,1.1322,1.1223,1.1268
31260,NJ,MERCER,45940,1.0699,1.0604,1.0552,1.0150,1.0062,1.0360,1.0648
31270,NJ,MIDDLESEX,20764,1.1181,1.1283,1.1061,1.1006,1.0868,1.0806,1.0985
31290,NJ,MONMOUTH,20764,1.1181,1.1283,1.1061,1.1006,1.0868,1.0806,1.0985
31300,NJ,MORRIS,35084,1.1862,1.1731,1.1419,1.1460,1.1322,1.1223,1.1268
31310,NJ,OCEAN,20764,1.1181,1.1283,1.1061,1.1006,1.0868,1.0806,1.0985
31320,NJ,PASSAIC,35644,1.3115,1.2885,1.3005,1.2955,1.3052,1.2914,1.3089
31340,NJ,SALEM,48864,1.0824,1.0696,1.0555,1.0580,1.0662,1.0687,1.0593
31350,NJ,SOMERSET,20764,1.1181,1.1283,1.1061,1.1006,1.0868,1.0806,1.0985
31360,NJ,SUSSEX,35084,1.1862,1.1731,1.1419,1.1460,1.1322,1.1223,1.1268
31370,NJ,UNION,35084,1.1862,1.1731,1.1419,1.1460,1.1322,1.1223,1.1268
31390,NJ,WARREN,10900,0.9865,0.9499,0.9611,0.9194,0.9260,0.9084,0.9215
32000,NM,BERNALILLO,10740,0.9554,0.9210,0.9399,0.9456,0.9550,0.9542,0.9663
32010,NM,CATRON,NA,0.8940,0.8812,0.8938,0.8911,0.8878,0.8879,0.8922
32020,NM,CHAVES,NA,0.8940,0.8812,0.8938,0.8911,0.8878,0.8879,0.8922
32025,NM,CIBOLA,NA,0.8940,0.8812,0.8938,0.8911,0.8878,0.8879,0.8922
32030,NM,COLFAX,NA,0.8940,0.8812,0.8938,0.8911,0.8878,0.8879,0.8922
32040,NM,CURRY,NA,0.8940,0.8812,0.8938,0.8911,0.8878,0.8879,0.8922
32050,NM,DE BACA,NA,0.8940,0.8812,0.8938,0.8911,0.8878,0.8879,0.8922
32060,NM,DONA ANA,29740,0.8676,0.8929,0.8939,0.9296,0.9106,0.9044,0.9265
32070,NM,EDDY,NA,0.8940,0.8812,0.8938,0.8911,0.8878,0.8879,0.8922
32080,NM,GRANT,NA,0.8940,0.8812,0.8938,0.8911,0.8878,0.8879,0.8922
32090,NM,GUADALUPE,NA,0.8940,0.8812,0.8938,0.8911,0.8878,0.8879,0.8922
32100,NM,HARDING,NA,0.8940,0.8812,0.8938,0.8911,0.8878,0.8879,0.8922
32110,NM,HIDALGO,NA,0.8940,0.8812,0.8938,0.8911,0.8878,0.8879,0.8922
32120,NM,LEA,NA,0.8940,0.8812,0.8938,0.8911,0.8878,0.8879,0.8922
32130,NM,LINCOLN,NA,0.8940,0.8812,0.8938,0.8911,0.8878,0.8879,0.8922
32131,NM,LOS ALAMOS,NA,0.8940,0.8812,0.8938,0.8911,0.8878,0.8879,0.8922
32140,NM,LUNA,NA,0.8940,0.8812,0.8938,0.8911,0.8878,0.8879,0.8922
32150,NM,MCKINLEY,NA,0.8940,0.8812,0.8938,0.8911,0.8878,0.8879,0.8922
32160,NM,MORA,NA,0.8940,0.8812,0.8938,0.8911,0.8878,0.8879,0.8922
32170,NM,OTERO,NA,0.8940,0.8812,0.8938,0.8911,0.8878,0.8879,0.8922
32180,NM,QUAY,NA,0.8940,0.8812,0.8938,0.8911,0.8878,0.8879,0.8922
32190,NM,RIO ARRIBA,NA,0.8940,0.8812,0.8938,0.8911,0.8878,0.8879,0.8922
32200,NM,ROOSEVELT,NA,0.8940,0.8812,0.8938,0.8911,0.8878,0.8879,0.8922
32210,NM,SANDOVAL,10740,0.9554,0.9210,0.9399,0.9456,0.9550,0.9542,0.9663
32220,NM,SAN JUAN,22140,0.9587,0.8051,0.7889,0.9339,0.9795,0.9323,0.9735
32230,NM,SAN MIGUEL,NA,0.8940,0.8812,0.8938,0.8911,0.8878,0.8879,0.8922
32240,NM,SANTA FE,42140,1.0734,1.0610,1.0694,1.0847,1.0660,1.0400,1.0136
32250,NM,SIERRA,NA,0.8940,0.8812,0.8938,0.8911,0.8878,0.8879,0.8922
32260,NM,SOCORRO,NA,0.8940,0.8812,0.8938,0.8911,0.8878,0.8879,0.8922
32270,NM,TAOS,NA,0.8940,0.8812,0.8938,0.8911,0.8878,0.8879,0.8922
32280,NM,TORRANCE,10740,0.9554,0.9210,0.9399,0.9456,0.9550,0.9542,0.9663
32290,NM,UNION,NA,0.8940,0.8812,0.8938,0.8911,0.8878,0.8879,0.8922
32300,NM,VALENCIA,10740,0.9554,0.9210,0.9399,0.9456,0.9550,0.9542,0.9663
32999,NM,STATEWIDE,NA,0.8940,0.8812,0.8938,0.8911,0.8878,n/a ,0.8922
33000,NY,ALBANY,10580,0.8588,0.8707,0.8777,0.8653,0.8680,0.8647,0.8600
33010,NY,ALLEGANY,NA,0.8268,0.8145,0.8269,0.8185,0.8152,0.8199,0.8220
33020,NY,BRONX,35644,1.3115,1.2885,1.3005,1.2955,1.3052,1.2914,1.3089
33030,NY,BROOME,13780,0.8949,0.8574,0.8780,0.8719,0.8731,0.8707,0.8602
33040,NY,CATTARAUGUS,NA,0.8268,0.8145,0.8269,0.8185,0.8152,0.8199,0.8220
33050,NY,CAYUGA,NA,0.8268,0.8145,0.8269,0.8185,0.8152,0.8199,0.8220
33060,NY,CHAUTAUQUA,NA,0.8268,0.8145,0.8269,0.8185,0.8152,0.8199,0.8220
33070,NY,CHEMUNG,21300,0.8264,0.8247,0.8341,0.8445,0.8522,0.8205,0.8725
33080,NY,CHENANGO,NA,0.8268,0.8145,0.8269,0.8185,0.8152,0.8199,0.8220
33090,NY,CLINTON,NA,0.8268,0.8145,0.8269,0.8185,0.8152,0.8199,0.8220
33200,NY,COLUMBIA,NA,0.8268,0.8145,0.8269,0.8185,0.8152,0.8199,0.8220
33210,NY,CORTLAND,NA,0.8268,0.8145,0.8269,0.8185,0.8152,0.8199,0.8220
33220,NY,DELAWARE,NA,0.8268,0.8145,0.8269,0.8185,0.8152,0.8199,0.8220
33230,NY,DUTCHESS,39100,1.0982,1.0920,1.1216,1.1354,1.1339,1.1325,1.1544
33240,NY,ERIE,15380,0.9568,0.9537,0.9740,0.9530,0.9750,0.9999,1.0045
33260,NY,ESSEX,NA,0.8268,0.8145,0.8269,0.8185,0.8152,0.8199,0.8220
33270,NY,FRANKLIN,NA,0.8268,0.8145,0.8269,0.8185,0.8152,0.8199,0.8220
33280,NY,FULTON,NA,0.8268,0.8145,0.8269,0.8185,0.8152,0.8199,0.8220
33290,NY,GENESEE,NA,0.8268,0.8145,0.8269,0.8185,0.8152,0.8199,0.8220
33300,NY,GREENE,NA,0.8268,0.8145,0.8269,0.8185,0.8152,0.8199,0.8220
33310,NY,HAMILTON,NA,0.8268,0.8145,0.8269,0.8185,0.8152,0.8199,0.8220
33320,NY,HERKIMER,46540,0.8486,0.8404,0.8460,0.8471,0.8441,0.8653,0.8769
33330,NY,JEFFERSON,NA,0.8268,0.8145,0.8269,0.8185,0.8152,0.8199,0.8220
33331,NY,KINGS,35644,1.3115,1.2885,1.3005,1.2955,1.3052,1.2914,1.3089
33340,NY,LEWIS,NA,0.8268,0.8145,0.8269,0.8185,0.8152,0.8199,0.8220
33350,NY,LIVINGSTON,40380,0.8858,0.8811,0.8724,0.8595,0.8602,0.8704,0.8749
33360,NY,MADISON,45060,0.9910,0.9787,0.9785,0.9905,0.9776,0.9829,0.9897
33370,NY,MONROE,40380,0.8858,0.8811,0.8724,0.8595,0.8602,0.8704,0.8749
33380,NY,MONTGOMERY,NA,0.8268,0.8145,0.8269,0.8185,0.8152,0.8199,0.8220
33400,NY,NASSAU,35004,1.2640,1.2453,1.2477,1.2315,1.2416,1.2698,1.2755
33420,NY,NEW YORK,35644,1.3115,1.2885,1.3005,1.2955,1.3052,1.2914,1.3089
33500,NY,NIAGARA,15380,0.9568,0.9537,0.9740,0.9530,0.9750,0.9999,1.0045
33510,NY,ONEIDA,46540,0.8486,0.8404,0.8460,0.8471,0.8441,0.8653,0.8769
33520,NY,ONONDAGA,45060,0.9910,0.9787,0.9785,0.9905,0.9776,0.9829,0.9897
33530,NY,ONTARIO,40380,0.8858,0.8811,0.8724,0.8595,0.8602,0.8704,0.8749
33540,NY,ORANGE,39100,1.0982,1.0920,1.1216,1.1354,1.1339,1.1325,1.1544
33550,NY,ORLEANS,40380,0.8858,0.8811,0.8724,0.8595,0.8602,0.8704,0.8749
33560,NY,OSWEGO,45060,0.9910,0.9787,0.9785,0.9905,0.9776,0.9829,0.9897
33570,NY,OTSEGO,NA,0.8268,0.8145,0.8269,0.8185,0.8152,0.8199,0.8220
33580,NY,PUTNAM,35644,1.3115,1.2885,1.3005,1.2955,1.3052,1.2914,1.3089
33590,NY,QUEENS,35644,1.3115,1.2885,1.3005,1.2955,1.3052,1.2914,1.3089
33600,NY,RENSSELAER,10580,0.8588,0.8707,0.8777,0.8653,0.8680,0.8647,0.8600
33610,NY,RICHMOND,35644,1.3115,1.2885,1.3005,1.2955,1.3052,1.2914,1.3089
33620,NY,ROCKLAND,35644,1.3115,1.2885,1.3005,1.2955,1.3052,1.2914,1.3089
33630,NY,ST. LAWRENCE,NA,0.8268,0.8145,0.8269,0.8185,0.8152,0.8199,0.8220
33640,NY,SARATOGA,10580,0.8588,0.8707,0.8777,0.8653,0.8680,0.8647,0.8600
33650,NY,SCHENECTADY,10580,0.8588,0.8707,0.8777,0.8653,0.8680,0.8647,0.8600
33660,NY,SCHOHARIE,10580,0.8588,0.8707,0.8777,0.8653,0.8680,0.8647,0.8600
33670,NY,SCHUYLER,NA,0.8268,0.8145,0.8269,0.8185,0.8152,0.8199,0.8220
33680,NY,SENECA,NA,0.8268,0.8145,0.8269,0.8185,0.8152,0.8199,0.8220
33690,NY,STEUBEN,NA,0.8268,0.8145,0.8269,0.8185,0.8152,0.8199,0.8220
33700,NY,SUFFOLK,35004,1.2640,1.2453,1.2477,1.2315,1.2416,1.2698,1.2755
33710,NY,SULLIVAN,NA,0.8268,0.8145,0.8269,0.8185,0.8152,0.8199,0.8220
33720,NY,TIOGA,13780,0.8949,0.8574,0.8780,0.8719,0.8731,0.8707,0.8602
33730,NY,TOMPKINS,27060,0.9630,0.9614,1.0112,0.9842,0.8819,0.9249,0.9326
33740,NY,ULSTER,28740,0.9556,0.9375,0.9367,0.9075,0.9170,0.8953,0.9066
33750,NY,WARREN,24020,0.8256,0.8473,0.8456,0.8507,0.8504,0.8340,0.8367
33760,NY,WASHINGTON,24020,0.8256,0.8473,0.8456,0.8507,0.8504,0.8340,0.8367
33770,NY,WAYNE,40380,0.8858,0.8811,0.8724,0.8595,0.8602,0.8704,0.8749
33800,NY,WESTCHESTER,35644,1.3115,1.2885,1.3005,1.2955,1.3052,1.2914,1.3089
33900,NY,WYOMING,NA,0.8268,0.8145,0.8269,0.8185,0.8152,0.8199,0.8220
33910,NY,YATES,NA,0.8268,0.8145,0.8269,0.8185,0.8152,0.8199,0.8220
33999,NY,STATEWIDE,NA,0.8268,0.8145,0.8269,0.8185,0.8152,n/a ,0.8220
34000,NC,ALAMANCE,15500,0.8747,0.8736,0.8749,0.8863,0.8665,0.8485,0.8529
34010,NC,ALEXANDER,25860,0.9028,0.8976,0.9000,0.8693,0.8859,0.8677,0.8492
34020,NC,ALLEGHANY,NA,0.8603,0.8576,0.8535,0.8359,0.8288,0.8271,0.8100
34030,NC,ANSON,16740,0.9520,0.9595,0.9474,0.9420,0.9321,0.9215,0.9447
34040,NC,ASHE,NA,0.8603,0.8576,0.8535,0.8359,0.8288,0.8271,0.8100
34050,NC,AVERY,NA,0.8603,0.8576,0.8535,0.8359,0.8288,0.8271,0.8100
34060,NC,BEAUFORT,NA,0.8603,0.8576,0.8535,0.8359,0.8288,0.8271,0.8100
34070,NC,BERTIE,NA,0.8603,0.8576,0.8535,0.8359,0.8288,0.8271,0.8100
34080,NC,BLADEN,NA,0.8603,0.8576,0.8535,0.8359,0.8288,0.8271,0.8100
34090,NC,BRUNSWICK,48900,0.9410,0.9089,0.8986,0.9202,0.9107,0.9155,0.8862
34100,NC,BUNCOMBE,11700,0.9185,0.9142,0.9057,0.9001,0.8918,0.8555,0.8511
34110,NC,BURKE,25860,0.9028,0.8976,0.9000,0.8693,0.8859,0.8677,0.8492
34120,NC,CABARRUS,16740,0.9520,0.9595,0.9474,0.9420,0.9321,0.9215,0.9447
34130,NC,CALDWELL,25860,0.9028,0.8976,0.9000,0.8693,0.8859,0.8677,0.8492
34140,NC,CAMDEN,NA,0.8603,0.8576,0.8535,0.8359,0.8288,0.8271,0.8100
34150,NC,CARTERET,NA,0.8603,0.8576,0.8535,0.8359,0.8288,0.8271,0.8100
34160,NC,CASWELL,NA,0.8603,0.8576,0.8535,0.8359,0.8288,0.8271,0.8100
34170,NC,CATAWBA,25860,0.9028,0.8976,0.9000,0.8693,0.8859,0.8677,0.8492
34180,NC,CHATHAM,20500,0.9816,0.9732,0.9618,0.9664,0.9699,0.9525,0.9669
