"DISABLED -- 2012 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE, BENEFICIARIES ENROLLED IN PARTS A AND/OR B, PUERTO RICO BENEFICIARIES ENROLLED IN BOTH PARTS A AND B ONLY, REIMBURSEMENTS FOR HOSPICE AND COST CONTRATCS EXCLUDED",,,,,,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA,AGED & DBLD MEAN RISK SCORES,,,,,,
14100,ILLINOIS                 ,CHRISTIAN              ,953,"4,015,135",351.10,"3,559,390",311.24,"204,060","173,122","78,562",875,"4,163,673",396.54,0.978,,,,,,
14110,ILLINOIS                 ,CLARK                  ,405,"1,745,035",359.06,"1,554,225",319.80,"53,005","120,126","17,677",358,"2,459,795",572.58,0.982,,,,,,
14120,ILLINOIS                 ,CLAY                   ,446,"1,587,429",296.60,"1,439,505",268.97,"42,957","88,105","16,861",416,"2,189,035",438.51,1.060,,,,,,
14130,ILLINOIS                 ,CLINTON                ,608,"1,896,549",259.94,"1,626,196",222.89,"94,172","119,274","56,906",548,"2,247,865",341.83,0.992,,,,,,
14140,ILLINOIS                 ,COLES                  ,"1,231","5,070,172",343.23,"4,679,986",316.81,"90,976","264,272","34,937","1,115","5,618,441",419.91,1.065,,,,,,
14141,ILLINOIS                 ,COOK                   ,"96,789","592,860,234",510.44,"463,854,883",399.37,"42,034,181","67,930,494","19,040,673","86,000","493,027,041",477.74,1.055,,,,,,
14150,ILLINOIS                 ,CRAWFORD               ,493,"973,799",164.60,"910,419",153.89,"15,377","42,898","5,104",450,"1,960,736",363.10,0.912,,,,,,
14160,ILLINOIS                 ,CUMBERLAND             ,276,"717,301",216.58,"640,473",193.38,"22,611","46,309","7,907",255,"1,518,343",496.19,0.982,,,,,,
14170,ILLINOIS                 ,DEKALB                 ,"1,648","7,109,679",359.51,"6,499,890",328.68,"238,573","299,464","71,750","1,470","7,018,237",397.86,0.969,,,,,,
14180,ILLINOIS                 ,DE WITT                ,402,"1,231,647",255.32,"1,142,298",236.79,"21,583","57,146","10,619",366,"1,358,216",309.25,1.004,,,,,,
14190,ILLINOIS                 ,DOUGLAS                ,276,"938,133",283.25,"747,066",225.56,"68,333","100,956","21,777",255,"1,049,354",342.93,0.992,,,,,,
14250,ILLINOIS                 ,DUPAGE                 ,"10,895","51,702,570",395.46,"46,965,130",359.23,"1,868,082","2,257,114","612,243","9,384","50,980,413",452.72,0.968,,,,,,
14310,ILLINOIS                 ,EDGAR                  ,551,"2,776,769",419.96,"2,506,688",379.11,"76,350","169,477","24,254",508,"2,594,465",425.60,1.042,,,,,,
14320,ILLINOIS                 ,EDWARDS                ,144,"352,466",203.97,"311,018",179.99,"13,077","23,417","4,953",130,"475,959",305.10,0.943,,,,,,
14330,ILLINOIS                 ,EFFINGHAM              ,"1,012","3,609,739",297.24,"3,270,956",269.35,"123,977","171,101","43,703",936,"4,411,323",392.75,0.973,,,,,,
14340,ILLINOIS                 ,FAYETTE                ,623,"2,267,854",303.35,"1,973,306",263.95,"129,071","101,293","64,183",592,"3,073,391",432.63,0.988,,,,,,
14350,ILLINOIS                 ,FORD                   ,271,"1,339,967",412.04,"1,194,221",367.23,"56,638","79,896","9,210",241,"1,264,103",437.10,0.979,,,,,,
14360,ILLINOIS                 ,FRANKLIN               ,"1,779","6,734,940",315.48,"5,857,758",274.39,"286,710","472,031","118,438","1,646","7,534,400",381.45,1.005,,,,,,
14370,ILLINOIS                 ,FULTON                 ,840,"2,809,703",278.74,"2,446,535",242.71,"114,060","197,129","51,978",773,"3,670,833",395.73,0.933,,,,,,
14380,ILLINOIS                 ,GALLATIN               ,208,"569,411",228.13,"536,212",214.83,"5,466","24,327","3,404",190,"874,327",383.48,0.990,,,,,,
14390,ILLINOIS                 ,GREENE                 ,518,"2,077,958",334.29,"1,782,173",286.71,"136,709","113,964","45,110",486,"2,295,919",393.68,0.959,,,,,,
14400,ILLINOIS                 ,GRUNDY                 ,901,"3,757,407",347.52,"3,445,764",318.70,"105,989","167,683","37,969",786,"5,459,205",578.80,0.964,,,,,,
14410,ILLINOIS                 ,HAMILTON               ,255,"950,412",310.59,"844,584",276.01,"33,070","62,015","10,740",235,"1,212,657",430.02,1.004,,,,,,
14420,ILLINOIS                 ,HANCOCK                ,469,"1,475,584",262.19,"1,242,969",220.85,"90,036","121,381","21,196",431,"2,120,763",410.05,0.927,,,,,,
14421,ILLINOIS                 ,HARDIN                 ,203,"918,135",376.90,"821,723",337.32,"40,672","47,420","8,319",194,"1,096,885",471.17,1.074,,,,,,
14440,ILLINOIS                 ,HENDERSON              ,152,"624,385",342.32,"543,405",297.92,"31,277","41,298","8,403",136,"469,480",287.67,0.912,,,,,,
14450,ILLINOIS                 ,HENRY                  ,824,"2,771,008",280.24,"2,447,708",247.54,"99,461","188,764","35,074",739,"3,637,906",410.23,0.968,,,,,,
14460,ILLINOIS                 ,IROQUOIS               ,913,"3,402,303",310.54,"3,051,306",278.51,"64,357","260,355","26,284",857,"3,771,213",366.71,1.004,,,,,,
14470,ILLINOIS                 ,JACKSON                ,"1,808","7,134,788",328.85,"6,185,265",285.09,"301,232","534,502","113,787","1,646","8,480,402",429.34,0.968,,,,,,
14480,ILLINOIS                 ,JASPER                 ,216,"762,285",294.09,"699,583",269.90,"19,120","35,821","7,760",199,"991,804",415.33,0.985,,,,,,
14490,ILLINOIS                 ,JEFFERSON              ,"1,322","4,463,059",281.33,"3,942,710",248.53,"138,369","286,493","95,486","1,227","5,156,840",350.23,1.055,,,,,,
14500,ILLINOIS                 ,JERSEY                 ,571,"1,921,192",280.38,"1,660,350",242.32,"100,467","100,911","59,463",525,"2,277,612",361.53,1.000,,,,,,
14510,ILLINOIS                 ,JO DAVIESS             ,330,"1,005,120",253.82,"933,882",235.83,"29,806","34,279","7,154",288,"1,167,551",337.83,0.819,,,,,,
14520,ILLINOIS                 ,JOHNSON                ,399,"1,127,581",235.50,"930,785",194.40,"64,131","103,667","28,997",362,"1,713,079",394.36,0.951,,,,,,
14530,ILLINOIS                 ,KANE                   ,"8,351","37,911,422",378.31,"34,370,964",342.98,"1,108,322","2,079,244","352,890","7,200","39,429,221",456.36,0.965,,,,,,
14540,ILLINOIS                 ,KANKAKEE               ,"3,754","18,661,744",414.26,"16,001,430",355.21,"535,140","1,922,334","202,838","3,434","16,940,215",411.09,1.090,,,,,,
14550,ILLINOIS                 ,KENDALL                ,788,"2,925,973",309.43,"2,584,369",273.30,"108,638","193,550","39,414",654,"3,613,595",460.45,0.907,,,,,,
14560,ILLINOIS                 ,KNOX                   ,"1,535","6,491,852",352.43,"6,030,742",327.40,"113,661","307,762","39,685","1,388","5,473,984",328.65,0.984,,,,,,
14570,ILLINOIS                 ,LAKE                   ,"9,435","45,660,297",403.29,"41,106,950",363.07,"1,381,926","2,715,845","455,574","8,237","46,536,512",470.81,0.962,,,,,,
14580,ILLINOIS                 ,LA SALLE               ,"2,824","10,004,702",295.23,"8,919,849",263.22,"371,999","598,913","113,939","2,572","13,127,380",425.33,0.960,,,,,,
14590,ILLINOIS                 ,LAWRENCE               ,461,"1,624,097",293.58,"1,549,649",280.12,"17,100","52,204","5,144",429,"1,758,946",341.68,0.999,,,,,,
14600,ILLINOIS                 ,LEE                    ,"1,036","4,354,443",350.26,"3,911,287",314.61,"150,617","242,532","50,005",942,"4,103,698",363.03,0.973,,,,,,
14610,ILLINOIS                 ,LIVINGSTON             ,819,"3,890,850",395.89,"3,603,563",366.66,"67,195","191,356","28,735",744,"4,025,538",450.89,0.997,,,,,,
14620,ILLINOIS                 ,LOGAN                  ,657,"2,430,915",308.34,"2,157,153",273.61,"140,568","87,897","45,294",600,"2,923,658",406.06,0.978,,,,,,
14630,ILLINOIS                 ,MCDONOUGH              ,610,"3,299,934",450.81,"2,945,089",402.33,"131,612","187,523","35,708",564,"2,626,088",388.02,0.959,,,,,,
14640,ILLINOIS                 ,MCHENRY                ,"4,782","21,925,593",382.09,"19,987,868",348.32,"800,426","942,938","194,359","4,139","21,916,300",441.26,0.943,,,,,,
14650,ILLINOIS                 ,MCLEAN                 ,"2,833","9,221,270",271.25,"8,478,342",249.39,"237,942","400,148","104,837","2,464","11,282,076",381.56,0.955,,,,,,
14660,ILLINOIS                 ,MACON                  ,"3,624","12,777,130",293.81,"11,266,876",259.08,"284,960","1,093,038","132,256","3,284","14,354,943",364.26,1.021,,,,,,
14670,ILLINOIS                 ,MACOUPIN               ,"1,559","4,737,896",253.26,"4,029,620",215.40,"304,141","291,628","112,505","1,393","6,191,661",370.40,0.999,,,,,,
14680,ILLINOIS                 ,MADISON                ,"7,340","27,043,169",307.03,"22,696,716",257.68,"1,207,905","2,474,835","663,711","6,490","29,673,998",381.02,1.023,,,,,,
14690,ILLINOIS                 ,MARION                 ,"1,828","9,049,862",412.56,"8,062,474",367.55,"274,378","584,814","128,194","1,703","8,823,316",431.75,1.097,,,,,,
14700,ILLINOIS                 ,MARSHALL               ,240,"828,364",287.63,"755,986",262.50,"21,457","37,760","13,159",224,"895,521",333.16,0.963,,,,,,
14710,ILLINOIS                 ,MASON                  ,407,"1,940,701",397.36,"1,725,912",353.38,"85,929","98,528","30,332",368,"1,872,268",423.97,0.974,,,,,,
14720,ILLINOIS                 ,MASSAC                 ,608,"2,779,374",380.94,"2,517,041",344.99,"101,885","132,378","28,069",555,"2,759,589",414.35,1.095,,,,,,
14730,ILLINOIS                 ,MENARD                 ,247,"975,991",329.28,"844,018",284.76,"68,114","37,826","26,032",219,"923,700",351.48,0.950,,,,,,
14740,ILLINOIS                 ,MERCER                 ,260,"1,059,046",339.44,"895,210",286.93,"68,346","80,290","15,199",229,"1,192,590",433.98,0.929,,,,,,
14750,ILLINOIS                 ,MONROE                 ,484,"1,245,579",214.46,"1,057,047",182.00,"74,431","71,885","42,215",411,"1,701,267",344.94,0.990,,,,,,
14760,ILLINOIS                 ,MONTGOMERY             ,"1,014","3,589,981",295.03,"3,033,920",249.34,"250,656","219,559","85,844",919,"3,930,637",356.42,0.950,,,,,,
14770,ILLINOIS                 ,MORGAN                 ,"1,027","4,318,351",350.40,"3,806,894",308.90,"235,702","183,690","92,064",913,"4,044,162",369.13,0.945,,,,,,
14780,ILLINOIS                 ,MOULTRIE               ,371,"1,449,417",325.57,"1,231,894",276.71,"51,770","151,045","14,707",330,"1,579,535",398.87,1.011,,,,,,
14790,ILLINOIS                 ,OGLE                   ,"1,038","4,120,460",330.80,"3,735,719",299.91,"91,103","256,528","37,108",934,"5,153,523",459.81,0.958,,,,,,
14800,ILLINOIS                 ,PEORIA                 ,"4,497","19,900,957",368.78,"16,613,238",307.86,"1,045,564","1,705,969","536,185","4,105","17,183,255",348.83,0.983,,,,,,
14810,ILLINOIS                 ,PERRY                  ,635,"2,274,574",298.50,"1,931,542",253.48,"142,127","151,215","49,688",594,"2,628,084",368.70,0.978,,,,,,
14820,ILLINOIS                 ,PIATT                  ,304,"991,735",271.86,"862,439",236.41,"33,363","85,925","10,007",266,"1,154,985",361.84,0.959,,,,,,
14830,ILLINOIS                 ,PIKE                   ,448,"1,587,144",295.23,"1,412,432",262.73,"66,364","86,023","22,324",406,"1,989,565",408.37,0.957,,,,,,
14831,ILLINOIS                 ,POPE                   ,138,"609,188",367.87,"543,409",328.15,"26,765","34,087","4,925",129,"582,375",376.21,1.014,,,,,,
14850,ILLINOIS                 ,PULASKI                ,241,"522,603",180.71,"443,424",153.33,"23,255","48,724","7,199",228,"3,835,821",1401.98,0.981,,,,,,
14860,ILLINOIS                 ,PUTNAM                 ,120,"450,049",312.53,"360,348",250.24,"37,163","40,413","12,123",106,"519,100",408.10,0.933,,,,,,
14870,ILLINOIS                 ,RANDOLPH               ,901,"3,141,683",290.57,"2,701,183",249.83,"175,556","181,164","83,780",777,"3,733,412",400.41,0.982,,,,,,
14880,ILLINOIS                 ,RICHLAND               ,504,"1,902,800",314.62,"1,739,150",287.56,"46,455","105,422","11,771",472,"2,030,850",358.55,0.990,,,,,,
14890,ILLINOIS                 ,ROCK ISLAND            ,"3,173","10,565,529",277.49,"9,093,724",238.83,"427,621","945,831","98,352","2,843","13,167,021",385.95,0.969,,,,,,
14900,ILLINOIS                 ,ST. CLAIR              ,"6,976","29,340,747",350.50,"24,361,931",291.02,"1,475,787","2,666,555","836,472","6,178","26,180,919",353.15,1.029,,,,,,
14910,ILLINOIS                 ,SALINE                 ,"1,132","3,743,585",275.59,"3,366,668",247.84,"83,816","251,964","41,135","1,055","4,354,425",343.95,1.040,,,,,,
14920,ILLINOIS                 ,SANGAMON               ,"5,628","21,223,491",314.25,"18,242,393",270.11,"1,450,224","1,010,416","520,455","5,061","22,463,679",369.88,1.013,,,,,,
14921,ILLINOIS                 ,SCHUYLER               ,178,"361,255",169.13,"314,754",147.36,"17,232","22,360","6,907",160,"566,553",295.08,0.944,,,,,,
14940,ILLINOIS                 ,SCOTT                  ,115,"276,631",200.46,"255,399",185.07,"9,009","9,579","2,642",101,"353,141",291.37,0.875,,,,,,
14950,ILLINOIS                 ,SHELBY                 ,579,"1,996,364",287.33,"1,760,897",253.44,"79,162","125,036","31,268",526,"2,272,117",359.97,0.977,,,,,,
14960,ILLINOIS                 ,STARK                  ,98,"186,135",158.28,"163,048",138.65,"6,058","12,311","4,716",90,"356,976",330.53,0.961,,,,,,
14970,ILLINOIS                 ,STEPHENSON             ,"1,336","5,081,252",316.94,"4,447,343",277.40,"246,840","331,579","55,488","1,212","5,745,572",395.05,0.959,,,,,,
14980,ILLINOIS                 ,TAZEWELL               ,"2,661","11,015,011",344.95,"9,334,073",292.31,"534,294","882,885","263,758","2,400","10,787,383",374.56,0.975,,,,,,
14981,ILLINOIS                 ,UNION                  ,716,"2,149,015",250.12,"1,894,644",220.51,"56,947","164,351","33,072",659,"2,461,372",311.25,0.970,,,,,,
14982,ILLINOIS                 ,VERMILION              ,"2,928","9,517,516",270.88,"8,356,836",237.84,"244,523","832,652","83,504","2,632","10,525,039",333.24,0.987,,,,,,
14983,ILLINOIS                 ,WABASH                 ,325,"1,405,089",360.28,"1,345,326",344.96,"13,216","39,056","7,489",300,"1,321,161",366.99,0.899,,,,,,
14984,ILLINOIS                 ,WARREN                 ,371,"1,452,294",326.21,"1,344,542",302.01,"34,393","58,912","14,446",333,"1,337,693",334.76,0.948,,,,,,
14985,ILLINOIS                 ,WASHINGTON             ,269,"1,166,925",361.50,"966,168",299.31,"84,761","90,695","25,299",242,"1,137,046",391.54,1.012,,,,,,
14986,ILLINOIS                 ,WAYNE                  ,442,"1,591,834",300.12,"1,455,908",274.49,"40,143","72,883","22,898",406,"1,873,891",384.62,0.998,,,,,,
14987,ILLINOIS                 ,WHITE                  ,519,"1,965,604",315.61,"1,818,694",292.02,"36,985","94,895","15,028",478,"2,040,269",355.70,0.977,,,,,,
14988,ILLINOIS                 ,WHITESIDE              ,"1,936","6,828,120",293.91,"6,210,015",267.30,"215,106","342,119","60,878","1,785","8,494,207",396.55,1.028,,,,,,
14989,ILLINOIS                 ,WILL                   ,"9,555","44,347,957",386.78,"39,488,533",344.40,"1,585,769","2,763,887","509,766","8,209","46,092,404",467.91,0.998,,,,,,
14990,ILLINOIS                 ,WILLIAMSON             ,"1,913","8,045,176",350.46,"7,130,903",310.63,"223,322","579,834","111,116","1,739","7,931,911",380.10,0.987,,,,,,
14991,ILLINOIS                 ,WINNEBAGO              ,"8,547","34,433,582",335.73,"30,356,968",295.98,"945,677","2,869,721","261,214","7,646","36,168,561",394.20,0.996,,,,,,
14992,ILLINOIS                 ,WOODFORD               ,480,"1,684,507",292.45,"1,437,290",249.53,"80,827","122,468","43,920",423,"2,006,535",395.30,0.938,,,,,,
15000,INDIANA                  ,ADAMS                  ,469,"3,321,235",590.13,"3,205,091",569.49,"28,536","80,081","7,524",412,"2,151,932",435.26,0.914,,,,,,
15010,INDIANA                  ,ALLEN                  ,"7,129","24,783,686",289.71,"22,140,523",258.81,"398,659","2,010,328","234,175","6,168","25,143,497",339.70,0.990,,,,,,
15020,INDIANA                  ,BARTHOLOMEW            ,"2,395","10,442,050",363.33,"9,390,159",326.73,"213,804","770,426","67,660","2,119","12,396,675",487.52,1.002,,,,,,
15030,INDIANA                  ,BENTON                 ,233,"704,604",252.00,"646,612",231.26,"10,411","44,672","2,907",205,"804,605",327.08,0.971,,,,,,
15040,INDIANA                  ,BLACKFORD              ,415,"2,141,494",430.02,"1,904,017",382.33,"78,808","129,654","29,013",382,"1,745,671",380.82,0.960,,,,,,
15050,INDIANA                  ,BOONE                  ,745,"3,824,023",427.74,"3,386,341",378.79,"118,430","284,424","34,826",642,"3,330,592",432.32,0.983,,,,,,
15060,INDIANA                  ,BROWN                  ,166,"589,047",295.71,"542,889",272.53,"9,726","34,960","1,471",142,"444,250",260.71,0.903,,,,,,
15070,INDIANA                  ,CARROLL                ,341,"1,457,021",356.07,"1,382,549",337.87,"7,783","62,993","3,695",288,"1,199,320",347.03,0.943,,,,,,
15080,INDIANA                  ,CASS                   ,"1,079","3,824,274",295.36,"3,447,072",266.22,"91,345","264,095","21,760",936,"3,873,673",344.88,0.972,,,,,,
15090,INDIANA                  ,CLARK                  ,"3,654","17,836,213",406.77,"15,786,980",360.04,"405,552","1,523,259","120,421","3,228","18,165,379",468.95,1.046,,,,,,
15100,INDIANA                  ,CLAY                   ,875,"3,191,316",303.93,"2,850,832",271.51,"98,467","208,261","33,755",786,"4,038,037",428.12,1.051,,,,,,
15110,INDIANA                  ,CLINTON                ,812,"4,027,386",413.32,"3,676,778",377.34,"106,292","219,424","24,890",723,"3,102,467",357.59,0.964,,,,,,
15120,INDIANA                  ,CRAWFORD               ,453,"1,569,485",288.72,"1,426,691",262.45,"31,293","99,437","12,063",408,"1,675,964",342.31,0.979,,,,,,
15130,INDIANA                  ,DAVIESS                ,685,"2,761,784",335.98,"2,591,838",315.31,"23,856","134,334","11,755",620,"2,652,655",356.54,1.007,,,,,,
15140,INDIANA                  ,DEARBORN               ,"1,030","3,485,448",281.99,"2,904,875",235.02,"216,726","283,073","80,772",891,"3,634,812",339.96,0.943,,,,,,
15150,INDIANA                  ,DECATUR                ,594,"2,119,786",297.39,"1,859,154",260.82,"82,136","154,988","23,506",528,"2,640,319",416.72,0.943,,,,,,
15160,INDIANA                  ,DE KALB                ,"1,126","2,992,690",221.48,"2,742,270",202.95,"28,160","208,058","14,200",972,"3,833,198",328.63,0.952,,,,,,
15170,INDIANA                  ,DELAWARE               ,"3,842","15,674,427",339.98,"13,228,216",286.92,"865,604","1,213,679","366,927","3,524","16,638,838",393.46,1.000,,,,,,
15180,INDIANA                  ,DUBOIS                 ,704,"1,920,190",227.30,"1,806,821",213.88,"16,959","90,740","5,667",632,"2,755,320",363.31,0.954,,,,,,
15190,INDIANA                  ,ELKHART                ,"4,079","15,917,886",325.20,"14,600,817",298.29,"257,226","972,917","86,924","3,677","16,001,352",362.65,0.981,,,,,,
15200,INDIANA                  ,FAYETTE                ,"1,111","3,697,138",277.31,"3,299,758",247.51,"111,007","256,225","30,147","1,046","4,116,610",327.96,1.039,,,,,,
15210,INDIANA                  ,FLOYD                  ,"2,594","10,634,166",341.63,"9,688,240",311.24,"157,089","739,395","49,441","2,311","10,732,200",387.00,1.029,,,,,,
15220,INDIANA                  ,FOUNTAIN               ,488,"1,935,659",330.54,"1,793,610",306.29,"33,486","94,801","13,761",443,"2,068,339",389.08,0.943,,,,,,
15230,INDIANA                  ,FRANKLIN               ,416,"1,409,309",282.31,"1,214,114",243.21,"68,345","104,053","22,794",365,"1,255,131",286.56,0.929,,,,,,
15240,INDIANA                  ,FULTON                 ,436,"1,298,851",248.25,"1,237,931",236.61,"12,278","42,854","5,786",385,"1,872,478",405.30,0.960,,,,,,
15250,INDIANA                  ,GIBSON                 ,766,"2,518,356",273.97,"2,311,125",251.43,"64,182","123,070","19,978",679,"2,611,571",320.52,0.964,,,,,,
15260,INDIANA                  ,GRANT                  ,"2,646","8,657,787",272.67,"7,745,681",243.94,"169,804","678,673","63,628","2,376","11,593,667",406.62,1.031,,,,,,
15270,INDIANA                  ,GREENE                 ,"1,014","4,087,933",335.96,"3,744,066",307.70,"79,188","243,113","21,565",912,"4,264,791",389.69,0.949,,,,,,
15280,INDIANA                  ,HAMILTON               ,"2,149","7,372,280",285.88,"6,616,787",256.58,"205,241","479,379","70,871","1,757","8,356,976",396.37,0.919,,,,,,
15290,INDIANA                  ,HANCOCK                ,"1,089","3,556,150",272.13,"3,097,973",237.07,"128,245","283,187","46,744",936,"4,323,236",384.90,0.954,,,,,,
15300,INDIANA                  ,HARRISON               ,"1,105","4,625,357",348.82,"4,181,585",315.35,"92,966","327,989","22,816",981,"4,225,788",358.97,1.015,,,,,,
15310,INDIANA                  ,HENDRICKS              ,"1,548","5,660,635",304.73,"4,888,426",263.16,"242,533","442,493","87,182","1,247","5,535,629",369.93,0.943,,,,,,
15320,INDIANA                  ,HENRY                  ,"1,506","5,705,220",315.69,"5,035,588",278.64,"197,071","394,764","77,795","1,366","5,838,584",356.18,0.984,,,,,,
15330,INDIANA                  ,HOWARD                 ,"2,994","11,347,459",315.84,"10,357,598",288.29,"204,151","729,404","56,304","2,718","11,673,997",357.92,1.027,,,,,,
15340,INDIANA                  ,HUNTINGTON             ,802,"2,396,996",249.06,"2,145,732",222.96,"40,191","193,596","17,475",685,"2,849,503",346.65,1.016,,,,,,
15350,INDIANA                  ,JACKSON                ,"1,105","4,170,386",314.51,"3,659,585",275.99,"130,630","349,694","30,475",971,"4,206,016",360.97,0.977,,,,,,
15360,INDIANA                  ,JASPER                 ,758,"3,834,404",421.55,"3,461,239",380.52,"147,747","197,899","27,518",673,"3,368,098",417.05,0.943,,,,,,
15370,INDIANA                  ,JAY                    ,545,"1,935,604",295.96,"1,667,356",254.95,"97,638","138,720","31,889",485,"1,918,339",329.61,0.987,,,,,,
15380,INDIANA                  ,JEFFERSON              ,"1,499","5,905,200",328.29,"5,347,816",297.30,"110,316","412,391","34,675","1,373","5,928,292",359.81,1.019,,,,,,
15390,INDIANA                  ,JENNINGS               ,989,"3,227,103",271.92,"2,922,760",246.27,"61,017","227,507","15,818",885,"3,571,893",336.34,0.966,,,,,,
15400,INDIANA                  ,JOHNSON                ,"2,338","8,863,881",315.94,"7,789,286",277.63,"291,309","693,722","89,563","1,987","8,848,905",371.12,0.998,,,,,,
15410,INDIANA                  ,KNOX                   ,"1,469","6,813,287",386.50,"6,370,683",361.40,"112,825","306,174","23,604","1,362","6,562,070",401.50,1.030,,,,,,
15420,INDIANA                  ,KOSCIUSKO              ,"1,096","4,759,801",361.91,"4,385,866",333.48,"77,023","272,346","24,564",971,"4,551,184",390.59,0.964,,,,,,
15430,INDIANA                  ,LAGRANGE               ,557,"1,227,086",183.59,"1,089,829",163.05,"26,929","100,840","9,486",494,"1,954,533",329.71,0.891,,,,,,
15440,INDIANA                  ,LAKE                   ,"13,389","72,211,547",449.45,"63,813,505",397.18,"1,407,720","6,542,178","448,142","12,078","59,519,922",410.66,1.078,,,,,,
15450,INDIANA                  ,LA PORTE               ,"3,057","11,529,321",314.29,"10,304,417",280.90,"285,863","867,384","71,655","2,724","12,338,111",377.45,0.975,,,,,,
15460,INDIANA                  ,LAWRENCE               ,"1,324","4,130,369",259.97,"3,776,512",237.70,"90,216","234,759","28,880","1,214","5,147,715",353.36,0.935,,,,,,
15470,INDIANA                  ,MADISON                ,"4,477","18,000,963",335.06,"16,184,664",301.26,"400,807","1,288,201","127,289","4,060","19,983,552",410.17,1.038,,,,,,
15480,INDIANA                  ,MARION                 ,"23,448","120,629,193",428.71,"97,673,238",347.13,"7,548,496","12,663,113","2,744,345","20,342","89,058,172",364.84,1.050,,,,,,
15490,INDIANA                  ,MARSHALL               ,857,"2,967,178",288.52,"2,720,464",264.53,"55,267","165,649","25,795",769,"3,639,722",394.42,1.006,,,,,,
15500,INDIANA                  ,MARTIN                 ,332,"859,826",215.82,"809,160",203.10,"9,103","38,295","3,267",296,"1,111,423",312.90,0.986,,,,,,
15510,INDIANA                  ,MIAMI                  ,"1,033","2,256,392",182.03,"2,056,739",165.92,"42,068","139,932","17,652",926,"3,912,997",352.14,0.995,,,,,,
15520,INDIANA                  ,MONROE                 ,"2,556","8,325,769",271.45,"7,471,519",243.59,"168,065","620,303","65,881","2,304","8,986,740",325.04,0.939,,,,,,
15530,INDIANA                  ,MONTGOMERY             ,"1,062","3,214,259",252.22,"2,836,102",222.54,"113,301","225,722","39,132",955,"3,701,446",322.99,0.961,,,,,,
15540,INDIANA                  ,MORGAN                 ,"1,534","5,947,987",323.12,"5,222,825",283.73,"196,675","452,088","76,398","1,334","6,151,789",384.29,0.964,,,,,,
15550,INDIANA                  ,NEWTON                 ,326,"1,478,359",377.90,"1,396,104",356.88,"16,019","57,409","8,826",293,"1,284,164",365.23,0.937,,,,,,
15560,INDIANA                  ,NOBLE                  ,937,"3,738,974",332.53,"3,395,766",302.01,"65,501","261,648","16,057",817,"3,216,900",328.12,0.937,,,,,,
15570,INDIANA                  ,OHIO                   ,153,"546,766",297.80,"501,205",272.99,"16,379","23,581","5,599",134,"733,756",456.32,0.945,,,,,,
15580,INDIANA                  ,ORANGE                 ,631,"1,801,362",237.90,"1,610,872",212.74,"52,119","116,719","21,650",573,"2,865,828",416.79,0.926,,,,,,
15590,INDIANA                  ,OWEN                   ,500,"2,373,473",395.58,"2,164,897",360.82,"48,749","144,094","15,731",440,"1,925,920",364.76,0.920,,,,,,
15600,INDIANA                  ,PARKE                  ,414,"1,415,653",284.95,"1,266,122",254.86,"39,386","95,768","14,374",358,"1,501,291",349.46,0.993,,,,,,
15610,INDIANA                  ,PERRY                  ,504,"2,138,219",353.54,"1,997,839",330.33,"24,730","106,614","9,034",455,"1,952,833",357.66,0.948,,,,,,
15620,INDIANA                  ,PIKE                   ,392,"1,332,907",283.36,"1,267,806",269.52,"9,761","51,021","4,317",361,"1,287,160",297.13,0.908,,,,,,
15630,INDIANA                  ,PORTER                 ,"3,634","13,884,222",318.39,"12,761,983",292.65,"254,660","775,089","92,488","3,201","15,784,246",410.92,0.992,,,,,,
15640,INDIANA                  ,POSEY                  ,468,"1,916,648",341.28,"1,757,671",312.98,"36,371","105,629","16,975",395,"1,977,021",417.09,0.947,,,,,,
15650,INDIANA                  ,PULASKI                ,417,"1,818,356",363.38,"1,688,121",337.35,"30,497","89,462","10,275",381,"1,814,932",396.97,0.956,,,,,,
15660,INDIANA                  ,PUTNAM                 ,797,"2,530,797",264.62,"2,223,425",232.48,"96,888","180,675","29,807",704,"2,776,463",328.65,0.998,,,,,,
15670,INDIANA                  ,RANDOLPH               ,697,"3,204,824",383.17,"2,840,377",339.60,"123,424","201,351","39,670",614,"3,146,373",427.03,0.992,,,,,,
15680,INDIANA                  ,RIPLEY                 ,808,"2,327,277",240.02,"1,921,197",198.14,"179,792","181,362","44,924",716,"2,719,853",316.56,0.963,,,,,,
15690,INDIANA                  ,RUSH                   ,426,"1,400,687",274.00,"1,237,168",242.01,"52,082","90,915","20,521",385,"1,610,807",348.66,0.989,,,,,,
15700,INDIANA                  ,ST. JOSEPH             ,"5,364","21,216,325",329.61,"18,779,768",291.76,"564,514","1,532,321","339,721","4,758","20,823,914",364.72,0.986,,,,,,
