"DISABLED -- 2012 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE, BENEFICIARIES ENROLLED IN PARTS A AND/OR B, PUERTO RICO BENEFICIARIES ENROLLED IN BOTH PARTS A AND B ONLY, REIMBURSEMENTS FOR HOSPICE AND COST CONTRATCS EXCLUDED",,,,,,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA,AGED & DBLD MEAN RISK SCORES,,,,,,
26983,MISSOURI                 ,SHANNON                ,358,"996,810",232.03,"850,470",197.97,"19,360","120,758","6,220",331,"1,415,663",356.41,0.892,,,,,,
26984,MISSOURI                 ,SHELBY                 ,180,"638,603",295.65,"524,921",243.02,"46,097","54,607","12,977",157,"724,819",384.72,0.931,,,,,,
26985,MISSOURI                 ,STODDARD               ,"1,491","4,663,765",260.66,"4,040,051",225.80,"111,705","462,011","49,997","1,351","6,399,312",394.73,0.967,,,,,,
26986,MISSOURI                 ,STONE                  ,806,"2,536,798",262.28,"2,237,855",231.37,"50,175","236,239","12,528",711,"3,379,509",396.10,0.913,,,,,,
26987,MISSOURI                 ,SULLIVAN               ,222,"761,971",286.03,"625,140",234.66,"49,337","57,562","29,931",203,"1,319,242",541.56,1.008,,,,,,
26988,MISSOURI                 ,TANEY                  ,"1,518","6,106,477",335.23,"5,442,307",298.77,"112,334","513,355","38,479","1,352","7,165,165",441.64,0.965,,,,,,
26989,MISSOURI                 ,TEXAS                  ,999,"2,916,115",243.25,"2,591,373",216.16,"35,108","274,278","15,355",897,"4,657,042",432.65,0.956,,,,,,
26990,MISSOURI                 ,VERNON                 ,978,"3,026,600",257.89,"2,657,970",226.48,"89,912","243,323","35,394",903,"3,791,711",349.92,0.965,,,,,,
26991,MISSOURI                 ,WARREN                 ,780,"2,587,593",276.45,"2,337,940",249.78,"67,048","146,029","36,575",653,"4,123,812",526.26,1.020,,,,,,
26992,MISSOURI                 ,WASHINGTON             ,"1,293","5,182,705",334.02,"4,676,646",301.41,"203,356","229,388","73,313","1,181","6,080,228",429.03,1.068,,,,,,
26993,MISSOURI                 ,WAYNE                  ,982,"3,141,084",266.55,"2,643,844",224.36,"78,437","383,729","35,071",893,"3,850,315",359.31,0.969,,,,,,
26994,MISSOURI                 ,WEBSTER                ,989,"2,760,954",232.64,"2,373,806",200.02,"63,184","301,775","22,188",833,"3,510,935",351.23,0.942,,,,,,
26995,MISSOURI                 ,WORTH                  ,54,"145,397",224.38,"136,810",211.13,"3,106","4,879",601,45,"202,418",374.85,0.921,,,,,,
26996,MISSOURI                 ,WRIGHT                 ,848,"2,357,480",231.67,"2,067,759",203.20,"18,129","262,388","9,204",753,"2,611,427",289.00,0.943,,,,,,
27000,MONTANA                  ,BEAVERHEAD             ,171,"226,826",110.54,"222,727",108.54,70,"3,968",59,158,"983,493",518.72,0.838,,,,,,
27010,MONTANA                  ,BIG HORN               ,192,"1,150,473",499.34,"1,059,372",459.80,"11,978","76,223","2,898",172,"846,622",410.19,0.958,,,,,,
27020,MONTANA                  ,BLAINE                 ,109,"416,919",318.75,"386,933",295.82,"1,010","28,747",228,100,"512,858",427.38,0.929,,,,,,
27030,MONTANA                  ,BROADWATER             ,182,"199,541",91.36,"189,990",86.99,301,"9,001",248,154,"681,691",368.88,0.831,,,,,,
27040,MONTANA                  ,CARBON                 ,175,"492,999",234.76,"454,495",216.43,"4,727","32,742","1,033",158,"756,653",399.08,0.831,,,,,,
27050,MONTANA                  ,CARTER                 ,12,"16,844",116.97,"15,840",110.00,98,881,23,11,"33,033",250.25,0.753,,,,,,
27060,MONTANA                  ,CASCADE                ,"2,097","4,936,404",196.17,"4,578,984",181.97,"23,885","328,445","5,089","1,851","6,039,193",271.89,0.959,,,,,,
27070,MONTANA                  ,CHOUTEAU               ,95,"92,107",80.80,"87,381",76.65,0,"4,726",0,84,"309,318",306.86,0.932,,,,,,
27080,MONTANA                  ,CUSTER                 ,322,"910,998",235.77,"856,715",221.72,"16,017","33,439","4,826",283,"941,596",277.27,0.956,,,,,,
27090,MONTANA                  ,DANIELS                ,18,"12,629",58.47,"11,960",55.37,62,582,23,18,"48,228",223.28,0.897,,,,,,
27100,MONTANA                  ,DAWSON                 ,153,"459,042",250.02,"438,948",239.08,"3,632","15,530",931,132,"561,825",354.69,0.760,,,,,,
27110,MONTANA                  ,DEER LODGE             ,351,"865,290",205.43,"810,870",192.51,"17,959","33,131","3,328",318,"1,213,198",317.92,0.894,,,,,,
27120,MONTANA                  ,FALLON                 ,31,"46,186",124.16,"42,748",114.91,607,"2,618",211,27,"87,941",271.42,0.918,,,,,,
27130,MONTANA                  ,FERGUS                 ,257,"496,148",160.88,"470,945",152.71,"3,122","21,501",578,232,"1,057,129",379.72,0.888,,,,,,
27140,MONTANA                  ,FLATHEAD               ,"2,341","5,349,156",190.42,"4,908,165",174.72,"94,273","329,149","17,567","2,051","8,072,872",328.01,0.865,,,,,,
27150,MONTANA                  ,GALLATIN               ,"1,049","1,927,471",153.12,"1,873,409",148.82,"13,060","37,894","3,107",905,"3,365,929",309.94,0.824,,,,,,
27160,MONTANA                  ,GARFIELD               ,14,"54,842",326.44,"51,889",308.86,401,"2,476",74,14,"29,670",176.61,0.822,,,,,,
27170,MONTANA                  ,GLACIER                ,251,"1,258,515",417.83,"1,112,830",369.47,"8,049","127,571","10,064",221,"1,005,376",379.10,0.988,,,,,,
27180,MONTANA                  ,GOLDEN VALLEY          ,21,"203,637",808.08,"189,200",750.79,"1,951","12,311",173,19,"101,092",443.39,0.910,,,,,,
27190,MONTANA                  ,GRANITE                ,55,"99,100",150.15,"91,230",138.23,"3,672","2,655","1,542",49,"152,894",260.02,0.758,,,,,,
27200,MONTANA                  ,HILL                   ,399,"1,126,269",235.23,"1,042,503",217.73,"7,320","74,326","2,118",358,"1,315,441",306.20,0.857,,,,,,
27210,MONTANA                  ,JEFFERSON              ,245,"936,566",318.56,"897,330",305.21,542,"38,403",290,209,"804,415",320.74,0.792,,,,,,
27220,MONTANA                  ,JUDITH BASIN           ,34,"26,586",65.16,"23,352",57.24,72,"3,021",140,30,"68,836",191.21,0.985,,,,,,
27230,MONTANA                  ,LAKE                   ,649,"2,277,096",292.39,"2,071,920",266.04,"74,935","122,967","7,273",575,"2,905,491",421.09,0.874,,,,,,
27240,MONTANA                  ,LEWIS AND CLARK        ,"1,654","3,298,352",166.18,"3,143,378",158.37,"22,376","125,372","7,225","1,428","4,582,387",267.41,0.856,,,,,,
27250,MONTANA                  ,LIBERTY                ,58,"79,466",114.18,"76,540",109.97,"1,149","5,309","1,234",54,"274,302",423.31,0.903,,,,,,
27260,MONTANA                  ,LINCOLN                ,958,"1,867,914",162.48,"1,717,468",149.40,"43,567","100,926","5,951",800,"2,518,076",262.30,0.880,,,,,,
27270,MONTANA                  ,MCCONE                 ,16,"6,521",33.96,"5,299",27.60,0,"1,222",0,15,"135,668",753.71,0.825,,,,,,
27280,MONTANA                  ,MADISON                ,104,"332,423",266.36,"295,722",236.96,"16,246","16,393","4,061",89,"688,822",644.96,0.774,,,,,,
27290,MONTANA                  ,MEAGHER                ,58,"475,445",683.11,"457,155",656.83,"5,006","12,148","1,135",50,"228,695",381.16,0.894,,,,,,
27300,MONTANA                  ,MINERAL                ,170,"222,198",108.92,"205,078",100.53,0,"17,120",0,155,"568,817",305.82,0.883,,,,,,
27310,MONTANA                  ,MISSOULA               ,"2,808","7,446,420",220.99,"6,864,824",203.73,"121,785","434,470","25,340","2,521","9,168,435",303.07,0.866,,,,,,
27320,MONTANA                  ,MUSSELSHELL            ,171,"296,576",144.53,"269,588",131.38,"3,687","22,582",717,145,"1,200,691",690.05,0.834,,,,,,
27330,MONTANA                  ,PARK                   ,363,"838,870",192.58,"830,501",190.66,"2,775","4,880",712,329,"1,224,576",310.18,0.822,,,,,,
27340,MONTANA                  ,PETROLEUM              ,4,"9,487",197.65,"8,215",171.15,120,"1,102",47,3,"12,737",353.81,0.751,,,,,,
27350,MONTANA                  ,PHILLIPS               ,81,"313,195",322.22,"290,096",298.45,"1,682","21,152",264,75,"363,745",404.16,0.807,,,,,,
27360,MONTANA                  ,PONDERA                ,90,"243,627",225.58,"234,609",217.23,0,"9,018",0,77,"426,584",461.67,0.943,,,,,,
27370,MONTANA                  ,POWDER RIVER           ,12,"20,531",142.58,"17,890",124.24,323,"2,243",74,12,"86,996",604.14,0.791,,,,,,
27380,MONTANA                  ,POWELL                 ,143,"81,557",47.53,"76,408",44.53,0,"5,149",0,118,"390,063",275.47,0.819,,,,,,
27390,MONTANA                  ,PRAIRIE                ,23,"18,548",67.20,"18,548",67.20,0,0,0,21,"55,774",221.33,0.886,,,,,,
27400,MONTANA                  ,RAVALLI                ,"1,113","2,000,063",149.75,"1,862,516",139.45,"20,909","112,330","4,305",985,"3,942,116",333.51,0.784,,,,,,
27410,MONTANA                  ,RICHLAND               ,154,"333,880",180.67,"313,972",169.90,"2,637","16,593",677,129,"581,695",375.77,0.864,,,,,,
27420,MONTANA                  ,ROOSEVELT              ,207,"978,078",393.75,"934,421",376.18,"8,599","32,846","2,211",186,"971,330",435.18,0.848,,,,,,
27430,MONTANA                  ,ROSEBUD                ,161,"498,906",258.23,"457,300",236.70,"5,666","34,432","1,507",141,"568,024",335.71,0.865,,,,,,
27440,MONTANA                  ,SANDERS                ,419,"426,914",84.91,"410,284",81.60,480,"15,925",224,368,"1,228,041",278.09,0.776,,,,,,
27450,MONTANA                  ,SHERIDAN               ,55,"319,637",484.30,"306,994",465.14,"1,846","10,207",588,49,"267,330",454.64,0.845,,,,,,
27460,MONTANA                  ,SILVER BOW             ,"1,152","4,105,402",296.98,"3,858,167",279.09,"32,751","204,232","10,251","1,052","3,588,460",284.26,0.911,,,,,,
27470,MONTANA                  ,STILLWATER             ,168,"461,562",228.95,"433,039",214.80,"3,216","24,388",918,143,"398,544",232.25,0.793,,,,,,
27480,MONTANA                  ,SWEET GRASS            ,40,"203,971",424.94,"200,064",416.80,437,"3,374",95,36,"176,996",409.71,0.837,,,,,,
27490,MONTANA                  ,TETON                  ,86,"117,682",114.03,"100,936",97.81,"5,397","9,697","1,651",72,"243,950",282.35,0.896,,,,,,
27500,MONTANA                  ,TOOLE                  ,59,"202,421",285.91,"193,497",273.30,0,"8,923",0,52,"201,128",322.32,0.898,,,,,,
27510,MONTANA                  ,TREASURE               ,15,"36,369",202.05,"34,445",191.36,464,"1,435",23,13,"50,921",326.42,0.775,,,,,,
27520,MONTANA                  ,VALLEY                 ,209,"871,791",347.60,"782,888",312.16,"31,059","54,867","2,976",187,"711,422",317.03,0.794,,,,,,
27530,MONTANA                  ,WHEATLAND              ,35,"86,379",205.66,"76,016",180.99,"1,511","8,596",255,33,"153,043",386.47,0.869,,,,,,
27540,MONTANA                  ,WIBAUX                 ,17,"25,175",123.41,"22,684",111.20,252,"2,191",47,15,"28,895",160.53,0.831,,,,,,
27550,MONTANA                  ,YELLOWSTONE            ,"3,107","10,314,340",276.64,"9,256,802",248.28,"184,502","829,039","43,995","2,769","10,979,675",330.43,0.930,,,,,,
28000,NEBRASKA                 ,ADAMS                  ,575,"1,417,572",205.45,"1,339,213",194.09,"16,570","52,737","9,052",497,"2,365,828",396.68,1.006,,,,,,
28010,NEBRASKA                 ,ANTELOPE               ,104,"351,793",281.89,"310,886",249.11,"15,493","20,298","5,114",92,"481,402",436.05,0.893,,,,,,
28020,NEBRASKA                 ,ARTHUR                 ,5,"23,855",397.58,"23,855",397.58,0,0,0,4,"19,316",402.42,0.940,,,,,,
28030,NEBRASKA                 ,BANNER                 ,5,0,0.00,0,0.00,0,0,0,5,"7,121",118.68,0.795,,,,,,
28040,NEBRASKA                 ,BLAINE                 ,9,0,0.00,0,0.00,0,0,0,8,"32,730",340.94,0.844,,,,,,
28050,NEBRASKA                 ,BOONE                  ,68,"160,273",196.41,"123,621",151.50,"15,104","15,093","6,454",54,"250,724",386.92,0.882,,,,,,
28060,NEBRASKA                 ,BOX BUTTE              ,244,"855,890",292.31,"801,778",273.83,"8,488","42,634","2,988",210,"972,711",386.00,0.937,,,,,,
28070,NEBRASKA                 ,BOYD                   ,44,"178,017",337.15,"164,488",311.53,"3,789","7,949","1,790",39,"225,679",482.22,0.912,,,,,,
28080,NEBRASKA                 ,BROWN                  ,62,"304,583",409.39,"265,815",357.28,"18,978","15,959","3,829",58,"281,931",405.07,0.923,,,,,,
28090,NEBRASKA                 ,BUFFALO                ,685,"2,192,000",266.67,"2,046,443",248.96,"32,896","98,686","13,973",612,"2,562,471",348.92,0.908,,,,,,
28100,NEBRASKA                 ,BURT                   ,151,"379,626",209.51,"336,057",185.46,"17,205","17,861","8,501",132,"686,139",433.17,0.893,,,,,,
28110,NEBRASKA                 ,BUTLER                 ,141,"400,522",236.72,"386,236",228.27,"5,804","5,162","3,319",123,"335,342",227.20,0.853,,,,,,
28120,NEBRASKA                 ,CASS                   ,383,"1,206,177",262.44,"961,164",209.13,"97,848","90,644","56,519",316,"1,492,723",393.65,0.887,,,,,,
28130,NEBRASKA                 ,CEDAR                  ,91,"814,471",745.85,"778,427",712.85,"6,753","23,664","5,625",76,"475,236",521.09,0.897,,,,,,
28140,NEBRASKA                 ,CHASE                  ,61,"344,047",470.01,"309,622",422.98,"9,318","22,107","2,998",53,"384,719",604.90,0.986,,,,,,
28150,NEBRASKA                 ,CHERRY                 ,98,"299,929",255.04,"285,206",242.52,"2,287","11,392","1,043",90,"351,187",325.17,0.883,,,,,,
28160,NEBRASKA                 ,CHEYENNE               ,191,"430,265",187.72,"412,271",179.87,"1,892","15,537",564,169,"621,831",306.62,0.864,,,,,,
28170,NEBRASKA                 ,CLAY                   ,129,"738,187",476.86,"662,967",428.27,"37,582","34,281","3,355",108,"480,750",370.95,0.896,,,,,,
28180,NEBRASKA                 ,COLFAX                 ,156,"836,108",446.64,"758,683",405.28,"30,715","41,082","5,627",138,"675,349",407.82,0.957,,,,,,
28190,NEBRASKA                 ,CUMING                 ,104,"355,022",284.47,"344,986",276.43,"1,602","7,594",839,95,"465,979",408.75,0.828,,,,,,
28200,NEBRASKA                 ,CUSTER                 ,206,"790,713",319.87,"775,666",313.78,"1,511","12,829",705,189,"990,234",436.61,0.927,,,,,,
28210,NEBRASKA                 ,DAKOTA                 ,202,"1,046,878",431.88,"972,665",401.26,"15,115","50,729","8,368",178,"838,916",392.75,0.925,,,,,,
28220,NEBRASKA                 ,DAWES                  ,162,"641,566",330.02,"602,111",309.73,"5,100","33,714",639,151,"525,159",289.82,0.761,,,,,,
28230,NEBRASKA                 ,DAWSON                 ,349,"1,196,502",285.70,"1,130,424",269.92,"19,963","39,525","6,588",317,"1,402,000",368.56,0.895,,,,,,
28240,NEBRASKA                 ,DEUEL                  ,35,"172,981",411.86,"145,546",346.54,"12,834","12,363","2,237",34,"137,073",335.96,0.835,,,,,,
28250,NEBRASKA                 ,DIXON                  ,191,"1,003,297",437.74,"875,865",382.14,"57,579","61,773","8,079",165,"772,179",389.99,0.912,,,,,,
28260,NEBRASKA                 ,DODGE                  ,799,"3,238,215",337.74,"2,933,561",305.96,"113,785","155,632","35,236",701,"3,879,355",461.17,0.950,,,,,,
28270,NEBRASKA                 ,DOUGLAS                ,"9,011","37,909,420",350.58,"31,241,868",288.92,"2,364,085","3,042,159","1,261,307","7,727","31,964,577",344.73,0.944,,,,,,
28280,NEBRASKA                 ,DUNDY                  ,42,"160,700",318.85,"152,766",303.11,"1,393","5,850",689,41,"1,207,216",2453.69,0.912,,,,,,
28290,NEBRASKA                 ,FILLMORE               ,97,"495,644",425.81,"477,106",409.88,"1,970","15,885",681,82,"416,196",422.96,0.920,,,,,,
28300,NEBRASKA                 ,FRANKLIN               ,78,"375,292",400.95,"359,098",383.65,"4,346","9,815","2,032",69,"410,887",496.24,0.944,,,,,,
28310,NEBRASKA                 ,FRONTIER               ,38,"152,041",333.42,"142,283",312.02,"2,191","6,424","1,141",35,"158,288",376.88,0.902,,,,,,
28320,NEBRASKA                 ,FURNAS                 ,129,"426,631",275.60,"403,763",260.83,"5,501","15,555","1,811",111,"507,127",380.73,0.971,,,,,,
28330,NEBRASKA                 ,GAGE                   ,604,"1,632,032",225.17,"1,522,444",210.05,"21,862","72,893","14,832",523,"2,800,312",446.19,0.934,,,,,,
28340,NEBRASKA                 ,GARDEN                 ,45,"182,230",337.46,"172,093",318.69,561,"9,432",143,41,"319,379",649.14,0.866,,,,,,
28350,NEBRASKA                 ,GARFIELD               ,34,"184,762",452.85,"175,642",430.50,535,"8,373",209,29,"258,364",742.43,0.963,,,,,,
28360,NEBRASKA                 ,GOSPER                 ,25,"150,130",500.43,"137,242",457.47,"2,515","9,561",810,23,"84,827",307.34,0.911,,,,,,
28370,NEBRASKA                 ,GRANT                  ,8,0,0.00,0,0.00,0,0,0,7,"43,451",517.27,0.919,,,,,,
28380,NEBRASKA                 ,GREELEY                ,41,"109,610",222.78,"102,031",207.38,"1,790","5,069",719,35,"304,183",724.25,0.947,,,,,,
28390,NEBRASKA                 ,HALL                   ,"1,729","6,348,065",305.96,"5,904,471",284.58,"117,612","290,646","35,334","1,552","6,477,833",347.82,0.962,,,,,,
28400,NEBRASKA                 ,HAMILTON               ,127,"634,271",416.19,"594,340",389.99,"9,620","25,278","5,030",112,"563,435",419.22,0.873,,,,,,
28410,NEBRASKA                 ,HARLAN                 ,66,"330,935",417.85,"321,022",405.33,"3,895","5,118",899,57,"220,637",322.57,0.947,,,,,,
28420,NEBRASKA                 ,HAYES                  ,3,0,0.00,0,0.00,0,0,0,3,"8,985",249.58,0.932,,,,,,
28430,NEBRASKA                 ,HITCHCOCK              ,67,"220,644",274.43,"207,963",258.66,"4,617","6,043","2,020",61,"354,371",484.11,0.934,,,,,,
28440,NEBRASKA                 ,HOLT                   ,223,"950,583",355.23,"891,440",333.12,"18,726","31,410","9,005",206,"1,368,090",553.43,0.882,,,,,,
28450,NEBRASKA                 ,HOOKER                 ,5,"45,534",758.90,"43,885",731.42,0,"1,648",0,3,"14,386",399.61,0.994,,,,,,
28460,NEBRASKA                 ,HOWARD                 ,98,"262,923",223.57,"251,011",213.44,"2,172","8,872",866,87,"333,767",319.70,1.002,,,,,,
28470,NEBRASKA                 ,JEFFERSON              ,205,"463,668",188.48,"423,499",172.15,"10,176","21,954","8,037",177,"799,016",376.18,0.886,,,,,,
28480,NEBRASKA                 ,JOHNSON                ,87,"176,483",169.05,"151,162",144.79,"8,422","13,422","3,476",76,"287,519",315.26,0.939,,,,,,
28490,NEBRASKA                 ,KEARNEY                ,117,"741,784",528.34,"707,460",503.89,"14,102","18,649","1,571",107,"492,481",383.55,1.017,,,,,,
28500,NEBRASKA                 ,KEITH                  ,196,"791,114",336.36,"750,577",319.12,"18,064","19,267","3,204",177,"837,655",394.38,0.841,,,,,,
28510,NEBRASKA                 ,KEYA PAHA              ,14,"52,981",315.36,"51,547",306.83,64,"1,351",17,12,"58,508",406.31,0.764,,,,,,
28520,NEBRASKA                 ,KIMBALL                ,81,"341,552",351.39,"304,416",313.19,"17,426","17,226","2,482",75,"460,664",511.85,0.929,,,,,,
28530,NEBRASKA                 ,KNOX                   ,150,"670,892",372.72,"611,272",339.60,"23,773","30,425","5,420",132,"529,698",334.41,0.922,,,,,,
28540,NEBRASKA                 ,LANCASTER              ,"5,592","18,816,408",280.41,"17,156,129",255.66,"363,674","1,153,315","143,289","4,887","21,484,630",366.36,0.933,,,,,,
28550,NEBRASKA                 ,LINCOLN                ,"1,078","4,359,002",336.97,"4,063,360",314.11,"93,846","186,075","15,720",988,"5,370,288",452.96,1.039,,,,,,
28560,NEBRASKA                 ,LOGAN                  ,12,"27,779",192.91,"26,595",184.69,0,"1,184",0,10,"86,880",724.00,0.984,,,,,,
28570,NEBRASKA                 ,LOUP                   ,3,0,0.00,0,0.00,0,0,0,3,"20,490",569.17,0.834,,,,,,
28580,NEBRASKA                 ,MCPHERSON              ,5,"9,042",150.70,"8,567",142.78,0,474,0,4,"9,057",188.68,0.943,,,,,,
28590,NEBRASKA                 ,MADISON                ,894,"3,362,881",313.47,"3,176,705",296.11,"58,145","98,740","29,290",778,"4,120,160",441.32,0.959,,,,,,
28600,NEBRASKA                 ,MERRICK                ,141,"669,543",395.71,"644,949",381.18,"5,017","15,404","4,171",128,"619,790",403.51,0.934,,,,,,
28610,NEBRASKA                 ,MORRILL                ,90,"250,748",232.17,"237,545",219.95,"1,436","11,156",608,79,"505,387",533.11,0.830,,,,,,
28620,NEBRASKA                 ,NANCE                  ,91,"237,674",217.65,"226,917",207.80,"1,543","8,670",542,81,"331,329",340.87,1.002,,,,,,
28630,NEBRASKA                 ,NEMAHA                 ,139,"481,532",288.69,"448,271",268.75,"8,464","22,259","2,536",122,"520,342",355.42,0.938,,,,,,
28640,NEBRASKA                 ,NUCKOLLS               ,95,"536,685",470.78,"528,852",463.91,531,"7,080",221,87,"516,105",494.35,0.956,,,,,,
28650,NEBRASKA                 ,OTOE                   ,269,"775,704",240.30,"733,644",227.28,"5,575","33,807","2,677",235,"1,172,316",415.71,0.915,,,,,,
28660,NEBRASKA                 ,PAWNEE                 ,39,"47,758",102.05,"42,177",90.12,715,"4,587",278,30,"131,810",366.14,0.930,,,,,,
28670,NEBRASKA                 ,PERKINS                ,34,"81,677",200.19,"71,468",175.17,"5,184","4,403",620,28,"164,714",490.22,0.862,,,,,,
28680,NEBRASKA                 ,PHELPS                 ,172,"566,657",274.54,"545,036",264.07,"2,412","16,959","2,248",152,"655,060",359.13,1.011,,,,,,
28690,NEBRASKA                 ,PIERCE                 ,101,"544,760",449.47,"533,225",439.95,"2,695","7,996",843,83,"596,174",598.57,0.897,,,,,,
28700,NEBRASKA                 ,PLATTE                 ,457,"1,392,646",253.95,"1,249,311",227.81,"59,924","51,297","32,113",389,"1,537,063",329.28,0.894,,,,,,
28710,NEBRASKA                 ,POLK                   ,69,"410,925",496.29,"382,950",462.50,"4,341","21,787","1,846",60,"297,114",412.66,0.906,,,,,,
28720,NEBRASKA                 ,RED WILLOW             ,253,"945,113",311.30,"906,692",298.65,"13,999","19,684","4,737",232,"1,212,230",435.43,0.956,,,,,,
28730,NEBRASKA                 ,RICHARDSON             ,280,"518,109",154.20,"488,622",145.42,"5,998","19,666","3,822",260,"1,022,580",327.75,0.961,,,,,,
28740,NEBRASKA                 ,ROCK                   ,16,"48,644",253.35,"48,501",252.61,0,143,0,16,"142,160",740.42,0.887,,,,,,
28750,NEBRASKA                 ,SALINE                 ,253,"911,029",300.08,"853,542",281.14,"10,224","42,176","5,085",214,"1,208,423",470.57,0.950,,,,,,
28760,NEBRASKA                 ,SARPY                  ,"2,506","8,780,189",291.97,"7,476,110",248.61,"466,289","602,313","235,475","2,203","8,508,079",321.84,0.885,,,,,,
28770,NEBRASKA                 ,SAUNDERS               ,365,"1,419,785",324.15,"1,325,527",302.63,"34,876","50,909","8,471",313,"1,514,200",403.14,0.911,,,,,,
28780,NEBRASKA                 ,SCOTTS BLUFF           ,"1,031","4,341,604",350.92,"4,006,354",323.82,"67,659","258,749","8,840",923,"3,579,375",323.16,0.890,,,,,,
28790,NEBRASKA                 ,SEWARD                 ,217,"798,007",306.45,"743,527",285.53,"14,885","34,255","5,338",188,"946,734",419.65,0.841,,,,,,
28800,NEBRASKA                 ,SHERIDAN               ,72,"406,255",470.20,"384,132",444.60,"5,620","15,438","1,064",63,"290,629",384.43,0.805,,,,,,
28810,NEBRASKA                 ,SHERMAN                ,55,"87,033",131.87,"81,873",124.05,352,"4,612",194,51,"208,993",341.49,0.973,,,,,,
28820,NEBRASKA                 ,SIOUX                  ,7,"1,292",15.38,"1,292",15.38,0,0,0,6,"7,511",104.32,0.650,,,,,,
28830,NEBRASKA                 ,STANTON                ,44,"26,482",50.16,"25,286",47.89,0,"1,196",0,38,"159,760",350.35,0.919,,,,,,
28840,NEBRASKA                 ,THAYER                 ,102,"323,745",264.50,"314,696",257.10,"1,227","7,442",379,93,"467,689",419.08,0.871,,,,,,
28850,NEBRASKA                 ,THOMAS                 ,5,0,0.00,0,0.00,0,0,0,5,"21,007",350.12,0.861,,,,,,
28860,NEBRASKA                 ,THURSTON               ,126,"857,475",567.11,"796,864",527.03,"14,727","36,886","8,997",110,"670,205",507.73,1.064,,,,,,
28870,NEBRASKA                 ,VALLEY                 ,82,"314,919",320.04,"289,830",294.54,"8,477","13,101","3,509",78,"562,044",600.47,0.910,,,,,,
28880,NEBRASKA                 ,WASHINGTON             ,214,"559,362",217.82,"473,674",184.45,"25,855","48,733","11,098",186,"824,444",369.37,0.889,,,,,,
28890,NEBRASKA                 ,WAYNE                  ,103,"338,713",274.04,"324,857",262.83,"3,783","8,358","1,714",94,"382,222",338.85,0.876,,,,,,
28900,NEBRASKA                 ,WEBSTER                ,90,"67,040",62.07,"66,298",61.39,0,741,0,79,"476,072",502.19,0.974,,,,,,
28910,NEBRASKA                 ,WHEELER                ,7,0,0.00,0,0.00,0,0,0,6,"19,175",266.32,0.807,,,,,,
28920,NEBRASKA                 ,YORK                   ,250,"1,188,096",396.03,"1,097,228",365.74,"34,803","51,537","4,527",232,"1,111,246",399.15,0.885,,,,,,
29000,NEVADA                   ,CHURCHILL              ,530,"1,923,505",302.44,"1,830,334",287.79,"8,331","80,760","4,079",467,"1,995,352",356.06,0.876,,,,,,
29010,NEVADA                   ,CLARK                  ,"27,166","138,447,735",424.70,"125,376,240",384.60,"2,306,239","9,540,309","1,224,946","22,486","123,890,278",459.14,0.949,,,,,,
29020,NEVADA                   ,DOUGLAS                ,523,"1,757,491",280.03,"1,608,466",256.29,"52,743","87,645","8,636",450,"1,987,355",368.03,0.835,,,,,,
29030,NEVADA                   ,ELKO                   ,660,"2,118,740",267.52,"1,868,344",235.90,"105,309","122,432","22,654",540,"2,225,457",343.43,0.822,,,,,,
29040,NEVADA                   ,ESMERALDA              ,25,"172,102",573.67,"164,323",547.74,544,"6,974",259,23,"65,277",236.51,0.825,,,,,,
29050,NEVADA                   ,EUREKA                 ,33,"67,243",169.81,"64,147",161.99,"1,503",797,795,26,"46,511",149.07,0.802,,,,,,
29060,NEVADA                   ,HUMBOLDT               ,322,"1,384,770",358.38,"1,269,171",328.46,"45,355","64,211","6,033",276,"1,257,674",379.73,0.790,,,,,,
29070,NEVADA                   ,LANDER                 ,103,"169,177",136.87,"151,859",122.86,"4,203","10,858","2,255",91,"364,522",333.81,0.774,,,,,,
29080,NEVADA                   ,LINCOLN                ,711,"5,218,836",611.68,"4,814,040",564.23,"65,971","302,241","36,583",654,"3,170,007",403.93,0.774,,,,,,
29090,NEVADA                   ,LYON                   ,"1,407","4,893,841",289.85,"4,617,435",273.48,"52,507","201,585","22,312","1,193","4,782,324",334.05,0.837,,,,,,
29100,NEVADA                   ,MINERAL                ,171,"570,501",278.02,"508,730",247.92,"32,799","22,669","6,301",152,"591,132",324.09,0.829,,,,,,
29110,NEVADA                   ,NYE                    ,"1,192","4,170,146",291.54,"3,796,796",265.44,"68,580","275,912","28,857","1,011","4,420,685",364.38,0.910,,,,,,
29120,NEVADA                   ,CARSON CITY            ,"1,392","5,823,466",348.63,"5,549,361",332.22,"107,426","151,979","14,698","1,231","6,458,423",437.21,0.924,,,,,,
29130,NEVADA                   ,PERSHING               ,105,"466,048",369.88,"419,460",332.90,"9,254","34,526","2,806",92,"536,629",486.08,0.848,,,,,,
