AGED -- REPRICING ADJUSTMENTS TO THE 2008-2012 INPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART A REIMBURSEMENT,,,,,,
34190,NORTH CAROLINA           ,CHEROKEE,"-420,150","-475,568","-380,124","-239,510","-93,199",,
34200,NORTH CAROLINA           ,CHOWAN,"16,513","6,947","-5,477","-8,056","-47,487",,
34210,NORTH CAROLINA           ,CLAY,"-165,602","-150,721","-128,726","-73,705","-11,973",,
34220,NORTH CAROLINA           ,CLEVELAND,"-824,438","-882,135","-591,913","-191,946","51,456",,
34230,NORTH CAROLINA           ,COLUMBUS,"-811,040","-346,921","-502,994","-600,066","-687,374",,
34240,NORTH CAROLINA           ,CRAVEN,"-328,407","-163,319","-311,601","-197,448","-580,478",,
34250,NORTH CAROLINA           ,CUMBERLAND,"-5,266,437","-4,565,813","-3,577,654","-3,705,921","-3,415,969",,
34251,NORTH CAROLINA           ,CURRITUCK,"77,659","43,072","28,581","36,821",159,,
34270,NORTH CAROLINA           ,DARE,"67,876","56,134","22,747","18,363","-17,629",,
34280,NORTH CAROLINA           ,DAVIDSON,"-1,361,665","-1,220,372","-1,310,057","-895,430","-391,105",,
34290,NORTH CAROLINA           ,DAVIE,"-326,034","-270,724","-283,988","-189,672","78,011",,
34300,NORTH CAROLINA           ,DUPLIN,"-509,672","-425,235","-377,714","-335,811","-319,784",,
34310,NORTH CAROLINA           ,DURHAM,"-729,598","-408,528","-248,743","-286,096","-27,963",,
34320,NORTH CAROLINA           ,EDGECOMBE,"-364,217","-347,714","-284,621","-392,556","-396,848",,
34330,NORTH CAROLINA           ,FORSYTH,"-2,409,956","-1,927,919","-2,073,536","-1,286,828","403,839",,
34340,NORTH CAROLINA           ,FRANKLIN,"-363,418","-322,811","-297,021","-300,371","-189,205",,
34350,NORTH CAROLINA           ,GASTON,"-1,217,819","-1,196,303","-497,986","-54,713","498,074",,
34360,NORTH CAROLINA           ,GATES,"33,035",623,"-2,863","-2,464","-21,458",,
34370,NORTH CAROLINA           ,GRAHAM,"-135,881","-140,663","-126,557","-90,711","-67,160",,
34380,NORTH CAROLINA           ,GRANVILLE,"-272,178","-197,409","-169,363","-127,161","-59,671",,
34390,NORTH CAROLINA           ,GREENE,"-10,118","-23,418","-14,126","-17,791","-88,461",,
34400,NORTH CAROLINA           ,GUILFORD,"-4,518,584","-4,869,301","-4,589,200","-3,330,387","-2,432,056",,
34410,NORTH CAROLINA           ,HALIFAX,"-275,461","-270,295","-316,227","-346,570","-468,417",,
34420,NORTH CAROLINA           ,HARNETT,"-818,181","-837,769","-802,821","-838,206","-489,863",,
34430,NORTH CAROLINA           ,HAYWOOD,"-1,030,794","-1,121,463","-972,172","-919,891","-535,978",,
34440,NORTH CAROLINA           ,HENDERSON,"-2,017,501","-2,073,413","-1,764,225","-1,420,640","-835,869",,
34450,NORTH CAROLINA           ,HERTFORD,"20,750","-178,970","-176,443","-136,111","-141,091",,
34460,NORTH CAROLINA           ,HOKE,"-249,541","-230,243","-183,562","-212,502","-151,980",,
34470,NORTH CAROLINA           ,HYDE,"-3,881","-3,849","-6,941","-2,381","-17,588",,
34480,NORTH CAROLINA           ,IREDELL,"-2,141,053","-2,035,093","-1,309,902","-852,527","42,492",,
34490,NORTH CAROLINA           ,JACKSON,"-461,562","-461,422","-418,180","-297,765","-170,854",,
34500,NORTH CAROLINA           ,JOHNSTON,"-1,366,130","-1,256,376","-1,132,725","-1,268,898","-691,426",,
34510,NORTH CAROLINA           ,JONES,"-32,873","-19,264","-31,194","-20,412","-48,887",,
34520,NORTH CAROLINA           ,LEE,"-145,230","-73,161","21,858","133,151","128,557",,
34530,NORTH CAROLINA           ,LENOIR,"-339,456","-192,748","-193,452","-126,412","-430,626",,
34540,NORTH CAROLINA           ,LINCOLN,"-520,094","-522,916","-297,150","-61,076","100,206",,
34550,NORTH CAROLINA           ,MCDOWELL,"-610,997","-653,252","-473,813","-424,623","-266,766",,
34560,NORTH CAROLINA           ,MACON,"-590,604","-486,513","-462,084","-306,023","-187,426",,
34570,NORTH CAROLINA           ,MADISON,"-360,885","-439,756","-376,005","-251,544","-183,049",,
34580,NORTH CAROLINA           ,MARTIN,"-157,981","-184,127","-140,326","-51,129","-96,159",,
34590,NORTH CAROLINA           ,MECKLENBURG,"-2,995,618","-2,820,436","-1,029,448","-78,502","1,324,283",,
34600,NORTH CAROLINA           ,MITCHELL,"-145,762","-188,187","-276,404","-195,628","-135,801",,
34610,NORTH CAROLINA           ,MONTGOMERY,"-169,811","-191,360","-164,801","-90,444","-41,375",,
34620,NORTH CAROLINA           ,MOORE,"-1,071,398","-962,936","-747,160","-500,351","-323,647",,
34630,NORTH CAROLINA           ,NASH,"-1,027,871","-1,022,658","-1,150,092","-1,218,563","-990,244",,
34640,NORTH CAROLINA           ,NEW HANOVER,"-1,738,313","-1,156,204","-1,459,547","-1,872,127","-1,585,829",,
34650,NORTH CAROLINA           ,NORTHAMPTON,"-50,234","-124,874","-124,836","-97,243","-170,559",,
34660,NORTH CAROLINA           ,ONSLOW,"-329,031","-259,262","-308,852","-333,121","-307,933",,
34670,NORTH CAROLINA           ,ORANGE,"-364,727","-190,093","-100,087","-129,686","2,556",,
34680,NORTH CAROLINA           ,PAMLICO,"-42,086","-15,587","-32,041","-28,105","-78,448",,
34690,NORTH CAROLINA           ,PASQUOTANK,"140,018","96,079","49,471","63,480","-11,536",,
34700,NORTH CAROLINA           ,PENDER,"-408,108","-266,039","-340,860","-446,879","-425,140",,
34710,NORTH CAROLINA           ,PERQUIMANS,"39,461","29,951","17,955","12,990","-20,159",,
34720,NORTH CAROLINA           ,PERSON,"-137,137","-87,403","-53,087","-57,209","-1,261",,
34730,NORTH CAROLINA           ,PITT,"232,857","148,940","103,990","25,867","-850,541",,
34740,NORTH CAROLINA           ,POLK,"-223,369","-257,970","-205,614","-122,957","-63,375",,
34750,NORTH CAROLINA           ,RANDOLPH,"-1,636,026","-1,584,577","-1,534,572","-1,164,956","-818,773",,
34760,NORTH CAROLINA           ,RICHMOND,"-632,770","-605,573","-454,909","-281,235","-194,412",,
34770,NORTH CAROLINA           ,ROBESON,"-2,859,525","-2,441,344","-1,905,358","-1,628,524","-1,218,957",,
34780,NORTH CAROLINA           ,ROCKINGHAM,"-1,364,886","-1,295,990","-1,232,810","-1,016,907","-743,763",,
34790,NORTH CAROLINA           ,ROWAN,"-755,085","-693,511","-388,237","-39,652","238,965",,
34800,NORTH CAROLINA           ,RUTHERFORD,"-703,858","-717,068","-605,226","-251,376","-127,666",,
34810,NORTH CAROLINA           ,SAMPSON,"-833,134","-881,504","-805,065","-652,640","-421,071",,
34820,NORTH CAROLINA           ,SCOTLAND,"-525,254","-499,419","-360,664","-155,574","-209,680",,
34830,NORTH CAROLINA           ,STANLY,"-447,434","-428,787","-179,615","-15,012","209,030",,
34840,NORTH CAROLINA           ,STOKES,"-295,505","-243,597","-264,011","-143,372","44,575",,
34850,NORTH CAROLINA           ,SURRY,"-800,916","-650,054","-643,836","-413,488","-64,772",,
34860,NORTH CAROLINA           ,SWAIN,"-236,647","-202,841","-176,213","-125,584","-90,641",,
34870,NORTH CAROLINA           ,TRANSYLVANIA,"-459,986","-446,890","-400,713","-281,217","-171,244",,
34880,NORTH CAROLINA           ,TYRRELL,"3,601",464,-342,"-2,842","-13,031",,
34890,NORTH CAROLINA           ,UNION,"-716,346","-686,820","-254,877","-16,012","323,221",,
34900,NORTH CAROLINA           ,VANCE,"-324,389","-304,257","-260,969","-213,668","-137,552",,
34910,NORTH CAROLINA           ,WAKE,"-3,854,534","-3,382,528","-3,114,517","-3,262,062","-1,667,268",,
34920,NORTH CAROLINA           ,WARREN,"-143,001","-135,924","-145,630","-102,823","-74,961",,
34930,NORTH CAROLINA           ,WASHINGTON,"-1,683","-9,543","-9,918","-11,937","-54,771",,
34940,NORTH CAROLINA           ,WATAUGA,"-355,637","-363,960","-330,394","-186,079","-215,004",,
34950,NORTH CAROLINA           ,WAYNE,"-2,920,612","-2,657,724","-1,289,145","-921,489","-668,075",,
34960,NORTH CAROLINA           ,WILKES,"-799,839","-728,851","-695,896","-422,208","-110,280",,
34970,NORTH CAROLINA           ,WILSON,"-807,018","-886,882","-927,331","-877,641","-625,764",,
34980,NORTH CAROLINA           ,YADKIN,"-298,259","-226,458","-243,311","-132,668","35,565",,
34981,NORTH CAROLINA           ,YANCEY,"-243,952","-250,127","-283,706","-220,185","-139,350",,
35000,NORTH DAKOTA             ,ADAMS,"81,269","81,124","50,183","-2,205","-1,351",,
35010,NORTH DAKOTA             ,BARNES,"400,558","314,008","246,805","11,531","7,954",,
35020,NORTH DAKOTA             ,BENSON,"54,918","58,993","39,139","3,983",275,,
35030,NORTH DAKOTA             ,BILLINGS,"4,969","5,767","4,987","1,439","-1,451",,
35040,NORTH DAKOTA             ,BOTTINEAU,"125,823","60,812","52,312","13,127","10,742",,
35050,NORTH DAKOTA             ,BOWMAN,"164,235","114,857","71,257","-1,134",353,,
35060,NORTH DAKOTA             ,BURKE,"14,885","25,199","20,567",720,753,,
35070,NORTH DAKOTA             ,BURLEIGH,"3,578,298","2,585,065","1,905,308","49,193","47,182",,
35080,NORTH DAKOTA             ,CASS,"3,547,074","3,381,169","2,397,822","59,964","54,852",,
35090,NORTH DAKOTA             ,CAVALIER,"87,260","63,467","37,437","8,572",877,,
35100,NORTH DAKOTA             ,DICKEY,"245,227","193,429","164,515","1,381","3,721",,
35110,NORTH DAKOTA             ,DIVIDE,"23,871","25,772","18,467",135,-737,,
35120,NORTH DAKOTA             ,DUNN,"116,203","76,248","22,165","1,874","2,656",,
35130,NORTH DAKOTA             ,EDDY,"100,130","104,208","58,752","10,829","6,392",,
35140,NORTH DAKOTA             ,EMMONS,"243,490","189,797","191,791",248,"1,594",,
35150,NORTH DAKOTA             ,FOSTER,"176,618","149,698","88,514",36,"1,442",,
35160,NORTH DAKOTA             ,GOLDEN VALLEY,"42,116","51,825","40,450",-930,"6,732",,
35170,NORTH DAKOTA             ,GRAND FORKS,"139,429","105,323","67,125","30,210","45,032",,
35180,NORTH DAKOTA             ,GRANT,"179,535","107,089","85,574",577,974,,
35190,NORTH DAKOTA             ,GRIGGS,"107,001","104,122","48,367","2,355","-2,902",,
35200,NORTH DAKOTA             ,HETTINGER,"144,613","72,000","73,516","-1,861","4,884",,
35210,NORTH DAKOTA             ,KIDDER,"205,213","109,455","102,466","2,005",239,,
35220,NORTH DAKOTA             ,LAMOURE,"187,707","141,989","116,220","2,131","2,587",,
35230,NORTH DAKOTA             ,LOGAN,"108,705","87,250","65,965",-46,"2,877",,
35240,NORTH DAKOTA             ,MCHENRY,"62,927","67,213","29,970","1,667","2,815",,
35250,NORTH DAKOTA             ,MCINTOSH,"158,911","149,468","93,630","4,639","6,110",,
35260,NORTH DAKOTA             ,MCKENZIE,"121,781","88,336","100,105",-876,"15,459",,
35270,NORTH DAKOTA             ,MCLEAN,"534,782","369,428","261,188","16,014","5,833",,
35280,NORTH DAKOTA             ,MERCER,"291,932","298,824","231,902","1,867","1,294",,
35290,NORTH DAKOTA             ,MORTON,"1,383,437","978,199","824,954","21,749","38,360",,
35300,NORTH DAKOTA             ,MOUNTRAIL,"84,278","49,653","49,561","12,479","3,203",,
35310,NORTH DAKOTA             ,NELSON,"58,570","31,164","25,917",455,"12,489",,
35320,NORTH DAKOTA             ,OLIVER,"115,738","65,060","60,071",-686,"2,451",,
35330,NORTH DAKOTA             ,PEMBINA,"91,736","52,240","55,434","3,545","15,870",,
35340,NORTH DAKOTA             ,PIERCE,"46,313","29,820","25,533","2,436","3,624",,
35350,NORTH DAKOTA             ,RAMSEY,"122,027","71,769","84,464","9,499","5,045",,
35360,NORTH DAKOTA             ,RANSOM,"251,904","165,025","117,549","1,826","9,366",,
35370,NORTH DAKOTA             ,RENVILLE,"24,338","37,014","7,662","1,401",946,,
35380,NORTH DAKOTA             ,RICHLAND,"390,528","325,724","273,183","34,039","6,719",,
35390,NORTH DAKOTA             ,ROLETTE,"52,471","36,800","64,723","6,173","5,139",,
35400,NORTH DAKOTA             ,SARGENT,"192,629","178,470","74,782","2,534","5,306",,
35410,NORTH DAKOTA             ,SHERIDAN,"91,769","56,400","55,991",0,"2,534",,
35420,NORTH DAKOTA             ,SIOUX,"111,448","91,127","50,738","1,449",0,,
35430,NORTH DAKOTA             ,SLOPE,"9,957","8,597","1,907",0,-214,,
35440,NORTH DAKOTA             ,STARK,"644,554","436,837","390,512","11,695","10,260",,
35450,NORTH DAKOTA             ,STEELE,"79,933","51,335","35,598",-418,688,,
35460,NORTH DAKOTA             ,STUTSMAN,"513,048","555,240","347,943","21,395","7,008",,
35470,NORTH DAKOTA             ,TOWNER,"52,123","28,161","14,881",462,440,,
35480,NORTH DAKOTA             ,TRAILL,"198,137","197,190","99,135",894,-431,,
35490,NORTH DAKOTA             ,WALSH,"84,687","70,261","54,138","13,141","12,176",,
35500,NORTH DAKOTA             ,WARD,"377,306","241,607","211,442","65,248","52,136",,
35510,NORTH DAKOTA             ,WELLS,"261,002","124,948","138,501","4,900","7,871",,
35520,NORTH DAKOTA             ,WILLIAMS,"246,442","215,447","132,737","24,999","5,918",,
36000,OHIO                     ,ADAMS,"-292,014","-159,953","-115,662","-145,665","-68,790",,
36010,OHIO                     ,ALLEN,"-782,176","-679,912","-716,883","-600,346","-606,977",,
36020,OHIO                     ,ASHLAND,"-153,711","-82,545","-17,738","-37,561","-4,268",,
36030,OHIO                     ,ASHTABULA,"-520,830","-206,840","211,229","180,423","294,060",,
36040,OHIO                     ,ATHENS,"-701,138","-188,239","-746,676","-770,252","-525,809",,
36050,OHIO                     ,AUGLAIZE,"-354,868","-306,760","-277,479","-245,741","-257,377",,
36060,OHIO                     ,BELMONT,"93,560","-177,994","-146,205","-88,188","-17,872",,
36070,OHIO                     ,BROWN,"-351,103","-205,679","-116,132","-201,100","-53,503",,
36080,OHIO                     ,BUTLER,"-2,075,514","-1,465,570","-979,815","-1,369,018","-392,071",,
36090,OHIO                     ,CARROLL,"-133,130","-88,566","-41,977","-32,614","-52,173",,
36100,OHIO                     ,CHAMPAIGN,"-179,927","-169,724","-154,797","-125,367","-111,302",,
36110,OHIO                     ,CLARK,"-878,347","-845,095","-659,988","-577,126","-584,913",,
36120,OHIO                     ,CLERMONT,"-766,507","-591,276","-358,442","-571,091","-148,056",,
36130,OHIO                     ,CLINTON,"-847,298","-804,359","-625,387","-711,420","-474,130",,
36140,OHIO                     ,COLUMBIANA,"-649,759","-469,890","-265,551","-244,988","-166,089",,
36150,OHIO                     ,COSHOCTON,"-255,781","-126,824","-543,787","121,360","207,860",,
36160,OHIO                     ,CRAWFORD,"-8,267","19,351","-38,503","-23,861","-27,458",,
36170,OHIO                     ,CUYAHOGA,"-3,485,431","847,894","6,514,399","4,608,595","6,361,744",,
36190,OHIO                     ,DARKE,"-380,730","-299,543","-194,313","-207,990","-183,938",,
36200,OHIO                     ,DEFIANCE,"-139,097","-142,491","-243,823","-223,334","-219,861",,
36210,OHIO                     ,DELAWARE,"-370,468","-295,105","-472,975","-500,392","-254,958",,
36220,OHIO                     ,ERIE,"-797,477","-668,168","-493,159","-422,232","-30,596",,
36230,OHIO                     ,FAIRFIELD,"-599,219","-456,575","-722,654","-661,323","-332,663",,
36240,OHIO                     ,FAYETTE,"-181,389","-144,430","-149,420","-159,231","-90,573",,
36250,OHIO                     ,FRANKLIN,"-4,059,336","-3,304,214","-5,004,361","-4,798,411","-2,363,164",,
36260,OHIO                     ,FULTON,"-263,594","-289,053","-393,338","-292,891","-124,399",,
36270,OHIO                     ,GALLIA,"-196,421","-188,970","-165,779","-135,623","-47,316",,
36280,OHIO                     ,GEAUGA,"-207,904","30,808","370,876","282,307","386,623",,
36290,OHIO                     ,GREENE,"-738,650","-648,712","-441,485","-386,870","-408,896",,
36300,OHIO                     ,GUERNSEY,"-272,537","-178,613","-164,259","128,636","247,692",,
36310,OHIO                     ,HAMILTON,"-5,232,082","-3,718,909","-2,410,658","-3,532,433","-826,587",,
36330,OHIO                     ,HANCOCK,"-450,892","-388,920","-391,298","-208,383","-147,315",,
36340,OHIO                     ,HARDIN,"-185,358","-178,663","-176,955","-131,783","-113,806",,
36350,OHIO                     ,HARRISON,"-79,867","-83,883","-50,062","-28,565","-18,114",,
36360,OHIO                     ,HENRY,"-130,307","-186,569","-267,186","-162,631","-101,800",,
36370,OHIO                     ,HIGHLAND,"-435,683","-347,870","-338,455","-357,127","-260,153",,
36380,OHIO                     ,HOCKING,"-162,578","-142,736","-201,896","-205,129","-132,677",,
36390,OHIO                     ,HOLMES,"-88,485","-58,290","-14,665","-12,843","-10,455",,
36400,OHIO                     ,HURON,"-463,227","-350,887","-285,279","-234,872","41,824",,
36410,OHIO                     ,JACKSON,"-296,778","-323,114","-371,882","-325,719","-226,282",,
36420,OHIO                     ,JEFFERSON,"-345,970","-344,418","-914,774","-169,267","-71,733",,
36430,OHIO                     ,KNOX,"-142,113","-118,403","-185,805","-164,827","-114,188",,
36440,OHIO                     ,LAKE,"-549,012","131,962","1,113,040","792,250","1,112,719",,
36450,OHIO                     ,LAWRENCE,"-283,621","-567,990","-385,704","-160,926","69,907",,
36460,OHIO                     ,LICKING,"-635,699","-540,052","-853,088","-685,313","-356,417",,
36470,OHIO                     ,LOGAN,"-763,163","-676,769","-627,247","-178,235","-119,686",,
36480,OHIO                     ,LORAIN,"-836,642","211,754","1,516,053","1,122,916","1,529,912",,
36490,OHIO                     ,LUCAS,"-3,059,851","-3,563,175","-4,849,323","-3,568,387","-1,809,147",,
36500,OHIO                     ,MADISON,"-188,453","-144,392","-210,992","-205,107","-98,148",,
36510,OHIO                     ,MAHONING,"-2,843,779","-2,203,647","-902,169","-554,590","-83,065",,
36520,OHIO                     ,MARION,"-420,678","-280,648","-465,229","-547,756","-286,620",,
36530,OHIO                     ,MEDINA,"-337,599","-12,440","489,573","405,032","560,425",,
36540,OHIO                     ,MEIGS,"-197,849","-146,637","-174,047","-138,401","-110,167",,
36550,OHIO                     ,MERCER,"-194,789","-149,729","-110,828","-117,779","-99,386",,
36560,OHIO                     ,MIAMI,"-748,504","-670,283","-484,706","-468,890","-526,305",,
36570,OHIO                     ,MONROE,"20,536","-40,454","-28,507","-16,011",222,,
36580,OHIO                     ,MONTGOMERY,"-4,570,292","-3,555,996","-2,395,077","-2,207,228","-2,295,039",,
