DISABLED -- REPRICING ADJUSTMENTS TO THE 2008-2012 PHYSICIAN REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT GEOGRAPHIC PRACTICE COST INDEX,,,,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART B REIMBURSEMENT,,,,,,,,,,,,,,,
,,,2008,2009,2010,2011,2012,,,,,,,,,,,
28400,NEBRASKA                 ,HAMILTON,"1,554","1,001","-1,323","-1,636",235,,,,,,,,,,,
28410,NEBRASKA                 ,HARLAN,767,893,-895,-662,135,,,,,,,,,,,
28420,NEBRASKA                 ,HAYES,10,19,-4,-10,5,,,,,,,,,,,
28430,NEBRASKA                 ,HITCHCOCK,533,576,-288,-407,89,,,,,,,,,,,
28440,NEBRASKA                 ,HOLT,"2,772","5,002","-2,104","-2,190",413,,,,,,,,,,,
28450,NEBRASKA                 ,HOOKER,89,92,-149,-31,13,,,,,,,,,,,
28460,NEBRASKA                 ,HOWARD,499,878,"-1,199","-1,136",191,,,,,,,,,,,
28470,NEBRASKA                 ,JEFFERSON,"1,325","1,516","-2,164","-2,800",306,,,,,,,,,,,
28480,NEBRASKA                 ,JOHNSON,491,780,-517,-681,106,,,,,,,,,,,
28490,NEBRASKA                 ,KEARNEY,945,816,"-1,422","-1,896",282,,,,,,,,,,,
28500,NEBRASKA                 ,KEITH,"1,928","2,862","-1,675","-1,911",684,,,,,,,,,,,
28510,NEBRASKA                 ,KEYA PAHA,131,116,-53,-70,7,,,,,,,,,,,
28520,NEBRASKA                 ,KIMBALL,"1,825","1,907",63,-369,212,,,,,,,,,,,
28530,NEBRASKA                 ,KNOX,"2,819","4,584","1,036",-914,120,,,,,,,,,,,
28540,NEBRASKA                 ,LANCASTER,"54,472","64,140","-78,223","-88,147","13,495",,,,,,,,,,,
28550,NEBRASKA                 ,LINCOLN,"10,469","13,433","-14,410","-17,666","3,132",,,,,,,,,,,
28560,NEBRASKA                 ,LOGAN,131,153,-235,-320,38,,,,,,,,,,,
28570,NEBRASKA                 ,LOUP,79,6,-72,-13,0,,,,,,,,,,,
28580,NEBRASKA                 ,MCPHERSON,48,63,-21,-45,7,,,,,,,,,,,
28590,NEBRASKA                 ,MADISON,"10,476","11,856","-11,417","-15,070","2,109",,,,,,,,,,,
28600,NEBRASKA                 ,MERRICK,"1,715","2,226","-2,028","-2,601",355,,,,,,,,,,,
28610,NEBRASKA                 ,MORRILL,865,979,-758,-712,169,,,,,,,,,,,
28620,NEBRASKA                 ,NANCE,"1,078",733,"-1,034","-1,283",114,,,,,,,,,,,
28630,NEBRASKA                 ,NEMAHA,"1,364","1,676","-1,842","-2,730",314,,,,,,,,,,,
28640,NEBRASKA                 ,NUCKOLLS,893,713,"-1,093","-1,138",155,,,,,,,,,,,
28650,NEBRASKA                 ,OTOE,"2,010","2,438","-2,689","-2,671",433,,,,,,,,,,,
28660,NEBRASKA                 ,PAWNEE,302,340,-362,-262,42,,,,,,,,,,,
28670,NEBRASKA                 ,PERKINS,292,409,-182,-400,83,,,,,,,,,,,
28680,NEBRASKA                 ,PHELPS,"2,056","1,896","-2,682","-2,658",310,,,,,,,,,,,
28690,NEBRASKA                 ,PIERCE,952,"1,421",-930,"-1,543",260,,,,,,,,,,,
28700,NEBRASKA                 ,PLATTE,"3,321","3,294","-5,184","-5,910",924,,,,,,,,,,,
28710,NEBRASKA                 ,POLK,580,852,-933,"-1,051",217,,,,,,,,,,,
28720,NEBRASKA                 ,RED WILLOW,"1,762","2,173","-2,597","-3,704",474,,,,,,,,,,,
28730,NEBRASKA                 ,RICHARDSON,"2,021","2,431","-2,330","-3,115",299,,,,,,,,,,,
28740,NEBRASKA                 ,ROCK,200,76,-131,-155,39,,,,,,,,,,,
28750,NEBRASKA                 ,SALINE,"2,820","2,313","-2,721","-2,991",500,,,,,,,,,,,
28760,NEBRASKA                 ,SARPY,"16,351","19,047","-27,746","-36,459","5,391",,,,,,,,,,,
28770,NEBRASKA                 ,SAUNDERS,"4,101","5,173","-4,628","-5,617",835,,,,,,,,,,,
28780,NEBRASKA                 ,SCOTTS BLUFF,"13,159","14,912","-8,769","-10,600","3,196",,,,,,,,,,,
28790,NEBRASKA                 ,SEWARD,"1,923","2,523","-2,380","-3,278",514,,,,,,,,,,,
28800,NEBRASKA                 ,SHERIDAN,"2,424","1,510",-61,-323,70,,,,,,,,,,,
28810,NEBRASKA                 ,SHERMAN,622,"1,234",-931,-959,92,,,,,,,,,,,
28820,NEBRASKA                 ,SIOUX,9,18,10,48,4,,,,,,,,,,,
28830,NEBRASKA                 ,STANTON,579,500,-526,-757,100,,,,,,,,,,,
28840,NEBRASKA                 ,THAYER,929,934,-823,-972,140,,,,,,,,,,,
28850,NEBRASKA                 ,THOMAS,80,40,-22,-24,5,,,,,,,,,,,
28860,NEBRASKA                 ,THURSTON,"1,638","2,336",-959,"-2,000",434,,,,,,,,,,,
28870,NEBRASKA                 ,VALLEY,"1,049","1,187","-1,386","-1,463",207,,,,,,,,,,,
28880,NEBRASKA                 ,WASHINGTON,"1,629","2,680","-1,977","-3,199",392,,,,,,,,,,,
28890,NEBRASKA                 ,WAYNE,"1,053","1,765",-716,-883,139,,,,,,,,,,,
28900,NEBRASKA                 ,WEBSTER,831,851,-951,-842,108,,,,,,,,,,,
28910,NEBRASKA                 ,WHEELER,83,81,-158,-59,5,,,,,,,,,,,
28920,NEBRASKA                 ,YORK,"1,864","2,215","-2,735","-3,549",500,,,,,,,,,,,
29000,NEVADA                   ,CHURCHILL,"3,860","5,219","6,244","2,461","-4,736",,,,,,,,,,,
29010,NEVADA                   ,CLARK,"311,717","487,530","459,837","196,531","-266,073",,,,,,,,,,,
29020,NEVADA                   ,DOUGLAS,"5,976","10,345","7,424","2,752","-3,263",,,,,,,,,,,
29030,NEVADA                   ,ELKO,"4,064","6,216","3,629",335,"-2,531",,,,,,,,,,,
29040,NEVADA                   ,ESMERALDA,119,267,29,140,-168,,,,,,,,,,,
29050,NEVADA                   ,EUREKA,197,148,93,0,-38,,,,,,,,,,,
29060,NEVADA                   ,HUMBOLDT,"1,781","3,531","2,490",962,"-2,239",,,,,,,,,,,
29070,NEVADA                   ,LANDER,556,752,482,164,-229,,,,,,,,,,,
29080,NEVADA                   ,LINCOLN,"1,954","4,650","5,844","3,741","-6,996",,,,,,,,,,,
29090,NEVADA                   ,LYON,"11,318","16,476","15,195","5,862","-10,669",,,,,,,,,,,
29100,NEVADA                   ,MINERAL,801,"1,688","1,904",670,-650,,,,,,,,,,,
29110,NEVADA                   ,NYE,"13,753","19,644","20,201","5,739","-9,629",,,,,,,,,,,
29120,NEVADA                   ,CARSON CITY,"11,690","18,012","17,041","7,143","-12,007",,,,,,,,,,,
29130,NEVADA                   ,PERSHING,697,"1,148",972,372,-617,,,,,,,,,,,
29140,NEVADA                   ,STOREY,297,564,299,60,-277,,,,,,,,,,,
29150,NEVADA                   ,WASHOE,"54,506","94,237","89,345","38,624","-59,537",,,,,,,,,,,
29160,NEVADA                   ,WHITE PINE,"1,855","3,100",758,-846,-272,,,,,,,,,,,
30000,NEW HAMPSHIRE            ,BELKNAP,"16,336","30,620","36,697","20,975","5,942",,,,,,,,,,,
30010,NEW HAMPSHIRE            ,CARROLL,"5,229","11,296","11,867","7,197","2,473",,,,,,,,,,,
30020,NEW HAMPSHIRE            ,CHESHIRE,"13,774","23,934","25,067","14,976","4,568",,,,,,,,,,,
30030,NEW HAMPSHIRE            ,COOS,"7,988","13,467","15,244","11,425","2,868",,,,,,,,,,,
30040,NEW HAMPSHIRE            ,GRAFTON,"12,697","25,726","31,727","18,625","5,610",,,,,,,,,,,
30050,NEW HAMPSHIRE            ,HILLSBOROUGH,"55,384","122,381","150,436","97,654","40,438",,,,,,,,,,,
30060,NEW HAMPSHIRE            ,MERRIMACK,"37,541","69,086","80,924","53,002","15,393",,,,,,,,,,,
30070,NEW HAMPSHIRE            ,ROCKINGHAM,"-3,251","39,211","45,861","26,704","19,971",,,,,,,,,,,
30080,NEW HAMPSHIRE            ,STRAFFORD,"32,333","59,206","63,612","36,781","13,470",,,,,,,,,,,
30090,NEW HAMPSHIRE            ,SULLIVAN,"10,869","16,506","17,455","11,984","3,181",,,,,,,,,,,
31000,NEW JERSEY               ,ATLANTIC,"-96,559","-142,580","-154,924","-68,730","20,587",,,,,,,,,,,
31100,NEW JERSEY               ,BERGEN,"-464,670","-563,963","-572,882","-336,047","-7,106",,,,,,,,,,,
31150,NEW JERSEY               ,BURLINGTON,"-109,322","-152,348","-161,598","-80,639","21,346",,,,,,,,,,,
31160,NEW JERSEY               ,CAMDEN,"-151,715","-227,037","-239,236","-107,516","32,198",,,,,,,,,,,
31180,NEW JERSEY               ,CAPE MAY,"-41,575","-61,656","-63,072","-29,352","7,536",,,,,,,,,,,
31190,NEW JERSEY               ,CUMBERLAND,"-61,509","-87,015","-93,928","-39,258","13,239",,,,,,,,,,,
31200,NEW JERSEY               ,ESSEX,"-591,603","-670,750","-686,163","-385,199","-12,251",,,,,,,,,,,
31220,NEW JERSEY               ,GLOUCESTER,"-69,842","-103,408","-111,063","-52,137","15,342",,,,,,,,,,,
31230,NEW JERSEY               ,HUDSON,"-466,833","-539,028","-522,987","-295,645","-7,510",,,,,,,,,,,
31250,NEW JERSEY               ,HUNTERDON,"-59,554","-72,846","-68,221","-40,811",-741,,,,,,,,,,,
31260,NEW JERSEY               ,MERCER,"-158,766","-208,887","-224,478","-108,009","21,613",,,,,,,,,,,
31270,NEW JERSEY               ,MIDDLESEX,"-440,804","-536,409","-559,733","-317,880","-5,736",,,,,,,,,,,
31290,NEW JERSEY               ,MONMOUTH,"-208,296","-282,551","-290,447","-142,067","36,997",,,,,,,,,,,
31300,NEW JERSEY               ,MORRIS,"-222,167","-262,812","-266,911","-160,363","-5,600",,,,,,,,,,,
31310,NEW JERSEY               ,OCEAN,"-221,847","-304,055","-319,953","-145,919","42,155",,,,,,,,,,,
31320,NEW JERSEY               ,PASSAIC,"-380,249","-449,350","-450,497","-255,292","-10,297",,,,,,,,,,,
31340,NEW JERSEY               ,SALEM,"-19,973","-32,006","-33,598","-12,192","7,597",,,,,,,,,,,
31350,NEW JERSEY               ,SOMERSET,"-127,196","-149,492","-155,188","-97,785","-3,400",,,,,,,,,,,
31360,NEW JERSEY               ,SUSSEX,"-91,834","-115,284","-125,700","-75,925","-1,671",,,,,,,,,,,
31370,NEW JERSEY               ,UNION,"-333,775","-404,762","-398,964","-226,965","-10,068",,,,,,,,,,,
31390,NEW JERSEY               ,WARREN,"-59,981","-81,712","-93,536","-58,270","-2,233",,,,,,,,,,,
32000,NEW MEXICO               ,BERNALILLO,"143,169","108,122","-127,175","-143,755","57,102",,,,,,,,,,,
32010,NEW MEXICO               ,CATRON,"1,173",983,-469,-656,346,,,,,,,,,,,
32020,NEW MEXICO               ,CHAVES,"32,955","23,087","-28,318","-29,694","10,556",,,,,,,,,,,
32025,NEW MEXICO               ,CIBOLA,"5,102","4,671","-6,075","-5,350","2,144",,,,,,,,,,,
32030,NEW MEXICO               ,COLFAX,"5,672","6,253","-3,203","-3,423","2,131",,,,,,,,,,,
32040,NEW MEXICO               ,CURRY,"14,333","10,209","-19,127","-19,147","5,638",,,,,,,,,,,
32050,NEW MEXICO               ,DEBACA,420,213,-386,-451,188,,,,,,,,,,,
32060,NEW MEXICO               ,DONA ANA,"61,493","49,048","-63,021","-69,008","21,543",,,,,,,,,,,
32070,NEW MEXICO               ,EDDY,"22,815","17,489","-25,650","-24,521","6,885",,,,,,,,,,,
32080,NEW MEXICO               ,GRANT,"13,194","9,888","-9,527","-10,255","3,562",,,,,,,,,,,
32090,NEW MEXICO               ,GUADALUPE,"1,766","1,474","-1,973","-1,842",660,,,,,,,,,,,
32100,NEW MEXICO               ,HARDING,89,47,-49,-153,98,,,,,,,,,,,
32110,NEW MEXICO               ,HIDALGO,"1,295",947,-825,-905,481,,,,,,,,,,,
32120,NEW MEXICO               ,LEA,"12,868","11,358","-18,062","-16,816","4,208",,,,,,,,,,,
32130,NEW MEXICO               ,LINCOLN,"5,998","4,560","-5,759","-5,482","1,992",,,,,,,,,,,
32131,NEW MEXICO               ,LOS ALAMOS,"1,613",854,"-1,411","-1,520",509,,,,,,,,,,,
32140,NEW MEXICO               ,LUNA,"9,185","7,773","-8,220","-8,235","3,023",,,,,,,,,,,
32150,NEW MEXICO               ,MCKINLEY,"7,784","5,950","-6,681","-7,193","3,278",,,,,,,,,,,
32160,NEW MEXICO               ,MORA,"2,827","2,155","-2,150","-2,742",922,,,,,,,,,,,
32170,NEW MEXICO               ,OTERO,"20,610","17,856","-24,066","-24,969","7,209",,,,,,,,,,,
32180,NEW MEXICO               ,QUAY,"5,085","3,790","-5,313","-5,840","1,622",,,,,,,,,,,
32190,NEW MEXICO               ,RIO ARRIBA,"15,940","12,014","-12,991","-14,429","6,022",,,,,,,,,,,
32200,NEW MEXICO               ,ROOSEVELT,"4,210","3,258","-4,832","-5,539","1,393",,,,,,,,,,,
32210,NEW MEXICO               ,SANDOVAL,"19,761","14,483","-16,810","-18,506","8,065",,,,,,,,,,,
32220,NEW MEXICO               ,SAN JUAN,"24,693","19,798","-15,579","-20,700","13,657",,,,,,,,,,,
32230,NEW MEXICO               ,SAN MIGUEL,"18,068","13,473","-17,188","-18,285","6,842",,,,,,,,,,,
32240,NEW MEXICO               ,SANTA FE,"43,595","31,914","-38,354","-38,476","14,961",,,,,,,,,,,
32250,NEW MEXICO               ,SIERRA,"6,380","4,412","-4,474","-4,215","1,752",,,,,,,,,,,
32260,NEW MEXICO               ,SOCORRO,"5,696","3,434","-5,106","-7,478","2,187",,,,,,,,,,,
32270,NEW MEXICO               ,TAOS,"10,499","8,206","-10,263","-10,088","4,111",,,,,,,,,,,
32280,NEW MEXICO               ,TORRANCE,"5,021","3,704","-3,633","-4,748","1,641",,,,,,,,,,,
32290,NEW MEXICO               ,UNION,"1,107",755,"-1,292","-1,763",528,,,,,,,,,,,
32300,NEW MEXICO               ,VALENCIA,"22,981","17,317","-18,902","-20,420","7,546",,,,,,,,,,,
33000,NEW YORK                 ,ALBANY,"84,846","112,819","2,990","-18,057","48,741",,,,,,,,,,,
33010,NEW YORK                 ,ALLEGANY,"13,971","16,461",939,"-2,663","6,464",,,,,,,,,,,
33020,NEW YORK                 ,BRONX,"-685,793","-549,371","-554,537","-487,045","333,021",,,,,,,,,,,
33030,NEW YORK                 ,BROOME,"80,472","108,035","1,807","-18,046","43,825",,,,,,,,,,,
33040,NEW YORK                 ,CATTARAUGUS,"30,969","40,651","-1,575","-10,570","18,501",,,,,,,,,,,
33050,NEW YORK                 ,CAYUGA,"26,425","35,026",-402,"-5,966","12,505",,,,,,,,,,,
33060,NEW YORK                 ,CHAUTAUQUA,"46,825","58,691","-8,814","-22,803","22,510",,,,,,,,,,,
33070,NEW YORK                 ,CHEMUNG,"36,962","48,269","-2,476","-11,103","20,654",,,,,,,,,,,
33080,NEW YORK                 ,CHENANGO,"17,402","23,365","1,208","-2,421","12,034",,,,,,,,,,,
33090,NEW YORK                 ,CLINTON,"33,715","47,340","3,989","-6,163","23,467",,,,,,,,,,,
33200,NEW YORK                 ,COLUMBIA,"9,532","19,304","11,732","11,416","21,990",,,,,,,,,,,
33210,NEW YORK                 ,CORTLAND,"19,936","25,682",697,"-4,377","10,003",,,,,,,,,,,
33220,NEW YORK                 ,DELAWARE,"7,001","13,996","1,115",-411,"10,035",,,,,,,,,,,
33230,NEW YORK                 ,DUTCHESS,336,"50,358","38,088","53,894","119,987",,,,,,,,,,,
33240,NEW YORK                 ,ERIE,"274,276","362,191","-1,719","-79,293","139,868",,,,,,,,,,,
33260,NEW YORK                 ,ESSEX,"11,854","16,745",884,"-1,855","6,355",,,,,,,,,,,
33270,NEW YORK                 ,FRANKLIN,"18,000","20,874","2,824",-611,"8,138",,,,,,,,,,,
33280,NEW YORK                 ,FULTON,"23,146","33,527","1,597","-5,654","14,266",,,,,,,,,,,
33290,NEW YORK                 ,GENESEE,"16,975","22,137",374,"-4,081","10,042",,,,,,,,,,,
33300,NEW YORK                 ,GREENE,"9,909","17,815","6,327","5,891","14,923",,,,,,,,,,,
33310,NEW YORK                 ,HAMILTON,"1,465","2,039",147,-296,586,,,,,,,,,,,
33320,NEW YORK                 ,HERKIMER,"21,246","28,035","1,144","-4,615","10,657",,,,,,,,,,,
33330,NEW YORK                 ,JEFFERSON,"37,882","48,888",302,"-10,296","19,099",,,,,,,,,,,
33331,NEW YORK                 ,KINGS,"-1,433,061","-1,215,052","-1,331,306","-1,227,589","678,434",,,,,,,,,,,
33340,NEW YORK                 ,LEWIS,"7,088","10,296",639,"-1,805","3,951",,,,,,,,,,,
33350,NEW YORK                 ,LIVINGSTON,"14,186","18,820","1,077","-3,364","6,958",,,,,,,,,,,
33360,NEW YORK                 ,MADISON,"26,164","31,375","-1,408","-7,453","10,205",,,,,,,,,,,
33370,NEW YORK                 ,MONROE,"169,503","234,422","13,428","-32,342","98,113",,,,,,,,,,,
33380,NEW YORK                 ,MONTGOMERY,"22,090","27,156","-1,744","-3,783","11,467",,,,,,,,,,,
33400,NEW YORK                 ,NASSAU,"-890,341","-697,188","-720,331","-672,061","532,729",,,,,,,,,,,
33420,NEW YORK                 ,NEW YORK,"-1,424,217","-1,205,675","-1,208,372","-1,027,122","322,524",,,,,,,,,,,
33500,NEW YORK                 ,NIAGARA,"80,344","108,723","4,965","-19,475","38,530",,,,,,,,,,,
33510,NEW YORK                 ,ONEIDA,"114,589","151,450","-1,456","-30,436","57,078",,,,,,,,,,,
33520,NEW YORK                 ,ONONDAGA,"173,001","216,808","-13,356","-53,343","73,508",,,,,,,,,,,
33530,NEW YORK                 ,ONTARIO,"24,977","33,782","2,963","-4,148","14,536",,,,,,,,,,,
33540,NEW YORK                 ,ORANGE,"-19,951","35,194","21,109","55,486","152,136",,,,,,,,,,,
33550,NEW YORK                 ,ORLEANS,"11,181","13,220",860,"-1,160","6,168",,,,,,,,,,,
33560,NEW YORK                 ,OSWEGO,"56,058","65,480","-2,761","-17,104","25,696",,,,,,,,,,,
33570,NEW YORK                 ,OTSEGO,"12,432","19,470","2,817","-1,218","10,348",,,,,,,,,,,
33580,NEW YORK                 ,PUTNAM,"-28,316","-20,950","-22,615","-16,138","34,938",,,,,,,,,,,
33590,NEW YORK                 ,QUEENS,"-342,704","-126,157","-174,985","-307,384","455,446",,,,,,,,,,,
33600,NEW YORK                 ,RENSSELAER,"52,163","68,597","3,399","-9,901","28,758",,,,,,,,,,,
33610,NEW YORK                 ,RICHMOND,"-357,424","-296,985","-299,655","-285,558","206,049",,,,,,,,,,,
33620,NEW YORK                 ,ROCKLAND,"-236,708","-185,720","-189,000","-169,236","133,675",,,,,,,,,,,
33630,NEW YORK                 ,ST. LAWRENCE,"43,783","55,333","7,782","-2,447","22,185",,,,,,,,,,,
33640,NEW YORK                 ,SARATOGA,"54,843","72,412","-1,119","-13,381","27,118",,,,,,,,,,,
33650,NEW YORK                 ,SCHENECTADY,"53,649","66,215",848,"-9,051","28,989",,,,,,,,,,,
33660,NEW YORK                 ,SCHOHARIE,"6,775","10,688",444,"-1,330","4,527",,,,,,,,,,,
33670,NEW YORK                 ,SCHUYLER,"5,562","6,938",530,"-1,133","2,845",,,,,,,,,,,
33680,NEW YORK                 ,SENECA,"10,071","14,945",606,"-2,834","5,491",,,,,,,,,,,
33690,NEW YORK                 ,STEUBEN,"34,178","41,818",-233,"-9,105","16,907",,,,,,,,,,,
33700,NEW YORK                 ,SUFFOLK,"-1,238,405","-921,542","-987,653","-878,604","852,321",,,,,,,,,,,
33710,NEW YORK                 ,SULLIVAN,"2,726","22,353","15,543","19,918","48,317",,,,,,,,,,,
33720,NEW YORK                 ,TIOGA,"12,955","13,242","-6,417","-12,080","5,528",,,,,,,,,,,
33730,NEW YORK                 ,TOMPKINS,"19,857","26,674","-1,618","-6,237","10,727",,,,,,,,,,,
33740,NEW YORK                 ,ULSTER,"12,343","50,263","37,066","49,394","79,256",,,,,,,,,,,
33750,NEW YORK                 ,WARREN,"24,911","35,583",229,"-6,372","13,384",,,,,,,,,,,
33760,NEW YORK                 ,WASHINGTON,"22,765","31,011","1,680","-4,183","10,025",,,,,,,,,,,
33770,NEW YORK                 ,WAYNE,"30,130","44,625","4,091","-5,440","17,644",,,,,,,,,,,
33800,NEW YORK                 ,WESTCHESTER,"-502,377","-385,340","-407,510","-362,178","302,433",,,,,,,,,,,
33900,NEW YORK                 ,WYOMING,"8,398","11,601",754,"-1,866","4,623",,,,,,,,,,,
33910,NEW YORK                 ,YATES,"5,237","7,714",115,"-1,169","3,239",,,,,,,,,,,
34000,NORTH CAROLINA           ,ALAMANCE,"22,545","19,579","-37,957","-44,141","11,821",,,,,,,,,,,
34010,NORTH CAROLINA           ,ALEXANDER,"8,049","8,093","-14,160","-17,588","4,512",,,,,,,,,,,
34020,NORTH CAROLINA           ,ALLEGHANY,"3,452","3,798","-5,411","-5,696","1,657",,,,,,,,,,,
34030,NORTH CAROLINA           ,ANSON,"8,968","6,866","-14,564","-15,319","3,573",,,,,,,,,,,
34040,NORTH CAROLINA           ,ASHE,"6,625","5,113","-10,877","-13,384","2,642",,,,,,,,,,,
34050,NORTH CAROLINA           ,AVERY,"3,955","3,071","-7,443","-8,204","1,755",,,,,,,,,,,
34060,NORTH CAROLINA           ,BEAUFORT,"13,914","10,690","-28,206","-35,122","7,930",,,,,,,,,,,
34070,NORTH CAROLINA           ,BERTIE,"6,927","6,361","-10,604","-12,699","3,647",,,,,,,,,,,
34080,NORTH CAROLINA           ,BLADEN,"10,811","10,452","-17,725","-23,713","5,408",,,,,,,,,,,
34090,NORTH CAROLINA           ,BRUNSWICK,"30,397","26,545","-54,527","-65,523","14,687",,,,,,,,,,,
34100,NORTH CAROLINA           ,BUNCOMBE,"55,867","51,352","-102,847","-120,962","27,554",,,,,,,,,,,
34110,NORTH CAROLINA           ,BURKE,"23,254","20,852","-41,573","-47,039","10,800",,,,,,,,,,,
34120,NORTH CAROLINA           ,CABARRUS,"30,628","26,644","-50,928","-60,040","16,474",,,,,,,,,,,
34130,NORTH CAROLINA           ,CALDWELL,"18,700","17,558","-29,111","-34,706","9,320",,,,,,,,,,,
34140,NORTH CAROLINA           ,CAMDEN,"3,347","2,993","-1,272","-1,959",813,,,,,,,,,,,
34150,NORTH CAROLINA           ,CARTERET,"15,783","14,150","-26,725","-32,370","8,005",,,,,,,,,,,
34160,NORTH CAROLINA           ,CASWELL,"8,052","8,175","-3,855","-4,888","2,514",,,,,,,,,,,
34170,NORTH CAROLINA           ,CATAWBA,"31,425","29,547","-55,593","-68,512","18,192",,,,,,,,,,,
34180,NORTH CAROLINA           ,CHATHAM,"5,380","4,207","-8,524","-9,779","2,646",,,,,,,,,,,
34190,NORTH CAROLINA           ,CHEROKEE,"4,616","5,534","-14,618","-16,966","1,774",,,,,,,,,,,
34200,NORTH CAROLINA           ,CHOWAN,"3,453","3,868","-4,984","-6,190","1,849",,,,,,,,,,,
34210,NORTH CAROLINA           ,CLAY,"1,126","2,871","-5,711","-5,247",493,,,,,,,,,,,
34220,NORTH CAROLINA           ,CLEVELAND,"31,319","28,254","-54,473","-62,997","16,158",,,,,,,,,,,
34230,NORTH CAROLINA           ,COLUMBUS,"32,336","28,554","-49,555","-62,472","15,139",,,,,,,,,,,
34240,NORTH CAROLINA           ,CRAVEN,"29,314","27,512","-57,157","-66,981","14,729",,,,,,,,,,,
34250,NORTH CAROLINA           ,CUMBERLAND,"63,860","59,922","-143,632","-171,752","39,024",,,,,,,,,,,
34251,NORTH CAROLINA           ,CURRITUCK,"7,840","6,317",-594,"-2,339","1,966",,,,,,,,,,,
34270,NORTH CAROLINA           ,DARE,"7,916","6,619","-4,634","-7,047","2,562",,,,,,,,,,,
34280,NORTH CAROLINA           ,DAVIDSON,"24,811","22,133","-41,486","-47,636","11,739",,,,,,,,,,,
34290,NORTH CAROLINA           ,DAVIE,"6,113","4,809","-11,493","-12,870","2,886",,,,,,,,,,,
34300,NORTH CAROLINA           ,DUPLIN,"12,069","10,439","-20,364","-22,967","5,481",,,,,,,,,,,
34310,NORTH CAROLINA           ,DURHAM,"32,915","31,741","-53,536","-65,708","18,140",,,,,,,,,,,
34320,NORTH CAROLINA           ,EDGECOMBE,"15,108","12,488","-25,606","-31,055","6,983",,,,,,,,,,,
34330,NORTH CAROLINA           ,FORSYTH,"44,710","40,644","-73,297","-85,720","22,816",,,,,,,,,,,
34340,NORTH CAROLINA           ,FRANKLIN,"10,534","10,125","-17,989","-23,611","6,143",,,,,,,,,,,
34350,NORTH CAROLINA           ,GASTON,"61,076","54,960","-98,619","-113,615","29,110",,,,,,,,,,,
34360,NORTH CAROLINA           ,GATES,"4,608","4,579",-302,-757,"1,178",,,,,,,,,,,
34370,NORTH CAROLINA           ,GRAHAM,"2,068","1,711","-4,008","-5,397",855,,,,,,,,,,,
34380,NORTH CAROLINA           ,GRANVILLE,"10,051","9,073","-14,979","-19,216","4,968",,,,,,,,,,,
34390,NORTH CAROLINA           ,GREENE,"4,866","5,335","-11,539","-12,851","2,511",,,,,,,,,,,
34400,NORTH CAROLINA           ,GUILFORD,"65,908","60,010","-111,651","-140,552","34,799",,,,,,,,,,,
34410,NORTH CAROLINA           ,HALIFAX,"18,741","18,796","-32,509","-38,275","10,875",,,,,,,,,,,
34420,NORTH CAROLINA           ,HARNETT,"25,896","22,820","-48,406","-60,657","13,009",,,,,,,,,,,
34430,NORTH CAROLINA           ,HAYWOOD,"15,625","13,154","-22,064","-28,141","6,883",,,,,,,,,,,
34440,NORTH CAROLINA           ,HENDERSON,"20,712","19,310","-40,492","-46,002","10,115",,,,,,,,,,,
34450,NORTH CAROLINA           ,HERTFORD,"6,945","7,133","-8,053","-11,964","3,746",,,,,,,,,,,
34460,NORTH CAROLINA           ,HOKE,"6,642","6,346","-13,672","-17,737","4,145",,,,,,,,,,,
34470,NORTH CAROLINA           ,HYDE,906,"1,163","-1,283","-1,857",511,,,,,,,,,,,
34480,NORTH CAROLINA           ,IREDELL,"32,783","28,917","-53,260","-68,157","15,741",,,,,,,,,,,
34490,NORTH CAROLINA           ,JACKSON,"6,169","5,149","-12,503","-12,655","2,882",,,,,,,,,,,
34500,NORTH CAROLINA           ,JOHNSTON,"36,914","35,691","-69,617","-90,945","21,479",,,,,,,,,,,
34510,NORTH CAROLINA           ,JONES,"3,660","3,876","-7,670","-8,797","1,800",,,,,,,,,,,
34520,NORTH CAROLINA           ,LEE,"13,816","13,533","-31,550","-38,854","9,105",,,,,,,,,,,
34530,NORTH CAROLINA           ,LENOIR,"25,444","22,333","-44,870","-54,149","11,894",,,,,,,,,,,
34540,NORTH CAROLINA           ,LINCOLN,"17,698","16,404","-29,780","-33,024","8,745",,,,,,,,,,,
34550,NORTH CAROLINA           ,MCDOWELL,"12,727","11,221","-22,834","-24,765","5,665",,,,,,,,,,,
34560,NORTH CAROLINA           ,MACON,"6,756","6,116","-13,494","-15,073","3,091",,,,,,,,,,,
34570,NORTH CAROLINA           ,MADISON,"6,452","5,134","-10,453","-11,029","2,139",,,,,,,,,,,
34580,NORTH CAROLINA           ,MARTIN,"9,637","9,233","-16,872","-18,187","4,451",,,,,,,,,,,
34590,NORTH CAROLINA           ,MECKLENBURG,"104,540","96,224","-203,361","-238,308","55,866",,,,,,,,,,,
34600,NORTH CAROLINA           ,MITCHELL,"3,777","3,299","-7,592","-10,644","1,712",,,,,,,,,,,
34610,NORTH CAROLINA           ,MONTGOMERY,"7,118","6,436","-10,369","-12,630","3,172",,,,,,,,,,,
34620,NORTH CAROLINA           ,MOORE,"18,800","16,845","-37,262","-45,640","10,592",,,,,,,,,,,
