DISABLED -- REPRICING ADJUSTMENTS TO THE 2008-2012 PHYSICIAN REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT GEOGRAPHIC PRACTICE COST INDEX,,,,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART B REIMBURSEMENT,,,,,,,,,,,,,,,
,,,2008,2009,2010,2011,2012,,,,,,,,,,,
11883,GEORGIA                  ,TAYLOR,"3,836","4,049","-6,029","-6,831",-150,,,,,,,,,,,
11884,GEORGIA                  ,TELFAIR,"7,235","7,775","-11,498","-15,628",-121,,,,,,,,,,,
11885,GEORGIA                  ,TERRELL,"1,874","2,846","-4,166","-5,495",-78,,,,,,,,,,,
11890,GEORGIA                  ,THOMAS,"16,947","16,979","-25,722","-35,447","-1,710",,,,,,,,,,,
11900,GEORGIA                  ,TIFT,"13,994","16,438","-25,755","-35,668",-615,,,,,,,,,,,
11901,GEORGIA                  ,TOOMBS,"15,131","15,820","-22,960","-30,787",-226,,,,,,,,,,,
11902,GEORGIA                  ,TOWNS,781,"2,610","-4,278","-5,383",-191,,,,,,,,,,,
11903,GEORGIA                  ,TREUTLEN,"3,248","4,246","-5,224","-6,190",-53,,,,,,,,,,,
11910,GEORGIA                  ,TROUP,"4,862","13,976","-25,785","-31,375","-2,986",,,,,,,,,,,
11911,GEORGIA                  ,TURNER,"2,597","2,750","-4,068","-5,471",-472,,,,,,,,,,,
11912,GEORGIA                  ,TWIGGS,"3,522","4,324","-6,797","-7,460",-163,,,,,,,,,,,
11913,GEORGIA                  ,UNION,488,"4,638","-9,466","-11,676",-660,,,,,,,,,,,
11920,GEORGIA                  ,UPSON,"2,558","7,693","-13,480","-14,718",-920,,,,,,,,,,,
11921,GEORGIA                  ,WALKER,"19,806","17,480","-74,956","-84,388",-47,,,,,,,,,,,
11930,GEORGIA                  ,WALTON,"-38,347",-445,"-14,689","-10,805","-7,227",,,,,,,,,,,
11940,GEORGIA                  ,WARE,"28,056","28,388","-44,821","-59,148","-2,882",,,,,,,,,,,
11941,GEORGIA                  ,WARREN,"2,259","2,316","-2,588","-3,649",-43,,,,,,,,,,,
11950,GEORGIA                  ,WASHINGTON,"4,742","5,641","-9,102","-12,027",-207,,,,,,,,,,,
11960,GEORGIA                  ,WAYNE,"14,997","15,390","-25,186","-30,993",-897,,,,,,,,,,,
11961,GEORGIA                  ,WEBSTER,333,443,-769,"-1,174",19,,,,,,,,,,,
11962,GEORGIA                  ,WHEELER,"2,854","2,251","-4,185","-5,545",-13,,,,,,,,,,,
11963,GEORGIA                  ,WHITE,"3,791","7,543","-12,945","-15,801",-681,,,,,,,,,,,
11970,GEORGIA                  ,WHITFIELD,"23,434","30,014","-58,835","-80,794","-1,505",,,,,,,,,,,
11971,GEORGIA                  ,WILCOX,"2,305","4,118","-4,467","-6,956",-64,,,,,,,,,,,
11972,GEORGIA                  ,WILKES,"3,620","4,502","-6,218","-6,596",-278,,,,,,,,,,,
11973,GEORGIA                  ,WILKINSON,"5,502","6,116","-9,839","-11,989",-175,,,,,,,,,,,
11980,GEORGIA                  ,WORTH,"4,705","5,258","-8,289","-10,351",-288,,,,,,,,,,,
12010,HAWAII                   ,HAWAII,"16,729",-812,"-1,131","-39,727","2,618",,,,,,,,,,,
12020,HAWAII                   ,HONOLULU,"51,979",494,-870,"-96,721","6,975",,,,,,,,,,,
12030,HAWAII                   ,KALAWAO,0,0,0,0,0,,,,,,,,,,,
12040,HAWAII                   ,KAUAI,"5,034",615,-196,"-12,283",564,,,,,,,,,,,
12050,HAWAII                   ,MAUI,"11,478",-79,"-1,520","-35,048","2,804",,,,,,,,,,,
13000,IDAHO                    ,ADA,"47,376","30,326","-84,845","-115,413","-8,728",,,,,,,,,,,
13010,IDAHO                    ,ADAMS,688,577,-972,"-1,103",-76,,,,,,,,,,,
13020,IDAHO                    ,BANNOCK,"20,204","12,238","-33,749","-47,910","-3,225",,,,,,,,,,,
13030,IDAHO                    ,BEAR LAKE,"1,513","1,574",-653,"-1,217",39,,,,,,,,,,,
13040,IDAHO                    ,BENEWAH,"3,174","2,829","-3,252","-4,714",-895,,,,,,,,,,,
13050,IDAHO                    ,BINGHAM,"8,376","4,745","-12,952","-15,716","-1,043",,,,,,,,,,,
13060,IDAHO                    ,BLAINE,873,611,"-1,635","-1,973",-171,,,,,,,,,,,
13070,IDAHO                    ,BOISE,732,483,"-1,751","-1,849",-135,,,,,,,,,,,
13080,IDAHO                    ,BONNER,"9,098","7,828","-7,872","-11,918","-2,222",,,,,,,,,,,
13090,IDAHO                    ,BONNEVILLE,"25,225","16,462","-44,973","-58,472","-3,862",,,,,,,,,,,
13100,IDAHO                    ,BOUNDARY,"2,903","2,147","-2,634","-3,996",-538,,,,,,,,,,,
13110,IDAHO                    ,BUTTE,698,488,-954,"-1,255",-113,,,,,,,,,,,
13120,IDAHO                    ,CAMAS,38,18,-73,-253,-113,,,,,,,,,,,
13130,IDAHO                    ,CANYON,"25,912","17,627","-55,582","-67,257","-5,064",,,,,,,,,,,
13140,IDAHO                    ,CARIBOU,979,575,"-1,549","-1,282",-42,,,,,,,,,,,
13150,IDAHO                    ,CASSIA,"2,997","1,438","-5,006","-5,634",-142,,,,,,,,,,,
13160,IDAHO                    ,CLARK,36,8,-211,-183,-32,,,,,,,,,,,
13170,IDAHO                    ,CLEARWATER,"2,607","2,395","-2,536","-3,665",-773,,,,,,,,,,,
13180,IDAHO                    ,CUSTER,681,509,-785,-942,-127,,,,,,,,,,,
13190,IDAHO                    ,ELMORE,"2,871","1,943","-5,657","-7,961",-706,,,,,,,,,,,
13200,IDAHO                    ,FRANKLIN,"1,267","1,370","-1,380","-1,808",300,,,,,,,,,,,
13210,IDAHO                    ,FREMONT,"2,504","1,272","-3,441","-3,883",-238,,,,,,,,,,,
13220,IDAHO                    ,GEM,"3,541","2,175","-5,564","-6,087",-326,,,,,,,,,,,
13230,IDAHO                    ,GOODING,"2,128",912,"-3,260","-4,112",-292,,,,,,,,,,,
13240,IDAHO                    ,IDAHO,"3,878","2,520","-2,401","-4,535","-1,053",,,,,,,,,,,
13250,IDAHO                    ,JEFFERSON,"5,074","2,672","-7,210","-8,784",-374,,,,,,,,,,,
13260,IDAHO                    ,JEROME,"2,625","1,686","-4,325","-5,960",-495,,,,,,,,,,,
13270,IDAHO                    ,KOOTENAI,"35,976","27,665","-46,200","-60,833","-8,124",,,,,,,,,,,
13280,IDAHO                    ,LATAH,"5,013","4,546","-3,417","-5,711","-2,101",,,,,,,,,,,
13290,IDAHO                    ,LEMHI,"6,864","7,440",174,-867,19,,,,,,,,,,,
13300,IDAHO                    ,LEWIS,"1,402","1,611","-1,801","-1,947",-953,,,,,,,,,,,
13310,IDAHO                    ,LINCOLN,384,414,-782,"-1,033",-72,,,,,,,,,,,
13320,IDAHO                    ,MADISON,"2,440","1,530","-4,181","-5,175",-242,,,,,,,,,,,
13330,IDAHO                    ,MINIDOKA,"2,471","2,057","-3,825","-5,383",-279,,,,,,,,,,,
13340,IDAHO                    ,NEZ PERCE,"14,955","11,207","-12,550","-20,241","-5,170",,,,,,,,,,,
13350,IDAHO                    ,ONEIDA,879,779,"-1,274","-1,756",7,,,,,,,,,,,
13360,IDAHO                    ,OWYHEE,"1,951",864,"-2,567","-3,292",-187,,,,,,,,,,,
13370,IDAHO                    ,PAYETTE,"4,056","3,790","-3,407","-4,332",-108,,,,,,,,,,,
13380,IDAHO                    ,POWER,"1,144",461,"-1,237","-1,555",-137,,,,,,,,,,,
13390,IDAHO                    ,SHOSHONE,"6,697","4,395","-4,814","-7,382","-1,173",,,,,,,,,,,
13400,IDAHO                    ,TETON,"1,275","1,387",-369,"-1,247",-35,,,,,,,,,,,
13410,IDAHO                    ,TWIN FALLS,"13,420","9,010","-23,672","-31,360","-2,622",,,,,,,,,,,
13420,IDAHO                    ,VALLEY,"1,653",770,"-2,340","-2,721",-153,,,,,,,,,,,
13430,IDAHO                    ,WASHINGTON,"2,088",991,"-1,955","-2,020",-128,,,,,,,,,,,
14000,ILLINOIS                 ,ADAMS,"29,203","30,967","-20,510","-32,385","-4,960",,,,,,,,,,,
14010,ILLINOIS                 ,ALEXANDER,"5,927","5,434","-8,612","-8,935",-903,,,,,,,,,,,
14020,ILLINOIS                 ,BOND,"4,321","5,188","-3,351","-4,380","-1,141",,,,,,,,,,,
14030,ILLINOIS                 ,BOONE,"9,616","9,643","-7,152","-11,850","-3,394",,,,,,,,,,,
14040,ILLINOIS                 ,BROWN,"1,324","1,282",-741,"-1,404",-293,,,,,,,,,,,
14050,ILLINOIS                 ,BUREAU,"7,195","8,103","-6,242","-8,951","-1,728",,,,,,,,,,,
14060,ILLINOIS                 ,CALHOUN,"1,134","1,981","-1,262","-1,494",-392,,,,,,,,,,,
14070,ILLINOIS                 ,CARROLL,"4,051","4,795","-3,621","-5,105",-360,,,,,,,,,,,
14080,ILLINOIS                 ,CASS,"4,010","3,138","-2,415","-3,865",-557,,,,,,,,,,,
14090,ILLINOIS                 ,CHAMPAIGN,"55,722","54,914","-43,352","-63,474","-9,210",,,,,,,,,,,
14100,ILLINOIS                 ,CHRISTIAN,"15,245","13,916","-9,541","-12,945","-2,269",,,,,,,,,,,
14110,ILLINOIS                 ,CLARK,"3,087","1,964","-4,876","-5,851",-512,,,,,,,,,,,
14120,ILLINOIS                 ,CLAY,"6,919","8,110","-4,665","-6,290","-1,175",,,,,,,,,,,
14130,ILLINOIS                 ,CLINTON,"5,296","6,828","-3,410","-4,934","-1,187",,,,,,,,,,,
14140,ILLINOIS                 ,COLES,"18,331","18,104","-12,129","-19,394","-3,347",,,,,,,,,,,
14141,ILLINOIS                 ,COOK,"-1,916,951","-1,270,599","-1,388,738","-1,187,266","-1,259,822",,,,,,,,,,,
14150,ILLINOIS                 ,CRAWFORD,"3,820","3,097","-5,686","-5,624",-546,,,,,,,,,,,
14160,ILLINOIS                 ,CUMBERLAND,"3,397","3,295","-2,609","-3,386",-634,,,,,,,,,,,
14170,ILLINOIS                 ,DEKALB,"10,927","17,141","-15,021","-21,654","-10,962",,,,,,,,,,,
14180,ILLINOIS                 ,DE WITT,"6,340","5,988","-4,056","-6,188",-807,,,,,,,,,,,
14190,ILLINOIS                 ,DOUGLAS,"4,486","4,075","-2,970","-4,699",-776,,,,,,,,,,,
14250,ILLINOIS                 ,DUPAGE,"-119,039","-28,595","-43,989","-27,486","-146,233",,,,,,,,,,,
14310,ILLINOIS                 ,EDGAR,"5,456","3,288","-5,467","-7,615",-845,,,,,,,,,,,
14320,ILLINOIS                 ,EDWARDS,"1,351","1,055","-1,059","-1,462",-172,,,,,,,,,,,
14330,ILLINOIS                 ,EFFINGHAM,"14,603","13,467","-9,837","-13,921","-2,685",,,,,,,,,,,
14340,ILLINOIS                 ,FAYETTE,"8,579","7,786","-5,729","-8,481","-1,497",,,,,,,,,,,
14350,ILLINOIS                 ,FORD,"4,070","4,847","-3,011","-4,611",-918,,,,,,,,,,,
14360,ILLINOIS                 ,FRANKLIN,"24,140","24,530","-20,237","-30,677","-4,591",,,,,,,,,,,
14370,ILLINOIS                 ,FULTON,"10,098","8,905","-5,888","-9,759","-1,858",,,,,,,,,,,
14380,ILLINOIS                 ,GALLATIN,"3,956","3,170","-2,835","-3,468",-280,,,,,,,,,,,
14390,ILLINOIS                 ,GREENE,"4,840","6,412","-3,273","-6,553","-1,253",,,,,,,,,,,
14400,ILLINOIS                 ,GRUNDY,"5,072","8,816","-8,634","-11,964","-7,189",,,,,,,,,,,
14410,ILLINOIS                 ,HAMILTON,"5,347","3,522","-3,496","-3,518",-486,,,,,,,,,,,
14420,ILLINOIS                 ,HANCOCK,"4,494","4,747","-3,474","-5,143",-358,,,,,,,,,,,
14421,ILLINOIS                 ,HARDIN,"2,305","2,748","-2,126","-3,626",-374,,,,,,,,,,,
14440,ILLINOIS                 ,HENDERSON,"1,414","1,705","-1,628","-2,401",-52,,,,,,,,,,,
14450,ILLINOIS                 ,HENRY,"9,473","12,217","-9,308","-12,904","-1,466",,,,,,,,,,,
14460,ILLINOIS                 ,IROQUOIS,"11,356","10,050","-8,329","-10,731","-2,490",,,,,,,,,,,
14470,ILLINOIS                 ,JACKSON,"19,678","20,491","-15,320","-22,211","-4,599",,,,,,,,,,,
14480,ILLINOIS                 ,JASPER,"2,557","3,017","-2,741","-3,306",-547,,,,,,,,,,,
14490,ILLINOIS                 ,JEFFERSON,"19,229","21,272","-14,709","-19,424","-3,320",,,,,,,,,,,
14500,ILLINOIS                 ,JERSEY,"4,923","6,319","-2,922","-4,899","-1,268",,,,,,,,,,,
14510,ILLINOIS                 ,JO DAVIESS,"3,319","3,689","-2,592","-3,934",67,,,,,,,,,,,
14520,ILLINOIS                 ,JOHNSON,"5,378","5,858","-5,424","-7,432",-754,,,,,,,,,,,
14530,ILLINOIS                 ,KANE,"-67,553","-3,790","-23,751","-11,607","-107,378",,,,,,,,,,,
14540,ILLINOIS                 ,KANKAKEE,"34,880","46,597","-45,434","-63,391","-18,749",,,,,,,,,,,
14550,ILLINOIS                 ,KENDALL,"-2,251","3,591","-3,131","-3,151","-7,675",,,,,,,,,,,
14560,ILLINOIS                 ,KNOX,"21,946","23,259","-15,493","-22,105","-3,422",,,,,,,,,,,
14570,ILLINOIS                 ,LAKE,"-101,389","-12,556","-33,561","-17,446","-122,252",,,,,,,,,,,
14580,ILLINOIS                 ,LA SALLE,"29,918","30,787","-20,768","-34,215","-10,717",,,,,,,,,,,
14590,ILLINOIS                 ,LAWRENCE,"3,370","2,285","-4,575","-5,341",-374,,,,,,,,,,,
14600,ILLINOIS                 ,LEE,"9,041","11,143","-8,467","-13,432","-3,290",,,,,,,,,,,
14610,ILLINOIS                 ,LIVINGSTON,"15,505","14,815","-9,328","-16,392","-3,238",,,,,,,,,,,
14620,ILLINOIS                 ,LOGAN,"8,115","7,866","-4,766","-9,060","-1,670",,,,,,,,,,,
14630,ILLINOIS                 ,MCDONOUGH,"7,925","7,688","-6,198","-8,432","-1,522",,,,,,,,,,,
14640,ILLINOIS                 ,MCHENRY,"14,136","37,476","-43,239","-58,515","-35,927",,,,,,,,,,,
14650,ILLINOIS                 ,MCLEAN,"43,587","43,127","-37,040","-56,065","-8,997",,,,,,,,,,,
14660,ILLINOIS                 ,MACON,"48,222","45,889","-32,076","-50,844","-10,061",,,,,,,,,,,
14670,ILLINOIS                 ,MACOUPIN,"13,345","16,610","-10,087","-17,047","-3,240",,,,,,,,,,,
14680,ILLINOIS                 ,MADISON,"60,003","83,459","-44,900","-73,021","-18,055",,,,,,,,,,,
14690,ILLINOIS                 ,MARION,"26,567","28,224","-19,520","-27,492","-4,771",,,,,,,,,,,
14700,ILLINOIS                 ,MARSHALL,"2,155","3,045","-2,858","-2,826",-658,,,,,,,,,,,
14710,ILLINOIS                 ,MASON,"4,348","3,817","-3,209","-5,035","-1,058",,,,,,,,,,,
14720,ILLINOIS                 ,MASSAC,"5,704","7,675","-11,427","-18,018",207,,,,,,,,,,,
14730,ILLINOIS                 ,MENARD,"4,329","4,557","-2,479","-4,182",-738,,,,,,,,,,,
14740,ILLINOIS                 ,MERCER,"2,988","3,669","-2,395","-4,574",-418,,,,,,,,,,,
14750,ILLINOIS                 ,MONROE,"4,160","5,517","-2,627","-4,087","-1,260",,,,,,,,,,,
14760,ILLINOIS                 ,MONTGOMERY,"8,191","9,986","-6,104","-9,662","-1,964",,,,,,,,,,,
14770,ILLINOIS                 ,MORGAN,"13,052","14,068","-9,535","-14,767","-2,691",,,,,,,,,,,
14780,ILLINOIS                 ,MOULTRIE,"4,566","4,337","-3,435","-5,069","-1,064",,,,,,,,,,,
14790,ILLINOIS                 ,OGLE,"11,574","12,436","-8,738","-15,377","-3,473",,,,,,,,,,,
14800,ILLINOIS                 ,PEORIA,"56,652","55,093","-40,376","-63,322","-11,353",,,,,,,,,,,
14810,ILLINOIS                 ,PERRY,"7,885","7,885","-5,943","-8,316","-1,319",,,,,,,,,,,
14820,ILLINOIS                 ,PIATT,"3,720","4,516","-3,628","-4,331",-767,,,,,,,,,,,
14830,ILLINOIS                 ,PIKE,"5,418","5,088","-4,478","-6,215",-992,,,,,,,,,,,
14831,ILLINOIS                 ,POPE,"2,604","1,633","-1,843","-2,946",-194,,,,,,,,,,,
14850,ILLINOIS                 ,PULASKI,"2,962","2,390","-3,004","-4,740",-393,,,,,,,,,,,
14860,ILLINOIS                 ,PUTNAM,634,596,-773,"-1,134",-409,,,,,,,,,,,
14870,ILLINOIS                 ,RANDOLPH,"7,056","9,477","-4,891","-8,650","-1,913",,,,,,,,,,,
14880,ILLINOIS                 ,RICHLAND,"6,217","5,416","-5,589","-7,778",-861,,,,,,,,,,,
14890,ILLINOIS                 ,ROCK ISLAND,"58,673","56,347","-43,980","-58,371","-4,719",,,,,,,,,,,
14900,ILLINOIS                 ,ST. CLAIR,"49,070","67,417","-39,384","-62,879","-15,720",,,,,,,,,,,
14910,ILLINOIS                 ,SALINE,"11,919","13,464","-13,146","-16,901","-1,983",,,,,,,,,,,
14920,ILLINOIS                 ,SANGAMON,"87,289","85,457","-56,898","-94,293","-16,728",,,,,,,,,,,
14921,ILLINOIS                 ,SCHUYLER,"1,447","1,802",-947,"-1,460",-271,,,,,,,,,,,
14940,ILLINOIS                 ,SCOTT,"1,236","1,594",-989,"-1,569",-212,,,,,,,,,,,
14950,ILLINOIS                 ,SHELBY,"7,680","7,460","-4,786","-8,472","-1,499",,,,,,,,,,,
14960,ILLINOIS                 ,STARK,"1,226","1,403",-777,"-1,295",-184,,,,,,,,,,,
14970,ILLINOIS                 ,STEPHENSON,"15,702","17,153","-9,470","-16,971","-3,591",,,,,,,,,,,
14980,ILLINOIS                 ,TAZEWELL,"36,895","36,384","-27,410","-42,825","-7,574",,,,,,,,,,,
14981,ILLINOIS                 ,UNION,"11,936","9,521","-8,933","-12,607","-1,635",,,,,,,,,,,
14982,ILLINOIS                 ,VERMILION,"39,985","37,721","-29,947","-44,983","-6,542",,,,,,,,,,,
14983,ILLINOIS                 ,WABASH,"3,193","1,927","-4,813","-4,616",-272,,,,,,,,,,,
14984,ILLINOIS                 ,WARREN,"4,794","4,710","-2,486","-4,258",-708,,,,,,,,,,,
14985,ILLINOIS                 ,WASHINGTON,"2,619","3,712","-1,803","-3,423",-666,,,,,,,,,,,
14986,ILLINOIS                 ,WAYNE,"6,675","5,622","-4,929","-6,291",-885,,,,,,,,,,,
14987,ILLINOIS                 ,WHITE,"5,379","3,714","-6,243","-8,197",-565,,,,,,,,,,,
14988,ILLINOIS                 ,WHITESIDE,"23,793","27,415","-19,640","-27,227","-4,257",,,,,,,,,,,
14989,ILLINOIS                 ,WILL,"-106,817","-11,609","-38,192","-15,852","-128,058",,,,,,,,,,,
14990,ILLINOIS                 ,WILLIAMSON,"34,625","32,171","-23,861","-35,563","-5,557",,,,,,,,,,,
14991,ILLINOIS                 ,WINNEBAGO,"93,579","102,909","-73,129","-126,259","-29,021",,,,,,,,,,,
14992,ILLINOIS                 ,WOODFORD,"7,546","6,032","-4,799","-7,439","-1,136",,,,,,,,,,,
15000,INDIANA                  ,ADAMS,"2,855",553,"-7,987","-8,578",-248,,,,,,,,,,,
15010,INDIANA                  ,ALLEN,"61,148","16,070","-122,482","-141,689","-4,459",,,,,,,,,,,
15020,INDIANA                  ,BARTHOLOMEW,"16,002","5,024","-38,386","-43,924","-1,074",,,,,,,,,,,
15030,INDIANA                  ,BENTON,"1,633",540,"-3,957","-4,775",-131,,,,,,,,,,,
15040,INDIANA                  ,BLACKFORD,"3,834","1,094","-7,586","-8,623",-246,,,,,,,,,,,
15050,INDIANA                  ,BOONE,"7,129","1,502","-13,146","-14,073",-300,,,,,,,,,,,
15060,INDIANA                  ,BROWN,"1,546",418,"-2,895","-3,986",-62,,,,,,,,,,,
15070,INDIANA                  ,CARROLL,"3,641",818,"-6,612","-5,781",-288,,,,,,,,,,,
15080,INDIANA                  ,CASS,"7,922","2,213","-15,670","-17,859",-437,,,,,,,,,,,
15090,INDIANA                  ,CLARK,"36,825","19,092","-81,951","-96,041",-71,,,,,,,,,,,
15100,INDIANA                  ,CLAY,"9,345","2,722","-18,130","-18,359",-479,,,,,,,,,,,
15110,INDIANA                  ,CLINTON,"7,671","2,108","-14,649","-15,085",-755,,,,,,,,,,,
15120,INDIANA                  ,CRAWFORD,"3,118","1,536","-6,353","-8,279",-17,,,,,,,,,,,
15130,INDIANA                  ,DAVIESS,"5,283","1,677","-10,395","-10,514",-198,,,,,,,,,,,
15140,INDIANA                  ,DEARBORN,"4,415",-463,"-20,532","-23,821","-3,641",,,,,,,,,,,
15150,INDIANA                  ,DECATUR,"4,005","1,124","-7,847","-9,504",-224,,,,,,,,,,,
15160,INDIANA                  ,DE KALB,"7,152","2,104","-15,892","-18,566",-555,,,,,,,,,,,
15170,INDIANA                  ,DELAWARE,"32,318","9,218","-71,522","-80,263","-2,102",,,,,,,,,,,
15180,INDIANA                  ,DUBOIS,"4,514","1,763","-11,002","-13,003",-210,,,,,,,,,,,
15190,INDIANA                  ,ELKHART,"26,727","8,306","-58,451","-69,940","-2,342",,,,,,,,,,,
15200,INDIANA                  ,FAYETTE,"7,921","2,083","-17,461","-16,884","-1,027",,,,,,,,,,,
15210,INDIANA                  ,FLOYD,"21,040","11,620","-54,311","-59,892",-62,,,,,,,,,,,
15220,INDIANA                  ,FOUNTAIN,"4,127","1,749","-7,742","-8,605",-268,,,,,,,,,,,
15230,INDIANA                  ,FRANKLIN,"1,478",-232,"-4,792","-6,059","-1,319",,,,,,,,,,,
15240,INDIANA                  ,FULTON,"3,011",954,"-6,212","-7,634",-176,,,,,,,,,,,
15250,INDIANA                  ,GIBSON,"5,144","1,707","-10,693","-12,387",-127,,,,,,,,,,,
15260,INDIANA                  ,GRANT,"22,126","6,100","-47,341","-58,571","-1,564",,,,,,,,,,,
15270,INDIANA                  ,GREENE,"8,221","2,559","-17,788","-17,260",-553,,,,,,,,,,,
15280,INDIANA                  ,HAMILTON,"18,450","4,971","-38,055","-39,539",-943,,,,,,,,,,,
15290,INDIANA                  ,HANCOCK,"9,403","2,374","-20,885","-22,128",-487,,,,,,,,,,,
15300,INDIANA                  ,HARRISON,"9,598","4,389","-20,677","-24,148",-33,,,,,,,,,,,
15310,INDIANA                  ,HENDRICKS,"12,579","3,624","-26,806","-27,875",-727,,,,,,,,,,,
15320,INDIANA                  ,HENRY,"11,771","3,191","-24,211","-25,670",-753,,,,,,,,,,,
15330,INDIANA                  ,HOWARD,"28,299","8,213","-59,663","-63,257","-1,613",,,,,,,,,,,
15340,INDIANA                  ,HUNTINGTON,"6,203","1,980","-12,952","-14,531",-557,,,,,,,,,,,
15350,INDIANA                  ,JACKSON,"7,734","2,479","-15,578","-18,294",-339,,,,,,,,,,,
15360,INDIANA                  ,JASPER,"6,212","1,654","-13,036","-14,238","-1,287",,,,,,,,,,,
15370,INDIANA                  ,JAY,"4,332","1,223","-10,173","-11,124",-334,,,,,,,,,,,
15380,INDIANA                  ,JEFFERSON,"8,233","4,470","-22,677","-27,410",-640,,,,,,,,,,,
15390,INDIANA                  ,JENNINGS,"7,105","1,985","-14,008","-14,313",-308,,,,,,,,,,,
15400,INDIANA                  ,JOHNSON,"18,889","5,501","-39,722","-45,864","-1,169",,,,,,,,,,,
15410,INDIANA                  ,KNOX,"12,446","4,159","-24,490","-25,668",-635,,,,,,,,,,,
15420,INDIANA                  ,KOSCIUSKO,"10,539","2,705","-18,755","-19,172",-618,,,,,,,,,,,
15430,INDIANA                  ,LAGRANGE,"2,535",886,"-7,255","-8,266",-201,,,,,,,,,,,
15440,INDIANA                  ,LAKE,"98,687","21,906","-266,344","-278,186","-21,032",,,,,,,,,,,
15450,INDIANA                  ,LA PORTE,"21,087","5,575","-53,144","-68,194","-2,979",,,,,,,,,,,
15460,INDIANA                  ,LAWRENCE,"11,451","3,533","-22,595","-25,014",-623,,,,,,,,,,,
15470,INDIANA                  ,MADISON,"33,396","10,358","-77,219","-87,181","-2,213",,,,,,,,,,,
15480,INDIANA                  ,MARION,"153,800","41,994","-324,871","-358,831","-8,898",,,,,,,,,,,
15490,INDIANA                  ,MARSHALL,"5,628","1,759","-13,227","-14,288",-603,,,,,,,,,,,
15500,INDIANA                  ,MARTIN,"2,264",697,"-3,359","-4,914",-89,,,,,,,,,,,
15510,INDIANA                  ,MIAMI,"8,938","2,909","-17,689","-19,788",-540,,,,,,,,,,,
15520,INDIANA                  ,MONROE,"21,957","6,645","-50,385","-55,646","-1,503",,,,,,,,,,,
15530,INDIANA                  ,MONTGOMERY,"7,859","2,138","-16,822","-19,191",-429,,,,,,,,,,,
15540,INDIANA                  ,MORGAN,"11,307","3,486","-24,412","-26,944",-717,,,,,,,,,,,
15550,INDIANA                  ,NEWTON,"2,004",886,"-5,415","-5,974",-341,,,,,,,,,,,
15560,INDIANA                  ,NOBLE,"7,064","2,027","-13,923","-15,056",-526,,,,,,,,,,,
15570,INDIANA                  ,OHIO,968,46,"-3,249","-3,324",-479,,,,,,,,,,,
15580,INDIANA                  ,ORANGE,"4,126","1,547","-8,166","-10,660",-141,,,,,,,,,,,
15590,INDIANA                  ,OWEN,"4,033","1,108","-8,634","-8,638",-213,,,,,,,,,,,
15600,INDIANA                  ,PARKE,"4,347","1,164","-7,742","-8,221",-240,,,,,,,,,,,
15610,INDIANA                  ,PERRY,"3,106","1,893","-7,513","-9,155",58,,,,,,,,,,,
15620,INDIANA                  ,PIKE,"2,770",792,"-6,096","-6,879",-118,,,,,,,,,,,
15630,INDIANA                  ,PORTER,"29,429","7,073","-68,296","-74,395","-4,391",,,,,,,,,,,
15640,INDIANA                  ,POSEY,"4,012","1,104","-7,925","-11,360",-202,,,,,,,,,,,
15650,INDIANA                  ,PULASKI,"2,665",982,"-6,667","-6,410",-249,,,,,,,,,,,
15660,INDIANA                  ,PUTNAM,"5,824","1,843","-12,808","-14,197",-298,,,,,,,,,,,
15670,INDIANA                  ,RANDOLPH,"5,074","1,032","-10,188","-11,635",-636,,,,,,,,,,,
15680,INDIANA                  ,RIPLEY,"4,212",347,"-12,868","-13,366","-1,630",,,,,,,,,,,
15690,INDIANA                  ,RUSH,"2,682",967,"-6,476","-6,660",-135,,,,,,,,,,,
15700,INDIANA                  ,ST. JOSEPH,"43,324","13,482","-100,151","-108,130","-3,349",,,,,,,,,,,
15710,INDIANA                  ,SCOTT,"8,934","4,942","-22,157","-23,497",41,,,,,,,,,,,
15720,INDIANA                  ,SHELBY,"7,060","2,094","-15,701","-16,742",-408,,,,,,,,,,,
15730,INDIANA                  ,SPENCER,"3,582","1,798","-6,509","-7,260",-13,,,,,,,,,,,
15740,INDIANA                  ,STARKE,"6,288","2,226","-15,495","-14,505",-693,,,,,,,,,,,
15750,INDIANA                  ,STEUBEN,"5,257","1,496","-11,854","-12,025",-745,,,,,,,,,,,
15760,INDIANA                  ,SULLIVAN,"6,779","2,044","-13,221","-14,239",-341,,,,,,,,,,,
15770,INDIANA                  ,SWITZERLAND,"1,802",509,"-4,548","-4,994",-174,,,,,,,,,,,
15780,INDIANA                  ,TIPPECANOE,"28,390","9,112","-69,248","-73,495","-2,167",,,,,,,,,,,
15790,INDIANA                  ,TIPTON,"3,057","1,065","-5,564","-6,209",-124,,,,,,,,,,,
15800,INDIANA                  ,UNION,"1,252",-144,"-3,166","-2,941",-321,,,,,,,,,,,
15810,INDIANA                  ,VANDERBURGH,"46,342","14,795","-104,718","-119,566","-2,846",,,,,,,,,,,
15820,INDIANA                  ,VERMILLION,"5,103","1,904","-9,973","-10,946",-270,,,,,,,,,,,
15830,INDIANA                  ,VIGO,"41,447","12,755","-84,509","-88,976","-2,119",,,,,,,,,,,
