DISABLED -- REPRICING ADJUSTMENTS TO THE 2008-2012 HOME HEALTH  REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART A REIMBURSEMENT,,,,,,ADJUSTMENT TO PART B REIMBURSEMENT,,,,,
44400,TENNESSEE                ,HICKMAN,"-6,335","-2,711","-4,953","-2,183","-1,655",,"-5,141","-4,271","-5,852","-2,867","-2,760",
44410,TENNESSEE                ,HOUSTON,-761,"-1,030","-1,776","-1,751","-1,669",,-514,"-1,775","-2,033","-4,776","-1,741",
44420,TENNESSEE                ,HUMPHREYS,"-2,358","-3,764","-3,119","-2,513","-2,578",,"-4,927","-6,747","-8,472","-9,384","-5,945",
44430,TENNESSEE                ,JACKSON,"-1,386","-2,165","-2,000","-2,279",-887,,"-2,080","-2,745","-3,577","-5,831","-3,743",
44440,TENNESSEE                ,JEFFERSON,"-11,782","-8,655","-6,969","-2,821","-2,529",,"-24,228","-23,769","-11,288","-5,671","-5,357",
44450,TENNESSEE                ,JOHNSON,"-6,468","-1,546","-2,170","-2,014","-2,271",,"-4,455","-6,187","-4,672","-4,106","-3,318",
44460,TENNESSEE                ,KNOX,"-43,105","-35,095","-33,002","-27,623","-27,388",,"-79,541","-65,279","-63,761","-45,070","-40,420",
44470,TENNESSEE                ,LAKE,"-1,931","-2,032","-2,548","-2,071",-886,,"-5,319","-7,018","-7,639","-10,018","-3,171",
44480,TENNESSEE                ,LAUDERDALE,"-2,977","-3,921","-7,105","-5,677","-4,381",,"-5,415","-15,054","-18,991","-20,882","-12,241",
44490,TENNESSEE                ,LAWRENCE,"-6,204","-5,949","-8,971","-8,923","-6,252",,"-15,358","-18,331","-22,135","-23,655","-14,575",
44500,TENNESSEE                ,LEWIS,"-1,277","-1,208",-874,"-2,168",-967,,"-1,402","-2,352","-2,782","-2,439",-878,
44510,TENNESSEE                ,LINCOLN,"-3,872","-4,373","-3,033","-5,430","-3,748",,"-5,406","-6,287","-7,738","-9,706","-5,086",
44520,TENNESSEE                ,LOUDON,"-4,146","-6,000","-4,650","-4,053","-3,363",,"-8,363","-7,939","-10,240","-6,990","-5,921",
44530,TENNESSEE                ,MCMINN,"-4,619","-8,530","-7,501","-6,075","-5,497",,"-11,684","-15,961","-19,345","-21,618","-11,448",
44540,TENNESSEE                ,MCNAIRY,"-5,944","-8,045","-6,653","-10,323","-6,233",,"-8,249","-19,660","-17,215","-16,008","-11,478",
44550,TENNESSEE                ,MACON,"-5,077","-2,826","-5,095","-1,583","-2,073",,"-7,545","-7,509","-10,453","-5,846","-4,808",
44560,TENNESSEE                ,MADISON,"-17,253","-32,429","-37,690","-26,495","-17,540",,"-45,965","-43,154","-77,387","-58,907","-29,289",
44570,TENNESSEE                ,MARION,"-8,618","-3,728","-4,883","-5,074","-2,819",,"-14,970","-9,960","-7,871","-11,497","-7,027",
44580,TENNESSEE                ,MARSHALL,"-3,373","-4,556","-5,409","-2,974","-2,493",,"-4,877","-4,107","-4,674","-4,856","-4,234",
44590,TENNESSEE                ,MAURY,"-7,765","-9,361","-11,495","-10,959","-4,849",,"-10,938","-17,766","-23,874","-23,591","-13,508",
44600,TENNESSEE                ,MEIGS,"-1,039","-2,389","-1,489","-3,103","-1,774",,"-3,644","-3,250","-4,857","-6,787","-3,096",
44610,TENNESSEE                ,MONROE,"-5,554","-7,537","-7,462","-8,982","-5,998",,"-4,027","-6,247","-7,661","-9,650","-6,527",
44620,TENNESSEE                ,MONTGOMERY,"-21,355","-23,961","-20,734","-16,752","-24,540",,"-29,621","-29,883","-24,850","-34,943","-36,308",
44630,TENNESSEE                ,MOORE,-228,-364,-140,-561,-305,,-969,-954,0,0,0,
44640,TENNESSEE                ,MORGAN,"-2,736","-2,622","-2,104","-1,852","-1,968",,"-5,950","-8,754","-5,927","-4,754","-1,753",
44650,TENNESSEE                ,OBION,"-3,293","-6,568","-8,023","-7,883","-5,309",,"-12,718","-19,396","-23,012","-26,129","-12,466",
44660,TENNESSEE                ,OVERTON,"-3,777","-6,152","-6,035","-4,301","-2,883",,"-3,998","-4,908","-7,782","-7,726","-6,022",
44670,TENNESSEE                ,PERRY,"-1,118","-1,106","-1,396","-2,101",-107,,"-2,363","-3,017","-3,071","-3,517","-1,811",
44680,TENNESSEE                ,PICKETT,-776,"-1,211","-1,834","-2,577","-1,065",,"-1,279","-3,299","-4,148","-5,006","-3,850",
44690,TENNESSEE                ,POLK,"-2,046","-3,135",-596,"-1,584","-1,785",,"-5,647","-8,546",-859,"-2,215","-1,378",
44700,TENNESSEE                ,PUTNAM,"-8,542","-13,042","-14,611","-18,125","-10,832",,"-19,135","-25,492","-33,976","-47,169","-26,319",
44710,TENNESSEE                ,RHEA,"-3,341","-5,054","-4,428","-4,208","-2,730",,"-4,313","-7,581","-7,914","-9,847","-5,242",
44720,TENNESSEE                ,ROANE,"-8,716","-8,210","-11,188","-7,730","-6,062",,"-9,765","-18,623","-18,786","-22,670","-13,135",
44730,TENNESSEE                ,ROBERTSON,"-10,464","-8,213","-11,754","-8,281","-3,386",,"-13,794","-10,404","-21,759","-12,419","-6,037",
44740,TENNESSEE                ,RUTHERFORD,"-27,082","-20,236","-26,651","-18,534","-7,998",,"-40,272","-35,609","-63,867","-27,313","-14,142",
44750,TENNESSEE                ,SCOTT,"-3,586","-4,074","-4,272","-1,926","-2,254",,"-12,723","-13,314","-15,312","-11,402","-6,199",
44760,TENNESSEE                ,SEQUATCHIE,"-3,653","-4,923","-2,245","-2,837",-511,,"-11,869","-9,392","-6,910","-8,482","-5,432",
44770,TENNESSEE                ,SEVIER,"-4,927","-4,683","-6,867","-8,952","-3,477",,"-6,361","-10,451","-11,335","-13,815","-11,135",
44780,TENNESSEE                ,SHELBY,"-21,165","-23,271","-31,313","-33,032","-33,961",,"-58,063","-57,587","-81,007","-72,516","-64,700",
44790,TENNESSEE                ,SMITH,"-4,684","-1,941","-3,189","-3,608","-1,002",,"-8,923","-8,803","-11,637","-6,331","-3,586",
44800,TENNESSEE                ,STEWART,"-3,087","-3,677","-1,610","-2,458","-1,819",,"-2,874","-2,572","-1,869","-1,502","-1,964",
44810,TENNESSEE                ,SULLIVAN,"-19,217","-24,529","-35,313","-20,369","-8,166",,"-25,319","-31,425","-50,843","-25,431","-10,182",
44820,TENNESSEE                ,SUMNER,"-17,435","-10,880","-22,489","-11,068","-4,982",,"-37,386","-25,380","-50,792","-21,843","-12,790",
44830,TENNESSEE                ,TIPTON,"-1,998","-3,397","-2,433","-2,294","-2,866",,"-4,329","-4,198","-7,925","-6,326","-5,148",
44840,TENNESSEE                ,TROUSDALE,-983,"-1,358","-4,002",-893,-923,,"-2,064","-1,994","-3,442","-2,938",-996,
44850,TENNESSEE                ,UNICOI,"-3,025","-3,104","-3,645","-9,966","-2,858",,"-4,083","-10,520","-6,266","-5,389","-3,703",
44860,TENNESSEE                ,UNION,"-1,280","-2,791","-3,318","-1,502","-1,075",,"-8,568","-6,284","-6,763","-5,393","-5,245",
44870,TENNESSEE                ,VAN BUREN,"-1,357","-1,188",-872,"-1,245",-881,,"-1,686","-2,536","-2,187","-1,865",-793,
44880,TENNESSEE                ,WARREN,"-7,758","-10,905","-9,881","-13,330","-6,689",,"-19,505","-30,495","-27,386","-32,148","-23,825",
44890,TENNESSEE                ,WASHINGTON,"-16,147","-27,084","-25,361","-34,157","-15,466",,"-15,849","-34,257","-24,713","-35,293","-23,548",
44900,TENNESSEE                ,WAYNE,"-1,668","-2,910","-2,114","-1,918","-1,867",,"-2,788","-3,760","-5,345","-5,312","-4,298",
44910,TENNESSEE                ,WEAKLEY,"-6,395","-6,245","-8,076","-7,130","-4,888",,"-13,090","-19,591","-22,778","-24,687","-15,035",
44920,TENNESSEE                ,WHITE,"-3,053","-4,815","-6,316","-4,373","-2,670",,"-7,985","-10,272","-11,946","-15,389","-8,181",
44930,TENNESSEE                ,WILLIAMSON,"-6,018","-4,727","-6,646","-3,094","-1,195",,"-8,652","-7,450","-10,845","-3,949","-2,591",
44940,TENNESSEE                ,WILSON,"-12,943","-10,440","-18,357","-10,663","-5,577",,"-28,345","-25,905","-38,746","-21,538","-11,901",
45000,TEXAS                    ,ANDERSON,"-1,450",78,"2,335","1,419",-846,,"-4,811","-1,179","11,280","8,947","-3,187",
45010,TEXAS                    ,ANDREWS,-40,-6,557,113,-15,,-459,-33,901,357,-128,
45020,TEXAS                    ,ANGELINA,"-2,032",-2,"5,221","2,446","-1,582",,"-13,695",-398,"32,429","20,132","-8,890",
45030,TEXAS                    ,ARANSAS,-438,-717,"-1,737",-872,"-1,379",,"-2,009",-700,"-3,736","-1,890","-3,577",
45040,TEXAS                    ,ARCHER,"1,342",334,"1,034",35,"-1,245",,"11,197","5,608","3,966",149,"-4,930",
45050,TEXAS                    ,ARMSTRONG,-65,63,0,0,122,,-170,66,917,748,510,
45060,TEXAS                    ,ATASCOSA,552,758,"1,026",-311,-542,,542,551,"1,031",-491,"-1,094",
45070,TEXAS                    ,AUSTIN,12,463,790,520,-17,,-569,"2,356","3,332","4,649",-205,
45080,TEXAS                    ,BAILEY,-202,0,102,130,-31,,-434,-11,684,449,-231,
45090,TEXAS                    ,BANDERA,856,455,423,-130,-221,,929,"1,256",970,-255,-542,
45100,TEXAS                    ,BASTROP,996,"1,261","1,591","1,954","1,102",,"1,311","3,453","4,664","5,388","3,563",
45110,TEXAS                    ,BAYLOR,-84,-10,532,183,-84,,336,-17,"1,045",725,-253,
45113,TEXAS                    ,BEE,-131,219,867,517,-325,,"-2,428",-176,"4,668","2,900","-1,628",
45120,TEXAS                    ,BELL,"26,997","8,531","15,851","11,080","-45,272",,"70,941","24,458","44,873","43,414","-111,906",
45130,TEXAS                    ,BEXAR,"25,234","19,017","24,418","-17,519","-19,671",,"43,128","47,506","70,542","-48,153","-59,101",
45140,TEXAS                    ,BLANCO,-120,1,317,-27,-43,,-88,14,727,471,-272,
45150,TEXAS                    ,BORDEN,0,0,0,0,0,,0,0,0,0,0,
45160,TEXAS                    ,BOSQUE,-39,-342,636,209,-709,,-953,-752,817,"-2,289","-1,292",
45170,TEXAS                    ,BOWIE,"-11,008","-24,988","-27,297","-10,856","-18,394",,"-29,289","-68,754","-78,071","-33,317","-57,355",
45180,TEXAS                    ,BRAZORIA,-535,"4,531","4,851","4,736",-58,,534,"22,312","26,435","33,844","-4,784",
45190,TEXAS                    ,BRAZOS,"2,753","4,312",977,-611,"-3,340",,"2,967","7,511","7,467","-2,366","-23,610",
45200,TEXAS                    ,BREWSTER,-201,-7,159,297,-42,,-221,-553,257,65,-172,
45201,TEXAS                    ,BRISCOE,0,-1,139,0,52,,-118,-5,31,0,0,
45210,TEXAS                    ,BROOKS,-137,-1,920,323,-195,,"-1,317",-685,"6,343","3,774","-2,041",
45220,TEXAS                    ,BROWN,"-1,072",-149,"2,038","1,579",-671,,"-1,232",-166,"8,339","4,610","-2,657",
45221,TEXAS                    ,BURLESON,214,286,84,-169,-490,,921,"1,769",880,-270,"-2,599",
45222,TEXAS                    ,BURNET,-430,14,"1,592",808,-210,,"-1,110",28,"1,921","1,111",-831,
45223,TEXAS                    ,CALDWELL,421,"1,211",908,935,403,,728,"1,947","2,720","3,522","2,794",
45224,TEXAS                    ,CALHOUN,"1,757","4,322","4,081","2,211","3,104",,"2,542","7,680","9,455","7,873","9,292",
45230,TEXAS                    ,CALLAHAN,"1,254",152,66,"1,065",-461,,"3,047","1,182","2,793","1,965","-1,047",
45240,TEXAS                    ,CAMERON,"-51,600","-44,015","-57,585","-58,792","-53,465",,"-312,178","-385,498","-544,708","-506,560","-488,336",
45250,TEXAS                    ,CAMP,77,-27,712,691,-31,,"-1,770","2,872","6,643","3,261",-386,
45251,TEXAS                    ,CARSON,-72,94,257,590,110,,-427,184,"1,592","1,262",829,
45260,TEXAS                    ,CASS,-998,-850,851,"1,228",-658,,"-8,358","-9,480","8,397","4,140","-2,235",
45270,TEXAS                    ,CASTRO,-157,-5,83,107,-19,,0,-15,563,217,338,
45280,TEXAS                    ,CHAMBERS,18,949,719,526,-46,,91,"2,748","2,272","1,494",-233,
45281,TEXAS                    ,CHEROKEE,"-1,353",-238,"2,643","2,140",-499,,"-4,171",109,"10,331","6,635","-2,172",
45290,TEXAS                    ,CHILDRESS,-195,-2,117,97,-140,,-509,-218,888,357,-251,
45291,TEXAS                    ,CLAY,"3,782","1,506","1,822",55,"-1,640",,"9,285","5,221","2,880",105,"-4,109",
45292,TEXAS                    ,COCHRAN,-9,-5,222,54,-9,,-349,-18,419,237,266,
45300,TEXAS                    ,COKE,-107,-72,54,0,0,,-410,-297,943,221,-141,
45301,TEXAS                    ,COLEMAN,-259,-14,168,314,-129,,-760,-143,"1,609",907,-820,
45310,TEXAS                    ,COLLIN,"-1,620","-5,005","2,328","1,193","1,989",,"-6,072","-12,985","6,913","2,993","5,776",
45311,TEXAS                    ,COLLINGSWORTH,0,-6,119,41,0,,-534,-22,876,730,-514,
45312,TEXAS                    ,COLORADO,-58,-12,481,325,-86,,-899,458,"2,315","2,439",-823,
45320,TEXAS                    ,COMAL,"1,503","1,359","1,570","-1,013",-724,,"2,945","2,165","3,423","-2,675","-2,666",
45321,TEXAS                    ,COMANCHE,-220,-27,589,278,-170,,-325,-192,728,481,-369,
45330,TEXAS                    ,CONCHO,-120,24,416,115,-18,,-308,101,284,246,-33,
45340,TEXAS                    ,COOKE,-730,-87,"2,559",943,-211,,"-1,269",-395,"4,848","2,422","-1,220",
45341,TEXAS                    ,CORYELL,"5,356","1,575","3,999","2,131","-6,590",,"12,793","3,020","5,865","4,307","-18,589",
45350,TEXAS                    ,COTTLE,-18,-1,164,77,-40,,-287,-9,335,172,-56,
45360,TEXAS                    ,CRANE,-67,-7,0,92,-11,,-118,253,705,457,-307,
45361,TEXAS                    ,CROCKETT,-63,-5,24,14,-41,,-4,-3,282,122,-84,
45362,TEXAS                    ,CROSBY,458,550,290,248,297,,"1,129",558,"1,047",764,170,
45370,TEXAS                    ,CULBERSON,-10,0,86,16,-46,,-169,-12,304,109,-81,
45380,TEXAS                    ,DALLAM,-59,-145,0,112,-15,,-194,-51,426,421,194,
45390,TEXAS                    ,DALLAS,"-16,704","-25,679","8,423","6,897","10,656",,"-148,028","-167,659","73,757","55,518","104,959",
45391,TEXAS                    ,DAWSON,-485,-29,485,317,-129,,-830,-29,"2,093",696,-589,
45392,TEXAS                    ,DEAF SMITH,-294,-71,475,151,-74,,-424,169,"1,767","1,157",-187,
45400,TEXAS                    ,DELTA,-281,-311,106,22,10,,-506,-815,483,336,396,
45410,TEXAS                    ,DENTON,"-1,938","-3,536","1,610","1,365","1,305",,"-11,580","-11,213","5,951","4,645","5,447",
45420,TEXAS                    ,DEWITT,-245,89,"1,635","1,176",-126,,-540,-113,960,891,-167,
45421,TEXAS                    ,DICKENS,-72,0,20,34,-10,,-155,-6,196,142,-42,
45430,TEXAS                    ,DIMMIT,-135,-15,153,148,-92,,-189,-1,840,403,-176,
45431,TEXAS                    ,DONLEY,51,-6,166,83,-26,,-534,-24,973,"1,180",-103,
45440,TEXAS                    ,DUVAL,-425,-49,622,528,-188,,"-5,272",-611,"6,834","4,703","-3,142",
45450,TEXAS                    ,EASTLAND,-438,-111,"1,192",428,-322,,"-1,494",74,"3,453","2,853","-1,885",
45451,TEXAS                    ,ECTOR,"-6,610","5,629","-2,845","4,304","-1,324",,"-21,784","18,788","-12,290","26,690","-10,562",
45460,TEXAS                    ,EDWARDS,-88,-6,112,0,-53,,-167,9,427,114,-44,
45470,TEXAS                    ,ELLIS,"-1,413","-1,859",915,532,690,,"-6,358","-14,906","5,304","3,345","5,349",
45480,TEXAS                    ,EL PASO,"-59,723","-28,471","-13,917","-3,610","-8,436",,"-152,964","-84,048","-42,687","-14,937","-32,431",
45490,TEXAS                    ,ERATH,-365,163,403,598,-178,,-900,63,"1,409","1,145",-600,
45500,TEXAS                    ,FALLS,-456,-107,"1,095",636,-834,,-881,-118,"4,344","2,909","-2,154",
45510,TEXAS                    ,FANNIN,-302,-222,"2,652","1,857",-401,,"-2,409","-1,794","8,581","6,540",249,
45511,TEXAS                    ,FAYETTE,-233,106,770,281,-294,,"-1,035",35,"2,993","1,513",-696,
45520,TEXAS                    ,FISHER,-148,153,172,148,-67,,-309,-14,565,347,-107,
45521,TEXAS                    ,FLOYD,-156,-5,218,92,-34,,-246,-318,209,158,-13,
45522,TEXAS                    ,FOARD,0,-3,89,44,-8,,-45,-2,24,160,-69,
45530,TEXAS                    ,FORT BEND,266,"4,614","4,538","5,821",-32,,652,"24,780","32,297","34,066",19,
45531,TEXAS                    ,FRANKLIN,-141,-5,713,271,-102,,-950,-55,"1,942","1,518",-409,
45540,TEXAS                    ,FREESTONE,-441,-69,804,449,-169,,-884,-288,"3,532","2,253","-1,022",
45541,TEXAS                    ,FRIO,-208,-10,369,217,-54,,-501,-54,"1,463","1,387",-674,
45542,TEXAS                    ,GAINES,-222,-89,355,91,-40,,-212,-10,148,358,-311,
45550,TEXAS                    ,GALVESTON,251,"5,699","7,887","8,874",-66,,927,"30,882","34,603","38,607",-684,
45551,TEXAS                    ,GARZA,56,-5,356,353,-56,,"-4,045",-21,472,320,-91,
45552,TEXAS                    ,GILLESPIE,-163,40,293,319,-206,,-271,-31,825,355,-171,
45560,TEXAS                    ,GLASSCOCK,0,0,0,0,0,,0,0,-162,0,0,
45561,TEXAS                    ,GOLIAD,501,"1,148","1,377","1,133","2,009",,"1,947","2,835","3,105","2,468","1,355",
45562,TEXAS                    ,GONZALES,-219,-26,848,250,-284,,-314,841,"2,294","1,411",-668,
45563,TEXAS                    ,GRAY,-423,-43,968,661,-385,,"-2,460",-73,"4,035","2,322",-523,
45564,TEXAS                    ,GRAYSON,"17,357","-11,505","38,157","22,901","28,567",,"67,257","-50,049","156,311","86,582","131,139",
45570,TEXAS                    ,GREGG,"10,479","35,821","41,802","21,632","24,926",,"-19,390","38,112","184,361","65,980","65,807",
45580,TEXAS                    ,GRIMES,-167,21,766,271,-385,,-838,"1,095","5,759","2,824","-1,834",
45581,TEXAS                    ,GUADALUPE,"1,770","1,744","1,862","-1,126","-1,193",,"2,809","3,480","3,729","-2,153","-3,113",
45582,TEXAS                    ,HALE,-298,-10,657,328,238,,"-1,017",441,"4,289","2,028",228,
45583,TEXAS                    ,HALL,-126,-16,174,20,-23,,-506,-34,912,955,-106,
45590,TEXAS                    ,HAMILTON,-155,-13,338,287,-139,,-282,-99,965,513,-153,
45591,TEXAS                    ,HANSFORD,0,0,1,2,-8,,-145,-6,283,148,-69,
45592,TEXAS                    ,HARDEMAN,-124,-11,53,4,-101,,-150,-19,"1,049",454,-192,
45600,TEXAS                    ,HARDIN,934,"2,687","3,231","1,672","-1,646",,"3,017","7,555","12,399","7,625","-4,756",
45610,TEXAS                    ,HARRIS,"1,032","61,957","69,758","77,157",-759,,"-13,191","414,468","518,434","584,179","-7,134",
45620,TEXAS                    ,HARRISON,-572,981,"3,931","2,412",-868,,"-13,785","-10,960","18,259","9,110","-4,851",
45621,TEXAS                    ,HARTLEY,0,0,0,26,0,,0,0,0,0,0,
45630,TEXAS                    ,HASKELL,-73,-12,61,337,-41,,-172,-20,746,462,-217,
45631,TEXAS                    ,HAYS,"1,039","1,439","2,250","1,764","1,519",,"2,179","3,186","5,539","6,207","4,654",
45632,TEXAS                    ,HEMPHILL,-16,-2,14,13,0,,0,0,0,0,0,
45640,TEXAS                    ,HENDERSON,"-2,558",-356,"3,838","2,909",-833,,"-7,324",-915,"14,289","9,543","-4,163",
45650,TEXAS                    ,HIDALGO,"-87,398","-74,191","-48,747","-40,444","-37,796",,"-1,122,137","-1,018,051","-817,848","-641,020","-589,724",
45651,TEXAS                    ,HILL,"-1,114",-888,"1,992","1,098","-1,038",,"-2,915","-2,368","5,771","3,641","-1,529",
45652,TEXAS                    ,HOCKLEY,-340,32,418,435,-356,,155,357,"2,180","1,392",-296,
45653,TEXAS                    ,HOOD,"-1,223",-256,"1,563",928,-585,,"-2,106",-693,"3,367","2,447","-1,082",
45654,TEXAS                    ,HOPKINS,-999,-262,"1,931","1,156",-810,,"-3,193",-670,"8,589","6,621","-2,643",
45660,TEXAS                    ,HOUSTON,-400,6,"1,022",737,-252,,"-2,734",86,"5,076","4,907","-1,343",
45661,TEXAS                    ,HOWARD,-875,65,673,978,"-1,037",,"-3,289",185,"5,171","3,175","-1,968",
45662,TEXAS                    ,HUDSPETH,0,0,-46,0,-12,,0,-51,0,57,-59,
45670,TEXAS                    ,HUNT,"-1,057","-1,959",942,944,441,,"-4,985","-9,114","4,445","2,475","4,624",
45671,TEXAS                    ,HUTCHINSON,-336,13,"1,242",283,-136,,"-1,620",-78,"2,473","1,204",-225,
45672,TEXAS                    ,IRION,-732,-647,207,-307,0,,1,462,319,-435,-436,
45680,TEXAS                    ,JACK,-95,-9,235,225,-200,,442,104,846,788,-472,
45681,TEXAS                    ,JACKSON,-153,344,926,146,-6,,-719,"1,185","3,484","1,789",-376,
45690,TEXAS                    ,JASPER,-517,-162,"1,751","1,093",-674,,"-5,478",365,"11,752","7,471","-3,675",
45691,TEXAS                    ,JEFF DAVIS,-27,0,106,0,0,,-37,-1,0,11,0,
45700,TEXAS                    ,JEFFERSON,"7,227","12,250","18,024","10,073","-7,591",,"21,603","45,668","77,980","48,827","-26,730",
45710,TEXAS                    ,JIM HOGG,-368,-15,124,72,-176,,"-1,510","-2,406","1,871",898,-590,
45711,TEXAS                    ,JIM WELLS,"-1,561",-206,"1,832","1,061","-1,138",,"-9,596","-5,270","19,771","13,678","-8,531",
45720,TEXAS                    ,JOHNSON,"-3,054","-5,722","2,678","2,815",780,,"-15,753","-11,057","6,595","8,390","2,056",
45721,TEXAS                    ,JONES,722,905,"1,192","1,115",-528,,"1,823",661,"2,100","1,177",-795,
45722,TEXAS                    ,KARNES,-151,32,590,91,-92,,-392,325,732,439,-283,
45730,TEXAS                    ,KAUFMAN,"-1,238","-1,903","1,925",941,299,,"-8,870","-8,351","8,047","4,433","2,445",
45731,TEXAS                    ,KENDALL,203,245,190,-246,-277,,"1,149",961,"1,162",-233,-510,
45732,TEXAS                    ,KENEDY,0,0,0,0,0,,0,0,51,57,0,
45733,TEXAS                    ,KENT,0,0,21,41,0,,0,-28,124,11,-52,
45734,TEXAS                    ,KERR,-503,19,769,740,-452,,"-1,609",-138,"2,160","1,205",-787,
45740,TEXAS                    ,KIMBLE,-187,-3,185,99,-63,,-97,-19,450,502,-144,
45741,TEXAS                    ,KING,-22,0,0,0,0,,0,0,47,37,0,
45742,TEXAS                    ,KINNEY,-163,-8,281,171,-62,,-1,-6,418,231,-459,
45743,TEXAS                    ,KLEBERG,"-1,304",-243,851,732,-517,,"-3,276","-1,193","6,176","4,633","-2,172",
45744,TEXAS                    ,KNOX,0,49,175,111,-31,,-222,-12,0,10,-19,
45750,TEXAS                    ,LAMAR,"-1,907",-224,"3,547","3,000","-1,079",,"-9,695","-1,070","20,301","11,254","-5,598",
45751,TEXAS                    ,LAMB,-132,-21,291,460,-94,,-400,-220,"1,013",790,188,
45752,TEXAS                    ,LAMPASAS,"3,435","1,361","1,361",875,"-1,760",,"6,735","2,904","4,887","2,283","-8,440",
45753,TEXAS                    ,LA SALLE,-67,-2,43,44,-16,,-251,-18,194,37,-77,
45754,TEXAS                    ,LAVACA,-455,-40,"1,249",689,-331,,-964,618,"2,479","1,300",-475,
45755,TEXAS                    ,LEE,-101,55,804,174,-145,,-414,132,"1,315","1,373",-684,
45756,TEXAS                    ,LEON,-345,173,"1,179",606,-318,,"-1,371",85,"2,349","1,303",-651,
45757,TEXAS                    ,LIBERTY,100,"2,312","2,802","3,521",-57,,279,"10,019","10,280","11,303",-57,
45758,TEXAS                    ,LIMESTONE,-362,-72,894,578,-712,,"-2,426",-849,"4,130","3,024","-1,457",
45759,TEXAS                    ,LIPSCOMB,-10,0,35,50,-19,,-98,-6,214,115,-86,
45760,TEXAS                    ,LIVE OAK,-82,-11,240,183,-114,,-779,-53,944,757,-389,
45761,TEXAS                    ,LLANO,21,-15,"1,166",475,-468,,"-1,196",17,"2,004","1,045",-356,
45762,TEXAS                    ,LOVING,0,0,0,0,0,,0,0,0,0,0,
45770,TEXAS                    ,LUBBOCK,"18,825","15,920","14,686","9,921","14,826",,"44,841","44,428","46,639","23,337","29,461",
45771,TEXAS                    ,LYNN,-13,-4,333,72,-26,,-89,357,965,491,218,
45772,TEXAS                    ,MCCULLOCH,-163,-12,541,415,-34,,-602,-41,919,821,-523,
45780,TEXAS                    ,MCLENNAN,"-9,083","-19,823","-6,719","-8,546","-22,629",,"-35,398","-52,233","-28,662","-33,797","-96,956",
45781,TEXAS                    ,MCMULLEN,0,0,0,0,0,,0,0,0,0,0,
45782,TEXAS                    ,MADISON,-108,129,513,326,-228,,-660,798,"3,034","2,595","-1,050",
45783,TEXAS                    ,MARION,-501,-23,"1,501",426,-129,,"-1,699","-1,410","5,816","3,026",-901,
45784,TEXAS                    ,MARTIN,-33,-3,0,31,-37,,15,272,987,341,-608,
45785,TEXAS                    ,MASON,-157,-13,145,61,-33,,-339,-14,265,431,-173,
45790,TEXAS                    ,MATAGORDA,-725,350,926,784,-279,,"-3,008",627,"8,240","-3,814","-2,460",
45791,TEXAS                    ,MAVERICK,-944,29,"1,940",961,-377,,"-2,407",511,"6,177","3,783","-1,532",
45792,TEXAS                    ,MEDINA,678,535,646,-535,-630,,"-19,684","-19,547","-16,005","-12,229","-3,266",
45793,TEXAS                    ,MENARD,-13,-2,19,20,-29,,-456,16,247,157,-1,
45794,TEXAS                    ,MIDLAND,458,"2,546","9,376","4,972","-6,366",,"1,595","18,831","39,394","24,804","-27,556",
45795,TEXAS                    ,MILAM,-704,0,942,-34,-552,,-886,137,"4,763","3,588","-2,400",
45796,TEXAS                    ,MILLS,-19,-1,137,107,-17,,-170,-4,196,134,-140,
45797,TEXAS                    ,MITCHELL,0,-1,68,249,-224,,-99,-11,254,69,-125,
45800,TEXAS                    ,MONTAGUE,-83,700,"1,470",717,-196,,"-1,740",273,"2,315","2,335","-1,517",
45801,TEXAS                    ,MONTGOMERY,"-2,875","4,834","5,272","8,381","-1,010",,-49,"15,035","20,643","25,752","-1,882",
45802,TEXAS                    ,MOORE,-261,-15,419,424,-118,,-375,-35,796,673,-368,
45803,TEXAS                    ,MORRIS,-546,353,797,806,-218,,"-2,092",211,"4,802","2,471","-1,326",
45804,TEXAS                    ,MOTLEY,0,0,5,0,-37,,-87,0,0,13,4,
45810,TEXAS                    ,NACOGDOCHES,"-1,677",38,"4,456","2,713",-635,,"-7,721","3,157","25,010","18,010","-7,143",
45820,TEXAS                    ,NAVARRO,-900,-365,"2,780","1,061",-592,,"-9,966","-3,972","17,105","11,468","-5,909",
45821,TEXAS                    ,NEWTON,-340,-25,"1,229",731,-238,,"-2,902",-596,"4,967","2,646","-1,443",
45822,TEXAS                    ,NOLAN,-346,-13,276,366,-199,,-324,223,"1,374",590,-483,
45830,TEXAS                    ,NUECES,"-7,553","-8,994","-17,874","-6,613","-10,638",,"-44,356","-44,132","-83,725","-41,753","-70,501",
45831,TEXAS                    ,OCHILTREE,-64,-2,76,16,-22,,-149,-11,446,191,-80,
45832,TEXAS                    ,OLDHAM,-12,0,139,0,0,,0,6,8,0,0,
45840,TEXAS                    ,ORANGE,"2,288","3,537","6,207","3,744","-2,553",,"6,745","13,636","20,829","12,754","-8,067",
45841,TEXAS                    ,PALO PINTO,-638,-208,"2,287",739,-450,,"-1,901",-313,"4,018","2,581","-1,494",
45842,TEXAS                    ,PANOLA,-481,-6,"1,303",569,5,,"-1,172","1,416","4,161","3,602","-1,203",
