AGED -- REPRICING ADJUSTMENTS TO THE 2008-2012 UNCOMPENSATED CARE REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART A REIMBURSEMENT,,,,,,,,,,
14650,ILLINOIS                 ,MCLEAN,"76,783","238,908","183,568","207,532","166,024",,,,,,
14660,ILLINOIS                 ,MACON,"-642,920","-446,478","-834,592","-1,055,768","-936,389",,,,,,
14670,ILLINOIS                 ,MACOUPIN,"-120,638","-149,819","-156,217","-162,082","-195,137",,,,,,
14680,ILLINOIS                 ,MADISON,"-486,817","-286,427","-338,005","-149,154","-348,471",,,,,,
14690,ILLINOIS                 ,MARION,"-370,639","-385,757","-500,927","-440,962","-355,966",,,,,,
14700,ILLINOIS                 ,MARSHALL,"-29,847","-28,874","-19,646","-43,977","-49,303",,,,,,
14710,ILLINOIS                 ,MASON,"-43,167","-31,723","-65,889","-73,409","-44,799",,,,,,
14720,ILLINOIS                 ,MASSAC,"-6,326","-47,856","-36,989","-40,727","-14,348",,,,,,
14730,ILLINOIS                 ,MENARD,"13,240","10,640","-5,691","20,495",-975,,,,,,
14740,ILLINOIS                 ,MERCER,"-7,035","-12,301","-74,130","-79,784","-70,605",,,,,,
14750,ILLINOIS                 ,MONROE,"32,916","69,982","38,768","40,659","32,089",,,,,,
14760,ILLINOIS                 ,MONTGOMERY,"-98,642","-120,963","-137,763","-131,989","-160,524",,,,,,
14770,ILLINOIS                 ,MORGAN,"-85,522","-92,973","-85,636","-46,429","-60,841",,,,,,
14780,ILLINOIS                 ,MOULTRIE,"-101,021","-77,569","-173,752","-178,935","-105,251",,,,,,
14790,ILLINOIS                 ,OGLE,"-100,419","-128,373","-302,362","-292,247","-321,114",,,,,,
14800,ILLINOIS                 ,PEORIA,"-243,085","-157,314","-28,798","-261,742","-434,236",,,,,,
14810,ILLINOIS                 ,PERRY,"-170,849","-190,056","-268,263","-265,100","-270,961",,,,,,
14820,ILLINOIS                 ,PIATT,"-42,214","-24,211","-59,169","-77,538","-87,547",,,,,,
14830,ILLINOIS                 ,PIKE,"-42,625","-53,694","-25,928","-36,819","-36,177",,,,,,
14831,ILLINOIS                 ,POPE,"-6,133","-3,394","-6,686","-11,768","5,749",,,,,,
14850,ILLINOIS                 ,PULASKI,"-24,618","-40,690","-51,825","-65,978","-42,115",,,,,,
14860,ILLINOIS                 ,PUTNAM,"-39,081","-26,602","-6,189","-29,352","-35,349",,,,,,
14870,ILLINOIS                 ,RANDOLPH,"-46,516","-18,800","-118,737","-74,288","-111,476",,,,,,
14880,ILLINOIS                 ,RICHLAND,"-49,038","-38,894","-23,978","-57,513","-10,985",,,,,,
14890,ILLINOIS                 ,ROCK ISLAND,"-53,986","93,684","-669,720","-1,223,738","-736,605",,,,,,
14900,ILLINOIS                 ,ST. CLAIR,"692,102","693,367","275,471","601,957","146,401",,,,,,
14910,ILLINOIS                 ,SALINE,"435,971","275,108","438,500","378,698","401,065",,,,,,
14920,ILLINOIS                 ,SANGAMON,"-87,171","-374,851","-402,601","-115,681","-177,515",,,,,,
14921,ILLINOIS                 ,SCHUYLER,"-20,684","-23,769","-7,713","-29,325","-6,723",,,,,,
14940,ILLINOIS                 ,SCOTT,"-4,098","-12,666","-17,215","-4,649","-26,622",,,,,,
14950,ILLINOIS                 ,SHELBY,"-78,077","-79,570","-128,011","-121,718","-159,335",,,,,,
14960,ILLINOIS                 ,STARK,"-15,957","-33,317","-30,323","-49,605","-40,207",,,,,,
14970,ILLINOIS                 ,STEPHENSON,"-58,634","-153,348","-231,717","-352,353","-188,972",,,,,,
14980,ILLINOIS                 ,TAZEWELL,"-60,674","-237,052","6,825","-136,229","-188,573",,,,,,
14981,ILLINOIS                 ,UNION,"-197,804","-190,061","-191,332","-245,747","-228,861",,,,,,
14982,ILLINOIS                 ,VERMILION,"-176,087","-406,509","-487,178","-664,761","-601,191",,,,,,
14983,ILLINOIS                 ,WABASH,"44,827","32,316","3,773","1,465","26,226",,,,,,
14984,ILLINOIS                 ,WARREN,"-83,329","-66,679","-80,112","-96,874","-80,378",,,,,,
14985,ILLINOIS                 ,WASHINGTON,"-72,215","-24,772","-54,187","-31,936","-30,437",,,,,,
14986,ILLINOIS                 ,WAYNE,"-6,319","-28,080","-37,180","-45,240","-68,941",,,,,,
14987,ILLINOIS                 ,WHITE,"137,646","71,864","52,129","50,800","13,379",,,,,,
14988,ILLINOIS                 ,WHITESIDE,"295,804","25,295","-145,967","-190,298","-276,286",,,,,,
14989,ILLINOIS                 ,WILL,"1,259,787","1,019,030","626,059","-669,580","-951,447",,,,,,
14990,ILLINOIS                 ,WILLIAMSON,"-366,379","-498,936","-358,913","-570,557","-503,811",,,,,,
14991,ILLINOIS                 ,WINNEBAGO,"-398,467","-722,641","-1,449,922","-1,984,053","-1,286,633",,,,,,
14992,ILLINOIS                 ,WOODFORD,"-25,161","-9,732","-64,109","6,176","-39,241",,,,,,
15000,INDIANA                  ,ADAMS,"28,779","35,666","33,872","30,205","7,175",,,,,,
15010,INDIANA                  ,ALLEN,"1,905,347","2,041,344","1,931,614","1,348,712","1,052,092",,,,,,
15020,INDIANA                  ,BARTHOLOMEW,"275,692","-70,586","-169,814","-582,954","-619,347",,,,,,
15030,INDIANA                  ,BENTON,"44,182","64,398","30,421","10,336","-21,095",,,,,,
15040,INDIANA                  ,BLACKFORD,"-4,995","10,544","-97,655","-109,514","-58,577",,,,,,
15050,INDIANA                  ,BOONE,"341,382","151,852","104,912","78,522","38,310",,,,,,
15060,INDIANA                  ,BROWN,"20,680","-3,234","-18,780","-43,088","-61,221",,,,,,
15070,INDIANA                  ,CARROLL,"72,685","106,548","67,192","58,760","-33,190",,,,,,
15080,INDIANA                  ,CASS,"42,970","-2,353","-38,177","-18,132","-68,136",,,,,,
15090,INDIANA                  ,CLARK,"-205,712","-485,671","-571,191","-574,823","-637,454",,,,,,
15100,INDIANA                  ,CLAY,"-64,290","-69,949","-75,585","-115,040","-80,635",,,,,,
15110,INDIANA                  ,CLINTON,"137,696","94,097","38,348","23,615","1,698",,,,,,
15120,INDIANA                  ,CRAWFORD,"-56,356","-55,475","-21,578","-56,109","-52,567",,,,,,
15130,INDIANA                  ,DAVIESS,"-3,548","10,511","-67,221","-88,278","-131,755",,,,,,
15140,INDIANA                  ,DEARBORN,"120,358","132,118","139,590","137,680","-9,510",,,,,,
15150,INDIANA                  ,DECATUR,"31,778","-6,374","-29,228","-67,599","-143,198",,,,,,
15160,INDIANA                  ,DE KALB,"205,225","200,688","195,519","68,383","88,441",,,,,,
15170,INDIANA                  ,DELAWARE,"23,251","153,473","-876,115","-984,037","-713,158",,,,,,
15180,INDIANA                  ,DUBOIS,"226,198","28,377","-34,734","-149,424","5,941",,,,,,
15190,INDIANA                  ,ELKHART,"596,333","456,579","328,621","-26,754","-131,167",,,,,,
15200,INDIANA                  ,FAYETTE,"-143,287","-108,234","-123,610","-141,119","-134,091",,,,,,
15210,INDIANA                  ,FLOYD,"-211,838","-310,656","-130,612","-399,002","-172,028",,,,,,
15220,INDIANA                  ,FOUNTAIN,"31,234","-7,225","-54,114","-60,927","-95,938",,,,,,
15230,INDIANA                  ,FRANKLIN,"4,154","35,277","8,158","23,738","25,492",,,,,,
15240,INDIANA                  ,FULTON,"26,554","-14,695","-4,411","-39,212","-19,709",,,,,,
15250,INDIANA                  ,GIBSON,"140,565","88,606","102,198","-8,869","24,590",,,,,,
15260,INDIANA                  ,GRANT,"-128,641","-308,013","-447,452","-363,006","-454,967",,,,,,
15270,INDIANA                  ,GREENE,"-70,893","-84,521","-105,793","-117,799","-169,052",,,,,,
15280,INDIANA                  ,HAMILTON,"1,382,439","1,133,694","1,004,942","615,650","551,843",,,,,,
15290,INDIANA                  ,HANCOCK,"376,651","308,613","231,781","18,818","-78,402",,,,,,
15300,INDIANA                  ,HARRISON,"-180,678","-207,988","-154,728","-148,636","-123,740",,,,,,
15310,INDIANA                  ,HENDRICKS,"887,260","663,871","572,927","146,574","151,996",,,,,,
15320,INDIANA                  ,HENRY,"2,871","35,361","-104,944","-102,892","-117,923",,,,,,
15330,INDIANA                  ,HOWARD,"163,908","162,877","218,195","25,382","-297,909",,,,,,
15340,INDIANA                  ,HUNTINGTON,"121,401","157,557","175,063","101,186","110,525",,,,,,
15350,INDIANA                  ,JACKSON,"96,559","127,554","64,745","-18,014","-63,246",,,,,,
15360,INDIANA                  ,JASPER,"78,571","79,665","-17,565","-91,023","-116,419",,,,,,
15370,INDIANA                  ,JAY,"4,268","24,342","-79,105","-108,667","-83,936",,,,,,
15380,INDIANA                  ,JEFFERSON,"-162,197","-178,718","-206,240","-126,272","-290,919",,,,,,
15390,INDIANA                  ,JENNINGS,"51,287","-44,689","-1,251","-159,633","-165,225",,,,,,
15400,INDIANA                  ,JOHNSON,"342,203","284,807","375,991","370,275","-315,951",,,,,,
15410,INDIANA                  ,KNOX,"-81,569","-72,258","-39,101","-72,982","-3,273",,,,,,
15420,INDIANA                  ,KOSCIUSKO,"78,513","145,087","187,067","57,309","13,109",,,,,,
15430,INDIANA                  ,LAGRANGE,"28,573","33,099","20,340","-24,490","-41,009",,,,,,
15440,INDIANA                  ,LAKE,"-2,342,445","-1,649,236","-2,584,756","-3,592,314","-3,669,577",,,,,,
15450,INDIANA                  ,LA PORTE,"274,979","284,404","-166,040","-173,732","-619,150",,,,,,
15460,INDIANA                  ,LAWRENCE,"-29,022","-152,751","-131,539","-163,577","-153,783",,,,,,
15470,INDIANA                  ,MADISON,"-419,320","-272,878","-275,053","-635,695","-526,153",,,,,,
15480,INDIANA                  ,MARION,"7,182,033","5,701,706","5,471,992","3,144,150","1,207,309",,,,,,
15490,INDIANA                  ,MARSHALL,"51,414","19,803","-71,063","-101,903","-39,548",,,,,,
15500,INDIANA                  ,MARTIN,"22,978","30,031","-34,622","-51,107","-16,218",,,,,,
15510,INDIANA                  ,MIAMI,"34,589",-901,"-38,281","-74,176","-87,689",,,,,,
15520,INDIANA                  ,MONROE,"61,591","-127,846","-162,772","-192,891","-257,721",,,,,,
15530,INDIANA                  ,MONTGOMERY,"86,043","-13,699","-80,550","-191,262","-170,426",,,,,,
15540,INDIANA                  ,MORGAN,"36,027","-43,825","-104,579","-163,382","-367,497",,,,,,
15550,INDIANA                  ,NEWTON,"-6,843","28,610","-21,101","-45,426","-22,725",,,,,,
15560,INDIANA                  ,NOBLE,"188,089","182,629","85,618","8,881","6,522",,,,,,
15570,INDIANA                  ,OHIO,"8,479","-15,888","18,772","22,662",424,,,,,,
15580,INDIANA                  ,ORANGE,"12,189","-38,020","-73,571","-68,822","-90,033",,,,,,
15590,INDIANA                  ,OWEN,"13,379","-58,454","-24,914","-38,752","-76,631",,,,,,
15600,INDIANA                  ,PARKE,"-68,877","-65,509","-74,983","-57,934","-33,969",,,,,,
15610,INDIANA                  ,PERRY,"-5,971","8,748","-35,175","-65,895","64,127",,,,,,
15620,INDIANA                  ,PIKE,"49,173","44,860","-16,592","-69,697","31,732",,,,,,
15630,INDIANA                  ,PORTER,"918,654","1,061,586","667,381","97,903","-216,103",,,,,,
15640,INDIANA                  ,POSEY,"256,118","170,466","135,416","138,737","65,928",,,,,,
15650,INDIANA                  ,PULASKI,"2,870","8,979",-15,"-32,015","-57,857",,,,,,
15660,INDIANA                  ,PUTNAM,"77,899","27,143","46,694","-1,695","-39,914",,,,,,
15670,INDIANA                  ,RANDOLPH,"19,349","-12,089","-93,697","-94,266","-97,880",,,,,,
15680,INDIANA                  ,RIPLEY,"40,819","7,719","17,363","9,111","-57,420",,,,,,
15690,INDIANA                  ,RUSH,"26,957","-12,938","-23,017","-83,920","-13,502",,,,,,
15700,INDIANA                  ,ST. JOSEPH,"316,544","108,712","-384,093","-632,005","-5,098",,,,,,
15710,INDIANA                  ,SCOTT,"-78,114","-190,288","-129,580","-188,236","-172,955",,,,,,
15720,INDIANA                  ,SHELBY,"96,945","8,930","-69,528","-49,313","-202,450",,,,,,
15730,INDIANA                  ,SPENCER,"72,559","-14,715","-26,283","-29,283","-30,705",,,,,,
15740,INDIANA                  ,STARKE,"-3,903","65,854","49,556","-18,805","-144,242",,,,,,
15750,INDIANA                  ,STEUBEN,"58,486","32,005","61,438","50,373","5,633",,,,,,
15760,INDIANA                  ,SULLIVAN,"-69,116","-70,862","-90,727","-109,234","-108,960",,,,,,
15770,INDIANA                  ,SWITZERLAND,"-25,808","-40,982","-42,273","-36,801","-41,547",,,,,,
15780,INDIANA                  ,TIPPECANOE,"608,492","629,859","374,651","103,486","-130,470",,,,,,
15790,INDIANA                  ,TIPTON,"64,569","60,829","12,619","-4,361","-6,461",,,,,,
15800,INDIANA                  ,UNION,"11,076","9,327","7,606","14,065","-3,550",,,,,,
15810,INDIANA                  ,VANDERBURGH,"1,093,256","768,030","747,624","761,307","414,718",,,,,,
15820,INDIANA                  ,VERMILLION,"-80,049","-80,492","-66,797","-119,782","-75,233",,,,,,
15830,INDIANA                  ,VIGO,"-392,854","-321,213","-257,986","-458,479","-349,277",,,,,,
15840,INDIANA                  ,WABASH,"71,419","77,446","53,226","41,988","34,215",,,,,,
15850,INDIANA                  ,WARREN,"2,750","13,381","5,367","-15,401","-33,525",,,,,,
15860,INDIANA                  ,WARRICK,"137,175","265,028","152,814","164,997","56,304",,,,,,
15870,INDIANA                  ,WASHINGTON,"-144,183","-109,931","-61,513","-104,031","-98,385",,,,,,
15880,INDIANA                  ,WAYNE,"17,534","-42,728","-24,732","-81,353","-76,563",,,,,,
15890,INDIANA                  ,WELLS,"63,169","128,205","128,422","97,830","89,831",,,,,,
15900,INDIANA                  ,WHITE,"39,591","52,602","-28,707","-42,958","-124,795",,,,,,
15910,INDIANA                  ,WHITLEY,"101,959","157,726","133,047","57,324","62,069",,,,,,
16000,IOWA                     ,ADAIR,"6,152",190,"6,472",-363,"-10,432",,,,,,
16010,IOWA                     ,ADAMS,"-6,498","-5,601","-35,673","-16,975","-11,613",,,,,,
16020,IOWA                     ,ALLAMAKEE,"-26,362","-8,007","36,578",-206,"-62,945",,,,,,
16030,IOWA                     ,APPANOOSE,"9,371","1,454","-69,491","-56,888","-37,998",,,,,,
16040,IOWA                     ,AUDUBON,"-19,765","-30,413","-24,078","-32,802","-27,122",,,,,,
16050,IOWA                     ,BENTON,"61,710","43,065","-16,515","-30,945","-72,479",,,,,,
16060,IOWA                     ,BLACK HAWK,"541,571","438,962","220,860","-332,615","-778,110",,,,,,
16070,IOWA                     ,BOONE,"10,194","-7,387","-20,959","-39,741","-69,472",,,,,,
16080,IOWA                     ,BREMER,"3,265","46,045","-4,054","-70,020","-212,775",,,,,,
16090,IOWA                     ,BUCHANAN,"59,376","14,092","-16,141","-78,472","-121,611",,,,,,
16100,IOWA                     ,BUENA VISTA,-916,"-14,161","7,791","-24,214","-2,180",,,,,,
16110,IOWA                     ,BUTLER,"35,763","16,314","-24,103","-59,578","-128,525",,,,,,
16120,IOWA                     ,CALHOUN,"13,323","11,516","-15,374","-19,009","-26,667",,,,,,
16130,IOWA                     ,CARROLL,"-35,470","-12,532","-50,968","-52,643","-60,173",,,,,,
16140,IOWA                     ,CASS,"-78,988","-35,806","-57,947","-38,323","-35,663",,,,,,
16150,IOWA                     ,CEDAR,"80,667","48,694","21,342","3,508","-28,949",,,,,,
16160,IOWA                     ,CERRO GORDO,"172,202","22,548","-113,374","-133,502","-126,723",,,,,,
16170,IOWA                     ,CHEROKEE,"9,124","-14,981","-3,062",575,"-51,842",,,,,,
16180,IOWA                     ,CHICKASAW,"38,241","18,708","-11,289","-22,642","-30,526",,,,,,
16190,IOWA                     ,CLARKE,"-4,668","11,699","33,084",-512,"-13,414",,,,,,
16200,IOWA                     ,CLAY,"1,261","4,539","2,011","-16,163","-16,360",,,,,,
16210,IOWA                     ,CLAYTON,"-1,708","13,685","-7,356","-28,138","-41,936",,,,,,
16220,IOWA                     ,CLINTON,"4,617","-74,194","-53,429","-140,637","-203,301",,,,,,
16230,IOWA                     ,CRAWFORD,"-106,834","-89,184","-66,176","-104,090","-87,668",,,,,,
16240,IOWA                     ,DALLAS,"140,026","117,769","29,986","42,569","9,479",,,,,,
16250,IOWA                     ,DAVIS,-742,"2,364","6,763","-25,305","-35,941",,,,,,
16260,IOWA                     ,DECATUR,"20,016","7,401","-36,180","-11,058","-26,948",,,,,,
16270,IOWA                     ,DELAWARE,"30,953","16,819","-17,694","-56,600","-75,590",,,,,,
16280,IOWA                     ,DES MOINES,"-133,089","-171,933","-106,644","-295,812","-315,065",,,,,,
16290,IOWA                     ,DICKINSON,"31,656","4,250","-20,596","-34,765","-34,522",,,,,,
16300,IOWA                     ,DUBUQUE,"267,503","273,246","169,785","10,547","-81,535",,,,,,
16310,IOWA                     ,EMMET,"-10,317","3,049","-24,513","2,064","-16,145",,,,,,
16320,IOWA                     ,FAYETTE,"61,005","21,366","-31,643","-39,432","-181,446",,,,,,
16330,IOWA                     ,FLOYD,"51,568","13,951","-30,223","-36,923","-27,533",,,,,,
16340,IOWA                     ,FRANKLIN,"24,241","-11,131","-31,667","-46,990","-39,493",,,,,,
16350,IOWA                     ,FREMONT,-274,"-14,154","-29,115","-46,327","-1,150",,,,,,
16360,IOWA                     ,GREENE,-41,301,"-7,877","-17,461","-18,561",,,,,,
16370,IOWA                     ,GRUNDY,"22,430","17,828","19,518","-42,486","-47,391",,,,,,
16380,IOWA                     ,GUTHRIE,"41,042","43,251","6,005","-9,261","-34,120",,,,,,
16390,IOWA                     ,HAMILTON,"7,256","-9,219","-9,140","-25,804","-31,001",,,,,,
16400,IOWA                     ,HANCOCK,"28,754","1,284","-29,762","-30,350","-32,610",,,,,,
16410,IOWA                     ,HARDIN,"24,068","-11,266","-96,517","-97,502","-118,604",,,,,,
16420,IOWA                     ,HARRISON,"-93,785","-79,107","-113,079","-89,972","-71,061",,,,,,
16430,IOWA                     ,HENRY,"34,914","-24,929","11,117","20,943","-72,552",,,,,,
16440,IOWA                     ,HOWARD,"9,566","9,005","27,487","14,155","-2,458",,,,,,
16450,IOWA                     ,HUMBOLDT,"1,143","-13,177","-24,463","-25,581","-28,235",,,,,,
16460,IOWA                     ,IDA,"-17,242","-24,897","-19,292","-3,655","-4,667",,,,,,
16470,IOWA                     ,IOWA,"88,467","65,880","23,631","3,627","-19,820",,,,,,
16480,IOWA                     ,JACKSON,"35,938","30,138","-47,345","-34,112","-55,329",,,,,,
16490,IOWA                     ,JASPER,"49,070","51,209","3,162","15,357","-108,379",,,,,,
16500,IOWA                     ,JEFFERSON,"15,588","8,676","15,281","-1,450","-40,020",,,,,,
16510,IOWA                     ,JOHNSON,"596,843","373,903","365,559","218,552","-38,458",,,,,,
16520,IOWA                     ,JONES,"42,652","30,234","-7,333","-41,683","-39,697",,,,,,
16530,IOWA                     ,KEOKUK,"37,976","61,333","30,243","27,258","-3,855",,,,,,
16540,IOWA                     ,KOSSUTH,"5,714","-11,457","-87,949","-27,082","-38,073",,,,,,
16550,IOWA                     ,LEE,"-49,753","-13,239","-23,057","-169,626","-152,569",,,,,,
16560,IOWA                     ,LINN,"597,234","418,440","42,259","-172,110","-175,801",,,,,,
16570,IOWA                     ,LOUISA,"-2,959","12,351","24,552","-21,350","-27,000",,,,,,
16580,IOWA                     ,LUCAS,"-3,367","4,422","-22,479","-20,029","-18,419",,,,,,
16590,IOWA                     ,LYON,"68,143","34,694","18,394","-8,496","-12,036",,,,,,
16600,IOWA                     ,MADISON,"37,123","54,587","28,328","1,141","-4,246",,,,,,
16610,IOWA                     ,MAHASKA,"26,479","10,409","-14,739","-29,849","-46,639",,,,,,
16620,IOWA                     ,MARION,"58,313","48,289","-68,978","-88,772","-145,935",,,,,,
16630,IOWA                     ,MARSHALL,"18,707","-30,925","-35,139","-74,384","-81,719",,,,,,
16640,IOWA                     ,MILLS,"15,150","12,802","27,441","-16,518","-16,047",,,,,,
16650,IOWA                     ,MITCHELL,"30,435","20,080","-14,459","-17,613","-38,159",,,,,,
16660,IOWA                     ,MONONA,"-71,872","-63,323","-43,111","-44,965","-30,429",,,,,,
16670,IOWA                     ,MONROE,"-2,863","-8,693","-8,331","-19,623","-6,527",,,,,,
16680,IOWA                     ,MONTGOMERY,"-63,558","-70,416","-43,532","-79,754","-62,266",,,,,,
16690,IOWA                     ,MUSCATINE,"65,659","56,009","33,225","-64,854","-149,222",,,,,,
16700,IOWA                     ,O'BRIEN,"24,304","2,821","4,269","-5,976","-32,733",,,,,,
16710,IOWA                     ,OSCEOLA,"5,197","2,035","-7,978","-4,458","-30,891",,,,,,
16720,IOWA                     ,PAGE,"-86,549","-65,624","-113,305","-68,709","-88,331",,,,,,
16730,IOWA                     ,PALO ALTO,"8,870","-12,642","-6,890","-16,480","1,381",,,,,,
16740,IOWA                     ,PLYMOUTH,"32,744","4,365","27,655","28,424","15,520",,,,,,
16750,IOWA                     ,POCAHONTAS,"2,058",-257,"-4,738","-7,248","-7,367",,,,,,
16760,IOWA                     ,POLK,"2,067,585","2,027,477","873,220","929,931","590,976",,,,,,
16770,IOWA                     ,POTTAWATTAMIE,"-226,020","-186,752","-202,970","-281,590","-288,100",,,,,,
16780,IOWA                     ,POWESHIEK,"51,138","7,168","-8,040","-26,563","-31,867",,,,,,
16790,IOWA                     ,RINGGOLD,933,"-6,975","-22,050","-18,355","-26,194",,,,,,
16800,IOWA                     ,SAC,"-9,132","-4,213","-6,130","-31,950","-25,668",,,,,,
16810,IOWA                     ,SCOTT,"274,855","67,742","-178,518","-513,201","-685,898",,,,,,
16820,IOWA                     ,SHELBY,"-122,959","-81,440","-80,090","-74,352","-67,296",,,,,,
16830,IOWA                     ,SIOUX,"47,811","6,602","-20,454","-26,445","-39,021",,,,,,
16840,IOWA                     ,STORY,"24,452","-8,116","-63,300","-53,600","-73,961",,,,,,
16850,IOWA                     ,TAMA,"64,063","46,216","47,983","-41,568","-83,058",,,,,,
16860,IOWA                     ,TAYLOR,"-9,791","-4,543","-13,385","-52,604","-14,282",,,,,,
16870,IOWA                     ,UNION,"30,369","43,789","10,429","-17,565","-21,423",,,,,,
16880,IOWA                     ,VAN BUREN,-691,"-31,537","-3,645","-31,996","-44,872",,,,,,
16890,IOWA                     ,WAPELLO,"64,508",707,"-18,889","-84,685","-137,917",,,,,,
16900,IOWA                     ,WARREN,"192,455","205,893","65,912","34,136","8,559",,,,,,
16910,IOWA                     ,WASHINGTON,"120,343","80,822","79,506","25,934","-25,883",,,,,,
16920,IOWA                     ,WAYNE,"8,371","-22,981","-22,100","-19,950","-50,561",,,,,,
16930,IOWA                     ,WEBSTER,"17,741","-5,187","-21,365","-57,649","-43,515",,,,,,
16940,IOWA                     ,WINNEBAGO,"34,089","-9,155","-42,102","-12,841","-30,822",,,,,,
16950,IOWA                     ,WINNESHIEK,"39,112","25,007","49,234","32,101","-12,503",,,,,,
16960,IOWA                     ,WOODBURY,"363,087","225,408","325,013","296,328","142,950",,,,,,
16970,IOWA                     ,WORTH,"38,653","-3,510","-11,122","-12,946","-26,783",,,,,,
16980,IOWA                     ,WRIGHT,"20,484","-10,735","-22,314","-35,582","-14,475",,,,,,
17000,KANSAS                   ,ALLEN,"7,160","-9,087","-6,749","-36,242","3,667",,,,,,
17010,KANSAS                   ,ANDERSON,"2,753","-1,286","1,184","-10,255","-20,249",,,,,,
17020,KANSAS                   ,ATCHISON,"10,780","-16,536","-1,270","-41,645","-34,694",,,,,,
17030,KANSAS                   ,BARBER,"3,103","1,559","-1,596","-7,766","-14,125",,,,,,
17040,KANSAS                   ,BARTON,"-2,148","-12,324","-15,282","-56,823","-59,763",,,,,,
17050,KANSAS                   ,BOURBON,"-125,061","-137,806","-98,815","-94,562","-83,406",,,,,,
17060,KANSAS                   ,BROWN,"12,469",19,"-23,811","-51,950","-49,593",,,,,,
17070,KANSAS                   ,BUTLER,"133,210","125,674","64,280","15,864","-203,425",,,,,,
17080,KANSAS                   ,CHASE,"2,043","-1,709",-872,"-18,674","-6,663",,,,,,
17090,KANSAS                   ,CHAUTAUQUA,"-3,417","-2,056","-11,257","-12,634","-2,795",,,,,,
17100,KANSAS                   ,CHEROKEE,"-469,103","-525,558","-454,745","-380,602","-290,313",,,,,,
17110,KANSAS                   ,CHEYENNE,"-2,550","-13,564","1,597","6,679","2,235",,,,,,
17120,KANSAS                   ,CLARK,"1,763","4,437","-4,895",-161,"-1,907",,,,,,
17130,KANSAS                   ,CLAY,"15,991","24,840","-10,869","-38,035","-12,400",,,,,,
17140,KANSAS                   ,CLOUD,"-20,721","-3,982","-13,914","-6,266","-26,324",,,,,,
17150,KANSAS                   ,COFFEY,"-7,026","-23,325","-7,634","-38,855","-40,634",,,,,,
17160,KANSAS                   ,COMANCHE,"1,542",-442,"3,601","-4,862","-4,552",,,,,,
17170,KANSAS                   ,COWLEY,"6,139","-24,388","-30,740","-67,854","-116,740",,,,,,
17180,KANSAS                   ,CRAWFORD,"-757,246","-868,547","-847,843","-686,372","-621,736",,,,,,
17190,KANSAS                   ,DECATUR,"-5,079","-10,990","-17,983","-19,997","-1,680",,,,,,
17200,KANSAS                   ,DICKINSON,"-42,344","3,862","-1,767","-14,722","-17,242",,,,,,
17210,KANSAS                   ,DONIPHAN,187,"-3,913","-17,862","-31,467","-3,688",,,,,,
17220,KANSAS                   ,DOUGLAS,"26,618","-53,742","-80,051","-117,267","-122,479",,,,,,
17230,KANSAS                   ,EDWARDS,-335,"-2,167","-9,060","-8,304","-9,661",,,,,,
17240,KANSAS                   ,ELK,"-4,387","7,349","-1,624","-5,127","-3,496",,,,,,
17250,KANSAS                   ,ELLIS,"-8,465","-4,308","-28,539","-60,097","-39,574",,,,,,
17260,KANSAS                   ,ELLSWORTH,"-17,913",189,"8,768","-11,703","-9,818",,,,,,
17270,KANSAS                   ,FINNEY,-694,"-7,850","-24,867","-38,273","-51,474",,,,,,
17280,KANSAS                   ,FORD,"16,191","30,617","19,812","-12,764","-70,077",,,,,,
17290,KANSAS                   ,FRANKLIN,"53,265","43,509","90,726","61,948","-4,330",,,,,,
17300,KANSAS                   ,GEARY,"22,321","-7,071","-5,653","2,192","-34,001",,,,,,
17310,KANSAS                   ,GOVE,"2,970","7,029",919,151,"-4,048",,,,,,
17320,KANSAS                   ,GRAHAM,"-3,069","-3,323","-3,386","-5,386","3,659",,,,,,
17330,KANSAS                   ,GRANT,"3,895",-948,"-9,626","-2,118","-13,906",,,,,,
17340,KANSAS                   ,GRAY,"6,820","4,177","3,613","-7,437","-6,441",,,,,,
17350,KANSAS                   ,GREELEY,-610,-225,"-3,327","-1,410","-3,308",,,,,,
17360,KANSAS                   ,GREENWOOD,"1,887","5,029","-23,607","-59,026","-47,103",,,,,,
17370,KANSAS                   ,HAMILTON,"4,404","-2,270","-4,862","-15,545","-3,856",,,,,,
17380,KANSAS                   ,HARPER,"8,488","10,131","-10,473","-8,995","-24,838",,,,,,
17390,KANSAS                   ,HARVEY,"150,054","158,708","154,106","114,378","-74,150",,,,,,
17391,KANSAS                   ,HASKELL,"-6,621","2,135","-6,336","2,648","-1,600",,,,,,
17410,KANSAS                   ,HODGEMAN,"-1,025",-404,"-2,841","-4,726","1,306",,,,,,
17420,KANSAS                   ,JACKSON,"28,217","12,679","-26,796","-62,385","-91,377",,,,,,
17430,KANSAS                   ,JEFFERSON,"13,294","-15,282","-21,645","-86,275","-110,413",,,,,,
17440,KANSAS                   ,JEWELL,"-8,700","-8,253","-3,827","-4,147","-10,473",,,,,,
17450,KANSAS                   ,JOHNSON,"2,585,450","2,464,887","2,354,858","2,080,865","2,065,995",,,,,,
17451,KANSAS                   ,KEARNY,"-2,276","-2,655","-4,181","-12,913","-15,304",,,,,,
