"ESRD -- 2012 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE, BENEFICIARIES ENROLLED IN PARTS A AND/OR B, REIMBURSEMENTS FOR HOSPICE AND COST CONTRATCS EXCLUDED",,,,,,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL,PART A REIMBURSEMENT,PART A PER CAPITA,PART A,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL,PART B PER CAPITA,,,,,,,
15730,INDIANA                  ,SPENCER                ,20,"654,189","2,725.79",616694,"2,569.56","3,303","32,679","1,513",19,"858,808","3,766.70",,,,,,,
15740,INDIANA                  ,STARKE                 ,26,"703,445","2,254.63",660798,"2,117.94","18,514","23,199",934,25,"1,485,265","4,950.88",,,,,,,
15750,INDIANA                  ,STEUBEN                ,22,"674,403","2,554.56",632912,"2,397.39","4,752","35,149","1,590",22,"871,914","3,302.70",,,,,,,
15760,INDIANA                  ,SULLIVAN               ,36,"646,711","1,497.02",570812,"1,321.32","17,903","51,395","6,601",36,"1,527,343","3,535.52",,,,,,,
15770,INDIANA                  ,SWITZERLAND            ,10,"494,178","4,118.15",472011,"3,933.43","5,071","15,500","1,596",10,"324,149","2,701.24",,,,,,,
15780,INDIANA                  ,TIPPECANOE             ,159,"4,426,982","2,320.22",4130626,"2,164.90","70,862","206,699","18,795",156,"5,561,212","2,970.73",,,,,,,
15790,INDIANA                  ,TIPTON                 ,14,"123,364",734.31,112804,671.45,"2,884","6,999",677,13,"261,615","1,677.02",,,,,,,
15800,INDIANA                  ,UNION                  ,11,"273,281","2,070.31",250492,"1,897.67","6,974","12,789","3,026",11,"435,411","3,298.57",,,,,,,
15810,INDIANA                  ,VANDERBURGH            ,204,"4,862,939","1,986.49",4481971.53,"1,830.87","40,887","321,710","18,371",191,"6,723,322","2,933.39",,,,,,,
15820,INDIANA                  ,VERMILLION             ,21,"774,202","3,072.23",679683,"2,697.15","23,880","61,302","9,337",19,"871,731","3,823.38",,,,,,,
15830,INDIANA                  ,VIGO                   ,173,"4,211,560","2,028.69",3793096,"1,827.12","95,180","288,926","34,358",169,"6,248,081","3,080.91",,,,,,,
15840,INDIANA                  ,WABASH                 ,27,"623,505","1,924.40",577040,"1,780.99","8,806","35,003","2,656",25,"991,255","3,304.18",,,,,,,
15850,INDIANA                  ,WARREN                 ,5,"31,545",525.75,27348,455.80,457,"3,472",268,5,"140,180","2,336.33",,,,,,,
15860,INDIANA                  ,WARRICK                ,37,"861,743","1,940.86",779214,"1,754.99","21,279","56,994","4,256",36,"1,312,484","3,038.16",,,,,,,
15870,INDIANA                  ,WASHINGTON             ,42,"881,904","1,749.81",783722,"1,555.00","25,044","68,435","4,703",40,"1,523,911","3,174.81",,,,,,,
15880,INDIANA                  ,WAYNE                  ,143,"3,782,218","2,204.09",3475129,"2,025.13","73,500","213,171","20,418",138,"4,931,874","2,978.18",,,,,,,
15890,INDIANA                  ,WELLS                  ,18,"309,353","1,432.19",280375,"1,298.03","5,589","21,347","2,042",18,"621,169","2,875.78",,,,,,,
15900,INDIANA                  ,WHITE                  ,27,"835,243","2,577.91",775974,"2,394.98","15,464","39,613","4,192",27,"1,244,357","3,840.61",,,,,,,
15910,INDIANA                  ,WHITLEY                ,20,"292,968","1,220.70",247237,"1,030.15","11,286","31,431","3,014",19,"520,928","2,284.77",,,,,,,
16000,IOWA                     ,ADAIR                  ,3,"91,605","2,544.58",71541,"1,987.25","9,039","8,674","2,351",2,"76,377","3,182.38",,,,,,,
16010,IOWA                     ,ADAMS                  ,7,"98,395","1,171.37",80868,962.71,"8,762","7,203","1,562",5,"204,627","3,410.45",,,,,,,
16020,IOWA                     ,ALLAMAKEE              ,17,"133,159",652.74,111001,544.12,"7,288","10,251","4,619",16,"601,950","3,135.16",,,,,,,
16030,IOWA                     ,APPANOOSE              ,31,"445,961","1,198.82",397373,"1,068.21","10,040","34,598","3,950",31,"1,303,095","3,502.94",,,,,,,
16040,IOWA                     ,AUDUBON                ,8,"77,402",806.27,59293,617.64,"10,003","7,479",627,8,"323,574","3,370.56",,,,,,,
16050,IOWA                     ,BENTON                 ,18,"120,500",557.87,108492,502.28,"3,356","7,010","1,642",16,"466,917","2,431.86",,,,,,,
16060,IOWA                     ,BLACK HAWK             ,176,"3,737,604","1,769.70",3196440,"1,513.47","167,514","333,397","40,253",172,"6,182,909","2,995.60",,,,,,,
16070,IOWA                     ,BOONE                  ,15,"141,622",786.79,137893,766.07,918,"2,065",746,14,"403,049","2,399.10",,,,,,,
16080,IOWA                     ,BREMER                 ,29,"671,555","1,929.76",580434,"1,667.91","28,144","52,772","10,205",29,"1,016,913","2,922.16",,,,,,,
16090,IOWA                     ,BUCHANAN               ,23,"242,808",879.74,220607,799.30,"3,214","17,042","1,945",21,"621,182","2,465.01",,,,,,,
16100,IOWA                     ,BUENA VISTA            ,22,"514,445","1,948.66",446173,"1,690.05","29,560","31,262","7,450",21,"627,508","2,490.11",,,,,,,
16110,IOWA                     ,BUTLER                 ,18,"387,394","1,793.49",353013,"1,634.32","6,786","25,262","2,333",18,"595,667","2,757.72",,,,,,,
16120,IOWA                     ,CALHOUN                ,7,"169,177","2,014.01",157794,"1,878.50","3,013","7,099","1,271",6,"178,357","2,477.18",,,,,,,
16130,IOWA                     ,CARROLL                ,21,"181,561",720.48,162856,646.25,"4,800","12,040","1,865",20,"656,094","2,733.73",,,,,,,
16140,IOWA                     ,CASS                   ,11,"115,436",874.52,107625,815.34,"2,292","4,501","1,018",10,"322,676","2,688.97",,,,,,,
16150,IOWA                     ,CEDAR                  ,13,"43,283",277.46,25476,163.31,"7,135","7,912","2,760",11,"314,522","2,382.74",,,,,,,
16160,IOWA                     ,CERRO GORDO            ,54,"877,219","1,353.73",770889,"1,189.64","49,848","41,751","14,731",50,"1,441,940","2,403.23",,,,,,,
16170,IOWA                     ,CHEROKEE               ,9,"213,191","1,973.99",193554,"1,792.17","12,731","3,476","3,430",9,"329,638","3,052.20",,,,,,,
16180,IOWA                     ,CHICKASAW              ,12,"239,138","1,660.68",192655,"1,337.88","29,615","11,822","5,046",11,"281,864","2,135.33",,,,,,,
16190,IOWA                     ,CLARKE                 ,2,"110,741","4,614.21",94353,"3,931.38","4,018","10,599","1,771",2,"193,498","8,062.42",,,,,,,
16200,IOWA                     ,CLAY                   ,20,"270,191","1,125.80",242065,"1,008.60","5,972","19,901","2,253",18,"489,063","2,264.18",,,,,,,
16210,IOWA                     ,CLAYTON                ,8,"172,113","1,792.85",153328.71,"1,597.17","8,010","7,415","3,360",8,"363,277","3,784.13",,,,,,,
16220,IOWA                     ,CLINTON                ,66,"901,950","1,138.83",781138,986.29,"46,353","61,638","12,821",62,"2,378,538","3,196.96",,,,,,,
16230,IOWA                     ,CRAWFORD               ,28,"350,435","1,042.96",252406,751.21,"41,437","35,837","20,755",27,"950,421","2,933.40",,,,,,,
16240,IOWA                     ,DALLAS                 ,29,"672,917","1,933.67",588616,"1,691.43","25,622","47,863","10,816",26,"1,187,721","3,806.80",,,,,,,
16250,IOWA                     ,DAVIS                  ,6,0,0.00,0,0.00,0,0,0,6,"142,177","1,974.68",,,,,,,
16260,IOWA                     ,DECATUR                ,8,"105,240","1,096.25",90626,944.02,"3,127","9,936","1,551",8,"358,655","3,735.99",,,,,,,
16270,IOWA                     ,DELAWARE               ,14,"198,141","1,179.41",187914,"1,118.54","3,278","5,148","1,801",13,"580,512","3,721.23",,,,,,,
16280,IOWA                     ,DES MOINES             ,62,"829,648","1,115.12",714777,960.72,"35,895","70,786","8,190",60,"1,990,868","2,765.09",,,,,,,
16290,IOWA                     ,DICKINSON              ,22,"159,002",602.28,138009,522.76,"4,458","14,639","1,896",21,"636,624","2,526.29",,,,,,,
16300,IOWA                     ,DUBUQUE                ,81,"1,263,427","1,299.82",1092642.77,"1,124.12","76,296","79,996","14,492",76,"3,019,828","3,311.22",,,,,,,
16310,IOWA                     ,EMMET                  ,7,"179,252","2,133.95",168067,"2,000.80","1,604","8,693",888,7,"261,843","3,117.18",,,,,,,
16320,IOWA                     ,FAYETTE                ,28,"628,634","1,870.93",515441,"1,534.05","50,825","45,075","17,293",28,"1,034,520","3,078.93",,,,,,,
16330,IOWA                     ,FLOYD                  ,15,"140,159",778.66,127578,708.77,"5,188","5,839","1,554",15,"442,177","2,456.54",,,,,,,
16340,IOWA                     ,FRANKLIN               ,5,"65,969","1,099.48",53360,889.33,"6,781","3,969","1,859",4,"111,753","2,328.19",,,,,,,
16350,IOWA                     ,FREMONT                ,9,"174,225","1,613.19",150553,"1,394.01","7,942","12,333","3,397",8,"258,660","2,694.38",,,,,,,
16360,IOWA                     ,GREENE                 ,11,"230,894","1,749.20",209457,"1,586.80","6,319","13,179","1,939",11,"406,942","3,082.89",,,,,,,
16370,IOWA                     ,GRUNDY                 ,15,"354,271","1,968.17",309928,"1,721.82","16,074","24,573","3,696",15,"1,234,074","6,855.97",,,,,,,
16380,IOWA                     ,GUTHRIE                ,14,"211,694","1,260.08",193392,"1,151.14","6,269","8,946","3,087",14,"464,863","2,767.04",,,,,,,
16390,IOWA                     ,HAMILTON               ,11,"213,866","1,620.20",202086,"1,530.95","4,104","6,381","1,295",10,"443,220","3,693.50",,,,,,,
16400,IOWA                     ,HANCOCK                ,12,"150,647","1,046.16",119914,832.74,"15,226","11,458","4,049",12,"452,273","3,140.78",,,,,,,
16410,IOWA                     ,HARDIN                 ,31,"458,323","1,232.05",424815,"1,141.98","8,758","21,363","3,387",29,"787,428","2,262.72",,,,,,,
16420,IOWA                     ,HARRISON               ,15,"413,100","2,295.00",366802,"2,037.79","11,884","29,257","5,157",14,"658,776","3,921.29",,,,,,,
16430,IOWA                     ,HENRY                  ,26,"422,478","1,354.10",335505,"1,075.34","41,017","39,465","6,491",25,"1,101,663","3,672.21",,,,,,,
16440,IOWA                     ,HOWARD                 ,11,"181,112","1,372.06",152809,"1,157.64","16,889","7,463","3,951",11,"402,953","3,052.67",,,,,,,
16450,IOWA                     ,HUMBOLDT               ,9,"149,787","1,386.92",132020,"1,222.41","12,807","1,731","3,229",9,"187,943","1,740.21",,,,,,,
16460,IOWA                     ,IDA                    ,3,"20,774",577.06,19597,544.36,269,754,154,3,"91,773","2,549.25",,,,,,,
16470,IOWA                     ,IOWA                   ,12,"228,849","1,589.23",200557,"1,392.76","10,104","14,553","3,635",11,"437,984","3,318.06",,,,,,,
16480,IOWA                     ,JACKSON                ,16,"213,541","1,112.19",202835.61,"1,056.44","1,756","7,916","1,033",16,"597,903","3,114.08",,,,,,,
16490,IOWA                     ,JASPER                 ,24,"363,030","1,260.52",318921,"1,107.36","17,607","19,020","7,482",24,"618,197","2,146.52",,,,,,,
16500,IOWA                     ,JEFFERSON              ,13,"158,605","1,016.70",95624,612.97,"28,377","26,876","7,728",13,"315,613","2,023.16",,,,,,,
16510,IOWA                     ,JOHNSON                ,62,"1,090,583","1,465.84",683902,919.22,"185,404","170,016","51,261",57,"1,775,121","2,595.21",,,,,,,
16520,IOWA                     ,JONES                  ,17,"330,917","1,622.14",295493,"1,448.50","11,608","18,800","5,016",13,"492,734","3,158.55",,,,,,,
16530,IOWA                     ,KEOKUK                 ,13,"427,785","2,742.21",317525,"2,035.42","49,526","46,154","14,580",13,"588,653","3,773.42",,,,,,,
16540,IOWA                     ,KOSSUTH                ,18,"474,252","2,195.61",419298,"1,941.19","33,212","14,703","7,039",17,"663,786","3,253.85",,,,,,,
16550,IOWA                     ,LEE                    ,43,"1,047,313","2,029.68",815763,"1,580.94","108,380","100,520","22,650",40,"1,377,884","2,870.59",,,,,,,
16560,IOWA                     ,LINN                   ,200,"2,712,417","1,130.17",2466278,"1,027.62","88,653","127,019","30,467",187,"4,564,017","2,033.88",,,,,,,
16570,IOWA                     ,LOUISA                 ,12,"170,177","1,181.78",113361,787.23,"25,341","24,544","6,931",12,"432,770","3,005.35",,,,,,,
16580,IOWA                     ,LUCAS                  ,11,"341,117","2,584.22",301357,"2,283.01","16,190","17,815","5,755",11,"383,629","2,906.28",,,,,,,
16590,IOWA                     ,LYON                   ,13,"79,959",512.56,70027,448.89,"1,719","7,327",886,12,"243,550","1,691.32",,,,,,,
16600,IOWA                     ,MADISON                ,6,"110,652","1,536.83",99953,"1,388.24","3,528","5,458","1,713",6,"226,711","3,148.76",,,,,,,
16610,IOWA                     ,MAHASKA                ,16,"191,024",994.92,161980,843.65,"10,854","14,738","3,452",16,"481,159","2,506.04",,,,,,,
16620,IOWA                     ,MARION                 ,28,"703,076","2,092.49",624691,"1,859.20","27,491","40,297","10,597",28,"1,283,222","3,819.11",,,,,,,
16630,IOWA                     ,MARSHALL               ,61,"1,064,137","1,453.74",975207,"1,332.25","29,916","49,961","9,053",58,"2,082,487","2,992.08",,,,,,,
16640,IOWA                     ,MILLS                  ,6,"104,149","1,446.51",80453,"1,117.40","10,862","9,541","3,293",6,"161,247","2,239.54",,,,,,,
16650,IOWA                     ,MITCHELL               ,10,"73,795",614.96,58483,487.36,"11,143","1,435","2,734",10,"334,607","2,788.39",,,,,,,
16660,IOWA                     ,MONONA                 ,15,"263,829","1,465.72",239778,"1,332.10","7,721","11,207","5,123",15,"465,791","2,587.73",,,,,,,
16670,IOWA                     ,MONROE                 ,9,"235,898","2,184.24",200694,"1,858.28","16,517","15,231","3,456",9,"306,616","2,839.04",,,,,,,
16680,IOWA                     ,MONTGOMERY             ,7,"215,414","2,564.45",183351,"2,182.75","13,356","15,336","3,371",6,"239,626","3,328.14",,,,,,,
16690,IOWA                     ,MUSCATINE              ,34,"1,094,802","2,683.34",781342,"1,915.05","142,735","136,906","33,819",34,"1,340,899","3,286.52",,,,,,,
16700,IOWA                     ,O'BRIEN                ,14,"334,187","1,989.21",309348,"1,841.36","5,614","17,030","2,195",14,"348,930","2,076.96",,,,,,,
16710,IOWA                     ,OSCEOLA                ,6,"174,938","2,429.69",155794,"2,163.81","6,088","11,210","1,846",6,"271,324","3,768.39",,,,,,,
16720,IOWA                     ,PAGE                   ,18,"193,158",894.25,134554,622.94,"29,097","20,728","8,779",18,"679,127","3,144.11",,,,,,,
16730,IOWA                     ,PALO ALTO              ,6,"50,485",701.18,47387,658.15,465,"2,456",177,5,"243,438","4,057.30",,,,,,,
16740,IOWA                     ,PLYMOUTH               ,25,"446,253","1,487.51",389358,"1,297.86","21,252","30,603","5,040",24,"854,147","2,965.79",,,,,,,
16750,IOWA                     ,POCAHONTAS             ,7,"107,027","1,274.13",89502,"1,065.50","13,443","1,873","2,209",7,"275,670","3,281.79",,,,,,,
16760,IOWA                     ,POLK                   ,412,"6,585,754","1,332.07",5677832,"1,148.43","279,397","512,143","116,382",384,"12,257,644","2,660.08",,,,,,,
16770,IOWA                     ,POTTAWATTAMIE          ,105,"2,205,698","1,750.55",1873641.06,"1,487.02","101,971","195,418","34,667",101,"3,226,355","2,662.01",,,,,,,
16780,IOWA                     ,POWESHIEK              ,17,"339,606","1,664.74",273533,"1,340.85","25,400","33,645","7,028",17,"721,192","3,535.25",,,,,,,
16790,IOWA                     ,RINGGOLD               ,8,"147,676","1,538.29",118509,"1,234.47","9,422","16,337","3,408",8,"282,789","2,945.72",,,,,,,
16800,IOWA                     ,SAC                    ,15,"272,272","1,512.62",248516,"1,380.64","6,904","15,260","1,592",14,"393,489","2,342.20",,,,,,,
16810,IOWA                     ,SCOTT                  ,184,"3,480,555","1,576.34",3029799,"1,372.19","150,978","252,442","47,336",176,"5,853,673","2,771.63",,,,,,,
16820,IOWA                     ,SHELBY                 ,12,"269,242","1,869.74",237560,"1,649.72","12,126","13,109","6,447",12,"349,703","2,428.49",,,,,,,
16830,IOWA                     ,SIOUX                  ,17,"346,654","1,699.28",316010,"1,549.07","5,739","22,477","2,428",15,"495,885","2,754.92",,,,,,,
16840,IOWA                     ,STORY                  ,35,"345,631",822.93,330347,786.54,"4,703","8,395","2,186",30,"950,820","2,641.17",,,,,,,
16850,IOWA                     ,TAMA                   ,20,"433,091","1,804.55",391967,"1,633.20","21,712","10,942","8,470",19,"672,283","2,948.61",,,,,,,
16860,IOWA                     ,TAYLOR                 ,7,"106,841","1,271.92",85074,"1,012.79","8,214","8,968","4,585",7,"181,817","2,164.49",,,,,,,
16870,IOWA                     ,UNION                  ,17,"89,691",439.66,81326,398.66,"2,762","3,733","1,870",15,"412,965","2,294.25",,,,,,,
16880,IOWA                     ,VAN BUREN              ,6,"125,978","1,749.69",89909,"1,248.74","15,858","17,040","3,171",6,"239,802","3,330.58",,,,,,,
16890,IOWA                     ,WAPELLO                ,49,"1,128,104","1,918.54",974310,"1,656.99","47,548","95,016","11,230",48,"1,579,273","2,741.79",,,,,,,
16900,IOWA                     ,WARREN                 ,42,"681,651","1,352.48",609992,"1,210.30","18,319","44,015","9,325",38,"932,304","2,044.53",,,,,,,
16910,IOWA                     ,WASHINGTON             ,18,"433,570","2,007.27",331679,"1,535.55","52,233","39,889","9,769",17,"667,372","3,271.43",,,,,,,
16920,IOWA                     ,WAYNE                  ,6,"312,385","4,338.68",244955,"3,402.15","24,646","37,043","5,741",6,"306,491","4,256.82",,,,,,,
16930,IOWA                     ,WEBSTER                ,54,"919,516","1,419.01",845269,"1,304.43","22,622","43,957","7,668",51,"1,681,473","2,747.50",,,,,,,
16940,IOWA                     ,WINNEBAGO              ,12,"300,580","2,087.36",252068,"1,750.47","30,012","14,270","4,230",10,"236,704","1,972.53",,,,,,,
16950,IOWA                     ,WINNESHIEK             ,22,"474,963","1,799.10",393303,"1,489.78","51,691","13,047","16,922",21,"885,136","3,512.44",,,,,,,
16960,IOWA                     ,WOODBURY               ,143,"2,948,763","1,718.39",2618475,"1,525.92","89,413","203,512","37,363",139,"4,551,125","2,728.49",,,,,,,
16970,IOWA                     ,WORTH                  ,8,"87,463",911.07,64763,674.61,"15,101","3,896","3,703",6,"223,235","3,100.49",,,,,,,
16980,IOWA                     ,WRIGHT                 ,15,"332,989","1,849.94",288658,"1,603.66","17,123","18,181","9,027",15,"704,454","3,913.63",,,,,,,
17000,KANSAS                   ,ALLEN                  ,18,"411,678","1,905.92",352545,"1,632.15","20,343","25,004","13,786",18,"722,354","3,344.23",,,,,,,
17010,KANSAS                   ,ANDERSON               ,6,"91,105","1,265.35",87658,"1,217.47",46,"3,387",14,6,"212,559","2,952.21",,,,,,,
17020,KANSAS                   ,ATCHISON               ,17,"372,663","1,826.78",312294,"1,530.85","26,045","25,530","8,794",16,"495,762","2,582.09",,,,,,,
17030,KANSAS                   ,BARBER                 ,1,0,0.00,0,0.00,0,0,0,1,"58,259","4,854.92",,,,,,,
17040,KANSAS                   ,BARTON                 ,20,"499,559","2,081.50",465785,"1,940.77","10,768","14,248","8,758",20,"799,679","3,332.00",,,,,,,
17050,KANSAS                   ,BOURBON                ,20,"745,230","3,105.13",675741,"2,815.59","14,596","45,448","9,445",20,"755,503","3,147.93",,,,,,,
17060,KANSAS                   ,BROWN                  ,18,"410,697","1,901.38",369782,"1,711.95","16,883","19,568","4,464",18,"639,993","2,962.93",,,,,,,
17070,KANSAS                   ,BUTLER                 ,62,"1,031,064","1,385.84",887574,"1,192.98","45,060","68,031","30,399",61,"2,031,647","2,775.47",,,,,,,
17080,KANSAS                   ,CHASE                  ,1,0,0.00,0,0.00,0,0,0,1,52,4.33,,,,,,,
17090,KANSAS                   ,CHAUTAUQUA             ,7,"155,799","1,854.75",132917,"1,582.35","7,384","11,785","3,713",7,"214,502","2,553.60",,,,,,,
17100,KANSAS                   ,CHEROKEE               ,32,"713,274","1,857.48",631522,"1,644.59","9,989","68,264","3,499",31,"877,761","2,359.57",,,,,,,
17110,KANSAS                   ,CHEYENNE               ,3,"45,362","1,260.06",28861,801.69,"9,899","5,361","1,241",3,"84,066","2,335.17",,,,,,,
17120,KANSAS                   ,CLARK                  ,2,"3,984",166.00,3984,166.00,0,0,0,2,"99,364","4,140.17",,,,,,,
17130,KANSAS                   ,CLAY                   ,6,"108,597","1,508.29",102032,"1,417.11","1,932","3,950",683,6,"233,542","3,243.64",,,,,,,
17140,KANSAS                   ,CLOUD                  ,12,"170,334","1,182.88",162068,"1,125.47","2,080","5,424",762,12,"400,194","2,779.13",,,,,,,
17150,KANSAS                   ,COFFEY                 ,4,"89,833","1,871.52",81302,"1,693.79",109,"8,404",18,4,"182,345","3,798.85",,,,,,,
17160,KANSAS                   ,COMANCHE               ,1,0,0.00,0,0.00,0,0,0,1,"5,835",486.25,,,,,,,
17170,KANSAS                   ,COWLEY                 ,33,"336,130",848.81,291895,737.11,"13,614","21,649","8,972",30,"847,876","2,355.21",,,,,,,
17180,KANSAS                   ,CRAWFORD               ,34,"706,540","1,731.72",612473,"1,501.16","29,405","57,610","7,052",33,"1,058,017","2,671.76",,,,,,,
17190,KANSAS                   ,DECATUR                ,5,"33,250",554.17,32067,534.45,64,"1,102",17,5,"125,866","2,097.77",,,,,,,
17200,KANSAS                   ,DICKINSON              ,15,"114,501",636.12,96747,537.48,"5,818","10,005","1,931",15,"410,435","2,280.19",,,,,,,
17210,KANSAS                   ,DONIPHAN               ,6,"39,192",544.33,26146,363.14,"5,144","5,870","2,032",6,"152,327","2,115.65",,,,,,,
17220,KANSAS                   ,DOUGLAS                ,81,"882,101",907.51,772470,794.72,"42,809","49,873","16,949",75,"2,498,994","2,776.66",,,,,,,
17230,KANSAS                   ,EDWARDS                ,3,"28,066",779.61,17080,474.44,"5,961","2,689","2,336",3,"101,407","2,816.86",,,,,,,
17240,KANSAS                   ,ELK                    ,2,"63,788","2,657.83",54209,"2,258.71","2,819","4,662","2,098",2,"78,566","3,273.58",,,,,,,
17250,KANSAS                   ,ELLIS                  ,31,"726,545","1,953.08",695108,"1,868.57","11,131","15,115","5,191",31,"1,224,394","3,291.38",,,,,,,
17260,KANSAS                   ,ELLSWORTH              ,7,"149,744","1,782.67",134263,"1,598.37","5,122","8,945","1,414",7,"372,713","4,437.06",,,,,,,
17270,KANSAS                   ,FINNEY                 ,44,"1,237,251","2,343.28",1136450,"2,152.37","23,662","68,341","8,798",44,"1,514,118","2,867.65",,,,,,,
17280,KANSAS                   ,FORD                   ,29,"401,986","1,155.13",343600,987.36,"12,696","38,185","7,505",27,"797,727","2,462.12",,,,,,,
17290,KANSAS                   ,FRANKLIN               ,24,"450,928","1,565.72",397389.68,"1,379.83","21,586","24,943","7,009",25,"554,815","1,849.38",,,,,,,
17300,KANSAS                   ,GEARY                  ,41,"1,111,843","2,259.84",1037828,"2,109.41","22,992","43,155","7,868",40,"1,344,804","2,801.68",,,,,,,
17310,KANSAS                   ,GOVE                   ,3,"8,594",238.72,7423,206.19,15,"1,152",4,2,"97,350","4,056.25",,,,,,,
17320,KANSAS                   ,GRAHAM                 ,4,"184,966","3,853.46",164041,"3,417.52","10,228","8,284","2,413",4,"107,353","2,236.52",,,,,,,
17330,KANSAS                   ,GRANT                  ,9,"191,638","1,774.43",166741,"1,543.90","5,943","14,504","4,450",9,"380,013","3,518.64",,,,,,,
17340,KANSAS                   ,GRAY                   ,7,"42,470",505.60,32135,382.56,"4,120","3,348","2,867",7,"149,787","1,783.18",,,,,,,
17350,KANSAS                   ,GREELEY                ,1,"35,174","2,931.17",35174,"2,931.17",0,0,0,1,"32,580","2,715.00",,,,,,,
17360,KANSAS                   ,GREENWOOD              ,8,"276,484","2,880.04",243441,"2,535.84","8,400","21,999","2,644",8,"374,448","3,900.50",,,,,,,
17370,KANSAS                   ,HAMILTON               ,2,"24,767","1,031.96",21429,892.88,"1,137","1,672",529,2,"95,210","3,967.08",,,,,,,
17380,KANSAS                   ,HARPER                 ,7,"206,933","2,463.49",169680,"2,020.00","11,689","19,211","6,353",7,"253,426","3,016.98",,,,,,,
17390,KANSAS                   ,HARVEY                 ,45,"899,842","1,666.37",739344.8,"1,369.16","48,721","78,189","33,587",44,"1,695,625","3,211.41",,,,,,,
17391,KANSAS                   ,HASKELL                ,6,"17,119",237.76,13780,191.39,"1,137","1,673",529,6,"221,344","3,074.22",,,,,,,
17410,KANSAS                   ,HODGEMAN               ,1,0,0.00,0,0.00,0,0,0,1,"60,626","5,052.17",,,,,,,
17420,KANSAS                   ,JACKSON                ,9,"166,320","1,540.00",142329,"1,317.86","7,333","13,235","3,423",10,"320,493","2,670.78",,,,,,,
17430,KANSAS                   ,JEFFERSON              ,21,"533,584","2,117.40",490424,"1,946.13","4,413","37,189","1,558",21,"646,755","2,566.49",,,,,,,
17440,KANSAS                   ,JEWELL                 ,3,"46,195","1,283.19",44709,"1,241.92",267,"1,098",121,3,"116,850","3,245.83",,,,,,,
17450,KANSAS                   ,JOHNSON                ,335,"7,290,670","1,813.60",6770600,"1,684.23","203,357","239,499","77,214",310,"10,693,908","2,874.71",,,,,,,
17451,KANSAS                   ,KEARNY                 ,5,"114,237","1,903.95",109658,"1,827.63",0,"4,579",0,4,"105,073","2,189.02",,,,,,,
17470,KANSAS                   ,KINGMAN                ,6,"74,613","1,036.29",61635,856.04,"3,965","6,376","2,637",6,"289,602","4,022.25",,,,,,,
17480,KANSAS                   ,KIOWA                  ,1,0,0.00,0,0.00,0,0,0,1,0,0.00,,,,,,,
17490,KANSAS                   ,LABETTE                ,26,"476,461","1,527.12",393470,"1,261.12","24,066","47,134","11,791",25,"1,075,472","3,584.91",,,,,,,
17500,KANSAS                   ,LANE                   ,4,"71,833","1,496.52",65819,"1,371.23",922,"4,573",519,4,"174,665","3,638.85",,,,,,,
17510,KANSAS                   ,LEAVENWORTH            ,69,"1,466,428","1,771.05",1332020,"1,608.72","40,133","82,456","11,819",65,"2,059,511","2,640.40",,,,,,,
17520,KANSAS                   ,LINCOLN                ,1,0,0.00,0,0.00,0,0,0,1,602,50.17,,,,,,,
17530,KANSAS                   ,LINN                   ,9,"177,634","1,644.76",160264,"1,483.93","8,131","6,300","2,939",9,"369,218","3,418.69",,,,,,,
17540,KANSAS                   ,LOGAN                  ,4,"61,682","1,285.04",60407,"1,258.48",441,304,530,4,"174,793","3,641.52",,,,,,,
17550,KANSAS                   ,LYON                   ,44,"803,553","1,521.88",723071,"1,369.45","9,064","67,052","4,366",42,"1,099,612","2,181.77",,,,,,,
17560,KANSAS                   ,MCPHERSON              ,29,"408,234","1,173.09",374031,"1,074.80","11,523","16,770","5,910",28,"743,320","2,212.26",,,,,,,
17570,KANSAS                   ,MARION                 ,17,"223,240","1,094.31",191533,938.89,"9,906","16,273","5,528",16,"474,499","2,471.35",,,,,,,
17580,KANSAS                   ,MARSHALL               ,10,"302,771","2,523.09",278927.34,"2,324.39","7,466","14,182","2,195",10,"405,218","3,376.81",,,,,,,
17590,KANSAS                   ,MEADE                  ,2,"10,495",437.29,8196,341.50,693,"1,077",529,2,"80,942","3,372.58",,,,,,,
17600,KANSAS                   ,MIAMI                  ,17,"338,637","1,659.99",312160,"1,530.20","11,476","11,164","3,837",16,"436,252","2,272.15",,,,,,,
17610,KANSAS                   ,MITCHELL               ,5,"297,881","4,964.68",265341,"4,422.35","21,547","6,606","4,387",5,"180,525","3,008.75",,,,,,,
17620,KANSAS                   ,MONTGOMERY             ,50,"1,150,669","1,917.78",1018275,"1,697.13","38,697","71,943","21,754",50,"1,797,268","2,995.45",,,,,,,
17630,KANSAS                   ,MORRIS                 ,4,"67,459","1,405.40",63453,"1,321.94","1,463","1,935",608,3,"137,665","3,824.03",,,,,,,
17640,KANSAS                   ,MORTON                 ,1,0,0.00,0,0.00,0,0,0,1,"3,143",261.92,,,,,,,
17650,KANSAS                   ,NEMAHA                 ,13,"140,568",901.08,128756,825.36,248,"11,507",57,13,"391,048","2,506.72",,,,,,,
