"ESRD -- 2012 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE, BENEFICIARIES ENROLLED IN PARTS A AND/OR B, REIMBURSEMENTS FOR HOSPICE AND COST CONTRATCS EXCLUDED",,,,,,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL,PART A REIMBURSEMENT,PART A PER CAPITA,PART A,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL,PART B PER CAPITA,,,,,,,
26020,MISSOURI                 ,ATCHISON               ,6,"205,261","2,850.85",181793,"2,524.90","8,610","12,805","2,053",6,"313,967","4,360.65",,,,,,,
26030,MISSOURI                 ,AUDRAIN                ,31,"331,596",891.39,285991,768.79,"19,225","18,216","8,164",30,"890,707","2,474.19",,,,,,,
26040,MISSOURI                 ,BARRY                  ,37,"522,425","1,176.63",439715,990.35,"21,045","55,324","6,341",35,"1,183,296","2,817.37",,,,,,,
26050,MISSOURI                 ,BARTON                 ,5,"43,315",721.92,37966,632.77,0,"5,349",0,5,"134,422","2,240.37",,,,,,,
26060,MISSOURI                 ,BATES                  ,15,"426,361","2,368.67",359586,"1,997.70","26,019","29,571","11,185",15,"507,762","2,820.90",,,,,,,
26070,MISSOURI                 ,BENTON                 ,28,"708,554","2,108.79",587514,"1,748.55","50,648","56,791","13,601",27,"826,384","2,550.57",,,,,,,
26080,MISSOURI                 ,BOLLINGER              ,7,"265,604","3,161.95",248655,"2,960.18",0,"16,949",0,6,"292,632","4,064.33",,,,,,,
26090,MISSOURI                 ,BOONE                  ,126,"3,423,595","2,264.28",2516033,"1,664.04","387,493","378,443","141,626",122,"4,189,237","2,861.50",,,,,,,
26100,MISSOURI                 ,BUCHANAN               ,50,"1,299,574","2,165.96",1195369,"1,992.28","26,871","67,514","9,820",48,"1,914,101","3,323.09",,,,,,,
26110,MISSOURI                 ,BUTLER                 ,67,"1,532,351","1,905.91",1280892,"1,593.15","24,970","217,934","8,555",65,"2,150,312","2,756.81",,,,,,,
26120,MISSOURI                 ,CALDWELL               ,2,"67,667","2,819.46",53610,"2,233.75","6,769","5,256","2,032",2,"21,890",912.08,,,,,,,
26130,MISSOURI                 ,CALLAWAY               ,34,"758,409","1,858.85",576473,"1,412.92","84,086","74,827","23,023",33,"1,126,626","2,845.02",,,,,,,
26140,MISSOURI                 ,CAMDEN                 ,34,"972,901","2,384.56",869334,"2,130.72","38,043","55,063","10,461",33,"968,440","2,445.56",,,,,,,
26150,MISSOURI                 ,CAPE GIRARDEAU         ,88,"1,549,053","1,466.91",1395083,"1,321.10","21,935","120,242","11,793",86,"2,607,724","2,526.86",,,,,,,
26160,MISSOURI                 ,CARROLL                ,12,"159,560","1,108.06",157334,"1,092.60",0,"2,226",0,12,"358,916","2,492.47",,,,,,,
26170,MISSOURI                 ,CARTER                 ,7,"518,258","6,169.74",483061,"5,750.73","6,766","26,073","2,358",7,"229,120","2,727.62",,,,,,,
26180,MISSOURI                 ,CASS                   ,68,"932,247","1,142.46",809629,992.19,"43,557","58,844","20,217",63,"1,772,902","2,345.11",,,,,,,
26190,MISSOURI                 ,CEDAR                  ,10,"131,734","1,097.78",101002,841.68,"7,708","18,196","4,828",7,"283,766","3,378.17",,,,,,,
26200,MISSOURI                 ,CHARITON               ,5,"121,028","2,017.13",91116,"1,518.60","13,256","12,398","4,258",4,"190,396","3,966.58",,,,,,,
26210,MISSOURI                 ,CHRISTIAN              ,49,"725,280","1,233.47",641923,"1,091.71","11,994","65,351","6,012",49,"1,734,894","2,950.50",,,,,,,
26220,MISSOURI                 ,CLARK                  ,5,"72,510","1,208.50",70628,"1,177.13",954,827,101,5,"206,430","3,440.50",,,,,,,
26230,MISSOURI                 ,CLAY                   ,194,"3,780,112","1,623.76",3483749,"1,496.46","117,962","131,952","46,449",184,"6,064,997","2,746.83",,,,,,,
26240,MISSOURI                 ,CLINTON                ,19,"612,421","2,686.06",583436,"2,558.93","5,487","21,522","1,976",18,"721,878","3,342.03",,,,,,,
26250,MISSOURI                 ,COLE                   ,56,"845,616","1,258.36",739696,"1,100.74","47,716","42,177","16,027",53,"1,384,561","2,176.98",,,,,,,
26260,MISSOURI                 ,COOPER                 ,20,"785,954","3,274.81",595218,"2,480.08","80,967","81,385","28,384",20,"700,514","2,918.81",,,,,,,
26270,MISSOURI                 ,CRAWFORD               ,21,"546,363","2,168.11",514810,"2,042.90","6,053","23,433","2,067",21,"768,011","3,047.66",,,,,,,
26280,MISSOURI                 ,DADE                   ,9,"141,757","1,312.56",126751,"1,173.62",906,"13,777",323,9,"327,449","3,031.94",,,,,,,
26290,MISSOURI                 ,DALLAS                 ,9,"163,532","1,514.19",145476,"1,347.00",137,"17,866",53,9,"363,684","3,367.44",,,,,,,
26300,MISSOURI                 ,DAVIESS                ,5,"53,087",884.78,51742,862.37,0,"1,345",0,5,"102,913","1,715.22",,,,,,,
26310,MISSOURI                 ,DEKALB                 ,2,0,0.00,0,0.00,0,0,0,2,"139,669","5,819.54",,,,,,,
26320,MISSOURI                 ,DENT                   ,28,"688,145","2,048.05",606590,"1,805.33","28,728","41,204","11,623",26,"810,603","2,598.09",,,,,,,
26330,MISSOURI                 ,DOUGLAS                ,6,"175,860","2,442.50",161948,"2,249.28",289,"13,516",107,6,"235,319","3,268.32",,,,,,,
26340,MISSOURI                 ,DUNKLIN                ,49,"1,612,249","2,741.92",1471924,"2,503.27","8,576","129,986","1,763",48,"2,018,889","3,505.02",,,,,,,
26350,MISSOURI                 ,FRANKLIN               ,98,"2,737,970","2,328.21",2425153,"2,062.20","125,006","124,806","63,005",96,"3,620,467","3,142.77",,,,,,,
26360,MISSOURI                 ,GASCONADE              ,17,"275,613","1,351.04",254781,"1,248.93","9,312","7,166","4,354",14,"459,417","2,734.63",,,,,,,
26370,MISSOURI                 ,GENTRY                 ,5,"199,121","3,318.68",180871,"3,014.52","6,104","11,469",677,5,"370,726","6,178.77",,,,,,,
26380,MISSOURI                 ,GREENE                 ,274,"5,299,968","1,611.91",4650513.67,"1,414.39","90,042","521,154","38,259",258,"8,591,248","2,774.95",,,,,,,
26390,MISSOURI                 ,GRUNDY                 ,15,"305,446","1,696.92",276628,"1,536.82","6,994","18,934","2,890",15,"323,492","1,797.18",,,,,,,
26400,MISSOURI                 ,HARRISON               ,11,"150,143","1,137.45",137935,"1,044.96","3,505","6,221","2,482",10,"217,194","1,809.95",,,,,,,
26410,MISSOURI                 ,HENRY                  ,29,"512,409","1,472.44",474303,"1,362.94","9,779","21,963","6,364",28,"984,994","2,931.53",,,,,,,
26411,MISSOURI                 ,HICKORY                ,10,"305,743","2,547.86",277830,"2,315.25","3,617","22,156","2,140",9,"235,813","2,183.45",,,,,,,
26412,MISSOURI                 ,HOLT                   ,1,"73,616","6,134.67",70422,"5,868.50",0,"3,194",0,1,"70,722","5,893.50",,,,,,,
26440,MISSOURI                 ,HOWARD                 ,11,"159,171","1,205.84",100569,761.89,"25,710","23,215","9,677",10,"243,312","2,027.60",,,,,,,
26450,MISSOURI                 ,HOWELL                 ,64,"1,022,467","1,331.34",828514,"1,078.79","40,580","134,745","18,628",64,"2,139,518","2,785.83",,,,,,,
26460,MISSOURI                 ,IRON                   ,11,"403,290","3,055.23",311669,"2,361.13","30,541","39,463","21,617",11,"494,445","3,745.80",,,,,,,
26470,MISSOURI                 ,JACKSON                ,1082,"26,399,865","2,033.26",22192529.96,"1,709.22","1,489,505","2,120,748","597,083",1020,"36,257,942","2,962.25",,,,,,,
26480,MISSOURI                 ,JASPER                 ,122,"3,182,837","2,174.07",2775090,"1,895.55","59,412","325,153","23,182",116,"3,595,786","2,583.18",,,,,,,
26490,MISSOURI                 ,JEFFERSON              ,197,"4,548,317","1,923.99",4162382.27,"1,760.74","144,926","163,910","77,099",188,"6,834,004","3,029.26",,,,,,,
26500,MISSOURI                 ,JOHNSON                ,41,"888,795","1,806.49",805507,"1,637.21","24,800","47,051","11,437",40,"1,331,637","2,774.24",,,,,,,
26510,MISSOURI                 ,KNOX                   ,1,"18,717","1,559.75",18322,"1,526.83",395,0,0,1,"72,370","6,030.83",,,,,,,
26520,MISSOURI                 ,LACLEDE                ,31,"670,479","1,802.36",554289,"1,490.02","33,802","70,382","12,006",30,"1,172,957","3,258.21",,,,,,,
26530,MISSOURI                 ,LAFAYETTE              ,34,"624,761","1,531.28",580077,"1,421.76","18,549","17,757","8,378",32,"856,329","2,230.02",,,,,,,
26540,MISSOURI                 ,LAWRENCE               ,37,"718,264","1,617.71",629192,"1,417.10","12,299","72,782","3,991",36,"1,115,809","2,582.89",,,,,,,
26541,MISSOURI                 ,LEWIS                  ,8,"244,436","2,546.21",224313,"2,336.59","6,613","11,009","2,501",8,"279,448","2,910.92",,,,,,,
26560,MISSOURI                 ,LINCOLN                ,46,"874,081","1,583.48",785843,"1,423.63","18,273","59,119","10,846",43,"1,700,317","3,295.19",,,,,,,
26570,MISSOURI                 ,LINN                   ,10,"227,108","1,892.57",210570,"1,754.75","6,244","7,939","2,355",9,"283,934","2,629.02",,,,,,,
26580,MISSOURI                 ,LIVINGSTON             ,21,"732,952","2,908.54",695140,"2,758.49","11,005","23,197","3,610",20,"536,960","2,237.33",,,,,,,
26590,MISSOURI                 ,MCDONALD               ,21,"527,783","2,094.38",447897,"1,777.37","12,407","61,450","6,029",20,"636,264","2,651.10",,,,,,,
26600,MISSOURI                 ,MACON                  ,21,"770,707","3,058.36",631623,"2,506.44","59,645","56,731","22,708",20,"811,146","3,379.78",,,,,,,
26601,MISSOURI                 ,MADISON                ,14,"607,943","3,618.71",547708,"3,260.17","24,643","25,452","10,140",14,"476,633","2,837.10",,,,,,,
26620,MISSOURI                 ,MARIES                 ,7,"262,055","3,119.70",246713,"2,937.06",79,"15,220",43,7,"200,870","2,391.31",,,,,,,
26630,MISSOURI                 ,MARION                 ,49,"1,137,880","1,935.17",1024069,"1,741.61","34,235","68,350","11,226",49,"1,666,658","2,834.45",,,,,,,
26631,MISSOURI                 ,MERCER                 ,3,"128,869","3,579.69",120445,"3,345.69","1,470","6,277",677,3,"105,837","2,939.92",,,,,,,
26650,MISSOURI                 ,MILLER                 ,18,"143,400",663.89,125688,581.89,"7,481","7,974","2,257",17,"460,744","2,258.55",,,,,,,
26660,MISSOURI                 ,MISSISSIPPI            ,23,"380,563","1,378.85",338144,"1,225.16",0,"42,419",0,22,"599,334","2,270.20",,,,,,,
26670,MISSOURI                 ,MONITEAU               ,8,"101,304","1,055.25",95517,994.97,"2,858","2,109",820,8,"209,020","2,177.29",,,,,,,
26680,MISSOURI                 ,MONROE                 ,9,"173,897","1,610.16",148654,"1,376.43","11,010","10,107","4,126",9,"407,741","3,775.38",,,,,,,
26690,MISSOURI                 ,MONTGOMERY             ,17,"161,954",793.89,130235,638.41,"13,367","14,095","4,257",18,"547,575","2,535.07",,,,,,,
26700,MISSOURI                 ,MORGAN                 ,20,"572,995","2,387.48",493142,"2,054.76","29,407","40,596","9,850",20,"736,044","3,066.85",,,,,,,
26710,MISSOURI                 ,NEW MADRID             ,35,"933,763","2,223.25",817454,"1,946.32","13,101","98,187","5,021",35,"1,173,816","2,794.80",,,,,,,
26720,MISSOURI                 ,NEWTON                 ,39,"748,853","1,600.11",630410,"1,347.03","20,414","89,501","8,528",35,"1,183,600","2,818.10",,,,,,,
26730,MISSOURI                 ,NODAWAY                ,4,"119,873","2,497.35",104336,"2,173.67","5,232","8,020","2,285",4,"119,396","2,487.42",,,,,,,
26740,MISSOURI                 ,OREGON                 ,8,"99,706","1,038.60",83969,874.68,"3,897","11,313",527,8,"273,932","2,853.46",,,,,,,
26750,MISSOURI                 ,OSAGE                  ,11,"37,617",284.98,36791,278.72,403,218,205,11,"271,609","2,057.65",,,,,,,
26751,MISSOURI                 ,OZARK                  ,10,"168,466","1,403.88",152861,"1,273.84",353,"15,016",236,9,"430,454","3,985.69",,,,,,,
26770,MISSOURI                 ,PEMISCOT               ,35,"1,074,203","2,557.63",961772,"2,289.93","16,993","88,292","7,146",34,"1,223,192","2,998.02",,,,,,,
26780,MISSOURI                 ,PERRY                  ,29,"620,272","1,782.39",538491,"1,547.39","23,983","50,005","7,793",29,"1,082,056","3,109.36",,,,,,,
26790,MISSOURI                 ,PETTIS                 ,59,"880,862","1,244.16",786408,"1,110.75","32,732","51,741","9,981",58,"1,629,346","2,341.01",,,,,,,
26800,MISSOURI                 ,PHELPS                 ,42,"945,519","1,876.03",822045,"1,631.04","28,521","79,375","15,578",40,"1,370,309","2,854.81",,,,,,,
26810,MISSOURI                 ,PIKE                   ,30,"401,388","1,114.97",355892,988.59,"16,961","21,925","6,610",30,"950,418","2,640.05",,,,,,,
26820,MISSOURI                 ,PLATTE                 ,60,"1,508,261","2,094.81",1396307,"1,939.32","42,681","56,150","13,123",55,"1,926,476","2,918.90",,,,,,,
26821,MISSOURI                 ,POLK                   ,26,"426,853","1,368.12",374893,"1,201.58","7,745","41,949","2,266",25,"982,897","3,276.32",,,,,,,
26840,MISSOURI                 ,PULASKI                ,31,"991,614","2,665.63",850930,"2,287.45","37,073","91,280","12,331",29,"1,176,989","3,382.15",,,,,,,
26850,MISSOURI                 ,PUTNAM                 ,7,"385,654","4,591.12",341099,"4,060.70","21,939","17,390","5,226",7,"237,821","2,831.20",,,,,,,
26860,MISSOURI                 ,RALLS                  ,10,"73,749",614.58,61460,512.17,"3,768","7,554",967,10,"334,429","2,786.91",,,,,,,
26870,MISSOURI                 ,RANDOLPH               ,30,"583,042","1,619.56",451745.39,"1,254.85","56,330","57,548","17,419",30,"1,138,501","3,162.50",,,,,,,
26880,MISSOURI                 ,RAY                    ,32,"647,223","1,685.48",610221,"1,589.12","15,336","16,904","4,762",31,"1,158,070","3,113.09",,,,,,,
26881,MISSOURI                 ,REYNOLDS               ,5,"126,104","2,101.73",119215,"1,986.92","1,155","4,531","1,203",5,"256,463","4,274.38",,,,,,,
26900,MISSOURI                 ,RIPLEY                 ,17,"230,501","1,129.91",203045,995.32,0,"27,456",0,17,"530,761","2,601.77",,,,,,,
26910,MISSOURI                 ,ST  CHARLES            ,311,"5,557,064","1,489.03",5038764.21,"1,350.15","157,650","291,039","69,611",291,"9,844,916","2,819.28",,,,,,,
26911,MISSOURI                 ,ST  CLAIR              ,11,"373,234","2,827.53",330444,"2,503.36","18,068","20,670","4,052",11,"488,939","3,704.08",,,,,,,
26930,MISSOURI                 ,ST  FRANCOIS           ,87,"2,457,101","2,353.55",2048008,"1,961.69","158,269","189,712","61,112",83,"3,181,514","3,194.29",,,,,,,
26940,MISSOURI                 ,ST  LOUIS              ,1742,"41,508,729","1,985.68",35169576.03,"1,682.43","2,093,678","3,258,974","986,500",1644,"63,678,528","3,227.82",,,,,,,
26950,MISSOURI                 ,ST  LOUIS CITY         ,896,"25,386,744","2,361.12",18341019,"1,705.82","2,848,253","2,661,054","1,536,418",850,"34,638,989","3,395.98",,,,,,,
26960,MISSOURI                 ,STE  GENEVIEVE         ,11,"233,237","1,766.95",196784,"1,490.79","9,323","23,777","3,353",10,"408,675","3,405.63",,,,,,,
26970,MISSOURI                 ,SALINE                 ,31,"368,783",991.35,322827,867.81,"19,310","19,480","7,166",30,"1,039,371","2,887.14",,,,,,,
26980,MISSOURI                 ,SCHUYLER               ,4,"77,444","1,613.42",70881,"1,476.69","1,712","4,059",792,4,"160,331","3,340.23",,,,,,,
26981,MISSOURI                 ,SCOTLAND               ,4,"118,581","2,470.44",106593,"2,220.69","5,612","5,409",967,4,"135,260","2,817.92",,,,,,,
26982,MISSOURI                 ,SCOTT                  ,61,"1,489,954","2,035.46",1270551,"1,735.73","15,018","197,333","7,052",61,"2,353,985","3,215.83",,,,,,,
26983,MISSOURI                 ,SHANNON                ,8,"183,105","1,907.34",148886,"1,550.90","11,839","17,654","4,726",8,"231,325","2,409.64",,,,,,,
26984,MISSOURI                 ,SHELBY                 ,7,"180,833","2,152.77",166846,"1,986.26","6,137","5,915","1,935",7,"234,281","2,789.06",,,,,,,
26985,MISSOURI                 ,STODDARD               ,44,"1,005,191","1,903.77",863390,"1,635.21","34,582","93,136","14,083",43,"1,445,846","2,802.03",,,,,,,
26986,MISSOURI                 ,STONE                  ,30,"590,753","1,640.98",533977,"1,483.27","8,451","47,100","1,225",28,"1,163,560","3,462.98",,,,,,,
26987,MISSOURI                 ,SULLIVAN               ,7,"130,028","1,547.95",127298,"1,515.45",0,"2,730",0,7,"291,359","3,468.56",,,,,,,
26988,MISSOURI                 ,TANEY                  ,51,"1,355,515","2,214.89",1183149,"1,933.25","43,270","115,188","13,908",50,"1,872,793","3,121.32",,,,,,,
26989,MISSOURI                 ,TEXAS                  ,23,"839,880","3,043.04",706165,"2,558.57","41,299","77,388","15,028",19,"612,427","2,686.08",,,,,,,
26990,MISSOURI                 ,VERNON                 ,16,"689,328","3,590.25",534463,"2,783.66","58,775","77,608","18,482",16,"712,572","3,711.31",,,,,,,
26991,MISSOURI                 ,WARREN                 ,41,"1,035,529","2,104.73",937470,"1,905.43","27,739","54,531","15,789",40,"1,422,108","2,962.73",,,,,,,
26992,MISSOURI                 ,WASHINGTON             ,26,"1,048,825","3,361.62",944914,"3,028.57","51,533","37,485","14,893",25,"1,148,205","3,827.35",,,,,,,
26993,MISSOURI                 ,WAYNE                  ,15,"549,316","3,051.76",454072,"2,522.62","7,335","84,722","3,187",15,"471,052","2,616.96",,,,,,,
26994,MISSOURI                 ,WEBSTER                ,23,"522,296","1,892.38",450174,"1,631.07","6,868","63,876","1,378",23,"811,838","2,941.44",,,,,,,
26995,MISSOURI                 ,WORTH                  ,4,"20,888",435.17,15235,317.40,"2,801","2,175",677,4,"115,065","2,397.19",,,,,,,
26996,MISSOURI                 ,WRIGHT                 ,24,"454,423","1,577.86",415382,"1,442.30",928,"37,844",269,23,"833,584","3,020.23",,,,,,,
27000,MONTANA                  ,BEAVERHEAD             ,2,"8,950",372.92,8950,372.92,0,0,0,2,"42,993","1,791.38",,,,,,,
27010,MONTANA                  ,BIG HORN               ,47,"968,057","1,716.41",886459,"1,571.74","15,678","63,449","2,471",41,"1,444,721","2,936.42",,,,,,,
27020,MONTANA                  ,BLAINE                 ,9,"111,210","1,029.72",101624,940.96,135,"9,428",23,8,"283,890","2,957.19",,,,,,,
27030,MONTANA                  ,BROADWATER             ,3,"58,529","1,625.81",55233,"1,534.25",343,"2,729",224,3,"92,539","2,570.53",,,,,,,
27040,MONTANA                  ,CARBON                 ,4,"143,388","2,987.25",130350,"2,715.63","1,757","11,002",279,4,"155,580","3,241.25",,,,,,,
27050,MONTANA                  ,CARTER                 ,1,0,0.00,0,0.00,0,0,0,1,0,0.00,,,,,,,
27060,MONTANA                  ,CASCADE                ,90,"1,623,156","1,502.92",1505071,"1,393.58","11,840","102,514","3,731",87,"3,126,632","2,994.86",,,,,,,
27070,MONTANA                  ,CHOUTEAU               ,5,"16,080",268.00,15130,252.17,0,950,0,5,"166,160","2,769.33",,,,,,,
27080,MONTANA                  ,CUSTER                 ,4,"113,853","2,371.94",104266,"2,172.21",261,"9,255",71,4,"183,185","3,816.35",,,,,,,
27090,MONTANA                  ,DANIELS                ,1,"6,917",576.42,5947,495.58,0,970,0,1,"41,156","3,429.67",,,,,,,
27100,MONTANA                  ,DAWSON                 ,4,"236,961","4,936.69",220103,"4,585.48","6,293","9,786",779,4,"159,389","3,320.60",,,,,,,
27110,MONTANA                  ,DEER LODGE             ,4,"38,206",795.96,37527,781.81,0,679,0,4,"205,315","4,277.40",,,,,,,
27120,MONTANA                  ,FALLON                 ,1,"12,845","1,070.42",12845,"1,070.42",0,0,0,1,"30,558","2,546.50",,,,,,,
27130,MONTANA                  ,FERGUS                 ,8,"63,428",660.71,58316,607.46,815,"4,195",102,7,"108,573","1,292.54",,,,,,,
27140,MONTANA                  ,FLATHEAD               ,78,"1,148,111","1,226.61",1047400,"1,119.02","15,145","83,522","2,044",76,"2,753,433","3,019.12",,,,,,,
27150,MONTANA                  ,GALLATIN               ,42,"304,071",603.32,286063,567.59,"5,726","11,315",967,41,"1,004,809","2,042.29",,,,,,,
27160,MONTANA                  ,GARFIELD               ,1,0,0.00,0,0.00,0,0,0,1,0,0.00,,,,,,,
27170,MONTANA                  ,GLACIER                ,32,"984,226","2,563.09",901529,"2,347.73","9,085","70,847","2,765",29,"1,060,113","3,046.30",,,,,,,
27180,MONTANA                  ,GOLDEN VALLEY          ,1,"27,733","2,311.08",26253,"2,187.75",0,"1,480",0,1,"20,634","1,719.50",,,,,,,
27190,MONTANA                  ,GRANITE                ,1,0,0.00,0,0.00,0,0,0,1,0,0.00,,,,,,,
27200,MONTANA                  ,HILL                   ,21,"485,461","1,926.43",446771,"1,772.90","6,327","30,781","1,582",21,"483,250","1,917.66",,,,,,,
27210,MONTANA                  ,JEFFERSON              ,12,"156,105","1,084.06",142064,986.56,"4,813","8,652",576,12,"462,205","3,209.76",,,,,,,
27220,MONTANA                  ,JUDITH BASIN           ,1,0,0.00,0,0.00,0,0,0,1,"3,748",312.33,,,,,,,
27230,MONTANA                  ,LAKE                   ,27,"823,405","2,541.37",816049,"2,518.67",233,"6,848",275,26,"1,134,496","3,636.21",,,,,,,
27240,MONTANA                  ,LEWIS AND CLARK        ,48,"246,816",428.50,228177,396.14,"4,611","13,279",749,45,"1,295,798","2,399.63",,,,,,,
27250,MONTANA                  ,LIBERTY                ,1,0,0.00,0,0.00,0,0,0,1,"37,524","3,127.00",,,,,,,
27260,MONTANA                  ,LINCOLN                ,11,"53,892",408.27,49356,373.91,0,"4,536",0,10,"305,224","2,543.53",,,,,,,
27270,MONTANA                  ,MCCONE                 ,1,0,0.00,0,0.00,0,0,0,1,"37,443","3,120.25",,,,,,,
27280,MONTANA                  ,MADISON                ,1,0,0.00,0,0.00,0,0,0,1,"33,978","2,831.50",,,,,,,
27290,MONTANA                  ,MEAGHER                ,1,"27,806","2,317.17",25116,"2,093.00",89,"2,578",23,1,"100,156","8,346.33",,,,,,,
27300,MONTANA                  ,MINERAL                ,3,"31,080",863.33,31080,863.33,0,0,0,3,"89,856","2,496.00",,,,,,,
27310,MONTANA                  ,MISSOULA               ,57,"588,923",861.00,568534,831.19,"15,436","1,498","3,455",56,"1,858,616","2,765.80",,,,,,,
27320,MONTANA                  ,MUSSELSHELL            ,1,"17,894","1,491.17",17894,"1,491.17",0,0,0,1,"76,116","6,343.00",,,,,,,
27330,MONTANA                  ,PARK                   ,9,"57,079",528.51,49405,457.45,923,"6,302",449,9,"229,917","2,128.86",,,,,,,
27340,MONTANA                  ,PETROLEUM              ,1,0,0.00,0,0.00,0,0,0,1,0,0.00,,,,,,,
27350,MONTANA                  ,PHILLIPS               ,3,"3,056",84.89,3056,84.89,0,0,0,2,"122,630","5,109.58",,,,,,,
27360,MONTANA                  ,PONDERA                ,11,"208,009","1,575.83",193870,"1,468.71",0,"14,139",0,11,"377,228","2,857.79",,,,,,,
27370,MONTANA                  ,POWDER RIVER           ,1,0,0.00,0,0.00,0,0,0,1,0,0.00,,,,,,,
27380,MONTANA                  ,POWELL                 ,2,"39,305","1,637.71",39305,"1,637.71",0,0,0,1,"4,436",369.67,,,,,,,
27390,MONTANA                  ,PRAIRIE                ,1,0,0.00,0,0.00,0,0,0,1,7,0.58,,,,,,,
27400,MONTANA                  ,RAVALLI                ,34,"261,706",641.44,252082,617.85,"7,263","1,359","1,002",33,"1,002,456","2,531.45",,,,,,,
27410,MONTANA                  ,RICHLAND               ,5,"127,367","2,122.78",112569,"1,876.15","2,050","12,133",615,4,"193,956","4,040.75",,,,,,,
27420,MONTANA                  ,ROOSEVELT              ,31,"500,590","1,345.67",445503,"1,197.59","10,379","41,691","3,017",27,"975,147","3,009.71",,,,,,,
27430,MONTANA                  ,ROSEBUD                ,25,"228,238",760.79,213387,711.29,"1,830","12,603",418,22,"621,971","2,355.95",,,,,,,
27440,MONTANA                  ,SANDERS                ,9,"41,211",381.58,38900,360.19,0,"2,311",0,9,"333,794","3,090.69",,,,,,,
27450,MONTANA                  ,SHERIDAN               ,7,"110,005","1,309.58",106332,"1,265.86",387,"3,172",114,7,"216,119","2,572.85",,,,,,,
27460,MONTANA                  ,SILVER BOW             ,25,"270,979",903.26,248691,828.97,"10,875","9,828","1,585",24,"895,285","3,108.63",,,,,,,
27470,MONTANA                  ,STILLWATER             ,5,"91,499","1,524.98",81375,"1,356.25",526,"9,537",61,5,"186,606","3,110.10",,,,,,,
27480,MONTANA                  ,SWEET GRASS            ,1,"30,949","2,579.08",27298,"2,274.83",492,"3,034",125,1,"44,280","3,690.00",,,,,,,
27490,MONTANA                  ,TETON                  ,2,"12,117",504.88,10992,458.00,0,"1,125",0,1,"84,228","7,019.00",,,,,,,
27500,MONTANA                  ,TOOLE                  ,3,"104,743","2,909.53",98665,"2,740.69","1,399","3,862",817,3,"156,415","4,344.86",,,,,,,
27510,MONTANA                  ,TREASURE               ,1,0,0.00,0,0.00,0,0,0,1,"44,899","3,741.58",,,,,,,
27520,MONTANA                  ,VALLEY                 ,8,"243,949","2,541.14",226556,"2,359.96","2,149","14,674",570,7,"340,419","4,052.61",,,,,,,
27530,MONTANA                  ,WHEATLAND              ,1,0,0.00,0,0.00,0,0,0,1,"43,002","3,583.50",,,,,,,
27540,MONTANA                  ,WIBAUX                 ,1,0,0.00,0,0.00,0,0,0,1,"12,805","1,067.08",,,,,,,
27550,MONTANA                  ,YELLOWSTONE            ,135,"2,026,176","1,250.73",1838715,"1,135.01","26,701","154,996","5,764",128,"4,210,508","2,741.22",,,,,,,
28000,NEBRASKA                 ,ADAMS                  ,27,"451,241","1,392.72",422951,"1,305.40","10,055","14,796","3,439",25,"687,875","2,292.92",,,,,,,
28010,NEBRASKA                 ,ANTELOPE               ,2,"10,442",435.08,6637,276.54,"1,500","1,051","1,254",2,"23,871",994.63,,,,,,,
28020,NEBRASKA                 ,ARTHUR                 ,1,0,0.00,-6286,-523.83,"3,239","2,420",627,1,888,74.00,,,,,,,
28030,NEBRASKA                 ,BANNER                 ,1,0,0.00,0,0.00,0,0,0,1,0,0.00,,,,,,,
28040,NEBRASKA                 ,BLAINE                 ,1,0,0.00,0,0.00,0,0,0,1,0,0.00,,,,,,,
28050,NEBRASKA                 ,BOONE                  ,5,"129,033","2,150.55",105925,"1,765.42","9,417","10,325","3,366",5,"223,596","3,726.60",,,,,,,
28060,NEBRASKA                 ,BOX BUTTE              ,17,"324,004","1,588.25",292696,"1,434.78","6,044","23,928","1,336",17,"696,334","3,413.40",,,,,,,
28070,NEBRASKA                 ,BOYD                   ,4,"27,887",580.98,21734,452.79,"2,831","2,068","1,254",4,"149,951","3,123.98",,,,,,,
28080,NEBRASKA                 ,BROWN                  ,5,"96,467","1,607.78",92421,"1,540.35",207,"3,751",88,4,"19,287",401.81,,,,,,,
28090,NEBRASKA                 ,BUFFALO                ,34,"857,731","2,102.28",752437,"1,844.21","45,145","54,499","5,650",33,"1,333,194","3,366.65",,,,,,,
28100,NEBRASKA                 ,BURT                   ,5,"351,430","5,857.17",326715,"5,445.25","13,274","9,560","1,881",5,"144,032","2,400.53",,,,,,,
28110,NEBRASKA                 ,BUTLER                 ,9,"177,954","1,647.72",144853,"1,341.23","15,277","14,413","3,411",8,"302,639","3,152.49",,,,,,,
28120,NEBRASKA                 ,CASS                   ,20,"252,710","1,052.96",210336,876.40,"16,937","20,286","5,151",18,"722,708","3,345.87",,,,,,,
28130,NEBRASKA                 ,CEDAR                  ,6,"83,196","1,155.50",80128,"1,112.89",0,"3,068",0,5,"218,182","3,636.37",,,,,,,
