DISABLED -- 2010  REIMBURSEMENT FOR COST CONTRACTS,,,,,,,,,,,,,,
FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A TOTAL REIMBURSEMENT,PART A REIMBURSEMENT W/O IME/DSH/GME,PART B TOTAL REIMBURSEMENT,,,,,,,,,
05460,CALIFORNIA               ,SAN BERNARDINO,"27,028","22,701","20,485.25",,,,,,,,,
05470,CALIFORNIA               ,SAN DIEGO,0,0,"1,515.81",,,,,,,,,
05480,CALIFORNIA               ,SAN FRANCISCO,0,0,"9,594.19",,,,,,,,,
05490,CALIFORNIA               ,SAN JOAQUIN,0,0,"32,519.35",,,,,,,,,
05500,CALIFORNIA               ,SAN LUIS OBISPO,"85,264","75,629","12,399.88",,,,,,,,,
05510,CALIFORNIA               ,SAN MATEO,"8,894","2,335",906.47,,,,,,,,,
05520,CALIFORNIA               ,SANTA BARBARA,0,0,"1,270.79",,,,,,,,,
05530,CALIFORNIA               ,SANTA CLARA,0,0,"1,995.59",,,,,,,,,
05540,CALIFORNIA               ,SANTA CRUZ,0,0,"2,611.36",,,,,,,,,
05550,CALIFORNIA               ,SHASTA,0,0,0.00,,,,,,,,,
05560,CALIFORNIA               ,SIERRA,0,0,0.00,,,,,,,,,
05570,CALIFORNIA               ,SISKIYOU,0,0,0.00,,,,,,,,,
05580,CALIFORNIA               ,SOLANO,0,0,315.97,,,,,,,,,
05590,CALIFORNIA               ,SONOMA,0,0,"1,100.20",,,,,,,,,
05600,CALIFORNIA               ,STANISLAUS,0,0,0.00,,,,,,,,,
05610,CALIFORNIA               ,SUTTER,0,0,"4,737.57",,,,,,,,,
05620,CALIFORNIA               ,TEHAMA,0,0,0.00,,,,,,,,,
05630,CALIFORNIA               ,TRINITY,0,0,0.00,,,,,,,,,
05640,CALIFORNIA               ,TULARE,0,0,0.00,,,,,,,,,
05650,CALIFORNIA               ,TUOLUMNE,0,0,"1,837.59",,,,,,,,,
05660,CALIFORNIA               ,VENTURA,0,0,0.00,,,,,,,,,
05670,CALIFORNIA               ,YOLO,0,0,69.34,,,,,,,,,
05680,CALIFORNIA               ,YUBA,"41,503","34,412","12,031.22",,,,,,,,,
06000,COLORADO                 ,ADAMS,"187,352","169,007","101,498.17",,,,,,,,,
06010,COLORADO                 ,ALAMOSA,"15,245","13,293","19,272.79",,,,,,,,,
06020,COLORADO                 ,ARAPAHOE,"399,636","366,829","271,051.39",,,,,,,,,
06030,COLORADO                 ,ARCHULETA,0,0,"2,627.97",,,,,,,,,
06040,COLORADO                 ,BACA,"33,058","20,940","19,195.17",,,,,,,,,
06050,COLORADO                 ,BENT,0,0,0.00,,,,,,,,,
06060,COLORADO                 ,BOULDER,"310,406","298,711","141,599.35",,,,,,,,,
06070,COLORADO                 ,CHAFFEE,0,0,"5,737.86",,,,,,,,,
06080,COLORADO                 ,CHEYENNE,"101,218","97,996","21,745.77",,,,,,,,,
06090,COLORADO                 ,CLEAR CREEK,0,0,0.00,,,,,,,,,
06100,COLORADO                 ,CONEJOS,"5,758","2,854","18,126.43",,,,,,,,,
06110,COLORADO                 ,COSTILLA,"9,574","8,253","10,002.55",,,,,,,,,
06120,COLORADO                 ,CROWLEY,"31,720","28,889","4,358.15",,,,,,,,,
06130,COLORADO                 ,CUSTER,"4,566","3,980","2,298.76",,,,,,,,,
06140,COLORADO                 ,DELTA,"96,102","90,930","195,380.43",,,,,,,,,
06150,COLORADO                 ,DENVER,"426,359","342,565","163,324.27",,,,,,,,,
06160,COLORADO                 ,DOLORES,0,0,"4,560.88",,,,,,,,,
06170,COLORADO                 ,DOUGLAS,"9,257","9,249","41,979.72",,,,,,,,,
06180,COLORADO                 ,EAGLE,"37,768","36,891","41,301.80",,,,,,,,,
06190,COLORADO                 ,ELBERT,"53,545","49,932","21,335.44",,,,,,,,,
06200,COLORADO                 ,EL PASO,"169,287","160,395","136,372.81",,,,,,,,,
06210,COLORADO                 ,FREMONT,"47,249","44,691","84,546.24",,,,,,,,,
06220,COLORADO                 ,GARFIELD,"287,275","244,361","93,689.53",,,,,,,,,
06230,COLORADO                 ,GILPIN,"30,042","29,592","2,687.96",,,,,,,,,
06240,COLORADO                 ,GRAND,"45,762","43,191","36,117.16",,,,,,,,,
06250,COLORADO                 ,GUNNISON,0,0,52.77,,,,,,,,,
06260,COLORADO                 ,HINSDALE,0,0,0.00,,,,,,,,,
