DISABLED -- REPRICING ADJUSTMENTS TO THE 2007-2011 OUTPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,
CODE,STATE,COUNTY,Part B Reimbursement Adjustment 2007,Part B Reimbursement Adjustment 2008,Part B Reimbursement Adjustment 2009,Part B Reimbursement Adjustment 2010,Part B Reimbursement Adjustment 2011,,,,,
45320,TEXAS                    ,COMAL,-652,"1,007","1,134",-270,"-6,737",,,,,
45321,TEXAS                    ,COMANCHE,"-1,242","-1,000",-484,"2,960","1,214",,,,,
45330,TEXAS                    ,CONCHO,-127,-401,176,"1,999",154,,,,,
45340,TEXAS                    ,COOKE,383,"-2,151","-1,111","3,113",749,,,,,
45341,TEXAS                    ,CORYELL,"11,898","34,565","23,762","27,014","13,898",,,,,
45350,TEXAS                    ,COTTLE,-499,-153,475,3,-237,,,,,
45360,TEXAS                    ,CRANE,-387,395,934,578,411,,,,,
45361,TEXAS                    ,CROCKETT,902,128,44,"1,190",248,,,,,
45362,TEXAS                    ,CROSBY,"2,060","1,951","1,520",986,579,,,,,
45370,TEXAS                    ,CULBERSON,-661,-637,-100,161,60,,,,,
45380,TEXAS                    ,DALLAM,"-1,759","-1,002",-765,-337,-439,,,,,
45390,TEXAS                    ,DALLAS,"-281,807","-148,671","-169,933","-79,068","-60,849",,,,,
45391,TEXAS                    ,DAWSON,"2,256","1,592","1,575","2,494","1,461",,,,,
45392,TEXAS                    ,DEAF SMITH,"-4,826","-5,517","-2,103","-1,506",-718,,,,,
45400,TEXAS                    ,DELTA,"-1,080","-1,525",-916,"1,759",149,,,,,
45410,TEXAS                    ,DENTON,"-33,009","-16,204","-21,674","-8,842","-7,774",,,,,
45420,TEXAS                    ,DEWITT,"-1,068","1,526","4,079","5,957","4,590",,,,,
45421,TEXAS                    ,DICKENS,"1,603",226,485,343,73,,,,,
45430,TEXAS                    ,DIMMIT,-583,-667,-361,587,-95,,,,,
45431,TEXAS                    ,DONLEY,"-1,314","-1,260",-931,-388,-577,,,,,
45440,TEXAS                    ,DUVAL,"-1,224",-323,318,"1,015",564,,,,,
45450,TEXAS                    ,EASTLAND,"-1,213",-810,779,"3,423","1,692",,,,,
45451,TEXAS                    ,ECTOR,"-22,711",-435,"34,922","17,498","28,950",,,,,
45460,TEXAS                    ,EDWARDS,-169,-68,153,265,-146,,,,,
45470,TEXAS                    ,ELLIS,"-24,777","-12,670","-14,545","-5,648","-4,665",,,,,
45480,TEXAS                    ,EL PASO,"-200,978","-168,680","-106,627","-58,841","-40,391",,,,,
45490,TEXAS                    ,ERATH,"-2,497","-2,151","-3,652","1,426",818,,,,,
45500,TEXAS                    ,FALLS,-452,"6,097","4,070","6,832","1,050",,,,,
45510,TEXAS                    ,FANNIN,"-6,418","-4,327","-4,038","2,599",-597,,,,,
45511,TEXAS                    ,FAYETTE,"-1,243","-1,413",651,-823,155,,,,,
45520,TEXAS                    ,FISHER,47,544,1,"1,089",573,,,,,
45521,TEXAS                    ,FLOYD,116,670,"1,477",821,414,,,,,
45522,TEXAS                    ,FOARD,-5,-99,753,78,-191,,,,,
45530,TEXAS                    ,FORT BEND,"-21,196","-8,627","3,555","-1,101","-1,149",,,,,
45531,TEXAS                    ,FRANKLIN,"-3,681","-2,808","-2,509","-1,038","-1,703",,,,,
45540,TEXAS                    ,FREESTONE,"-1,792",317,"1,317","4,537",540,,,,,
45541,TEXAS                    ,FRIO,"-1,491","-1,256",-456,778,-33,,,,,
45542,TEXAS                    ,GAINES,"1,118","1,052","1,508","1,300",708,,,,,
45550,TEXAS                    ,GALVESTON,"-40,674","-15,096","6,529","-1,818","-4,587",,,,,
45551,TEXAS                    ,GARZA,850,"1,361",484,287,165,,,,,
45552,TEXAS                    ,GILLESPIE,"5,727","7,061","10,121","8,156","-1,880",,,,,
45560,TEXAS                    ,GLASSCOCK,7,110,0,238,0,,,,,
45561,TEXAS                    ,GOLIAD,"1,031","2,295","2,533","2,220","2,138",,,,,
45562,TEXAS                    ,GONZALES,"-1,454",-312,820,"2,274",844,,,,,
45563,TEXAS                    ,GRAY,"-14,106","-12,232","-8,146","-3,434","-3,252",,,,,
45564,TEXAS                    ,GRAYSON,"-23,079","-21,146","-30,842","-4,780","-1,515",,,,,
45570,TEXAS                    ,GREGG,"-58,091","-55,016","-16,000","30,576","-6,298",,,,,
45580,TEXAS                    ,GRIMES,"2,201",346,"1,272","1,013",417,,,,,
45581,TEXAS                    ,GUADALUPE,-5,"1,338",589,"-1,136","-8,533",,,,,
45582,TEXAS                    ,HALE,-675,922,"3,056","4,892","1,801",,,,,
45583,TEXAS                    ,HALL,"-1,079",-845,-773,33,-95,,,,,
45590,TEXAS                    ,HAMILTON,"1,573","1,577",484,"2,870",354,,,,,
45591,TEXAS                    ,HANSFORD,-556,-582,"-1,179",-230,-309,,,,,
45592,TEXAS                    ,HARDEMAN,90,"1,275",329,-327,-537,,,,,
45600,TEXAS                    ,HARDIN,"-5,521","-2,796","2,048","8,943","2,771",,,,,
45610,TEXAS                    ,HARRIS,"-336,964","-125,097","50,643","-15,962","-32,393",,,,,
45620,TEXAS                    ,HARRISON,"-16,408","-10,854","3,087","13,399","-6,006",,,,,
45621,TEXAS                    ,HARTLEY,-70,-217,-228,-24,-113,,,,,
45630,TEXAS                    ,HASKELL,526,"1,470",803,895,211,,,,,
45631,TEXAS                    ,HAYS,"8,165","8,282","8,852","7,424","8,033",,,,,
45632,TEXAS                    ,HEMPHILL,-583,-634,-176,-82,-165,,,,,
45640,TEXAS                    ,HENDERSON,"-23,597","-30,647","-18,190","6,135","14,312",,,,,
45650,TEXAS                    ,HIDALGO,"-82,547","-152,313","-142,925","-103,958","-92,682",,,,,
45651,TEXAS                    ,HILL,"-11,572",238,"-1,962","3,255",-542,,,,,
45652,TEXAS                    ,HOCKLEY,"2,340","2,620","6,408","5,186","1,645",,,,,
45653,TEXAS                    ,HOOD,"-13,573","-5,876","-7,320",288,669,,,,,
45654,TEXAS                    ,HOPKINS,"-4,351","-9,078","-2,093","7,829","2,953",,,,,
45660,TEXAS                    ,HOUSTON,"-9,159","-8,008","-3,678","3,187","2,549",,,,,
45661,TEXAS                    ,HOWARD,"14,416","28,313","33,860","42,686","36,955",,,,,
45662,TEXAS                    ,HUDSPETH,-151,-193,-244,-176,-123,,,,,
45670,TEXAS                    ,HUNT,"-22,771","-13,356","-13,878","-5,919","-5,072",,,,,
45671,TEXAS                    ,HUTCHINSON,"-7,693","-6,124","-5,959","-2,726","-1,554",,,,,
45672,TEXAS                    ,IRION,-126,-164,127,330,123,,,,,
45680,TEXAS                    ,JACK,"2,907",916,"-1,966",-400,"-1,291",,,,,
45681,TEXAS                    ,JACKSON,824,"1,383","3,345","2,996","5,163",,,,,
45690,TEXAS                    ,JASPER,"-7,164","-3,933","1,113","7,601","2,343",,,,,
45691,TEXAS                    ,JEFF DAVIS,-110,-121,236,17,129,,,,,
45700,TEXAS                    ,JEFFERSON,"-30,671","-12,614","14,780","56,316","18,237",,,,,
45710,TEXAS                    ,JIM HOGG,-346,-294,-941,-571,-19,,,,,
45711,TEXAS                    ,JIM WELLS,"-1,267",-61,208,"3,588","2,732",,,,,
45720,TEXAS                    ,JOHNSON,"-14,098","-14,996","-17,356",279,-124,,,,,
45721,TEXAS                    ,JONES,"3,338","3,985","3,623","4,393","1,797",,,,,
45722,TEXAS                    ,KARNES,-6,715,"1,598",206,168,,,,,
45730,TEXAS                    ,KAUFMAN,"-24,184","-17,832","-16,882","-2,186",-163,,,,,
45731,TEXAS                    ,KENDALL,-3,"1,364","1,089",670,"-1,772",,,,,
45732,TEXAS                    ,KENEDY,17,-30,0,3,11,,,,,
45733,TEXAS                    ,KENT,17,8,-6,21,17,,,,,
45734,TEXAS                    ,KERR,641,"3,239","5,317","3,700","-6,698",,,,,
45740,TEXAS                    ,KIMBLE,-106,242,934,728,-140,,,,,
45741,TEXAS                    ,KING,533,26,18,10,11,,,,,
45742,TEXAS                    ,KINNEY,-417,-270,-28,423,80,,,,,
45743,TEXAS                    ,KLEBERG,269,"1,378","1,447","1,722",832,,,,,
45744,TEXAS                    ,KNOX,17,694,104,706,-331,,,,,
45750,TEXAS                    ,LAMAR,"-11,040","-11,355","10,954","71,332","-2,387",,,,,
45751,TEXAS                    ,LAMB,"1,233","1,286","1,978","1,956",565,,,,,
45752,TEXAS                    ,LAMPASAS,"6,741","17,487","10,022","10,713","5,127",,,,,
45753,TEXAS                    ,LA SALLE,-633,-790,-719,170,-109,,,,,
45754,TEXAS                    ,LAVACA,679,"4,509","4,429","3,740","3,274",,,,,
45755,TEXAS                    ,LEE,-21,851,894,"1,570",862,,,,,
45756,TEXAS                    ,LEON,"-3,751","-1,339",-613,"2,459","1,875",,,,,
45757,TEXAS                    ,LIBERTY,"-10,302","-3,203","1,073","2,481",121,,,,,
45758,TEXAS                    ,LIMESTONE,"5,240","11,863","11,954","12,667",-463,,,,,
45759,TEXAS                    ,LIPSCOMB,-319,-672,"-1,410",-53,11,,,,,
45760,TEXAS                    ,LIVE OAK,171,96,172,347,-66,,,,,
45761,TEXAS                    ,LLANO,"2,386","1,863","3,240","5,455","2,612",,,,,
45762,TEXAS                    ,LOVING,0,-1,35,0,0,,,,,
45770,TEXAS                    ,LUBBOCK,"65,878","52,186","53,177","28,376","12,801",,,,,
45771,TEXAS                    ,LYNN,"1,023",402,"1,059",376,97,,,,,
45772,TEXAS                    ,MCCULLOCH,299,46,526,"2,607","-1,272",,,,,
45780,TEXAS                    ,MCLENNAN,"-21,429","8,701","-9,865","7,862","-24,287",,,,,
45781,TEXAS                    ,MCMULLEN,-20,-15,-7,7,-16,,,,,
45782,TEXAS                    ,MADISON,608,230,664,512,124,,,,,
45783,TEXAS                    ,MARION,"-3,574","-2,490",-148,"2,998",-654,,,,,
45784,TEXAS                    ,MARTIN,"1,801","2,089","1,863","3,729","3,210",,,,,
45785,TEXAS                    ,MASON,962,"1,035","2,060","2,162",-16,,,,,
45790,TEXAS                    ,MATAGORDA,"13,224",-894,"1,317",331,870,,,,,
45791,TEXAS                    ,MAVERICK,"-4,225","-3,372",-469,"2,366","-4,666",,,,,
45792,TEXAS                    ,MEDINA,-760,675,203,-518,"-2,823",,,,,
45793,TEXAS                    ,MENARD,16,-108,191,208,5,,,,,
45794,TEXAS                    ,MIDLAND,"39,169","43,742","73,139","88,255","66,194",,,,,
45795,TEXAS                    ,MILAM,"5,651","13,477","10,473","16,094","6,739",,,,,
45796,TEXAS                    ,MILLS,262,508,425,623,407,,,,,
45797,TEXAS                    ,MITCHELL,492,"1,431","1,104","2,476",878,,,,,
45800,TEXAS                    ,MONTAGUE,"6,021","4,762","1,065","2,288","-2,040",,,,,
45801,TEXAS                    ,MONTGOMERY,"-30,983","-10,724","5,297",-439,"-3,392",,,,,
45802,TEXAS                    ,MOORE,"-3,938","-6,185","-4,581",-760,"-1,197",,,,,
45803,TEXAS                    ,MORRIS,"-6,364","-8,999","-10,594","-9,056","-4,891",,,,,
45804,TEXAS                    ,MOTLEY,536,91,97,185,59,,,,,
45810,TEXAS                    ,NACOGDOCHES,"-20,903","-17,950","-4,877","12,858","-5,312",,,,,
45820,TEXAS                    ,NAVARRO,"-12,341","-8,305","-10,771",-437,34,,,,,
45821,TEXAS                    ,NEWTON,"-2,793","-1,127",864,"3,036",814,,,,,
45822,TEXAS                    ,NOLAN,-429,"1,037","2,620","4,222","1,957",,,,,
45830,TEXAS                    ,NUECES,"20,126","18,936","14,692","-2,228","7,519",,,,,
45831,TEXAS                    ,OCHILTREE,-875,-541,"-1,667",-190,-179,,,,,
45832,TEXAS                    ,OLDHAM,-565,-312,-60,-204,-36,,,,,
45840,TEXAS                    ,ORANGE,"-13,376","-5,941","4,717","19,175","7,376",,,,,
45841,TEXAS                    ,PALO PINTO,"-3,951","-7,850","-22,503","-21,419","-11,805",,,,,
45842,TEXAS                    ,PANOLA,"-6,285","-6,661","-3,245","3,384",-849,,,,,
45843,TEXAS                    ,PARKER,"-8,588","-11,468","-16,648","-1,771",-246,,,,,
45844,TEXAS                    ,PARMER,-348,-641,-604,-308,-144,,,,,
45845,TEXAS                    ,PECOS,"2,002",322,"2,466","2,534","2,012",,,,,
45850,TEXAS                    ,POLK,"-11,660","-5,216","10,308","43,003","25,932",,,,,
45860,TEXAS                    ,POTTER,"-110,844","-109,137","-73,542","-39,075","-33,900",,,,,
45861,TEXAS                    ,PRESIDIO,-303,-247,315,369,"1,612",,,,,
45870,TEXAS                    ,RAINS,"-2,798","-4,538","-1,668","1,398",523,,,,,
45871,TEXAS                    ,RANDALL,"-9,459","-8,942","-9,206","-4,606","-2,827",,,,,
45872,TEXAS                    ,REAGAN,-71,-124,509,482,430,,,,,
45873,TEXAS                    ,REAL,-430,-269,83,448,-107,,,,,
45874,TEXAS                    ,RED RIVER,"-5,093","-3,843","-1,620","8,088",22,,,,,
45875,TEXAS                    ,REEVES,-634,-215,"1,990","1,120","2,606",,,,,
45876,TEXAS                    ,REFUGIO,63,972,"1,059","1,381","2,003",,,,,
45877,TEXAS                    ,ROBERTS,0,-17,-9,-9,0,,,,,
45878,TEXAS                    ,ROBERTSON,"2,487","2,006","2,024","1,549",308,,,,,
45879,TEXAS                    ,ROCKWALL,"-5,517","-3,051","-4,022","-1,649",-834,,,,,
45880,TEXAS                    ,RUNNELS,328,-69,"1,528","5,215",567,,,,,
45881,TEXAS                    ,RUSK,"-18,028","-21,485","-8,255","9,458","2,739",,,,,
45882,TEXAS                    ,SABINE,"-5,849","-4,739",-449,"2,675",-946,,,,,
45883,TEXAS                    ,SAN AUGUSTINE,"-4,520","-1,391","-1,025","1,642",-829,,,,,
45884,TEXAS                    ,SAN JACINTO,"-2,878","-1,372","1,245","3,337","4,068",,,,,
45885,TEXAS                    ,SAN PATRICIO,"3,282","4,193","3,431",252,"1,974",,,,,
45886,TEXAS                    ,SAN SABA,4,"1,044","1,243",819,427,,,,,
45887,TEXAS                    ,SCHLEICHER,-192,-430,347,"1,281",224,,,,,
45888,TEXAS                    ,SCURRY,"1,431",205,"1,465","4,744","2,139",,,,,
45889,TEXAS                    ,SHACKELFORD,93,429,611,830,79,,,,,
45890,TEXAS                    ,SHELBY,"-11,691","-7,899","-2,047","5,301","-2,257",,,,,
45891,TEXAS                    ,SHERMAN,-207,-264,-424,-366,-81,,,,,
45892,TEXAS                    ,SMITH,"-104,117","-122,635","-60,631","42,263","67,375",,,,,
45893,TEXAS                    ,SOMERVELL,"-2,706",-642,-554,813,150,,,,,
45900,TEXAS                    ,STARR,"-11,501","-17,678","-15,819","-5,153","-7,789",,,,,
45901,TEXAS                    ,STEPHENS,-29,61,-149,"2,971",754,,,,,
45902,TEXAS                    ,STERLING,-23,-5,418,403,86,,,,,
45903,TEXAS                    ,STONEWALL,74,82,39,233,92,,,,,
45904,TEXAS                    ,SUTTON,-131,-139,23,886,93,,,,,
45905,TEXAS                    ,SWISHER,"-1,406","-1,535",-794,-217,-330,,,,,
45910,TEXAS                    ,TARRANT,"-132,132","-128,748","-178,754","-19,579","-6,654",,,,,
45911,TEXAS                    ,TAYLOR,"18,898","27,932","28,845","35,878","14,857",,,,,
45912,TEXAS                    ,TERRELL,-30,-91,14,74,22,,,,,
45913,TEXAS                    ,TERRY,"1,320","1,115","1,851","1,726",794,,,,,
45920,TEXAS                    ,THROCKMORTON,52,140,161,-425,49,,,,,
45921,TEXAS                    ,TITUS,"-9,969","-13,684","-26,549","-18,897","-13,067",,,,,
45930,TEXAS                    ,TOM GREEN,"-4,073","-14,011","10,147","45,720","7,304",,,,,
45940,TEXAS                    ,TRAVIS,"79,386","47,645","59,841","63,927","73,127",,,,,
45941,TEXAS                    ,TRINITY,"-7,624","-5,361",302,"3,218","1,463",,,,,
45942,TEXAS                    ,TYLER,"-8,059","-4,673",176,"4,811","2,207",,,,,
45943,TEXAS                    ,UPSHUR,"-20,592","-21,790","-9,647","8,084",579,,,,,
45944,TEXAS                    ,UPTON,47,132,913,"2,511",773,,,,,
45945,TEXAS                    ,UVALDE,"-3,177","-2,183",-78,"2,342",622,,,,,
45946,TEXAS                    ,VAL VERDE,"-2,750","-1,812",-136,"2,769",833,,,,,
45947,TEXAS                    ,VAN ZANDT,"-18,226","-23,279","-12,880","4,761","9,447",,,,,
45948,TEXAS                    ,VICTORIA,"18,896","35,953","41,961","36,974","37,963",,,,,
45949,TEXAS                    ,WALKER,"-4,093","-1,431","1,188",546,-14,,,,,
45950,TEXAS                    ,WALLER,"-2,385",-816,490,404,-97,,,,,
45951,TEXAS                    ,WARD,"-1,334",483,"1,702","2,593","2,290",,,,,
45952,TEXAS                    ,WASHINGTON,881,367,"1,036",-363,-582,,,,,
45953,TEXAS                    ,WEBB,"-13,221","-34,631","-47,611","-31,451","-17,672",,,,,
45954,TEXAS                    ,WHARTON,"-9,428","-1,902","1,641","2,186",680,,,,,
45955,TEXAS                    ,WHEELER,"-2,342",-793,-814,-108,-347,,,,,
45960,TEXAS                    ,WICHITA,"81,656","105,851","22,284","-25,165","-88,404",,,,,
45961,TEXAS                    ,WILBARGER,"1,302","3,152","1,182",586,"-5,364",,,,,
45962,TEXAS                    ,WILLACY,"-8,842","-7,679","-7,870","-6,401","-10,549",,,,,
45970,TEXAS                    ,WILLIAMSON,"28,510","29,538","26,916","30,205","34,613",,,,,
45971,TEXAS                    ,WILSON,-196,656,282,"-1,084","-3,464",,,,,
45972,TEXAS                    ,WINKLER,-397,-435,"1,274",579,883,,,,,
45973,TEXAS                    ,WISE,"-5,588","-6,962","-8,155",-2,"1,121",,,,,
45974,TEXAS                    ,WOOD,"-17,233","-27,929","-12,476","7,780","12,994",,,,,
45980,TEXAS                    ,YOAKUM,510,388,886,254,167,,,,,
45981,TEXAS                    ,YOUNG,"1,706",381,"-2,117",-225,"-4,692",,,,,
45982,TEXAS                    ,ZAPATA,"-1,560","-1,850","-2,731","-2,182","-1,012",,,,,
45983,TEXAS                    ,ZAVALA,"-1,520",-796,139,"1,417",255,,,,,
46000,UTAH                     ,BEAVER,-277,"-3,823","-1,030","-2,114","-1,403",,,,,
46010,UTAH                     ,BOX ELDER,-894,"-2,649","-1,170","-6,226","-5,154",,,,,
46020,UTAH                     ,CACHE,"-10,681","-25,293","-15,340","-22,827","-16,877",,,,,
46030,UTAH                     ,CARBON,"-9,029","-15,327","-2,650","-6,081","-12,640",,,,,
46040,UTAH                     ,DAGGETT,6,-19,9,-76,-103,,,,,
46050,UTAH                     ,DAVIS,"-11,259","-25,063","-13,162","-29,451","-21,251",,,,,
46060,UTAH                     ,DUCHESNE,"-2,218",314,"-2,952","-3,696","-4,803",,,,,
46070,UTAH                     ,EMERY,"-1,606","-4,031","-1,099",-942,"-1,998",,,,,
46080,UTAH                     ,GARFIELD,"-1,329",-910,-771,"-2,336",-769,,,,,
46090,UTAH                     ,GRAND,-234,-253,-289,-325,-349,,,,,
46100,UTAH                     ,IRON,"-11,329","-18,127","-18,033","-21,097","-6,982",,,,,
46110,UTAH                     ,JUAB,-474,"-1,503","-1,422","-1,763",-545,,,,,
46120,UTAH                     ,KANE,-605,"-5,141","-5,006","-3,944",-84,,,,,
46130,UTAH                     ,MILLARD,472,-514,"-1,125","-1,262",-389,,,,,
46140,UTAH                     ,MORGAN,-427,"-1,198",-148,-584,-393,,,,,
46150,UTAH                     ,PIUTE,-16,-200,-396,-406,-392,,,,,
46160,UTAH                     ,RICH,-28,-485,-143,-529,-856,,,,,
46170,UTAH                     ,SALT LAKE,"-71,668","-138,446","-73,506","-146,062","-114,450",,,,,
46180,UTAH                     ,SAN JUAN,-239,386,-180,-709,"-1,008",,,,,
46190,UTAH                     ,SANPETE,-962,"-3,091","-2,607","-2,140","-1,961",,,,,
46200,UTAH                     ,SEVIER,453,"-6,594","-4,467","-5,761","-3,528",,,,,
46210,UTAH                     ,SUMMIT,"-1,270","-2,319","-1,225","-2,540","-2,100",,,,,
46220,UTAH                     ,TOOELE,"-5,380","-9,316","-6,168","-11,044","-8,105",,,,,
46230,UTAH                     ,UINTAH,-642,408,"-1,225","-2,228","-4,756",,,,,
46240,UTAH                     ,UTAH,"-30,020","-65,792","-52,875","-57,562","-42,080",,,,,
46250,UTAH                     ,WASATCH,"-2,944","-4,320","-3,782","-5,474","-4,152",,,,,
46260,UTAH                     ,WASHINGTON,"-42,206","-95,782","-120,710","-99,523","1,636",,,,,
46270,UTAH                     ,WAYNE,-844,-155,-113,-260,-741,,,,,
46280,UTAH                     ,WEBER,"-18,798","-30,787","-17,152","-41,686","-30,287",,,,,
47000,VERMONT                  ,ADDISON,-551,"-6,329","-17,717","-14,222",-659,,,,,
47010,VERMONT                  ,BENNINGTON,"-6,569","-19,708","-15,557","-12,033","-13,988",,,,,
47020,VERMONT                  ,CALEDONIA,"-5,768","-7,858","-2,428","7,788","4,374",,,,,
47030,VERMONT                  ,CHITTENDEN,"10,843","-49,219","-138,369","-122,806","-8,389",,,,,
47040,VERMONT                  ,ESSEX,"-2,682","-3,410","-1,432","1,781","1,544",,,,,
47050,VERMONT                  ,FRANKLIN,"19,192","-14,118","-29,168","-31,669","-4,383",,,,,
47060,VERMONT                  ,GRAND ISLE,"1,235","-2,286","-5,600","-6,317",-557,,,,,
47070,VERMONT                  ,LAMOILLE,-736,"-11,568","-30,564","-31,550","-2,357",,,,,
47080,VERMONT                  ,ORANGE,"-12,433","-4,556","1,045","12,615","6,712",,,,,
47090,VERMONT                  ,ORLEANS,"-8,911","-15,277","-6,900","1,907","3,866",,,,,
47100,VERMONT                  ,RUTLAND,"-24,341","-66,174","-55,036","4,715","11,649",,,,,
47110,VERMONT                  ,WASHINGTON,"-26,394","-7,995","-2,590","21,836","27,714",,,,,
47120,VERMONT                  ,WINDHAM,"-30,297","-34,456","-18,221","16,179","8,295",,,,,
47130,VERMONT                  ,WINDSOR,"-21,682","-9,771","10,609","29,138","11,042",,,,,
48010,VIRGIN ISLANDS           ,ST. CROIX,0,0,0,0,0,,,,,
48020,VIRGIN ISLANDS           ,ST. JOHN,0,0,0,0,0,,,,,
49000,VIRGINIA                 ,ACCOMACK,"-1,059",-234,711,-167,"1,309",,,,,
49010,VIRGINIA                 ,ALBEMARLE,"-25,137","-7,942","-20,883","-5,387","-4,376",,,,,
49011,VIRGINIA                 ,ALEXANDRIA CITY,"-16,244","-11,168","-13,657","-7,633","-3,889",,,,,
49020,VIRGINIA                 ,ALLEGHANY,88,48,55,-140,141,,,,,
49030,VIRGINIA                 ,AMELIA,"4,344","2,151","2,697",320,"-1,351",,,,,
49040,VIRGINIA                 ,AMHERST,"-11,012","-7,189","-9,142",-256,"-4,130",,,,,
49050,VIRGINIA                 ,APPOMATTOX,"-2,299","-1,174","-1,599",834,-475,,,,,
49060,VIRGINIA                 ,ARLINGTON,"-18,670","-10,654","-13,569","-8,653","-4,882",,,,,
49070,VIRGINIA                 ,AUGUSTA,"-47,386","-22,125","-33,138","-11,450","-17,099",,,,,
49080,VIRGINIA                 ,BATH,-299,-996,"-1,215",-580,-531,,,,,
49088,VIRGINIA                 ,BEDFORD CITY,522,-625,34,"1,300",-658,,,,,
49090,VIRGINIA                 ,BEDFORD,"10,554","5,801","5,851","6,301","4,059",,,,,
49100,VIRGINIA                 ,BLAND,"-2,123",720,843,"1,361",381,,,,,
49110,VIRGINIA                 ,BOTETOURT,"6,686","7,528","6,755","6,561","3,431",,,,,
49111,VIRGINIA                 ,BRISTOL CITY,"-22,794","-13,149","-16,685","-18,622","-11,829",,,,,
49120,VIRGINIA                 ,BRUNSWICK,"10,669","7,856","7,078","5,247","4,478",,,,,
49130,VIRGINIA                 ,BUCHANAN,"-13,342","-7,564","-9,540","-9,418","-7,278",,,,,
49140,VIRGINIA                 ,BUCKINGHAM,"-5,340",-272,"-1,471",519,"1,362",,,,,
49141,VIRGINIA                 ,BUENA VISTA CITY,"-1,649",-837,"-5,683",-359,-827,,,,,
49150,VIRGINIA                 ,CAMPBELL,"-12,602","-7,921","-8,855","-1,228","-5,219",,,,,
49160,VIRGINIA                 ,CAROLINE,-932,-991,-977,"-1,519","-4,342",,,,,
49170,VIRGINIA                 ,CARROLL,"-5,314","-5,421","-5,084","-4,279","-1,641",,,,,
49180,VIRGINIA                 ,CHARLES CITY,"1,571","1,286","1,519",-610,"-2,064",,,,,
49190,VIRGINIA                 ,CHARLOTTE,"8,120","9,045","3,458","6,757","8,967",,,,,
49191,VIRGINIA                 ,CHARLOTTESVILLE CITY,"-48,452","-17,907","-41,523","-11,222","-10,684",,,,,
49194,VIRGINIA                 ,CHESAPEAKE CITY,"32,160","32,442","28,139","15,542","20,753",,,,,
49200,VIRGINIA                 ,CHESTERFIELD,"31,896","15,589","18,261","-4,555","-21,175",,,,,
49210,VIRGINIA                 ,CLARKE,"-10,673","-12,524","-12,379","-8,819","-18,882",,,,,
49212,VIRGINIA                 ,COLONIAL HEIGHTS CITY,"5,834","2,602","2,315",-695,"-3,027",,,,,
49213,VIRGINIA                 ,COVINGTON CITY,"-3,693","1,007",-174,291,545,,,,,
49220,VIRGINIA                 ,CRAIG,"1,554","2,045","1,740","1,452",721,,,,,
49230,VIRGINIA                 ,CULPEPER,"-24,908","-7,370","-11,634","-6,155","-5,156",,,,,
49240,VIRGINIA                 ,CUMBERLAND,959,"2,076","3,639",554,-230,,,,,
49241,VIRGINIA                 ,DANVILLE CITY,220,"6,220","2,843","10,256","19,618",,,,,
49250,VIRGINIA                 ,DICKENSON,"-11,080","-6,630","-12,704","-6,991","-3,878",,,,,
49260,VIRGINIA                 ,DINWIDDIE,"7,203","2,685","3,651",-948,"-3,647",,,,,
49270,VIRGINIA                 ,EMPORIA CITY,"-1,479","-7,493","-6,274","-6,093","-1,162",,,,,
49280,VIRGINIA                 ,ESSEX,"1,910",781,"1,274",-596,"-2,058",,,,,
49288,VIRGINIA                 ,FAIRFAX CITY,"-10,566","-6,791","-7,361","-4,293","-2,280",,,,,
49290,VIRGINIA                 ,FAIRFAX,"-52,637","-38,347","-60,504","-36,470","-18,590",,,,,
49291,VIRGINIA                 ,FALLS CHURCH CITY,"-2,215",-722,-753,-470,-395,,,,,
49300,VIRGINIA                 ,FAUQUIER,"-13,738","-9,579","-19,841","-5,074","-3,706",,,,,
49310,VIRGINIA                 ,FLOYD,"2,291","1,734","2,372","1,246",733,,,,,
49320,VIRGINIA                 ,FLUVANNA,"-7,994","-2,513","-9,608","-1,558","-2,094",,,,,
49328,VIRGINIA                 ,FRANKLIN CITY,"-4,307","-4,360","1,277",160,941,,,,,
49330,VIRGINIA                 ,FRANKLIN,"18,813","15,661","18,128","14,333","8,728",,,,,
49340,VIRGINIA                 ,FREDERICK,"-74,052","-71,634","-73,721","-45,267","-55,495",,,,,
49342,VIRGINIA                 ,FREDERICKSBURG CITY,"-16,288","-4,943","-6,634","-4,385","-4,394",,,,,
49343,VIRGINIA                 ,GALAX CITY,"-4,047","-4,073","-2,676","-2,323",-740,,,,,
49350,VIRGINIA                 ,GILES,"4,357","3,077","2,744","1,254",794,,,,,
49360,VIRGINIA                 ,GLOUCESTER,"8,201","8,693","6,138","2,651","3,481",,,,,
49370,VIRGINIA                 ,GOOCHLAND,976,"1,451",918,-460,-915,,,,,
49380,VIRGINIA                 ,GRAYSON,"-3,223","-2,606","-2,051","-2,227",-835,,,,,
49390,VIRGINIA                 ,GREENE,"-9,812","-2,776","-7,898","-1,932","-2,230",,,,,
49400,VIRGINIA                 ,GREENSVILLE,127,"-1,363","-1,325",-611,-346,,,,,
49410,VIRGINIA                 ,HALIFAX,"15,847","9,305","-13,907","-7,402","-7,962",,,,,
49411,VIRGINIA                 ,HAMPTON CITY,"27,410","30,623","23,837","13,200","19,358",,,,,
