AGED -- REPRICING ADJUSTMENTS TO THE 2007-2011 OUTPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,
CODE,STATE,COUNTY,Part B Reimbursement Adjustment 2007,Part B Reimbursement Adjustment 2008,Part B Reimbursement Adjustment 2009,Part B Reimbursement Adjustment 2010,Part B Reimbursement Adjustment 2011
14250,ILLINOIS                 ,DUPAGE,"-597,154","-260,446","336,112","-4,628","-296,736"
14310,ILLINOIS                 ,EDGAR,"32,087","10,522","3,887","3,435","8,625"
14320,ILLINOIS                 ,EDWARDS,"-5,037","-2,516","-1,240","-1,044",422
14330,ILLINOIS                 ,EFFINGHAM,"24,458","26,743","23,194","33,550","41,559"
14340,ILLINOIS                 ,FAYETTE,"12,709","13,256","9,950","10,314","19,677"
14350,ILLINOIS                 ,FORD,"8,217","17,431","15,023","-8,298","-5,908"
14360,ILLINOIS                 ,FRANKLIN,"-33,633","-38,325","-39,907","-17,587","22,167"
14370,ILLINOIS                 ,FULTON,"-1,947","-45,112","-33,365","-40,404","-24,701"
14380,ILLINOIS                 ,GALLATIN,"-4,088","-1,887","-3,709",-234,706
14390,ILLINOIS                 ,GREENE,"14,319","13,845","7,394",-632,"22,286"
14400,ILLINOIS                 ,GRUNDY,"-43,783","-22,656","27,534",47,"-24,624"
14410,ILLINOIS                 ,HAMILTON,-931,492,570,"3,198","4,611"
14420,ILLINOIS                 ,HANCOCK,"2,835","3,854","1,480","7,814","5,261"
14421,ILLINOIS                 ,HARDIN,"3,078","2,211",72,"1,852","1,008"
14440,ILLINOIS                 ,HENDERSON,"8,768","17,254","27,574","18,702","12,676"
14450,ILLINOIS                 ,HENRY,"20,773","25,746","82,012","71,728","56,292"
14460,ILLINOIS                 ,IROQUOIS,"64,861","86,946","78,376","90,482","99,397"
14470,ILLINOIS                 ,JACKSON,"-79,652","-93,818","-96,345","-71,726","11,731"
14480,ILLINOIS                 ,JASPER,"4,601","5,357","6,384","6,001","11,837"
14490,ILLINOIS                 ,JEFFERSON,"29,834","25,577","27,411","40,685","40,711"
14500,ILLINOIS                 ,JERSEY,"28,954","33,149","35,856","35,446","37,952"
14510,ILLINOIS                 ,JO DAVIESS,"-25,168","-24,608","-32,117","-27,240","-16,218"
14520,ILLINOIS                 ,JOHNSON,"1,449",164,"-1,087",973,"2,497"
14530,ILLINOIS                 ,KANE,"-261,813","-113,849","146,715","-1,292","-134,705"
14540,ILLINOIS                 ,KANKAKEE,"-58,044","-18,392","24,799",647,"-50,626"
14550,ILLINOIS                 ,KENDALL,"-29,680","-14,209","16,886",373,"-17,719"
14560,ILLINOIS                 ,KNOX,"1,749","-51,021","-30,918","-64,558","-15,061"
14570,ILLINOIS                 ,LAKE,"-506,780","-120,521","182,222","-72,510","-427,305"
14580,ILLINOIS                 ,LA SALLE,"-142,348","-180,305","-132,612","-138,133","-15,091"
14590,ILLINOIS                 ,LAWRENCE,"-4,171","-14,529","-9,939","-2,427","-6,093"
14600,ILLINOIS                 ,LEE,"-47,258","-12,071","28,147","7,438","10,107"
14610,ILLINOIS                 ,LIVINGSTON,"-9,403","28,045","118,250","-7,565","-13,131"
14620,ILLINOIS                 ,LOGAN,"7,189","2,942","-10,709","-21,836","14,480"
14630,ILLINOIS                 ,MCDONOUGH,"5,205","1,130","-3,171",923,"8,704"
14640,ILLINOIS                 ,MCHENRY,"-231,703","-102,997","112,245","-25,291","-159,621"
14650,ILLINOIS                 ,MCLEAN,"24,917","-44,331","-31,295","-62,631","-88,589"
14660,ILLINOIS                 ,MACON,"269,120","207,945","-50,906","-276,634","-224,363"
14670,ILLINOIS                 ,MACOUPIN,"43,857","46,217","27,175","18,910","65,640"
14680,ILLINOIS                 ,MADISON,"238,040","270,404","287,167","259,882","295,093"
14690,ILLINOIS                 ,MARION,"43,210","39,010","35,026","52,146","52,980"
14700,ILLINOIS                 ,MARSHALL,"-23,229","-39,060","-31,834","-42,329","-21,048"
14710,ILLINOIS                 ,MASON,"-8,966","-17,630","-16,366","-25,168","-6,753"
14720,ILLINOIS                 ,MASSAC,"17,671","13,591","7,299","9,570","-1,886"
14730,ILLINOIS                 ,MENARD,"3,948","3,555","-7,206","-13,156","12,548"
14740,ILLINOIS                 ,MERCER,"10,194","16,952","43,015","43,943","24,488"
14750,ILLINOIS                 ,MONROE,"21,530","27,181","24,412","27,266","29,012"
14760,ILLINOIS                 ,MONTGOMERY,"11,281","10,186","-3,438","-13,184","20,336"
14770,ILLINOIS                 ,MORGAN,"31,438","25,449",248,"-31,006","51,801"
14780,ILLINOIS                 ,MOULTRIE,"15,160","15,307","-6,797","-34,315","-34,293"
14790,ILLINOIS                 ,OGLE,"-52,268","-21,255","-8,543","-46,218","-23,741"
14800,ILLINOIS                 ,PEORIA,"-273,179","-385,229","-256,821","-394,521","-304,024"
14810,ILLINOIS                 ,PERRY,"-19,824","-21,111","-22,997","-19,111","11,574"
14820,ILLINOIS                 ,PIATT,"16,882","22,948","8,211","-26,812","-22,770"
14830,ILLINOIS                 ,PIKE,"4,606",982,"-2,199","-2,515","10,583"
14831,ILLINOIS                 ,POPE,"4,465","3,588",688,"2,533",-325
14850,ILLINOIS                 ,PULASKI,"-56,712","-50,858","-34,884","3,070","4,775"
14860,ILLINOIS                 ,PUTNAM,"-28,240","-52,873","-56,379","-52,019","-2,456"
14870,ILLINOIS                 ,RANDOLPH,"9,915","16,233","21,603","21,101","27,244"
14880,ILLINOIS                 ,RICHLAND,"1,823","-1,470","-2,245","2,890","2,888"
14890,ILLINOIS                 ,ROCK ISLAND,"156,924","206,808","511,366","531,180","304,801"
14900,ILLINOIS                 ,ST. CLAIR,"194,164","220,701","219,566","189,244","206,324"
14910,ILLINOIS                 ,SALINE,"-7,482","-6,128","-11,598",247,"6,941"
14920,ILLINOIS                 ,SANGAMON,"68,186","46,350","-100,826","-193,145","193,054"
14921,ILLINOIS                 ,SCHUYLER,"3,015","1,822","-1,067","-2,862","4,957"
14940,ILLINOIS                 ,SCOTT,"4,016","2,998",-39,"-2,932","7,265"
14950,ILLINOIS                 ,SHELBY,"20,168","23,159",-948,"-18,274","-3,449"
14960,ILLINOIS                 ,STARK,"-10,386","-13,078","-9,006","-13,709","-10,635"
14970,ILLINOIS                 ,STEPHENSON,"-17,155","-21,920","-31,392","-80,640","-49,631"
14980,ILLINOIS                 ,TAZEWELL,"-214,583","-306,912","-219,492","-328,901","-261,385"
14981,ILLINOIS                 ,UNION,"-17,748","-12,690","-5,782","-6,244","15,360"
14982,ILLINOIS                 ,VERMILION,"113,132","157,715","121,114","167,650","39,693"
14983,ILLINOIS                 ,WABASH,"-10,819","-5,303","-3,598","-3,181",-488
14984,ILLINOIS                 ,WARREN,"1,569","-7,158","-1,780","-6,595","1,486"
14985,ILLINOIS                 ,WASHINGTON,"12,641","12,212","13,558","15,400","17,282"
14986,ILLINOIS                 ,WAYNE,120,"1,732","3,056","3,967","9,508"
14987,ILLINOIS                 ,WHITE,"-13,933","-6,832","-19,637","-5,638",90
14988,ILLINOIS                 ,WHITESIDE,"-85,209","73,678","143,182","180,242","154,714"
14989,ILLINOIS                 ,WILL,"-305,766","-145,491","189,984",-318,"-163,513"
14990,ILLINOIS                 ,WILLIAMSON,"-55,096","-56,519","-65,541","-37,804","22,036"
14991,ILLINOIS                 ,WINNEBAGO,"-368,814","-200,043","-118,746","-379,109","-252,949"
14992,ILLINOIS                 ,WOODFORD,"-31,022","-44,928","-27,256","-50,974","-47,228"
15000,INDIANA                  ,ADAMS,"13,259","23,866","27,801","24,134","11,552"
15010,INDIANA                  ,ALLEN,"207,915","386,835","498,442","419,635","209,049"
15020,INDIANA                  ,BARTHOLOMEW,"-3,439","-8,260","-45,401","36,430","50,762"
15030,INDIANA                  ,BENTON,"18,802","19,410","6,956","5,045","1,728"
15040,INDIANA                  ,BLACKFORD,"14,819","18,390","29,992","18,952","17,331"
15050,INDIANA                  ,BOONE,"-1,382","2,620","4,352","41,932","54,602"
15060,INDIANA                  ,BROWN,"-1,871",-678,"-2,318","3,881","6,531"
15070,INDIANA                  ,CARROLL,"10,866","9,002",-520,"-7,924","-5,657"
15080,INDIANA                  ,CASS,"-58,193","-56,329","-60,411","-67,155","-30,140"
15090,INDIANA                  ,CLARK,"-143,451","-142,293","-190,073","-64,200","-34,263"
15100,INDIANA                  ,CLAY,"51,550","7,259","-7,111","4,337","9,309"
15110,INDIANA                  ,CLINTON,"18,262","24,375","2,138","10,300","8,976"
15120,INDIANA                  ,CRAWFORD,"-10,351","-10,180","-12,651","-5,287","-3,027"
15130,INDIANA                  ,DAVIESS,"-27,704","-34,537","-24,911","-18,212","-13,129"
15140,INDIANA                  ,DEARBORN,"-38,413","-56,044","-39,282","-24,630","-43,492"
15150,INDIANA                  ,DECATUR,-793,-593,"-3,592","9,998","16,712"
15160,INDIANA                  ,DE KALB,"-55,859","-12,029","-1,951","1,517","9,001"
15170,INDIANA                  ,DELAWARE,"157,635","213,479","271,896","155,313","152,005"
15180,INDIANA                  ,DUBOIS,"-45,520","-43,787","-34,369","-31,565","-17,073"
15190,INDIANA                  ,ELKHART,"-84,637","-140,720","-149,969","-124,335","-106,711"
15200,INDIANA                  ,FAYETTE,"82,160","90,102","89,473","73,172","-2,632"
15210,INDIANA                  ,FLOYD,"-104,557","-94,937","-133,165","-49,973","-23,741"
15220,INDIANA                  ,FOUNTAIN,"16,950","15,729","10,612","13,377","3,445"
15230,INDIANA                  ,FRANKLIN,-252,"-1,587","1,152","4,248","-7,507"
15240,INDIANA                  ,FULTON,"-8,160","-3,922","-6,670","2,328","-2,745"
15250,INDIANA                  ,GIBSON,"-32,536","-18,888","-11,854","-9,235","-2,937"
15260,INDIANA                  ,GRANT,"9,786","12,746","14,774","34,573","52,218"
15270,INDIANA                  ,GREENE,"15,453","-1,415","-13,401",-356,"7,238"
15280,INDIANA                  ,HAMILTON,"-9,075","7,310","5,488","112,551","160,369"
15290,INDIANA                  ,HANCOCK,"-3,203","4,444",-133,"47,694","64,605"
15300,INDIANA                  ,HARRISON,"-35,530","-35,569","-54,425","-19,992","-11,363"
15310,INDIANA                  ,HENDRICKS,"-3,709","5,516","7,055","85,511","115,102"
15320,INDIANA                  ,HENRY,"19,217","23,544","20,013","36,571","57,499"
15330,INDIANA                  ,HOWARD,"-410,289","-356,114","-347,358","-438,918","-177,993"
15340,INDIANA                  ,HUNTINGTON,"16,821","64,743","77,653","72,866","33,049"
15350,INDIANA                  ,JACKSON,"-3,259","-2,937","-12,255","11,282","25,729"
15360,INDIANA                  ,JASPER,-773,"5,408","-3,391","10,287","9,749"
15370,INDIANA                  ,JAY,"20,809","22,642","35,527","24,218","14,549"
15380,INDIANA                  ,JEFFERSON,"-41,286","-58,711","-49,122","-23,876","-29,479"
15390,INDIANA                  ,JENNINGS,"-6,468","-5,723","-12,835","4,095","8,386"
15400,INDIANA                  ,JOHNSON,"-4,859","4,919","3,246","115,414","150,821"
15410,INDIANA                  ,KNOX,"-12,103","-41,039","-29,793","-10,816","-18,202"
15420,INDIANA                  ,KOSCIUSKO,"36,679","58,386","39,076","45,517","18,732"
15430,INDIANA                  ,LAGRANGE,"-2,281",-858,"6,851","4,922","1,680"
15440,INDIANA                  ,LAKE,"-279,262","-18,564","301,581","97,938","85,102"
15450,INDIANA                  ,LA PORTE,"-217,695","72,708","2,644","52,343","14,801"
15460,INDIANA                  ,LAWRENCE,"-3,086","-6,515","-12,860",-582,"9,615"
15470,INDIANA                  ,MADISON,"3,583","9,722","-15,766","75,023","143,530"
15480,INDIANA                  ,MARION,"-28,499","47,069","27,075","532,500","707,815"
15490,INDIANA                  ,MARSHALL,"-51,443","-29,157","-28,766","-20,718","-26,937"
15500,INDIANA                  ,MARTIN,"-10,993","-11,640","-10,444","-8,298","-5,392"
15510,INDIANA                  ,MIAMI,"-41,767","-34,983","-32,530","-27,466","-9,054"
15520,INDIANA                  ,MONROE,"-5,811","-13,423","-35,270","-2,124","22,726"
15530,INDIANA                  ,MONTGOMERY,"-9,868",681,"-1,398","5,192","6,284"
15540,INDIANA                  ,MORGAN,"-2,491","2,880","2,297","59,182","80,383"
15550,INDIANA                  ,NEWTON,"7,519","12,602","12,239","11,028","12,404"
15560,INDIANA                  ,NOBLE,"5,029","28,410","5,675","13,108","-1,100"
15570,INDIANA                  ,OHIO,"-5,278","-8,397","-5,939","-3,367","-5,893"
15580,INDIANA                  ,ORANGE,"-6,117","-6,556","-8,190","-4,643","-2,180"
15590,INDIANA                  ,OWEN,"1,716","-7,342","-10,414","-2,065","6,106"
15600,INDIANA                  ,PARKE,"29,144","2,728","-3,061","4,880","8,076"
15610,INDIANA                  ,PERRY,"-42,416","-19,299","-6,442","-5,464","-3,420"
15620,INDIANA                  ,PIKE,"-16,184","-14,661","-11,484","-8,696","-5,260"
15630,INDIANA                  ,PORTER,"-99,527","-77,621","-267,606","82,606","116,360"
15640,INDIANA                  ,POSEY,"-28,318","-12,552","-11,294","-6,713","-1,251"
15650,INDIANA                  ,PULASKI,"-2,828",44,"-4,227","2,694","1,188"
15660,INDIANA                  ,PUTNAM,"3,740","1,931",341,"17,146","21,518"
15670,INDIANA                  ,RANDOLPH,"3,886","5,344","14,924","9,234","4,804"
15680,INDIANA                  ,RIPLEY,"-13,184","-20,595","-13,315","-5,482","-10,038"
15690,INDIANA                  ,RUSH,"2,846","3,605","4,987","11,956","14,338"
15700,INDIANA                  ,ST. JOSEPH,"-320,521","-225,485","-261,504","-210,490","-242,015"
15710,INDIANA                  ,SCOTT,"-17,637","-19,029","-26,543","-10,194","-5,906"
15720,INDIANA                  ,SHELBY,"-2,492","2,737","1,632","47,124","64,034"
15730,INDIANA                  ,SPENCER,"-36,655","-25,153","-10,301","-9,527","-4,710"
15740,INDIANA                  ,STARKE,"-26,071","-9,056","-21,587","2,945","4,126"
15750,INDIANA                  ,STEUBEN,-979,"18,402","26,146","26,792","9,598"
15760,INDIANA                  ,SULLIVAN,"30,659","5,126","-4,232",59,"-2,438"
15770,INDIANA                  ,SWITZERLAND,"-9,267","-12,544","-9,193","-6,707","-9,916"
15780,INDIANA                  ,TIPPECANOE,"187,226","205,566","79,666","41,049","1,487"
15790,INDIANA                  ,TIPTON,"-17,854","-16,487","-21,034","-11,362","1,330"
15800,INDIANA                  ,UNION,"-1,890","-5,997","-2,893",-634,"-6,893"
15810,INDIANA                  ,VANDERBURGH,"-256,768","-116,073","-86,960","-61,226","-9,343"
15820,INDIANA                  ,VERMILLION,"34,264","4,189",332,"10,650","7,736"
15830,INDIANA                  ,VIGO,"276,910","24,642","-27,708","23,745","43,697"
15840,INDIANA                  ,WABASH,"14,578","29,175","32,553","30,311","15,498"
15850,INDIANA                  ,WARREN,"6,221","9,116","3,666","3,656",759
15860,INDIANA                  ,WARRICK,"-66,665","-29,936","-25,150","-19,459","-5,338"
15870,INDIANA                  ,WASHINGTON,"-18,128","-17,973","-27,680","-9,024","-4,290"
15880,INDIANA                  ,WAYNE,"-85,191","-130,148","-89,637","-49,956","-102,034"
15890,INDIANA                  ,WELLS,"21,941","36,644","44,096","43,136","22,983"
15900,INDIANA                  ,WHITE,"35,304","37,332","15,350","7,278",-61
15910,INDIANA                  ,WHITLEY,"25,412","48,738","49,837","40,891","19,264"
16000,IOWA                     ,ADAIR,-765,"-2,091","-5,646","-3,652","-4,284"
16010,IOWA                     ,ADAMS,"-7,615","-4,840","-12,615","-4,299","-4,124"
16020,IOWA                     ,ALLAMAKEE,"3,571","3,706","-3,777","-2,367","4,096"
16030,IOWA                     ,APPANOOSE,"-6,417","-4,737","-8,421","-9,289","-10,983"
16040,IOWA                     ,AUDUBON,"1,644","2,925","4,424","1,133","-3,213"
16050,IOWA                     ,BENTON,"1,436","1,732","-21,096","-9,645",631
16060,IOWA                     ,BLACK HAWK,"-100,518","-169,639","-279,727","-118,560","63,599"
16070,IOWA                     ,BOONE,"-1,005","-9,272","5,107","-2,701","-25,151"
16080,IOWA                     ,BREMER,"-14,418","-27,384","-58,083","-22,040","11,874"
16090,IOWA                     ,BUCHANAN,"-7,725","-14,018","-29,746","-12,736","5,727"
16100,IOWA                     ,BUENA VISTA,"-6,498","-4,866","-3,346","-3,274","-7,162"
16110,IOWA                     ,BUTLER,"-18,964","-29,374","-86,840","-27,472","2,767"
16120,IOWA                     ,CALHOUN,"-18,326","-23,152","-28,857","-18,692","-35,426"
16130,IOWA                     ,CARROLL,"-23,371","-19,387","-40,614","-16,535","-23,479"
16140,IOWA                     ,CASS,"13,866","16,079","17,506","11,970","12,335"
16150,IOWA                     ,CEDAR,"11,016","15,366","14,482","19,620","17,222"
16160,IOWA                     ,CERRO GORDO,"-110,298","-156,971","-518,173","-166,424","-30,354"
16170,IOWA                     ,CHEROKEE,"-5,392","-4,168","-6,161",445,"-7,767"
16180,IOWA                     ,CHICKASAW,"-11,395","-13,503","-39,426","-16,611","-1,837"
16190,IOWA                     ,CLARKE,"2,258","3,598",-558,"-1,408","-1,814"
16200,IOWA                     ,CLAY,"-24,020","-23,882","-49,168","-12,685","-26,377"
16210,IOWA                     ,CLAYTON,"-10,982","-13,043","-18,953","-7,555","-4,692"
16220,IOWA                     ,CLINTON,"45,085","40,772","56,064","103,924","89,051"
16230,IOWA                     ,CRAWFORD,"6,957","11,354","5,774","5,474","8,225"
16240,IOWA                     ,DALLAS,"14,681","12,675","-1,904","-5,383","-9,013"
16250,IOWA                     ,DAVIS,"-8,123","-9,617","-12,735","-8,548","-5,878"
16260,IOWA                     ,DECATUR,"3,476","2,947",-452,-828,"-7,301"
16270,IOWA                     ,DELAWARE,"-7,605","-8,418","-22,563","-11,822","-8,829"
16280,IOWA                     ,DES MOINES,"81,128","169,696","193,458","154,489","86,060"
16290,IOWA                     ,DICKINSON,"-19,630","-19,478","-37,147","-7,893","-30,105"
16300,IOWA                     ,DUBUQUE,"-135,458","-133,953","-168,043","-49,514","-38,828"
16310,IOWA                     ,EMMET,"-4,084",628,-163,"2,029","-3,453"
16320,IOWA                     ,FAYETTE,"-6,069","-9,354","-23,915","-12,129","3,103"
16330,IOWA                     ,FLOYD,"-25,847","-37,072","-137,194","-41,995","-8,991"
16340,IOWA                     ,FRANKLIN,"-11,635","-21,604","-65,663","-20,580","-4,446"
16350,IOWA                     ,FREMONT,"5,713","9,034","8,246","7,167","5,353"
16360,IOWA                     ,GREENE,"-2,690","-5,513",199,"-1,813","-10,599"
16370,IOWA                     ,GRUNDY,"-6,540","-11,630","-12,543","-9,681",569
16380,IOWA                     ,GUTHRIE,"3,707","3,005",-502,"-1,027","-5,175"
16390,IOWA                     ,HAMILTON,"-9,681","-11,689","1,882","-7,464","-22,731"
16400,IOWA                     ,HANCOCK,"-14,679","-19,993","-73,448","-30,249","-7,588"
16410,IOWA                     ,HARDIN,"-11,510","-13,279","-25,375","-13,388","-23,857"
16420,IOWA                     ,HARRISON,"39,671","40,565","44,729","27,511","30,169"
16430,IOWA                     ,HENRY,"16,942","33,288","33,099","25,525","23,333"
16440,IOWA                     ,HOWARD,"-9,913","-6,924","-22,889","-11,952","-5,950"
16450,IOWA                     ,HUMBOLDT,"-13,140","-18,123","-19,441","-17,834","-21,764"
16460,IOWA                     ,IDA,-334,"2,723","2,418","1,611","-3,744"
16470,IOWA                     ,IOWA,"14,377","21,061","20,264","10,817","11,733"
16480,IOWA                     ,JACKSON,"-12,182","-11,882","-9,194","8,737","10,148"
16490,IOWA                     ,JASPER,"-12,478","-8,014","-44,714","-21,447","-31,608"
16500,IOWA                     ,JEFFERSON,"-1,059",-82,"1,935","4,702","5,009"
16510,IOWA                     ,JOHNSON,"99,199","159,075","183,829","135,198","117,773"
16520,IOWA                     ,JONES,"2,823",924,"-17,992","-7,465",483
16530,IOWA                     ,KEOKUK,"1,498","9,382","9,551","5,888","7,325"
16540,IOWA                     ,KOSSUTH,"-17,643","-23,648","-78,516","-23,611","-10,166"
16550,IOWA                     ,LEE,"-21,031",-882,"-19,615","16,940","-5,952"
16560,IOWA                     ,LINN,"18,126","12,227","-151,079","-65,192","-3,752"
16570,IOWA                     ,LOUISA,"10,650","20,943","22,504","17,061","13,122"
16580,IOWA                     ,LUCAS,"3,363","2,330",-152,"-2,089","-1,971"
16590,IOWA                     ,LYON,"23,439","18,415","32,922","21,350",-218
16600,IOWA                     ,MADISON,"5,848","5,667",-322,"-2,768","-4,465"
16610,IOWA                     ,MAHASKA,-939,450,"-5,479","-7,924","-2,226"
16620,IOWA                     ,MARION,"11,040","11,864",263,"-3,941","-6,640"
16630,IOWA                     ,MARSHALL,"6,466","17,284","43,960","-28,716","-49,027"
16640,IOWA                     ,MILLS,"19,842","24,206","31,823","18,004","18,757"
16650,IOWA                     ,MITCHELL,"-12,708","-8,074","-40,107","-20,026","-3,781"
16660,IOWA                     ,MONONA,"8,645","8,822","17,709","1,788","-1,813"
16670,IOWA                     ,MONROE,"-3,306","-5,701","-8,325","-6,891","-3,531"
16680,IOWA                     ,MONTGOMERY,"7,440","10,839","15,495","8,103","11,519"
16690,IOWA                     ,MUSCATINE,"4,934","13,559","8,321","27,134","16,698"
16700,IOWA                     ,O'BRIEN,"-2,129","1,487","6,321","10,722","-8,216"
16710,IOWA                     ,OSCEOLA,"4,030","6,604","7,533","7,279","-1,249"
16720,IOWA                     ,PAGE,"11,399","14,831","22,924","19,263","17,442"
16730,IOWA                     ,PALO ALTO,"-9,358","-10,501","-26,703","-7,132","-9,136"
16740,IOWA                     ,PLYMOUTH,"-1,773","10,192","13,167","8,415","-8,992"
16750,IOWA                     ,POCAHONTAS,"-14,647","-13,404","-18,014","-12,209","-16,019"
16760,IOWA                     ,POLK,"192,643","182,319","-20,339","-75,614","-94,885"
16770,IOWA                     ,POTTAWATTAMIE,"121,195","154,994","172,743","122,528","109,706"
16780,IOWA                     ,POWESHIEK,"20,883","23,661","26,649","4,720","2,540"
16790,IOWA                     ,RINGGOLD,"3,662","2,198",419,-695,"-1,036"
16800,IOWA                     ,SAC,"-11,154","-12,206","-22,432","-7,738","-16,568"
16810,IOWA                     ,SCOTT,"127,109","118,385","182,736","303,381","253,696"
16820,IOWA                     ,SHELBY,"2,601",122,930,"2,273","2,356"
16830,IOWA                     ,SIOUX,"15,460","22,685","34,466","25,928","-5,895"
16840,IOWA                     ,STORY,"-30,492","-38,914","32,286","-10,620","-97,400"
16850,IOWA                     ,TAMA,"-1,653","-4,126","-11,635","-17,441","-3,615"
16860,IOWA                     ,TAYLOR,"-5,243","-3,080","-7,689","5,005","2,201"
16870,IOWA                     ,UNION,"2,389","3,601",-578,200,"-1,451"
16880,IOWA                     ,VAN BUREN,"-7,314","-2,555","-2,876","1,578",-804
16890,IOWA                     ,WAPELLO,"-85,348","-114,733","-121,680","-87,715","-44,972"
16900,IOWA                     ,WARREN,"23,142","21,345","-1,173","-8,313","-11,082"
16910,IOWA                     ,WASHINGTON,"25,862","41,484","45,779","33,776","30,646"
16920,IOWA                     ,WAYNE,-85,-567,"-4,387","-2,961","-3,313"
16930,IOWA                     ,WEBSTER,"-42,658","-71,416","-50,963","-71,446","-106,054"
16940,IOWA                     ,WINNEBAGO,"-20,903","-35,906","-115,611","-36,572","-7,141"
16950,IOWA                     ,WINNESHIEK,-834,"1,971","-7,347","-3,804","4,581"
16960,IOWA                     ,WOODBURY,"-14,014","18,971","55,470","21,203","-50,779"
16970,IOWA                     ,WORTH,"-14,579","-23,357","-65,565","-21,701","-4,376"
16980,IOWA                     ,WRIGHT,"-16,487","-19,567","-53,639","-22,537","-14,909"
17000,KANSAS                   ,ALLEN,"-12,936","-12,994","-22,704","-10,751","-2,398"
17010,KANSAS                   ,ANDERSON,190,"1,027","-6,433","-9,419","-1,722"
17020,KANSAS                   ,ATCHISON,"-3,184","-4,721","-11,162","-9,957","-2,430"
17030,KANSAS                   ,BARBER,"-8,559","-7,183","-11,038","-11,640","-2,803"
17040,KANSAS                   ,BARTON,"-123,362","-83,951","-62,698","-123,573","-18,534"
17050,KANSAS                   ,BOURBON,"-18,734","-20,688","13,417","23,891","-7,231"
17060,KANSAS                   ,BROWN,"5,602","9,485",-20,"-4,552",-739
17070,KANSAS                   ,BUTLER,"-98,970","-100,513","-115,967","-136,784","-34,047"
17080,KANSAS                   ,CHASE,"-1,106","-1,116",-260,"-4,522",-11
17090,KANSAS                   ,CHAUTAUQUA,"-5,696","-8,940","-13,263","-15,451","-3,276"
17100,KANSAS                   ,CHEROKEE,"-88,195","-147,837","-183,320","-72,426","-27,830"
17110,KANSAS                   ,CHEYENNE,-770,-232,"-1,058","-2,565","-1,154"
17120,KANSAS                   ,CLARK,"-4,563","-2,523","-4,228","-5,238",-713
17130,KANSAS                   ,CLAY,"-6,004","-2,072","-3,717","1,784","2,000"
17140,KANSAS                   ,CLOUD,"-18,180","-19,170","-19,578","-16,587",-43
17150,KANSAS                   ,COFFEY,307,"1,713","-8,603","-17,237","-1,660"
17160,KANSAS                   ,COMANCHE,"-3,125","-2,424","-2,763","-4,956",-926
17170,KANSAS                   ,COWLEY,"-30,923","-31,938","-40,380","-58,458","-13,299"
17180,KANSAS                   ,CRAWFORD,"-141,993","-260,463","-264,069","-139,844","-44,948"
17190,KANSAS                   ,DECATUR,"-5,678","-3,641","-3,577","-3,306",-700
17200,KANSAS                   ,DICKINSON,"-69,850","-75,996","-56,770","-25,618","3,576"
17210,KANSAS                   ,DONIPHAN,"-9,791","-10,163","-25,147","-14,173","-5,672"
17220,KANSAS                   ,DOUGLAS,"-5,969","-6,173","-48,729","-76,645","-16,351"
17230,KANSAS                   ,EDWARDS,"-4,038","-5,008","-7,166","-7,816","-1,064"
17240,KANSAS                   ,ELK,"-4,718","-4,680","-8,380","-9,204","-2,087"
17250,KANSAS                   ,ELLIS,"-22,405","-16,821","-22,904","-32,969","-12,110"
17260,KANSAS                   ,ELLSWORTH,"-15,415","-14,227","-16,087","-15,423","-1,422"
17270,KANSAS                   ,FINNEY,"-84,056","-84,841","-91,978","-94,591","-8,166"
17280,KANSAS                   ,FORD,"-30,851","-28,518","-41,465","-36,491","-9,667"
17290,KANSAS                   ,FRANKLIN,"15,077","14,561","-4,394","-25,165","-5,336"
17300,KANSAS                   ,GEARY,"-369,963","-375,303","-204,864","-5,688","1,853"
17310,KANSAS                   ,GOVE,"-2,761","-3,919","-2,984","-4,241","-1,213"
17320,KANSAS                   ,GRAHAM,"-2,888","-2,569","-6,108","-8,152","-1,469"
17330,KANSAS                   ,GRANT,"-12,002","-12,699","-15,525","-11,274","-2,231"
17340,KANSAS                   ,GRAY,"-9,449","-9,383","-12,518","-12,817","-2,550"
17350,KANSAS                   ,GREELEY,"-4,018","-2,709","-3,248","-4,449",-442
17360,KANSAS                   ,GREENWOOD,"-10,882","-15,322","-17,846","-18,854","-4,038"
17370,KANSAS                   ,HAMILTON,"-5,013","-4,755","-6,827","-8,468",-823
17380,KANSAS                   ,HARPER,"-8,783","-6,811","-10,743","-13,090","-1,493"
17390,KANSAS                   ,HARVEY,"-63,931","-64,258","-69,024","-91,913","-19,704"
17391,KANSAS                   ,HASKELL,"-8,325","-7,823","-7,909","-7,941",-790
17410,KANSAS                   ,HODGEMAN,"-2,162","-4,095","-3,329","-4,029",-628
17420,KANSAS                   ,JACKSON,"16,753","26,885","8,282","-4,474",719
17430,KANSAS                   ,JEFFERSON,"17,758","26,681","4,524","-11,135",-673
17440,KANSAS                   ,JEWELL,"-5,151","-7,359","-3,951","-3,236",-942
17450,KANSAS                   ,JOHNSON,"127,577","121,258","-24,045","-168,015","-85,625"
17451,KANSAS                   ,KEARNY,"-5,451","-7,291","-7,679","-8,052",-748
17470,KANSAS                   ,KINGMAN,"-16,482","-13,549","-19,603","-22,102","-3,953"
