"IPPS and OPPS Wage Indices by Fiscal Year -- Note: ""A"" and ""B"" designation indicate that there was a mid-year change in the index due to change in claims processor during the year.",,,,,,,,,,,,
County code,State,County name,CBSA 2013,IPPS Wage 2007 A,IPPS Wage 2007 B,IPPS Wage 2008,IPPS Wage 2009,IPPS Wage 2010 A,IPPS Wage 2010 B,IPPS Wage 2011,IPPS Wage 2013,
15210,IN,FLOYD,31140, 0.9155 , 0.9155 , 0.9030 , 0.9209 , 0.8900 , 0.8900 , 0.8817 , 0.8742 ,
15220,IN,FOUNTAIN,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15230,IN,FRANKLIN,17140, 0.9522 , 0.9522 , 0.9661 , 0.9560 , 0.9397 , 0.9397 , 0.9589 , 0.9319 ,
15240,IN,FULTON,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15250,IN,GIBSON,21780, 0.8898 , 0.8898 , 0.8569 , 0.8498 , 0.8513 , 0.8513 , 0.8358 , 0.8401 ,
15260,IN,GRANT,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15270,IN,GREENE,14020, 0.8959 , 0.8959 , 0.9324 , 0.9390 , 0.9311 , 0.9311 , 0.9241 , 0.8878 ,
15280,IN,HAMILTON,26900, 0.9769 , 0.9769 , 0.9718 , 0.9783 , 0.9593 , 0.9593 , 0.9508 , 0.9750 ,
15290,IN,HANCOCK,26900, 0.9769 , 0.9769 , 0.9718 , 0.9783 , 0.9593 , 0.9593 , 0.9508 , 0.9750 ,
15300,IN,HARRISON,31140, 0.9155 , 0.9155 , 0.9030 , 0.9209 , 0.8900 , 0.8900 , 0.8817 , 0.8742 ,
15310,IN,HENDRICKS,26900, 0.9769 , 0.9769 , 0.9718 , 0.9783 , 0.9593 , 0.9593 , 0.9508 , 0.9750 ,
15320,IN,HENRY,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15330,IN,HOWARD,29020, 0.9657 , 0.9657 , 0.9464 , 0.9225 , 0.9710 , 0.9710 , 0.8975 , 0.8598 ,
15340,IN,HUNTINGTON,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15350,IN,JACKSON,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15360,IN,JASPER,23844, 0.9397 , 0.9397 , 0.9242 , 0.9267 , 0.9168 , 0.9168 , 0.9088 , 0.9283 ,
15370,IN,JAY,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15380,IN,JEFFERSON,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15390,IN,JENNINGS,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15400,IN,JOHNSON,26900, 0.9769 , 0.9769 , 0.9718 , 0.9783 , 0.9593 , 0.9593 , 0.9508 , 0.9750 ,
15410,IN,KNOX,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15420,IN,KOSCIUSKO,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15430,IN,LAGRANGE,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15440,IN,LAKE,23844, 0.9397 , 0.9397 , 0.9242 , 0.9267 , 0.9168 , 0.9168 , 0.9088 , 0.9283 ,
15450,IN,LA PORTE,33140, 0.9037 , 0.9037 , 0.8786 , 0.9027 , 0.9210 , 0.9210 , 0.9351 , 0.9540 ,
15460,IN,LAWRENCE,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15470,IN,MADISON,11300, 0.8820 , 0.8820 , 0.8965 , 0.8894 , 0.9116 , 0.9116 , 0.9241 , 0.9444 ,
15480,IN,MARION,26900, 0.9769 , 0.9769 , 0.9718 , 0.9783 , 0.9593 , 0.9593 , 0.9508 , 0.9750 ,
15490,IN,MARSHALL,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15500,IN,MARTIN,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15510,IN,MIAMI,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15520,IN,MONROE,14020, 0.8959 , 0.8959 , 0.9324 , 0.9390 , 0.9311 , 0.9311 , 0.9241 , 0.8878 ,
15530,IN,MONTGOMERY,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15540,IN,MORGAN,26900, 0.9769 , 0.9769 , 0.9718 , 0.9783 , 0.9593 , 0.9593 , 0.9508 , 0.9750 ,
15550,IN,NEWTON,23844, 0.9397 , 0.9397 , 0.9242 , 0.9267 , 0.9168 , 0.9168 , 0.9088 , 0.9283 ,
15560,IN,NOBLE,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15570,IN,OHIO,17140, 0.9522 , 0.9522 , 0.9661 , 0.9560 , 0.9397 , 0.9397 , 0.9589 , 0.9319 ,
15580,IN,ORANGE,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15590,IN,OWEN,14020, 0.8959 , 0.8959 , 0.9324 , 0.9390 , 0.9311 , 0.9311 , 0.9241 , 0.8878 ,
15600,IN,PARKE,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15610,IN,PERRY,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15620,IN,PIKE,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15630,IN,PORTER,23844, 0.9397 , 0.9397 , 0.9242 , 0.9267 , 0.9168 , 0.9168 , 0.9088 , 0.9283 ,
15640,IN,POSEY,21780, 0.8898 , 0.8898 , 0.8569 , 0.8498 , 0.8513 , 0.8513 , 0.8358 , 0.8401 ,
15650,IN,PULASKI,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15660,IN,PUTNAM,26900, 0.9769 , 0.9769 , 0.9718 , 0.9783 , 0.9593 , 0.9593 , 0.9508 , 0.9750 ,
15670,IN,RANDOLPH,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15680,IN,RIPLEY,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15690,IN,RUSH,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15700,IN,ST. JOSEPH,43780, 0.9914 , 0.9914 , 0.9643 , 0.9783 , 0.9599 , 0.9599 , 0.9839 , 0.9402 ,
15710,IN,SCOTT,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15720,IN,SHELBY,26900, 0.9769 , 0.9769 , 0.9718 , 0.9783 , 0.9593 , 0.9593 , 0.9508 , 0.9750 ,
15730,IN,SPENCER,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15740,IN,STARKE,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15750,IN,STEUBEN,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15760,IN,SULLIVAN,45460, 0.8806 , 0.8806 , 0.8824 , 0.9103 , 0.9078 , 0.9078 , 0.9207 , 0.9056 ,
15770,IN,SWITZERLAND,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15780,IN,TIPPECANOE,29140, 0.8777 , 0.8777 , 0.8677 , 0.9020 , 0.9115 , 0.9115 , 0.9207 , 0.9218 ,
15790,IN,TIPTON,29020, 0.9657 , 0.9657 , 0.9464 , 0.9225 , 0.9710 , 0.9710 , 0.8975 , 0.8598 ,
15800,IN,UNION,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15810,IN,VANDERBURGH,21780, 0.8898 , 0.8898 , 0.8569 , 0.8498 , 0.8513 , 0.8513 , 0.8358 , 0.8401 ,
15820,IN,VERMILLION,45460, 0.8806 , 0.8806 , 0.8824 , 0.9103 , 0.9078 , 0.9078 , 0.9207 , 0.9056 ,
15830,IN,VIGO,45460, 0.8806 , 0.8806 , 0.8824 , 0.9103 , 0.9078 , 0.9078 , 0.9207 , 0.9056 ,
15840,IN,WABASH,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15850,IN,WARREN,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15860,IN,WARRICK,21780, 0.8898 , 0.8898 , 0.8569 , 0.8498 , 0.8513 , 0.8513 , 0.8358 , 0.8401 ,
15870,IN,WASHINGTON,31140, 0.9155 , 0.9155 , 0.9030 , 0.9209 , 0.8900 , 0.8900 , 0.8817 , 0.8742 ,
15880,IN,WAYNE,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15890,IN,WELLS,23060, 0.9283 , 0.9283 , 0.9041 , 0.8975 , 0.8950 , 0.8950 , 0.9252 , 0.9491 ,
15900,IN,WHITE,NA, 0.8564 , 0.8564 , 0.8569 , 0.8465 , 0.8513 , 0.8513 , 0.8358 , 0.8329 ,
15910,IN,WHITLEY,23060, 0.9283 , 0.9283 , 0.9041 , 0.8975 , 0.8950 , 0.8950 , 0.9252 , 0.9491 ,
16000,IA,ADAIR,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16010,IA,ADAMS,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16020,IA,ALLAMAKEE,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16030,IA,APPANOOSE,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16040,IA,AUDUBON,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16050,IA,BENTON,16300, 0.8803 , 0.8708 , 0.8685 , 0.8954 , 0.8908 , 0.8910 , 0.8759 , 0.8728 ,
16060,IA,BLACK HAWK,47940, 0.8803 , 0.8615 , 0.8720 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8535 ,
16070,IA,BOONE,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16080,IA,BREMER,47940, 0.8803 , 0.8615 , 0.8720 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8535 ,
16090,IA,BUCHANAN,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16100,IA,BUENA VISTA,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16110,IA,BUTLER,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16120,IA,CALHOUN,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16130,IA,CARROLL,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16140,IA,CASS,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16150,IA,CEDAR,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16160,IA,CERRO GORDO,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16170,IA,CHEROKEE,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16180,IA,CHICKASAW,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16190,IA,CLARKE,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16200,IA,CLAY,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16210,IA,CLAYTON,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16220,IA,CLINTON,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16230,IA,CRAWFORD,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16240,IA,DALLAS,19780, 0.9170 , 0.9170 , 0.9158 , 0.9442 , 0.9521 , 0.9522 , 0.9481 , 0.9436 ,
16250,IA,DAVIS,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16260,IA,DECATUR,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16270,IA,DELAWARE,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16280,IA,DES MOINES,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16290,IA,DICKINSON,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16300,IA,DUBUQUE,20220, 0.8994 , 0.8994 , 0.8876 , 0.8954 , 0.8626 , 0.8627 , 0.8523 , 0.8410 ,
16310,IA,EMMET,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16320,IA,FAYETTE,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16330,IA,FLOYD,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16340,IA,FRANKLIN,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16350,IA,FREMONT,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16360,IA,GREENE,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16370,IA,GRUNDY,47940, 0.8803 , 0.8615 , 0.8720 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8535 ,
16380,IA,GUTHRIE,19780, 0.9170 , 0.9170 , 0.9158 , 0.9442 , 0.9521 , 0.9522 , 0.9481 , 0.9436 ,
16390,IA,HAMILTON,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16400,IA,HANCOCK,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16410,IA,HARDIN,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16420,IA,HARRISON,36540, 0.9399 , 0.9399 , 0.9474 , 0.9329 , 0.9541 , 0.9542 , 0.9507 , 0.9848 ,
16430,IA,HENRY,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16440,IA,HOWARD,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16450,IA,HUMBOLDT,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16460,IA,IDA,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16470,IA,IOWA,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16480,IA,JACKSON,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16490,IA,JASPER,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16500,IA,JEFFERSON,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16510,IA,JOHNSON,26980, 0.9598 , 0.9598 , 0.9424 , 0.9319 , 0.9407 , 0.9409 , 0.9507 , 0.9885 ,
16520,IA,JONES,16300, 0.8803 , 0.8708 , 0.8685 , 0.8954 , 0.8908 , 0.8910 , 0.8759 , 0.8728 ,
16530,IA,KEOKUK,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16540,IA,KOSSUTH,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16550,IA,LEE,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16560,IA,LINN,16300, 0.8803 , 0.8708 , 0.8685 , 0.8954 , 0.8908 , 0.8910 , 0.8759 , 0.8728 ,
16570,IA,LOUISA,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16580,IA,LUCAS,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16590,IA,LYON,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16600,IA,MADISON,19780, 0.9170 , 0.9170 , 0.9158 , 0.9442 , 0.9521 , 0.9522 , 0.9481 , 0.9436 ,
16610,IA,MAHASKA,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16620,IA,MARION,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16630,IA,MARSHALL,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16640,IA,MILLS,36540, 0.9399 , 0.9399 , 0.9474 , 0.9329 , 0.9541 , 0.9542 , 0.9507 , 0.9848 ,
16650,IA,MITCHELL,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16660,IA,MONONA,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16670,IA,MONROE,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16680,IA,MONTGOMERY,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16690,IA,MUSCATINE,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16700,IA,O'BRIEN,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16710,IA,OSCEOLA,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16720,IA,PAGE,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16730,IA,PALO ALTO,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16740,IA,PLYMOUTH,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16750,IA,POCAHONTAS,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16760,IA,POLK,19780, 0.9170 , 0.9170 , 0.9158 , 0.9442 , 0.9521 , 0.9522 , 0.9481 , 0.9436 ,
16770,IA,POTTAWATTAMIE,36540, 0.9399 , 0.9399 , 0.9474 , 0.9329 , 0.9541 , 0.9542 , 0.9507 , 0.9848 ,
16780,IA,POWESHIEK,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16790,IA,RINGGOLD,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16800,IA,SAC,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16810,IA,SCOTT,19340, 0.8836 , 0.8836 , 0.8894 , 0.8954 , 0.8564 , 0.8565 , 0.8615 , 0.9090 ,
16820,IA,SHELBY,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16830,IA,SIOUX,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16840,IA,STORY,11180, 0.9705 , 0.9705 , 0.9976 , 0.9399 , 0.9533 , 0.9534 , 0.9999 , 0.9593 ,
16850,IA,TAMA,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16860,IA,TAYLOR,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16870,IA,UNION,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16880,IA,VAN BUREN,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16890,IA,WAPELLO,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16900,IA,WARREN,19780, 0.9170 , 0.9170 , 0.9158 , 0.9442 , 0.9521 , 0.9522 , 0.9481 , 0.9436 ,
16910,IA,WASHINGTON,26980, 0.9598 , 0.9598 , 0.9424 , 0.9319 , 0.9407 , 0.9409 , 0.9507 , 0.9885 ,
16920,IA,WAYNE,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16930,IA,WEBSTER,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16940,IA,WINNEBAGO,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16950,IA,WINNESHIEK,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16960,IA,WOODBURY,43580, 0.9062 , 0.9062 , 0.9083 , 0.8954 , 0.8937 , 0.8939 , 0.8924 , 0.8847 ,
16970,IA,WORTH,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
16980,IA,WRIGHT,NA, 0.8803 , 0.8615 , 0.8476 , 0.8954 , 0.8564 , 0.8565 , 0.8469 , 0.8207 ,
17000,KS,ALLEN,NA, 0.8018 , 0.8018 , 0.7980 , 0.8055 , 0.8183 , 0.8183 , 0.7987 , 0.7935 ,
17010,KS,ANDERSON,NA, 0.8018 , 0.8018 , 0.7980 , 0.8055 , 0.8183 , 0.8183 , 0.7987 , 0.7935 ,
17020,KS,ATCHISON,NA, 0.8018 , 0.8018 , 0.7980 , 0.8055 , 0.8183 , 0.8183 , 0.7987 , 0.7935 ,
17030,KS,BARBER,NA, 0.8018 , 0.8018 , 0.7980 , 0.8055 , 0.8183 , 0.8183 , 0.7987 , 0.7935 ,
17040,KS,BARTON,NA, 0.8018 , 0.8018 , 0.7980 , 0.8055 , 0.8183 , 0.8183 , 0.7987 , 0.7935 ,
17050,KS,BOURBON,NA, 0.8018 , 0.8018 , 0.7980 , 0.8055 , 0.8183 , 0.8183 , 0.7987 , 0.7935 ,
17060,KS,BROWN,NA, 0.8018 , 0.8018 , 0.7980 , 0.8055 , 0.8183 , 0.8183 , 0.7987 , 0.7935 ,
17070,KS,BUTLER,48620, 0.9016 , 0.9016 , 0.8939 , 0.8947 , 0.8962 , 0.8961 , 0.8815 , 0.8548 ,
17080,KS,CHASE,NA, 0.8018 , 0.8018 , 0.7980 , 0.8055 , 0.8183 , 0.8183 , 0.7987 , 0.7935 ,
17090,KS,CHAUTAUQUA,NA, 0.8018 , 0.8018 , 0.7980 , 0.8055 , 0.8183 , 0.8183 , 0.7987 , 0.7935 ,
17100,KS,CHEROKEE,NA, 0.8018 , 0.8018 , 0.7980 , 0.8055 , 0.8183 , 0.8183 , 0.7987 , 0.7935 ,
17110,KS,CHEYENNE,NA, 0.8018 , 0.8018 , 0.7980 , 0.8055 , 0.8183 , 0.8183 , 0.7987 , 0.7935 ,
17120,KS,CLARK,NA, 0.8018 , 0.8018 , 0.7980 , 0.8055 , 0.8183 , 0.8183 , 0.7987 , 0.7935 ,
17130,KS,CLAY,NA, 0.8018 , 0.8018 , 0.7980 , 0.8055 , 0.8183 , 0.8183 , 0.7987 , 0.7935 ,
17140,KS,CLOUD,NA, 0.8018 , 0.8018 , 0.7980 , 0.8055 , 0.8183 , 0.8183 , 0.7987 , 0.7935 ,
17150,KS,COFFEY,NA, 0.8018 , 0.8018 , 0.7980 , 0.8055 , 0.8183 , 0.8183 , 0.7987 , 0.7935 ,
17160,KS,COMANCHE,NA, 0.8018 , 0.8018 , 0.7980 , 0.8055 , 0.8183 , 0.8183 , 0.7987 , 0.7935 ,
