AGED -- REPRICING ADJUSTMENTS TO THE 2007-2011 INPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,
CODE,STATE,COUNTY,Part A Reimbursement Adjustment 2007,Part A Reimbursement Adjustment 2008,Part A Reimbursement Adjustment 2009,Part A Reimbursement Adjustment 2010,Part A Reimbursement Adjustment 2011,,,,,
15410,INDIANA                  ,KNOX,"-52,718","-165,743","-115,816","-22,551","-50,771",,,,,
15420,INDIANA                  ,KOSCIUSKO,"172,006","279,264","170,291","193,682","83,174",,,,,
15430,INDIANA                  ,LAGRANGE,"19,884","54,043","50,286","58,062","9,531",,,,,
15440,INDIANA                  ,LAKE,"-2,067,554","-230,316","1,818,239","486,698","463,214",,,,,
15450,INDIANA                  ,LA PORTE,"-968,499","196,207","30,465","224,731","30,676",,,,,
15460,INDIANA                  ,LAWRENCE,"-16,043","-31,866","-65,841","29,049","65,024",,,,,
15470,INDIANA                  ,MADISON,"-13,857","39,616","-52,144","309,900","568,762",,,,,
15480,INDIANA                  ,MARION,"-159,917","192,357","186,067","2,703,122","3,718,490",,,,,
15490,INDIANA                  ,MARSHALL,"-252,974","-129,242","-133,069","-78,718","-115,417",,,,,
15500,INDIANA                  ,MARTIN,"-43,911","-35,907","-28,697","-17,106","-3,241",,,,,
15510,INDIANA                  ,MIAMI,"-139,213","-70,873","-75,643","-3,562","43,121",,,,,
15520,INDIANA                  ,MONROE,"-30,425","-63,678","-139,563","35,632","133,578",,,,,
15530,INDIANA                  ,MONTGOMERY,"-18,840","17,411","7,560","69,304","76,504",,,,,
15540,INDIANA                  ,MORGAN,"-14,204","10,146","8,825","222,297","326,621",,,,,
15550,INDIANA                  ,NEWTON,138,"9,329","28,636","14,800","5,104",,,,,
15560,INDIANA                  ,NOBLE,"34,210","114,772","75,993","88,933","20,086",,,,,
15570,INDIANA                  ,OHIO,"-31,475","-38,556","-36,706","-17,370","-19,620",,,,,
15580,INDIANA                  ,ORANGE,"-49,525","-36,446","-42,545","-15,830","7,410",,,,,
15590,INDIANA                  ,OWEN,"3,659","-9,585","-25,035","10,197","47,473",,,,,
15600,INDIANA                  ,PARKE,"115,849","3,519","-1,585","28,971","48,062",,,,,
15610,INDIANA                  ,PERRY,"-197,224","-43,222","-33,647","-29,588","-9,310",,,,,
15620,INDIANA                  ,PIKE,"-55,955","-45,000","-40,518","-30,343","-5,109",,,,,
15630,INDIANA                  ,PORTER,"-497,717","-420,688","-1,230,943","330,314","435,492",,,,,
15640,INDIANA                  ,POSEY,"-189,633","-65,260","-53,114","-27,732","-4,862",,,,,
15650,INDIANA                  ,PULASKI,"-7,710","20,106","-7,628","17,976","19,712",,,,,
15660,INDIANA                  ,PUTNAM,"16,756","10,961","2,963","82,944","114,710",,,,,
15670,INDIANA                  ,RANDOLPH,"100,316","72,024","78,498","72,663","71,156",,,,,
15680,INDIANA                  ,RIPLEY,"-82,063","-111,396","-84,745","-26,876","-49,923",,,,,
15690,INDIANA                  ,RUSH,"6,436","15,438","8,516","58,417","74,904",,,,,
15700,INDIANA                  ,ST. JOSEPH,"-1,988,150","-1,253,706","-1,438,644","-1,080,163","-1,309,828",,,,,
15710,INDIANA                  ,SCOTT,"-129,694","-118,715","-195,748","-60,662","-36,659",,,,,
15720,INDIANA                  ,SHELBY,"-9,529","5,388","5,337","165,168","211,761",,,,,
15730,INDIANA                  ,SPENCER,"-181,678","-46,935","-40,593","-28,185","-16,407",,,,,
15740,INDIANA                  ,STARKE,"-107,495","-48,539","-88,349","11,116","5,030",,,,,
15750,INDIANA                  ,STEUBEN,"57,800","160,379","181,857","168,650","63,353",,,,,
15760,INDIANA                  ,SULLIVAN,"107,338","22,143","-17,098","5,701","6,692",,,,,
15770,INDIANA                  ,SWITZERLAND,"-69,088","-75,904","-65,663","-33,023","-43,795",,,,,
15780,INDIANA                  ,TIPPECANOE,"662,314","677,550","310,121","253,956","43,458",,,,,
15790,INDIANA                  ,TIPTON,"-52,192","-42,536","-35,171","-28,533","27,546",,,,,
15800,INDIANA                  ,UNION,"-20,361","-38,209","-12,919","-9,393","-22,700",,,,,
15810,INDIANA                  ,VANDERBURGH,"-1,379,706","-564,528","-380,185","-266,285","-44,550",,,,,
15820,INDIANA                  ,VERMILLION,"152,557","34,760","12,409","48,739","46,247",,,,,
15830,INDIANA                  ,VIGO,"1,311,279","95,987","-84,581","109,363","197,547",,,,,
15840,INDIANA                  ,WABASH,"91,754","157,901","141,158","178,020","84,236",,,,,
15850,INDIANA                  ,WARREN,"30,570","33,537","22,063","26,014","9,128",,,,,
15860,INDIANA                  ,WARRICK,"-344,183","-135,513","-110,431","-63,132","-9,186",,,,,
15870,INDIANA                  ,WASHINGTON,"-126,433","-132,497","-152,520","-59,334","-29,315",,,,,
15880,INDIANA                  ,WAYNE,"-365,495","-482,978","-312,389","-171,641","-300,051",,,,,
15890,INDIANA                  ,WELLS,"117,039","232,583","228,326","196,331","96,185",,,,,
15900,INDIANA                  ,WHITE,"118,804","124,236","64,512","62,157","9,273",,,,,
15910,INDIANA                  ,WHITLEY,"115,320","217,515","181,742","179,429","94,780",,,,,
16000,IOWA                     ,ADAIR,"40,107","28,627","9,206","-1,977","-8,622",,,,,
16010,IOWA                     ,ADAMS,"35,998","24,023","22,827","25,544","12,120",,,,,
16020,IOWA                     ,ALLAMAKEE,"21,512","40,058","4,331","-4,569","24,173",,,,,
16030,IOWA                     ,APPANOOSE,"31,815","34,923","-7,660","-15,103","-10,349",,,,,
16040,IOWA                     ,AUDUBON,"43,086","33,195","26,303","14,570","12,671",,,,,
16050,IOWA                     ,BENTON,"9,490","26,852","-42,777","-38,386","4,408",,,,,
16060,IOWA                     ,BLACK HAWK,"-292,906","-416,066","-572,524","-325,809","211,867",,,,,
16070,IOWA                     ,BOONE,"30,612","9,152","18,621","-25,786","-83,805",,,,,
16080,IOWA                     ,BREMER,"-59,595","-53,674","-96,435","-54,663","42,835",,,,,
16090,IOWA                     ,BUCHANAN,"-35,828","-15,170","-49,646","-32,959","33,798",,,,,
16100,IOWA                     ,BUENA VISTA,"-23,927","-15,276","-22,691","-20,312","-23,969",,,,,
16110,IOWA                     ,BUTLER,"-59,062","-72,383","-161,508","-60,995","19,950",,,,,
16120,IOWA                     ,CALHOUN,"-18,830","-34,444","-24,219","-63,868","-56,504",,,,,
16130,IOWA                     ,CARROLL,"59,933","46,931","26,507","7,375","1,702",,,,,
16140,IOWA                     ,CASS,"102,518","120,213","101,784","78,121","52,256",,,,,
16150,IOWA                     ,CEDAR,"64,142","100,851","104,682","91,001","63,249",,,,,
16160,IOWA                     ,CERRO GORDO,"-366,537","-393,549","-1,090,973","-483,496","-59,745",,,,,
16170,IOWA                     ,CHEROKEE,"-16,661","-5,250","19,463","1,513","-20,384",,,,,
16180,IOWA                     ,CHICKASAW,"-78,221","-35,809","-112,494","-55,806","-3,291",,,,,
16190,IOWA                     ,CLARKE,"33,692","26,818",737,"-9,168","-11,010",,,,,
16200,IOWA                     ,CLAY,"-87,647","-67,953","-109,838","-50,752","-79,291",,,,,
16210,IOWA                     ,CLAYTON,"-33,805","-2,768","-31,930","1,431","3,849",,,,,
16220,IOWA                     ,CLINTON,"310,671","298,535","334,841","690,961","426,139",,,,,
16230,IOWA                     ,CRAWFORD,"100,836","86,624","102,674","61,718","46,994",,,,,
16240,IOWA                     ,DALLAS,"154,505","141,587","-13,472","-45,413","-54,147",,,,,
16250,IOWA                     ,DAVIS,"-20,585","-2,128","-26,879","-14,598","-3,399",,,,,
16260,IOWA                     ,DECATUR,"40,153","23,487",-155,"-7,017","-11,129",,,,,
16270,IOWA                     ,DELAWARE,"-12,721","15,100","-35,071","-23,318","1,853",,,,,
16280,IOWA                     ,DES MOINES,"383,961","645,290","654,433","603,605","307,969",,,,,
16290,IOWA                     ,DICKINSON,"-22,183",928,"-25,964","22,917","-60,646",,,,,
16300,IOWA                     ,DUBUQUE,"-400,954","-414,397","-584,649","-201,563","-136,189",,,,,
16310,IOWA                     ,EMMET,"17,406","17,909","21,465","38,598","-12,932",,,,,
16320,IOWA                     ,FAYETTE,"-15,745","1,132","-25,868","-14,775","25,016",,,,,
16330,IOWA                     ,FLOYD,"-123,606","-98,753","-286,353","-110,927","-6,886",,,,,
16340,IOWA                     ,FRANKLIN,"-54,610","-71,286","-199,688","-72,976","-8,407",,,,,
16350,IOWA                     ,FREMONT,"80,026","87,606","86,727","63,322","57,952",,,,,
16360,IOWA                     ,GREENE,"8,026","-7,002","9,034","-5,678","-28,794",,,,,
16370,IOWA                     ,GRUNDY,"-24,371","-28,291","-30,771","-30,826","3,709",,,,,
16380,IOWA                     ,GUTHRIE,"58,225","50,912",111,"-14,553","-15,937",,,,,
16390,IOWA                     ,HAMILTON,"-30,784","-30,757","13,079","-35,965","-85,216",,,,,
16400,IOWA                     ,HANCOCK,"-74,375","-80,343","-217,504","-100,956","-16,439",,,,,
16410,IOWA                     ,HARDIN,"-27,642","-55,765","-96,304","-52,176","-64,393",,,,,
16420,IOWA                     ,HARRISON,"142,003","137,395","147,296","105,270","82,329",,,,,
16430,IOWA                     ,HENRY,"92,644","142,693","166,130","151,465","81,010",,,,,
16440,IOWA                     ,HOWARD,"-30,164",473,"-57,701","-26,340",83,,,,,
16450,IOWA                     ,HUMBOLDT,"-33,293","-38,409","-53,271","-69,982","-48,814",,,,,
16460,IOWA                     ,IDA,"-4,457","-3,732","13,850","7,302","-11,275",,,,,
16470,IOWA                     ,IOWA,"81,144","105,041","105,646","84,261","48,173",,,,,
16480,IOWA                     ,JACKSON,"-36,022","-31,988","-14,778","109,609","69,505",,,,,
16490,IOWA                     ,JASPER,"-6,315","37,298","-147,605","-102,841","-131,179",,,,,
16500,IOWA                     ,JEFFERSON,"32,397","47,670","93,209","50,846","36,212",,,,,
16510,IOWA                     ,JOHNSON,"381,426","629,216","690,405","569,830","361,829",,,,,
16520,IOWA                     ,JONES,"13,706","1,493","-44,093","-29,820","5,402",,,,,
16530,IOWA                     ,KEOKUK,"39,574","51,950","62,011","72,306","44,977",,,,,
16540,IOWA                     ,KOSSUTH,"-92,736","-53,272","-209,336","-87,582","-20,398",,,,,
16550,IOWA                     ,LEE,"-50,216","15,566","-66,112","64,323","-23,831",,,,,
16560,IOWA                     ,LINN,"37,615","50,845","-419,972","-324,940","-17,649",,,,,
16570,IOWA                     ,LOUISA,"55,935","129,398","111,175","107,672","76,624",,,,,
16580,IOWA                     ,LUCAS,"50,792","40,318","5,931","-17,018","-6,889",,,,,
16590,IOWA                     ,LYON,"132,578","115,446","166,142","186,787","-2,055",,,,,
16600,IOWA                     ,MADISON,"56,194","47,783","-4,972","-14,121","-13,814",,,,,
16610,IOWA                     ,MAHASKA,"53,671","48,846","16,041","2,537","-7,449",,,,,
16620,IOWA                     ,MARION,"100,500","92,394","1,296","-14,394","-27,967",,,,,
16630,IOWA                     ,MARSHALL,"76,727","95,059","128,567","-80,391","-138,903",,,,,
16640,IOWA                     ,MILLS,"128,648","126,097","141,652","89,730","81,602",,,,,
16650,IOWA                     ,MITCHELL,"-98,766","-47,201","-151,485","-80,384","-11,376",,,,,
16660,IOWA                     ,MONONA,"40,793","33,942","44,265","37,635","5,393",,,,,
16670,IOWA                     ,MONROE,"24,063","18,540","-5,610","-14,826","-4,942",,,,,
16680,IOWA                     ,MONTGOMERY,"85,860","89,364","109,350","54,055","57,967",,,,,
16690,IOWA                     ,MUSCATINE,"148,863","191,381","240,903","294,723","167,328",,,,,
16700,IOWA                     ,O'BRIEN,"24,439","29,835","46,094","86,006","-24,392",,,,,
16710,IOWA                     ,OSCEOLA,"47,455","42,046","33,858","56,629","-4,067",,,,,
16720,IOWA                     ,PAGE,"109,910","150,140","164,881","122,932","108,093",,,,,
16730,IOWA                     ,PALO ALTO,"-42,589","-34,508","-115,040","-43,310","-24,436",,,,,
16740,IOWA                     ,PLYMOUTH,"-42,117","-22,606",233,"9,409","-50,953",,,,,
16750,IOWA                     ,POCAHONTAS,"-26,722","-34,416","-50,644","-47,461","-33,454",,,,,
16760,IOWA                     ,POLK,"1,688,892","1,381,326","-120,006","-461,926","-487,171",,,,,
16770,IOWA                     ,POTTAWATTAMIE,"775,616","730,773","898,206","556,814","500,994",,,,,
16780,IOWA                     ,POWESHIEK,"115,579","106,650","94,972","40,588","3,622",,,,,
16790,IOWA                     ,RINGGOLD,"23,513","23,732",-60,"-5,338","-5,716",,,,,
16800,IOWA                     ,SAC,"5,542","4,939","9,532","-12,840","-25,414",,,,,
16810,IOWA                     ,SCOTT,"700,512","622,425","748,495","1,632,549","1,065,585",,,,,
16820,IOWA                     ,SHELBY,"141,587","122,324","113,431","83,997","61,030",,,,,
16830,IOWA                     ,SIOUX,"67,059","68,352","129,264","152,306","-24,595",,,,,
16840,IOWA                     ,STORY,"-130,765","-128,875","114,532","-70,443","-377,784",,,,,
16850,IOWA                     ,TAMA,"24,939","12,849","-6,121","-21,329","-13,057",,,,,
16860,IOWA                     ,TAYLOR,"56,016","35,250","31,409","21,011","23,482",,,,,
16870,IOWA                     ,UNION,"42,968","36,251","3,419",-641,"-7,486",,,,,
16880,IOWA                     ,VAN BUREN,"30,207","42,307","67,506","47,057","34,145",,,,,
16890,IOWA                     ,WAPELLO,"-336,286","-416,039","-442,592","-391,724","-136,714",,,,,
16900,IOWA                     ,WARREN,"178,425","156,314","-10,265","-57,945","-61,655",,,,,
16910,IOWA                     ,WASHINGTON,"134,536","197,451","214,238","173,851","110,207",,,,,
16920,IOWA                     ,WAYNE,"37,802","33,734","-6,140","-7,633","-7,857",,,,,
16930,IOWA                     ,WEBSTER,"-157,673","-253,762","-144,785","-279,022","-291,004",,,,,
16940,IOWA                     ,WINNEBAGO,"-104,570","-95,787","-221,354","-89,370","-17,639",,,,,
16950,IOWA                     ,WINNESHIEK,"1,963","28,632","-38,834","-25,163","12,972",,,,,
16960,IOWA                     ,WOODBURY,"-294,996","-239,416","-75,533","-73,223","-283,412",,,,,
16970,IOWA                     ,WORTH,"-49,476","-60,062","-188,792","-59,252","-8,555",,,,,
16980,IOWA                     ,WRIGHT,"-59,254","-53,522","-130,773","-86,529","-34,384",,,,,
17000,KANSAS                   ,ALLEN,"-94,888","-92,165","-85,883","-69,095","-36,557",,,,,
17010,KANSAS                   ,ANDERSON,"-1,972","12,829","-9,692","-15,760","-13,820",,,,,
17020,KANSAS                   ,ATCHISON,"15,859","20,930",811,"-14,299","-4,897",,,,,
17030,KANSAS                   ,BARBER,"-54,458","-37,060","-36,918","-42,790","-15,627",,,,,
17040,KANSAS                   ,BARTON,"-162,300","-160,566","-175,531","-167,781","-108,744",,,,,
17050,KANSAS                   ,BOURBON,"-78,035","-76,832","92,590","111,169","-53,669",,,,,
17060,KANSAS                   ,BROWN,"36,117","39,539","20,260","-10,910","1,964",,,,,
17070,KANSAS                   ,BUTLER,"-565,041","-510,902","-510,735","-451,933","-232,477",,,,,
17080,KANSAS                   ,CHASE,"-2,878","-4,242","-3,370","-9,008","-5,151",,,,,
17090,KANSAS                   ,CHAUTAUQUA,"-25,754","-24,208","-43,412","-39,339","-35,208",,,,,
17100,KANSAS                   ,CHEROKEE,"-556,438","-791,235","-866,385","-328,979","-226,669",,,,,
17110,KANSAS                   ,CHEYENNE,"6,245","-5,309","-8,953","-11,123","-16,650",,,,,
17120,KANSAS                   ,CLARK,"-12,131","-14,841","-7,931","-15,641","-7,646",,,,,
17130,KANSAS                   ,CLAY,"10,131","20,571","10,548","-12,589","4,538",,,,,
17140,KANSAS                   ,CLOUD,"-71,407","-56,467","-8,835","-14,226",587,,,,,
17150,KANSAS                   ,COFFEY,"28,401","36,673","2,049","-10,552","-1,078",,,,,
17160,KANSAS                   ,COMANCHE,"-28,005","-19,895","-12,774","-11,633","-5,397",,,,,
17170,KANSAS                   ,COWLEY,"-207,894","-180,394","-219,326","-208,012","-105,661",,,,,
17180,KANSAS                   ,CRAWFORD,"-333,208","-459,869","-439,906","-167,002","-120,954",,,,,
17190,KANSAS                   ,DECATUR,"-17,527","-20,461","-10,904","-7,613","-15,142",,,,,
17200,KANSAS                   ,DICKINSON,"-138,942","-118,691","-19,667","-31,861","-19,733",,,,,
17210,KANSAS                   ,DONIPHAN,"2,090","5,770",939,"-2,433","-3,403",,,,,
17220,KANSAS                   ,DOUGLAS,"61,904","66,194","-2,552","-56,169","-23,342",,,,,
17230,KANSAS                   ,EDWARDS,"-12,719","-21,687","-18,326","-13,350","-12,903",,,,,
17240,KANSAS                   ,ELK,"-34,188","-28,743","-32,146","-29,160","-21,634",,,,,
17250,KANSAS                   ,ELLIS,"-116,539","-81,189","-84,539","-104,619","-123,151",,,,,
17260,KANSAS                   ,ELLSWORTH,"-77,526","-52,115","-18,684","-13,763","-9,165",,,,,
17270,KANSAS                   ,FINNEY,"-76,912","-57,556","-61,762","-55,933","-37,153",,,,,
17280,KANSAS                   ,FORD,"-65,201","-56,574","-49,507","-56,786","-35,712",,,,,
17290,KANSAS                   ,FRANKLIN,"54,155","55,743","-9,354","-54,657","-32,188",,,,,
17300,KANSAS                   ,GEARY,"29,064","51,320","-16,619","-52,561","-9,721",,,,,
17310,KANSAS                   ,GOVE,"-11,483","-12,554","-7,620","-11,482","-7,396",,,,,
17320,KANSAS                   ,GRAHAM,"-15,957","-13,720","-6,354","-7,356","-8,477",,,,,
17330,KANSAS                   ,GRANT,"-18,505","-22,839","-30,716","-18,968","-13,329",,,,,
17340,KANSAS                   ,GRAY,"-13,245","-13,201","-13,847","-16,885","-8,810",,,,,
17350,KANSAS                   ,GREELEY,-929,"-8,418","-6,647","-5,442","-3,645",,,,,
17360,KANSAS                   ,GREENWOOD,"-76,915","-60,978","-68,602","-69,029","-34,718",,,,,
17370,KANSAS                   ,HAMILTON,"-7,553","-9,970","-9,767","-9,798","-3,906",,,,,
17380,KANSAS                   ,HARPER,"-56,170","-60,250","-50,525","-55,692","-32,607",,,,,
17390,KANSAS                   ,HARVEY,"-350,524","-321,365","-342,492","-304,793","-164,386",,,,,
17391,KANSAS                   ,HASKELL,"-10,647","-10,684","-11,461","-15,648","-7,232",,,,,
17410,KANSAS                   ,HODGEMAN,"-5,989","-7,227","-12,125","-5,855","-4,227",,,,,
17420,KANSAS                   ,JACKSON,"98,887","91,276","31,605","-18,786","2,489",,,,,
17430,KANSAS                   ,JEFFERSON,"89,527","115,435","36,864","-22,228","2,168",,,,,
17440,KANSAS                   ,JEWELL,"-26,770","-15,383","-4,278",-388,"2,838",,,,,
17450,KANSAS                   ,JOHNSON,"636,883","619,461","-116,212","-709,254","-424,545",,,,,
17451,KANSAS                   ,KEARNY,"-12,812","-10,862","-18,345","-6,842","-10,191",,,,,
17470,KANSAS                   ,KINGMAN,"-99,913","-68,704","-83,201","-63,730","-33,809",,,,,
17480,KANSAS                   ,KIOWA,"-17,581","-11,545","-13,598","-11,273","-6,849",,,,,
17490,KANSAS                   ,LABETTE,"-535,084","-708,292","-692,503","-268,577","-119,505",,,,,
17500,KANSAS                   ,LANE,"-9,723","-8,602","-10,142","-10,681","-6,387",,,,,
17510,KANSAS                   ,LEAVENWORTH,"105,229","113,481","-12,847","-124,448","-75,602",,,,,
17520,KANSAS                   ,LINCOLN,"-41,002","-35,496","-3,637","-8,660","-7,522",,,,,
17530,KANSAS                   ,LINN,"10,608","31,914","40,617",-614,"-14,663",,,,,
17540,KANSAS                   ,LOGAN,"-9,038","-9,192","-13,163","-11,755","-10,453",,,,,
17550,KANSAS                   ,LYON,"36,244","74,194","-3,003","-53,752","-5,305",,,,,
17560,KANSAS                   ,MCPHERSON,"-233,518","-195,748","-177,298","-161,691","-113,891",,,,,
17570,KANSAS                   ,MARION,"-123,075","-122,356","-107,989","-104,972","-58,262",,,,,
17580,KANSAS                   ,MARSHALL,"7,673","22,829","18,110","23,345","24,149",,,,,
17590,KANSAS                   ,MEADE,"-29,488","-29,275","-32,309","-19,005","-10,389",,,,,
17600,KANSAS                   ,MIAMI,"49,339","41,852","-8,993","-41,133","-29,907",,,,,
17610,KANSAS                   ,MITCHELL,"-64,770","-47,374","-8,956","-20,065","-5,890",,,,,
17620,KANSAS                   ,MONTGOMERY,"-297,661","-331,404","-450,656","-418,033","-221,337",,,,,
17630,KANSAS                   ,MORRIS,"7,226","12,056","4,365","-15,627","-1,216",,,,,
17640,KANSAS                   ,MORTON,"-23,057","-21,080","-23,060","-9,456","-6,474",,,,,
17650,KANSAS                   ,NEMAHA,"48,890","58,160","25,068","-10,306","4,723",,,,,
17660,KANSAS                   ,NEOSHO,"-159,177","-241,610","-233,035","-120,117","-62,587",,,,,
17670,KANSAS                   ,NESS,"-23,186","-15,226","-20,433","-22,559","-12,005",,,,,
17680,KANSAS                   ,NORTON,"-20,041","-10,227","-4,696","-11,472","-16,486",,,,,
17690,KANSAS                   ,OSAGE,"103,239","129,378","40,294","-27,797","4,789",,,,,
17700,KANSAS                   ,OSBORNE,"-61,933","-39,791","-9,984","-12,438","-7,593",,,,,
17710,KANSAS                   ,OTTAWA,"-65,526","-68,533","-6,267","-6,904","1,557",,,,,
17720,KANSAS                   ,PAWNEE,"-26,977","-21,505","-22,973","-28,098","-17,239",,,,,
17730,KANSAS                   ,PHILLIPS,"-24,781","-20,260","-10,614","-9,025","-19,506",,,,,
17740,KANSAS                   ,POTTAWATOMIE,"80,638","116,028","32,992","-9,636","5,592",,,,,
17750,KANSAS                   ,PRATT,"-46,677","-46,306","-41,396","-63,704","-29,976",,,,,
17760,KANSAS                   ,RAWLINS,"-17,915","-15,734","-7,540","-12,304","-12,175",,,,,
17770,KANSAS                   ,RENO,"-594,813","-516,107","-542,832","-525,115","-392,733",,,,,
17780,KANSAS                   ,REPUBLIC,"-35,325","-27,389","4,970",596,"6,192",,,,,
17790,KANSAS                   ,RICE,"-68,868","-74,839","-82,549","-76,300","-58,473",,,,,
17800,KANSAS                   ,RILEY,"209,300","283,294","103,618","-38,057","28,528",,,,,
17810,KANSAS                   ,ROOKS,"-29,112","-19,812","-20,827","-20,897","-21,496",,,,,
17820,KANSAS                   ,RUSH,"-19,499","-19,576","-16,365","-25,359","-17,771",,,,,
17830,KANSAS                   ,RUSSELL,"-46,984","-30,544","-35,083","-38,100","-29,299",,,,,
17840,KANSAS                   ,SALINE,"-683,936","-666,003","-47,017","-63,630","-30,041",,,,,
17841,KANSAS                   ,SCOTT,"-7,775","-11,452","-9,195","-9,534","-6,326",,,,,
17860,KANSAS                   ,SEDGWICK,"-3,665,047","-3,288,966","-3,390,058","-3,123,001","-1,735,375",,,,,
17870,KANSAS                   ,SEWARD,"-191,948","-178,411","-118,015","-66,999","-39,638",,,,,
17880,KANSAS                   ,SHAWNEE,"1,140,557","1,547,091","537,483","-294,679","85,844",,,,,
17890,KANSAS                   ,SHERIDAN,"-15,548","-11,014","-7,983","-8,983","-8,723",,,,,
17900,KANSAS                   ,SHERMAN,"-43,038","-19,483","-26,278","-23,887","-28,780",,,,,
17910,KANSAS                   ,SMITH,"-38,119","-17,609","-4,756","-8,351","-5,983",,,,,
17920,KANSAS                   ,STAFFORD,"-30,232","-32,389","-39,402","-42,390","-23,812",,,,,
17921,KANSAS                   ,STANTON,"-15,420","-8,640","-9,905","-4,969","-3,291",,,,,
17940,KANSAS                   ,STEVENS,"-53,122","-22,655","-24,915","-19,087","-11,697",,,,,
17950,KANSAS                   ,SUMNER,"-223,500","-212,676","-211,983","-182,537","-97,732",,,,,
17960,KANSAS                   ,THOMAS,"-36,896","-24,531","-24,191","-32,852","-32,145",,,,,
17970,KANSAS                   ,TREGO,"-15,215","-13,479","-11,579","-12,229","-9,915",,,,,
17980,KANSAS                   ,WABAUNSEE,"40,833","53,932","19,794","-11,257","4,711",,,,,
17981,KANSAS                   ,WALLACE,"1,524","-3,183","-2,868","-4,075","-6,020",,,,,
17982,KANSAS                   ,WASHINGTON,"-5,671","9,364","10,270","7,739","11,394",,,,,
17983,KANSAS                   ,WICHITA,"-5,141","-6,542","-9,362","-8,430","-4,540",,,,,
17984,KANSAS                   ,WILSON,"-89,431","-92,115","-115,522","-65,388","-36,630",,,,,
17985,KANSAS                   ,WOODSON,"-21,890","-20,944","-27,803","-17,032","-17,240",,,,,
17986,KANSAS                   ,WYANDOTTE,"263,400","236,360","-34,422","-249,638","-155,465",,,,,
18000,KENTUCKY                 ,ADAIR,"-52,289","-30,920","-65,713","-39,884","-23,989",,,,,
18010,KENTUCKY                 ,ALLEN,"-218,468","-179,742","-176,230","-174,889","-144,018",,,,,
18020,KENTUCKY                 ,ANDERSON,"5,546","12,771","22,179","45,213","15,955",,,,,
18030,KENTUCKY                 ,BALLARD,"87,672","51,571","24,027","46,351","-9,251",,,,,
18040,KENTUCKY                 ,BARREN,"78,593","125,803","61,541","76,873","14,949",,,,,
18050,KENTUCKY                 ,BATH,"29,100","50,536","40,683","51,855","19,252",,,,,
18060,KENTUCKY                 ,BELL,"-57,754","-14,843","-45,690","-91,207","-57,489",,,,,
18070,KENTUCKY                 ,BOONE,"-410,490","-556,192","-364,687","-223,988","-380,616",,,,,
18080,KENTUCKY                 ,BOURBON,"-19,158","-26,235","6,270","37,820","73,211",,,,,
18090,KENTUCKY                 ,BOYD,"-658,890","-788,720","-985,918","-835,621","-615,976",,,,,
18100,KENTUCKY                 ,BOYLE,"-217,718","-162,341","-170,857","-54,401",-936,,,,,
18110,KENTUCKY                 ,BRACKEN,"-129,902","-125,510","-17,416","-8,052","-23,301",,,,,
18120,KENTUCKY                 ,BREATHITT,"3,069","-23,396","-3,643","14,483","35,513",,,,,
18130,KENTUCKY                 ,BRECKINRIDGE,"-152,525","-85,808","-105,934","-52,791","-23,218",,,,,
18140,KENTUCKY                 ,BULLITT,"-397,462","-351,857","-447,450","-156,733","-97,817",,,,,
18150,KENTUCKY                 ,BUTLER,"-188,066","-141,017","-146,846","-162,216","-107,664",,,,,
18160,KENTUCKY                 ,CALDWELL,"-51,994","-25,873","-30,623","-20,136","-27,694",,,,,
18170,KENTUCKY                 ,CALLOWAY,"-21,735","-87,811","-144,326","-52,468",-47,,,,,
18180,KENTUCKY                 ,CAMPBELL,"-404,316","-547,470","-349,916","-225,680","-348,682",,,,,
18190,KENTUCKY                 ,CARLISLE,"30,719","23,164","16,469","26,331","-4,349",,,,,
18191,KENTUCKY                 ,CARROLL,"-73,410","-74,244","-85,202","-31,604","-23,624",,,,,
18210,KENTUCKY                 ,CARTER,"-179,687","-218,024","-311,655","-231,682","-183,725",,,,,
18220,KENTUCKY                 ,CASEY,"-73,710","-80,119","-55,033","-19,103","3,398",,,,,
18230,KENTUCKY                 ,CHRISTIAN,"-558,008","-373,963","-356,068","-283,446","-100,674",,,,,
18240,KENTUCKY                 ,CLARK,"-36,295","-48,171","12,525","84,829","162,406",,,,,
18250,KENTUCKY                 ,CLAY,"295,513","283,570","247,298","254,635","266,247",,,,,
18260,KENTUCKY                 ,CLINTON,"-10,843","11,034","-21,057","-22,207","6,018",,,,,
18270,KENTUCKY                 ,CRITTENDEN,"5,916","12,910","-3,749","1,780","-9,031",,,,,
18271,KENTUCKY                 ,CUMBERLAND,"-40,967","-20,482","-16,191","-30,618","-8,990",,,,,
18290,KENTUCKY                 ,DAVIESS,"-2,135,310","-118,405","-68,115","-187,995","-154,610",,,,,
18291,KENTUCKY                 ,EDMONSON,"-183,679","-132,592","-115,344","-125,135","-78,093",,,,,
18310,KENTUCKY                 ,ELLIOTT,"-18,735","8,334","-7,133","-27,504","-42,312",,,,,
18320,KENTUCKY                 ,ESTILL,"-29,667","-24,925",-359,"25,259","50,246",,,,,
18330,KENTUCKY                 ,FAYETTE,"-243,529","-245,890","71,174","454,743","805,302",,,,,
18340,KENTUCKY                 ,FLEMING,"-7,738","-11,119","20,456","20,737","19,911",,,,,
