"DISABLED - HOSPICE - 2014 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) FOR PART A AND PART B BY STATE AND COUNTY OF RESIDENCE          (DATA CELLS WITH LESS THAN 11 BENEFICIARIES HAVE BEEN SUPPRESSED FOR PRIVACY",,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A TOTAL REIMBURSEMENT W/O IME/DSH/GME,PART A TOTAL PER CAPITA W/O IME/DSH/GME,PART A  IME,PART A  DSH,PART A  GME,PART B  ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B TOTAL PER CAPITA
16070,IOWA,BOONE,464,"91,227",16.38,"91,228",16.38,0,0,0,411,0,0
16080,IOWA,BREMER,313,"55,579",14.80,"55,579",14.80,0,0,0,264,0,0
16090,IOWA,BUCHANAN,383,"7,845",1.71,"7,845",1.71,0,0,0,342,0,0
16100,IOWA,BUENA VISTA,391,"17,648",3.76,"17,648",3.76,0,0,0,355,0,0
16110,IOWA,BUTLER,269,"6,642",2.06,"6,642",2.06,0,0,0,245,0,0
16120,IOWA,CALHOUN,226,"15,032",5.54,"15,032",5.54,0,0,0,211,0,0
16130,IOWA,CARROLL,642,"76,726",9.96,"76,726",9.96,0,0,0,600,0,0
16140,IOWA,CASS,353,"61,499",14.52,"61,499",14.52,0,0,0,326,0,0
16150,IOWA,CEDAR,224,"37,919",14.11,"37,918",14.11,0,0,0,177,0,0
16160,IOWA,CERRO GORDO,"1,668","165,911",8.29,"165,911",8.29,0,0,0,"1,548",0,0
16170,IOWA,CHEROKEE,203,"21,828",8.96,"21,827",8.96,0,0,0,180,0,0
16180,IOWA,CHICKASAW,200,"1,098",0.46,"1,098",0.46,0,0,0,178,0,0
16190,IOWA,CLARKE,178,"11,665",5.46,"11,664",5.46,0,0,0,167,0,0
16200,IOWA,CLAY,550,"55,165",8.36,"55,164",8.36,0,0,0,511,0,0
16210,IOWA,CLAYTON,385,"39,295",8.51,"39,294",8.51,0,0,0,346,0,0
16220,IOWA,CLINTON,"1,239","89,697",6.03,"89,697",6.03,0,0,0,"1,134",0,0
16230,IOWA,CRAWFORD,319,"11,410",2.98,"11,410",2.98,0,0,0,290,0,0
16240,IOWA,DALLAS,615,"40,936",5.55,"40,936",5.55,0,0,0,526,0,0
16250,IOWA,DAVIS,169,"4,664",2.30,"4,664",2.30,0,0,0,154,0,0
16260,IOWA,DECATUR,178,"10,746",5.03,"10,745",5.03,0,0,0,166,0,0
16270,IOWA,DELAWARE,260,"7,769",2.49,"7,769",2.49,0,0,0,226,0,0
16280,IOWA,DES MOINES,"1,405","65,799",3.90,"65,799",3.90,0,0,0,"1,308",0,0
16290,IOWA,DICKINSON,287,"3,085",0.90,"3,085",0.90,0,0,0,262,0,0
16300,IOWA,DUBUQUE,"2,256","192,145",7.10,"192,145",7.10,0,0,0,"2,048",0,0
16310,IOWA,EMMET,232,"28,267",10.15,"28,266",10.15,0,0,0,216,0,0
16320,IOWA,FAYETTE,435,"58,034",11.12,"58,033",11.12,0,0,0,398,0,0
16330,IOWA,FLOYD,381,"6,835",1.49,"6,835",1.49,0,0,0,351,0,0
16340,IOWA,FRANKLIN,194,"2,518",1.08,"2,518",1.08,0,0,0,179,0,0
16350,IOWA,FREMONT,177,"6,375",3.00,"6,374",3.00,0,0,0,161,0,0
16360,IOWA,GREENE,209,"36,777",14.66,"36,777",14.66,0,0,0,191,0,0
16370,IOWA,GRUNDY,170,138,0.07,138,0.07,0,0,0,149,0,0
16380,IOWA,GUTHRIE,222,"65,573",24.61,"65,573",24.61,0,0,0,209,0,0
16390,IOWA,HAMILTON,334,"66,674",16.64,"66,674",16.64,0,0,0,299,0,0
16400,IOWA,HANCOCK,194,412,0.18,412,0.18,0,0,0,171,0,0
16410,IOWA,HARDIN,345,"5,384",1.30,"5,384",1.30,0,0,0,319,0,0
16420,IOWA,HARRISON,321,"7,211",1.87,"7,210",1.87,0,0,0,295,0,0
16430,IOWA,HENRY,436,"23,065",4.41,"23,064",4.41,0,0,0,391,0,0
16440,IOWA,HOWARD,178,"12,093",5.66,"12,092",5.66,0,0,0,159,0,0
16450,IOWA,HUMBOLDT,199,"40,331",16.89,"40,331",16.89,0,0,0,181,0,0
16460,IOWA,IDA,96,"2,663",2.31,"2,664",2.31,0,0,0,84,0,0
16470,IOWA,IOWA,283,"31,237",9.20,"31,238",9.20,0,0,0,245,0,0
16480,IOWA,JACKSON,395,"52,766",11.13,"52,766",11.13,0,0,0,359,0,0
16490,IOWA,JASPER,810,"41,613",4.28,"41,612",4.28,0,0,0,723,0,0
16500,IOWA,JEFFERSON,369,"7,235",1.63,"7,235",1.63,0,0,0,347,0,0
16510,IOWA,JOHNSON,"2,048","360,025",14.65,"360,024",14.65,0,0,0,"1,817",0,0
16520,IOWA,JONES,350,"36,055",8.58,"36,056",8.58,0,0,0,309,0,0
16530,IOWA,KEOKUK,217,"1,384",0.53,"1,384",0.53,0,0,0,192,0,0
16540,IOWA,KOSSUTH,303,"1,235",0.34,"1,235",0.34,0,0,0,279,0,0
16550,IOWA,LEE,970,"90,390",7.77,"90,389",7.77,0,0,0,880,0,0
16560,IOWA,LINN,"4,464","413,404",7.72,"413,405",7.72,0,0,0,"4,024",0,0
16570,IOWA,LOUISA,219,"10,010",3.81,"10,010",3.81,0,0,0,183,0,0
16580,IOWA,LUCAS,195,"59,617",25.48,"59,616",25.48,0,0,0,172,0,0
16590,IOWA,LYON,129,"2,065",1.33,"2,065",1.33,0,0,0,111,0,0
16600,IOWA,MADISON,232,"61,894",22.23,"61,894",22.23,0,0,0,202,0,0
16610,IOWA,MAHASKA,489,"32,148",5.48,"32,148",5.48,0,0,0,442,0,0
16620,IOWA,MARION,653,"21,935",2.80,"21,935",2.80,0,0,0,551,0,0
16630,IOWA,MARSHALL,"1,143","85,072",6.20,"85,072",6.20,0,0,0,"1,038",0,0
16640,IOWA,MILLS,516,"19,447",3.14,"19,447",3.14,0,0,0,474,0,0
16650,IOWA,MITCHELL,167,"8,572",4.28,"8,572",4.28,0,0,0,156,0,0
16660,IOWA,MONONA,207,0,0.00,0,0.00,0,0,0,192,0,0
16670,IOWA,MONROE,191,"39,338",17.16,"39,338",17.16,0,0,0,175,0,0
16680,IOWA,MONTGOMERY,308,"10,741",2.91,"10,741",2.91,0,0,0,279,0,0
16690,IOWA,MUSCATINE,803,"31,967",3.32,"31,967",3.32,0,0,0,720,0,0
16700,IOWA,OBRIEN,333,"3,634",0.91,"3,634",0.91,0,0,0,303,0,0
16710,IOWA,OSCEOLA,126,0,0.00,0,0.00,0,0,0,109,0,0
16720,IOWA,PAGE,420,"1,372",0.27,"1,372",0.27,0,0,0,384,0,0
16730,IOWA,PALO ALTO,235,"14,547",5.16,"14,546",5.16,0,0,0,214,0,0
16740,IOWA,PLYMOUTH,304,"5,888",1.61,"5,889",1.61,0,0,0,269,0,0
16750,IOWA,POCAHONTAS,181,0,0.00,0,0.00,0,0,0,164,0,0
16760,IOWA,POLK,"8,471","1,046,695",10.30,"1,046,695",10.30,0,0,0,"7,531",0,0
16770,IOWA,POTTAWATTAMIE,"2,772","291,103",8.75,"291,103",8.75,0,0,0,"2,524",0,0
16780,IOWA,POWESHIEK,311,"41,362",11.08,"41,362",11.08,0,0,0,285,0,0
16790,IOWA,RINGGOLD,89,"1,647",1.54,"1,646",1.54,0,0,0,85,0,0
16800,IOWA,SAC,193,"10,447",4.51,"10,447",4.51,0,0,0,177,0,0
16810,IOWA,SCOTT,"3,859","490,566",10.59,"490,566",10.59,0,0,0,"3,504",0,0
16820,IOWA,SHELBY,301,"47,102",13.04,"47,102",13.04,0,0,0,285,0,0
16830,IOWA,SIOUX,328,"83,115",21.12,"83,115",21.12,0,0,0,289,0,0
16840,IOWA,STORY,"1,395","52,728",3.15,"52,728",3.15,0,0,0,"1,275",0,0
16850,IOWA,TAMA,320,"31,962",8.32,"31,962",8.32,0,0,0,271,0,0
16860,IOWA,TAYLOR,162,"15,667",8.06,"15,668",8.06,0,0,0,148,0,0
16870,IOWA,UNION,744,"82,241",9.21,"82,241",9.21,0,0,0,701,0,0
16880,IOWA,VAN BUREN,198,"49,917",21.01,"49,918",21.01,0,0,0,178,0,0
16890,IOWA,WAPELLO,"1,559","172,812",9.24,"172,812",9.24,0,0,0,"1,454",0,0
16900,IOWA,WARREN,668,"36,484",4.55,"36,484",4.55,0,0,0,569,0,0
16910,IOWA,WASHINGTON,380,"19,364",4.25,"19,365",4.25,0,0,0,340,0,0
16920,IOWA,WAYNE,143,0,0.00,0,0.00,0,0,0,131,0,0
16930,IOWA,WEBSTER,"1,280","175,867",11.45,"175,867",11.45,0,0,0,"1,181",0,0
16940,IOWA,WINNEBAGO,213,"5,100",2.00,"5,100",2.00,0,0,0,190,0,0
16950,IOWA,WINNESHIEK,341,"14,483",3.54,"14,483",3.54,0,0,0,313,0,0
16960,IOWA,WOODBURY,"2,790","240,320",7.18,"240,320",7.18,0,0,0,"2,591",0,0
16970,IOWA,WORTH,149,"2,615",1.46,"2,616",1.46,0,0,0,134,0,0
16980,IOWA,WRIGHT,263,"50,362",15.96,"50,361",15.96,0,0,0,242,0,0
17000,KANSAS,ALLEN,438,"33,486",6.37,"33,485",6.37,0,0,0,408,0,0
17010,KANSAS,ANDERSON,182,"3,459",1.58,"3,459",1.58,0,0,0,170,0,0
17020,KANSAS,ATCHISON,434,"8,132",1.56,"8,132",1.56,0,0,0,409,0,0
17030,KANSAS,BARBER,123,0,0.00,0,0.00,0,0,0,111,0,0
17040,KANSAS,BARTON,672,"14,820",1.84,"14,820",1.84,0,0,0,623,0,0
17050,KANSAS,BOURBON,413,"60,033",12.11,"60,034",12.11,0,0,0,390,0,0
17060,KANSAS,BROWN,271,"34,141",10.50,"34,141",10.50,0,0,0,258,0,0
17070,KANSAS,BUTLER,"1,287","255,451",16.54,"255,451",16.54,0,0,0,"1,117",0,0
17080,KANSAS,CHASE,60,0,0.00,0,0.00,0,0,0,53,0,0
17090,KANSAS,CHAUTAUQUA,133,"24,370",15.27,"24,369",15.27,0,0,0,125,0,0
17100,KANSAS,CHEROKEE,801,"95,655",9.95,"95,654",9.95,0,0,0,749,0,0
17110,KANSAS,CHEYENNE,47,0,0.00,0,0.00,0,0,0,43,0,0
17120,KANSAS,CLARK,27,0,0.00,0,0.00,0,0,0,26,0,0
17130,KANSAS,CLAY,180,0,0.00,0,0.00,0,0,0,162,0,0
17140,KANSAS,CLOUD,265,"16,778",5.28,"16,778",5.28,0,0,0,252,0,0
17150,KANSAS,COFFEY,200,0,0.00,0,0.00,0,0,0,182,0,0
17160,KANSAS,COMANCHE,52,0,0.00,0,0.00,0,0,0,51,0,0
17170,KANSAS,COWLEY,928,"184,938",16.61,"184,938",16.61,0,0,0,853,0,0
17180,KANSAS,CRAWFORD,"1,326","299,624",18.83,"299,624",18.83,0,0,0,"1,240",0,0
17190,KANSAS,DECATUR,82,0,0.00,0,0.00,0,0,0,79,0,0
17200,KANSAS,DICKINSON,388,"41,825",8.98,"41,824",8.98,0,0,0,346,0,0
17210,KANSAS,DONIPHAN,204,"33,275",13.59,"33,275",13.59,0,0,0,180,0,0
17220,KANSAS,DOUGLAS,"2,382","211,764",7.41,"211,764",7.41,0,0,0,"2,177",0,0
17230,KANSAS,EDWARDS,58,0,0.00,0,0.00,0,0,0,50,0,0
17240,KANSAS,ELK,108,"10,831",8.36,"10,831",8.36,0,0,0,95,0,0
17250,KANSAS,ELLIS,721,"1,733",0.20,"1,733",0.20,0,0,0,672,0,0
17260,KANSAS,ELLSWORTH,146,"7,524",4.29,"7,524",4.29,0,0,0,126,0,0
17270,KANSAS,FINNEY,614,"35,863",4.87,"35,863",4.87,0,0,0,557,0,0
17280,KANSAS,FORD,752,"9,647",1.07,"9,647",1.07,0,0,0,701,0,0
17290,KANSAS,FRANKLIN,667,"61,466",7.68,"61,466",7.68,0,0,0,607,0,0
17300,KANSAS,GEARY,601,"10,513",1.46,"10,513",1.46,0,0,0,513,0,0
17310,KANSAS,GOVE,48,0,0.00,0,0.00,0,0,0,42,0,0
17320,KANSAS,GRAHAM,82,"29,583",30.06,"29,584",30.07,0,0,0,77,0,0
17330,KANSAS,GRANT,97,"1,751",1.50,"1,751",1.50,0,0,0,89,0,0
17340,KANSAS,GRAY,76,0,0.00,0,0.00,0,0,0,71,0,0
17350,KANSAS,GREELEY,27,0,0.00,0,0.00,0,0,0,26,0,0
17360,KANSAS,GREENWOOD,247,"22,878",7.72,"22,878",7.72,0,0,0,228,0,0
17370,KANSAS,HAMILTON,40,0,0.00,0,0.00,0,0,0,36,0,0
17380,KANSAS,HARPER,128,"87,712",57.10,"87,712",57.10,0,0,0,122,0,0
17390,KANSAS,HARVEY,681,"235,334",28.80,"235,334",28.80,0,0,0,605,0,0
17391,KANSAS,HASKELL,37,0,0.00,0,0.00,0,0,0,34,0,0
17410,KANSAS,HODGEMAN,31,0,0.00,0,0.00,0,0,0,31,0,0
17420,KANSAS,JACKSON,348,"4,964",1.19,"4,963",1.19,0,0,0,311,0,0
17430,KANSAS,JEFFERSON,440,"21,015",3.98,"21,015",3.98,0,0,0,399,0,0
17440,KANSAS,JEWELL,83,0,0.00,0,0.00,0,0,0,71,0,0
17450,KANSAS,JOHNSON,"6,171","886,959",11.98,"886,959",11.98,0,0,0,"5,261",0,0
17451,KANSAS,KEARNY,59,"1,734",2.45,"1,735",2.45,0,0,0,53,0,0
17470,KANSAS,KINGMAN,171,"5,349",2.61,"5,349",2.61,0,0,0,160,0,0
17480,KANSAS,KIOWA,67,0,0.00,0,0.00,0,0,0,64,0,0
17490,KANSAS,LABETTE,881,"12,799",1.21,"12,799",1.21,0,0,0,830,0,0
17500,KANSAS,LANE,32,0,0.00,0,0.00,0,0,0,31,0,0
17510,KANSAS,LEAVENWORTH,"1,384","160,928",9.69,"160,928",9.69,0,0,0,"1,157",0,0
17520,KANSAS,LINCOLN,79,0,0.00,0,0.00,0,0,0,78,0,0
17530,KANSAS,LINN,291,0,0.00,0,0.00,0,0,0,267,0,0
17540,KANSAS,LOGAN,48,0,0.00,0,0.00,0,0,0,46,0,0
17550,KANSAS,LYON,909,"56,639",5.19,"56,639",5.19,0,0,0,852,0,0
17560,KANSAS,MCPHERSON,572,"34,581",5.04,"34,580",5.04,0,0,0,511,0,0
17570,KANSAS,MARION,269,"8,809",2.73,"8,810",2.73,0,0,0,246,0,0
17580,KANSAS,MARSHALL,236,"1,740",0.61,"1,740",0.61,0,0,0,216,0,0
17590,KANSAS,MEADE,72,"2,135",2.47,"2,135",2.47,0,0,0,64,0,0
17600,KANSAS,MIAMI,533,"43,114",6.74,"43,115",6.74,0,0,0,468,0,0
17610,KANSAS,MITCHELL,109,0,0.00,0,0.00,0,0,0,94,0,0
17620,KANSAS,MONTGOMERY,"1,550","169,629",9.12,"169,629",9.12,0,0,0,"1,462",0,0
17630,KANSAS,MORRIS,176,"73,103",34.61,"73,103",34.61,0,0,0,161,0,0
17640,KANSAS,MORTON,58,0,0.00,0,0.00,0,0,0,54,0,0
17650,KANSAS,NEMAHA,203,"8,649",3.55,"8,649",3.55,0,0,0,189,0,0
17660,KANSAS,NEOSHO,469,"9,472",1.68,"9,472",1.68,0,0,0,442,0,0
17670,KANSAS,NESS,46,0,0.00,0,0.00,0,0,0,44,0,0
17680,KANSAS,NORTON,127,"28,356",18.61,"28,356",18.61,0,0,0,119,0,0
17690,KANSAS,OSAGE,526,"40,133",6.36,"40,133",6.36,0,0,0,475,0,0
17700,KANSAS,OSBORNE,78,"3,469",3.71,"3,469",3.71,0,0,0,75,0,0
17710,KANSAS,OTTAWA,113,0,0.00,0,0.00,0,0,0,108,0,0
17720,KANSAS,PAWNEE,76,"3,669",4.02,"3,670",4.02,0,0,0,65,0,0
17730,KANSAS,PHILLIPS,137,"1,201",0.73,"1,201",0.73,0,0,0,126,0,0
17740,KANSAS,POTTAWATOMIE,360,"25,390",5.88,"25,390",5.88,0,0,0,325,0,0
17750,KANSAS,PRATT,204,"38,118",15.57,"38,117",15.57,0,0,0,191,0,0
17760,KANSAS,RAWLINS,61,0,0.00,0,0.00,0,0,0,59,0,0
17770,KANSAS,RENO,"2,009","347,070",14.40,"347,070",14.40,0,0,0,"1,867",0,0
17780,KANSAS,REPUBLIC,113,808,0.60,808,0.60,0,0,0,102,0,0
17790,KANSAS,RICE,235,599,0.21,599,0.21,0,0,0,215,0,0
17800,KANSAS,RILEY,979,"119,156",10.14,"119,156",10.14,0,0,0,901,0,0
17810,KANSAS,ROOKS,127,0,0.00,0,0.00,0,0,0,116,0,0
17820,KANSAS,RUSH,86,801,0.78,800,0.78,0,0,0,75,0,0
17830,KANSAS,RUSSELL,208,0,0.00,0,0.00,0,0,0,201,0,0
17840,KANSAS,SALINE,"1,666","136,826",6.84,"136,826",6.84,0,0,0,"1,521",0,0
17841,KANSAS,SCOTT,50,"1,077",1.80,"1,078",1.80,0,0,0,50,0,0
17860,KANSAS,SEDGWICK,"11,582","1,963,343",14.13,"1,963,344",14.13,0,0,0,"10,321",0,0
17870,KANSAS,SEWARD,319,"36,475",9.53,"36,475",9.53,0,0,0,286,0,0
17880,KANSAS,SHAWNEE,"6,211","669,511",8.98,"669,511",8.98,0,0,0,"5,604",0,0
17890,KANSAS,SHERIDAN,35,"6,005",14.30,"6,005",14.30,0,0,0,31,0,0
17900,KANSAS,SHERMAN,172,"15,442",7.48,"15,443",7.48,0,0,0,163,0,0
17910,KANSAS,SMITH,97,"5,339",4.59,"5,339",4.59,0,0,0,92,0,0
17920,KANSAS,STAFFORD,152,"27,334",14.99,"27,334",14.99,0,0,0,139,0,0
17921,KANSAS,STANTON,20,934,3.89,934,3.89,0,0,0,16,0,0
17940,KANSAS,STEVENS,68,"1,601",1.96,"1,601",1.96,0,0,0,63,0,0
17950,KANSAS,SUMNER,624,"97,737",13.05,"97,738",13.05,0,0,0,549,0,0
17960,KANSAS,THOMAS,157,134,0.07,133,0.07,0,0,0,148,0,0
17970,KANSAS,TREGO,77,0,0.00,0,0.00,0,0,0,72,0,0
17980,KANSAS,WABAUNSEE,165,0,0.00,0,0.00,0,0,0,151,0,0
17981,KANSAS,WALLACE,19,0,0.00,0,0.00,0,0,0,19,0,0
17982,KANSAS,WASHINGTON,114,"30,625",22.39,"30,624",22.39,0,0,0,105,0,0
17983,KANSAS,WICHITA,27,0,0.00,0,0.00,0,0,0,26,0,0
17984,KANSAS,WILSON,332,"24,889",6.25,"24,890",6.25,0,0,0,308,0,0
17985,KANSAS,WOODSON,103,0,0.00,0,0.00,0,0,0,101,0,0
17986,KANSAS,WYANDOTTE,"4,304","622,939",12.06,"622,939",12.06,0,0,0,"3,837",0,0
18000,KENTUCKY,ADAIR,736,"12,125",1.37,"12,125",1.37,0,0,0,674,0,0
18010,KENTUCKY,ALLEN,877,"62,022",5.89,"62,021",5.89,0,0,0,796,0,0
18020,KENTUCKY,ANDERSON,521,"14,525",2.32,"14,525",2.32,0,0,0,446,0,0
18030,KENTUCKY,BALLARD,410,"6,496",1.32,"6,496",1.32,0,0,0,375,0,0
18040,KENTUCKY,BARREN,"1,617","76,463",3.94,"76,463",3.94,0,0,0,"1,487",0,0
18050,KENTUCKY,BATH,482,"24,965",4.32,"24,964",4.32,0,0,0,437,0,0
18060,KENTUCKY,BELL,"2,096","50,616",2.01,"50,616",2.01,0,0,0,"1,981",0,0
18070,KENTUCKY,BOONE,"2,793","220,396",6.58,"220,396",6.58,0,0,0,"2,375",0,0
18080,KENTUCKY,BOURBON,562,"122,263",18.13,"122,263",18.13,0,0,0,496,0,0
18090,KENTUCKY,BOYD,"2,402","173,656",6.02,"173,657",6.02,0,0,0,"2,189",0,0
18100,KENTUCKY,BOYLE,"1,308","61,945",3.95,"61,945",3.95,0,0,0,"1,184",0,0
18110,KENTUCKY,BRACKEN,367,"18,025",4.09,"18,026",4.09,0,0,0,320,0,0
18120,KENTUCKY,BREATHITT,"1,156","124,952",9.01,"124,953",9.01,0,0,0,"1,099",0,0
18130,KENTUCKY,BRECKINRIDGE,842,"56,447",5.59,"56,448",5.59,0,0,0,756,0,0
18140,KENTUCKY,BULLITT,"1,805","48,697",2.25,"48,697",2.25,0,0,0,"1,549",0,0
18150,KENTUCKY,BUTLER,484,"9,268",1.60,"9,269",1.60,0,0,0,455,0,0
18160,KENTUCKY,CALDWELL,619,661,0.09,661,0.09,0,0,0,574,0,0
18170,KENTUCKY,CALLOWAY,950,"53,618",4.70,"53,617",4.70,0,0,0,874,0,0
18180,KENTUCKY,CAMPBELL,"1,857","145,455",6.53,"145,455",6.53,0,0,0,"1,579",0,0
18190,KENTUCKY,CARLISLE,194,0,0.00,0,0.00,0,0,0,180,0,0
18191,KENTUCKY,CARROLL,469,"5,928",1.05,"5,928",1.05,0,0,0,421,0,0
18210,KENTUCKY,CARTER,965,"51,322",4.43,"51,322",4.43,0,0,0,890,0,0
18220,KENTUCKY,CASEY,694,"58,491",7.02,"58,491",7.02,0,0,0,643,0,0
18230,KENTUCKY,CHRISTIAN,"2,398","121,013",4.21,"121,012",4.21,0,0,0,"2,180",0,0
18240,KENTUCKY,CLARK,"1,246","106,420",7.12,"106,419",7.12,0,0,0,"1,104",0,0
18250,KENTUCKY,CLAY,"1,506","89,272",4.94,"89,273",4.94,0,0,0,"1,419",0,0
18260,KENTUCKY,CLINTON,622,"11,472",1.54,"11,472",1.54,0,0,0,598,0,0
18270,KENTUCKY,CRITTENDEN,378,0,0.00,0,0.00,0,0,0,345,0,0
18271,KENTUCKY,CUMBERLAND,291,0,0.00,0,0.00,0,0,0,277,0,0
18290,KENTUCKY,DAVIESS,"4,085","343,594",7.01,"343,594",7.01,0,0,0,"3,695",0,0
18291,KENTUCKY,EDMONSON,370,"66,495",14.98,"66,495",14.98,0,0,0,347,0,0
18310,KENTUCKY,ELLIOTT,672,"41,864",5.19,"41,863",5.19,0,0,0,627,0,0
18320,KENTUCKY,ESTILL,744,"50,700",5.68,"50,699",5.68,0,0,0,681,0,0
18330,KENTUCKY,FAYETTE,"5,981","431,373",6.01,"431,373",6.01,0,0,0,"5,204",0,0
18340,KENTUCKY,FLEMING,639,"101,668",13.26,"101,667",13.26,0,0,0,587,0,0
18350,KENTUCKY,FLOYD,"3,792","61,746",1.36,"61,746",1.36,0,0,0,"3,583",0,0
18360,KENTUCKY,FRANKLIN,"3,044","300,338",8.22,"300,337",8.22,0,0,0,"2,861",0,0
18361,KENTUCKY,FULTON,423,"33,658",6.63,"33,658",6.63,0,0,0,398,0,0
18362,KENTUCKY,GALLATIN,319,"93,841",24.51,"93,841",24.51,0,0,0,282,0,0
18390,KENTUCKY,GARRARD,644,"93,728",12.13,"93,728",12.13,0,0,0,564,0,0
18400,KENTUCKY,GRANT,989,"137,531",11.59,"137,531",11.59,0,0,0,850,0,0
18410,KENTUCKY,GRAVES,"1,600","38,763",2.02,"38,763",2.02,0,0,0,"1,472",0,0
18420,KENTUCKY,GRAYSON,"1,281","50,017",3.25,"50,017",3.25,0,0,0,"1,181",0,0
18421,KENTUCKY,GREEN,465,"13,238",2.37,"13,238",2.37,0,0,0,428,0,0
18440,KENTUCKY,GREENUP,"2,316","125,351",4.51,"125,352",4.51,0,0,0,"2,121",0,0
18450,KENTUCKY,HANCOCK,303,"33,432",9.19,"33,432",9.19,0,0,0,272,0,0
18460,KENTUCKY,HARDIN,"3,937","119,585",2.53,"119,585",2.53,0,0,0,"3,571",0,0
18470,KENTUCKY,HARLAN,"2,256","142,503",5.26,"142,503",5.26,0,0,0,"2,136",0,0
18480,KENTUCKY,HARRISON,720,"103,785",12.01,"103,785",12.01,0,0,0,634,0,0
18490,KENTUCKY,HART,774,"124,559",13.41,"124,559",13.41,0,0,0,724,0,0
18500,KENTUCKY,HENDERSON,"1,669","258,080",12.89,"258,080",12.89,0,0,0,"1,495",0,0
18510,KENTUCKY,HENRY,515,"32,118",5.20,"32,117",5.20,0,0,0,461,0,0
18511,KENTUCKY,HICKMAN,161,"1,616",0.84,"1,617",0.84,0,0,0,149,0,0
18530,KENTUCKY,HOPKINS,"2,131","124,663",4.87,"124,664",4.88,0,0,0,"1,963",0,0
18540,KENTUCKY,JACKSON,813,"40,332",4.13,"40,333",4.13,0,0,0,752,0,0
18550,KENTUCKY,JEFFERSON,"20,624","1,360,206",5.50,"1,360,207",5.50,0,0,0,"18,095",0,0
18560,KENTUCKY,JESSAMINE,"1,222","118,264",8.06,"118,264",8.06,0,0,0,"1,059",0,0
18570,KENTUCKY,JOHNSON,"1,633","52,709",2.69,"52,709",2.69,0,0,0,"1,494",0,0
18580,KENTUCKY,KENTON,"3,239","435,222",11.20,"435,222",11.20,0,0,0,"2,755",0,0
18590,KENTUCKY,KNOTT,931,"49,794",4.46,"49,794",4.46,0,0,0,877,0,0
18600,KENTUCKY,KNOX,"1,759","84,641",4.01,"84,641",4.01,0,0,0,"1,665",0,0
18610,KENTUCKY,LARUE,542,"5,120",0.79,"5,120",0.79,0,0,0,497,0,0
18620,KENTUCKY,LAUREL,"2,874","91,691",2.66,"91,691",2.66,0,0,0,"2,647",0,0
18630,KENTUCKY,LAWRENCE,"1,044","28,139",2.25,"28,139",2.25,0,0,0,980,0,0
18640,KENTUCKY,LEE,446,"12,703",2.37,"12,703",2.37,0,0,0,421,0,0
18650,KENTUCKY,LESLIE,815,"69,048",7.06,"69,047",7.06,0,0,0,760,0,0
18660,KENTUCKY,LETCHER,"1,692","117,790",5.80,"117,790",5.80,0,0,0,"1,591",0,0
18670,KENTUCKY,LEWIS,680,"14,529",1.78,"14,529",1.78,0,0,0,635,0,0
18680,KENTUCKY,LINCOLN,"1,231","161,173",10.91,"161,172",10.91,0,0,0,"1,118",0,0
18690,KENTUCKY,LIVINGSTON,483,"45,319",7.82,"45,319",7.82,0,0,0,440,0,0
18700,KENTUCKY,LOGAN,944,"35,898",3.17,"35,898",3.17,0,0,0,854,0,0
18710,KENTUCKY,LYON,290,"7,665",2.20,"7,666",2.20,0,0,0,263,0,0
18720,KENTUCKY,MC CRACKEN,"2,788","247,218",7.39,"247,217",7.39,0,0,0,"2,544",0,0
18730,KENTUCKY,MC CREARY,"1,125","62,580",4.64,"62,580",4.64,0,0,0,"1,044",0,0
18740,KENTUCKY,MC LEAN,417,"36,275",7.25,"36,276",7.25,0,0,0,386,0,0
18750,KENTUCKY,MADISON,"2,809","332,224",9.86,"332,224",9.86,0,0,0,"2,522",0,0
18760,KENTUCKY,MAGOFFIN,919,"25,363",2.30,"25,363",2.30,0,0,0,870,0,0
18770,KENTUCKY,MARION,735,"38,334",4.35,"38,333",4.35,0,0,0,683,0,0
18780,KENTUCKY,MARSHALL,"1,187","35,498",2.49,"35,498",2.49,0,0,0,"1,054",0,0
18790,KENTUCKY,MARTIN,925,"25,415",2.29,"25,414",2.29,0,0,0,870,0,0
18800,KENTUCKY,MASON,778,"161,231",17.27,"161,231",17.27,0,0,0,691,0,0
18801,KENTUCKY,MEADE,747,"28,944",3.23,"28,944",3.23,0,0,0,670,0,0
18802,KENTUCKY,MENIFEE,412,"40,439",8.18,"40,439",8.18,0,0,0,369,0,0
18830,KENTUCKY,MERCER,773,"40,606",4.38,"40,607",4.38,0,0,0,676,0,0
18831,KENTUCKY,METCALFE,513,"3,711",0.60,"3,710",0.60,0,0,0,480,0,0
18850,KENTUCKY,MONROE,596,"37,933",5.30,"37,934",5.30,0,0,0,559,0,0
18860,KENTUCKY,MONTGOMERY,"1,040","28,645",2.30,"28,645",2.30,0,0,0,911,0,0
18861,KENTUCKY,MORGAN,625,"22,279",2.97,"22,279",2.97,0,0,0,575,0,0
