AGED -- REPRICING ADJUSTMENTS TO THE 2010-2014 INPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX                                             (DATA CELLS WITH LESS THAN 11 BENEFICIARIES HAVE BEEN SUPRESSED FOR PRIVACY),,,,,,,
CODE,STATE,COUNTY,PART A  2010,PART A  2011,PART A  2012,PART A  2013,PART A  2014
06130,COLORADO,CUSTER,"-25,248","-18,214","-27,698","-22,471","-6,357"
06140,COLORADO,DELTA,"-49,266","-54,946","-96,864","-94,610","10,890"
06150,COLORADO,DENVER,"-2,970,305","-2,719,302","-2,150,074","-1,527,112","-1,175,038"
06160,COLORADO,DOLORES,"-1,654","-1,031","-2,024","-2,717","-2,949"
06170,COLORADO,DOUGLAS,"-647,144","-666,601","-544,504","-419,717","-346,554"
06180,COLORADO,EAGLE,"-45,100","-76,151","-52,828","-48,749","-33,013"
06190,COLORADO,ELBERT,"-108,540","-102,124","-82,787","-84,681","-58,539"
06200,COLORADO,EL PASO,"-2,190,822","-2,096,023","-1,497,388","-2,200,451","-996,994"
06210,COLORADO,FREMONT,"-128,274","-138,396","-135,928","-183,176","-53,261"
06220,COLORADO,GARFIELD,"-20,268","-49,477","-45,763","-38,252","-28,414"
06230,COLORADO,GILPIN,"-17,854","-8,227","-10,095","-8,244","-7,993"
06240,COLORADO,GRAND,"-66,521","-70,288","-50,403","-41,020","-30,969"
06250,COLORADO,GUNNISON,"-20,381","-23,125","-15,009","-14,396","-5,945"
06260,COLORADO,HINSDALE,"-3,516","-2,942","1,624","-1,556",-135
06270,COLORADO,HUERFANO,"-26,246","-24,943","-30,292","-43,816","-4,076"
06280,COLORADO,JACKSON,"-2,358","-1,006",325,"-4,317","5,599"
06290,COLORADO,JEFFERSON,"-2,544,654","-2,466,643","-1,877,808","-1,344,582","-1,090,333"
06300,COLORADO,KIOWA,"-6,931","-13,880","-9,346","-11,024","-1,408"
06310,COLORADO,KIT CARSON,"-80,282","-73,549","-43,735","-40,266","-33,741"
