AGED -- REPRICING ADJUSTMENTS TO THE 2010-2014 OUTPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX                                             (DATA CELLS WITH LESS THAN 11 BENEFICIARIES HAVE BEEN SUPRESSED FOR PRIVACY),,,,,,,
CODE,STATE,COUNTY,PART B  2010,PART B  2011,PART B  2012,PART B  2013,PART B  2014
05030,CALIFORNIA,BUTTE,"1,406,376","1,608,248","1,592,649","1,154,172","816,906"
05040,CALIFORNIA,CALAVERAS,"434,585","442,761","372,267","263,397","139,688"
05050,CALIFORNIA,COLUSA,"132,896","150,762","165,692","114,102","60,495"
05060,CALIFORNIA,CONTRA COSTA,"1,975,051","2,212,263","2,480,765","1,481,569","1,135,546"
05070,CALIFORNIA,DEL NORTE,"173,931","206,674","165,348","158,446","99,654"
05080,CALIFORNIA,EL DORADO,"1,491,478","1,582,401","1,678,186","1,127,522","688,411"
05090,CALIFORNIA,FRESNO,"2,278,514","2,380,504","2,358,977","1,672,374","1,141,492"
05100,CALIFORNIA,GLENN,"130,086","143,303","150,889","108,294","60,277"
05110,CALIFORNIA,HUMBOLDT,"534,971","451,962","262,653","517,508","253,621"
05120,CALIFORNIA,IMPERIAL,"800,340","840,305","777,372","547,566","411,343"
05130,CALIFORNIA,INYO,"63,007","61,816","40,782","26,686","-18,075"
05140,CALIFORNIA,KERN,"1,482,246","1,536,714","1,471,508","1,083,891","792,868"
05150,CALIFORNIA,KINGS,"505,167","450,348","464,641","317,378","230,138"
05160,CALIFORNIA,LAKE,"247,885","223,488","206,149","105,111","119,637"
05170,CALIFORNIA,LASSEN,"30,948","38,591","22,422","17,262","-70,322"
05200,CALIFORNIA,LOS ANGELES,"17,405,895","16,323,649","15,129,077","12,239,082","8,560,173"
05300,CALIFORNIA,MADERA,"422,896","443,357","380,523","263,972","172,193"
05310,CALIFORNIA,MARIN,"1,096,603","1,248,657","1,416,659","1,072,448","760,841"
05320,CALIFORNIA,MARIPOSA,"102,661","113,628","77,484","56,826","32,336"
05330,CALIFORNIA,MENDOCINO,"18,250","416,865","445,985","321,217","194,852"
05340,CALIFORNIA,MERCED,"672,779","698,295","583,724","304,780","172,241"
05350,CALIFORNIA,MODOC,"28,863","36,695","16,024","21,159","2,822"
05360,CALIFORNIA,MONO,"20,651","22,649","36,120","10,719","-26,252"
05370,CALIFORNIA,MONTEREY,"919,929","649,413","700,323","423,048","677,173"
05380,CALIFORNIA,NAPA,"811,108","433,930","321,292","118,515","92,721"
05390,CALIFORNIA,NEVADA,"1,045,147","1,144,056","1,107,767","724,956","445,425"
05400,CALIFORNIA,ORANGE,"6,802,306","6,686,900","6,549,376","4,741,060","3,376,403"
05410,CALIFORNIA,PLACER,"1,479,441","1,661,527","1,684,791","1,238,757","822,223"
05420,CALIFORNIA,PLUMAS,"125,075","139,887","128,946","76,287","-47,647"
05430,CALIFORNIA,RIVERSIDE,"4,161,545","4,110,852","4,035,521","3,292,525","2,513,790"
05440,CALIFORNIA,SACRAMENTO,"4,067,464","4,647,625","4,950,262","3,155,076","1,975,232"
05450,CALIFORNIA,SAN BENITO,"159,284","133,841","116,719","79,183","91,339"
05460,CALIFORNIA,SAN BERNARDINO,"2,644,477","2,581,772","2,601,955","1,755,032","1,297,365"
05470,CALIFORNIA,SAN DIEGO,"6,994,999","6,923,572","6,543,361","4,901,587","3,457,828"
05480,CALIFORNIA,SAN FRANCISCO,"3,042,476","3,439,501","3,157,801","2,152,956","1,266,897"
05490,CALIFORNIA,SAN JOAQUIN,"2,155,322","2,448,769","2,411,644","1,864,193","530,657"
