SNF Wage Indices by Fiscal Year,,,,,,,,,
SSACD,State,County,CBSA 2016,SNF Wage 2010,SNF Wage 2011,SNF Wage 2012,SNF Wage 2013,SNF Wage 2014,SNF Wage 2016
15600,IN,PARKE,NA,0.8529,0.8391,0.8551,0.8472,0.8513,0.8297
15610,IN,PERRY,NA,0.8529,0.8391,0.8551,0.8472,0.8513,0.8297
15620,IN,PIKE,NA,0.8529,0.8391,0.8551,0.8472,0.8513,0.8297
15630,IN,PORTER,23844,0.9288,0.9084,0.9193,0.9259,0.9418,0.9513
15640,IN,POSEY,21780,0.8522,0.8433,0.8679,0.8401,0.8381,0.8875
15650,IN,PULASKI,NA,0.8529,0.8391,0.8551,0.8472,0.8513,0.8297
15660,IN,PUTNAM,26900,0.9742,0.9672,0.9662,0.987,1.0108,1.005
15670,IN,RANDOLPH,NA,0.8529,0.8391,0.8551,0.8472,0.8513,0.8297
15680,IN,RIPLEY,NA,0.8529,0.8391,0.8551,0.8472,0.8513,0.8297
15690,IN,RUSH,NA,0.8529,0.8391,0.8551,0.8472,0.8513,0.8297
15700,IN,ST. JOSEPH,43780,0.969,0.9948,0.9426,0.9531,0.9425,0.924
15720,IN,SHELBY,26900,0.9742,0.9672,0.9662,0.987,1.0108,1.005
15730,IN,SPENCER,NA,0.8529,0.8391,0.8551,0.8472,0.8513,0.8297
15740,IN,STARKE,NA,0.8529,0.8391,0.8551,0.8472,0.8513,0.8297
15750,IN,STEUBEN,NA,0.8529,0.8391,0.8551,0.8472,0.8513,0.8297
15760,IN,SULLIVAN,45460,0.9061,0.9205,0.9209,0.9113,0.9706,0.914
15770,IN,SWITZERLAND,NA,0.8529,0.8391,0.8551,0.8472,0.8513,0.8297
15810,IN,VANDERBURGH,21780,0.8522,0.8433,0.8679,0.8401,0.8381,0.8875
15820,IN,VERMILLION,45460,0.9061,0.9205,0.9209,0.9113,0.9706,0.914
15830,IN,VIGO,45460,0.9061,0.9205,0.9209,0.9113,0.9706,0.914
15840,IN,WABASH,NA,0.8529,0.8391,0.8551,0.8472,0.8513,0.8297
15850,IN,WARREN,NA,0.8529,0.8391,0.8551,0.8472,0.8513,0.8297
15860,IN,WARRICK,21780,0.8522,0.8433,0.8679,0.8401,0.8381,0.8875
15870,IN,WASHINGTON,31140,0.8964,0.8896,0.89,0.8862,0.8852,0.8756
15880,IN,WAYNE,NA,0.8529,0.8391,0.8551,0.8472,0.8513,0.8297
15890,IN,WELLS,23060,0.9012,0.9362,0.9368,0.9633,0.901,0.8898
15900,IN,WHITE,NA,0.8529,0.8391,0.8551,0.8472,0.8513,0.8297
15910,IN,WHITLEY,23060,0.9012,0.9362,0.9368,0.9633,0.901,0.8898
16000,IA,ADAIR,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16010,IA,ADAMS,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16020,IA,ALLAMAKEE,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16030,IA,APPANOOSE,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16040,IA,AUDUBON,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16050,IA,BENTON,16300,0.8984,0.8844,0.8831,0.8944,0.8964,0.8712
16060,IA,BLACK HAWK,47940,0.8518,0.8462,0.8372,0.8422,0.8331,0.8398
16070,IA,BOONE,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16080,IA,BREMER,47940,0.8518,0.8462,0.8372,0.8422,0.8331,0.8398
16090,IA,BUCHANAN,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16100,IA,BUENA VISTA,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16110,IA,BUTLER,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16120,IA,CALHOUN,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16130,IA,CARROLL,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16140,IA,CASS,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16150,IA,CEDAR,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16160,IA,CERRO GORDO,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16170,IA,CHEROKEE,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16180,IA,CHICKASAW,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16190,IA,CLARKE,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16200,IA,CLAY,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16210,IA,CLAYTON,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16220,IA,CLINTON,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16230,IA,CRAWFORD,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16240,IA,DALLAS,19780,0.9649,0.9621,0.9801,0.9616,0.9393,0.9331
16250,IA,DAVIS,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16260,IA,DECATUR,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16270,IA,DELAWARE,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16280,IA,DES MOINES,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16290,IA,DICKINSON,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16300,IA,DUBUQUE,20220,0.8869,0.8774,0.8698,0.8662,0.879,0.8866
16310,IA,EMMET,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16320,IA,FAYETTE,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16330,IA,FLOYD,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16340,IA,FRANKLIN,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16350,IA,FREMONT,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16360,IA,GREENE,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16370,IA,GRUNDY,47940,0.8518,0.8462,0.8372,0.8422,0.8331,0.8398
16380,IA,GUTHRIE,19780,0.9649,0.9621,0.9801,0.9616,0.9393,0.9331
16390,IA,HAMILTON,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16400,IA,HANCOCK,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16410,IA,HARDIN,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16420,IA,HARRISON,36540,0.9608,0.9583,0.9864,1.0037,0.9756,0.9576
16430,IA,HENRY,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16440,IA,HOWARD,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16450,IA,HUMBOLDT,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16460,IA,IDA,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16470,IA,IOWA,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16480,IA,JACKSON,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16490,IA,JASPER,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16500,IA,JEFFERSON,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16510,IA,JOHNSON,26980,0.9548,0.9657,1.007,1.012,0.9854,0.9852
16520,IA,JONES,16300,0.8984,0.8844,0.8831,0.8944,0.8964,0.8712
16530,IA,KEOKUK,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16540,IA,KOSSUTH,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16550,IA,LEE,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16560,IA,LINN,16300,0.8984,0.8844,0.8831,0.8944,0.8964,0.8712
16570,IA,LOUISA,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16580,IA,LUCAS,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16590,IA,LYON,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16600,IA,MADISON,19780,0.9649,0.9621,0.9801,0.9616,0.9393,0.9331
16610,IA,MAHASKA,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16620,IA,MARION,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16630,IA,MARSHALL,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16640,IA,MILLS,36540,0.9608,0.9583,0.9864,1.0037,0.9756,0.9576
16650,IA,MITCHELL,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16660,IA,MONONA,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16670,IA,MONROE,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16680,IA,MONTGOMERY,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16690,IA,MUSCATINE,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16700,IA,OBRIEN,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16710,IA,OSCEOLA,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16720,IA,PAGE,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16730,IA,PALO ALTO,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16750,IA,POCAHONTAS,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16760,IA,POLK,19780,0.9649,0.9621,0.9801,0.9616,0.9393,0.9331
16770,IA,POTTAWATTAMIE,36540,0.9608,0.9583,0.9864,1.0037,0.9756,0.9576
16780,IA,POWESHIEK,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16790,IA,RINGGOLD,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16800,IA,SAC,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16810,IA,SCOTT,19340,0.8284,0.84,0.9056,0.9145,0.9306,0.973
16820,IA,SHELBY,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16830,IA,SIOUX,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16840,IA,STORY,11180,0.9493,0.997,1.0009,0.9595,0.9425,0.9376
16850,IA,TAMA,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16860,IA,TAYLOR,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16870,IA,UNION,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16880,IA,VAN BUREN,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16890,IA,WAPELLO,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16900,IA,WARREN,19780,0.9649,0.9621,0.9801,0.9616,0.9393,0.9331
16910,IA,WASHINGTON,26980,0.9548,0.9657,1.007,1.012,0.9854,0.9852
16920,IA,WAYNE,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16930,IA,WEBSTER,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16940,IA,WINNEBAGO,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16950,IA,WINNESHIEK,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16960,IA,WOODBURY,43580,0.9094,0.9091,0.9538,0.901,0.9163,0.8622
16970,IA,WORTH,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
16980,IA,WRIGHT,NA,0.8624,0.8545,0.8618,0.8351,0.8434,0.8412
17000,KS,ALLEN,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17010,KS,ANDERSON,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17020,KS,ATCHISON,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17030,KS,BARBER,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17040,KS,BARTON,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17050,KS,BOURBON,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17060,KS,BROWN,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17070,KS,BUTLER,48620,0.9018,0.8898,0.8696,0.8681,0.8674,0.8478
17080,KS,CHASE,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17090,KS,CHAUTAUQUA,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17100,KS,CHEROKEE,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17110,KS,CHEYENNE,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17120,KS,CLARK,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17130,KS,CLAY,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17140,KS,CLOUD,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17150,KS,COFFEY,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17160,KS,COMANCHE,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17170,KS,COWLEY,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17180,KS,CRAWFORD,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17190,KS,DECATUR,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17200,KS,DICKINSON,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17210,KS,DONIPHAN,41140,1.0189,1.0302,1.0255,0.9856,0.9834,0.9505
17220,KS,DOUGLAS,29940,0.858,0.8533,0.8853,0.8676,0.8664,0.9046
17230,KS,EDWARDS,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17240,KS,ELK,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17250,KS,ELLIS,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17260,KS,ELLSWORTH,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17270,KS,FINNEY,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17280,KS,FORD,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17310,KS,GOVE,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17320,KS,GRAHAM,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17330,KS,GRANT,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17340,KS,GRAY,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17350,KS,GREELEY,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17360,KS,GREENWOOD,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17370,KS,HAMILTON,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17380,KS,HARPER,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17390,KS,HARVEY,48620,0.9018,0.8898,0.8696,0.8681,0.8674,0.8478
17391,KS,HASKELL,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17410,KS,HODGEMAN,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17420,KS,JACKSON,45820,0.9026,0.8952,0.8818,0.8969,0.8974,0.8295
17430,KS,JEFFERSON,45820,0.9026,0.8952,0.8818,0.8969,0.8974,0.8295
17440,KS,JEWELL,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17450,KS,JOHNSON,28140,0.9679,0.9652,0.9637,0.9614,0.9447,0.9462
17451,KS,KEARNY,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17480,KS,KIOWA,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17490,KS,LABETTE,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17500,KS,LANE,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17510,KS,LEAVENWORTH,28140,0.9679,0.9652,0.9637,0.9614,0.9447,0.9462
17520,KS,LINCOLN,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17530,KS,LINN,28140,0.9679,0.9652,0.9637,0.9614,0.9447,0.9462
17540,KS,LOGAN,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17550,KS,LYON,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17560,KS,MCPHERSON,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17570,KS,MARION,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17580,KS,MARSHALL,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17590,KS,MEADE,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17600,KS,MIAMI,28140,0.9679,0.9652,0.9637,0.9614,0.9447,0.9462
17610,KS,MITCHELL,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17620,KS,MONTGOMERY,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17630,KS,MORRIS,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17640,KS,MORTON,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17650,KS,NEMAHA,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17660,KS,NEOSHO,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17670,KS,NESS,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17680,KS,NORTON,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17690,KS,OSAGE,45820,0.9026,0.8952,0.8818,0.8969,0.8974,0.8295
17700,KS,OSBORNE,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17710,KS,OTTAWA,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17720,KS,PAWNEE,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17730,KS,PHILLIPS,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17740,KS,POTTAWATOMIE,31740,0.7878,0.7847,0.7912,0.7839,0.7843,0.8432
17750,KS,PRATT,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17760,KS,RAWLINS,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17770,KS,RENO,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17780,KS,REPUBLIC,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17790,KS,RICE,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17800,KS,RILEY,31740,0.7878,0.7847,0.7912,0.7839,0.7843,0.8432
17810,KS,ROOKS,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17820,KS,RUSH,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17830,KS,RUSSELL,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17840,KS,SALINE,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17841,KS,SCOTT,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17860,KS,SEDGWICK,48620,0.9018,0.8898,0.8696,0.8681,0.8674,0.8478
17870,KS,SEWARD,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17880,KS,SHAWNEE,45820,0.9026,0.8952,0.8818,0.8969,0.8974,0.8295
17890,KS,SHERIDAN,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17900,KS,SHERMAN,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17910,KS,SMITH,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17920,KS,STAFFORD,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17921,KS,STANTON,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17940,KS,STEVENS,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17950,KS,SUMNER,48620,0.9018,0.8898,0.8696,0.8681,0.8674,0.8478
17960,KS,THOMAS,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17970,KS,TREGO,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17980,KS,WABAUNSEE,45820,0.9026,0.8952,0.8818,0.8969,0.8974,0.8295
17981,KS,WALLACE,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17982,KS,WASHINGTON,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17983,KS,WICHITA,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17984,KS,WILSON,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17985,KS,WOODSON,NA,0.8167,0.7981,0.8041,0.7997,0.7929,0.7688
17986,KS,WYANDOTTE,28140,0.9679,0.9652,0.9637,0.9614,0.9447,0.9462
18000,KY,ADAIR,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18020,KY,ANDERSON,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18030,KY,BALLARD,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18040,KY,BARREN,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18050,KY,BATH,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18060,KY,BELL,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18070,KY,BOONE,17140,0.9483,0.9699,0.943,0.9508,0.947,0.9439
18080,KY,BOURBON,30460,0.8889,0.8817,0.8833,0.9023,0.8902,0.8865
18090,KY,BOYD,26580,0.9097,0.8953,0.8893,0.8635,0.8944,0.8838
18100,KY,BOYLE,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18110,KY,BRACKEN,17140,0.9483,0.9699,0.943,0.9508,0.947,0.9439
18120,KY,BREATHITT,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18130,KY,BRECKINRIDGE,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18140,KY,BULLITT,31140,0.8964,0.8896,0.89,0.8862,0.8852,0.8756
18160,KY,CALDWELL,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18170,KY,CALLOWAY,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18180,KY,CAMPBELL,17140,0.9483,0.9699,0.943,0.9508,0.947,0.9439
18190,KY,CARLISLE,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18191,KY,CARROLL,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18210,KY,CARTER,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18220,KY,CASEY,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18230,KY,CHRISTIAN,17300,0.798,0.7888,0.8193,0.8082,0.7802,0.7479
18240,KY,CLARK,30460,0.8889,0.8817,0.8833,0.9023,0.8902,0.8865
18250,KY,CLAY,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18260,KY,CLINTON,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18270,KY,CRITTENDEN,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18271,KY,CUMBERLAND,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18290,KY,DAVIESS,36980,0.8357,0.837,0.8202,0.8117,0.779,0.7964
18291,KY,EDMONSON,14540,0.8469,0.8666,0.8599,0.8665,0.8573,0.8244
18310,KY,ELLIOTT,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18320,KY,ESTILL,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18330,KY,FAYETTE,30460,0.8889,0.8817,0.8833,0.9023,0.8902,0.8865
18340,KY,FLEMING,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18350,KY,FLOYD,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18360,KY,FRANKLIN,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18361,KY,FULTON,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18362,KY,GALLATIN,17140,0.9483,0.9699,0.943,0.9508,0.947,0.9439
18390,KY,GARRARD,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18400,KY,GRANT,17140,0.9483,0.9699,0.943,0.9508,0.947,0.9439
18410,KY,GRAVES,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18420,KY,GRAYSON,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18421,KY,GREEN,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18440,KY,GREENUP,26580,0.9097,0.8953,0.8893,0.8635,0.8944,0.8838
18450,KY,HANCOCK,36980,0.8357,0.837,0.8202,0.8117,0.779,0.7964
18460,KY,HARDIN,21060,0.8388,0.8449,0.8719,0.8294,0.7894,0.7426
18470,KY,HARLAN,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18480,KY,HARRISON,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18490,KY,HART,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18500,KY,HENDERSON,21780,0.8522,0.8433,0.8679,0.8401,0.8381,0.8875
18510,KY,HENRY,31140,0.8964,0.8896,0.89,0.8862,0.8852,0.8756
18511,KY,HICKMAN,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18530,KY,HOPKINS,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18540,KY,JACKSON,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18550,KY,JEFFERSON,31140,0.8964,0.8896,0.89,0.8862,0.8852,0.8756
18560,KY,JESSAMINE,30460,0.8889,0.8817,0.8833,0.9023,0.8902,0.8865
18570,KY,JOHNSON,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18580,KY,KENTON,17140,0.9483,0.9699,0.943,0.9508,0.947,0.9439
18590,KY,KNOTT,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18600,KY,KNOX,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18610,KY,LARUE,21060,0.8388,0.8449,0.8719,0.8294,0.7894,0.7426
18620,KY,LAUREL,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18630,KY,LAWRENCE,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18640,KY,LEE,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18650,KY,LESLIE,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18660,KY,LETCHER,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18670,KY,LEWIS,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18680,KY,LINCOLN,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18690,KY,LIVINGSTON,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18700,KY,LOGAN,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18710,KY,LYON,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18720,KY,MC CRACKEN,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18730,KY,MC CREARY,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18740,KY,MC LEAN,36980,0.8357,0.837,0.8202,0.8117,0.779,0.7964
18750,KY,MADISON,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18760,KY,MAGOFFIN,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18770,KY,MARION,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18780,KY,MARSHALL,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18790,KY,MARTIN,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18800,KY,MASON,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
18802,KY,MENIFEE,NA,0.7813,0.783,0.7825,0.7877,0.7784,0.7742
