SNF Wage Indices by Fiscal Year,,,,,,,,,
SSACD,State,County,CBSA 2016,SNF Wage 2010,SNF Wage 2011,SNF Wage 2012,SNF Wage 2013,SNF Wage 2014,SNF Wage 2016
26800,MO,PHELPS,NA,0.7671,0.7655,0.7673,0.7622,0.7775,0.7732
26810,MO,PIKE,NA,0.7671,0.7655,0.7673,0.7622,0.7775,0.7732
26820,MO,PLATTE,28140,0.9679,0.9652,0.9637,0.9614,0.9447,0.9462
26821,MO,POLK,44180,0.8453,0.8371,0.868,0.8581,0.844,0.8046
26840,MO,PULASKI,NA,0.7671,0.7655,0.7673,0.7622,0.7775,0.7732
26850,MO,PUTNAM,NA,0.7671,0.7655,0.7673,0.7622,0.7775,0.7732
26860,MO,RALLS,NA,0.7671,0.7655,0.7673,0.7622,0.7775,0.7732
26870,MO,RANDOLPH,NA,0.7671,0.7655,0.7673,0.7622,0.7775,0.7732
26880,MO,RAY,28140,0.9679,0.9652,0.9637,0.9614,0.9447,0.9462
26881,MO,REYNOLDS,NA,0.7671,0.7655,0.7673,0.7622,0.7775,0.7732
26900,MO,RIPLEY,NA,0.7671,0.7655,0.7673,0.7622,0.7775,0.7732
26910,MO,ST. CHARLES,41180,0.9102,0.909,0.9165,0.942,0.9336,0.9256
26911,MO,ST. CLAIR,NA,0.7671,0.7655,0.7673,0.7622,0.7775,0.7732
26930,MO,ST. FRANCOIS,NA,0.7671,0.7655,0.7673,0.7622,0.7775,0.7732
26940,MO,ST. LOUIS,41180,0.9102,0.909,0.9165,0.942,0.9336,0.9256
26950,MO,ST. LOUIS CITY,41180,0.9102,0.909,0.9165,0.942,0.9336,0.9256
26960,MO,STE. GENEVIEVE,NA,0.7671,0.7655,0.7673,0.7622,0.7775,0.7732
26970,MO,SALINE,NA,0.7671,0.7655,0.7673,0.7622,0.7775,0.7732
26980,MO,SCHUYLER,NA,0.7671,0.7655,0.7673,0.7622,0.7775,0.7732
26981,MO,SCOTLAND,NA,0.7671,0.7655,0.7673,0.7622,0.7775,0.7732
26982,MO,SCOTT,NA,0.7671,0.7655,0.7673,0.7622,0.7775,0.7732
26983,MO,SHANNON,NA,0.7671,0.7655,0.7673,0.7622,0.7775,0.7732
26984,MO,SHELBY,NA,0.7671,0.7655,0.7673,0.7622,0.7775,0.7732
26985,MO,STODDARD,NA,0.7671,0.7655,0.7673,0.7622,0.7775,0.7732
26986,MO,STONE,NA,0.7671,0.7655,0.7673,0.7622,0.7775,0.7732
26987,MO,SULLIVAN,NA,0.7671,0.7655,0.7673,0.7622,0.7775,0.7732
26988,MO,TANEY,NA,0.7671,0.7655,0.7673,0.7622,0.7775,0.7732
26989,MO,TEXAS,NA,0.7671,0.7655,0.7673,0.7622,0.7775,0.7732
26990,MO,VERNON,NA,0.7671,0.7655,0.7673,0.7622,0.7775,0.7732
26991,MO,WARREN,41180,0.9102,0.909,0.9165,0.942,0.9336,0.9256
26993,MO,WAYNE,NA,0.7671,0.7655,0.7673,0.7622,0.7775,0.7732
26994,MO,WEBSTER,44180,0.8453,0.8371,0.868,0.8581,0.844,0.8046
26995,MO,WORTH,NA,0.7671,0.7655,0.7673,0.7622,0.7775,0.7732
26996,MO,WRIGHT,NA,0.7671,0.7655,0.7673,0.7622,0.7775,0.7732
27000,MT,BEAVERHEAD,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27010,MT,BIG HORN,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27020,MT,BLAINE,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27030,MT,BROADWATER,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27040,MT,CARBON,13740,0.8781,0.8674,0.8576,0.8737,0.8691,0.8757
27050,MT,CARTER,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27060,MT,CASCADE,24500,0.8354,0.8289,0.8462,0.7927,0.9235,0.9818
27070,MT,CHOUTEAU,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27080,MT,CUSTER,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27090,MT,DANIELS,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27100,MT,DAWSON,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27110,MT,DEER LODGE,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27120,MT,FALLON,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27130,MT,FERGUS,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27140,MT,FLATHEAD,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27150,MT,GALLATIN,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27160,MT,GARFIELD,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27170,MT,GLACIER,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27190,MT,GRANITE,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27200,MT,HILL,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27210,MT,JEFFERSON,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27220,MT,JUDITH BASIN,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27230,MT,LAKE,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27240,MT,LEWIS AND CLARK,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27250,MT,LIBERTY,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27260,MT,LINCOLN,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27270,MT,MCCONE,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27280,MT,MADISON,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27290,MT,MEAGHER,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27300,MT,MINERAL,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27310,MT,MISSOULA,33540,0.9206,0.8921,0.9154,0.9001,0.9142,0.945
27320,MT,MUSSELSHELL,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27330,MT,PARK,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27340,MT,PETROLEUM,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27350,MT,PHILLIPS,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27360,MT,PONDERA,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27370,MT,POWDER RIVER,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27380,MT,POWELL,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27390,MT,PRAIRIE,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27400,MT,RAVALLI,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27410,MT,RICHLAND,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27420,MT,ROOSEVELT,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27430,MT,ROSEBUD,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27440,MT,SANDERS,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27450,MT,SHERIDAN,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27460,MT,SILVER BOW,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27470,MT,STILLWATER,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27480,MT,SWEET GRASS,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27490,MT,TETON,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27500,MT,TOOLE,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27510,MT,TREASURE,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27520,MT,VALLEY,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27530,MT,WHEATLAND,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27540,MT,WIBAUX,NA,0.8399,0.8517,0.8615,0.86,0.9098,0.9211
27550,MT,YELLOWSTONE,13740,0.8781,0.8674,0.8576,0.8737,0.8691,0.8757
28000,NE,ADAMS,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28010,NE,ANTELOPE,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28020,NE,ARTHUR,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28030,NE,BANNER,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28040,NE,BLAINE,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28050,NE,BOONE,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28060,NE,BOX BUTTE,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28070,NE,BOYD,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28080,NE,BROWN,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28090,NE,BUFFALO,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28100,NE,BURT,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28110,NE,BUTLER,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28120,NE,CASS,36540,0.9608,0.9583,0.9864,1.0037,0.9756,0.9576
28130,NE,CEDAR,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28140,NE,CHASE,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28150,NE,CHERRY,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28160,NE,CHEYENNE,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28170,NE,CLAY,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28180,NE,COLFAX,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28190,NE,CUMING,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28200,NE,CUSTER,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28210,NE,DAKOTA,43580,0.9094,0.9091,0.9538,0.901,0.9163,0.8622
28220,NE,DAWES,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28230,NE,DAWSON,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28240,NE,DEUEL,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28250,NE,DIXON,43580,0.9094,0.9091,0.9538,0.901,0.9163,0.8622
28260,NE,DODGE,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28270,NE,DOUGLAS,36540,0.9608,0.9583,0.9864,1.0037,0.9756,0.9576
28280,NE,DUNDY,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28290,NE,FILLMORE,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28300,NE,FRANKLIN,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28310,NE,FRONTIER,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28320,NE,FURNAS,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28330,NE,GAGE,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28340,NE,GARDEN,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28350,NE,GARFIELD,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28360,NE,GOSPER,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28370,NE,GRANT,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28380,NE,GREELEY,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28410,NE,HARLAN,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28420,NE,HAYES,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28430,NE,HITCHCOCK,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28440,NE,HOLT,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28450,NE,HOOKER,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28470,NE,JEFFERSON,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28480,NE,JOHNSON,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28490,NE,KEARNEY,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28500,NE,KEITH,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28510,NE,KEYA PAHA,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28520,NE,KIMBALL,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28530,NE,KNOX,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28540,NE,LANCASTER,30700,0.9563,0.9617,0.9612,0.9726,0.9465,0.9571
28550,NE,LINCOLN,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28560,NE,LOGAN,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28570,NE,LOUP,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28580,NE,MC PHERSON,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28590,NE,MADISON,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28610,NE,MORRILL,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28620,NE,NANCE,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28630,NE,NEMAHA,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28640,NE,NUCKOLLS,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28650,NE,OTOE,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28660,NE,PAWNEE,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28670,NE,PERKINS,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28680,NE,PHELPS,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28690,NE,PIERCE,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28700,NE,PLATTE,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28710,NE,POLK,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28720,NE,RED WILLOW,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28730,NE,RICHARDSON,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28740,NE,ROCK,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28750,NE,SALINE,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28760,NE,SARPY,36540,0.9608,0.9583,0.9864,1.0037,0.9756,0.9576
28770,NE,SAUNDERS,36540,0.9608,0.9583,0.9864,1.0037,0.9756,0.9576
28780,NE,SCOTT BLUFF,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28790,NE,SEWARD,30700,0.9563,0.9617,0.9612,0.9726,0.9465,0.9571
28800,NE,SHERIDAN,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28810,NE,SHERMAN,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28820,NE,SIOUX,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28830,NE,STANTON,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28840,NE,THAYER,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28850,NE,THOMAS,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28860,NE,THURSTON,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28870,NE,VALLEY,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28880,NE,WASHINGTON,36540,0.9608,0.9583,0.9864,1.0037,0.9756,0.9576
28890,NE,WAYNE,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28900,NE,WEBSTER,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28910,NE,WHEELER,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
28920,NE,YORK,NA,0.8705,0.8911,0.8872,0.8733,0.8855,0.8451
29000,NV,CHURCHILL,NA,0.9674,0.935,0.9637,0.9739,0.9781,0.9299
29010,NV,CLARK,29820,1.213,1.2099,1.205,1.2076,1.1627,1.208
29020,NV,DOUGLAS,NA,0.9674,0.935,0.9637,0.9739,0.9781,0.9299
29030,NV,ELKO,NA,0.9674,0.935,0.9637,0.9739,0.9781,0.9299
29040,NV,ESMERALDA,NA,0.9674,0.935,0.9637,0.9739,0.9781,0.9299
29050,NV,EUREKA,NA,0.9674,0.935,0.9637,0.9739,0.9781,0.9299
29060,NV,HUMBOLDT,NA,0.9674,0.935,0.9637,0.9739,0.9781,0.9299
29070,NV,LANDER,NA,0.9674,0.935,0.9637,0.9739,0.9781,0.9299
29080,NV,LINCOLN,NA,0.9674,0.935,0.9637,0.9739,0.9781,0.9299
29090,NV,LYON,NA,0.9674,0.935,0.9637,0.9739,0.9781,0.9299
29100,NV,MINERAL,NA,0.9674,0.935,0.9637,0.9739,0.9781,0.9299
29110,NV,NYE,NA,0.9674,0.935,0.9637,0.9739,0.9781,0.9299
29120,NV,CARSON CITY,16180,1.0531,1.0465,1.0597,1.0559,1.0721,1.0761
29130,NV,PERSHING,NA,0.9674,0.935,0.9637,0.9739,0.9781,0.9299
29140,NV,STOREY,39900,1.0285,1.0419,1.0596,1.0328,1.0326,0.9605
29150,NV,WASHOE,39900,1.0285,1.0419,1.0596,1.0328,1.0326,0.9605
29160,NV,WHITE PINE,NA,0.9674,0.935,0.9637,0.9739,0.9781,0.9299
30000,NH,BELKNAP,NA,0.9957,1.0207,1.0441,1.0372,1.0339,1.0041
30010,NH,CARROLL,NA,0.9957,1.0207,1.0441,1.0372,1.0339,1.0041
30020,NH,CHESHIRE,NA,0.9957,1.0207,1.0441,1.0372,1.0339,1.0041
30030,NH,COOS,NA,0.9957,1.0207,1.0441,1.0372,1.0339,1.0041
30040,NH,GRAFTON,NA,0.9957,1.0207,1.0441,1.0372,1.0339,1.0041
30050,NH,HILLSBOROUGH,31700,1.0171,0.9869,1.0083,1.0042,1.0057,1.0074
30060,NH,MERRIMACK,NA,0.9957,1.0207,1.0441,1.0372,1.0339,1.0041
30070,NH,ROCKINGHAM,40484,1.0125,1.0026,1.0185,1.0234,1.0172,0.9946
30080,NH,STRAFFORD,40484,1.0125,1.0026,1.0185,1.0234,1.0172,0.9946
30090,NH,SULLIVAN,NA,0.9957,1.0207,1.0441,1.0372,1.0339,1.0041
31000,NJ,ATLANTIC,12100,1.1554,1.1129,1.1033,1.1977,1.2258,1.1679
31150,NJ,BURLINGTON,15804,1.0374,1.0386,1.0202,1.0474,1.0254,1.0117
31160,NJ,CAMDEN,15804,1.0374,1.0386,1.0202,1.0474,1.0254,1.0117
31180,NJ,CAPE MAY,36140,1.016,1.0879,1.0641,1.0307,1.0584,1.0629
31190,NJ,CUMBERLAND,47220,1.0207,1.0534,1.0222,1.0596,1.0759,1.082
31200,NJ,ESSEX,35084,1.1419,1.146,1.1322,1.1223,1.1268,1.1174
31220,NJ,GLOUCESTER,15804,1.0374,1.0386,1.0202,1.0474,1.0254,1.0117
31250,NJ,HUNTERDON,35084,1.1419,1.146,1.1322,1.1223,1.1268,1.1174
31260,NJ,MERCER,45940,1.0552,1.015,1.0062,1.036,1.0648,0.9964
31300,NJ,MORRIS,35084,1.1419,1.146,1.1322,1.1223,1.1268,1.1174
31340,NJ,SALEM,48864,1.0555,1.058,1.0662,1.0687,1.0593,1.0642
31360,NJ,SUSSEX,35084,1.1419,1.146,1.1322,1.1223,1.1268,1.1174
31370,NJ,UNION,35084,1.1419,1.146,1.1322,1.1223,1.1268,1.1174
31390,NJ,WARREN,10900,0.9611,0.9194,0.926,0.9084,0.9215,0.9074
32000,NM,BERNALILLO,10740,0.9399,0.9456,0.955,0.9542,0.9663,0.9261
32010,NM,CATRON,NA,0.8938,0.8911,0.8878,0.8879,0.8922,0.8513
32020,NM,CHAVES,NA,0.8938,0.8911,0.8878,0.8879,0.8922,0.8513
32025,NM,CIBOLA,NA,0.8938,0.8911,0.8878,0.8879,0.8922,0.8513
32030,NM,COLFAX,NA,0.8938,0.8911,0.8878,0.8879,0.8922,0.8513
32040,NM,CURRY,NA,0.8938,0.8911,0.8878,0.8879,0.8922,0.8513
32050,NM,DE BACA,NA,0.8938,0.8911,0.8878,0.8879,0.8922,0.8513
32060,NM,DONA ANA,29740,0.8939,0.9296,0.9106,0.9044,0.9265,0.8707
32070,NM,EDDY,NA,0.8938,0.8911,0.8878,0.8879,0.8922,0.8513
32080,NM,GRANT,NA,0.8938,0.8911,0.8878,0.8879,0.8922,0.8513
32090,NM,GUADALUPE,NA,0.8938,0.8911,0.8878,0.8879,0.8922,0.8513
32100,NM,HARDING,NA,0.8938,0.8911,0.8878,0.8879,0.8922,0.8513
32110,NM,HIDALGO,NA,0.8938,0.8911,0.8878,0.8879,0.8922,0.8513
32120,NM,LEA,NA,0.8938,0.8911,0.8878,0.8879,0.8922,0.8513
32130,NM,LINCOLN,NA,0.8938,0.8911,0.8878,0.8879,0.8922,0.8513
32131,NM,LOS ALAMOS,NA,0.8938,0.8911,0.8878,0.8879,0.8922,0.8513
32140,NM,LUNA,NA,0.8938,0.8911,0.8878,0.8879,0.8922,0.8513
32150,NM,MCKINLEY,NA,0.8938,0.8911,0.8878,0.8879,0.8922,0.8513
32160,NM,MORA,NA,0.8938,0.8911,0.8878,0.8879,0.8922,0.8513
32170,NM,OTERO,NA,0.8938,0.8911,0.8878,0.8879,0.8922,0.8513
32180,NM,QUAY,NA,0.8938,0.8911,0.8878,0.8879,0.8922,0.8513
32190,NM,RIO ARRIBA,NA,0.8938,0.8911,0.8878,0.8879,0.8922,0.8513
32200,NM,ROOSEVELT,NA,0.8938,0.8911,0.8878,0.8879,0.8922,0.8513
32210,NM,SANDOVAL,10740,0.9399,0.9456,0.955,0.9542,0.9663,0.9261
32220,NM,SAN JUAN,22140,0.7889,0.9339,0.9795,0.9323,0.9735,0.9561
32230,NM,SAN MIGUEL,NA,0.8938,0.8911,0.8878,0.8879,0.8922,0.8513
32240,NM,SANTA FE,42140,1.0694,1.0847,1.066,1.04,1.0136,1.0235
32250,NM,SIERRA,NA,0.8938,0.8911,0.8878,0.8879,0.8922,0.8513
32260,NM,SOCORRO,NA,0.8938,0.8911,0.8878,0.8879,0.8922,0.8513
32270,NM,TAOS,NA,0.8938,0.8911,0.8878,0.8879,0.8922,0.8513
32280,NM,TORRANCE,10740,0.9399,0.9456,0.955,0.9542,0.9663,0.9261
32290,NM,UNION,NA,0.8938,0.8911,0.8878,0.8879,0.8922,0.8513
32300,NM,VALENCIA,10740,0.9399,0.9456,0.955,0.9542,0.9663,0.9261
33000,NY,ALBANY,10580,0.8777,0.8653,0.868,0.8647,0.86,0.84
33010,NY,ALLEGANY,NA,0.8269,0.8185,0.8152,0.8199,0.822,0.8247
33030,NY,BROOME,13780,0.878,0.8719,0.8731,0.8707,0.8602,0.8158
33040,NY,CATTARAUGUS,NA,0.8269,0.8185,0.8152,0.8199,0.822,0.8247
33050,NY,CAYUGA,NA,0.8269,0.8185,0.8152,0.8199,0.822,0.8247
33060,NY,CHAUTAUQUA,NA,0.8269,0.8185,0.8152,0.8199,0.822,0.8247
33070,NY,CHEMUNG,21300,0.8341,0.8445,0.8522,0.8205,0.8725,0.8596
33080,NY,CHENANGO,NA,0.8269,0.8185,0.8152,0.8199,0.822,0.8247
33090,NY,CLINTON,NA,0.8269,0.8185,0.8152,0.8199,0.822,0.8247
33200,NY,COLUMBIA,NA,0.8269,0.8185,0.8152,0.8199,0.822,0.8247
33210,NY,CORTLAND,NA,0.8269,0.8185,0.8152,0.8199,0.822,0.8247
33220,NY,DELAWARE,NA,0.8269,0.8185,0.8152,0.8199,0.822,0.8247
33240,NY,ERIE,15380,0.974,0.953,0.975,0.9999,1.0045,1.0435
33260,NY,ESSEX,NA,0.8269,0.8185,0.8152,0.8199,0.822,0.8247
33270,NY,FRANKLIN,NA,0.8269,0.8185,0.8152,0.8199,0.822,0.8247
33280,NY,FULTON,NA,0.8269,0.8185,0.8152,0.8199,0.822,0.8247
33290,NY,GENESEE,NA,0.8269,0.8185,0.8152,0.8199,0.822,0.8247
33300,NY,GREENE,NA,0.8269,0.8185,0.8152,0.8199,0.822,0.8247
33310,NY,HAMILTON,NA,0.8269,0.8185,0.8152,0.8199,0.822,0.8247
33320,NY,HERKIMER,46540,0.846,0.8471,0.8441,0.8653,0.8769,0.9017
33340,NY,LEWIS,NA,0.8269,0.8185,0.8152,0.8199,0.822,0.8247
33350,NY,LIVINGSTON,40380,0.8724,0.8595,0.8602,0.8704,0.8749,0.8633
33360,NY,MADISON,45060,0.9785,0.9905,0.9776,0.9829,0.9897,0.9818
33370,NY,MONROE,40380,0.8724,0.8595,0.8602,0.8704,0.8749,0.8633
33380,NY,MONTGOMERY,NA,0.8269,0.8185,0.8152,0.8199,0.822,0.8247
33400,NY,NASSAU,35004,1.2477,1.2315,1.2416,1.2698,1.2755,1.2967
33500,NY,NIAGARA,15380,0.974,0.953,0.975,0.9999,1.0045,1.0435
33510,NY,ONEIDA,46540,0.846,0.8471,0.8441,0.8653,0.8769,0.9017
33520,NY,ONONDAGA,45060,0.9785,0.9905,0.9776,0.9829,0.9897,0.9818
33530,NY,ONTARIO,40380,0.8724,0.8595,0.8602,0.8704,0.8749,0.8633
33550,NY,ORLEANS,40380,0.8724,0.8595,0.8602,0.8704,0.8749,0.8633
33560,NY,OSWEGO,45060,0.9785,0.9905,0.9776,0.9829,0.9897,0.9818
33570,NY,OTSEGO,NA,0.8269,0.8185,0.8152,0.8199,0.822,0.8247
33600,NY,RENSSELAER,10580,0.8777,0.8653,0.868,0.8647,0.86,0.84
33630,NY,ST. LAWRENCE,NA,0.8269,0.8185,0.8152,0.8199,0.822,0.8247
33640,NY,SARATOGA,10580,0.8777,0.8653,0.868,0.8647,0.86,0.84
33650,NY,SCHENECTADY,10580,0.8777,0.8653,0.868,0.8647,0.86,0.84
33660,NY,SCHOHARIE,10580,0.8777,0.8653,0.868,0.8647,0.86,0.84
33670,NY,SCHUYLER,NA,0.8269,0.8185,0.8152,0.8199,0.822,0.8247
33680,NY,SENECA,NA,0.8269,0.8185,0.8152,0.8199,0.822,0.8247
33690,NY,STEUBEN,NA,0.8269,0.8185,0.8152,0.8199,0.822,0.8247
33700,NY,SUFFOLK,35004,1.2477,1.2315,1.2416,1.2698,1.2755,1.2967
33710,NY,SULLIVAN,NA,0.8269,0.8185,0.8152,0.8199,0.822,0.8247
33720,NY,TIOGA,13780,0.878,0.8719,0.8731,0.8707,0.8602,0.8158
33730,NY,TOMPKINS,27060,1.0112,0.9842,0.8819,0.9249,0.9326,0.9332
33740,NY,ULSTER,28740,0.9367,0.9075,0.917,0.8953,0.9066,0.8987
33750,NY,WARREN,24020,0.8456,0.8507,0.8504,0.834,0.8367,0.8138
33760,NY,WASHINGTON,24020,0.8456,0.8507,0.8504,0.834,0.8367,0.8138
33770,NY,WAYNE,40380,0.8724,0.8595,0.8602,0.8704,0.8749,0.8633
33900,NY,WYOMING,NA,0.8269,0.8185,0.8152,0.8199,0.822,0.8247
34000,NC,ALAMANCE,15500,0.8749,0.8863,0.8665,0.8485,0.8529,0.8539
34010,NC,ALEXANDER,25860,0.9,0.8693,0.8859,0.8677,0.8492,0.8455
34020,NC,ALLEGHANY,NA,0.8535,0.8359,0.8288,0.8271,0.81,0.7963
34040,NC,ASHE,NA,0.8535,0.8359,0.8288,0.8271,0.81,0.7963
34050,NC,AVERY,NA,0.8535,0.8359,0.8288,0.8271,0.81,0.7963
