AGED -- REPRICING ADJUSTMENTS TO THE 2007-2011 SKILLED NURSING FACILITY REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,
CODE,STATE,COUNTY,Part A Reimbursement Adjustment 2007,Part A Reimbursement Adjustment 2008,Part A Reimbursement Adjustment 2009,Part A Reimbursement Adjustment 2010,Part A Reimbursement Adjustment 2011,,,,,
16470,IOWA                     ,IOWA,"-5,154","-3,282","-10,426","-6,283","-5,139",,,,,
16480,IOWA                     ,JACKSON,"-26,911","-32,242","-26,234","-27,084","-18,946",,,,,
16490,IOWA                     ,JASPER,"-36,720","-34,817","-68,293","-48,426","-47,267",,,,,
16500,IOWA                     ,JEFFERSON,"-6,199","-7,626","-6,269","-2,472","-6,181",,,,,
16510,IOWA                     ,JOHNSON,"100,006","124,521","159,938","147,604","128,737",,,,,
16520,IOWA                     ,JONES,323,"3,403",-29,340,"5,572",,,,,
16530,IOWA                     ,KEOKUK,"-2,286","-5,092","-3,631","-1,759","-5,419",,,,,
16540,IOWA                     ,KOSSUTH,"-17,106","-22,918","-29,292","-23,521","-15,518",,,,,
16550,IOWA                     ,LEE,"-56,064","-58,497","-82,656","-51,229","-50,280",,,,,
16560,IOWA                     ,LINN,"43,610","51,749","2,386","-7,724","94,573",,,,,
16570,IOWA                     ,LOUISA,"-9,395","-10,142","-21,667","-14,337","-10,558",,,,,
16580,IOWA                     ,LUCAS,"-1,651","-3,111","-11,004","-7,569","-4,415",,,,,
16590,IOWA                     ,LYON,"-15,277","-19,277","-29,593","-16,841","-28,085",,,,,
16600,IOWA                     ,MADISON,"7,787","6,104",275,"-2,948","-2,909",,,,,
16610,IOWA                     ,MAHASKA,"-17,117","-20,695","-36,254","-20,239","-16,316",,,,,
16620,IOWA                     ,MARION,"-19,519","-20,148","-39,670","-33,878","-34,872",,,,,
16630,IOWA                     ,MARSHALL,"-44,811","-41,092","-70,400","-47,530","-45,555",,,,,
16640,IOWA                     ,MILLS,"30,640","32,352","37,803","22,469","23,362",,,,,
16650,IOWA                     ,MITCHELL,"-26,379","-12,963","-31,753","-18,743","-18,587",,,,,
16660,IOWA                     ,MONONA,"-23,077","-18,643","-22,213","-8,417","-9,972",,,,,
16670,IOWA                     ,MONROE,"-1,309","-3,807","-11,726","-9,539","-7,065",,,,,
16680,IOWA                     ,MONTGOMERY,"-19,492","-17,705","-32,416","-21,224","-14,423",,,,,
16690,IOWA                     ,MUSCATINE,"-43,176","-35,821","-65,191","-52,749","-44,069",,,,,
16700,IOWA                     ,O'BRIEN,"-11,674","-7,916","-15,532","-9,434","-8,998",,,,,
16710,IOWA                     ,OSCEOLA,"-5,447","-7,344","-6,320","-5,899","-6,271",,,,,
16720,IOWA                     ,PAGE,"-27,115","-33,255","-43,322","-24,574","-21,660",,,,,
16730,IOWA                     ,PALO ALTO,"-16,231","-11,122","-22,361","-14,167","-12,643",,,,,
16740,IOWA                     ,PLYMOUTH,"-23,672","-17,901","-32,582","-24,227","-23,109",,,,,
16750,IOWA                     ,POCAHONTAS,"-11,347","-11,594","-21,442","-11,990","-7,758",,,,,
16760,IOWA                     ,POLK,"559,112","460,533","68,992","-53,548","-106,811",,,,,
16770,IOWA                     ,POTTAWATTAMIE,"244,419","223,924","276,249","222,480","232,041",,,,,
16780,IOWA                     ,POWESHIEK,"-19,929","-22,881","-37,468","-22,891","-20,312",,,,,
16790,IOWA                     ,RINGGOLD,"-2,306","-3,468","-3,620","-2,646","-2,147",,,,,
16800,IOWA                     ,SAC,"-40,361","-42,107","-56,743","-38,330","-33,035",,,,,
16810,IOWA                     ,SCOTT,"158,293","248,511","599,122","662,429","533,804",,,,,
16820,IOWA                     ,SHELBY,"-16,833","-14,067","-30,259","-11,852","-4,978",,,,,
16830,IOWA                     ,SIOUX,"-18,855","-18,263","-27,507","-12,310","-16,172",,,,,
16840,IOWA                     ,STORY,"-33,901","-49,536","6,674","-12,067","-90,298",,,,,
16850,IOWA                     ,TAMA,"-28,679","-25,934","-36,644","-32,834","-19,677",,,,,
16860,IOWA                     ,TAYLOR,"-10,064","-8,921","-10,807","-7,480","-7,188",,,,,
16870,IOWA                     ,UNION,"-6,184","-13,656","-17,325","-10,801","-9,968",,,,,
16880,IOWA                     ,VAN BUREN,"-8,932","-8,319","-18,182","-5,971","-7,565",,,,,
16890,IOWA                     ,WAPELLO,"-42,354","-43,744","-71,412","-42,806","-37,537",,,,,
16900,IOWA                     ,WARREN,"52,051","48,517","4,414","-6,936","-12,008",,,,,
16910,IOWA                     ,WASHINGTON,"27,088","49,607","49,782","41,856","27,194",,,,,
16920,IOWA                     ,WAYNE,"-3,915","-7,124","-10,074","-3,883","-4,203",,,,,
16930,IOWA                     ,WEBSTER,"-66,097","-70,515","-117,151","-63,336","-57,858",,,,,
16940,IOWA                     ,WINNEBAGO,"-20,558","-21,452","-30,670","-21,205","-19,630",,,,,
16950,IOWA                     ,WINNESHIEK,"-20,006","-17,454","-29,526","-20,018","-19,623",,,,,
16960,IOWA                     ,WOODBURY,"-67,850","-66,541","-1,829","-45,173","-94,677",,,,,
16970,IOWA                     ,WORTH,"-9,826","-11,267","-20,749","-13,188","-9,562",,,,,
16980,IOWA                     ,WRIGHT,"-20,998","-21,146","-30,035","-17,434","-12,408",,,,,
17000,KANSAS                   ,ALLEN,-229,"-2,954","-11,250","-17,084","-1,823",,,,,
17010,KANSAS                   ,ANDERSON,"2,093",921,"-2,695","-5,216",-976,,,,,
17020,KANSAS                   ,ATCHISON,570,"5,375","-8,780","-10,811","-1,750",,,,,
17030,KANSAS                   ,BARBER,111,-275,"-1,568","-3,173","-1,255",,,,,
17040,KANSAS                   ,BARTON,-609,-864,"-12,400","-18,646",-988,,,,,
17050,KANSAS                   ,BOURBON,"-2,334",536,"-5,787","-10,442","1,147",,,,,
17060,KANSAS                   ,BROWN,908,"3,039","-2,519","-3,361",-498,,,,,
17070,KANSAS                   ,BUTLER,"-86,965","-99,517","-111,431","-85,699","-52,480",,,,,
17080,KANSAS                   ,CHASE,7,-181,"-1,958","-3,672",-853,,,,,
17090,KANSAS                   ,CHAUTAUQUA,586,-353,"-3,793","-5,181",-622,,,,,
17100,KANSAS                   ,CHEROKEE,"-17,364","-19,420","-43,890","-29,263","-8,721",,,,,
17110,KANSAS                   ,CHEYENNE,"4,409",-249,"-1,656","-1,540","-1,520",,,,,
17120,KANSAS                   ,CLARK,-1,-82,-88,-810,-200,,,,,
17130,KANSAS                   ,CLAY,"-1,573",-420,"-2,989","-7,319",-222,,,,,
17140,KANSAS                   ,CLOUD,657,82,"-6,714","-9,877",64,,,,,
17150,KANSAS                   ,COFFEY,"1,412","1,030","-3,284","-7,459",702,,,,,
17160,KANSAS                   ,COMANCHE,"-1,546",-238,-365,1,8,,,,,
17170,KANSAS                   ,COWLEY,"-5,625","-4,262","-19,806","-22,748","-5,702",,,,,
17180,KANSAS                   ,CRAWFORD,"-1,798","-12,863","-27,237","-36,244",-455,,,,,
17190,KANSAS                   ,DECATUR,35,-293,-363,-496,-114,,,,,
17200,KANSAS                   ,DICKINSON,"-3,518","-3,199","-6,448","-8,812",-992,,,,,
17210,KANSAS                   ,DONIPHAN,"5,581","46,439","-37,441","-31,543","-41,047",,,,,
17220,KANSAS                   ,DOUGLAS,"104,550","127,622","81,835","26,310","26,452",,,,,
17230,KANSAS                   ,EDWARDS,-126,-356,-856,"-2,252",-393,,,,,
17240,KANSAS                   ,ELK,-835,"-1,233","-5,087","-4,016",-161,,,,,
17250,KANSAS                   ,ELLIS,-173,"-1,043","-8,812","-18,287",-73,,,,,
17260,KANSAS                   ,ELLSWORTH,71,264,"-7,827","-8,239",94,,,,,
17270,KANSAS                   ,FINNEY,"-1,371","-1,431","-9,093","-12,482",-943,,,,,
17280,KANSAS                   ,FORD,582,"-1,882","-8,167","-11,875",273,,,,,
17290,KANSAS                   ,FRANKLIN,"23,457","20,494","2,578","-8,452","-5,582",,,,,
17300,KANSAS                   ,GEARY,-11,-71,"-2,728","-7,961","-1,128",,,,,
17310,KANSAS                   ,GOVE,92,-11,-415,-621,-46,,,,,
17320,KANSAS                   ,GRAHAM,-266,"-1,291",-144,-877,20,,,,,
17330,KANSAS                   ,GRANT,-369,-380,-741,"-1,309",-762,,,,,
17340,KANSAS                   ,GRAY,205,"-1,016",-960,"-2,718",-115,,,,,
17350,KANSAS                   ,GREELEY,-452,-293,-10,-264,-66,,,,,
17360,KANSAS                   ,GREENWOOD,"-2,914",-942,"-6,172","-9,843","-1,620",,,,,
17370,KANSAS                   ,HAMILTON,972,-28,-131,-864,684,,,,,
17380,KANSAS                   ,HARPER,-608,"-1,362","-1,822","-2,682",-592,,,,,
17390,KANSAS                   ,HARVEY,"-72,682","-84,820","-83,306","-65,841","-37,826",,,,,
17391,KANSAS                   ,HASKELL,11,-578,-657,"-1,505",43,,,,,
17410,KANSAS                   ,HODGEMAN,250,0,-271,230,91,,,,,
17420,KANSAS                   ,JACKSON,"7,306","16,847","6,059","-2,024","2,638",,,,,
17430,KANSAS                   ,JEFFERSON,"11,025","19,645","6,207","-1,033","3,067",,,,,
17440,KANSAS                   ,JEWELL,-94,-330,-495,-931,-483,,,,,
17450,KANSAS                   ,JOHNSON,"254,576","179,607","-39,273","-152,329","-106,270",,,,,
17451,KANSAS                   ,KEARNY,137,-100,-267,-33,-185,,,,,
17470,KANSAS                   ,KINGMAN,"-1,998","-2,043","-3,949","-4,893","-1,308",,,,,
17480,KANSAS                   ,KIOWA,"-1,085",-655,-836,"-1,150",-77,,,,,
17490,KANSAS                   ,LABETTE,"-1,701","-5,830","-17,288","-20,980","-1,319",,,,,
17500,KANSAS                   ,LANE,-64,101,-104,"-1,106",-217,,,,,
17510,KANSAS                   ,LEAVENWORTH,"29,861","25,372","-1,894","-19,405","-14,245",,,,,
17520,KANSAS                   ,LINCOLN,134,"-1,053","-2,263","-3,987",-567,,,,,
17530,KANSAS                   ,LINN,"6,981","5,297","-2,054","-4,569","-3,495",,,,,
17540,KANSAS                   ,LOGAN,475,235,"-2,381",-991,-948,,,,,
17550,KANSAS                   ,LYON,"6,953","12,746","-9,659","-21,670",-116,,,,,
17560,KANSAS                   ,MCPHERSON,-788,"-2,388","-14,509","-23,163","-1,928",,,,,
17570,KANSAS                   ,MARION,"-1,451","-6,705","-9,253","-11,910","-2,714",,,,,
17580,KANSAS                   ,MARSHALL,417,240,"-5,896","-9,470",50,,,,,
17590,KANSAS                   ,MEADE,-730,356,-303,-92,35,,,,,
17600,KANSAS                   ,MIAMI,"24,141","18,957","-2,469","-10,722","-6,309",,,,,
17610,KANSAS                   ,MITCHELL,-242,-605,"-3,182","-5,996",-215,,,,,
17620,KANSAS                   ,MONTGOMERY,"-1,065",421,"-32,520","-49,640","-3,787",,,,,
17630,KANSAS                   ,MORRIS,94,196,"-2,859","-4,742",535,,,,,
17640,KANSAS                   ,MORTON,"-1,003",180,-248,-592,-966,,,,,
17650,KANSAS                   ,NEMAHA,760,"1,252","-4,038","-7,880",13,,,,,
17660,KANSAS                   ,NEOSHO,250,401,"-15,341","-16,976",453,,,,,
17670,KANSAS                   ,NESS,-335,-124,-399,-128,422,,,,,
17680,KANSAS                   ,NORTON,-41,"-1,288",252,"-2,748",-47,,,,,
17690,KANSAS                   ,OSAGE,"18,130","20,667","10,737","-3,056","3,623",,,,,
17700,KANSAS                   ,OSBORNE,116,"-1,117","-3,293","-4,015",153,,,,,
17710,KANSAS                   ,OTTAWA,355,93,"-1,458","-2,694",-270,,,,,
17720,KANSAS                   ,PAWNEE,-240,"-1,167","-1,543","-1,722",52,,,,,
17730,KANSAS                   ,PHILLIPS,-115,384,-312,"-1,508",-288,,,,,
17740,KANSAS                   ,POTTAWATOMIE,"4,169","5,987","1,772","-2,238","-1,192",,,,,
17750,KANSAS                   ,PRATT,-867,-839,"-4,297","-10,162",188,,,,,
17760,KANSAS                   ,RAWLINS,182,-900,"-1,834","-2,330",-490,,,,,
17770,KANSAS                   ,RENO,"1,314","-6,614","-43,292","-61,754","-2,902",,,,,
17780,KANSAS                   ,REPUBLIC,302,-528,"-2,927","-4,424",-506,,,,,
17790,KANSAS                   ,RICE,296,-522,"-6,543","-8,874",-76,,,,,
17800,KANSAS                   ,RILEY,"3,968","2,413","-2,584","-9,025","-6,142",,,,,
17810,KANSAS                   ,ROOKS,"-1,128",-788,-733,"-1,795",-419,,,,,
17820,KANSAS                   ,RUSH,45,"-1,954","-3,302","-4,518",181,,,,,
17830,KANSAS                   ,RUSSELL,-257,545,"-2,307","-4,071",84,,,,,
17840,KANSAS                   ,SALINE,835,"-2,786","-22,734","-38,183",-80,,,,,
17841,KANSAS                   ,SCOTT,-59,"-1,950",-151,0,-45,,,,,
17860,KANSAS                   ,SEDGWICK,"-698,837","-765,719","-813,645","-739,791","-497,615",,,,,
17870,KANSAS                   ,SEWARD,-446,"-1,122","-4,726","-8,684",771,,,,,
17880,KANSAS                   ,SHAWNEE,"251,336","342,942","150,528","-44,006","52,787",,,,,
17890,KANSAS                   ,SHERIDAN,-62,27,141,-246,-367,,,,,
17900,KANSAS                   ,SHERMAN,"-1,457","-1,089","-2,172","-2,370",-294,,,,,
17910,KANSAS                   ,SMITH,-711,"-2,264","-2,587","-2,586",-381,,,,,
17920,KANSAS                   ,STAFFORD,-947,539,"-2,160","-3,542","1,435",,,,,
17921,KANSAS                   ,STANTON,-1,-3,-45,-473,123,,,,,
17940,KANSAS                   ,STEVENS,-611,"-1,146","-1,067","-1,971",-685,,,,,
17950,KANSAS                   ,SUMNER,"-38,244","-35,817","-44,721","-34,138","-19,715",,,,,
17960,KANSAS                   ,THOMAS,-594,-921,"-1,800","-3,641",-676,,,,,
17970,KANSAS                   ,TREGO,-115,-250,0,"-1,354",-215,,,,,
17980,KANSAS                   ,WABAUNSEE,"4,987","8,087","3,123","-1,926","2,301",,,,,
17981,KANSAS                   ,WALLACE,188,-63,-602,-700,-204,,,,,
17982,KANSAS                   ,WASHINGTON,-317,-646,"-1,844","-2,829",-3,,,,,
17983,KANSAS                   ,WICHITA,-105,0,-420,-135,11,,,,,
17984,KANSAS                   ,WILSON,-453,-782,"-7,267","-7,429","-1,260",,,,,
17985,KANSAS                   ,WOODSON,119,-785,"-5,807","-4,643",-403,,,,,
17986,KANSAS                   ,WYANDOTTE,"93,032","70,186","-10,026","-49,279","-31,894",,,,,
18000,KENTUCKY                 ,ADAIR,"9,181","8,416","7,135","9,120","7,346",,,,,
18010,KENTUCKY                 ,ALLEN,"7,460","13,577","6,525","4,856","1,221",,,,,
18020,KENTUCKY                 ,ANDERSON,"5,790","2,597","2,832","6,631","6,283",,,,,
18030,KENTUCKY                 ,BALLARD,"14,154","10,639","9,647","5,813","7,756",,,,,
18040,KENTUCKY                 ,BARREN,"27,752","27,097","24,145","15,459","14,696",,,,,
18050,KENTUCKY                 ,BATH,"4,905","4,037","2,711","2,134","3,207",,,,,
18060,KENTUCKY                 ,BELL,335,"6,815","2,447","-7,765","-12,511",,,,,
18070,KENTUCKY                 ,BOONE,"-48,736","-100,250","-49,818","-14,117","-63,208",,,,,
18080,KENTUCKY                 ,BOURBON,"-3,054","-4,196",-9,"9,864","13,260",,,,,
18090,KENTUCKY                 ,BOYD,"-136,760","-180,736","-198,522","-151,456","-124,050",,,,,
18100,KENTUCKY                 ,BOYLE,"16,293","10,903","13,292","12,476","11,890",,,,,
18110,KENTUCKY                 ,BRACKEN,"-7,358","-10,417","-4,205",243,"-4,770",,,,,
18120,KENTUCKY                 ,BREATHITT,"5,608","5,065","3,724","3,844","4,921",,,,,
18130,KENTUCKY                 ,BRECKINRIDGE,"-7,214","-8,430","-6,090",-548,"-1,520",,,,,
18140,KENTUCKY                 ,BULLITT,"-65,165","-61,925","-81,076","-19,306","-13,214",,,,,
18150,KENTUCKY                 ,BUTLER,"11,341","10,522","10,879","5,895","4,431",,,,,
18160,KENTUCKY                 ,CALDWELL,"9,886","8,171","5,056","5,388","7,166",,,,,
18170,KENTUCKY                 ,CALLOWAY,"14,008","9,898","6,748",509,"2,855",,,,,
18180,KENTUCKY                 ,CAMPBELL,"-57,942","-92,762","-54,734","-12,576","-57,047",,,,,
18190,KENTUCKY                 ,CARLISLE,"5,374","5,384","5,574","3,463","4,093",,,,,
18191,KENTUCKY                 ,CARROLL,481,"-3,565",-959,"1,306","-1,217",,,,,
18210,KENTUCKY                 ,CARTER,"-1,567","-14,223","-20,667","-14,374","-9,764",,,,,
18220,KENTUCKY                 ,CASEY,"8,953","7,805","6,676","5,639","3,344",,,,,
18230,KENTUCKY                 ,CHRISTIAN,"-98,744","-50,726","-42,470","42,693","49,661",,,,,
18240,KENTUCKY                 ,CLARK,"-22,277","-23,457","-2,749","25,706","37,299",,,,,
18250,KENTUCKY                 ,CLAY,"11,366","13,722","12,333","9,767","8,637",,,,,
18260,KENTUCKY                 ,CLINTON,"4,469","2,204","-2,068",-625,"-7,012",,,,,
18270,KENTUCKY                 ,CRITTENDEN,"9,987","7,381","8,273","5,637","4,331",,,,,
18271,KENTUCKY                 ,CUMBERLAND,"8,845","3,690","4,358",604,"1,882",,,,,
18290,KENTUCKY                 ,DAVIESS,"-418,231","-363,460","-339,270","-162,500","-160,152",,,,,
18291,KENTUCKY                 ,EDMONSON,"42,143","27,642","22,280","10,914","1,292",,,,,
18310,KENTUCKY                 ,ELLIOTT,"2,893",-524,-661,"2,432",879,,,,,
18320,KENTUCKY                 ,ESTILL,"11,775","10,830","8,780","8,251","6,815",,,,,
18330,KENTUCKY                 ,FAYETTE,"-152,672","-136,120","-37,407","205,324","280,292",,,,,
18340,KENTUCKY                 ,FLEMING,"6,479","3,696","5,049","4,300","4,018",,,,,
18350,KENTUCKY                 ,FLOYD,"21,863","13,896","14,564","15,738","16,201",,,,,
18360,KENTUCKY                 ,FRANKLIN,29,"-2,809","-16,215","16,695","18,504",,,,,
18361,KENTUCKY                 ,FULTON,"-2,555","-3,377","-3,297","-2,742","-11,640",,,,,
18362,KENTUCKY                 ,GALLATIN,"-5,272","-11,620","-7,819","-1,505","-7,502",,,,,
18390,KENTUCKY                 ,GARRARD,"6,673","4,454","5,289","7,322","7,043",,,,,
18400,KENTUCKY                 ,GRANT,"-10,062","-21,298","-11,581","-1,791","-12,384",,,,,
18410,KENTUCKY                 ,GRAVES,"43,767","35,060","28,725","23,923","17,619",,,,,
18420,KENTUCKY                 ,GRAYSON,"2,834","5,223","-1,178","2,078",-357,,,,,
18421,KENTUCKY                 ,GREEN,"4,660","3,898","5,501","4,876","2,298",,,,,
18440,KENTUCKY                 ,GREENUP,"-103,948","-147,352","-174,705","-128,626","-103,066",,,,,
18450,KENTUCKY                 ,HANCOCK,"-29,728","-26,365","-21,854","-13,297","-8,737",,,,,
18460,KENTUCKY                 ,HARDIN,"-192,420","-152,184","-102,877","-61,797","-132,960",,,,,
18470,KENTUCKY                 ,HARLAN,"15,096","11,754","14,107","12,126","8,495",,,,,
18480,KENTUCKY                 ,HARRISON,"13,494","6,691","9,861","9,908","9,056",,,,,
18490,KENTUCKY                 ,HART,"5,160","9,130","3,206","2,843",-194,,,,,
18500,KENTUCKY                 ,HENDERSON,"-144,449","-71,068","-76,537","-30,197","-25,707",,,,,
18510,KENTUCKY                 ,HENRY,"-30,173","-30,813","-42,596","-9,951","-4,926",,,,,
18511,KENTUCKY                 ,HICKMAN,"5,822","3,823","4,000","1,893","2,296",,,,,
18530,KENTUCKY                 ,HOPKINS,"25,569","21,363","17,004","16,088","11,807",,,,,
18540,KENTUCKY                 ,JACKSON,"6,051","3,675","4,158","3,611","2,737",,,,,
18550,KENTUCKY                 ,JEFFERSON,"-1,324,272","-1,331,848","-1,746,463","-481,671","-213,535",,,,,
18560,KENTUCKY                 ,JESSAMINE,"-14,229","-16,841","-3,826","22,991","35,112",,,,,
18570,KENTUCKY                 ,JOHNSON,"11,733","9,442","7,343","7,499","7,918",,,,,
18580,KENTUCKY                 ,KENTON,"-80,734","-147,730","-88,516","-22,976","-90,572",,,,,
18590,KENTUCKY                 ,KNOTT,"4,836","4,544","5,415","4,156","4,490",,,,,
18600,KENTUCKY                 ,KNOX,"9,922","7,865","5,411","4,679","9,654",,,,,
18610,KENTUCKY                 ,LARUE,"-35,895","-31,154","-17,894","-11,055","-26,083",,,,,
18620,KENTUCKY                 ,LAUREL,"15,451","13,609","13,059","12,215","15,803",,,,,
18630,KENTUCKY                 ,LAWRENCE,"1,466","1,701",522,"-3,270","-3,408",,,,,
18640,KENTUCKY                 ,LEE,"7,888","6,237","4,830","4,312","3,885",,,,,
18650,KENTUCKY                 ,LESLIE,"6,481","6,100","4,871","5,004","3,591",,,,,
18660,KENTUCKY                 ,LETCHER,"9,025","8,946","4,204","7,294","7,145",,,,,
18670,KENTUCKY                 ,LEWIS,-811,"1,905","1,496",774,-301,,,,,
18680,KENTUCKY                 ,LINCOLN,"17,391","10,233","11,139","11,677","9,858",,,,,
18690,KENTUCKY                 ,LIVINGSTON,"9,352","7,362","7,225","5,628","4,599",,,,,
18700,KENTUCKY                 ,LOGAN,"12,435","16,047","9,403","7,907",-155,,,,,
18710,KENTUCKY                 ,LYON,"5,916","5,232","4,769","4,126","4,300",,,,,
18720,KENTUCKY                 ,MCCRACKEN,"75,787","63,363","51,366","51,482","39,260",,,,,
18730,KENTUCKY                 ,MCCREARY,-626,178,-988,134,265,,,,,
18740,KENTUCKY                 ,MCLEAN,"-34,873","-33,677","-34,717","-9,829","-13,369",,,,,
18750,KENTUCKY                 ,MADISON,"35,248","22,085","17,914","23,832","23,377",,,,,
18760,KENTUCKY                 ,MAGOFFIN,"10,821","9,526","6,888","4,824","4,936",,,,,
18770,KENTUCKY                 ,MARION,"4,126","4,591","2,388","6,517","6,492",,,,,
18780,KENTUCKY                 ,MARSHALL,"17,568","14,202","18,585","16,671","12,189",,,,,
18790,KENTUCKY                 ,MARTIN,351,"1,315","1,236","2,493",-388,,,,,
18800,KENTUCKY                 ,MASON,"8,230","2,281","4,119","6,338","3,427",,,,,
18801,KENTUCKY                 ,MEADE,"-23,824","-25,089","-26,312","-12,043","-11,692",,,,,
18802,KENTUCKY                 ,MENIFEE,"2,630","1,621","1,707","2,629","1,081",,,,,
18830,KENTUCKY                 ,MERCER,"11,315","7,713","7,635","7,968","8,920",,,,,
18831,KENTUCKY                 ,METCALFE,"7,292","5,684","5,077","4,076","4,624",,,,,
18850,KENTUCKY                 ,MONROE,"3,932","3,964","-5,045","-5,845",755,,,,,
18860,KENTUCKY                 ,MONTGOMERY,"5,832","4,537","5,908","9,999","10,674",,,,,
18861,KENTUCKY                 ,MORGAN,"4,258","2,655","1,927","3,218","4,289",,,,,
18880,KENTUCKY                 ,MUHLENBERG,"17,995","13,395","9,948","5,098","6,980",,,,,
18890,KENTUCKY                 ,NELSON,"-59,346","-66,254","-84,896","-21,382","-9,873",,,,,
18900,KENTUCKY                 ,NICHOLAS,"1,921",709,874,"1,434","3,631",,,,,
18910,KENTUCKY                 ,OHIO,-869,-755,-673,"6,097",833,,,,,
18920,KENTUCKY                 ,OLDHAM,"-49,253","-47,684","-64,096","-19,674","-8,264",,,,,
18930,KENTUCKY                 ,OWEN,"2,137","2,181",484,"2,882","2,241",,,,,
18931,KENTUCKY                 ,OWSLEY,"5,916","2,193","2,630","3,564","3,642",,,,,
18932,KENTUCKY                 ,PENDLETON,"-6,106","-12,511","-5,878","-1,324","-10,490",,,,,
18960,KENTUCKY                 ,PERRY,"15,318","11,089","13,552","13,272","8,724",,,,,
18970,KENTUCKY                 ,PIKE,"24,436","25,409","16,708","20,036","18,124",,,,,
18971,KENTUCKY                 ,POWELL,"2,243","1,394","1,679","2,655","4,545",,,,,
18972,KENTUCKY                 ,PULASKI,"27,509","20,283","22,312","24,109","21,442",,,,,
18973,KENTUCKY                 ,ROBERTSON,960,"1,626","1,048",864,"1,230",,,,,
18974,KENTUCKY                 ,ROCKCASTLE,"8,993","9,590","8,484","7,382","6,541",,,,,
18975,KENTUCKY                 ,ROWAN,"6,468","7,127","4,030","3,870","5,477",,,,,
18976,KENTUCKY                 ,RUSSELL,"4,574","6,132","5,919","5,499","4,761",,,,,
18977,KENTUCKY                 ,SCOTT,"-12,152","-15,326","-4,504","24,319","29,595",,,,,
18978,KENTUCKY                 ,SHELBY,"-53,034","-61,953","-94,794","-23,247","-10,157",,,,,
18979,KENTUCKY                 ,SIMPSON,"26,300","27,355","11,682","6,446","2,079",,,,,
18980,KENTUCKY                 ,SPENCER,"-23,386","-21,010","-33,367","-9,112","-3,745",,,,,
18981,KENTUCKY                 ,TAYLOR,"17,039","9,095","9,335","16,005","14,520",,,,,
18982,KENTUCKY                 ,TODD,494,626,-977,"5,912","8,849",,,,,
18983,KENTUCKY                 ,TRIGG,"-21,689","-9,586","-8,961","7,280","12,102",,,,,
18984,KENTUCKY                 ,TRIMBLE,"-15,001","-14,189","-17,343","-4,302","-1,600",,,,,
18985,KENTUCKY                 ,UNION,-834,"2,149",-460,"2,385","2,550",,,,,
18986,KENTUCKY                 ,WARREN,"232,307","206,775","119,443","87,193","12,144",,,,,
18987,KENTUCKY                 ,WASHINGTON,"2,827","-2,026","-3,344","3,880","4,014",,,,,
18988,KENTUCKY                 ,WAYNE,"1,945","2,191","2,025","1,588",-9,,,,,
18989,KENTUCKY                 ,WEBSTER,"-14,404","-4,762","-6,594","-2,663",-959,,,,,
18990,KENTUCKY                 ,WHITLEY,"22,955","20,934","18,372","18,663","21,832",,,,,
18991,KENTUCKY                 ,WOLFE,"4,583","5,029","3,733","3,412","4,123",,,,,
18992,KENTUCKY                 ,WOODFORD,"-4,255","-5,366",175,"9,543","13,436",,,,,
19000,LOUISIANA                ,ACADIA,"82,265","87,458","65,454","20,722","-2,764",,,,,
19010,LOUISIANA                ,ALLEN,"30,480","40,569","28,790","6,311","-4,190",,,,,
19020,LOUISIANA                ,ASCENSION,"14,339","17,509","-5,350","-28,847","-106,669",,,,,
19030,LOUISIANA                ,ASSUMPTION,"25,622","31,617","19,483","6,396","-6,110",,,,,
19040,LOUISIANA                ,AVOYELLES,"136,638","109,351","93,646","29,204","-12,418",,,,,
19050,LOUISIANA                ,BEAUREGARD,"41,841","57,294","41,774","10,757","-11,867",,,,,
19060,LOUISIANA                ,BIENVILLE,"51,890","64,383","53,106","17,327","-4,405",,,,,
19070,LOUISIANA                ,BOSSIER,"-172,170","-23,853","-4,659",-170,"-82,653",,,,,
19080,LOUISIANA                ,CADDO,"-579,475","-86,225","-21,876","-18,865","-257,246",,,,,
19090,LOUISIANA                ,CALCASIEU,"-14,429","79,548","104,820","-170,172","-261,190",,,,,
19100,LOUISIANA                ,CALDWELL,"14,763","17,787","11,754","4,346","-8,618",,,,,
19110,LOUISIANA                ,CAMERON,-200,552,900,"-2,795","-3,409",,,,,
19120,LOUISIANA                ,CATAHOULA,"20,320","29,094","13,895","7,465","-1,242",,,,,
19130,LOUISIANA                ,CLAIBORNE,"39,475","58,622","35,010","13,288","-4,252",,,,,
19140,LOUISIANA                ,CONCORDIA,"28,479","42,189","29,632","8,326","-4,971",,,,,
19150,LOUISIANA                ,DE SOTO,"-53,006","-6,684",186,551,"-22,871",,,,,
19160,LOUISIANA                ,EAST BATON ROUGE,"93,068","107,384","-24,708","-190,581","-560,038",,,,,
19170,LOUISIANA                ,EAST CARROLL,"21,851","27,636","15,557","4,912","-1,267",,,,,
19180,LOUISIANA                ,EAST FELICIANA,"7,247","7,289","-1,135","-15,260","-37,065",,,,,
19190,LOUISIANA                ,EVANGELINE,"90,421","106,211","65,502","17,687","-2,543",,,,,
19200,LOUISIANA                ,FRANKLIN,"48,191","62,842","50,069","15,195","-7,358",,,,,
