"ESRD - HOSPICE - 2011 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE",,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA
04460,ARKANSAS                 ,MISSISSIPPI            ,104," 7,842 ",6.28," 7,842 ",6.28,0,0,0,103,0,0
04470,ARKANSAS                 ,MONROE                 ,17, -   ,0, -   ,0,0,0,0,17,0,0
04480,ARKANSAS                 ,MONTGOMERY             ,7," 19,098 ",227.36," 19,098 ",227.36,0,0,0,7,0,0
04490,ARKANSAS                 ,NEVADA                 ,18, -   ,0, -   ,0,0,0,0,18,0,0
04500,ARKANSAS                 ,NEWTON                 ,4, -   ,0, -   ,0,0,0,0,3,0,0
04510,ARKANSAS                 ,OUACHITA               ,61," 1,324 ",1.81," 1,324 ",1.81,0,0,0,60,0,0
04520,ARKANSAS                 ,PERRY                  ,11, -   ,0, -   ,0,0,0,0,11,0,0
04530,ARKANSAS                 ,PHILLIPS               ,61," 28,388 ",38.78," 28,388 ",38.78,0,0,0,61,0,0
04540,ARKANSAS                 ,PIKE                   ,17, -   ,0, -   ,0,0,0,0,15,0,0
04550,ARKANSAS                 ,POINSETT               ,42, -   ,0, -   ,0,0,0,0,41,0,0
04560,ARKANSAS                 ,POLK                   ,21," 8,943 ",35.49," 8,943 ",35.49,0,0,0,21,0,0
04570,ARKANSAS                 ,POPE                   ,59," 6,911 ",9.76," 6,911 ",9.76,0,0,0,56,0,0
04580,ARKANSAS                 ,PRAIRIE                ,15, 799 ,4.44, 799 ,4.44,0,0,0,14,0,0
04590,ARKANSAS                 ,PULASKI                ,684," 61,563 ",7.5," 61,563 ",7.5,0,0,0,645,0,0
04600,ARKANSAS                 ,RANDOLPH               ,24," 9,991 ",34.69," 9,991 ",34.69,0,0,0,24,0,0
04610,ARKANSAS                 ,ST  FRANCIS            ,80," 7,715 ",8.04," 7,715 ",8.04,0,0,0,75,0,0
04620,ARKANSAS                 ,SALINE                 ,51, -   ,0, -   ,0,0,0,0,49,0,0
04630,ARKANSAS                 ,SCOTT                  ,9, -   ,0, -   ,0,0,0,0,9,0,0
04640,ARKANSAS                 ,SEARCY                 ,13," 12,618 ",80.88," 12,618 ",80.88,0,0,0,12,0,0
04650,ARKANSAS                 ,SEBASTIAN              ,144," 3,484 ",2.02," 3,484 ",2.02,0,0,0,134,0,0
04660,ARKANSAS                 ,SEVIER                 ,10," 2,356 ",19.63," 2,356 ",19.63,0,0,0,10,0,0
04670,ARKANSAS                 ,SHARP                  ,16, 942 ,4.91, 942 ,4.91,0,0,0,16,0,0
04680,ARKANSAS                 ,STONE                  ,11, -   ,0, -   ,0,0,0,0,11,0,0
04690,ARKANSAS                 ,UNION                  ,108," 1,364 ",1.05," 1,364 ",1.05,0,0,0,106,0,0
04700,ARKANSAS                 ,VAN BUREN              ,18, -   ,0, -   ,0,0,0,0,18,0,0
