"SNF Wage Indices bt Fiscal Year -- Note: ""A"" and ""B"" designation indicate that there was a mid-year change in the index due to change in claims processor during the year.",,,,,,,,,,
County code,State,County name,CBSA 2013,SNF Wage 2007,SNF Wage 2008,SNF Wage 2009 A,SNF Wage 2009 B,SNF Wage 2010,SNF Wage 2011,SNF Wage 2013
14550,IL,KENDALL,16974, 1.0751 , 1.0735 , NA , 1.0399 , 1.0471 , 1.0593 , 1.0600 
14560,IL,KNOX,NA, 0.8320 , 0.8335 , NA , 0.8386 , 0.8312 , 0.8343 , 0.8438 
14570,IL,LAKE,29404, 1.0570 , 1.0315 , NA , 1.0389 , 1.0475 , 1.0781 , 1.0558 
14580,IL,LA SALLE,NA, 0.8320 , 0.8335 , NA , 0.8386 , 0.8312 , 0.8343 , 0.8438 
14590,IL,LAWRENCE,NA, 0.8320 , 0.8335 , NA , 0.8386 , 0.8312 , 0.8343 , 0.8438 
14600,IL,LEE,NA, 0.8320 , 0.8335 , NA , 0.8386 , 0.8312 , 0.8343 , 0.8438 
14610,IL,LIVINGSTON,NA, 0.8320 , 0.8335 , NA , 0.8386 , 0.8312 , 0.8343 , 0.8438 
14620,IL,LOGAN,NA, 0.8320 , 0.8335 , NA , 0.8386 , 0.8312 , 0.8343 , 0.8438 
14630,IL,MCDONOUGH,NA, 0.8320 , 0.8335 , NA , 0.8386 , 0.8312 , 0.8343 , 0.8438 
14640,IL,MCHENRY,16974, 1.0751 , 1.0735 , NA , 1.0399 , 1.0471 , 1.0593 , 1.0600 
14650,IL,MCLEAN,14060, 0.8944 , 0.9325 , NA , 0.9323 , 0.9378 , 0.9439 , 0.9502 
14660,IL,MACON,19500, 0.8172 , 0.8074 , NA , 0.8145 , 0.7995 , 0.7916 , 0.7993 
14670,IL,MACOUPIN,41180, 0.9005 , 0.9024 , NA , 0.9006 , 0.9102 , 0.9090 , 0.9420 
14680,IL,MADISON,41180, 0.9005 , 0.9024 , NA , 0.9006 , 0.9102 , 0.9090 , 0.9420 
14690,IL,MARION,NA, 0.8320 , 0.8335 , NA , 0.8386 , 0.8312 , 0.8343 , 0.8438 
14700,IL,MARSHALL,37900, 0.8982 , 0.9299 , NA , 0.9038 , 0.9155 , 0.9149 , 0.8882 
14710,IL,MASON,NA, 0.8320 , 0.8335 , NA , 0.8386 , 0.8312 , 0.8343 , 0.8438 
14720,IL,MASSAC,NA, 0.8320 , 0.8335 , NA , 0.8386 , 0.8312 , 0.8343 , 0.8438 
14730,IL,MENARD,44100, 0.8890 , 0.8944 , NA , 0.9102 , 0.9545 , 0.9130 , 0.9179 
14740,IL,MERCER,19340, 0.8846 , 0.8830 , NA , 0.8435 , 0.8284 , 0.8400 , 0.9145 
14750,IL,MONROE,41180, 0.9005 , 0.9024 , NA , 0.9006 , 0.9102 , 0.9090 , 0.9420 
14760,IL,MONTGOMERY,NA, 0.8320 , 0.8335 , NA , 0.8386 , 0.8312 , 0.8343 , 0.8438 
14770,IL,MORGAN,NA, 0.8320 , 0.8335 , NA , 0.8386 , 0.8312 , 0.8343 , 0.8438 
14780,IL,MOULTRIE,NA, 0.8320 , 0.8335 , NA , 0.8386 , 0.8312 , 0.8343 , 0.8438 
14790,IL,OGLE,NA, 0.8320 , 0.8335 , NA , 0.8386 , 0.8312 , 0.8343 , 0.8438 
14800,IL,PEORIA,37900, 0.8982 , 0.9299 , NA , 0.9038 , 0.9155 , 0.9149 , 0.8882 
14810,IL,PERRY,NA, 0.8320 , 0.8335 , NA , 0.8386 , 0.8312 , 0.8343 , 0.8438 
14820,IL,PIATT,16580, 0.9644 , 0.9392 , NA , 0.9461 , 1.0108 , 1.0235 , 0.9907 
14830,IL,PIKE,NA, 0.8320 , 0.8335 , NA , 0.8386 , 0.8312 , 0.8343 , 0.8438 
14831,IL,POPE,NA, 0.8320 , 0.8335 , NA , 0.8386 , 0.8312 , 0.8343 , 0.8438 
14850,IL,PULASKI,NA, 0.8320 , 0.8335 , NA , 0.8386 , 0.8312 , 0.8343 , 0.8438 
14860,IL,PUTNAM,NA, 0.8320 , 0.8335 , NA , 0.8386 , 0.8312 , 0.8343 , 0.8438 
14870,IL,RANDOLPH,NA, 0.8320 , 0.8335 , NA , 0.8386 , 0.8312 , 0.8343 , 0.8438 
14880,IL,RICHLAND,NA, 0.8320 , 0.8335 , NA , 0.8386 , 0.8312 , 0.8343 , 0.8438 
14890,IL,ROCK ISLAND,19340, 0.8846 , 0.8830 , NA , 0.8435 , 0.8284 , 0.8400 , 0.9145 
14900,IL,ST. CLAIR,41180, 0.9005 , 0.9024 , NA , 0.9006 , 0.9102 , 0.9090 , 0.9420 
14910,IL,SALINE,NA, 0.8320 , 0.8335 , NA , 0.8386 , 0.8312 , 0.8343 , 0.8438 
14920,IL,SANGAMON,44100, 0.8890 , 0.8944 , NA , 0.9102 , 0.9545 , 0.9130 , 0.9179 
14921,IL,SCHUYLER,NA, 0.8320 , 0.8335 , NA , 0.8386 , 0.8312 , 0.8343 , 0.8438 
14940,IL,SCOTT,NA, 0.8320 , 0.8335 , NA , 0.8386 , 0.8312 , 0.8343 , 0.8438 
14950,IL,SHELBY,NA, 0.8320 , 0.8335 , NA , 0.8386 , 0.8312 , 0.8343 , 0.8438 
14960,IL,STARK,37900, 0.8982 , 0.9299 , NA , 0.9038 , 0.9155 , 0.9149 , 0.8882 
14970,IL,STEPHENSON,NA, 0.8320 , 0.8335 , NA , 0.8386 , 0.8312 , 0.8343 , 0.8438 
14980,IL,TAZEWELL,37900, 0.8982 , 0.9299 , NA , 0.9038 , 0.9155 , 0.9149 , 0.8882 
14981,IL,UNION,NA, 0.8320 , 0.8335 , NA , 0.8386 , 0.8312 , 0.8343 , 0.8438 
14982,IL,VERMILION,19180, 0.9266 , 0.8957 , NA , 0.9374 , 0.8738 , 0.9693 , 0.9977 
14983,IL,WABASH,NA, 0.8320 , 0.8335 , NA , 0.8386 , 0.8312 , 0.8343 , 0.8438 
14984,IL,WARREN,NA, 0.8320 , 0.8335 , NA , 0.8386 , 0.8312 , 0.8343 , 0.8438 
14985,IL,WASHINGTON,NA, 0.8320 , 0.8335 , NA , 0.8386 , 0.8312 , 0.8343 , 0.8438 
14986,IL,WAYNE,NA, 0.8320 , 0.8335 , NA , 0.8386 , 0.8312 , 0.8343 , 0.8438 
14987,IL,WHITE,NA, 0.8320 , 0.8335 , NA , 0.8386 , 0.8312 , 0.8343 , 0.8438 
14988,IL,WHITESIDE,NA, 0.8320 , 0.8335 , NA , 0.8386 , 0.8312 , 0.8343 , 0.8438 
14989,IL,WILL,16974, 1.0751 , 1.0735 , NA , 1.0399 , 1.0471 , 1.0593 , 1.0600 
14990,IL,WILLIAMSON,NA, 0.8320 , 0.8335 , NA , 0.8386 , 0.8312 , 0.8343 , 0.8438 
14991,IL,WINNEBAGO,40420, 0.9989 , 0.9814 , NA , 0.9835 , 1.0152 , 1.0033 , 0.9935 
14992,IL,WOODFORD,37900, 0.8982 , 0.9299 , NA , 0.9038 , 0.9155 , 0.9149 , 0.8882 
15000,IN,ADAMS,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15010,IN,ALLEN,23060, 0.9517 , 0.9284 , NA , 0.9176 , 0.9012 , 0.9362 , 0.9633 
15020,IN,BARTHOLOMEW,18020, 0.9318 , 0.9537 , NA , 0.9739 , 0.9536 , 0.9434 , 0.9564 
15030,IN,BENTON,29140, 0.8931 , 0.8869 , NA , 0.9221 , 0.9181 , 0.9289 , 0.9316 
15040,IN,BLACKFORD,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15050,IN,BOONE,26900, 0.9895 , 0.9844 , NA , 0.9908 , 0.9742 , 0.9672 , 0.9870 
15060,IN,BROWN,26900, 0.9895 , 0.9844 , NA , 0.9908 , 0.9742 , 0.9672 , 0.9870 
15070,IN,CARROLL,29140, 0.8931 , 0.8869 , NA , 0.9221 , 0.9181 , 0.9289 , 0.9316 
15080,IN,CASS,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15090,IN,CLARK,31140, 0.9118 , 0.9065 , NA , 0.9249 , 0.8964 , 0.8896 , 0.8862 
15100,IN,CLAY,45460, 0.8765 , 0.8805 , NA , 0.9085 , 0.9061 , 0.9205 , 0.9113 
15110,IN,CLINTON,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15120,IN,CRAWFORD,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15130,IN,DAVIESS,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15140,IN,DEARBORN,17140, 0.9601 , 0.9784 , NA , 0.9687 , 0.9483 , 0.9699 , 0.9508 
15150,IN,DECATUR,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15160,IN,DE KALB,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15170,IN,DELAWARE,34620, 0.8562 , 0.8214 , NA , 0.8489 , 0.8386 , 0.8206 , 0.8734 
15180,IN,DUBOIS,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15190,IN,ELKHART,21140, 0.9426 , 0.9611 , NA , 0.9568 , 0.9489 , 0.9465 , 0.9097 
15200,IN,FAYETTE,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15210,IN,FLOYD,31140, 0.9118 , 0.9065 , NA , 0.9249 , 0.8964 , 0.8896 , 0.8862 
15220,IN,FOUNTAIN,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15230,IN,FRANKLIN,17140, 0.9601 , 0.9784 , NA , 0.9687 , 0.9483 , 0.9699 , 0.9508 
15240,IN,FULTON,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15250,IN,GIBSON,21780, 0.9071 , 0.8662 , NA , 0.8690 , 0.8522 , 0.8433 , 0.8401 
15260,IN,GRANT,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15270,IN,GREENE,14020, 0.8533 , 0.8915 , NA , 0.8979 , 0.9043 , 0.8989 , 0.8752 
15280,IN,HAMILTON,26900, 0.9895 , 0.9844 , NA , 0.9908 , 0.9742 , 0.9672 , 0.9870 
15290,IN,HANCOCK,26900, 0.9895 , 0.9844 , NA , 0.9908 , 0.9742 , 0.9672 , 0.9870 
15300,IN,HARRISON,31140, 0.9118 , 0.9065 , NA , 0.9249 , 0.8964 , 0.8896 , 0.8862 
15310,IN,HENDRICKS,26900, 0.9895 , 0.9844 , NA , 0.9908 , 0.9742 , 0.9672 , 0.9870 
15320,IN,HENRY,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15330,IN,HOWARD,29020, 0.9669 , 0.9591 , NA , 0.9349 , 0.9862 , 0.9130 , 0.8756 
15340,IN,HUNTINGTON,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15350,IN,JACKSON,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15360,IN,JASPER,23844, 0.9334 , 0.9224 , NA , 0.9250 , 0.9288 , 0.9084 , 0.9259 
15370,IN,JAY,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15380,IN,JEFFERSON,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15390,IN,JENNINGS,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15400,IN,JOHNSON,26900, 0.9895 , 0.9844 , NA , 0.9908 , 0.9742 , 0.9672 , 0.9870 
15410,IN,KNOX,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15420,IN,KOSCIUSKO,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15430,IN,LAGRANGE,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15440,IN,LAKE,23844, 0.9334 , 0.9224 , NA , 0.9250 , 0.9288 , 0.9084 , 0.9259 
15450,IN,LA PORTE,33140, 0.9118 , 0.8914 , NA , 0.9159 , 0.9311 , 0.9470 , 0.9694 
15460,IN,LAWRENCE,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15470,IN,MADISON,11300, 0.8681 , 0.8827 , NA , 0.8760 , 0.9052 , 0.9192 , 0.9547 
15480,IN,MARION,26900, 0.9895 , 0.9844 , NA , 0.9908 , 0.9742 , 0.9672 , 0.9870 
15490,IN,MARSHALL,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15500,IN,MARTIN,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15510,IN,MIAMI,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15520,IN,MONROE,14020, 0.8533 , 0.8915 , NA , 0.8979 , 0.9043 , 0.8989 , 0.8752 
15530,IN,MONTGOMERY,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15540,IN,MORGAN,26900, 0.9895 , 0.9844 , NA , 0.9908 , 0.9742 , 0.9672 , 0.9870 
15550,IN,NEWTON,23844, 0.9334 , 0.9224 , NA , 0.9250 , 0.9288 , 0.9084 , 0.9259 
15560,IN,NOBLE,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15570,IN,OHIO,17140, 0.9601 , 0.9784 , NA , 0.9687 , 0.9483 , 0.9699 , 0.9508 
15580,IN,ORANGE,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15590,IN,OWEN,14020, 0.8533 , 0.8915 , NA , 0.8979 , 0.9043 , 0.8989 , 0.8752 
15600,IN,PARKE,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15610,IN,PERRY,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15620,IN,PIKE,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15630,IN,PORTER,23844, 0.9334 , 0.9224 , NA , 0.9250 , 0.9288 , 0.9084 , 0.9259 
15640,IN,POSEY,21780, 0.9071 , 0.8662 , NA , 0.8690 , 0.8522 , 0.8433 , 0.8401 
15650,IN,PULASKI,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15660,IN,PUTNAM,26900, 0.9895 , 0.9844 , NA , 0.9908 , 0.9742 , 0.9672 , 0.9870 
15670,IN,RANDOLPH,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15680,IN,RIPLEY,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15690,IN,RUSH,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15700,IN,ST. JOSEPH,43780, 0.9842 , 0.9617 , NA , 0.9761 , 0.9690 , 0.9948 , 0.9531 
15710,IN,SCOTT,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15720,IN,SHELBY,26900, 0.9895 , 0.9844 , NA , 0.9908 , 0.9742 , 0.9672 , 0.9870 
15730,IN,SPENCER,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15740,IN,STARKE,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15750,IN,STEUBEN,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15760,IN,SULLIVAN,45460, 0.8765 , 0.8805 , NA , 0.9085 , 0.9061 , 0.9205 , 0.9113 
15770,IN,SWITZERLAND,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15780,IN,TIPPECANOE,29140, 0.8931 , 0.8869 , NA , 0.9221 , 0.9181 , 0.9289 , 0.9316 
15790,IN,TIPTON,29020, 0.9669 , 0.9591 , NA , 0.9349 , 0.9862 , 0.9130 , 0.8756 
15800,IN,UNION,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15810,IN,VANDERBURGH,21780, 0.9071 , 0.8662 , NA , 0.8690 , 0.8522 , 0.8433 , 0.8401 
15820,IN,VERMILLION,45460, 0.8765 , 0.8805 , NA , 0.9085 , 0.9061 , 0.9205 , 0.9113 
15830,IN,VIGO,45460, 0.8765 , 0.8805 , NA , 0.9085 , 0.9061 , 0.9205 , 0.9113 
15840,IN,WABASH,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15850,IN,WARREN,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15860,IN,WARRICK,21780, 0.9071 , 0.8662 , NA , 0.8690 , 0.8522 , 0.8433 , 0.8401 
15870,IN,WASHINGTON,31140, 0.9118 , 0.9065 , NA , 0.9249 , 0.8964 , 0.8896 , 0.8862 
15880,IN,WAYNE,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15890,IN,WELLS,23060, 0.9517 , 0.9284 , NA , 0.9176 , 0.9012 , 0.9362 , 0.9633 
15900,IN,WHITE,NA, 0.8538 , 0.8576 , NA , 0.8473 , 0.8529 , 0.8391 , 0.8472 
15910,IN,WHITLEY,23060, 0.9517 , 0.9284 , NA , 0.9176 , 0.9012 , 0.9362 , 0.9633 
16000,IA,ADAIR,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16010,IA,ADAMS,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16020,IA,ALLAMAKEE,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16030,IA,APPANOOSE,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16040,IA,AUDUBON,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16050,IA,BENTON,16300, 0.8888 , 0.8852 , NA , 0.8919 , 0.8984 , 0.8844 , 0.8944 
16060,IA,BLACK HAWK,47940, 0.8408 , 0.8519 , NA , 0.8490 , 0.8518 , 0.8462 , 0.8422 
16070,IA,BOONE,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16080,IA,BREMER,47940, 0.8408 , 0.8519 , NA , 0.8490 , 0.8518 , 0.8462 , 0.8422 
16090,IA,BUCHANAN,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16100,IA,BUENA VISTA,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16110,IA,BUTLER,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16120,IA,CALHOUN,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16130,IA,CARROLL,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16140,IA,CASS,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16150,IA,CEDAR,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16160,IA,CERRO GORDO,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16170,IA,CHEROKEE,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16180,IA,CHICKASAW,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16190,IA,CLARKE,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16200,IA,CLAY,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16210,IA,CLAYTON,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16220,IA,CLINTON,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16230,IA,CRAWFORD,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16240,IA,DALLAS,19780, 0.9214 , 0.9226 , NA , 0.9535 , 0.9649 , 0.9621 , 0.9616 
16250,IA,DAVIS,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16260,IA,DECATUR,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16270,IA,DELAWARE,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16280,IA,DES MOINES,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16290,IA,DICKINSON,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16300,IA,DUBUQUE,20220, 0.9133 , 0.9058 , NA , 0.8380 , 0.8869 , 0.8774 , 0.8662 
16310,IA,EMMET,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16320,IA,FAYETTE,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16330,IA,FLOYD,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16340,IA,FRANKLIN,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16350,IA,FREMONT,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16360,IA,GREENE,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16370,IA,GRUNDY,47940, 0.8408 , 0.8519 , NA , 0.8490 , 0.8518 , 0.8462 , 0.8422 
16380,IA,GUTHRIE,19780, 0.9214 , 0.9226 , NA , 0.9535 , 0.9649 , 0.9621 , 0.9616 
16390,IA,HAMILTON,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16400,IA,HANCOCK,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16410,IA,HARDIN,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16420,IA,HARRISON,36540, 0.9450 , 0.9561 , NA , 0.9441 , 0.9608 , 0.9583 , 1.0037 
16430,IA,HENRY,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16440,IA,HOWARD,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16450,IA,HUMBOLDT,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16460,IA,IDA,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16470,IA,IOWA,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16480,IA,JACKSON,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16490,IA,JASPER,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16500,IA,JEFFERSON,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16510,IA,JOHNSON,26980, 0.9714 , 0.9568 , NA , 0.9483 , 0.9548 , 0.9657 , 1.0120 
16520,IA,JONES,16300, 0.8888 , 0.8852 , NA , 0.8919 , 0.8984 , 0.8844 , 0.8944 
16530,IA,KEOKUK,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16540,IA,KOSSUTH,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16550,IA,LEE,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16560,IA,LINN,16300, 0.8888 , 0.8852 , NA , 0.8919 , 0.8984 , 0.8844 , 0.8944 
16570,IA,LOUISA,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16580,IA,LUCAS,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16590,IA,LYON,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16600,IA,MADISON,19780, 0.9214 , 0.9226 , NA , 0.9535 , 0.9649 , 0.9621 , 0.9616 
16610,IA,MAHASKA,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16620,IA,MARION,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16630,IA,MARSHALL,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16640,IA,MILLS,36540, 0.9450 , 0.9561 , NA , 0.9441 , 0.9608 , 0.9583 , 1.0037 
16650,IA,MITCHELL,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16660,IA,MONONA,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16670,IA,MONROE,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16680,IA,MONTGOMERY,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16690,IA,MUSCATINE,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16700,IA,O'BRIEN,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16710,IA,OSCEOLA,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16720,IA,PAGE,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16730,IA,PALO ALTO,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16740,IA,PLYMOUTH,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16750,IA,POCAHONTAS,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16760,IA,POLK,19780, 0.9214 , 0.9226 , NA , 0.9535 , 0.9649 , 0.9621 , 0.9616 
16770,IA,POTTAWATTAMIE,36540, 0.9450 , 0.9561 , NA , 0.9441 , 0.9608 , 0.9583 , 1.0037 
16780,IA,POWESHIEK,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16790,IA,RINGGOLD,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16800,IA,SAC,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
