"DISABLED - HOSPICE - 2010 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE",,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA
04630,ARKANSAS                 ,SCOTT                  ,489," 10,837 ",1.85 ," 10,837 ",1.85 ,0,0,0,435,0,0
04640,ARKANSAS                 ,SEARCY                 ,477," 66,519 ",11.62 ," 66,519 ",11.62 ,0,0,0,443,0,0
04650,ARKANSAS                 ,SEBASTIAN              ,4216," 438,670 ",8.67 ," 438,670 ",8.67 ,0,0,0,3671,0,0
04660,ARKANSAS                 ,SEVIER                 ,484," 86,417 ",14.88 ," 86,417 ",14.88 ,0,0,0,453,0,0
04670,ARKANSAS                 ,SHARP                  ,1062," 27,482 ",2.16 ," 27,482 ",2.16 ,0,0,0,970,0,0
04680,ARKANSAS                 ,STONE                  ,658," 101,609 ",12.87 ," 101,609 ",12.87 ,0,0,0,608,0,0
04690,ARKANSAS                 ,UNION                  ,2244," 205,001 ",7.61 ," 205,001 ",7.61 ,0,0,0,2088,0,0
04700,ARKANSAS                 ,VAN BUREN              ,760," 43,937 ",4.82 ," 43,937 ",4.82 ,0,0,0,674,0,0
04710,ARKANSAS                 ,WASHINGTON             ,4762," 506,084 ",8.86 ," 506,084 ",8.86 ,0,0,0,4100,0,0
04720,ARKANSAS                 ,WHITE                  ,3013," 213,176 ",5.90 ," 213,176 ",5.90 ,0,0,0,2707,0,0
04730,ARKANSAS                 ,WOODRUFF               ,383," 104,198 ",22.67 ," 104,198 ",22.67 ,0,0,0,357,0,0
04740,ARKANSAS                 ,YELL                   ,975," 124,168 ",10.61 ," 124,168 ",10.61 ,0,0,0,885,0,0
05000,CALIFORNIA               ,ALAMEDA                ,19863," 1,787,532 ",7.50 ," 1,787,532 ",7.50 ,0,0,0,16762,0,0
05010,CALIFORNIA               ,ALPINE                 ,31, -   ,0.00 , -   ,0.00 ,0,0,0,29,0,0
05020,CALIFORNIA               ,AMADOR                 ,911," 45,815 ",4.19 ," 45,815 ",4.19 ,0,0,0,777,0,0
05030,CALIFORNIA               ,BUTTE                  ,7956," 222,794 ",2.33 ," 222,794 ",2.33 ,0,0,0,7256,0,0
05040,CALIFORNIA               ,CALAVERAS              ,1213," 52,678 ",3.62 ," 52,678 ",3.62 ,0,0,0,1047,0,0
05050,CALIFORNIA               ,COLUSA                 ,494," 12,998 ",2.19 ," 12,998 ",2.19 ,0,0,0,450,0,0
05060,CALIFORNIA               ,CONTRA COSTA           ,14593," 1,134,383 ",6.48 ," 1,134,383 ",6.48 ,0,0,0,11888,0,0
05070,CALIFORNIA               ,DEL NORTE              ,1149," 3,976 ",0.29 ," 3,976 ",0.29 ,0,0,0,1072,0,0
05080,CALIFORNIA               ,EL DORADO              ,3716," 209,407 ",4.70 ," 209,407 ",4.70 ,0,0,0,3092,0,0
05090,CALIFORNIA               ,FRESNO                 ,15650," 792,800 ",4.22 ," 792,800 ",4.22 ,0,0,0,13858,0,0
05100,CALIFORNIA               ,GLENN                  ,741," 64,803 ",7.29 ," 64,803 ",7.29 ,0,0,0,664,0,0
05110,CALIFORNIA               ,HUMBOLDT               ,5388," 486,388 ",7.52 ," 486,388 ",7.52 ,0,0,0,4971,0,0
05120,CALIFORNIA               ,IMPERIAL               ,3705," 70,201 ",1.58 ," 70,201 ",1.58 ,0,0,0,3336,0,0
