AGED -- REPRICING ADJUSTMENTS TO THE 2007-2011 PHYSICIAN REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT GEOGRAPHIC PRACTICE COST INDEX,,,,,,,
CODE,STATE,COUNTY,Part B Reimbursement Adjustment 2007,Part B Reimbursement Adjustment 2008,Part B Reimbursement Adjustment 2009,Part B Reimbursement Adjustment 2010,Part B Reimbursement Adjustment 2011
15510,INDIANA                  ,MIAMI,"85,566","54,160","18,735","-93,991","-104,505"
15520,INDIANA                  ,MONROE,"226,334","147,513","50,817","-271,066","-294,146"
15530,INDIANA                  ,MONTGOMERY,"89,675","54,603","17,556","-101,790","-100,703"
15540,INDIANA                  ,MORGAN,"124,052","79,390","25,115","-143,153","-161,159"
15550,INDIANA                  ,NEWTON,"25,083","15,948","7,383","-32,044","-33,594"
15560,INDIANA                  ,NOBLE,"60,923","39,254","11,396","-60,836","-60,727"
15570,INDIANA                  ,OHIO,"9,636","5,984","2,005","-13,393","-12,267"
15580,INDIANA                  ,ORANGE,"33,091","20,040","7,751","-38,906","-44,538"
15590,INDIANA                  ,OWEN,"43,748","25,662","9,653","-46,061","-49,375"
15600,INDIANA                  ,PARKE,"45,121","28,726","9,954","-48,610","-49,149"
15610,INDIANA                  ,PERRY,"34,611","25,386","14,036","-58,265","-61,434"
15620,INDIANA                  ,PIKE,"21,161","13,434","5,089","-24,024","-29,042"
15630,INDIANA                  ,PORTER,"341,565","222,350","78,780","-425,296","-454,681"
15640,INDIANA                  ,POSEY,"45,199","28,498","9,191","-52,956","-64,906"
15650,INDIANA                  ,PULASKI,"30,418","20,054","6,277","-35,214","-34,166"
15660,INDIANA                  ,PUTNAM,"73,483","42,309","13,601","-74,752","-80,690"
15670,INDIANA                  ,RANDOLPH,"63,654","37,138","11,147","-72,976","-78,159"
15680,INDIANA                  ,RIPLEY,"50,281","30,975","8,975","-64,424","-71,344"
15690,INDIANA                  ,RUSH,"41,642","22,420","7,491","-42,489","-43,073"
15700,INDIANA                  ,ST. JOSEPH,"525,577","334,074","107,906","-587,445","-655,177"
15710,INDIANA                  ,SCOTT,"49,504","34,412","15,384","-66,614","-78,769"
15720,INDIANA                  ,SHELBY,"87,129","51,109","16,811","-95,119","-101,914"
15730,INDIANA                  ,SPENCER,"35,003","25,339","13,471","-58,724","-67,581"
15740,INDIANA                  ,STARKE,"49,447","28,404","9,815","-51,923","-59,990"
15750,INDIANA                  ,STEUBEN,"68,159","42,766","12,295","-68,015","-71,840"
15760,INDIANA                  ,SULLIVAN,"51,598","32,120","10,507","-59,377","-57,886"
15770,INDIANA                  ,SWITZERLAND,"12,193","8,762","3,798","-19,871","-21,482"
15780,INDIANA                  ,TIPPECANOE,"241,468","151,075","51,842","-297,596","-331,149"
15790,INDIANA                  ,TIPTON,"43,666","28,403","8,586","-46,689","-48,460"
15800,INDIANA                  ,UNION,"14,126","7,784","1,725","-16,395","-15,482"
15810,INDIANA                  ,VANDERBURGH,"400,494","242,234","77,644","-430,951","-465,907"
15820,INDIANA                  ,VERMILLION,"48,081","31,648","13,996","-47,803","-47,396"
15830,INDIANA                  ,VIGO,"307,717","189,861","61,253","-322,886","-327,166"
15840,INDIANA                  ,WABASH,"79,788","45,865","13,434","-78,517","-79,295"
15850,INDIANA                  ,WARREN,"16,213","11,254","5,798","-17,681","-18,928"
15860,INDIANA                  ,WARRICK,"116,016","71,573","24,528","-136,164","-154,490"
15870,INDIANA                  ,WASHINGTON,"40,475","30,867","13,918","-68,671","-64,249"
15880,INDIANA                  ,WAYNE,"175,432","107,233","31,628","-191,710","-200,881"
15890,INDIANA                  ,WELLS,"53,143","32,132","8,209","-55,246","-53,673"
15900,INDIANA                  ,WHITE,"73,946","44,668","15,626","-80,597","-86,030"
15910,INDIANA                  ,WHITLEY,"55,445","30,274","8,506","-43,523","-45,368"
16000,IOWA                     ,ADAIR,"4,154","5,941","10,880","-22,933","-26,481"
16010,IOWA                     ,ADAMS,"2,297","3,749","5,585","-10,453","-12,265"
16020,IOWA                     ,ALLAMAKEE,"13,823","18,320","36,211","-9,534","-19,123"
16030,IOWA                     ,APPANOOSE,"9,669","13,067","20,302","-44,587","-49,026"
16040,IOWA                     ,AUDUBON,"3,923","6,083","9,968","-18,428","-21,677"
16050,IOWA                     ,BENTON,"10,336","14,577","29,232","-63,224","-69,866"
16060,IOWA                     ,BLACK HAWK,"52,709","99,826","171,599","-363,392","-451,639"
16070,IOWA                     ,BOONE,"14,054","21,244","35,293","-75,116","-95,694"
16080,IOWA                     ,BREMER,"11,232","20,898","39,168","-74,026","-91,120"
16090,IOWA                     ,BUCHANAN,"9,444","15,374","30,084","-61,987","-72,015"
16100,IOWA                     ,BUENA VISTA,"23,062","26,984","40,064","-49,902","-67,564"
16110,IOWA                     ,BUTLER,"7,284","13,877","26,752","-51,866","-62,088"
16120,IOWA                     ,CALHOUN,"8,250","11,038","23,905","-37,402","-44,751"
16130,IOWA                     ,CARROLL,"14,747","21,726","35,066","-72,242","-91,005"
16140,IOWA                     ,CASS,"11,951","14,789","23,665","-43,553","-50,884"
16150,IOWA                     ,CEDAR,"8,980","13,079","22,407","-52,153","-62,976"
16160,IOWA                     ,CERRO GORDO,"27,192","42,231","84,727","-146,595","-180,917"
16170,IOWA                     ,CHEROKEE,"21,405","23,854","36,714","-23,150","-43,219"
16180,IOWA                     ,CHICKASAW,"5,768","11,745","24,099","-33,832","-41,416"
16190,IOWA                     ,CLARKE,"4,926","6,501","11,672","-26,040","-31,850"
16200,IOWA                     ,CLAY,"40,587","38,887","63,001","-48,132","-76,756"
16210,IOWA                     ,CLAYTON,"10,284","17,407","33,754","-30,639","-37,741"
16220,IOWA                     ,CLINTON,"38,717","56,248","87,586","-192,720","-229,387"
16230,IOWA                     ,CRAWFORD,"12,929","15,244","23,108","-35,006","-43,745"
16240,IOWA                     ,DALLAS,"21,365","30,468","56,720","-123,130","-149,092"
16250,IOWA                     ,DAVIS,"5,400","6,452","10,109","-19,968","-28,035"
16260,IOWA                     ,DECATUR,"5,502","7,433","11,525","-24,757","-26,122"
16270,IOWA                     ,DELAWARE,"6,574","11,523","17,937","-38,750","-46,321"
16280,IOWA                     ,DES MOINES,"21,067","36,563","63,748","-123,490","-155,713"
16290,IOWA                     ,DICKINSON,"61,442","59,040","93,238","-32,051","-76,070"
16300,IOWA                     ,DUBUQUE,"31,680","55,011","95,464","-211,434","-264,312"
16310,IOWA                     ,EMMET,"20,895","20,981","33,559","-10,086","-22,776"
16320,IOWA                     ,FAYETTE,"10,536","17,696","34,713","-47,909","-61,130"
16330,IOWA                     ,FLOYD,"8,236","14,397","30,383","-46,423","-59,820"
16340,IOWA                     ,FRANKLIN,"4,527","8,080","15,496","-26,110","-31,174"
16350,IOWA                     ,FREMONT,"6,998","8,573","13,436","-22,697","-26,672"
16360,IOWA                     ,GREENE,"6,937","10,011","16,904","-36,101","-41,721"
16370,IOWA                     ,GRUNDY,"7,530","11,460","21,879","-40,701","-49,174"
16380,IOWA                     ,GUTHRIE,"9,871","12,861","21,414","-45,451","-53,775"
16390,IOWA                     ,HAMILTON,"15,528","19,542","34,322","-70,609","-82,584"
16400,IOWA                     ,HANCOCK,"5,316","8,348","18,767","-30,327","-36,803"
16410,IOWA                     ,HARDIN,"14,165","22,245","38,434","-76,313","-93,431"
16420,IOWA                     ,HARRISON,"14,238","17,244","22,029","-35,969","-41,123"
16430,IOWA                     ,HENRY,"8,756","12,125","23,943","-53,265","-66,441"
16440,IOWA                     ,HOWARD,"4,875","11,637","21,677","-7,174","-11,450"
16450,IOWA                     ,HUMBOLDT,"5,319","7,819","16,620","-30,468","-38,459"
16460,IOWA                     ,IDA,"11,923","14,555","23,512","-19,753","-27,019"
16470,IOWA                     ,IOWA,"7,972","11,187","20,752","-44,856","-56,599"
16480,IOWA                     ,JACKSON,"11,439","17,080","31,768","-72,722","-83,105"
16490,IOWA                     ,JASPER,"20,763","30,525","49,744","-105,517","-139,291"
16500,IOWA                     ,JEFFERSON,"5,597","8,200","15,608","-32,888","-42,470"
16510,IOWA                     ,JOHNSON,"28,347","46,861","79,959","-169,612","-232,648"
16520,IOWA                     ,JONES,"9,298","13,591","24,664","-52,985","-63,306"
16530,IOWA                     ,KEOKUK,"6,253","9,283","16,910","-37,526","-46,027"
16540,IOWA                     ,KOSSUTH,"7,317","11,192","29,401","-29,602","-41,257"
16550,IOWA                     ,LEE,"22,180","29,192","46,716","-92,359","-110,720"
16560,IOWA                     ,LINN,"84,758","119,761","204,336","-448,067","-545,215"
16570,IOWA                     ,LOUISA,"5,439","8,330","13,602","-28,896","-37,066"
16580,IOWA                     ,LUCAS,"6,662","10,189","15,312","-32,313","-41,332"
16590,IOWA                     ,LYON,"85,081","68,241","94,102","34,278","-8,443"
16600,IOWA                     ,MADISON,"5,765","12,242","20,618","-41,193","-53,852"
16610,IOWA                     ,MAHASKA,"11,324","14,535","27,990","-55,192","-67,352"
16620,IOWA                     ,MARION,"17,211","26,056","47,368","-100,180","-119,894"
16630,IOWA                     ,MARSHALL,"29,754","42,662","70,789","-149,759","-187,504"
16640,IOWA                     ,MILLS,"10,090","11,735","18,959","-36,854","-45,434"
16650,IOWA                     ,MITCHELL,"1,803","8,402","21,853","-15,566","-20,270"
16660,IOWA                     ,MONONA,"18,169","19,107","30,843","-23,624","-38,248"
16670,IOWA                     ,MONROE,"5,373","7,135","12,469","-25,056","-25,219"
16680,IOWA                     ,MONTGOMERY,"12,296","12,478","20,551","-35,852","-42,061"
16690,IOWA                     ,MUSCATINE,"22,467","32,142","51,377","-113,702","-142,110"
16700,IOWA                     ,O'BRIEN,"40,033","43,238","63,967","-14,954","-45,615"
16710,IOWA                     ,OSCEOLA,"29,889","27,874","32,479","3,668","-11,562"
16720,IOWA                     ,PAGE,"14,955","17,065","27,651","-44,654","-51,064"
16730,IOWA                     ,PALO ALTO,"11,084","12,447","24,382","-28,395","-39,881"
16740,IOWA                     ,PLYMOUTH,"40,289","47,442","65,927","-37,935","-70,970"
16750,IOWA                     ,POCAHONTAS,"8,820","11,508","17,558","-29,384","-35,183"
16760,IOWA                     ,POLK,"216,906","317,788","509,720","-1,133,988","-1,390,244"
16770,IOWA                     ,POTTAWATTAMIE,"52,784","66,295","98,372","-195,112","-231,740"
16780,IOWA                     ,POWESHIEK,"9,827","17,052","29,093","-59,391","-76,645"
16790,IOWA                     ,RINGGOLD,"4,153","4,797","7,537","-16,212","-17,604"
16800,IOWA                     ,SAC,"15,827","18,689","27,312","-32,159","-43,167"
16810,IOWA                     ,SCOTT,"100,521","142,294","215,860","-464,327","-557,578"
16820,IOWA                     ,SHELBY,"9,536","10,992","17,902","-33,858","-38,504"
16830,IOWA                     ,SIOUX,"90,361","79,546","108,048","-2,488","-51,080"
16840,IOWA                     ,STORY,"47,730","72,958","114,294","-236,371","-295,438"
16850,IOWA                     ,TAMA,"8,774","14,534","26,868","-60,723","-73,562"
16860,IOWA                     ,TAYLOR,"5,597","6,388","9,405","-17,426","-20,115"
16870,IOWA                     ,UNION,"6,242","9,973","17,256","-32,528","-41,890"
16880,IOWA                     ,VAN BUREN,"4,108","5,762","10,151","-19,141","-25,627"
16890,IOWA                     ,WAPELLO,"21,804","34,772","53,714","-115,723","-145,757"
16900,IOWA                     ,WARREN,"26,017","35,656","63,095","-135,218","-170,731"
16910,IOWA                     ,WASHINGTON,"13,175","17,586","30,792","-73,727","-93,122"
16920,IOWA                     ,WAYNE,"5,080","6,495","10,838","-20,844","-26,824"
16930,IOWA                     ,WEBSTER,"23,305","36,535","65,770","-126,259","-159,381"
16940,IOWA                     ,WINNEBAGO,"4,531","10,958","23,269","-27,537","-32,938"
16950,IOWA                     ,WINNESHIEK,"13,666","20,984","41,947","-28,145","-42,040"
16960,IOWA                     ,WOODBURY,"169,058","202,235","288,150","-119,861","-264,052"
16970,IOWA                     ,WORTH,"3,414","6,147","12,951","-16,933","-21,601"
16980,IOWA                     ,WRIGHT,"8,830","12,405","24,621","-41,914","-51,558"
17000,KANSAS                   ,ALLEN,"35,524","36,877","33,372","-9,717","-26,394"
17010,KANSAS                   ,ANDERSON,"21,305","23,733","20,384","-5,038","-17,273"
17020,KANSAS                   ,ATCHISON,"37,770","41,222","27,725","-23,033","-33,847"
17030,KANSAS                   ,BARBER,"19,020","18,821","15,116","-5,149","-12,337"
17040,KANSAS                   ,BARTON,"99,994","113,216","83,453","-31,043","-74,272"
17050,KANSAS                   ,BOURBON,"47,040","44,801","36,266","-19,547","-33,113"
17060,KANSAS                   ,BROWN,"22,489","26,612","19,366","-9,322","-16,796"
17070,KANSAS                   ,BUTLER,"160,548","189,229","164,520","-63,420","-136,037"
17080,KANSAS                   ,CHASE,"7,618","10,586","7,041","-3,426","-5,696"
17090,KANSAS                   ,CHAUTAUQUA,"10,699","9,858","7,613","-9,968","-13,380"
17100,KANSAS                   ,CHEROKEE,"80,393","61,341","44,246","-77,660","-88,778"
17110,KANSAS                   ,CHEYENNE,"3,695","6,493","8,162","1,582","-1,086"
17120,KANSAS                   ,CLARK,"9,032","10,474","6,455","-1,898","-4,607"
17130,KANSAS                   ,CLAY,"28,025","30,441","23,275","-7,545","-21,395"
17140,KANSAS                   ,CLOUD,"26,871","32,226","26,642","-6,197","-20,198"
17150,KANSAS                   ,COFFEY,"22,364","23,355","21,063","-8,278","-16,785"
17160,KANSAS                   ,COMANCHE,"8,536","9,294","8,148","-1,706","-5,853"
17170,KANSAS                   ,COWLEY,"75,781","83,394","71,022","-23,422","-56,256"
17180,KANSAS                   ,CRAWFORD,"108,376","110,319","94,947","-55,178","-93,164"
17190,KANSAS                   ,DECATUR,"7,149","9,793","8,238","-5,481","-6,960"
17200,KANSAS                   ,DICKINSON,"47,193","59,848","50,319","-15,331","-39,935"
17210,KANSAS                   ,DONIPHAN,"28,267","23,839","15,049","-26,986","-31,251"
17220,KANSAS                   ,DOUGLAS,"172,288","201,515","190,383","-75,440","-170,982"
17230,KANSAS                   ,EDWARDS,"10,372","14,164","9,968","-2,795","-7,753"
17240,KANSAS                   ,ELK,"10,173","10,817","9,165","-3,421","-8,091"
17250,KANSAS                   ,ELLIS,"75,651","78,829","64,594","-7,274","-42,525"
17260,KANSAS                   ,ELLSWORTH,"19,725","20,879","19,397","-3,528","-13,021"
17270,KANSAS                   ,FINNEY,"52,352","60,134","49,642","-7,595","-37,411"
17280,KANSAS                   ,FORD,"77,864","87,228","67,065","-26,392","-62,308"
17290,KANSAS                   ,FRANKLIN,"61,555","68,644","57,969","-13,481","-45,999"
17300,KANSAS                   ,GEARY,"43,174","48,585","41,459","-11,409","-30,388"
17310,KANSAS                   ,GOVE,"13,011","13,799","12,085","-1,819","-7,586"
17320,KANSAS                   ,GRAHAM,"11,979","10,925","7,511","-1,817","-5,257"
17330,KANSAS                   ,GRANT,"16,759","18,316","15,996","-3,435","-11,531"
17340,KANSAS                   ,GRAY,"16,066","19,797","14,220","-7,530","-15,296"
17350,KANSAS                   ,GREELEY,"2,708","4,405","2,998",-299,"-1,819"
17360,KANSAS                   ,GREENWOOD,"27,636","33,039","27,510","-5,980","-19,169"
17370,KANSAS                   ,HAMILTON,"5,682","7,130","5,830",-934,"-4,027"
17380,KANSAS                   ,HARPER,"18,856","20,875","14,560","-3,524","-13,008"
17390,KANSAS                   ,HARVEY,"117,693","133,623","105,317","-52,279","-108,960"
17391,KANSAS                   ,HASKELL,"8,272","8,716","7,075","-1,705","-6,010"
17410,KANSAS                   ,HODGEMAN,"6,412","7,711","4,945","-1,966","-5,633"
17420,KANSAS                   ,JACKSON,"32,821","35,167","29,063","-8,114","-23,751"
17430,KANSAS                   ,JEFFERSON,"51,118","61,211","52,080","-17,302","-39,460"
17440,KANSAS                   ,JEWELL,"10,255","11,767","9,159","-5,523","-9,140"
17450,KANSAS                   ,JOHNSON,"826,924","967,848","992,330","-384,719","-808,394"
17451,KANSAS                   ,KEARNY,"7,787","9,254","8,815","-1,285","-5,157"
17470,KANSAS                   ,KINGMAN,"35,795","38,230","26,687","-7,733","-23,171"
17480,KANSAS                   ,KIOWA,"8,888","8,907","8,330","-1,617","-5,507"
17490,KANSAS                   ,LABETTE,"67,250","61,074","47,085","-37,695","-51,043"
17500,KANSAS                   ,LANE,"7,220","7,769","5,475","-1,228","-4,014"
17510,KANSAS                   ,LEAVENWORTH,"136,878","166,710","155,310","-55,742","-112,111"
17520,KANSAS                   ,LINCOLN,"10,604","12,493","8,772",-699,"-7,366"
17530,KANSAS                   ,LINN,"27,232","33,279","26,266","-5,736","-15,971"
17540,KANSAS                   ,LOGAN,"9,729","10,604","9,551","-1,053","-4,517"
17550,KANSAS                   ,LYON,"88,270","106,377","90,459","-43,646","-89,205"
17560,KANSAS                   ,MCPHERSON,"99,460","109,993","91,993","-29,996","-80,987"
17570,KANSAS                   ,MARION,"47,195","53,802","39,803","-21,254","-40,417"
17580,KANSAS                   ,MARSHALL,"27,797","30,380","25,223","-16,392","-26,248"
17590,KANSAS                   ,MEADE,"13,641","18,628","13,288","-3,626","-8,823"
17600,KANSAS                   ,MIAMI,"50,025","56,159","49,555","-14,671","-38,030"
17610,KANSAS                   ,MITCHELL,"21,656","24,061","20,360","-8,344","-18,791"
17620,KANSAS                   ,MONTGOMERY,"96,650","103,130","84,095","-60,675","-100,148"
17630,KANSAS                   ,MORRIS,"21,536","23,999","21,157","-11,104","-20,657"
17640,KANSAS                   ,MORTON,"9,467","8,669","7,815","-2,933","-9,318"
17650,KANSAS                   ,NEMAHA,"23,967","29,184","23,002","-5,416","-19,964"
17660,KANSAS                   ,NEOSHO,"44,211","50,366","42,899","-14,809","-32,207"
17670,KANSAS                   ,NESS,"15,081","17,899","12,668","-2,359","-9,107"
17680,KANSAS                   ,NORTON,"8,234","9,605","8,984","-6,080","-9,275"
17690,KANSAS                   ,OSAGE,"48,338","57,055","49,140","-19,120","-42,725"
17700,KANSAS                   ,OSBORNE,"13,883","16,583","15,023","-3,480","-11,333"
17710,KANSAS                   ,OTTAWA,"16,715","19,751","16,120","-7,340","-14,742"
17720,KANSAS                   ,PAWNEE,"17,490","21,032","15,040","-6,289","-14,393"
17730,KANSAS                   ,PHILLIPS,"13,494","14,089","12,741","-8,732","-16,129"
17740,KANSAS                   ,POTTAWATOMIE,"41,571","52,090","39,534","-17,454","-41,329"
17750,KANSAS                   ,PRATT,"27,654","33,888","27,315","-7,028","-19,801"
17760,KANSAS                   ,RAWLINS,"6,463","8,754","8,041","-1,549","-4,014"
17770,KANSAS                   ,RENO,"294,724","340,878","275,791","-142,052","-271,995"
17780,KANSAS                   ,REPUBLIC,"16,606","18,414","15,701","-5,470","-13,521"
17790,KANSAS                   ,RICE,"45,634","48,211","41,844","-19,873","-34,102"
17800,KANSAS                   ,RILEY,"109,918","135,807","117,525","-50,106","-111,069"
17810,KANSAS                   ,ROOKS,"19,458","20,134","16,358","-2,850","-10,470"
17820,KANSAS                   ,RUSH,"15,008","16,585","12,362","-1,814","-8,179"
17830,KANSAS                   ,RUSSELL,"26,510","29,472","26,857","-2,622","-15,589"
17840,KANSAS                   ,SALINE,"137,533","164,022","144,645","-60,327","-132,039"
17841,KANSAS                   ,SCOTT,"5,359","7,181","6,561",-278,"-3,907"
17860,KANSAS                   ,SEDGWICK,"1,165,751","1,332,473","1,174,154","-482,073","-1,040,601"
17870,KANSAS                   ,SEWARD,"30,473","31,613","28,535","-6,350","-22,985"
17880,KANSAS                   ,SHAWNEE,"507,339","618,191","518,676","-163,361","-447,401"
17890,KANSAS                   ,SHERIDAN,"7,393","9,170","7,240","-1,015","-3,887"
17900,KANSAS                   ,SHERMAN,"9,927","14,934","14,718","2,985","-2,865"
17910,KANSAS                   ,SMITH,"10,063","11,975","10,816","-7,110","-12,446"
17920,KANSAS                   ,STAFFORD,"20,722","25,408","21,240","-5,900","-16,489"
17921,KANSAS                   ,STANTON,"5,372","7,192","5,514","-1,989","-4,476"
17940,KANSAS                   ,STEVENS,"13,063","12,012","10,067","-2,045","-8,673"
17950,KANSAS                   ,SUMNER,"65,637","72,542","60,158","-21,945","-53,835"
17960,KANSAS                   ,THOMAS,"17,251","21,855","18,369","-2,817","-8,759"
17970,KANSAS                   ,TREGO,"9,986","12,179","11,556","-1,106","-6,844"
17980,KANSAS                   ,WABAUNSEE,"19,150","21,488","17,536","-5,899","-14,117"
17981,KANSAS                   ,WALLACE,"3,680","4,553","3,458",209,"-1,640"
17982,KANSAS                   ,WASHINGTON,"18,490","20,019","16,237","-9,799","-17,474"
17983,KANSAS                   ,WICHITA,"3,666","5,402","4,497",-14,"-2,790"
17984,KANSAS                   ,WILSON,"28,774","35,372","26,343","-10,159","-23,483"
17985,KANSAS                   ,WOODSON,"11,885","12,450","11,461","-2,472","-6,367"
17986,KANSAS                   ,WYANDOTTE,"228,625","248,861","235,738","-69,495","-175,130"
18000,KENTUCKY                 ,ADAIR,"9,337","16,991","20,227","-56,443","-75,947"
18010,KENTUCKY                 ,ALLEN,"9,843","16,645","22,212","-65,975","-90,545"
18020,KENTUCKY                 ,ANDERSON,"10,939","18,696","22,753","-66,453","-85,019"
18030,KENTUCKY                 ,BALLARD,"7,794","14,319","18,090","-50,693","-62,920"
18040,KENTUCKY                 ,BARREN,"23,816","40,298","54,606","-160,669","-226,692"
18050,KENTUCKY                 ,BATH,"4,997","10,936","13,801","-34,944","-43,371"
18060,KENTUCKY                 ,BELL,"15,428","23,161","27,230","-105,356","-124,411"
18070,KENTUCKY                 ,BOONE,"48,659","73,602","84,528","-250,839","-318,917"
18080,KENTUCKY                 ,BOURBON,"11,490","19,718","21,980","-58,907","-74,530"
18090,KENTUCKY                 ,BOYD,"39,453","66,511","77,430","-212,837","-281,646"
18100,KENTUCKY                 ,BOYLE,"21,032","32,905","41,004","-134,828","-173,959"
18110,KENTUCKY                 ,BRACKEN,"6,006","9,376","10,548","-25,527","-30,997"
18120,KENTUCKY                 ,BREATHITT,"8,463","16,201","18,468","-49,633","-65,957"
18130,KENTUCKY                 ,BRECKINRIDGE,"11,540","18,880","22,336","-64,813","-78,168"
18140,KENTUCKY                 ,BULLITT,"29,029","47,354","57,830","-162,299","-225,486"
18150,KENTUCKY                 ,BUTLER,"6,591","12,188","16,671","-45,089","-63,228"
18160,KENTUCKY                 ,CALDWELL,"8,224","12,963","15,400","-48,346","-62,079"
18170,KENTUCKY                 ,CALLOWAY,"19,815","38,663","49,340","-140,248","-177,310"
18180,KENTUCKY                 ,CAMPBELL,"49,010","67,702","71,883","-210,593","-257,577"
18190,KENTUCKY                 ,CARLISLE,"3,648","7,103","10,292","-25,585","-31,637"
18191,KENTUCKY                 ,CARROLL,"6,555","10,144","11,348","-33,014","-40,575"
18210,KENTUCKY                 ,CARTER,"11,622","23,377","31,356","-78,231","-97,958"
18220,KENTUCKY                 ,CASEY,"9,517","15,923","18,513","-49,306","-70,360"
18230,KENTUCKY                 ,CHRISTIAN,"30,875","47,944","55,891","-200,736","-247,043"
18240,KENTUCKY                 ,CLARK,"20,236","35,156","41,232","-112,790","-157,297"
18250,KENTUCKY                 ,CLAY,"10,212","19,775","22,544","-62,476","-91,304"
18260,KENTUCKY                 ,CLINTON,"6,642","10,811","11,786","-42,034","-52,549"
18270,KENTUCKY                 ,CRITTENDEN,"5,263","8,939","10,343","-29,171","-36,542"
18271,KENTUCKY                 ,CUMBERLAND,"4,798","6,650","8,796","-23,868","-28,059"
18290,KENTUCKY                 ,DAVIESS,"82,913","129,219","153,671","-446,619","-564,118"
18291,KENTUCKY                 ,EDMONSON,"4,887","9,927","14,054","-41,158","-54,629"
18310,KENTUCKY                 ,ELLIOTT,"2,994","8,124","11,115","-29,625","-37,343"
18320,KENTUCKY                 ,ESTILL,"7,594","13,497","18,557","-46,950","-61,687"
18330,KENTUCKY                 ,FAYETTE,"133,655","229,001","280,267","-774,505","-1,035,651"
18340,KENTUCKY                 ,FLEMING,"7,886","16,914","21,412","-58,928","-71,351"
18350,KENTUCKY                 ,FLOYD,"16,396","30,924","40,831","-113,193","-144,198"
18360,KENTUCKY                 ,FRANKLIN,"38,315","65,208","85,980","-243,820","-309,943"
18361,KENTUCKY                 ,FULTON,"5,347","7,302","9,427","-35,138","-44,092"
18362,KENTUCKY                 ,GALLATIN,"3,352","5,655","7,120","-21,313","-24,525"
18390,KENTUCKY                 ,GARRARD,"8,555","16,281","20,396","-60,567","-75,265"
18400,KENTUCKY                 ,GRANT,"11,114","17,344","21,907","-63,135","-80,588"
18410,KENTUCKY                 ,GRAVES,"23,273","44,416","58,470","-167,566","-209,826"
18420,KENTUCKY                 ,GRAYSON,"14,678","24,814","31,400","-90,370","-115,748"
18421,KENTUCKY                 ,GREEN,"6,534","12,498","14,770","-41,996","-54,823"
18440,KENTUCKY                 ,GREENUP,"23,408","44,087","53,499","-159,461","-216,358"
18450,KENTUCKY                 ,HANCOCK,"7,583","10,196","11,397","-33,345","-42,518"
18460,KENTUCKY                 ,HARDIN,"49,072","98,161","130,659","-369,185","-457,467"
18470,KENTUCKY                 ,HARLAN,"10,093","22,814","27,241","-68,678","-96,120"
18480,KENTUCKY                 ,HARRISON,"9,607","16,660","21,190","-55,859","-66,461"
18490,KENTUCKY                 ,HART,"9,463","17,088","21,753","-61,929","-84,506"
18500,KENTUCKY                 ,HENDERSON,"60,290","54,213","39,352","-138,268","-171,116"
18510,KENTUCKY                 ,HENRY,"11,808","18,545","21,712","-59,570","-85,300"
18511,KENTUCKY                 ,HICKMAN,"2,559","5,771","6,560","-20,825","-24,973"
18530,KENTUCKY                 ,HOPKINS,"30,957","49,989","59,048","-172,960","-210,195"
18540,KENTUCKY                 ,JACKSON,"5,402","11,693","15,010","-41,325","-50,648"
18550,KENTUCKY                 ,JEFFERSON,"462,959","757,561","876,196","-2,573,128","-3,352,598"
18560,KENTUCKY                 ,JESSAMINE,"18,197","36,656","47,421","-125,739","-174,402"
18570,KENTUCKY                 ,JOHNSON,"11,957","22,475","32,327","-87,321","-111,691"
18580,KENTUCKY                 ,KENTON,"79,488","112,818","128,998","-374,600","-443,092"
18590,KENTUCKY                 ,KNOTT,"8,015","13,537","17,641","-45,347","-61,025"
18600,KENTUCKY                 ,KNOX,"10,629","23,524","28,288","-79,049","-106,816"
18610,KENTUCKY                 ,LARUE,"8,108","15,045","19,703","-52,390","-65,229"
18620,KENTUCKY                 ,LAUREL,"32,969","61,085","72,547","-197,092","-247,392"
18630,KENTUCKY                 ,LAWRENCE,"6,531","12,433","17,378","-55,829","-73,229"
18640,KENTUCKY                 ,LEE,"2,293","6,574","8,696","-20,391","-28,930"
18650,KENTUCKY                 ,LESLIE,"5,500","10,552","13,845","-35,981","-46,223"
18660,KENTUCKY                 ,LETCHER,"12,834","22,404","27,881","-70,441","-91,035"
18670,KENTUCKY                 ,LEWIS,"9,165","12,570","13,032","-37,680","-43,881"
18680,KENTUCKY                 ,LINCOLN,"13,773","24,432","30,464","-86,016","-117,730"
18690,KENTUCKY                 ,LIVINGSTON,"4,280","11,972","14,161","-38,803","-48,835"
18700,KENTUCKY                 ,LOGAN,"16,405","28,191","36,005","-124,940","-155,130"
18710,KENTUCKY                 ,LYON,"5,752","10,319","11,302","-33,040","-42,760"
18720,KENTUCKY                 ,MCCRACKEN,"46,800","84,579","103,614","-290,173","-373,859"
18730,KENTUCKY                 ,MCCREARY,"9,926","16,099","19,547","-59,496","-76,429"
18740,KENTUCKY                 ,MCLEAN,"7,329","12,127","14,909","-43,554","-58,832"
18750,KENTUCKY                 ,MADISON,"33,017","60,982","79,627","-224,201","-317,449"
18760,KENTUCKY                 ,MAGOFFIN,"4,893","11,767","14,552","-39,823","-50,523"
18770,KENTUCKY                 ,MARION,"7,377","14,460","18,128","-56,656","-78,182"
