Physician Geographic Practice Cost Indices by Calendar Year,,,,,,,,,,,,,,,,,,,,,,
County code,State,County name,Locality 2013,Carrier 2013, GPCI WK 2007 , GPCI WK 2008 , GPCI WK 2009 , GPCI WK 2010 , GPCI WK 2011 , GPCI WK 2013 , GPCI PE 2007 , GPCI PE 2008 , GPCI PE 2009 , GPCI PE 2010 , GPCI PE 2011 , GPCI PE 2013 ,GPCI MP 2007,GPCI MP 2008,GPCI MP 2009,GPCI MP 2010,GPCI MP 2011,GPCI MP 2013
11380,GA,DODGE,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11381,GA,DOOLY,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11390,GA,DOUGHERTY,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11400,GA,DOUGLAS,01,10202, 1.0100 , 1.0100 , 1.0090 , 1.0090 , 1.0060 , 1.0020 , 1.0910 , 1.0520 , 1.0140 , 1.0140 , 1.0060 , 1.0150 , 0.9500 , 0.8930 , 0.8360 , 0.8360 , 0.8900 , 0.9490 
11410,GA,EARLY,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11420,GA,ECHOLS,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11421,GA,EFFINGHAM,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11430,GA,ELBERT,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11440,GA,EMANUEL,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11441,GA,EVANS,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11450,GA,FANNIN,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11451,GA,FAYETTE,01,10202, 1.0100 , 1.0100 , 1.0090 , 1.0090 , 1.0060 , 1.0020 , 1.0910 , 1.0520 , 1.0140 , 1.0140 , 1.0060 , 1.0150 , 0.9500 , 0.8930 , 0.8360 , 0.8360 , 0.8900 , 0.9490 
11460,GA,FLOYD,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11461,GA,FORSYTH,01,10202, 1.0100 , 1.0100 , 1.0090 , 1.0090 , 1.0060 , 1.0020 , 1.0910 , 1.0520 , 1.0140 , 1.0140 , 1.0060 , 1.0150 , 0.9500 , 0.8930 , 0.8360 , 0.8360 , 0.8900 , 0.9490 
11462,GA,FRANKLIN,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11470,GA,FULTON,01,10202, 1.0100 , 1.0100 , 1.0090 , 1.0090 , 1.0060 , 1.0020 , 1.0910 , 1.0520 , 1.0140 , 1.0140 , 1.0060 , 1.0150 , 0.9500 , 0.8930 , 0.8360 , 0.8360 , 0.8900 , 0.9490 
11471,GA,GILMER,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11480,GA,GLASCOCK,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11490,GA,GLYNN,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11500,GA,GORDON,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11510,GA,GRADY,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11520,GA,GREENE,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11530,GA,GWINNETT,01,10202, 1.0100 , 1.0100 , 1.0090 , 1.0090 , 1.0060 , 1.0020 , 1.0910 , 1.0520 , 1.0140 , 1.0140 , 1.0060 , 1.0150 , 0.9500 , 0.8930 , 0.8360 , 0.8360 , 0.8900 , 0.9490 
11540,GA,HABERSHAM,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11550,GA,HALL,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11560,GA,HANCOCK,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11570,GA,HARALSON,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11580,GA,HARRIS,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11581,GA,HART,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11590,GA,HEARD,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11591,GA,HENRY,01,10202, 1.0100 , 1.0100 , 1.0090 , 1.0090 , 1.0060 , 1.0020 , 1.0910 , 1.0520 , 1.0140 , 1.0140 , 1.0060 , 1.0150 , 0.9500 , 0.8930 , 0.8360 , 0.8360 , 0.8900 , 0.9490 
11600,GA,HOUSTON,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11601,GA,IRWIN,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11610,GA,JACKSON,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11611,GA,JASPER,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11612,GA,JEFF DAVIS,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11620,GA,JEFFERSON,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11630,GA,JENKINS,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11640,GA,JOHNSON,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11650,GA,JONES,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11651,GA,LAMAR,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11652,GA,LANIER,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11660,GA,LAURENS,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11670,GA,LEE,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11680,GA,LIBERTY,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11690,GA,LINCOLN,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11691,GA,LONG,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11700,GA,LOWNDES,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11701,GA,LUMPKIN,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11702,GA,MCDUFFIE,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11703,GA,MCINTOSH,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11710,GA,MACON,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11720,GA,MADISON,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11730,GA,MARION,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11740,GA,MERIWETHER,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11741,GA,MILLER,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11750,GA,MITCHELL,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11760,GA,MONROE,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11770,GA,MONTGOMERY,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11771,GA,MORGAN,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11772,GA,MURRAY,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11780,GA,MUSCOGEE,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11790,GA,NEWTON,01,10202, 1.0100 , 1.0100 , 1.0090 , 1.0090 , 1.0060 , 1.0020 , 1.0910 , 1.0520 , 1.0140 , 1.0140 , 1.0060 , 1.0150 , 0.9500 , 0.8930 , 0.8360 , 0.8360 , 0.8900 , 0.9490 
11800,GA,OCONEE,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11801,GA,OGLETHORPE,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11810,GA,PAULDING,01,10202, 1.0100 , 1.0100 , 1.0090 , 1.0090 , 1.0060 , 1.0020 , 1.0910 , 1.0520 , 1.0140 , 1.0140 , 1.0060 , 1.0150 , 0.9500 , 0.8930 , 0.8360 , 0.8360 , 0.8900 , 0.9490 
11811,GA,PEACH,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11812,GA,PICKENS,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11820,GA,PIERCE,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11821,GA,PIKE,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11830,GA,POLK,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11831,GA,PULASKI,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11832,GA,PUTNAM,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11833,GA,QUITMAN,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11834,GA,RABUN,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11835,GA,RANDOLPH,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11840,GA,RICHMOND,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11841,GA,ROCKDALE,01,10202, 1.0100 , 1.0100 , 1.0090 , 1.0090 , 1.0060 , 1.0020 , 1.0910 , 1.0520 , 1.0140 , 1.0140 , 1.0060 , 1.0150 , 0.9500 , 0.8930 , 0.8360 , 0.8360 , 0.8900 , 0.9490 
11842,GA,SCHLEY,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11850,GA,SCREVEN,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11851,GA,SEMINOLE,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11860,GA,SPALDING,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11861,GA,STEPHENS,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11862,GA,STEWART,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11870,GA,SUMTER,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11880,GA,TALBOT,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11881,GA,TALIAFERRO,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11882,GA,TATTNALL,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11883,GA,TAYLOR,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11884,GA,TELFAIR,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11885,GA,TERRELL,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11890,GA,THOMAS,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11900,GA,TIFT,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11901,GA,TOOMBS,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
11902,GA,TOWNS,99,10202, 0.9790 , 0.9790 , 1.0000 , 1.0000 , 1.0000 , 0.9770 , 0.8740 , 0.8790 , 0.8830 , 0.9420 , 0.9430 , 0.8980 , 0.9500 , 0.8890 , 0.8290 , 0.8290 , 0.8760 , 0.9280 
