"ESRD -- 2011 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE, BENEFICIARIES ENROLLED IN PARTS A AND/OR B, REIMBURSEMENTS FOR HOSPICE AND COST CONTRACTS EXCLUDED",,,,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA,,
15790,INDIANA,TIPTON,12,"164,560","1,142.78","154,616","1,073.72","1,849","7,845",248,10,"290,014","2,416.78",,
15800,INDIANA,UNION,11,"160,056","1,212.55","122,625",928.98,"16,145","15,690","5,595",11,"486,118","3,682.71",,
15810,INDIANA,VANDERBURGH,211,"5,676,129","2,241.76","5,200,141","2,053.77","94,950","356,391","28,613",201,"6,845,095","2,837.93",,
15820,INDIANA,VERMILLION,22,"975,034","3,693.31","905,935","3,431.57","14,480","48,696","5,922",20,"879,189","3,663.29",,
15830,INDIANA,VIGO,148,"4,309,151","2,426.32","3,889,148","2,189.84","95,043","292,039","36,587",142,"4,738,347","2,780.72",,
15840,INDIANA,WABASH,29,"500,318","1,437.70","467,815","1,344.30","4,938","25,429","2,136",27,"1,009,735","3,116.47",,
15850,INDIANA,WARREN,4,"89,862","1,872.12","87,550","1,823.95",240,"4,162",110,4,"135,839","2,829.99",,
15860,INDIANA,WARRICK,40,"918,468","1,913.47","836,262","1,742.21","17,055","58,997","7,824",39,"1,329,334","2,840.46",,
15870,INDIANA,WASHINGTON,38,"789,761","1,731.93","739,578","1,621.88","5,136","44,189",856,37,"1,422,920","3,204.77",,
15880,INDIANA,WAYNE,139,"4,267,613","2,558.52","3,917,303","2,348.50","101,652","223,966","24,689",131,"5,010,427","3,187.29",,
15890,INDIANA,WELLS,19,"471,165","2,066.51","440,834","1,933.48","5,149","23,037","2,142",19,"618,120","2,711.05",,
15900,INDIANA,WHITE,27,"887,008","2,737.68","843,384","2,603.04","9,087","30,835","3,701",27,"1,181,380","3,646.23",,
15910,INDIANA,WHITLEY,24,"454,057","1,576.59","400,584","1,390.92","9,040","41,043","3,388",22,"615,389","2,331.02",,
16000,IOWA,ADAIR,6,"125,855","1,747.99","114,826","1,594.81","3,353","7,188",487,6,"186,032","2,583.78",,
16010,IOWA,ADAMS,6,"129,998","1,805.53","119,050","1,653.47","4,330","6,547",69,5,"202,096","3,368.27",,
16020,IOWA,ALLAMAKEE,16,"303,717","1,581.86","248,916","1,296.44","42,956","3,434","8,409",15,"670,713","3,726.18",,
16030,IOWA,APPANOOSE,30,"829,294","2,303.59","728,595","2,023.88","27,531","65,926","7,241",29,"1,117,532","3,211.30",,
16040,IOWA,AUDUBON,6,"125,579","1,744.15","90,934","1,262.97","15,639","10,986","8,019",6,"246,339","3,421.38",,
16050,IOWA,BENTON,22,"250,938",950.52,"224,009",848.52,"6,057","18,993","1,878",20,"589,118","2,454.66",,
16060,IOWA,BLACK HAWK,183,"2,666,678","1,214.33","2,375,568","1,081.77","62,713","204,467","23,929",180,"5,813,751","2,691.55",,
16070,IOWA,BOONE,17,"104,956",514.49,"89,179",437.15,"7,568","7,460",747,16,"426,286","2,220.24",,
16080,IOWA,BREMER,29,"327,519",941.15,"288,670",829.51,"14,027","20,255","4,566",29,"1,075,116","3,089.41",,
16090,IOWA,BUCHANAN,22,"651,863","2,469.18","568,938","2,155.07","29,269","48,903","4,751",21,"796,874","3,162.20",,
16100,IOWA,BUENA VISTA,17,"266,872","1,308.20","240,441","1,178.63","10,218","14,111","2,101",15,"705,239","3,917.99",,
16110,IOWA,BUTLER,17,"299,797","1,469.59","271,306","1,329.93","4,136","22,624","1,730",17,"655,425","3,212.87",,
16120,IOWA,CALHOUN,11,"282,490","2,140.08","248,730","1,884.32","27,390","3,465","2,903",10,"258,013","2,150.11",,
16130,IOWA,CARROLL,17,"335,765","1,645.91","312,308","1,530.92","5,349","16,514","1,594",16,"596,386","3,106.18",,
16140,IOWA,CASS,9,"48,713",451.05,"43,265",400.60,"2,367","2,465",614,8,"368,718","3,840.81",,
16150,IOWA,CEDAR,16,"268,344","1,397.63","192,266","1,001.39","35,401","33,539","7,136",16,"408,963","2,130.02",,
16160,IOWA,CERRO GORDO,48,"1,158,937","2,012.04","1,032,175","1,791.97","55,284","54,885","16,591",44,"1,485,989","2,814.37",,
16170,IOWA,CHEROKEE,10,"273,668","2,280.57","241,684","2,014.03","7,399","22,010","2,574",9,"381,713","3,534.38",,
16180,IOWA,CHICKASAW,8,"245,338","2,555.60","222,116","2,313.71","8,457","13,144","1,619",7,"289,831","3,450.37",,
16190,IOWA,CLARKE,6,"57,332",796.28,"50,475",701.04,"2,386","4,117",354,6,"118,474","1,645.47",,
16200,IOWA,CLAY,18,"179,842",832.60,"160,678",743.88,"4,569","12,901","1,692",16,"708,290","3,689.01",,
16210,IOWA,CLAYTON,12,"127,783",887.38,"112,713",782.73,"18,283","11,873","4,783",12,"378,457","2,628.17",,
16220,IOWA,CLINTON,69,"1,586,679","1,916.28","1,380,545","1,667.32","84,914","101,891","19,328",66,"2,193,759","2,769.90",,
16230,IOWA,CRAWFORD,26,"500,089","1,602.85","396,054","1,269.40","49,682","35,748","18,604",26,"949,180","3,042.24",,
16240,IOWA,DALLAS,35,"1,064,091","2,533.55","924,598","2,201.42","47,632","81,752","10,107",34,"1,255,933","3,078.27",,
16250,IOWA,DAVIS,5,"16,214",270.23,"12,632",210.53,"1,492","1,250",838,5,"154,920","2,582.00",,
16260,IOWA,DECATUR,10,"80,287",669.06,"72,065",600.54,"2,266","5,557",398,10,"292,380","2,436.50",,
16270,IOWA,DELAWARE,11,"226,224","1,713.82","197,216","1,494.06","10,996","14,790","3,221",10,"587,697","4,897.48",,
16280,IOWA,DES MOINES,62,"1,357,449","1,824.53","1,168,232","1,570.20","64,377","107,012","17,827",60,"2,386,026","3,313.93",,
16290,IOWA,DICKINSON,21,"210,221",834.21,"191,535",760.06,"7,800","9,247","1,638",20,"667,473","2,781.14",,
16300,IOWA,DUBUQUE,83,"1,634,033","1,640.60","1,481,440","1,487.39","71,319","81,327","14,379",78,"3,107,765","3,320.26",,
16310,IOWA,EMMET,9,"86,334",799.39,"84,562",782.98,217,"1,375",179,9,"254,989","2,361.01",,
16320,IOWA,FAYETTE,24,"437,780","1,520.07","337,814","1,172.97","51,265","32,750","15,950",23,"991,418","3,592.09",,
16330,IOWA,FLOYD,20,"377,077","1,571.15","329,089","1,371.20","25,875","15,676","6,435",19,"674,592","2,958.74",,
16340,IOWA,FRANKLIN,5,"98,923","1,648.72","85,854","1,430.90","5,256","6,314","1,498",5,"244,756","4,079.27",,
16350,IOWA,FREMONT,9,"117,329","1,086.38","100,683",932.25,"7,282","6,746","2,617",9,"255,802","2,368.54",,
16360,IOWA,GREENE,12,"254,577","1,767.90","225,542","1,566.26","11,741","14,944","2,349",11,"352,817","2,672.86",,
16370,IOWA,GRUNDY,18,"319,690","1,480.05","270,059","1,250.27","17,723","27,242","4,665",18,"1,310,168","6,065.59",,
16380,IOWA,GUTHRIE,11,"235,469","1,783.86","205,234","1,554.80","7,873","20,418","1,943",10,"343,485","2,862.38",,
16390,IOWA,HAMILTON,13,"242,108","1,551.97","231,314","1,482.78","3,713","6,095",984,12,"409,062","2,840.71",,
16400,IOWA,HANCOCK,14,"346,369","2,061.72","303,050","1,803.87","20,984","15,972","6,362",13,"440,898","2,826.27",,
16410,IOWA,HARDIN,28,"414,465","1,233.53","383,753","1,142.12","9,857","17,400","3,454",27,"889,656","2,745.85",,
16420,IOWA,HARRISON,14,"459,249","2,733.63","401,926","2,392.42","23,884","26,806","6,632",13,"507,931","3,255.97",,
16430,IOWA,HENRY,26,"458,642","1,470.01","363,200","1,164.10","43,612","42,983","8,845",26,"1,052,434","3,373.19",,
16440,IOWA,HOWARD,9,"152,374","1,410.87","136,998","1,268.50","5,028","8,119","2,228",9,"309,991","2,870.29",,
16450,IOWA,HUMBOLDT,7,"177,274","2,110.40","161,957","1,928.06","2,876","11,466",973,7,"282,204","3,359.57",,
16460,IOWA,IDA,2,"24,743","1,030.96","24,258","1,010.75",112,307,65,2,"105,843","4,410.13",,
16470,IOWA,IOWA,14,"274,535","1,634.14","206,318","1,228.08","40,734","20,607","6,875",14,"425,120","2,530.48",,
16480,IOWA,JACKSON,22,"678,265","2,569.18","596,067","2,257.83","32,657","41,078","8,461",22,"886,974","3,359.75",,
16490,IOWA,JASPER,25,"628,465","2,094.88","575,177","1,917.26","21,613","30,788",886,25,"742,808","2,476.03",,
16500,IOWA,JEFFERSON,8,"79,125",824.22,"54,301",565.64,"11,096","10,373","3,354",8,"272,010","2,833.44",,
16510,IOWA,JOHNSON,60,"1,274,430","1,770.04","839,094","1,165.41","200,037","168,826","66,470",55,"1,921,869","2,911.92",,
16520,IOWA,JONES,16,"279,249","1,454.42","254,508","1,325.56","7,270","13,886","3,584",11,"376,447","2,851.87",,
16530,IOWA,KEOKUK,10,"235,564","1,963.03","182,538","1,521.15","22,357","24,399","6,268",10,"462,165","3,851.38",,
16540,IOWA,KOSSUTH,15,"471,338","2,618.54","400,653","2,225.85","51,737","7,559","11,389",14,"521,223","3,102.52",,
16550,IOWA,LEE,47,"780,338","1,383.58","697,832","1,237.29","27,707","46,436","8,361",44,"1,564,267","2,962.63",,
16560,IOWA,LINN,167,"3,047,955","1,520.94","2,711,533","1,353.06","131,267","171,501","33,652",159,"4,259,381","2,232.38",,
16570,IOWA,LOUISA,10,"226,349","1,886.24","180,302","1,502.52","23,997","16,782","5,267",10,"334,307","2,785.89",,
16580,IOWA,LUCAS,14,"477,145","2,840.15","433,866","2,582.54","14,108","26,330","2,839",13,"503,717","3,228.96",,
16590,IOWA,LYON,9,"92,165",853.38,"82,575",764.58,"1,753","7,079",757,9,"260,094","2,408.28",,
16600,IOWA,MADISON,7,"165,649","1,972.01","147,327","1,753.89","5,172","12,352",797,7,"312,468","3,719.86",,
16610,IOWA,MAHASKA,18,"455,487","2,108.74","411,746","1,906.23","11,220","31,191","1,328",18,"668,725","3,095.95",,
16620,IOWA,MARION,32,"355,355",925.40,"309,866",806.94,"14,231","27,938","3,319",31,"1,013,420","2,724.25",,
16630,IOWA,MARSHALL,59,"1,199,490","1,694.19","1,109,156","1,566.60","33,516","50,970","5,847",57,"2,068,273","3,023.79",,
16640,IOWA,MILLS,7,"235,995","2,809.46","202,401","2,409.54","12,649","17,862","3,081",7,"210,332","2,503.95",,
16650,IOWA,MITCHELL,8,"11,841",123.34,"5,887",61.32,"3,740",392,"1,820",8,"171,412","1,785.54",,
16660,IOWA,MONONA,14,"335,322","1,995.96","269,241","1,602.63","29,972","23,597","12,510",14,"590,755","3,516.40",,
16670,IOWA,MONROE,9,"251,830","2,331.76","198,124","1,834.48","21,851","26,731","5,122",9,"418,113","3,871.42",,
16680,IOWA,MONTGOMERY,6,"154,296","2,143.00","139,247","1,933.99","4,253","9,950",844,5,"178,780","2,979.67",,
16690,IOWA,MUSCATINE,37,"459,499","1,034.91","278,204",626.59,"82,144","73,158","25,991",37,"1,086,454","2,446.97",,
16700,IOWA,O'BRIEN,9,"323,670","2,996.94","294,256","2,724.59","4,085","23,642","1,686",9,"334,018","3,092.76",,
16710,IOWA,OSCEOLA,7,"133,094","1,584.45","115,736","1,377.81","2,455","13,665","1,236",7,"285,059","3,393.56",,
16720,IOWA,PAGE,16,"306,818","1,598.01","228,526","1,190.24","38,369","26,909","13,013",15,"599,814","3,332.30",,
16730,IOWA,PALO ALTO,7,"17,320",206.19,"16,540",196.90,259,393,127,6,"375,374","5,213.53",,
16740,IOWA,PLYMOUTH,23,"284,175","1,029.62","264,653",958.89,"4,533","11,939","3,049",23,"606,264","2,196.61",,
16750,IOWA,POCAHONTAS,5,"94,257","1,570.95","80,420","1,340.33","7,723","5,057","1,055",5,"212,630","3,543.83",,
16760,IOWA,POLK,396,"7,670,676","1,614.20","6,683,551","1,406.47","345,141","572,716","69,267",369,"11,681,863","2,638.18",,
16770,IOWA,POTTAWATTAMIE,90,"2,207,471","2,043.95","1,921,086","1,778.78","78,628","187,856","25,981",86,"2,752,406","2,667.06",,
16780,IOWA,POWESHIEK,16,"425,516","2,216.23","339,580","1,768.65","37,416","38,848","9,670",16,"834,114","4,344.34",,
16790,IOWA,RINGGOLD,8,"52,511",546.99,"45,800",477.08,"1,849","4,729",132,8,"323,106","3,365.69",,
16800,IOWA,SAC,13,"139,808",896.21,"132,340",848.33,"1,099","5,764",604,12,"400,302","2,779.88",,
16810,IOWA,SCOTT,168,"4,011,153","1,989.66","3,539,631","1,755.77","178,242","249,154","44,124",161,"5,739,299","2,970.65",,
16820,IOWA,SHELBY,9,"271,201","2,511.12","209,852","1,943.07","25,776","17,060","18,512",9,"381,059","3,528.32",,
16830,IOWA,SIOUX,13,"189,027","1,211.71","174,390","1,117.88","3,856","8,751","2,029",12,"427,161","2,966.40",,
16840,IOWA,STORY,32,"441,498","1,149.73","418,573","1,090.03","10,821","10,066","2,036",29,"947,403","2,722.42",,
16850,IOWA,TAMA,20,"594,296","2,476.23","539,684","2,248.68","23,111","25,177","6,323",20,"653,932","2,724.72",,
16860,IOWA,TAYLOR,4,"121,924","2,540.08","105,431","2,196.48","7,645","7,676","1,170",4,"209,039","4,354.98",,
16870,IOWA,UNION,16,"228,808","1,191.71","207,152","1,078.92","9,542","12,112",0,13,"400,136","2,564.97",,
16880,IOWA,VAN BUREN,6,"116,473","1,617.68","92,284","1,281.72","10,124","10,484","3,579",6,"209,779","2,913.60",,
16890,IOWA,WAPELLO,47,"1,201,980","2,131.17","1,072,697","1,901.95","23,296","101,569","4,417",47,"1,772,702","3,143.09",,
16900,IOWA,WARREN,38,"625,883","1,372.55","550,244","1,206.68","24,885","46,097","4,657",35,"976,859","2,325.85",,
16910,IOWA,WASHINGTON,17,"361,875","1,773.90","262,572","1,287.12","46,810","40,369","12,123",16,"688,618","3,586.55",,
16920,IOWA,WAYNE,9,"370,971","3,434.92","301,834","2,794.76","22,989","40,422","5,725",9,"313,900","2,906.48",,
16930,IOWA,WEBSTER,54,"742,547","1,145.91","664,881","1,026.05","30,663","40,696","6,306",49,"1,662,294","2,827.03",,
16940,IOWA,WINNEBAGO,8,"72,904",759.42,"64,450",671.35,"5,003","1,563","1,887",7,"195,775","2,330.65",,
16950,IOWA,WINNESHIEK,22,"867,256","3,285.06","778,356","2,948.32","63,455","11,286","14,158",22,"813,055","3,079.75",,
16960,IOWA,WOODBURY,130,"3,450,940","2,212.14","3,097,027","1,985.27","75,040","243,822","35,050",125,"4,278,778","2,852.52",,
16970,IOWA,WORTH,7,"96,839","1,152.85","86,392","1,028.48","3,844","5,839",762,5,"242,938","4,048.97",,
16980,IOWA,WRIGHT,13,"357,644","2,292.59","309,586","1,984.53","21,206","18,501","8,349",13,"556,017","3,564.21",,
17000,KANSAS,ALLEN,15,"574,350","3,190.83","480,237","2,667.98","45,036","33,868","15,208",15,"524,629","2,914.61",,
17010,KANSAS,ANDERSON,6,"52,923",735.04,"52,305",726.46,0,618,0,6,"186,969","2,596.79",,
17020,KANSAS,ATCHISON,20,"362,485","1,510.35","319,138","1,329.74","16,206","21,852","5,287",20,"548,070","2,283.63",,
17030,KANSAS,BARBER,1,"51,341","4,278.42","45,469","3,789.08",773,"4,973",126,1,"74,728","6,227.33",,
17040,KANSAS,BARTON,25,"707,334","2,357.78","653,959","2,179.86","17,950","27,872","7,552",25,"959,093","3,196.98",,
17050,KANSAS,BOURBON,20,"436,582","1,819.09","390,493","1,627.05","15,552","25,743","4,793",20,"686,406","2,860.03",,
17060,KANSAS,BROWN,18,"431,035","1,995.53","394,313","1,825.52","12,254","22,046","2,421",18,"668,761","3,096.12",,
17070,KANSAS,BUTLER,62,"1,437,166","1,931.67","1,198,691","1,611.14","88,232","114,136","36,106",59,"1,925,243","2,719.27",,
17080,KANSAS,CHASE,1,"36,456","3,038.00","32,704","2,725.33","1,140","1,650",960,1,"47,851","3,987.58",,
17090,KANSAS,CHAUTAUQUA,7,"185,760","2,211.43","166,135","1,977.80","6,962","9,352","3,309",7,"236,740","2,818.33",,
17100,KANSAS,CHEROKEE,24,"448,179","1,556.18","389,475","1,352.34","6,751","49,185","2,767",23,"699,362","2,533.92",,
17110,KANSAS,CHEYENNE,2,"49,323","2,055.13","49,323","2,055.13",0,0,0,2,"96,132","4,005.50",,
17120,KANSAS,CLARK,2,"121,847","5,076.96","110,866","4,619.42","3,767","6,252",960,2,"99,492","4,145.50",,
17130,KANSAS,CLAY,7,"33,493",398.73,"33,073",393.73,0,419,0,7,"158,909","1,891.77",,
17140,KANSAS,CLOUD,12,"212,575","1,476.22","195,700","1,359.03","7,706","6,919","2,249",12,"382,779","2,658.19",,
17150,KANSAS,COFFEY,6,"26,587",369.26,"24,221",336.40,40,"2,306",18,6,"189,561","2,632.79",,
17160,KANSAS,COMANCHE,1,0,0.00,0,0.00,0,0,0,1,"27,131","2,260.92",,
17170,KANSAS,COWLEY,24,"265,378",921.45,"214,433",744.56,"17,238","23,502","10,204",24,"864,888","3,003.08",,
17180,KANSAS,CRAWFORD,27,"613,646","1,893.97","532,481","1,643.46","21,554","52,515","7,094",27,"1,044,928","3,225.09",,
17190,KANSAS,DECATUR,3,"32,006",889.06,"25,978",721.61,"3,031","2,372",623,2,"126,062","5,252.58",,
17200,KANSAS,DICKINSON,12,"282,085","1,958.92","268,771","1,866.47","5,422","6,252","1,638",12,"379,041","2,632.23",,
17210,KANSAS,DONIPHAN,6,"69,930",971.25,"48,569",674.57,"9,076","8,374","3,910",6,"140,472","1,951.00",,
17220,KANSAS,DOUGLAS,80,"1,439,099","1,499.06","1,250,740","1,302.85","78,535","78,935","30,887",76,"2,926,031","3,208.37",,
17230,KANSAS,EDWARDS,2,0,0.00,0,0.00,0,0,0,2,"32,658","1,360.75",,
17240,KANSAS,ELK,3,"102,785","2,855.14","71,472","1,985.33","10,424","15,447","5,441",3,"147,232","4,089.78",,
17250,KANSAS,ELLIS,33,"810,083","2,045.66","787,139","1,987.72","10,438","9,731","2,773",32,"1,032,005","2,687.51",,
17260,KANSAS,ELLSWORTH,7,"165,637","1,971.87","162,006","1,928.64","1,310","1,892",428,6,"344,662","4,786.97",,
17270,KANSAS,FINNEY,49,"836,365","1,422.39","750,975","1,277.17","23,893","50,532","10,963",47,"1,337,199","2,370.92",,
17280,KANSAS,FORD,26,"384,075","1,231.01","316,025","1,012.90","20,262","35,066","12,721",24,"741,419","2,574.37",,
17290,KANSAS,FRANKLIN,22,"473,427","1,793.28","439,060","1,663.11","12,843","16,027","5,496",22,"672,555","2,547.56",,
17300,KANSAS,GEARY,42,"642,672","1,275.14","584,419","1,159.56","23,143","24,052","11,057",40,"1,121,616","2,336.70",,
17310,KANSAS,GOVE,2,"134,470","5,602.92","120,046","5,001.92","6,509","6,755","1,160",2,"96,652","4,027.17",,
17320,KANSAS,GRAHAM,3,"139,080","3,863.33","130,770","3,632.50","2,833","3,949","1,526",3,"126,058","3,501.61",,
17330,KANSAS,GRANT,6,"217,189","3,016.51","188,705","2,620.90","9,336","15,759","3,388",6,"231,570","3,216.25",,
17340,KANSAS,GRAY,6,"20,666",287.03,"14,840",206.11,"2,871","2,172",782,5,"92,807","1,546.78",,
17350,KANSAS,GREELEY,2,0,0.00,0,0.00,0,0,0,2,"19,359",806.63,,
17360,KANSAS,GREENWOOD,9,"140,044","1,296.70","119,054","1,102.35","6,624","11,945","2,419",9,"303,078","2,806.28",,
17370,KANSAS,HAMILTON,3,"98,755","2,743.19","97,078","2,696.61",0,"1,658",18,2,"63,922","2,663.42",,
17380,KANSAS,HARPER,5,"57,761",962.68,"49,321",822.02,"3,283","4,196",960,5,"159,855","2,664.25",,
17390,KANSAS,HARVEY,43,"726,996","1,408.91","610,761","1,183.65","38,375","56,820","23,131",42,"1,687,020","3,347.26",,
17391,KANSAS,HASKELL,5,"9,371",156.18,"9,067",151.12,0,295,9,5,"171,765","2,862.75",,
17410,KANSAS,HODGEMAN,2,0,0.00,0,0.00,0,0,0,2,"57,063","2,377.63",,
17420,KANSAS,JACKSON,13,"163,702","1,049.37","152,830",979.68,"1,220","8,788",862,13,"391,259","2,508.07",,
17430,KANSAS,JEFFERSON,23,"411,601","1,491.31","360,721","1,306.96","6,206","41,148","3,524",23,"714,364","2,588.28",,
17440,KANSAS,JEWELL,3,"163,429","4,539.69","154,681","4,296.69","3,587","4,033","1,128",3,"171,924","4,775.67",,
17450,KANSAS,JOHNSON,328,"7,195,305","1,828.08","6,612,110","1,679.91","218,801","265,719","98,687",300,"9,914,451","2,754.01",,
17451,KANSAS,KEARNY,6,"250,960","3,485.56","227,973","3,166.29","7,427","13,060","2,498",5,"184,434","3,073.90",,
17470,KANSAS,KINGMAN,5,"87,739","1,462.32","66,928","1,115.47","7,253","11,115","2,440",4,"147,229","3,067.27",,
17480,KANSAS,KIOWA,1,0,0.00,0,0.00,0,0,0,1,0,0.00,,
17490,KANSAS,LABETTE,22,"312,240","1,182.73","256,168",970.33,"14,238","32,878","8,954",22,"1,564,002","5,924.25",,
17500,KANSAS,LANE,4,"80,760","1,682.50","74,024","1,542.17","1,173","5,053",509,4,"98,016","2,042.00",,
17510,KANSAS,LEAVENWORTH,68,"1,331,552","1,631.80","1,183,205","1,450.01","51,709","76,399","20,238",64,"2,055,812","2,676.84",,
17520,KANSAS,LINCOLN,1,0,0.00,0,0.00,0,0,0,1,0,0.00,,
17530,KANSAS,LINN,13,"342,880","2,197.95","306,541","1,965.01","15,704","15,708","4,926",13,"481,491","3,086.48",,
17540,KANSAS,LOGAN,3,"120,715","3,353.19","112,656","3,129.33","2,903","4,194",960,3,"117,706","3,269.61",,
17550,KANSAS,LYON,42,"723,077","1,434.68","660,449","1,310.41","14,055","43,280","5,291",39,"1,074,859","2,296.71",,
17560,KANSAS,MCPHERSON,22,"444,585","1,684.03","401,025","1,519.03","15,484","22,681","5,393",22,"594,412","2,251.56",,
17570,KANSAS,MARION,15,"221,608","1,231.16","185,998","1,033.32","11,895","16,825","6,888",14,"507,122","3,018.58",,
17580,KANSAS,MARSHALL,10,"175,656","1,463.80","166,837","1,390.31",143,"8,639",34,10,"344,895","2,874.12",,
17590,KANSAS,MEADE,1,256,21.33,"1,885",157.08,740,920,480,1,"44,349","3,695.75",,
17600,KANSAS,MIAMI,17,"493,481","2,419.02","444,779","2,180.29","24,788","19,080","4,832",16,"458,345","2,387.21",,
17610,KANSAS,MITCHELL,6,"95,367","1,324.54","89,892","1,248.50","1,853","3,193",428,6,"209,773","2,913.51",,
17620,KANSAS,MONTGOMERY,53,"807,354","1,269.42","684,854","1,076.81","38,821","65,424","18,254",53,"1,859,828","2,924.26",,
17630,KANSAS,MORRIS,6,"171,197","2,377.74","164,120","2,279.44","2,221","4,100",754,4,"128,096","2,668.67",,
17640,KANSAS,MORTON,2,"12,756",531.50,"10,140",422.50,864,"1,271",480,2,"41,065","1,711.04",,
17650,KANSAS,NEMAHA,11,"143,276","1,085.42","136,622","1,035.02",147,"6,453",52,11,"353,193","2,675.70",,
17660,KANSAS,NEOSHO,22,"342,885","1,298.81","297,741","1,127.81","13,362","23,092","8,688",22,"712,435","2,698.62",,
17670,KANSAS,NESS,4,"114,629","2,388.10","108,950","2,269.79","2,016","2,702",960,4,"153,263","3,192.98",,
17680,KANSAS,NORTON,6,"182,799","2,538.88","176,146","2,446.47","2,338","3,268","1,046",6,"196,584","2,730.33",,
17690,KANSAS,OSAGE,10,"174,388","1,453.23","156,480","1,304.00","1,546","15,701",660,10,"259,302","2,160.85",,
17700,KANSAS,OSBORNE,1,"20,935","1,744.58","20,935","1,744.58",0,0,0,1,"23,424","1,952.00",,
17710,KANSAS,OTTAWA,2,"18,137",755.71,"17,199",716.63,316,450,171,2,"67,325","2,805.21",,
17720,KANSAS,PAWNEE,4,"69,805","1,454.27","52,775","1,099.48","6,196","7,951","2,881",4,"52,184","1,087.17",,
17730,KANSAS,PHILLIPS,6,"31,607",438.99,"30,616",425.22,43,928,18,6,"150,988","2,097.06",,
17740,KANSAS,POTTAWATOMIE,8,"91,930",957.60,"89,327",930.49,86,"2,487",28,8,"349,591","3,641.57",,
17750,KANSAS,PRATT,5,"5,866",97.77,"4,339",72.32,437,609,480,4,"175,891","3,664.40",,
17760,KANSAS,RAWLINS,2,"8,159",339.96,"8,159",339.96,0,0,0,2,"81,216","3,384.00",,
17770,KANSAS,RENO,74,"631,193",710.80,"599,637",675.27,"10,238","15,396","5,921",70,"2,146,950","2,555.89",,
17780,KANSAS,REPUBLIC,4,"32,799",683.31,"25,729",536.02,"3,313","2,803",953,4,"63,703","1,327.15",,
17790,KANSAS,RICE,10,"169,601","1,413.34","155,722","1,297.68","5,160","6,621","2,098",10,"291,686","2,430.72",,
17800,KANSAS,RILEY,31,"518,828","1,394.70","500,474","1,345.36","3,537","13,323","1,493",30,"951,229","2,642.30",,
17810,KANSAS,ROOKS,6,"88,561","1,230.01","84,619","1,175.26","1,799","1,360",782,6,"168,400","2,338.89",,
17820,KANSAS,RUSH,4,"53,725","1,119.27","45,793",954.02,"2,729","4,242",960,3,"123,205","3,422.36",,
17830,KANSAS,RUSSELL,7,"256,083","3,048.61","248,076","2,953.29","2,954","4,005","1,046",7,"236,218","2,812.12",,
17840,KANSAS,SALINE,67,"1,103,426","1,372.42","1,033,904","1,285.95","27,859","34,741","7,481",65,"2,077,542","2,663.52",,
17841,KANSAS,SCOTT,1,"17,437","1,453.08","1,208",100.67,"6,058","7,769","2,401",1,"29,410","2,450.83",,
17860,KANSAS,SEDGWICK,635,"11,994,209","1,574.04","9,965,187","1,307.77","679,804","961,540","390,889",612,"20,683,353","2,816.36",,
17870,KANSAS,SEWARD,24,"369,255","1,282.14","310,408","1,077.81","21,040","28,548","9,258",24,"723,335","2,511.58",,
17880,KANSAS,SHAWNEE,231,"4,415,875","1,593.03","3,999,717","1,442.90","83,474","299,654","33,521",213,"6,807,615","2,663.39",,
17890,KANSAS,SHERIDAN,3,0,0.00,0,0.00,0,0,0,3,"32,726",909.06,,
17900,KANSAS,SHERMAN,3,"93,292","2,591.44","89,839","2,495.53",758,"2,592",102,3,"80,292","2,230.33",,
17910,KANSAS,SMITH,1,"63,825","5,318.75","61,652","5,137.67",13,"2,151",9,1,"56,981","4,748.42",,
17920,KANSAS,STAFFORD,5,"27,395",456.58,"27,395",456.58,0,0,0,5,"147,158","2,452.63",,
17921,KANSAS,STANTON,4,"41,920",873.33,"34,135",711.15,"2,238","4,546","1,000",3,"78,614","2,183.72",,
17940,KANSAS,STEVENS,4,"81,654","1,701.13","73,191","1,524.81","2,733","4,760",969,3,"96,345","2,676.25",,
17950,KANSAS,SUMNER,33,"478,650","1,208.71","396,716","1,001.81","31,991","36,928","13,014",33,"921,613","2,327.31",,
17960,KANSAS,THOMAS,3,"3,271",90.86,"2,132",59.22,275,383,480,3,"80,811","2,244.75",,
17970,KANSAS,TREGO,3,"37,119","1,031.08","34,909",969.69,700,"1,029",480,3,"96,800","2,688.89",,
17980,KANSAS,WABAUNSEE,2,"10,893",453.88,"9,451",393.79,19,"1,416",5,2,"118,679","4,944.96",,
17981,KANSAS,WALLACE,1,0,0.00,0,0.00,0,0,0,1,0,0.00,,
17982,KANSAS,WASHINGTON,3,"85,662","2,379.50","73,300","2,036.11","4,376","5,519","2,466",3,"210,873","5,857.58",,
17983,KANSAS,WICHITA,2,"36,381","1,515.88","36,337","1,514.04",41,0,2,2,"75,699","3,154.13",,
