"ESRD -- 2011 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE, BENEFICIARIES ENROLLED IN PARTS A AND/OR B, REIMBURSEMENTS FOR HOSPICE AND COST CONTRACTS EXCLUDED",,,,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA,,
42340,SOUTH CAROLINA,MARLBORO,113,"3,426,782","2,527.13","2,973,372","2,192.75","40,765","400,880","11,764",112,"5,490,882","4,085.48",,
42350,SOUTH CAROLINA,NEWBERRY,79,"1,419,531","1,497.40","1,152,379","1,215.59","58,681","178,731","29,739",78,"2,816,154","3,008.71",,
42360,SOUTH CAROLINA,OCONEE,77,"1,631,492","1,765.68","1,471,046","1,592.04","51,604","94,209","14,632",76,"3,465,334","3,799.71",,
42370,SOUTH CAROLINA,ORANGEBURG,292,"8,602,803","2,455.14","7,065,786","2,016.49","210,335","1,277,965","48,716",282,"14,141,154","4,178.83",,
42380,SOUTH CAROLINA,PICKENS,134,"2,728,713","1,696.96","2,342,394","1,456.71","107,838","235,496","42,982",129,"5,394,877","3,485.06",,
42390,SOUTH CAROLINA,RICHLAND,763,"18,133,209","1,980.47","15,074,430","1,646.40","707,200","2,012,820","338,758",737,"28,612,436","3,235.24",,
42400,SOUTH CAROLINA,SALUDA,37,"1,167,952","2,630.52","1,004,781","2,263.02","31,308","117,729","14,133",37,"1,621,584","3,652.22",,
42410,SOUTH CAROLINA,SPARTANBURG,451,"9,178,575","1,695.97","7,954,613","1,469.81","389,110","706,414","128,437",438,"17,441,036","3,318.31",,
42420,SOUTH CAROLINA,SUMTER,258,"5,585,336","1,804.05","4,779,466","1,543.76","109,642","660,543","35,683",252,"11,909,975","3,938.48",,
42430,SOUTH CAROLINA,UNION,76,"1,303,169","1,428.91","1,141,689","1,251.85","49,890","94,338","17,251",74,"2,794,115","3,146.53",,
42440,SOUTH CAROLINA,WILLIAMSBURG,133,"2,987,016","1,871.56","2,588,072","1,621.60","23,746","365,176","10,021",130,"5,963,953","3,823.05",,
42450,SOUTH CAROLINA,YORK,281,"4,292,985","1,273.13","3,624,875","1,074.99","125,320","510,343","32,445",268,"9,253,146","2,877.22",,
43010,SOUTH DAKOTA,AURORA,2,"21,769",907.04,"18,903",787.63,263,"2,243",359,2,"86,226","3,592.75",,
43020,SOUTH DAKOTA,BEADLE,21,"683,653","2,712.91","642,814","2,550.85","10,815","27,979","2,043",21,"791,673","3,141.56",,
43030,SOUTH DAKOTA,BENNETT,8,"343,786","3,581.10","303,400","3,160.42","6,538","31,667","2,179",8,"442,974","4,614.31",,
43040,SOUTH DAKOTA,BON HOMME,8,"60,752",632.83,"58,001",604.18,0,"2,751",0,8,"153,231","1,596.16",,
43050,SOUTH DAKOTA,BROOKINGS,20,"273,882","1,141.18","254,922","1,062.18","2,789","14,075","2,094",19,"578,895","2,539.01",,
43060,SOUTH DAKOTA,BROWN,39,"690,747","1,475.96","668,084","1,427.53","2,631","18,412","1,619",38,"1,321,857","2,898.81",,
43070,SOUTH DAKOTA,BRULE,10,"55,651",463.76,"50,215",418.46,708,"4,367",359,10,"303,248","2,527.07",,
43080,SOUTH DAKOTA,BUFFALO,8,"114,572","1,193.46","99,667","1,038.20","1,824","12,043","1,037",8,"264,139","2,751.45",,
43090,SOUTH DAKOTA,BUTTE,10,"146,048","1,217.07","123,186","1,026.55","4,188","17,922",751,9,"273,479","2,532.21",,
43100,SOUTH DAKOTA,CAMPBELL,3,"72,264","2,007.33","70,480","1,957.78",348,"1,213",222,3,"111,366","3,093.50",,
43110,SOUTH DAKOTA,CHARLES MIX,10,"273,470","2,278.92","241,454","2,012.12","5,188","24,348","2,478",10,"488,445","4,070.38",,
43120,SOUTH DAKOTA,CLARK,6,"90,582","1,258.08","86,953","1,207.68",604,"2,886",138,6,"289,373","4,019.07",,
43130,SOUTH DAKOTA,CLAY,8,"344,266","3,586.10","315,976","3,291.42","4,190","21,846","2,253",8,"276,468","2,879.88",,
43140,SOUTH DAKOTA,CODINGTON,19,"150,844",661.60,"145,774",639.36,496,"4,234",338,18,"554,514","2,567.19",,
43150,SOUTH DAKOTA,CORSON,8,"327,621","3,412.72","298,275","3,107.03","15,298","11,605","2,441",7,"331,634","3,948.02",,
43160,SOUTH DAKOTA,CUSTER,6,"116,471","1,617.65","104,854","1,456.31","1,995","9,005",615,6,"212,677","2,953.85",,
43170,SOUTH DAKOTA,DAVISON,34,"682,464","1,672.71","618,655","1,516.31","10,621","48,166","5,021",34,"1,381,519","3,386.08",,
43180,SOUTH DAKOTA,DAY,6,"67,072",931.56,"64,327",893.43,349,"2,215",179,6,"251,731","3,496.26",,
43190,SOUTH DAKOTA,DEUEL,2,"8,883",370.13,"8,883",370.13,0,0,0,2,"149,446","6,226.92",,
43200,SOUTH DAKOTA,DEWEY,25,"447,290","1,490.97","396,880","1,322.93","7,331","39,401","3,676",22,"827,732","3,135.35",,
43210,SOUTH DAKOTA,DOUGLAS,1,0,0.00,0,0.00,0,0,0,1,"10,279",856.58,,
43220,SOUTH DAKOTA,EDMUNDS,2,"122,965","5,123.54","121,964","5,081.83",117,704,179,2,"127,762","5,323.42",,
43230,SOUTH DAKOTA,FALL RIVER,12,"32,468",225.47,"24,050",167.01,"1,471","6,536",410,10,"185,174","1,543.12",,
43240,SOUTH DAKOTA,FAULK,4,"57,860","1,205.42","57,860","1,205.42",0,0,0,3,"155,104","4,308.44",,
43250,SOUTH DAKOTA,GRANT,7,"127,431","1,517.04","120,518","1,434.74",774,"5,420",718,7,"224,119","2,668.08",,
43260,SOUTH DAKOTA,GREGORY,4,"127,084","2,647.58","122,342","2,548.79",480,"3,903",359,3,"124,216","3,450.44",,
43270,SOUTH DAKOTA,HAAKON,1,"21,688","1,807.33","18,951","1,579.25",483,"2,150",102,1,"72,785","6,065.42",,
43280,SOUTH DAKOTA,HAMLIN,3,"106,798","2,966.61","101,825","2,828.47",436,"4,177",359,3,"110,492","3,069.22",,
43290,SOUTH DAKOTA,HAND,1,0,0.00,0,0.00,0,0,0,1,"49,375","4,114.58",,
43300,SOUTH DAKOTA,HANSON,3,"67,194","1,866.50","62,078","1,724.39","1,037","3,680",398,3,"102,556","2,848.78",,
43310,SOUTH DAKOTA,HARDING,2,0,0.00,0,0.00,0,0,0,2,"7,411",308.79,,
43320,SOUTH DAKOTA,HUGHES,16,"302,782","1,576.99","274,024","1,427.21","7,279","20,067","1,409",13,"468,908","3,005.82",,
43330,SOUTH DAKOTA,HUTCHINSON,4,"240,775","5,016.15","218,617","4,554.52","2,828","18,252","1,077",4,"221,733","4,619.44",,
43340,SOUTH DAKOTA,HYDE,1,"42,874","3,572.83","38,863","3,238.58",413,"3,237",359,1,"33,183","2,765.25",,
43350,SOUTH DAKOTA,JACKSON,1,0,0.00,0,0.00,0,0,0,1,0,0.00,,
43360,SOUTH DAKOTA,JERAULD,4,"70,963","1,478.40","64,456","1,342.83",499,"5,637",369,4,"119,947","2,498.90",,
43370,SOUTH DAKOTA,JONES,2,0,0.00,0,0.00,0,0,0,2,"80,956","3,373.17",,
43380,SOUTH DAKOTA,KINGSBURY,3,"89,406","2,483.50","79,399","2,205.53","1,852","7,296",857,3,"273,945","7,609.58",,
43390,SOUTH DAKOTA,LAKE,6,"61,992",861.00,"55,317",768.29,945,"5,030",698,5,"219,203","3,653.38",,
43400,SOUTH DAKOTA,LAWRENCE,26,"455,037","1,458.45","416,196","1,333.96","6,232","30,855","1,752",25,"871,080","2,903.60",,
43410,SOUTH DAKOTA,LINCOLN,14,"244,005","1,452.41","213,188","1,268.98","4,782","23,242","2,792",13,"268,336","1,720.10",,
43420,SOUTH DAKOTA,LYMAN,7,"100,297","1,194.01","87,506","1,041.74","1,724","10,265",800,6,"267,877","3,720.51",,
43430,SOUTH DAKOTA,MCCOOK,2,"19,133",797.21,"16,378",682.42,351,"2,223",179,1,"30,900","2,575.00",,
43440,SOUTH DAKOTA,MCPHERSON,1,"10,717",893.08,"10,717",893.08,0,0,0,1,"7,488",624.00,,
43450,SOUTH DAKOTA,MARSHALL,5,"65,395","1,089.92","65,395","1,089.92",0,0,0,4,"202,749","4,223.94",,
43460,SOUTH DAKOTA,MEADE,18,"183,805",850.95,"168,891",781.90,"2,413","11,564",935,18,"520,099","2,407.87",,
43470,SOUTH DAKOTA,MELLETTE,2,"12,953",539.71,"11,236",468.17,296,"1,318",102,2,"82,818","3,450.75",,
43480,SOUTH DAKOTA,MINER,1,0,0.00,0,0.00,0,0,0,1,"55,663","4,638.58",,
43490,SOUTH DAKOTA,MINNEHAHA,143,"3,528,437","2,056.20","3,177,212","1,851.52","72,792","250,279","31,107",137,"4,845,456","2,947.36",,
43500,SOUTH DAKOTA,MOODY,7,"110,646","1,317.21","95,961","1,142.39","2,140","11,047","1,496",6,"195,243","2,711.71",,
43510,SOUTH DAKOTA,PENNINGTON,119,"2,757,018","1,930.68","2,479,910","1,736.63","60,383","201,144","15,580",113,"3,730,443","2,751.06",,
43520,SOUTH DAKOTA,PERKINS,3,"104,902","2,913.94","103,552","2,876.44",327,925,97,3,"86,147","2,392.97",,
43530,SOUTH DAKOTA,POTTER,4,"94,307","1,964.73","85,675","1,784.90","3,366","3,309","1,954",4,"123,980","2,582.92",,
43540,SOUTH DAKOTA,ROBERTS,16,"363,430","1,892.86","325,660","1,696.15","8,630","26,728","2,411",15,"619,589","3,442.16",,
43550,SOUTH DAKOTA,SANBORN,1,0,0.00,0,0.00,0,0,0,1,0,0.00,,
43560,SOUTH DAKOTA,SHANNON,60,"1,318,158","1,830.78","1,176,783","1,634.42","21,756","114,304","5,315",54,"1,931,024","2,979.98",,
43570,SOUTH DAKOTA,SPINK,5,"227,308","3,788.47","207,391","3,456.52","10,990","7,698","1,228",5,"159,324","2,655.40",,
43580,SOUTH DAKOTA,STANLEY,4,"57,335","1,194.48","51,483","1,072.56",217,"5,455",179,4,"69,276","1,443.25",,
43590,SOUTH DAKOTA,SULLY,5,"181,817","3,030.28","154,464","2,574.40","23,446",715,"3,191",5,"118,926","1,982.10",,
43600,SOUTH DAKOTA,TODD,34,"1,187,788","2,911.25","1,059,900","2,597.79","19,020","103,675","5,191",31,"1,332,907","3,583.08",,
43610,SOUTH DAKOTA,TRIPP,7,"141,038","1,679.02","127,937","1,523.06","2,046","10,096",957,7,"224,020","2,666.90",,
43620,SOUTH DAKOTA,TURNER,5,"75,365","1,256.08","68,968","1,149.47",874,"5,083",438,5,"158,294","2,638.23",,
43630,SOUTH DAKOTA,UNION,12,"313,578","2,177.62","296,738","2,060.68","5,459","19,225","2,519",11,"278,440","2,109.39",,
43640,SOUTH DAKOTA,WALWORTH,3,0,0.00,0,0.00,0,0,0,3,"101,655","2,823.75",,
43670,SOUTH DAKOTA,YANKTON,21,"243,539",966.42,"218,323",866.36,"4,680","18,963","1,571",20,"507,262","2,113.59",,
43680,SOUTH DAKOTA,ZIEBACH,3,"173,271","4,813.08","158,689","4,408.03","2,214","11,752",615,3,"146,617","4,072.69",,
44000,TENNESSEE,ANDERSON,80,"1,975,501","2,057.81","1,799,693","1,874.68","31,439","117,683","26,684",78,"3,088,565","3,299.75",,
44010,TENNESSEE,BEDFORD,65,"1,117,988","1,433.32","955,559","1,225.08","42,963","109,963","9,501",62,"2,081,551","2,797.78",,
44020,TENNESSEE,BENTON,29,"522,510","1,501.47","410,399","1,179.31","43,657","60,239","8,214",29,"963,160","2,767.70",,
44030,TENNESSEE,BLEDSOE,6,"84,056","1,167.44","81,020","1,125.28",0,"3,035",0,6,"141,672","1,967.67",,
44040,TENNESSEE,BLOUNT,172,"3,973,933","1,925.36","3,305,697","1,601.60","207,260","338,758","122,216",169,"5,111,255","2,520.34",,
44050,TENNESSEE,BRADLEY,108,"2,884,468","2,225.67","2,584,161","1,993.95","75,401","204,931","19,973",104,"3,925,421","3,145.37",,
44060,TENNESSEE,CAMPBELL,37,"735,114","1,655.66","618,068","1,392.05","33,011","64,893","19,141",36,"1,710,623","3,959.78",,
44070,TENNESSEE,CANNON,8,"157,196","1,637.46","139,930","1,457.60","2,029","14,657",578,8,"334,758","3,487.06",,
44080,TENNESSEE,CARROLL,61,"1,463,611","1,999.47","1,256,687","1,716.79","50,924","145,441","10,558",60,"1,987,080","2,759.83",,
44090,TENNESSEE,CARTER,40,"1,203,101","2,506.46","1,015,911","2,116.48","52,531","118,134","16,523",33,"1,150,120","2,904.34",,
44100,TENNESSEE,CHEATHAM,30,"857,639","2,382.33","729,994","2,027.76","36,122","84,185","7,336",29,"1,458,058","4,189.82",,
44110,TENNESSEE,CHESTER,21,"585,604","2,323.83","537,916","2,134.59","5,506","40,444","1,736",20,"736,546","3,068.94",,
44120,TENNESSEE,CLAIBORNE,45,"420,586",778.86,"351,383",650.71,"18,117","40,066","11,020",44,"1,327,948","2,515.05",,
44130,TENNESSEE,CLAY,4,"12,411",258.56,"11,165",232.60,0,"1,245",0,4,"83,138","1,732.04",,
44140,TENNESSEE,COCKE,46,"1,046,714","1,896.22","890,781","1,613.73","36,474","97,156","22,302",45,"2,003,273","3,709.76",,
44150,TENNESSEE,COFFEE,77,"1,649,761","1,785.46","1,481,850","1,603.73","31,470","128,907","7,533",76,"2,714,707","2,976.65",,
44160,TENNESSEE,CROCKETT,39,"661,701","1,413.89","584,261","1,248.42","9,071","65,778","2,590",39,"1,247,977","2,666.62",,
44170,TENNESSEE,CUMBERLAND,63,"1,065,655","1,409.60","979,197","1,295.23","18,981","58,776","8,699",62,"1,937,920","2,604.73",,
44180,TENNESSEE,DAVIDSON,891,"16,293,049","1,523.85","13,257,815","1,239.98","974,995","1,748,360","311,878",843,"32,163,756","3,179.49",,
44190,TENNESSEE,DECATUR,12,"298,910","2,075.76","251,627","1,747.41","11,363","33,511","2,408",12,"518,146","3,598.24",,
44200,TENNESSEE,DEKALB,20,"308,553","1,285.64","266,966","1,112.36","9,009","30,272","2,305",20,"761,281","3,172.00",,
44210,TENNESSEE,DICKSON,60,"1,478,082","2,052.89","1,342,274","1,864.27","27,664","104,023","4,119",59,"2,379,398","3,360.73",,
44220,TENNESSEE,DYER,86,"2,338,661","2,266.14","2,134,018","2,067.85","12,954","188,194","3,493",84,"2,960,559","2,937.06",,
44230,TENNESSEE,FAYETTE,56,"1,352,023","2,011.94","1,196,008","1,779.77","38,195","110,066","7,752",54,"2,386,898","3,683.48",,
44240,TENNESSEE,FENTRESS,16,"193,597","1,008.32","165,288",860.88,"9,674","15,157","3,477",16,"451,116","2,349.56",,
44250,TENNESSEE,FRANKLIN,44,"1,086,093","2,056.99","925,796","1,753.40","47,821","105,026","7,448",42,"1,610,554","3,195.54",,
44260,TENNESSEE,GIBSON,102,"2,219,254","1,813.12","1,958,196","1,599.83","49,090","203,626","8,341",102,"3,604,413","2,944.78",,
44270,TENNESSEE,GILES,39,"537,672","1,148.87","505,053","1,079.17","2,554","29,308",756,38,"1,261,977","2,767.49",,
44280,TENNESSEE,GRAINGER,29,"271,370",779.80,"235,906",677.89,"4,039","27,943","3,480",29,"955,928","2,746.92",,
44290,TENNESSEE,GREENE,65,"1,445,991","1,853.83","1,208,103","1,548.85","60,944","157,454","19,488",64,"2,060,956","2,683.54",,
44300,TENNESSEE,GRUNDY,23,"399,743","1,448.34","357,183","1,294.14","6,284","33,724","2,551",21,"602,407","2,390.50",,
44310,TENNESSEE,HAMBLEN,95,"1,686,210","1,479.13","1,472,966","1,292.08","32,986","166,770","13,485",91,"3,067,247","2,808.83",,
44320,TENNESSEE,HAMILTON,582,"11,207,557","1,604.75","9,856,942","1,411.36","298,895","938,007","113,711",559,"21,502,357","3,205.48",,
44330,TENNESSEE,HANCOCK,6,"141,012","1,958.50","124,595","1,730.49","2,471","12,547","1,397",6,"462,632","6,425.44",,
44340,TENNESSEE,HARDEMAN,78,"1,954,193","2,087.81","1,692,798","1,808.54","72,236","180,940","8,218",75,"3,326,626","3,696.25",,
44350,TENNESSEE,HARDIN,38,"859,402","1,884.65","744,935","1,633.63","21,816","87,461","5,188",37,"1,400,763","3,154.87",,
44360,TENNESSEE,HAWKINS,40,"882,148","1,837.81","740,595","1,542.91","35,085","85,488","20,978",39,"1,334,096","2,850.63",,
44370,TENNESSEE,HAYWOOD,71,"1,652,457","1,939.50","1,453,041","1,705.45","26,153","167,970","5,292",71,"3,201,972","3,758.18",,
44380,TENNESSEE,HENDERSON,53,"1,488,083","2,339.75","1,244,438","1,956.66","70,388","158,428","14,828",53,"1,993,366","3,134.22",,
44390,TENNESSEE,HENRY,44,"739,042","1,399.70","638,849","1,209.94","21,212","75,114","3,865",43,"1,425,475","2,762.55",,
44400,TENNESSEE,HICKMAN,23,"639,463","2,316.89","595,094","2,156.14","8,543","34,544","1,281",23,"861,830","3,122.57",,
44410,TENNESSEE,HOUSTON,11,"308,299","2,335.60","262,602","1,989.41","14,550","28,193","2,952",11,"526,234","3,986.62",,
44420,TENNESSEE,HUMPHREYS,27,"482,725","1,489.89","429,174","1,324.61","7,777","43,579","2,193",27,"1,018,005","3,141.99",,
44430,TENNESSEE,JACKSON,9,"207,807","1,924.14","192,799","1,785.18",169,"14,779",59,9,"328,718","3,043.69",,
44440,TENNESSEE,JEFFERSON,60,"1,541,897","2,141.52","1,227,908","1,705.43","95,614","171,049","47,324",59,"2,142,920","3,026.72",,
44450,TENNESSEE,JOHNSON,21,"591,000","2,345.24","477,607","1,895.27","41,888","59,093","12,410",20,"810,573","3,377.39",,
44460,TENNESSEE,KNOX,484,"9,162,952","1,577.64","7,507,696","1,292.65","482,523","882,883","289,849",466,"16,124,363","2,883.47",,
44470,TENNESSEE,LAKE,11,"533,102","4,038.65","495,445","3,753.37","1,583","35,719",354,11,"537,967","4,075.51",,
44480,TENNESSEE,LAUDERDALE,66,"1,290,797","1,629.79","1,148,695","1,450.37","22,193","113,951","5,956",65,"2,882,700","3,695.77",,
44490,TENNESSEE,LAWRENCE,61,"1,083,025","1,479.54","936,593","1,279.50","30,386","112,296","3,749",60,"1,969,925","2,736.01",,
44500,TENNESSEE,LEWIS,9,"142,296","1,317.56","114,969","1,064.53","6,418","19,722","1,186",9,"312,210","2,890.83",,
44510,TENNESSEE,LINCOLN,44,"654,266","1,239.14","555,512","1,052.11","27,899","63,590","7,264",42,"1,767,430","3,506.81",,
44520,TENNESSEE,LOUDON,67,"1,482,422","1,843.81","1,254,207","1,559.96","53,940","147,590","26,684",64,"2,139,834","2,786.24",,
44530,TENNESSEE,MCMINN,74,"1,263,779","1,423.17","1,118,588","1,259.67","31,184","91,980","22,025",71,"2,416,829","2,836.65",,
44540,TENNESSEE,MCNAIRY,42,"744,060","1,476.31","651,451","1,292.56","10,450","79,041","3,117",41,"1,761,815","3,580.92",,
44550,TENNESSEE,MACON,13,"188,149","1,206.08","151,326",970.04,"11,987","23,679","1,157",12,"670,441","4,655.84",,
44560,TENNESSEE,MADISON,229,"4,285,911","1,559.65","3,735,226","1,359.25","109,298","415,079","26,306",224,"7,998,453","2,975.61",,
44570,TENNESSEE,MARION,39,"824,995","1,762.81","689,482","1,473.25","29,637","97,075","8,800",37,"1,387,894","3,125.89",,
44580,TENNESSEE,MARSHALL,37,"812,554","1,830.08","716,390","1,613.49","19,664","72,968","3,530",37,"1,575,166","3,547.67",,
44590,TENNESSEE,MAURY,135,"2,344,970","1,447.51","2,101,904","1,297.47","29,565","208,453","5,047",131,"5,156,099","3,279.96",,
44600,TENNESSEE,MEIGS,19,"538,547","2,362.05","451,994","1,982.43","23,188","55,261","8,103",19,"641,052","2,811.63",,
44610,TENNESSEE,MONROE,70,"1,369,083","1,629.86","1,193,872","1,421.28","34,496","112,390","28,325",68,"2,464,908","3,020.72",,
44620,TENNESSEE,MONTGOMERY,198,"3,956,058","1,665.01","3,409,207","1,434.85","141,610","382,022","23,218",189,"7,010,157","3,090.90",,
44630,TENNESSEE,MOORE,3,"51,396","1,427.67","47,643","1,323.42",0,"3,753",0,3,"198,639","5,517.75",,
44640,TENNESSEE,MORGAN,15,"383,189","2,128.83","349,909","1,943.94","7,247","23,044","2,987",15,"573,448","3,185.82",,
44650,TENNESSEE,OBION,74,"1,585,109","1,785.03","1,418,577","1,597.50","36,562","125,321","4,648",71,"2,761,179","3,240.82",,
44660,TENNESSEE,OVERTON,21,"305,127","1,210.82","269,376","1,068.95","6,128","28,014","1,607",21,"631,701","2,506.75",,
44670,TENNESSEE,PERRY,11,"386,548","2,928.39","325,857","2,468.61","23,537","33,199","3,953",10,"464,898","3,874.15",,
44680,TENNESSEE,PICKETT,4,"56,296","1,172.83","51,060","1,063.75",0,"5,236",0,4,"149,081","3,105.85",,
44690,TENNESSEE,POLK,24,"476,745","1,655.36","424,542","1,474.10","9,591","36,971","5,641",20,"680,676","2,836.15",,
44700,TENNESSEE,PUTNAM,86,"1,249,571","1,210.82","1,087,957","1,054.22","28,851","124,751","8,011",84,"2,653,573","2,632.51",,
44710,TENNESSEE,RHEA,58,"1,124,186","1,615.21","915,263","1,315.03","65,214","122,517","21,191",55,"1,914,896","2,901.36",,
44720,TENNESSEE,ROANE,68,"989,377","1,212.47","862,156","1,056.56","31,960","79,203","16,057",67,"1,901,683","2,365.28",,
44730,TENNESSEE,ROBERTSON,59,"1,297,792","1,833.04","1,119,149","1,580.72","35,760","137,099","5,783",58,"2,043,068","2,935.44",,
44740,TENNESSEE,RUTHERFORD,233,"4,478,706","1,601.83","3,801,153","1,359.50","216,647","421,012","39,894",222,"7,809,401","2,931.46",,
44750,TENNESSEE,SCOTT,24,"305,697","1,061.45","274,793",954.14,"5,018","22,405","3,480",23,"888,954","3,220.85",,
44760,TENNESSEE,SEQUATCHIE,11,"200,450","1,518.56","174,290","1,320.38","1,238","23,960",961,10,"355,751","2,964.59",,
44770,TENNESSEE,SEVIER,78,"1,552,582","1,658.74","1,221,559","1,305.08","91,491","171,824","67,707",76,"2,899,709","3,179.51",,
44780,TENNESSEE,SHELBY,"2,229","50,550,491","1,889.88","42,282,607","1,580.78","2,035,158","5,729,501","503,224","2,092","83,279,556","3,317.38",,
44790,TENNESSEE,SMITH,19,"350,519","1,537.36","305,028","1,337.84","7,071","36,879","1,538",18,"684,471","3,168.85",,
44800,TENNESSEE,STEWART,11,"137,670","1,042.95","120,349",911.73,972,"15,783",564,10,"306,507","2,554.23",,
44810,TENNESSEE,SULLIVAN,107,"2,571,319","2,002.58","2,248,663","1,751.30","94,007","185,381","43,266",105,"3,420,099","2,714.36",,
44820,TENNESSEE,SUMNER,126,"2,959,542","1,957.37","2,553,787","1,689.01","112,205","271,322","22,227",122,"3,947,128","2,696.13",,
44830,TENNESSEE,TIPTON,98,"1,731,269","1,472.17","1,432,764","1,218.34","78,658","201,190","18,655",97,"3,459,245","2,971.86",,
44840,TENNESSEE,TROUSDALE,11,"307,546","2,329.89","276,981","2,098.34",283,"30,222",59,11,"477,558","3,617.86",,
44850,TENNESSEE,UNICOI,14,"531,287","3,162.42","438,542","2,610.37","24,677","61,723","6,344",14,"560,653","3,337.22",,
44860,TENNESSEE,UNION,16,"188,714",982.89,"151,234",787.68,"8,957","21,561","6,961",15,"775,410","4,307.83",,
44870,TENNESSEE,VAN BUREN,3,"44,683","1,241.19","39,813","1,105.92",0,"4,869",0,3,"149,789","4,160.81",,
44880,TENNESSEE,WARREN,44,"988,715","1,872.57","887,094","1,680.10","17,919","81,702","1,998",44,"1,724,178","3,265.49",,
44890,TENNESSEE,WASHINGTON,106,"2,417,944","1,900.90","1,947,484","1,531.04","130,833","293,930","45,696",96,"2,954,766","2,564.90",,
44900,TENNESSEE,WAYNE,18,"481,207","2,227.81","442,050","2,046.53","4,919","32,821","1,415",18,"577,957","2,675.73",,
44910,TENNESSEE,WEAKLEY,65,"1,258,786","1,613.83","1,103,036","1,414.15","32,066","117,454","6,229",64,"2,405,339","3,131.95",,
44920,TENNESSEE,WHITE,34,"962,163","2,358.24","865,792","2,122.04","21,223","70,947","4,198",34,"1,251,552","3,067.53",,
44930,TENNESSEE,WILLIAMSON,110,"2,012,107","1,524.32","1,711,482","1,296.58","145,891","135,454","19,279",103,"3,935,947","3,184.42",,
44940,TENNESSEE,WILSON,107,"2,387,794","1,859.65","2,115,953","1,647.94","51,371","207,322","13,147",100,"3,549,904","2,958.25",,
45000,TEXAS,ANDERSON,78,"1,873,874","2,002.00","1,758,599","1,878.85","5,687","108,562","1,024",76,"3,270,011","3,585.54",,
45010,TEXAS,ANDREWS,11,"128,639",974.54,"115,114",872.08,"2,063","9,977","1,484",11,"374,471","2,836.90",,
45020,TEXAS,ANGELINA,181,"3,897,714","1,794.53","3,615,091","1,664.41","56,796","212,529","13,298",177,"6,419,311","3,022.27",,
45030,TEXAS,ARANSAS,31,"922,403","2,479.58","790,909","2,126.10","13,839","110,375","7,277",31,"1,461,066","3,927.60",,
45040,TEXAS,ARCHER,5,"69,961","1,166.02","61,824","1,030.40","1,878","5,917",340,5,"223,682","3,728.03",,
45050,TEXAS,ARMSTRONG,1,0,0.00,0,0.00,0,0,0,1,369,30.75,,
45060,TEXAS,ATASCOSA,84,"2,839,062","2,816.53","2,385,082","2,366.15","7,333","443,504","3,141",82,"3,697,979","3,758.11",,
45070,TEXAS,AUSTIN,39,"684,804","1,463.26","636,234","1,359.47","2,211","45,599",758,38,"1,586,421","3,478.99",,
45080,TEXAS,BAILEY,15,"337,880","1,877.11","301,272","1,673.73","10,776","22,782","3,049",14,"501,315","2,984.02",,
45090,TEXAS,BANDERA,23,"250,381",907.18,"204,918",742.46,"1,217","43,818",426,22,"794,318","3,008.78",,
45100,TEXAS,BASTROP,82,"1,803,237","1,832.56","1,588,816","1,614.65","10,244","198,818","5,358",78,"2,812,462","3,004.77",,
45110,TEXAS,BAYLOR,6,"223,008","3,097.33","216,182","3,002.53","1,434","5,135",255,6,"314,624","4,369.78",,
45113,TEXAS,BEE,99,"2,836,326","2,387.48","2,481,887","2,089.13","37,114","302,640","14,683",92,"3,312,314","3,000.28",,
45120,TEXAS,BELL,386,"7,819,000","1,688.04","6,443,023","1,390.98","572,104","725,004","161,505",360,"12,695,494","2,938.77",,
45130,TEXAS,BEXAR,"3,382","78,774,030","1,941.01","65,273,681","1,608.36","1,167,015","11,963,604","369,729","3,215","125,068,135","3,241.79",,
45140,TEXAS,BLANCO,9,"105,993",981.42,"100,281",928.53,"1,071","7,210",426,8,"339,447","3,535.90",,
45150,TEXAS,BORDEN,1,0,0.00,0,0.00,0,0,0,1,0,0.00,,
45160,TEXAS,BOSQUE,24,"430,788","1,495.79","393,367","1,365.86","6,838","30,215","1,422",23,"718,086","2,601.76",,
45170,TEXAS,BOWIE,133,"2,732,709","1,712.22","2,468,293","1,546.55","20,006","236,740","7,669",126,"4,402,128","2,911.46",,
45180,TEXAS,BRAZORIA,420,"11,459,821","2,273.77","10,155,420","2,014.96","414,093","781,622","108,684",402,"16,143,945","3,346.59",,
45190,TEXAS,BRAZOS,222,"4,983,498","1,870.68","4,326,589","1,624.10","170,863","468,971","35,382",217,"8,232,384","3,161.44",,
45200,TEXAS,BREWSTER,10,"10,854",90.45,"8,225",68.54,616,"1,692",319,10,"361,157","3,009.64",,
45201,TEXAS,BRISCOE,1,"14,312","1,192.67","10,479",873.25,730,"2,883",219,1,"4,162",346.83,,
45210,TEXAS,BROOKS,27,"583,555","1,801.10","483,350","1,491.82","9,270","86,630","4,304",26,"1,219,745","3,909.44",,
