DISABLED -- REPRICING ADJUSTMENTS TO THE 2007-2011 INPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX (Adjustment to Part A Reimbursement),,,,,,,,,,,,
CODE,STATE,COUNTY,Part A Reimbursement Adjustment 2007,Part A Reimbursement Adjustment 2008,Part A Reimbursement Adjustment 2009,Part A Reimbursement Adjustment 2010,Part A Reimbursement Adjustment 2011,,,,,
11772,GEORGIA                  ,MURRAY,"-119,157","-40,755","-63,268","-47,380","-20,864",,,,,
11780,GEORGIA                  ,MUSCOGEE,"104,003","-118,716","-89,137","6,562","-139,425",,,,,
11790,GEORGIA                  ,NEWTON,"-104,701","-124,754","-71,747","-32,816","23,018",,,,,
11800,GEORGIA                  ,OCONEE,"-30,933","-35,881","-12,242","-11,649","-26,129",,,,,
11801,GEORGIA                  ,OGLETHORPE,"-23,824","-24,515","-4,464","-4,856","-15,114",,,,,
11810,GEORGIA                  ,PAULDING,"-99,065","-94,142","-65,034","-28,235","17,661",,,,,
11811,GEORGIA                  ,PEACH,"-166,164","-183,014","-244,162","-227,555","-128,963",,,,,
11812,GEORGIA                  ,PICKENS,"-42,927","-43,037","-29,830","-13,426","6,020",,,,,
11820,GEORGIA                  ,PIERCE,"-135,431","-58,989","-52,760","-39,946","-17,876",,,,,
11821,GEORGIA                  ,PIKE,"-24,873","-26,430","-17,066","-19,762","2,716",,,,,
11830,GEORGIA                  ,POLK,"-81,010","-86,812","-62,503","-27,450","29,050",,,,,
11831,GEORGIA                  ,PULASKI,"-55,403","-51,823","-43,984","-57,320","-33,620",,,,,
11832,GEORGIA                  ,PUTNAM,"-82,728","-76,101","-74,167","-81,652","-68,496",,,,,
11833,GEORGIA                  ,QUITMAN,544,258,-956,-502,"-1,935",,,,,
11834,GEORGIA                  ,RABUN,"-16,847","-25,540","-24,177","-12,195","-3,489",,,,,
11835,GEORGIA                  ,RANDOLPH,"-6,521","-8,834","-9,337","-11,155","-14,342",,,,,
11840,GEORGIA                  ,RICHMOND,"-476,987","-395,529","-407,261","-389,997","-455,514",,,,,
11841,GEORGIA                  ,ROCKDALE,"-68,837","-66,024","-42,200","-31,446","5,037",,,,,
11842,GEORGIA                  ,SCHLEY,"-2,279","-5,019","-5,018","-8,301","-7,508",,,,,
11850,GEORGIA                  ,SCREVEN,"-18,249","-14,093","-8,855","-14,712","-7,626",,,,,
11851,GEORGIA                  ,SEMINOLE,-696,"-8,235","-17,531","-18,858","-7,931",,,,,
11860,GEORGIA                  ,SPALDING,"-139,950","-151,893","-90,052","-46,516","41,137",,,,,
11861,GEORGIA                  ,STEPHENS,"-48,279","-42,643","-27,260","-39,083","-19,999",,,,,
11862,GEORGIA                  ,STEWART,-340,"-2,534",-496,"-3,295","-3,192",,,,,
11870,GEORGIA                  ,SUMTER,"-68,669","-40,275","-49,081","-49,360","-34,524",,,,,
11880,GEORGIA                  ,TALBOT,"3,521","-10,957","-3,391",-151,"-6,420",,,,,
11881,GEORGIA                  ,TALIAFERRO,"-2,389","-3,780","-4,361","-3,583","-1,943",,,,,
11882,GEORGIA                  ,TATTNALL,"-33,288","-17,843","-14,244","-16,943","-7,863",,,,,
11883,GEORGIA                  ,TAYLOR,"-30,806","-38,506","-43,385","-45,149","-22,412",,,,,
11884,GEORGIA                  ,TELFAIR,"-53,948","-46,992","-37,939","-86,572","-34,951",,,,,
11885,GEORGIA                  ,TERRELL,"-31,248","-12,832","-21,410","-23,614","-29,067",,,,,
11890,GEORGIA                  ,THOMAS,"-92,717","-79,021","-55,445","6,713","53,575",,,,,
11900,GEORGIA                  ,TIFT,"-153,034","-131,715","-103,692","-115,406","-125,615",,,,,
11901,GEORGIA                  ,TOOMBS,"-36,692","-24,826","-24,071","-41,926","-13,118",,,,,
11902,GEORGIA                  ,TOWNS,"-9,192","-6,837","-8,601","-3,658",-742,,,,,
11903,GEORGIA                  ,TREUTLEN,"-20,796","-20,784","-29,748","-44,074","-10,648",,,,,
11910,GEORGIA                  ,TROUP,"141,825","108,701","187,591","204,176","178,438",,,,,
11911,GEORGIA                  ,TURNER,"-23,405","-38,187","-21,532","-20,771","-17,901",,,,,
11912,GEORGIA                  ,TWIGGS,"-74,073","-46,948","-60,768","-74,318","-44,812",,,,,
11913,GEORGIA                  ,UNION,"-15,353","-15,870","-10,533","-3,274","-2,418",,,,,
11920,GEORGIA                  ,UPSON,"-72,305","-59,892","-82,980","-83,468","-25,862",,,,,
11921,GEORGIA                  ,WALKER,"-228,294","-240,454","-157,618","-176,975","-143,640",,,,,
11930,GEORGIA                  ,WALTON,"-90,782","-130,892","-60,992","-38,660","-5,598",,,,,
11940,GEORGIA                  ,WARE,"-296,948","-124,452","-125,754","-92,716","-65,395",,,,,
11941,GEORGIA                  ,WARREN,"-18,247","-14,318","-13,245","-11,519","-9,155",,,,,
11950,GEORGIA                  ,WASHINGTON,"-27,423","-36,390","-28,562","-38,775","-30,046",,,,,
11960,GEORGIA                  ,WAYNE,"-64,838","-25,809","-56,031","-25,140","-9,431",,,,,
11961,GEORGIA                  ,WEBSTER,-39,-823,-752,"-1,097","-7,550",,,,,
11962,GEORGIA                  ,WHEELER,"-13,209","-11,222","-11,976","-9,484","-5,315",,,,,
11963,GEORGIA                  ,WHITE,"-40,939","-30,659","-30,541","-10,899","2,591",,,,,
11970,GEORGIA                  ,WHITFIELD,"-307,458","-116,452","-115,590","-87,489","-53,287",,,,,
11971,GEORGIA                  ,WILCOX,"-39,959","-26,134","-26,845","-31,338","-27,029",,,,,
11972,GEORGIA                  ,WILKES,"-21,831","-31,996","-24,743","-23,914","-18,566",,,,,
11973,GEORGIA                  ,WILKINSON,"-92,811","-93,230","-97,244","-108,784","-81,620",,,,,
11980,GEORGIA                  ,WORTH,"-43,962","-29,689","-28,292","-45,794","-43,803",,,,,
12010,HAWAII                   ,HAWAII,"126,561","86,160","89,318","53,382","64,002",,,,,
12020,HAWAII                   ,HONOLULU,"1,543,418","1,055,516","775,921","742,418","671,150",,,,,
12030,HAWAII                   ,KALAWAO,0,0,0,0,0,,,,,
12040,HAWAII                   ,KAUAI,"24,106","35,131","16,832","13,216","21,993",,,,,
12050,HAWAII                   ,MAUI,"82,912","56,148","34,545","25,361","41,051",,,,,
13000,IDAHO                    ,ADA,"-329,856","-320,197","-271,374","-316,565","-289,758",,,,,
13010,IDAHO                    ,ADAMS,"-5,932","-4,430","-4,020","-1,617","-2,368",,,,,
13020,IDAHO                    ,BANNOCK,"7,984","8,272","42,068","-16,814","-17,989",,,,,
13030,IDAHO                    ,BEAR LAKE,647,"-2,338","2,193",-363,-38,,,,,
13040,IDAHO                    ,BENEWAH,"2,917","5,280","6,585","7,564","2,264",,,,,
13050,IDAHO                    ,BINGHAM,"-5,216",-100,"3,750","-11,148","-18,222",,,,,
13060,IDAHO                    ,BLAINE,"-2,194","-4,017","-2,101","-2,013","-2,896",,,,,
13070,IDAHO                    ,BOISE,"-8,604","-8,654","-2,994","-2,426","-3,405",,,,,
13080,IDAHO                    ,BONNER,"13,145","10,340","9,390","13,783","22,054",,,,,
13090,IDAHO                    ,BONNEVILLE,"-15,723","-21,835","-6,462","-75,294","-113,417",,,,,
13100,IDAHO                    ,BOUNDARY,"2,925","4,209","4,311","5,767","2,357",,,,,
13110,IDAHO                    ,BUTTE,-912,"-1,275","1,977","-2,030",-419,,,,,
13120,IDAHO                    ,CAMAS,-613,0,-318,"-1,063",-218,,,,,
13130,IDAHO                    ,CANYON,"-181,682","-195,129","-185,101","-213,490","-180,232",,,,,
13140,IDAHO                    ,CARIBOU,"-2,239","1,246","1,820",-237,"-3,728",,,,,
13150,IDAHO                    ,CASSIA,"-24,630","-23,065","-7,439","-16,412","-10,388",,,,,
13160,IDAHO                    ,CLARK,-63,-440,0,0,0,,,,,
13170,IDAHO                    ,CLEARWATER,"-5,215",-404,"-2,153","-3,559","2,802",,,,,
13180,IDAHO                    ,CUSTER,-115,-968,466,"-3,894",-788,,,,,
13190,IDAHO                    ,ELMORE,"-30,797","-18,434","-17,401","-17,353","-21,870",,,,,
13200,IDAHO                    ,FRANKLIN,"-1,497","-1,060",-374,"-1,369","-3,197",,,,,
13210,IDAHO                    ,FREMONT,"-10,019","-2,251","2,726","-2,043",-185,,,,,
13220,IDAHO                    ,GEM,"-12,729","-23,773","-23,294","-28,174","-16,785",,,,,
13230,IDAHO                    ,GOODING,"-16,330","-17,112","-8,685","-22,163","-10,776",,,,,
13240,IDAHO                    ,IDAHO,"-4,421","-5,993","-2,054","-4,846","-3,186",,,,,
13250,IDAHO                    ,JEFFERSON,"-6,186","-7,612","1,664","-8,660","-19,447",,,,,
13260,IDAHO                    ,JEROME,"-27,444","-19,390","-33,804","-35,795","-35,930",,,,,
13270,IDAHO                    ,KOOTENAI,"60,332","66,853","47,827","53,380","42,107",,,,,
13280,IDAHO                    ,LATAH,"4,896","2,697","5,541","-2,177","1,723",,,,,
13290,IDAHO                    ,LEMHI,"25,316","18,604","8,287","1,880","-2,178",,,,,
13300,IDAHO                    ,LEWIS,"-1,977","-2,167","-1,418","-2,858",656,,,,,
13310,IDAHO                    ,LINCOLN,"-2,295","-2,393","-7,077","-4,130","-3,539",,,,,
13320,IDAHO                    ,MADISON,"-8,960",-597,"3,683","-1,352",-131,,,,,
13330,IDAHO                    ,MINIDOKA,"-7,657","-10,161","-8,659","-15,781","-10,516",,,,,
13340,IDAHO                    ,NEZ PERCE,"-21,242","-2,156","-10,356","-49,920","-6,358",,,,,
13350,IDAHO                    ,ONEIDA,-352,126,"1,830","-1,338",-648,,,,,
13360,IDAHO                    ,OWYHEE,"-11,590","-16,934","-8,741","-9,462","-9,306",,,,,
13370,IDAHO                    ,PAYETTE,"-12,868","-20,544","-32,151","-27,655","-18,975",,,,,
13380,IDAHO                    ,POWER,868,-625,"4,082","-1,952","-1,318",,,,,
13390,IDAHO                    ,SHOSHONE,"11,416","7,853","9,216","7,771","4,759",,,,,
13400,IDAHO                    ,TETON,"-2,716",394,641,-370,-27,,,,,
13410,IDAHO                    ,TWIN FALLS,"-186,881","-151,599","-221,784","-191,848","-169,736",,,,,
13420,IDAHO                    ,VALLEY,"-8,043","-13,648","-11,909","-7,206","-5,242",,,,,
13430,IDAHO                    ,WASHINGTON,"-8,005","-16,965","-6,956","-18,945","-11,569",,,,,
14000,ILLINOIS                 ,ADAMS,"49,360","34,143","49,608","51,011","74,539",,,,,
14010,ILLINOIS                 ,ALEXANDER,"2,778","3,118","5,967","10,967","11,600",,,,,
14020,ILLINOIS                 ,BOND,"13,473","13,063","12,325","11,570","21,861",,,,,
14030,ILLINOIS                 ,BOONE,"-48,245","-30,996","-4,169","-29,069","-12,839",,,,,
14040,ILLINOIS                 ,BROWN,297,"3,305","1,442","-2,022","4,314",,,,,
14050,ILLINOIS                 ,BUREAU,"-25,581","-43,346","-45,940","-48,171","-15,352",,,,,
14060,ILLINOIS                 ,CALHOUN,"3,584","6,092","6,613","3,209","6,942",,,,,
14070,ILLINOIS                 ,CARROLL,16,648,"5,391","8,638","4,348",,,,,
14080,ILLINOIS                 ,CASS,"3,507","2,153",-160,"-6,435","15,490",,,,,
14090,ILLINOIS                 ,CHAMPAIGN,"92,106","182,504","105,813","-108,601","-102,086",,,,,
14100,ILLINOIS                 ,CHRISTIAN,"14,692","8,035","-14,749","-39,029","13,515",,,,,
14110,ILLINOIS                 ,CLARK,"22,907","3,900",655,"5,578","8,568",,,,,
14120,ILLINOIS                 ,CLAY,"4,340","4,645","11,209","3,963","10,050",,,,,
14130,ILLINOIS                 ,CLINTON,"17,975","31,076","28,257","18,556","25,069",,,,,
14140,ILLINOIS                 ,COLES,"15,460","20,909","9,352","-19,902","-2,411",,,,,
14141,ILLINOIS                 ,COOK,"-5,488,491","-2,280,075","2,915,396","-138,020","-2,068,697",,,,,
14150,ILLINOIS                 ,CRAWFORD,"-1,168","1,465",-502,571,"1,020",,,,,
14160,ILLINOIS                 ,CUMBERLAND,"1,521","4,207","4,163","-3,130","4,067",,,,,
14170,ILLINOIS                 ,DEKALB,"-61,873","-28,176","14,134","-9,375","-24,799",,,,,
14180,ILLINOIS                 ,DE WITT,"8,552",230,"-5,100","-11,529","-5,425",,,,,
14190,ILLINOIS                 ,DOUGLAS,"11,285","11,301","6,094","-9,670","-11,186",,,,,
14250,ILLINOIS                 ,DUPAGE,"-395,185","-163,560","230,920","-2,386","-176,083",,,,,
14310,ILLINOIS                 ,EDGAR,"23,010","10,597",-333,"-1,537","5,480",,,,,
14320,ILLINOIS                 ,EDWARDS,"-2,398","-1,097","-1,273","-2,132","-1,223",,,,,
14330,ILLINOIS                 ,EFFINGHAM,"19,635","16,729","13,475","11,758","27,221",,,,,
14340,ILLINOIS                 ,FAYETTE,"12,951","11,481","3,221","7,780","21,472",,,,,
14350,ILLINOIS                 ,FORD,"4,172","9,621","7,104","-10,166","-5,963",,,,,
14360,ILLINOIS                 ,FRANKLIN,386,-523,"-9,647","-6,329","23,076",,,,,
14370,ILLINOIS                 ,FULTON,"-18,073","-28,689","-31,584","-48,397","-33,345",,,,,
14380,ILLINOIS                 ,GALLATIN,"-2,492","-4,046","-5,450",-897,"2,126",,,,,
14390,ILLINOIS                 ,GREENE,"16,575","11,438","1,223","1,078","10,872",,,,,
14400,ILLINOIS                 ,GRUNDY,"-32,982","-16,223","17,961",943,"-15,220",,,,,
14410,ILLINOIS                 ,HAMILTON,"2,443","1,337","4,792","3,315","5,916",,,,,
14420,ILLINOIS                 ,HANCOCK,421,"-1,952","1,167","6,431","5,684",,,,,
14421,ILLINOIS                 ,HARDIN,"1,346","1,999",435,349,"1,920",,,,,
14440,ILLINOIS                 ,HENDERSON,"4,577","6,531","5,703","3,387","3,760",,,,,
14450,ILLINOIS                 ,HENRY,-628,877,"15,532","-2,720","-9,537",,,,,
14460,ILLINOIS                 ,IROQUOIS,"-6,551","2,848","7,302","-6,920","-11,386",,,,,
14470,ILLINOIS                 ,JACKSON,"-47,740","-47,946","-57,682","-30,545","14,961",,,,,
14480,ILLINOIS                 ,JASPER,"3,943","2,230","2,635",678,"5,311",,,,,
14490,ILLINOIS                 ,JEFFERSON,"27,643","27,115","33,503","41,309","40,677",,,,,
14500,ILLINOIS                 ,JERSEY,"20,148","22,352","18,406","21,123","24,659",,,,,
14510,ILLINOIS                 ,JO DAVIESS,"-23,897","-6,582","-3,926","-7,060","-4,689",,,,,
14520,ILLINOIS                 ,JOHNSON,410,"1,551","-1,108",-132,"1,299",,,,,
14530,ILLINOIS                 ,KANE,"-270,220","-123,423","158,990","-3,677","-133,495",,,,,
14540,ILLINOIS                 ,KANKAKEE,"-109,231","-36,601","38,667","-1,205","-60,749",,,,,
14550,ILLINOIS                 ,KENDALL,"-27,990","-12,662","7,992",80,"-9,430",,,,,
14560,ILLINOIS                 ,KNOX,"-11,331","-56,964","-35,613","-51,537","-9,126",,,,,
14570,ILLINOIS                 ,LAKE,"-396,980","-88,244","123,944","-63,631","-306,298",,,,,
14580,ILLINOIS                 ,LA SALLE,"-85,312","-67,374","-46,892","-59,043","-50,193",,,,,
14590,ILLINOIS                 ,LAWRENCE,"-2,131","-7,033","-2,703","-1,913","1,656",,,,,
14600,ILLINOIS                 ,LEE,"-18,891",-359,"22,419","6,806","-2,066",,,,,
14610,ILLINOIS                 ,LIVINGSTON,"-13,797","-21,170","-7,818","-23,015","-18,092",,,,,
14620,ILLINOIS                 ,LOGAN,"5,589","1,453","-9,291","-14,426","3,941",,,,,
14630,ILLINOIS                 ,MCDONOUGH,"-4,381","-11,841","-5,510","-14,299","-12,751",,,,,
14640,ILLINOIS                 ,MCHENRY,"-138,542","-71,318","80,961","-8,748","-91,813",,,,,
14650,ILLINOIS                 ,MCLEAN,"17,159","-44,848","-41,071","-59,972","-76,546",,,,,
14660,ILLINOIS                 ,MACON,"168,894","143,457","-34,767","-205,827","-196,131",,,,,
14670,ILLINOIS                 ,MACOUPIN,"21,464","24,256","9,771","1,505","47,624",,,,,
14680,ILLINOIS                 ,MADISON,"312,522","354,892","363,558","278,745","318,549",,,,,
14690,ILLINOIS                 ,MARION,"76,406","82,023","85,687","96,583","101,040",,,,,
14700,ILLINOIS                 ,MARSHALL,"-11,050","-22,675","-22,710","-15,411","-7,525",,,,,
14710,ILLINOIS                 ,MASON,"-6,326","-8,019","-10,403","-20,672","-17,642",,,,,
14720,ILLINOIS                 ,MASSAC,"13,242","13,058","9,174","10,099","-1,202",,,,,
14730,ILLINOIS                 ,MENARD,"2,402","1,082","-6,837","-10,140","7,236",,,,,
14740,ILLINOIS                 ,MERCER,"1,108","3,892","11,040","14,393","12,926",,,,,
14750,ILLINOIS                 ,MONROE,"13,060","15,758","16,127","13,596","12,059",,,,,
14760,ILLINOIS                 ,MONTGOMERY,"11,686","9,982","-2,355","-14,159","23,562",,,,,
14770,ILLINOIS                 ,MORGAN,"24,997","13,612","1,193","-27,896","37,946",,,,,
14780,ILLINOIS                 ,MOULTRIE,"6,745","8,886","-5,462","-18,995","-25,896",,,,,
14790,ILLINOIS                 ,OGLE,"-18,892","-12,876","-2,925","-31,016","-18,978",,,,,
14800,ILLINOIS                 ,PEORIA,"-244,934","-361,321","-254,551","-357,030","-336,195",,,,,
14810,ILLINOIS                 ,PERRY,"-9,519","-6,354","-7,574",-608,"14,030",,,,,
14820,ILLINOIS                 ,PIATT,"8,588","12,253","10,529","-15,493","-9,288",,,,,
14830,ILLINOIS                 ,PIKE,"2,000","3,580","4,934","4,790","13,616",,,,,
14831,ILLINOIS                 ,POPE,446,"1,119",-298,"2,494",963,,,,,
14850,ILLINOIS                 ,PULASKI,"7,049","4,415","4,399","2,783","5,028",,,,,
14860,ILLINOIS                 ,PUTNAM,"-5,863","-11,420","-6,817","-6,112",-192,,,,,
14870,ILLINOIS                 ,RANDOLPH,"18,468","23,037","21,478","24,411","31,101",,,,,
14880,ILLINOIS                 ,RICHLAND,-350,"2,918","2,416","5,065",370,,,,,
14890,ILLINOIS                 ,ROCK ISLAND,"96,012","139,834","235,244","326,001","199,515",,,,,
14900,ILLINOIS                 ,ST. CLAIR,"306,601","334,214","350,809","323,308","307,703",,,,,
14910,ILLINOIS                 ,SALINE,"-5,621","-6,955",606,"-11,760","3,478",,,,,
14920,ILLINOIS                 ,SANGAMON,"64,352","43,897","-82,729","-181,348","174,420",,,,,
14921,ILLINOIS                 ,SCHUYLER,950,"1,575","-1,768",632,"3,553",,,,,
14940,ILLINOIS                 ,SCOTT,"2,641","2,189",125,"-1,955","5,340",,,,,
14950,ILLINOIS                 ,SHELBY,"12,298","11,119","3,105","-10,662","6,699",,,,,
14960,ILLINOIS                 ,STARK,"-10,468","-3,982","-2,304","-3,565","-4,450",,,,,
14970,ILLINOIS                 ,STEPHENSON,"-15,573","-12,871","-18,103","-45,636","-34,722",,,,,
14980,ILLINOIS                 ,TAZEWELL,"-103,363","-169,309","-139,746","-187,785","-174,814",,,,,
14981,ILLINOIS                 ,UNION,-414,"-9,085","-1,043","2,630","6,739",,,,,
14982,ILLINOIS                 ,VERMILION,"169,669","226,033","175,276","226,286","30,977",,,,,
14983,ILLINOIS                 ,WABASH,"-8,010","-3,715","-2,648","-1,637",-555,,,,,
14984,ILLINOIS                 ,WARREN,38,"-27,693","12,971","-10,072","-9,214",,,,,
14985,ILLINOIS                 ,WASHINGTON,"10,657","14,064","6,186","11,837","10,152",,,,,
14986,ILLINOIS                 ,WAYNE,"1,572","2,342","3,286","4,265","7,535",,,,,
14987,ILLINOIS                 ,WHITE,"-19,125","-3,684","-3,402","-1,576",-336,,,,,
14988,ILLINOIS                 ,WHITESIDE,"-67,618","60,526","136,756","127,744","75,681",,,,,
14989,ILLINOIS                 ,WILL,"-412,517","-169,307","231,911","10,011","-160,519",,,,,
14990,ILLINOIS                 ,WILLIAMSON,"3,463","-4,940","-3,953","-2,514","19,532",,,,,
14991,ILLINOIS                 ,WINNEBAGO,"-312,970","-124,321","-144,178","-426,554","-276,596",,,,,
14992,ILLINOIS                 ,WOODFORD,"-15,130","-22,872","-17,311","-19,814","-18,910",,,,,
15000,INDIANA                  ,ADAMS,"9,811","22,339","19,873","23,560","28,762",,,,,
15010,INDIANA                  ,ALLEN,"214,081","488,174","518,366","475,446","248,913",,,,,
15020,INDIANA                  ,BARTHOLOMEW,"-4,042","-6,776","-32,871","44,769","73,208",,,,,
15030,INDIANA                  ,BENTON,"14,409","7,715","2,015","5,018",346,,,,,
15040,INDIANA                  ,BLACKFORD,"12,550","20,124","25,539","26,942","17,094",,,,,
15050,INDIANA                  ,BOONE,-45,"2,688","5,716","40,189","41,525",,,,,
15060,INDIANA                  ,BROWN,-249,76,"-1,112",741,"8,957",,,,,
15070,INDIANA                  ,CARROLL,"6,344","20,236",884,"-7,415","3,319",,,,,
15080,INDIANA                  ,CASS,"-15,797","-2,238","-4,949","3,282","5,037",,,,,
15090,INDIANA                  ,CLARK,"-261,447","-232,276","-302,830","-93,452","15,449",,,,,
15100,INDIANA                  ,CLAY,"22,354","6,586","-2,795","9,208","15,687",,,,,
15110,INDIANA                  ,CLINTON,"11,230","9,175","5,412","14,589","11,324",,,,,
15120,INDIANA                  ,CRAWFORD,"-28,989","-19,654","-20,212","-7,370","-4,817",,,,,
15130,INDIANA                  ,DAVIESS,"-21,423","-14,934","-10,973","-3,195","-1,216",,,,,
15140,INDIANA                  ,DEARBORN,"-35,432","-57,153","-30,642","-17,768","-43,632",,,,,
15150,INDIANA                  ,DECATUR,"-3,446","-1,373","-2,552","7,981","21,476",,,,,
15160,INDIANA                  ,DE KALB,"-7,968","23,856","23,772","29,675","20,360",,,,,
15170,INDIANA                  ,DELAWARE,"198,165","247,520","212,994","196,845","252,569",,,,,
15180,INDIANA                  ,DUBOIS,"-23,994","-17,398","-16,050","-8,602","4,172",,,,,
15190,INDIANA                  ,ELKHART,"-86,056","-127,553","-145,811","-96,137","-97,649",,,,,
15200,INDIANA                  ,FAYETTE,"45,570","59,458","81,593","60,467","17,883",,,,,
15210,INDIANA                  ,FLOYD,"-153,875","-124,956","-179,392","-76,354","-43,089",,,,,
15220,INDIANA                  ,FOUNTAIN,"11,542","10,125","5,118","13,035","10,121",,,,,
15230,INDIANA                  ,FRANKLIN,"-1,702","-1,155","4,769","3,177",-558,,,,,
15240,INDIANA                  ,FULTON,"-2,408","-1,350",853,"2,967","3,551",,,,,
15250,INDIANA                  ,GIBSON,"-27,124","-12,503","-3,531","-4,869","-2,404",,,,,
15260,INDIANA                  ,GRANT,"14,104","42,960","28,587","74,421","59,028",,,,,
15270,INDIANA                  ,GREENE,"7,243",-274,"-8,586","10,953","8,153",,,,,
15280,INDIANA                  ,HAMILTON,"-2,258","1,445",825,"46,147","58,778",,,,,
15290,INDIANA                  ,HANCOCK,"-1,589","1,653",300,"30,808","43,957",,,,,
15300,INDIANA                  ,HARRISON,"-46,587","-53,347","-49,099","-22,682","-15,386",,,,,
15310,INDIANA                  ,HENDRICKS,-582,"3,475","4,275","54,743","69,362",,,,,
15320,INDIANA                  ,HENRY,"12,933","36,574","29,281","36,609","61,146",,,,,
15330,INDIANA                  ,HOWARD,"-260,811","-210,702","-232,900","-277,644","-91,876",,,,,
15340,INDIANA                  ,HUNTINGTON,"14,809","49,225","64,111","50,036","32,140",,,,,
15350,INDIANA                  ,JACKSON,"-5,716",-506,"-8,956","18,175","35,811",,,,,
15360,INDIANA                  ,JASPER,"-4,167","4,772","-6,086","6,469",342,,,,,
15370,INDIANA                  ,JAY,"13,725","23,393","25,122","27,162","33,503",,,,,
15380,INDIANA                  ,JEFFERSON,"-55,286","-57,835","-64,539","-31,400","-18,833",,,,,
15390,INDIANA                  ,JENNINGS,"-3,946","-2,553","-11,726","10,131","12,938",,,,,
15400,INDIANA                  ,JOHNSON,"-1,989","6,614",973,"77,418","96,365",,,,,
15410,INDIANA                  ,KNOX,"-6,067","-23,222","-24,679","-4,275","-9,267",,,,,
15420,INDIANA                  ,KOSCIUSKO,"22,724","54,210","42,353","60,211","28,415",,,,,
15430,INDIANA                  ,LAGRANGE,"-6,353","-2,221","14,778","15,917","9,032",,,,,
15440,INDIANA                  ,LAKE,"-408,013","-35,053","351,280","114,681","82,808",,,,,
15450,INDIANA                  ,LA PORTE,"-202,900","57,667","17,906","51,780","42,212",,,,,
15460,INDIANA                  ,LAWRENCE,"-4,156","-4,740","-11,211","17,061","17,065",,,,,
15470,INDIANA                  ,MADISON,545,"10,970","-4,723","90,970","136,657",,,,,
15480,INDIANA                  ,MARION,"-36,985","57,995","65,733","872,611","1,252,058",,,,,
15490,INDIANA                  ,MARSHALL,"-33,227","-13,717","-18,779","-8,666","-15,541",,,,,
15500,INDIANA                  ,MARTIN,"-6,252","-3,868","-5,786",-746,-388,,,,,
15510,INDIANA                  ,MIAMI,"-19,936","-1,671","-6,712","-20,856","4,021",,,,,
15520,INDIANA                  ,MONROE,"-5,484","-10,870","-30,854","21,412","53,207",,,,,
15530,INDIANA                  ,MONTGOMERY,"2,799","7,935","3,426","24,319","21,028",,,,,
15540,INDIANA                  ,MORGAN,"-2,612","2,213",918,"38,862","69,595",,,,,
15550,INDIANA                  ,NEWTON,"-4,031","3,540","4,800","3,581",546,,,,,
15560,INDIANA                  ,NOBLE,"8,560","33,912","26,974","31,380","6,861",,,,,
15570,INDIANA                  ,OHIO,"-6,026","-7,002","-3,851","-3,379","-4,561",,,,,
15580,INDIANA                  ,ORANGE,"-8,211","-6,815","-8,994","1,063","6,823",,,,,
15590,INDIANA                  ,OWEN,"2,681","-2,549","-5,921","7,245","8,986",,,,,
15600,INDIANA                  ,PARKE,"15,270","-4,457","-1,170","4,771","9,274",,,,,
15610,INDIANA                  ,PERRY,"-27,827","-9,655","-6,200","-4,410","-2,456",,,,,
15620,INDIANA                  ,PIKE,"-14,260","-8,999","-8,958","-5,482","6,028",,,,,
15630,INDIANA                  ,PORTER,"-102,452","-45,486","-171,315","61,231","77,071",,,,,
15640,INDIANA                  ,POSEY,"-27,097","-14,049","-8,173","-2,717","-1,898",,,,,
15650,INDIANA                  ,PULASKI,"-4,332","-1,380","-7,833","3,634","4,256",,,,,
15660,INDIANA                  ,PUTNAM,"3,282","2,192",-222,"17,837","25,064",,,,,
15670,INDIANA                  ,RANDOLPH,"11,246","7,092","10,485","22,854","16,456",,,,,
15680,INDIANA                  ,RIPLEY,"-15,737","-16,149","-19,027","-6,323","-6,332",,,,,
15690,INDIANA                  ,RUSH,-898,-8,"3,233","10,286","14,124",,,,,
15700,INDIANA                  ,ST. JOSEPH,"-284,516","-175,476","-207,708","-190,992","-242,602",,,,,
15710,INDIANA                  ,SCOTT,"-35,890","-45,189","-80,423","-23,083","-13,638",,,,,
15720,INDIANA                  ,SHELBY,-394,"1,019","3,317","30,278","35,877",,,,,
15730,INDIANA                  ,SPENCER,"-44,175","-11,752","-11,796","-2,044","-1,291",,,,,
15740,INDIANA                  ,STARKE,"-28,673","-10,309","-10,785","10,828","5,469",,,,,
15750,INDIANA                  ,STEUBEN,"5,405","25,612","48,548","24,266","18,818",,,,,
15760,INDIANA                  ,SULLIVAN,"16,900","6,491","-2,430","3,470","2,180",,,,,
15770,INDIANA                  ,SWITZERLAND,"-20,924","-19,629","-13,514","-6,031","-5,624",,,,,
15780,INDIANA                  ,TIPPECANOE,"126,288","145,526","71,412","61,502","20,419",,,,,
15790,INDIANA                  ,TIPTON,"-12,648","-3,648","-4,760","-1,468","2,848",,,,,
15800,INDIANA                  ,UNION,"-1,278","-8,097","-3,723","1,278","-4,089",,,,,
15810,INDIANA                  ,VANDERBURGH,"-334,912","-135,493","-98,745","-64,981","-18,292",,,,,
15820,INDIANA                  ,VERMILLION,"27,457","3,119","1,039","8,837","15,639",,,,,
