ADJUSTMENTS TO THE 2012-2014 REIMBURSEMENT COMBINED DATA FOR AGED AND DISABLED PARTS A AND B FOR SHARED SAVING PAYMENTS AND SHARED LOSSES MADE TO ACCOUNTABLE CARE ORGANISATIONS.                                                                                                                          (DATA CELLS WITH LESS THAN 11 BENEFICIARIES HAVE BEEN SUPRESSED FOR PRIVACY),,,,,,,
CODE,STATE,COUNTY,2012,2013,2014,,
33690,NEW YORK,STEUBEN,446,"4,433","13,440",,
33700,NEW YORK,SUFFOLK,"40,426","2,449,545","1,729,808",,
33710,NEW YORK,SULLIVAN,"11,069","26,342","27,412",,
33720,NEW YORK,TIOGA,623,"2,889","2,980",,
33730,NEW YORK,TOMPKINS,696,"2,115","3,841",,
33740,NEW YORK,ULSTER,"16,506","39,342","27,244",,
33750,NEW YORK,WARREN,"1,701","8,090","9,934",,
33760,NEW YORK,WASHINGTON,298,"2,897","2,807",,
33770,NEW YORK,WAYNE,524,"2,624","5,150",,
33800,NEW YORK,WESTCHESTER,"2,382,699","1,733,666","3,915,097",,
33900,NEW YORK,WYOMING,0,"194,825","3,104",,
33910,NEW YORK,YATES,0,"3,762","2,955",,
34000,NORTH CAROLINA,ALAMANCE,58,"770,065","5,158",,
34010,NORTH CAROLINA,ALEXANDER,0,581,"70,407",,
34020,NORTH CAROLINA,ALLEGHANY,0,"2,072","7,770",,
34030,NORTH CAROLINA,ANSON,0,0,497,,
34040,NORTH CAROLINA,ASHE,0,"3,435","87,507",,
34050,NORTH CAROLINA,AVERY,312,"18,996","10,422",,
34060,NORTH CAROLINA,BEAUFORT,0,"1,971","2,284",,
34070,NORTH CAROLINA,BERTIE,0,486,383,,
34080,NORTH CAROLINA,BLADEN,0,254,976,,
34090,NORTH CAROLINA,BRUNSWICK,696,"12,528","15,353",,
34100,NORTH CAROLINA,BUNCOMBE,765,"7,282","11,330",,
34110,NORTH CAROLINA,BURKE,0,"5,147","26,037",,
34120,NORTH CAROLINA,CABARRUS,681,"5,788","5,056",,
34130,NORTH CAROLINA,CALDWELL,0,"2,226","74,550",,
34140,NORTH CAROLINA,CAMDEN,0,207,364,,
34150,NORTH CAROLINA,CARTERET,0,"6,112","2,046",,
34160,NORTH CAROLINA,CASWELL,0,"112,934",289,,
34170,NORTH CAROLINA,CATAWBA,345,"4,030","404,720",,
34180,NORTH CAROLINA,CHATHAM,-157,"37,702","4,305",,
34190,NORTH CAROLINA,CHEROKEE,0,"3,916","5,815",,
34200,NORTH CAROLINA,CHOWAN,0,0,0,,
34210,NORTH CAROLINA,CLAY,0,"2,539","1,977",,
34220,NORTH CAROLINA,CLEVELAND,0,"1,655","413,502",,
34230,NORTH CAROLINA,COLUMBUS,0,850,709,,
34240,NORTH CAROLINA,CRAVEN,381,"3,709","4,507",,
34250,NORTH CAROLINA,CUMBERLAND,"1,031","8,752","4,716",,
34251,NORTH CAROLINA,CURRITUCK,0,"1,507","2,467",,
34270,NORTH CAROLINA,DARE,0,"3,705","4,216",,
34280,NORTH CAROLINA,DAVIDSON,0,"61,142","275,914",,
34290,NORTH CAROLINA,DAVIE,0,"3,151","11,185",,
34300,NORTH CAROLINA,DUPLIN,0,0,"1,629",,
34310,NORTH CAROLINA,DURHAM,"1,095","27,229","4,665",,
34320,NORTH CAROLINA,EDGECOMBE,0,"1,523",498,,
34330,NORTH CAROLINA,FORSYTH,370,"126,236","162,768",,
34340,NORTH CAROLINA,FRANKLIN,312,"1,963",771,,
34350,NORTH CAROLINA,GASTON,0,"4,300","1,732,985",,
34360,NORTH CAROLINA,GATES,0,426,284,,
34370,NORTH CAROLINA,GRAHAM,0,"1,627","2,304",,
34380,NORTH CAROLINA,GRANVILLE,0,"3,139",330,,
34390,NORTH CAROLINA,GREENE,149,0,193,,
34400,NORTH CAROLINA,GUILFORD,0,"6,445,831","624,513",,
34410,NORTH CAROLINA,HALIFAX,330,"2,740","1,065",,
34420,NORTH CAROLINA,HARNETT,0,"3,984","1,580",,
34430,NORTH CAROLINA,HAYWOOD,0,"5,666","7,321",,
34440,NORTH CAROLINA,HENDERSON,69,"9,479","13,143",,
34450,NORTH CAROLINA,HERTFORD,149,"1,452",259,,
34460,NORTH CAROLINA,HOKE,0,805,683,,
34470,NORTH CAROLINA,HYDE,0,290,101,,
34480,NORTH CAROLINA,IREDELL,0,"4,051","9,997",,
34490,NORTH CAROLINA,JACKSON,0,"4,099","5,864",,
34500,NORTH CAROLINA,JOHNSTON,450,"3,595","4,289",,
34510,NORTH CAROLINA,JONES,0,0,284,,
34520,NORTH CAROLINA,LEE,-157,"4,155","2,816",,
34530,NORTH CAROLINA,LENOIR,0,"1,679",635,,
34540,NORTH CAROLINA,LINCOLN,0,"1,558","79,546",,
34550,NORTH CAROLINA,MC DOWELL,0,"1,211","2,986",,
34560,NORTH CAROLINA,MACON,58,"4,540","8,145",,
34570,NORTH CAROLINA,MADISON,0,"1,749",834,,
34580,NORTH CAROLINA,MARTIN,0,923,92,,
34590,NORTH CAROLINA,MECKLENBURG,"2,623","26,181","107,165",,
34600,NORTH CAROLINA,MITCHELL,0,"29,462","27,649",,
34610,NORTH CAROLINA,MONTGOMERY,0,"38,044","6,212",,
34620,NORTH CAROLINA,MOORE,0,"33,242","6,851",,
34630,NORTH CAROLINA,NASH,696,"6,396","1,844",,
34640,NORTH CAROLINA,NEW HANOVER,388,"8,295","5,757",,
34650,NORTH CAROLINA,NORTHAMPTON,959,"2,098","1,133",,
34660,NORTH CAROLINA,ONSLOW,-157,"2,437","3,835",,
34670,NORTH CAROLINA,ORANGE,58,"25,093","1,863",,
34680,NORTH CAROLINA,PAMLICO,0,"1,137",716,,
34690,NORTH CAROLINA,PASQUOTANK,0,"1,965",794,,
34700,NORTH CAROLINA,PENDER,0,694,"1,993",,
34710,NORTH CAROLINA,PERQUIMANS,696,393,219,,
34720,NORTH CAROLINA,PERSON,0,"4,663",774,,
34730,NORTH CAROLINA,PITT,696,"3,967","3,113",,
34740,NORTH CAROLINA,POLK,0,"1,385","2,570",,
34750,NORTH CAROLINA,RANDOLPH,0,"1,239,868","370,713",,
34760,NORTH CAROLINA,RICHMOND,0,"4,560","1,361",,
34770,NORTH CAROLINA,ROBESON,0,"2,021","1,207",,
34780,NORTH CAROLINA,ROCKINGHAM,-157,"1,308,171","22,613",,
34790,NORTH CAROLINA,ROWAN,0,"9,105","5,793",,
34800,NORTH CAROLINA,RUTHERFORD,0,"6,599","26,764",,
34810,NORTH CAROLINA,SAMPSON,0,"2,652","1,054",,
34820,NORTH CAROLINA,SCOTLAND,0,812,808,,
34830,NORTH CAROLINA,STANLY,0,"5,142",918,,
34840,NORTH CAROLINA,STOKES,0,"68,537","7,305",,
34850,NORTH CAROLINA,SURRY,0,"4,214","44,994",,
34860,NORTH CAROLINA,SWAIN,0,900,"2,357",,
34870,NORTH CAROLINA,TRANSYLVANIA,149,"2,238","3,204",,
34880,NORTH CAROLINA,TYRRELL,0,0,284,,
34890,NORTH CAROLINA,UNION,460,"7,615","5,562",,
34900,NORTH CAROLINA,VANCE,0,"1,261",340,,
34910,NORTH CAROLINA,WAKE,520,"40,192","27,352",,
34920,NORTH CAROLINA,WARREN,0,"1,258",853,,
34930,NORTH CAROLINA,WASHINGTON,69,506,101,,
34940,NORTH CAROLINA,WATAUGA,0,"9,395","9,045",,
34950,NORTH CAROLINA,WAYNE,-157,"3,026","2,496",,
34960,NORTH CAROLINA,WILKES,0,"1,742","30,213",,
34970,NORTH CAROLINA,WILSON,0,"1,742","2,451",,
34980,NORTH CAROLINA,YADKIN,0,"1,242","32,899",,
34981,NORTH CAROLINA,YANCEY,0,"17,006","11,948",,
35000,NORTH DAKOTA,ADAMS,623,374,362,,
35010,NORTH DAKOTA,BARNES,0,374,"4,724",,
35020,NORTH DAKOTA,BENSON,0,0,0,,
35030,NORTH DAKOTA,BILLINGS,*,*,*,,
35040,NORTH DAKOTA,BOTTINEAU,312,692,"2,395",,
35050,NORTH DAKOTA,BOWMAN,0,-80,"1,954",,
35060,NORTH DAKOTA,BURKE,0,374,723,,
35070,NORTH DAKOTA,BURLEIGH,935,"1,236","4,340",,
35080,NORTH DAKOTA,CASS,"1,559","7,343","12,694",,
35090,NORTH DAKOTA,CAVALIER,312,0,0,,
35100,NORTH DAKOTA,DICKEY,0,"1,739","1,913",,
35110,NORTH DAKOTA,DIVIDE,623,0,362,,
35120,NORTH DAKOTA,DUNN,0,0,0,,
35130,NORTH DAKOTA,EDDY,0,0,0,,
35140,NORTH DAKOTA,EMMONS,312,0,"1,954",,
35150,NORTH DAKOTA,FOSTER,935,187,362,,
35160,NORTH DAKOTA,GOLDEN VALLEY,0,0,0,,
35170,NORTH DAKOTA,GRAND FORKS,701,"1,311","3,427",,
35180,NORTH DAKOTA,GRANT,0,0,0,,
35190,NORTH DAKOTA,GRIGGS,312,0,977,,
35200,NORTH DAKOTA,HETTINGER,0,187,0,,
35210,NORTH DAKOTA,KIDDER,0,374,723,,
35220,NORTH DAKOTA,LA MOURE,0,"3,646",0,,
35230,NORTH DAKOTA,LOGAN,0,0,0,,
35240,NORTH DAKOTA,MCHENRY,935,482,"1,700",,
35250,NORTH DAKOTA,MCINTOSH,0,0,0,,
35260,NORTH DAKOTA,MCKENZIE,312,187,689,,
35270,NORTH DAKOTA,MCLEAN,0,748,"1,223",,
35280,NORTH DAKOTA,MERCER,935,"3,772","3,225",,
35290,NORTH DAKOTA,MORTON,935,561,"2,469",,
35300,NORTH DAKOTA,MOUNTRAIL,623,"1,155","3,243",,
35310,NORTH DAKOTA,NELSON,623,0,"1,419",,
35320,NORTH DAKOTA,OLIVER,0,0,0,,
35330,NORTH DAKOTA,PEMBINA,623,"2,674","3,096",,
35340,NORTH DAKOTA,PIERCE,623,187,723,,
35350,NORTH DAKOTA,RAMSEY,"1,559","2,698","4,033",,
35360,NORTH DAKOTA,RANSOM,312,134,362,,
35370,NORTH DAKOTA,RENVILLE,312,0,101,,
35380,NORTH DAKOTA,RICHLAND,312,187,"1,954",,
35390,NORTH DAKOTA,ROLETTE,0,374,"1,240",,
35400,NORTH DAKOTA,SARGENT,0,"3,477","1,954",,
35410,NORTH DAKOTA,SHERIDAN,0,0,362,,
35420,NORTH DAKOTA,SIOUX,0,0,0,,
35430,NORTH DAKOTA,SLOPE,*,*,*,,
35440,NORTH DAKOTA,STARK,312,472,362,,
35450,NORTH DAKOTA,STEELE,0,187,960,,
35460,NORTH DAKOTA,STUTSMAN,312,"2,113","2,579",,
35470,NORTH DAKOTA,TOWNER,312,"2,113","1,446",,
35480,NORTH DAKOTA,TRAILL,312,0,26,,
35490,NORTH DAKOTA,WALSH,935,561,947,,
35500,NORTH DAKOTA,WARD,"1,559","5,563","5,380",,
35510,NORTH DAKOTA,WELLS,312,561,362,,
35520,NORTH DAKOTA,WILLIAMS,"2,211",748,"3,286",,
36000,OHIO,ADAMS,0,290,"45,466",,
36010,OHIO,ALLEN,0,"3,209","531,523",,
36020,OHIO,ASHLAND,0,"11,825","17,487",,
36030,OHIO,ASHTABULA,312,"5,262","11,620",,
36040,OHIO,ATHENS,330,"3,063","2,318",,
36050,OHIO,AUGLAIZE,0,"1,050","122,397",,
36060,OHIO,BELMONT,0,"3,848","3,228",,
36070,OHIO,BROWN,0,"2,373","150,959",,
36080,OHIO,BUTLER,596,"10,330","438,901",,
36090,OHIO,CARROLL,0,"13,551","103,097",,
36100,OHIO,CHAMPAIGN,0,"1,208","66,974",,
36110,OHIO,CLARK,0,843,"159,543",,
36120,OHIO,CLERMONT,657,"4,254","404,981",,
36130,OHIO,CLINTON,0,480,"11,617",,
36140,OHIO,COLUMBIANA,0,"6,820","71,912",,
36150,OHIO,COSHOCTON,0,"9,495","8,200",,
36160,OHIO,CRAWFORD,312,321,"6,739",,
36170,OHIO,CUYAHOGA,"1,265","67,389","77,747",,
36190,OHIO,DARKE,0,"1,491","1,843",,
36200,OHIO,DEFIANCE,345,"2,829","221,924",,
36210,OHIO,DELAWARE,595,"4,028","5,891",,
36220,OHIO,ERIE,772,"3,887","58,491",,
36230,OHIO,FAIRFIELD,340,"5,671","3,907",,
36240,OHIO,FAYETTE,0,0,"1,016",,
36250,OHIO,FRANKLIN,"1,735","18,001","26,090",,
36260,OHIO,FULTON,0,"1,071","41,810",,
36270,OHIO,GALLIA,0,0,"1,095",,
36280,OHIO,GEAUGA,0,"7,489","8,821",,
36290,OHIO,GREENE,0,"4,194","18,601",,
36300,OHIO,GUERNSEY,0,"3,403","3,952",,
36310,OHIO,HAMILTON,"2,480","25,272","1,477,300",,
36330,OHIO,HANCOCK,0,"1,528","9,604",,
36340,OHIO,HARDIN,0,0,"17,914",,
36350,OHIO,HARRISON,0,"2,923","3,717",,
36360,OHIO,HENRY,0,0,"77,585",,
36370,OHIO,HIGHLAND,0,"3,584","24,919",,
36380,OHIO,HOCKING,0,933,"1,542",,
36390,OHIO,HOLMES,312,"2,527","3,299",,
36400,OHIO,HURON,0,"2,498","108,442",,
36410,OHIO,JACKSON,0,134,"1,954",,
36420,OHIO,JEFFERSON,0,"1,541","6,782",,
36430,OHIO,KNOX,206,"2,278","3,072",,
36440,OHIO,LAKE,0,"6,597","10,477",,
36450,OHIO,LAWRENCE,345,"1,572","1,626",,
36460,OHIO,LICKING,0,"4,880","5,698",,
36470,OHIO,LOGAN,0,"1,365","19,432",,
36480,OHIO,LORAIN,"1,265","16,458","735,201",,
36490,OHIO,LUCAS,485,"22,170","720,190",,
36500,OHIO,MADISON,0,"1,799","2,439",,
36510,OHIO,MAHONING,720,"17,073","63,823",,
36520,OHIO,MARION,0,"1,249","3,177",,
36530,OHIO,MEDINA,0,"789,076","535,823",,
36540,OHIO,MEIGS,312,414,103,,
36550,OHIO,MERCER,312,829,"9,607",,
36560,OHIO,MIAMI,0,"2,240","8,692",,
36570,OHIO,MONROE,0,"2,344",905,,
36580,OHIO,MONTGOMERY,968,"11,344","22,857",,
36590,OHIO,MORGAN,0,"1,873","1,377",,
36600,OHIO,MORROW,0,"3,655","2,350",,
36610,OHIO,MUSKINGUM,0,"3,014","5,178",,
36620,OHIO,NOBLE,0,531,883,,
36630,OHIO,OTTAWA,623,"4,512","78,298",,
36640,OHIO,PAULDING,0,"1,145","28,352",,
36650,OHIO,PERRY,0,266,"1,621",,
36660,OHIO,PICKAWAY,0,"1,014","1,038",,
36670,OHIO,PIKE,0,776,521,,
36680,OHIO,PORTAGE,0,"986,787","569,161",,
36690,OHIO,PREBLE,0,939,"3,402",,
36700,OHIO,PUTNAM,0,711,"94,511",,
36710,OHIO,RICHLAND,0,"7,769","22,407",,
36720,OHIO,ROSS,0,"1,095","1,396",,
36730,OHIO,SANDUSKY,0,"1,638","31,633",,
36740,OHIO,SCIOTO,0,"1,227","1,519",,
36750,OHIO,SENECA,0,895,"51,134",,
36760,OHIO,SHELBY,0,134,"10,480",,
36770,OHIO,STARK,312,"684,966","1,093,515",,
36780,OHIO,SUMMIT,450,"2,851,380","1,732,813",,
36790,OHIO,TRUMBULL,623,"18,913","19,889",,
36800,OHIO,TUSCARAWAS,0,"13,284","35,498",,
36810,OHIO,UNION,0,769,"1,538",,
36820,OHIO,VAN WERT,0,319,"26,884",,
36830,OHIO,VINTON,0,0,0,,
36840,OHIO,WARREN,149,"1,697","137,797",,
36850,OHIO,WASHINGTON,0,297,"1,062",,
36860,OHIO,WAYNE,58,"302,655","212,916",,
36870,OHIO,WILLIAMS,0,134,"11,941",,
36880,OHIO,WOOD,623,"4,148","95,325",,
36890,OHIO,WYANDOT,0,"1,277","3,082",,
37000,OKLAHOMA,ADAIR,0,122,500,,
37010,OKLAHOMA,ALFALFA,265,122,114,,
37020,OKLAHOMA,ATOKA,0,0,"35,634",,
37030,OKLAHOMA,BEAVER,0,0,0,,
37040,OKLAHOMA,BECKHAM,0,674,"1,348",,
37050,OKLAHOMA,BLAINE,0,0,179,,
37060,OKLAHOMA,BRYAN,345,"1,252","349,943",,
37070,OKLAHOMA,CADDO,0,963,"1,394",,
37080,OKLAHOMA,CANADIAN,0,"3,895","5,105",,
37090,OKLAHOMA,CARTER,0,546,"452,207",,
37100,OKLAHOMA,CHEROKEE,0,"5,732","3,024",,
37110,OKLAHOMA,CHOCTAW,0,972,"15,209",,
37120,OKLAHOMA,CIMARRON,0,"2,021",0,,
37130,OKLAHOMA,CLEVELAND,0,"1,645","4,499",,
37140,OKLAHOMA,COAL,0,0,"1,851",,
37150,OKLAHOMA,COMANCHE,623,922,"3,540",,
37160,OKLAHOMA,COTTON,0,0,104,,
37170,OKLAHOMA,CRAIG,0,0,0,,
37180,OKLAHOMA,CREEK,0,0,"3,478",,
37190,OKLAHOMA,CUSTER,0,576,"1,277",,
37200,OKLAHOMA,DELAWARE,312,"2,029","1,864",,
37210,OKLAHOMA,DEWEY,0,0,0,,
37220,OKLAHOMA,ELLIS,0,0,0,,
37230,OKLAHOMA,GARFIELD,0,"3,963","2,428",,
37240,OKLAHOMA,GARVIN,0,290,"7,873",,
37250,OKLAHOMA,GRADY,0,"1,229","2,818",,
37260,OKLAHOMA,GRANT,0,0,400,,
37270,OKLAHOMA,GREER,0,0,0,,
37280,OKLAHOMA,HARMON,0,"1,886",0,,
37290,OKLAHOMA,HARPER,0,0,567,,
37300,OKLAHOMA,HASKELL,0,"1,739",158,,
37310,OKLAHOMA,HUGHES,0,185,529,,
37320,OKLAHOMA,JACKSON,0,"6,434","3,887",,
37330,OKLAHOMA,JEFFERSON,0,0,"22,679",,
37340,OKLAHOMA,JOHNSTON,0,0,"39,016",,
37350,OKLAHOMA,KAY,0,412,"2,372",,
37360,OKLAHOMA,KINGFISHER,0,149,164,,
37370,OKLAHOMA,KIOWA,0,0,624,,
37380,OKLAHOMA,LATIMER,0,0,325,,
37390,OKLAHOMA,LE FLORE,0,"3,567","1,196",,
37400,OKLAHOMA,LINCOLN,0,"1,751",279,,
37410,OKLAHOMA,LOGAN,0,"2,606","1,248",,
37420,OKLAHOMA,LOVE,0,-61,"36,290",,
37430,OKLAHOMA,MCCLAIN,0,"3,477",675,,
37440,OKLAHOMA,MCCURTAIN,312,834,"31,007",,
37450,OKLAHOMA,MCINTOSH,0,"2,196","1,168",,
37460,OKLAHOMA,MAJOR,0,0,264,,
37470,OKLAHOMA,MARSHALL,0,225,"61,678",,
37480,OKLAHOMA,MAYES,0,849,"1,623",,
37490,OKLAHOMA,MURRAY,0,"1,046","29,262",,
37500,OKLAHOMA,MUSKOGEE,0,651,"1,148",,
37510,OKLAHOMA,NOBLE,0,0,410,,
37520,OKLAHOMA,NOWATA,0,-427,0,,
37530,OKLAHOMA,OKFUSKEE,0,0,0,,
37540,OKLAHOMA,OKLAHOMA,968,"24,732","26,906",,
37550,OKLAHOMA,OKMULGEE,0,0,529,,
37560,OKLAHOMA,OSAGE,0,225,"1,045",,
37570,OKLAHOMA,OTTAWA,0,0,0,,
37580,OKLAHOMA,PAWNEE,0,"2,102",675,,
37590,OKLAHOMA,PAYNE,0,"1,311",565,,
37600,OKLAHOMA,PITTSBURG,0,963,"2,477",,
37610,OKLAHOMA,PONTOTOC,0,324,"8,602",,
37620,OKLAHOMA,POTTAWATOMIE,0,"1,878","2,335",,
37630,OKLAHOMA,PUSHMATAHA,0,"3,477","6,157",,
37640,OKLAHOMA,ROGER MILLS,0,225,0,,
37650,OKLAHOMA,ROGERS,0,642,"3,472",,
37660,OKLAHOMA,SEMINOLE,0,486,"1,441",,
37670,OKLAHOMA,SEQUOYAH,0,348,"1,000",,
37680,OKLAHOMA,STEPHENS,0,"1,632","5,756",,
37690,OKLAHOMA,TEXAS,0,"4,074",386,,
37700,OKLAHOMA,TILLMAN,0,31,678,,
37710,OKLAHOMA,TULSA,"1,091","11,748","14,035",,
37720,OKLAHOMA,WAGONER,0,"6,909",936,,
37730,OKLAHOMA,WASHINGTON,0,963,"3,488",,
37740,OKLAHOMA,WASHITA,0,0,0,,
37750,OKLAHOMA,WOODS,0,225,0,,
37760,OKLAHOMA,WOODWARD,0,449,"1,954",,
38000,OREGON,BAKER,312,187,845,,
38010,OREGON,BENTON,312,455,"2,329",,
38020,OREGON,CLACKAMAS,"2,720","5,044","6,511",,
38030,OREGON,CLATSOP,"1,559","1,122","2,857",,
38040,OREGON,COLUMBIA,623,374,463,,
38050,OREGON,COOS,701,"1,500","2,343",,
38060,OREGON,CROOK,312,187,557,,
38070,OREGON,CURRY,"1,870","3,287","2,481",,
38080,OREGON,DESCHUTES,"4,442","6,769","7,589",,
38090,OREGON,DOUGLAS,"2,504","2,298","2,835",,
38100,OREGON,GILLIAM,0,31,362,,
38110,OREGON,GRANT,"1,247",561,"1,568",,
38120,OREGON,HARNEY,0,0,158,,
38130,OREGON,HOOD RIVER,0,"1,641","1,610",,
38140,OREGON,JACKSON,"3,592","7,778","6,577",,
38150,OREGON,JEFFERSON,312,"1,288",362,,
38160,OREGON,JOSEPHINE,"1,320","2,213",882,,
38170,OREGON,KLAMATH,"1,972","1,680","1,935",,
38180,OREGON,LAKE,0,0,362,,
38190,OREGON,LANE,"5,406","6,140","10,380",,
38200,OREGON,LINCOLN,935,"1,547","3,365",,
38210,OREGON,LINN,0,"1,611","1,276",,
38220,OREGON,MALHEUR,0,0,0,,
38230,OREGON,MARION,"4,052","5,097","8,094",,
38240,OREGON,MORROW,0,0,0,,
38250,OREGON,MULTNOMAH,"1,007","6,214","7,951",,
38260,OREGON,POLK,935,"1,337",882,,
38270,OREGON,SHERMAN,0,0,0,,
38280,OREGON,TILLAMOOK,"2,182","2,930","3,398",,
38290,OREGON,UMATILLA,312,665,"1,144",,
38300,OREGON,UNION,"1,247",374,749,,
38310,OREGON,WALLOWA,935,0,362,,
38320,OREGON,WASCO,312,0,319,,
38330,OREGON,WASHINGTON,"2,863","6,963","7,420",,
38340,OREGON,WHEELER,0,440,0,,
38350,OREGON,YAMHILL,312,"1,371","1,285",,
39000,PENNSYLVANIA,ADAMS,0,"1,867","8,389",,
39010,PENNSYLVANIA,ALLEGHENY,"1,912","30,425","33,151",,
39070,PENNSYLVANIA,ARMSTRONG,0,"1,126","3,928",,
39080,PENNSYLVANIA,BEAVER,632,"2,017","1,665",,
39100,PENNSYLVANIA,BEDFORD,58,224,"2,280",,
39110,PENNSYLVANIA,BERKS,149,"-6,424","34,128",,
39120,PENNSYLVANIA,BLAIR,0,"3,838","3,548",,
39130,PENNSYLVANIA,BRADFORD,0,"3,060","4,953",,
39140,PENNSYLVANIA,BUCKS,676,"-364,444","554,714",,
39150,PENNSYLVANIA,BUTLER,"1,247","3,405","9,143",,
39160,PENNSYLVANIA,CAMBRIA,623,"2,220","4,275",,
39180,PENNSYLVANIA,CAMERON,0,212,269,,
39190,PENNSYLVANIA,CARBON,"1,393","7,282","4,771",,
39200,PENNSYLVANIA,CENTRE,0,"1,202","1,399",,
39210,PENNSYLVANIA,CHESTER,"1,970","-479,110","717,494",,
39220,PENNSYLVANIA,CLARION,0,536,"1,422",,
39230,PENNSYLVANIA,CLEARFIELD,0,"3,238","2,206",,
39240,PENNSYLVANIA,CLINTON,0,151,"1,455",,
39250,PENNSYLVANIA,COLUMBIA,0,"1,886","2,752",,
39260,PENNSYLVANIA,CRAWFORD,0,"239,008","7,078",,
39270,PENNSYLVANIA,CUMBERLAND,262,"5,223","9,411",,
39280,PENNSYLVANIA,DAUPHIN,312,"4,636","8,790",,
39290,PENNSYLVANIA,DELAWARE,"1,601","-227,768","1,654,711",,
39310,PENNSYLVANIA,ELK,0,"1,954","2,211",,
39320,PENNSYLVANIA,ERIE,370,"11,766","30,943",,
39330,PENNSYLVANIA,FAYETTE,345,400,"1,401",,
39340,PENNSYLVANIA,FOREST,0,"1,014",718,,
39350,PENNSYLVANIA,FRANKLIN,0,"2,150","11,939",,
39360,PENNSYLVANIA,FULTON,0,0,"1,419",,
39370,PENNSYLVANIA,GREENE,0,0,"1,238",,
39380,PENNSYLVANIA,HUNTINGDON,0,424,"1,375",,
39390,PENNSYLVANIA,INDIANA,0,910,"1,612",,
39400,PENNSYLVANIA,JEFFERSON,0,"2,497","1,318",,
39410,PENNSYLVANIA,JUNIATA,0,-112,311,,
39420,PENNSYLVANIA,LACKAWANNA,312,"7,657","9,453",,
39440,PENNSYLVANIA,LANCASTER,830,"-9,807","19,919",,
39450,PENNSYLVANIA,LAWRENCE,0,"1,197","2,229",,
39460,PENNSYLVANIA,LEBANON,681,"1,088","3,330",,
39470,PENNSYLVANIA,LEHIGH,"1,248","10,167","17,084",,
39480,PENNSYLVANIA,LUZERNE,"1,235","6,320","11,383",,
39510,PENNSYLVANIA,LYCOMING,0,"3,937","4,139",,
39520,PENNSYLVANIA,MC KEAN,0,"5,678","13,014",,
39530,PENNSYLVANIA,MERCER,0,"5,106","4,904",,
39540,PENNSYLVANIA,MIFFLIN,0,"1,100",403,,
39550,PENNSYLVANIA,MONROE,"7,202","37,294","26,899",,
39560,PENNSYLVANIA,MONTGOMERY,"2,119","-310,136","1,438,608",,
39580,PENNSYLVANIA,MONTOUR,0,0,201,,
39590,PENNSYLVANIA,NORTHAMPTON,"2,238","23,754","22,143",,
39600,PENNSYLVANIA,NORTHUMBERLND,0,"1,218","2,092",,
39610,PENNSYLVANIA,PERRY,0,922,"1,298",,
39620,PENNSYLVANIA,PHILADELPHIA,"2,868","-3,805","2,239,411",,
39630,PENNSYLVANIA,PIKE,"2,785","26,698","15,639",,
39640,PENNSYLVANIA,POTTER,0,943,922,,
39650,PENNSYLVANIA,SCHUYLKILL,623,"3,113","6,476",,
39670,PENNSYLVANIA,SNYDER,0,290,433,,
39680,PENNSYLVANIA,SOMERSET,0,"1,493","3,890",,
39690,PENNSYLVANIA,SULLIVAN,0,346,"28,568",,
39700,PENNSYLVANIA,SUSQUEHANNA,312,"2,746","8,694",,
39710,PENNSYLVANIA,TIOGA,623,"1,819","4,801",,
39720,PENNSYLVANIA,UNION,312,"1,766","1,233",,
39730,PENNSYLVANIA,VENANGO,0,"5,945","4,173",,
39740,PENNSYLVANIA,WARREN,623,"26,150","30,798",,
39750,PENNSYLVANIA,WASHINGTON,0,"4,796","7,858",,
39760,PENNSYLVANIA,WAYNE,"3,739","19,294","13,622",,
39770,PENNSYLVANIA,WESTMORELAND,312,"6,116","7,746",,
39790,PENNSYLVANIA,WYOMING,0,212,402,,
39800,PENNSYLVANIA,YORK,370,"3,537","14,981",,
40010,PUERTO RICO,ADJUNTAS,0,"3,286","3,449",,
40020,PUERTO RICO,AGUADA,0,597,"1,079",,
40030,PUERTO RICO,AGUADILLA,0,"3,066","2,940",,
40040,PUERTO RICO,AGUAS BUENAS,0,"5,676","5,583",,
40050,PUERTO RICO,AIBONITO,0,"6,479","6,392",,
40060,PUERTO RICO,ANASCO,0,"1,344",985,,
40070,PUERTO RICO,ARECIBO,0,"5,875","6,363",,
40080,PUERTO RICO,ARROYO,0,"2,391","2,709",,
40090,PUERTO RICO,BARCELONETA,0,"3,750","4,508",,
40100,PUERTO RICO,BARRANQUITAS,0,"14,236","11,824",,
40110,PUERTO RICO,BAYAMON,0,"162,067","157,243",,
40120,PUERTO RICO,CABO ROJO,0,"10,008","9,700",,
40130,PUERTO RICO,CAGUAS,0,"78,901","75,733",,
40140,PUERTO RICO,CAMUY,0,912,821,,
40145,PUERTO RICO,CANOVANAS,*,*,*,,
40150,PUERTO RICO,CAROLINA,959,"78,201","82,954",,
40160,PUERTO RICO,CATANO,0,"8,065","6,859",,
40170,PUERTO RICO,CAYEY,0,"22,565","23,514",,
40180,PUERTO RICO,CEIBA,0,"7,020","7,212",,
40190,PUERTO RICO,CIALES,696,"1,943","1,806",,
40200,PUERTO RICO,CIDRA,0,"6,434","6,932",,
40210,PUERTO RICO,COAMO,0,"13,591","12,152",,
