Physician Geographic Practice Cost Indices by Calendar Year,,,,,,,,,,,,,,,,,,,,,,,,,
County Code,State,County Name,Carrier 2016,Locality 2016,GPCI WK 2010,GPCI WK 2011,GPCI WK 2012,GPCI WK 2013,GPCI WK 2014,GPCI WK 2015,GPCI WK 2016,GPCI PE 2010,GPCI PE 2011,GPCI PE 2012,GPCI PE 2013,GPCI PE 2014,GPCI PE 2015,GPCI PE 2016,GPCI MP 2010,GPCI MP 2011,GPCI MP 2012,GPCI MP 2013,GPCI MP 2014,GPCI MP 2015,GPCI MP 2016
14250,ILLINOIS,DuPage,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14250,ILLINOIS,DuPage,06102,15,1.017,1.021,1.025,1.025,1.019,1.012,1.012,1.068,1.056,1.072,1.072,1.065,1.057,1.057,1.629,1.665,1.706,1.706,1.671,1.636,1.636
14250,ILLINOIS,DuPage,06102,16,1.025,1.028,1.030,1.030,1.023,1.016,1.016,1.080,1.062,1.051,1.051,1.044,1.037,1.037,1.940,2.005,2.077,2.077,2.048,2.019,2.019
14310,ILLINOIS,Edgar,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14320,ILLINOIS,Edwards,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14330,ILLINOIS,Effingham,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14340,ILLINOIS,Fayette,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14350,ILLINOIS,Ford,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14360,ILLINOIS,Franklin,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14370,ILLINOIS,Fulton,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14380,ILLINOIS,Gallatin,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14390,ILLINOIS,Greene,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14400,ILLINOIS,Grundy,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14400,ILLINOIS,Grundy,06102,15,1.017,1.021,1.025,1.025,1.019,1.012,1.012,1.068,1.056,1.072,1.072,1.065,1.057,1.057,1.629,1.665,1.706,1.706,1.671,1.636,1.636
14400,ILLINOIS,Grundy,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14410,ILLINOIS,Hamilton,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14420,ILLINOIS,Hancock,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14421,ILLINOIS,Hardin,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14440,ILLINOIS,Henderson,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14450,ILLINOIS,Henry,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14460,ILLINOIS,Iroquois,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14470,ILLINOIS,Jackson,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14470,ILLINOIS,Jackson,06102,12,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.962,0.936,0.936,0.935,0.934,0.934,1.793,1.851,1.934,1.934,1.910,1.885,1.885
14480,ILLINOIS,Jasper,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14490,ILLINOIS,Jefferson,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14490,ILLINOIS,Jefferson,06102,12,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.962,0.936,0.936,0.935,0.934,0.934,1.793,1.851,1.934,1.934,1.910,1.885,1.885
14490,ILLINOIS,Jefferson,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14500,ILLINOIS,Jersey,06102,12,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.962,0.936,0.936,0.935,0.934,0.934,1.793,1.851,1.934,1.934,1.910,1.885,1.885
14510,ILLINOIS,Jo Daviess,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14520,ILLINOIS,Johnson,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14530,ILLINOIS,Kane,06102,15,1.017,1.021,1.025,1.025,1.019,1.012,1.012,1.068,1.056,1.072,1.072,1.065,1.057,1.057,1.629,1.665,1.706,1.706,1.671,1.636,1.636
14530,ILLINOIS,Kane,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14530,ILLINOIS,Kane,06102,15,1.017,1.021,1.025,1.025,1.019,1.012,1.012,1.068,1.056,1.072,1.072,1.065,1.057,1.057,1.629,1.665,1.706,1.706,1.671,1.636,1.636
14530,ILLINOIS,Kane,06102,16,1.025,1.028,1.030,1.030,1.023,1.016,1.016,1.080,1.062,1.051,1.051,1.044,1.037,1.037,1.940,2.005,2.077,2.077,2.048,2.019,2.019
14540,ILLINOIS,Kankakee,06102,15,1.017,1.021,1.025,1.025,1.019,1.012,1.012,1.068,1.056,1.072,1.072,1.065,1.057,1.057,1.629,1.665,1.706,1.706,1.671,1.636,1.636
14540,ILLINOIS,Kankakee,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14550,ILLINOIS,Kendall,06102,15,1.017,1.021,1.025,1.025,1.019,1.012,1.012,1.068,1.056,1.072,1.072,1.065,1.057,1.057,1.629,1.665,1.706,1.706,1.671,1.636,1.636
14550,ILLINOIS,Kendall,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14560,ILLINOIS,Knox,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14570,ILLINOIS,Lake,06102,15,1.017,1.021,1.025,1.025,1.019,1.012,1.012,1.068,1.056,1.072,1.072,1.065,1.057,1.057,1.629,1.665,1.706,1.706,1.671,1.636,1.636
14580,ILLINOIS,La Salle,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14590,ILLINOIS,Lawrence,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14600,ILLINOIS,Lee,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14610,ILLINOIS,Livingston,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14620,ILLINOIS,Logan,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14630,ILLINOIS,McDonough,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14640,ILLINOIS,McHenry,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14650,ILLINOIS,McLean,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14660,ILLINOIS,Macon,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14670,ILLINOIS,Macoupin,06102,12,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.962,0.936,0.936,0.935,0.934,0.934,1.793,1.851,1.934,1.934,1.910,1.885,1.885
14680,ILLINOIS,Madison,06102,12,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.962,0.936,0.936,0.935,0.934,0.934,1.793,1.851,1.934,1.934,1.910,1.885,1.885
14690,ILLINOIS,Marion,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14700,ILLINOIS,Marshall,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14710,ILLINOIS,Mason,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14720,ILLINOIS,Massac,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14730,ILLINOIS,Menard,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14740,ILLINOIS,Mercer,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14750,ILLINOIS,Monroe,06102,12,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.962,0.936,0.936,0.935,0.934,0.934,1.793,1.851,1.934,1.934,1.910,1.885,1.885
14760,ILLINOIS,Montgomery,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14760,ILLINOIS,Montgomery,06102,12,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.962,0.936,0.936,0.935,0.934,0.934,1.793,1.851,1.934,1.934,1.910,1.885,1.885
14770,ILLINOIS,Morgan,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14780,ILLINOIS,Moultrie,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14790,ILLINOIS,Ogle,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14800,ILLINOIS,Peoria,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14810,ILLINOIS,Perry,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14820,ILLINOIS,Piatt,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14830,ILLINOIS,Pike,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14831,ILLINOIS,Pope,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14850,ILLINOIS,Pulaski,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14860,ILLINOIS,Putnam,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14870,ILLINOIS,Randolph,06102,12,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.962,0.936,0.936,0.935,0.934,0.934,1.793,1.851,1.934,1.934,1.910,1.885,1.885
14870,ILLINOIS,Randolph,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14870,ILLINOIS,Randolph,06102,12,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.962,0.936,0.936,0.935,0.934,0.934,1.793,1.851,1.934,1.934,1.910,1.885,1.885
14880,ILLINOIS,Richland,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14890,ILLINOIS,Rock Island,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14900,ILLINOIS,St. Clair,06102,12,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.962,0.936,0.936,0.935,0.934,0.934,1.793,1.851,1.934,1.934,1.910,1.885,1.885
14910,ILLINOIS,Saline,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14920,ILLINOIS,Sangamon,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14921,ILLINOIS,Schuyler,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14940,ILLINOIS,Scott,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14950,ILLINOIS,Shelby,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14960,ILLINOIS,Stark,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14970,ILLINOIS,Stephenson,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14980,ILLINOIS,Tazewell,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14981,ILLINOIS,Union,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14982,ILLINOIS,Vermilion,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14983,ILLINOIS,Wabash,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14984,ILLINOIS,Warren,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14985,ILLINOIS,Washington,06102,12,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.962,0.936,0.936,0.935,0.934,0.934,1.793,1.851,1.934,1.934,1.910,1.885,1.885
14985,ILLINOIS,Washington,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14985,ILLINOIS,Washington,06102,12,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.962,0.936,0.936,0.935,0.934,0.934,1.793,1.851,1.934,1.934,1.910,1.885,1.885
14986,ILLINOIS,Wayne,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14987,ILLINOIS,White,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14988,ILLINOIS,Whiteside,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14989,ILLINOIS,Will,06102,15,1.017,1.021,1.025,1.025,1.019,1.012,1.012,1.068,1.056,1.072,1.072,1.065,1.057,1.057,1.629,1.665,1.706,1.706,1.671,1.636,1.636
14989,ILLINOIS,Will,06102,16,1.025,1.028,1.030,1.030,1.023,1.016,1.016,1.080,1.062,1.051,1.051,1.044,1.037,1.037,1.940,2.005,2.077,2.077,2.048,2.019,2.019
14989,ILLINOIS,Will,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14990,ILLINOIS,Williamson,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14991,ILLINOIS,Winnebago,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
14992,ILLINOIS,Woodford,06102,99,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.941,0.909,0.909,0.909,0.909,0.909,1.219,1.274,1.336,1.336,1.295,1.253,1.253
15000,INDIANA,Adams,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.957,0.923,0.923,0.922,0.921,0.921,0.599,0.603,0.613,0.613,0.615,0.617,0.617
15010,INDIANA,Allen,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.957,0.923,0.923,0.922,0.921,0.921,0.599,0.603,0.613,0.613,0.615,0.617,0.617
15020,INDIANA,Bartholomew,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.957,0.923,0.923,0.922,0.921,0.921,0.599,0.603,0.613,0.613,0.615,0.617,0.617
15030,INDIANA,Benton,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.957,0.923,0.923,0.922,0.921,0.921,0.599,0.603,0.613,0.613,0.615,0.617,0.617
15040,INDIANA,Blackford,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.957,0.923,0.923,0.922,0.921,0.921,0.599,0.603,0.613,0.613,0.615,0.617,0.617
15050,INDIANA,Boone,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.957,0.923,0.923,0.922,0.921,0.921,0.599,0.603,0.613,0.613,0.615,0.617,0.617
15060,INDIANA,Brown,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.957,0.923,0.923,0.922,0.921,0.921,0.599,0.603,0.613,0.613,0.615,0.617,0.617
15070,INDIANA,Carroll,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.957,0.923,0.923,0.922,0.921,0.921,0.599,0.603,0.613,0.613,0.615,0.617,0.617
15080,INDIANA,Cass,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.957,0.923,0.923,0.922,0.921,0.921,0.599,0.603,0.613,0.613,0.615,0.617,0.617
15090,INDIANA,Clark,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.957,0.923,0.923,0.922,0.921,0.921,0.599,0.603,0.613,0.613,0.615,0.617,0.617
15100,INDIANA,Clay,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.957,0.923,0.923,0.922,0.921,0.921,0.599,0.603,0.613,0.613,0.615,0.617,0.617
15110,INDIANA,Clinton,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.957,0.923,0.923,0.922,0.921,0.921,0.599,0.603,0.613,0.613,0.615,0.617,0.617
15120,INDIANA,Crawford,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.957,0.923,0.923,0.922,0.921,0.921,0.599,0.603,0.613,0.613,0.615,0.617,0.617
15130,INDIANA,Daviess,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.957,0.923,0.923,0.922,0.921,0.921,0.599,0.603,0.613,0.613,0.615,0.617,0.617
15140,INDIANA,Dearborn,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.957,0.923,0.923,0.922,0.921,0.921,0.599,0.603,0.613,0.613,0.615,0.617,0.617
15150,INDIANA,Decatur,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.957,0.923,0.923,0.922,0.921,0.921,0.599,0.603,0.613,0.613,0.615,0.617,0.617
15160,INDIANA,De Kalb,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.957,0.923,0.923,0.922,0.921,0.921,0.599,0.603,0.613,0.613,0.615,0.617,0.617
15170,INDIANA,Delaware,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.957,0.923,0.923,0.922,0.921,0.921,0.599,0.603,0.613,0.613,0.615,0.617,0.617
15180,INDIANA,Dubois,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.957,0.923,0.923,0.922,0.921,0.921,0.599,0.603,0.613,0.613,0.615,0.617,0.617
15190,INDIANA,Elkhart,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.957,0.923,0.923,0.922,0.921,0.921,0.599,0.603,0.613,0.613,0.615,0.617,0.617
15200,INDIANA,Fayette,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.957,0.923,0.923,0.922,0.921,0.921,0.599,0.603,0.613,0.613,0.615,0.617,0.617
15210,INDIANA,Floyd,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.957,0.923,0.923,0.922,0.921,0.921,0.599,0.603,0.613,0.613,0.615,0.617,0.617
15220,INDIANA,Fountain,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.957,0.923,0.923,0.922,0.921,0.921,0.599,0.603,0.613,0.613,0.615,0.617,0.617
15230,INDIANA,Franklin,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.957,0.923,0.923,0.922,0.921,0.921,0.599,0.603,0.613,0.613,0.615,0.617,0.617
15240,INDIANA,Fulton,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.957,0.923,0.923,0.922,0.921,0.921,0.599,0.603,0.613,0.613,0.615,0.617,0.617
15250,INDIANA,Gibson,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.957,0.923,0.923,0.922,0.921,0.921,0.599,0.603,0.613,0.613,0.615,0.617,0.617
15260,INDIANA,Grant,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.957,0.923,0.923,0.922,0.921,0.921,0.599,0.603,0.613,0.613,0.615,0.617,0.617
15270,INDIANA,Greene,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.957,0.923,0.923,0.922,0.921,0.921,0.599,0.603,0.613,0.613,0.615,0.617,0.617
15280,INDIANA,Hamilton,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.957,0.923,0.923,0.922,0.921,0.921,0.599,0.603,0.613,0.613,0.615,0.617,0.617
15290,INDIANA,Hancock,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.957,0.923,0.923,0.922,0.921,0.921,0.599,0.603,0.613,0.613,0.615,0.617,0.617
15300,INDIANA,Harrison,08102,00,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.957,0.923,0.923,0.922,0.921,0.921,0.599,0.603,0.613,0.613,0.615,0.617,0.617
