AGED -- REPRICING ADJUSTMENTS TO THE 2010-2014 REIMSURSEMENT DATA FOR FEE-FOR-SERVICE DURABLE MEDICAL EQUIPMENT - NON-CBA          (DATA CELLS WITH LESS THAN 11 BENEFICIARIES HAVE BEEN SUPPRESSED FOR PRIVACY),,,,,,,
CODE,STATE,COUNTY,PART B  2010,PART B  2011,PART B  2012,PART B  2013,PART B  2014
06280,COLORADO,JACKSON,"-9,521","-13,005","-13,997","-11,631","-9,536"
06290,COLORADO,JEFFERSON,"-3,320","-3,761","-2,932","-2,673","-1,905"
06300,COLORADO,KIOWA,"-11,921","-11,987","-12,332","-12,474","-10,490"
06310,COLORADO,KIT CARSON,"-40,145","-35,003","-36,211","-40,340","-43,620"
06320,COLORADO,LAKE,"-21,289","-25,905","-28,484","-28,500","-26,172"
06330,COLORADO,LA PLATA,"-217,214","-239,052","-229,266","-231,476","-237,801"
06340,COLORADO,LARIMER,"-787,703","-797,615","-834,614","-865,784","-914,123"
06350,COLORADO,LAS ANIMAS,"-99,034","-94,099","-96,572","-100,713","-110,474"
06360,COLORADO,LINCOLN,"-37,766","-35,985","-36,069","-38,646","-34,673"
06370,COLORADO,LOGAN,"-76,844","-71,147","-75,334","-75,090","-81,577"
06380,COLORADO,MESA,"-390,484","-419,286","-423,538","-434,545","-463,339"
06390,COLORADO,MINERAL,"-5,035","-5,499","-6,203","-6,571","-5,021"
06400,COLORADO,MOFFAT,"-55,749","-57,904","-55,376","-58,788","-64,680"
06410,COLORADO,MONTEZUMA,"-152,867","-159,635","-160,387","-163,068","-150,517"
06420,COLORADO,MONTROSE,"-184,476","-200,631","-205,804","-222,085","-260,084"
06430,COLORADO,MORGAN,"-117,247","-115,436","-102,325","-96,220","-96,517"
