DISABLED -- REPRICING ADJUSTMENTS TO THE 2010-2014 UNCOMPENSATED CARE REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT RULES (DISPROPORTIONATE SHARE REPRICED TO UNCOMPAENSATED CARE UNTIL SEPTEMBER 2013)                                                                                                                                                      DATA CELLS WITH LESS THAN 11 BENEFICIARIES HAVE BEEN SUPPRESSED FOR PRIVACY. ,,,,,,,,
CODE,STATE,COUNTY,PART A 2010,PART A 2011,PART A 2012,PART A 2013         (JAN-SEP),PART A 2013   (OCT-DEC),PART A 2014
27470,MONTANA,STILLWATER,"-2,482",-482,"-5,019","-1,297","-3,149","-6,300"
27480,MONTANA,SWEET GRASS,"-2,181","-1,062",-728,-47,-264,0
27490,MONTANA,TETON,"-1,382",0,"-1,343","-2,103",0,-264
27500,MONTANA,TOOLE,"-1,126",0,-650,-969,0,-503
27510,MONTANA,TREASURE,*,*,*,*,*,*
27520,MONTANA,VALLEY,"-4,931","-3,357","-26,623","-5,228","-1,081","-4,390"
27530,MONTANA,WHEATLAND,"-1,834",307,"-4,567",-445,-683,"-1,500"
27540,MONTANA,WIBAUX,0,-207,-508,445,0,0
27550,MONTANA,YELLOWSTONE,"-104,508","-110,632","-154,667","-146,111","-55,456","-182,996"
28000,NEBRASKA,ADAMS,"-22,621","-2,948","-5,487","5,492","-6,833","-17,474"
28010,NEBRASKA,ANTELOPE,"-3,611","-4,745","-4,487","-1,628","-1,708","-2,137"
28020,NEBRASKA,ARTHUR,*,*,*,*,*,*
28030,NEBRASKA,BANNER,*,*,*,*,*,*
28040,NEBRASKA,BLAINE,*,*,*,*,*,*
28050,NEBRASKA,BOONE,"-1,492","-2,075","-6,786","-10,922","-1,544","-3,342"
28060,NEBRASKA,BOX BUTTE,744,"-1,446",-739,"-2,105","-1,198","-1,591"
28070,NEBRASKA,BOYD,"-1,862",-522,"-1,805",-172,0,"-1,672"
28080,NEBRASKA,BROWN,278,-639,"-6,705","-8,945",0,"-1,603"
28090,NEBRASKA,BUFFALO,"-34,149","-25,589","-7,362","-7,855","-2,649","-9,304"
28100,NEBRASKA,BURT,"-6,806","-1,543","-1,289","-5,636","-1,025","-8,169"
28110,NEBRASKA,BUTLER,"-2,142","-6,372","-1,001","-2,624",-364,"-4,327"
28120,NEBRASKA,CASS,"-55,758","-40,387","-11,156","-17,016","-5,355","-22,860"
28130,NEBRASKA,CEDAR,"-1,989","-8,762","-3,519","-13,927",-580,"-3,196"
28140,NEBRASKA,CHASE,"-3,428",-400,"-3,535","-5,332",0,"-2,137"
28150,NEBRASKA,CHERRY,-22,"-5,885","-2,692","1,182",478,-932
28160,NEBRASKA,CHEYENNE,"-4,645",-667,-234,"-3,058",-389,"-3,989"
28170,NEBRASKA,CLAY,"-10,694","-2,770","-17,693","-14,889",-482,"-3,601"
28180,NEBRASKA,COLFAX,"-7,392",40,"-18,982","-18,683",0,"-3,269"
28190,NEBRASKA,CUMING,434,-774,"-1,270","-5,377","-1,025","-1,710"
28200,NEBRASKA,CUSTER,"-19,890","-6,689","-1,124","-8,510",-512,"-2,222"
28210,NEBRASKA,DAKOTA,"-15,205","-10,366","-14,122","-6,134","-9,455","-11,877"
28220,NEBRASKA,DAWES,61,-434,-990,219,0,"-1,424"
28230,NEBRASKA,DAWSON,"-19,150","-4,900","-6,272","-8,576","-1,537","-5,948"
28240,NEBRASKA,DEUEL,"-3,526",135,"-1,209",-235,0,-182
28250,NEBRASKA,DIXON,"-2,005","-5,696","-12,449","-1,844","-1,025","-8,816"
28260,NEBRASKA,DODGE,"-14,869","-24,443","-61,560","-63,183","-7,082","-34,254"
28270,NEBRASKA,DOUGLAS,"-624,808","-508,974","-612,567","-548,000","-262,282","-1,057,927"
28280,NEBRASKA,DUNDY,"-2,807",-395,-782,0,0,0
28290,NEBRASKA,FILLMORE,"-12,708","-1,562","-6,637","-1,570",-364,"-2,833"
28300,NEBRASKA,FRANKLIN,-788,"-2,757","-2,258",150,"-1,112","-1,878"
28310,NEBRASKA,FRONTIER,-476,"-1,539",-320,-396,0,0
28320,NEBRASKA,FURNAS,"-4,103","-1,984","-2,988",-262,0,-643
28330,NEBRASKA,GAGE,"-36,226","-36,112","-21,469","-12,875","-8,957","-14,155"
28340,NEBRASKA,GARDEN,0,0,-640,0,0,-81
28350,NEBRASKA,GARFIELD,-105,"-1,264","-1,285",-101,-123,-526
28360,NEBRASKA,GOSPER,-926,302,"-4,404",-37,-182,"-1,025"
28370,NEBRASKA,GRANT,0,0,0,0,0,0
28380,NEBRASKA,GREELEY,"-6,788","-1,066","-1,966","-1,324",0,"-1,667"
28390,NEBRASKA,HALL,"-37,381","-40,033","-85,673","-36,968","-18,344","-75,012"
28400,NEBRASKA,HAMILTON,"-7,174","-8,429","-6,801","-17,839","-2,919","-4,517"
28410,NEBRASKA,HARLAN,"-3,084",0,"-1,157",-207,0,-295
28420,NEBRASKA,HAYES,*,*,*,*,*,*
28430,NEBRASKA,HITCHCOCK,-486,-251,-954,"-2,660",-835,-420
28440,NEBRASKA,HOLT,"-8,128","-10,451","-11,934","-8,008",0,"-2,961"
28450,NEBRASKA,HOOKER,*,*,*,*,*,*
28460,NEBRASKA,HOWARD,"-4,029","-1,043","-3,312","-2,115",-492,"-2,297"
28470,NEBRASKA,JEFFERSON,"-27,284","-11,604","-5,622","-9,390",-182,"-5,635"
28480,NEBRASKA,JOHNSON,"-3,540","-4,377","-4,466","-1,961",-692,"-5,099"
28490,NEBRASKA,KEARNEY,"-3,885","-13,117","-5,855",-649,207,-619
28500,NEBRASKA,KEITH,"-4,886","-3,383","-3,146","-1,834","-1,225","-7,421"
28510,NEBRASKA,KEYA PAHA,*,*,*,*,*,*
28520,NEBRASKA,KIMBALL,161,"-2,999","-3,417",-823,"-1,645","-4,586"
28530,NEBRASKA,KNOX,"-1,535","-8,079","-9,417",158,"-1,286","-1,623"
28540,NEBRASKA,LANCASTER,"-293,589","-378,366","-326,379","-202,400","-70,022","-258,968"
28550,NEBRASKA,LINCOLN,"-26,353","-24,904","-32,572","-16,512","-5,117","-13,048"
28560,NEBRASKA,LOGAN,0,"-2,983",0,-659,-512,0
28570,NEBRASKA,LOUP,*,*,*,*,*,*
28580,NEBRASKA,MC PHERSON,*,*,*,*,*,*
28590,NEBRASKA,MADISON,"-20,084","-17,434","-18,601","-11,680","-6,661","-15,087"
28600,NEBRASKA,MERRICK,"-5,193","-3,147","-2,829","-2,617",-766,"-5,192"
28610,NEBRASKA,MORRILL,213,-425,-140,"-1,440",0,"-1,226"
28620,NEBRASKA,NANCE,"-4,377","-5,058","-3,283",-483,-511,"-1,640"
28630,NEBRASKA,NEMAHA,"-8,175",-117,"-8,431","-2,171",-731,"-3,615"
28640,NEBRASKA,NUCKOLLS,"-6,952","-2,713","-2,435",174,-695,"-3,736"
28650,NEBRASKA,OTOE,"-13,348","-19,006","-10,853","-18,119","-9,720","-9,458"
28660,NEBRASKA,PAWNEE,"-2,141","-1,088","-2,439",-566,-945,"-1,686"
28670,NEBRASKA,PERKINS,0,"-1,153","-1,248","-1,817",0,-971
28680,NEBRASKA,PHELPS,"-8,543",-840,-276,549,-512,"-1,306"
28690,NEBRASKA,PIERCE,"-2,381",-586,"-2,021","-3,136",0,"-1,251"
28700,NEBRASKA,PLATTE,"-9,449","-35,542","-15,135","-17,233","-4,339","-18,172"
28710,NEBRASKA,POLK,"-5,680","-6,130","-8,547","-4,645",-659,"-4,188"
28720,NEBRASKA,RED WILLOW,"-5,741","-13,030","-3,159","-4,190","-1,448","-6,468"
28730,NEBRASKA,RICHARDSON,"-5,418","-28,137","-5,730","-6,604","-2,676","-10,145"
28740,NEBRASKA,ROCK,117,"-1,239",0,0,0,-512
28750,NEBRASKA,SALINE,"-11,541","-11,638","-11,556","-20,591","-2,215","-9,419"
28760,NEBRASKA,SARPY,"-146,492","-105,479","-105,161","-172,258","-64,164","-226,278"
28770,NEBRASKA,SAUNDERS,"-21,955","-18,558","-15,265","-7,494","-4,292","-17,382"
28780,NEBRASKA,SCOTT BLUFF,101,"1,736","-15,475",-41,"-3,246","-12,472"
28790,NEBRASKA,SEWARD,"-13,207","-33,586","-10,748","-12,248","-4,711","-9,931"
28800,NEBRASKA,SHERIDAN,-994,936,"-1,664",382,"-2,292",0
28810,NEBRASKA,SHERMAN,"-2,897",-774,-892,"-1,441",-246,"-1,517"
28820,NEBRASKA,SIOUX,*,*,*,*,*,*
28830,NEBRASKA,STANTON,0,24,0,-637,-267,0
28840,NEBRASKA,THAYER,"-7,794","-1,554","-2,381","-3,652",-693,"-1,874"
28850,NEBRASKA,THOMAS,*,*,*,*,*,*
28860,NEBRASKA,THURSTON,"-9,681","-3,566","1,872","-16,224",-560,"-1,850"
28870,NEBRASKA,VALLEY,"-2,037","-1,275","-2,811",88,-102,"-4,149"
28880,NEBRASKA,WASHINGTON,"-17,712","-14,455","-14,334","-3,930","-2,669","-15,602"
28890,NEBRASKA,WAYNE,"-4,531",638,-162,36,-372,"-1,154"
28900,NEBRASKA,WEBSTER,-453,340,253,"-1,253",-612,"-1,550"
28910,NEBRASKA,WHEELER,*,*,*,*,*,*
28920,NEBRASKA,YORK,"-10,388","-7,984","-25,725","-13,409","-1,172","-5,133"
29000,NEVADA,CHURCHILL,"-54,961","-28,693","-16,765","-17,255","-9,820","-31,195"
29010,NEVADA,CLARK,"-1,575,131","-1,196,988","-815,310","-802,358","-831,157","-3,153,640"
29020,NEVADA,DOUGLAS,"-14,937","-16,359","-24,792","-5,613","-3,487","-13,801"
29030,NEVADA,ELKO,"-1,582","-18,001","-32,560","-19,494","-17,003","-46,294"
29040,NEVADA,ESMERALDA,"-2,621",-109,"-1,575",-295,"-1,175",-452
29050,NEVADA,EUREKA,257,-887,375,-706,-515,"-2,486"
29060,NEVADA,HUMBOLDT,"-31,718","-12,183","-17,602","-6,643",-882,"-22,996"
29070,NEVADA,LANDER,"-5,427","-2,665","-1,539",-300,"-1,351","-4,680"
29080,NEVADA,LINCOLN,"-22,504","-30,294","-24,802","-44,770","-24,667","-102,677"
29090,NEVADA,LYON,"-35,727","-50,686","-50,157","-37,734","-23,643","-52,957"
29100,NEVADA,MINERAL,"-1,804","-18,423","-6,412",-623,"-1,545","-8,060"
29110,NEVADA,NYE,"-57,779","-40,621","-68,537","-56,089","-28,758","-64,321"
29120,NEVADA,CARSON CITY,"-6,700","-2,049","-69,413","-29,660","-5,534","-24,662"
29130,NEVADA,PERSHING,"-4,777","-6,208","-14,664","-3,431","-1,351","-4,354"
29140,NEVADA,STOREY,"-4,187",-21,"-6,337",320,0,-404
29150,NEVADA,WASHOE,"-363,807","-461,138","-388,629","-264,939","-187,667","-682,144"
29160,NEVADA,WHITE PINE,"-18,273","-18,522","1,563","-2,533","-4,461","-18,459"
30000,NEW HAMPSHIRE,BELKNAP,"-22,167","-42,017","-38,856","-38,809","-6,819","-28,749"
30010,NEW HAMPSHIRE,CARROLL,"-26,707","-46,572","-61,642","-41,490","-12,541","-22,841"
30020,NEW HAMPSHIRE,CHESHIRE,"-40,958","-34,379","-27,904","-72,308","-11,859","-52,172"
30030,NEW HAMPSHIRE,COOS,"-30,728","-66,492","-52,352","-43,970","-2,615","-32,712"
30040,NEW HAMPSHIRE,GRAFTON,"-68,048","-84,356","-81,622","-122,861","-20,399","-88,945"
30050,NEW HAMPSHIRE,HILLSBOROUGH,"-55,692","-185,632","-241,254","-222,245","-104,484","-453,268"
30060,NEW HAMPSHIRE,MERRIMACK,"-61,140","-80,627","-82,415","-72,071","-17,299","-58,233"
30070,NEW HAMPSHIRE,ROCKINGHAM,"-151,576","-223,472","-281,005","-249,021","-49,070","-186,565"
30080,NEW HAMPSHIRE,STRAFFORD,"-56,145","-125,006","-118,758","-97,180","-27,273","-101,674"
30090,NEW HAMPSHIRE,SULLIVAN,"-27,483","-57,179","-62,614","-48,519","-9,967","-53,954"
31000,NEW JERSEY,ATLANTIC,"-361,237","-121,620","-293,505","-358,687","-150,280","-548,739"
31100,NEW JERSEY,BERGEN,"129,728","20,289","47,378","50,383","-230,120","-599,019"
31150,NEW JERSEY,BURLINGTON,"-73,434","-100,442","-142,864","-107,574","-162,844","-548,999"
31160,NEW JERSEY,CAMDEN,"-656,719","-584,830","-797,100","-863,411","-324,783","-1,282,319"
31180,NEW JERSEY,CAPE MAY,"-125,563","-123,130","-183,000","-198,037","-44,192","-128,192"
31190,NEW JERSEY,CUMBERLAND,"-704,569","-666,705","-797,184","-474,292","-107,940","-414,935"
31200,NEW JERSEY,ESSEX,"-1,884,759","-1,167,165","-384,464","-313,722","-302,956","-981,403"
31220,NEW JERSEY,GLOUCESTER,"-139,645","-95,671","-268,079","-250,032","-134,053","-434,678"
31230,NEW JERSEY,HUDSON,"-1,515,188","-1,182,239","-1,275,720","-1,053,893","-206,736","-834,986"
31250,NEW JERSEY,HUNTERDON,"-81,374","-18,130","-73,516","-16,607","-4,511","-29,165"
31260,NEW JERSEY,MERCER,"-368,695","-254,549","-446,891","-277,103","-140,430","-491,583"
31270,NEW JERSEY,MIDDLESEX,"-645,851","-44,376","-164,936","-198,084","-95,212","-422,214"
31290,NEW JERSEY,MONMOUTH,"-346,358","-146,766","-302,145","-267,095","-121,046","-417,566"
31300,NEW JERSEY,MORRIS,"-47,587","-133,556","-84,291","-16,570","-26,067","-146,599"
31310,NEW JERSEY,OCEAN,"-402,151","-242,700","-219,029","-147,041","-59,273","-150,892"
31320,NEW JERSEY,PASSAIC,"-1,196,048","-879,737","-1,098,342","-628,535","-178,154","-726,143"
31340,NEW JERSEY,SALEM,"-233,713","-191,750","-213,570","-194,230","-49,902","-129,155"
31350,NEW JERSEY,SOMERSET,"-115,748","-41,694","-34,263","-38,971","-27,314","-91,454"
31360,NEW JERSEY,SUSSEX,"-64,788","-112,723","-32,963","-27,618","-10,791","-46,437"
31370,NEW JERSEY,UNION,"-603,736","-600,335","-258,272","-412,855","-83,915","-289,629"
31390,NEW JERSEY,WARREN,"-3,183","-17,624","-9,910","-21,760","-7,376","-17,955"
32000,NEW MEXICO,BERNALILLO,"346,305","297,770","309,690","129,081","-574,800","-2,200,393"
32010,NEW MEXICO,CATRON,"2,660",-951,"-1,064","-27,128","-1,091","-14,527"
32020,NEW MEXICO,CHAVES,"-150,364","-227,051","-212,968","-181,580","-36,180","-116,240"
32025,NEW MEXICO,CIBOLA,"-17,414","-57,572","-5,172","3,321","-19,142","-99,848"
32030,NEW MEXICO,COLFAX,"-10,753","-8,288","-4,125","-1,697","-2,572","-17,783"
32040,NEW MEXICO,CURRY,"-46,557","-26,132","-53,278","-38,023","-25,577","-103,170"
32050,NEW MEXICO,DE BACA,-863,"1,006",-702,"-2,634","-1,787","-8,028"
32060,NEW MEXICO,DONA ANA,"-405,582","-411,922","-486,987","-315,223","-120,563","-374,027"
32070,NEW MEXICO,EDDY,"-77,304","-120,155","-90,789","-79,709","-9,161","-50,772"
32080,NEW MEXICO,GRANT,"-89,026","-65,264","-97,694","-49,627","-10,109","-66,352"
32090,NEW MEXICO,GUADALUPE,551,-869,"-7,208","-5,393",0,"-6,182"
32100,NEW MEXICO,HARDING,-862,0,"-3,584",137,-23,0
32110,NEW MEXICO,HIDALGO,-398,"-8,663","-12,555","-7,989","-1,015","-7,268"
32120,NEW MEXICO,LEA,"-67,268","-75,018","-113,789","-68,426","-10,604","-50,104"
32130,NEW MEXICO,LINCOLN,"-22,706","-13,272","-12,683","-27,994","-8,883","-42,745"
32131,NEW MEXICO,LOS ALAMOS,785,"-2,286","2,349","2,639","-1,610","-3,410"
32140,NEW MEXICO,LUNA,"-64,680","-51,943","-68,077","-30,952","-9,454","-42,969"
32150,NEW MEXICO,MCKINLEY,"7,182","57,730","-15,226","32,141","-88,615","-278,460"
32160,NEW MEXICO,MORA,"-1,243",-353,"-6,111","-10,064","-1,240","-2,982"
32170,NEW MEXICO,OTERO,"-60,584","-111,096","-89,919","-43,863","-10,504","-55,153"
32180,NEW MEXICO,QUAY,"-28,075","-45,954","-13,894","-20,710","-4,348","-19,345"
32190,NEW MEXICO,RIO ARRIBA,"-29,985","-2,839","-47,889","-10,393","-19,390","-47,181"
32200,NEW MEXICO,ROOSEVELT,"1,063","-22,378","-41,064","-27,258","-5,728","-17,566"
32210,NEW MEXICO,SANDOVAL,"-16,903","9,062","-38,049","5,658","-42,377","-156,118"
32220,NEW MEXICO,SAN JUAN,"-71,205","-65,696","-48,761",-326,"-52,771","-239,186"
32230,NEW MEXICO,SAN MIGUEL,"-13,291","2,894","-6,967","-6,255","-10,610","-31,048"
32240,NEW MEXICO,SANTA FE,"-31,367","-25,518","25,825","-41,245","-38,129","-125,595"
32250,NEW MEXICO,SIERRA,"-27,700","-22,835","-45,548","-28,779","-8,091","-20,533"
32260,NEW MEXICO,SOCORRO,"-25,717","-4,666","1,714","-10,146","-7,880","-42,549"
32270,NEW MEXICO,TAOS,"-12,552","-8,993","-40,740","-6,419","-13,454","-33,082"
32280,NEW MEXICO,TORRANCE,651,"-12,597","15,084","-12,017","-20,861","-62,333"
32290,NEW MEXICO,UNION,"-1,663","-31,406","-11,210","-4,158",-742,"-2,458"
32300,NEW MEXICO,VALENCIA,"-31,595","-13,423","10,886","-27,751","-77,540","-248,072"
33000,NEW YORK,ALBANY,"126,337","206,629","158,399","148,605","-207,356","-709,462"
33010,NEW YORK,ALLEGANY,"-73,780","3,534","-36,515","-35,539","-13,481","-54,680"
33020,NEW YORK,BRONX,"-2,039,029","-1,666,782","-1,773,394","-864,721","-1,793,395","-5,637,990"
33030,NEW YORK,BROOME,"-219,623","-250,930","-348,353","-304,697","-92,838","-254,721"
33040,NEW YORK,CATTARAUGUS,"-106,839","-43,819","-9,913","-30,427","-46,877","-129,280"
33050,NEW YORK,CAYUGA,"-90,097","-96,959","-79,144","-50,246","-28,663","-100,770"
33060,NEW YORK,CHAUTAUQUA,"-18,479","-57,998","36,835","10,244","-62,197","-260,012"
33070,NEW YORK,CHEMUNG,"-86,050","-73,740","-92,690","-17,559","-44,815","-127,604"
33080,NEW YORK,CHENANGO,"-72,353","-67,143","-97,491","-77,123","-16,709","-66,826"
33090,NEW YORK,CLINTON,"-83,548","-70,042","-79,190","-56,634","-16,512","-54,804"
33200,NEW YORK,COLUMBIA,"-51,524","-20,074","-117,666","-56,716","-44,107","-138,742"
33210,NEW YORK,CORTLAND,"-44,746","-50,005","-51,886","-85,436","-18,246","-51,577"
33220,NEW YORK,DELAWARE,"-26,327","-41,813","-53,250","-25,891","-11,788","-47,448"
33230,NEW YORK,DUTCHESS,"-136,550","-144,097","-247,735","-121,502","-195,126","-729,701"
33240,NEW YORK,ERIE,"594,741","665,025","868,512","359,741","-403,532","-1,452,039"
33260,NEW YORK,ESSEX,"-61,087","-37,645","-35,196","-40,391","-4,973","-21,072"
33270,NEW YORK,FRANKLIN,"-64,583","-57,072","-68,091","-36,038","-3,474","-25,218"
33280,NEW YORK,FULTON,"-96,299","-66,696","-132,570","-79,172","-45,080","-137,817"
33290,NEW YORK,GENESEE,"44,235","14,644","71,161","-1,891","-37,186","-143,299"
33300,NEW YORK,GREENE,"-32,844","-44,355","-30,498","-82,744","-16,521","-107,440"
33310,NEW YORK,HAMILTON,-916,"-1,932",509,"-4,088","-1,568","-3,552"
33320,NEW YORK,HERKIMER,"-7,083",-209,"-29,416","-12,040","-11,472","-58,943"
33330,NEW YORK,JEFFERSON,"-148,953","-186,638","-98,837","-84,332","-21,422","-87,834"
33331,NEW YORK,KINGS,"-5,985,037","-5,566,790","-5,453,608","-4,597,415","-1,738,115","-4,810,591"
33340,NEW YORK,LEWIS,"-13,503","-36,334","-17,364","-18,065","-6,268","-17,315"
33350,NEW YORK,LIVINGSTON,"30,308","37,480","43,860","12,766","-26,197","-121,400"
33360,NEW YORK,MADISON,"-16,381","-53,173","-40,346","-27,575","-37,283","-97,254"
33370,NEW YORK,MONROE,"1,626,865","1,868,477","1,705,399","914,128","-460,673","-1,904,407"
33380,NEW YORK,MONTGOMERY,"-63,772","-50,223","-58,999","-38,805","-24,521","-82,923"
33400,NEW YORK,NASSAU,"-192,056","-520,060","-549,220","-385,397","-327,106","-1,544,764"
33420,NEW YORK,NEW YORK,"-3,515,082","-2,977,215","-3,508,014","-2,010,174","-1,176,039","-3,837,043"
33500,NEW YORK,NIAGARA,"-231,969","56,592","46,033","16,418","-124,636","-369,037"
33510,NEW YORK,ONEIDA,"-53,752","-45,666","-182,822","-163,103","-90,280","-378,757"
33520,NEW YORK,ONONDAGA,"-25,251","-79,208","-238,345","-293,186","-303,874","-1,146,715"
33530,NEW YORK,ONTARIO,"30,237","20,048","31,284",-759,"-76,678","-256,105"
33540,NEW YORK,ORANGE,"-578,160","-739,988","-608,030","-516,090","-77,158","-382,371"
33550,NEW YORK,ORLEANS,"-20,059","-34,359","-2,500","8,110","-28,219","-110,321"
33560,NEW YORK,OSWEGO,"-102,554","-109,031","-164,529","-107,826","-69,813","-252,296"
33570,NEW YORK,OTSEGO,"-27,450","-14,270","-29,071","-37,600","-13,441","-60,415"
33580,NEW YORK,PUTNAM,"-87,378","-22,315","-77,713","-56,544","-30,371","-72,075"
33590,NEW YORK,QUEENS,"-2,859,154","-2,677,857","-2,774,629","-2,438,097","-633,750","-2,257,111"
33600,NEW YORK,RENSSELAER,"-33,791","-77,737","-29,108","4,712","-75,421","-277,865"
33610,NEW YORK,RICHMOND,"-882,080","-1,129,142","-1,241,537","-1,079,140","-370,613","-1,077,273"
33620,NEW YORK,ROCKLAND,"-615,077","-759,826","-831,189","-734,261","-127,266","-474,913"
33630,NEW YORK,ST. LAWRENCE,"-142,141","-135,500","-153,208","-102,386","-25,055","-73,429"
33640,NEW YORK,SARATOGA,"53,118","28,790","38,600","-19,621","-61,995","-243,577"
33650,NEW YORK,SCHENECTADY,"181,146","174,695","161,984","69,234","-92,681","-337,970"
33660,NEW YORK,SCHOHARIE,"-7,546","8,043","4,027","-15,381","-3,947","-33,797"
33670,NEW YORK,SCHUYLER,"-20,291","-21,415","-7,278",92,"-5,623","-10,882"
33680,NEW YORK,SENECA,"-23,068","-8,189","-11,946","6,774","-26,139","-63,350"
33690,NEW YORK,STEUBEN,"-43,264","11,634","34,810","18,308","-39,240","-135,915"
33700,NEW YORK,SUFFOLK,"-1,267,817","-1,227,394","-1,285,824","-1,432,873","-622,860","-2,326,046"
33710,NEW YORK,SULLIVAN,"-251,660","-276,536","-242,885","-219,238","-19,383","-125,185"
33720,NEW YORK,TIOGA,"2,763","-50,865","-46,833","-45,995","-17,634","-58,866"
33730,NEW YORK,TOMPKINS,"-50,451","-65,987","-44,892","-18,798","-15,819","-49,682"
33740,NEW YORK,ULSTER,"-424,973","-501,743","-255,528","-221,910","-87,653","-322,123"
33750,NEW YORK,WARREN,"-17,837","-45,560","-9,191","25,438","-32,547","-109,325"
33760,NEW YORK,WASHINGTON,"-35,587","-33,557","-13,217","1,412","-25,117","-83,436"
33770,NEW YORK,WAYNE,"53,065","28,970","74,043",378,"-75,360","-316,994"
33800,NEW YORK,WESTCHESTER,"-736,790","-803,040","-745,795","-711,025","-370,916","-1,236,151"
33900,NEW YORK,WYOMING,"8,473","14,146","6,826","5,817","-9,301","-60,226"
33910,NEW YORK,YATES,"-8,189","-2,675","-7,002",754,"-6,844","-30,394"
34000,NORTH CAROLINA,ALAMANCE,"-284,664","-234,028","-292,153","-242,850","-70,005","-242,430"
34010,NORTH CAROLINA,ALEXANDER,"-154,825","-117,521","-116,698","-84,484","-21,431","-51,481"
34020,NORTH CAROLINA,ALLEGHANY,"-20,477","-14,855","-22,932","-36,071","-9,896","-24,219"
34030,NORTH CAROLINA,ANSON,"-196,831","-204,810","-126,128","-83,960","-10,952","-75,931"
34040,NORTH CAROLINA,ASHE,"-78,918","-48,214","-50,554","-44,068","-7,088","-26,174"
34050,NORTH CAROLINA,AVERY,"-54,679","-27,474","-30,041","-43,104","-7,331","-20,144"
34060,NORTH CAROLINA,BEAUFORT,"-375,841","-310,561","-341,645","-274,788","-22,286","-85,069"
34070,NORTH CAROLINA,BERTIE,"-218,640","-239,440","-352,833","-204,075","-14,702","-55,533"
34080,NORTH CAROLINA,BLADEN,"-216,349","-232,729","-224,870","-93,056","-16,258","-48,066"
34090,NORTH CAROLINA,BRUNSWICK,"-408,857","-470,221","-516,825","-158,742","-20,525","-71,364"
34100,NORTH CAROLINA,BUNCOMBE,"-820,666","-791,773","-868,048","-626,495","-141,851","-434,392"
34110,NORTH CAROLINA,BURKE,"-302,665","-363,989","-337,663","-433,255","-97,832","-348,995"
34120,NORTH CAROLINA,CABARRUS,"-176,973","-277,509","-298,304","-265,467","-82,160","-279,537"
34130,NORTH CAROLINA,CALDWELL,"-271,271","-230,359","-213,504","-210,359","-48,824","-185,039"
34140,NORTH CAROLINA,CAMDEN,"-3,600","-30,945","-29,977","-6,186","-2,055","-13,401"
34150,NORTH CAROLINA,CARTERET,"-124,781","-94,375","-87,363","-87,276","-12,484","-31,176"
34160,NORTH CAROLINA,CASWELL,"-87,060","-65,858","-48,025","-65,603","-14,779","-46,365"
34170,NORTH CAROLINA,CATAWBA,"-510,006","-475,707","-542,921","-334,470","-101,082","-274,930"
34180,NORTH CAROLINA,CHATHAM,"-73,853","-65,610","-74,444","-47,803","-21,677","-75,354"
34190,NORTH CAROLINA,CHEROKEE,"-129,314","-129,988","-117,060","-103,408","-27,597","-77,647"
34200,NORTH CAROLINA,CHOWAN,"-51,090","-69,747","-83,341","-30,751","-3,424","-28,760"
34210,NORTH CAROLINA,CLAY,"-43,607","-30,402","-51,844","-30,848","-6,536","-18,981"
34220,NORTH CAROLINA,CLEVELAND,"-765,887","-730,347","-612,833","-503,595","-75,391","-258,331"
34230,NORTH CAROLINA,COLUMBUS,"-775,039","-905,130","-741,092","-369,419","-31,057","-133,889"
34240,NORTH CAROLINA,CRAVEN,"-225,604","-244,345","-210,514","-117,083","-20,270","-67,844"
34250,NORTH CAROLINA,CUMBERLAND,"-1,518,457","-1,488,191","-1,605,449","-1,036,759","-348,118","-1,045,275"
34251,NORTH CAROLINA,CURRITUCK,"-5,930","-14,886","-9,759","-36,187","-6,865","-30,976"
34270,NORTH CAROLINA,DARE,"-57,900","-46,724","-39,233","-32,993","-6,981","-28,758"
34280,NORTH CAROLINA,DAVIDSON,"-277,020","-289,763","-263,127","-183,099","-81,965","-269,945"
34290,NORTH CAROLINA,DAVIE,"-45,512","-40,501","-32,028","-30,020","-21,487","-81,815"
34300,NORTH CAROLINA,DUPLIN,"-221,406","-221,850","-257,489","-138,484","-19,352","-86,244"
34310,NORTH CAROLINA,DURHAM,"-350,369","-431,688","-371,851","-382,878","-165,651","-570,620"
34320,NORTH CAROLINA,EDGECOMBE,"-547,012","-433,988","-520,791","-414,711","-35,949","-154,363"
34330,NORTH CAROLINA,FORSYTH,"-349,736","-156,648","-116,470","-286,649","-263,128","-910,889"
34340,NORTH CAROLINA,FRANKLIN,"-158,068","-175,584","-217,382","-115,484","-19,574","-42,900"
34350,NORTH CAROLINA,GASTON,"-1,445,300","-1,376,352","-1,207,299","-703,658","-180,447","-589,537"
34360,NORTH CAROLINA,GATES,"-27,897","-35,747","-40,686","-17,374","-3,792","-15,884"
34370,NORTH CAROLINA,GRAHAM,"-36,580","-44,484","-41,198","-15,848","-6,192","-19,806"
34380,NORTH CAROLINA,GRANVILLE,"-185,259","-155,574","-132,505","-115,357","-33,150","-105,213"
34390,NORTH CAROLINA,GREENE,"-90,550","-160,457","-152,594","-52,356","-12,277","-42,378"
34400,NORTH CAROLINA,GUILFORD,"-628,843","-396,935","-396,977","-306,175","-175,094","-646,813"
34410,NORTH CAROLINA,HALIFAX,"-394,836","-399,771","-596,087","-485,944","-42,238","-128,676"
