DISABLED -- REPRICING ADJUSTMENTS TO THE 2010-2014 UNCOMPENSATED CARE REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT RULES (DISPROPORTIONATE SHARE REPRICED TO UNCOMPAENSATED CARE UNTIL SEPTEMBER 2013)                                                                                                                                                      DATA CELLS WITH LESS THAN 11 BENEFICIARIES HAVE BEEN SUPPRESSED FOR PRIVACY. ,,,,,,,,
CODE,STATE,COUNTY,PART A 2010,PART A 2011,PART A 2012,PART A 2013         (JAN-SEP),PART A 2013   (OCT-DEC),PART A 2014
16480,IOWA,JACKSON,"5,656","-4,004","-24,754","-19,939","-8,290","-13,640"
16490,IOWA,JASPER,"-5,091",-131,"-8,730","-23,246","-11,977","-89,834"
16500,IOWA,JEFFERSON,"-12,278","-6,436","-45,059","-25,014","-8,128","-44,223"
16510,IOWA,JOHNSON,"23,772","-49,661","-114,560","-150,167","-120,954","-388,420"
16520,IOWA,JONES,"-24,573","-15,756","-12,823","-61,773","-15,834","-56,152"
16530,IOWA,KEOKUK,"-8,799","-8,097","-18,109","-15,767","-15,795","-47,616"
16540,IOWA,KOSSUTH,"-2,069",-720,"-2,560","-4,951","-1,249","-3,939"
16550,IOWA,LEE,"-70,299","-81,130","-89,006","-81,839","-22,412","-78,107"
16560,IOWA,LINN,"-84,416","-96,970","-238,400","-131,762","-105,938","-304,063"
16570,IOWA,LOUISA,"-6,217","-9,707","-34,172","-35,457","-10,243","-38,354"
16580,IOWA,LUCAS,"-10,638","-4,051","-8,568","-6,163","-2,952","-6,362"
16590,IOWA,LYON,-924,"-8,874","-4,588","-11,720","-1,569","-9,144"
16600,IOWA,MADISON,"-1,032","-4,520","-8,270","-16,247","-2,308","-19,554"
16610,IOWA,MAHASKA,"-27,471","-10,372","-41,341","-23,855","-2,056","-41,106"
16620,IOWA,MARION,"-26,263","-8,468","-25,983","-12,734","-4,637","-22,889"
16630,IOWA,MARSHALL,"-48,559","-33,396","-41,880","-28,266","-16,376","-70,934"
16640,IOWA,MILLS,"-66,184","-44,389","-45,591","-60,870","-16,196","-44,213"
16650,IOWA,MITCHELL,"-10,227","-1,473","-2,844","-3,342","-1,176","-1,917"
16660,IOWA,MONONA,"-13,516","-6,637","-8,254","-6,112","-4,254","-9,664"
16670,IOWA,MONROE,"-8,249","-14,916","-4,462","-15,991","-2,176","-11,686"
16680,IOWA,MONTGOMERY,"-20,518","-19,788","-11,433","-9,874","-3,195","-10,311"
16690,IOWA,MUSCATINE,-587,"-60,314","-59,881","-55,466","-31,074","-113,052"
16700,IOWA,OBRIEN,"-5,946","-7,697","-11,888","-10,368","-2,028","-14,305"
16710,IOWA,OSCEOLA,"-17,729","-7,015","-1,848","-3,851",-968,"-5,816"
16720,IOWA,PAGE,"-25,501","-14,414","-16,703","-28,242","-2,758","-31,218"
16730,IOWA,PALO ALTO,"-2,780",218,"-14,671",296,-807,"-1,952"
16740,IOWA,PLYMOUTH,"-9,753","-17,366","-9,812","-4,899","-5,358","-15,974"
16750,IOWA,POCAHONTAS,205,810,"-1,594","-3,866","-2,104",-695
16760,IOWA,POLK,"248,667","606,817","250,694","70,728","-386,699","-1,707,758"
16770,IOWA,POTTAWATTAMIE,"-176,345","-227,251","-208,148","-219,204","-68,156","-236,696"
16780,IOWA,POWESHIEK,"-21,829","-44,587","-20,784","-14,690","-15,589","-50,142"
16790,IOWA,RINGGOLD,"-2,412","-2,950","-1,476","-17,012","-2,134","-7,438"
16800,IOWA,SAC,"-3,099","-5,436","-6,451","-3,263","-2,012","-7,924"
16810,IOWA,SCOTT,"-193,835","-274,907","-400,598","-295,690","-105,607","-404,372"
16820,IOWA,SHELBY,"-15,311","-14,113","-8,724","-18,340","-2,883","-11,510"
16830,IOWA,SIOUX,"-6,361","-12,888","-14,347","-19,255","-7,391","-14,963"
16840,IOWA,STORY,"-2,392","8,253",-748,"1,660","-22,672","-105,524"
16850,IOWA,TAMA,"-6,229","-17,219","-23,817","-23,999","-5,651","-28,222"
16860,IOWA,TAYLOR,"-5,429","-6,885","-6,818","-4,381",-937,"-5,226"
16870,IOWA,UNION,"-6,985","-21,007","-14,741","-29,952","-7,555","-35,469"
16880,IOWA,VAN BUREN,"-27,063","-9,297","-7,555","-3,797","-5,170","-28,069"
16890,IOWA,WAPELLO,"-57,593","-88,221","-41,237","-71,892","-30,307","-96,273"
16900,IOWA,WARREN,"-8,328","3,549","-18,158","-20,299","-17,431","-61,671"
16910,IOWA,WASHINGTON,"-51,411","-53,841","-44,993","-11,423","-24,982","-57,550"
16920,IOWA,WAYNE,"-6,401","-3,013","-10,246","-3,985","-2,027","-5,589"
16930,IOWA,WEBSTER,"-17,170","-23,442","-2,510","-23,315","-9,791","-42,847"
16940,IOWA,WINNEBAGO,"-3,681","-9,960","-5,493","-1,323",-248,-848
16950,IOWA,WINNESHIEK,"5,118",680,"-5,510","-24,570","-3,598","-13,741"
16960,IOWA,WOODBURY,"-62,466","-102,873","-117,944","-77,306","-66,355","-236,648"
16970,IOWA,WORTH,-280,"-1,969",0,"-1,676",-78,"-1,575"
16980,IOWA,WRIGHT,-854,510,"-16,359",-810,"-2,436","-8,846"
17000,KANSAS,ALLEN,"-6,575","-9,520","-20,928","-5,078","-5,966","-15,890"
17010,KANSAS,ANDERSON,"1,887","-4,578",-219,"-9,047","-5,329","-17,773"
17020,KANSAS,ATCHISON,"-23,201","-14,199","-19,648","-8,596","-5,963","-18,690"
17030,KANSAS,BARBER,"-8,134","-8,852","-3,398","-1,949",-50,"-7,287"
17040,KANSAS,BARTON,"-15,058","-20,592","-18,199","-7,970","-5,737","-13,593"
17050,KANSAS,BOURBON,"-33,194","-14,213","-26,098","-11,145","-1,887","-14,632"
17060,KANSAS,BROWN,"-4,955","-20,278","-11,484","-15,896",-703,"-14,377"
17070,KANSAS,BUTLER,"-49,610","-56,016","-65,389","-50,507","-20,082","-84,876"
17080,KANSAS,CHASE,"-4,985","-6,826","-1,589","-2,059",-419,"-1,787"
17090,KANSAS,CHAUTAUQUA,"-7,475","-5,398","-4,579","-2,147","-2,968","-4,442"
17100,KANSAS,CHEROKEE,"-156,725","-93,890","-131,839","-57,721","-5,572","-32,159"
17110,KANSAS,CHEYENNE,-262,"-1,546","1,154",275,"-1,547","-1,708"
17120,KANSAS,CLARK,-317,"-1,423",-339,0,0,-451
17130,KANSAS,CLAY,"-3,905","-4,672","-6,428","-10,535","-1,763","-5,181"
17140,KANSAS,CLOUD,"-6,462","-4,975","-6,631","-2,361",-659,"-4,322"
17150,KANSAS,COFFEY,"1,704","-7,575","-4,602","-4,618","-1,975","-7,630"
17160,KANSAS,COMANCHE,"-1,523","-1,860","-1,110","-1,500",0,"-1,465"
17170,KANSAS,COWLEY,"-23,379","-44,042","-82,386","-36,056","-10,563","-60,763"
17180,KANSAS,CRAWFORD,"-231,399","-68,018","-56,619","-47,249","-7,429","-31,803"
17190,KANSAS,DECATUR,"-1,790","-1,500","-1,182","-2,672","-3,728",-676
17200,KANSAS,DICKINSON,"-5,113","-7,991","-7,653","-1,776","-2,207","-10,336"
17210,KANSAS,DONIPHAN,"-4,163","-6,988","-6,546","-4,434","-1,210","-2,644"
17220,KANSAS,DOUGLAS,"-60,528","-96,648","-70,936","-53,958","-22,681","-84,629"
17230,KANSAS,EDWARDS,"-7,389",0,-123,0,-256,-101
17240,KANSAS,ELK,"-1,135",-760,"-6,600","-1,402","-3,702","-9,895"
17250,KANSAS,ELLIS,"-11,550","-2,572","-16,071","-6,490","-10,261","-13,719"
17260,KANSAS,ELLSWORTH,0,48,"-3,459","-2,709","-1,115","-2,345"
17270,KANSAS,FINNEY,"-3,375","-14,545","-24,128","-19,185","-8,608","-14,085"
17280,KANSAS,FORD,"-12,210","-30,123","-15,406","-14,119","-5,165","-12,772"
17290,KANSAS,FRANKLIN,"1,755","-2,880","-24,228","-28,753","-9,720","-38,964"
17300,KANSAS,GEARY,"-15,696","-8,854","-23,793","-12,901","-5,159","-28,101"
17310,KANSAS,GOVE,"-1,118",57,-346,"-1,473",-256,-654
17320,KANSAS,GRAHAM,-413,"-1,737",802,212,"-2,717","-3,205"
17330,KANSAS,GRANT,"-4,480","-3,946","-6,202","-8,791","-2,003","-1,572"
17340,KANSAS,GRAY,134,-393,"-6,053","-1,791",-256,"-4,126"
17350,KANSAS,GREELEY,0,-318,0,0,-954,0
17360,KANSAS,GREENWOOD,"-7,732","-12,629","-23,396","-9,638","-3,015","-16,432"
17370,KANSAS,HAMILTON,950,157,86,-270,-557,-361
17380,KANSAS,HARPER,"-7,056","-14,487","-2,983","-5,675","-3,885","-12,224"
17390,KANSAS,HARVEY,"-13,793","-16,861","-30,089","-35,217","-8,943","-32,525"
17391,KANSAS,HASKELL,262,189,"-1,389",0,0,"-1,465"
17410,KANSAS,HODGEMAN,-931,0,-215,202,0,0
17420,KANSAS,JACKSON,"-11,452","-17,926","-23,458","-29,865","-8,451","-27,254"
17430,KANSAS,JEFFERSON,"-30,268","-32,893","-34,313","-18,100","-7,138","-34,968"
17440,KANSAS,JEWELL,"-5,985","-1,685","-2,719",-696,0,"-3,711"
17450,KANSAS,JOHNSON,"43,684","-2,777","-2,112","-58,982","-131,012","-537,884"
17451,KANSAS,KEARNY,-223,-397,"-4,568",-776,-256,0
17470,KANSAS,KINGMAN,-853,"-5,584","-4,840","-3,916","-4,072","-8,200"
17480,KANSAS,KIOWA,-467,"-2,808","-1,954",250,-256,"-1,793"
17490,KANSAS,LABETTE,"-83,998","-42,255","-49,826","-31,681","-5,437","-29,020"
17500,KANSAS,LANE,"-8,537",269,-315,-244,0,-813
17510,KANSAS,LEAVENWORTH,"-107,859","-64,821","-56,132","-29,345","-35,744","-95,865"
17520,KANSAS,LINCOLN,-289,-535,92,-190,0,"-4,818"
17530,KANSAS,LINN,"-11,162","-6,290","-3,136","-1,832","-1,686","-18,222"
17540,KANSAS,LOGAN,"-2,396",0,-193,427,0,0
17550,KANSAS,LYON,"-34,241","-36,909","-74,603","-52,712","-16,330","-37,247"
17560,KANSAS,MCPHERSON,"-6,237","-14,927","-16,033","-27,277","-4,273","-11,503"
17570,KANSAS,MARION,"-8,826","-5,022","-27,440","-5,639","-4,430","-17,179"
17580,KANSAS,MARSHALL,-289,"-37,500","-6,417","-11,766","-2,282","-6,865"
17590,KANSAS,MEADE,"-1,147",-709,0,-323,0,-954
17600,KANSAS,MIAMI,"4,080","-9,215","-20,789","-4,574","-6,705","-41,612"
17610,KANSAS,MITCHELL,"-4,251","-3,177",-25,-412,-521,"-1,189"
17620,KANSAS,MONTGOMERY,"-94,237","-59,075","-82,009","-46,819","-10,046","-41,279"
17630,KANSAS,MORRIS,"-12,822","-15,258","-10,178","-2,537","-5,292","-6,842"
17640,KANSAS,MORTON,"-2,396",-169,-665,"-1,009",0,"-1,668"
17650,KANSAS,NEMAHA,"-3,088","-6,098","-16,202","-3,204","-1,533","-13,124"
17660,KANSAS,NEOSHO,"-29,558","-19,117","-25,281","-11,988","-2,132","-18,656"
17670,KANSAS,NESS,-650,-502,"-1,219",-882,-954,"-1,016"
17680,KANSAS,NORTON,"-2,546","-1,857","-5,056","-2,704",946,"-3,269"
17690,KANSAS,OSAGE,"-19,620","-44,008","-55,768","-33,505","-7,662","-34,671"
17700,KANSAS,OSBORNE,"-1,456",-368,51,"-1,818",0,-618
17710,KANSAS,OTTAWA,259,-678,"-2,832",528,-777,"-1,170"
17720,KANSAS,PAWNEE,"-1,412",145,"-5,986","-4,612",-954,"-8,269"
17730,KANSAS,PHILLIPS,"-3,413","-1,341",127,0,"-3,158","-1,453"
17740,KANSAS,POTTAWATOMIE,"-7,174","-11,867","-10,873","-21,603","-6,190","-22,130"
17750,KANSAS,PRATT,"-2,368","-3,365","-4,536","-5,239","-2,078","-12,997"
17760,KANSAS,RAWLINS,-556,"-6,571","2,265",-569,"-1,486","-2,946"
17770,KANSAS,RENO,"-35,653","-38,289","-41,400","-51,525","-30,588","-52,232"
17780,KANSAS,REPUBLIC,"-6,238","-4,273",-733,58,0,"-4,172"
17790,KANSAS,RICE,"-2,935","-5,702","-5,587","-1,701",-594,"-5,190"
17800,KANSAS,RILEY,"-16,427","-22,422","-27,151","-50,881","-9,924","-40,498"
17810,KANSAS,ROOKS,-899,-94,"-3,163","-7,057",181,"-1,050"
17820,KANSAS,RUSH,-138,"-5,820","-2,276","-4,794","-1,559","-2,083"
17830,KANSAS,RUSSELL,"-4,073","-6,949","-4,193","-7,957",-256,"-5,308"
17840,KANSAS,SALINE,"-28,502","-18,087","-12,746","-31,472","-10,841","-26,433"
17841,KANSAS,SCOTT,0,"-5,417","-1,425",0,0,"-1,272"
17860,KANSAS,SEDGWICK,"-321,566","-528,865","-750,052","-571,995","-379,750","-1,246,451"
17870,KANSAS,SEWARD,"-15,869","-5,942","-12,981","-2,248","-3,492","-9,870"
17880,KANSAS,SHAWNEE,"-225,023","-457,495","-659,310","-419,992","-153,145","-555,522"
17890,KANSAS,SHERIDAN,"-6,387","-1,019",998,"1,087",-557,-222
17900,KANSAS,SHERMAN,"3,487","4,686","-3,600",38,"-1,921","-5,218"
17910,KANSAS,SMITH,-877,-197,"-2,668","-2,067",-734,"-2,086"
17920,KANSAS,STAFFORD,"-3,668","-5,344","-1,272","-5,373","-2,323","-5,456"
17921,KANSAS,STANTON,"-1,074","-2,232",0,0,0,"-1,210"
17940,KANSAS,STEVENS,-461,"-1,981","-2,816","-1,036","-1,218","-1,732"
17950,KANSAS,SUMNER,"-36,170","-17,413","-34,410","-30,010","-16,546","-44,776"
17960,KANSAS,THOMAS,"3,822","-3,467","-9,216","-4,611","-3,131","-2,227"
17970,KANSAS,TREGO,0,"-2,506","1,098",0,0,-147
17980,KANSAS,WABAUNSEE,"-16,325","-12,702","-13,428","-3,590","-1,551","-12,922"
17981,KANSAS,WALLACE,"1,076",44,0,905,-444,"-1,176"
17982,KANSAS,WASHINGTON,"-4,549","-1,555","-1,464",-281,-140,"-4,259"
17983,KANSAS,WICHITA,-650,"-7,831","-16,426",-871,-256,"-1,029"
17984,KANSAS,WILSON,"-14,462","-6,025","-27,140","-9,181","-2,849","-11,269"
17985,KANSAS,WOODSON,"-4,544","-3,946","-7,411","-7,359",-594,"-3,402"
17986,KANSAS,WYANDOTTE,"-195,508","-253,483","-262,496","-109,189","-183,074","-694,951"
18000,KENTUCKY,ADAIR,"-182,414","-185,800","-110,995","-97,212","-11,907","-29,187"
18010,KENTUCKY,ALLEN,"-99,668","-116,935","-96,713","-56,698","-11,515","-42,423"
18020,KENTUCKY,ANDERSON,"-45,537","-63,018","-34,563","-49,344","-13,953","-35,127"
18030,KENTUCKY,BALLARD,"-13,383","-7,878","-13,687","-5,278","2,759","1,399"
18040,KENTUCKY,BARREN,"-280,182","-323,004","-292,449","-207,722","-28,000","-109,014"
18050,KENTUCKY,BATH,"-96,280","-70,099","-71,011","-60,367","-7,714","-22,180"
18060,KENTUCKY,BELL,"-245,072","-222,342","-164,242","-92,918","-20,093","-93,245"
18070,KENTUCKY,BOONE,"-144,126","-222,642","-275,383","-99,632","-73,057","-256,758"
18080,KENTUCKY,BOURBON,"-53,561","-51,009","-76,764","-66,168","-19,912","-47,922"
18090,KENTUCKY,BOYD,"-601,369","-519,342","-465,923","-284,238","-31,760","-97,515"
18100,KENTUCKY,BOYLE,"-234,200","-269,323","-154,117","-128,715","-33,185","-102,827"
18110,KENTUCKY,BRACKEN,"-64,719","-15,643","-25,160","-4,773","-4,388","-14,992"
18120,KENTUCKY,BREATHITT,"-178,958","-158,338","-174,747","-83,372","-29,815","-88,087"
18130,KENTUCKY,BRECKINRIDGE,"-59,244","-51,849","-80,029","-76,575","-16,210","-60,371"
18140,KENTUCKY,BULLITT,"-168,999","-240,964","-297,537","-248,053","-68,626","-258,175"
18150,KENTUCKY,BUTLER,"-83,702","-66,030","-42,620","-39,526","-4,867","-30,086"
18160,KENTUCKY,CALDWELL,"-24,558","-26,700","-14,920","-45,051","-1,927","-16,220"
18170,KENTUCKY,CALLOWAY,"-82,138","-101,096","-102,228","-44,629","-14,911","-48,515"
18180,KENTUCKY,CAMPBELL,"-167,401","-124,065","-85,380","-56,540","-49,553","-147,035"
18190,KENTUCKY,CARLISLE,"-18,511","-14,102","-10,029","-1,716","4,321",-567
18191,KENTUCKY,CARROLL,"-34,579","-50,983","-82,092","-50,467","-8,666","-34,679"
18210,KENTUCKY,CARTER,"-211,023","-194,998","-182,715","-124,837","-13,704","-38,033"
18220,KENTUCKY,CASEY,"-120,993","-118,891","-93,732","-65,531","-11,955","-47,865"
18230,KENTUCKY,CHRISTIAN,"-254,302","-247,157","-326,776","-177,809","-45,744","-106,808"
18240,KENTUCKY,CLARK,"-134,278","-108,419","-75,014","-80,981","-31,156","-114,908"
18250,KENTUCKY,CLAY,"-612,031","-659,480","-562,870","-374,753","-55,947","-199,846"
18260,KENTUCKY,CLINTON,"-216,935","-176,008","-193,927","-112,360","-14,121","-37,595"
18270,KENTUCKY,CRITTENDEN,"-22,183","-21,539","-17,502","-15,880","-1,350","-10,485"
18271,KENTUCKY,CUMBERLAND,"-63,652","-71,378","-40,425","-26,651","-4,462","-17,408"
18290,KENTUCKY,DAVIESS,"-179,748","-200,469","-111,729","-81,117","-39,202","-69,778"
18291,KENTUCKY,EDMONSON,"-92,432","-47,472","-39,987","-31,679","-6,187","-25,848"
18310,KENTUCKY,ELLIOTT,"-114,909","-149,526","-127,084","-90,384","-6,345","-30,839"
18320,KENTUCKY,ESTILL,"-82,746","-132,429","-76,038","-40,160","-14,871","-51,430"
18330,KENTUCKY,FAYETTE,"-643,478","-652,610","-726,340","-359,994","-204,486","-727,857"
18340,KENTUCKY,FLEMING,"-131,136","-131,378","-160,267","-75,148","-14,159","-50,461"
18350,KENTUCKY,FLOYD,"-544,185","-527,603","-379,123","-231,466","-29,662","-131,623"
18360,KENTUCKY,FRANKLIN,"-439,611","-344,089","-455,088","-265,639","-72,804","-291,773"
18361,KENTUCKY,FULTON,"-59,298","-53,778","-27,768","-15,204","-1,033","-11,254"
18362,KENTUCKY,GALLATIN,"-13,700","-40,765","-40,862","-18,406","-9,347","-42,749"
18390,KENTUCKY,GARRARD,"-84,371","-95,254","-71,070","-74,608","-15,162","-29,656"
18400,KENTUCKY,GRANT,"-50,081","-58,907","-94,308","-36,258","-14,272","-65,855"
18410,KENTUCKY,GRAVES,"-156,119","-177,285","-90,687","-90,929","-4,000","-25,107"
18420,KENTUCKY,GRAYSON,"-113,546","-121,964","-164,965","-156,372","-28,423","-131,325"
18421,KENTUCKY,GREEN,"-44,327","-52,820","-73,606","-29,261","-8,812","-40,855"
18440,KENTUCKY,GREENUP,"-567,184","-479,825","-424,071","-310,404","-39,512","-93,993"
18450,KENTUCKY,HANCOCK,"-7,748","-9,627","-5,852","-2,542","-1,358","-5,339"
18460,KENTUCKY,HARDIN,"-241,935","-247,117","-449,585","-316,678","-94,874","-299,548"
18470,KENTUCKY,HARLAN,"-480,371","-437,933","-414,223","-296,117","-40,583","-157,730"
18480,KENTUCKY,HARRISON,"-70,243","-62,237","-96,571","-41,267","-15,712","-35,647"
18490,KENTUCKY,HART,"-109,673","-90,211","-123,707","-88,528","-14,613","-40,837"
18500,KENTUCKY,HENDERSON,"-97,280","-140,039","-92,444","-6,078","-24,696","-115,533"
18510,KENTUCKY,HENRY,"-41,921","-35,106","-77,174","-58,298","-9,878","-24,789"
18511,KENTUCKY,HICKMAN,"-25,241","-23,359","-7,881","-8,961","-5,612","-2,394"
18530,KENTUCKY,HOPKINS,"-58,696","-52,772","-83,745","-41,519","-10,753","-51,851"
18540,KENTUCKY,JACKSON,"-119,995","-199,242","-147,104","-48,908","-15,389","-44,575"
18550,KENTUCKY,JEFFERSON,"-2,422,213","-2,823,121","-3,813,371","-2,518,530","-1,004,913","-3,492,051"
18560,KENTUCKY,JESSAMINE,"-86,263","-66,901","-98,221","-47,282","-28,912","-98,254"
18570,KENTUCKY,JOHNSON,"-275,546","-234,289","-254,701","-106,487","-29,322","-83,547"
18580,KENTUCKY,KENTON,"-111,151","-225,541","-148,873","-129,022","-61,514","-223,805"
18590,KENTUCKY,KNOTT,"-212,981","-192,931","-172,661","-132,032","-17,758","-67,791"
18600,KENTUCKY,KNOX,"-224,131","-230,976","-225,162","-108,465","-32,311","-79,323"
18610,KENTUCKY,LARUE,"-40,973","-37,563","-53,581","-42,180","-7,253","-33,102"
18620,KENTUCKY,LAUREL,"-663,200","-510,517","-595,927","-291,655","-50,277","-183,656"
18630,KENTUCKY,LAWRENCE,"-162,074","-108,411","-119,143","-101,189","-18,319","-63,465"
18640,KENTUCKY,LEE,"-60,314","-52,656","-27,715","-14,964","-5,479","-30,241"
18650,KENTUCKY,LESLIE,"-130,809","-176,250","-111,338","-112,363","-16,755","-48,850"
18660,KENTUCKY,LETCHER,"-135,851","-108,644","-111,842","-123,567","-4,434","-9,863"
18670,KENTUCKY,LEWIS,"-141,178","-73,876","-64,964","-54,706","-3,112","-23,471"
18680,KENTUCKY,LINCOLN,"-178,167","-137,658","-209,938","-172,088","-24,292","-85,136"
18690,KENTUCKY,LIVINGSTON,"-21,355","-39,996","-24,098","-12,142","-2,606","-4,514"
18700,KENTUCKY,LOGAN,"-85,599","-129,332","-108,956","-71,098","-14,828","-47,564"
18710,KENTUCKY,LYON,"-17,013","-31,507","-11,928","-10,946",84,"-2,660"
18720,KENTUCKY,MC CRACKEN,"-137,251","-78,750","-62,455","-78,541","13,129","6,137"
18730,KENTUCKY,MC CREARY,"-189,138","-259,608","-226,598","-124,826","-18,794","-93,085"
18740,KENTUCKY,MC LEAN,"-13,452","-13,824","-10,410","-1,723","-2,297","-14,257"
18750,KENTUCKY,MADISON,"-306,081","-396,655","-388,022","-258,598","-58,278","-215,150"
18760,KENTUCKY,MAGOFFIN,"-130,483","-164,047","-113,889","-54,885","-14,818","-51,954"
18770,KENTUCKY,MARION,"-65,090","-76,505","-65,286","-67,292","-7,136","-42,578"
18780,KENTUCKY,MARSHALL,"-54,609","-70,575","-46,446","-35,393",146,"-19,751"
18790,KENTUCKY,MARTIN,"-202,883","-169,823","-154,817","-69,876","-14,399","-48,031"
18800,KENTUCKY,MASON,"-59,030","-102,647","-94,228","-68,900","-15,576","-56,928"
18801,KENTUCKY,MEADE,"-105,095","-75,568","-118,444","-66,488","-20,539","-54,036"
18802,KENTUCKY,MENIFEE,"-83,791","-52,185","-50,340","-67,166","-4,654","-13,702"
18830,KENTUCKY,MERCER,"-80,659","-84,170","-86,353","-47,049","-9,350","-38,016"
18831,KENTUCKY,METCALFE,"-114,391","-125,584","-145,873","-47,287","-3,813","-30,320"
18850,KENTUCKY,MONROE,"-322,656","-280,652","-214,561","-111,390","-19,666","-56,519"
18860,KENTUCKY,MONTGOMERY,"-114,120","-81,031","-107,786","-76,697","-17,884","-49,878"
18861,KENTUCKY,MORGAN,"-106,163","-102,964","-84,973","-88,177","-10,686","-28,422"
18880,KENTUCKY,MUHLENBERG,"-57,477","-74,924","-81,352","-69,856","-21,953","-81,531"
18890,KENTUCKY,NELSON,"-134,103","-139,157","-167,283","-114,206","-17,309","-102,456"
18900,KENTUCKY,NICHOLAS,"-15,094","-33,077","-40,778","-39,246","-6,325","-19,499"
18910,KENTUCKY,OHIO,"-18,267","-56,998","-27,121","-19,743","-1,763","-26,975"
18920,KENTUCKY,OLDHAM,"-52,006","-58,993","-111,290","-63,754","-9,289","-53,558"
18930,KENTUCKY,OWEN,"-15,783","-48,889","-40,310","-18,613","-5,229","-17,092"
18931,KENTUCKY,OWSLEY,"-41,425","-46,751","-65,629","-36,706","-6,632","-18,901"
18932,KENTUCKY,PENDLETON,"-15,700","-38,523","-41,441","-9,672","-11,614","-38,283"
18960,KENTUCKY,PERRY,"-487,368","-551,119","-573,872","-349,465","-61,860","-255,914"
18970,KENTUCKY,PIKE,"-277,879","-251,022","-240,981","-196,613","-51,951","-134,372"
18971,KENTUCKY,POWELL,"-117,221","-80,851","-64,551","-46,780","-14,574","-56,233"
18972,KENTUCKY,PULASKI,"-771,609","-948,463","-902,916","-461,424","-61,142","-297,038"
18973,KENTUCKY,ROBERTSON,"-5,050","-29,917","-9,470",-215,"-2,627","-5,291"
18974,KENTUCKY,ROCKCASTLE,"-201,025","-172,480","-131,297","-82,910","-13,874","-47,766"
18975,KENTUCKY,ROWAN,"-180,739","-261,065","-202,791","-120,612","-16,235","-55,415"
18976,KENTUCKY,RUSSELL,"-177,575","-203,172","-124,157","-109,376","-18,459","-45,729"
18977,KENTUCKY,SCOTT,"-76,112","-90,614","-96,664","-63,157","-23,920","-66,992"
18978,KENTUCKY,SHELBY,"-41,890","-113,193","-160,774","-69,423","-9,586","-96,446"
18979,KENTUCKY,SIMPSON,"-82,662","-96,593","-71,556","-55,725","-11,459","-32,881"
18980,KENTUCKY,SPENCER,"-60,221","-34,426","-20,570","-15,674","-6,322","-29,636"
18981,KENTUCKY,TAYLOR,"-145,776","-172,709","-204,287","-96,157","-17,174","-77,827"
18982,KENTUCKY,TODD,"-89,154","-64,607","-46,456","-24,716","-3,200","-24,049"
18983,KENTUCKY,TRIGG,"-45,615","-55,599","-37,665","-25,164","-9,322","-27,560"
18984,KENTUCKY,TRIMBLE,"-10,459","-9,402","-32,716","-34,559","-3,740","-17,255"
18985,KENTUCKY,UNION,"-30,425","-71,942","-58,580","-18,902","-4,895","-21,435"
18986,KENTUCKY,WARREN,"-474,565","-590,161","-529,932","-283,914","-85,703","-236,308"
18987,KENTUCKY,WASHINGTON,"-36,212","-53,587","-39,265","-31,721","-6,900","-29,103"
18988,KENTUCKY,WAYNE,"-164,114","-171,138","-117,903","-109,588","-15,756","-59,791"
18989,KENTUCKY,WEBSTER,"-19,646","-19,407","-44,774","13,931","-3,745","-17,302"
18990,KENTUCKY,WHITLEY,"-641,415","-740,735","-609,139","-402,713","-92,585","-333,599"
18991,KENTUCKY,WOLFE,"-82,010","-119,257","-104,254","-18,385","-10,789","-28,583"
18992,KENTUCKY,WOODFORD,"-60,289","-41,241","-26,213","-31,541","-7,488","-32,430"
19000,LOUISIANA,ACADIA,"-105,468","-171,950","-219,339","-131,246","-66,451","-220,268"
19010,LOUISIANA,ALLEN,"-144,045","-91,993","-117,453","-72,327","-34,276","-76,508"
19020,LOUISIANA,ASCENSION,"-53,370","-56,627","49,005","10,546","-33,134","-61,341"
19030,LOUISIANA,ASSUMPTION,"-27,285","-44,455","-43,064","-34,717","-7,421","-21,888"
19040,LOUISIANA,AVOYELLES,"-211,012","-270,266","-180,560","-187,258","-41,688","-124,103"
19050,LOUISIANA,BEAUREGARD,"-119,613","-103,678","-117,116","-88,980","-78,840","-251,104"
19060,LOUISIANA,BIENVILLE,"-71,979","-67,456","-89,334","-65,714","-25,922","-49,521"
19070,LOUISIANA,BOSSIER,"-208,667","-153,417","-154,052","-142,559","-69,770","-325,891"
19080,LOUISIANA,CADDO,"-663,529","-535,520","-317,200","-209,055","-414,139","-1,554,469"
19090,LOUISIANA,CALCASIEU,"-270,943","-326,685","-458,643","-389,870","-228,580","-898,849"
19100,LOUISIANA,CALDWELL,"-69,118","-51,266","-20,984","-26,067","-18,792","-52,114"
19110,LOUISIANA,CAMERON,355,"-1,439","-3,797","1,169","-2,999","-10,739"
19120,LOUISIANA,CATAHOULA,"-91,680","-98,281","-80,096","-70,672","-13,557","-39,602"
19130,LOUISIANA,CLAIBORNE,"-86,228","-105,209","-50,598","-52,844","-16,650","-59,321"
19140,LOUISIANA,CONCORDIA,"-38,869","-45,915","-29,430","-50,047","-20,035","-57,692"
19150,LOUISIANA,DE SOTO,"-91,371","-77,648","-82,507","-51,046","-26,349","-112,046"
19160,LOUISIANA,E. BATON ROUGE,"-692,039","-245,247","22,102","-9,658","-184,110","-595,346"
