AGED -- REPRICING ADJUSTMENTS TO THE 2010-2014 REIMSURSEMENT DATA FOR FEE-FOR-SERVICE DURABLE MEDICAL EQUIPMENT (DATA CELLS WITH LESS THAN 11 BENEFICIARIES HAVE BEEN SUPPRESSED FOR PRIVACY),,,,,,,
CODE,STATE,COUNTY,PART B  2010,PART B  2011,PART B  2012,PART B  2013,PART B  2014
05660,CALIFORNIA,VENTURA,"-3,373,926","-3,475,284","-3,408,130","-1,438,009",0
05670,CALIFORNIA,YOLO,"-330,442","-342,069","-377,832","-173,135",0
05680,CALIFORNIA,YUBA,"-105,679","-109,640","-105,169","-41,223",0
06000,COLORADO,ADAMS,"-1,272,457","-1,287,103","-1,245,634","-586,224",0
06010,COLORADO,ALAMOSA,"-22,959","-21,862","-22,499","-8,959",0
06020,COLORADO,ARAPAHOE,"-2,403,535","-2,493,460","-2,569,478","-1,209,830",0
06030,COLORADO,ARCHULETA,"-10,085","-12,992","-12,699","-5,656",0
06040,COLORADO,BACA,"-13,602","-15,427","-13,189","-5,877",0
06050,COLORADO,BENT,"-10,708","-14,410","-12,822","-4,090",0
06060,COLORADO,BOULDER,"-293,092","-280,952","-259,653","-119,212",0
06070,COLORADO,CHAFFEE,"-24,106","-27,118","-26,855","-11,591",0
06080,COLORADO,CHEYENNE,"-3,535","-3,268","-3,385","-1,397",0
06090,COLORADO,CLEAR CREEK,"-3,708","-3,528","-4,699","-2,234",0
06100,COLORADO,CONEJOS,"-16,452","-16,612","-15,705","-6,444",0
06110,COLORADO,COSTILLA,"-13,618","-16,165","-14,160","-4,657",0
06120,COLORADO,CROWLEY,"-5,088","-6,205","-6,812","-3,302",0
06130,COLORADO,CUSTER,"-3,641","-4,389","-4,534","-2,012",0
06140,COLORADO,DELTA,"-32,944","-33,871","-35,243","-14,934",0
06150,COLORADO,DENVER,"-2,163,436","-2,139,895","-2,120,741","-967,455",0
06160,COLORADO,DOLORES,"-4,721","-4,310","-3,915","-1,731",0
06170,COLORADO,DOUGLAS,"-544,749","-567,132","-615,488","-299,205",0
06180,COLORADO,EAGLE,"-8,889","-10,766","-11,935","-5,109",0
06190,COLORADO,ELBERT,"-36,994","-43,397","-48,628","-22,463",0
06200,COLORADO,EL PASO,"-4,237,588","-4,504,525","-4,499,988","-2,058,535",0
06210,COLORADO,FREMONT,"-70,960","-72,483","-68,408","-26,544",0
06220,COLORADO,GARFIELD,"-30,431","-35,949","-36,018","-13,667",0
06230,COLORADO,GILPIN,"-23,410","-21,982","-26,813","-14,313",0
06240,COLORADO,GRAND,"-8,248","-7,909","-8,348","-3,544",0
06250,COLORADO,GUNNISON,"-7,578","-7,859","-8,358","-3,110",0
06260,COLORADO,HINSDALE,"-1,557",-347,-174,-44,0
06270,COLORADO,HUERFANO,"-15,319","-18,549","-18,845","-6,797",0
06280,COLORADO,JACKSON,"-2,078","-3,651","-4,008","-1,675",0
06290,COLORADO,JEFFERSON,"-2,396,043","-2,363,409","-2,363,252","-1,113,230",0
06300,COLORADO,KIOWA,"-2,091","-2,641","-2,527",-907,0
06310,COLORADO,KIT CARSON,"-14,024","-14,578","-13,881","-7,168",0
06320,COLORADO,LAKE,"-8,322","-9,077","-9,344","-3,633",0
06330,COLORADO,LA PLATA,"-36,775","-40,749","-38,992","-14,959",0
06340,COLORADO,LARIMER,"-165,977","-188,555","-190,847","-77,091",0
06350,COLORADO,LAS ANIMAS,"-35,579","-37,504","-33,766","-11,522",0
06360,COLORADO,LINCOLN,"-7,374","-8,138","-8,388","-3,512",0
06370,COLORADO,LOGAN,"-26,119","-28,799","-28,618","-12,051",0
06380,COLORADO,MESA,"-111,571","-117,326","-108,855","-44,343",0
06390,COLORADO,MINERAL,"-1,531","-1,501","-2,155",-779,0
06400,COLORADO,MOFFAT,"-20,983","-18,831","-15,147","-6,599",0
06410,COLORADO,MONTEZUMA,"-34,263","-35,876","-35,645","-13,887",0
06420,COLORADO,MONTROSE,"-46,207","-52,323","-43,642","-19,434",0
06430,COLORADO,MORGAN,"-38,802","-42,342","-36,043","-16,362",0
06440,COLORADO,OTERO,"-51,115","-50,824","-48,048","-19,063",0
06450,COLORADO,OURAY,"-1,104","-2,287","-1,300",-493,0
06460,COLORADO,PARK,"-7,628","-9,364","-8,355","-2,544",0
06470,COLORADO,PHILLIPS,"-8,139","-9,569","-10,041","-3,768",0
06480,COLORADO,PITKIN,"-3,590","-5,035","-3,522","-1,496",0
06490,COLORADO,PROWERS,"-25,457","-30,076","-29,337","-12,361",0
06500,COLORADO,PUEBLO,"-243,356","-255,847","-238,338","-98,311",0
06510,COLORADO,RIO BLANCO,"-7,288","-8,375","-10,460","-4,015",0
06520,COLORADO,RIO GRANDE,"-23,346","-24,443","-24,938","-11,711",0
06530,COLORADO,ROUTT,"-8,491","-8,310","-8,648","-4,826",0
06540,COLORADO,SAGUACHE,"-8,388","-10,938","-11,697","-4,472",0
06550,COLORADO,SAN JUAN,-480,-589,-462,-224,0
06560,COLORADO,SAN MIGUEL,"-1,924","-2,509","-2,707",-995,0
06570,COLORADO,SEDGWICK,"-8,277","-8,624","-5,779","-2,106",0
06580,COLORADO,SUMMIT,"-5,498","-4,826","-4,626","-2,020",0
06590,COLORADO,TELLER,"-212,305","-212,979","-211,040","-103,521",0
06600,COLORADO,WASHINGTON,"-8,615","-9,058","-11,061","-5,215",0
06610,COLORADO,WELD,"-177,127","-188,014","-184,908","-72,978",0
06620,COLORADO,YUMA,"-15,951","-16,428","-18,137","-6,966",0
06630,COLORADO,BROOMFIELD,"-114,623","-140,922","-167,011","-80,860",0
07000,CONNECTICUT,FAIRFIELD,"-3,594,753","-3,566,537","-3,669,858","-1,718,018",0
07010,CONNECTICUT,HARTFORD,"-3,729,208","-3,779,379","-4,002,775","-1,867,760",0
07020,CONNECTICUT,LITCHFIELD,"-227,748","-231,980","-231,890","-102,352",0
07030,CONNECTICUT,MIDDLESEX,"-666,717","-679,090","-722,741","-323,173",0
07040,CONNECTICUT,NEW HAVEN,"-3,562,270","-3,666,452","-3,863,010","-1,728,658",0
07050,CONNECTICUT,NEW LONDON,"-338,984","-338,123","-336,955","-147,530",0
07060,CONNECTICUT,TOLLAND,"-524,813","-510,556","-557,022","-268,372",0
