DISABLED -- REPRICING ADJUSTMENTS TO THE 2010-2014 HOME HEALTH  REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX                                             (DATA CELLS WITH LESS THAN 11 BENEFICIARIES HAVE BEEN SUPRESSED FOR PRIVACY),,,,,,,,,,,,
CODE,STATE,COUNTY,PART A  2010,PART A  2011,PART A  2012,PART A  2013,PART A  2014,PART B  2010,PART B  2011,PART B  2012,PART B  2013,PART B  2014
15820,INDIANA,VERMILLION,422,-329,-266,-362,"-3,572",324,-197,-388,-672,"-4,614"
15830,INDIANA,VIGO,"2,057","-1,579","-1,821","-3,425","-28,892","2,499","-2,164","-2,116","-4,348","-27,718"
15840,INDIANA,WABASH,"-1,164",-350,"-1,075",-71,-818,"-1,412",-752,"-1,691","-1,031","-1,627"
15850,INDIANA,WARREN,-149,-73,-142,-70,-121,-252,-118,-702,-208,-515
15860,INDIANA,WARRICK,"2,916","3,969","1,459","3,645","3,052","3,968","5,552","2,215","2,453","4,402"
15870,INDIANA,WASHINGTON,"-1,261","-1,136",-968,-942,"-1,100","-1,304","-1,199","-1,116",-738,"-1,421"
15880,INDIANA,WAYNE,"-3,484","-1,638","-3,993","-2,891","-5,158","-4,626","-1,804","-5,005","-3,269","-5,915"
15890,INDIANA,WELLS,-166,-639,"-1,110","-1,431",-661,-59,-262,-916,"-1,756",-241
15900,INDIANA,WHITE,"-1,037",-348,"-1,188",-522,-526,-685,-517,"-1,625",-558,"-1,878"
15910,INDIANA,WHITLEY,-359,"-1,314","-2,607","-2,219",-725,-242,-879,"-1,961","-4,237",-758
16000,IOWA,ADAIR,-206,-63,0,16,-10,-44,0,0,0,0
16010,IOWA,ADAMS,-175,-65,0,31,0,0,-6,-54,14,0
16020,IOWA,ALLAMAKEE,-183,-94,-318,109,-29,-117,-87,-284,53,-95
16030,IOWA,APPANOOSE,-359,-169,-519,193,-112,-427,-360,-436,180,-200
16040,IOWA,AUDUBON,-104,-125,-80,15,-49,-158,0,0,21,0
16050,IOWA,BENTON,-168,-27,-158,-559,-424,-331,-429,-298,-891,-867
16060,IOWA,BLACK HAWK,"-2,451","-1,352",549,-964,730,"-2,130",-796,450,"-1,061",952
16070,IOWA,BOONE,-335,-109,-165,188,-136,-442,-350,-635,301,-41
16080,IOWA,BREMER,-130,-92,11,-69,82,-131,-167,77,-93,73
16090,IOWA,BUCHANAN,-754,-367,-590,193,-125,-549,-231,-275,138,-114
16100,IOWA,BUENA VISTA,-274,-92,-237,51,-116,-59,-52,-113,29,0
16110,IOWA,BUTLER,-165,-131,-132,161,-133,0,-52,-492,211,-85
16120,IOWA,CALHOUN,-118,-63,-269,78,-139,-445,-92,-173,101,-45
16130,IOWA,CARROLL,"-1,060",-374,-956,242,-236,-891,"-1,000","-1,913",538,-396
16140,IOWA,CASS,-428,-289,-471,172,-215,"-1,105",-316,-674,125,-277
16150,IOWA,CEDAR,-162,-192,-52,59,-10,-4,-36,-149,41,0
16160,IOWA,CERRO GORDO,-834,-950,"-1,647",579,-403,-526,-777,-682,399,-263
16170,IOWA,CHEROKEE,-273,-378,-251,48,-35,-54,-81,-75,108,-201
16180,IOWA,CHICKASAW,-165,-203,-92,80,-40,-191,-280,-303,157,-99
16190,IOWA,CLARKE,-157,-25,0,45,-92,-43,-128,0,42,-141
16200,IOWA,CLAY,-390,-170,-403,81,-81,-134,-30,-218,28,-35
16210,IOWA,CLAYTON,-152,-16,-247,57,-68,-146,-57,0,109,-139
16220,IOWA,CLINTON,"-2,306","-1,539","-1,703","1,127",-596,"-2,130","-1,411","-2,124",782,-618
16230,IOWA,CRAWFORD,-110,-167,-325,12,-59,-294,-203,-73,28,-3
16240,IOWA,DALLAS,"-1,300","-1,181","-2,170","-1,611",-719,"-1,284","-2,295","-2,767","-1,797",-801
16250,IOWA,DAVIS,0,0,-9,36,-104,0,0,-41,36,-31
16260,IOWA,DECATUR,-73,-23,0,101,-136,0,-74,-7,99,-95
16270,IOWA,DELAWARE,-385,-231,-173,116,-154,-77,-383,-288,50,-71
16280,IOWA,DES MOINES,"-1,405",-546,"-1,425",598,-470,"-2,176","-1,228","-2,667","1,233","-1,301"
16290,IOWA,DICKINSON,-370,-180,-54,30,-30,-45,-74,-125,50,-71
16300,IOWA,DUBUQUE,-43,"1,306","2,177","2,215",465,-23,"1,118","2,476","1,959",375
16310,IOWA,EMMET,-92,-25,-124,37,-23,-92,-168,-307,130,-84
16320,IOWA,FAYETTE,-550,-337,-880,127,-119,-225,-123,-484,141,-257
16330,IOWA,FLOYD,-514,-215,-314,148,-56,-96,-103,-122,78,-37
16340,IOWA,FRANKLIN,0,-64,-141,51,-38,-9,-5,0,0,0
16350,IOWA,FREMONT,-347,-260,-194,116,-180,-298,-196,-578,89,-121
16360,IOWA,GREENE,-70,-41,-226,62,-47,-38,-69,-50,28,-86
16370,IOWA,GRUNDY,-175,-39,36,-111,41,-115,-70,33,-110,90
16380,IOWA,GUTHRIE,-311,-44,-558,-169,-111,-904,-777,"-1,886","-1,401",-115
16390,IOWA,HAMILTON,-371,-79,-212,115,-40,-297,-156,-9,37,-56
16400,IOWA,HANCOCK,-374,-49,-160,38,0,-220,-244,-84,30,-32
16410,IOWA,HARDIN,-424,-174,-227,114,-94,-12,-49,-38,65,-52
16420,IOWA,HARRISON,-51,-7,-751,-455,-277,-147,-16,-343,"-3,128",-463
16430,IOWA,HENRY,-305,-244,-149,86,-63,-619,-347,-910,387,-107
16440,IOWA,HOWARD,-104,-68,-161,90,-49,0,-40,-270,50,-46
16450,IOWA,HUMBOLDT,-178,-178,-339,49,-25,-191,-350,-326,191,-111
16460,IOWA,IDA,-35,-145,-116,77,-51,-45,-51,-44,0,-22
16470,IOWA,IOWA,-253,-44,0,104,0,-58,-103,-340,145,-77
16480,IOWA,JACKSON,-578,-250,-641,197,-82,-218,-124,-195,49,-124
16490,IOWA,JASPER,-598,-487,-364,358,-293,-351,-142,-315,221,-192
16500,IOWA,JEFFERSON,-218,-185,-506,196,-103,"-1,121",-633,-950,554,-470
16510,IOWA,JOHNSON,"2,374","1,447","-1,081","-2,231",-312,"1,378","1,912","-1,434","-2,484",-421
16520,IOWA,JONES,-419,-182,-245,-823,-428,-516,-212,-192,-490,-481
16530,IOWA,KEOKUK,-80,-65,-228,32,-11,-147,-160,-222,152,-65
16540,IOWA,KOSSUTH,-68,-129,-205,160,-79,-194,-146,-102,58,-12
16550,IOWA,LEE,-891,-673,-907,260,-243,"-1,332",-927,"-2,464",792,-613
16560,IOWA,LINN,"-4,201","-2,081","-2,034","-4,919","-8,014","-4,315","-1,816","-1,288","-4,431","-7,782"
16570,IOWA,LOUISA,-95,-94,-56,64,-95,-44,-79,-66,96,-59
16580,IOWA,LUCAS,-167,-77,-151,32,-70,-485,-333,-486,146,-114
16590,IOWA,LYON,-43,-14,-86,0,-19,0,-21,-87,60,-11
16600,IOWA,MADISON,-260,-214,-495,-308,-32,-419,-287,-603,-183,0
16610,IOWA,MAHASKA,-264,-47,-416,172,-97,-97,-92,-393,303,-102
16620,IOWA,MARION,-341,-105,-511,141,-305,-259,-203,-230,115,-76
16630,IOWA,MARSHALL,-625,-386,-858,327,-304,-182,-230,-880,516,-252
16640,IOWA,MILLS,-118,-24,-197,-513,-521,-18,-18,-469,"-2,084",-809
16650,IOWA,MITCHELL,-132,-47,-65,10,-78,-113,-33,-93,19,-64
16660,IOWA,MONONA,-181,-280,-459,58,-40,-137,-40,-210,153,-194
16670,IOWA,MONROE,-136,-81,-249,48,-54,-164,-45,0,58,-142
16680,IOWA,MONTGOMERY,-144,-127,-519,71,-74,-92,-39,-75,168,-52
16690,IOWA,MUSCATINE,-586,-612,-805,301,-261,"-1,285","-1,043","-1,060",636,-534
16700,IOWA,OBRIEN,-263,-154,-216,115,-225,-146,-47,-239,123,-21
16710,IOWA,OSCEOLA,-108,0,-138,15,-15,-39,0,-70,41,-4
16720,IOWA,PAGE,-273,-211,-389,162,-264,-650,-464,-426,245,-403
16730,IOWA,PALO ALTO,-132,0,-77,16,-63,-26,0,0,62,-79
16740,IOWA,PLYMOUTH,-4,159,8,225,233,-5,161,8,611,427
16750,IOWA,POCAHONTAS,-262,-183,-90,51,-12,-100,-124,-386,15,-43
16760,IOWA,POLK,"-17,436","-18,286","-29,827","-21,205","-7,213","-21,087","-20,466","-33,828","-23,903","-10,385"
16770,IOWA,POTTAWATTAMIE,-545,-128,"-4,893","-9,975","-5,887",-485,-162,"-6,482","-8,923","-5,475"
16780,IOWA,POWESHIEK,-194,-82,-158,113,-52,0,-76,-93,37,-17
16790,IOWA,RINGGOLD,-79,-10,0,0,-13,0,0,0,0,0
16800,IOWA,SAC,-156,-45,-204,49,-41,-115,-513,-687,191,-101
16810,IOWA,SCOTT,"48,600","43,668","21,843","24,992","15,735","55,833","58,950","33,763","34,140","24,117"
16820,IOWA,SHELBY,-668,-92,-633,127,-68,-292,-175,-411,277,-352
16830,IOWA,SIOUX,-245,-188,-145,111,-168,-239,-52,-169,109,-53
16840,IOWA,STORY,-299,"-3,361","-3,648","-1,323",-495,-450,"-3,397","-3,546","-1,852",-419
16850,IOWA,TAMA,-379,-92,-182,81,-101,-472,-28,0,57,-36
16860,IOWA,TAYLOR,-84,-151,-205,109,-72,-101,-14,-33,19,-2
16870,IOWA,UNION,-45,-94,-402,243,-150,-289,-135,-160,118,-81
16880,IOWA,VAN BUREN,-313,-45,-153,48,-113,-69,-28,-52,148,-83
16890,IOWA,WAPELLO,"-1,025",-612,"-1,120",502,-330,-746,-892,"-1,700",688,-811
16900,IOWA,WARREN,"-1,512",-823,"-2,493","-1,788",-415,"-1,752","-2,087","-2,401","-1,378",-475
16910,IOWA,WASHINGTON,423,293,-289,-371,-23,225,285,-543,-499,-28
16920,IOWA,WAYNE,-121,-25,-57,41,-46,-253,-190,-296,55,-29
16930,IOWA,WEBSTER,"-1,478",-885,"-1,531",762,-578,"-1,440","-1,063","-2,587",971,-901
16940,IOWA,WINNEBAGO,-32,-25,-132,39,-35,-53,-119,-362,30,0
16950,IOWA,WINNESHIEK,-90,-154,-154,27,-26,-204,-60,-91,35,-74
16960,IOWA,WOODBURY,"-4,033","-6,024","-13,689","-7,556","-10,760","-3,141","-5,098","-9,837","-6,662","-9,381"
16970,IOWA,WORTH,-69,-88,-38,52,-81,0,-80,0,0,-12
16980,IOWA,WRIGHT,-137,-257,-543,118,-123,-717,-320,-573,151,-45
17000,KANSAS,ALLEN,-816,-635,"-1,460","-1,556",-588,"-1,449",-834,-801,"-1,431","-2,864"
17010,KANSAS,ANDERSON,-535,-308,-837,-706,-433,-345,-191,-180,-123,-270
17020,KANSAS,ATCHISON,"-1,823","-1,317","-1,053",-968,-655,-184,-728,-815,-722,-791
17030,KANSAS,BARBER,0,0,0,0,-111,-67,0,0,0,-52
17040,KANSAS,BARTON,-844,"-1,200","-2,186","-2,136",-577,-584,-994,"-3,127","-2,685","-2,232"
17050,KANSAS,BOURBON,-596,"-1,043","-1,338",-709,"-1,162",-485,"-1,371","-1,829","-2,105","-1,170"
17060,KANSAS,BROWN,-449,-676,"-1,465","-1,309","-1,032",-122,-431,-973,-772,-964
17070,KANSAS,BUTLER,"-5,090","-3,458","-1,426","-2,562","-2,074","-11,675","-6,156","-3,318","-3,510","-4,429"
17080,KANSAS,CHASE,0,-280,-506,-189,-81,-234,-374,-578,-516,-333
17090,KANSAS,CHAUTAUQUA,-614,-88,-418,0,-262,-60,-423,-645,-805,-722
17100,KANSAS,CHEROKEE,"-2,377","-1,695","-1,704","-1,671","-1,559","-1,446","-1,393","-1,976","-1,599","-1,496"
17110,KANSAS,CHEYENNE,-90,-50,-96,0,0,0,0,0,0,-61
17120,KANSAS,CLARK,-143,0,-120,-117,0,0,0,0,0,-61
17130,KANSAS,CLAY,-21,-181,-251,-120,-273,-329,-189,-213,-691,-377
17140,KANSAS,CLOUD,-540,-211,-539,-64,-303,-774,-501,"-1,577","-1,743","-1,679"
17150,KANSAS,COFFEY,-734,0,-404,-176,-176,-825,-574,-320,-86,-189
17160,KANSAS,COMANCHE,-7,0,0,0,0,-8,0,0,0,0
17170,KANSAS,COWLEY,"-1,645","-1,111","-2,383","-2,284","-2,412","-1,891","-1,844","-2,860","-5,270","-5,462"
17180,KANSAS,CRAWFORD,"-7,534","-3,376","-2,857","-3,969","-3,503","-8,554","-5,543","-4,735","-6,598","-5,527"
17190,KANSAS,DECATUR,0,-59,0,0,-156,0,0,0,-355,-222
17200,KANSAS,DICKINSON,"-1,029",-635,-410,-403,-889,"-2,119","-1,716","-1,688",-942,"-1,743"
17210,KANSAS,DONIPHAN,"-2,575","-2,249","-1,540",-535,-506,"-1,235","-1,771","-1,127",-790,-723
17220,KANSAS,DOUGLAS,"5,631","5,804","2,053","5,470","4,486","6,134","6,136","2,664","4,825","7,333"
17230,KANSAS,EDWARDS,-10,0,-79,-5,-64,0,-287,-408,-424,0
17240,KANSAS,ELK,-78,-122,-261,-123,-251,-472,-282,-706,"-1,134",-700
17250,KANSAS,ELLIS,-995,-361,"-1,163","-1,879","-1,680","-2,152","-1,561","-2,010","-1,990","-3,601"
17260,KANSAS,ELLSWORTH,-538,-248,-382,0,-112,0,-108,-312,-433,-114
17270,KANSAS,FINNEY,-824,-547,"-1,170","-1,015","-1,347","-2,889",-471,-66,-361,-457
17280,KANSAS,FORD,-795,-480,-947,-621,-264,-291,-693,-387,"-1,194",-627
17290,KANSAS,FRANKLIN,"-4,539","-8,055","-10,217","-7,556","-7,701","-5,355","-1,791","-9,996","-10,024","-14,350"
17300,KANSAS,GEARY,-217,-283,-390,-252,-458,-273,-366,-382,-407,-685
17310,KANSAS,GOVE,0,0,0,-213,-65,0,0,0,-54,0
17320,KANSAS,GRAHAM,0,-55,0,-243,-178,0,0,0,0,-372
17330,KANSAS,GRANT,-135,-30,-84,0,0,-115,0,0,0,0
17340,KANSAS,GRAY,-17,-13,0,0,-8,0,0,-220,0,-156
17350,KANSAS,GREELEY,0,0,0,0,0,0,0,0,0,0
17360,KANSAS,GREENWOOD,"-1,578",-808,"-1,012",-635,-805,"-6,254","-2,945","-2,490","-1,713","-1,459"
17370,KANSAS,HAMILTON,0,0,0,0,0,0,0,0,0,0
17380,KANSAS,HARPER,0,-250,-6,-197,-161,-213,-309,0,-123,-110
17390,KANSAS,HARVEY,"-1,122","-1,536",-723,"-1,014",-956,"-4,776","-2,196","-1,670","-1,356","-1,423"
17391,KANSAS,HASKELL,-422,0,-57,0,0,-213,-23,-320,-180,-260
17410,KANSAS,HODGEMAN,0,0,0,0,0,-115,0,0,0,0
17420,KANSAS,JACKSON,"-1,978",-566,-503,"-2,151","-1,700","-1,635","-1,315",-694,"-1,063","-3,002"
17430,KANSAS,JEFFERSON,"-3,824","-3,884","-2,467",-991,"-1,528","-3,656","-3,772","-1,402","-1,736","-1,019"
17440,KANSAS,JEWELL,0,0,0,0,-49,0,0,0,0,0
17450,KANSAS,JOHNSON,"-12,989","-13,895","-9,107","-10,128","-1,591","-16,257","-12,473","-12,321","-15,034","-2,053"
17451,KANSAS,KEARNY,0,-52,-67,-150,-120,-73,0,0,-6,0
17470,KANSAS,KINGMAN,153,314,172,34,725,475,"1,528",621,869,540
17480,KANSAS,KIOWA,0,0,-193,0,0,0,0,0,-98,0
17490,KANSAS,LABETTE,"-3,726","-1,061","-2,639","-1,765",-979,"-2,977","-2,736","-4,829","-4,418","-3,307"
17500,KANSAS,LANE,0,0,0,0,-106,0,-113,0,0,0
17510,KANSAS,LEAVENWORTH,"-3,208","-2,488","-2,339","-2,871",-404,"-4,522","-3,059","-3,094","-3,050",-470
17520,KANSAS,LINCOLN,-187,-151,0,-53,-170,0,-13,0,0,-168
17530,KANSAS,LINN,-420,-797,-304,-284,-72,-109,-125,-532,-633,-91
17540,KANSAS,LOGAN,-73,0,-67,0,0,0,-129,-69,0,0
17550,KANSAS,LYON,"-1,656","-1,138","-1,986","-1,994","-1,653","-2,914","-2,044","-4,128","-4,608","-5,004"
17560,KANSAS,MCPHERSON,-533,-692,"-1,884","-1,085",-648,"-2,097","-2,483","-3,232","-5,569","-5,299"
17570,KANSAS,MARION,-446,-176,-638,-318,-319,-631,-396,-395,-68,-470
17580,KANSAS,MARSHALL,-177,-681,-140,-181,-43,-137,-220,-755,-470,-508
17590,KANSAS,MEADE,0,-52,0,0,0,0,0,0,0,0
17600,KANSAS,MIAMI,-887,-581,-544,-610,-170,-706,-834,-786,"-1,679",-126
17610,KANSAS,MITCHELL,0,-54,0,-49,-43,0,0,-13,0,0
17620,KANSAS,MONTGOMERY,"-3,946","-2,571","-3,916","-2,472","-2,408","-7,991","-4,727","-6,262","-4,797","-3,926"
17630,KANSAS,MORRIS,-97,-129,-350,-70,-212,-714,-458,-551,-771,-431
17640,KANSAS,MORTON,-99,-42,-85,0,0,-20,42,-12,-60,0
17650,KANSAS,NEMAHA,-605,-140,-378,-192,-667,-227,-651,-401,-134,-500
17660,KANSAS,NEOSHO,"-1,376",-986,"-1,785","-1,232","-1,629","-5,023","-2,885","-2,373","-2,749","-2,322"
17670,KANSAS,NESS,-167,0,0,0,-238,-806,-188,-94,-139,-440
17680,KANSAS,NORTON,-88,-52,0,0,0,0,0,-60,-103,0
17690,KANSAS,OSAGE,"-1,387","-1,270","-1,496","-1,335","-1,961","-1,727","-1,557",-900,"-1,642","-1,814"
17700,KANSAS,OSBORNE,0,0,-64,-348,-121,-80,0,-395,-489,-336
17710,KANSAS,OTTAWA,0,-278,0,0,-47,-843,-490,-513,-237,-99
17720,KANSAS,PAWNEE,-172,-124,-177,0,-151,0,0,-218,-420,-719
17730,KANSAS,PHILLIPS,0,0,-248,-11,-58,-109,0,0,0,-150
17740,KANSAS,POTTAWATOMIE,"1,402",926,"1,203","1,054","1,600","1,592","1,753","2,379","3,300","3,786"
17750,KANSAS,PRATT,-93,-147,-74,-195,-363,-606,-185,-77,0,-10
17760,KANSAS,RAWLINS,0,0,0,0,-197,0,0,0,0,0
17770,KANSAS,RENO,"-4,130","-2,578","-4,403","-4,999","-2,605","-10,127","-6,269","-5,777","-8,528","-9,790"
17780,KANSAS,REPUBLIC,-147,-36,-86,0,-148,-413,-127,0,0,-65
17790,KANSAS,RICE,-418,-334,-184,-148,-210,-429,-227,-229,-676,-457
17800,KANSAS,RILEY,"1,248",720,"1,395","1,313","1,800","1,651",717,"1,149","2,063","3,726"
17810,KANSAS,ROOKS,-337,-56,-214,-138,0,-228,-84,-280,-500,-413
17820,KANSAS,RUSH,0,0,-108,0,0,0,0,-80,-381,-429
17830,KANSAS,RUSSELL,-94,-358,-367,-888,-432,-628,-344,-426,-235,"-1,061"
17840,KANSAS,SALINE,"-2,108","-2,309","-2,271","-4,258","-5,681","-3,350","-4,545","-4,134","-8,861","-14,992"
17841,KANSAS,SCOTT,0,0,0,0,0,0,0,-52,-179,0
17860,KANSAS,SEDGWICK,"-46,245","-36,210","-19,225","-20,662","-23,171","-76,042","-55,810","-28,343","-33,022","-38,064"
17870,KANSAS,SEWARD,-705,-176,-368,-204,-50,0,-65,-52,-308,-56
17880,KANSAS,SHAWNEE,"-21,627","-20,919","-17,144","-22,106","-23,771","-15,779","-13,070","-12,724","-17,192","-22,311"
17890,KANSAS,SHERIDAN,0,-38,0,0,0,0,0,0,0,0
17900,KANSAS,SHERMAN,0,-38,-335,-154,-161,-379,-262,-625,-470,-131
17910,KANSAS,SMITH,0,0,0,0,-336,0,0,-148,0,-430
17920,KANSAS,STAFFORD,0,-56,-231,-286,-61,-760,-197,-118,-199,-356
17921,KANSAS,STANTON,0,0,0,0,0,0,-67,0,0,0
17940,KANSAS,STEVENS,-212,-166,-215,-70,-246,-204,0,-328,-201,-61
17950,KANSAS,SUMNER,"-2,380","-1,118",-449,"-1,309",-828,"-1,452",-646,-586,"-1,196","-1,133"
17960,KANSAS,THOMAS,-52,-16,-164,-70,-281,-747,-493,-841,-513,-76
17970,KANSAS,TREGO,0,0,0,-53,-225,0,-47,0,0,0
17980,KANSAS,WABAUNSEE,-856,-152,-797,-444,-247,-268,-647,-927,-331,"-1,031"
17981,KANSAS,WALLACE,0,0,0,0,0,0,0,0,0,-112
17982,KANSAS,WASHINGTON,0,-210,0,-263,-151,"-1,068",-435,0,0,-143
17983,KANSAS,WICHITA,0,-64,-60,0,0,0,-103,0,0,0
17984,KANSAS,WILSON,-395,-425,-451,-151,"-1,149","-3,477","-2,578","-3,142","-3,979","-2,485"
17985,KANSAS,WOODSON,"-1,562",-466,-278,-366,-118,-957,-576,-597,-944,-712
17986,KANSAS,WYANDOTTE,"-13,413","-11,704","-11,898","-12,312","-1,831","-18,777","-13,385","-12,196","-13,278","-1,801"
18000,KENTUCKY,ADAIR,-785,-948,"-1,216","-1,820",152,-750,-899,"-1,330","-2,633",285
18010,KENTUCKY,ALLEN,"4,081","3,036","3,955","1,765","4,515","9,324","7,112","7,647","6,050","6,524"
18020,KENTUCKY,ANDERSON,-357,-522,-531,-590,48,-718,"-1,094",-960,"-1,019",63
18030,KENTUCKY,BALLARD,-199,-190,-295,-844,70,-411,-367,-283,-683,34
18040,KENTUCKY,BARREN,"-1,218","-1,323",-758,"-1,878",217,"-1,857","-2,727","-2,231","-3,338",294
18050,KENTUCKY,BATH,-593,-342,-300,"-1,064",66,-499,-596,-336,"-1,215",93
18060,KENTUCKY,BELL,"-1,630","-1,933","-1,417","-2,905",391,"-4,758","-4,352","-3,849","-5,479",752
18070,KENTUCKY,BOONE,-683,"-5,107",192,587,"1,392","-1,235","-6,436",242,745,"1,787"
18080,KENTUCKY,BOURBON,-252,241,194,-998,128,-489,863,520,"-2,035",150
18090,KENTUCKY,BOYD,"-5,215","-1,675",-734,"4,395",-315,"-5,927","-2,001",-891,"4,639",-345
18100,KENTUCKY,BOYLE,-947,"-2,010","-1,236","-1,849",186,"-2,257","-2,727","-3,168","-6,435",569
18110,KENTUCKY,BRACKEN,-145,-953,11,35,84,-201,-914,24,67,188
18120,KENTUCKY,BREATHITT,-313,-322,-425,"-1,218",102,-806,"-1,309","-1,334","-2,171",135
18130,KENTUCKY,BRECKINRIDGE,-310,-590,-713,"-1,245",148,-248,-747,-885,"-1,300",72
18140,KENTUCKY,BULLITT,"-3,207","-3,128","-3,151","-2,063","-2,680","-3,842","-2,841","-2,436","-1,800","-3,157"
18150,KENTUCKY,BUTLER,"1,232","1,628","1,772","1,325","1,564","2,139","1,458","1,418",926,"2,488"
18160,KENTUCKY,CALDWELL,-485,-482,-315,-733,92,"-1,028","-1,088",-696,-892,103
18170,KENTUCKY,CALLOWAY,-849,"-1,391","-1,240","-1,965",203,-963,"-1,199",-949,"-1,814",194
18180,KENTUCKY,CAMPBELL,-975,"-4,354",175,549,"1,677","-1,548","-7,241",223,556,"1,447"
18190,KENTUCKY,CARLISLE,-139,-208,-653,-299,72,-147,-163,-48,-701,44
18191,KENTUCKY,CARROLL,-239,-587,-567,-640,94,-319,-489,-615,"-1,302",131
18210,KENTUCKY,CARTER,-611,-759,-541,"-1,501",142,-852,-876,-826,"-1,531",150
18220,KENTUCKY,CASEY,-646,"-1,037",-943,"-1,092",148,"-2,418","-2,694","-2,450","-4,661",354
18230,KENTUCKY,CHRISTIAN,"-12,020","-8,075","-15,198","-13,537","1,943","-18,614","-11,341","-23,754","-16,788","3,412"
18240,KENTUCKY,CLARK,-283,811,392,"-1,620",192,-683,"1,683",884,"-5,483",377
18250,KENTUCKY,CLAY,"-1,195","-1,308","-1,745","-2,945",265,-946,"-1,528","-1,691","-2,917",286
18260,KENTUCKY,CLINTON,-687,-870,-588,"-1,046",149,"-3,241","-3,511","-2,979","-4,145",270
18270,KENTUCKY,CRITTENDEN,-356,-161,-236,-368,43,-191,-283,-482,-792,90
18271,KENTUCKY,CUMBERLAND,-540,-600,-464,-886,75,"-1,558","-1,658","-1,329","-1,866",188
18290,KENTUCKY,DAVIESS,"-9,866","-10,188","-5,309","-5,346","3,665","-14,450","-17,262","-8,691","-7,037","7,369"
18291,KENTUCKY,EDMONSON,-728,"-1,061",-970,-97,-63,"-1,005",-894,-340,"-1,541",-121
18310,KENTUCKY,ELLIOTT,-217,-468,-419,"-1,290",74,-367,-672,-541,-793,49
18320,KENTUCKY,ESTILL,-470,-768,-808,"-1,318",188,"-1,140","-1,361",-836,"-1,836",242
18330,KENTUCKY,FAYETTE,"-1,874","3,683","2,142","-10,052",946,"-3,597","8,141","4,276","-26,960","1,994"
18340,KENTUCKY,FLEMING,-447,-308,-855,"-1,459",166,-977,-761,-832,"-1,796",215
18350,KENTUCKY,FLOYD,"-1,327","-1,486","-1,449","-2,415",214,"-1,588","-1,764","-1,622","-2,741",252
18360,KENTUCKY,FRANKLIN,"-1,696","-2,451","-2,373","-6,182",479,"-4,013","-4,799","-4,487","-10,277","1,211"
18361,KENTUCKY,FULTON,-402,-407,-533,"-1,770",110,-600,-858,-672,"-1,941",107
18362,KENTUCKY,GALLATIN,-16,-707,15,65,165,-36,-260,11,54,117
18390,KENTUCKY,GARRARD,-399,"-1,248",-675,-743,105,"-1,227","-1,690","-1,532","-1,488",158
18400,KENTUCKY,GRANT,-219,"-1,734",87,164,400,-196,"-2,470",92,343,506
18410,KENTUCKY,GRAVES,-583,"-1,203",-976,"-2,578",275,-674,"-1,264","-1,935","-4,465",374
18420,KENTUCKY,GRAYSON,-855,"-1,066",-685,"-2,119",238,-909,"-1,762","-1,506","-3,098",265
18421,KENTUCKY,GREEN,-602,-511,-473,-552,134,"-2,106","-2,763","-2,599","-2,411",204
18440,KENTUCKY,GREENUP,"-5,672","-2,484","-1,198","7,080",-331,"-4,258","-1,320",-892,"6,023",-432
18450,KENTUCKY,HANCOCK,-562,-762,-271,-227,227,"-1,335",-496,-228,-290,253
18460,KENTUCKY,HARDIN,"-34,313","-36,352","-47,631","-39,751","-24,638","-49,881","-52,188","-68,414","-39,680","-29,745"
18470,KENTUCKY,HARLAN,"-1,069","-1,361","-1,051","-1,553",133,-838,"-1,136","-1,003",-901,110
18480,KENTUCKY,HARRISON,-486,-362,-657,-732,92,-557,-972,"-1,056","-1,865",187
18490,KENTUCKY,HART,-610,-647,-799,"-1,300",133,-842,-774,"-1,262","-2,655",127
18500,KENTUCKY,HENDERSON,"4,374","6,339","2,970","6,745","7,019","8,208","8,473","2,469","6,945","9,476"
18510,KENTUCKY,HENRY,-828,-494,"-1,226",-497,-763,"-1,317",-814,"-1,374","-1,020","-1,307"
18511,KENTUCKY,HICKMAN,-23,-156,-63,-700,13,-167,-175,-499,-776,89
18530,KENTUCKY,HOPKINS,"-1,108","-1,196","-1,416","-2,494",292,"-1,559","-1,791","-1,411","-3,036",255
18540,KENTUCKY,JACKSON,-421,-979,-362,-852,57,-819,"-1,219","-1,269","-2,188",151
18550,KENTUCKY,JEFFERSON,"-46,616","-32,309","-39,431","-24,166","-31,393","-51,596","-41,433","-50,193","-33,014","-42,686"
18560,KENTUCKY,JESSAMINE,-230,420,362,"-2,272",203,-568,"1,400",640,"-4,067",224
18570,KENTUCKY,JOHNSON,-571,-463,-656,"-1,224",107,-286,-382,-392,"-1,139",96
18580,KENTUCKY,KENTON,"-1,416","-8,460",322,874,"2,131","-2,605","-14,355",405,"1,121","2,172"
18590,KENTUCKY,KNOTT,-509,-662,-758,"-1,012",46,-489,"-1,020",-877,"-1,410",50
18600,KENTUCKY,KNOX,-554,"-1,133",-919,"-2,501",178,"-1,294","-1,380","-1,955","-4,143",310
18610,KENTUCKY,LARUE,"-2,475","-4,829","-5,992","-5,419","-2,996","-3,880","-8,021","-7,193","-5,211","-6,167"
18620,KENTUCKY,LAUREL,"-1,921","-1,112","-1,403","-3,572",375,"-2,167","-2,621","-2,927","-6,834",636
