AGED -- REPRICING ADJUSTMENTS TO THE 2010-2014 HOME HEALTH  REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX                                             (DATA CELLS WITH LESS THAN 11 BENEFICIARIES HAVE BEEN SUPRESSED FOR PRIVACY),,,,,,,,,,,,
CODE,STATE,COUNTY,PART A  2010,PART A  2011,PART A  2012,PART A  2013,PART A  2014,PART B  2010,PART B  2011,PART B  2012,PART B  2013,PART B  2014
11260,GEORGIA,CLARKE,"-72,387","-104,662","-86,446","-59,396","-39,737","-115,048","-156,356","-155,470","-92,031","-55,677"
11270,GEORGIA,CLAY,"-1,062",-283,-482,86,-147,"-1,012","-1,021",-737,108,-234
11280,GEORGIA,CLAYTON,"-82,695","-65,926","-66,334","-50,532","-39,742","-118,481","-98,703","-95,294","-77,023","-54,512"
11281,GEORGIA,CLINCH,"-2,067","-1,112","-1,187",199,-521,"-6,659","-4,840","-3,777",581,"-1,178"
11290,GEORGIA,COBB,"-263,453","-220,579","-229,524","-183,497","-148,661","-394,959","-322,163","-336,056","-263,331","-199,632"
11291,GEORGIA,COFFEE,"-11,689","-7,423","-6,238","1,203","-3,057","-19,882","-12,314","-10,682","1,681","-4,324"
11300,GEORGIA,COLQUITT,"-10,200","-7,701","-5,860","1,540","-2,565","-11,629","-11,070","-5,998","1,476","-3,008"
11310,GEORGIA,COLUMBIA,"-4,746","-19,115","-18,946","-2,577","20,084","-6,273","-21,634","-20,369","-2,430","22,917"
11311,GEORGIA,COOK,"-4,171","-4,609","-4,030",887,"-1,440","-8,519","-7,077","-6,404","1,370","-3,158"
11320,GEORGIA,COWETA,"-45,775","-40,475","-45,563","-38,863","-29,185","-90,311","-76,167","-90,172","-58,203","-37,752"
11330,GEORGIA,CRAWFORD,"-8,378","-2,275",-977,"4,590",499,"-5,667","-2,917","-1,135","3,470",615
11340,GEORGIA,CRISP,"-8,439","-6,753","-4,890",698,"-1,351","-8,746","-5,025","-4,874","1,196","-1,803"
11341,GEORGIA,DADE,-701,-538,"2,759","2,209","13,293","-2,303","-1,653","7,093","5,927","25,233"
11350,GEORGIA,DAWSON,"-12,136","-12,492","-10,391","-7,979","-7,764","-22,210","-13,993","-17,998","-14,441","-11,101"
11360,GEORGIA,DECATUR,"-6,989","-4,548","-4,073","1,021","-1,857","-10,384","-8,781","-7,963","1,490","-3,513"
11370,GEORGIA,DE KALB,"-189,325","-145,165","-150,747","-124,258","-95,007","-275,555","-210,126","-225,168","-177,045","-142,790"
11380,GEORGIA,DODGE,"-12,021","-7,358","-6,750","1,153","-2,659","-38,439","-26,111","-18,380","2,400","-5,355"
11381,GEORGIA,DOOLY,"-2,790","-1,917","-2,252",265,-537,"-3,559","-3,073","-1,799",469,-864
11390,GEORGIA,DOUGHERTY,"44,751","22,228","64,998","112,907","53,001","58,588","26,117","80,847","158,452","68,238"
11400,GEORGIA,DOUGLAS,"-45,051","-31,325","-35,141","-29,609","-19,841","-55,662","-50,009","-52,701","-38,709","-25,658"
11410,GEORGIA,EARLY,"-3,154","-2,709","-3,318",679,"-1,006","-4,366","-2,941","-3,781",878,"-2,164"
11420,GEORGIA,ECHOLS,-686,-270,"-1,191",-372,68,-459,-531,-852,"-1,028",110
11421,GEORGIA,EFFINGHAM,"-11,625","-8,950","-20,015","-6,786","8,005","-15,098","-9,116","-22,553","-8,377","10,250"
11430,GEORGIA,ELBERT,"-9,228","-5,685","-4,610",875,"-2,277","-18,949","-9,803","-7,776","1,651","-2,968"
11440,GEORGIA,EMANUEL,"-7,785","-4,929","-4,709",752,"-1,746","-11,701","-6,209","-5,547","1,185","-2,562"
11441,GEORGIA,EVANS,"-2,777","-2,500","-2,245",331,"-1,126","-3,820","-2,274","-2,075",530,-932
11450,GEORGIA,FANNIN,"-14,189","-10,633","-7,313","1,529","-3,374","-28,068","-18,278","-14,112","2,994","-7,378"
11451,GEORGIA,FAYETTE,"-44,752","-47,813","-45,810","-39,203","-29,205","-76,361","-55,230","-58,370","-48,867","-39,732"
11460,GEORGIA,FLOYD,"-85,230","-18,487","-61,120","-67,430","-79,601","-163,712","-32,299","-93,931","-97,744","-142,777"
11461,GEORGIA,FORSYTH,"-54,235","-47,899","-40,613","-31,896","-26,918","-104,168","-91,236","-92,983","-71,426","-55,913"
11462,GEORGIA,FRANKLIN,"-12,920","-8,156","-6,398","1,196","-3,325","-26,789","-18,798","-16,390","2,862","-5,481"
11470,GEORGIA,FULTON,"-250,374","-208,906","-210,896","-161,360","-137,159","-353,026","-273,169","-295,812","-257,940","-202,588"
11471,GEORGIA,GILMER,"-13,193","-7,627","-6,216","1,239","-2,854","-17,514","-10,337","-7,888","1,841","-4,365"
11480,GEORGIA,GLASCOCK,"-1,112","-1,079",-657,104,-322,"-1,260",-752,-683,152,-285
11490,GEORGIA,GLYNN,"-67,132","-73,546","-54,217","-29,881","109,927","-72,060","-70,153","-53,548","-24,215","86,469"
11500,GEORGIA,GORDON,"-21,328","-16,005","-13,852","2,714","-5,854","-24,924","-22,080","-20,490","3,664","-9,084"
11510,GEORGIA,GRADY,"-5,552","-5,021","-3,812",644,"-1,463","-3,949","-3,706","-3,261",635,"-1,397"
11520,GEORGIA,GREENE,"-6,657","-3,290","-3,717",621,"-1,380","-7,417","-7,309","-5,741","1,099","-1,989"
11530,GEORGIA,GWINNETT,"-190,478","-149,995","-161,993","-120,226","-100,623","-268,221","-209,726","-232,465","-190,249","-153,129"
11540,GEORGIA,HABERSHAM,"-20,587","-13,680","-8,914","2,038","-4,395","-31,096","-26,256","-20,923","3,603","-6,839"
11550,GEORGIA,HALL,"-28,168","-43,807",-573,"-75,654","-62,884","-47,090","-76,644","-1,116","-148,542","-120,656"
11560,GEORGIA,HANCOCK,"-1,813","-1,463","-1,120",215,-608,"-1,864","-1,710","-1,402",308,-890
11570,GEORGIA,HARALSON,"-16,825","-11,795","-12,103","-11,550","-7,792","-21,185","-21,231","-21,332","-17,436","-12,784"
11580,GEORGIA,HARRIS,"-13,640","-28,067","-28,988","-10,296","21,249","-17,921","-28,322","-31,053","-10,309","19,282"
11581,GEORGIA,HART,"-10,134","-6,237","-5,050","1,049","-2,437","-22,198","-12,961","-9,759","1,725","-3,265"
11590,GEORGIA,HEARD,"-5,220","-4,680","-3,352","-2,488","-1,762","-8,118","-5,661","-7,868","-5,359","-2,923"
11591,GEORGIA,HENRY,"-57,120","-50,358","-49,519","-39,305","-28,931","-87,643","-69,635","-81,662","-54,895","-36,917"
11600,GEORGIA,HOUSTON,"-221,794","-80,554","-120,264","-111,835","-27,982","-195,366","-70,779","-107,264","-76,301","-25,274"
11601,GEORGIA,IRWIN,"-1,337","-1,425","-1,343",215,-348,"-2,913","-1,548","-1,334",375,"-1,085"
11610,GEORGIA,JACKSON,"-20,853","-13,105","-12,739","2,321","-5,556","-32,915","-19,577","-18,674","3,921","-8,061"
11611,GEORGIA,JASPER,"-4,232","-3,641","-3,766","-2,928","-2,887","-7,345","-5,541","-5,017","-4,226","-2,410"
11612,GEORGIA,JEFF DAVIS,"-4,905","-3,072","-2,538",488,"-1,225","-8,200","-7,357","-5,869",738,"-1,294"
11620,GEORGIA,JEFFERSON,"-6,159","-3,359","-2,734",565,"-1,704","-4,956","-5,003","-3,546",648,"-1,681"
11630,GEORGIA,JENKINS,"-2,495","-1,300","-1,077",217,-551,"-3,032","-2,857","-1,862",442,-821
11640,GEORGIA,JOHNSON,"-2,097","-1,233","-1,248",210,-637,"-1,881","-1,429","-1,461",303,-526
11650,GEORGIA,JONES,"-24,361","-7,459","-3,714","9,726","1,715","-30,829","-7,034","-4,836","14,466","2,303"
11651,GEORGIA,LAMAR,"-8,027","-6,398","-5,498","-5,445","-4,396","-12,394","-12,445","-9,932","-8,054","-6,703"
11652,GEORGIA,LANIER,"-3,670","-3,547","-3,302","-1,799",538,"-6,072","-6,268","-8,826","-6,318","1,117"
11660,GEORGIA,LAURENS,"-18,790","-11,594","-8,909","1,562","-4,170","-36,664","-20,808","-15,022","2,517","-4,753"
11670,GEORGIA,LEE,"9,550","4,148","12,446","17,899","12,129","5,858","3,758","11,660","29,804","10,903"
11680,GEORGIA,LIBERTY,"-14,504","-12,979","-10,313","-6,012","2,989","-16,068","-16,869","-12,593","-6,014","3,579"
11690,GEORGIA,LINCOLN,"30,679","28,954","27,080","29,839","28,292","31,652","35,646","31,704","31,731","29,671"
11691,GEORGIA,LONG,"-3,292","-3,253","-2,065","-1,136",475,"-2,931","-4,297","-3,024","-1,685",611
11700,GEORGIA,LOWNDES,"-57,881","-50,798","-64,128","-61,779","7,472","-92,865","-84,693","-109,058","-95,470","12,903"
11701,GEORGIA,LUMPKIN,"-10,262","-5,671","-4,682",702,"-1,871","-14,914","-9,860","-9,492","1,783","-4,561"
11702,GEORGIA,MC DUFFIE,-953,"-3,992","-3,729",-492,"4,441","-1,374","-4,944","-3,940",-710,"5,631"
11703,GEORGIA,MC INTOSH,"-10,666","-8,840","-8,364","-4,974","12,818","-11,925","-15,069","-8,455","-4,384","8,849"
11710,GEORGIA,MACON,"-2,982","-2,174","-2,268",373,-806,"-6,125","-3,392","-2,738",376,-699
11720,GEORGIA,MADISON,"-24,035","-37,292","-27,933","-22,584","-13,443","-34,736","-51,336","-51,394","-30,449","-18,916"
11730,GEORGIA,MARION,"-3,016","-5,117","-2,965","-1,359","3,279","-4,499","-6,218","-5,939","-1,534","5,430"
11740,GEORGIA,MERIWETHER,"-10,414","-9,417","-7,434","-5,614","-5,262","-21,958","-14,396","-13,235","-11,765","-7,356"
11741,GEORGIA,MILLER,"-2,090","-1,547","-1,187",356,-604,"-2,160","-1,833","-1,537",287,"-1,020"
11750,GEORGIA,MITCHELL,"-6,589","-4,395","-3,609",734,"-1,759","-6,795","-4,297","-4,945",893,"-1,881"
11760,GEORGIA,MONROE,"-28,039","-8,572","-5,783","14,776","2,240","-25,661","-10,773","-9,516","23,693","3,092"
11770,GEORGIA,MONTGOMERY,"-3,257","-1,955","-1,816",166,-649,"-4,081","-2,167","-1,093",352,-563
11771,GEORGIA,MORGAN,"59,067","60,861","72,535","62,487","59,942","99,390","81,172","90,083","73,965","67,270"
11772,GEORGIA,MURRAY,"-19,560","-16,119",-52,"-26,702","-18,097","-43,259","-39,034",-176,"-71,600","-36,743"
11780,GEORGIA,MUSCOGEE,"-146,818","-250,954","-251,984","-77,952","162,005","-174,128","-261,656","-248,863","-86,137","175,611"
11790,GEORGIA,NEWTON,"-42,715","-36,010","-38,918","-27,121","-23,314","-49,382","-45,742","-49,243","-39,852","-27,030"
11800,GEORGIA,OCONEE,"-18,024","-26,141","-22,978","-15,361","-15,195","-33,158","-45,602","-38,329","-21,640","-12,961"
11801,GEORGIA,OGLETHORPE,"-11,246","-12,577","-10,111","-5,637","-4,377","-13,045","-16,421","-15,746","-11,984","-6,884"
11810,GEORGIA,PAULDING,"-28,935","-25,367","-26,182","-20,639","-16,550","-73,915","-63,445","-61,855","-47,487","-31,573"
11811,GEORGIA,PEACH,"-1,133","1,773","3,151","10,581","6,681","-1,199","1,943","3,178","10,092","5,807"
11812,GEORGIA,PICKENS,"-20,104","-14,948","-13,910","-13,158","-8,852","-29,503","-28,782","-30,637","-23,475","-18,573"
11820,GEORGIA,PIERCE,"-7,532","-5,966","-4,044",750,"-1,357","-11,787","-8,769","-6,251","1,112","-2,367"
11821,GEORGIA,PIKE,"-6,333","-8,090","-8,937","-7,514","-5,556","-11,608","-9,639","-9,967","-8,781","-7,767"
11830,GEORGIA,POLK,"-22,272","-15,785","-12,557","2,187","-4,861","-68,899","-39,835","-29,145","4,403","-10,178"
11831,GEORGIA,PULASKI,-551,675,920,"3,955","2,685","-1,715","1,934","2,438","8,739","4,445"
11832,GEORGIA,PUTNAM,"-8,887","-5,243","-4,415",894,"-2,147","-11,131","-7,536","-6,179","1,123","-2,560"
11833,GEORGIA,QUITMAN,-257,-343,-141,29,-69,-445,-300,-96,31,-92
11834,GEORGIA,RABUN,"-9,322","-6,384","-5,845",991,"-2,502","-23,730","-12,987","-11,796","2,596","-5,413"
11835,GEORGIA,RANDOLPH,"-2,367",-889,-739,232,-507,"-4,379","-2,885","-1,367",250,-488
11840,GEORGIA,RICHMOND,"-9,802","-44,717","-35,675","-4,802","40,524","-14,760","-55,063","-44,575","-5,834","50,837"
11841,GEORGIA,ROCKDALE,"-37,035","-28,700","-26,223","-24,359","-20,491","-56,202","-43,611","-43,356","-30,322","-22,614"
11842,GEORGIA,SCHLEY,"-1,952","-1,169",-518,80,-235,"-3,047","-2,545","-1,777",298,-714
11850,GEORGIA,SCREVEN,"-6,588","-3,977","-2,869",644,"-1,394","-6,814","-4,339","-3,883",814,"-1,232"
11851,GEORGIA,SEMINOLE,"-3,974","-2,838","-1,984",525,-968,"-4,839","-2,500","-2,354",478,"-1,295"
11860,GEORGIA,SPALDING,"-37,697","-25,907","-27,755","-25,896","-20,631","-64,371","-46,057","-40,458","-35,712","-28,383"
11861,GEORGIA,STEPHENS,"-24,899","-16,494","-11,665","1,823","-4,802","-44,228","-33,333","-24,223","4,802","-11,288"
11862,GEORGIA,STEWART,"-2,013","-1,353","-1,682",175,-476,"-4,052","-4,362","-2,902",606,-905
11870,GEORGIA,SUMTER,"-7,217","-5,367","-3,650",829,"-1,996","-24,629","-15,980","-13,168","2,291","-3,933"
11880,GEORGIA,TALBOT,"-3,010","-1,817","-1,837",264,-675,"-4,415","-1,851","-1,710",277,-686
11881,GEORGIA,TALIAFERRO,-496,-834,-263,80,-105,"-1,260",-657,-405,37,-163
11882,GEORGIA,TATTNALL,"-6,955","-3,781","-3,798",718,"-1,565","-10,646","-5,765","-5,778",955,"-1,654"
11883,GEORGIA,TAYLOR,"-3,844","-2,902","-1,451",283,-516,"-5,833","-3,678","-3,217",383,-828
11884,GEORGIA,TELFAIR,"-6,549","-4,647","-3,158",489,"-1,078","-33,589","-21,900","-15,412","1,190","-3,246"
11885,GEORGIA,TERRELL,"4,018","2,463","6,453","11,603","4,454","5,759","3,000","6,262","7,104","6,534"
11890,GEORGIA,THOMAS,"-14,350","-8,910","-6,297","1,407","-3,296","-11,810","-7,805","-7,477","1,541","-3,793"
11900,GEORGIA,TIFT,"-10,425","-7,629","-6,500","1,489","-2,904","-15,959","-11,619","-13,165","2,514","-5,406"
11901,GEORGIA,TOOMBS,"-14,269","-6,225","-4,989","1,013","-1,883","-25,083","-12,213","-8,563","1,289","-2,941"
11902,GEORGIA,TOWNS,"-6,076","-4,269","-3,399",609,"-1,557","-14,047","-9,705","-8,989","1,600","-3,621"
11903,GEORGIA,TREUTLEN,"-2,405",-917,-859,170,-529,"-4,047","-2,289","-1,446",151,-343
11910,GEORGIA,TROUP,"-20,883","-15,209","-11,920","2,047","-4,903","-30,977","-20,218","-18,169","3,152","-6,178"
11911,GEORGIA,TURNER,"-1,850","-1,674","-1,507",350,-587,"-5,510","-3,725","-3,532",879,"-2,297"
11912,GEORGIA,TWIGGS,"-10,784","-3,796","-2,456","5,462","1,085","-12,198","-5,045","-4,199","7,522","1,320"
11913,GEORGIA,UNION,"-8,482","-6,972","-5,887","1,091","-2,808","-26,861","-20,319","-16,956","3,155","-7,249"
11920,GEORGIA,UPSON,"-7,217","-5,862","-5,000","1,115","-1,735","-18,865","-11,387","-8,914","1,585","-3,970"
11921,GEORGIA,WALKER,"-3,570","-2,939","11,210","11,677","47,182","-4,967","-4,009","20,250","17,952","68,591"
11930,GEORGIA,WALTON,"-52,681","-43,257","-45,260","-41,979","-31,255","-72,610","-62,951","-64,400","-53,856","-41,609"
11940,GEORGIA,WARE,"-18,870","-13,005","-11,096","1,986","-4,189","-24,083","-18,205","-15,843","2,765","-6,133"
11941,GEORGIA,WARREN,"-1,076",-748,"-1,109",129,-553,"-3,094","-1,522","-1,489",366,-679
11950,GEORGIA,WASHINGTON,"-5,420","-2,777","-2,576",458,-730,"-3,826","-4,816","-3,967",688,"-1,347"
11960,GEORGIA,WAYNE,"-9,319","-6,976","-5,742","1,047","-2,212","-9,844","-7,871","-6,221","1,038","-2,123"
11961,GEORGIA,WEBSTER,-319,-526,-240,10,-64,-451,-158,-435,67,-90
11962,GEORGIA,WHEELER,"-2,131","-1,444",-865,275,-536,"-2,674","-2,140","-1,687",234,-574
11963,GEORGIA,WHITE,"-8,562","-5,873","-4,669","1,028","-2,384","-13,901","-9,349","-7,637","1,394","-3,958"
11970,GEORGIA,WHITFIELD,"-46,816","-38,348",-145,"-62,838","-41,665","-93,645","-93,812",-371,"-164,720","-95,470"
11971,GEORGIA,WILCOX,"-2,768","-2,063","-1,337",352,-825,"-7,424","-5,120","-4,440",814,"-1,742"
11972,GEORGIA,WILKES,"-6,411","-4,713","-3,075",550,-992,"-12,299","-7,579","-5,868",921,"-1,948"
11973,GEORGIA,WILKINSON,"-4,509","-2,655","-1,946",562,-798,"-8,471","-6,812","-3,645",931,"-1,757"
11980,GEORGIA,WORTH,"7,878","3,383","13,045","21,347","8,331","11,055","3,339","12,636","18,876","11,242"
12010,HAWAII,HAWAII,"-8,053","-12,093","-11,314","18,131","39,115","-7,854","-13,518","-14,434","23,315","71,465"
12020,HAWAII,HONOLULU,"171,795","120,295","168,336","16,729","34,296","96,552","70,689","92,513","12,101","31,496"
12030,HAWAII,KALAWAO,0,0,0,0,0,0,0,0,0,0
12040,HAWAII,KAUAI,"-4,705","-4,851","-4,532","7,884","22,878","-3,438","-5,302","-4,784","9,172","19,325"
12050,HAWAII,MAUI,"-15,198","-13,828","-10,871","4,745","36,496","-11,542","-16,040","-15,104","5,402","62,080"
13000,IDAHO,ADA,"3,380","15,726","13,362","138,168","9,159","5,456","25,570","22,237","204,049","16,981"
13010,IDAHO,ADAMS,"-4,106","-3,487","-3,018","-5,218","-4,376","-5,921","-4,088","-4,444","-5,822","-3,730"
13020,IDAHO,BANNOCK,"47,363","22,492","33,446","16,466","-11,576","112,080","47,878","71,865","38,191","-26,662"
13030,IDAHO,BEAR LAKE,"-7,945","-5,856","-10,278","-14,135","-10,197","-11,110","-7,426","-11,284","-17,726","-16,353"
13040,IDAHO,BENEWAH,"-10,104","-7,375","-3,989","-6,701","-5,362","-6,952","-3,529","-7,259","-8,086","-6,168"
13050,IDAHO,BINGHAM,"-39,050","-36,545","-37,334","-44,637","-51,060","-115,867","-87,666","-89,674","-103,341","-129,902"
13060,IDAHO,BLAINE,"-14,097","-8,754","-12,680","-13,740","-11,517","-14,161","-13,883","-14,873","-24,168","-31,348"
13070,IDAHO,BOISE,38,302,189,"1,980",57,47,148,262,"1,768",174
13080,IDAHO,BONNER,"-27,595","-20,513","-18,181","-29,384","-27,577","-30,697","-23,838","-32,046","-38,332","-43,523"
13090,IDAHO,BONNEVILLE,"-53,226","-82,038","-45,497","-24,684","-55,697","-96,915","-160,322","-110,173","-52,217","-151,285"
13100,IDAHO,BOUNDARY,"-7,211","-3,093","-3,793","-5,877","-3,797","-5,256","-4,376","-5,472","-5,417","-9,718"
13110,IDAHO,BUTTE,"6,350","8,419","7,418","10,634","8,367","10,147","4,166","9,122","6,310","7,852"
13120,IDAHO,CAMAS,"-1,046",-682,-371,-326,"-1,314","-1,286","-1,665","-1,353","-1,318","-1,507"
13130,IDAHO,CANYON,"1,394","7,468","6,301","54,564","3,831","1,857","9,623","8,443","74,372","5,924"
13140,IDAHO,CARIBOU,"-10,872","-6,921","-6,912","-8,907","-7,805","-16,025","-8,719","-9,419","-11,527","-12,889"
13150,IDAHO,CASSIA,"-13,826","-14,708","-14,449","-22,082","-26,854","-31,184","-23,648","-27,590","-33,956","-36,774"
13160,IDAHO,CLARK,-764,-888,-439,-967,0,-411,0,"-1,212",-976,-904
13170,IDAHO,CLEARWATER,-995,-261,-753,-501,-842,-694,-448,-430,"-1,748","-2,207"
13180,IDAHO,CUSTER,"-1,623","-1,700","-2,663","-3,937","-5,573","-5,514","-3,643","-4,537","-5,479","-8,821"
13190,IDAHO,ELMORE,"-16,932","-21,491","-14,730","-23,281","-24,947","-23,080","-19,094","-19,909","-26,479","-35,823"
13200,IDAHO,FRANKLIN,"-1,264","1,179","5,450","9,834","2,982","-1,530","2,308","9,762","12,203","3,888"
13210,IDAHO,FREMONT,"-16,245","-11,474","-10,820","-11,414","-12,567","-21,487","-16,138","-14,131","-18,948","-26,902"
13220,IDAHO,GEM,138,792,520,"8,272",505,203,"1,329",891,"9,666",657
13230,IDAHO,GOODING,"-24,373","-20,855","-22,210","-20,998","-28,922","-32,645","-26,060","-23,450","-33,543","-35,062"
13240,IDAHO,IDAHO,"-2,105","-1,442","-1,380","-2,822","-4,571","-2,405","-1,077","-1,046","-3,004","-1,238"
13250,IDAHO,JEFFERSON,"-10,236","-13,222","-7,455","-4,460","-11,323","-17,235","-23,715","-14,046","-6,427","-17,847"
13260,IDAHO,JEROME,"-17,761","-14,590","-15,901","-17,006","-20,436","-29,765","-20,331","-24,269","-30,384","-35,106"
13270,IDAHO,KOOTENAI,"-55,287","-68,716","-62,838","-48,623","-27,623","-65,663","-88,658","-100,774","-79,697","-51,354"
13280,IDAHO,LATAH,"-25,180","-22,108","-20,586","-23,558","-25,619","-20,809","-19,829","-16,021","-20,467","-25,576"
13290,IDAHO,LEMHI,"-4,320","-5,237","-6,639","-8,619","-9,886","-9,324","-5,433","-9,561","-14,989","-15,665"
13300,IDAHO,LEWIS,-358,-339,0,-589,-800,-235,-522,-121,-377,-788
13310,IDAHO,LINCOLN,"-3,350","-4,347","-5,364","-6,240","-4,577","-4,342","-4,760","-5,298","-7,442","-7,093"
13320,IDAHO,MADISON,"-14,588","-7,991","-11,197","-14,752","-15,134","-28,475","-14,356","-11,989","-20,120","-31,119"
13330,IDAHO,MINIDOKA,"-22,258","-16,873","-20,342","-21,557","-20,353","-32,793","-25,763","-31,268","-34,120","-37,269"
13340,IDAHO,NEZ PERCE,"1,170","5,282","14,511","8,823","13,468","1,682","5,173","11,835","11,057","19,424"
13350,IDAHO,ONEIDA,"-7,228","-8,081","-5,326","-7,220","-6,954","-17,853","-7,307","-14,464","-13,203","-11,135"
13360,IDAHO,OWYHEE,89,412,392,"5,656",327,95,626,473,"3,150",341
13370,IDAHO,PAYETTE,"-17,644","-19,820","-16,258","-14,731","-14,806","-21,487","-19,174","-20,127","-32,058","-41,078"
13380,IDAHO,POWER,"-11,492","-15,459","-25,349","-16,910","-21,516","-43,874","-39,521","-36,803","-49,673","-61,935"
13390,IDAHO,SHOSHONE,"-39,185","-23,939","-22,220","-24,503","-22,128","-46,050","-35,371","-41,789","-42,298","-52,364"
13400,IDAHO,TETON,"-3,334","-5,536","-4,499","-7,264","-7,843","-3,264","-4,396","-8,236","-13,754","-12,603"
13410,IDAHO,TWIN FALLS,"-106,596","-86,549","-85,607","-114,218","-104,667","-163,200","-127,552","-123,594","-158,437","-193,054"
13420,IDAHO,VALLEY,"-8,792","-5,828","-7,003","-5,904","-7,069","-13,700","-7,383","-6,870","-6,499","-7,654"
13430,IDAHO,WASHINGTON,"-13,055","-8,630","-12,237","-11,800","-13,308","-16,715","-16,481","-15,318","-21,352","-21,709"
14000,ILLINOIS,ADAMS,"11,872","10,822","10,085","9,112","14,935","10,963","8,974","8,757","11,605","21,902"
14010,ILLINOIS,ALEXANDER,"-7,539","-6,411",-722,"-4,127","-5,547","-6,866","-4,951",-859,"-5,600","-8,006"
14020,ILLINOIS,BOND,"6,374","5,836","3,314","-6,623","-3,541","5,120","7,063","3,266","-6,139","-3,949"
14030,ILLINOIS,BOONE,"-15,727","-9,661","-2,806","-4,022","6,992","-14,117","-10,832","-3,511","-6,047","10,555"
14040,ILLINOIS,BROWN,669,512,641,455,676,"1,300",172,281,439,599
14050,ILLINOIS,BUREAU,"11,678","7,819","3,277","3,257","4,105","12,336","11,547","4,431","4,371","8,294"
14060,ILLINOIS,CALHOUN,"2,318","1,901",858,"-1,620",-783,"1,415","1,328",904,"-1,002","-1,208"
14070,ILLINOIS,CARROLL,"6,862","4,663","2,416","1,549","2,878","4,269","4,219","2,230","1,745","2,803"
14080,ILLINOIS,CASS,"3,217","3,335","1,137",982,"1,449","2,306","1,383",674,433,"1,229"
14090,ILLINOIS,CHAMPAIGN,"-19,269","-30,642","6,711","2,802","58,643","-18,681","-25,640","6,245","2,603","58,501"
14100,ILLINOIS,CHRISTIAN,"12,645","8,914","3,626","2,826","5,027","11,976","7,185","3,173","2,369","4,643"
14110,ILLINOIS,CLARK,"3,580","3,643","1,354","1,344","2,184","3,698","2,675","1,201","1,413","2,255"
14120,ILLINOIS,CLAY,"8,397","5,968","2,690","2,157","3,785","7,818","5,228","2,352","2,190","3,574"
14130,ILLINOIS,CLINTON,"12,875","11,242","5,932","-11,166","-7,157","15,901","15,751","8,119","-14,399","-11,219"
14140,ILLINOIS,COLES,"13,041","10,518","5,810","4,283","7,002","18,731","12,571","5,162","4,772","7,952"
14141,ILLINOIS,COOK,"-799,552","-1,978,679","-1,938,259","-2,152,262","-414,598","-2,787,493","-6,922,023","-6,725,230","-7,563,141","-1,441,910"
14150,ILLINOIS,CRAWFORD,"5,265","3,373","1,371","1,465","2,439","3,371","3,445","1,139","1,288","2,381"
14160,ILLINOIS,CUMBERLAND,"3,503","2,389","1,255",715,"1,623","1,672","1,706","1,097","1,025","2,058"
14170,ILLINOIS,DE KALB,"-20,850","-30,847","-37,884","-42,042","-15,533","-25,722","-44,947","-39,755","-48,182","-21,811"
14180,ILLINOIS,DE WITT,"17,172","16,229","15,704","13,547","14,885","14,160","11,608","14,183","15,707","12,665"
14190,ILLINOIS,DOUGLAS,"2,942","2,244",861,"1,263","1,899","3,015","2,563","1,436","1,196","1,699"
14250,ILLINOIS,DU PAGE,"-127,194","-349,300","-340,681","-393,647","-76,382","-195,797","-508,792","-505,160","-592,649","-117,609"
14310,ILLINOIS,EDGAR,"4,658","3,067","1,554","1,601","2,294","4,207","3,173","1,869","1,922","2,729"
14320,ILLINOIS,EDWARDS,"2,578","2,616","1,078",743,959,"3,345","2,022",947,705,"1,155"
14330,ILLINOIS,EFFINGHAM,"7,837","6,650","3,202","3,443","6,657","7,587","5,477","3,946","3,560","9,555"
14340,ILLINOIS,FAYETTE,"7,902","6,354","2,716","2,224","3,757","8,387","6,659","2,206","1,851","2,866"
14350,ILLINOIS,FORD,"-2,626","-2,884",723,201,"5,661","-1,742","-2,936",490,156,"7,205"
14360,ILLINOIS,FRANKLIN,"23,707","16,477","7,519","5,620","8,986","17,958","15,947","5,988","5,290","9,768"
14370,ILLINOIS,FULTON,"10,037","7,426","4,098","3,237","5,023","12,479","8,490","4,125","3,642","8,064"
14380,ILLINOIS,GALLATIN,"3,207","1,195",946,736,"1,036","1,981","1,543",714,609,838
14390,ILLINOIS,GREENE,"5,242","4,147","1,799","1,473","2,549","7,275","5,872","2,383","1,909","3,301"
14400,ILLINOIS,GRUNDY,"-6,168","-14,878","-17,214","-20,980","-3,877","-6,024","-16,793","-17,210","-20,453","-4,585"
14410,ILLINOIS,HAMILTON,"4,160","1,836","1,108",872,"1,669","2,149","1,727",655,533,"1,258"
14420,ILLINOIS,HANCOCK,"7,049","7,163","3,036","2,634","4,159","7,229","8,457","3,171","2,536","4,280"
14421,ILLINOIS,HARDIN,"1,216",987,492,392,825,"1,055",421,299,196,387
14440,ILLINOIS,HENDERSON,"2,218","1,745",531,557,940,"4,418","1,707",500,544,"1,230"
14450,ILLINOIS,HENRY,"131,888","117,246","52,388","43,311","27,709","184,917","140,917","81,824","68,175","37,365"
14460,ILLINOIS,IROQUOIS,"8,461","6,194","2,814","2,363","4,661","6,524","4,162","2,363","1,942","3,937"
14470,ILLINOIS,JACKSON,"15,317","8,253",-198,"-1,304","2,603","12,479","8,950",-214,"-1,442","3,008"
