DISABLED -- REPRICING ADJUSTMENTS TO THE 2010-2014 SKILLED NURSING FACILITY REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX                                             (DATA CELLS WITH LESS THAN 11 BENEFICIARIES HAVE BEEN SUPRESSED FOR PRIVACY),,,,,,,
CODE,STATE,COUNTY,PART A  2010,PART A  2011,PART A  2012,PART A  2013,PART A  2014
07060,CONNECTICUT,TOLLAND,"1,347","19,305","21,592","13,670","4,965"
07070,CONNECTICUT,WINDHAM,"46,203","49,964","41,694","41,620","21,581"
08000,DELAWARE,KENT,"5,892","15,514","18,151","11,458","9,667"
08010,DELAWARE,NEW CASTLE,"22,528","16,147","-6,560","-5,616","32,234"
08020,DELAWARE,SUSSEX,"-53,645","-60,671","-66,416","-107,728","-90,080"
09000,DISTRICT OF COLUMBIA,THE DISTRICT,"-192,858","-195,996","-201,449","-166,567","-141,243"
10000,FLORIDA,ALACHUA,"98,694","78,502","28,362","1,661","22,620"
10010,FLORIDA,BAKER,572,"3,682","3,304","3,839","1,825"
10020,FLORIDA,BAY,"35,057","84,908","52,100","76,101","111,874"
10030,FLORIDA,BRADFORD,5,"5,684","1,686","2,488",554
