"DISABLED - 2014 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) FOR PART A AND PART B BY STATE AND COUNTY OF RESIDENCE. (BENEFICIARIES ENROLLED IN PARTS A AND/OR B EXCEPT FOR PUERTO RICO WHERE ENROLLED IN BOTH PARTS A AND B. REIMBURSEMENTS EXCLUDED FOR HOSPICE AND COST CONTRACTS. DATA CELLS WITH LESS THAN 11 BENEFICIARIES HAVE BEEN SUPPRESSED FOR PRIVACY)",,,,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A TOTAL REIMBURSEMENT W/O IME/DSH/GME,PART A TOTAL PER CAPITA W/O IME/DSH/GME,PART A  IME,PART A  DSH,PART A  GME,PART B  ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B TOTAL PER CAPITA,AGED AND DISABLED MEAN RISK SCORE,
11880,GEORGIA,TALBOT,207,"559,552",225.26,"524,048",210.97,"10,976","19,852","4,674",187,"921,580",410.69,1.009,
11881,GEORGIA,TALIAFERRO,58,"248,486",357.02,"228,998",329.02,"9,278","5,366","4,843",54,"220,200",339.81,0.971,
11882,GEORGIA,TATTNALL,580,"2,082,670",299.23,"1,983,954",285.05,"49,036","33,478","16,200",528,"2,216,913",349.89,0.960,
11883,GEORGIA,TAYLOR,309,"1,507,058",406.43,"1,433,612",386.63,"29,063","28,424","15,958",285,"1,156,960",338.29,0.970,
11884,GEORGIA,TELFAIR,445,"1,492,228",279.44,"1,370,513",256.65,"59,257","41,486","20,971",418,"2,025,546",403.82,1.039,
11885,GEORGIA,TERRELL,234,"976,707",347.83,"902,079",321.25,"23,153","35,995","15,478",214,"889,660",346.44,0.907,
11890,GEORGIA,THOMAS,"1,736","6,129,057",294.21,"5,880,104",282.26,"45,827","189,439","13,686","1,613","6,622,899",342.16,0.964,
11900,GEORGIA,TIFT,"1,167","4,830,979",344.97,"4,602,338",328.64,"76,931","122,031","29,677","1,075","6,054,924",469.37,1.015,
11901,GEORGIA,TOOMBS,"1,159","4,282,371",307.91,"4,041,329",290.58,"99,169","108,643","33,229","1,079","4,867,198",375.90,0.998,
11902,GEORGIA,TOWNS,317,"858,722",225.74,"789,460",207.53,"37,846","18,649","12,765",296,"1,150,181",323.81,0.920,
11903,GEORGIA,TREUTLEN,211,"1,065,784",420.93,"1,019,937",402.82,"12,706","27,823","5,317",198,"790,539",332.72,1.021,
11910,GEORGIA,TROUP,"2,044","7,979,528",325.32,"7,594,351",309.62,"125,023","223,667","36,485","1,865","8,967,082",400.67,0.988,
11911,GEORGIA,TURNER,267,"1,255,197",391.76,"1,184,170",369.59,"22,132","38,809","10,085",250,"1,734,597",578.20,1.078,
11912,GEORGIA,TWIGGS,299,"859,409",239.52,"778,498",216.97,"30,939","27,972","21,999",267,"1,069,895",333.92,1.025,
11913,GEORGIA,UNION,551,"1,036,561",156.77,"986,332",149.17,"16,861","23,491","9,876",508,"2,203,189",361.42,0.919,
11920,GEORGIA,UPSON,859,"3,403,521",330.18,"3,225,554",312.92,"61,492","85,372","31,102",804,"3,762,961",390.02,0.926,
11921,GEORGIA,WALKER,"2,474","10,094,090",340.01,"9,457,257",318.55,"250,925","288,315","97,592","2,284","11,692,241",426.60,1.022,
11930,GEORGIA,WALTON,"1,932","6,138,896",264.79,"5,867,109",253.07,"102,440","130,268","39,078","1,696","8,982,831",441.37,0.973,
11940,GEORGIA,WARE,"1,958","5,999,117",255.33,"5,698,386",242.53,"160,266","103,742","36,722","1,840","9,124,141",413.23,1.071,
11941,GEORGIA,WARREN,169,"833,771",411.13,"708,964",349.59,"74,283","22,672","27,851",146,"771,395",440.29,0.941,
11950,GEORGIA,WASHINGTON,542,"2,207,375",339.39,"1,992,956",306.42,"121,747","59,876","32,793",487,"2,155,037",368.76,0.995,
11960,GEORGIA,WAYNE,816,"4,346,570",443.89,"4,155,313",424.36,"76,612","85,527","29,117",757,"3,879,970",427.12,1.020,
11961,GEORGIA,WEBSTER,48,"36,523",63.41,"33,292",57.80,676,"2,194",360,42,"116,555",231.26,0.828,
11962,GEORGIA,WHEELER,180,"555,094",256.99,"539,499",249.77,"1,535","12,567","1,492",167,"737,880",368.20,1.033,
11963,GEORGIA,WHITE,621,"2,164,248",290.43,"2,106,632",282.69,"6,640","46,637","4,337",560,"3,008,903",447.75,0.937,
11970,GEORGIA,WHITFIELD,"3,063","9,609,607",261.44,"9,140,552",248.68,"116,101","307,749","45,204","2,862","13,439,167",391.31,0.957,
11971,GEORGIA,WILCOX,250,"968,416",322.81,"909,905",303.30,"21,526","28,772","8,212",222,"1,135,964",426.41,1.062,
11972,GEORGIA,WILKES,333,"1,180,744",295.48,"1,088,280",272.34,"50,406","21,199","20,857",310,"1,195,157",321.28,0.959,
11973,GEORGIA,WILKINSON,469,"1,500,966",266.70,"1,384,024",245.92,"42,383","45,929","28,628",429,"1,592,275",309.30,0.958,
11980,GEORGIA,WORTH,427,"1,238,889",241.78,"1,170,399",228.42,"11,489","49,211","7,788",407,"1,964,037",402.14,0.935,
12010,HAWAII,HAWAII,"3,067","8,020,215",217.92,"7,586,666",206.14,"192,357","184,660","56,531","2,564","7,174,290",233.17,0.827,
12020,HAWAII,HONOLULU,"7,091","22,347,661",262.63,"20,288,713",238.43,"935,769","583,407","539,770","5,539","21,110,321",317.60,0.833,
12030,HAWAII,KALAWAO,*,*,*,*,*,*,*,*,*,*,*,*,
12040,HAWAII,KAUAI,*,*,*,*,*,*,*,*,*,*,*,*,
12050,HAWAII,MAUI,"1,691","6,251,533",308.08,"6,086,409",299.94,"38,461","107,558","19,104","1,385","4,387,568",263.99,0.811,
13000,IDAHO,ADA,"6,029","19,007,783",262.73,"18,324,913",253.29,"220,521","376,676","85,673","5,137","21,454,456",348.04,0.900,
13010,IDAHO,ADAMS,101,"195,516",161.32,"191,228",157.78,977,"3,038",272,96,"298,556",259.16,0.798,
13020,IDAHO,BANNOCK,"2,184","8,279,826",315.93,"7,856,787",299.79,"249,090","92,971","80,976","2,015","9,543,338",394.68,0.944,
13030,IDAHO,BEAR LAKE,155,"651,799",350.43,"640,174",344.18,"5,946","4,055","1,622",143,"509,423",296.87,0.756,
13040,IDAHO,BENEWAH,390,"1,221,756",261.06,"1,197,913",255.96,"5,245","15,902","2,695",355,"1,524,772",357.93,0.846,
13050,IDAHO,BINGHAM,825,"3,226,376",325.90,"3,074,622",310.57,"92,415","40,940","18,398",743,"3,346,240",375.31,0.863,
13060,IDAHO,BLAINE,128,"561,104",365.30,"544,240",354.32,"10,595","3,226","3,042",108,"639,762",493.64,0.740,
13070,IDAHO,BOISE,126,"310,347",205.26,"299,751",198.25,"2,529","7,222",844,114,"1,112,354",813.12,0.829,
13080,IDAHO,BONNER,978,"2,003,995",170.76,"1,947,838",165.97,"11,565","39,016","5,574",867,"3,138,241",301.64,0.813,
13090,IDAHO,BONNEVILLE,"2,420","7,383,117",254.24,"7,098,864",244.45,"81,452","174,297","28,503","2,225","10,997,318",411.88,0.898,
13100,IDAHO,BOUNDARY,297,"468,133",131.35,"451,219",126.60,"3,738","11,423","1,752",273,"987,226",301.35,0.797,
13110,IDAHO,BUTTE,67,"174,100",216.54,"168,237",209.25,"1,329","4,322",211,66,"412,564",520.91,0.907,
13120,IDAHO,CAMAS,*,*,*,*,*,*,*,*,*,*,*,*,
13130,IDAHO,CANYON,"3,490","12,265,957",292.88,"11,736,442",280.24,"159,743","313,362","56,409","3,044","13,407,114",367.04,0.925,
13140,IDAHO,CARIBOU,104,"399,557",320.16,"395,222",316.68,"2,592","1,167",574,92,"446,158",404.13,0.763,
13150,IDAHO,CASSIA,356,"1,314,428",307.68,"1,275,143",298.49,"18,035","16,705","4,544",324,"1,285,952",330.75,0.855,
13160,IDAHO,CLARK,*,*,*,*,*,*,*,*,*,*,*,*,
13170,IDAHO,CLEARWATER,346,"1,218,561",293.49,"1,147,098",276.28,"35,659","21,274","14,528",317,"1,669,698",438.93,0.862,
13180,IDAHO,CUSTER,88,"214,227",202.87,"199,806",189.21,"5,755","7,213","1,451",78,"345,645",369.28,0.731,
13190,IDAHO,ELMORE,529,"1,531,221",241.21,"1,467,069",231.11,"23,698","34,476","5,977",483,"2,267,285",391.18,0.884,
13200,IDAHO,FRANKLIN,203,"1,264,509",519.09,"1,211,982",497.53,"33,682","13,472","5,371",186,"810,226",363.00,0.822,
13210,IDAHO,FREMONT,218,"625,933",239.27,"597,438",228.38,"14,705","10,706","3,081",206,"1,015,055",410.62,0.816,
13220,IDAHO,GEM,405,"782,953",161.10,"757,575",155.88,"6,309","17,117","1,951",355,"1,191,903",279.79,0.843,
13230,IDAHO,GOODING,256,"936,480",304.84,"902,833",293.89,"15,032","15,652","2,962",235,"1,016,331",360.40,0.914,
13240,IDAHO,IDAHO,466,"1,236,872",221.19,"1,206,241",215.71,"6,949","20,597","3,083",437,"1,815,619",346.23,0.791,
13250,IDAHO,JEFFERSON,370,"1,098,466",247.40,"1,033,026",232.66,"31,913","27,366","6,160",334,"1,362,149",339.86,0.871,
13260,IDAHO,JEROME,325,"1,528,406",391.90,"1,499,953",384.60,"6,719","19,338","2,395",285,"1,422,183",415.84,0.899,
13270,IDAHO,KOOTENAI,"3,738","9,891,451",220.52,"9,583,857",213.66,"77,281","200,999","29,312","3,316","13,336,634",335.16,0.883,
13280,IDAHO,LATAH,595,"1,621,633",227.12,"1,578,179",221.03,"15,744","22,928","4,781",530,"2,206,514",346.94,0.838,
13290,IDAHO,LEMHI,251,"700,815",232.67,"674,638",223.98,"13,988","8,638","3,550",231,"1,223,728",441.46,0.828,
13300,IDAHO,LEWIS,301,"1,096,506",303.57,"1,040,012",287.93,"25,496","26,240","4,756",275,"1,251,781",379.33,0.819,
13310,IDAHO,LINCOLN,69,"107,570",129.92,"105,470",127.38,0,"2,099",0,64,"495,812",645.59,0.915,
13320,IDAHO,MADISON,230,"522,280",189.23,"501,111",181.56,"7,306","11,815","2,046",209,"948,812",378.31,0.815,
13330,IDAHO,MINIDOKA,337,"969,248",239.68,"924,360",228.58,"25,907","11,042","7,937",313,"1,237,445",329.46,0.860,
13340,IDAHO,NEZ PERCE,"1,624","4,969,862",255.02,"4,860,969",249.43,"36,510","54,992","17,390","1,491","5,796,110",323.95,0.971,
13350,IDAHO,ONEIDA,117,"261,280",186.10,"253,790",180.76,"3,206","3,327",956,103,"390,727",316.12,0.821,
13360,IDAHO,OWYHEE,196,"309,313",131.51,"292,701",124.45,"4,230","10,801","1,578",178,"580,088",271.58,0.877,
13370,IDAHO,PAYETTE,434,"1,589,380",305.18,"1,464,163",281.14,"72,036","46,489","6,691",382,"1,762,171",384.42,0.896,
13380,IDAHO,POWER,110,"287,386",217.72,"270,876",205.21,"9,649","3,797","3,061",101,"460,650",380.07,0.854,
13390,IDAHO,SHOSHONE,535,"1,710,437",266.42,"1,662,399",258.94,"14,355","29,943","3,739",470,"1,821,712",323.00,0.938,
13400,IDAHO,TETON,99,"178,367",150.14,"176,336",148.43,0,"2,031",0,90,"429,207",397.41,0.733,
13410,IDAHO,TWIN FALLS,"1,706","6,630,235",323.87,"6,413,172",313.27,"82,097","113,603","21,362","1,532","6,930,317",376.98,0.975,
13420,IDAHO,VALLEY,159,"519,681",272.37,"492,166",257.95,"13,204","6,875","7,434",137,"695,371",422.98,0.792,
13430,IDAHO,WASHINGTON,240,"590,647",205.09,"568,988",197.57,"7,050","12,396","2,211",220,"903,436",342.21,0.853,
14000,ILLINOIS,ADAMS,"2,008","8,285,932",343.87,"7,720,667",320.41,"352,856","81,443","130,965","1,827","9,543,422",435.30,1.011,
14010,ILLINOIS,ALEXANDER,393,"999,082",211.85,"954,938",202.49,"11,281","22,809","10,053",364,"1,276,847",292.32,0.959,
14020,ILLINOIS,BOND,487,"1,649,093",282.19,"1,487,605",254.55,"89,039","21,960","50,487",443,"2,100,620",395.15,1.023,
14030,ILLINOIS,BOONE,902,"3,026,190",279.58,"2,855,297",263.79,"87,823","48,131","34,936",781,"3,911,082",417.32,0.960,
14040,ILLINOIS,BROWN,117,"304,255",216.71,"287,911",205.06,"10,391","2,102","3,848",102,"522,269",426.69,0.941,
14050,ILLINOIS,BUREAU,678,"2,110,458",259.40,"1,971,992",242.38,"80,448","31,837","26,179",621,"2,924,632",392.46,0.950,
14060,ILLINOIS,CALHOUN,123,"272,600",184.69,"255,759",173.28,"9,468","2,432","4,938",115,"465,078",337.01,0.930,
14070,ILLINOIS,CARROLL,412,"2,306,949",466.62,"2,184,563",441.86,"67,697","39,058","15,630",374,"1,637,162",364.79,0.920,
14080,ILLINOIS,CASS,319,"1,320,980",345.08,"1,191,936",311.37,"82,682","16,153","30,208",287,"1,472,802",427.64,0.939,
14090,ILLINOIS,CHAMPAIGN,"3,161","13,092,307",345.15,"11,990,210",316.10,"598,749","258,968","244,378","2,834","14,784,589",434.74,0.996,
14100,ILLINOIS,CHRISTIAN,862,"3,050,930",294.95,"2,774,454",268.22,"178,283","42,671","55,521",785,"3,790,978",402.44,0.998,
14110,ILLINOIS,CLARK,422,"1,048,717",207.09,"966,313",190.82,"43,925","22,005","16,473",376,"2,288,761",507.26,0.977,
14120,ILLINOIS,CLAY,458,"1,479,796",269.25,"1,408,395",256.26,"32,803","18,512","20,085",431,"2,342,515",452.92,1.008,
14130,ILLINOIS,CLINTON,649,"2,566,124",329.50,"2,312,249",296.90,"141,046","42,953","69,873",586,"2,578,016",366.61,0.917,
14140,ILLINOIS,COLES,"1,236","5,198,355",350.48,"4,958,703",334.32,"129,310","76,199","34,142","1,125","6,038,192",447.27,1.074,
14141,ILLINOIS,COOK,"88,719","541,109,491",508.26,"466,404,652",438.09,"41,215,620","15,558,916","17,930,300","78,340","470,717,446",500.72,1.058,
14150,ILLINOIS,CRAWFORD,486,"1,714,910",294.05,"1,597,072",273.85,"66,832","23,736","27,268",446,"2,233,562",417.33,0.909,
14160,ILLINOIS,CUMBERLAND,282,"730,288",215.81,"697,440",206.10,"16,441","10,381","6,025",256,"1,833,562",596.86,0.999,
14170,ILLINOIS,DE KALB,"1,662","6,442,210",323.01,"6,154,873",308.61,"182,421","54,345","50,568","1,485","7,324,431",411.02,0.964,
14180,ILLINOIS,DE WITT,384,"1,248,449",270.93,"1,147,219",248.96,"63,170","20,589","17,469",349,"1,647,827",393.46,0.968,
14190,ILLINOIS,DOUGLAS,270,"1,167,454",360.33,"1,056,166",325.98,"64,879","26,233","20,174",254,"1,441,464",472.92,0.987,
14250,ILLINOIS,DU PAGE,"10,660","48,084,618",375.90,"44,995,378",351.75,"1,879,910","651,332","557,995","9,214","52,775,728",477.31,0.960,
14310,ILLINOIS,EDGAR,548,"2,523,392",383.73,"2,340,339",355.89,"105,804","47,966","29,281",502,"2,721,029",451.70,1.016,
14320,ILLINOIS,EDWARDS,154,"1,205,687",652.43,"1,034,751",559.93,"123,412","25,022","22,500",142,"756,981",444.24,0.922,
14330,ILLINOIS,EFFINGHAM,"1,046","3,206,286",255.44,"3,035,273",241.82,"90,476","40,894","39,641",960,"5,080,784",441.04,0.988,
14340,ILLINOIS,FAYETTE,629,"3,245,139",429.93,"2,908,087",385.28,"221,076","55,025","60,950",590,"2,991,698",422.56,1.015,
14350,ILLINOIS,FORD,251,"1,818,737",603.83,"1,674,279",555.87,"84,776","31,609","28,072",229,"1,394,368",507.41,0.920,
14360,ILLINOIS,FRANKLIN,"1,738","7,035,013",337.31,"6,625,749",317.69,"195,589","107,415","106,258","1,615","8,332,701",429.96,1.019,
14370,ILLINOIS,FULTON,820,"2,790,600",283.60,"2,607,882",265.03,"98,505","49,520","34,690",763,"3,549,197",387.64,0.915,
14380,ILLINOIS,GALLATIN,186,"674,388",302.15,"646,931",289.84,"11,219","9,287","6,949",174,"950,577",455.26,0.935,
14390,ILLINOIS,GREENE,509,"2,726,232",446.34,"2,500,560",409.39,"150,498","35,899","39,273",477,"2,609,520",455.89,0.930,
14400,ILLINOIS,GRUNDY,963,"4,456,018",385.60,"4,276,111",370.03,"107,853","37,179","34,874",850,"6,137,194",601.69,0.969,
14410,ILLINOIS,HAMILTON,248,"968,719",325.51,"935,657",314.40,"13,220","12,485","7,356",238,"1,266,196",443.35,0.968,
14420,ILLINOIS,HANCOCK,460,"1,820,136",329.73,"1,621,963",293.83,"137,581","34,353","26,237",430,"2,275,216",440.93,0.897,
14421,ILLINOIS,HARDIN,185,"688,966",310.35,"660,066",297.33,"17,575","8,953","2,371",181,"995,811",458.48,1.035,
14440,ILLINOIS,HENDERSON,158,"221,584",116.87,"214,585",113.18,"2,667","3,164","1,167",142,"548,864",322.10,0.916,
14450,ILLINOIS,HENRY,743,"2,370,240",265.84,"2,203,227",247.11,"88,514","43,657","34,840",672,"3,483,677",432.00,0.933,
14460,ILLINOIS,IROQUOIS,914,"4,477,197",408.21,"4,084,007",372.36,"236,432","102,401","54,355",864,"4,505,264",434.54,0.994,
14470,ILLINOIS,JACKSON,"1,904","7,596,880",332.50,"7,094,025",310.49,"255,543","142,485","104,825","1,747","10,905,050",520.18,1.014,
14480,ILLINOIS,JASPER,214,"1,118,673",435.62,"1,046,269",407.43,"43,444","20,435","8,524",201,"1,030,673",427.31,0.997,
14490,ILLINOIS,JEFFERSON,"1,393","5,895,206",352.67,"5,460,988",326.69,"236,300","89,868","108,048","1,298","6,050,528",388.45,1.049,
14500,ILLINOIS,JERSEY,589,"2,154,855",304.87,"1,942,764",274.87,"121,707","28,890","61,492",548,"2,418,298",367.75,0.986,
14510,ILLINOIS,JO DAVIESS,345,"1,409,021",340.34,"1,316,562",318.01,"60,100","16,390","15,968",303,"1,621,486",445.95,0.822,
14520,ILLINOIS,JOHNSON,417,"993,264",198.49,"937,110",187.27,"21,456","23,112","11,583",371,"1,842,438",413.84,0.956,
14530,ILLINOIS,KANE,"8,278","38,413,892",386.71,"36,080,953",363.22,"1,376,627","604,846","351,465","7,122","40,044,381",468.55,0.966,
14540,ILLINOIS,KANKAKEE,"3,363","15,749,038",390.25,"14,556,134",360.69,"605,685","426,055","161,162","3,073","16,552,988",448.88,1.075,
14550,ILLINOIS,KENDALL,856,"2,939,588",286.17,"2,726,555",265.44,"125,217","45,411","42,403",705,"4,109,293",485.73,0.905,
14560,ILLINOIS,KNOX,"1,392","6,338,944",379.49,"6,041,242",361.66,"162,749","85,104","49,847","1,273","5,566,078",364.37,0.990,
14570,ILLINOIS,LAKE,"9,157","39,586,271",360.26,"37,177,366",338.33,"1,322,823","681,594","404,487","8,008","47,137,847",490.53,0.965,
14580,ILLINOIS,LA SALLE,"3,001","13,883,643",385.53,"12,966,790",360.07,"531,906","232,921","152,024","2,774","14,001,318",420.61,0.969,
14590,ILLINOIS,LAWRENCE,439,"1,734,522",329.26,"1,685,432",319.94,"24,198","18,090","6,800",407,"2,075,194",424.90,0.979,
14600,ILLINOIS,LEE,"1,028","3,649,373",295.83,"3,392,674",275.02,"137,759","65,572","53,366",930,"4,726,423",423.51,0.956,
14610,ILLINOIS,LIVINGSTON,804,"3,360,264",348.29,"3,162,739",327.81,"109,300","56,805","31,418",741,"3,789,234",426.14,0.998,
14620,ILLINOIS,LOGAN,578,"2,167,009",312.43,"1,960,310",282.63,"136,606","24,380","45,712",526,"2,671,683",423.27,0.991,
14630,ILLINOIS,MC DONOUGH,601,"2,374,663",329.27,"2,211,986",306.71,"95,428","34,483","32,764",561,"2,465,986",366.31,0.933,
14640,ILLINOIS,MC HENRY,"5,028","22,802,248",377.92,"21,601,637",358.02,"751,368","252,353","196,890","4,359","25,798,830",493.21,0.940,
14650,ILLINOIS,MC LEAN,"2,563","8,845,796",287.61,"8,325,222",270.69,"297,982","116,622","105,969","2,266","10,564,518",388.52,0.955,
14660,ILLINOIS,MACON,"3,322","11,905,480",298.65,"11,116,991",278.87,"390,042","269,358","129,088","3,004","13,830,473",383.67,1.025,
14670,ILLINOIS,MACOUPIN,"1,541","4,450,255",240.66,"4,008,201",216.75,"276,005","67,012","99,036","1,403","6,953,398",413.01,0.981,
14680,ILLINOIS,MADISON,"7,199","27,277,215",315.75,"24,490,395",283.49,"1,381,144","609,930","795,745","6,408","30,128,267",391.81,1.032,
14690,ILLINOIS,MARION,"1,760","8,344,017",395.08,"7,780,053",368.37,"284,112","145,851","133,999","1,667","9,088,882",454.35,1.115,
14700,ILLINOIS,MARSHALL,233,"1,379,695",493.45,"1,297,745",464.14,"40,362","23,274","18,312",213,"1,036,663",405.58,0.967,
14710,ILLINOIS,MASON,424,"1,650,925",324.47,"1,523,930",299.51,"72,889","25,723","28,382",386,"2,218,898",479.04,0.917,
14720,ILLINOIS,MASSAC,606,"2,421,570",333.00,"2,349,646",323.11,"27,280","28,690","15,953",565,"2,851,654",420.60,1.045,
14730,ILLINOIS,MENARD,210,"798,297",316.78,"710,303",281.87,"61,998","8,611","17,383",188,"812,705",360.24,0.903,
14740,ILLINOIS,MERCER,244,"440,525",150.45,"409,126",139.73,"11,230","7,649","12,519",220,"1,075,789",407.50,0.882,
14750,ILLINOIS,MONROE,471,"1,581,946",279.89,"1,405,600",248.69,"100,445","21,293","54,607",400,"1,935,402",403.21,1.004,
14760,ILLINOIS,MONTGOMERY,"1,053","4,011,937",317.50,"3,593,452",284.38,"272,893","62,284","83,306",971,"4,375,878",375.55,0.954,
14770,ILLINOIS,MORGAN,"1,008","3,774,766",312.07,"3,465,009",286.46,"210,177","40,732","58,846",913,"6,238,426",569.41,0.963,
14780,ILLINOIS,MOULTRIE,364,"1,203,814",275.60,"1,127,104",258.04,"37,012","27,858","11,839",328,"1,487,984",378.04,1.014,
14790,ILLINOIS,OGLE,"1,017","4,037,424",330.83,"3,872,122",317.28,"85,051","56,143","24,106",908,"4,723,679",433.52,0.962,
14800,ILLINOIS,PEORIA,"3,839","17,798,435",386.35,"16,166,152",350.92,"840,115","375,080","417,086","3,511","15,533,969",368.70,0.985,
14810,ILLINOIS,PERRY,636,"2,404,656",315.08,"2,192,577",287.29,"110,835","44,298","56,946",597,"2,717,979",379.39,0.966,
14820,ILLINOIS,PIATT,275,"870,111",263.67,"801,810",242.97,"36,104","18,928","13,267",246,"1,420,999",481.37,0.953,
14830,ILLINOIS,PIKE,451,"1,896,716",350.46,"1,750,290",323.41,"94,741","21,801","29,882",407,"2,178,547",446.06,0.967,
14831,ILLINOIS,POPE,141,"202,335",119.58,"196,511",116.14,"2,271","2,137","1,416",134,"552,884",343.83,0.913,
14850,ILLINOIS,PULASKI,255,"727,370",237.70,"681,771",222.80,"24,930","13,990","6,677",237,"1,577,789",554.78,0.994,
14860,ILLINOIS,PUTNAM,115,"352,483",255.42,"327,622",237.41,"13,091","5,102","6,666",100,"629,136",524.28,0.909,
14870,ILLINOIS,RANDOLPH,882,"3,595,943",339.75,"3,284,656",310.34,"164,405","54,363","92,518",770,"4,070,743",440.56,0.942,
14880,ILLINOIS,RICHLAND,514,"1,879,758",304.76,"1,833,833",297.31,"15,682","23,018","7,224",477,"2,169,132",378.95,0.935,
14890,ILLINOIS,ROCK ISLAND,"2,921","12,766,951",364.23,"11,940,848",340.66,"452,179","270,456","103,466","2,645","13,869,515",436.97,0.966,
14900,ILLINOIS,ST. CLAIR,"7,030","29,235,988",346.56,"26,006,257",308.28,"1,539,282","711,152","979,296","6,325","27,529,901",362.71,1.051,
14910,ILLINOIS,SALINE,"1,186","4,449,906",312.67,"4,311,299",302.93,"55,397","54,722","28,487","1,102","4,715,959",356.62,1.021,
14920,ILLINOIS,SANGAMON,"4,878","21,398,956",365.57,"19,055,924",325.54,"1,576,510","281,836","484,685","4,367","21,501,069",410.29,1.032,
14921,ILLINOIS,SCHUYLER,172,"427,594",207.17,"394,426",191.10,"20,969","5,592","6,605",151,"596,225",329.04,0.944,
14940,ILLINOIS,SCOTT,103,"381,912",308.99,"341,845",276.57,"29,503","3,983","6,580",89,"468,505",438.68,0.934,
14950,ILLINOIS,SHELBY,576,"1,581,844",228.85,"1,456,694",210.75,"74,879","28,384","21,886",535,"2,402,565",374.23,0.977,
14960,ILLINOIS,STARK,96,"407,052",353.34,"365,920",317.64,"20,251","9,560","11,320",88,"410,909",389.12,0.948,
14970,ILLINOIS,STEPHENSON,"1,297","4,818,149",309.57,"4,502,636",289.30,"204,241","69,152","42,119","1,195","5,919,256",412.78,0.951,
14980,ILLINOIS,TAZEWELL,"2,485","9,476,276",317.78,"8,575,126",287.56,"464,055","209,092","228,001","2,241","10,519,832",391.19,0.982,
14981,ILLINOIS,UNION,712,"1,950,521",228.29,"1,838,315",215.16,"55,961","36,106","20,137",669,"2,661,198",331.49,0.986,
14982,ILLINOIS,VERMILION,"2,577","9,691,675",313.40,"9,088,562",293.90,"294,046","213,949","95,116","2,278","9,946,565",363.86,0.969,
14983,ILLINOIS,WABASH,322,"1,489,236",385.41,"1,415,985",366.46,"42,517","21,487","9,245",300,"1,444,906",401.36,0.933,
14984,ILLINOIS,WARREN,344,"1,051,054",254.62,"938,451",227.34,"69,167","25,300","18,135",305,"1,268,682",346.63,0.955,
14985,ILLINOIS,WASHINGTON,274,"945,224",287.48,"869,594",264.48,"37,624","19,037","18,968",247,"1,215,443",410.07,0.999,
14986,ILLINOIS,WAYNE,443,"1,553,094",292.15,"1,466,162",275.80,"46,411","21,841","18,678",403,"2,146,412",443.84,0.937,
14987,ILLINOIS,WHITE,486,"1,819,501",311.99,"1,747,969",299.72,"30,985","22,008","18,538",459,"2,210,882",401.39,0.965,
14988,ILLINOIS,WHITESIDE,"1,978","8,065,917",339.82,"7,679,722",323.55,"215,787","112,640","57,767","1,843","10,380,177",469.35,0.996,
14989,ILLINOIS,WILL,"9,347","41,064,584",366.11,"38,561,252",343.79,"1,427,332","597,922","478,077","8,032","45,787,204",475.05,1.006,
14990,ILLINOIS,WILLIAMSON,"1,972","7,876,860",332.86,"7,358,340",310.95,"254,217","151,865","112,436","1,801","8,778,798",406.20,1.009,
14991,ILLINOIS,WINNEBAGO,"8,311","31,541,541",316.26,"29,871,202",299.51,"790,161","668,342","211,835","7,504","37,417,485",415.53,1.000,
14992,ILLINOIS,WOODFORD,473,"2,099,862",369.95,"1,930,004",340.03,"90,547","32,230","47,080",415,"2,127,927",427.29,0.978,
15000,INDIANA,ADAMS,444,"3,200,104",600.62,"3,141,749",589.67,"27,531","21,751","9,071",388,"1,660,220",356.58,0.922,
15010,INDIANA,ALLEN,"7,471","28,914,983",322.52,"27,745,444",309.48,"442,124","499,753","227,660","6,556","28,741,226",365.33,0.996,
15020,INDIANA,BARTHOLOMEW,"2,526","9,797,530",323.22,"9,217,636",304.09,"280,557","215,110","84,225","2,236","11,383,154",424.24,0.996,
15030,INDIANA,BENTON,247,"728,154",245.67,"690,690",233.03,"15,196","12,908","9,359",218,"1,037,948",396.77,0.952,
15040,INDIANA,BLACKFORD,402,"1,826,096",378.54,"1,695,292",351.43,"72,665","31,359","26,779",376,"1,884,922",417.76,0.963,
15050,INDIANA,BOONE,759,"3,537,993",388.45,"3,335,596",366.23,"95,487","71,583","35,325",649,"3,697,143",474.72,0.952,
15060,INDIANA,BROWN,170,"351,834",172.47,"339,777",166.56,"3,241","7,184","1,631",143,"688,888",401.45,0.915,
15070,INDIANA,CARROLL,347,"974,456",234.02,"936,573",224.92,"16,444","16,501","4,937",304,"1,205,551",330.47,0.931,
15080,INDIANA,CASS,988,"2,688,427",226.76,"2,573,671",217.08,"52,257","47,658","14,839",860,"3,824,010",370.54,0.982,
15090,INDIANA,CLARK,"3,629","16,792,324",385.60,"16,051,865",368.60,"317,047","329,945","93,465","3,239","19,949,251",513.26,1.059,
15100,INDIANA,CLAY,938,"3,833,916",340.61,"3,609,670",320.69,"126,417","68,113","29,715",851,"4,401,467",431.01,1.016,
