"IPPS and OPPS Provider Indices by Fiscal Year — Note: ""A"" and ""B"" designation indicate that there was a mid-year change in the index due to change in claims processor during the year.",,,,,,,,,,,
Provider Number,CBSA 2016,SSA Code,State,County,IPPS Provider  2010 A,IPPS Provider  2010 B,IPPS Provider  2011,IPPS Provider  2012,IPPS Provider  2013,IPPS Provider  2014,IPPS Provider  2016
140240,16974,14141,IL,COOK,1.0394,1.0394,1.0505,1.0436,1.0416,1.0251,1.0324
140224,16974,14141,IL,COOK,1.0394,1.0394,1.0505,1.0436,1.0416,1.0251,1.0324
140223,16974,14141,IL,COOK,1.0394,1.0394,1.0505,1.0436,1.0416,1.0251,1.0324
140208,16974,14141,IL,COOK,1.0394,1.0394,1.0505,1.0436,1.0416,1.0251,1.0324
140206,16974,14141,IL,COOK,1.0394,1.0394,1.0505,1.0436,1.0416,1.0251,1.0324
140197,16974,14141,IL,COOK,1.0394,1.0394,1.0505,1.0436,1.0416,1.0251,1.0324
140181,16974,14141,IL,COOK,1.0394,1.0394,1.0505,1.0436,1.0416,1.0251,1.0324
140180,16974,14141,IL,COOK,1.0394,1.0394,1.0505,1.0436,1.0416,1.0251,1.0324
140179,16974,14141,IL,COOK,1.0394,1.0394,1.0505,1.0436,1.0416,1.0251,1.0324
140177,16974,14141,IL,COOK,1.0394,1.0394,1.0505,1.0436,1.0416,1.0251,1.0324
140158,16974,14141,IL,COOK,1.0394,1.0394,1.0505,1.0436,1.0416,1.0251,1.0324
140151,16974,14141,IL,COOK,1.0394,1.0394,1.0505,1.0436,1.0416,1.0251,1.0282
140150,16974,14141,IL,COOK,1.0394,1.0394,1.0505,1.0436,1.0416,1.0251,1.0324
140133,16974,14141,IL,COOK,1.0394,1.0394,1.0505,1.0436,1.0416,1.0251,1.0324
140082,16974,14141,IL,COOK,1.0394,1.0394,1.0505,1.0436,1.0416,1.0251,1.0324
140095,16974,14141,IL,COOK,1.0394,1.0394,1.0505,1.0436,1.0416,1.0251,1.0324
140088,16974,14141,IL,COOK,1.0394,1.0394,1.0505,1.0436,1.0416,1.0251,1.0324
140083,16974,14141,IL,COOK,1.0394,1.0394,1.0505,1.0436,1.0416,1.0251,1.0324
140103,16974,14141,IL,COOK,1.0394,1.0394,1.0505,1.0436,1.0416,1.0251,1.0324
140115,16974,14141,IL,COOK,1.0394,1.0394,1.0505,1.0436,1.0416,1.0251,1.0324
140062,16974,14141,IL,COOK,1.0394,1.0394,1.0505,1.0436,1.0416,1.0251,1.0324
140054,16974,14141,IL,COOK,1.0394,1.0394,1.0505,1.0436,1.0416,1.0251,1.0324
140051,16974,14141,IL,COOK,1.0394,1.0394,1.0505,1.0436,1.0416,1.0251,1.0282
140049,16974,14141,IL,COOK,1.0394,1.0394,1.0505,1.0436,1.0416,1.0251,1.0324
140048,16974,14141,IL,COOK,1.0394,1.0394,1.0505,1.0436,1.0416,1.0251,1.0324
140018,16974,14141,IL,COOK,1.0394,1.0394,1.0505,1.0436,1.0416,1.0251,1.0324
140010,16974,14141,IL,COOK,1.0394,1.0394,1.0505,1.0436,1.0416,1.0251,1.0324
140065,16974,14141,IL,COOK,1.0394,1.0394,1.0505,1.0436,1.0416,1.0251,1.0324
140080,16974,14141,IL,COOK,1.0394,1.0394,1.0505,1.0436,1.0416,1.0251,1.0324
140114,16974,14141,IL,COOK,1.0394,1.0394,1.0505,1.0436,1.0416,1.0251,1.0324
140068,16974,14141,IL,COOK,1.0394,1.0394,1.0505,1.0436,1.0416,1.0251,1.0324
140124,16974,14141,IL,COOK,1.0394,1.0394,1.0505,1.0436,1.0416,1.0251,1.0324
140063,16974,14141,IL,COOK,1.0394,1.0394,1.0505,1.0436,1.0416,1.0251,1.0324
140118,16974,14141,IL,COOK,1.0394,1.0394,1.0505,1.0436,1.0416,1.0251,1.0324
140286,20994,14170,IL,DE KALB,1.0385,1.0385,1.0489,1.0436,1.0416,1.0251,1.0282
140292,16974,14250,IL,DU PAGE,1.0385,1.0385,1.0489,1.0436,1.0416,1.0251,1.0282
140288,16974,14250,IL,DU PAGE,1.0385,1.0385,1.0489,1.0436,1.0416,1.0251,1.0282
140242,16974,14250,IL,DU PAGE,1.0385,1.0385,1.0489,1.0436,1.0416,1.0251,1.0282
140231,16974,14250,IL,DU PAGE,1.0385,1.0385,1.0489,1.0436,1.0416,1.0251,1.0282
140200,16974,14250,IL,DU PAGE,1.0385,1.0385,1.0489,1.0436,1.0416,1.0251,1.0282
140122,16974,14250,IL,DU PAGE,1.0385,1.0385,1.0489,1.0436,1.0416,1.0251,1.0282
140032,NA,14330,IL,EFFINGHAM,0.8924,0.8924,0.8913,0.8907,0.9128,0.9144,0.9011
140001,NA,14370,IL,FULTON,0.8691,0.8691,0.8659,0.8694,0.8715,0.8415,0.8427
140101,16974,14400,IL,GRUNDY,1.0385,1.0385,1.0489,1.0436,1.0416,1.0251,1.0282
140167,NA,14460,IL,IROQUOIS,0.8322,0.8322,0.8338,0.8373,0.9163,0.9241,0.883
140164,16060,14470,IL,JACKSON,0.8924,0.8924,0.8401,0.8373,0.8394,0.8444,0.8396
140046,NA,14490,IL,JEFFERSON,0.8924,0.8924,0.8913,0.8907,0.9128,0.9144,0.9011
140294,NA,14490,IL,JEFFERSON,0.8322,0.8322,0.8338,0.8373,0.8394,0.8384,0.8396
140059,41180,14500,IL,JERSEY,0.9043,0.9043,0.9014,0.9035,0.924,0.8384,0.8396
140217,20994,14530,IL,KANE,1.0385,1.0385,1.0489,1.0436,1.0416,1.0251,1.0295
140211,20994,14530,IL,KANE,1.0385,1.0385,1.0489,1.0436,1.0416,1.0251,1.0295
140174,20994,14530,IL,KANE,1.0385,1.0385,1.0489,1.0436,1.0416,1.0251,1.0295
140030,20994,14530,IL,KANE,1.0385,1.0385,1.0489,1.0436,1.0416,1.0251,1.0295
140029,20994,14530,IL,KANE,1.0385,1.0385,1.0489,1.0436,1.0416,1.0251,1.0295
140186,28100,14540,IL,KANKAKEE,1.0385,1.0385,1.0518,1.0317,1.0416,1.0251,1.0282
140155,28100,14540,IL,KANKAKEE,1.0385,1.0385,1.0518,1.0317,1.0416,1.0251,1.0282
140040,NA,14560,IL,KNOX,0.9268,0.9268,0.9133,0.8871,0.909,0.9251,0.9331
140064,NA,14560,IL,KNOX,0.9268,0.9268,0.9133,0.8871,0.909,0.9251,0.9331
140084,29404,14570,IL,LAKE,1.0394,1.0394,1.0683,1.015,1.0425,1.052,1.0425
140100,29404,14570,IL,LAKE,1.0394,1.0394,1.0683,1.015,1.0425,1.052,1.0425
140291,29404,14570,IL,LAKE,1.0394,1.0394,1.0683,1.015,1.0425,1.052,1.0425
140202,29404,14570,IL,LAKE,1.0394,1.0394,1.0683,1.015,1.0425,1.052,1.0425
140130,29404,14570,IL,LAKE,1.0394,1.0394,1.0683,1.015,1.0425,1.052,1.0425
140110,NA,14580,IL,LA SALLE,1.0385,1.0385,1.0376,1.0317,1.0416,1.0251,1.0282
140234,NA,14580,IL,LA SALLE,0.8637,0.8637,0.864,0.8675,0.8696,0.8644,0.8656
140026,NA,14580,IL,LA SALLE,0.8637,0.8637,0.864,0.8675,0.8696,0.8644,0.8656
140012,NA,14600,IL,LEE,1.0385,1.0385,1.0376,1.0317,1.0416,1.0251,1.0113
140161,NA,14610,IL,LIVINGSTON,1.0385,1.0385,1.0376,1.0317,1.0416,1.0251,1.0282
140089,NA,14630,IL,MC DONOUGH,0.8322,0.8322,0.8338,0.8373,0.8394,0.8384,0.8396
140176,16974,14640,IL,MC HENRY,1.0399,1.0399,1.0505,1.0436,1.0418,1.0253,1.0305
140116,16974,14640,IL,MC HENRY,1.0399,1.0399,1.0505,1.0436,1.0418,1.0253,1.0305
140162,14010,14650,IL,MC LEAN,0.9475,0.9475,0.9519,0.9506,0.9342,0.9232,0.896
140127,14010,14650,IL,MC LEAN,0.9475,0.9475,0.9519,0.9506,0.9342,0.9232,0.896
140166,19500,14660,IL,MACON,0.9055,0.9055,0.9108,0.9337,0.8394,0.8384,0.9256
140135,19500,14660,IL,MACON,0.9055,0.9055,0.9108,0.8524,0.8858,0.882,0.9256
140125,41180,14680,IL,MADISON,0.9043,0.9043,0.9014,0.9035,0.924,0.9144,0.9011
140052,41180,14680,IL,MADISON,0.9043,0.9043,0.9014,0.9035,0.924,0.9144,0.9011
140289,41180,14680,IL,MADISON,0.9043,0.9043,0.9014,0.9035,0.924,0.9144,0.9011
140002,41180,14680,IL,MADISON,0.9043,0.9043,0.9014,0.9035,0.924,0.9144,0.9011
140034,NA,14690,IL,MARION,0.8924,0.8924,0.8913,0.8907,0.9128,0.9144,0.9011
140058,NA,14770,IL,MORGAN,0.9323,0.9323,0.8903,0.8907,0.9128,0.9144,0.9011
140013,37900,14800,IL,PEORIA,0.9268,0.9268,0.9243,0.8871,0.8818,0.847,0.8677
140209,37900,14800,IL,PEORIA,0.9268,0.9268,0.9243,0.8871,0.8818,0.847,0.8677
140067,37900,14800,IL,PEORIA,0.9268,0.9268,0.9243,0.8871,0.8818,0.847,0.8827
140147,NA,14880,IL,RICHLAND,0.8322,0.8322,0.8338,0.8373,0.8394,0.8384,0.8396
140280,19340,14890,IL,ROCK ISLAND,0.8471,0.8471,0.8615,0.9136,0.909,0.9251,0.9648
140275,19340,14890,IL,ROCK ISLAND,0.8471,0.8471,0.8615,0.9136,0.909,0.9251,0.9648
140077,41180,14900,IL,ST. CLAIR,0.9043,0.9043,0.9014,0.9035,0.924,0.9144,0.9011
140187,41180,14900,IL,ST. CLAIR,0.9043,0.9043,0.9014,0.9035,0.924,0.9144,0.9011
140185,41180,14900,IL,ST. CLAIR,0.9043,0.9043,0.9014,0.9035,0.924,0.9144,0.9011
140210,NA,14910,IL,SALINE,0.8322,0.8322,0.8338,0.8373,0.8394,0.8384,0.8396
140148,44100,14920,IL,SANGAMON,0.9323,0.9323,0.8903,0.8692,0.9041,0.9012,0.9012
140053,44100,14920,IL,SANGAMON,0.9323,0.9323,0.8903,0.8692,0.9041,0.9012,0.9012
140019,NA,14950,IL,SHELBY,0.8322,0.8322,0.8338,0.8373,0.8394,0.8384,0.8396
140160,NA,14970,IL,STEPHENSON,1,1,0.9824,0.9691,0.9626,0.9559,0.966
140120,37900,14980,IL,TAZEWELL,0.9268,0.9268,0.9243,0.8871,0.8818,0.847,0.8677
140093,19180,14982,IL,VERMILION,0.8737,0.8737,0.9673,0.9758,1.0044,0.951,0.963
140043,NA,14988,IL,WHITESIDE,0.8471,0.8471,0.8615,0.9136,0.909,0.9251,0.9331
140304,16974,14989,IL,WILL,1.0385,1.0385,1.0489,1.0436,1.0416,1.0251,1.0282
140007,16974,14989,IL,WILL,1.0385,1.0385,1.0489,1.0436,1.0416,1.0251,1.0282
140213,16974,14989,IL,WILL,1.0385,1.0385,1.0489,1.0436,1.0416,1.0251,1.0282
140184,16060,14990,IL,WILLIAMSON,0.8322,0.8322,0.8338,0.8373,0.8394,0.8444,0.8396
140011,16060,14990,IL,WILLIAMSON,0.8322,0.8322,0.8338,0.8373,0.8394,0.8384,0.8396
140233,40420,14991,IL,WINNEBAGO,1.0142,1.0142,1.0002,0.9854,0.979,0.9705,0.9823
140239,40420,14991,IL,WINNEBAGO,1.0142,1.0142,1.0002,0.9854,0.979,0.9705,0.9823
140228,40420,14991,IL,WINNEBAGO,1.0142,1.0142,1.0002,0.9854,0.979,0.9705,0.9823
150168,23060,15010,IN,ALLEN,0.895,0.895,0.9252,0.9226,0.9491,0.8966,0.8825
150167,23060,15010,IN,ALLEN,0.895,0.895,0.9252,0.9226,0.9491,0.8966,0.8825
150047,23060,15010,IN,ALLEN,0.895,0.895,0.9252,0.9226,0.9491,0.8966,0.8825
150021,23060,15010,IN,ALLEN,0.895,0.895,0.9252,0.9226,0.9491,0.8966,0.8825
150017,23060,15010,IN,ALLEN,0.895,0.895,0.9252,0.9226,0.9491,0.8966,0.8825
150150,23060,15010,IN,ALLEN,0.895,0.895,0.9252,0.9226,0.9491,0.8966,0.8825
150112,18020,15020,IN,BARTHOLOMEW,0.9546,0.9546,0.9508,0.9436,0.9608,0.9981,1.0394
150104,26900,15050,IN,BOONE,0.9593,0.9593,0.9508,0.9436,0.975,0.9981,0.9889
150072,NA,15080,IN,CASS,0.8618,0.8618,0.8451,0.8633,0.8422,0.8479,0.8293
150163,31140,15090,IN,CLARK,0.89,0.89,0.8817,0.8773,0.8742,0.8762,0.8734
150009,31140,15090,IN,CLARK,0.89,0.89,0.8817,0.8773,0.8742,0.8762,0.8734
150176,31140,15090,IN,CLARK,,,0.8817,0.8773,0.8742,0.8762,0.8734
150061,NA,15130,IN,DAVIESS,0.8513,0.8513,0.8358,0.854,0.8329,0.8371,0.8185
150086,17140,15140,IN,DEARBORN,0.9397,0.9397,0.9589,0.9284,0.9319,0.9264,0.9261
150045,NA,15160,IN,DE KALB,0.895,0.895,0.8358,0.854,0.8329,0.8371,0.8185
150089,34620,15170,IN,DELAWARE,0.8709,0.8709,0.8693,0.854,0.9032,0.9196,0.976
150115,NA,15180,IN,DUBOIS,0.8513,0.8513,0.8358,0.854,0.8329,0.8413,0.8792
150018,21140,15190,IN,ELKHART,0.9463,0.9463,0.944,0.9413,0.9245,0.9239,0.8957
150026,21140,15190,IN,ELKHART,0.9463,0.9463,0.944,0.9413,0.9245,0.9239,0.8957
150064,NA,15200,IN,FAYETTE,0.8513,0.8513,0.9508,0.9436,0.9608,0.8371,0.8185
150172,31140,15210,IN,FLOYD,,,0.8817,0.8773,0.8742,0.8762,0.8734
150044,31140,15210,IN,FLOYD,0.89,0.89,0.8817,0.8773,0.8742,0.8762,0.8734
150011,NA,15260,IN,GRANT,0.9593,0.9593,0.9508,0.9436,0.9608,0.9981,0.976
150059,26900,15280,IN,HAMILTON,0.9593,0.9593,0.9508,0.9436,0.975,0.9981,0.9889
150153,26900,15280,IN,HAMILTON,0.9593,0.9593,0.9508,0.9436,0.975,0.9981,0.9889
150161,26900,15280,IN,HAMILTON,0.9593,0.9593,0.9508,0.9436,0.975,0.9981,0.9889
150157,26900,15280,IN,HAMILTON,0.9593,0.9593,0.9508,0.9436,0.975,0.9981,0.9889
150037,26900,15290,IN,HANCOCK,0.9593,0.9593,0.9508,0.9436,0.975,0.9981,0.9889
150158,26900,15310,IN,HENDRICKS,0.9593,0.9593,0.9508,0.9436,0.975,0.9981,0.9889
150005,26900,15310,IN,HENDRICKS,0.9593,0.9593,0.9508,0.9436,0.975,0.9981,0.9889
150030,NA,15320,IN,HENRY,0.9593,0.9593,0.9508,0.9436,0.9608,0.9981,0.976
150010,29020,15330,IN,HOWARD,0.971,0.971,0.8975,0.8982,0.8598,0.8984,0.899
150007,29020,15330,IN,HOWARD,0.971,0.971,0.8975,0.8982,0.8598,0.8984,0.899
150091,NA,15340,IN,HUNTINGTON,0.895,0.895,0.9252,0.9226,0.9491,0.8966,0.8825
150065,NA,15350,IN,JACKSON,0.9593,0.9593,0.9508,0.9436,0.9608,0.8371,0.8523
150069,NA,15380,IN,JEFFERSON,0.9397,0.9397,0.9589,0.9284,0.9319,0.9264,0.9855
150001,26900,15400,IN,JOHNSON,0.9593,0.9593,0.9508,0.9436,0.975,0.9981,0.9889
150042,NA,15410,IN,KNOX,0.8637,0.8637,0.8684,0.8721,0.86,0.9042,0.8736
150133,NA,15420,IN,KOSCIUSKO,0.9269,0.9269,0.944,0.9226,0.9491,0.9052,0.8957
150165,23844,15440,IN,LAKE,1.0383,1.0383,1.0376,1.0317,1.0416,1.0251,1.0282
150166,23844,15440,IN,LAKE,1.0383,1.0383,1.0376,1.0317,1.0416,1.0251,1.0282
150126,23844,15440,IN,LAKE,1.0383,1.0383,1.0376,1.0317,1.0416,1.0251,1.0282
150125,23844,15440,IN,LAKE,1.0383,1.0383,1.0376,1.0317,1.0416,1.0251,1.0282
150090,23844,15440,IN,LAKE,1.0383,1.0383,1.0376,1.0317,1.0416,1.0251,1.0282
150008,23844,15440,IN,LAKE,1.0383,1.0383,1.0376,1.0317,1.0416,1.0251,1.0282
150004,23844,15440,IN,LAKE,1.0383,1.0383,1.0376,1.0317,1.0416,1.0251,1.0282
150002,23844,15440,IN,LAKE,1.0383,1.0383,1.0376,1.0317,1.0416,1.0251,1.0282
150034,23844,15440,IN,LAKE,1.0383,1.0383,1.0376,1.0317,1.0416,1.0251,1.0282
150015,33140,15450,IN,LA PORTE,0.921,0.921,0.9351,0.9188,0.954,0.9088,0.9419
150006,33140,15450,IN,LA PORTE,0.9269,0.9269,0.944,0.9164,0.9245,0.9067,0.9419
150088,26900,15470,IN,MADISON,0.9593,0.9593,0.9508,0.9436,0.9608,0.9981,0.9917
150113,26900,15470,IN,MADISON,0.9593,0.9593,0.9508,0.9436,0.9608,0.9981,0.9917
150074,26900,15480,IN,MARION,0.9593,0.9593,0.9508,0.9436,0.975,0.9981,0.9889
150160,26900,15480,IN,MARION,0.9593,0.9593,0.9508,0.9436,0.975,0.9981,0.9889
150024,26900,15480,IN,MARION,0.9593,0.9593,0.9508,0.9436,0.975,0.9981,0.9889
150162,26900,15480,IN,MARION,0.9593,0.9593,0.9508,0.9436,0.975,0.9981,0.9889
150128,26900,15480,IN,MARION,0.9593,0.9593,0.9508,0.9436,0.975,0.9981,0.9889
150154,26900,15480,IN,MARION,0.9593,0.9593,0.9508,0.9436,0.975,0.9981,0.9889
150033,26900,15480,IN,MARION,0.9593,0.9593,0.9508,0.9436,0.975,0.9981,0.9889
150056,26900,15480,IN,MARION,0.9593,0.9593,0.9508,0.9436,0.975,0.9981,0.9889
150179,26900,15480,IN,MARION,,,,,,0.9981,0.9889
150129,26900,15480,IN,MARION,0.9593,0.9593,0.9508,0.9436,0.975,0.9981,0.9889
150084,26900,15480,IN,MARION,0.9593,0.9593,0.9508,0.9436,0.975,0.9981,0.9889
150169,26900,15480,IN,MARION,0.9593,0.9593,0.9508,0.9436,0.975,0.9981,0.9889
150076,NA,15490,IN,MARSHALL,0.9269,0.9269,0.944,0.9164,0.9245,0.9067,0.8957
150164,14020,15520,IN,MONROE,0.9311,0.9311,0.9241,0.8918,0.8878,0.9454,0.9182
150051,14020,15520,IN,MONROE,0.9593,0.9593,0.9508,0.9436,0.9608,0.9981,0.976
150022,NA,15530,IN,MONTGOMERY,0.8671,0.8671,0.8609,0.8791,0.858,0.8756,0.976
150038,26900,15540,IN,MORGAN,0.9593,0.9593,0.9508,0.9436,0.975,0.9981,0.9889
150057,26900,15540,IN,MORGAN,0.9593,0.9593,0.9508,0.9436,0.975,0.9981,0.9889
150146,NA,15560,IN,NOBLE,0.9463,0.9463,0.9409,0.9413,0.9135,0.8966,0.8825
150035,23844,15630,IN,PORTER,0.9168,0.9168,0.9088,0.9121,0.9283,0.942,0.9516
150012,43780,15700,IN,ST. JOSEPH,0.9599,0.9599,0.9839,0.9281,0.9402,0.9282,0.9154
150058,43780,15700,IN,ST. JOSEPH,0.9599,0.9599,0.9839,0.9281,0.9402,0.9282,0.9154
150177,43780,15700,IN,ST. JOSEPH,,,,0.9281,0.9402,0.9282,0.9154
150097,26900,15720,IN,SHELBY,0.9593,0.9593,0.9508,0.9436,0.975,0.9981,0.9889
150102,NA,15740,IN,STARKE,0.9168,0.9168,0.9088,0.9121,0.9283,0.942,0.9516
150003,29200,15780,IN,TIPPECANOE,0.9115,0.9115,0.9207,0.854,0.9218,0.983,0.9845
150173,29200,15780,IN,TIPPECANOE,,,0.9207,0.937,0.9218,0.983,0.9845
150109,29200,15780,IN,TIPPECANOE,0.9115,0.9115,0.9207,0.937,0.9218,0.983,0.9845
150082,21780,15810,IN,VANDERBURGH,0.8513,0.8513,0.8358,0.8554,0.8401,0.8413,0.8901
150100,21780,15810,IN,VANDERBURGH,0.8513,0.8513,0.8358,0.8554,0.8401,0.8413,0.8901
150023,45460,15830,IN,VIGO,0.9593,0.9593,0.9508,0.9436,0.9608,0.9981,0.976
150046,45460,15830,IN,VIGO,0.9078,0.9078,0.9207,0.9159,0.9056,0.9701,0.9029
150175,21780,15860,IN,WARRICK,,,0.8358,0.8554,0.8401,0.8413,0.8901
150149,21780,15860,IN,WARRICK,0.8513,0.8513,0.8358,0.8554,0.8401,0.8413,0.8901
150048,NA,15880,IN,WAYNE,0.9397,0.9397,0.9589,0.9284,0.9319,0.9264,0.9261
150075,23060,15890,IN,WELLS,0.895,0.895,0.9252,0.9226,0.9491,0.8966,0.8825
150101,23060,15910,IN,WHITLEY,0.895,0.895,0.9252,0.9226,0.9491,0.8966,0.8825
160040,47940,16060,IA,BLACK HAWK,0.8564,0.891,0.8469,0.8492,0.8535,0.8472,0.8642
160110,47940,16060,IA,BLACK HAWK,0.8564,0.891,0.8469,0.8492,0.8535,0.8472,0.8642
160067,47940,16060,IA,BLACK HAWK,0.8564,0.891,0.8469,0.8492,0.8535,0.8472,0.8642
160005,NA,16130,IA,CARROLL,0.8564,0.8565,0.8469,0.8492,0.8207,0.8284,0.8271
160064,NA,16160,IA,CERRO GORDO,0.9259,0.9756,0.91,0.9168,0.9055,0.9124,0.9003
160112,NA,16200,IA,CLAY,0.8564,0.8565,0.8469,0.8492,0.8207,0.8284,0.8271
160080,NA,16220,IA,CLINTON,0.8564,0.8565,0.8615,0.9136,0.909,0.9251,0.9331
160057,NA,16280,IA,DES MOINES,0.9152,0.9153,0.9379,0.969,0.9692,0.9486,0.9263
160124,NA,16290,IA,DICKINSON,0.8564,0.8565,0.8469,0.8492,0.8207,0.8284,0.8271
160117,20220,16300,IA,DUBUQUE,0.8626,0.8627,0.8523,0.8492,0.841,0.855,0.8622
160069,20220,16300,IA,DUBUQUE,0.8626,0.8627,0.8523,0.8492,0.841,0.855,0.8622
160032,NA,16490,IA,JASPER,0.8799,0.88,0.8818,0.8841,0.8556,0.8631,0.9205
160058,26980,16510,IA,JOHNSON,0.9407,0.9409,0.9507,0.986,0.9885,0.961,0.9714
160029,26980,16510,IA,JOHNSON,0.9407,0.9409,0.9507,0.986,0.9885,0.961,0.9714
160008,NA,16550,IA,LEE,0.8564,0.8565,0.8469,0.8492,0.8207,0.8284,0.8271
160122,NA,16550,IA,LEE,0.8564,0.8565,0.8469,0.8492,0.8207,0.8284,0.8271
160079,16300,16560,IA,LINN,0.8908,0.891,0.8759,0.8697,0.8728,0.8771,0.9263
160045,16300,16560,IA,LINN,0.8908,0.891,0.8759,0.8697,0.8728,0.8771,0.9263
160001,NA,16630,IA,MARSHALL,0.9521,0.9522,0.9481,0.9477,0.9318,0.929,0.9205
160013,NA,16690,IA,MUSCATINE,0.8743,0.8744,0.8661,0.8684,0.8399,0.8539,0.8526
160024,19780,16760,IA,POLK,0.9521,0.9522,0.9481,0.9605,0.9436,0.929,0.9205
160082,19780,16760,IA,POLK,0.9521,0.9522,0.9481,0.9605,0.9436,0.929,0.9205
160083,19780,16760,IA,POLK,0.9521,0.9522,0.9481,0.9605,0.9436,0.929,0.9205
160101,19780,16760,IA,POLK,0.9521,0.9522,0.9481,0.9605,0.9436,0.929,0.9205
160047,36540,16770,IA,POTTAWATTAMIE,0.9541,0.9542,0.9507,0.973,0.9848,0.9576,0.9469
160028,36540,16770,IA,POTTAWATTAMIE,0.9541,0.9542,0.9507,0.973,0.9848,0.9576,0.9469
160147,NA,16780,IA,POWESHIEK,0.9274,0.9276,0.923,0.9477,0.9318,0.929,0.8271
160104,19340,16810,IA,SCOTT,0.8564,0.8565,0.8615,0.9136,0.909,0.9251,0.9648
160033,19340,16810,IA,SCOTT,0.8564,0.8565,0.8615,0.9136,0.909,0.9251,0.9648
160030,11180,16840,IA,STORY,0.9546,0.9547,1.0012,0.9981,0.9593,0.9408,0.9315
160089,NA,16890,IA,WAPELLO,0.9152,0.9153,0.8469,0.8492,0.8207,0.8284,0.8271
160016,NA,16930,IA,WEBSTER,0.9274,0.9276,0.923,0.9285,0.8846,0.8724,0.8831
160153,43580,16960,IA,WOODBURY,0.8937,0.8939,0.8924,0.9309,0.8847,0.9069,0.9469
160146,43580,16960,IA,WOODBURY,0.8937,0.8939,0.8924,0.9309,0.8847,0.9069,0.8488
170191,NA,17040,KS,BARTON,0.8183,0.8183,0.7987,0.8022,0.7935,0.7859,0.7696
170058,NA,17050,KS,BOURBON,0.8183,0.8183,0.951,0.9442,0.9442,0.7859,0.7741
170197,48620,17070,KS,BUTLER,0.8962,0.8961,0.8815,0.8566,0.8548,0.8523,0.8297
170017,48620,17070,KS,BUTLER,0.8962,0.8961,0.8815,0.8566,0.8548,0.8523,0.8297
170094,NA,17150,KS,COFFEY,0.8183,0.8183,0.7987,0.8022,0.7935,0.7859,0.7696
170150,NA,17170,KS,COWLEY,0.8349,0.8349,0.813,0.8165,0.8078,0.7974,0.7811
170006,NA,17180,KS,CRAWFORD,0.8485,0.8485,0.8413,0.8364,0.7935,0.8032,0.7969
170137,29940,17220,KS,DOUGLAS,0.8183,0.8183,0.7987,0.8022,0.7935,0.7859,0.7696
170013,NA,17250,KS,ELLIS,0.8743,0.8743,0.8846,0.873,0.8665,0.8661,0.8239
170023,NA,17270,KS,FINNEY,0.8743,0.8743,0.7987,0.8022,0.7935,0.7859,0.7696
170175,NA,17280,KS,FORD,0.8743,0.8743,0.8712,0.8566,0.8437,0.8523,0.8297
170014,NA,17290,KS,FRANKLIN,0.9555,0.9554,0.951,0.9442,0.9442,0.9262,0.9308
170074,NA,17300,KS,GEARY,0.8183,0.8183,0.7987,0.8022,0.7935,0.7859,0.8583
170110,NA,17330,KS,GRANT,0.8183,0.8183,0.7987,0.8022,0.7935,0.7859,0.7696
170103,48620,17390,KS,HARVEY,0.8962,0.8961,0.8815,0.8566,0.8548,0.8523,0.8297
170104,28140,17450,KS,JOHNSON,0.9555,0.9554,0.951,0.9442,0.9442,0.9262,0.9308
170049,28140,17450,KS,JOHNSON,0.9555,0.9554,0.951,0.9442,0.9442,0.9262,0.9308
170188,28140,17450,KS,JOHNSON,0.9555,0.9554,0.951,0.9442,0.9442,0.9262,0.9308
170185,28140,17450,KS,JOHNSON,0.9555,0.9554,0.951,0.9442,0.9442,0.9262,0.9308
170182,28140,17450,KS,JOHNSON,0.9555,0.9554,0.951,0.9442,0.9442,0.9262,0.9308
170199,28140,17450,KS,JOHNSON,,,0.951,0.9442,0.9442,0.9262,0.9308
170195,28140,17450,KS,JOHNSON,0.9555,0.9554,0.951,0.9442,0.9442,0.9262,0.9308
170194,28140,17450,KS,JOHNSON,0.9555,0.9554,0.951,0.9442,0.9442,0.9262,0.9308
170176,28140,17450,KS,JOHNSON,0.9555,0.9554,0.951,0.9442,0.9442,0.9262,0.9308
170120,NA,17490,KS,LABETTE,0.8485,0.8485,0.7987,0.8364,0.7935,0.8032,0.7969
170133,28140,17510,KS,LEAVENWORTH,0.9555,0.9554,0.951,0.9442,0.9442,0.9262,0.9308
170009,28140,17510,KS,LEAVENWORTH,0.9555,0.9554,0.951,0.9442,0.9442,0.9262,0.9308
170001,NA,17550,KS,LYON,0.8183,0.8183,0.7987,0.8022,0.7935,0.7859,0.7769
170075,NA,17560,KS,MCPHERSON,0.8183,0.8183,0.7987,0.8022,0.7935,0.7859,0.7696
170105,NA,17560,KS,MCPHERSON,0.8183,0.8183,0.7987,0.8022,0.7935,0.7859,0.7696
170109,28140,17600,KS,MIAMI,0.9555,0.9554,0.951,0.9442,0.9442,0.9262,0.9308
170010,NA,17620,KS,MONTGOMERY,0.8183,0.8183,0.7987,0.8022,0.7935,0.7859,0.779
170145,NA,17620,KS,MONTGOMERY,0.8183,0.8183,0.7987,0.8022,0.7935,0.7859,0.7696
170166,NA,17640,KS,MORTON,0.8183,0.8183,0.7987,0.8022,0.7935,0.7859,0.7696
170027,NA,17750,KS,PRATT,0.8183,0.8183,0.7987,0.8022,0.7935,0.7859,0.7696
