"IPPS and OPPS Provider Indices by Fiscal Year — Note: ""A"" and ""B"" designation indicate that there was a mid-year change in the index due to change in claims processor during the year.",,,,,,,,,,,
Provider Number,CBSA 2016,SSA Code,State,County,IPPS Provider  2010 A,IPPS Provider  2010 B,IPPS Provider  2011,IPPS Provider  2012,IPPS Provider  2013,IPPS Provider  2014,IPPS Provider  2016
260017,NA,26800,MO,PHELPS,0.8868,0.8868,0.8562,0.8487,0.8341,0.8595,0.8101
260062,28140,26820,MO,PLATTE,0.9555,0.9555,0.951,0.9442,0.9442,0.9262,0.9308
260195,44180,26821,MO,POLK,0.8164,0.8164,0.8119,0.804,0.7929,0.802,0.7947
260074,NA,26870,MO,RANDOLPH,0.8444,0.8444,0.8227,0.8487,0.832,0.8595,0.8368
260080,NA,26900,MO,RIPLEY,0.8164,0.8164,0.8119,0.804,0.7929,0.802,0.7947
260219,41180,26910,MO,ST. CHARLES,0.9043,0.9043,0.9014,0.9035,0.924,0.9144,0.9011
260200,41180,26910,MO,ST. CHARLES,0.9043,0.9043,0.9014,0.9035,0.924,0.9144,0.9011
260191,41180,26910,MO,ST. CHARLES,0.9043,0.9043,0.9014,0.9035,0.924,0.9144,0.9011
260005,41180,26910,MO,ST. CHARLES,0.9043,0.9043,0.9014,0.9035,0.924,0.9144,0.9011
260147,NA,26911,MO,ST. CLAIR,0.8164,0.8164,0.8119,0.804,0.7929,0.802,0.8089
260163,NA,26930,MO,ST. FRANCOIS,0.8251,0.8251,0.8213,0.8134,0.8023,0.8137,0.8064
260116,NA,26930,MO,ST. FRANCOIS,0.8322,0.8322,0.8338,0.8907,0.9128,0.9144,0.8064
260179,41180,26940,MO,ST. LOUIS,0.9043,0.9043,0.9014,0.9035,0.924,0.9144,0.9011
260162,41180,26940,MO,ST. LOUIS,0.9043,0.9043,0.9014,0.9035,0.924,0.9144,0.9011
260108,41180,26940,MO,ST. LOUIS,0.9043,0.9043,0.9014,0.9035,0.924,0.9144,0.9011
260104,41180,26940,MO,ST. LOUIS,0.9043,0.9043,0.9014,0.9035,0.924,0.9144,0.9011
260091,41180,26940,MO,ST. LOUIS,0.9043,0.9043,0.9014,0.9035,0.924,0.9144,0.9011
260077,41180,26940,MO,ST. LOUIS,0.9043,0.9043,0.9014,0.9035,0.924,0.9144,0.9011
260020,41180,26940,MO,ST. LOUIS,0.9043,0.9043,0.9014,0.9035,0.924,0.9144,0.9011
260180,41180,26940,MO,ST. LOUIS,0.9043,0.9043,0.9014,0.9035,0.924,0.9144,0.9011
260176,41180,26940,MO,ST. LOUIS,0.9043,0.9043,0.9014,0.9035,0.924,0.9144,0.9011
260210,41180,26950,MO,ST. LOUIS CITY,0.9043,0.9043,0.9014,0.9035,0.924,0.9144,0.9011
260105,41180,26950,MO,ST. LOUIS CITY,0.9043,0.9043,0.9014,0.9035,0.924,0.9144,0.9011
260032,41180,26950,MO,ST. LOUIS CITY,0.9043,0.9043,0.9014,0.9035,0.924,0.9144,0.9011
260142,NA,26970,MO,SALINE,0.8164,0.8164,0.8119,0.804,0.7929,0.802,0.7947
260160,NA,26985,MO,STODDARD,0.8308,0.8308,0.8263,0.8184,0.8088,0.8179,0.7947
260094,NA,26988,MO,TANEY,0.8586,0.8586,0.8485,0.8492,0.8503,0.8358,0.8223
260024,NA,26989,MO,TEXAS,0.8164,0.8164,0.8119,0.804,0.7929,0.802,0.7947
260061,NA,26990,MO,VERNON,0.8164,0.8164,0.8119,0.804,0.7929,0.802,0.7947
270086,24500,27060,MT,CASCADE,0.8364,0.8364,1,1,1,1,1
270012,24500,27060,MT,CASCADE,0.8364,0.8916,1,1,1,1,1
270087,NA,27140,MT,FLATHEAD,0.8296,0.8296,1,1,1,1,1
270051,NA,27140,MT,FLATHEAD,0.8916,0.8916,1,1,1,1,1
270057,NA,27150,MT,GALLATIN,0.8296,0.9021,1,1,1,1,1
270074,NA,27170,MT,GLACIER,1.4424,1.4424,1.4448,1.4448,1.4448,1.4448,1.4448
270032,NA,27200,MT,HILL,0.8296,0.9021,1,1,1,1,1
270003,NA,27240,MT,LEWIS AND CLARK,0.8364,0.8364,1,1,1,1,1
270023,33540,27310,MT,MISSOULA,0.9066,0.9066,1,1,1,1,1
270014,33540,27310,MT,MISSOULA,0.9066,0.9066,1,1,1,1,1
270017,NA,27460,MT,SILVER BOW,0.8916,0.8916,1,1,1,1,1
270049,13740,27550,MT,YELLOWSTONE,0.9021,0.9021,1,1,1,1,1
270004,13740,27550,MT,YELLOWSTONE,0.9021,0.9021,1,1,1,1,1
280032,NA,28000,NE,ADAMS,0.9257,0.9257,0.8846,0.9204,0.9255,0.9251,0.8289
280009,NA,28090,NE,BUFFALO,0.9257,0.9257,0.9442,0.9204,0.9255,0.9251,0.9131
280077,NA,28260,NE,DODGE,0.9257,0.9257,0.9442,0.9204,0.8749,0.8876,0.8391
280129,36540,28270,NE,DOUGLAS,0.9547,0.9547,0.9507,0.973,0.9848,0.9576,0.9469
280133,36540,28270,NE,DOUGLAS,,,,0.973,0.9848,0.9576,0.9469
280131,36540,28270,NE,DOUGLAS,0.9547,0.9547,0.9507,0.973,0.9848,0.9576,0.9469
280130,36540,28270,NE,DOUGLAS,0.9547,0.9547,0.9507,0.973,0.9848,0.9576,0.9469
280081,36540,28270,NE,DOUGLAS,0.9547,0.9547,0.9507,0.973,0.9848,0.9576,0.9469
280060,36540,28270,NE,DOUGLAS,0.9547,0.9547,0.9507,0.973,0.9848,0.9576,0.9469
280040,36540,28270,NE,DOUGLAS,0.9547,0.9547,0.9507,0.973,0.9848,0.9576,0.9469
280030,36540,28270,NE,DOUGLAS,0.9547,0.9547,0.9507,0.973,0.9848,0.9576,0.9469
280013,36540,28270,NE,DOUGLAS,0.9547,0.9547,0.9507,0.973,0.9848,0.9576,0.9469
280023,24260,28390,NE,HALL,0.9257,0.9257,0.9442,0.9204,0.9255,0.9251,0.9131
280128,30700,28540,NE,LANCASTER,0.9405,0.9405,0.9442,0.9384,0.95,0.9251,0.9335
280127,30700,28540,NE,LANCASTER,0.9405,0.9405,0.9442,0.9384,0.95,0.9251,0.9335
280020,30700,28540,NE,LANCASTER,0.9405,0.9405,0.9442,0.9384,0.95,0.9251,0.9335
280003,30700,28540,NE,LANCASTER,0.9405,0.9405,0.9442,0.9384,0.9848,0.9576,0.9469
280065,NA,28550,NE,LINCOLN,0.9439,0.9439,0.938,0.9422,0.9621,0.9593,0.9306
280125,NA,28590,NE,MADISON,0.8662,0.8662,0.8924,0.8845,0.8665,0.8819,0.8488
280111,NA,28700,NE,PLATTE,0.8662,0.8662,0.8846,0.8783,0.8665,0.8774,0.8289
280132,36540,28760,NE,SARPY,,,,0.973,0.9848,0.9576,0.9469
280105,36540,28760,NE,SARPY,0.9547,0.9547,0.9507,0.973,0.9848,0.9576,0.9469
280061,NA,28780,NE,SCOTT BLUFF,0.9209,0.9209,0.8846,0.9201,0.8877,0.8848,0.8504
280119,NA,28860,NE,THURSTON,1.4424,1.4424,1.4448,1.4448,1.4448,1.4448,1.4448
290006,NA,29000,NV,CHURCHILL,1.027,1.027,1.0387,1.0509,1.0256,1.1454,1.019
290053,29820,29010,NV,CLARK,1.1812,1.1812,1.1751,1.1635,1.1664,1.1454,1.1796
290047,29820,29010,NV,CLARK,1.1812,1.1812,1.1751,1.1635,1.1664,1.1454,1.1796
290046,29820,29010,NV,CLARK,1.1812,1.1812,1.1751,1.1635,1.1664,1.1454,1.1796
290045,29820,29010,NV,CLARK,1.1812,1.1812,1.1751,1.1635,1.1664,1.1454,1.1796
290042,29820,29010,NV,CLARK,,,,1.1635,1.1664,1.1454,1.1796
290022,29820,29010,NV,CLARK,1.1812,1.1812,1.1751,1.1635,1.1664,1.1454,1.1796
290021,29820,29010,NV,CLARK,1.1812,1.1812,1.1751,1.1635,1.1664,1.1454,1.1796
290012,29820,29010,NV,CLARK,1.1812,1.1812,1.1751,1.1635,1.1664,1.1454,1.1796
290005,29820,29010,NV,CLARK,1.1812,1.1812,1.1751,1.1635,1.1664,1.1454,1.1796
290003,29820,29010,NV,CLARK,1.1812,1.1812,1.1751,1.1635,1.1664,1.1454,1.1796
290007,29820,29010,NV,CLARK,1.1812,1.1812,1.1751,1.1635,1.1664,1.1454,1.1796
290039,29820,29010,NV,CLARK,1.1812,1.1812,1.1751,1.1635,1.1664,1.1454,1.1796
290054,29820,29010,NV,CLARK,1.1812,1.1812,1.1751,1.1635,1.1664,1.1454,1.1796
290041,29820,29010,NV,CLARK,1.1812,1.1812,1.1751,1.1635,1.1664,1.1454,1.1796
290008,NA,29030,NV,ELKO,1.0026,1.0026,1,1,1.0256,1.1454,1.019
290002,NA,29090,NV,LYON,1.0145,1.0145,1,1,1.0256,1.1454,1.0247
290020,NA,29110,NV,NYE,1.0026,1.0026,1,1,1.0256,1.1454,1.019
290051,16180,29120,NV,CARSON CITY,1.0315,1.0315,1.0231,1.0299,1.0373,1.1454,1.059
290049,16180,29120,NV,CARSON CITY,1.027,1.027,1.0387,1.0509,1.0256,1.1454,1.019
290019,16180,29120,NV,CARSON CITY,1.0315,1.0315,1.0387,1.0509,1.0373,1.1454,1.059
290009,39900,29150,NV,WASHOE,1.027,1.027,1.0387,1.0509,1.0256,1.1454,1.019
290001,39900,29150,NV,WASHOE,1.027,1.027,1.0387,1.0509,1.0256,1.1454,1.019
290032,39900,29150,NV,WASHOE,1.027,1.027,1.0387,1.0509,1.0256,1.1454,1.019
300005,NA,30000,NH,BELKNAP,1.0525,1.0525,1.1003,1.0875,1.1131,1.1048,1.0654
300019,NA,30020,NH,CHESHIRE,1.0961,1.0961,1.1003,1.0875,1.1131,1.1066,1.114
300003,NA,30040,NH,GRAFTON,1.0525,1.0525,1.1003,1.0875,1.1131,1.1048,1.0654
300034,31700,30050,NH,HILLSBOROUGH,1.0961,1.0961,1.1003,1.1278,1.1534,1.1451,1.1014
300020,31700,30050,NH,HILLSBOROUGH,1.0961,1.0961,1.1003,1.1278,1.1534,1.1451,1.1014
300012,31700,30050,NH,HILLSBOROUGH,1.0961,1.0961,1.1003,1.1278,1.1534,1.1451,1.1014
300011,31700,30050,NH,HILLSBOROUGH,1.0961,1.0961,1.1003,1.1278,1.1534,1.1451,1.1014
300001,NA,30060,NH,MERRIMACK,1.0525,1.0525,1.1003,1.0875,1.1131,1.1048,1.0654
300029,40484,30070,NH,ROCKINGHAM,1.0867,1.0867,1.1003,1.1789,1.2045,1.1048,1.147
300023,40484,30070,NH,ROCKINGHAM,1.0525,1.0525,1.1003,1.0875,1.2045,1.1962,1.0654
300017,40484,30070,NH,ROCKINGHAM,1.0867,1.0867,1.1003,1.1789,1.2045,1.1962,1.147
300018,40484,30080,NH,STRAFFORD,1.0525,1.0525,1.1003,1.0875,1.1131,1.1048,1.0654
300014,40484,30080,NH,STRAFFORD,1.0525,1.0525,1.1003,1.0875,1.1131,1.1048,1.0654
310064,12100,31000,NJ,ATLANTIC,1.1341,1.1358,1.1246,1.1264,1.2148,1.241,1.2804
310047,12100,31000,NJ,ATLANTIC,1.1341,1.1358,1.1246,1.1264,1.2148,1.241,1.1548
310058,35614,31100,NJ,BERGEN,1.3005,1.3025,1.3122,1.3142,1.2971,1.3129,1.2991
310012,35614,31100,NJ,BERGEN,1.3005,1.3025,1.3122,1.3142,1.2971,1.3129,1.2991
310001,35614,31100,NJ,BERGEN,1.3005,1.3025,1.3122,1.3142,1.2971,1.3129,1.2991
310045,35614,31100,NJ,BERGEN,1.3005,1.3025,1.3122,1.3142,1.2971,1.3129,1.2991
310008,35614,31100,NJ,BERGEN,1.3005,1.3025,1.3122,1.3142,1.2971,1.3129,1.2991
310061,15804,31150,NJ,BURLINGTON,1.1341,1.1358,1.1246,1.1264,1.0994,1.1133,1.115
310057,15804,31150,NJ,BURLINGTON,1.1341,1.1358,1.1246,1.1264,1.0994,1.1133,1.115
310031,15804,31150,NJ,BURLINGTON,1.1341,1.1358,1.1246,1.1264,1.0994,1.1133,1.2804
310022,15804,31160,NJ,CAMDEN,1.1341,1.1358,1.1246,1.1264,1.0994,1.1133,1.1176
310086,15804,31160,NJ,CAMDEN,1.1341,1.1358,1.1246,1.1264,1.0994,1.1133,1.1176
310029,15804,31160,NJ,CAMDEN,1.1341,1.1358,1.1246,1.1264,1.0994,1.1133,1.1176
310014,15804,31160,NJ,CAMDEN,1.1341,1.1358,1.1246,1.1264,1.0994,1.1133,1.115
310011,36140,31180,NJ,CAPE MAY,1.1341,1.1358,1.1246,1.1264,1.0994,1.1133,1.1271
310032,47220,31190,NJ,CUMBERLAND,1.1341,1.1358,1.1246,1.1264,1.0994,1.1133,1.1271
310076,35084,31200,NJ,ESSEX,1.2722,1.2752,1.2845,1.2814,1.2694,1.2809,1.2804
310119,35084,31200,NJ,ESSEX,1.2722,1.2752,1.2845,1.2814,1.2694,1.2809,1.2804
310096,35084,31200,NJ,ESSEX,1.2722,1.2752,1.2845,1.2814,1.2694,1.2809,1.2804
310083,35084,31200,NJ,ESSEX,1.2722,1.2752,1.2845,1.2814,1.2694,1.2809,1.2804
310054,35084,31200,NJ,ESSEX,1.2722,1.2752,1.2845,1.2814,1.2694,1.2809,1.2804
310009,35084,31200,NJ,ESSEX,1.2722,1.2752,1.2845,1.2814,1.2694,1.2809,1.2804
310002,35084,31200,NJ,ESSEX,1.2722,1.2752,1.2845,1.2814,1.2694,1.2809,1.2804
310081,15804,31220,NJ,GLOUCESTER,1.1341,1.1358,1.1246,1.1264,1.0994,1.1133,1.115
310074,35614,31230,NJ,HUDSON,1.3005,1.3025,1.3122,1.3142,1.2971,1.3129,1.2991
310118,35614,31230,NJ,HUDSON,1.3005,1.3025,1.3122,1.3142,1.2971,1.3129,1.2991
310040,35614,31230,NJ,HUDSON,1.3005,1.3025,1.3122,1.3142,1.2971,1.3129,1.2991
310025,35614,31230,NJ,HUDSON,1.3005,1.3025,1.3122,1.3142,1.2971,1.3129,1.2991
310016,35614,31230,NJ,HUDSON,1.3005,1.3025,1.3122,1.3142,1.2971,1.3129,1.2991
310003,35614,31230,NJ,HUDSON,1.3005,1.3025,1.3122,1.3142,1.2971,1.3129,1.2991
310005,35084,31250,NJ,HUNTERDON,1.1341,1.1358,1.1292,1.1264,1.1112,1.1133,1.115
310110,45940,31260,NJ,MERCER,1.1341,1.1358,1.1246,1.1264,1.0994,1.1133,1.1377
310092,45940,31260,NJ,MERCER,1.1341,1.1358,1.1246,1.1264,1.0994,1.1133,1.2804
310044,45940,31260,NJ,MERCER,1.1341,1.1358,1.1246,1.1264,1.0994,1.1133,1.1377
310021,45940,31260,NJ,MERCER,1.1341,1.2752,1.1246,1.1264,1.0994,1.1133,1.1377
310108,35614,31270,NJ,MIDDLESEX,1.2722,1.2752,1.2845,1.2814,1.2694,1.2809,1.3235
310070,35614,31270,NJ,MIDDLESEX,1.2722,1.2752,1.2845,1.2814,1.2694,1.2809,1.3235
310038,35614,31270,NJ,MIDDLESEX,1.2722,1.2752,1.2845,1.2814,1.2694,1.2809,1.3235
310010,35614,31270,NJ,MIDDLESEX,1.1341,1.1358,1.1246,1.1264,1.0994,1.1133,1.3235
310039,35614,31270,NJ,MIDDLESEX,1.2722,1.2752,1.2845,1.2814,1.2694,1.2809,1.3235
310111,35614,31290,NJ,MONMOUTH,1.1341,1.1358,1.1246,1.1264,1.0994,1.1133,1.2991
310112,35614,31290,NJ,MONMOUTH,1.1341,1.1358,1.1246,1.1264,1.0994,1.1133,1.2991
310075,35614,31290,NJ,MONMOUTH,1.1341,1.1358,1.1246,1.1264,1.0994,1.1133,1.2991
310073,35614,31290,NJ,MONMOUTH,1.1341,1.1358,1.1246,1.1264,1.0994,1.1133,1.2991
310034,35614,31290,NJ,MONMOUTH,1.1341,1.1358,1.1246,1.1264,1.0994,1.1133,1.2991
310017,35084,31300,NJ,MORRIS,1.2722,1.2752,1.2845,1.2814,1.1366,1.2809,1.2804
310050,35084,31300,NJ,MORRIS,1.2722,1.2752,1.2845,1.2814,1.1366,1.2809,1.2804
310015,35084,31300,NJ,MORRIS,1.2722,1.2752,1.2845,1.2814,1.1366,1.2809,1.2804
310113,35614,31310,NJ,OCEAN,1.1341,1.1358,1.1246,1.1264,1.0994,1.1133,1.2991
310084,35614,31310,NJ,OCEAN,1.1341,1.1358,1.1246,1.1264,1.0994,1.1133,1.2991
310052,35614,31310,NJ,OCEAN,1.1341,1.1358,1.1246,1.1264,1.0994,1.1133,1.2991
310041,35614,31310,NJ,OCEAN,1.1341,1.1358,1.1246,1.1264,1.0994,1.1133,1.2991
310019,35614,31320,NJ,PASSAIC,1.3005,1.3025,1.3122,1.3142,1.2971,1.3129,1.2991
310006,35614,31320,NJ,PASSAIC,1.3005,1.3025,1.3122,1.3142,1.2971,1.3129,1.2991
310069,48864,31340,NJ,SALEM,1.1341,1.1358,1.1246,1.1264,1.0994,1.1133,1.115
310091,48864,31340,NJ,SALEM,1.1341,1.1358,1.1246,1.1264,1.0994,1.1133,1.115
310048,35084,31350,NJ,SOMERSET,1.1341,1.1358,1.1292,1.1264,1.0994,1.1133,1.115
310120,35084,31360,NJ,SUSSEX,1.1341,1.2752,1.1292,1.1264,1.1112,1.1133,1.115
310028,35084,31360,NJ,SUSSEX,1.1341,1.2752,1.1292,1.1264,1.1112,1.1133,1.115
310051,35084,31370,NJ,UNION,1.1341,1.2752,1.1292,1.1264,1.1112,1.1133,1.2804
310027,35084,31370,NJ,UNION,1.1341,1.1358,1.1292,1.1264,1.1112,1.1133,1.115
310024,35084,31370,NJ,UNION,1.1341,1.1358,1.1292,1.1264,1.1112,1.1133,1.115
310115,10900,31390,NJ,WARREN,1.1341,1.2752,1.1246,1.1264,1.0994,1.1133,1.115
310060,10900,31390,NJ,WARREN,1.1341,1.2752,1.1246,1.1264,1.0994,1.1133,1.115
320001,10740,32000,NM,BERNALILLO,0.9554,0.9554,0.9607,0.9669,0.9826,0.9929,0.9374
320074,10740,32000,NM,BERNALILLO,0.9554,0.9554,0.9607,0.9669,0.9826,0.9929,0.9374
320021,10740,32000,NM,BERNALILLO,0.9554,0.9554,0.9607,0.9669,0.9826,0.9929,0.9374
320017,10740,32000,NM,BERNALILLO,0.9554,0.9554,0.9607,0.9669,0.9826,0.9929,0.9374
320009,10740,32000,NM,BERNALILLO,0.9554,0.9554,0.9607,0.9669,0.9826,0.9929,0.9374
320086,NA,32020,NM,CHAVES,0.8964,0.8964,0.8963,0.8879,0.8805,0.8832,0.8324
320006,NA,32020,NM,CHAVES,0.9371,0.9371,0.9607,0.9669,0.9826,0.9929,0.927
320070,NA,32025,NM,CIBOLA,1.4387,1.4387,1.4448,1.4448,1.4448,1.4448,1.4448
320022,NA,32040,NM,CURRY,0.8964,0.8964,0.8963,0.8879,0.8805,0.8832,0.8324
320085,29740,32060,NM,DONA ANA,0.8988,0.8988,0.9137,0.8902,0.8918,0.9125,0.8574
320018,29740,32060,NM,DONA ANA,0.8988,0.8988,0.9137,0.8902,0.8918,0.9125,0.8574
320063,NA,32070,NM,EDDY,0.9458,0.9458,0.9228,0.9405,0.9343,0.936,0.9273
320030,NA,32070,NM,EDDY,0.8964,0.8964,0.8963,0.8879,0.8805,0.8832,0.9273
320016,NA,32080,NM,GRANT,0.8964,0.8964,0.8963,0.8879,0.8805,0.8832,0.8324
320067,NA,32090,NM,GUADALUPE,0.8964,0.8964,0.8963,0.8879,0.8805,0.8832,0.8324
320065,NA,32120,NM,LEA,0.9458,0.9458,0.9228,0.9405,0.9343,0.936,0.9273
320033,NA,32131,NM,LOS ALAMOS,1.0144,1.0144,1.0348,1.017,0.9982,1.0008,0.9374
320014,NA,32140,NM,LUNA,0.8964,0.8964,0.9137,0.8902,0.8805,0.8832,0.8324
320062,NA,32150,NM,MCKINLEY,1.4387,1.4387,1.4448,1.4448,1.4448,1.4448,1.4448
320061,NA,32150,NM,MCKINLEY,1.4387,1.4387,1.4448,1.4448,1.4448,1.4448,1.4448
320060,NA,32150,NM,MCKINLEY,1.4387,1.4387,1.4448,1.4448,1.4448,1.4448,1.4448
320038,NA,32150,NM,MCKINLEY,0.8964,0.8964,0.8963,0.8879,0.8805,0.8832,0.8324
320058,NA,32170,NM,OTERO,1.4387,1.4387,1.4448,1.4448,1.4448,1.4448,1.4448
320004,NA,32170,NM,OTERO,0.8964,0.8964,0.8963,0.8879,0.8805,0.8832,0.8324
320011,NA,32190,NM,RIO ARRIBA,0.9301,0.9301,0.93,0.9194,0.912,0.9147,0.9374
320084,NA,32200,NM,ROOSEVELT,0.8964,0.8964,0.8963,0.8879,0.8805,0.8832,0.8324
320059,22140,32220,NM,SAN JUAN,1.4387,1.4387,1.4448,1.4448,1.4448,1.4448,1.4448
320005,22140,32220,NM,SAN JUAN,0.9371,0.9371,0.9607,0.9669,0.9826,0.9929,0.927
320003,NA,32230,NM,SAN MIGUEL,1.0144,1.0144,1.0348,1.017,0.9982,1.0008,0.9374
320057,42140,32240,NM,SANTA FE,1.4387,1.4387,1.4448,1.4448,1.4448,1.4448,1.4448
320002,42140,32240,NM,SANTA FE,1.0574,1.0574,1.0734,1.049,1.0284,1.0008,1.0003
320013,NA,32270,NM,TAOS,1.0144,1.0144,1.0348,1.017,0.9982,0.8832,0.8324
330003,10580,33000,NY,ALBANY,0.8805,0.8804,0.8664,0.864,0.8665,0.8603,0.8418
330057,10580,33000,NY,ALBANY,0.8805,0.8804,0.8664,0.8572,0.9763,0.9713,0.8418
330013,10580,33000,NY,ALBANY,0.8805,0.8804,0.8664,0.8572,0.8665,0.8603,0.8418
330096,NA,33010,NY,ALLEGANY,0.8474,0.8474,0.8282,0.8572,0.8249,0.8255,0.8397
330399,35614,33020,NY,BRONX,1.319,1.319,1.3122,1.3142,1.2971,1.3129,1.3634
330385,35614,33020,NY,BRONX,1.319,1.319,1.3122,1.3142,1.2971,1.3129,1.3634
330316,35614,33020,NY,BRONX,1.319,1.319,1.3122,1.3142,1.2971,1.3129,1.2991
330127,35614,33020,NY,BRONX,1.319,1.319,1.3122,1.3142,1.2971,1.3129,1.3634
330080,35614,33020,NY,BRONX,1.319,1.319,1.3122,1.3142,1.2971,1.3129,1.3634
330059,35614,33020,NY,BRONX,1.319,1.319,1.3122,1.3142,1.2971,1.3129,1.3634
330009,35614,33020,NY,BRONX,1.319,1.319,1.3122,1.3142,1.2971,1.3129,1.3634
330394,13780,33030,NY,BROOME,0.8965,0.8965,0.8888,0.885,0.8932,0.881,0.8397
330011,13780,33030,NY,BROOME,0.8965,0.8965,0.8888,0.885,0.8932,0.881,0.8397
330132,NA,33040,NY,CATTARAUGUS,0.8605,0.8605,0.8435,0.8725,0.8402,0.8443,0.8585
330103,NA,33040,NY,CATTARAUGUS,0.8605,0.8605,0.8435,0.8572,0.832,0.8359,0.8397
330235,NA,33050,NY,CAYUGA,0.8474,0.8474,0.8282,0.8572,0.8249,0.8255,0.8397
330239,NA,33060,NY,CHAUTAUQUA,0.8474,0.8474,0.8282,0.8572,0.8249,0.8255,0.8397
330229,NA,33060,NY,CHAUTAUQUA,0.8474,0.8474,0.8282,0.8572,0.8249,0.8255,0.8397
330166,NA,33060,NY,CHAUTAUQUA,0.8474,0.8474,0.8282,0.8572,0.8249,0.8255,0.8397
330108,21300,33070,NY,CHEMUNG,0.8474,0.8474,0.8497,0.8572,0.8249,0.8255,0.8397
330090,21300,33070,NY,CHEMUNG,0.9261,0.9261,0.9141,0.8572,0.8249,0.8728,0.863
330033,NA,33080,NY,CHENANGO,0.8697,0.8697,0.8515,0.8805,0.8482,0.8476,0.8618
330250,NA,33090,NY,CLINTON,1.0206,1.0206,1.002,0.9981,1.0009,1.0103,1.0111
330094,NA,33200,NY,COLUMBIA,1.026,1.026,1.0107,1.0345,1.0686,1.0921,1.0994
330175,NA,33210,NY,CORTLAND,0.8734,0.8734,0.8555,0.8845,0.8522,0.8494,0.8397
330067,20524,33230,NY,DUTCHESS,1.2515,1.2914,1.1384,1.2814,1.2694,1.2809,1.1529
330049,20524,33230,NY,DUTCHESS,1.2515,1.2914,1.1384,1.2814,1.2694,1.2809,1.3113
330023,20524,33230,NY,DUTCHESS,1.2903,1.2914,1.2845,1.2814,1.2694,1.2809,1.3113
330279,15380,33240,NY,ERIE,0.9809,0.9809,0.958,0.9747,0.9937,0.9968,1.0267
330219,15380,33240,NY,ERIE,0.9809,0.9809,0.958,0.9747,0.9937,0.9968,1.0267
330111,15380,33240,NY,ERIE,0.9809,0.9809,0.958,0.9747,0.9937,0.9968,1.0267
330102,15380,33240,NY,ERIE,0.9809,0.9809,0.958,0.9747,0.9937,0.9968,1.0267
330078,15380,33240,NY,ERIE,0.9809,0.9809,0.958,0.9747,0.9937,0.9968,1.0267
330029,15380,33240,NY,ERIE,0.9809,0.9809,0.958,0.9747,0.9937,0.9968,1.0267
330005,15380,33240,NY,ERIE,0.9809,0.9809,0.958,0.9747,0.9937,0.9968,1.0267
330084,NA,33270,NY,FRANKLIN,0.8474,0.8474,0.8282,0.8572,0.8249,0.8255,0.8397
330079,NA,33270,NY,FRANKLIN,0.9404,0.9403,0.9282,0.9365,1.0009,1.0103,1.0111
330276,NA,33280,NY,FULTON,0.851,0.851,0.8325,0.8615,0.8292,0.8296,0.8438
330073,NA,33290,NY,GENESEE,0.8814,0.8813,0.8665,0.8624,0.8736,0.8765,0.8602
330157,48060,33330,NY,JEFFERSON,0.9492,0.9492,0.9952,0.9658,0.9508,0.9379,0.8397
330263,48060,33330,NY,JEFFERSON,0.8474,0.8474,0.8282,0.8572,0.8249,0.8255,0.9343
330196,35614,33331,NY,KINGS,1.319,1.319,1.3122,1.3142,1.2971,1.3129,1.2991
330233,35614,33331,NY,KINGS,1.319,1.319,1.3122,1.3142,1.2971,1.3129,1.2991
330396,35614,33331,NY,KINGS,1.319,1.319,1.3122,1.3142,1.2971,1.3129,1.2991
330397,35614,33331,NY,KINGS,1.319,1.319,1.3122,1.3142,1.2971,1.3129,1.2991
330350,35614,33331,NY,KINGS,1.319,1.319,1.3122,1.3142,1.2971,1.3129,1.2991
330306,35614,33331,NY,KINGS,1.319,1.319,1.3122,1.3142,1.2971,1.3129,1.2991
330236,35614,33331,NY,KINGS,1.319,1.319,1.3122,1.3142,1.2971,1.3129,1.2991
330221,35614,33331,NY,KINGS,1.319,1.319,1.3122,1.3142,1.2971,1.3129,1.2991
330202,35614,33331,NY,KINGS,1.319,1.319,1.3122,1.3142,1.2971,1.3129,1.2991
330201,35614,33331,NY,KINGS,1.319,1.319,1.3122,1.3142,1.2971,1.3129,1.2991
330194,35614,33331,NY,KINGS,1.319,1.319,1.3122,1.3142,1.2971,1.3129,1.3634
330056,35614,33331,NY,KINGS,1.319,1.319,1.3122,1.3142,1.2971,1.3129,1.2991
330019,35614,33331,NY,KINGS,1.319,1.319,1.3122,1.3142,1.2971,1.3129,1.2991
330213,NA,33340,NY,LEWIS,0.8474,0.8474,0.8694,0.8611,0.8712,0.9379,0.8582
330238,40380,33350,NY,LIVINGSTON,0.8814,0.8813,0.8665,0.8624,0.8736,0.8765,0.8602
330115,45060,33360,NY,MADISON,0.9854,0.9854,0.9952,0.977,0.9781,0.9831,0.9684
330249,45060,33360,NY,MADISON,0.9854,0.9854,0.9952,0.977,0.9781,0.9831,0.9684
330403,40380,33370,NY,MONROE,0.8814,0.8813,0.8665,0.8624,,0.8765,0.8602
330285,40380,33370,NY,MONROE,0.8814,0.8813,0.8665,0.8572,0.9719,0.9793,0.8602
330226,40380,33370,NY,MONROE,0.8814,0.8813,0.8665,0.8624,0.8736,0.8765,0.8602
330164,40380,33370,NY,MONROE,0.8814,0.8813,0.8665,0.8572,0.9719,0.9793,0.8602
330125,40380,33370,NY,MONROE,0.8814,0.8813,0.8665,0.8624,0.8736,0.8765,0.8602
