AGED -- REPRICING ADJUSTMENTS TO THE 2009-2013 OUTPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART B REIMBURSEMENT,,,,,,,,,
13210,IDAHO                    ,FREMONT,"1,348","-8,743","-15,541","-6,904","-5,428",,,,,
13220,IDAHO                    ,GEM,"-9,230","-9,071","-4,876","1,132","13,284",,,,,
13230,IDAHO                    ,GOODING,"-9,433","-14,888","15,828","75,865","49,681",,,,,
13240,IDAHO                    ,IDAHO,"5,514","-2,858","3,567","12,248","6,106",,,,,
13250,IDAHO                    ,JEFFERSON,"1,076","-20,172","-33,103","-23,187","-7,946",,,,,
13260,IDAHO                    ,JEROME,"-13,257","-16,815","20,456","100,690","65,749",,,,,
13270,IDAHO                    ,KOOTENAI,"256,044","282,797","306,067","334,538","253,602",,,,,
13280,IDAHO                    ,LATAH,"11,602","9,013","12,105","30,193","11,998",,,,,
13290,IDAHO                    ,LEMHI,"20,734","9,002",-238,"3,544","-4,743",,,,,
13300,IDAHO                    ,LEWIS,"-2,107","-2,626","3,363","8,309","4,021",,,,,
13310,IDAHO                    ,LINCOLN,"-3,455","-3,722","3,665","22,434","15,176",,,,,
13320,IDAHO                    ,MADISON,"-1,041","-9,236","-12,671","-7,551","-5,804",,,,,
13330,IDAHO                    ,MINIDOKA,"-3,993","-8,123","13,394","50,303","35,713",,,,,
13340,IDAHO                    ,NEZ PERCE,"-23,761","-43,796",767,"34,321","9,196",,,,,
13350,IDAHO                    ,ONEIDA,"5,081","2,429","3,847","2,962","3,891",,,,,
13360,IDAHO                    ,OWYHEE,"-4,833","-4,217","-3,566","1,262","7,103",,,,,
13370,IDAHO                    ,PAYETTE,"-36,076","-15,081","-8,948","-4,625","30,438",,,,,
13380,IDAHO                    ,POWER,"1,369","-1,340","-6,568","-4,621","-6,206",,,,,
13390,IDAHO                    ,SHOSHONE,"31,642","33,581","40,159","33,846","27,459",,,,,
13400,IDAHO                    ,TETON,-372,"-2,703","-1,588","-3,192",-844,,,,,
13410,IDAHO                    ,TWIN FALLS,"-81,151","-105,953","135,466","667,966","437,284",,,,,
13420,IDAHO                    ,VALLEY,"-4,830","-4,292","-3,179","1,357","3,649",,,,,
13430,IDAHO                    ,WASHINGTON,"-9,771","-7,268","-4,253","-1,713","12,842",,,,,
14000,ILLINOIS                 ,ADAMS,"85,069","110,505","133,514","94,006","19,738",,,,,
14010,ILLINOIS                 ,ALEXANDER,"-78,133","7,951","11,387","7,734","-1,833",,,,,
14020,ILLINOIS                 ,BOND,"12,555","5,771","13,005","5,759","-13,142",,,,,
14030,ILLINOIS                 ,BOONE,"-37,854","-80,930","-62,591","-41,201","-16,731",,,,,
14040,ILLINOIS                 ,BROWN,"1,952",-552,"5,908","4,419",352,,,,,
14050,ILLINOIS                 ,BUREAU,"-185,294","-150,324","-26,917","-25,608","-8,433",,,,,
14060,ILLINOIS                 ,CALHOUN,"-3,164","-5,844","-4,874","-8,238","-11,831",,,,,
14070,ILLINOIS                 ,CARROLL,"30,299","31,493","36,574","20,923","32,503",,,,,
14080,ILLINOIS                 ,CASS,"-6,662","-13,273","12,232","11,299","-3,592",,,,,
14090,ILLINOIS                 ,CHAMPAIGN,"-250,543","-484,671","-520,766","-436,339","-574,733",,,,,
14100,ILLINOIS                 ,CHRISTIAN,"-33,704","-62,681","-9,185","10,161","-21,327",,,,,
14110,ILLINOIS                 ,CLARK,"14,938","19,485","29,025","25,487","7,920",,,,,
14120,ILLINOIS                 ,CLAY,"1,210","6,870","6,428","1,823","-4,435",,,,,
14130,ILLINOIS                 ,CLINTON,"-61,990","-70,776","-72,573","-93,319","-103,272",,,,,
14140,ILLINOIS                 ,COLES,"-50,083","-57,109","-55,134","-60,820","-71,531",,,,,
14141,ILLINOIS                 ,COOK,"284,201","-2,152,498","-3,835,714","-2,935,824","-1,364,550",,,,,
14150,ILLINOIS                 ,CRAWFORD,"3,955","10,563","13,218","7,938","2,759",,,,,
14160,ILLINOIS                 ,CUMBERLAND,"-2,716","-2,341","-1,053","-2,414","-10,169",,,,,
14170,ILLINOIS                 ,DEKALB,"-40,913","-86,995","-114,467","-111,990","-76,276",,,,,
14180,ILLINOIS                 ,DE WITT,"-15,176","-21,814","-16,400","-6,190","-12,655",,,,,
14190,ILLINOIS                 ,DOUGLAS,"-31,627","-48,267","-53,347","-42,390","-49,175",,,,,
14250,ILLINOIS                 ,DUPAGE,"-123,795","-520,230","-901,815","-877,740","-500,493",,,,,
14310,ILLINOIS                 ,EDGAR,"7,877","5,760","12,154","9,271","-19,797",,,,,
14320,ILLINOIS                 ,EDWARDS,"1,187","2,520","3,061","-1,086","2,711",,,,,
14330,ILLINOIS                 ,EFFINGHAM,"18,449","30,907","37,363","26,691","-12,432",,,,,
14340,ILLINOIS                 ,FAYETTE,"6,231","5,997","14,935","7,474","-5,341",,,,,
14350,ILLINOIS                 ,FORD,"-19,928","-46,850","-45,290","-32,557","-40,825",,,,,
14360,ILLINOIS                 ,FRANKLIN,"-63,256","-37,720",902,"-17,926","-26,980",,,,,
14370,ILLINOIS                 ,FULTON,"-91,995","-91,475","-79,776","-65,630","-35,800",,,,,
14380,ILLINOIS                 ,GALLATIN,"-2,817",532,"1,183","-4,058","-1,550",,,,,
14390,ILLINOIS                 ,GREENE,"-10,666","-21,568","1,552","-5,444","-16,091",,,,,
14400,ILLINOIS                 ,GRUNDY,"-15,370","-49,701","-79,475","-82,108","-47,265",,,,,
14410,ILLINOIS                 ,HAMILTON,"1,447","4,125","5,294","1,703",647,,,,,
14420,ILLINOIS                 ,HANCOCK,-305,"7,179","4,387","-8,342",-637,,,,,
14421,ILLINOIS                 ,HARDIN,"-1,711",634,-318,"-2,237","-2,707",,,,,
14440,ILLINOIS                 ,HENDERSON,"22,161","17,404","10,582","-8,980","-3,495",,,,,
14450,ILLINOIS                 ,HENRY,"196,732","166,670","169,300","111,821","121,064",,,,,
14460,ILLINOIS                 ,IROQUOIS,"-15,300","-16,914","-9,759","-28,570","-120,532",,,,,
14470,ILLINOIS                 ,JACKSON,"-128,063","-90,295","-4,702","-17,657","-23,012",,,,,
14480,ILLINOIS                 ,JASPER,"3,594","4,826","10,180","4,744","-3,285",,,,,
14490,ILLINOIS                 ,JEFFERSON,"27,541","38,683","39,164","23,940","-5,272",,,,,
14500,ILLINOIS                 ,JERSEY,"-17,044","-27,631","-17,718","-31,644","-41,997",,,,,
14510,ILLINOIS                 ,JO DAVIESS,"-3,877","10,051","20,510","24,270","39,615",,,,,
14520,ILLINOIS                 ,JOHNSON,"-4,792","-3,297","-2,304","-3,517","-6,990",,,,,
14530,ILLINOIS                 ,KANE,"-103,613","-307,199","-465,021","-476,497","-310,598",,,,,
14540,ILLINOIS                 ,KANKAKEE,"-86,132","-127,095","-182,955","-111,864","-108,236",,,,,
14550,ILLINOIS                 ,KENDALL,"-12,939","-33,305","-62,966","-62,531","-41,711",,,,,
14560,ILLINOIS                 ,KNOX,"31,800","5,118","63,817","117,386","74,837",,,,,
14570,ILLINOIS                 ,LAKE,"-47,853","-340,653","-755,421","-388,914","-320,653",,,,,
14580,ILLINOIS                 ,LA SALLE,"-246,586","-241,077","-129,875","-141,166","-100,401",,,,,
14590,ILLINOIS                 ,LAWRENCE,"-3,557","7,148","2,482","1,086","3,866",,,,,
14600,ILLINOIS                 ,LEE,"-24,972","-46,306","-53,793","-64,307","-52,619",,,,,
14610,ILLINOIS                 ,LIVINGSTON,"95,780","-48,653","-55,301","-52,149","-39,166",,,,,
14620,ILLINOIS                 ,LOGAN,"-21,889","-34,408","3,012","10,345","-13,516",,,,,
14630,ILLINOIS                 ,MCDONOUGH,"-12,858","-8,142","-3,341","-5,700","-10,921",,,,,
14640,ILLINOIS                 ,MCHENRY,"-31,413","-199,021","-356,084","-256,949","-155,376",,,,,
14650,ILLINOIS                 ,MCLEAN,"-144,168","-172,913","-219,499","-207,371","-123,004",,,,,
14660,ILLINOIS                 ,MACON,"-177,731","-411,361","-357,016","-98,004","-111,309",,,,,
14670,ILLINOIS                 ,MACOUPIN,"-2,197","-17,511","31,227","19,770","-33,896",,,,,
14680,ILLINOIS                 ,MADISON,"208,336","150,802","187,007","70,996","-94,887",,,,,
14690,ILLINOIS                 ,MARION,"36,800","48,375","52,009","35,887","-4,840",,,,,
14700,ILLINOIS                 ,MARSHALL,"-48,176","-54,403","-34,958","-17,127","-6,375",,,,,
14710,ILLINOIS                 ,MASON,"-30,079","-39,701","-21,656","-9,540","-7,799",,,,,
14720,ILLINOIS                 ,MASSAC,"5,769","7,443","-4,984",-811,"-4,444",,,,,
14730,ILLINOIS                 ,MENARD,"-12,888","-19,751","7,123","10,634","-4,954",,,,,
14740,ILLINOIS                 ,MERCER,"101,854","89,581","69,591","39,246","37,162",,,,,
14750,ILLINOIS                 ,MONROE,"20,053","18,428","19,995","8,504","-8,337",,,,,
14760,ILLINOIS                 ,MONTGOMERY,"-15,417","-27,317","8,433","12,650","-17,434",,,,,
14770,ILLINOIS                 ,MORGAN,"-2,840","-35,531","49,288","49,544","-4,562",,,,,
14780,ILLINOIS                 ,MOULTRIE,"-19,779","-46,889","-51,027","-23,359","-14,862",,,,,
14790,ILLINOIS                 ,OGLE,"-30,194","-70,681","-47,392","-43,542","-21,876",,,,,
14800,ILLINOIS                 ,PEORIA,"-397,902","-514,737","-422,523","-182,439","-27,001",,,,,
14810,ILLINOIS                 ,PERRY,"-36,522","-28,237",360,"-5,835","-8,819",,,,,
14820,ILLINOIS                 ,PIATT,"-36,717","-87,354","-86,391","-43,466","-46,138",,,,,
14830,ILLINOIS                 ,PIKE,"4,606","3,963","19,843","18,891","11,571",,,,,
14831,ILLINOIS                 ,POPE,-376,468,"-1,469","-1,829","-2,737",,,,,
14850,ILLINOIS                 ,PULASKI,"-41,927","1,975","4,786","4,093","-1,417",,,,,
14860,ILLINOIS                 ,PUTNAM,"-68,705","-58,430","-7,243","-6,815","-4,243",,,,,
14870,ILLINOIS                 ,RANDOLPH,"10,245","8,531","15,787","3,464","-12,054",,,,,
14880,ILLINOIS                 ,RICHLAND,"-1,817","2,305","7,027","-2,479","-2,726",,,,,
14890,ILLINOIS                 ,ROCK ISLAND,"1,164,375","1,074,175","825,463","463,111","500,030",,,,,
14900,ILLINOIS                 ,ST. CLAIR,"168,629","117,708","137,413","51,102","-61,871",,,,,
14910,ILLINOIS                 ,SALINE,"-22,156","-9,935","-4,100","-22,571","-13,027",,,,,
14920,ILLINOIS                 ,SANGAMON,"-192,067","-290,398","102,638","165,123","-93,655",,,,,
14921,ILLINOIS                 ,SCHUYLER,"-3,288","-5,274","3,327","4,476","-2,166",,,,,
14940,ILLINOIS                 ,SCOTT,-852,"-3,687","7,581","7,700",-207,,,,,
14950,ILLINOIS                 ,SHELBY,"-20,990","-41,739","-23,449","-4,256","-19,921",,,,,
14960,ILLINOIS                 ,STARK,"-13,745","-16,990","-13,488","-6,838","1,541",,,,,
14970,ILLINOIS                 ,STEPHENSON,"16,849","-23,620","22,135","58,497","93,816",,,,,
14980,ILLINOIS                 ,TAZEWELL,"-341,736","-432,665","-357,795","-155,890","-18,862",,,,,
14981,ILLINOIS                 ,UNION,"-14,866","-13,666","9,791",780,"-8,550",,,,,
14982,ILLINOIS                 ,VERMILION,"-2,656","21,569","-105,030","-116,209","-151,234",,,,,
14983,ILLINOIS                 ,WABASH,"2,595","5,851","6,673",-88,"5,775",,,,,
14984,ILLINOIS                 ,WARREN,"12,190","6,654","19,312","22,193","17,972",,,,,
14985,ILLINOIS                 ,WASHINGTON,"8,816","9,454","12,787","3,238","-5,356",,,,,
14986,ILLINOIS                 ,WAYNE,"6,563","12,925","14,469","4,741","1,648",,,,,
14987,ILLINOIS                 ,WHITE,"-9,621","8,187","11,580",-232,"11,992",,,,,
14988,ILLINOIS                 ,WHITESIDE,"264,059","290,558","320,280","147,831","164,003",,,,,
14989,ILLINOIS                 ,WILL,"-70,909","-317,942","-518,206","-512,014","-310,163",,,,,
14990,ILLINOIS                 ,WILLIAMSON,"-103,744","-67,520","-7,555","-39,114","-39,655",,,,,
14991,ILLINOIS                 ,WINNEBAGO,"-233,619","-511,133","-397,089","-254,836","-97,595",,,,,
14992,ILLINOIS                 ,WOODFORD,"-48,541","-72,206","-71,185","-36,393","-12,481",,,,,
15000,INDIANA                  ,ADAMS,"20,036","16,196","2,560",417,"-1,570",,,,,
15010,INDIANA                  ,ALLEN,"352,137","280,695","67,025","-5,856","-24,300",,,,,
15020,INDIANA                  ,BARTHOLOMEW,"65,959","152,252","181,663","173,148","95,225",,,,,
15030,INDIANA                  ,BENTON,"17,892","18,044","14,937","10,520","4,865",,,,,
15040,INDIANA                  ,BLACKFORD,"67,632","47,545","50,379","44,128","33,629",,,,,
15050,INDIANA                  ,BOONE,"66,854","107,782","129,729","122,939","54,448",,,,,
15060,INDIANA                  ,BROWN,"10,385","16,582","22,254","22,682","11,371",,,,,
15070,INDIANA                  ,CARROLL,"22,471","12,304","20,461","14,194","13,922",,,,,
15080,INDIANA                  ,CASS,"-43,377","-43,719",-989,"-13,898","12,272",,,,,
15090,INDIANA                  ,CLARK,"-302,338","-169,021","-144,599","-148,167","-135,551",,,,,
15100,INDIANA                  ,CLAY,"33,898","42,625","53,369","62,061","26,777",,,,,
15110,INDIANA                  ,CLINTON,"36,771","53,619","47,336","49,958","24,911",,,,,
15120,INDIANA                  ,CRAWFORD,"-18,114","-8,662","-8,154","-10,175","-8,098",,,,,
15130,INDIANA                  ,DAVIESS,"-16,992","-9,378","-3,064","-22,615","6,840",,,,,
15140,INDIANA                  ,DEARBORN,"-53,136","-38,432","-61,770","-17,539","-11,536",,,,,
15150,INDIANA                  ,DECATUR,"16,226","29,307","41,524","33,024","16,817",,,,,
15160,INDIANA                  ,DE KALB,"-17,705","-12,157","-5,175","-16,552","-4,466",,,,,
15170,INDIANA                  ,DELAWARE,"797,347","571,729","549,154","571,315","407,324",,,,,
15180,INDIANA                  ,DUBOIS,-91,"3,020","21,466","-8,341","44,746",,,,,
15190,INDIANA                  ,ELKHART,"-345,467","-331,276","-357,307","-303,864","-267,119",,,,,
15200,INDIANA                  ,FAYETTE,"-29,245","-52,544","-145,050","-117,234","-107,152",,,,,
15210,INDIANA                  ,FLOYD,"-213,185","-127,928","-100,781","-103,500","-98,417",,,,,
15220,INDIANA                  ,FOUNTAIN,"21,294","21,729","15,582","3,373","1,802",,,,,
15230,INDIANA                  ,FRANKLIN,"-12,960","-14,045","-21,494","-12,057","-10,049",,,,,
15240,INDIANA                  ,FULTON,"-16,780","-7,892","-17,643","-13,889","-10,410",,,,,
15250,INDIANA                  ,GIBSON,"8,445","15,279","20,165","4,972","29,229",,,,,
15260,INDIANA                  ,GRANT,"126,556","134,260","173,279","181,459","101,012",,,,,
15270,INDIANA                  ,GREENE,"14,960","32,620","43,720","45,172","15,616",,,,,
15280,INDIANA                  ,HAMILTON,"177,588","301,380","373,281","355,343","180,631",,,,,
15290,INDIANA                  ,HANCOCK,"88,833","125,958","147,573","145,126","69,748",,,,,
15300,INDIANA                  ,HARRISON,"-86,309","-52,193","-46,996","-51,727","-48,076",,,,,
15310,INDIANA                  ,HENDRICKS,"144,524","217,077","264,423","253,967","115,851",,,,,
15320,INDIANA                  ,HENRY,"153,615","163,027","199,695","184,612","114,327",,,,,
15330,INDIANA                  ,HOWARD,"-168,632","-259,463","23,723","50,672","145,006",,,,,
15340,INDIANA                  ,HUNTINGTON,"57,267","48,677","13,594","1,029","-2,102",,,,,
15350,INDIANA                  ,JACKSON,"-197,148","-153,696","-141,523","-148,180","-147,356",,,,,
15360,INDIANA                  ,JASPER,"-2,117","10,589","9,896","7,997","-4,102",,,,,
15370,INDIANA                  ,JAY,"74,551","53,067","35,720","48,185","33,679",,,,,
15380,INDIANA                  ,JEFFERSON,"-67,006","-40,610","-53,738","-25,470","-16,753",,,,,
15390,INDIANA                  ,JENNINGS,"-29,921","-17,382","-2,865","2,207","-12,864",,,,,
15400,INDIANA                  ,JOHNSON,"181,761","296,382","354,696","336,989","158,036",,,,,
15410,INDIANA                  ,KNOX,-219,"22,266","14,812","3,232","8,002",,,,,
15420,INDIANA                  ,KOSCIUSKO,"-76,215","-73,967","-101,209","-105,481","-115,298",,,,,
15430,INDIANA                  ,LAGRANGE,"-6,326","-7,081","-13,338","-13,634","-7,878",,,,,
15440,INDIANA                  ,LAKE,"-122,817","-377,360","-347,781","-408,545","-380,288",,,,,
15450,INDIANA                  ,LA PORTE,"-35,357","11,861","-36,577","16,584",-79,,,,,
15460,INDIANA                  ,LAWRENCE,"17,594","33,808","47,084","61,685","31,703",,,,,
15470,INDIANA                  ,MADISON,"435,914","572,247","679,522","652,545","414,645",,,,,
15480,INDIANA                  ,MARION,"897,795","1,368,644","1,631,756","1,499,539","691,916",,,,,
15490,INDIANA                  ,MARSHALL,"-88,843","-81,548","-88,182","-66,616","-60,469",,,,,
15500,INDIANA                  ,MARTIN,-654,377,"3,446","-3,338","10,898",,,,,
15510,INDIANA                  ,MIAMI,"-4,723","-3,334","15,746","19,395","22,538",,,,,
15520,INDIANA                  ,MONROE,"67,223","104,317","141,419","165,056","92,334",,,,,
15530,INDIANA                  ,MONTGOMERY,"35,109","42,356","47,026","30,589","25,651",,,,,
15540,INDIANA                  ,MORGAN,"89,754","154,208","194,691","181,363","85,891",,,,,
15550,INDIANA                  ,NEWTON,"12,196","6,796","12,126","2,863","-4,890",,,,,
15560,INDIANA                  ,NOBLE,-74,"6,830","-7,350","-11,297","4,770",,,,,
15570,INDIANA                  ,OHIO,"-7,923","-5,225","-8,750","-1,823","-1,863",,,,,
15580,INDIANA                  ,ORANGE,"-1,285","1,817","3,870","7,943","6,155",,,,,
15590,INDIANA                  ,OWEN,"18,414","24,016","34,689","39,623","20,359",,,,,
15600,INDIANA                  ,PARKE,"22,456","30,003","32,551","36,689","13,599",,,,,
15610,INDIANA                  ,PERRY,"-7,362","-6,404","-3,042","-7,491","1,144",,,,,
15620,INDIANA                  ,PIKE,412,"2,338","6,922","-3,316","15,124",,,,,
15630,INDIANA                  ,PORTER,"-258,630","109,213","170,020","153,251","35,893",,,,,
15640,INDIANA                  ,POSEY,"8,492","11,546","15,947","5,349","22,809",,,,,
15650,INDIANA                  ,PULASKI,"-1,511","7,612","4,676","1,605",737,,,,,
15660,INDIANA                  ,PUTNAM,"27,125","47,319","55,059","55,926","25,109",,,,,
15670,INDIANA                  ,RANDOLPH,"63,753","56,521","49,978","56,700","52,974",,,,,
15680,INDIANA                  ,RIPLEY,"-13,987","-5,314","-10,685",719,-215,,,,,
15690,INDIANA                  ,RUSH,"17,894","25,879","31,711","31,323","13,339",,,,,
15700,INDIANA                  ,ST. JOSEPH,"-570,811","-542,527","-595,169","-294,962","-309,660",,,,,
15710,INDIANA                  ,SCOTT,"-52,683","-38,208","-31,079","-34,796","-30,576",,,,,
15720,INDIANA                  ,SHELBY,"80,158","119,360","152,128","133,594","62,436",,,,,
15730,INDIANA                  ,SPENCER,-563,"-1,163","5,479","-5,655","14,357",,,,,
15740,INDIANA                  ,STARKE,"-20,158","5,551","3,299","8,561","3,528",,,,,
15750,INDIANA                  ,STEUBEN,"15,048","18,845","2,724","-5,536",-893,,,,,
15760,INDIANA                  ,SULLIVAN,"18,418","22,876","20,077","22,773","7,722",,,,,
15770,INDIANA                  ,SWITZERLAND,"-12,561","-11,218","-14,334","-6,010","-3,464",,,,,
15780,INDIANA                  ,TIPPECANOE,"230,817","191,187","165,140","133,245","95,689",,,,,
15790,INDIANA                  ,TIPTON,"1,764","8,830","23,773","18,244","16,847",,,,,
15800,INDIANA                  ,UNION,"-12,514","-7,104","-15,249","-5,824","-5,453",,,,,
15810,INDIANA                  ,VANDERBURGH,"66,427","93,681","135,706","32,455","177,787",,,,,
15820,INDIANA                  ,VERMILLION,"22,867","30,607","28,921","26,535","10,350",,,,,
15830,INDIANA                  ,VIGO,"164,699","194,002","215,727","222,790","98,327",,,,,
15840,INDIANA                  ,WABASH,"21,889","20,611","4,560","1,081","-5,732",,,,,
15850,INDIANA                  ,WARREN,"8,752","11,721","5,642","3,281","1,460",,,,,
15860,INDIANA                  ,WARRICK,"16,930","28,333","41,254","11,065","60,676",,,,,
15870,INDIANA                  ,WASHINGTON,"-45,834","-27,405","-26,104","-26,271","-22,618",,,,,
15880,INDIANA                  ,WAYNE,"-114,810","-78,104","-146,228","-23,140","-23,789",,,,,
15890,INDIANA                  ,WELLS,"31,236","30,063","8,123",-649,"-4,436",,,,,
15900,INDIANA                  ,WHITE,"46,975","41,635","33,636","23,400","14,252",,,,,
15910,INDIANA                  ,WHITLEY,"33,691","25,050","5,854","-2,453","-2,798",,,,,
16000,IOWA                     ,ADAIR,"-12,053","-12,557","-11,549","-12,577","-7,648",,,,,
16010,IOWA                     ,ADAMS,"-15,089","-7,502","-6,553","-7,157","-1,977",,,,,
16020,IOWA                     ,ALLAMAKEE,"-20,813","-20,734","-16,962","-10,527","-29,742",,,,,
16030,IOWA                     ,APPANOOSE,"-19,739","-24,287","-20,677","-20,951","-6,872",,,,,
16040,IOWA                     ,AUDUBON,"-3,235","-6,751","-8,303","-11,425","-3,957",,,,,
16050,IOWA                     ,BENTON,"-35,905","-27,803","-14,193","-16,622","-15,831",,,,,
16060,IOWA                     ,BLACK HAWK,"-227,497","-91,126","153,546","74,644","108,359",,,,,
16070,IOWA                     ,BOONE,"-17,683","-27,365","-55,926","-47,929","-27,509",,,,,
16080,IOWA                     ,BREMER,"-43,210","-11,829","28,577","15,801","20,447",,,,,
16090,IOWA                     ,BUCHANAN,"-28,503","-13,154","8,358",295,"6,325",,,,,
16100,IOWA                     ,BUENA VISTA,"-2,484","-2,810","-6,035","-12,585",-316,,,,,
16110,IOWA                     ,BUTLER,"-76,972","-27,530","13,076","7,248","14,161",,,,,
16120,IOWA                     ,CALHOUN,"-38,144","-34,993","-43,342","-36,257","-2,899",,,,,
16130,IOWA                     ,CARROLL,"-50,337","-32,618","-36,308","-42,332","-9,140",,,,,
16140,IOWA                     ,CASS,"3,048","-3,663","-5,145","-16,804","-12,846",,,,,
16150,IOWA                     ,CEDAR,"18,346","22,129","15,698","-5,686",-800,,,,,
16160,IOWA                     ,CERRO GORDO,"-495,974","-175,254","11,563","6,873","31,290",,,,,
16170,IOWA                     ,CHEROKEE,"-3,472","1,355","-7,487","-12,512",-199,,,,,
16180,IOWA                     ,CHICKASAW,"-31,225","-10,745","11,099","11,199","12,076",,,,,
16190,IOWA                     ,CLARKE,"-8,427","-10,965","-9,332","-9,780","-7,574",,,,,
16200,IOWA                     ,CLAY,"-40,591","-8,100","-18,259","-16,651","10,203",,,,,
16210,IOWA                     ,CLAYTON,"-18,478","-10,825","-1,823","-2,322","-3,806",,,,,
16220,IOWA                     ,CLINTON,"147,039","211,813","186,167","74,575","87,973",,,,,
16230,IOWA                     ,CRAWFORD,"-1,200","-3,364","-3,421","-14,020","-9,550",,,,,
16240,IOWA                     ,DALLAS,"-39,905","-47,087","-54,029","-68,930","-50,799",,,,,
16250,IOWA                     ,DAVIS,"-16,760","-14,781","-7,812","-8,484","-3,141",,,,,
16260,IOWA                     ,DECATUR,"-9,377","-8,867","-14,474","-16,228","-6,721",,,,,
16270,IOWA                     ,DELAWARE,"-22,146","-12,632","-7,870","-10,259",608,,,,,
16280,IOWA                     ,DES MOINES,"153,891","136,724","39,667","-81,093","-42,038",,,,,
16290,IOWA                     ,DICKINSON,"-28,037","-1,659","-19,272","-16,604","12,601",,,,,
16300,IOWA                     ,DUBUQUE,"-60,869","57,430","82,162","83,393","113,057",,,,,
16310,IOWA                     ,EMMET,"2,567","5,236","-1,094","1,220","1,977",,,,,
16320,IOWA                     ,FAYETTE,"-25,314","-12,957","4,379","2,091","1,098",,,,,
16330,IOWA                     ,FLOYD,"-126,104","-41,869","5,159","7,733","12,041",,,,,
16340,IOWA                     ,FRANKLIN,"-63,538","-25,452","-1,548",332,"3,644",,,,,
16350,IOWA                     ,FREMONT,"-1,012","-1,411","-3,334","-11,174","-9,356",,,,,
16360,IOWA                     ,GREENE,"-9,394","-13,900","-22,884","-18,437","-9,137",,,,,
16370,IOWA                     ,GRUNDY,"-15,596","-12,736",610,"-4,973","1,378",,,,,
16380,IOWA                     ,GUTHRIE,"-11,696","-14,922","-17,890","-25,215","-12,842",,,,,
16390,IOWA                     ,HAMILTON,"-14,466","-29,389","-38,088","-38,552","-16,692",,,,,
16400,IOWA                     ,HANCOCK,"-74,659","-29,898","-1,943",307,"5,487",,,,,
16410,IOWA                     ,HARDIN,"-42,028","-30,583","-42,298","-39,401","-13,298",,,,,
16420,IOWA                     ,HARRISON,"16,470","1,305","-3,087","-36,224","-28,947",,,,,
16430,IOWA                     ,HENRY,"21,259","18,457","6,318","-23,205","-14,739",,,,,
16440,IOWA                     ,HOWARD,"-19,247","-9,539","2,916","3,997","3,098",,,,,
16450,IOWA                     ,HUMBOLDT,"-23,024","-29,033","-27,207","-22,425","-4,896",,,,,
16460,IOWA                     ,IDA,"3,302",493,"-4,674","-8,925","-3,097",,,,,
16470,IOWA                     ,IOWA,"3,790",-210,"-3,672","-17,925","-16,339",,,,,
16480,IOWA                     ,JACKSON,"18,946","36,569","37,445","25,983","24,664",,,,,
16490,IOWA                     ,JASPER,"-43,488","-27,024","-28,280","-36,645",555,,,,,
16500,IOWA                     ,JEFFERSON,"-4,474","-3,370","-2,551","-12,823","-5,854",,,,,
16510,IOWA                     ,JOHNSON,"100,084","71,681","8,994","-126,341","-95,425",,,,,
16520,IOWA                     ,JONES,"-27,452","-19,554","-7,572","-10,956","-10,244",,,,,
16530,IOWA                     ,KEOKUK,-508,"-2,930","-3,341","-17,514","-10,916",,,,,
16540,IOWA                     ,KOSSUTH,"-74,021","-28,315","-4,264","-1,151","4,707",,,,,
16550,IOWA                     ,LEE,"-34,048","5,446","-17,475","-59,650","-5,567",,,,,
16560,IOWA                     ,LINN,"-239,277","-176,194","-84,151","-100,206","-99,359",,,,,
16570,IOWA                     ,LOUISA,"16,967","15,528","8,722","-11,057","-5,777",,,,,
16580,IOWA                     ,LUCAS,"-7,231","-13,968","-15,273","-18,744","-8,091",,,,,
16590,IOWA                     ,LYON,"32,873","33,304",-236,-475,-198,,,,,
16600,IOWA                     ,MADISON,"-13,071","-17,943","-23,430","-20,807","-14,442",,,,,
16610,IOWA                     ,MAHASKA,"-24,626","-26,942","-20,602","-28,617","-18,835",,,,,
16620,IOWA                     ,MARION,"-28,735","-41,425","-40,710","-43,880","-25,132",,,,,
16630,IOWA                     ,MARSHALL,"-26,327","-106,452","-130,022","-119,743","-69,258",,,,,
16640,IOWA                     ,MILLS,"10,591","1,185","-1,419","-22,340","-19,282",,,,,
16650,IOWA                     ,MITCHELL,"-29,402","-13,399","13,598","14,611","10,872",,,,,
16660,IOWA                     ,MONONA,"13,693","-2,180","-5,259","-12,670","-4,165",,,,,
16670,IOWA                     ,MONROE,"-14,909","-16,798","-10,691","-8,290","-5,951",,,,,
16680,IOWA                     ,MONTGOMERY,"4,434",-303,"-3,167","-11,633","-10,850",,,,,
16690,IOWA                     ,MUSCATINE,"35,124","57,187","55,358","-1,800","25,551",,,,,
16700,IOWA                     ,O'BRIEN,"9,032","13,564","-2,308","-5,400","1,245",,,,,
16710,IOWA                     ,OSCEOLA,"8,193","10,103",-592,"-1,708",570,,,,,
16720,IOWA                     ,PAGE,"5,084","4,718",715,"-14,444","-14,250",,,,,
16730,IOWA                     ,PALO ALTO,"-23,967","-7,991","-2,275","-3,379","2,037",,,,,
16740,IOWA                     ,PLYMOUTH,"13,936","9,450","-9,666","-14,846","-3,426",,,,,
