AGED -- REPRICING ADJUSTMENTS TO THE 2009-2013 OUTPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART B REIMBURSEMENT,,,,,,,,,
45000,TEXAS                    ,ANDERSON,"-92,742","4,844","33,568","-33,539","-51,188",,,,,
45010,TEXAS                    ,ANDREWS,"-2,264","-19,521","-22,318","-49,549","-27,802",,,,,
45020,TEXAS                    ,ANGELINA,"-196,031","-114,177","-236,306","-291,263","-235,266",,,,,
45030,TEXAS                    ,ARANSAS,"11,616","2,576","11,079","2,035","8,438",,,,,
45040,TEXAS                    ,ARCHER,"4,730","-7,094","-20,601","-22,683","-3,093",,,,,
45050,TEXAS                    ,ARMSTRONG,"-10,959","-6,557","-6,067","-4,904","-1,985",,,,,
45060,TEXAS                    ,ATASCOSA,"-14,043","-19,210","-31,583","-27,637","-11,879",,,,,
45070,TEXAS                    ,AUSTIN,"-40,458","-66,674","-69,855","-79,583","-44,017",,,,,
45080,TEXAS                    ,BAILEY,"1,494",751,"-2,315","-4,088","-4,334",,,,,
45090,TEXAS                    ,BANDERA,"-33,167","-34,503","-48,649","-44,149","-38,790",,,,,
45100,TEXAS                    ,BASTROP,"-36,735","-39,553","-34,664","-52,643","-54,075",,,,,
45110,TEXAS                    ,BAYLOR,"-4,078","-6,068","-16,448","-30,168","-6,977",,,,,
45113,TEXAS                    ,BEE,"-4,104","-1,912","-1,017","-10,740","-5,295",,,,,
45120,TEXAS                    ,BELL,"849,059","949,928","520,188","-526,312","146,976",,,,,
45130,TEXAS                    ,BEXAR,"-277,941","-372,055","-689,691","-592,397","-303,754",,,,,
45140,TEXAS                    ,BLANCO,"13,912","10,554","-13,871","-14,524","-9,938",,,,,
45150,TEXAS                    ,BORDEN,-6,-510,-362,-174,-708,,,,,
45160,TEXAS                    ,BOSQUE,"-3,387","24,614","9,011","-32,157","9,872",,,,,
45170,TEXAS                    ,BOWIE,"-119,378","-93,076","-56,046","-91,740","-85,524",,,,,
45180,TEXAS                    ,BRAZORIA,"-255,935","-328,884","-343,025","-404,946","-294,434",,,,,
45190,TEXAS                    ,BRAZOS,"-80,950","-83,509","-128,234","-186,028","-154,230",,,,,
45200,TEXAS                    ,BREWSTER,"-5,220","-2,386","-5,732","-7,524","-14,339",,,,,
45201,TEXAS                    ,BRISCOE,"-3,944","-1,702","-3,066","-2,867","-1,920",,,,,
45210,TEXAS                    ,BROOKS,"-1,991","-2,217","-2,836","-7,085","-3,183",,,,,
45220,TEXAS                    ,BROWN,"-38,483","-17,270","-50,016","-90,760","-75,983",,,,,
45221,TEXAS                    ,BURLESON,"-12,399","-13,998","-18,123","-34,309","-25,563",,,,,
45222,TEXAS                    ,BURNET,"-21,984","-9,775","-31,350","-64,377","-62,045",,,,,
45223,TEXAS                    ,CALDWELL,"-9,899","-13,663","-12,079","-21,506","-21,756",,,,,
45224,TEXAS                    ,CALHOUN,"-6,963","-4,294","-5,880","-25,544","-42,767",,,,,
45230,TEXAS                    ,CALLAHAN,"-36,328","-32,544","-50,527","-85,220","-56,484",,,,,
45240,TEXAS                    ,CAMERON,"-1,433,515","-1,601,299","-1,727,586","-1,537,045","-701,057",,,,,
45250,TEXAS                    ,CAMP,"-49,937","-29,649","-32,798","-19,791","-20,286",,,,,
45251,TEXAS                    ,CARSON,"-19,739","-14,266","-10,963","-14,366","-5,216",,,,,
45260,TEXAS                    ,CASS,"-54,349","-32,281","-42,633","-56,148","-51,496",,,,,
45270,TEXAS                    ,CASTRO,"-4,827","-3,871","-8,705","-7,995","-3,535",,,,,
45280,TEXAS                    ,CHAMBERS,"13,760","13,905","12,565","-2,489","4,809",,,,,
45281,TEXAS                    ,CHEROKEE,"-73,624","-7,923","-1,561","-64,025","-59,712",,,,,
45290,TEXAS                    ,CHILDRESS,"-12,846","-7,137","-8,222","-10,122","-6,100",,,,,
45291,TEXAS                    ,CLAY,"5,204","-7,088","-18,599","-28,823","-6,911",,,,,
45292,TEXAS                    ,COCHRAN,"1,032","1,089",-743,"-1,789","-1,821",,,,,
45300,TEXAS                    ,COKE,"6,910","13,193","5,245","4,099","4,417",,,,,
45301,TEXAS                    ,COLEMAN,"-13,669","-9,168","-21,321","-29,785","-22,783",,,,,
45310,TEXAS                    ,COLLIN,"-411,156","-355,208","-338,844","-365,465","-328,153",,,,,
45311,TEXAS                    ,COLLINGSWORTH,"-12,777","-4,571","-7,383","-10,019","-5,121",,,,,
45312,TEXAS                    ,COLORADO,"-51,342","-124,714","-131,892","-145,911","-34,891",,,,,
45320,TEXAS                    ,COMAL,"-42,929","-57,781","-120,792","-103,580","-62,702",,,,,
45321,TEXAS                    ,COMANCHE,"-25,315","-9,504","-23,228","-32,210","-21,139",,,,,
45330,TEXAS                    ,CONCHO,"3,245","6,511","3,193","3,908","2,804",,,,,
45340,TEXAS                    ,COOKE,"-45,721","-25,195","-33,512","-41,724","-32,707",,,,,
45341,TEXAS                    ,CORYELL,"133,178","152,028","85,134","-82,533","24,267",,,,,
45350,TEXAS                    ,COTTLE,"-2,631",-896,"-2,369","-4,574","-1,695",,,,,
45360,TEXAS                    ,CRANE,533,-799,-320,"-4,324","-2,579",,,,,
45361,TEXAS                    ,CROCKETT,"2,824","6,713","2,616","3,458","2,649",,,,,
45362,TEXAS                    ,CROSBY,"6,845","2,174",35,374,"-2,507",,,,,
45370,TEXAS                    ,CULBERSON,"-4,148","-1,789","-3,980","-4,040","-3,804",,,,,
45380,TEXAS                    ,DALLAM,"-16,170","-13,029","-11,840","-15,877","-7,322",,,,,
45390,TEXAS                    ,DALLAS,"-1,609,501","-1,281,737","-1,252,241","-1,224,095","-1,013,550",,,,,
45391,TEXAS                    ,DAWSON,"-2,092","1,289","-4,782","-13,588","-12,197",,,,,
45392,TEXAS                    ,DEAF SMITH,"-36,971","-25,412","-21,650","-27,839","-12,608",,,,,
45400,TEXAS                    ,DELTA,"-7,745","11,651","-7,985","-9,782","-7,271",,,,,
45410,TEXAS                    ,DENTON,"-255,319","-205,990","-202,278","-207,775","-194,203",,,,,
45420,TEXAS                    ,DEWITT,"-5,177","3,099","-6,545","-29,213","-40,624",,,,,
45421,TEXAS                    ,DICKENS,"3,193",959,-144,334,"-1,498",,,,,
45430,TEXAS                    ,DIMMIT,"-2,024","6,685","1,995","-1,450","2,027",,,,,
45431,TEXAS                    ,DONLEY,"-20,370","-11,976","-9,001","-6,916","-4,839",,,,,
45440,TEXAS                    ,DUVAL,"-2,576",874,-641,"-3,864","-1,362",,,,,
45450,TEXAS                    ,EASTLAND,"-38,157","-26,772","-40,916","-64,697","-50,018",,,,,
45451,TEXAS                    ,ECTOR,"63,288","-35,973","45,141","-86,885","-47,249",,,,,
45460,TEXAS                    ,EDWARDS,"-7,372","-7,824","-11,490","-12,812","-7,771",,,,,
45470,TEXAS                    ,ELLIS,"-147,675","-111,959","-109,644","-105,288","-95,603",,,,,
45480,TEXAS                    ,EL PASO,"-943,104","-812,383","-660,702","-642,904","-432,770",,,,,
45490,TEXAS                    ,ERATH,"-29,400","-4,747","-2,144","-17,029","-8,001",,,,,
45500,TEXAS                    ,FALLS,"23,257","36,130","13,129","-27,351","11,091",,,,,
45510,TEXAS                    ,FANNIN,"-42,790","-6,358","-20,719","-17,239","-18,575",,,,,
45511,TEXAS                    ,FAYETTE,"-36,014","-48,759","-58,790","-69,670","-40,968",,,,,
45520,TEXAS                    ,FISHER,"-6,264","-7,990","-15,053","-21,135","-12,865",,,,,
45521,TEXAS                    ,FLOYD,"2,381",437,"-2,560","-4,461","-5,010",,,,,
45522,TEXAS                    ,FOARD,446,"-1,841","-1,450","-3,080","-1,301",,,,,
45530,TEXAS                    ,FORT BEND,"-197,928","-246,443","-264,421","-338,332","-266,247",,,,,
45531,TEXAS                    ,FRANKLIN,"-52,502","-34,047","-30,306","-22,863","-18,989",,,,,
45540,TEXAS                    ,FREESTONE,"-20,971","-1,276","-11,814","-21,352","-15,384",,,,,
45541,TEXAS                    ,FRIO,"-7,613","-5,175","-9,776","-11,598","-6,539",,,,,
45542,TEXAS                    ,GAINES,"5,574",158,"-3,614","-4,165","-4,745",,,,,
45550,TEXAS                    ,GALVESTON,"-309,793","-404,808","-405,572","-510,319","-393,352",,,,,
45551,TEXAS                    ,GARZA,"3,330","1,384",-178,-284,"-1,316",,,,,
45552,TEXAS                    ,GILLESPIE,"115,980","92,462","-74,251","-68,193","-42,399",,,,,
45560,TEXAS                    ,GLASSCOCK,-858,-605,"-1,657","-5,688","-3,901",,,,,
45561,TEXAS                    ,GOLIAD,"2,798","1,603","-2,356","-11,414","-19,786",,,,,
45562,TEXAS                    ,GONZALES,"-13,601","-9,107","-16,976","-24,189","-16,410",,,,,
45563,TEXAS                    ,GRAY,"-102,765","-64,610","-57,227","-63,502","-27,173",,,,,
45564,TEXAS                    ,GRAYSON,"-194,937","-74,580","-65,781","-39,070","-69,358",,,,,
45570,TEXAS                    ,GREGG,"-249,060","-108,919","-250,624","-357,363","-315,991",,,,,
45580,TEXAS                    ,GRIMES,"-23,289","-21,221","-30,412","-44,866","-34,781",,,,,
45581,TEXAS                    ,GUADALUPE,"-33,970","-45,732","-82,305","-82,530","-46,339",,,,,
45582,TEXAS                    ,HALE,"2,849","2,476","-10,835","-21,312","-20,913",,,,,
45583,TEXAS                    ,HALL,"-9,427","-8,861","-7,801","-8,114","-4,058",,,,,
45590,TEXAS                    ,HAMILTON,"-1,301","6,692","-1,323","-18,604","-3,783",,,,,
45591,TEXAS                    ,HANSFORD,"-13,082","-12,817","-9,231","-11,985","-3,883",,,,,
45592,TEXAS                    ,HARDEMAN,-896,"-5,880","-9,204","-10,194","-3,941",,,,,
45600,TEXAS                    ,HARDIN,"179,612","189,702","182,196","145,226","154,163",,,,,
45610,TEXAS                    ,HARRIS,"-1,932,087","-2,371,360","-2,509,935","-3,036,466","-2,293,738",,,,,
45620,TEXAS                    ,HARRISON,"-83,928","-69,702","-136,518","-164,819","-110,223",,,,,
45621,TEXAS                    ,HARTLEY,"-1,842","-1,234","-1,874","-1,406",-657,,,,,
45630,TEXAS                    ,HASKELL,"-16,174","-20,457","-29,504","-44,173","-28,768",,,,,
45631,TEXAS                    ,HAYS,"-42,378","-48,422","-55,063","-70,292","-83,862",,,,,
45632,TEXAS                    ,HEMPHILL,"-6,705","-4,569","-5,283","-5,558","-2,564",,,,,
45640,TEXAS                    ,HENDERSON,"-182,665","-73,171","-42,662","-104,725","-128,364",,,,,
45650,TEXAS                    ,HIDALGO,"-1,768,895","-1,558,029","-1,533,949","-1,381,920","-856,172",,,,,
45651,TEXAS                    ,HILL,"35,180","53,547","38,951","11,002","49,862",,,,,
45652,TEXAS                    ,HOCKLEY,"10,862","8,353","-4,260","-8,703","-11,534",,,,,
45653,TEXAS                    ,HOOD,"55,584","119,101","145,630","150,114","148,658",,,,,
45654,TEXAS                    ,HOPKINS,"-56,187","-17,450","-30,972","-48,781","-41,901",,,,,
45660,TEXAS                    ,HOUSTON,"-43,352","-14,610","-22,951","-35,171","-30,139",,,,,
45661,TEXAS                    ,HOWARD,"25,699","31,923","30,074","-37,566","-101,131",,,,,
45662,TEXAS                    ,HUDSPETH,"-3,325","-3,661","-3,083","-3,219","-2,299",,,,,
45670,TEXAS                    ,HUNT,"-128,864","-99,100","-112,314","-112,736","-93,671",,,,,
45671,TEXAS                    ,HUTCHINSON,"-59,946","-42,452","-33,618","-40,575","-19,030",,,,,
45672,TEXAS                    ,IRION,"2,277","4,819","2,527","2,035","2,098",,,,,
45680,TEXAS                    ,JACK,"-7,371",-722,"-7,425","-4,967","4,071",,,,,
45681,TEXAS                    ,JACKSON,"-3,599","-5,374","-10,399","-21,869","-28,826",,,,,
45690,TEXAS                    ,JASPER,"66,546","112,976","68,975","31,732","60,162",,,,,
45691,TEXAS                    ,JEFF DAVIS,"-1,782","-2,271",-856,"-3,911","-2,208",,,,,
45700,TEXAS                    ,JEFFERSON,"738,786","916,258","687,387","517,872","583,652",,,,,
45710,TEXAS                    ,JIM HOGG,"-7,096","-4,771","-2,722","-2,821",-394,,,,,
45711,TEXAS                    ,JIM WELLS,"-7,964",625,337,"-16,528","-5,337",,,,,
45720,TEXAS                    ,JOHNSON,"-102,081","-21,806","-24,631","-28,145","-21,704",,,,,
45721,TEXAS                    ,JONES,"-42,019","-37,952","-58,554","-79,643","-75,940",,,,,
45722,TEXAS                    ,KARNES,"-3,841","-4,192","-10,774","-11,328","-8,687",,,,,
45730,TEXAS                    ,KAUFMAN,"-198,330","-138,074","-139,146","-145,939","-134,143",,,,,
45731,TEXAS                    ,KENDALL,"-16,109","-20,344","-49,970","-51,791","-27,004",,,,,
45732,TEXAS                    ,KENEDY,-70,-283,33,-575,113,,,,,
45733,TEXAS                    ,KENT,-468,-967,-645,-894,-643,,,,,
45734,TEXAS                    ,KERR,"-344,165","-377,160","-507,319","-464,136","-403,511",,,,,
45740,TEXAS                    ,KIMBLE,"-3,738","-3,815","-10,123","-13,638","-10,101",,,,,
45741,TEXAS                    ,KING,-39,-26,-504,-392,-19,,,,,
45742,TEXAS                    ,KINNEY,"1,333","2,547","2,631","2,079","2,093",,,,,
45743,TEXAS                    ,KLEBERG,488,"3,215","1,180","-7,039","1,175",,,,,
45744,TEXAS                    ,KNOX,"-8,422","-7,700","-12,074","-16,863","-16,089",,,,,
45750,TEXAS                    ,LAMAR,"24,019","272,318","-34,039","-36,926","-31,822",,,,,
45751,TEXAS                    ,LAMB,"6,748","3,304","-3,605","-4,631","-7,240",,,,,
45752,TEXAS                    ,LAMPASAS,"54,298","59,218","30,993","-43,093","4,882",,,,,
45753,TEXAS                    ,LA SALLE,"-4,168","-2,085","-2,785","-2,944","-2,062",,,,,
45754,TEXAS                    ,LAVACA,"-2,319",-792,"-12,101","-34,667","-55,335",,,,,
45755,TEXAS                    ,LEE,"-10,136","-6,699","-11,823","-20,142","-19,326",,,,,
45756,TEXAS                    ,LEON,"-30,113","-18,686","-20,909","-42,515","-31,314",,,,,
45757,TEXAS                    ,LIBERTY,"-53,347","-52,750","-57,187","-84,029","-53,411",,,,,
45758,TEXAS                    ,LIMESTONE,"8,404","7,146","-17,615","-28,613","-4,584",,,,,
45759,TEXAS                    ,LIPSCOMB,"-2,515","-7,335","-4,864","-4,635","-1,690",,,,,
45760,TEXAS                    ,LIVE OAK,"-2,092",-655,"-1,534","-4,312",-772,,,,,
45761,TEXAS                    ,LLANO,"-2,480","4,118","-24,495","-47,021","-38,901",,,,,
45762,TEXAS                    ,LOVING,-25,-53,-49,-34,-22,,,,,
45770,TEXAS                    ,LUBBOCK,"182,756","59,020","-11,891","1,360","-85,823",,,,,
45771,TEXAS                    ,LYNN,"5,047","1,369",-436,-550,"-3,013",,,,,
45772,TEXAS                    ,MCCULLOCH,"7,091","12,712",653,"-3,877",324,,,,,
45780,TEXAS                    ,MCLENNAN,"64,603","147,833","-9,077","-263,986","162,765",,,,,
45781,TEXAS                    ,MCMULLEN,-609,"-1,382","-1,263",-620,-589,,,,,
45782,TEXAS                    ,MADISON,"-11,898","-10,366","-16,657","-17,780","-18,928",,,,,
45783,TEXAS                    ,MARION,"-16,072","-14,462","-29,595","-32,879","-26,031",,,,,
45784,TEXAS                    ,MARTIN,"-5,091","-9,225","-9,975","-17,707","-18,958",,,,,
45785,TEXAS                    ,MASON,"10,025","11,343","-9,731","-10,102","-5,575",,,,,
45790,TEXAS                    ,MATAGORDA,"-237,158","-254,944","-269,223","-325,540","-231,998",,,,,
45791,TEXAS                    ,MAVERICK,"-33,177","-21,322","-52,328","-37,329","-18,585",,,,,
45792,TEXAS                    ,MEDINA,"-8,893","-17,279","-24,031","-23,589","-11,253",,,,,
45793,TEXAS                    ,MENARD,"1,302","6,878",961,-628,437,,,,,
45794,TEXAS                    ,MIDLAND,"-270,230","-248,510","-366,986","-595,721","-600,539",,,,,
45795,TEXAS                    ,MILAM,"64,936","78,575","33,492","-61,798","-2,007",,,,,
45796,TEXAS                    ,MILLS,"7,439","8,561",990,"-13,837","-2,595",,,,,
45797,TEXAS                    ,MITCHELL,"-6,656","-7,033","-9,282","-18,369","-16,225",,,,,
45800,TEXAS                    ,MONTAGUE,"-20,816","-13,565","-51,172","-59,431","-24,969",,,,,
45801,TEXAS                    ,MONTGOMERY,"-295,506","-373,167","-392,956","-494,183","-388,758",,,,,
45802,TEXAS                    ,MOORE,"-42,272","-25,713","-19,673","-24,280","-13,853",,,,,
45803,TEXAS                    ,MORRIS,"-65,640","-46,256","-67,174","-45,139","-33,333",,,,,
45804,TEXAS                    ,MOTLEY,"1,208",323,-332,598,"-1,140",,,,,
45810,TEXAS                    ,NACOGDOCHES,"-139,732","-92,906","-173,502","-215,132","-151,001",,,,,
45820,TEXAS                    ,NAVARRO,"-64,218","-28,326","-24,677","-37,888","-27,294",,,,,
45821,TEXAS                    ,NEWTON,"24,452","32,273","17,371","6,637","13,190",,,,,
45822,TEXAS                    ,NOLAN,"-29,332","-25,292","-32,426","-51,813","-35,904",,,,,
45830,TEXAS                    ,NUECES,"99,211","43,127","84,402","31,619","73,852",,,,,
45831,TEXAS                    ,OCHILTREE,"-19,488","-12,441","-10,023","-9,139","-6,953",,,,,
45832,TEXAS                    ,OLDHAM,"-7,877","-4,863","-3,562","-3,171","-1,596",,,,,
45840,TEXAS                    ,ORANGE,"219,048","286,173","229,724","178,022","200,824",,,,,
45841,TEXAS                    ,PALO PINTO,"-122,773","-96,277","-72,295","2,924","-22,453",,,,,
45842,TEXAS                    ,PANOLA,"-44,787","-17,406","-34,947","-52,411","-41,359",,,,,
45843,TEXAS                    ,PARKER,"-108,449","-39,863","-38,586","-49,801","-57,941",,,,,
45844,TEXAS                    ,PARMER,"-10,940","-12,242","-10,109","-10,724","-5,479",,,,,
45845,TEXAS                    ,PECOS,"-22,012","-29,180","-31,549","-49,090","-41,676",,,,,
45850,TEXAS                    ,POLK,"-43,738","69,490","15,029","-114,901","-110,932",,,,,
45860,TEXAS                    ,POTTER,"-526,490","-402,556","-319,573","-342,466","-153,520",,,,,
45861,TEXAS                    ,PRESIDIO,168,"-2,683","-3,353","-12,816","-11,374",,,,,
45870,TEXAS                    ,RAINS,"-20,882","-10,419","-7,196","-16,772","-17,785",,,,,
45871,TEXAS                    ,RANDALL,"-103,425","-68,906","-63,000","-58,059","-22,877",,,,,
45872,TEXAS                    ,REAGAN,"1,911","5,405","1,841","1,140","1,319",,,,,
45873,TEXAS                    ,REAL,"-5,284","-4,353","-7,027","-5,873","-6,235",,,,,
45874,TEXAS                    ,RED RIVER,"-13,329","43,908","-16,771","-17,995","-13,931",,,,,
45875,TEXAS                    ,REEVES,"1,012","-6,832","-1,066","-18,230","-16,371",,,,,
45876,TEXAS                    ,REFUGIO,"1,791","1,952","-2,140","-8,431","-11,458",,,,,
45877,TEXAS                    ,ROBERTS,"-3,923",-664,"-2,650","-1,325",-630,,,,,
45878,TEXAS                    ,ROBERTSON,"-12,987","-11,807","-20,288","-36,310","-27,028",,,,,
45879,TEXAS                    ,ROCKWALL,"-61,544","-58,918","-56,692","-60,327","-52,431",,,,,
45880,TEXAS                    ,RUNNELS,"8,084","21,800","-1,697","-11,236","-7,390",,,,,
45881,TEXAS                    ,RUSK,"-91,182","-22,862","-41,736","-86,300","-84,981",,,,,
45882,TEXAS                    ,SABINE,"-20,070","-3,757","-25,973","-38,347","-37,278",,,,,
45883,TEXAS                    ,SAN AUGUSTINE,"-21,545","-14,856","-24,533","-30,937","-25,638",,,,,
45884,TEXAS                    ,SAN JACINTO,"-23,148","-15,086","-19,167","-37,960","-24,280",,,,,
45885,TEXAS                    ,SAN PATRICIO,"24,750","6,513","20,550","4,293","17,547",,,,,
45886,TEXAS                    ,SAN SABA,"3,106","3,683","-3,107","-10,816","-7,035",,,,,
45887,TEXAS                    ,SCHLEICHER,"1,522","7,447","2,499","1,753",862,,,,,
45888,TEXAS                    ,SCURRY,"-5,592","-2,094","-12,612","-19,758","-18,116",,,,,
45889,TEXAS                    ,SHACKELFORD,"-9,290","-7,705","-12,362","-18,338","-13,175",,,,,
45890,TEXAS                    ,SHELBY,"-51,409","-32,694","-69,635","-80,014","-53,839",,,,,
45891,TEXAS                    ,SHERMAN,"-7,892","-4,974","-2,840","-4,761","-2,097",,,,,
45892,TEXAS                    ,SMITH,"-419,091","47,041","232,206","-124,311","-281,912",,,,,
45893,TEXAS                    ,SOMERVELL,"26,718","32,827","32,801","30,717","27,737",,,,,
45900,TEXAS                    ,STARR,"-194,445","-144,918","-155,920","-161,231","-100,093",,,,,
45901,TEXAS                    ,STEPHENS,"-23,294","-18,223","-28,767","-37,463","-23,445",,,,,
45902,TEXAS                    ,STERLING,"1,949","3,630",792,"1,442",230,,,,,
45903,TEXAS                    ,STONEWALL,"-4,675","-3,675","-7,251","-8,999","-9,027",,,,,
45904,TEXAS                    ,SUTTON,"3,816","8,798","3,856","4,268","3,042",,,,,
45905,TEXAS                    ,SWISHER,"-22,311","-11,930","-9,935","-14,655","-6,432",,,,,
45910,TEXAS                    ,TARRANT,"-829,962","-268,670","-251,339","-287,818","-230,416",,,,,
45911,TEXAS                    ,TAYLOR,"-273,053","-290,408","-422,562","-614,299","-459,784",,,,,
45912,TEXAS                    ,TERRELL,-876,"-1,847","-2,214","-4,577","-2,373",,,,,
45913,TEXAS                    ,TERRY,"4,794","1,803","-2,249","-2,300","-6,903",,,,,
45920,TEXAS                    ,THROCKMORTON,"-1,093","-4,166","-4,614","-12,207","-7,071",,,,,
45921,TEXAS                    ,TITUS,"-189,947","-146,910","-139,224","-85,106","-64,438",,,,,
45930,TEXAS                    ,TOM GREEN,"152,677","312,881","169,779","153,012","132,262",,,,,
45940,TEXAS                    ,TRAVIS,"-216,052","-259,966","-228,834","-322,005","-424,229",,,,,
45941,TEXAS                    ,TRINITY,"-36,839","-27,570","-35,678","-51,392","-39,102",,,,,
45942,TEXAS                    ,TYLER,"23,008","54,245","23,390","3,763","16,775",,,,,
45943,TEXAS                    ,UPSHUR,"-80,157","-26,175","-54,975","-90,675","-85,692",,,,,
45944,TEXAS                    ,UPTON,"-2,326","-2,021","-2,598","-7,983","-5,436",,,,,
45945,TEXAS                    ,UVALDE,"44,345","54,293","45,412","49,656","45,739",,,,,
45946,TEXAS                    ,VAL VERDE,"-26,559","-7,024","-25,363","-43,324","-23,717",,,,,
45947,TEXAS                    ,VAN ZANDT,"-103,215","-17,144","4,946","-48,637","-71,344",,,,,
45948,TEXAS                    ,VICTORIA,"27,914","6,051","-14,566","-110,172","-224,830",,,,,
45949,TEXAS                    ,WALKER,"-64,170","-73,782","-77,717","-92,509","-64,743",,,,,
45950,TEXAS                    ,WALLER,"-24,551","-27,781","-33,058","-38,162","-33,838",,,,,
45951,TEXAS                    ,WARD,"1,960","-4,702","-2,297","-16,632","-10,720",,,,,
45952,TEXAS                    ,WASHINGTON,"-41,134","-47,567","-62,714","-75,726","-59,637",,,,,
45953,TEXAS                    ,WEBB,"-226,698","-78,118","-21,275","63,729","70,394",,,,,
45954,TEXAS                    ,WHARTON,"-61,394","-85,770","-79,496","-98,114","-74,546",,,,,
45955,TEXAS                    ,WHEELER,"-11,620","-10,405","-11,054","-11,520","-6,542",,,,,
45960,TEXAS                    ,WICHITA,"98,226","-107,131","-375,555","-467,982","-83,809",,,,,
45961,TEXAS                    ,WILBARGER,886,"-10,760","-34,859","-36,797","-10,494",,,,,
45962,TEXAS                    ,WILLACY,"-82,213","-90,574","-104,629","-78,204","-36,739",,,,,
45970,TEXAS                    ,WILLIAMSON,"-62,470","-108,516","-137,518","-305,066","-354,113",,,,,
45971,TEXAS                    ,WILSON,"-13,225","-16,440","-30,104","-26,158","-14,080",,,,,
45972,TEXAS                    ,WINKLER,"1,168","-3,713",-153,"-8,124","-8,310",,,,,
45973,TEXAS                    ,WISE,"-75,810","-44,793","-38,886","-53,927","-49,610",,,,,
45974,TEXAS                    ,WOOD,"-135,301","1,347","36,359","-43,723","-77,452",,,,,
45980,TEXAS                    ,YOAKUM,"2,246",717,-155,-783,"-2,020",,,,,
45981,TEXAS                    ,YOUNG,"-14,998","-20,104","-45,908","-55,826","-19,101",,,,,
45982,TEXAS                    ,ZAPATA,"-17,756","-6,422","-2,988","1,687","6,101",,,,,
45983,TEXAS                    ,ZAVALA,"5,538","10,500","4,169","4,181","10,827",,,,,
46000,UTAH                     ,BEAVER,"-5,286","-2,517","4,731","6,279","12,134",,,,,
46010,UTAH                     ,BOX ELDER,"57,429","43,910","42,759","33,520","67,478",,,,,
46020,UTAH                     ,CACHE,"19,905","-2,497","34,791","59,850","102,856",,,,,
46030,UTAH                     ,CARBON,"39,200","26,044","25,285","31,447","69,508",,,,,
46040,UTAH                     ,DAGGETT,554,"1,120",986,"2,327","1,312",,,,,
46050,UTAH                     ,DAVIS,"187,596","105,128","167,592","147,651","320,179",,,,,
46060,UTAH                     ,DUCHESNE,"26,328","20,668","15,523","17,734","31,869",,,,,
46070,UTAH                     ,EMERY,"12,692","5,509","7,433","9,378","19,924",,,,,
46080,UTAH                     ,GARFIELD,"-4,569","-7,891","3,188","6,681","12,399",,,,,
46090,UTAH                     ,GRAND,"1,996",-143,"-1,978","-1,103","2,249",,,,,
46100,UTAH                     ,IRON,"-103,731","-104,080","-10,880",-587,"2,952",,,,,
46110,UTAH                     ,JUAB,695,418,"3,348","4,747","9,905",,,,,
46120,UTAH                     ,KANE,"-36,408","-29,852","7,728","11,120","7,333",,,,,
46130,UTAH                     ,MILLARD,-469,-630,"4,396","4,449","13,071",,,,,
46140,UTAH                     ,MORGAN,"8,852","4,594","6,406","6,857","11,777",,,,,
46150,UTAH                     ,PIUTE,-148,-389,"1,029","1,186","3,662",,,,,
46160,UTAH                     ,RICH,"3,046","1,345","2,245","2,803","2,791",,,,,
46170,UTAH                     ,SALT LAKE,"612,409","376,396","541,498","465,983","969,542",,,,,
46180,UTAH                     ,SAN JUAN,"6,153","4,382","6,695","11,703","24,738",,,,,
46190,UTAH                     ,SANPETE,"2,072",-119,"8,721","6,655","19,641",,,,,
46200,UTAH                     ,SEVIER,"-2,194","-5,721","10,655","13,271","33,481",,,,,
46210,UTAH                     ,SUMMIT,"19,117","5,363","13,477","24,696","49,108",,,,,
46220,UTAH                     ,TOOELE,"41,182","29,300","40,038","34,546","69,620",,,,,
46230,UTAH                     ,UINTAH,"32,616","30,162","21,101","22,884","40,606",,,,,
46240,UTAH                     ,UTAH,"23,700","-10,698","110,903","125,462","284,858",,,,,
46250,UTAH                     ,WASATCH,"5,063",-872,"5,185","11,478","20,982",,,,,
46260,UTAH                     ,WASHINGTON,"-999,054","-758,300","248,001","263,254","183,134",,,,,
46270,UTAH                     ,WAYNE,"1,394",-661,"2,875","3,516","7,782",,,,,
46280,UTAH                     ,WEBER,"187,852","113,310","162,394","147,462","297,240",,,,,
47000,VERMONT                  ,ADDISON,"-80,382","-63,982","4,115",-824,"1,842",,,,,
47010,VERMONT                  ,BENNINGTON,"-171,656","-126,082","-130,471","-215,020","-114,529",,,,,
47020,VERMONT                  ,CALEDONIA,"-28,468","23,850","2,783","-1,355","-11,328",,,,,
47030,VERMONT                  ,CHITTENDEN,"-598,670","-506,264","47,853","12,104","64,721",,,,,
47040,VERMONT                  ,ESSEX,"-1,354","8,441",184,-762,"-3,946",,,,,
47050,VERMONT                  ,FRANKLIN,"-89,027","-102,185","18,581","4,469","29,040",,,,,
47060,VERMONT                  ,GRAND ISLE,"-32,257","-30,470","1,324",385,"5,527",,,,,
47070,VERMONT                  ,LAMOILLE,"-95,274","-88,073","8,011","-5,770","9,669",,,,,
47080,VERMONT                  ,ORANGE,"14,106","52,883","17,616","5,951","-14,536",,,,,
