AGED -- REPRICING ADJUSTMENTS TO THE 2009-2013 SKILLED NURSING FACILITY REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART A REIMBURSEMENT,,,,,,,,,
14690,ILLINOIS                 ,MARION,"1,016","36,367","3,165","-46,351","-36,241",,,,,
14700,ILLINOIS                 ,MARSHALL,"-74,106","-71,712","-76,701","-27,738","-22,965",,,,,
14710,ILLINOIS                 ,MASON,"-16,582","-14,466","-11,860","-11,028","-9,059",,,,,
14720,ILLINOIS                 ,MASSAC,"-1,825","3,254","-2,116","-9,192","-7,185",,,,,
14730,ILLINOIS                 ,MENARD,"-11,278","-30,095","3,010","7,068","-4,614",,,,,
14740,ILLINOIS                 ,MERCER,"47,076","65,214","73,076","38,210","22,021",,,,,
14750,ILLINOIS                 ,MONROE,"37,780","41,532","32,952","19,583","-8,322",,,,,
14760,ILLINOIS                 ,MONTGOMERY,"8,053","19,992","9,948","-10,472","-17,225",,,,,
14770,ILLINOIS                 ,MORGAN,"-3,434","7,084","2,199","-20,074","-19,233",,,,,
14780,ILLINOIS                 ,MOULTRIE,"-5,992","2,389","-4,232","-16,493","-9,366",,,,,
14790,ILLINOIS                 ,OGLE,"-9,087","-10,848","-25,956","-32,254","-28,138",,,,,
14800,ILLINOIS                 ,PEORIA,"-561,039","-758,204","-687,005","-318,369","-291,376",,,,,
14810,ILLINOIS                 ,PERRY,592,"5,124","1,536","-7,954","-6,514",,,,,
14820,ILLINOIS                 ,PIATT,"-15,375","-46,232","-54,136","-29,590","-32,135",,,,,
14830,ILLINOIS                 ,PIKE,"-2,237","8,954","2,380","-9,682","-9,982",,,,,
14831,ILLINOIS                 ,POPE,-952,298,"-4,769","-3,048","-1,535",,,,,
14850,ILLINOIS                 ,PULASKI,248,"2,180","2,372","5,802","2,678",,,,,
14860,ILLINOIS                 ,PUTNAM,"-8,752","-18,092","-14,848","-11,462","-8,690",,,,,
14870,ILLINOIS                 ,RANDOLPH,"6,051","16,578","8,133","-9,205","-8,859",,,,,
14880,ILLINOIS                 ,RICHLAND,-219,"9,534","-1,647","-14,420","-16,392",,,,,
14890,ILLINOIS                 ,ROCK ISLAND,"1,482,582","1,639,071","1,663,051","720,675","522,553",,,,,
14900,ILLINOIS                 ,ST. CLAIR,"482,696","397,652","434,939","204,672","-71,823",,,,,
14910,ILLINOIS                 ,SALINE,"-2,458","10,659",218,"-16,560","-13,717",,,,,
14920,ILLINOIS                 ,SANGAMON,"-84,150","-375,027","43,292","125,189","-76,495",,,,,
14921,ILLINOIS                 ,SCHUYLER,-983,"5,447","2,776","-3,875","-2,318",,,,,
14940,ILLINOIS                 ,SCOTT,231,"1,492","1,928","-3,807","-2,643",,,,,
14950,ILLINOIS                 ,SHELBY,"-9,874","5,460","-1,212","-16,961","-14,143",,,,,
14960,ILLINOIS                 ,STARK,"-29,641","-26,680","-27,626","-9,666","-10,819",,,,,
14970,ILLINOIS                 ,STEPHENSON,"14,799","18,549","4,522","-8,057","-5,001",,,,,
14980,ILLINOIS                 ,TAZEWELL,"-496,330","-627,845","-572,410","-273,213","-256,334",,,,,
14981,ILLINOIS                 ,UNION,-25,"5,554",310,"-2,987","-3,648",,,,,
14982,ILLINOIS                 ,VERMILION,"267,167","321,232","-81,321","-111,073","-135,933",,,,,
14983,ILLINOIS                 ,WABASH,"-2,665","3,638",59,"-10,592","-4,277",,,,,
14984,ILLINOIS                 ,WARREN,"8,460","11,549","2,960","-8,283","-7,303",,,,,
14985,ILLINOIS                 ,WASHINGTON,"5,754","11,690","2,143","-4,398","-7,672",,,,,
14986,ILLINOIS                 ,WAYNE,-234,401,-192,"-14,790","-10,142",,,,,
14987,ILLINOIS                 ,WHITE,"-4,400","10,281",-551,"-16,385","-9,650",,,,,
14988,ILLINOIS                 ,WHITESIDE,"7,444","18,369","14,028","-30,394","-15,090",,,,,
14989,ILLINOIS                 ,WILL,"-53,564","-388,274","-803,572","-704,340","-590,680",,,,,
14990,ILLINOIS                 ,WILLIAMSON,"-13,684","8,006","-9,422","-47,104","-39,235",,,,,
14991,ILLINOIS                 ,WINNEBAGO,"-264,119","-673,290","-534,187","-304,785","-243,981",,,,,
14992,ILLINOIS                 ,WOODFORD,"-110,135","-140,244","-150,615","-60,218","-59,471",,,,,
15000,INDIANA                  ,ADAMS,"-4,578","-5,421","1,240","-17,213","-14,513",,,,,
15010,INDIANA                  ,ALLEN,"508,844","573,940","121,114","-33,371","-301,911",,,,,
15020,INDIANA                  ,BARTHOLOMEW,"108,042","200,592","233,642","124,583","111,776",,,,,
15030,INDIANA                  ,BENTON,"34,757","53,751","35,701","14,912","17,882",,,,,
15040,INDIANA                  ,BLACKFORD,"6,140","18,369","20,737","18,819",408,,,,,
15050,INDIANA                  ,BOONE,"112,214","159,626","191,241","147,121","73,026",,,,,
15060,INDIANA                  ,BROWN,"14,026","18,483","23,726","24,324","16,680",,,,,
15070,INDIANA                  ,CARROLL,"20,830","19,715","26,957","12,469","28,705",,,,,
15080,INDIANA                  ,CASS,"-32,079","-50,883","-5,181","-47,519","-9,138",,,,,
15090,INDIANA                  ,CLARK,"-547,305","-361,847","-327,275","-275,108","-194,122",,,,,
15100,INDIANA                  ,CLAY,"15,950","21,760","-2,865",-372,"11,065",,,,,
15110,INDIANA                  ,CLINTON,"-7,241","-4,574","21,449","-12,356",622,,,,,
15120,INDIANA                  ,CRAWFORD,"-32,300","-20,578","-9,737","-7,505","-11,251",,,,,
15130,INDIANA                  ,DAVIESS,"-21,958","-24,460","-4,417","-32,989","-13,117",,,,,
15140,INDIANA                  ,DEARBORN,"-44,434","-24,906","-53,026",540,"-11,302",,,,,
15150,INDIANA                  ,DECATUR,"-1,610","-3,422","11,032","-16,304","-4,147",,,,,
15160,INDIANA                  ,DE KALB,"-10,546","-10,798","-2,479","-23,548","-14,919",,,,,
15170,INDIANA                  ,DELAWARE,"702,311","822,650","1,146,695","1,058,885","333,281",,,,,
15180,INDIANA                  ,DUBOIS,"-31,369","-41,651","-3,011","-58,870","-20,444",,,,,
15190,INDIANA                  ,ELKHART,"-644,464","-604,466","-603,923","-373,498","-80,505",,,,,
15200,INDIANA                  ,FAYETTE,"-14,189","-14,226","-2,938","-18,988","-7,602",,,,,
15210,INDIANA                  ,FLOYD,"-387,769","-260,243","-267,598","-220,008","-146,845",,,,,
15220,INDIANA                  ,FOUNTAIN,"2,516","-1,309","10,302","-15,842","-4,506",,,,,
15230,INDIANA                  ,FRANKLIN,"-50,982","-41,122","-43,669","-32,508","-24,483",,,,,
15240,INDIANA                  ,FULTON,"-8,562","-14,368",-694,"-11,805","-4,884",,,,,
15250,INDIANA                  ,GIBSON,"-56,548","-5,353","2,000","-34,778","20,262",,,,,
15260,INDIANA                  ,GRANT,"-21,345","-30,484","18,495","-41,472","-26,576",,,,,
15270,INDIANA                  ,GREENE,"-60,928","-75,149","-31,283","22,084","14,537",,,,,
15280,INDIANA                  ,HAMILTON,"256,612","379,147","516,027","454,601","220,360",,,,,
15290,INDIANA                  ,HANCOCK,"140,206","230,193","269,707","201,202","93,434",,,,,
15300,INDIANA                  ,HARRISON,"-200,025","-128,906","-119,994","-112,856","-69,196",,,,,
15310,INDIANA                  ,HENDRICKS,"223,354","322,776","408,087","339,398","162,830",,,,,
15320,INDIANA                  ,HENRY,"25,063","35,279","68,694","25,807","7,650",,,,,
15330,INDIANA                  ,HOWARD,"-386,638","-553,202","-136,329","-67,186","167,071",,,,,
15340,INDIANA                  ,HUNTINGTON,"-2,532","2,128","1,477","-31,925","-19,255",,,,,
15350,INDIANA                  ,JACKSON,"-16,122","-21,388","3,873","-29,362","-9,784",,,,,
15360,INDIANA                  ,JASPER,"48,980","61,778","107,264","52,643","34,432",,,,,
15370,INDIANA                  ,JAY,"20,631","44,181","64,695","29,036","4,937",,,,,
15380,INDIANA                  ,JEFFERSON,"-27,844","-28,386","-6,219","-43,001","-15,934",,,,,
15390,INDIANA                  ,JENNINGS,230,"5,385","16,484","-1,651","4,960",,,,,
15400,INDIANA                  ,JOHNSON,"291,123","416,461","501,227","387,407","191,806",,,,,
15410,INDIANA                  ,KNOX,"-35,617","-41,808","-3,339","-51,332","-19,927",,,,,
15420,INDIANA                  ,KOSCIUSKO,"-42,757","-38,147","-15,795","-56,356","-20,084",,,,,
15430,INDIANA                  ,LAGRANGE,"-12,428","-10,447","-5,886","-15,209","-5,686",,,,,
15440,INDIANA                  ,LAKE,"558,597","661,646","1,086,931","722,067","358,496",,,,,
15450,INDIANA                  ,LA PORTE,"157,392","59,883","7,353","19,555","-120,109",,,,,
15460,INDIANA                  ,LAWRENCE,"-35,515","-41,284","4,335","-41,194","-8,574",,,,,
15470,INDIANA                  ,MADISON,"1,538,530","1,376,832","1,446,932","1,042,867","602,974",,,,,
15480,INDIANA                  ,MARION,"1,732,268","2,756,535","3,330,652","2,604,024","1,261,906",,,,,
15490,INDIANA                  ,MARSHALL,"-37,623","-39,103","-20,925","-42,511","-16,303",,,,,
15500,INDIANA                  ,MARTIN,"-7,043","-9,746","-1,347","-11,694","-4,343",,,,,
15510,INDIANA                  ,MIAMI,"-37,316","-36,692","-7,794","-30,532","-9,312",,,,,
15520,INDIANA                  ,MONROE,"46,437","45,560","123,750","243,577","158,368",,,,,
15530,INDIANA                  ,MONTGOMERY,"3,923","16,806","40,680","15,797","11,887",,,,,
15540,INDIANA                  ,MORGAN,"121,596","217,982","257,997","182,515","101,030",,,,,
15550,INDIANA                  ,NEWTON,"13,707","29,313","42,886","18,743","12,131",,,,,
15560,INDIANA                  ,NOBLE,"-17,350","-13,314","-6,879","-26,761","-12,942",,,,,
15570,INDIANA                  ,OHIO,"-11,076","-6,150","-12,322",17,"-2,272",,,,,
15580,INDIANA                  ,ORANGE,"-19,886","-19,400","-6,402","-25,127","-9,389",,,,,
15590,INDIANA                  ,OWEN,"12,110","11,867","30,274","45,924","30,741",,,,,
15600,INDIANA                  ,PARKE,"2,978","5,700","-1,725","4,557","3,446",,,,,
15610,INDIANA                  ,PERRY,"-25,143","-35,919","-4,835","-36,587","-12,742",,,,,
15620,INDIANA                  ,PIKE,"-14,507","-13,243","-1,028","-20,109","-5,589",,,,,
15630,INDIANA                  ,PORTER,"196,869","233,284","385,020","240,946","145,087",,,,,
15640,INDIANA                  ,POSEY,"-23,177","7,583","11,956","-19,030","22,435",,,,,
15650,INDIANA                  ,PULASKI,"-3,831",-921,884,"-10,807","1,130",,,,,
15660,INDIANA                  ,PUTNAM,"67,234","103,572","140,761","114,210","47,799",,,,,
15670,INDIANA                  ,RANDOLPH,"3,569","16,083","39,265","5,302","-3,008",,,,,
15680,INDIANA                  ,RIPLEY,"-18,917","-18,125","-4,746","-20,527","-10,892",,,,,
15690,INDIANA                  ,RUSH,-721,-429,"25,495","12,116","4,672",,,,,
15700,INDIANA                  ,ST. JOSEPH,"-965,413","-1,021,782","-1,248,987","-457,229","-442,997",,,,,
15710,INDIANA                  ,SCOTT,"-5,698","1,899","15,641","-12,958","2,834",,,,,
15720,INDIANA                  ,SHELBY,"89,340","172,079","207,920","188,606","85,381",,,,,
15730,INDIANA                  ,SPENCER,"-23,012","-15,963","-10,518","-17,959","-9,578",,,,,
15740,INDIANA                  ,STARKE,"-3,626","-9,377","4,959","-6,296","-7,682",,,,,
15750,INDIANA                  ,STEUBEN,"-9,123","-4,897","-4,025","-16,164","-10,982",,,,,
15760,INDIANA                  ,SULLIVAN,"4,123","5,753","-11,149","-5,024","5,628",,,,,
15770,INDIANA                  ,SWITZERLAND,"-5,959","-8,211","-2,167","-12,264","-4,195",,,,,
15780,INDIANA                  ,TIPPECANOE,"367,629","434,297","373,222","155,657","253,021",,,,,
15790,INDIANA                  ,TIPTON,"-56,136","-62,861","-30,702","-17,558","2,542",,,,,
15800,INDIANA                  ,UNION,"13,094","11,666","10,115","3,633","4,777",,,,,
15810,INDIANA                  ,VANDERBURGH,"-194,534","61,780","93,709","-124,849","170,012",,,,,
15820,INDIANA                  ,VERMILLION,"9,470","12,743","-8,174","-3,595","3,116",,,,,
15830,INDIANA                  ,VIGO,"70,579","57,140","-64,962","-35,133","38,837",,,,,
15840,INDIANA                  ,WABASH,"-18,139","-18,199",-761,"-22,989","-14,606",,,,,
15850,INDIANA                  ,WARREN,"5,876",822,"4,368","-6,429",831,,,,,
15860,INDIANA                  ,WARRICK,"-48,162","17,079","19,358","-29,846","46,588",,,,,
15870,INDIANA                  ,WASHINGTON,"-116,129","-78,680","-72,452","-54,599","-31,006",,,,,
15880,INDIANA                  ,WAYNE,"-62,056","-58,296","-4,514","-100,829","-42,114",,,,,
15890,INDIANA                  ,WELLS,"53,086","56,384","12,585","-4,099","-26,466",,,,,
15900,INDIANA                  ,WHITE,"12,334","12,084","13,743","-13,910","-2,473",,,,,
15910,INDIANA                  ,WHITLEY,"26,775","33,751","5,317","-4,097","-18,321",,,,,
16000,IOWA                     ,ADAIR,"-8,476","-6,262","-4,885","-4,660",-203,,,,,
16010,IOWA                     ,ADAMS,"-7,542","-3,778","-1,887","-3,308",348,,,,,
16020,IOWA                     ,ALLAMAKEE,"-19,687","-10,099","-8,108","-3,023","5,586",,,,,
16030,IOWA                     ,APPANOOSE,"-17,503","-9,629","-7,583","-6,320","3,139",,,,,
16040,IOWA                     ,AUDUBON,"-8,829","-5,241","-3,527","-3,909","1,733",,,,,
16050,IOWA                     ,BENTON,"-10,005","-7,076",-431,"-2,481","-4,219",,,,,
16060,IOWA                     ,BLACK HAWK,"-27,157","-24,086","21,407","63,801","33,250",,,,,
16070,IOWA                     ,BOONE,"-31,034","-17,060","-19,204","-21,612","2,797",,,,,
16080,IOWA                     ,BREMER,"-8,122","-3,755","1,605","6,743","5,701",,,,,
16090,IOWA                     ,BUCHANAN,"-23,435","-11,870","-6,518","-5,789","5,142",,,,,
16100,IOWA                     ,BUENA VISTA,"-25,457","-14,031","-8,813","-7,205","4,915",,,,,
16110,IOWA                     ,BUTLER,"-29,227","-15,965","-6,243",-824,"5,637",,,,,
16120,IOWA                     ,CALHOUN,"-23,314","-14,388","-10,446","-6,461","4,493",,,,,
16130,IOWA                     ,CARROLL,"-33,133","-14,199","-12,918","-13,797","4,627",,,,,
16140,IOWA                     ,CASS,"-28,450","-13,685","-9,907","-10,985","3,929",,,,,
16150,IOWA                     ,CEDAR,"-11,047","1,680","8,289","-4,074","4,782",,,,,
16160,IOWA                     ,CERRO GORDO,"-74,492","-43,094","-30,036","-19,411","23,177",,,,,
16170,IOWA                     ,CHEROKEE,"-13,561","-10,490","-4,524","-6,663","5,053",,,,,
16180,IOWA                     ,CHICKASAW,"-28,088","-9,778","-9,784","-4,366","8,358",,,,,
16190,IOWA                     ,CLARKE,"-7,228","-5,094","-4,909","-5,564",-351,,,,,
16200,IOWA                     ,CLAY,"-20,711","-12,487","-10,419","-9,505","6,271",,,,,
16210,IOWA                     ,CLAYTON,"-22,204","-7,658","-9,076","-10,298","9,407",,,,,
16220,IOWA                     ,CLINTON,"-72,081","-29,906","-28,457","-21,046","39,581",,,,,
16230,IOWA                     ,CRAWFORD,"-26,761","-17,091","-10,536","-10,949",646,,,,,
16240,IOWA                     ,DALLAS,"-53,501","-58,661","-79,886","-66,484","-45,232",,,,,
16250,IOWA                     ,DAVIS,"-5,030","-4,478","-3,045","-2,828",755,,,,,
16260,IOWA                     ,DECATUR,"-5,897","-5,367","-3,409","-1,464",407,,,,,
16270,IOWA                     ,DELAWARE,"-13,683","-7,009","-5,247","-2,840","3,596",,,,,
16280,IOWA                     ,DES MOINES,"-82,694","-34,440","-30,151","-18,755","25,035",,,,,
16290,IOWA                     ,DICKINSON,"-23,506","-11,848","-13,666","-10,054","6,954",,,,,
16300,IOWA                     ,DUBUQUE,"250,461","62,302","129,615","164,508","138,473",,,,,
16310,IOWA                     ,EMMET,"-21,504","-9,520","-7,780","-11,613","4,519",,,,,
16320,IOWA                     ,FAYETTE,"-30,115","-15,236","-11,352","-5,886","5,940",,,,,
16330,IOWA                     ,FLOYD,"-26,697","-14,085","-12,685","-8,039","4,389",,,,,
16340,IOWA                     ,FRANKLIN,"-12,138","-6,133","-3,269","-3,556","3,000",,,,,
16350,IOWA                     ,FREMONT,"-7,535","-6,281","-5,929","-6,679",-497,,,,,
16360,IOWA                     ,GREENE,"-11,437","-7,071","-4,469","-4,033","2,539",,,,,
16370,IOWA                     ,GRUNDY,"-3,936","-3,342",-591,"2,832","1,252",,,,,
16380,IOWA                     ,GUTHRIE,"-21,681","-30,974","-28,189","-26,062","-8,656",,,,,
16390,IOWA                     ,HAMILTON,"-25,781","-17,479","-18,831","-16,596","1,368",,,,,
16400,IOWA                     ,HANCOCK,"-16,788","-8,181","-7,985","-4,924","2,627",,,,,
16410,IOWA                     ,HARDIN,"-47,755","-29,184","-22,870","-16,228","4,952",,,,,
16420,IOWA                     ,HARRISON,"19,889","7,776","1,498","-28,537","-37,447",,,,,
16430,IOWA                     ,HENRY,"-14,068","-6,469","-6,639","-6,809","3,144",,,,,
16440,IOWA                     ,HOWARD,"-12,251","-6,231","-3,667","-3,359","4,582",,,,,
16450,IOWA                     ,HUMBOLDT,"-10,865","-6,424","-4,989","-3,517","2,131",,,,,
16460,IOWA                     ,IDA,"-16,813","-7,765","-4,719","-6,225","2,109",,,,,
16470,IOWA                     ,IOWA,"-9,166","-3,979","-4,767","-5,611","1,123",,,,,
16480,IOWA                     ,JACKSON,"-10,705","-10,546",528,347,"15,030",,,,,
16490,IOWA                     ,JASPER,"-59,018","-40,296","-34,182","-29,301","5,446",,,,,
16500,IOWA                     ,JEFFERSON,"-6,441","-1,998","-3,696","-3,902","2,222",,,,,
16510,IOWA                     ,JOHNSON,"96,945","82,550","48,310","-68,438","-56,126",,,,,
16520,IOWA                     ,JONES,"-2,508","-3,406","1,653","-1,811","-5,153",,,,,
16530,IOWA                     ,KEOKUK,"-3,407","-1,088","-4,450","-8,179","2,058",,,,,
16540,IOWA                     ,KOSSUTH,"-22,489","-15,879","-9,848","-3,875","4,602",,,,,
16550,IOWA                     ,LEE,"-62,840","-30,283","-26,520","-15,050","16,743",,,,,
16560,IOWA                     ,LINN,"-59,347","-84,386","4,402","-10,197","-59,962",,,,,
16570,IOWA                     ,LOUISA,"-16,916","-8,755","-4,959","-8,128","4,001",,,,,
16580,IOWA                     ,LUCAS,"-12,794","-8,792","-6,226","-8,008","-3,569",,,,,
16590,IOWA                     ,LYON,"-23,863","-11,191","-20,831","-5,960","3,549",,,,,
16600,IOWA                     ,MADISON,"-17,744","-19,700","-21,687","-15,080","-11,141",,,,,
16610,IOWA                     ,MAHASKA,"-28,377","-13,672","-11,311","-9,773","4,514",,,,,
16620,IOWA                     ,MARION,"-36,247","-26,445","-26,059","-20,634","3,692",,,,,
16630,IOWA                     ,MARSHALL,"-57,905","-32,822","-28,338","-32,700","10,794",,,,,
16640,IOWA                     ,MILLS,"10,042","1,319",-362,"-19,612","-28,183",,,,,
16650,IOWA                     ,MITCHELL,"-23,344","-10,740","-8,406","-8,268","4,963",,,,,
16660,IOWA                     ,MONONA,"-18,669","-7,225","-5,828","-7,000","3,361",,,,,
16670,IOWA                     ,MONROE,"-9,022","-6,049","-4,196","-3,982",152,,,,,
16680,IOWA                     ,MONTGOMERY,"-26,614","-13,862","-8,843","-8,606","3,419",,,,,
16690,IOWA                     ,MUSCATINE,"-43,338","-23,841","-16,693","-10,916","21,053",,,,,
16700,IOWA                     ,O'BRIEN,"-12,230","-5,223","-5,224","-7,249","2,800",,,,,
16710,IOWA                     ,OSCEOLA,"-4,927","-3,817","-3,730","-2,038","1,875",,,,,
16720,IOWA                     ,PAGE,"-34,083","-17,135","-13,765","-16,114","5,765",,,,,
16730,IOWA                     ,PALO ALTO,"-16,991","-7,146","-6,659","-4,391","4,243",,,,,
16740,IOWA                     ,PLYMOUTH,"-9,008","2,914",450,-422,"12,320",,,,,
16750,IOWA                     ,POCAHONTAS,"-16,278","-7,743","-5,946","-3,436","1,610",,,,,
16760,IOWA                     ,POLK,"-597,256","-749,818","-837,426","-959,870","-591,562",,,,,
16770,IOWA                     ,POTTAWATTAMIE,"87,510","29,297","5,992","-124,304","-147,807",,,,,
16780,IOWA                     ,POWESHIEK,"-29,725","-16,911","-13,333","-7,538","4,618",,,,,
16790,IOWA                     ,RINGGOLD,"-4,111","-1,886","-1,270","-2,251",638,,,,,
16800,IOWA                     ,SAC,"-43,201","-23,731","-20,256","-13,698","7,896",,,,,
16810,IOWA                     ,SCOTT,"1,061,361","1,127,626","1,034,305","501,416","331,063",,,,,
16820,IOWA                     ,SHELBY,"-26,752","-11,861","-8,124","-10,781",114,,,,,
16830,IOWA                     ,SIOUX,"-19,342","-5,673","-10,387","-7,082","6,739",,,,,
16840,IOWA                     ,STORY,"-40,652","-62,600","-151,584","-128,872","-49,928",,,,,
16850,IOWA                     ,TAMA,"-28,574","-19,952","-10,919","-7,244","6,507",,,,,
16860,IOWA                     ,TAYLOR,"-9,246","-5,449","-3,481","-4,627","2,370",,,,,
16870,IOWA                     ,UNION,"-15,748","-9,874","-10,424","-9,103",898,,,,,
16880,IOWA                     ,VAN BUREN,"-13,582","-2,558","-3,159","-2,220","3,730",,,,,
16890,IOWA                     ,WAPELLO,"-54,419","-28,695","-19,574","-21,995","12,261",,,,,
16900,IOWA                     ,WARREN,"-71,007","-89,696","-94,572","-109,867","-67,379",,,,,
16910,IOWA                     ,WASHINGTON,"30,883","23,381","6,063","-20,467","-20,730",,,,,
16920,IOWA                     ,WAYNE,"-8,803","-3,900","-2,258","-1,060","2,313",,,,,
16930,IOWA                     ,WEBSTER,"-90,044","-39,223","-36,504","-26,041","9,912",,,,,
16940,IOWA                     ,WINNEBAGO,"-23,752","-13,525","-12,584","-7,340","1,797",,,,,
16950,IOWA                     ,WINNESHIEK,"-17,455","-9,305","-6,468","-5,729","8,954",,,,,
16960,IOWA                     ,WOODBURY,"-33,277","-80,710","-135,651","-204,957","-26,607",,,,,
16970,IOWA                     ,WORTH,"-15,378","-7,803","-5,336","-3,013","3,422",,,,,
16980,IOWA                     ,WRIGHT,"-23,184","-13,268","-7,473","-10,898","7,527",,,,,
17000,KANSAS                   ,ALLEN,"-40,993","-43,635","-28,345","-30,687","-12,573",,,,,
17010,KANSAS                   ,ANDERSON,"-18,024","-32,711","-24,913","-26,044","-14,140",,,,,
17020,KANSAS                   ,ATCHISON,"-24,184","-25,103","-17,427","-17,401","-12,255",,,,,
17030,KANSAS                   ,BARBER,"-4,392","-5,957","-2,971",256,"-1,784",,,,,
17040,KANSAS                   ,BARTON,"-37,673","-49,565","-33,520","-27,215","-20,197",,,,,
17050,KANSAS                   ,BOURBON,"-19,876","-24,440","-12,662","-16,933","-11,870",,,,,
17060,KANSAS                   ,BROWN,"-8,224","-5,724","-4,384","-5,173","-4,564",,,,,
17070,KANSAS                   ,BUTLER,"-176,129","-146,633","-135,928","-71,352","-56,268",,,,,
17080,KANSAS                   ,CHASE,"-7,453","-9,961","-6,876","-5,982","-2,696",,,,,
17090,KANSAS                   ,CHAUTAUQUA,"-12,010","-14,486","-14,247","-14,748","-7,538",,,,,
17100,KANSAS                   ,CHEROKEE,"-69,511","-43,478","-24,553","-28,091","-19,813",,,,,
17110,KANSAS                   ,CHEYENNE,"-3,746","-6,895","-4,884","-6,486","-4,912",,,,,
17120,KANSAS                   ,CLARK,-415,"-1,590",-582,-410,366,,,,,
17130,KANSAS                   ,CLAY,"-9,855","-10,551","-3,019","-9,367","2,361",,,,,
17140,KANSAS                   ,CLOUD,"-23,553","-29,271","-17,815","-17,524","-8,332",,,,,
17150,KANSAS                   ,COFFEY,"-13,780","-20,414","-11,674","-16,888","-6,285",,,,,
17160,KANSAS                   ,COMANCHE,"-1,105",-7,-90,"-1,972",-644,,,,,
17170,KANSAS                   ,COWLEY,"-53,298","-57,108","-49,917","-40,050","-27,313",,,,,
17180,KANSAS                   ,CRAWFORD,"-86,933","-94,536","-57,619","-56,817","-38,192",,,,,
17190,KANSAS                   ,DECATUR,-969,"-1,185","-1,541","-1,122",-778,,,,,
17200,KANSAS                   ,DICKINSON,"-20,531","-23,180","-11,298","-10,955","-7,269",,,,,
17210,KANSAS                   ,DONIPHAN,"-42,038","-33,323","-44,342","-14,568","-1,814",,,,,
17220,KANSAS                   ,DOUGLAS,"82,273","43,326","53,852","-7,318","25,019",,,,,
17230,KANSAS                   ,EDWARDS,"-3,495","-5,312","-1,584","-1,660","-1,290",,,,,
17240,KANSAS                   ,ELK,"-13,054","-9,373","-5,507","-7,141","-4,978",,,,,
17250,KANSAS                   ,ELLIS,"-30,079","-48,649","-32,695","-39,062","-26,506",,,,,
17260,KANSAS                   ,ELLSWORTH,"-23,941","-20,639","-13,930","-16,744","-10,311",,,,,
17270,KANSAS                   ,FINNEY,"-25,051","-31,580","-24,482","-28,618","-17,846",,,,,
17280,KANSAS                   ,FORD,"-26,117","-34,329","-26,998","-30,000","-23,534",,,,,
17290,KANSAS                   ,FRANKLIN,"-147,650","-140,370","-144,814","-125,173","-102,197",,,,,
17300,KANSAS                   ,GEARY,"-3,840","8,934","19,224","8,199","8,692",,,,,
17310,KANSAS                   ,GOVE,"-1,393","-1,578","-2,127",-267,-790,,,,,
17320,KANSAS                   ,GRAHAM,-317,"-1,522","-2,080",-767,-604,,,,,
17330,KANSAS                   ,GRANT,"-1,222","-2,957","-3,170",-779,"-1,335",,,,,
17340,KANSAS                   ,GRAY,"-3,152","-6,800","-2,304","-5,351","-3,685",,,,,
17350,KANSAS                   ,GREELEY,-17,-305,-375,-131,-417,,,,,
17360,KANSAS                   ,GREENWOOD,"-15,279","-22,182","-13,768","-18,616","-11,599",,,,,
17370,KANSAS                   ,HAMILTON,-257,-874,280,-648,-936,,,,,
17380,KANSAS                   ,HARPER,"-2,947","-4,191","-1,879","-1,261","-1,162",,,,,
17390,KANSAS                   ,HARVEY,"-134,637","-114,624","-88,187","-42,887","-33,319",,,,,
17391,KANSAS                   ,HASKELL,"-2,008","-3,156","-1,191","-1,745",-956,,,,,
17410,KANSAS                   ,HODGEMAN,-384,19,"-1,070",-507,-145,,,,,
17420,KANSAS                   ,JACKSON,"-2,501","-8,871","-5,894","-3,838","-10,198",,,,,
17430,KANSAS                   ,JEFFERSON,"-5,065","-9,971","-6,723","-4,079","-6,640",,,,,
17440,KANSAS                   ,JEWELL,"-1,060","-1,261",-267,-914,"-1,095",,,,,
17450,KANSAS                   ,JOHNSON,"-487,103","-651,318","-662,016","-525,260","-360,664",,,,,
17451,KANSAS                   ,KEARNY,-797,-74,-628,-781,-427,,,,,
17470,KANSAS                   ,KINGMAN,"-7,200","-8,642","-4,061","-2,800",-438,,,,,
17480,KANSAS                   ,KIOWA,"-2,189","-2,642","-1,655","-2,708","-1,036",,,,,
17490,KANSAS                   ,LABETTE,"-43,384","-47,453","-22,379","-29,137","-22,608",,,,,
17500,KANSAS                   ,LANE,-279,"-2,157",-682,667,0,,,,,
17510,KANSAS                   ,LEAVENWORTH,"-58,388","-82,995","-80,180","-55,600","-44,342",,,,,
17520,KANSAS                   ,LINCOLN,"-8,107","-11,507","-8,878","-7,369","-4,901",,,,,
17530,KANSAS                   ,LINN,"-21,038","-20,676","-20,688","-14,794","-9,042",,,,,
17540,KANSAS                   ,LOGAN,"-3,520","-1,387","-2,165",-399,-189,,,,,
17550,KANSAS                   ,LYON,"-50,702","-67,855","-37,878","-39,565","-26,899",,,,,
17560,KANSAS                   ,MCPHERSON,"-48,537","-61,543","-44,608","-41,108","-29,253",,,,,
17570,KANSAS                   ,MARION,"-23,961","-28,360","-23,646","-19,502","-14,861",,,,,
