DISABLED -- REPRICING ADJUSTMENTS TO THE 2009-2013 PHYSICIAN REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT GEOGRAPHIC PRACTICE COST INDEX,,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART B REIMBURSEMENT,,,,,,,,,,
28010,NEBRASKA                 ,ANTELOPE,"1,254",-642,-606,415,449,,,,,,
28020,NEBRASKA                 ,ARTHUR,19,316,-35,18,14,,,,,,
28030,NEBRASKA                 ,BANNER,32,112,-30,7,20,,,,,,
28040,NEBRASKA                 ,BLAINE,191,-49,-109,16,75,,,,,,
28050,NEBRASKA                 ,BOONE,591,-356,-605,203,266,,,,,,
28060,NEBRASKA                 ,BOX BUTTE,"2,505",-838,"-1,261",824,957,,,,,,
28070,NEBRASKA                 ,BOYD,"1,013",-3,-553,122,98,,,,,,
28080,NEBRASKA                 ,BROWN,643,-685,-507,140,232,,,,,,
28090,NEBRASKA                 ,BUFFALO,"11,192","-10,266","-11,001","3,680","4,125",,,,,,
28100,NEBRASKA                 ,BURT,"1,624","-1,084","-1,240",563,418,,,,,,
28110,NEBRASKA                 ,BUTLER,"1,234","-1,579","-1,544",329,375,,,,,,
28120,NEBRASKA                 ,CASS,"4,977","-6,066","-5,993","1,751","1,847",,,,,,
28130,NEBRASKA                 ,CEDAR,"4,417",281,-795,432,253,,,,,,
28140,NEBRASKA                 ,CHASE,583,-559,-425,389,220,,,,,,
28150,NEBRASKA                 ,CHERRY,849,76,-523,220,254,,,,,,
28160,NEBRASKA                 ,CHEYENNE,"2,708",825,-424,834,840,,,,,,
28170,NEBRASKA                 ,CLAY,"2,172","-1,629","-1,792",565,592,,,,,,
28180,NEBRASKA                 ,COLFAX,"2,570","-2,109","-1,895",778,637,,,,,,
28190,NEBRASKA                 ,CUMING,"1,713",-866,"-1,264",432,454,,,,,,
28200,NEBRASKA                 ,CUSTER,"3,124","-2,581","-3,012",888,"1,040",,,,,,
28210,NEBRASKA                 ,DAKOTA,"6,287",-411,"-2,676",955,871,,,,,,
28220,NEBRASKA                 ,DAWES,"3,623",202,-505,365,295,,,,,,
28230,NEBRASKA                 ,DAWSON,"4,633","-4,025","-4,360","1,498","1,754",,,,,,
28240,NEBRASKA                 ,DEUEL,600,333,351,160,195,,,,,,
28250,NEBRASKA                 ,DIXON,"3,709",-771,"-2,112","1,008",661,,,,,,
28260,NEBRASKA                 ,DODGE,"12,517","-12,373","-13,601","4,766","4,839",,,,,,
28270,NEBRASKA                 ,DOUGLAS,"135,128","-122,334","-132,941","42,584","41,118",,,,,,
28280,NEBRASKA                 ,DUNDY,417,5,73,229,131,,,,,,
28290,NEBRASKA                 ,FILLMORE,960,-658,-697,368,349,,,,,,
28300,NEBRASKA                 ,FRANKLIN,828,-613,-777,379,256,,,,,,
28310,NEBRASKA                 ,FRONTIER,463,-478,-592,215,-51,,,,,,
28320,NEBRASKA                 ,FURNAS,"1,298","-1,282","-1,139",343,429,,,,,,
28330,NEBRASKA                 ,GAGE,"8,980","-9,125","-7,625","1,890","1,657",,,,,,
28340,NEBRASKA                 ,GARDEN,563,-47,-181,366,174,,,,,,
28350,NEBRASKA                 ,GARFIELD,531,-431,-448,186,169,,,,,,
28360,NEBRASKA                 ,GOSPER,484,-255,-208,123,109,,,,,,
28370,NEBRASKA                 ,GRANT,31,-9,-25,49,32,,,,,,
28380,NEBRASKA                 ,GREELEY,602,-581,-639,179,141,,,,,,
28390,NEBRASKA                 ,HALL,"17,377","-19,579","-23,262","8,863","8,430",,,,,,
28400,NEBRASKA                 ,HAMILTON,"1,156","-1,199","-1,344",483,604,,,,,,
28410,NEBRASKA                 ,HARLAN,"1,056",-842,-662,279,268,,,,,,
28420,NEBRASKA                 ,HAYES,23,-9,-8,10,1,,,,,,
28430,NEBRASKA                 ,HITCHCOCK,676,-224,-325,186,319,,,,,,
28440,NEBRASKA                 ,HOLT,"5,096","-1,760","-1,877",881,740,,,,,,
28450,NEBRASKA                 ,HOOKER,108,-153,-28,28,23,,,,,,
28460,NEBRASKA                 ,HOWARD,"1,027",-995,"-1,007",391,409,,,,,,
28470,NEBRASKA                 ,JEFFERSON,"1,768","-1,975","-2,440",635,602,,,,,,
28480,NEBRASKA                 ,JOHNSON,915,-499,-611,223,334,,,,,,
28490,NEBRASKA                 ,KEARNEY,933,"-1,301","-1,793",588,653,,,,,,
28500,NEBRASKA                 ,KEITH,"3,473","-1,405","-1,566","1,376","1,029",,,,,,
28510,NEBRASKA                 ,KEYA PAHA,129,-52,-57,15,43,,,,,,
28520,NEBRASKA                 ,KIMBALL,"2,048",236,-152,426,619,,,,,,
28530,NEBRASKA                 ,KNOX,"4,703",965,-904,234,147,,,,,,
28540,NEBRASKA                 ,LANCASTER,"75,354","-75,196","-78,448","27,927","28,698",,,,,,
28550,NEBRASKA                 ,LINCOLN,"15,711","-13,772","-15,401","6,367","6,892",,,,,,
28560,NEBRASKA                 ,LOGAN,181,-236,-313,78,55,,,,,,
28570,NEBRASKA                 ,LOUP,8,-44,-12,1,3,,,,,,
28580,NEBRASKA                 ,MCPHERSON,73,-15,-47,15,5,,,,,,
28590,NEBRASKA                 ,MADISON,"13,482","-10,386","-13,161","4,385","4,326",,,,,,
28600,NEBRASKA                 ,MERRICK,"2,569","-2,022","-2,301",723,693,,,,,,
28610,NEBRASKA                 ,MORRILL,"1,122",-703,-546,350,300,,,,,,
28620,NEBRASKA                 ,NANCE,844,-957,"-1,052",231,259,,,,,,
28630,NEBRASKA                 ,NEMAHA,"2,018","-1,810","-2,507",640,530,,,,,,
28640,NEBRASKA                 ,NUCKOLLS,"1,009",-957,-947,317,291,,,,,,
28650,NEBRASKA                 ,OTOE,"2,789","-2,339","-2,203",902,"1,005",,,,,,
28660,NEBRASKA                 ,PAWNEE,401,-312,-301,87,70,,,,,,
28670,NEBRASKA                 ,PERKINS,485,-170,-339,168,144,,,,,,
28680,NEBRASKA                 ,PHELPS,"2,249","-2,726","-2,580",649,696,,,,,,
28690,NEBRASKA                 ,PIERCE,"1,469",-663,"-1,220",531,438,,,,,,
28700,NEBRASKA                 ,PLATTE,"3,836","-4,880","-5,390","1,994","2,208",,,,,,
28710,NEBRASKA                 ,POLK,986,-815,-871,448,317,,,,,,
28720,NEBRASKA                 ,RED WILLOW,"2,702","-2,494","-3,275",970,"1,033",,,,,,
28730,NEBRASKA                 ,RICHARDSON,"2,855","-2,430","-2,867",615,346,,,,,,
28740,NEBRASKA                 ,ROCK,90,-138,-119,80,35,,,,,,
28750,NEBRASKA                 ,SALINE,"2,692","-2,501","-2,586","1,037","1,184",,,,,,
28760,NEBRASKA                 ,SARPY,"22,522","-27,072","-33,048","11,195","12,005",,,,,,
28770,NEBRASKA                 ,SAUNDERS,"6,297","-4,375","-5,069","1,703","1,633",,,,,,
28780,NEBRASKA                 ,SCOTTS BLUFF,"17,243","-7,848","-8,928","6,654","6,139",,,,,,
28790,NEBRASKA                 ,SEWARD,"2,875","-2,187","-2,734","1,065","1,091",,,,,,
28800,NEBRASKA                 ,SHERIDAN,"1,499",-15,-296,139,130,,,,,,
28810,NEBRASKA                 ,SHERMAN,"1,366",-899,-835,193,184,,,,,,
28820,NEBRASKA                 ,SIOUX,19,19,76,9,10,,,,,,
28830,NEBRASKA                 ,STANTON,577,-472,-686,207,308,,,,,,
28840,NEBRASKA                 ,THAYER,"1,072",-813,-825,286,325,,,,,,
28850,NEBRASKA                 ,THOMAS,47,-22,-23,10,40,,,,,,
28860,NEBRASKA                 ,THURSTON,"2,220",-854,"-1,623",843,734,,,,,,
28870,NEBRASKA                 ,VALLEY,"1,386","-1,344","-1,316",420,402,,,,,,
28880,NEBRASKA                 ,WASHINGTON,"3,117","-2,036","-2,810",804,754,,,,,,
28890,NEBRASKA                 ,WAYNE,"1,797",-589,-804,289,343,,,,,,
28900,NEBRASKA                 ,WEBSTER,978,-794,-810,228,295,,,,,,
28910,NEBRASKA                 ,WHEELER,92,-150,-49,10,2,,,,,,
28920,NEBRASKA                 ,YORK,"2,595","-2,634","-3,114","1,038","1,321",,,,,,
29000,NEVADA                   ,CHURCHILL,"3,623","4,924",-980,"-8,950","-7,442",,,,,,
29010,NEVADA                   ,CLARK,"354,442","386,523","-18,484","-513,981","-509,260",,,,,,
29020,NEVADA                   ,DOUGLAS,"8,227","6,590",-188,"-6,152","-6,401",,,,,,
29030,NEVADA                   ,ELKO,"4,830","3,239","-1,205","-4,751","-4,280",,,,,,
29040,NEVADA                   ,ESMERALDA,199,242,33,-313,-615,,,,,,
29050,NEVADA                   ,EUREKA,86,94,-28,-75,-261,,,,,,
29060,NEVADA                   ,HUMBOLDT,"2,416","2,050",-830,"-4,438","-2,862",,,,,,
29070,NEVADA                   ,LANDER,522,457,-276,-428,-693,,,,,,
29080,NEVADA                   ,LINCOLN,"3,517","5,523",-788,"-12,815","-12,022",,,,,,
29090,NEVADA                   ,LYON,"12,281","13,054","-2,784","-20,454","-20,504",,,,,,
29100,NEVADA                   ,MINERAL,"1,097","1,467",-305,"-1,194","-1,219",,,,,,
29110,NEVADA                   ,NYE,"14,783","16,822","-2,343","-19,305","-20,281",,,,,,
29120,NEVADA                   ,CARSON CITY,"13,014","14,227","-1,127","-22,504","-20,883",,,,,,
29130,NEVADA                   ,PERSHING,863,836,48,"-1,143",-806,,,,,,
29140,NEVADA                   ,STOREY,441,309,-28,-533,-517,,,,,,
29150,NEVADA                   ,WASHOE,"67,435","75,464","-10,891","-111,948","-115,704",,,,,,
29160,NEVADA                   ,WHITE PINE,"2,486",707,-858,-482,-477,,,,,,
30000,NEW HAMPSHIRE            ,BELKNAP,"36,233","43,210","28,498","11,990","12,632",,,,,,
30010,NEW HAMPSHIRE            ,CARROLL,"13,067","14,642","10,251","4,865","5,627",,,,,,
30020,NEW HAMPSHIRE            ,CHESHIRE,"28,417","30,535","20,732","9,169","9,479",,,,,,
30030,NEW HAMPSHIRE            ,COOS,"15,515","17,130","14,661","5,763","6,237",,,,,,
30040,NEW HAMPSHIRE            ,GRAFTON,"29,853","38,167","25,058","11,429","11,708",,,,,,
30050,NEW HAMPSHIRE            ,HILLSBOROUGH,"151,385","189,473","138,210","80,672","83,803",,,,,,
30060,NEW HAMPSHIRE            ,MERRIMACK,"81,053","97,919","70,749","31,083","32,595",,,,,,
30070,NEW HAMPSHIRE            ,ROCKINGHAM,"55,360","63,271","45,072","39,646","41,168",,,,,,
30080,NEW HAMPSHIRE            ,STRAFFORD,"70,560","78,795","51,870","27,117","26,618",,,,,,
30090,NEW HAMPSHIRE            ,SULLIVAN,"19,570","20,688","15,707","6,505","6,655",,,,,,
31000,NEW JERSEY               ,ATLANTIC,"-128,729","-146,157","-54,939","35,837","36,576",,,,,,
31100,NEW JERSEY               ,BERGEN,"-584,118","-623,596","-352,206","-15,576","-17,068",,,,,,
31150,NEW JERSEY               ,BURLINGTON,"-138,130","-155,941","-68,258","36,463","40,984",,,,,,
31160,NEW JERSEY               ,CAMDEN,"-206,631","-224,943","-84,715","56,342","55,434",,,,,,
31180,NEW JERSEY               ,CAPE MAY,"-55,956","-60,001","-24,045","12,887","10,771",,,,,,
31190,NEW JERSEY               ,CUMBERLAND,"-78,494","-87,514","-30,514","23,132","22,591",,,,,,
31200,NEW JERSEY               ,ESSEX,"-707,691","-744,479","-410,954","-27,021","-26,408",,,,,,
31220,NEW JERSEY               ,GLOUCESTER,"-93,975","-106,532","-42,389","26,578","25,951",,,,,,
31230,NEW JERSEY               ,HUDSON,"-566,939","-566,292","-315,041","-16,940","-16,776",,,,,,
31250,NEW JERSEY               ,HUNTERDON,"-75,191","-72,734","-42,800","-1,770","-2,620",,,,,,
31260,NEW JERSEY               ,MERCER,"-197,553","-218,289","-93,276","38,017","37,640",,,,,,
31270,NEW JERSEY               ,MIDDLESEX,"-556,934","-602,444","-334,094","-14,650","-13,459",,,,,,
31290,NEW JERSEY               ,MONMOUTH,"-258,079","-274,907","-112,342","68,306","70,052",,,,,,
31300,NEW JERSEY               ,MORRIS,"-274,506","-289,767","-169,634","-12,294","-11,515",,,,,,
31310,NEW JERSEY               ,OCEAN,"-276,858","-306,304","-116,419","76,613","71,949",,,,,,
31320,NEW JERSEY               ,PASSAIC,"-479,096","-493,372","-272,726","-22,202","-20,417",,,,,,
31340,NEW JERSEY               ,SALEM,"-27,340","-29,805","-5,785","14,094","12,604",,,,,,
31350,NEW JERSEY               ,SOMERSET,"-154,699","-167,864","-104,409","-7,625","-9,993",,,,,,
31360,NEW JERSEY               ,SUSSEX,"-119,024","-136,006","-79,581","-3,965","-6,061",,,,,,
31370,NEW JERSEY               ,UNION,"-424,179","-432,143","-244,120","-22,164","-21,521",,,,,,
31390,NEW JERSEY               ,WARREN,"-85,278","-100,980","-62,967","-4,934","-4,430",,,,,,
32000,NEW MEXICO               ,BERNALILLO,"138,857","-88,693","-89,971","111,467","110,904",,,,,,
32010,NEW MEXICO               ,CATRON,"1,265",-300,-267,693,559,,,,,,
32020,NEW MEXICO               ,CHAVES,"31,288","-22,378","-21,688","20,520","19,682",,,,,,
32025,NEW MEXICO               ,CIBOLA,"6,155","-4,375","-3,242","4,279","3,701",,,,,,
32030,NEW MEXICO               ,COLFAX,"7,958","-1,952","-1,869","4,118","3,659",,,,,,
32040,NEW MEXICO               ,CURRY,"13,504","-16,671","-14,369","11,072","11,246",,,,,,
32050,NEW MEXICO               ,DEBACA,316,-337,-315,368,488,,,,,,
32060,NEW MEXICO               ,DONA ANA,"63,966","-52,233","-51,732","42,105","42,315",,,,,,
32070,NEW MEXICO               ,EDDY,"23,255","-21,472","-17,413","13,465","13,006",,,,,,
32080,NEW MEXICO               ,GRANT,"13,003","-7,109","-7,222","7,290","7,312",,,,,,
32090,NEW MEXICO               ,GUADALUPE,"2,022","-1,469","-1,231","1,270","1,166",,,,,,
32100,NEW MEXICO               ,HARDING,78,-10,-106,202,230,,,,,,
32110,NEW MEXICO               ,HIDALGO,"1,181",-585,-604,975,897,,,,,,
32120,NEW MEXICO               ,LEA,"15,067","-16,780","-13,754","8,317","9,001",,,,,,
32130,NEW MEXICO               ,LINCOLN,"6,089","-4,451","-3,939","3,872","3,860",,,,,,
32131,NEW MEXICO               ,LOS ALAMOS,"1,155","-1,136","-1,056",995,"1,338",,,,,,
32140,NEW MEXICO               ,LUNA,"10,281","-6,206","-5,878","5,903","5,868",,,,,,
32150,NEW MEXICO               ,MCKINLEY,"7,894","-4,739","-4,472","6,550","7,022",,,,,,
32160,NEW MEXICO               ,MORA,"2,833","-1,486","-1,666","1,791","1,736",,,,,,
32170,NEW MEXICO               ,OTERO,"23,785","-20,040","-19,280","14,424","13,642",,,,,,
32180,NEW MEXICO               ,QUAY,"5,206","-4,615","-4,111","3,173","3,288",,,,,,
32190,NEW MEXICO               ,RIO ARRIBA,"15,440","-8,768","-8,784","11,813","11,121",,,,,,
32200,NEW MEXICO               ,ROOSEVELT,"4,532","-4,237","-4,232","2,757","3,002",,,,,,
32210,NEW MEXICO               ,SANDOVAL,"19,381","-11,971","-11,874","15,722","14,030",,,,,,
32220,NEW MEXICO               ,SAN JUAN,"26,494","-7,265","-9,750","26,791","24,968",,,,,,
32230,NEW MEXICO               ,SAN MIGUEL,"17,780","-12,782","-11,750","13,345","12,990",,,,,,
32240,NEW MEXICO               ,SANTA FE,"41,330","-29,088","-25,541","29,059","28,313",,,,,,
32250,NEW MEXICO               ,SIERRA,"5,705","-3,273","-2,936","3,544","3,742",,,,,,
32260,NEW MEXICO               ,SOCORRO,"4,459","-3,660","-5,134","4,237","4,224",,,,,,
32270,NEW MEXICO               ,TAOS,"10,943","-7,921","-6,658","8,001","7,415",,,,,,
32280,NEW MEXICO               ,TORRANCE,"4,796","-2,684","-3,332","3,178","3,942",,,,,,
32290,NEW MEXICO               ,UNION,"1,038","-1,150","-1,429","1,043",644,,,,,,
32300,NEW MEXICO               ,VALENCIA,"22,301","-13,756","-13,449","14,729","14,266",,,,,,
33000,NEW YORK                 ,ALBANY,"148,510","40,869","28,350","100,465","100,214",,,,,,
33010,NEW YORK                 ,ALLEGANY,"21,233","6,477","3,967","13,454","13,313",,,,,,
33020,NEW YORK                 ,BRONX,"-348,177","-375,582","-176,833","667,191","620,380",,,,,,
33030,NEW YORK                 ,BROOME,"140,023","35,917","25,886","89,710","84,763",,,,,,
33040,NEW YORK                 ,CATTARAUGUS,"52,558","10,765","6,731","38,482","35,960",,,,,,
33050,NEW YORK                 ,CAYUGA,"45,168","9,594","7,178","25,827","27,609",,,,,,
33060,NEW YORK                 ,CHAUTAUQUA,"76,889","7,100",141,"47,100","45,595",,,,,,
33070,NEW YORK                 ,CHEMUNG,"63,367","12,777","8,223","41,916","41,879",,,,,,
33080,NEW YORK                 ,CHENANGO,"30,576","10,401","9,357","24,784","22,427",,,,,,
33090,NEW YORK                 ,CLINTON,"61,144","20,215","15,884","47,998","45,331",,,,,,
33200,NEW YORK                 ,COLUMBIA,"34,179","28,320","31,185","43,694","43,217",,,,,,
33210,NEW YORK                 ,CORTLAND,"33,866","7,459","5,396","20,686","20,158",,,,,,
33220,NEW YORK                 ,DELAWARE,"21,277","9,849","10,039","20,022","18,421",,,,,,
33230,NEW YORK                 ,DUTCHESS,"133,153","118,982","162,138","237,000","246,551",,,,,,
33240,NEW YORK                 ,ERIE,"465,497","102,704","57,398","290,752","288,475",,,,,,
33260,NEW YORK                 ,ESSEX,"21,790","6,119","4,977","13,133","12,611",,,,,,
33270,NEW YORK                 ,FRANKLIN,"26,987","9,964","8,450","16,709","16,915",,,,,,
33280,NEW YORK                 ,FULTON,"43,817","13,327","7,437","29,437","30,315",,,,,,
33290,NEW YORK                 ,GENESEE,"28,508","7,439","5,281","21,082","21,160",,,,,,
33300,NEW YORK                 ,GREENE,"30,596","18,363","20,226","29,510","30,124",,,,,,
33310,NEW YORK                 ,HAMILTON,"2,708",712,169,"1,202",869,,,,,,
33320,NEW YORK                 ,HERKIMER,"36,043","10,511","6,504","21,968","22,215",,,,,,
33330,NEW YORK                 ,JEFFERSON,"62,586","14,676","8,425","39,655","39,941",,,,,,
33331,NEW YORK                 ,KINGS,"-793,774","-1,023,430","-655,002","1,354,722","1,289,341",,,,,,
33340,NEW YORK                 ,LEWIS,"13,518","3,322","2,197","8,197","9,575",,,,,,
33350,NEW YORK                 ,LIVINGSTON,"24,291","6,772","4,910","14,201","15,030",,,,,,
33360,NEW YORK                 ,MADISON,"40,578","7,422","3,185","21,266","21,374",,,,,,
33370,NEW YORK                 ,MONROE,"303,341","90,982","70,080","201,045","211,264",,,,,,
33380,NEW YORK                 ,MONTGOMERY,"36,828","7,148","7,122","23,599","22,571",,,,,,
33400,NEW YORK                 ,NASSAU,"-341,525","-453,200","-218,971","1,065,562","1,057,958",,,,,,
33420,NEW YORK                 ,NEW YORK,"-1,028,132","-1,118,484","-763,230","658,449","626,718",,,,,,
33500,NEW YORK                 ,NIAGARA,"140,289","37,098","23,423","79,562","81,299",,,,,,
33510,NEW YORK                 ,ONEIDA,"197,131","39,625","20,744","117,741","109,857",,,,,,
33520,NEW YORK                 ,ONONDAGA,"278,829","44,408","21,598","152,918","152,980",,,,,,
33530,NEW YORK                 ,ONTARIO,"43,868","13,564","10,278","29,823","33,501",,,,,,
33540,NEW YORK                 ,ORANGE,"142,163","126,396","193,735","300,490","303,597",,,,,,
33550,NEW YORK                 ,ORLEANS,"17,396","4,948","3,965","13,353","12,623",,,,,,
33560,NEW YORK                 ,OSWEGO,"84,343","14,792","6,543","53,248","49,754",,,,,,
33570,NEW YORK                 ,OTSEGO,"25,780","12,777","11,718","20,997","23,170",,,,,,
33580,NEW YORK                 ,PUTNAM,336,"-1,892","13,541","69,806","75,927",,,,,,
33590,NEW YORK                 ,QUEENS,"167,862","85,840","99,383","929,505","907,960",,,,,,
33600,NEW YORK                 ,RENSSELAER,"89,689","25,936","19,384","60,174","59,813",,,,,,
33610,NEW YORK                 ,RICHMOND,"-166,675","-215,844","-121,945","411,840","406,430",,,,,,
33620,NEW YORK                 ,ROCKLAND,"-106,410","-126,507","-65,876","266,993","262,062",,,,,,
33630,NEW YORK                 ,ST. LAWRENCE,"72,078","26,131","21,073","45,652","48,222",,,,,,
33640,NEW YORK                 ,SARATOGA,"94,653","20,332","13,771","55,711","55,161",,,,,,
33650,NEW YORK                 ,SCHENECTADY,"86,838","22,250","19,502","59,545","57,843",,,,,,
33660,NEW YORK                 ,SCHOHARIE,"14,419","4,886","3,517","9,132","10,104",,,,,,
33670,NEW YORK                 ,SCHUYLER,"9,089","3,087","1,565","5,773","4,688",,,,,,
33680,NEW YORK                 ,SENECA,"19,540","4,559","2,304","11,191","10,821",,,,,,
33690,NEW YORK                 ,STEUBEN,"54,691","12,707","7,393","34,480","33,314",,,,,,
33700,NEW YORK                 ,SUFFOLK,"-394,711","-554,997","-168,982","1,708,374","1,683,262",,,,,,
33710,NEW YORK                 ,SULLIVAN,"54,239","51,064","66,287","94,746","102,952",,,,,,
33720,NEW YORK                 ,TIOGA,"17,692","-2,098","-6,784","11,286","11,505",,,,,,
33730,NEW YORK                 ,TOMPKINS,"35,030","6,055","3,088","22,337","22,237",,,,,,
33740,NEW YORK                 ,ULSTER,"104,839","92,803","122,386","155,712","152,213",,,,,,
33750,NEW YORK                 ,WARREN,"46,799","11,055","7,543","27,557","31,763",,,,,,
33760,NEW YORK                 ,WASHINGTON,"40,145","10,147","5,673","20,622","20,494",,,,,,
33770,NEW YORK                 ,WAYNE,"57,965","18,575","12,573","35,985","39,348",,,,,,
33800,NEW YORK                 ,WESTCHESTER,"-199,019","-251,987","-97,352","604,150","604,312",,,,,,
33900,NEW YORK                 ,WYOMING,"15,240","4,813","3,090","9,589","11,185",,,,,,
33910,NEW YORK                 ,YATES,"10,059","2,283","1,855","6,796","6,822",,,,,,
34000,NORTH CAROLINA           ,ALAMANCE,"26,375","-35,251","-35,180","22,213","21,286",,,,,,
34010,NORTH CAROLINA           ,ALEXANDER,"10,842","-13,429","-14,258","8,469","7,891",,,,,,
34020,NORTH CAROLINA           ,ALLEGHANY,"5,044","-5,218","-4,787","3,084","3,125",,,,,,
34030,NORTH CAROLINA           ,ANSON,"9,279","-13,132","-12,180","6,698","6,701",,,,,,
34040,NORTH CAROLINA           ,ASHE,"6,861","-10,955","-11,090","4,911","5,087",,,,,,
34050,NORTH CAROLINA           ,AVERY,"4,056","-7,457","-7,238","3,306","3,244",,,,,,
34060,NORTH CAROLINA           ,BEAUFORT,"15,660","-27,373","-30,420","14,643","14,795",,,,,,
34070,NORTH CAROLINA           ,BERTIE,"8,518","-9,575","-9,747","6,775","5,967",,,,,,
34080,NORTH CAROLINA           ,BLADEN,"14,224","-16,885","-19,918","10,250","8,914",,,,,,
34090,NORTH CAROLINA           ,BRUNSWICK,"36,447","-53,240","-57,065","27,312","27,720",,,,,,
34100,NORTH CAROLINA           ,BUNCOMBE,"69,467","-98,311","-102,267","51,136","50,268",,,,,,
34110,NORTH CAROLINA           ,BURKE,"28,803","-39,214","-37,645","20,096","19,714",,,,,,
34120,NORTH CAROLINA           ,CABARRUS,"35,982","-44,812","-47,247","30,969","30,974",,,,,,
34130,NORTH CAROLINA           ,CALDWELL,"23,808","-24,754","-26,481","17,347","17,555",,,,,,
34140,NORTH CAROLINA           ,CAMDEN,"3,628",-975,"-1,364","1,571","1,622",,,,,,
34150,NORTH CAROLINA           ,CARTERET,"19,204","-26,474","-27,996","14,932","14,352",,,,,,
34160,NORTH CAROLINA           ,CASWELL,"10,062","-2,535","-2,874","4,824","4,498",,,,,,
34170,NORTH CAROLINA           ,CATAWBA,"39,964","-52,405","-56,868","34,109","31,718",,,,,,
34180,NORTH CAROLINA           ,CHATHAM,"5,719","-7,762","-8,093","4,918","4,449",,,,,,
34190,NORTH CAROLINA           ,CHEROKEE,"6,355","-15,166","-16,687","3,127","2,701",,,,,,
34200,NORTH CAROLINA           ,CHOWAN,"5,108","-4,338","-4,540","3,481","3,401",,,,,,
34210,NORTH CAROLINA           ,CLAY,"2,989","-5,772","-5,113",793,"1,304",,,,,,
34220,NORTH CAROLINA           ,CLEVELAND,"38,978","-50,539","-49,929","30,181","29,201",,,,,,
34230,NORTH CAROLINA           ,COLUMBUS,"39,038","-46,075","-53,378","28,433","27,467",,,,,,
34240,NORTH CAROLINA           ,CRAVEN,"36,902","-57,017","-60,851","26,868","27,039",,,,,,
34250,NORTH CAROLINA           ,CUMBERLAND,"81,970","-135,857","-147,193","71,909","73,582",,,,,,
34251,NORTH CAROLINA           ,CURRITUCK,"7,552",594,-522,"3,980","4,068",,,,,,
34270,NORTH CAROLINA           ,DARE,"8,225","-4,102","-5,211","4,903","5,116",,,,,,
34280,NORTH CAROLINA           ,DAVIDSON,"29,779","-37,988","-36,525","21,945","20,133",,,,,,
34290,NORTH CAROLINA           ,DAVIE,"6,397","-10,516","-10,553","5,426","5,135",,,,,,
34300,NORTH CAROLINA           ,DUPLIN,"14,092","-20,402","-19,370","10,138","9,894",,,,,,
34310,NORTH CAROLINA           ,DURHAM,"42,730","-47,074","-50,240","33,899","35,487",,,,,,
34320,NORTH CAROLINA           ,EDGECOMBE,"17,014","-24,531","-25,976","12,875","12,763",,,,,,
34330,NORTH CAROLINA           ,FORSYTH,"54,684","-64,393","-64,499","43,421","42,418",,,,,,
34340,NORTH CAROLINA           ,FRANKLIN,"13,470","-17,558","-19,493","11,468","11,390",,,,,,
34350,NORTH CAROLINA           ,GASTON,"74,338","-91,467","-93,615","54,379","51,068",,,,,,
34360,NORTH CAROLINA           ,GATES,"5,547",403,319,"2,301","2,315",,,,,,
34370,NORTH CAROLINA           ,GRAHAM,"2,275","-3,771","-4,739","1,627","1,546",,,,,,
34380,NORTH CAROLINA           ,GRANVILLE,"12,162","-13,497","-15,261","9,329","9,435",,,,,,
34390,NORTH CAROLINA           ,GREENE,"7,244","-11,257","-10,857","4,614","4,140",,,,,,
34400,NORTH CAROLINA           ,GUILFORD,"81,007","-105,540","-114,503","65,160","63,024",,,,,,
34410,NORTH CAROLINA           ,HALIFAX,"25,188","-30,876","-30,874","20,341","19,240",,,,,,
34420,NORTH CAROLINA           ,HARNETT,"30,769","-47,926","-53,238","24,083","23,150",,,,,,
34430,NORTH CAROLINA           ,HAYWOOD,"17,617","-21,408","-23,264","12,832","12,732",,,,,,
34440,NORTH CAROLINA           ,HENDERSON,"26,066","-36,451","-36,528","18,887","19,692",,,,,,
34450,NORTH CAROLINA           ,HERTFORD,"9,258","-6,905","-8,737","7,060","6,495",,,,,,
34460,NORTH CAROLINA           ,HOKE,"8,543","-13,317","-14,710","7,712","7,210",,,,,,
34470,NORTH CAROLINA           ,HYDE,"1,538","-1,375","-1,537",942,"1,088",,,,,,
34480,NORTH CAROLINA           ,IREDELL,"39,139","-52,148","-57,968","29,235","28,732",,,,,,
34490,NORTH CAROLINA           ,JACKSON,"6,915","-11,198","-10,498","5,327","5,738",,,,,,
34500,NORTH CAROLINA           ,JOHNSTON,"48,297","-68,226","-77,144","39,999","37,258",,,,,,
34510,NORTH CAROLINA           ,JONES,"5,169","-7,878","-7,726","3,282","3,346",,,,,,
34520,NORTH CAROLINA           ,LEE,"18,187","-30,664","-33,322","16,766","16,531",,,,,,
34530,NORTH CAROLINA           ,LENOIR,"30,266","-44,782","-46,555","22,009","22,036",,,,,,
34540,NORTH CAROLINA           ,LINCOLN,"22,076","-27,830","-27,168","16,404","15,968",,,,,,
34550,NORTH CAROLINA           ,MCDOWELL,"15,335","-21,876","-20,447","10,764","10,261",,,,,,
34560,NORTH CAROLINA           ,MACON,"7,881","-13,148","-13,246","5,637","5,471",,,,,,
34570,NORTH CAROLINA           ,MADISON,"6,944","-9,934","-9,471","3,945","4,388",,,,,,
