DISABLED -- REPRICING ADJUSTMENTS TO THE 2009-2013 PHYSICIAN REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT GEOGRAPHIC PRACTICE COST INDEX,,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART B REIMBURSEMENT,,,,,,,,,,
16920,IOWA                     ,WAYNE,"1,912","-1,827","-1,984","1,035",704,,,,,,
16930,IOWA                     ,WEBSTER,"16,507","-16,122","-19,202","7,818","8,858",,,,,,
16940,IOWA                     ,WINNEBAGO,"2,265",-954,"-1,512","1,132","1,026",,,,,,
16950,IOWA                     ,WINNESHIEK,"3,386","-1,570","-2,526","1,389","1,606",,,,,,
16960,IOWA                     ,WOODBURY,"64,223","-14,840","-35,896","13,907","14,862",,,,,,
16970,IOWA                     ,WORTH,"1,724","-1,253",-880,744,875,,,,,,
16980,IOWA                     ,WRIGHT,"3,303","-2,450","-3,586","1,441","1,567",,,,,,
17000,KANSAS                   ,ALLEN,"4,053","-4,188","-8,341","-5,709","-4,528",,,,,,
17010,KANSAS                   ,ANDERSON,"1,652","-1,933","-3,669","-2,241","-3,557",,,,,,
17020,KANSAS                   ,ATCHISON,"3,826","-5,987","-9,535","-4,491","-4,481",,,,,,
17030,KANSAS                   ,BARBER,"1,261","-1,235","-2,183","-1,087",-691,,,,,,
17040,KANSAS                   ,BARTON,"9,977","-9,479","-17,655","-9,078","-7,684",,,,,,
17050,KANSAS                   ,BOURBON,"5,695","-6,548","-9,663","-5,459","-4,038",,,,,,
17060,KANSAS                   ,BROWN,"2,472","-2,187","-3,941","-3,442","-2,235",,,,,,
17070,KANSAS                   ,BUTLER,"20,340","-20,344","-38,644","-19,318","-18,496",,,,,,
17080,KANSAS                   ,CHASE,989,"-1,479","-1,598",-540,-641,,,,,,
17090,KANSAS                   ,CHAUTAUQUA,"2,353","-1,739","-2,022",-559,-327,,,,,,
17100,KANSAS                   ,CHEROKEE,"7,631","-20,804","-27,013","-8,773","-8,193",,,,,,
17110,KANSAS                   ,CHEYENNE,"1,287",434,"1,553",173,173,,,,,,
17120,KANSAS                   ,CLARK,261,-249,-712,-207,-93,,,,,,
17130,KANSAS                   ,CLAY,"1,971","-1,467","-4,117","-1,825","-2,141",,,,,,
17140,KANSAS                   ,CLOUD,"2,706","-2,641","-4,398","-2,620","-3,517",,,,,,
17150,KANSAS                   ,COFFEY,"2,203","-1,584","-3,618","-2,583","-2,454",,,,,,
17160,KANSAS                   ,COMANCHE,773,-628,-999,-370,-746,,,,,,
17170,KANSAS                   ,COWLEY,"7,772","-7,978","-15,895","-9,149","-9,340",,,,,,
17180,KANSAS                   ,CRAWFORD,"15,047","-20,745","-34,268","-17,541","-17,729",,,,,,
17190,KANSAS                   ,DECATUR,"1,044",-909,-287,-266,-393,,,,,,
17200,KANSAS                   ,DICKINSON,"4,386","-4,133","-8,021","-3,972","-3,031",,,,,,
17210,KANSAS                   ,DONIPHAN,"1,849","-3,740","-4,117","-2,179","-2,141",,,,,,
17220,KANSAS                   ,DOUGLAS,"25,298","-30,668","-52,771","-27,397","-29,436",,,,,,
17230,KANSAS                   ,EDWARDS,682,-234,-848,-360,-558,,,,,,
17240,KANSAS                   ,ELK,"1,395","-1,074","-1,958","-1,097",-656,,,,,,
17250,KANSAS                   ,ELLIS,"6,926","-5,857","-11,385","-7,749","-8,276",,,,,,
17260,KANSAS                   ,ELLSWORTH,"1,460","-1,213","-2,526","-1,637","-1,152",,,,,,
17270,KANSAS                   ,FINNEY,"6,694","-4,327","-11,317","-8,355","-8,031",,,,,,
17280,KANSAS                   ,FORD,"7,752","-9,412","-14,603","-6,136","-6,315",,,,,,
17290,KANSAS                   ,FRANKLIN,"6,324","-6,525","-13,901","-9,081","-9,562",,,,,,
17300,KANSAS                   ,GEARY,"5,044","-5,252","-9,690","-5,220","-5,754",,,,,,
17310,KANSAS                   ,GOVE,509,-618,"-1,366",-457,-820,,,,,,
17320,KANSAS                   ,GRAHAM,753,-353,"-1,706",-475,-986,,,,,,
17330,KANSAS                   ,GRANT,"1,126","-1,083","-1,742",-924,"-1,124",,,,,,
17340,KANSAS                   ,GRAY,987,-839,"-2,654",-566,-506,,,,,,
17350,KANSAS                   ,GREELEY,362,-142,-252,27,-191,,,,,,
17360,KANSAS                   ,GREENWOOD,"3,335","-2,248","-6,182","-3,526","-2,623",,,,,,
17370,KANSAS                   ,HAMILTON,449,-272,-384,-109,-223,,,,,,
17380,KANSAS                   ,HARPER,"1,028","-1,681","-3,233","-1,586","-1,209",,,,,,
17390,KANSAS                   ,HARVEY,"13,907","-15,156","-24,615","-10,333","-9,806",,,,,,
17391,KANSAS                   ,HASKELL,628,-520,"-1,385",-791,-173,,,,,,
17410,KANSAS                   ,HODGEMAN,314,-191,-442,-416,-253,,,,,,
17420,KANSAS                   ,JACKSON,"4,209","-3,660","-6,788","-3,657","-4,762",,,,,,
17430,KANSAS                   ,JEFFERSON,"6,435","-6,944","-11,171","-6,400","-5,651",,,,,,
17440,KANSAS                   ,JEWELL,691,-879,"-1,430",-302,-447,,,,,,
17450,KANSAS                   ,JOHNSON,"70,196","-93,017","-162,266","-83,955","-89,765",,,,,,
17451,KANSAS                   ,KEARNY,848,-617,"-1,040",-675,-458,,,,,,
17470,KANSAS                   ,KINGMAN,"2,841","-2,557","-4,488","-2,256","-1,869",,,,,,
17480,KANSAS                   ,KIOWA,757,-582,"-1,519","-1,001",-820,,,,,,
17490,KANSAS                   ,LABETTE,"8,562","-11,972","-17,297","-8,563","-7,612",,,,,,
17500,KANSAS                   ,LANE,433,-382,-740,-399,-375,,,,,,
17510,KANSAS                   ,LEAVENWORTH,"20,728","-24,711","-39,804","-19,498","-17,966",,,,,,
17520,KANSAS                   ,LINCOLN,938,"-1,102","-1,565",-731,"-1,029",,,,,,
17530,KANSAS                   ,LINN,"2,342","-2,780","-5,768","-2,962","-2,652",,,,,,
17540,KANSAS                   ,LOGAN,509,-182,-590,-609,-332,,,,,,
17550,KANSAS                   ,LYON,"13,394","-12,661","-25,351","-14,614","-13,592",,,,,,
17560,KANSAS                   ,MCPHERSON,"6,329","-6,843","-12,979","-6,154","-6,671",,,,,,
17570,KANSAS                   ,MARION,"3,270","-3,393","-5,250","-3,664","-2,033",,,,,,
17580,KANSAS                   ,MARSHALL,"2,198","-1,597","-4,934","-1,760","-1,748",,,,,,
17590,KANSAS                   ,MEADE,368,-308,-700,-174,-291,,,,,,
17600,KANSAS                   ,MIAMI,"6,551","-5,819","-11,366","-8,162","-7,490",,,,,,
17610,KANSAS                   ,MITCHELL,"1,013",-912,"-1,553",-830,"-1,068",,,,,,
17620,KANSAS                   ,MONTGOMERY,"19,215","-18,434","-30,713","-11,892","-11,356",,,,,,
17630,KANSAS                   ,MORRIS,"1,389","-1,723","-3,614","-1,662","-1,660",,,,,,
17640,KANSAS                   ,MORTON,825,-758,"-1,319",-704,-415,,,,,,
17650,KANSAS                   ,NEMAHA,"1,582","-1,503","-3,123","-1,996","-1,760",,,,,,
17660,KANSAS                   ,NEOSHO,"5,772","-5,578","-10,387","-5,918","-5,377",,,,,,
17670,KANSAS                   ,NESS,371,-365,"-1,050",-478,-680,,,,,,
17680,KANSAS                   ,NORTON,"1,026",-955,"-1,393",-986,-768,,,,,,
17690,KANSAS                   ,OSAGE,"5,841","-6,546","-10,609","-6,595","-5,544",,,,,,
17700,KANSAS                   ,OSBORNE,"1,017",-972,"-1,461",-937,-898,,,,,,
17710,KANSAS                   ,OTTAWA,"1,300","-1,435","-3,003","-1,293","-1,027",,,,,,
17720,KANSAS                   ,PAWNEE,"1,022","-1,512","-1,976","-1,192","-1,249",,,,,,
17730,KANSAS                   ,PHILLIPS,"1,220",-677,"-1,804",-692,-923,,,,,,
17740,KANSAS                   ,POTTAWATOMIE,"4,421","-4,383","-8,006","-4,849","-3,958",,,,,,
17750,KANSAS                   ,PRATT,"2,338","-2,072","-4,564","-2,679","-1,812",,,,,,
17760,KANSAS                   ,RAWLINS,691,-362,-168,247,-154,,,,,,
17770,KANSAS                   ,RENO,"34,037","-37,127","-65,605","-27,906","-28,221",,,,,,
17780,KANSAS                   ,REPUBLIC,"1,094","-1,119","-1,367",-702,-519,,,,,,
17790,KANSAS                   ,RICE,"3,097","-4,061","-6,658","-2,334","-2,771",,,,,,
17800,KANSAS                   ,RILEY,"12,342","-12,416","-24,593","-11,535","-16,226",,,,,,
17810,KANSAS                   ,ROOKS,"1,549","-1,488","-2,890","-1,573","-1,679",,,,,,
17820,KANSAS                   ,RUSH,914,-954,"-2,076","-1,157","-1,110",,,,,,
17830,KANSAS                   ,RUSSELL,"2,220","-2,222","-3,859","-1,932","-2,257",,,,,,
17840,KANSAS                   ,SALINE,"17,567","-18,766","-34,408","-18,086","-22,415",,,,,,
17841,KANSAS                   ,SCOTT,165,-245,-49,-533,-192,,,,,,
17860,KANSAS                   ,SEDGWICK,"179,815","-191,381","-332,872","-154,974","-159,086",,,,,,
17870,KANSAS                   ,SEWARD,"1,942","-2,900","-6,381","-3,414","-2,535",,,,,,
17880,KANSAS                   ,SHAWNEE,"87,255","-81,304","-155,228","-90,269","-87,337",,,,,,
17890,KANSAS                   ,SHERIDAN,171,-142,-220,-67,-69,,,,,,
17900,KANSAS                   ,SHERMAN,"2,070",-54,"-1,007",76,486,,,,,,
17910,KANSAS                   ,SMITH,986,-612,"-1,073",-685,-368,,,,,,
17920,KANSAS                   ,STAFFORD,"2,730","-2,033","-3,179","-1,943","-2,029",,,,,,
17921,KANSAS                   ,STANTON,699,-104,-471,-46,-166,,,,,,
17940,KANSAS                   ,STEVENS,989,-944,"-2,102",-616,"-1,131",,,,,,
17950,KANSAS                   ,SUMNER,"5,954","-5,887","-10,664","-5,506","-7,781",,,,,,
17960,KANSAS                   ,THOMAS,"2,883",-585,"-1,118",-348,"-1,308",,,,,,
17970,KANSAS                   ,TREGO,"1,032",-612,"-1,668",-730,-945,,,,,,
17980,KANSAS                   ,WABAUNSEE,"1,860","-2,180","-3,965","-2,083","-1,935",,,,,,
17981,KANSAS                   ,WALLACE,445,20,-184,-128,-99,,,,,,
17982,KANSAS                   ,WASHINGTON,"1,256","-1,895","-2,634",-466,-864,,,,,,
17983,KANSAS                   ,WICHITA,274,-288,-16,-364,-274,,,,,,
17984,KANSAS                   ,WILSON,"4,063","-3,142","-6,596","-4,929","-4,123",,,,,,
17985,KANSAS                   ,WOODSON,"1,705","-1,240","-2,592","-1,697","-1,984",,,,,,
17986,KANSAS                   ,WYANDOTTE,"51,267","-66,776","-114,666","-69,959","-71,670",,,,,,
18000,KENTUCKY                 ,ADAIR,"7,679","-14,657","-18,985","2,078","2,156",,,,,,
18010,KENTUCKY                 ,ALLEN,"8,277","-19,983","-23,054","2,411","2,432",,,,,,
18020,KENTUCKY                 ,ANDERSON,"7,151","-12,848","-15,342","1,824","1,554",,,,,,
18030,KENTUCKY                 ,BALLARD,"6,136","-11,253","-13,093","1,678","1,463",,,,,,
18040,KENTUCKY                 ,BARREN,"19,184","-42,985","-61,057","5,446","5,366",,,,,,
18050,KENTUCKY                 ,BATH,"6,158","-10,644","-11,305","1,332","1,460",,,,,,
18060,KENTUCKY                 ,BELL,"19,084","-50,104","-58,654","4,657","4,644",,,,,,
18070,KENTUCKY                 ,BOONE,"17,997","-62,489","-79,065","-2,237",-440,,,,,,
18080,KENTUCKY                 ,BOURBON,"7,166","-15,257","-16,773","1,455","1,494",,,,,,
18090,KENTUCKY                 ,BOYD,"29,631","-63,122","-76,256","8,425","7,590",,,,,,
18100,KENTUCKY                 ,BOYLE,"12,503","-28,613","-37,443","3,931","4,070",,,,,,
18110,KENTUCKY                 ,BRACKEN,"2,990","-10,488","-9,246",-91,157,,,,,,
18120,KENTUCKY                 ,BREATHITT,"15,528","-33,639","-40,797","3,745","3,579",,,,,,
18130,KENTUCKY                 ,BRECKINRIDGE,"6,783","-12,971","-16,809","2,208","2,282",,,,,,
18140,KENTUCKY                 ,BULLITT,"19,098","-37,849","-50,577","6,825","6,650",,,,,,
18150,KENTUCKY                 ,BUTLER,"6,813","-15,733","-19,218","1,731","1,583",,,,,,
18160,KENTUCKY                 ,CALDWELL,"5,153","-12,241","-14,162","1,706","1,555",,,,,,
18170,KENTUCKY                 ,CALLOWAY,"12,341","-27,284","-32,941","3,240","2,582",,,,,,
18180,KENTUCKY                 ,CAMPBELL,"11,348","-50,394","-57,952","-2,270","-2,174",,,,,,
18190,KENTUCKY                 ,CARLISLE,"2,789","-5,361","-6,862",903,749,,,,,,
18191,KENTUCKY                 ,CARROLL,"3,523","-6,803","-9,454","1,254","1,168",,,,,,
18210,KENTUCKY                 ,CARTER,"12,488","-23,491","-28,363","3,023","2,687",,,,,,
18220,KENTUCKY                 ,CASEY,"7,896","-15,708","-23,584","1,897","1,888",,,,,,
18230,KENTUCKY                 ,CHRISTIAN,"21,912","-56,200","-70,440","5,373","5,618",,,,,,
18240,KENTUCKY                 ,CLARK,"16,383","-30,310","-41,925","4,370","4,751",,,,,,
18250,KENTUCKY                 ,CLAY,"19,294","-36,833","-46,179","4,536","4,260",,,,,,
18260,KENTUCKY                 ,CLINTON,"7,885","-19,293","-23,395","1,874","1,951",,,,,,
18270,KENTUCKY                 ,CRITTENDEN,"3,510","-5,978","-8,921","1,062","1,092",,,,,,
18271,KENTUCKY                 ,CUMBERLAND,"2,963","-7,154","-6,879",676,684,,,,,,
18290,KENTUCKY                 ,DAVIESS,"48,733","-102,822","-129,825","12,843","13,352",,,,,,
18291,KENTUCKY                 ,EDMONSON,"6,177","-13,525","-16,026","1,496","1,192",,,,,,
18310,KENTUCKY                 ,ELLIOTT,"5,775","-12,383","-16,657","1,306","1,584",,,,,,
18320,KENTUCKY                 ,ESTILL,"8,530","-17,345","-22,943","2,446","2,106",,,,,,
18330,KENTUCKY                 ,FAYETTE,"73,967","-144,508","-194,749","22,878","21,278",,,,,,
18340,KENTUCKY                 ,FLEMING,"8,758","-16,628","-22,848","2,029","2,061",,,,,,
18350,KENTUCKY                 ,FLOYD,"43,035","-86,899","-111,843","10,164","10,361",,,,,,
18360,KENTUCKY                 ,FRANKLIN,"31,617","-62,678","-79,877","9,917","9,367",,,,,,
18361,KENTUCKY                 ,FULTON,"3,518","-9,549","-13,961","1,152",752,,,,,,
18362,KENTUCKY                 ,GALLATIN,"3,011","-6,790","-10,856",238,242,,,,,,
18390,KENTUCKY                 ,GARRARD,"6,557","-14,481","-20,998","1,938","1,784",,,,,,
18400,KENTUCKY                 ,GRANT,"9,737","-26,243","-30,758",661,"1,320",,,,,,
18410,KENTUCKY                 ,GRAVES,"20,213","-38,680","-52,730","6,147","6,233",,,,,,
18420,KENTUCKY                 ,GRAYSON,"11,370","-22,784","-30,058","4,130","3,534",,,,,,
18421,KENTUCKY                 ,GREEN,"6,904","-12,385","-13,720","1,356","1,207",,,,,,
18440,KENTUCKY                 ,GREENUP,"27,612","-62,843","-82,319","3,115","2,329",,,,,,
18450,KENTUCKY                 ,HANCOCK,"3,072","-5,804","-7,859",632,711,,,,,,
18460,KENTUCKY                 ,HARDIN,"38,831","-80,214","-98,822","13,010","12,981",,,,,,
18470,KENTUCKY                 ,HARLAN,"20,669","-38,636","-48,774","5,243","4,229",,,,,,
18480,KENTUCKY                 ,HARRISON,"7,186","-14,866","-18,925","1,837","1,882",,,,,,
18490,KENTUCKY                 ,HART,"8,451","-15,831","-22,200","2,595","2,437",,,,,,
18500,KENTUCKY                 ,HENDERSON,"13,153","-33,077","-42,103","2,052","2,212",,,,,,
18510,KENTUCKY                 ,HENRY,"7,140","-12,486","-14,876","2,209","1,746",,,,,,
18511,KENTUCKY                 ,HICKMAN,"1,616","-2,996","-3,567",436,488,,,,,,
18530,KENTUCKY                 ,HOPKINS,"24,762","-49,318","-57,264","5,651","5,019",,,,,,
18540,KENTUCKY                 ,JACKSON,"8,088","-18,015","-29,252","2,002","1,905",,,,,,
18550,KENTUCKY                 ,JEFFERSON,"209,680","-399,438","-525,750","78,926","72,207",,,,,,
18560,KENTUCKY                 ,JESSAMINE,"17,263","-31,231","-40,698","4,724","4,363",,,,,,
18570,KENTUCKY                 ,JOHNSON,"21,433","-45,599","-52,336","6,027","5,331",,,,,,
18580,KENTUCKY                 ,KENTON,"27,251","-87,334","-116,567","-3,175","-3,284",,,,,,
18590,KENTUCKY                 ,KNOTT,"13,640","-28,205","-36,449","2,949","2,429",,,,,,
18600,KENTUCKY                 ,KNOX,"20,318","-39,843","-49,121","4,449","4,471",,,,,,
18610,KENTUCKY                 ,LARUE,"4,970","-8,922","-12,782","1,659","1,669",,,,,,
18620,KENTUCKY                 ,LAUREL,"40,293","-73,988","-94,612","9,591","8,592",,,,,,
18630,KENTUCKY                 ,LAWRENCE,"10,031","-21,207","-30,012","3,307","3,614",,,,,,
18640,KENTUCKY                 ,LEE,"4,909","-9,474","-11,903","1,060",899,,,,,,
18650,KENTUCKY                 ,LESLIE,"10,284","-18,547","-22,988","1,870","1,590",,,,,,
18660,KENTUCKY                 ,LETCHER,"21,842","-40,340","-51,244","4,754","4,697",,,,,,
18670,KENTUCKY                 ,LEWIS,"4,111","-15,925","-18,694","-2,583","-2,835",,,,,,
18680,KENTUCKY                 ,LINCOLN,"12,919","-25,725","-30,645","3,721","3,468",,,,,,
18690,KENTUCKY                 ,LIVINGSTON,"5,129","-9,263","-12,803","1,486","1,370",,,,,,
18700,KENTUCKY                 ,LOGAN,"10,350","-28,195","-33,795","2,594","2,525",,,,,,
18710,KENTUCKY                 ,LYON,"3,258","-6,739","-9,234",964,830,,,,,,
18720,KENTUCKY                 ,MCCRACKEN,"37,488","-68,205","-89,366","10,932","10,093",,,,,,
18730,KENTUCKY                 ,MCCREARY,"13,566","-33,422","-40,534","3,317","2,857",,,,,,
18740,KENTUCKY                 ,MCLEAN,"5,039","-10,580","-11,703",995,"1,368",,,,,,
18750,KENTUCKY                 ,MADISON,"33,068","-66,493","-88,960","9,286","8,499",,,,,,
18760,KENTUCKY                 ,MAGOFFIN,"9,986","-19,522","-27,519","2,520","2,266",,,,,,
18770,KENTUCKY                 ,MARION,"5,573","-10,028","-15,277","2,019","2,091",,,,,,
18780,KENTUCKY                 ,MARSHALL,"13,655","-31,454","-36,820","3,892","3,664",,,,,,
18790,KENTUCKY                 ,MARTIN,"8,961","-22,541","-29,471","2,748","2,916",,,,,,
18800,KENTUCKY                 ,MASON,"7,371","-12,696","-17,398","1,160","1,238",,,,,,
18801,KENTUCKY                 ,MEADE,"7,815","-13,337","-17,839","2,292","2,195",,,,,,
18802,KENTUCKY                 ,MENIFEE,"3,809","-7,704","-8,599","1,009","1,100",,,,,,
18830,KENTUCKY                 ,MERCER,"8,263","-18,330","-22,460","2,254","2,146",,,,,,
18831,KENTUCKY                 ,METCALFE,"6,151","-11,599","-15,725","2,039","1,546",,,,,,
18850,KENTUCKY                 ,MONROE,"8,075","-18,480","-20,465","1,955","1,767",,,,,,
18860,KENTUCKY                 ,MONTGOMERY,"12,713","-22,880","-26,902","3,161","3,082",,,,,,
18861,KENTUCKY                 ,MORGAN,"7,558","-11,204","-14,071","1,558","1,353",,,,,,
18880,KENTUCKY                 ,MUHLENBERG,"18,806","-35,203","-43,200","4,182","3,820",,,,,,
18890,KENTUCKY                 ,NELSON,"13,835","-26,302","-32,268","4,628","4,510",,,,,,
18900,KENTUCKY                 ,NICHOLAS,"3,378","-5,488","-7,271",899,822,,,,,,
18910,KENTUCKY                 ,OHIO,"10,918","-21,707","-25,587","2,875","2,780",,,,,,
18920,KENTUCKY                 ,OLDHAM,"8,034","-16,826","-22,079","2,904","2,305",,,,,,
18930,KENTUCKY                 ,OWEN,"3,486","-4,535","-7,472",563,676,,,,,,
18931,KENTUCKY                 ,OWSLEY,"4,845","-8,747","-12,114","1,153",993,,,,,,
18932,KENTUCKY                 ,PENDLETON,"5,064","-13,551","-16,070","1,106",175,,,,,,
18960,KENTUCKY                 ,PERRY,"35,753","-76,352","-95,551","8,230","7,786",,,,,,
18970,KENTUCKY                 ,PIKE,"53,108","-108,715","-136,175","14,556","15,017",,,,,,
18971,KENTUCKY                 ,POWELL,"8,185","-13,619","-18,559","2,205","2,143",,,,,,
18972,KENTUCKY                 ,PULASKI,"45,964","-84,857","-107,746","11,190","10,203",,,,,,
18973,KENTUCKY                 ,ROBERTSON,"1,347","-1,796","-1,968",-70,-33,,,,,,
18974,KENTUCKY                 ,ROCKCASTLE,"7,358","-15,945","-20,991","2,259","2,209",,,,,,
18975,KENTUCKY                 ,ROWAN,"9,133","-17,454","-21,419","2,705","2,916",,,,,,
18976,KENTUCKY                 ,RUSSELL,"9,577","-24,315","-26,617","2,320","2,282",,,,,,
18977,KENTUCKY                 ,SCOTT,"12,534","-21,570","-26,906","3,380","3,444",,,,,,
18978,KENTUCKY                 ,SHELBY,"8,945","-15,920","-23,522","3,193","3,051",,,,,,
18979,KENTUCKY                 ,SIMPSON,"6,201","-17,271","-23,381","2,080","2,077",,,,,,
18980,KENTUCKY                 ,SPENCER,"4,016","-10,043","-12,540","1,355","1,410",,,,,,
18981,KENTUCKY                 ,TAYLOR,"13,311","-26,709","-35,729","3,924","3,691",,,,,,
18982,KENTUCKY                 ,TODD,"3,602","-11,717","-13,687",829,718,,,,,,
18983,KENTUCKY                 ,TRIGG,"4,627","-13,017","-15,219","1,215","1,258",,,,,,
18984,KENTUCKY                 ,TRIMBLE,"3,627","-5,654","-7,508",805,307,,,,,,
18985,KENTUCKY                 ,UNION,"4,706","-10,669","-13,709",791,618,,,,,,
18986,KENTUCKY                 ,WARREN,"46,067","-112,459","-144,269","13,698","12,689",,,,,,
18987,KENTUCKY                 ,WASHINGTON,"2,734","-7,359","-9,179","1,043","1,156",,,,,,
18988,KENTUCKY                 ,WAYNE,"13,877","-23,316","-30,177","2,527","3,179",,,,,,
18989,KENTUCKY                 ,WEBSTER,"5,087","-10,071","-13,125",915,785,,,,,,
18990,KENTUCKY                 ,WHITLEY,"39,795","-82,701","-104,834","8,727","8,641",,,,,,
18991,KENTUCKY                 ,WOLFE,"7,559","-15,006","-18,854","2,046","1,469",,,,,,
18992,KENTUCKY                 ,WOODFORD,"6,331","-14,240","-17,559","1,672","1,493",,,,,,
19000,LOUISIANA                ,ACADIA,"40,287","-29,851","-10,596","80,152","77,403",,,,,,
19010,LOUISIANA                ,ALLEN,"13,005","-7,398","-2,583","29,393","28,692",,,,,,
19020,LOUISIANA                ,ASCENSION,"34,749","-30,638","-12,029","67,418","67,268",,,,,,
19030,LOUISIANA                ,ASSUMPTION,"12,374","-8,274","-3,522","26,229","23,315",,,,,,
19040,LOUISIANA                ,AVOYELLES,"31,017","-20,528","-5,697","62,043","58,896",,,,,,
19050,LOUISIANA                ,BEAUREGARD,"22,888","-17,224","-7,342","46,374","48,116",,,,,,
19060,LOUISIANA                ,BIENVILLE,"7,393","-4,015",-730,"16,868","17,141",,,,,,
19070,LOUISIANA                ,BOSSIER,"38,325","-23,883","-6,027","84,046","80,731",,,,,,
19080,LOUISIANA                ,CADDO,"112,458","-66,233","-14,778","247,561","240,243",,,,,,
19090,LOUISIANA                ,CALCASIEU,"91,857","-76,344","-32,894","225,190","223,933",,,,,,
19100,LOUISIANA                ,CALDWELL,"6,815","-2,956",-216,"10,218","10,377",,,,,,
19110,LOUISIANA                ,CAMERON,"1,340","-1,058",-390,"1,684","1,910",,,,,,
19120,LOUISIANA                ,CATAHOULA,"8,162","-7,804","-3,926","14,437","14,663",,,,,,
19130,LOUISIANA                ,CLAIBORNE,"5,852","-4,125","-2,562","13,380","15,369",,,,,,
19140,LOUISIANA                ,CONCORDIA,"8,539","-18,884","-18,583","15,957","18,081",,,,,,
19150,LOUISIANA                ,DE SOTO,"14,470","-8,517","-1,370","28,240","24,465",,,,,,
19160,LOUISIANA                ,EAST BATON ROUGE,"166,151","-137,359","-52,394","331,865","333,507",,,,,,
19170,LOUISIANA                ,EAST CARROLL,"2,738","-3,095","-2,313","5,854","6,600",,,,,,
19180,LOUISIANA                ,EAST FELICIANA,"10,206","-9,948","-4,708","18,323","19,742",,,,,,
19190,LOUISIANA                ,EVANGELINE,"31,330","-19,355","-7,241","51,801","57,724",,,,,,
19200,LOUISIANA                ,FRANKLIN,"10,397","-6,845","-2,250","17,965","16,017",,,,,,
19210,LOUISIANA                ,GRANT,"11,802","-7,669","-1,741","26,051","25,288",,,,,,
19220,LOUISIANA                ,IBERIA,"48,815","-44,064","-12,800","107,021","104,888",,,,,,
19230,LOUISIANA                ,IBERVILLE,"18,212","-15,512","-5,013","34,987","29,786",,,,,,
19240,LOUISIANA                ,JACKSON,"8,604","-7,105","-2,224","15,980","17,482",,,,,,
19250,LOUISIANA                ,JEFFERSON,"-97,859","-138,441","58,499","302,035","303,405",,,,,,
19260,LOUISIANA                ,JEFFERSON DAVIS,"20,158","-16,671","-12,247","33,039","37,134",,,,,,
19270,LOUISIANA                ,LAFAYETTE,"105,832","-96,804","-43,912","204,972","208,791",,,,,,
19280,LOUISIANA                ,LAFOURCHE,"34,904","-26,320","-4,138","77,631","82,517",,,,,,
19290,LOUISIANA                ,LA SALLE,"8,959","-5,682",393,"14,995","13,739",,,,,,
19300,LOUISIANA                ,LINCOLN,"16,626","-13,675","-5,276","33,121","33,894",,,,,,
19310,LOUISIANA                ,LIVINGSTON,"51,577","-36,690","-15,550","102,273","97,497",,,,,,
19320,LOUISIANA                ,MADISON,"1,917","-6,371","-5,804","3,753","4,579",,,,,,
19330,LOUISIANA                ,MOREHOUSE,"20,311","-15,414","-6,008","35,965","38,237",,,,,,
19340,LOUISIANA                ,NATCHITOCHES,"19,747","-15,958","-7,111","38,996","39,592",,,,,,
19350,LOUISIANA                ,ORLEANS,"-58,054","-100,374","62,748","257,333","250,436",,,,,,
19360,LOUISIANA                ,OUACHITA,"70,993","-47,194","-12,923","141,537","147,869",,,,,,
19370,LOUISIANA                ,PLAQUEMINES,"-2,422","-3,275","3,038","14,076","10,212",,,,,,
19380,LOUISIANA                ,POINTE COUPEE,"8,877","-5,898","-3,136","18,417","18,107",,,,,,
19390,LOUISIANA                ,RAPIDES,"89,084","-54,896","-11,522","184,881","190,620",,,,,,
19400,LOUISIANA                ,RED RIVER,"4,408","-1,448",-638,"8,465","8,076",,,,,,
19410,LOUISIANA                ,RICHLAND,"10,993","-8,191","-2,306","15,047","17,792",,,,,,
19420,LOUISIANA                ,SABINE,"13,908","-10,818","-3,979","23,786","21,366",,,,,,
19430,LOUISIANA                ,ST. BERNARD,"-4,250","-17,910","4,985","32,343","33,429",,,,,,
19440,LOUISIANA                ,ST. CHARLES,"-2,395","-13,478","2,595","27,170","29,601",,,,,,
19450,LOUISIANA                ,ST. HELENA,"3,912","-3,599",-647,"8,794","9,168",,,,,,
19460,LOUISIANA                ,ST. JAMES,"7,977","-7,036",-136,"17,258","16,637",,,,,,
19470,LOUISIANA                ,ST. JOHN THE BAPTIST,506,"-11,792","2,299","36,617","31,692",,,,,,
19480,LOUISIANA                ,ST. LANDRY,"74,296","-62,687","-30,023","150,203","146,089",,,,,,
19490,LOUISIANA                ,ST. MARTIN,"30,601","-28,135","-17,598","63,170","64,101",,,,,,
19500,LOUISIANA                ,ST. MARY,"30,797","-23,095","-6,343","71,299","66,268",,,,,,
19510,LOUISIANA                ,ST. TAMMANY,"74,698","-77,284","-17,732","189,127","178,392",,,,,,
19520,LOUISIANA                ,TANGIPAHOA,"72,802","-63,184","-23,496","180,536","189,254",,,,,,
19530,LOUISIANA                ,TENSAS,"2,128","-2,372","-1,536","5,358","4,599",,,,,,
19540,LOUISIANA                ,TERREBONNE,"63,010","-46,723","-11,278","146,214","152,906",,,,,,
19550,LOUISIANA                ,UNION,"12,784","-10,112","-4,358","23,251","25,606",,,,,,
