"ESRD- HOSPICE - 2013 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) 
FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE",,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA
42390,SOUTH CAROLINA,RICHLAND,760,"325,611",35.7,"325,611",35.7,0,0,0,733,0,0
42400,SOUTH CAROLINA,SALUDA,43,0,0,0,0,0,0,0,42,0,0
42410,SOUTH CAROLINA,SPARTANBURG,473,"150,957",26.6,"150,958",26.6,0,0,0,463,0,0
42420,SOUTH CAROLINA,SUMTER,294,"126,729",35.92,"126,729",35.92,0,0,0,289,0,0
42430,SOUTH CAROLINA,UNION,73,"101,794",116.2,"101,794",116.2,0,0,0,71,0,0
42440,SOUTH CAROLINA,WILLIAMSBURG,123,"64,212",43.5,"64,211",43.5,0,0,0,119,0,0
42450,SOUTH CAROLINA,YORK,281,"138,157",40.97,"138,157",40.97,0,0,0,271,0,0
43010,SOUTH DAKOTA,AURORA,2,0,0,0,0,0,0,0,2,0,0
43020,SOUTH DAKOTA,BEADLE,23,"2,345",8.5,"2,344",8.49,0,0,0,23,0,0
43030,SOUTH DAKOTA,BENNETT,10,0,0,0,0,0,0,0,9,0,0
43040,SOUTH DAKOTA,BON HOMME,2,0,0,0,0,0,0,0,2,0,0
43050,SOUTH DAKOTA,BROOKINGS,15,"21,861",121.45,"21,860",121.44,0,0,0,12,0,0
43060,SOUTH DAKOTA,BROWN,44,"3,113",5.9,"3,112",5.89,0,0,0,43,0,0
43070,SOUTH DAKOTA,BRULE,14,0,0,0,0,0,0,0,14,0,0
43080,SOUTH DAKOTA,BUFFALO,13,0,0,0,0,0,0,0,12,0,0
43090,SOUTH DAKOTA,BUTTE,9,0,0,0,0,0,0,0,9,0,0
43100,SOUTH DAKOTA,CAMPBELL,2,0,0,0,0,0,0,0,2,0,0
43110,SOUTH DAKOTA,CHARLES MIX,18,0,0,0,0,0,0,0,17,0,0
43120,SOUTH DAKOTA,CLARK,1,"1,104",92,"1,104",92,0,0,0,1,0,0
43130,SOUTH DAKOTA,CLAY,8,0,0,0,0,0,0,0,7,0,0
43140,SOUTH DAKOTA,CODINGTON,27,406,1.25,406,1.25,0,0,0,27,0,0
43150,SOUTH DAKOTA,CORSON,9,0,0,0,0,0,0,0,9,0,0
43160,SOUTH DAKOTA,CUSTER,5,0,0,0,0,0,0,0,5,0,0
43170,SOUTH DAKOTA,DAVISON,34,0,0,0,0,0,0,0,33,0,0
43180,SOUTH DAKOTA,DAY,10,0,0,0,0,0,0,0,9,0,0
43190,SOUTH DAKOTA,DEUEL,1,0,0,0,0,0,0,0,1,0,0
43200,SOUTH DAKOTA,DEWEY,25,0,0,0,0,0,0,0,22,0,0
43210,SOUTH DAKOTA,DOUGLAS,1,0,0,0,0,0,0,0,1,0,0
43220,SOUTH DAKOTA,EDMUNDS,2,0,0,0,0,0,0,0,2,0,0
43230,SOUTH DAKOTA,FALL RIVER,12,0,0,0,0,0,0,0,11,0,0
43240,SOUTH DAKOTA,FAULK,3,0,0,0,0,0,0,0,3,0,0
43250,SOUTH DAKOTA,GRANT,7,0,0,0,0,0,0,0,7,0,0
43260,SOUTH DAKOTA,GREGORY,5,0,0,0,0,0,0,0,5,0,0
43270,SOUTH DAKOTA,HAAKON,3,0,0,0,0,0,0,0,3,0,0
43280,SOUTH DAKOTA,HAMLIN,4,675,14.06,676,14.08,0,0,0,4,0,0
43290,SOUTH DAKOTA,HAND,1,0,0,0,0,0,0,0,1,0,0
43300,SOUTH DAKOTA,HANSON,1,0,0,0,0,0,0,0,1,0,0
43310,SOUTH DAKOTA,HARDING,1,0,0,0,0,0,0,0,1,0,0
43320,SOUTH DAKOTA,HUGHES,20,"3,648",15.2,"3,648",15.2,0,0,0,19,0,0
43330,SOUTH DAKOTA,HUTCHINSON,6,0,0,0,0,0,0,0,6,0,0
43340,SOUTH DAKOTA,HYDE,1,0,0,0,0,0,0,0,1,0,0
43350,SOUTH DAKOTA,JACKSON,1,0,0,0,0,0,0,0,1,0,0
43360,SOUTH DAKOTA,JERAULD,1,0,0,0,0,0,0,0,1,0,0
43370,SOUTH DAKOTA,JONES,2,0,0,0,0,0,0,0,2,0,0
43380,SOUTH DAKOTA,KINGSBURY,1,0,0,0,0,0,0,0,1,0,0
43390,SOUTH DAKOTA,LAKE,1,0,0,0,0,0,0,0,1,0,0
43400,SOUTH DAKOTA,LAWRENCE,23,0,0,0,0,0,0,0,22,0,0
43410,SOUTH DAKOTA,LINCOLN,12,"1,557",10.81,"1,556",10.81,0,0,0,12,0,0
43420,SOUTH DAKOTA,LYMAN,9,0,0,0,0,0,0,0,8,0,0
43430,SOUTH DAKOTA,MC COOK,3,0,0,0,0,0,0,0,3,0,0
43440,SOUTH DAKOTA,MC PHERSON,1,0,0,0,0,0,0,0,1,0,0
43450,SOUTH DAKOTA,MARSHALL,5,0,0,0,0,0,0,0,5,0,0
43460,SOUTH DAKOTA,MEADE,19,0,0,0,0,0,0,0,17,0,0
43470,SOUTH DAKOTA,MELLETTE,4,0,0,0,0,0,0,0,3,0,0
43480,SOUTH DAKOTA,MINER,1,0,0,0,0,0,0,0,1,0,0
43490,SOUTH DAKOTA,MINNEHAHA,163,"9,638",4.93,"9,638",4.93,0,0,0,152,0,0
43500,SOUTH DAKOTA,MOODY,4,0,0,0,0,0,0,0,4,0,0
43510,SOUTH DAKOTA,PENNINGTON,129,"33,499",21.64,"33,499",21.64,0,0,0,119,0,0
43520,SOUTH DAKOTA,PERKINS,3,0,0,0,0,0,0,0,2,0,0
43530,SOUTH DAKOTA,POTTER,4,0,0,0,0,0,0,0,4,0,0
43540,SOUTH DAKOTA,ROBERTS,16,0,0,0,0,0,0,0,15,0,0
43550,SOUTH DAKOTA,SANBORN,1,0,0,0,0,0,0,0,1,0,0
43560,SOUTH DAKOTA,SHANNON,67,0,0,0,0,0,0,0,59,0,0
43570,SOUTH DAKOTA,SPINK,3,0,0,0,0,0,0,0,3,0,0
43580,SOUTH DAKOTA,STANLEY,2,0,0,0,0,0,0,0,2,0,0
43590,SOUTH DAKOTA,SULLY,2,"1,757",73.21,"1,757",73.21,0,0,0,2,0,0
43600,SOUTH DAKOTA,TODD,31,"1,297",3.49,"1,296",3.48,0,0,0,29,0,0
43610,SOUTH DAKOTA,TRIPP,4,0,0,0,0,0,0,0,4,0,0
43620,SOUTH DAKOTA,TURNER,7,0,0,0,0,0,0,0,7,0,0
43630,SOUTH DAKOTA,UNION,12,"1,683",11.69,"1,684",11.69,0,0,0,12,0,0
43640,SOUTH DAKOTA,WALWORTH,4,0,0,0,0,0,0,0,3,0,0
43670,SOUTH DAKOTA,YANKTON,18,0,0,0,0,0,0,0,18,0,0
43680,SOUTH DAKOTA,ZIEBACH,2,0,0,0,0,0,0,0,1,0,0
44000,TENNESSEE,ANDERSON,86,"17,251",16.72,"17,250",16.72,0,0,0,83,0,0
44010,TENNESSEE,BEDFORD,67,"27,851",34.64,"27,851",34.64,0,0,0,66,0,0
44020,TENNESSEE,BENTON,22,792,3,792,3,0,0,0,22,0,0
44030,TENNESSEE,BLEDSOE,7,0,0,0,0,0,0,0,7,0,0
44040,TENNESSEE,BLOUNT,175,"8,689",4.14,"8,689",4.14,0,0,0,171,0,0
44050,TENNESSEE,BRADLEY,113,"71,937",53.05,"71,937",53.05,0,0,0,108,0,0
44060,TENNESSEE,CAMPBELL,34,"2,725",6.68,"2,725",6.68,0,0,0,34,0,0
44070,TENNESSEE,CANNON,11,"19,819",150.14,"19,820",150.15,0,0,0,11,0,0
44080,TENNESSEE,CARROLL,55,"1,304",1.98,"1,303",1.97,0,0,0,51,0,0
44090,TENNESSEE,CARTER,42,"10,987",21.8,"10,987",21.8,0,0,0,38,0,0
44100,TENNESSEE,CHEATHAM,28,0,0,0,0,0,0,0,24,0,0
44110,TENNESSEE,CHESTER,19,"10,666",46.78,"10,666",46.78,0,0,0,19,0,0
44120,TENNESSEE,CLAIBORNE,36,0,0,0,0,0,0,0,36,0,0
44130,TENNESSEE,CLAY,6,0,0,0,0,0,0,0,6,0,0
44140,TENNESSEE,COCKE,43,"28,387",55.01,"28,387",55.01,0,0,0,42,0,0
44150,TENNESSEE,COFFEE,77,"20,071",21.72,"20,072",21.72,0,0,0,74,0,0
44160,TENNESSEE,CROCKETT,33,0,0,0,0,0,0,0,32,0,0
44170,TENNESSEE,CUMBERLAND,63,265,0.35,264,0.35,0,0,0,62,0,0
44180,TENNESSEE,DAVIDSON,847,"154,249",15.18,"154,248",15.18,0,0,0,799,0,0
44190,TENNESSEE,DECATUR,13,0,0,0,0,0,0,0,13,0,0
44200,TENNESSEE,DE KALB,17,0,0,0,0,0,0,0,17,0,0
44210,TENNESSEE,DICKSON,60,"19,801",27.5,"19,802",27.5,0,0,0,59,0,0
44220,TENNESSEE,DYER,70,0,0,0,0,0,0,0,66,0,0
44230,TENNESSEE,FAYETTE,64,"7,484",9.74,"7,485",9.75,0,0,0,61,0,0
44240,TENNESSEE,FENTRESS,18,"1,187",5.5,"1,186",5.49,0,0,0,18,0,0
44250,TENNESSEE,FRANKLIN,55,"46,696",70.75,"46,697",70.75,0,0,0,53,0,0
44260,TENNESSEE,GIBSON,110,"3,113",2.36,"3,113",2.36,0,0,0,108,0,0
44270,TENNESSEE,GILES,49,"6,886",11.71,"6,886",11.71,0,0,0,49,0,0
44280,TENNESSEE,GRAINGER,25,"3,890",12.97,"3,891",12.97,0,0,0,25,0,0
44290,TENNESSEE,GREENE,64,396,0.52,396,0.52,0,0,0,64,0,0
44300,TENNESSEE,GRUNDY,17,"15,573",76.34,"15,573",76.34,0,0,0,15,0,0
44310,TENNESSEE,HAMBLEN,81,"4,431",4.56,"4,431",4.56,0,0,0,80,0,0
44320,TENNESSEE,HAMILTON,553,"151,674",22.86,"151,675",22.86,0,0,0,536,0,0
44330,TENNESSEE,HANCOCK,4,0,0,0,0,0,0,0,4,0,0
44340,TENNESSEE,HARDEMAN,78,923,0.99,923,0.99,0,0,0,77,0,0
44350,TENNESSEE,HARDIN,28,"67,010",199.43,"67,010",199.43,0,0,0,28,0,0
44360,TENNESSEE,HAWKINS,42,"1,427",2.83,"1,427",2.83,0,0,0,41,0,0
44370,TENNESSEE,HAYWOOD,65,"12,937",16.59,"12,937",16.59,0,0,0,65,0,0
44380,TENNESSEE,HENDERSON,48,"2,121",3.68,"2,121",3.68,0,0,0,48,0,0
44390,TENNESSEE,HENRY,39,"9,928",21.21,"9,928",21.21,0,0,0,38,0,0
44400,TENNESSEE,HICKMAN,30,0,0,0,0,0,0,0,30,0,0
44410,TENNESSEE,HOUSTON,9,0,0,0,0,0,0,0,9,0,0
44420,TENNESSEE,HUMPHREYS,27,260,0.8,260,0.8,0,0,0,27,0,0
44430,TENNESSEE,JACKSON,8,"1,323",13.78,"1,323",13.78,0,0,0,8,0,0
44440,TENNESSEE,JEFFERSON,65,"63,802",81.8,"63,802",81.8,0,0,0,65,0,0
44450,TENNESSEE,JOHNSON,22,"26,776",101.42,"26,777",101.43,0,0,0,21,0,0
44460,TENNESSEE,KNOX,459,"88,395",16.05,"88,395",16.05,0,0,0,444,0,0
44470,TENNESSEE,LAKE,12,"11,250",78.13,"11,250",78.13,0,0,0,12,0,0
44480,TENNESSEE,LAUDERDALE,71,"-3,882",-4.56,"-3,882",-4.56,0,0,0,69,0,0
44490,TENNESSEE,LAWRENCE,62,"6,351",8.54,"6,351",8.54,0,0,0,61,0,0
44500,TENNESSEE,LEWIS,12,0,0,0,0,0,0,0,12,0,0
44510,TENNESSEE,LINCOLN,41,0,0,0,0,0,0,0,40,0,0
44520,TENNESSEE,LOUDON,60,"17,089",23.73,"17,089",23.73,0,0,0,60,0,0
44530,TENNESSEE,MC MINN,76,"12,177",13.35,"12,177",13.35,0,0,0,75,0,0
44540,TENNESSEE,MC NAIRY,40,779,1.62,778,1.62,0,0,0,38,0,0
44550,TENNESSEE,MACON,17,0,0,0,0,0,0,0,16,0,0
44560,TENNESSEE,MADISON,238,802,0.28,801,0.28,0,0,0,232,0,0
44570,TENNESSEE,MARION,42,"24,846",49.3,"24,846",49.3,0,0,0,41,0,0
44580,TENNESSEE,MARSHALL,36,"8,834",20.45,"8,834",20.45,0,0,0,35,0,0
44590,TENNESSEE,MAURY,131,"3,924",2.5,"3,924",2.5,0,0,0,128,0,0
44600,TENNESSEE,MEIGS,14,0,0,0,0,0,0,0,14,0,0
44610,TENNESSEE,MONROE,63,"50,282",66.51,"50,282",66.51,0,0,0,63,0,0
44620,TENNESSEE,MONTGOMERY,209,"66,858",26.66,"66,858",26.66,0,0,0,203,0,0
44630,TENNESSEE,MOORE,2,"3,651",152.13,"3,651",152.13,0,0,0,2,0,0
44640,TENNESSEE,MORGAN,12,"4,488",31.17,"4,488",31.17,0,0,0,12,0,0
44650,TENNESSEE,OBION,81,"2,011",2.07,"2,010",2.07,0,0,0,80,0,0
44660,TENNESSEE,OVERTON,19,"10,118",44.38,"10,118",44.38,0,0,0,19,0,0
44670,TENNESSEE,PERRY,3,"2,446",67.94,"2,446",67.94,0,0,0,3,0,0
44680,TENNESSEE,PICKETT,2,0,0,0,0,0,0,0,2,0,0
44690,TENNESSEE,POLK,19,0,0,0,0,0,0,0,19,0,0
44700,TENNESSEE,PUTNAM,87,0,0,0,0,0,0,0,86,0,0
44710,TENNESSEE,RHEA,57,926,1.35,927,1.36,0,0,0,55,0,0
44720,TENNESSEE,ROANE,64,"9,086",11.83,"9,086",11.83,0,0,0,64,0,0
44730,TENNESSEE,ROBERTSON,61,"2,330",3.18,"2,330",3.18,0,0,0,60,0,0
44740,TENNESSEE,RUTHERFORD,243,"20,666",7.09,"20,667",7.09,0,0,0,232,0,0
44750,TENNESSEE,SCOTT,20,260,1.08,260,1.08,0,0,0,18,0,0
44760,TENNESSEE,SEQUATCHIE,14,0,0,0,0,0,0,0,12,0,0
44770,TENNESSEE,SEVIER,88,"26,159",24.77,"26,159",24.77,0,0,0,86,0,0
44780,TENNESSEE,SHELBY,2313,"495,062",17.84,"495,062",17.84,0,0,0,"2,184",0,0
44790,TENNESSEE,SMITH,22,0,0,0,0,0,0,0,22,0,0
44800,TENNESSEE,STEWART,10,0,0,0,0,0,0,0,9,0,0
44810,TENNESSEE,SULLIVAN,99,"75,182",63.28,"75,182",63.28,0,0,0,94,0,0
44820,TENNESSEE,SUMNER,134,"8,403",5.23,"8,403",5.23,0,0,0,130,0,0
44830,TENNESSEE,TIPTON,109,"23,175",17.72,"23,175",17.72,0,0,0,107,0,0
44840,TENNESSEE,TROUSDALE,5,0,0,0,0,0,0,0,5,0,0
44850,TENNESSEE,UNICOI,13,"12,622",80.91,"12,623",80.92,0,0,0,13,0,0
44860,TENNESSEE,UNION,17,"2,108",10.33,"2,108",10.33,0,0,0,16,0,0
44870,TENNESSEE,VAN BUREN,4,0,0,0,0,0,0,0,4,0,0
44880,TENNESSEE,WARREN,51,"2,372",3.88,"2,373",3.88,0,0,0,51,0,0
44890,TENNESSEE,WASHINGTON,96,"45,982",39.91,"45,982",39.91,0,0,0,87,0,0
44900,TENNESSEE,WAYNE,22,"1,557",5.9,"1,557",5.9,0,0,0,21,0,0
44910,TENNESSEE,WEAKLEY,61,"20,822",28.45,"20,823",28.45,0,0,0,60,0,0
44920,TENNESSEE,WHITE,38,"2,646",5.8,"2,647",5.8,0,0,0,38,0,0
44930,TENNESSEE,WILLIAMSON,109,"5,776",4.42,"5,776",4.42,0,0,0,105,0,0
44940,TENNESSEE,WILSON,118,0,0,0,0,0,0,0,110,0,0
45000,TEXAS,ANDERSON,84,"7,328",7.27,"7,328",7.27,0,0,0,81,0,0
45010,TEXAS,ANDREWS,17,0,0,0,0,0,0,0,17,0,0
45020,TEXAS,ANGELINA,175,"15,816",7.53,"15,816",7.53,0,0,0,170,0,0
45030,TEXAS,ARANSAS,29,"31,935",91.77,"31,935",91.77,0,0,0,28,0,0
45040,TEXAS,ARCHER,4,0,0,0,0,0,0,0,4,0,0
45050,TEXAS,ARMSTRONG,1,0,0,0,0,0,0,0,1,0,0
45060,TEXAS,ATASCOSA,89,"92,932",87.01,"92,932",87.01,0,0,0,84,0,0
45070,TEXAS,AUSTIN,29,"3,007",8.64,"3,006",8.64,0,0,0,29,0,0
45080,TEXAS,BAILEY,16,0,0,0,0,0,0,0,16,0,0
45090,TEXAS,BANDERA,21,"18,048",71.62,"18,048",71.62,0,0,0,20,0,0
45100,TEXAS,BASTROP,98,"34,123",29.02,"34,123",29.02,0,0,0,93,0,0
45110,TEXAS,BAYLOR,6,0,0,0,0,0,0,0,6,0,0
45113,TEXAS,BEE,84,"36,977",36.68,"36,976",36.68,0,0,0,79,0,0
45120,TEXAS,BELL,395,"77,415",16.33,"77,415",16.33,0,0,0,368,0,0
45130,TEXAS,BEXAR,3346,"1,631,960",40.64,"1,631,960",40.64,0,0,0,"3,185",0,0
45140,TEXAS,BLANCO,9,394,3.65,394,3.65,0,0,0,8,0,0
45150,TEXAS,BORDEN,1,0,0,0,0,0,0,0,1,0,0
45160,TEXAS,BOSQUE,23,"21,971",79.61,"21,971",79.61,0,0,0,22,0,0
45170,TEXAS,BOWIE,131,"35,220",22.4,"35,220",22.4,0,0,0,124,0,0
45180,TEXAS,BRAZORIA,431,"41,316",7.99,"41,317",7.99,0,0,0,402,0,0
45190,TEXAS,BRAZOS,240,"58,499",20.31,"58,499",20.31,0,0,0,229,0,0
45200,TEXAS,BREWSTER,11,0,0,0,0,0,0,0,11,0,0
45201,TEXAS,BRISCOE,1,0,0,0,0,0,0,0,1,0,0
45210,TEXAS,BROOKS,25,533,1.78,533,1.78,0,0,0,24,0,0
45220,TEXAS,BROWN,48,"10,578",18.36,"10,578",18.36,0,0,0,46,0,0
45221,TEXAS,BURLESON,35,0,0,0,0,0,0,0,34,0,0
45222,TEXAS,BURNET,48,0,0,0,0,0,0,0,46,0,0
45223,TEXAS,CALDWELL,80,"50,472",52.58,"50,471",52.57,0,0,0,78,0,0
45224,TEXAS,CALHOUN,43,651,1.26,651,1.26,0,0,0,41,0,0
45230,TEXAS,CALLAHAN,17,"1,979",9.7,"1,979",9.7,0,0,0,17,0,0
45240,TEXAS,CAMERON,919,"384,096",34.83,"384,096",34.83,0,0,0,896,0,0
45250,TEXAS,CAMP,30,"1,071",2.98,"1,071",2.98,0,0,0,28,0,0
45251,TEXAS,CARSON,6,0,0,0,0,0,0,0,4,0,0
45260,TEXAS,CASS,42,"5,264",10.44,"5,264",10.44,0,0,0,40,0,0
45270,TEXAS,CASTRO,10,0,0,0,0,0,0,0,10,0,0
45280,TEXAS,CHAMBERS,27,"58,615",180.91,"58,615",180.91,0,0,0,26,0,0
45281,TEXAS,CHEROKEE,66,"9,298",11.74,"9,297",11.74,0,0,0,63,0,0
45290,TEXAS,CHILDRESS,16,0,0,0,0,0,0,0,16,0,0
45291,TEXAS,CLAY,7,"4,679",55.7,"4,680",55.71,0,0,0,7,0,0
45292,TEXAS,COCHRAN,8,667,6.95,666,6.94,0,0,0,8,0,0
45300,TEXAS,COKE,1,0,0,0,0,0,0,0,1,0,0
45301,TEXAS,COLEMAN,12,"6,395",44.41,"6,395",44.41,0,0,0,10,0,0
45310,TEXAS,COLLIN,540,"139,362",21.51,"139,361",21.51,0,0,0,510,0,0
45311,TEXAS,COLLINGSWORTH,4,0,0,0,0,0,0,0,4,0,0
45312,TEXAS,COLORADO,40,0,0,0,0,0,0,0,39,0,0
45320,TEXAS,COMAL,140,"28,332",16.86,"28,332",16.86,0,0,0,134,0,0
45321,TEXAS,COMANCHE,16,0,0,0,0,0,0,0,15,0,0
45330,TEXAS,CONCHO,8,0,0,0,0,0,0,0,8,0,0
45340,TEXAS,COOKE,47,"68,814",122.01,"68,813",122.01,0,0,0,45,0,0
45341,TEXAS,CORYELL,56,"23,067",34.33,"23,066",34.32,0,0,0,52,0,0
45350,TEXAS,COTTLE,8,0,0,0,0,0,0,0,8,0,0
45360,TEXAS,CRANE,7,0,0,0,0,0,0,0,6,0,0
45361,TEXAS,CROCKETT,7,0,0,0,0,0,0,0,7,0,0
45362,TEXAS,CROSBY,8,0,0,0,0,0,0,0,8,0,0
45370,TEXAS,CULBERSON,2,0,0,0,0,0,0,0,2,0,0
45380,TEXAS,DALLAM,13,0,0,0,0,0,0,0,13,0,0
45390,TEXAS,DALLAS,4148,"1,100,056",22.1,"1,100,056",22.1,0,0,0,"3,926",0,0
45391,TEXAS,DAWSON,28,"22,671",67.47,"22,671",67.47,0,0,0,27,0,0
45392,TEXAS,DEAF SMITH,48,"4,785",8.31,"4,785",8.31,0,0,0,47,0,0
45400,TEXAS,DELTA,10,608,5.07,607,5.06,0,0,0,10,0,0
45410,TEXAS,DENTON,382,"117,970",25.74,"117,970",25.74,0,0,0,364,0,0
45420,TEXAS,DE WITT,39,"29,014",62,"29,014",62,0,0,0,39,0,0
45421,TEXAS,DICKENS,1,0,0,0,0,0,0,0,1,0,0
45430,TEXAS,DIMMIT,52,"7,351",11.78,"7,351",11.78,0,0,0,51,0,0
45431,TEXAS,DONLEY,5,0,0,0,0,0,0,0,5,0,0
45440,TEXAS,DUVAL,34,"19,875",48.71,"19,875",48.71,0,0,0,32,0,0
45450,TEXAS,EASTLAND,30,0,0,0,0,0,0,0,30,0,0
45451,TEXAS,ECTOR,238,"19,398",6.79,"19,398",6.79,0,0,0,225,0,0
45460,TEXAS,EDWARDS,5,0,0,0,0,0,0,0,5,0,0
45470,TEXAS,ELLIS,249,"10,440",3.49,"10,441",3.49,0,0,0,236,0,0
45480,TEXAS,EL PASO,1665,"343,277",17.18,"343,277",17.18,0,0,0,"1,613",0,0
45490,TEXAS,ERATH,25,"48,099",160.33,"48,098",160.33,0,0,0,25,0,0
45500,TEXAS,FALLS,26,"2,893",9.27,"2,892",9.27,0,0,0,26,0,0
45510,TEXAS,FANNIN,41,0,0,0,0,0,0,0,39,0,0
45511,TEXAS,FAYETTE,37,402,0.91,402,0.91,0,0,0,37,0,0
45520,TEXAS,FISHER,5,"3,392",56.53,"3,392",56.53,0,0,0,4,0,0
45521,TEXAS,FLOYD,7,0,0,0,0,0,0,0,6,0,0
45522,TEXAS,FOARD,2,0,0,0,0,0,0,0,1,0,0
45530,TEXAS,FORT BEND,562,"220,607",32.71,"220,607",32.71,0,0,0,537,0,0
45531,TEXAS,FRANKLIN,9,0,0,0,0,0,0,0,9,0,0
45540,TEXAS,FREESTONE,18,0,0,0,0,0,0,0,17,0,0
45541,TEXAS,FRIO,40,"9,834",20.49,"9,834",20.49,0,0,0,38,0,0
45542,TEXAS,GAINES,19,0,0,0,0,0,0,0,19,0,0
45550,TEXAS,GALVESTON,537,"99,179",15.39,"99,180",15.39,0,0,0,515,0,0
45551,TEXAS,GARZA,6,0,0,0,0,0,0,0,6,0,0
45552,TEXAS,GILLESPIE,24,134,0.47,134,0.47,0,0,0,21,0,0
45560,TEXAS,GLASSCOCK,1,0,0,0,0,0,0,0,1,0,0
45561,TEXAS,GOLIAD,14,0,0,0,0,0,0,0,14,0,0
45562,TEXAS,GONZALES,45,"4,263",7.89,"4,264",7.9,0,0,0,43,0,0
45563,TEXAS,GRAY,25,"1,638",5.46,"1,638",5.46,0,0,0,24,0,0
45564,TEXAS,GRAYSON,168,"139,097",69,"139,097",69,0,0,0,161,0,0
45570,TEXAS,GREGG,243,"49,614",17.01,"49,614",17.01,0,0,0,231,0,0
45580,TEXAS,GRIMES,42,0,0,0,0,0,0,0,42,0,0
45581,TEXAS,GUADALUPE,227,"186,082",68.31,"186,081",68.31,0,0,0,218,0,0
45582,TEXAS,HALE,61,"17,345",23.7,"17,345",23.7,0,0,0,61,0,0
45583,TEXAS,HALL,6,"4,138",57.47,"4,138",57.47,0,0,0,6,0,0
45590,TEXAS,HAMILTON,5,0,0,0,0,0,0,0,5,0,0
45591,TEXAS,HANSFORD,3,0,0,0,0,0,0,0,3,0,0
45592,TEXAS,HARDEMAN,6,"1,623",22.54,"1,624",22.56,0,0,0,6,0,0
45600,TEXAS,HARDIN,60,"37,659",52.3,"37,659",52.3,0,0,0,58,0,0
45610,TEXAS,HARRIS,6392,"1,188,275",15.49,"1,188,276",15.49,0,0,0,"6,055",0,0
45620,TEXAS,HARRISON,109,"28,251",21.6,"28,251",21.6,0,0,0,105,0,0
45621,TEXAS,HARTLEY,1,0,0,0,0,0,0,0,1,0,0
45630,TEXAS,HASKELL,4,"1,416",29.5,"1,416",29.5,0,0,0,4,0,0
45631,TEXAS,HAYS,186,"72,490",32.48,"72,490",32.48,0,0,0,175,0,0
45632,TEXAS,HEMPHILL,2,0,0,0,0,0,0,0,2,0,0
45640,TEXAS,HENDERSON,106,"3,727",2.93,"3,727",2.93,0,0,0,104,0,0
45650,TEXAS,HIDALGO,1735,"261,888",12.58,"261,889",12.58,0,0,0,"1,704",0,0
45651,TEXAS,HILL,47,0,0,0,0,0,0,0,45,0,0
45652,TEXAS,HOCKLEY,36,"9,787",22.66,"9,788",22.66,0,0,0,34,0,0
45653,TEXAS,HOOD,60,"2,715",3.77,"2,714",3.77,0,0,0,57,0,0
45654,TEXAS,HOPKINS,46,"16,132",29.22,"16,132",29.22,0,0,0,45,0,0
45660,TEXAS,HOUSTON,39,"5,847",12.49,"5,846",12.49,0,0,0,37,0,0
45661,TEXAS,HOWARD,49,"33,501",56.97,"33,501",56.97,0,0,0,44,0,0
45662,TEXAS,HUDSPETH,7,0,0,0,0,0,0,0,7,0,0
45670,TEXAS,HUNT,129,"22,175",14.32,"22,176",14.33,0,0,0,125,0,0
45671,TEXAS,HUTCHINSON,20,"1,479",6.16,"1,479",6.16,0,0,0,18,0,0
45672,TEXAS,IRION,1,0,0,0,0,0,0,0,1,0,0
45680,TEXAS,JACK,8,"1,050",10.94,"1,050",10.94,0,0,0,7,0,0
45681,TEXAS,JACKSON,19,0,0,0,0,0,0,0,18,0,0
45690,TEXAS,JASPER,66,"38,171",48.2,"38,171",48.2,0,0,0,65,0,0
45691,TEXAS,JEFF DAVIS,1,0,0,0,0,0,0,0,1,0,0
45700,TEXAS,JEFFERSON,464,"287,370",51.61,"287,370",51.61,0,0,0,452,0,0
45710,TEXAS,JIM HOGG,19,626,2.75,626,2.75,0,0,0,18,0,0
45711,TEXAS,JIM WELLS,125,"29,580",19.72,"29,580",19.72,0,0,0,120,0,0
45720,TEXAS,JOHNSON,215,"22,344",8.66,"22,344",8.66,0,0,0,210,0,0
45721,TEXAS,JONES,20,"3,197",13.32,"3,197",13.32,0,0,0,19,0,0
45722,TEXAS,KARNES,38,0,0,0,0,0,0,0,38,0,0
45730,TEXAS,KAUFMAN,152,"71,613",39.26,"71,612",39.26,0,0,0,145,0,0
45731,TEXAS,KENDALL,43,0,0,0,0,0,0,0,40,0,0
45732,TEXAS,KENEDY,3,0,0,0,0,0,0,0,3,0,0
45733,TEXAS,KENT,1,0,0,0,0,0,0,0,1,0,0
45734,TEXAS,KERR,71,0,0,0,0,0,0,0,68,0,0
45740,TEXAS,KIMBLE,3,0,0,0,0,0,0,0,3,0,0
45741,TEXAS,KING,1,0,0,0,0,0,0,0,1,0,0
45742,TEXAS,KINNEY,6,"1,597",22.18,"1,597",22.18,0,0,0,6,0,0
45743,TEXAS,KLEBERG,70,"7,613",9.06,"7,613",9.06,0,0,0,69,0,0
45744,TEXAS,KNOX,6,0,0,0,0,0,0,0,6,0,0
