DISABLED -- REPRICING ADJUSTMENTS TO THE 2009-2013 SKILLED NURSING FACILITY REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART A REIMBURSEMENT,,,,,,,,,
14830,ILLINOIS                 ,PIKE,17,-664,-90,-547,-756,,,,,
14831,ILLINOIS                 ,POPE,4,"1,643",31,-103,-141,,,,,
14850,ILLINOIS                 ,PULASKI,-47,157,-161,-6,916,,,,,
14860,ILLINOIS                 ,PUTNAM,-6,0,0,0,"-1,233",,,,,
14870,ILLINOIS                 ,RANDOLPH,239,450,"1,932",-259,-94,,,,,
14880,ILLINOIS                 ,RICHLAND,158,634,-57,-676,-583,,,,,
14890,ILLINOIS                 ,ROCK ISLAND,"91,079","93,231","84,530","46,608","31,436",,,,,
14900,ILLINOIS                 ,ST. CLAIR,"37,736","44,317","57,797","19,006","-7,184",,,,,
14910,ILLINOIS                 ,SALINE,-147,383,-143,"-1,908","-1,694",,,,,
14920,ILLINOIS                 ,SANGAMON,"-6,189","-25,224",720,"4,616","-7,414",,,,,
14921,ILLINOIS                 ,SCHUYLER,27,197,22,-99,-292,,,,,
14940,ILLINOIS                 ,SCOTT,704,15,149,-44,-161,,,,,
14950,ILLINOIS                 ,SHELBY,-452,494,-35,-641,"-1,061",,,,,
14960,ILLINOIS                 ,STARK,"1,082","-1,076",-923,-169,-161,,,,,
14970,ILLINOIS                 ,STEPHENSON,-962,"-1,008","-1,554","-1,663",-930,,,,,
14980,ILLINOIS                 ,TAZEWELL,"-33,208","-34,058","-32,740","-18,880","-11,810",,,,,
14981,ILLINOIS                 ,UNION,-107,253,133,-450,-220,,,,,
14982,ILLINOIS                 ,VERMILION,"27,641","11,533","-17,835","-12,080","-18,260",,,,,
14983,ILLINOIS                 ,WABASH,-265,6,377,-977,-430,,,,,
14984,ILLINOIS                 ,WARREN,"2,419",383,-40,-512,-215,,,,,
14985,ILLINOIS                 ,WASHINGTON,865,772,842,-262,-361,,,,,
14986,ILLINOIS                 ,WAYNE,-33,244,-179,285,-117,,,,,
14987,ILLINOIS                 ,WHITE,4,642,-148,"-1,290",-417,,,,,
14988,ILLINOIS                 ,WHITESIDE,"3,666","2,989","6,169","-1,915",-714,,,,,
14989,ILLINOIS                 ,WILL,-810,"-27,907","-64,351","-54,924","-50,213",,,,,
14990,ILLINOIS                 ,WILLIAMSON,-305,"2,401",-378,"-2,185","-1,602",,,,,
14991,ILLINOIS                 ,WINNEBAGO,"-24,535","-70,563","-62,997","-36,240","-28,381",,,,,
14992,ILLINOIS                 ,WOODFORD,"-6,141","-8,245","-9,051","-4,618","-6,408",,,,,
15000,INDIANA                  ,ADAMS,485,94,101,-766,-630,,,,,
15010,INDIANA                  ,ALLEN,"43,895","57,988","14,307","-3,810","-33,540",,,,,
15020,INDIANA                  ,BARTHOLOMEW,"12,887","22,868","31,821","14,002","14,299",,,,,
15030,INDIANA                  ,BENTON,137,"3,086","1,889",623,"1,213",,,,,
15040,INDIANA                  ,BLACKFORD,"5,006","7,483","2,597","5,511",674,,,,,
15050,INDIANA                  ,BOONE,"6,033","14,329","15,787","11,013","6,005",,,,,
15060,INDIANA                  ,BROWN,"1,447","2,594","4,625",887,962,,,,,
15070,INDIANA                  ,CARROLL,799,-308,14,"1,659",614,,,,,
15080,INDIANA                  ,CASS,"-1,885","-7,060",-279,"-2,959","-1,099",,,,,
15090,INDIANA                  ,CLARK,"-50,957","-30,923","-35,754","-32,825","-34,914",,,,,
15100,INDIANA                  ,CLAY,811,"2,066",-616,-50,"1,430",,,,,
15110,INDIANA                  ,CLINTON,"1,594",690,112,-315,104,,,,,
15120,INDIANA                  ,CRAWFORD,-513,119,-56,"-1,424","-1,860",,,,,
15130,INDIANA                  ,DAVIESS,"-1,530","-3,180","-1,158","-2,340","-1,082",,,,,
15140,INDIANA                  ,DEARBORN,"-2,727","-1,437","-5,272",259,-614,,,,,
15150,INDIANA                  ,DECATUR,-220,-555,"2,637","-1,701",-175,,,,,
15160,INDIANA                  ,DE KALB,-699,"-1,467","-1,190","-3,881","-1,761",,,,,
15170,INDIANA                  ,DELAWARE,"62,678","73,543","134,056","101,480","32,374",,,,,
15180,INDIANA                  ,DUBOIS,"-2,734","-2,159",201,"-2,502","-1,072",,,,,
15190,INDIANA                  ,ELKHART,"-55,027","-42,706","-54,923","-32,586","-9,175",,,,,
15200,INDIANA                  ,FAYETTE,"-4,260","-1,908",737,"-2,839",878,,,,,
15210,INDIANA                  ,FLOYD,"-24,994","-28,479","-22,970","-19,385","-11,555",,,,,
15220,INDIANA                  ,FOUNTAIN,"1,273","2,056",963,117,664,,,,,
15230,INDIANA                  ,FRANKLIN,"-3,358","-1,849",-722,"-3,560","-3,873",,,,,
15240,INDIANA                  ,FULTON,-897,-727,-456,-749,-270,,,,,
15250,INDIANA                  ,GIBSON,"-3,033",-384,604,"-3,880","1,046",,,,,
15260,INDIANA                  ,GRANT,87,"-1,569","5,192","-2,317","-3,074",,,,,
15270,INDIANA                  ,GREENE,"-1,436","-1,363","-1,534",987,"1,733",,,,,
15280,INDIANA                  ,HAMILTON,"9,852","14,412","10,502","27,333","9,249",,,,,
15290,INDIANA                  ,HANCOCK,"10,502","11,577","20,962","11,772","5,417",,,,,
15300,INDIANA                  ,HARRISON,"-13,319","-8,150","-10,792","-6,573","-2,919",,,,,
15310,INDIANA                  ,HENDRICKS,"13,170","18,261","21,407","13,497","7,506",,,,,
15320,INDIANA                  ,HENRY,"1,797","3,430","2,179","5,143","1,990",,,,,
15330,INDIANA                  ,HOWARD,"-33,675","-46,118","-14,568","-5,886","15,357",,,,,
15340,INDIANA                  ,HUNTINGTON,"1,770",-133,731,-927,"-1,886",,,,,
15350,INDIANA                  ,JACKSON,-237,"1,401","1,931","-2,269",-143,,,,,
15360,INDIANA                  ,JASPER,"2,936","2,832","2,552","2,765","1,526",,,,,
15370,INDIANA                  ,JAY,"2,330","3,193","2,911","1,558",202,,,,,
15380,INDIANA                  ,JEFFERSON,"-3,624","-3,852",-4,"-4,010","-1,454",,,,,
15390,INDIANA                  ,JENNINGS,-616,"2,943","2,660",945,"1,313",,,,,
15400,INDIANA                  ,JOHNSON,"15,612","24,570","35,868","22,733","13,948",,,,,
15410,INDIANA                  ,KNOX,"-3,138","-3,713","-1,032","-4,647","-2,765",,,,,
15420,INDIANA                  ,KOSCIUSKO,"-2,117","-1,161","-2,504","-5,635","-1,675",,,,,
15430,INDIANA                  ,LAGRANGE,-797,-744,94,-65,-349,,,,,
15440,INDIANA                  ,LAKE,"25,221","40,946","71,578","41,334","25,582",,,,,
15450,INDIANA                  ,LA PORTE,"6,239","5,601","3,517",-969,"-12,042",,,,,
15460,INDIANA                  ,LAWRENCE,"-1,131","-1,079","2,942","-1,794",-80,,,,,
15470,INDIANA                  ,MADISON,"125,248","127,227","106,680","100,273","66,658",,,,,
15480,INDIANA                  ,MARION,"171,385","295,844","381,237","363,339","173,201",,,,,
15490,INDIANA                  ,MARSHALL,"-1,059","-2,771","-1,091",-809,-942,,,,,
15500,INDIANA                  ,MARTIN,-59,-601,-160,79,-339,,,,,
15510,INDIANA                  ,MIAMI,"-2,380","-3,010",-468,"-1,053",-536,,,,,
15520,INDIANA                  ,MONROE,"4,767","4,644","14,527","15,405","14,014",,,,,
15530,INDIANA                  ,MONTGOMERY,"1,560","1,417","3,423",853,"1,395",,,,,
15540,INDIANA                  ,MORGAN,"7,078","9,188","15,363","12,996","10,233",,,,,
15550,INDIANA                  ,NEWTON,"1,082","3,329","2,549",723,"1,363",,,,,
15560,INDIANA                  ,NOBLE,"-1,429",-942,"2,354","-2,397",-834,,,,,
15570,INDIANA                  ,OHIO,-631,-61,-369,55,-161,,,,,
15580,INDIANA                  ,ORANGE,-866,"-1,086",-65,"-2,719",-458,,,,,
15590,INDIANA                  ,OWEN,564,"1,517","2,205","4,999","3,561",,,,,
15600,INDIANA                  ,PARKE,-57,494,-78,-56,9,,,,,
15610,INDIANA                  ,PERRY,-640,"-1,265","-2,387","-3,368",-928,,,,,
15620,INDIANA                  ,PIKE,-810,-935,-135,"-1,809",-333,,,,,
15630,INDIANA                  ,PORTER,"9,941","13,983","19,128","9,345","9,748",,,,,
15640,INDIANA                  ,POSEY,"-1,677",114,229,384,"1,222",,,,,
15650,INDIANA                  ,PULASKI,-458,-222,586,"-1,133",96,,,,,
15660,INDIANA                  ,PUTNAM,"3,241","7,319","12,792","8,319","4,607",,,,,
15670,INDIANA                  ,RANDOLPH,"2,329",463,"5,804","-1,271",361,,,,,
15680,INDIANA                  ,RIPLEY,"-1,106","-2,160","-1,667","-1,293",-405,,,,,
15690,INDIANA                  ,RUSH,-620,-771,-1,"-1,309",-256,,,,,
15700,INDIANA                  ,ST. JOSEPH,"-61,445","-67,115","-89,710","-31,104","-29,449",,,,,
15710,INDIANA                  ,SCOTT,"-2,249",473,"-1,739","-1,425",-433,,,,,
15720,INDIANA                  ,SHELBY,"6,078","6,687","12,211","9,622","3,978",,,,,
15730,INDIANA                  ,SPENCER,"-1,012","-1,211",125,"-1,789",214,,,,,
15740,INDIANA                  ,STARKE,-292,"-1,534",-299,143,"-1,259",,,,,
15750,INDIANA                  ,STEUBEN,-347,329,524,-899,"-1,482",,,,,
15760,INDIANA                  ,SULLIVAN,481,645,-989,-552,542,,,,,
15770,INDIANA                  ,SWITZERLAND,-183,-191,-369,"-1,237",-355,,,,,
15780,INDIANA                  ,TIPPECANOE,"35,233","43,894","32,094","19,365","23,960",,,,,
15790,INDIANA                  ,TIPTON,"-1,876","-2,628",-586,-669,"1,533",,,,,
15800,INDIANA                  ,UNION,7,651,89,"2,371",-3,,,,,
15810,INDIANA                  ,VANDERBURGH,"-16,875","6,551","8,326","-22,738","20,062",,,,,
15820,INDIANA                  ,VERMILLION,287,375,-707,-608,399,,,,,
15830,INDIANA                  ,VIGO,"7,213","3,794","-5,107","-2,724","4,386",,,,,
15840,INDIANA                  ,WABASH,-832,-305,-688,"-1,614",-935,,,,,
15850,INDIANA                  ,WARREN,616,885,553,516,445,,,,,
15860,INDIANA                  ,WARRICK,"-2,340",800,"1,146","-1,078","2,675",,,,,
15870,INDIANA                  ,WASHINGTON,"-13,350","-8,715","-7,342","-5,314","-3,042",,,,,
15880,INDIANA                  ,WAYNE,"-2,978","-4,618","-1,739","-5,094","-4,742",,,,,
15890,INDIANA                  ,WELLS,"7,398","3,686",404,-546,"-2,638",,,,,
15900,INDIANA                  ,WHITE,611,"1,551","1,408",706,83,,,,,
15910,INDIANA                  ,WHITLEY,"2,190","1,608",486,151,"-1,577",,,,,
16000,IOWA                     ,ADAIR,0,0,-375,"-1,915",20,,,,,
16010,IOWA                     ,ADAMS,0,0,0,0,0,,,,,
16020,IOWA                     ,ALLAMAKEE,"-1,416",-215,-340,215,172,,,,,
16030,IOWA                     ,APPANOOSE,-396,-458,-514,-266,123,,,,,
16040,IOWA                     ,AUDUBON,-38,-420,-103,-217,0,,,,,
16050,IOWA                     ,BENTON,-426,-140,-341,35,-265,,,,,
16060,IOWA                     ,BLACK HAWK,"1,275","-2,685","2,718","7,120","3,206",,,,,
16070,IOWA                     ,BOONE,"-1,409",-262,-862,"-2,019",-144,,,,,
16080,IOWA                     ,BREMER,-497,-438,102,332,-138,,,,,
16090,IOWA                     ,BUCHANAN,"-1,462","-1,094",-776,-50,348,,,,,
16100,IOWA                     ,BUENA VISTA,"-1,192","-1,000",-498,-272,79,,,,,
16110,IOWA                     ,BUTLER,"-1,848",-468,-390,212,344,,,,,
16120,IOWA                     ,CALHOUN,-912,-550,"-1,760",-370,49,,,,,
16130,IOWA                     ,CARROLL,-841,"-2,312","-1,832",-717,74,,,,,
16140,IOWA                     ,CASS,"-1,877","-1,183",-671,-493,209,,,,,
16150,IOWA                     ,CEDAR,98,15,-329,104,689,,,,,
16160,IOWA                     ,CERRO GORDO,"-6,612","-3,453","-4,238","-2,614","2,226",,,,,
16170,IOWA                     ,CHEROKEE,-356,-140,-353,-185,72,,,,,
16180,IOWA                     ,CHICKASAW,-756,-54,-360,91,85,,,,,
16190,IOWA                     ,CLARKE,"-1,104",-423,-271,-173,0,,,,,
16200,IOWA                     ,CLAY,-968,-523,-683,"-1,240",-68,,,,,
16210,IOWA                     ,CLAYTON,"-1,490",115,-133,-102,33,,,,,
16220,IOWA                     ,CLINTON,"-4,601","-1,444","-1,670","-1,797","2,645",,,,,
16230,IOWA                     ,CRAWFORD,"-1,015",-563,-774,-255,52,,,,,
16240,IOWA                     ,DALLAS,"-6,155","-3,657","-11,690","-6,580","-4,565",,,,,
16250,IOWA                     ,DAVIS,-255,-370,-104,6,91,,,,,
16260,IOWA                     ,DECATUR,-946,-167,-227,-298,83,,,,,
16270,IOWA                     ,DELAWARE,625,-273,4,397,43,,,,,
16280,IOWA                     ,DES MOINES,"-6,342","-3,779","-2,422","-1,523","2,510",,,,,
16290,IOWA                     ,DICKINSON,-493,-114,-281,-264,557,,,,,
16300,IOWA                     ,DUBUQUE,"22,087","5,127","14,785","10,625","13,025",,,,,
16310,IOWA                     ,EMMET,"-1,816",-361,-481,-282,357,,,,,
16320,IOWA                     ,FAYETTE,-802,"-1,221",-905,-898,539,,,,,
16330,IOWA                     ,FLOYD,"-2,057","-1,735","-1,505",-573,355,,,,,
16340,IOWA                     ,FRANKLIN,"-1,245",-227,29,-402,0,,,,,
16350,IOWA                     ,FREMONT,34,-338,-280,-385,128,,,,,
16360,IOWA                     ,GREENE,532,-619,-136,-437,39,,,,,
16370,IOWA                     ,GRUNDY,-43,-12,8,-6,233,,,,,
16380,IOWA                     ,GUTHRIE,-784,-610,-202,-931,"-1,409",,,,,
16390,IOWA                     ,HAMILTON,-654,-566,"-1,657",-453,127,,,,,
16400,IOWA                     ,HANCOCK,"-1,043",-307,-339,-241,80,,,,,
16410,IOWA                     ,HARDIN,-982,-795,-438,-587,525,,,,,
16420,IOWA                     ,HARRISON,926,393,551,"-1,525",-667,,,,,
16430,IOWA                     ,HENRY,-321,-206,-758,-412,"1,124",,,,,
16440,IOWA                     ,HOWARD,-590,-325,492,437,121,,,,,
16450,IOWA                     ,HUMBOLDT,-323,-52,"-1,095",-719,141,,,,,
16460,IOWA                     ,IDA,-695,-101,-22,-37,14,,,,,
16470,IOWA                     ,IOWA,-744,417,0,-605,-74,,,,,
16480,IOWA                     ,JACKSON,"2,827",625,445,256,"1,033",,,,,
16490,IOWA                     ,JASPER,"-6,853","-2,335","-1,322","-2,269","-1,252",,,,,
16500,IOWA                     ,JEFFERSON,"-1,106","2,816","-1,253",-388,298,,,,,
16510,IOWA                     ,JOHNSON,"9,268","2,032",760,"-5,441","-4,232",,,,,
16520,IOWA                     ,JONES,398,-363,22,-156,117,,,,,
16530,IOWA                     ,KEOKUK,178,-33,82,124,-551,,,,,
16540,IOWA                     ,KOSSUTH,"-1,703",-450,-123,-243,90,,,,,
16550,IOWA                     ,LEE,"-3,356","-2,733","-2,505","-3,355","1,526",,,,,
16560,IOWA                     ,LINN,"-8,421","-1,287",-186,"-1,889","-4,194",,,,,
16570,IOWA                     ,LOUISA,-274,-553,-826,"-1,535",451,,,,,
16580,IOWA                     ,LUCAS,-858,-107,-684,-71,-371,,,,,
16590,IOWA                     ,LYON,-494,-237,-224,-257,220,,,,,
16600,IOWA                     ,MADISON,-505,-547,"-1,385",-311,-956,,,,,
16610,IOWA                     ,MAHASKA,"-1,495",-356,-730,-237,173,,,,,
16620,IOWA                     ,MARION,"-1,408","-1,106",-316,"-1,085","1,142",,,,,
16630,IOWA                     ,MARSHALL,"-1,824","-1,448","-1,143","-2,671",591,,,,,
16640,IOWA                     ,MILLS,-315,-323,-172,"-1,050",-234,,,,,
16650,IOWA                     ,MITCHELL,-125,0,-484,-280,54,,,,,
16660,IOWA                     ,MONONA,-360,-571,-184,-775,159,,,,,
16670,IOWA                     ,MONROE,-603,"-1,200",-323,-107,-28,,,,,
16680,IOWA                     ,MONTGOMERY,"-1,428",-784,-286,-125,124,,,,,
16690,IOWA                     ,MUSCATINE,"-4,027",-483,"-1,326","-1,847",828,,,,,
16700,IOWA                     ,O'BRIEN,-116,-161,-61,-9,52,,,,,
16710,IOWA                     ,OSCEOLA,0,-252,0,0,8,,,,,
16720,IOWA                     ,PAGE,-714,-508,-491,-287,266,,,,,
16730,IOWA                     ,PALO ALTO,-93,-493,-98,-34,167,,,,,
16740,IOWA                     ,PLYMOUTH,-431,-277,52,-210,858,,,,,
16750,IOWA                     ,POCAHONTAS,-613,-358,135,-386,104,,,,,
16760,IOWA                     ,POLK,"-45,657","-63,284","-91,429","-103,341","-56,040",,,,,
16770,IOWA                     ,POTTAWATTAMIE,"5,901","2,172",77,"-8,522","-12,034",,,,,
16780,IOWA                     ,POWESHIEK,"-2,638",-592,-24,-477,294,,,,,
16790,IOWA                     ,RINGGOLD,-39,-67,0,0,0,,,,,
16800,IOWA                     ,SAC,"-1,411",-591,-131,-291,392,,,,,
16810,IOWA                     ,SCOTT,"55,158","64,875","72,025","35,083","23,380",,,,,
16820,IOWA                     ,SHELBY,-218,-198,-859,-934,-361,,,,,
16830,IOWA                     ,SIOUX,-443,-78,-164,-328,48,,,,,
16840,IOWA                     ,STORY,"-3,138","-4,849","-8,033","-5,867","-8,328",,,,,
16850,IOWA                     ,TAMA,"-1,259",-950,-60,251,170,,,,,
16860,IOWA                     ,TAYLOR,-700,-426,-250,-165,156,,,,,
16870,IOWA                     ,UNION,-520,-559,450,-883,503,,,,,
16880,IOWA                     ,VAN BUREN,-7,-9,-531,-120,198,,,,,
16890,IOWA                     ,WAPELLO,"-5,634","1,935","-1,438","-1,169",441,,,,,
16900,IOWA                     ,WARREN,"-6,029","-6,697","-8,414","-4,671","-2,688",,,,,
16910,IOWA                     ,WASHINGTON,"1,033",43,819,-871,-568,,,,,
16920,IOWA                     ,WAYNE,-120,-712,0,-128,154,,,,,
16930,IOWA                     ,WEBSTER,"-4,210","-2,209","-1,672","-1,629","1,124",,,,,
16940,IOWA                     ,WINNEBAGO,-773,-269,"-1,045",-219,174,,,,,
16950,IOWA                     ,WINNESHIEK,-700,-49,-161,-337,320,,,,,
16960,IOWA                     ,WOODBURY,"-1,885","-6,857","-12,473","-21,647","-1,844",,,,,
16970,IOWA                     ,WORTH,-574,-194,-228,-41,104,,,,,
16980,IOWA                     ,WRIGHT,-641,-201,-400,-266,198,,,,,
17000,KANSAS                   ,ALLEN,"-2,360","-2,892","-1,362","-2,088","-1,080",,,,,
17010,KANSAS                   ,ANDERSON,"-1,043",-608,-302,0,-850,,,,,
17020,KANSAS                   ,ATCHISON,"-2,335","-2,029","-1,236","-1,619",-840,,,,,
17030,KANSAS                   ,BARBER,-136,0,-644,"-1,125",-156,,,,,
17040,KANSAS                   ,BARTON,"-1,404","-1,624","-1,825","-3,411","-1,456",,,,,
17050,KANSAS                   ,BOURBON,"-2,763","-1,969","-1,896","-1,128","-1,105",,,,,
17060,KANSAS                   ,BROWN,-858,0,-256,-198,-162,,,,,
17070,KANSAS                   ,BUTLER,"-7,213","-12,804","-9,446","-2,747","-3,702",,,,,
17080,KANSAS                   ,CHASE,-519,"-1,710",-763,-411,-366,,,,,
17090,KANSAS                   ,CHAUTAUQUA,-292,-888,-478,"-1,030",-575,,,,,
17100,KANSAS                   ,CHEROKEE,"-4,603","-4,123","-1,027","-3,642",793,,,,,
17110,KANSAS                   ,CHEYENNE,-592,-83,-835,-606,0,,,,,
17120,KANSAS                   ,CLARK,0,0,0,0,0,,,,,
17130,KANSAS                   ,CLAY,"-1,071","-1,382",763,-914,-381,,,,,
17140,KANSAS                   ,CLOUD,0,-328,"-1,816",-735,611,,,,,
17150,KANSAS                   ,COFFEY,-176,"-1,040",-559,"-1,028",-480,,,,,
17160,KANSAS                   ,COMANCHE,-59,-426,-212,-115,0,,,,,
17170,KANSAS                   ,COWLEY,"-1,696","-2,640","-1,427","-3,217","-1,369",,,,,
17180,KANSAS                   ,CRAWFORD,"-5,780","-7,443","-7,048","-7,164","-4,900",,,,,
17190,KANSAS                   ,DECATUR,0,0,0,0,0,,,,,
17200,KANSAS                   ,DICKINSON,-227,"-2,258",700,-25,-58,,,,,
17210,KANSAS                   ,DONIPHAN,"-3,186","-2,980","-2,802","-2,013",-121,,,,,
17220,KANSAS                   ,DOUGLAS,"-3,065","-4,042","-3,109","-4,204",-454,,,,,
17230,KANSAS                   ,EDWARDS,-68,0,-352,0,0,,,,,
17240,KANSAS                   ,ELK,-180,-284,0,-350,-177,,,,,
17250,KANSAS                   ,ELLIS,"-1,856","-2,708","-1,753","-3,271","-2,373",,,,,
17260,KANSAS                   ,ELLSWORTH,-824,0,-178,"-1,788",-312,,,,,
17270,KANSAS                   ,FINNEY,"-1,924","-1,485","-1,035","-2,466",-982,,,,,
17280,KANSAS                   ,FORD,"-1,474","-2,059","-1,362","-1,748","-2,556",,,,,
17290,KANSAS                   ,FRANKLIN,"-7,572","-4,261","-9,871","-5,305","-4,487",,,,,
17300,KANSAS                   ,GEARY,204,643,433,"2,092",609,,,,,
17310,KANSAS                   ,GOVE,-208,0,-66,-57,0,,,,,
17320,KANSAS                   ,GRAHAM,0,0,0,0,0,,,,,
17330,KANSAS                   ,GRANT,-969,-388,-413,-60,0,,,,,
17340,KANSAS                   ,GRAY,-843,0,-274,-611,-458,,,,,
17350,KANSAS                   ,GREELEY,0,0,0,0,0,,,,,
17360,KANSAS                   ,GREENWOOD,-524,0,"-1,593","-1,363",-502,,,,,
17370,KANSAS                   ,HAMILTON,0,0,0,0,0,,,,,
17380,KANSAS                   ,HARPER,-677,-271,0,-163,-711,,,,,
17390,KANSAS                   ,HARVEY,"-9,437","-7,462","-5,409","-2,395","-3,340",,,,,
17391,KANSAS                   ,HASKELL,0,268,-187,0,0,,,,,
17410,KANSAS                   ,HODGEMAN,0,0,0,0,0,,,,,
17420,KANSAS                   ,JACKSON,294,"-1,183",-468,-356,-110,,,,,
17430,KANSAS                   ,JEFFERSON,-964,"-1,801","-3,182",-920,-487,,,,,
17440,KANSAS                   ,JEWELL,0,-427,-133,-479,-121,,,,,
17450,KANSAS                   ,JOHNSON,"-27,951","-48,524","-39,255","-28,238","-18,520",,,,,
17451,KANSAS                   ,KEARNY,0,0,0,-114,-123,,,,,
17470,KANSAS                   ,KINGMAN,0,0,-366,-874,-40,,,,,
17480,KANSAS                   ,KIOWA,-805,-153,-370,-437,-77,,,,,
17490,KANSAS                   ,LABETTE,"-2,485","-2,086","-1,268","-1,777","-2,729",,,,,
17500,KANSAS                   ,LANE,0,0,0,0,0,,,,,
17510,KANSAS                   ,LEAVENWORTH,"-4,631","-5,004","-5,148","-5,586","-2,307",,,,,
17520,KANSAS                   ,LINCOLN,0,-566,-182,-124,0,,,,,
17530,KANSAS                   ,LINN,-279,-221,"-1,331","-2,041",-142,,,,,
17540,KANSAS                   ,LOGAN,0,0,0,-76,0,,,,,
17550,KANSAS                   ,LYON,"-5,056","-1,258","-2,999","-5,768","-3,900",,,,,
17560,KANSAS                   ,MCPHERSON,"-1,128","-1,126",-999,-768,"-1,960",,,,,
17570,KANSAS                   ,MARION,-514,-738,-889,"-1,025",-65,,,,,
17580,KANSAS                   ,MARSHALL,"-1,598",-800,462,-172,"1,087",,,,,
17590,KANSAS                   ,MEADE,0,0,0,0,0,,,,,
17600,KANSAS                   ,MIAMI,"-5,116","-3,429","-5,466","-3,710","-1,786",,,,,
17610,KANSAS                   ,MITCHELL,-890,"-1,077",-152,-584,0,,,,,
17620,KANSAS                   ,MONTGOMERY,"-6,018","-5,693","-4,278","-6,039","-4,796",,,,,
17630,KANSAS                   ,MORRIS,-475,686,-356,-279,0,,,,,
17640,KANSAS                   ,MORTON,-19,-83,0,0,0,,,,,
17650,KANSAS                   ,NEMAHA,-889,"-1,348","-1,256",-939,-185,,,,,
17660,KANSAS                   ,NEOSHO,"-2,516","-2,357","-2,244","-2,746","-2,185",,,,,
17670,KANSAS                   ,NESS,0,-22,0,-16,0,,,,,
17680,KANSAS                   ,NORTON,-198,-794,0,0,0,,,,,
17690,KANSAS                   ,OSAGE,-55,"-2,116","-1,447","-1,425",-627,,,,,
17700,KANSAS                   ,OSBORNE,"-1,907",-157,-352,-200,-294,,,,,
17710,KANSAS                   ,OTTAWA,-209,-708,-595,-400,-9,,,,,
17720,KANSAS                   ,PAWNEE,0,0,-527,0,0,,,,,
17730,KANSAS                   ,PHILLIPS,-118,-881,-782,-250,-131,,,,,
17740,KANSAS                   ,POTTAWATOMIE,633,"5,999","5,900","5,055","3,361",,,,,
17750,KANSAS                   ,PRATT,"-1,268",-190,"-1,463",-532,-249,,,,,
17760,KANSAS                   ,RAWLINS,-129,-123,0,-401,14,,,,,
17770,KANSAS                   ,RENO,"-9,945","-13,161","-7,873","-7,396","-8,420",,,,,
17780,KANSAS                   ,REPUBLIC,-305,-159,-365,-138,-64,,,,,
17790,KANSAS                   ,RICE,-667,"-1,824","-1,386","-1,323",-934,,,,,
17800,KANSAS                   ,RILEY,639,"9,830","9,127","15,224","12,612",,,,,
17810,KANSAS                   ,ROOKS,0,-418,-422,-269,0,,,,,
17820,KANSAS                   ,RUSH,0,-458,-278,-164,-15,,,,,
17830,KANSAS                   ,RUSSELL,-776,"-1,271",-580,-971,-705,,,,,
17840,KANSAS                   ,SALINE,"-7,854","-10,413","-9,882","-12,669","-7,127",,,,,
17841,KANSAS                   ,SCOTT,0,0,-205,-140,-57,,,,,
17860,KANSAS                   ,SEDGWICK,"-75,329","-108,967","-90,875","-51,011","-42,637",,,,,
17870,KANSAS                   ,SEWARD,-699,"-1,141",-625,-383,-542,,,,,
17880,KANSAS                   ,SHAWNEE,"-7,189","-29,067","-22,344","-14,482","-17,650",,,,,
17890,KANSAS                   ,SHERIDAN,0,0,0,0,0,,,,,
17900,KANSAS                   ,SHERMAN,63,-94,-772,-661,-243,,,,,
17910,KANSAS                   ,SMITH,-63,-329,-53,-390,0,,,,,
17920,KANSAS                   ,STAFFORD,-575,"-1,249",-679,0,-276,,,,,
17921,KANSAS                   ,STANTON,0,0,-310,0,0,,,,,
17940,KANSAS                   ,STEVENS,"-1,245",0,-23,0,-146,,,,,
17950,KANSAS                   ,SUMNER,"-3,833","-3,016",-325,"-1,234","-3,183",,,,,
17960,KANSAS                   ,THOMAS,-379,-524,-555,-223,-677,,,,,
17970,KANSAS                   ,TREGO,0,-57,-202,0,-54,,,,,
17980,KANSAS                   ,WABAUNSEE,-553,"-1,145",-765,-299,-47,,,,,
17981,KANSAS                   ,WALLACE,-33,-186,136,0,-191,,,,,
17982,KANSAS                   ,WASHINGTON,-126,-534,-452,-326,-41,,,,,
17983,KANSAS                   ,WICHITA,0,0,-432,0,0,,,,,
17984,KANSAS                   ,WILSON,"-2,327","-1,994","-1,247",-761,-405,,,,,
17985,KANSAS                   ,WOODSON,"-1,328",-225,-772,-185,-706,,,,,
17986,KANSAS                   ,WYANDOTTE,"-24,305","-30,588","-33,480","-21,302","-20,290",,,,,
18000,KENTUCKY                 ,ADAIR,"-4,843","-1,530","-1,196","-1,142","-1,028",,,,,
18010,KENTUCKY                 ,ALLEN,761,4,456,"-1,109",-445,,,,,
18020,KENTUCKY                 ,ANDERSON,"-2,059",-329,-268,-418,"-1,671",,,,,
18030,KENTUCKY                 ,BALLARD,-99,-159,-504,-304,"-1,311",,,,,
18040,KENTUCKY                 ,BARREN,"-3,327","-3,448","-1,043","-1,371","-2,140",,,,,
18050,KENTUCKY                 ,BATH,-442,29,-73,-396,-519,,,,,
18060,KENTUCKY                 ,BELL,"-3,901","-4,088","-6,572","-5,225","-4,783",,,,,
18070,KENTUCKY                 ,BOONE,"-4,989","-4,975","-8,623",834,"-1,742",,,,,
