AGED -- REPRICING ADJUSTMENTS TO THE 2009-2013 REIMBURSEMENT DATA FOR FEE-FOR-SERVICE DURABLE MEDICAL EQUIPMENT,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART B REIMBURSEMENT,,,,,,,
15550,INDIANA                  ,NEWTON,"-90,276","-95,580","-95,989","-93,989","-38,123",,,
15560,INDIANA                  ,NOBLE,0,0,0,0,0,,,
15570,INDIANA                  ,OHIO,0,-40,0,0,0,,,
15580,INDIANA                  ,ORANGE,0,0,0,0,0,,,
15590,INDIANA                  ,OWEN,0,-47,-74,0,0,,,
15600,INDIANA                  ,PARKE,0,0,0,0,0,,,
15610,INDIANA                  ,PERRY,0,0,0,-479,-572,,,
15620,INDIANA                  ,PIKE,0,0,0,0,0,,,
15630,INDIANA                  ,PORTER,"-760,185","-782,148","-862,301","-884,215","-397,339",,,
15640,INDIANA                  ,POSEY,-118,0,"-1,482","-1,477",-767,,,
15650,INDIANA                  ,PULASKI,-43,0,-354,-866,-690,,,
15660,INDIANA                  ,PUTNAM,"-165,759","-162,406","-168,088","-183,132","-86,901",,,
15670,INDIANA                  ,RANDOLPH,0,0,0,-43,0,,,
15680,INDIANA                  ,RIPLEY,"-82,983","-81,512","-59,284","-57,775","-65,940",,,
15690,INDIANA                  ,RUSH,-900,-828,-830,-897,-341,,,
15700,INDIANA                  ,ST. JOSEPH,-625,-606,-420,-592,0,,,
15710,INDIANA                  ,SCOTT,-431,0,0,0,0,,,
15720,INDIANA                  ,SHELBY,"-214,543","-221,664","-216,836","-228,596","-119,665",,,
15730,INDIANA                  ,SPENCER,0,-249,0,0,-25,,,
15740,INDIANA                  ,STARKE,0,0,0,0,0,,,
15750,INDIANA                  ,STEUBEN,0,0,0,-52,0,,,
15760,INDIANA                  ,SULLIVAN,0,0,0,0,0,,,
15770,INDIANA                  ,SWITZERLAND,0,0,0,0,0,,,
15780,INDIANA                  ,TIPPECANOE,"-1,004",-891,"-1,572","-4,821","-1,098",,,
15790,INDIANA                  ,TIPTON,"-1,386",-685,-12,-49,0,,,
15800,INDIANA                  ,UNION,"-6,277","-5,516","-6,837","-5,469","-7,448",,,
15810,INDIANA                  ,VANDERBURGH,0,0,-126,-3,0,,,
15820,INDIANA                  ,VERMILLION,0,0,0,0,0,,,
15830,INDIANA                  ,VIGO,-98,0,0,0,0,,,
15840,INDIANA                  ,WABASH,0,-187,-14,-387,-244,,,
15850,INDIANA                  ,WARREN,0,0,0,0,0,,,
15860,INDIANA                  ,WARRICK,0,0,0,0,0,,,
15870,INDIANA                  ,WASHINGTON,"-164,881","-172,266","-173,847","-179,314","-92,800",,,
15880,INDIANA                  ,WAYNE,-36,-35,"-1,938","-6,252","-7,721",,,
15890,INDIANA                  ,WELLS,0,0,0,0,0,,,
15900,INDIANA                  ,WHITE,-522,-447,-265,-79,0,,,
15910,INDIANA                  ,WHITLEY,0,0,0,0,0,,,
16000,IOWA                     ,ADAIR,0,0,0,0,0,,,
16010,IOWA                     ,ADAMS,0,0,0,0,0,,,
16020,IOWA                     ,ALLAMAKEE,0,0,0,0,0,,,
16030,IOWA                     ,APPANOOSE,0,0,0,0,0,,,
16040,IOWA                     ,AUDUBON,0,0,0,0,0,,,
16050,IOWA                     ,BENTON,0,0,0,0,0,,,
16060,IOWA                     ,BLACK HAWK,0,0,0,0,0,,,
16070,IOWA                     ,BOONE,0,0,0,0,0,,,
16080,IOWA                     ,BREMER,0,0,0,0,0,,,
16090,IOWA                     ,BUCHANAN,0,0,0,0,0,,,
16100,IOWA                     ,BUENA VISTA,0,0,0,0,0,,,
16110,IOWA                     ,BUTLER,0,0,0,0,0,,,
16120,IOWA                     ,CALHOUN,-30,0,0,0,0,,,
16130,IOWA                     ,CARROLL,0,0,0,0,0,,,
16140,IOWA                     ,CASS,-323,0,0,0,0,,,
16150,IOWA                     ,CEDAR,0,0,0,0,0,,,
16160,IOWA                     ,CERRO GORDO,0,0,0,0,0,,,
16170,IOWA                     ,CHEROKEE,0,0,0,0,0,,,
16180,IOWA                     ,CHICKASAW,0,0,0,0,0,,,
16190,IOWA                     ,CLARKE,0,0,0,0,0,,,
16200,IOWA                     ,CLAY,0,0,0,0,0,,,
16210,IOWA                     ,CLAYTON,0,0,0,0,0,,,
16220,IOWA                     ,CLINTON,0,0,0,0,0,,,
16230,IOWA                     ,CRAWFORD,0,0,0,0,0,,,
16240,IOWA                     ,DALLAS,0,0,0,0,0,,,
16250,IOWA                     ,DAVIS,0,0,0,0,0,,,
16260,IOWA                     ,DECATUR,0,0,0,0,0,,,
16270,IOWA                     ,DELAWARE,0,0,0,0,0,,,
16280,IOWA                     ,DES MOINES,0,0,-676,-764,-331,,,
16290,IOWA                     ,DICKINSON,0,0,0,0,0,,,
16300,IOWA                     ,DUBUQUE,0,0,0,0,0,,,
16310,IOWA                     ,EMMET,0,"-1,226","-1,249",0,0,,,
16320,IOWA                     ,FAYETTE,0,0,0,0,0,,,
16330,IOWA                     ,FLOYD,0,0,-642,-348,-182,,,
16340,IOWA                     ,FRANKLIN,0,0,0,0,0,,,
16350,IOWA                     ,FREMONT,0,0,0,0,0,,,
16360,IOWA                     ,GREENE,0,0,0,0,0,,,
16370,IOWA                     ,GRUNDY,0,0,0,0,0,,,
16380,IOWA                     ,GUTHRIE,0,0,0,0,0,,,
16390,IOWA                     ,HAMILTON,0,0,0,0,0,,,
16400,IOWA                     ,HANCOCK,0,0,0,0,0,,,
16410,IOWA                     ,HARDIN,0,0,0,0,0,,,
16420,IOWA                     ,HARRISON,"-119,999","-125,166","-129,239","-129,411","-50,523",,,
16430,IOWA                     ,HENRY,0,0,0,0,0,,,
16440,IOWA                     ,HOWARD,-36,0,0,0,0,,,
16450,IOWA                     ,HUMBOLDT,0,0,0,0,0,,,
16460,IOWA                     ,IDA,0,0,0,0,0,,,
16470,IOWA                     ,IOWA,-241,0,0,-16,0,,,
16480,IOWA                     ,JACKSON,0,0,0,0,-215,,,
16490,IOWA                     ,JASPER,0,0,0,0,0,,,
16500,IOWA                     ,JEFFERSON,0,0,0,0,0,,,
16510,IOWA                     ,JOHNSON,0,0,0,0,0,,,
16520,IOWA                     ,JONES,0,0,0,0,0,,,
16530,IOWA                     ,KEOKUK,0,0,0,0,0,,,
16540,IOWA                     ,KOSSUTH,0,0,0,0,0,,,
16550,IOWA                     ,LEE,0,0,0,0,0,,,
16560,IOWA                     ,LINN,-81,0,0,0,0,,,
16570,IOWA                     ,LOUISA,0,0,0,0,0,,,
16580,IOWA                     ,LUCAS,-49,-242,0,0,0,,,
16590,IOWA                     ,LYON,0,0,0,0,0,,,
16600,IOWA                     ,MADISON,0,0,0,0,0,,,
16610,IOWA                     ,MAHASKA,0,0,0,0,0,,,
16620,IOWA                     ,MARION,0,0,0,0,0,,,
16630,IOWA                     ,MARSHALL,0,0,-150,-375,0,,,
16640,IOWA                     ,MILLS,"-67,920","-77,869","-81,846","-76,364","-39,091",,,
16650,IOWA                     ,MITCHELL,0,-264,0,0,0,,,
16660,IOWA                     ,MONONA,0,0,0,0,0,,,
16670,IOWA                     ,MONROE,0,0,0,0,0,,,
16680,IOWA                     ,MONTGOMERY,0,0,0,0,0,,,
16690,IOWA                     ,MUSCATINE,0,0,0,-135,-101,,,
16700,IOWA                     ,O'BRIEN,0,0,0,0,0,,,
16710,IOWA                     ,OSCEOLA,0,0,0,0,0,,,
16720,IOWA                     ,PAGE,0,0,0,0,0,,,
16730,IOWA                     ,PALO ALTO,0,0,0,0,0,,,
16740,IOWA                     ,PLYMOUTH,0,0,0,0,0,,,
16750,IOWA                     ,POCAHONTAS,0,0,0,0,0,,,
16760,IOWA                     ,POLK,0,-75,-718,-45,0,,,
16770,IOWA                     ,POTTAWATTAMIE,"-384,065","-407,064","-430,323","-437,555","-211,796",,,
16780,IOWA                     ,POWESHIEK,0,0,0,0,0,,,
16790,IOWA                     ,RINGGOLD,0,0,0,0,0,,,
16800,IOWA                     ,SAC,0,0,0,0,0,,,
16810,IOWA                     ,SCOTT,0,0,0,0,-500,,,
16820,IOWA                     ,SHELBY,-36,-926,-264,-63,-3,,,
16830,IOWA                     ,SIOUX,0,0,0,0,0,,,
16840,IOWA                     ,STORY,0,0,0,-43,0,,,
16850,IOWA                     ,TAMA,0,0,0,0,0,,,
16860,IOWA                     ,TAYLOR,0,0,0,0,0,,,
16870,IOWA                     ,UNION,0,-48,0,0,-250,,,
16880,IOWA                     ,VAN BUREN,0,0,0,0,0,,,
16890,IOWA                     ,WAPELLO,-169,-242,0,0,0,,,
16900,IOWA                     ,WARREN,0,0,0,0,0,,,
16910,IOWA                     ,WASHINGTON,0,-44,0,-207,0,,,
16920,IOWA                     ,WAYNE,0,0,0,0,0,,,
16930,IOWA                     ,WEBSTER,0,0,0,0,0,,,
16940,IOWA                     ,WINNEBAGO,0,0,0,0,0,,,
16950,IOWA                     ,WINNESHIEK,0,0,0,0,0,,,
16960,IOWA                     ,WOODBURY,0,0,0,0,0,,,
16970,IOWA                     ,WORTH,0,0,0,0,0,,,
16980,IOWA                     ,WRIGHT,0,-46,0,0,0,,,
17000,KANSAS                   ,ALLEN,0,0,"-1,948",0,0,,,
17010,KANSAS                   ,ANDERSON,-45,-512,-630,-694,-382,,,
17020,KANSAS                   ,ATCHISON,0,-283,-139,-519,-391,,,
17030,KANSAS                   ,BARBER,-215,-41,0,0,0,,,
17040,KANSAS                   ,BARTON,0,0,0,0,0,,,
17050,KANSAS                   ,BOURBON,0,-15,0,0,-221,,,
17060,KANSAS                   ,BROWN,0,0,0,0,0,,,
17070,KANSAS                   ,BUTLER,"-287,947","-277,501","-310,362","-339,534","-176,436",,,
17080,KANSAS                   ,CHASE,0,0,0,0,-65,,,
17090,KANSAS                   ,CHAUTAUQUA,-453,-374,-402,-167,0,,,
17100,KANSAS                   ,CHEROKEE,0,0,0,0,0,,,
17110,KANSAS                   ,CHEYENNE,0,0,0,0,0,,,
17120,KANSAS                   ,CLARK,0,0,0,0,0,,,
17130,KANSAS                   ,CLAY,0,0,0,0,0,,,
17140,KANSAS                   ,CLOUD,0,-73,-73,-318,-332,,,
17150,KANSAS                   ,COFFEY,0,0,0,0,0,,,
17160,KANSAS                   ,COMANCHE,0,0,0,-962,-652,,,
17170,KANSAS                   ,COWLEY,"-1,057",-488,-622,-654,-273,,,
17180,KANSAS                   ,CRAWFORD,0,-139,-777,-640,0,,,
17190,KANSAS                   ,DECATUR,0,0,0,0,0,,,
17200,KANSAS                   ,DICKINSON,0,0,0,0,0,,,
17210,KANSAS                   ,DONIPHAN,0,0,-86,0,0,,,
17220,KANSAS                   ,DOUGLAS,"-53,941","-41,506","-18,232","-10,653","-9,613",,,
17230,KANSAS                   ,EDWARDS,0,0,0,0,0,,,
17240,KANSAS                   ,ELK,0,0,0,0,0,,,
17250,KANSAS                   ,ELLIS,-189,-730,0,0,-394,,,
17260,KANSAS                   ,ELLSWORTH,0,0,0,0,0,,,
17270,KANSAS                   ,FINNEY,0,0,0,0,0,,,
17280,KANSAS                   ,FORD,0,0,0,0,0,,,
17290,KANSAS                   ,FRANKLIN,"-197,120","-201,197","-73,995","-63,939","-67,401",,,
17300,KANSAS                   ,GEARY,0,0,0,0,0,,,
17310,KANSAS                   ,GOVE,0,0,0,0,0,,,
17320,KANSAS                   ,GRAHAM,0,0,0,0,0,,,
17330,KANSAS                   ,GRANT,0,0,0,0,0,,,
17340,KANSAS                   ,GRAY,0,0,0,0,0,,,
17350,KANSAS                   ,GREELEY,0,0,0,0,0,,,
17360,KANSAS                   ,GREENWOOD,0,-135,0,0,0,,,
17370,KANSAS                   ,HAMILTON,0,0,-38,0,0,,,
17380,KANSAS                   ,HARPER,0,0,0,0,0,,,
17390,KANSAS                   ,HARVEY,"-176,649","-181,974","-211,902","-214,477","-99,321",,,
17391,KANSAS                   ,HASKELL,0,0,0,0,0,,,
17410,KANSAS                   ,HODGEMAN,-417,-143,0,0,0,,,
17420,KANSAS                   ,JACKSON,0,0,0,0,0,,,
17430,KANSAS                   ,JEFFERSON,0,-58,0,-53,-56,,,
17440,KANSAS                   ,JEWELL,0,0,0,0,0,,,
17450,KANSAS                   ,JOHNSON,"-1,547,345","-1,561,749","-639,965","-583,301","-551,659",,,
17451,KANSAS                   ,KEARNY,0,0,0,0,0,,,
17470,KANSAS                   ,KINGMAN,"-1,741","-1,350","-1,590",-327,-71,,,
17480,KANSAS                   ,KIOWA,0,0,0,0,0,,,
17490,KANSAS                   ,LABETTE,-61,-659,-216,-45,0,,,
17500,KANSAS                   ,LANE,0,0,0,0,0,,,
17510,KANSAS                   ,LEAVENWORTH,"-322,316","-304,783","-125,602","-106,797","-115,037",,,
17520,KANSAS                   ,LINCOLN,0,0,0,0,0,,,
17530,KANSAS                   ,LINN,-282,-298,-154,0,0,,,
17540,KANSAS                   ,LOGAN,-375,0,0,-60,0,,,
17550,KANSAS                   ,LYON,0,0,0,0,0,,,
17560,KANSAS                   ,MCPHERSON,-106,-115,-283,-588,-387,,,
17570,KANSAS                   ,MARION,"-2,920",-938,"-1,365","-1,225",-535,,,
17580,KANSAS                   ,MARSHALL,-863,-785,-5,-343,-167,,,
17590,KANSAS                   ,MEADE,0,0,0,0,0,,,
17600,KANSAS                   ,MIAMI,"-108,619","-98,633","-39,595","-29,628","-33,621",,,
17610,KANSAS                   ,MITCHELL,0,0,0,0,0,,,
17620,KANSAS                   ,MONTGOMERY,-160,0,-139,-766,-440,,,
17630,KANSAS                   ,MORRIS,0,0,0,0,0,,,
17640,KANSAS                   ,MORTON,0,0,0,0,0,,,
17650,KANSAS                   ,NEMAHA,0,-40,0,0,0,,,
17660,KANSAS                   ,NEOSHO,-159,-573,-29,-42,-1,,,
17670,KANSAS                   ,NESS,0,0,0,0,0,,,
17680,KANSAS                   ,NORTON,0,0,0,0,-72,,,
17690,KANSAS                   ,OSAGE,0,0,0,0,0,,,
17700,KANSAS                   ,OSBORNE,0,0,0,0,0,,,
17710,KANSAS                   ,OTTAWA,0,0,0,0,0,,,
17720,KANSAS                   ,PAWNEE,0,0,-178,-90,-20,,,
17730,KANSAS                   ,PHILLIPS,0,0,0,0,0,,,
17740,KANSAS                   ,POTTAWATOMIE,0,0,0,0,0,,,
17750,KANSAS                   ,PRATT,0,0,0,0,-256,,,
17760,KANSAS                   ,RAWLINS,0,0,0,0,0,,,
17770,KANSAS                   ,RENO,0,0,0,0,0,,,
17780,KANSAS                   ,REPUBLIC,0,0,0,0,0,,,
17790,KANSAS                   ,RICE,0,0,0,0,0,,,
17800,KANSAS                   ,RILEY,0,0,0,0,0,,,
17810,KANSAS                   ,ROOKS,0,0,0,0,0,,,
17820,KANSAS                   ,RUSH,0,0,0,0,0,,,
17830,KANSAS                   ,RUSSELL,0,0,0,0,0,,,
17840,KANSAS                   ,SALINE,-39,-259,-216,0,0,,,
17841,KANSAS                   ,SCOTT,0,0,0,0,0,,,
17860,KANSAS                   ,SEDGWICK,"-1,820,078","-1,855,843","-1,861,121","-1,945,813","-998,716",,,
17870,KANSAS                   ,SEWARD,0,0,0,0,0,,,
17880,KANSAS                   ,SHAWNEE,-349,"-1,224",-477,-261,-26,,,
17890,KANSAS                   ,SHERIDAN,0,0,0,0,0,,,
17900,KANSAS                   ,SHERMAN,0,0,0,0,0,,,
17910,KANSAS                   ,SMITH,0,0,0,0,0,,,
17920,KANSAS                   ,STAFFORD,0,0,0,0,0,,,
17921,KANSAS                   ,STANTON,0,0,0,0,0,,,
17940,KANSAS                   ,STEVENS,0,0,0,0,0,,,
17950,KANSAS                   ,SUMNER,"-145,109","-147,088","-151,544","-136,522","-68,117",,,
17960,KANSAS                   ,THOMAS,0,0,0,0,0,,,
17970,KANSAS                   ,TREGO,0,0,0,0,0,,,
17980,KANSAS                   ,WABAUNSEE,0,0,0,0,0,,,
17981,KANSAS                   ,WALLACE,0,0,0,0,0,,,
17982,KANSAS                   ,WASHINGTON,0,0,0,0,0,,,
17983,KANSAS                   ,WICHITA,0,0,0,0,0,,,
17984,KANSAS                   ,WILSON,0,0,0,0,0,,,
17985,KANSAS                   ,WOODSON,0,0,0,0,0,,,
17986,KANSAS                   ,WYANDOTTE,"-554,934","-544,500","-208,817","-215,701","-189,143",,,
18000,KENTUCKY                 ,ADAIR,0,0,-378,-193,0,,,
18010,KENTUCKY                 ,ALLEN,0,-7,0,-390,0,,,
18020,KENTUCKY                 ,ANDERSON,0,0,0,0,0,,,
18030,KENTUCKY                 ,BALLARD,0,0,0,0,0,,,
18040,KENTUCKY                 ,BARREN,0,0,0,-119,0,,,
18050,KENTUCKY                 ,BATH,-37,-618,-261,"-1,088",-242,,,
18060,KENTUCKY                 ,BELL,0,0,0,0,0,,,
18070,KENTUCKY                 ,BOONE,"-339,974","-331,245","-113,864","-104,256","-103,969",,,
18080,KENTUCKY                 ,BOURBON,0,0,0,0,0,,,
18090,KENTUCKY                 ,BOYD,"-408,660","-416,570","-425,514","-402,621","-169,256",,,
18100,KENTUCKY                 ,BOYLE,0,-49,0,0,0,,,
18110,KENTUCKY                 ,BRACKEN,-210,-792,-358,-205,-50,,,
18120,KENTUCKY                 ,BREATHITT,0,0,0,0,0,,,
18130,KENTUCKY                 ,BRECKINRIDGE,"-2,061","-2,016","-1,533","-3,011",-619,,,
18140,KENTUCKY                 ,BULLITT,"-340,464","-322,191","-333,049","-372,406","-168,159",,,
18150,KENTUCKY                 ,BUTLER,-625,-300,-281,-181,0,,,
18160,KENTUCKY                 ,CALDWELL,0,0,0,0,0,,,
18170,KENTUCKY                 ,CALLOWAY,0,0,0,0,0,,,
18180,KENTUCKY                 ,CAMPBELL,"-319,332","-293,562","-86,002","-80,163","-64,143",,,
18190,KENTUCKY                 ,CARLISLE,0,0,0,0,0,,,
18191,KENTUCKY                 ,CARROLL,0,-296,-207,0,-25,,,
18210,KENTUCKY                 ,CARTER,0,-401,-728,-427,0,,,
18220,KENTUCKY                 ,CASEY,-982,-343,0,-233,-444,,,
18230,KENTUCKY                 ,CHRISTIAN,0,0,0,-10,-125,,,
18240,KENTUCKY                 ,CLARK,0,0,0,0,0,,,
18250,KENTUCKY                 ,CLAY,0,0,0,0,0,,,
18260,KENTUCKY                 ,CLINTON,0,0,0,0,0,,,
18270,KENTUCKY                 ,CRITTENDEN,-837,0,0,0,0,,,
18271,KENTUCKY                 ,CUMBERLAND,0,0,0,0,0,,,
18290,KENTUCKY                 ,DAVIESS,0,0,-529,-488,0,,,
18291,KENTUCKY                 ,EDMONSON,0,0,0,0,0,,,
18310,KENTUCKY                 ,ELLIOTT,-837,-829,-827,-63,0,,,
18320,KENTUCKY                 ,ESTILL,0,0,0,0,0,,,
18330,KENTUCKY                 ,FAYETTE,0,0,0,0,-47,,,
18340,KENTUCKY                 ,FLEMING,0,0,0,0,0,,,
18350,KENTUCKY                 ,FLOYD,0,0,0,0,0,,,
18360,KENTUCKY                 ,FRANKLIN,"-8,666","-12,326","-8,244","-9,067","-4,736",,,
18361,KENTUCKY                 ,FULTON,0,0,0,0,0,,,
18362,KENTUCKY                 ,GALLATIN,"-8,750","-6,447","-8,938","-6,459","-4,530",,,
18390,KENTUCKY                 ,GARRARD,0,0,0,0,0,,,
18400,KENTUCKY                 ,GRANT,"-108,673","-124,672","-131,499","-118,822","-96,134",,,
18410,KENTUCKY                 ,GRAVES,0,0,0,0,-46,,,
18420,KENTUCKY                 ,GRAYSON,0,0,0,0,0,,,
18421,KENTUCKY                 ,GREEN,0,0,0,0,0,,,
18440,KENTUCKY                 ,GREENUP,"-399,511","-390,923","-394,833","-390,096","-180,380",,,
18450,KENTUCKY                 ,HANCOCK,0,0,0,0,0,,,
18460,KENTUCKY                 ,HARDIN,"-2,691","-7,271","-8,489","-15,250","-6,751",,,
18470,KENTUCKY                 ,HARLAN,0,0,0,0,0,,,
18480,KENTUCKY                 ,HARRISON,-873,-205,0,0,0,,,
18490,KENTUCKY                 ,HART,0,0,0,0,0,,,
18500,KENTUCKY                 ,HENDERSON,-347,-212,-104,-510,-415,,,
18510,KENTUCKY                 ,HENRY,"-124,802","-119,495","-111,816","-129,242","-55,359",,,
18511,KENTUCKY                 ,HICKMAN,0,0,0,0,0,,,
18530,KENTUCKY                 ,HOPKINS,0,0,0,0,0,,,
18540,KENTUCKY                 ,JACKSON,0,0,0,0,0,,,
18550,KENTUCKY                 ,JEFFERSON,"-4,148,940","-4,149,795","-4,153,288","-4,378,890","-1,948,242",,,
18560,KENTUCKY                 ,JESSAMINE,0,0,0,0,-4,,,
18570,KENTUCKY                 ,JOHNSON,0,0,0,0,0,,,
18580,KENTUCKY                 ,KENTON,"-524,880","-529,995","-155,760","-132,483","-124,156",,,
18590,KENTUCKY                 ,KNOTT,0,0,0,0,0,,,
18600,KENTUCKY                 ,KNOX,0,0,-16,0,0,,,
18610,KENTUCKY                 ,LARUE,"-2,019","-2,223",0,0,-869,,,
18620,KENTUCKY                 ,LAUREL,-128,0,0,0,0,,,
18630,KENTUCKY                 ,LAWRENCE,0,0,0,0,0,,,
18640,KENTUCKY                 ,LEE,0,0,0,0,0,,,
18650,KENTUCKY                 ,LESLIE,0,0,0,0,0,,,
18660,KENTUCKY                 ,LETCHER,0,0,0,0,0,,,
18670,KENTUCKY                 ,LEWIS,0,0,0,0,0,,,
18680,KENTUCKY                 ,LINCOLN,0,0,0,0,0,,,
18690,KENTUCKY                 ,LIVINGSTON,0,0,0,0,0,,,
18700,KENTUCKY                 ,LOGAN,0,0,0,0,0,,,
18710,KENTUCKY                 ,LYON,0,0,0,0,0,,,
18720,KENTUCKY                 ,MCCRACKEN,0,0,0,0,0,,,
18730,KENTUCKY                 ,MCCREARY,0,0,0,0,0,,,
18740,KENTUCKY                 ,MCLEAN,0,0,0,0,0,,,
18750,KENTUCKY                 ,MADISON,"-1,082",-277,-351,-381,-789,,,
18760,KENTUCKY                 ,MAGOFFIN,0,0,0,0,0,,,
18770,KENTUCKY                 ,MARION,0,0,0,-188,0,,,
18780,KENTUCKY                 ,MARSHALL,0,0,0,0,0,,,
18790,KENTUCKY                 ,MARTIN,0,0,0,0,0,,,
18800,KENTUCKY                 ,MASON,0,0,0,0,0,,,
18801,KENTUCKY                 ,MEADE,"-122,480","-114,388","-96,953","-114,509","-52,519",,,
18802,KENTUCKY                 ,MENIFEE,0,0,0,0,0,,,
18830,KENTUCKY                 ,MERCER,0,0,0,0,0,,,
18831,KENTUCKY                 ,METCALFE,0,0,0,0,0,,,
18850,KENTUCKY                 ,MONROE,"-1,157","-1,780","-2,635","-2,833",-554,,,
18860,KENTUCKY                 ,MONTGOMERY,0,0,0,0,0,,,
18861,KENTUCKY                 ,MORGAN,0,0,0,0,0,,,
18880,KENTUCKY                 ,MUHLENBERG,0,0,0,0,0,,,
18890,KENTUCKY                 ,NELSON,"-208,669","-242,205","-248,111","-277,458","-135,515",,,
18900,KENTUCKY                 ,NICHOLAS,0,0,0,0,0,,,
18910,KENTUCKY                 ,OHIO,0,0,0,0,0,,,
18920,KENTUCKY                 ,OLDHAM,"-223,434","-215,433","-218,539","-227,772","-112,272",,,
18930,KENTUCKY                 ,OWEN,0,0,0,0,0,,,
18931,KENTUCKY                 ,OWSLEY,0,0,0,0,0,,,
18932,KENTUCKY                 ,PENDLETON,-123,0,0,0,0,,,
18960,KENTUCKY                 ,PERRY,0,0,0,0,0,,,
18970,KENTUCKY                 ,PIKE,0,0,0,0,0,,,
18971,KENTUCKY                 ,POWELL,0,0,0,0,0,,,
18972,KENTUCKY                 ,PULASKI,0,0,0,0,0,,,
18973,KENTUCKY                 ,ROBERTSON,0,0,0,0,0,,,
18974,KENTUCKY                 ,ROCKCASTLE,0,0,0,0,0,,,
18975,KENTUCKY                 ,ROWAN,0,0,0,0,0,,,
18976,KENTUCKY                 ,RUSSELL,0,0,0,0,0,,,
18977,KENTUCKY                 ,SCOTT,0,-37,0,0,0,,,
18978,KENTUCKY                 ,SHELBY,"-198,769","-220,767","-228,592","-239,096","-105,637",,,
18979,KENTUCKY                 ,SIMPSON,-366,-771,-929,-773,-30,,,
18980,KENTUCKY                 ,SPENCER,"-82,970","-91,821","-88,357","-95,463","-42,702",,,
18981,KENTUCKY                 ,TAYLOR,0,0,0,0,0,,,
18982,KENTUCKY                 ,TODD,0,0,0,0,0,,,
18983,KENTUCKY                 ,TRIGG,0,0,0,0,0,,,
18984,KENTUCKY                 ,TRIMBLE,0,0,0,-347,-418,,,
18985,KENTUCKY                 ,UNION,0,0,0,0,0,,,
18986,KENTUCKY                 ,WARREN,0,0,0,-141,-109,,,
18987,KENTUCKY                 ,WASHINGTON,-346,"-1,287",-838,-871,-107,,,
18988,KENTUCKY                 ,WAYNE,0,0,0,0,0,,,
18989,KENTUCKY                 ,WEBSTER,0,0,0,0,0,,,
18990,KENTUCKY                 ,WHITLEY,-320,-804,-993,"-1,699",-829,,,
18991,KENTUCKY                 ,WOLFE,0,0,0,0,0,,,
18992,KENTUCKY                 ,WOODFORD,0,0,0,0,0,,,
19000,LOUISIANA                ,ACADIA,0,-389,0,0,0,,,
19010,LOUISIANA                ,ALLEN,-7,0,-435,-855,0,,,
19020,LOUISIANA                ,ASCENSION,"-231,561","-201,908","-195,568","-176,835","-80,582",,,
19030,LOUISIANA                ,ASSUMPTION,-340,0,0,0,0,,,
19040,LOUISIANA                ,AVOYELLES,0,0,0,0,0,,,
19050,LOUISIANA                ,BEAUREGARD,0,0,0,0,0,,,
19060,LOUISIANA                ,BIENVILLE,-47,-93,-210,0,0,,,
19070,LOUISIANA                ,BOSSIER,-840,-196,-431,"-1,127",-272,,,
19080,LOUISIANA                ,CADDO,0,-76,-683,-24,0,,,
19090,LOUISIANA                ,CALCASIEU,0,-46,-915,0,0,,,
19100,LOUISIANA                ,CALDWELL,0,0,0,0,0,,,
19110,LOUISIANA                ,CAMERON,0,0,0,0,0,,,
19120,LOUISIANA                ,CATAHOULA,0,-3,0,0,0,,,
19130,LOUISIANA                ,CLAIBORNE,0,0,-74,-18,0,,,
19140,LOUISIANA                ,CONCORDIA,0,0,0,0,0,,,
19150,LOUISIANA                ,DE SOTO,0,-97,-47,0,0,,,
19160,LOUISIANA                ,EAST BATON ROUGE,"-1,356,712","-1,246,407","-1,160,181","-1,125,892","-554,048",,,
19170,LOUISIANA                ,EAST CARROLL,0,0,0,0,0,,,
19180,LOUISIANA                ,EAST FELICIANA,"-89,655","-100,513","-94,880","-106,975","-37,295",,,
19190,LOUISIANA                ,EVANGELINE,0,0,0,0,0,,,
19200,LOUISIANA                ,FRANKLIN,0,-39,0,0,0,,,
19210,LOUISIANA                ,GRANT,0,0,0,0,0,,,
19220,LOUISIANA                ,IBERIA,-546,-490,0,0,0,,,
19230,LOUISIANA                ,IBERVILLE,"-114,916","-122,413","-110,072","-99,803","-47,993",,,
19240,LOUISIANA                ,JACKSON,0,0,0,-414,0,,,
19250,LOUISIANA                ,JEFFERSON,"-1,134,688","-1,064,009","-1,015,630","-965,024","-473,522",,,
19260,LOUISIANA                ,JEFFERSON DAVIS,"-1,254",0,0,-363,-176,,,
19270,LOUISIANA                ,LAFAYETTE,-487,"-1,518",-45,-220,0,,,
19280,LOUISIANA                ,LAFOURCHE,-52,-47,0,0,0,,,
19290,LOUISIANA                ,LA SALLE,0,0,0,0,0,,,
19300,LOUISIANA                ,LINCOLN,0,0,0,0,0,,,
19310,LOUISIANA                ,LIVINGSTON,"-314,148","-301,934","-283,557","-286,831","-131,873",,,
19320,LOUISIANA                ,MADISON,0,0,0,0,0,,,
19330,LOUISIANA                ,MOREHOUSE,0,0,0,0,0,,,
19340,LOUISIANA                ,NATCHITOCHES,-324,0,0,0,0,,,
19350,LOUISIANA                ,ORLEANS,"-766,517","-721,708","-689,024","-690,263","-331,441",,,
