AGED -- REPRICING ADJUSTMENTS TO THE 2009-2013 REIMBURSEMENT DATA FOR FEE-FOR-SERVICE DURABLE MEDICAL EQUIPMENT,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART B REIMBURSEMENT,,,,,,,
42150,SOUTH CAROLINA           ,DARLINGTON,"-3,065","-2,778","-2,039","-2,895","-1,440",,,
42160,SOUTH CAROLINA           ,DILLON,-368,-194,-475,-191,-79,,,
42170,SOUTH CAROLINA           ,DORCHESTER,"-568,162","-592,124","-628,260","-625,039","-312,210",,,
42180,SOUTH CAROLINA           ,EDGEFIELD,"-69,414","-61,296","-69,403","-89,238","-40,353",,,
42190,SOUTH CAROLINA           ,FAIRFIELD,"-114,068","-140,215","-136,573","-141,439","-72,051",,,
42200,SOUTH CAROLINA           ,FLORENCE,-42,0,-845,-334,-406,,,
42210,SOUTH CAROLINA           ,GEORGETOWN,-626,-221,-496,-77,0,,,
42220,SOUTH CAROLINA           ,GREENVILLE,"-1,872,247","-2,106,460","-2,166,390","-2,279,440","-1,123,845",,,
42230,SOUTH CAROLINA           ,GREENWOOD,"-35,176","-38,730","-39,359","-31,316","-17,035",,,
42240,SOUTH CAROLINA           ,HAMPTON,-35,0,0,-35,0,,,
42250,SOUTH CAROLINA           ,HORRY,"-1,358","-1,029",-206,-648,0,,,
42260,SOUTH CAROLINA           ,JASPER,0,0,0,0,0,,,
42270,SOUTH CAROLINA           ,KERSHAW,"-333,151","-354,254","-375,036","-462,548","-219,706",,,
42280,SOUTH CAROLINA           ,LANCASTER,"-1,945","-1,583","-1,432",-935,"-1,161",,,
42290,SOUTH CAROLINA           ,LAURENS,"-284,706","-279,328","-319,570","-324,710","-140,735",,,
42300,SOUTH CAROLINA           ,LEE,0,-730,"-1,518","-1,616",-98,,,
42310,SOUTH CAROLINA           ,LEXINGTON,"-1,290,705","-1,278,448","-1,291,397","-1,408,403","-731,127",,,
42320,SOUTH CAROLINA           ,MCCORMICK,-510,"-1,379","-1,481","-1,574",-796,,,
42330,SOUTH CAROLINA           ,MARION,-252,0,0,0,0,,,
42340,SOUTH CAROLINA           ,MARLBORO,0,0,0,0,0,,,
42350,SOUTH CAROLINA           ,NEWBERRY,-395,"-1,087",-618,-774,-404,,,
42360,SOUTH CAROLINA           ,OCONEE,"-1,029","-1,646","-4,127","-2,360",-805,,,
42370,SOUTH CAROLINA           ,ORANGEBURG,-778,-879,"-2,298","-1,669","-1,301",,,
42380,SOUTH CAROLINA           ,PICKENS,"-552,376","-580,397","-606,650","-635,961","-306,908",,,
42390,SOUTH CAROLINA           ,RICHLAND,"-1,478,004","-1,481,171","-1,541,497","-1,657,159","-859,048",,,
42400,SOUTH CAROLINA           ,SALUDA,"-21,844","-20,650","-25,182","-19,404","-10,302",,,
42410,SOUTH CAROLINA           ,SPARTANBURG,"-57,694","-56,885","-64,129","-80,364","-38,809",,,
42420,SOUTH CAROLINA           ,SUMTER,-681,"-1,951","-2,294",-346,"-1,237",,,
42430,SOUTH CAROLINA           ,UNION,0,0,0,0,0,,,
42440,SOUTH CAROLINA           ,WILLIAMSBURG,0,-562,-319,-274,0,,,
42450,SOUTH CAROLINA           ,YORK,"-992,216","-948,625","-395,388","-392,907","-382,427",,,
43010,SOUTH DAKOTA             ,AURORA,-7,0,0,0,0,,,
43020,SOUTH DAKOTA             ,BEADLE,0,0,0,0,-4,,,
43030,SOUTH DAKOTA             ,BENNETT,0,0,0,0,0,,,
43040,SOUTH DAKOTA             ,BON HOMME,0,0,0,0,0,,,
43050,SOUTH DAKOTA             ,BROOKINGS,-693,-51,0,0,0,,,
43060,SOUTH DAKOTA             ,BROWN,-792,-420,-906,-420,-46,,,
43070,SOUTH DAKOTA             ,BRULE,0,0,0,0,0,,,
43080,SOUTH DAKOTA             ,BUFFALO,0,0,0,0,0,,,
43090,SOUTH DAKOTA             ,BUTTE,0,0,0,0,0,,,
43100,SOUTH DAKOTA             ,CAMPBELL,0,0,0,0,0,,,
43110,SOUTH DAKOTA             ,CHARLES MIX,0,0,0,0,0,,,
43120,SOUTH DAKOTA             ,CLARK,0,0,0,0,0,,,
43130,SOUTH DAKOTA             ,CLAY,0,0,0,-34,0,,,
43140,SOUTH DAKOTA             ,CODINGTON,0,0,0,0,0,,,
43150,SOUTH DAKOTA             ,CORSON,0,0,0,0,0,,,
43160,SOUTH DAKOTA             ,CUSTER,0,0,0,0,0,,,
43170,SOUTH DAKOTA             ,DAVISON,0,0,0,0,0,,,
43180,SOUTH DAKOTA             ,DAY,0,0,0,0,0,,,
43190,SOUTH DAKOTA             ,DEUEL,0,0,0,0,0,,,
43200,SOUTH DAKOTA             ,DEWEY,0,0,-39,0,0,,,
43210,SOUTH DAKOTA             ,DOUGLAS,0,0,0,0,0,,,
43220,SOUTH DAKOTA             ,EDMUNDS,0,0,0,0,0,,,
43230,SOUTH DAKOTA             ,FALL RIVER,0,0,0,0,0,,,
43240,SOUTH DAKOTA             ,FAULK,0,0,0,0,0,,,
43250,SOUTH DAKOTA             ,GRANT,0,0,0,0,0,,,
43260,SOUTH DAKOTA             ,GREGORY,0,-626,0,-313,-29,,,
43270,SOUTH DAKOTA             ,HAAKON,0,0,0,0,0,,,
43280,SOUTH DAKOTA             ,HAMLIN,0,0,0,0,0,,,
43290,SOUTH DAKOTA             ,HAND,-827,-783,-612,-137,0,,,
43300,SOUTH DAKOTA             ,HANSON,0,0,0,0,0,,,
43310,SOUTH DAKOTA             ,HARDING,0,0,0,0,0,,,
43320,SOUTH DAKOTA             ,HUGHES,0,0,0,0,0,,,
43330,SOUTH DAKOTA             ,HUTCHINSON,0,0,0,0,0,,,
43340,SOUTH DAKOTA             ,HYDE,0,0,0,0,0,,,
43350,SOUTH DAKOTA             ,JACKSON,0,0,0,0,0,,,
43360,SOUTH DAKOTA             ,JERAULD,0,0,0,0,0,,,
43370,SOUTH DAKOTA             ,JONES,0,0,0,0,0,,,
43380,SOUTH DAKOTA             ,KINGSBURY,0,0,0,0,0,,,
43390,SOUTH DAKOTA             ,LAKE,0,0,0,0,0,,,
43400,SOUTH DAKOTA             ,LAWRENCE,0,0,0,-306,-420,,,
43410,SOUTH DAKOTA             ,LINCOLN,0,0,0,0,0,,,
43420,SOUTH DAKOTA             ,LYMAN,0,-35,0,-58,0,,,
43430,SOUTH DAKOTA             ,MCCOOK,0,0,0,0,0,,,
43440,SOUTH DAKOTA             ,MCPHERSON,0,0,0,0,0,,,
43450,SOUTH DAKOTA             ,MARSHALL,0,0,0,0,0,,,
43460,SOUTH DAKOTA             ,MEADE,0,0,0,0,0,,,
43470,SOUTH DAKOTA             ,MELLETTE,0,0,0,0,0,,,
43480,SOUTH DAKOTA             ,MINER,0,0,0,0,0,,,
43490,SOUTH DAKOTA             ,MINNEHAHA,-304,-696,-215,-212,-23,,,
43500,SOUTH DAKOTA             ,MOODY,0,0,0,0,0,,,
43510,SOUTH DAKOTA             ,PENNINGTON,0,0,-4,0,0,,,
43520,SOUTH DAKOTA             ,PERKINS,0,0,0,0,0,,,
43530,SOUTH DAKOTA             ,POTTER,0,0,0,0,0,,,
43540,SOUTH DAKOTA             ,ROBERTS,0,0,0,0,0,,,
43550,SOUTH DAKOTA             ,SANBORN,0,0,0,0,0,,,
43560,SOUTH DAKOTA             ,SHANNON,0,0,0,0,0,,,
43570,SOUTH DAKOTA             ,SPINK,0,-35,-591,-843,0,,,
43580,SOUTH DAKOTA             ,STANLEY,0,0,0,0,0,,,
43590,SOUTH DAKOTA             ,SULLY,-162,0,0,0,0,,,
43600,SOUTH DAKOTA             ,TODD,0,0,0,0,0,,,
43610,SOUTH DAKOTA             ,TRIPP,0,0,0,0,0,,,
43620,SOUTH DAKOTA             ,TURNER,-575,-833,-764,-166,0,,,
43630,SOUTH DAKOTA             ,UNION,0,0,0,0,0,,,
43640,SOUTH DAKOTA             ,WALWORTH,0,0,0,0,0,,,
43670,SOUTH DAKOTA             ,YANKTON,0,0,0,0,0,,,
43680,SOUTH DAKOTA             ,ZIEBACH,0,0,0,0,0,,,
44000,TENNESSEE                ,ANDERSON,"-459,952","-435,065","-458,971","-503,491","-248,077",,,
44010,TENNESSEE                ,BEDFORD,-240,-464,-250,0,0,,,
44020,TENNESSEE                ,BENTON,0,0,0,0,0,,,
44030,TENNESSEE                ,BLEDSOE,-809,-291,-91,0,0,,,
44040,TENNESSEE                ,BLOUNT,"-546,193","-526,211","-589,254","-610,962","-294,395",,,
44050,TENNESSEE                ,BRADLEY,"-2,035","-1,745",-941,-569,-66,,,
44060,TENNESSEE                ,CAMPBELL,-158,"-1,157",-306,-190,-169,,,
44070,TENNESSEE                ,CANNON,"-6,823","-8,916","-7,031","-9,661","-6,688",,,
44080,TENNESSEE                ,CARROLL,0,0,0,0,0,,,
44090,TENNESSEE                ,CARTER,0,0,0,0,0,,,
44100,TENNESSEE                ,CHEATHAM,"-111,603","-105,232","-107,713","-108,163","-42,676",,,
44110,TENNESSEE                ,CHESTER,0,0,0,0,0,,,
44120,TENNESSEE                ,CLAIBORNE,-392,-126,-160,-66,-125,,,
44130,TENNESSEE                ,CLAY,-240,-527,-704,-727,-186,,,
44140,TENNESSEE                ,COCKE,0,-394,0,0,0,,,
44150,TENNESSEE                ,COFFEE,-68,0,0,0,0,,,
44160,TENNESSEE                ,CROCKETT,0,0,0,0,0,,,
44170,TENNESSEE                ,CUMBERLAND,-64,0,-10,-71,-142,,,
44180,TENNESSEE                ,DAVIDSON,"-1,544,637","-1,475,348","-1,366,402","-1,495,362","-704,997",,,
44190,TENNESSEE                ,DECATUR,-207,-364,-901,-73,0,,,
44200,TENNESSEE                ,DEKALB,0,0,0,0,0,,,
44210,TENNESSEE                ,DICKSON,"-207,552","-220,293","-218,669","-239,560","-113,005",,,
44220,TENNESSEE                ,DYER,0,-837,"-1,240","-1,677",-435,,,
44230,TENNESSEE                ,FAYETTE,"-145,470","-127,912","-137,338","-156,396","-76,121",,,
44240,TENNESSEE                ,FENTRESS,0,0,0,0,0,,,
44250,TENNESSEE                ,FRANKLIN,-441,-165,-220,-386,0,,,
44260,TENNESSEE                ,GIBSON,0,0,0,0,0,,,
44270,TENNESSEE                ,GILES,0,0,0,0,0,,,
44280,TENNESSEE                ,GRAINGER,"-1,114",-746,"-1,058",-609,-149,,,
44290,TENNESSEE                ,GREENE,"-1,891",-853,-575,-391,-203,,,
44300,TENNESSEE                ,GRUNDY,"-27,479","-27,045","-25,672","-23,799","-10,643",,,
44310,TENNESSEE                ,HAMBLEN,0,-491,0,-68,-441,,,
44320,TENNESSEE                ,HAMILTON,"-1,776,118","-1,708,811","-1,773,943","-1,827,565","-880,767",,,
44330,TENNESSEE                ,HANCOCK,0,0,0,0,0,,,
44340,TENNESSEE                ,HARDEMAN,-579,-349,0,0,0,,,
44350,TENNESSEE                ,HARDIN,0,0,0,0,0,,,
44360,TENNESSEE                ,HAWKINS,-396,-345,0,0,0,,,
44370,TENNESSEE                ,HAYWOOD,-422,0,0,-202,-451,,,
44380,TENNESSEE                ,HENDERSON,0,0,0,0,0,,,
44390,TENNESSEE                ,HENRY,0,-216,0,0,0,,,
44400,TENNESSEE                ,HICKMAN,"-104,995","-112,515","-104,658","-125,340","-61,184",,,
44410,TENNESSEE                ,HOUSTON,0,0,0,-44,0,,,
44420,TENNESSEE                ,HUMPHREYS,-380,-545,0,-165,-44,,,
44430,TENNESSEE                ,JACKSON,0,0,0,0,0,,,
44440,TENNESSEE                ,JEFFERSON,-639,-252,0,0,-62,,,
44450,TENNESSEE                ,JOHNSON,0,0,-469,-419,-396,,,
44460,TENNESSEE                ,KNOX,"-1,626,837","-1,597,956","-1,602,598","-1,645,080","-816,092",,,
44470,TENNESSEE                ,LAKE,0,0,0,0,0,,,
44480,TENNESSEE                ,LAUDERDALE,0,0,0,0,-155,,,
44490,TENNESSEE                ,LAWRENCE,0,0,0,0,0,,,
44500,TENNESSEE                ,LEWIS,-51,-57,0,0,0,,,
44510,TENNESSEE                ,LINCOLN,0,0,-911,-465,-179,,,
44520,TENNESSEE                ,LOUDON,"-266,227","-290,615","-305,993","-349,989","-171,805",,,
44530,TENNESSEE                ,MCMINN,-868,"-1,073",-70,0,0,,,
44540,TENNESSEE                ,MCNAIRY,0,0,0,-124,"-1,827",,,
44550,TENNESSEE                ,MACON,"-118,435","-108,010","-113,028","-124,485","-63,525",,,
44560,TENNESSEE                ,MADISON,"-1,007",-86,0,0,0,,,
44570,TENNESSEE                ,MARION,"-198,735","-207,617","-204,771","-220,652","-104,094",,,
44580,TENNESSEE                ,MARSHALL,-188,-213,-610,-97,-68,,,
44590,TENNESSEE                ,MAURY,-474,"-1,447","-2,164","-1,664","-1,386",,,
44600,TENNESSEE                ,MEIGS,0,-598,-519,0,0,,,
44610,TENNESSEE                ,MONROE,-502,-43,0,-53,0,,,
44620,TENNESSEE                ,MONTGOMERY,"-2,442","-5,142","-2,912","-1,529",-876,,,
44630,TENNESSEE                ,MOORE,0,0,0,0,0,,,
44640,TENNESSEE                ,MORGAN,0,0,0,-778,-73,,,
44650,TENNESSEE                ,OBION,0,-44,0,-43,0,,,
44660,TENNESSEE                ,OVERTON,-33,0,-131,0,0,,,
44670,TENNESSEE                ,PERRY,0,0,0,-412,0,,,
44680,TENNESSEE                ,PICKETT,0,0,0,0,0,,,
44690,TENNESSEE                ,POLK,-160,-14,-102,-319,0,,,
44700,TENNESSEE                ,PUTNAM,"-1,386",-906,"-3,612","-2,455","-1,369",,,
44710,TENNESSEE                ,RHEA,0,0,-278,-501,-65,,,
44720,TENNESSEE                ,ROANE,"-3,589","-3,587","-4,283","-4,338","-2,032",,,
44730,TENNESSEE                ,ROBERTSON,"-238,904","-230,538","-206,435","-239,599","-110,186",,,
44740,TENNESSEE                ,RUTHERFORD,"-586,069","-580,930","-578,049","-608,724","-286,415",,,
44750,TENNESSEE                ,SCOTT,0,0,0,0,0,,,
44760,TENNESSEE                ,SEQUATCHIE,"-86,844","-92,066","-111,063","-104,680","-51,060",,,
44770,TENNESSEE                ,SEVIER,-145,-599,-46,-29,0,,,
44780,TENNESSEE                ,SHELBY,"-2,868,813","-2,840,783","-2,924,379","-2,998,284","-1,371,989",,,
44790,TENNESSEE                ,SMITH,"-109,617","-93,842","-88,862","-105,413","-49,003",,,
44800,TENNESSEE                ,STEWART,-64,-83,0,0,0,,,
44810,TENNESSEE                ,SULLIVAN,0,0,0,0,0,,,
44820,TENNESSEE                ,SUMNER,"-470,486","-482,724","-473,969","-524,320","-271,040",,,
44830,TENNESSEE                ,TIPTON,"-291,820","-308,590","-329,159","-343,269","-159,954",,,
44840,TENNESSEE                ,TROUSDALE,"-38,976","-38,194","-35,296","-40,601","-22,441",,,
44850,TENNESSEE                ,UNICOI,-24,0,-459,-772,-50,,,
44860,TENNESSEE                ,UNION,"-60,046","-58,581","-62,721","-60,336","-32,735",,,
44870,TENNESSEE                ,VAN BUREN,0,0,0,0,0,,,
44880,TENNESSEE                ,WARREN,-471,"-1,222",-496,"-1,045",0,,,
44890,TENNESSEE                ,WASHINGTON,-55,-41,-131,-205,0,,,
44900,TENNESSEE                ,WAYNE,0,0,0,0,0,,,
44910,TENNESSEE                ,WEAKLEY,0,0,0,0,0,,,
44920,TENNESSEE                ,WHITE,-688,-739,-733,-80,0,,,
44930,TENNESSEE                ,WILLIAMSON,"-399,526","-401,257","-399,532","-464,895","-200,802",,,
44940,TENNESSEE                ,WILSON,"-357,126","-363,140","-382,551","-424,378","-208,805",,,
45000,TEXAS                    ,ANDERSON,"-2,550","-3,165",-864,-95,0,,,
45010,TEXAS                    ,ANDREWS,0,0,-146,0,0,,,
45020,TEXAS                    ,ANGELINA,-919,"-1,052",-17,-419,-7,,,
45030,TEXAS                    ,ARANSAS,0,0,0,0,0,,,
45040,TEXAS                    ,ARCHER,0,0,0,0,0,,,
45050,TEXAS                    ,ARMSTRONG,0,0,0,0,0,,,
45060,TEXAS                    ,ATASCOSA,"-166,354","-174,606","-212,045","-197,542","-77,655",,,
45070,TEXAS                    ,AUSTIN,"-169,006","-162,658","-160,110","-165,177","-74,278",,,
45080,TEXAS                    ,BAILEY,0,0,0,-147,0,,,
45090,TEXAS                    ,BANDERA,"-111,506","-113,420","-114,418","-116,188","-51,272",,,
45100,TEXAS                    ,BASTROP,"-350,419","-372,842","-394,076","-382,552","-166,001",,,
45110,TEXAS                    ,BAYLOR,"-3,527","-2,856",-511,0,0,,,
45113,TEXAS                    ,BEE,-171,-966,"-1,061",-789,0,,,
45120,TEXAS                    ,BELL,"-1,217",-725,-836,"-1,006",-367,,,
45130,TEXAS                    ,BEXAR,"-5,180,409","-5,005,036","-5,137,919","-5,159,219","-2,270,371",,,
45140,TEXAS                    ,BLANCO,-338,"-1,512",-607,-463,-137,,,
45150,TEXAS                    ,BORDEN,0,0,0,0,0,,,
45160,TEXAS                    ,BOSQUE,-130,-619,-513,-643,-595,,,
45170,TEXAS                    ,BOWIE,0,-214,-100,"-1,942","-1,007",,,
45180,TEXAS                    ,BRAZORIA,"-894,192","-953,316","-1,010,745","-1,072,988","-472,680",,,
45190,TEXAS                    ,BRAZOS,-682,"-1,045",-576,-646,-280,,,
45200,TEXAS                    ,BREWSTER,-834,-168,-52,-414,-31,,,
45201,TEXAS                    ,BRISCOE,0,0,0,0,0,,,
45210,TEXAS                    ,BROOKS,0,0,0,0,0,,,
45220,TEXAS                    ,BROWN,0,0,-224,-9,0,,,
45221,TEXAS                    ,BURLESON,-29,0,0,0,-38,,,
45222,TEXAS                    ,BURNET,"-29,995","-35,976","-38,363","-42,952","-20,325",,,
45223,TEXAS                    ,CALDWELL,"-195,435","-202,724","-175,156","-166,535","-82,791",,,
45224,TEXAS                    ,CALHOUN,0,0,0,0,0,,,
45230,TEXAS                    ,CALLAHAN,0,0,0,0,0,,,
45240,TEXAS                    ,CAMERON,"-6,319","-12,016","-22,174","-26,322","-16,257",,,
45250,TEXAS                    ,CAMP,0,0,0,0,0,,,
45251,TEXAS                    ,CARSON,0,0,0,0,0,,,
45260,TEXAS                    ,CASS,-22,0,0,0,0,,,
45270,TEXAS                    ,CASTRO,-937,-449,-350,-335,-264,,,
45280,TEXAS                    ,CHAMBERS,"-77,998","-70,428","-62,121","-68,216","-30,286",,,
45281,TEXAS                    ,CHEROKEE,-184,-487,-12,0,0,,,
45290,TEXAS                    ,CHILDRESS,-81,-382,-290,0,0,,,
45291,TEXAS                    ,CLAY,-736,-548,0,-156,-390,,,
45292,TEXAS                    ,COCHRAN,0,0,0,0,0,,,
45300,TEXAS                    ,COKE,0,0,0,0,0,,,
45301,TEXAS                    ,COLEMAN,0,0,0,0,0,,,
45310,TEXAS                    ,COLLIN,"-1,757,243","-1,805,382","-798,066","-764,246","-683,307",,,
45311,TEXAS                    ,COLLINGSWORTH,0,0,-919,0,0,,,
45312,TEXAS                    ,COLORADO,0,0,0,0,-16,,,
45320,TEXAS                    ,COMAL,"-539,578","-569,575","-576,148","-619,844","-292,483",,,
45321,TEXAS                    ,COMANCHE,0,0,0,0,0,,,
45330,TEXAS                    ,CONCHO,"-1,317",-727,-916,-907,-451,,,
45340,TEXAS                    ,COOKE,0,-64,-21,-1,-18,,,
45341,TEXAS                    ,CORYELL,-443,0,-263,-25,0,,,
45350,TEXAS                    ,COTTLE,-380,0,0,-51,0,,,
45360,TEXAS                    ,CRANE,0,0,0,0,-4,,,
45361,TEXAS                    ,CROCKETT,0,0,0,0,0,,,
45362,TEXAS                    ,CROSBY,0,0,0,0,0,,,
45370,TEXAS                    ,CULBERSON,0,0,-44,-67,-250,,,
45380,TEXAS                    ,DALLAM,0,-40,0,0,0,,,
45390,TEXAS                    ,DALLAS,"-7,837,171","-7,426,008","-3,242,036","-2,992,111","-2,543,449",,,
45391,TEXAS                    ,DAWSON,0,-376,0,0,0,,,
45392,TEXAS                    ,DEAF SMITH,-787,-254,0,0,0,,,
45400,TEXAS                    ,DELTA,-500,-835,-223,-7,-32,,,
45410,TEXAS                    ,DENTON,"-1,254,276","-1,224,614","-535,092","-506,603","-465,695",,,
45420,TEXAS                    ,DEWITT,0,0,"-1,311",-95,-89,,,
45421,TEXAS                    ,DICKENS,0,-12,0,0,-71,,,
45430,TEXAS                    ,DIMMIT,0,0,-103,-527,-743,,,
45431,TEXAS                    ,DONLEY,0,0,0,0,-41,,,
45440,TEXAS                    ,DUVAL,-49,0,0,0,0,,,
45450,TEXAS                    ,EASTLAND,-286,-613,-319,"-2,485",-652,,,
45451,TEXAS                    ,ECTOR,-702,-844,-893,-263,0,,,
45460,TEXAS                    ,EDWARDS,-91,-119,-379,0,0,,,
45470,TEXAS                    ,ELLIS,"-655,928","-636,379","-279,889","-266,338","-217,867",,,
45480,TEXAS                    ,EL PASO,"-3,413,469","-3,378,019","-3,093,546","-2,990,328","-1,258,760",,,
45490,TEXAS                    ,ERATH,"-2,019",-813,-2,-371,-932,,,
45500,TEXAS                    ,FALLS,0,-449,0,-44,0,,,
45510,TEXAS                    ,FANNIN,0,0,0,-43,-4,,,
45511,TEXAS                    ,FAYETTE,"-1,871",-942,"-1,291",-620,-334,,,
45520,TEXAS                    ,FISHER,0,0,0,0,0,,,
45521,TEXAS                    ,FLOYD,0,0,0,0,0,,,
45522,TEXAS                    ,FOARD,0,0,0,0,0,,,
45530,TEXAS                    ,FORT BEND,"-954,428","-907,157","-935,956","-984,436","-445,286",,,
45531,TEXAS                    ,FRANKLIN,"-1,107",-52,0,0,0,,,
45540,TEXAS                    ,FREESTONE,-548,-772,-192,-954,-450,,,
45541,TEXAS                    ,FRIO,0,-44,0,-672,"-1,052",,,
45542,TEXAS                    ,GAINES,0,0,0,0,0,,,
45550,TEXAS                    ,GALVESTON,"-1,023,774","-1,044,723","-1,057,919","-1,155,781","-522,945",,,
45551,TEXAS                    ,GARZA,0,0,0,0,0,,,
45552,TEXAS                    ,GILLESPIE,-224,-84,-5,0,0,,,
45560,TEXAS                    ,GLASSCOCK,0,0,0,-44,0,,,
45561,TEXAS                    ,GOLIAD,0,0,0,0,0,,,
45562,TEXAS                    ,GONZALES,"-8,383","-7,443","-10,238","-9,619","-2,913",,,
45563,TEXAS                    ,GRAY,-145,0,0,-207,0,,,
45564,TEXAS                    ,GRAYSON,"-3,841",-845,-322,-989,-754,,,
45570,TEXAS                    ,GREGG,"-1,030","-1,601",0,-28,0,,,
45580,TEXAS                    ,GRIMES,"-10,913","-15,841","-16,117","-17,301","-7,409",,,
45581,TEXAS                    ,GUADALUPE,"-469,282","-473,988","-491,140","-566,807","-234,856",,,
45582,TEXAS                    ,HALE,0,-652,-39,0,0,,,
45583,TEXAS                    ,HALL,0,0,0,0,0,,,
45590,TEXAS                    ,HAMILTON,0,0,0,0,0,,,
45591,TEXAS                    ,HANSFORD,0,0,0,0,0,,,
45592,TEXAS                    ,HARDEMAN,0,0,-482,-551,-333,,,
45600,TEXAS                    ,HARDIN,"-253,597","-240,524","-238,069","-230,614","-95,870",,,
45610,TEXAS                    ,HARRIS,"-9,424,773","-8,942,264","-9,050,578","-9,142,657","-4,055,225",,,
45620,TEXAS                    ,HARRISON,0,-46,0,0,0,,,
45621,TEXAS                    ,HARTLEY,0,0,0,0,0,,,
45630,TEXAS                    ,HASKELL,0,0,-42,0,0,,,
45631,TEXAS                    ,HAYS,"-500,413","-522,956","-546,181","-542,651","-240,113",,,
45632,TEXAS                    ,HEMPHILL,0,0,0,0,0,,,
45640,TEXAS                    ,HENDERSON,-319,-615,-102,-42,-98,,,
45650,TEXAS                    ,HIDALGO,"-3,370,388","-2,926,340","-2,972,172","-2,825,114","-1,189,990",,,
45651,TEXAS                    ,HILL,-192,-110,-1,0,-17,,,
45652,TEXAS                    ,HOCKLEY,0,0,-209,-97,0,,,
45653,TEXAS                    ,HOOD,"-1,161",-370,-245,0,0,,,
45654,TEXAS                    ,HOPKINS,-145,-268,0,0,0,,,
45660,TEXAS                    ,HOUSTON,-36,0,0,0,0,,,
45661,TEXAS                    ,HOWARD,0,0,0,0,0,,,
45662,TEXAS                    ,HUDSPETH,-192,-193,-140,-384,-403,,,
45670,TEXAS                    ,HUNT,"-523,847","-522,911","-203,938","-174,388","-169,666",,,
45671,TEXAS                    ,HUTCHINSON,0,0,0,0,0,,,
45672,TEXAS                    ,IRION,0,0,0,0,0,,,
45680,TEXAS                    ,JACK,"-1,087","-1,461",-121,-122,-44,,,
45681,TEXAS                    ,JACKSON,0,0,0,0,0,,,
45690,TEXAS                    ,JASPER,0,-293,-296,-99,0,,,
45691,TEXAS                    ,JEFF DAVIS,0,0,0,0,0,,,
45700,TEXAS                    ,JEFFERSON,"-1,175,864","-1,105,800","-1,070,238","-1,030,300","-424,649",,,
45710,TEXAS                    ,JIM HOGG,0,0,0,-36,-186,,,
45711,TEXAS                    ,JIM WELLS,-118,-243,-251,-10,-144,,,
45720,TEXAS                    ,JOHNSON,"-643,667","-655,078","-252,171","-219,441","-211,078",,,
45721,TEXAS                    ,JONES,0,0,0,0,0,,,
45722,TEXAS                    ,KARNES,"-5,808","-6,406","-12,011","-10,840","-4,939",,,
45730,TEXAS                    ,KAUFMAN,"-526,590","-491,417","-207,287","-174,677","-161,878",,,
45731,TEXAS                    ,KENDALL,"-178,905","-188,473","-182,019","-209,172","-86,900",,,
45732,TEXAS                    ,KENEDY,0,0,0,0,0,,,
45733,TEXAS                    ,KENT,0,0,0,0,0,,,
45734,TEXAS                    ,KERR,"-1,635","-5,994","-8,854","-8,688","-4,183",,,
45740,TEXAS                    ,KIMBLE,-91,0,0,0,0,,,
45741,TEXAS                    ,KING,0,0,0,0,0,,,
45742,TEXAS                    ,KINNEY,0,0,0,0,0,,,
45743,TEXAS                    ,KLEBERG,0,0,0,0,0,,,
45744,TEXAS                    ,KNOX,0,0,0,0,0,,,
45750,TEXAS                    ,LAMAR,-857,-77,-74,-637,-726,,,
45751,TEXAS                    ,LAMB,0,0,0,0,0,,,
45752,TEXAS                    ,LAMPASAS,0,-46,0,-692,0,,,
45753,TEXAS                    ,LA SALLE,0,0,0,0,0,,,
45754,TEXAS                    ,LAVACA,0,0,0,0,0,,,
45755,TEXAS                    ,LEE,-232,-528,0,0,0,,,
45756,TEXAS                    ,LEON,0,0,0,0,-46,,,
45757,TEXAS                    ,LIBERTY,"-415,821","-404,239","-382,588","-385,906","-163,399",,,
45758,TEXAS                    ,LIMESTONE,0,-581,"-1,382",-869,0,,,
45759,TEXAS                    ,LIPSCOMB,0,0,0,0,0,,,
45760,TEXAS                    ,LIVE OAK,-30,"-1,459",-74,0,0,,,
45761,TEXAS                    ,LLANO,"-3,194","-2,742","-3,952","-3,557","-2,823",,,
45762,TEXAS                    ,LOVING,0,0,0,0,0,,,
45770,TEXAS                    ,LUBBOCK,-136,0,-160,0,0,,,
45771,TEXAS                    ,LYNN,0,0,0,0,0,,,
45772,TEXAS                    ,MCCULLOCH,0,0,0,0,0,,,
45780,TEXAS                    ,MCLENNAN,"-1,235","-1,286",-234,-182,-231,,,
45781,TEXAS                    ,MCMULLEN,-353,0,-865,-839,-392,,,
45782,TEXAS                    ,MADISON,0,0,-28,0,0,,,
45783,TEXAS                    ,MARION,0,0,0,0,0,,,
45784,TEXAS                    ,MARTIN,0,0,0,0,0,,,
45785,TEXAS                    ,MASON,-240,0,0,0,0,,,
45790,TEXAS                    ,MATAGORDA,-145,-373,-46,-639,-158,,,
45791,TEXAS                    ,MAVERICK,-51,0,0,0,0,,,
45792,TEXAS                    ,MEDINA,"-188,420","-174,950","-177,134","-179,356","-83,181",,,
45793,TEXAS                    ,MENARD,0,0,0,0,0,,,
45794,TEXAS                    ,MIDLAND,-828,0,0,-492,-75,,,
45795,TEXAS                    ,MILAM,0,0,0,-408,0,,,
45796,TEXAS                    ,MILLS,0,0,0,0,0,,,
