DISABLED -- REPRICING ADJUSTMENTS TO THE 2009-2013 INPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART A REIMBURSEMENT,,,,,,,,,,,,,,,
,,,2009,2010,2011,2012,2013,,,,,,,,,,,
44820,TENNESSEE                ,SUMNER,"-345,874","-365,304","-211,743","-89,190","-39,747",,,,,,,,,,,
44830,TENNESSEE                ,TIPTON,"-93,891","-98,895","-79,429","-55,641","-16,163",,,,,,,,,,,
44840,TENNESSEE                ,TROUSDALE,"-32,696","-28,408","-16,440","-6,299","-3,543",,,,,,,,,,,
44850,TENNESSEE                ,UNICOI,"-77,989","-82,563","-94,083","-43,502","-24,943",,,,,,,,,,,
44860,TENNESSEE                ,UNION,"-52,576","-48,435","-50,040","-39,687","-13,928",,,,,,,,,,,
44870,TENNESSEE                ,VAN BUREN,"-28,282","-21,066","-23,419","-9,098","-2,993",,,,,,,,,,,
44880,TENNESSEE                ,WARREN,"-348,653","-323,000","-262,818","-196,110","-105,602",,,,,,,,,,,
44890,TENNESSEE                ,WASHINGTON,"-480,905","-417,932","-438,027","-276,843","-112,411",,,,,,,,,,,
44900,TENNESSEE                ,WAYNE,"-36,285","-54,047","-36,531","-19,273","8,671",,,,,,,,,,,
44910,TENNESSEE                ,WEAKLEY,"-134,857","-122,142","-74,480","-21,043","-1,724",,,,,,,,,,,
44920,TENNESSEE                ,WHITE,"-100,610","-111,916","-81,243","-32,791","-16,088",,,,,,,,,,,
44930,TENNESSEE                ,WILLIAMSON,"-118,901","-116,938","-70,089","-19,156","-13,836",,,,,,,,,,,
44940,TENNESSEE                ,WILSON,"-247,665","-259,168","-171,954","-69,600","-30,188",,,,,,,,,,,
45000,TEXAS                    ,ANDERSON,"-53,509","-10,401","3,133","-21,903","-29,893",,,,,,,,,,,
45010,TEXAS                    ,ANDREWS,"5,376","-4,686","1,806","-6,154","-5,006",,,,,,,,,,,
45020,TEXAS                    ,ANGELINA,"-234,025","-155,077","-237,956","-306,883","-221,158",,,,,,,,,,,
45030,TEXAS                    ,ARANSAS,"17,508","6,695","12,112","7,280","10,626",,,,,,,,,,,
45040,TEXAS                    ,ARCHER,"5,147","-3,435","-21,807","-19,211","-3,314",,,,,,,,,,,
45050,TEXAS                    ,ARMSTRONG,"-1,615","-2,162","-4,397",-941,-806,,,,,,,,,,,
45060,TEXAS                    ,ATASCOSA,"-10,395","-14,894","-27,666","-12,481","-10,479",,,,,,,,,,,
45070,TEXAS                    ,AUSTIN,"-16,024","-21,569","-29,464","-25,911","-19,975",,,,,,,,,,,
45080,TEXAS                    ,BAILEY,"1,012",8,-356,-687,"-1,003",,,,,,,,,,,
45090,TEXAS                    ,BANDERA,"-7,946","-10,576","-17,155","-14,001","-10,407",,,,,,,,,,,
45100,TEXAS                    ,BASTROP,"-29,259","-34,273","-27,217","-50,081","-49,997",,,,,,,,,,,
45110,TEXAS                    ,BAYLOR,"1,513","-3,795","-10,241","-17,133","-2,263",,,,,,,,,,,
45113,TEXAS                    ,BEE,"8,068","-3,470","-1,740","-2,973","11,481",,,,,,,,,,,
45120,TEXAS                    ,BELL,"323,307","428,713","202,555","-268,681","55,460",,,,,,,,,,,
45130,TEXAS                    ,BEXAR,"-532,633","-714,033","-1,189,859","-1,025,115","-514,687",,,,,,,,,,,
45140,TEXAS                    ,BLANCO,"-1,832","-3,127","-2,772","-3,824","-5,330",,,,,,,,,,,
45150,TEXAS                    ,BORDEN,423,-297,-5,0,0,,,,,,,,,,,
45160,TEXAS                    ,BOSQUE,"-5,974","13,042","12,098","6,533",667,,,,,,,,,,,
45170,TEXAS                    ,BOWIE,"-126,613","-92,627","-65,218","-114,646","-91,576",,,,,,,,,,,
45180,TEXAS                    ,BRAZORIA,"-179,104","-195,555","-207,977","-242,308","-201,557",,,,,,,,,,,
45190,TEXAS                    ,BRAZOS,"-67,354","-69,941","-93,538","-141,718","-102,004",,,,,,,,,,,
45200,TEXAS                    ,BREWSTER,"1,506","-2,756","2,500","-2,825",-818,,,,,,,,,,,
45201,TEXAS                    ,BRISCOE,-145,-193,-362,"-1,171",-218,,,,,,,,,,,
45210,TEXAS                    ,BROOKS,-577,"-1,832","1,641","-3,071",-568,,,,,,,,,,,
45220,TEXAS                    ,BROWN,"-28,371","-1,692","-16,169","-39,249","-33,947",,,,,,,,,,,
45221,TEXAS                    ,BURLESON,"-13,797","-8,082","-13,320","-20,477","-15,987",,,,,,,,,,,
45222,TEXAS                    ,BURNET,"-9,008","-6,117","-16,281","-21,706","-20,991",,,,,,,,,,,
45223,TEXAS                    ,CALDWELL,"-16,250","-14,967","-14,012","-21,843","-24,509",,,,,,,,,,,
45224,TEXAS                    ,CALHOUN,"-3,613","-6,808","-4,270","-16,203","-25,513",,,,,,,,,,,
45230,TEXAS                    ,CALLAHAN,"-19,136","-13,339","-20,208","-24,695","-24,530",,,,,,,,,,,
45240,TEXAS                    ,CAMERON,"-1,250,942","-1,483,986","-1,577,310","-1,217,342","-714,028",,,,,,,,,,,
45250,TEXAS                    ,CAMP,"-33,897","-9,225","-11,156","-11,725","-8,254",,,,,,,,,,,
45251,TEXAS                    ,CARSON,"-5,445","-6,774","-7,831","-3,619",-884,,,,,,,,,,,
45260,TEXAS                    ,CASS,"-57,777","-31,740","-43,506","-51,553","-49,112",,,,,,,,,,,
45270,TEXAS                    ,CASTRO,"-6,638","-2,224","-5,571","-2,989","-4,041",,,,,,,,,,,
45280,TEXAS                    ,CHAMBERS,"12,932","9,168","2,797","17,215","7,406",,,,,,,,,,,
45281,TEXAS                    ,CHEROKEE,"-56,942","-4,754","4,637","-16,496","-32,963",,,,,,,,,,,
45290,TEXAS                    ,CHILDRESS,"-11,715","-6,098","-8,864","-10,362","-4,263",,,,,,,,,,,
45291,TEXAS                    ,CLAY,"1,695","-5,519","-14,926","-32,356","-6,380",,,,,,,,,,,
45292,TEXAS                    ,COCHRAN,"1,761",-386,"-1,294",-86,"-1,782",,,,,,,,,,,
45300,TEXAS                    ,COKE,"3,644","5,610","1,217","1,895","1,408",,,,,,,,,,,
45301,TEXAS                    ,COLEMAN,"-3,130",871,"-10,381","-11,795","-11,373",,,,,,,,,,,
45310,TEXAS                    ,COLLIN,"-250,946","-183,862","-182,524","-178,145","-149,213",,,,,,,,,,,
45311,TEXAS                    ,COLLINGSWORTH,"-13,637","-3,241","-6,152","-5,513","-2,207",,,,,,,,,,,
45312,TEXAS                    ,COLORADO,"-15,001","-42,399","-48,369","-39,069","-11,556",,,,,,,,,,,
45320,TEXAS                    ,COMAL,"-30,308","-39,230","-72,359","-57,170","-30,797",,,,,,,,,,,
45321,TEXAS                    ,COMANCHE,"-12,082","-3,407","-10,619","-7,896","-5,246",,,,,,,,,,,
45330,TEXAS                    ,CONCHO,"2,185","3,574",163,579,"1,569",,,,,,,,,,,
45340,TEXAS                    ,COOKE,"-31,579","-18,048","-21,176","-21,211","-14,194",,,,,,,,,,,
45341,TEXAS                    ,CORYELL,"50,308","50,520","26,314","-42,893","12,332",,,,,,,,,,,
45350,TEXAS                    ,COTTLE,"-2,115",-417,"-1,204","-3,203","-4,623",,,,,,,,,,,
45360,TEXAS                    ,CRANE,"3,486","-1,512",820,-542,-208,,,,,,,,,,,
45361,TEXAS                    ,CROCKETT,"2,932","2,017","3,313",652,"1,829",,,,,,,,,,,
45362,TEXAS                    ,CROSBY,"3,322","1,344",11,535,"-2,193",,,,,,,,,,,
45370,TEXAS                    ,CULBERSON,"-2,132","-1,810","-5,311","-6,328","-3,055",,,,,,,,,,,
45380,TEXAS                    ,DALLAM,"-10,618","-9,534","-11,608","-10,270","-6,190",,,,,,,,,,,
45390,TEXAS                    ,DALLAS,"-1,995,898","-1,505,694","-1,457,226","-1,378,439","-1,200,857",,,,,,,,,,,
45391,TEXAS                    ,DAWSON,"4,918","1,319",-584,"-1,764","-13,580",,,,,,,,,,,
45392,TEXAS                    ,DEAF SMITH,"-26,120","-20,619","-13,046","-26,158","-6,450",,,,,,,,,,,
45400,TEXAS                    ,DELTA,"-4,602","5,028","-3,997","-3,224","-2,551",,,,,,,,,,,
45410,TEXAS                    ,DENTON,"-280,349","-200,269","-206,198","-173,337","-145,869",,,,,,,,,,,
45420,TEXAS                    ,DEWITT,-435,"-5,667","-6,877","-25,996","-21,528",,,,,,,,,,,
45421,TEXAS                    ,DICKENS,-4,222,-34,98,-463,,,,,,,,,,,
45430,TEXAS                    ,DIMMIT,"-8,980","-2,396","-6,356","-7,886","-5,728",,,,,,,,,,,
45431,TEXAS                    ,DONLEY,"-8,561","-7,826","-7,210","-2,453","-2,382",,,,,,,,,,,
45440,TEXAS                    ,DUVAL,"5,968","2,379","4,869","3,605","7,196",,,,,,,,,,,
45450,TEXAS                    ,EASTLAND,"-12,558","-27,069","-20,549","-32,689","-29,663",,,,,,,,,,,
45451,TEXAS                    ,ECTOR,"58,689","-26,449","80,393","-43,719","-25,262",,,,,,,,,,,
45460,TEXAS                    ,EDWARDS,498,819,-673,-708,-791,,,,,,,,,,,
45470,TEXAS                    ,ELLIS,"-121,929","-85,837","-97,053","-85,021","-74,715",,,,,,,,,,,
45480,TEXAS                    ,EL PASO,"-1,004,135","-730,215","-697,445","-672,263","-475,721",,,,,,,,,,,
45490,TEXAS                    ,ERATH,"-5,276",240,"-4,878","-7,771","-13,286",,,,,,,,,,,
45500,TEXAS                    ,FALLS,"21,096","11,295","10,012","-15,020","3,289",,,,,,,,,,,
45510,TEXAS                    ,FANNIN,"-30,067","-15,569","-19,192","-16,372","-17,298",,,,,,,,,,,
45511,TEXAS                    ,FAYETTE,"-7,781","-13,020","-10,600","-20,108","-17,171",,,,,,,,,,,
45520,TEXAS                    ,FISHER,"-9,381",-619,"-4,898","-6,416","-7,523",,,,,,,,,,,
45521,TEXAS                    ,FLOYD,"1,360",643,41,-674,-503,,,,,,,,,,,
45522,TEXAS                    ,FOARD,"1,389",-44,"-2,244","-2,982",-890,,,,,,,,,,,
45530,TEXAS                    ,FORT BEND,"-146,057","-165,015","-151,737","-179,139","-164,338",,,,,,,,,,,
45531,TEXAS                    ,FRANKLIN,"-22,807","-2,543","-6,259","-4,537","-5,367",,,,,,,,,,,
45540,TEXAS                    ,FREESTONE,"-16,845","3,226","2,363","-12,124","-2,117",,,,,,,,,,,
45541,TEXAS                    ,FRIO,"-10,872","-4,692","-11,202","-9,923","-4,657",,,,,,,,,,,
45542,TEXAS                    ,GAINES,-13,719,33,-676,"-1,861",,,,,,,,,,,
45550,TEXAS                    ,GALVESTON,"-265,080","-347,085","-362,051","-478,235","-346,265",,,,,,,,,,,
45551,TEXAS                    ,GARZA,"1,698",989,-550,"-2,380","-2,612",,,,,,,,,,,
45552,TEXAS                    ,GILLESPIE,"-3,176","-6,864","-7,222","-4,133","-9,012",,,,,,,,,,,
45560,TEXAS                    ,GLASSCOCK,0,0,0,0,0,,,,,,,,,,,
45561,TEXAS                    ,GOLIAD,274,"-3,284","-2,239","-6,309","-8,569",,,,,,,,,,,
45562,TEXAS                    ,GONZALES,"-13,586","-9,153","-15,811","-12,704","-8,934",,,,,,,,,,,
45563,TEXAS                    ,GRAY,"-43,895","-22,205","-34,424","-24,055","-14,818",,,,,,,,,,,
45564,TEXAS                    ,GRAYSON,"-147,683","-75,176","-69,451","-69,521","-54,553",,,,,,,,,,,
45570,TEXAS                    ,GREGG,"-268,107","-113,094","-270,065","-339,610","-285,133",,,,,,,,,,,
45580,TEXAS                    ,GRIMES,"-21,675","-21,322","-24,900","-32,124","-23,257",,,,,,,,,,,
45581,TEXAS                    ,GUADALUPE,"-29,960","-45,289","-72,424","-40,131","-26,952",,,,,,,,,,,
45582,TEXAS                    ,HALE,"4,364","-1,195","-6,555","-1,908","-5,484",,,,,,,,,,,
45583,TEXAS                    ,HALL,"-3,405","-7,482","-2,815","-3,168",-86,,,,,,,,,,,
45590,TEXAS                    ,HAMILTON,"5,681","7,644","5,831","-5,328","-1,891",,,,,,,,,,,
45591,TEXAS                    ,HANSFORD,"-6,046","-1,736","-1,847","-4,987","-2,575",,,,,,,,,,,
45592,TEXAS                    ,HARDEMAN,"4,225","-2,385","-7,235","-4,566","-2,036",,,,,,,,,,,
45600,TEXAS                    ,HARDIN,"164,484","187,092","157,848","135,017","136,929",,,,,,,,,,,
45610,TEXAS                    ,HARRIS,"-1,988,119","-2,222,143","-2,314,018","-2,981,527","-2,290,168",,,,,,,,,,,
45620,TEXAS                    ,HARRISON,"-90,478","-61,754","-145,711","-153,895","-105,474",,,,,,,,,,,
45621,TEXAS                    ,HARTLEY,0,0,-539,-189,-274,,,,,,,,,,,
45630,TEXAS                    ,HASKELL,"-8,211","-11,769","-9,770","-14,448","-12,212",,,,,,,,,,,
45631,TEXAS                    ,HAYS,"-34,434","-57,928","-40,936","-58,816","-58,075",,,,,,,,,,,
45632,TEXAS                    ,HEMPHILL,"-6,809","-3,394","-1,098",-391,"-1,288",,,,,,,,,,,
45640,TEXAS                    ,HENDERSON,"-200,606","-94,058","-64,191","-104,577","-107,573",,,,,,,,,,,
45650,TEXAS                    ,HIDALGO,"-1,834,550","-1,656,670","-1,537,056","-1,526,782","-944,332",,,,,,,,,,,
45651,TEXAS                    ,HILL,"49,175","67,984","40,821","37,740","40,510",,,,,,,,,,,
45652,TEXAS                    ,HOCKLEY,"21,130","5,928","1,620","-2,131","-4,416",,,,,,,,,,,
45653,TEXAS                    ,HOOD,"6,798","26,476","42,095","33,042","21,695",,,,,,,,,,,
45654,TEXAS                    ,HOPKINS,"-37,519","-13,192","-16,437","-30,131","-24,871",,,,,,,,,,,
45660,TEXAS                    ,HOUSTON,"-24,694","-11,579","-18,823","-15,962","-12,211",,,,,,,,,,,
45661,TEXAS                    ,HOWARD,"-9,418","-7,332","-6,549","-35,141","-63,841",,,,,,,,,,,
45662,TEXAS                    ,HUDSPETH,"-6,137","-3,737",-437,"-4,916","-2,346",,,,,,,,,,,
45670,TEXAS                    ,HUNT,"-105,206","-94,792","-95,834","-78,612","-71,155",,,,,,,,,,,
45671,TEXAS                    ,HUTCHINSON,"-43,542","-30,670","-31,469","-29,309","-11,906",,,,,,,,,,,
45672,TEXAS                    ,IRION,"1,747",871,"1,538","-2,357",67,,,,,,,,,,,
45680,TEXAS                    ,JACK,"-6,076","-5,195","-12,586","-7,796","-2,078",,,,,,,,,,,
45681,TEXAS                    ,JACKSON,"-1,495","-1,644",144,"-13,681","-16,250",,,,,,,,,,,
45690,TEXAS                    ,JASPER,"76,154","138,413","83,076","69,265","80,376",,,,,,,,,,,
45691,TEXAS                    ,JEFF DAVIS,-149,"1,081",-31,-143,"-2,608",,,,,,,,,,,
45700,TEXAS                    ,JEFFERSON,"712,972","867,328","742,427","685,216","655,639",,,,,,,,,,,
45710,TEXAS                    ,JIM HOGG,"-4,242","-1,314","2,814","1,095","6,496",,,,,,,,,,,
45711,TEXAS                    ,JIM WELLS,"21,597","9,002","12,098","1,882","13,837",,,,,,,,,,,
45720,TEXAS                    ,JOHNSON,"-115,279","-46,383","-32,648","-43,221","-35,622",,,,,,,,,,,
45721,TEXAS                    ,JONES,"-33,374","-22,183","-34,817","-31,686","-33,038",,,,,,,,,,,
45722,TEXAS                    ,KARNES,"-1,266","-11,860","-7,258","-14,019","-8,272",,,,,,,,,,,
45730,TEXAS                    ,KAUFMAN,"-174,662","-116,464","-101,934","-97,383","-100,890",,,,,,,,,,,
45731,TEXAS                    ,KENDALL,"-4,572","-8,722","-16,164","-12,661","-8,285",,,,,,,,,,,
45732,TEXAS                    ,KENEDY,0,0,87,0,0,,,,,,,,,,,
45733,TEXAS                    ,KENT,-268,50,-13,"-1,692",-527,,,,,,,,,,,
45734,TEXAS                    ,KERR,"-7,988","-10,905","-17,804","-9,821","-102,460",,,,,,,,,,,
45740,TEXAS                    ,KIMBLE,753,"-1,464",825,214,"-2,419",,,,,,,,,,,
45741,TEXAS                    ,KING,15,26,-4,0,0,,,,,,,,,,,
45742,TEXAS                    ,KINNEY,"-1,014","-1,910","-1,505","-1,018",-141,,,,,,,,,,,
45743,TEXAS                    ,KLEBERG,"6,807","1,944","4,181","3,497","16,089",,,,,,,,,,,
45744,TEXAS                    ,KNOX,"-1,885","-3,136","-4,220","-3,361","-2,388",,,,,,,,,,,
45750,TEXAS                    ,LAMAR,"2,820","171,129","-29,180","-24,676","-19,831",,,,,,,,,,,
45751,TEXAS                    ,LAMB,"6,665","-1,184",-285,-54,"-2,673",,,,,,,,,,,
45752,TEXAS                    ,LAMPASAS,"29,731","31,678","38,161","-31,213","1,428",,,,,,,,,,,
45753,TEXAS                    ,LA SALLE,"-12,343",-899,"-2,596","-3,820","1,919",,,,,,,,,,,
45754,TEXAS                    ,LAVACA,"-1,121","-8,807","-4,632","-18,451","-25,279",,,,,,,,,,,
45755,TEXAS                    ,LEE,"-9,025","-4,845","-6,896","-8,211","-6,519",,,,,,,,,,,
45756,TEXAS                    ,LEON,"-15,192","-16,517","-5,224","-22,770","-16,497",,,,,,,,,,,
45757,TEXAS                    ,LIBERTY,"-82,633","-77,602","-80,709","-107,821","-71,435",,,,,,,,,,,
45758,TEXAS                    ,LIMESTONE,"-2,017",932,"-5,055","-17,126","3,832",,,,,,,,,,,
45759,TEXAS                    ,LIPSCOMB,-509,"-2,593","-3,963","-2,197",-112,,,,,,,,,,,
45760,TEXAS                    ,LIVE OAK,"1,148",549,"-1,145",-959,-35,,,,,,,,,,,
45761,TEXAS                    ,LLANO,"-4,508","-4,873","-5,053","-16,681","-9,495",,,,,,,,,,,
45762,TEXAS                    ,LOVING,0,0,0,0,0,,,,,,,,,,,
45770,TEXAS                    ,LUBBOCK,"207,039","45,413","-18,241","4,920","-84,521",,,,,,,,,,,
45771,TEXAS                    ,LYNN,"4,500",272,-34,764,"-1,417",,,,,,,,,,,
45772,TEXAS                    ,MCCULLOCH,"3,390","11,752","2,380","2,544","4,032",,,,,,,,,,,
45780,TEXAS                    ,MCLENNAN,"-91,131","-47,528","-94,414","-131,964","100,692",,,,,,,,,,,
45781,TEXAS                    ,MCMULLEN,-28,-118,0,-165,-101,,,,,,,,,,,
45782,TEXAS                    ,MADISON,"-5,584","-4,811","-10,662","-18,107","-11,663",,,,,,,,,,,
45783,TEXAS                    ,MARION,"-21,531","-9,889","-20,832","-27,907","-22,772",,,,,,,,,,,
45784,TEXAS                    ,MARTIN,"-1,570","-2,634","-3,917","-14,126","-15,579",,,,,,,,,,,
45785,TEXAS                    ,MASON,-527,121,-489,-906,-320,,,,,,,,,,,
45790,TEXAS                    ,MATAGORDA,"-14,917","-15,773","-14,252","-21,416","-25,141",,,,,,,,,,,
45791,TEXAS                    ,MAVERICK,"-10,384","-16,877","-33,536","-15,831","-4,946",,,,,,,,,,,
45792,TEXAS                    ,MEDINA,"-13,059","-16,838","-35,711","-26,762","-10,699",,,,,,,,,,,
45793,TEXAS                    ,MENARD,"3,189","1,252",749,-414,684,,,,,,,,,,,
45794,TEXAS                    ,MIDLAND,"-126,499","-139,864","-181,521","-320,093","-264,728",,,,,,,,,,,
45795,TEXAS                    ,MILAM,"11,467","17,966","5,949","-31,186","-5,163",,,,,,,,,,,
45796,TEXAS                    ,MILLS,"7,610","3,234","-1,125","-4,656",-185,,,,,,,,,,,
45797,TEXAS                    ,MITCHELL,"-7,040","-4,826","-10,415","-5,517","-5,588",,,,,,,,,,,
45800,TEXAS                    ,MONTAGUE,"-5,226","-10,386","-30,303","-22,725","-20,233",,,,,,,,,,,
45801,TEXAS                    ,MONTGOMERY,"-228,686","-257,328","-264,587","-361,228","-256,560",,,,,,,,,,,
45802,TEXAS                    ,MOORE,"-27,536","-15,004","-16,887","-17,888","-5,513",,,,,,,,,,,
45803,TEXAS                    ,MORRIS,"-40,374","-32,827","-30,096","-25,132","-24,591",,,,,,,,,,,
45804,TEXAS                    ,MOTLEY,735,-413,-30,-238,-178,,,,,,,,,,,
45810,TEXAS                    ,NACOGDOCHES,"-158,270","-93,283","-167,683","-154,191","-102,439",,,,,,,,,,,
45820,TEXAS                    ,NAVARRO,"-64,611","-33,902","-22,769","-49,012","-23,868",,,,,,,,,,,
45821,TEXAS                    ,NEWTON,"38,323","42,172","34,958","31,818","16,859",,,,,,,,,,,
45822,TEXAS                    ,NOLAN,"-12,014","-9,134","-28,076","-29,005","-14,987",,,,,,,,,,,
45830,TEXAS                    ,NUECES,"205,765","87,491","136,813","92,459","167,027",,,,,,,,,,,
45831,TEXAS                    ,OCHILTREE,"-7,262","-5,913","-5,464","-4,458","-2,125",,,,,,,,,,,
45832,TEXAS                    ,OLDHAM,"-1,014","-3,150",-882,"-1,550",-387,,,,,,,,,,,
45840,TEXAS                    ,ORANGE,"218,727","304,667","250,380","209,956","188,743",,,,,,,,,,,
45841,TEXAS                    ,PALO PINTO,"-76,594","-52,196","-40,452","-1,177","-8,951",,,,,,,,,,,
45842,TEXAS                    ,PANOLA,"-26,597","-10,770","-26,365","-34,825","-29,298",,,,,,,,,,,
45843,TEXAS                    ,PARKER,"-95,830","-35,368","-27,460","-30,242","-35,811",,,,,,,,,,,
45844,TEXAS                    ,PARMER,25,-53,"-1,701","-2,439","-1,433",,,,,,,,,,,
45845,TEXAS                    ,PECOS,668,"1,044","1,162","-4,332","-9,323",,,,,,,,,,,
45850,TEXAS                    ,POLK,"-72,756","9,015","-14,422","-96,775","-81,472",,,,,,,,,,,
45860,TEXAS                    ,POTTER,"-507,595","-342,758","-342,049","-385,049","-140,051",,,,,,,,,,,
45861,TEXAS                    ,PRESIDIO,"-2,668","-2,276","-3,083","-1,535","-5,603",,,,,,,,,,,
45870,TEXAS                    ,RAINS,"-23,339","-6,388","-2,977","-8,774","-9,978",,,,,,,,,,,
45871,TEXAS                    ,RANDALL,"-63,824","-37,890","-32,160","-34,341","-11,534",,,,,,,,,,,
45872,TEXAS                    ,REAGAN,906,691,-89,"1,143",527,,,,,,,,,,,
45873,TEXAS                    ,REAL,"-2,208","-2,630","-3,313","-3,277","-5,997",,,,,,,,,,,
45874,TEXAS                    ,RED RIVER,"-17,367","21,717","-15,304","-16,732","-9,165",,,,,,,,,,,
45875,TEXAS                    ,REEVES,"2,531","-2,711","9,608","-11,250","-9,807",,,,,,,,,,,
45876,TEXAS                    ,REFUGIO,"3,328","2,112","1,579","-1,702","-8,748",,,,,,,,,,,
45877,TEXAS                    ,ROBERTS,650,"1,029",0,-175,-49,,,,,,,,,,,
45878,TEXAS                    ,ROBERTSON,"-6,367","-19,325","-21,481","-21,096","-15,086",,,,,,,,,,,
45879,TEXAS                    ,ROCKWALL,"-26,678","-27,718","-23,784","-22,414","-23,491",,,,,,,,,,,
45880,TEXAS                    ,RUNNELS,"1,855","11,522","2,597","-3,984","-4,227",,,,,,,,,,,
45881,TEXAS                    ,RUSK,"-83,935","-23,499","-32,967","-64,359","-64,794",,,,,,,,,,,
45882,TEXAS                    ,SABINE,"-12,498","4,134","-8,323","-24,427","-12,579",,,,,,,,,,,
45883,TEXAS                    ,SAN AUGUSTINE,"-28,321","-11,020","-18,101","-25,109","-17,652",,,,,,,,,,,
45884,TEXAS                    ,SAN JACINTO,"-27,175","-9,001","-22,041","-40,320","-23,701",,,,,,,,,,,
45885,TEXAS                    ,SAN PATRICIO,"33,038","6,477","26,630","8,807","27,773",,,,,,,,,,,
45886,TEXAS                    ,SAN SABA,"3,543","-2,532",123,"-1,042",235,,,,,,,,,,,
45887,TEXAS                    ,SCHLEICHER,"1,507","3,577","3,295","3,025","1,833",,,,,,,,,,,
45888,TEXAS                    ,SCURRY,287,683,"-2,477","-4,086","-5,563",,,,,,,,,,,
45889,TEXAS                    ,SHACKELFORD,"-2,846",-577,"-1,921","-3,062","-2,281",,,,,,,,,,,
45890,TEXAS                    ,SHELBY,"-55,313","-32,184","-39,124","-56,822","-40,446",,,,,,,,,,,
45891,TEXAS                    ,SHERMAN,-577,-639,"-1,985",-334,-331,,,,,,,,,,,
45892,TEXAS                    ,SMITH,"-268,942","-4,440","86,234","-75,431","-122,632",,,,,,,,,,,
45893,TEXAS                    ,SOMERVELL,"5,635","6,084","4,254","5,327","5,316",,,,,,,,,,,
45900,TEXAS                    ,STARR,"-153,466","-181,588","-165,704","-134,926","-83,080",,,,,,,,,,,
45901,TEXAS                    ,STEPHENS,"-14,189","-10,580","-20,141","-24,271","-9,895",,,,,,,,,,,
45902,TEXAS                    ,STERLING,422,"2,184",-729,619,348,,,,,,,,,,,
45903,TEXAS                    ,STONEWALL,"-1,378","-1,345",-958,-848,"-1,856",,,,,,,,,,,
45904,TEXAS                    ,SUTTON,"3,520","1,696",589,"1,995","1,918",,,,,,,,,,,
45905,TEXAS                    ,SWISHER,"-8,915","-7,359","-6,687","-7,820","-3,391",,,,,,,,,,,
45910,TEXAS                    ,TARRANT,"-1,099,946","-350,212","-342,243","-325,002","-297,433",,,,,,,,,,,
45911,TEXAS                    ,TAYLOR,"-196,973","-153,703","-256,556","-413,488","-315,395",,,,,,,,,,,
45912,TEXAS                    ,TERRELL,222,682,-255,91,147,,,,,,,,,,,
45913,TEXAS                    ,TERRY,"6,470","2,584",-201,-29,"-3,546",,,,,,,,,,,
45920,TEXAS                    ,THROCKMORTON,-70,"-2,579","-2,133","-7,461","-3,013",,,,,,,,,,,
45921,TEXAS                    ,TITUS,"-98,955","-81,945","-77,694","-22,461","-29,100",,,,,,,,,,,
45930,TEXAS                    ,TOM GREEN,"110,211","243,276","96,740","100,049","89,407",,,,,,,,,,,
45940,TEXAS                    ,TRAVIS,"-250,170","-283,060","-241,656","-376,322","-453,915",,,,,,,,,,,
45941,TEXAS                    ,TRINITY,"-25,881","-16,911","-23,687","-27,600","-23,735",,,,,,,,,,,
45942,TEXAS                    ,TYLER,"36,835","68,029","18,464","25,286","39,565",,,,,,,,,,,
45943,TEXAS                    ,UPSHUR,"-79,899","-41,099","-67,962","-88,898","-58,185",,,,,,,,,,,
45944,TEXAS                    ,UPTON,758,"-1,280","2,540","-1,959","-4,341",,,,,,,,,,,
45945,TEXAS                    ,UVALDE,"-4,693","-10,242","-20,392","-16,178","-6,897",,,,,,,,,,,
45946,TEXAS                    ,VAL VERDE,"-2,001","-3,294","-5,500","-7,725","-9,989",,,,,,,,,,,
45947,TEXAS                    ,VAN ZANDT,"-74,457","-25,945","-15,750","-37,915","-43,717",,,,,,,,,,,
45948,TEXAS                    ,VICTORIA,"16,217","-27,934","-41,429","-109,876","-161,375",,,,,,,,,,,
45949,TEXAS                    ,WALKER,"-31,778","-37,606","-38,939","-47,209","-38,824",,,,,,,,,,,
45950,TEXAS                    ,WALLER,"-20,659","-33,293","-29,313","-28,575","-23,326",,,,,,,,,,,
45951,TEXAS                    ,WARD,"4,755","-2,323","2,745","-3,734",-412,,,,,,,,,,,
45952,TEXAS                    ,WASHINGTON,"-25,071","-31,525","-23,435","-45,081","-36,189",,,,,,,,,,,
45953,TEXAS                    ,WEBB,"-169,357","-32,752","53,238","182,587","123,128",,,,,,,,,,,
45954,TEXAS                    ,WHARTON,"-45,238","-31,315","-33,347","-35,407","-36,803",,,,,,,,,,,
45955,TEXAS                    ,WHEELER,"-3,783","-2,661","-3,122","-3,512","-2,053",,,,,,,,,,,
45960,TEXAS                    ,WICHITA,"74,873","-113,376","-300,136","-424,190","-81,879",,,,,,,,,,,
45961,TEXAS                    ,WILBARGER,"-4,006","-13,929","-32,141","-24,947","-9,203",,,,,,,,,,,
45962,TEXAS                    ,WILLACY,"-118,653","-118,307","-142,352","-145,764","-58,354",,,,,,,,,,,
45970,TEXAS                    ,WILLIAMSON,"-44,129","-72,859","-55,406","-121,265","-132,416",,,,,,,,,,,
