"IPPS and OPPS Wage Indices by Fiscal Year 
Note: ""A"" and ""B"" designation indicate that there was a mid-year change in the index due to change in claims processor during the year.",,,,,,,,,,
SSACD,State,County,CBSA 2015,IPPS Wage 2009,IPPS Wage 2010 A,IPPS Wage 2010 B,IPPS Wage 2011,IPPS Wage 2012,IPPS Wage 2013,IPPS Wage 2015
45795,TX,MILAM,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45796,TX,MILLS,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45797,TX,MITCHELL,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45800,TX,MONTAGUE,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45801,TX,MONTGOMERY,26420,0.9890,0.9934,0.9933,0.9902,1.0005,0.9920,0.9679
45802,TX,MOORE,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45803,TX,MORRIS,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45804,TX,MOTLEY,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45810,TX,NACOGDOCHES,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45820,TX,NAVARRO,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45821,TX,NEWTON,13140,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.8509
45822,TX,NOLAN,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45830,TX,NUECES,18580,0.8465,0.8661,0.8660,0.8537,0.8628,0.8607,0.8725
45831,TX,OCHILTREE,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45832,TX,OLDHAM,11100,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.8074
45840,TX,ORANGE,13140,0.8565,0.8325,0.8325,0.8418,0.8655,0.8558,0.8509
45841,TX,PALO PINTO,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45842,TX,PANOLA,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45843,TX,PARKER,23104,0.9650,0.9434,0.9434,0.9384,0.9439,0.9435,0.9281
45844,TX,PARMER,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45845,TX,PECOS,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45850,TX,POLK,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45860,TX,POTTER,11100,0.8965,0.8594,0.8594,0.8534,0.8610,0.8320,0.8074
45861,TX,PRESIDIO,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45870,TX,RAINS,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45871,TX,RANDALL,11100,0.8965,0.8594,0.8594,0.8534,0.8610,0.8320,0.8074
45872,TX,REAGAN,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45873,TX,REAL,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45874,TX,RED RIVER,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45875,TX,REEVES,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45876,TX,REFUGIO,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45877,TX,ROBERTS,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45878,TX,ROBERTSON,17780,0.9160,0.9133,0.9133,0.9202,0.9301,0.9230,0.8974
45879,TX,ROCKWALL,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45880,TX,RUNNELS,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45881,TX,RUSK,30980,0.8667,0.8239,0.8239,0.8549,0.8740,0.8490,0.8125
45882,TX,SABINE,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45883,TX,SAN AUGUSTINE,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45884,TX,SAN JACINTO,NA,0.9890,0.9934,0.9933,0.9902,1.0005,0.9920,0.7926
45885,TX,SAN PATRICIO,18580,0.8465,0.8661,0.8660,0.8537,0.8628,0.8607,0.8725
45886,TX,SAN SABA,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45887,TX,SCHLEICHER,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45888,TX,SCURRY,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45889,TX,SHACKELFORD,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45890,TX,SHELBY,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45891,TX,SHERMAN,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45892,TX,SMITH,46340,0.8870,0.8449,0.8449,0.8221,0.8458,0.8522,0.8431
45893,TX,SOMERVELL,23104,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.9281
45900,TX,STARR,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45901,TX,STEPHENS,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45902,TX,STERLING,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45903,TX,STONEWALL,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45904,TX,SUTTON,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45905,TX,SWISHER,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45910,TX,TARRANT,23104,0.9650,0.9434,0.9434,0.9384,0.9439,0.9435,0.9281
45911,TX,TAYLOR,10180,0.8378,0.8336,0.8336,0.8377,0.8841,0.8578,0.7926
45912,TX,TERRELL,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45913,TX,TERRY,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45920,TX,THROCKMORTON,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45921,TX,TITUS,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45930,TX,TOM GREEN,41660,0.8500,0.8068,0.8067,0.8441,0.8410,0.8478,0.8660
45940,TX,TRAVIS,12420,0.9488,0.9515,0.9515,0.9480,0.9491,0.9615,0.9384
45941,TX,TRINITY,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45942,TX,TYLER,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45943,TX,UPSHUR,30980,0.8667,0.8239,0.8239,0.8549,0.8740,0.8490,0.8125
45944,TX,UPTON,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45945,TX,UVALDE,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45946,TX,VAL VERDE,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45947,TX,VAN ZANDT,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45948,TX,VICTORIA,47020,0.8124,0.7944,0.7944,0.8002,0.8214,0.8789,0.8254
45949,TX,WALKER,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45950,TX,WALLER,26420,0.9890,0.9934,0.9933,0.9902,1.0005,0.9920,0.9679
45951,TX,WARD,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45952,TX,WASHINGTON,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45953,TX,WEBB,29700,0.8785,0.8378,0.8378,0.8274,0.8113,0.8072,0.7926
45954,TX,WHARTON,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45955,TX,WHEELER,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45960,TX,WICHITA,48660,0.9142,0.9519,0.9519,0.9883,1.0434,0.9449,0.9451
45961,TX,WILBARGER,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45962,TX,WILLACY,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45970,TX,WILLIAMSON,12420,0.9488,0.9515,0.9515,0.9480,0.9491,0.9615,0.9384
45971,TX,WILSON,41700,0.8917,0.8913,0.8913,0.9030,0.9025,0.8922,0.8822
45972,TX,WINKLER,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45973,TX,WISE,23104,0.9650,0.9434,0.9434,0.9384,0.9439,0.9435,0.9281
45974,TX,WOOD,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45980,TX,YOAKUM,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45981,TX,YOUNG,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45982,TX,ZAPATA,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45983,TX,ZAVALA,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45999,TX,STATEWIDE,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
46000,UT,BEAVER,NA,0.8363,0.8442,0.8442,0.8670,0.8741,0.8408,0.8900
46010,UT,BOX ELDER,36260,0.8363,0.8442,0.8442,0.8670,0.8741,0.8408,0.9182
46020,UT,CACHE,30860,0.8795,0.9014,0.9014,0.8798,0.8741,0.8445,0.8900
46030,UT,CARBON,NA,0.8363,0.8442,0.8442,0.8670,0.8741,0.8408,0.8900
46040,UT,DAGGETT,NA,0.8363,0.8442,0.8442,0.8670,0.8741,0.8408,0.8900
46050,UT,DAVIS,36260,0.9208,0.9414,0.9414,0.9307,0.9272,0.9027,0.9182
46060,UT,DUCHESNE,NA,0.8363,0.8442,0.8442,0.8670,0.8741,0.8408,0.8900
46070,UT,EMERY,NA,0.8363,0.8442,0.8442,0.8670,0.8741,0.8408,0.8900
46080,UT,GARFIELD,NA,0.8363,0.8442,0.8442,0.8670,0.8741,0.8408,0.8900
46090,UT,GRAND,NA,0.8363,0.8442,0.8442,0.8670,0.8741,0.8408,0.8900
46100,UT,IRON,NA,0.8363,0.8442,0.8442,0.8670,0.8741,0.8408,0.8900
46110,UT,JUAB,39340,0.9306,0.9443,0.9443,0.9203,0.9286,0.8967,0.9317
46120,UT,KANE,NA,0.8363,0.8442,0.8442,0.8670,0.8741,0.8408,0.8900
46130,UT,MILLARD,NA,0.8363,0.8442,0.8442,0.8670,0.8741,0.8408,0.8900
46140,UT,MORGAN,36260,0.9208,0.9414,0.9414,0.9307,0.9272,0.9027,0.9182
46150,UT,PIUTE,NA,0.8363,0.8442,0.8442,0.8670,0.8741,0.8408,0.8900
46160,UT,RICH,NA,0.8363,0.8442,0.8442,0.8670,0.8741,0.8408,0.8900
46170,UT,SALT LAKE,41620,0.9245,0.9450,0.9450,0.9316,0.9471,0.9153,0.9577
46180,UT,SAN JUAN,NA,0.8363,0.8442,0.8442,0.8670,0.8741,0.8408,0.8900
46190,UT,SANPETE,NA,0.8363,0.8442,0.8442,0.8670,0.8741,0.8408,0.8900
46200,UT,SEVIER,NA,0.8363,0.8442,0.8442,0.8670,0.8741,0.8408,0.8900
46210,UT,SUMMIT,NA,0.9245,0.9450,0.9450,0.9316,0.9471,0.9153,0.8900
46220,UT,TOOELE,41620,0.9245,0.9450,0.9450,0.9316,0.9471,0.9153,0.9577
46230,UT,UINTAH,NA,0.8363,0.8442,0.8442,0.8670,0.8741,0.8408,0.8900
46240,UT,UTAH,39340,0.9306,0.9443,0.9443,0.9203,0.9286,0.8967,0.9317
46250,UT,WASATCH,NA,0.8363,0.8442,0.8442,0.8670,0.8741,0.8408,0.8900
46260,UT,WASHINGTON,41100,0.9193,0.9386,0.9386,0.9265,0.9202,0.8955,0.9639
46270,UT,WAYNE,NA,0.8363,0.8442,0.8442,0.8670,0.8741,0.8408,0.8900
46280,UT,WEBER,36260,0.9208,0.9414,0.9414,0.9307,0.9272,0.9027,0.9182
46999,UT,STATEWIDE,NA,0.8363,0.8442,0.8442,0.8670,0.8741,0.8408,0.8900
47000,VT,ADDISON,NA,1.0255,0.9590,0.9590,0.9418,0.9522,0.9527,0.9308
47010,VT,BENNINGTON,NA,1.0255,0.9590,0.9590,0.9418,0.9522,0.9527,0.9308
47020,VT,CALEDONIA,NA,1.0255,0.9590,0.9590,0.9418,0.9522,0.9527,0.9308
47030,VT,CHITTENDEN,15540,1.0255,1.0456,1.0456,1.0287,1.0367,1.0250,1.0352
47040,VT,ESSEX,NA,1.0255,0.9590,0.9590,0.9418,0.9522,0.9527,0.9308
47050,VT,FRANKLIN,15540,1.0255,1.0456,1.0456,1.0287,1.0367,1.0250,1.0352
47060,VT,GRAND ISLE,15540,1.0255,1.0456,1.0456,1.0287,1.0367,1.0250,1.0352
47070,VT,LAMOILLE,NA,1.0255,0.9590,0.9590,0.9418,0.9522,0.9527,0.9308
47080,VT,ORANGE,NA,1.0255,0.9590,0.9590,0.9418,0.9522,0.9527,0.9308
47090,VT,ORLEANS,NA,1.0255,0.9590,0.9590,0.9418,0.9522,0.9527,0.9308
47100,VT,RUTLAND,NA,1.0255,0.9590,0.9590,0.9418,0.9522,0.9527,0.9308
47110,VT,WASHINGTON,NA,1.0255,0.9590,0.9590,0.9418,0.9522,0.9527,0.9308
47120,VT,WINDHAM,NA,1.0255,0.9590,0.9590,0.9418,0.9522,0.9527,0.9308
47130,VT,WINDSOR,NA,1.0255,0.9590,0.9590,0.9418,0.9522,0.9527,0.9308
47999,VT,STATEWIDE,NA,1.0255,0.9590,0.9590,0.9418,0.9522,0.9527,0.9308
49000,VA,ACCOMACK,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49010,VA,ALBEMARLE,16820,0.9693,0.9245,0.9245,0.9199,0.9049,0.9037,0.8875
49011,VA,ALEXANDRIA CITY,47894,1.0646,1.0687,1.0687,1.0528,1.0608,1.0453,1.0178
49020,VA,ALLEGHANY,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49030,VA,AMELIA,40060,0.9169,0.9369,0.9369,0.9490,0.9620,0.9348,0.9258
49040,VA,AMHERST,31340,0.8651,0.8323,0.8323,0.8514,0.8584,0.8422,0.8613
49050,VA,APPOMATTOX,31340,0.8651,0.8323,0.8323,0.8514,0.8584,0.8422,0.8613
49060,VA,ARLINGTON,47894,1.0646,1.0687,1.0687,1.0528,1.0608,1.0453,1.0178
49070,VA,AUGUSTA,44420,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.8328
49080,VA,BATH,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49088,VA,BEDFORD CITY,31340,0.8651,0.8323,0.8323,0.8514,0.8584,0.8422,0.8613
49090,VA,BEDFORD,31340,0.8651,0.8323,0.8323,0.8514,0.8584,0.8422,0.8613
49100,VA,BLAND,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49110,VA,BOTETOURT,40220,0.8856,0.8840,0.8840,0.8977,0.9288,0.9247,0.9374
49111,VA,BRISTOL CITY,28700,0.8032,0.8123,0.8123,0.8022,0.7996,0.8011,0.7732
49120,VA,BRUNSWICK,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49130,VA,BUCHANAN,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49140,VA,BUCKINGHAM,16820,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.8875
49141,VA,BUENA VISTA CITY,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49150,VA,CAMPBELL,31340,0.8651,0.8323,0.8323,0.8514,0.8584,0.8422,0.8613
49160,VA,CAROLINE,40060,0.9169,0.9369,0.9369,0.9490,0.9620,0.9348,0.9258
49170,VA,CARROLL,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49180,VA,CHARLES CITY,40060,0.9169,0.9369,0.9369,0.9490,0.9620,0.9348,0.9258
49190,VA,CHARLOTTE,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49191,VA,CHARLOTTESVILLE CITY,16820,0.9693,0.9245,0.9245,0.9199,0.9049,0.9037,0.8875
49194,VA,CHESAPEAKE CITY,47260,0.8845,0.8930,0.8930,0.8910,0.8949,0.9094,0.9068
49200,VA,CHESTERFIELD,40060,0.9169,0.9369,0.9369,0.9490,0.9620,0.9348,0.9258
49210,VA,CLARKE,47894,1.0646,1.0687,1.0687,1.0528,1.0608,1.0453,1.0178
49212,VA,COLONIAL HEIGHTS CITY,40060,0.9169,0.9369,0.9369,0.9490,0.9620,0.9348,0.9258
49213,VA,COVINGTON CITY,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49220,VA,CRAIG,40220,0.8856,0.8840,0.8840,0.8977,0.9288,0.9247,0.9374
49230,VA,CULPEPER,47894,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,1.0178
49240,VA,CUMBERLAND,NA,0.9169,0.9369,0.9369,0.9490,0.9620,0.9348,0.7732
49241,VA,DANVILLE CITY,NA,0.8453,0.8298,0.8298,0.8129,0.7996,0.8115,0.7732
49250,VA,DICKENSON,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49260,VA,DINWIDDIE,40060,0.9169,0.9369,0.9369,0.9490,0.9620,0.9348,0.9258
49270,VA,EMPORIA CITY,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49280,VA,ESSEX,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49288,VA,FAIRFAX CITY,47894,1.0646,1.0687,1.0687,1.0528,1.0608,1.0453,1.0178
49290,VA,FAIRFAX,47894,1.0646,1.0687,1.0687,1.0528,1.0608,1.0453,1.0178
49291,VA,FALLS CHURCH CITY,47894,1.0646,1.0687,1.0687,1.0528,1.0608,1.0453,1.0178
49300,VA,FAUQUIER,47894,1.0646,1.0687,1.0687,1.0528,1.0608,1.0453,1.0178
49310,VA,FLOYD,13980,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.8253
49320,VA,FLUVANNA,16820,0.9693,0.9245,0.9245,0.9199,0.9049,0.9037,0.8875
49328,VA,FRANKLIN CITY,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49330,VA,FRANKLIN,40220,0.8856,0.8840,0.8840,0.8977,0.9288,0.9247,0.9374
49340,VA,FREDERICK,49020,0.9735,0.9742,0.9742,0.9947,0.9059,0.9347,0.8936
49342,VA,FREDERICKSBURG CITY,47894,1.0646,1.0687,1.0687,1.0528,1.0608,1.0453,1.0178
49343,VA,GALAX CITY,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49350,VA,GILES,13980,0.8092,0.8349,0.8349,0.8253,0.8206,0.8149,0.8253
49360,VA,GLOUCESTER,47260,0.8845,0.8930,0.8930,0.8910,0.8949,0.9094,0.9068
49370,VA,GOOCHLAND,40060,0.9169,0.9369,0.9369,0.9490,0.9620,0.9348,0.9258
49380,VA,GRAYSON,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49390,VA,GREENE,16820,0.9693,0.9245,0.9245,0.9199,0.9049,0.9037,0.8875
49400,VA,GREENSVILLE,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49410,VA,HALIFAX,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49411,VA,HAMPTON CITY,47260,0.8845,0.8930,0.8930,0.8910,0.8949,0.9094,0.9068
49420,VA,HANOVER,40060,0.9169,0.9369,0.9369,0.9490,0.9620,0.9348,0.9258
49421,VA,HARRISONBURG CITY,25500,0.8923,0.9132,0.9132,0.9250,0.8863,0.8681,0.8527
49430,VA,HENRICO,40060,0.9169,0.9369,0.9369,0.9490,0.9620,0.9348,0.9258
49440,VA,HENRY,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49450,VA,HIGHLAND,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49451,VA,HOPEWELL CITY,40060,0.9169,0.9369,0.9369,0.9490,0.9620,0.9348,0.9258
49460,VA,ISLE OF WIGHT,47260,0.8845,0.8930,0.8930,0.8910,0.8949,0.9094,0.9068
49470,VA,JAMES CITY,47260,0.8845,0.8930,0.8930,0.8910,0.8949,0.9094,0.9068
49480,VA,KING AND QUEEN,NA,0.9169,0.9369,0.9369,0.9490,0.9620,0.9348,0.7732
49490,VA,KING GEORGE,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49500,VA,KING WILLIAM,40060,0.9169,0.9369,0.9369,0.9490,0.9620,0.9348,0.9258
49510,VA,LANCASTER,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49520,VA,LEE,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49522,VA,LEXINGTON CITY,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49530,VA,LOUDOUN,47894,1.0646,1.0687,1.0687,1.0528,1.0608,1.0453,1.0178
49540,VA,LOUISA,NA,0.9169,0.9369,0.9369,0.9490,0.9620,0.9348,0.7732
49550,VA,LUNENBURG,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49551,VA,LYNCHBURG CITY,31340,0.8651,0.8323,0.8323,0.8514,0.8584,0.8422,0.8613
49560,VA,MADISON,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49561,VA,MARTINSVILLE CITY,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49563,VA,MANASSAS CITY,47894,1.0646,1.0687,1.0687,1.0528,1.0608,1.0453,1.0178
49565,VA,MANASSAS PARK CITY,47894,1.0646,1.0687,1.0687,1.0528,1.0608,1.0453,1.0178
49570,VA,MATHEWS,47260,0.8845,0.8930,0.8930,0.8910,0.8949,0.9094,0.9068
49580,VA,MECKLENBURG,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49590,VA,MIDDLESEX,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49600,VA,MONTGOMERY,13980,0.8092,0.8349,0.8349,0.8253,0.8206,0.8149,0.8253
49620,VA,NELSON,16820,0.9693,0.9245,0.9245,0.9199,0.9049,0.9037,0.8875
49621,VA,NEW KENT,40060,0.9169,0.9369,0.9369,0.9490,0.9620,0.9348,0.9258
49622,VA,NEWPORT NEWS CITY,47260,0.8845,0.8930,0.8930,0.8910,0.8949,0.9094,0.9068
49641,VA,NORFOLK CITY,47260,0.8845,0.8930,0.8930,0.8910,0.8949,0.9094,0.9068
49650,VA,NORTHAMPTON,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49660,VA,NORTHUMBERLND,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49661,VA,NORTON CITY,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49670,VA,NOTTOWAY,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49680,VA,ORANGE,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49690,VA,PAGE,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49700,VA,PATRICK,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49701,VA,PETERSBURG CITY,40060,0.9169,0.9369,0.9369,0.9490,0.9620,0.9348,0.9258
49710,VA,PITTSYLVANIA,NA,0.8453,0.8298,0.8298,0.8129,0.7996,0.8115,0.7732
49711,VA,PORTSMOUTH CITY,47260,0.8845,0.8930,0.8930,0.8910,0.8949,0.9094,0.9068
49712,VA,POQUOSON,47260,0.8845,0.8930,0.8930,0.8910,0.8949,0.9094,0.9068
49720,VA,POWHATAN,40060,0.9169,0.9369,0.9369,0.9490,0.9620,0.9348,0.9258
49730,VA,PRINCE EDWARD,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49740,VA,PRINCE GEORGE,40060,0.9169,0.9369,0.9369,0.9490,0.9620,0.9348,0.9258
49750,VA,PRINCE WILLIAM,47894,1.0646,1.0687,1.0687,1.0528,1.0608,1.0453,1.0178
49770,VA,PULASKI,13980,0.8092,0.8349,0.8349,0.8253,0.8206,0.8149,0.8253
49771,VA,RADFORD CITY,13980,0.8092,0.8349,0.8349,0.8253,0.8206,0.8149,0.8253
49780,VA,RAPPAHANNOCK,47894,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,1.0178
49790,VA,RICHMOND,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49791,VA,RICHMOND CITY,40060,0.9169,0.9369,0.9369,0.9490,0.9620,0.9348,0.9258
49800,VA,ROANOKE,40220,0.8856,0.8840,0.8840,0.8977,0.9288,0.9247,0.9374
49801,VA,ROANOKE CITY,40220,0.8856,0.8840,0.8840,0.8977,0.9288,0.9247,0.9374
49810,VA,ROCKBRIDGE,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49820,VA,ROCKINGHAM,25500,0.8923,0.9132,0.9132,0.9250,0.8863,0.8681,0.8527
49830,VA,RUSSELL,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49838,VA,SALEM CITY,40220,0.8856,0.8840,0.8840,0.8977,0.9288,0.9247,0.9374
49840,VA,SCOTT,28700,0.8032,0.8123,0.8123,0.8022,0.7996,0.8011,0.7732
49850,VA,SHENANDOAH,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49860,VA,SMYTH,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49870,VA,SOUTHAMPTON,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49880,VA,SPOTSYLVANIA,47894,1.0646,1.0687,1.0687,1.0528,1.0608,1.0453,1.0178
49890,VA,STAFFORD,47894,1.0646,1.0687,1.0687,1.0528,1.0608,1.0453,1.0178
49891,VA,STAUNTON CITY,44420,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.8328
49892,VA,SUFFOLK CITY,47260,0.8845,0.8930,0.8930,0.8910,0.8949,0.9094,0.9068
49900,VA,SURRY,NA,0.8845,0.8930,0.8930,0.8910,0.8949,0.9094,0.7732
49910,VA,SUSSEX,40060,0.9169,0.9369,0.9369,0.9490,0.9620,0.9348,0.9258
49920,VA,TAZEWELL,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49921,VA,VIRGINIA BEACH CITY,47260,0.8845,0.8930,0.8930,0.8910,0.8949,0.9094,0.9068
49930,VA,WARREN,47894,1.0646,1.0687,1.0687,1.0528,1.0608,1.0453,1.0178
49950,VA,WASHINGTON,28700,0.8032,0.8123,0.8123,0.8022,0.7996,0.8011,0.7732
49951,VA,WAYNESBORO CITY,44420,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.8328
49960,VA,WESTMORELAND,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
49961,VA,WILLIAMSBURG CITY,47260,0.8845,0.8930,0.8930,0.8910,0.8949,0.9094,0.9068
49962,VA,WINCHESTER CITY,49020,0.9731,0.9730,0.9730,0.9947,0.9059,0.9347,0.8936
49970,VA,WISE,NA,0.8032,0.8101,0.8101,0.8022,0.7996,0.8011,0.7732
