"DISABLED- HOSPICE - 2013 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) 
FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE",,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA
06170,COLORADO,DOUGLAS,"1,124","115,853",9,"115,853",9,0,0,0,855,0,0
06180,COLORADO,EAGLE,192,"82,222",36,"82,222",36,0,0,0,165,0,0
06190,COLORADO,ELBERT,301,"26,589",7,"26,589",7,0,0,0,236,0,0
06200,COLORADO,EL PASO,"10,366","1,343,216",11,"1,343,217",11,0,0,0,"8,787",0,0
06210,COLORADO,FREMONT,"1,373","270,078",16,"270,078",16,0,0,0,"1,203",0,0
06220,COLORADO,GARFIELD,671,"68,365",8,"68,364",8,0,0,0,606,0,0
06230,COLORADO,GILPIN,78,"3,366",4,"3,366",4,0,0,0,70,0,0
06240,COLORADO,GRAND,148,"6,555",4,"6,555",4,0,0,0,131,0,0
06250,COLORADO,GUNNISON,149,0,0,0,0,0,0,0,142,0,0
06260,COLORADO,HINSDALE,14,0,0,0,0,0,0,0,13,0,0
06270,COLORADO,HUERFANO,263,"44,005",14,"44,005",14,0,0,0,241,0,0
06280,COLORADO,JACKSON,25,0,0,0,0,0,0,0,24,0,0
06290,COLORADO,JEFFERSON,"6,311","1,173,837",15,"1,173,837",15,0,0,0,"5,260",0,0
06300,COLORADO,KIOWA,23,316,1,316,1,0,0,0,23,0,0
06310,COLORADO,KIT CARSON,137,"7,384",4,"7,384",4,0,0,0,129,0,0
06320,COLORADO,LAKE,134,0,0,0,0,0,0,0,124,0,0
06330,COLORADO,LA PLATA,861,"38,292",4,"38,292",4,0,0,0,775,0,0
06340,COLORADO,LARIMER,"4,251","469,180",9,"469,180",9,0,0,0,"3,753",0,0
06350,COLORADO,LAS ANIMAS,535,"48,329",8,"48,330",8,0,0,0,502,0,0
06360,COLORADO,LINCOLN,91,"31,943",29,"31,943",29,0,0,0,85,0,0
06370,COLORADO,LOGAN,476,"62,403",11,"62,403",11,0,0,0,441,0,0
06380,COLORADO,MESA,"2,602","1,104,546",35,"1,104,546",35,0,0,0,"2,226",0,0
06390,COLORADO,MINERAL,9,0,0,0,0,0,0,0,8,0,0
06400,COLORADO,MOFFAT,260,"54,380",17,"54,381",17,0,0,0,223,0,0
06410,COLORADO,MONTEZUMA,592,"29,246",4,"29,246",4,0,0,0,540,0,0
06420,COLORADO,MONTROSE,876,"148,983",14,"148,983",14,0,0,0,799,0,0
06430,COLORADO,MORGAN,504,"42,354",7,"42,354",7,0,0,0,469,0,0
06440,COLORADO,OTERO,727,"6,231",1,"6,231",1,0,0,0,682,0,0
06450,COLORADO,OURAY,36,0,0,0,0,0,0,0,32,0,0
06460,COLORADO,PARK,279,"26,657",8,"26,656",8,0,0,0,226,0,0
06470,COLORADO,PHILLIPS,87,"3,457",3,"3,457",3,0,0,0,84,0,0
06480,COLORADO,PITKIN,43,"28,900",56,"28,900",56,0,0,0,40,0,0
06490,COLORADO,PROWERS,311,"61,933",17,"61,933",17,0,0,0,288,0,0
06500,COLORADO,PUEBLO,"5,511","696,667",11,"696,667",11,0,0,0,"4,943",0,0
06510,COLORADO,RIO BLANCO,85,0,0,0,0,0,0,0,78,0,0
06520,COLORADO,RIO GRANDE,271,"69,902",21,"69,901",21,0,0,0,243,0,0
06530,COLORADO,ROUTT,223,"13,491",5,"13,491",5,0,0,0,208,0,0
06540,COLORADO,SAGUACHE,147,0,0,0,0,0,0,0,134,0,0
06550,COLORADO,SAN JUAN,7,0,0,0,0,0,0,0,7,0,0
06560,COLORADO,SAN MIGUEL,43,"5,203",10,"5,203",10,0,0,0,35,0,0
06570,COLORADO,SEDGWICK,55,"2,498",4,"2,498",4,0,0,0,51,0,0
06580,COLORADO,SUMMIT,130,0,0,0,0,0,0,0,117,0,0
06590,COLORADO,TELLER,520,"15,818",3,"15,818",3,0,0,0,452,0,0
06600,COLORADO,WASHINGTON,77,0,0,0,0,0,0,0,69,0,0
06610,COLORADO,WELD,"3,740","478,574",11,"478,574",11,0,0,0,"3,281",0,0
06620,COLORADO,YUMA,150,"6,897",4,"6,897",4,0,0,0,137,0,0
06630,COLORADO,BROOMFIELD,566,"62,783",9,"62,783",9,0,0,0,423,0,0
07000,CONNECTICUT,FAIRFIELD,"11,629","879,728",6,"879,728",6,0,0,0,"10,093",0,0
07010,CONNECTICUT,HARTFORD,"18,196","1,882,771",9,"1,882,771",9,0,0,0,"15,646",0,0
07020,CONNECTICUT,LITCHFIELD,"3,930","238,403",5,"238,404",5,0,0,0,"3,383",0,0
07030,CONNECTICUT,MIDDLESEX,"3,123","280,971",7,"280,971",7,0,0,0,"2,685",0,0
07040,CONNECTICUT,NEW HAVEN,"18,642","1,245,662",6,"1,245,662",6,0,0,0,"15,983",0,0
07050,CONNECTICUT,NEW LONDON,"6,496","406,174",5,"406,173",5,0,0,0,"5,712",0,0
07060,CONNECTICUT,TOLLAND,"2,113","52,236",2,"52,235",2,0,0,0,"1,754",0,0
07070,CONNECTICUT,WINDHAM,"3,413","122,095",3,"122,095",3,0,0,0,"2,934",0,0
08000,DELAWARE,KENT,"5,143","678,465",11,"678,465",11,0,0,0,"4,662",0,0
08010,DELAWARE,NEW CASTLE,"12,380","1,707,455",11,"1,707,454",11,0,0,0,"10,669",0,0
08020,DELAWARE,SUSSEX,"5,817","841,713",12,"841,713",12,0,0,0,"5,304",0,0
09000,DISTRICT OF COLUMBIA,THE DISTRICT,"12,771","987,210",6,"987,210",6,0,0,0,"11,761",0,0
10000,FLORIDA,ALACHUA,"5,613","882,139",13,"882,139",13,0,0,0,"5,009",0,0
10010,FLORIDA,BAKER,829,"293,882",30,"293,882",30,0,0,0,732,0,0
10020,FLORIDA,BAY,"5,492","1,157,833",18,"1,157,834",18,0,0,0,"5,095",0,0
10030,FLORIDA,BRADFORD,792,"176,877",19,"176,877",19,0,0,0,729,0,0
10040,FLORIDA,BREVARD,"12,736","3,029,243",20,"3,029,243",20,0,0,0,"11,184",0,0
10050,FLORIDA,BROWARD,"19,365","4,853,894",21,"4,853,894",21,0,0,0,"16,667",0,0
10060,FLORIDA,CALHOUN,382,"121,202",26,"121,203",26,0,0,0,354,0,0
10070,FLORIDA,CHARLOTTE,"3,941","449,301",10,"449,301",10,0,0,0,"3,522",0,0
10080,FLORIDA,CITRUS,"3,787","807,604",18,"807,604",18,0,0,0,"3,442",0,0
10090,FLORIDA,CLAY,"3,153","613,976",16,"613,976",16,0,0,0,"2,757",0,0
10100,FLORIDA,COLLIER,"3,806","627,670",14,"627,670",14,0,0,0,"3,421",0,0
10110,FLORIDA,COLUMBIA,"2,543","385,623",13,"385,623",13,0,0,0,"2,293",0,0
10120,FLORIDA,MIAMI-DADE,"25,864","4,523,518",15,"4,523,518",15,0,0,0,"23,650",0,0
10130,FLORIDA,DE SOTO,768,"89,509",10,"89,509",10,0,0,0,717,0,0
10140,FLORIDA,DIXIE,641,"117,024",15,"117,024",15,0,0,0,584,0,0
10150,FLORIDA,DUVAL,"17,955","3,763,997",17,"3,763,998",17,0,0,0,"15,962",0,0
10160,FLORIDA,ESCAMBIA,"8,752","1,250,389",12,"1,250,389",12,0,0,0,"7,920",0,0
10170,FLORIDA,FLAGLER,"2,180","381,038",15,"381,038",15,0,0,0,"1,910",0,0
10180,FLORIDA,FRANKLIN,233,"32,821",12,"32,820",12,0,0,0,210,0,0
10190,FLORIDA,GADSDEN,"1,489","153,837",9,"153,837",9,0,0,0,"1,240",0,0
10200,FLORIDA,GILCHRIST,499,"54,874",9,"54,875",9,0,0,0,453,0,0
10210,FLORIDA,GLADES,143,"102,930",60,"102,930",60,0,0,0,132,0,0
10220,FLORIDA,GULF,379,"72,511",16,"72,511",16,0,0,0,345,0,0
10230,FLORIDA,HAMILTON,468,"92,465",16,"92,465",16,0,0,0,429,0,0
10240,FLORIDA,HARDEE,485,"119,025",20,"119,025",20,0,0,0,445,0,0
10250,FLORIDA,HENDRY,692,"146,640",18,"146,640",18,0,0,0,651,0,0
10260,FLORIDA,HERNANDO,"4,418","585,558",11,"585,558",11,0,0,0,"3,771",0,0
10270,FLORIDA,HIGHLANDS,"2,524","552,561",18,"552,560",18,0,0,0,"2,329",0,0
10280,FLORIDA,HILLSBOROUGH,"19,592","4,725,405",20,"4,725,405",20,0,0,0,"16,607",0,0
10290,FLORIDA,HOLMES,755,"280,304",31,"280,304",31,0,0,0,714,0,0
10300,FLORIDA,INDIAN RIVER,"3,009","344,949",10,"344,948",10,0,0,0,"2,719",0,0
10310,FLORIDA,JACKSON,"2,120","637,592",25,"637,592",25,0,0,0,"1,955",0,0
10320,FLORIDA,JEFFERSON,329,"102,764",26,"102,764",26,0,0,0,285,0,0
10330,FLORIDA,LAFAYETTE,143,"29,172",17,"29,172",17,0,0,0,129,0,0
10340,FLORIDA,LAKE,"7,517","1,016,028",11,"1,016,028",11,0,0,0,"6,664",0,0
10350,FLORIDA,LEE,"11,600","2,362,104",17,"2,362,104",17,0,0,0,"10,352",0,0
10360,FLORIDA,LEON,"3,698","383,595",9,"383,594",9,0,0,0,"3,151",0,0
10370,FLORIDA,LEVY,"1,343","193,580",12,"193,579",12,0,0,0,"1,237",0,0
10380,FLORIDA,LIBERTY,209,"14,416",6,"14,416",6,0,0,0,190,0,0
10390,FLORIDA,MADISON,570,"82,479",12,"82,479",12,0,0,0,512,0,0
10400,FLORIDA,MANATEE,"5,330","750,993",12,"750,993",12,0,0,0,"4,611",0,0
10410,FLORIDA,MARION,"8,842","1,654,868",16,"1,654,867",16,0,0,0,"7,877",0,0
10420,FLORIDA,MARTIN,"2,181","349,700",13,"349,700",13,0,0,0,"1,923",0,0
10430,FLORIDA,MONROE,"1,430","76,436",4,"76,436",4,0,0,0,"1,284",0,0
10440,FLORIDA,NASSAU,"1,535","251,338",14,"251,338",14,0,0,0,"1,332",0,0
10450,FLORIDA,OKALOOSA,"4,097","637,120",13,"637,121",13,0,0,0,"3,760",0,0
10460,FLORIDA,OKEECHOBEE,951,"88,125",8,"88,125",8,0,0,0,853,0,0
10470,FLORIDA,ORANGE,"15,441","2,570,954",14,"2,570,953",14,0,0,0,"13,130",0,0
10480,FLORIDA,OSCEOLA,"5,312","800,144",13,"800,144",13,0,0,0,"4,433",0,0
10490,FLORIDA,PALM BEACH,"14,577","3,677,895",21,"3,677,896",21,0,0,0,"12,610",0,0
10500,FLORIDA,PASCO,"9,805","2,591,505",22,"2,591,505",22,0,0,0,"8,390",0,0
10510,FLORIDA,PINELLAS,"19,071","5,299,434",23,"5,299,435",23,0,0,0,"16,331",0,0
10520,FLORIDA,POLK,"11,076","2,280,135",17,"2,280,135",17,0,0,0,"9,515",0,0
10530,FLORIDA,PUTNAM,"2,574","319,717",10,"319,718",10,0,0,0,"2,356",0,0
10540,FLORIDA,ST. JOHNS,"3,598","673,651",16,"673,651",16,0,0,0,"3,173",0,0
10550,FLORIDA,ST. LUCIE,"6,655","831,770",10,"831,770",10,0,0,0,"5,893",0,0
10560,FLORIDA,SANTA ROSA,"3,301","507,332",13,"507,332",13,0,0,0,"2,978",0,0
10570,FLORIDA,SARASOTA,"7,856","1,171,720",12,"1,171,720",12,0,0,0,"7,032",0,0
10580,FLORIDA,SEMINOLE,"5,081","651,503",11,"651,503",11,0,0,0,"4,330",0,0
10590,FLORIDA,SUMTER,"1,298","170,565",11,"170,565",11,0,0,0,"1,173",0,0
10600,FLORIDA,SUWANNEE,"1,372","188,568",11,"188,569",11,0,0,0,"1,232",0,0
10610,FLORIDA,TAYLOR,652,"206,829",26,"206,829",26,0,0,0,584,0,0
10620,FLORIDA,UNION,392,"55,714",12,"55,714",12,0,0,0,358,0,0
10630,FLORIDA,VOLUSIA,"11,056","2,747,802",21,"2,747,802",21,0,0,0,"9,697",0,0
10640,FLORIDA,WAKULLA,620,"166,432",22,"166,432",22,0,0,0,503,0,0
10650,FLORIDA,WALTON,"1,191","171,093",12,"171,093",12,0,0,0,"1,092",0,0
10660,FLORIDA,WASHINGTON,845,"164,274",16,"164,274",16,0,0,0,798,0,0
11000,GEORGIA,APPLING,505,"165,336",27,"165,335",27,0,0,0,470,0,0
11010,GEORGIA,ATKINSON,283,"2,647",1,"2,647",1,0,0,0,266,0,0
11011,GEORGIA,BACON,329,"76,003",19,"76,003",19,0,0,0,309,0,0
11020,GEORGIA,BAKER,16,0,0,0,0,0,0,0,16,0,0
11030,GEORGIA,BALDWIN,"1,384","160,006",10,"160,006",10,0,0,0,"1,245",0,0
11040,GEORGIA,BANKS,379,"83,713",18,"83,712",18,0,0,0,348,0,0
11050,GEORGIA,BARROW,"2,025","430,284",18,"430,284",18,0,0,0,"1,804",0,0
11060,GEORGIA,BARTOW,"2,464","723,634",24,"723,634",24,0,0,0,"2,259",0,0
11070,GEORGIA,BEN HILL,635,"201,132",26,"201,132",26,0,0,0,592,0,0
11080,GEORGIA,BERRIEN,606,"167,690",23,"167,690",23,0,0,0,556,0,0
11090,GEORGIA,BIBB,"5,362","1,468,199",23,"1,468,198",23,0,0,0,"4,818",0,0
11100,GEORGIA,BLECKLEY,139,"14,247",9,"14,248",9,0,0,0,128,0,0
11110,GEORGIA,BRANTLEY,603,"66,107",9,"66,107",9,0,0,0,568,0,0
11120,GEORGIA,BROOKS,380,"57,077",13,"57,077",13,0,0,0,347,0,0
11130,GEORGIA,BRYAN,597,"71,248",10,"71,248",10,0,0,0,516,0,0
11140,GEORGIA,BULLOCH,"1,465","186,068",11,"186,068",11,0,0,0,"1,339",0,0
11150,GEORGIA,BURKE,563,"118,558",18,"118,558",18,0,0,0,493,0,0
11160,GEORGIA,BUTTS,713,"130,397",15,"130,397",15,0,0,0,625,0,0
11161,GEORGIA,CALHOUN,242,0,0,0,0,0,0,0,225,0,0
11170,GEORGIA,CAMDEN,"1,051","76,727",6,"76,727",6,0,0,0,943,0,0
11180,GEORGIA,CANDLER,326,"69,694",18,"69,693",18,0,0,0,303,0,0
11190,GEORGIA,CARROLL,"3,459","569,494",14,"569,494",14,0,0,0,"3,162",0,0
11200,GEORGIA,CATOOSA,"1,108","230,042",17,"230,042",17,0,0,0,"1,007",0,0
11210,GEORGIA,CHARLTON,358,"36,108",8,"36,108",8,0,0,0,330,0,0
11220,GEORGIA,CHATHAM,"4,770","1,107,081",19,"1,107,080",19,0,0,0,"4,191",0,0
11230,GEORGIA,CHATTAHOOCHEE,106,"21,814",17,"21,815",17,0,0,0,90,0,0
11240,GEORGIA,CHATTOOGA,"1,074","71,753",6,"71,753",6,0,0,0,"1,014",0,0
11250,GEORGIA,CHEROKEE,"1,316","312,102",20,"312,102",20,0,0,0,"1,150",0,0
11260,GEORGIA,CLARKE,"2,620","574,459",18,"574,459",18,0,0,0,"2,423",0,0
11270,GEORGIA,CLAY,79,0,0,0,0,0,0,0,75,0,0
11280,GEORGIA,CLAYTON,"6,378","1,511,089",20,"1,511,089",20,0,0,0,"5,464",0,0
11281,GEORGIA,CLINCH,314,"42,021",11,"42,021",11,0,0,0,298,0,0
11290,GEORGIA,COBB,"9,353","1,852,779",17,"1,852,779",17,0,0,0,"8,013",0,0
11291,GEORGIA,COFFEE,"1,336","223,677",14,"223,677",14,0,0,0,"1,253",0,0
11300,GEORGIA,COLQUITT,"1,331","174,905",11,"174,904",11,0,0,0,"1,246",0,0
11310,GEORGIA,COLUMBIA,"1,418","408,127",24,"408,127",24,0,0,0,"1,187",0,0
11311,GEORGIA,COOK,494,"21,052",4,"21,052",4,0,0,0,440,0,0
11320,GEORGIA,COWETA,"2,195","398,256",15,"398,256",15,0,0,0,"1,917",0,0
11330,GEORGIA,CRAWFORD,166,"30,115",15,"30,114",15,0,0,0,148,0,0
11340,GEORGIA,CRISP,740,"86,728",10,"86,728",10,0,0,0,677,0,0
11341,GEORGIA,DADE,515,"61,309",10,"61,309",10,0,0,0,471,0,0
11350,GEORGIA,DAWSON,504,"74,809",12,"74,810",12,0,0,0,452,0,0
11360,GEORGIA,DECATUR,901,"131,763",12,"131,763",12,0,0,0,836,0,0
11370,GEORGIA,DE KALB,"10,873","2,158,119",17,"2,158,119",17,0,0,0,"9,283",0,0
11380,GEORGIA,DODGE,867,"202,920",20,"202,921",20,0,0,0,792,0,0
11381,GEORGIA,DOOLY,257,"41,740",14,"41,740",14,0,0,0,230,0,0
11390,GEORGIA,DOUGHERTY,"3,222","463,689",12,"463,689",12,0,0,0,"2,953",0,0
11400,GEORGIA,DOUGLAS,"2,255","411,141",15,"411,141",15,0,0,0,"1,939",0,0
11410,GEORGIA,EARLY,315,"91,224",24,"91,224",24,0,0,0,300,0,0
11420,GEORGIA,ECHOLS,29,"4,903",14,"4,903",14,0,0,0,26,0,0
11421,GEORGIA,EFFINGHAM,934,"169,330",15,"169,329",15,0,0,0,823,0,0
11430,GEORGIA,ELBERT,747,"210,899",24,"210,899",24,0,0,0,692,0,0
11440,GEORGIA,EMANUEL,854,"70,784",7,"70,784",7,0,0,0,791,0,0
11441,GEORGIA,EVANS,247,"65,868",22,"65,867",22,0,0,0,232,0,0
11450,GEORGIA,FANNIN,834,"137,170",14,"137,170",14,0,0,0,785,0,0
11451,GEORGIA,FAYETTE,"1,229","161,399",11,"161,399",11,0,0,0,"1,045",0,0
11460,GEORGIA,FLOYD,"3,700","582,990",13,"582,989",13,0,0,0,"3,399",0,0
11461,GEORGIA,FORSYTH,"1,063","155,397",12,"155,397",12,0,0,0,863,0,0
11462,GEORGIA,FRANKLIN,813,"190,173",19,"190,174",19,0,0,0,748,0,0
11470,GEORGIA,FULTON,"11,891","2,427,820",17,"2,427,820",17,0,0,0,"10,177",0,0
11471,GEORGIA,GILMER,803,"209,910",22,"209,910",22,0,0,0,745,0,0
11480,GEORGIA,GLASCOCK,92,389,0,389,0,0,0,0,84,0,0
11490,GEORGIA,GLYNN,"2,059","351,895",14,"351,895",14,0,0,0,"1,888",0,0
11500,GEORGIA,GORDON,"1,632","244,371",12,"244,371",12,0,0,0,"1,514",0,0
11510,GEORGIA,GRADY,686,"72,770",9,"72,770",9,0,0,0,641,0,0
11520,GEORGIA,GREENE,384,"120,132",26,"120,133",26,0,0,0,354,0,0
11530,GEORGIA,GWINNETT,"6,956","953,598",11,"953,598",11,0,0,0,"5,835",0,0
11540,GEORGIA,HABERSHAM,951,"62,996",6,"62,997",6,0,0,0,861,0,0
11550,GEORGIA,HALL,"3,576","445,261",10,"445,261",10,0,0,0,"3,256",0,0
11560,GEORGIA,HANCOCK,250,"33,292",11,"33,293",11,0,0,0,219,0,0
11570,GEORGIA,HARALSON,926,"100,082",9,"100,082",9,0,0,0,863,0,0
11580,GEORGIA,HARRIS,464,"113,657",20,"113,656",20,0,0,0,421,0,0
11581,GEORGIA,HART,529,"78,734",12,"78,735",12,0,0,0,485,0,0
11590,GEORGIA,HEARD,293,"37,851",11,"37,852",11,0,0,0,257,0,0
11591,GEORGIA,HENRY,"3,400","766,124",19,"766,123",19,0,0,0,"2,906",0,0
11600,GEORGIA,HOUSTON,"3,115","393,633",11,"393,634",11,0,0,0,"2,796",0,0
11601,GEORGIA,IRWIN,242,"4,740",2,"4,740",2,0,0,0,229,0,0
11610,GEORGIA,JACKSON,"1,548","220,353",12,"220,353",12,0,0,0,"1,409",0,0
11611,GEORGIA,JASPER,289,"35,892",10,"35,891",10,0,0,0,269,0,0
11612,GEORGIA,JEFF DAVIS,492,"231,248",39,"231,248",39,0,0,0,453,0,0
11620,GEORGIA,JEFFERSON,524,"40,434",6,"40,434",6,0,0,0,474,0,0
11630,GEORGIA,JENKINS,233,0,0,0,0,0,0,0,216,0,0
11640,GEORGIA,JOHNSON,308,"87,880",24,"87,879",24,0,0,0,291,0,0
11650,GEORGIA,JONES,402,"91,709",19,"91,708",19,0,0,0,353,0,0
11651,GEORGIA,LAMAR,507,"223,086",37,"223,085",37,0,0,0,469,0,0
11652,GEORGIA,LANIER,224,"60,920",23,"60,920",23,0,0,0,205,0,0
11660,GEORGIA,LAURENS,"1,930","551,089",24,"551,089",24,0,0,0,"1,716",0,0
11670,GEORGIA,LEE,478,"99,729",17,"99,729",17,0,0,0,431,0,0
11680,GEORGIA,LIBERTY,932,"119,206",11,"119,206",11,0,0,0,822,0,0
11690,GEORGIA,LINCOLN,233,"27,503",10,"27,503",10,0,0,0,205,0,0
11691,GEORGIA,LONG,199,"100,300",42,"100,300",42,0,0,0,179,0,0
11700,GEORGIA,LOWNDES,"2,803","409,659",12,"409,658",12,0,0,0,"2,596",0,0
11701,GEORGIA,LUMPKIN,515,"73,590",12,"73,590",12,0,0,0,469,0,0
11702,GEORGIA,MC DUFFIE,532,"52,221",8,"52,222",8,0,0,0,465,0,0
11703,GEORGIA,MC INTOSH,365,"100,888",23,"100,888",23,0,0,0,342,0,0
11710,GEORGIA,MACON,351,"1,311",0,"1,310",0,0,0,0,323,0,0
11720,GEORGIA,MADISON,840,"286,792",28,"286,791",28,0,0,0,760,0,0
11730,GEORGIA,MARION,148,"83,589",47,"83,589",47,0,0,0,132,0,0
11740,GEORGIA,MERIWETHER,598,"203,518",28,"203,519",28,0,0,0,545,0,0
11741,GEORGIA,MILLER,156,0,0,0,0,0,0,0,144,0,0
11750,GEORGIA,MITCHELL,617,"39,528",5,"39,528",5,0,0,0,569,0,0
11760,GEORGIA,MONROE,616,"77,809",11,"77,809",11,0,0,0,560,0,0
11770,GEORGIA,MONTGOMERY,298,"172,111",48,"172,111",48,0,0,0,278,0,0
11771,GEORGIA,MORGAN,365,"38,134",9,"38,135",9,0,0,0,338,0,0
11772,GEORGIA,MURRAY,"1,539","209,784",11,"209,784",11,0,0,0,"1,447",0,0
11780,GEORGIA,MUSCOGEE,"5,098","1,663,141",27,"1,663,140",27,0,0,0,"4,539",0,0
11790,GEORGIA,NEWTON,"2,799","664,261",20,"664,260",20,0,0,0,"2,472",0,0
11800,GEORGIA,OCONEE,450,"23,006",4,"23,006",4,0,0,0,397,0,0
11801,GEORGIA,OGLETHORPE,270,"53,579",17,"53,580",17,0,0,0,252,0,0
11810,GEORGIA,PAULDING,"1,599","332,852",17,"332,852",17,0,0,0,"1,357",0,0
11811,GEORGIA,PEACH,911,"78,505",7,"78,505",7,0,0,0,829,0,0
11812,GEORGIA,PICKENS,682,"240,464",29,"240,463",29,0,0,0,625,0,0
11820,GEORGIA,PIERCE,729,"100,668",12,"100,668",12,0,0,0,679,0,0
11821,GEORGIA,PIKE,412,"74,754",15,"74,754",15,0,0,0,365,0,0
11830,GEORGIA,POLK,"1,557","180,165",10,"180,166",10,0,0,0,"1,434",0,0
11831,GEORGIA,PULASKI,291,"48,619",14,"48,619",14,0,0,0,271,0,0
11832,GEORGIA,PUTNAM,489,"81,497",14,"81,497",14,0,0,0,449,0,0
11833,GEORGIA,QUITMAN,21,"1,875",7,"1,875",7,0,0,0,21,0,0
11834,GEORGIA,RABUN,473,"124,176",22,"124,176",22,0,0,0,443,0,0
11835,GEORGIA,RANDOLPH,210,"37,678",15,"37,678",15,0,0,0,194,0,0
11840,GEORGIA,RICHMOND,"5,712","960,752",14,"960,753",14,0,0,0,"4,921",0,0
11841,GEORGIA,ROCKDALE,"1,521","206,741",11,"206,741",11,0,0,0,"1,290",0,0
11842,GEORGIA,SCHLEY,97,"15,828",14,"15,829",14,0,0,0,92,0,0
11850,GEORGIA,SCREVEN,401,"90,726",19,"90,726",19,0,0,0,365,0,0
11851,GEORGIA,SEMINOLE,317,"47,067",12,"47,066",12,0,0,0,297,0,0
11860,GEORGIA,SPALDING,"2,152","602,669",23,"602,668",23,0,0,0,"1,955",0,0
11861,GEORGIA,STEPHENS,"1,314","234,255",15,"234,255",15,0,0,0,"1,217",0,0
11862,GEORGIA,STEWART,146,"66,238",38,"66,239",38,0,0,0,134,0,0
11870,GEORGIA,SUMTER,816,"76,705",8,"76,704",8,0,0,0,763,0,0
11880,GEORGIA,TALBOT,230,"52,664",19,"52,664",19,0,0,0,211,0,0
11881,GEORGIA,TALIAFERRO,64,0,0,0,0,0,0,0,59,0,0
11882,GEORGIA,TATTNALL,624,"127,402",17,"127,402",17,0,0,0,565,0,0
11883,GEORGIA,TAYLOR,324,"57,811",15,"57,811",15,0,0,0,301,0,0
11884,GEORGIA,TELFAIR,474,"136,327",24,"136,327",24,0,0,0,440,0,0
11885,GEORGIA,TERRELL,240,"99,590",35,"99,590",35,0,0,0,223,0,0
11890,GEORGIA,THOMAS,"1,882","138,896",6,"138,896",6,0,0,0,"1,747",0,0
11900,GEORGIA,TIFT,"1,241","306,334",21,"306,333",21,0,0,0,"1,150",0,0
11901,GEORGIA,TOOMBS,"1,213","328,539",23,"328,539",23,0,0,0,"1,128",0,0
11902,GEORGIA,TOWNS,313,"7,359",2,"7,360",2,0,0,0,285,0,0
11903,GEORGIA,TREUTLEN,216,"29,480",11,"29,481",11,0,0,0,205,0,0
11910,GEORGIA,TROUP,"2,095","332,520",13,"332,520",13,0,0,0,"1,915",0,0
11911,GEORGIA,TURNER,311,"102,280",27,"102,280",27,0,0,0,289,0,0
11912,GEORGIA,TWIGGS,322,"7,824",2,"7,824",2,0,0,0,290,0,0
11913,GEORGIA,UNION,573,"46,182",7,"46,182",7,0,0,0,532,0,0
11920,GEORGIA,UPSON,932,"193,652",17,"193,652",17,0,0,0,872,0,0
11921,GEORGIA,WALKER,"2,547","596,599",20,"596,599",20,0,0,0,"2,352",0,0
11930,GEORGIA,WALTON,"1,930","421,783",18,"421,783",18,0,0,0,"1,695",0,0
11940,GEORGIA,WARE,"2,061","132,827",5,"132,826",5,0,0,0,"1,935",0,0
11941,GEORGIA,WARREN,167,"71,527",36,"71,527",36,0,0,0,147,0,0
11950,GEORGIA,WASHINGTON,560,"71,760",11,"71,760",11,0,0,0,503,0,0
11960,GEORGIA,WAYNE,830,"166,853",17,"166,853",17,0,0,0,779,0,0
11961,GEORGIA,WEBSTER,48,0,0,0,0,0,0,0,43,0,0
11962,GEORGIA,WHEELER,188,"89,366",40,"89,365",40,0,0,0,178,0,0
11963,GEORGIA,WHITE,610,"123,754",17,"123,753",17,0,0,0,554,0,0
11970,GEORGIA,WHITFIELD,"3,086","240,878",7,"240,878",7,0,0,0,"2,876",0,0
11971,GEORGIA,WILCOX,256,"45,085",15,"45,085",15,0,0,0,227,0,0
11972,GEORGIA,WILKES,328,"96,615",25,"96,615",25,0,0,0,305,0,0
11973,GEORGIA,WILKINSON,474,"42,329",7,"42,330",7,0,0,0,429,0,0
11980,GEORGIA,WORTH,467,"85,834",15,"85,834",15,0,0,0,438,0,0
12010,HAWAII,HAWAII,"3,111","390,430",10,"390,429",10,0,0,0,"2,547",0,0
12020,HAWAII,HONOLULU,"7,558","1,049,922",12,"1,049,922",12,0,0,0,"5,900",0,0
12030,HAWAII,KALAWAO,1,0,0,0,0,0,0,0,1,0,0
12040,HAWAII,KAUAI,797,"96,261",10,"96,261",10,0,0,0,650,0,0
12050,HAWAII,MAUI,"1,749","109,674",5,"109,673",5,0,0,0,"1,389",0,0
13000,IDAHO,ADA,"5,944","789,590",11,"789,590",11,0,0,0,"5,018",0,0
13010,IDAHO,ADAMS,94,"19,502",17,"19,502",17,0,0,0,88,0,0
13020,IDAHO,BANNOCK,"2,230","191,250",7,"191,250",7,0,0,0,"2,036",0,0
13030,IDAHO,BEAR LAKE,151,"2,560",1,"2,560",1,0,0,0,139,0,0
13040,IDAHO,BENEWAH,379,"112,921",25,"112,921",25,0,0,0,344,0,0
