"AGED -- 2013 REIMBURSEMENT FOR COST CONTRACTS 
FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE",,,,,,,,,,,
CODE,STATE,COUNTY,PART A TOTAL REIMBURSEMENT,PART A REIMBURSEMENT W/O IME/DSH/GME,PART B TOTAL REIMBURSEMENT,,,,,,
46050,UTAH,DAVIS,"251,604","241,314","524,517",,,,,,
46060,UTAH,DUCHESNE,"6,796","6,453","9,168",,,,,,
46070,UTAH,EMERY,"220,687","212,239","57,835",,,,,,
46080,UTAH,GARFIELD,0,0,0,,,,,,
46090,UTAH,GRAND,0,0,615,,,,,,
46100,UTAH,IRON,"23,377","22,816","47,841",,,,,,
46110,UTAH,JUAB,0,0,425,,,,,,
46120,UTAH,KANE,0,0,0,,,,,,
46130,UTAH,MILLARD,0,0,"5,687",,,,,,
46140,UTAH,MORGAN,"56,533","53,764","36,034",,,,,,
46150,UTAH,PIUTE,0,0,0,,,,,,
46160,UTAH,RICH,0,0,0,,,,,,
46170,UTAH,SALT LAKE,"2,082,718","1,923,379","1,914,853",,,,,,
46180,UTAH,SAN JUAN,0,0,"6,337",,,,,,
46190,UTAH,SANPETE,"29,859","29,859","19,337",,,,,,
46200,UTAH,SEVIER,0,0,"6,354",,,,,,
46210,UTAH,SUMMIT,"277,692","237,709","110,714",,,,,,
46220,UTAH,TOOELE,"34,808","29,729","35,725",,,,,,
46230,UTAH,UINTAH,0,0,64,,,,,,
46240,UTAH,UTAH,"372,521","356,717","267,657",,,,,,
46250,UTAH,WASATCH,"10,796","9,239","6,723",,,,,,
46260,UTAH,WASHINGTON,"201,373","194,910","196,262",,,,,,
46270,UTAH,WAYNE,0,0,0,,,,,,
46280,UTAH,WEBER,"1,239,765","1,168,985","1,231,322",,,,,,
47000,VERMONT,ADDISON,0,0,0,,,,,,
47010,VERMONT,BENNINGTON,0,0,0,,,,,,
47020,VERMONT,CALEDONIA,0,0,0,,,,,,
47030,VERMONT,CHITTENDEN,0,0,0,,,,,,
47040,VERMONT,ESSEX,0,0,0,,,,,,
47050,VERMONT,FRANKLIN,0,0,0,,,,,,
47060,VERMONT,GRAND ISLE,0,0,0,,,,,,
47070,VERMONT,LAMOILLE,0,0,0,,,,,,
47080,VERMONT,ORANGE,0,0,0,,,,,,
47090,VERMONT,ORLEANS,0,0,0,,,,,,
47100,VERMONT,RUTLAND,0,0,"18,800",,,,,,
47110,VERMONT,WASHINGTON,0,0,0,,,,,,
47120,VERMONT,WINDHAM,0,0,0,,,,,,
47130,VERMONT,WINDSOR,0,0,0,,,,,,
48010,VIRGIN ISLANDS,ST  CROIX,"6,205","6,205","15,250",,,,,,
48020,VIRGIN ISLANDS,ST  JOHN,0,0,"1,850",,,,,,
49000,VIRGINIA,ACCOMACK,0,0,37,,,,,,
49010,VIRGINIA,ALBEMARLE,"22,303","15,543","26,186",,,,,,
49011,VIRGINIA,ALEXANDRIA CITY,"2,053,901","1,884,280","944,930",,,,,,
49020,VIRGINIA,ALLEGHANY,"156,894","150,335","205,898",,,,,,
49030,VIRGINIA,AMELIA,"7,396","6,876","3,490",,,,,,
49040,VIRGINIA,AMHERST,"53,836","50,546","25,788",,,,,,
49050,VIRGINIA,APPOMATTOX,"63,474","60,736","10,722",,,,,,
49060,VIRGINIA,ARLINGTON,"2,927,325","2,742,698","1,193,145",,,,,,
49070,VIRGINIA,AUGUSTA,787,787,"8,999",,,,,,
49080,VIRGINIA,BATH,0,0,"27,454",,,,,,
49088,VIRGINIA,BEDFORD CITY,"9,379","9,379","7,209",,,,,,
49090,VIRGINIA,BEDFORD,"39,225","35,292","20,398",,,,,,
49100,VIRGINIA,BLAND,"73,234","61,293","35,575",,,,,,
49110,VIRGINIA,BOTETOURT,"180,976","161,671","111,909",,,,,,
49111,VIRGINIA,BRISTOL CITY,"236,259","220,396","89,920",,,,,,
49120,VIRGINIA,BRUNSWICK,"10,462","9,445","23,736",,,,,,
49130,VIRGINIA,BUCHANAN,"1,319,131","1,230,969","435,407",,,,,,
49140,VIRGINIA,BUCKINGHAM,"73,327","60,957","21,084",,,,,,
49141,VIRGINIA,BUENA VISTA CITY,"4,546","3,069",0,,,,,,
49150,VIRGINIA,CAMPBELL,0,0,"11,243",,,,,,
49160,VIRGINIA,CAROLINE,"24,627","24,513","1,383",,,,,,
49170,VIRGINIA,CARROLL,"84,372","81,500","8,646",,,,,,
49180,VIRGINIA,CHARLES CITY,0,0,0,,,,,,
49190,VIRGINIA,CHARLOTTE,0,0,129,,,,,,
49191,VIRGINIA,CHARLOTTESVILLE CITY,"70,954","70,954","28,404",,,,,,
49194,VIRGINIA,CHESAPEAKE CITY,"47,435","43,957","16,795",,,,,,
49200,VIRGINIA,CHESTERFIELD,"182,798","173,513","102,078",,,,,,
49210,VIRGINIA,CLARKE,"12,264","11,595","4,914",,,,,,
49212,VIRGINIA,COLONIAL HEIGHTS CITY,0,0,"2,723",,,,,,
49213,VIRGINIA,COVINGTON CITY,"194,706","190,539","93,006",,,,,,
49220,VIRGINIA,CRAIG,0,0,"3,893",,,,,,
49230,VIRGINIA,CULPEPER,"118,494","111,347","21,566",,,,,,
49240,VIRGINIA,CUMBERLAND,0,0,0,,,,,,
49241,VIRGINIA,DANVILLE CITY,0,0,"3,288",,,,,,
49250,VIRGINIA,DICKENSON,"1,108,515","994,748","812,802",,,,,,
49260,VIRGINIA,DINWIDDIE,0,0,"1,457",,,,,,
49270,VIRGINIA,EMPORIA CITY,0,0,0,,,,,,
49280,VIRGINIA,ESSEX,0,0,"10,730",,,,,,
49288,VIRGINIA,FAIRFAX CITY,"2,201,195","2,007,610","891,941",,,,,,
49290,VIRGINIA,FAIRFAX,"14,478,169","13,342,150","6,161,868",,,,,,
49291,VIRGINIA,FALLS CHURCH CITY,"172,493","159,564","148,038",,,,,,
49300,VIRGINIA,FAUQUIER,"111,681","107,025","26,891",,,,,,
49310,VIRGINIA,FLOYD,"9,203","8,877","2,996",,,,,,
49320,VIRGINIA,FLUVANNA,"31,481","22,996","41,333",,,,,,
49328,VIRGINIA,FRANKLIN CITY,0,0,0,,,,,,
49330,VIRGINIA,FRANKLIN,"119,458","110,425","42,405",,,,,,
49340,VIRGINIA,FREDERICK,"65,283","63,009","7,462",,,,,,
49342,VIRGINIA,FREDERICKSBURG CITY,"11,397","10,734","6,931",,,,,,
49343,VIRGINIA,GALAX CITY,"87,381","73,838","7,533",,,,,,
49350,VIRGINIA,GILES,"12,043","10,317","24,894",,,,,,
49360,VIRGINIA,GLOUCESTER,"31,663","27,355","72,908",,,,,,
49370,VIRGINIA,GOOCHLAND,"7,665","7,665",421,,,,,,
49380,VIRGINIA,GRAYSON,"21,312","20,458","4,526",,,,,,
49390,VIRGINIA,GREENE,0,0,0,,,,,,
49400,VIRGINIA,GREENSVILLE,0,0,0,,,,,,
49410,VIRGINIA,HALIFAX,"12,308","11,943","11,163",,,,,,
49411,VIRGINIA,HAMPTON CITY,"207,796","194,407","106,077",,,,,,
49420,VIRGINIA,HANOVER,"269,125","259,576","120,534",,,,,,
49421,VIRGINIA,HARRISONBURG CITY,0,0,56,,,,,,
49430,VIRGINIA,HENRICO,"637,435","615,314","234,675",,,,,,
49440,VIRGINIA,HENRY,"119,339","109,188","40,713",,,,,,
49450,VIRGINIA,HIGHLAND,0,0,0,,,,,,
49451,VIRGINIA,HOPEWELL CITY,0,0,"8,286",,,,,,
49460,VIRGINIA,ISLE OF WIGHT,"1,883","1,883","5,401",,,,,,
49470,VIRGINIA,JAMES CITY,0,0,918,,,,,,
49480,VIRGINIA,KING AND QUEEN,"25,939","25,939","9,344",,,,,,
49490,VIRGINIA,KING GEORGE,"25,343","16,067",273,,,,,,
49500,VIRGINIA,KING WILLIAM,0,0,"2,705",,,,,,
49510,VIRGINIA,LANCASTER,0,0,681,,,,,,
49520,VIRGINIA,LEE,"805,612","741,000","342,839",,,,,,
49522,VIRGINIA,LEXINGTON CITY,"2,625","2,625","1,541",,,,,,
49530,VIRGINIA,LOUDOUN,"2,841,555","2,664,482","1,229,497",,,,,,
49540,VIRGINIA,LOUISA,"6,308","6,308","38,230",,,,,,
49550,VIRGINIA,LUNENBURG,"3,516","3,401","6,015",,,,,,
49551,VIRGINIA,LYNCHBURG CITY,"68,376","65,311","16,745",,,,,,
49560,VIRGINIA,MADISON,0,0,0,,,,,,
49561,VIRGINIA,MARTINSVILLE CITY,"8,733","8,611","3,881",,,,,,
49563,VIRGINIA,MANASSAS CITY,"1,698,741","1,588,203","737,554",,,,,,
49565,VIRGINIA,MANASSAS PARK CITY,0,0,0,,,,,,
49570,VIRGINIA,MATHEWS,0,0,"1,247",,,,,,
49580,VIRGINIA,MECKLENBURG,0,0,480,,,,,,
49590,VIRGINIA,MIDDLESEX,0,0,"2,451",,,,,,
49600,VIRGINIA,MONTGOMERY,"86,702","79,503","16,217",,,,,,
49620,VIRGINIA,NELSON,"87,531","82,763","41,713",,,,,,
49621,VIRGINIA,NEW KENT,"41,210","41,099","17,469",,,,,,
49622,VIRGINIA,NEWPORT NEWS CITY,"85,337","73,261","166,120",,,,,,
49641,VIRGINIA,NORFOLK CITY,"6,218","4,467",934,,,,,,
49650,VIRGINIA,NORTHAMPTON,0,0,"5,319",,,,,,
49660,VIRGINIA,NORTHUMBERLND,0,0,0,,,,,,
49661,VIRGINIA,NORTON CITY,"328,086","283,919","138,102",,,,,,
49670,VIRGINIA,NOTTOWAY,0,0,531,,,,,,
49680,VIRGINIA,ORANGE,"37,751","26,733","12,214",,,,,,
49690,VIRGINIA,PAGE,0,0,"1,224",,,,,,
49700,VIRGINIA,PATRICK,"20,225","19,061","5,680",,,,,,
49701,VIRGINIA,PETERSBURG CITY,0,0,0,,,,,,
49710,VIRGINIA,PITTSYLVANIA,0,0,0,,,,,,
49711,VIRGINIA,PORTSMOUTH CITY,0,0,"2,698",,,,,,
49712,VIRGINIA,POQUOSON,"38,922","36,045","11,265",,,,,,
49720,VIRGINIA,POWHATAN,"51,397","49,927","60,056",,,,,,
49730,VIRGINIA,PRINCE EDWARD,0,0,0,,,,,,
49740,VIRGINIA,PRINCE GEORGE,0,0,"1,114",,,,,,
49750,VIRGINIA,PRINCE WILLIAM,"4,262,188","3,956,289","1,709,033",,,,,,
49770,VIRGINIA,PULASKI,"188,903","175,777","29,794",,,,,,
49771,VIRGINIA,RADFORD CITY,0,0,0,,,,,,
49780,VIRGINIA,RAPPAHANNOCK,0,0,"11,231",,,,,,
49790,VIRGINIA,RICHMOND,0,0,0,,,,,,
49791,VIRGINIA,RICHMOND CITY,"83,881","72,391","41,679",,,,,,
49800,VIRGINIA,ROANOKE,"88,379","77,685","17,309",,,,,,
49801,VIRGINIA,ROANOKE CITY,"240,987","224,094","42,866",,,,,,
49810,VIRGINIA,ROCKBRIDGE,0,0,631,,,,,,
49820,VIRGINIA,ROCKINGHAM,"37,045","32,413","27,888",,,,,,
49830,VIRGINIA,RUSSELL,"948,009","878,339","423,109",,,,,,
49838,VIRGINIA,SALEM CITY,"24,476","24,476","29,486",,,,,,
49840,VIRGINIA,SCOTT,"208,749","181,975","47,503",,,,,,
49850,VIRGINIA,SHENANDOAH,0,0,"7,083",,,,,,
49860,VIRGINIA,SMYTH,"49,082","47,168","16,759",,,,,,
49870,VIRGINIA,SOUTHAMPTON,0,0,0,,,,,,
49880,VIRGINIA,SPOTSYLVANIA,"47,978","46,582","18,749",,,,,,
49890,VIRGINIA,STAFFORD,"121,209","117,714","18,542",,,,,,
49891,VIRGINIA,STAUNTON CITY,"28,246","27,363","16,372",,,,,,
49892,VIRGINIA,SUFFOLK CITY,0,0,"1,027",,,,,,
49900,VIRGINIA,SURRY,0,0,0,,,,,,
49910,VIRGINIA,SUSSEX,0,0,0,,,,,,
49920,VIRGINIA,TAZEWELL,"2,057,463","1,880,425","897,132",,,,,,
49921,VIRGINIA,VIRGINIA BEACH CITY,"76,190","76,039","15,716",,,,,,
49930,VIRGINIA,WARREN,"88,402","79,323","7,721",,,,,,
49950,VIRGINIA,WASHINGTON,"418,749","384,846","169,786",,,,,,
49951,VIRGINIA,WAYNESBORO CITY,0,0,697,,,,,,
49960,VIRGINIA,WESTMORELAND,"9,209","8,256","19,350",,,,,,
49961,VIRGINIA,WILLIAMSBURG CITY,0,0,"12,398",,,,,,
49962,VIRGINIA,WINCHESTER CITY,"97,903","95,264","11,295",,,,,,
49970,VIRGINIA,WISE,"2,506,212","2,187,677","1,229,507",,,,,,
49980,VIRGINIA,WYTHE,"100,826","96,530","86,722",,,,,,
49981,VIRGINIA,YORK,"39,374","36,585","41,837",,,,,,
50000,WASHINGTON,ADAMS,0,0,"4,071",,,,,,
50010,WASHINGTON,ASOTIN,0,0,"1,649",,,,,,
50020,WASHINGTON,BENTON,"14,015","11,137","43,050",,,,,,
50030,WASHINGTON,CHELAN,0,0,"10,935",,,,,,
50040,WASHINGTON,CLALLAM,"25,202","20,852","22,933",,,,,,
50050,WASHINGTON,CLARK,"290,833","260,721","159,273",,,,,,
50060,WASHINGTON,COLUMBIA,0,0,0,,,,,,
50070,WASHINGTON,COWLITZ,"176,428","153,605","81,546",,,,,,
50080,WASHINGTON,DOUGLAS,0,0,"1,487",,,,,,
50090,WASHINGTON,FERRY,0,0,0,,,,,,
50100,WASHINGTON,FRANKLIN,0,0,"25,273",,,,,,
50110,WASHINGTON,GARFIELD,"44,097","43,351","5,790",,,,,,
50120,WASHINGTON,GRANT,"16,781","14,686","44,381",,,,,,
50130,WASHINGTON,GRAYS HARBOR,0,0,"6,818",,,,,,
50140,WASHINGTON,ISLAND,0,0,"8,563",,,,,,
50150,WASHINGTON,JEFFERSON,0,0,146,,,,,,
50160,WASHINGTON,KING,"367,664","348,193","210,148",,,,,,
50170,WASHINGTON,KITSAP,"58,986","55,392","13,480",,,,,,
50180,WASHINGTON,KITTITAS,"14,809","14,809","43,010",,,,,,
50190,WASHINGTON,KLICKITAT,0,0,"2,554",,,,,,
50200,WASHINGTON,LEWIS,"130,303","121,130","70,052",,,,,,
50210,WASHINGTON,LINCOLN,0,0,"1,345",,,,,,
50220,WASHINGTON,MASON,0,0,"7,218",,,,,,
50230,WASHINGTON,OKANOGAN,0,0,655,,,,,,
50240,WASHINGTON,PACIFIC,0,0,"3,461",,,,,,
50250,WASHINGTON,PEND OREILLE,"2,062","2,062","6,015",,,,,,
50260,WASHINGTON,PIERCE,"113,267","108,040","122,629",,,,,,
50270,WASHINGTON,SAN JUAN,0,0,0,,,,,,
50280,WASHINGTON,SKAGIT,0,0,0,,,,,,
50290,WASHINGTON,SKAMANIA,0,0,0,,,,,,
50300,WASHINGTON,SNOHOMISH,"46,600","45,342","50,427",,,,,,
50310,WASHINGTON,SPOKANE,"357,210","338,373","261,056",,,,,,
50320,WASHINGTON,STEVENS,0,0,"1,749",,,,,,
50330,WASHINGTON,THURSTON,"24,362","23,306","27,220",,,,,,
50340,WASHINGTON,WAHKIAKUM,0,0,0,,,,,,
50350,WASHINGTON,WALLA WALLA,"183,115","175,364","172,622",,,,,,
50360,WASHINGTON,WHATCOM,0,0,"12,980",,,,,,
50370,WASHINGTON,WHITMAN,"87,583","86,037","16,755",,,,,,
50380,WASHINGTON,YAKIMA,"22,023","18,823","68,590",,,,,,
51000,WEST VIRGINIA,BARBOUR,"507,772","466,825","346,891",,,,,,
51010,WEST VIRGINIA,BERKELEY,"18,303","17,520","18,337",,,,,,
51020,WEST VIRGINIA,BOONE,"2,052,274","1,852,324","806,608",,,,,,
51030,WEST VIRGINIA,BRAXTON,"164,567","142,605","96,230",,,,,,
51040,WEST VIRGINIA,BROOKE,"75,337","72,571","13,663",,,,,,
51050,WEST VIRGINIA,CABELL,"1,719,550","1,514,929","941,622",,,,,,
51060,WEST VIRGINIA,CALHOUN,0,0,374,,,,,,
51070,WEST VIRGINIA,CLAY,"343,660","297,539","112,653",,,,,,
51080,WEST VIRGINIA,DODDRIDGE,"9,421","7,635","7,166",,,,,,
51090,WEST VIRGINIA,FAYETTE,"4,692,070","4,302,905","1,355,809",,,,,,
51100,WEST VIRGINIA,GILMER,"146,624","137,614","11,864",,,,,,
51110,WEST VIRGINIA,GRANT,0,0,0,,,,,,
51120,WEST VIRGINIA,GREENBRIER,"1,660,432","1,432,928","684,013",,,,,,
51130,WEST VIRGINIA,HAMPSHIRE,0,0,"10,124",,,,,,
51140,WEST VIRGINIA,HANCOCK,"74,786","63,530","6,402",,,,,,
51150,WEST VIRGINIA,HARDY,"27,480","26,370","13,288",,,,,,
51160,WEST VIRGINIA,HARRISON,"649,938","574,979","214,751",,,,,,
51170,WEST VIRGINIA,JACKSON,"174,791","160,908","63,645",,,,,,
51180,WEST VIRGINIA,JEFFERSON,"5,971","5,899",408,,,,,,
51190,WEST VIRGINIA,KANAWHA,"3,342,778","2,915,569","943,364",,,,,,
51200,WEST VIRGINIA,LEWIS,"65,237","56,242","35,936",,,,,,
51210,WEST VIRGINIA,LINCOLN,"536,186","449,562","288,670",,,,,,
51220,WEST VIRGINIA,LOGAN,"6,333,868","5,749,194","1,668,607",,,,,,
51230,WEST VIRGINIA,MC DOWELL,"3,866,528","3,465,856","1,164,429",,,,,,
51240,WEST VIRGINIA,MARION,"1,344,756","1,226,258","485,652",,,,,,
51250,WEST VIRGINIA,MARSHALL,"190,360","168,165","34,116",,,,,,
51260,WEST VIRGINIA,MASON,"282,454","262,370","29,641",,,,,,
51270,WEST VIRGINIA,MERCER,"2,938,734","2,582,504","1,035,340",,,,,,
51280,WEST VIRGINIA,MINERAL,0,0,"8,173",,,,,,
51290,WEST VIRGINIA,MINGO,"3,056,753","2,756,011","954,675",,,,,,
51300,WEST VIRGINIA,MONONGALIA,"678,182","586,775","286,301",,,,,,
51310,WEST VIRGINIA,MONROE,"292,467","254,164","235,770",,,,,,
51320,WEST VIRGINIA,MORGAN,"12,790","12,324","12,268",,,,,,
51330,WEST VIRGINIA,NICHOLAS,"979,266","847,453","531,908",,,,,,
51340,WEST VIRGINIA,OHIO,"174,467","158,667","58,299",,,,,,
51350,WEST VIRGINIA,PENDLETON,"4,812","4,812","4,516",,,,,,
51360,WEST VIRGINIA,PLEASANTS,0,0,688,,,,,,
51370,WEST VIRGINIA,POCAHONTAS,"133,048","115,240","107,801",,,,,,
51380,WEST VIRGINIA,PRESTON,"573,378","519,561","102,701",,,,,,
51390,WEST VIRGINIA,PUTNAM,"283,463","266,486","152,099",,,,,,
51400,WEST VIRGINIA,RALEIGH,"7,617,080","6,870,463","1,816,348",,,,,,
51410,WEST VIRGINIA,RANDOLPH,"338,024","294,006","173,595",,,,,,
51420,WEST VIRGINIA,RITCHIE,"50,388","48,123","24,617",,,,,,
51430,WEST VIRGINIA,ROANE,"107,163","97,586","44,558",,,,,,
51440,WEST VIRGINIA,SUMMERS,"800,280","746,641","595,371",,,,,,
51450,WEST VIRGINIA,TAYLOR,"130,937","125,753","58,821",,,,,,
51460,WEST VIRGINIA,TUCKER,"100,274","99,002","15,012",,,,,,
51470,WEST VIRGINIA,TYLER,"9,313","9,079","1,588",,,,,,
51480,WEST VIRGINIA,UPSHUR,"391,785","341,572","163,622",,,,,,
51490,WEST VIRGINIA,WAYNE,"369,041","314,805","121,278",,,,,,
51500,WEST VIRGINIA,WEBSTER,"342,664","302,505","233,234",,,,,,
51510,WEST VIRGINIA,WETZEL,"125,542","120,037","11,553",,,,,,
51520,WEST VIRGINIA,WIRT,0,0,"1,714",,,,,,
51530,WEST VIRGINIA,WOOD,"22,621","21,664","9,522",,,,,,
51540,WEST VIRGINIA,WYOMING,"3,209,983","2,876,177","894,439",,,,,,
52000,WISCONSIN,ADAMS,0,0,"5,449",,,,,,
52010,WISCONSIN,ASHLAND,"797,589","736,551","405,400",,,,,,
52020,WISCONSIN,BARRON,"2,337,667","2,209,148","2,205,366",,,,,,
52030,WISCONSIN,BAYFIELD,"723,567","683,186","456,140",,,,,,
52040,WISCONSIN,BROWN,"43,268","40,134",85,,,,,,
52050,WISCONSIN,BUFFALO,"36,141","30,240","31,208",,,,,,
52060,WISCONSIN,BURNETT,"1,232,490","1,129,155","1,141,733",,,,,,
52070,WISCONSIN,CALUMET,0,0,0,,,,,,
52080,WISCONSIN,CHIPPEWA,"1,406,361","1,334,651","976,128",,,,,,
52090,WISCONSIN,CLARK,0,0,"3,805",,,,,,
52100,WISCONSIN,COLUMBIA,"5,847,149","5,552,805","2,889,268",,,,,,
52110,WISCONSIN,CRAWFORD,"107,174","107,174","50,544",,,,,,
52120,WISCONSIN,DANE,"30,389,570","27,985,653","9,809,330",,,,,,
52130,WISCONSIN,DODGE,"1,089,924","1,058,966","792,495",,,,,,
52140,WISCONSIN,DOOR,"2,446","2,446","7,361",,,,,,
52150,WISCONSIN,DOUGLAS,"6,321,810","5,840,798","4,501,361",,,,,,
52160,WISCONSIN,DUNN,"2,032,843","1,960,788","1,607,491",,,,,,
52170,WISCONSIN,EAU CLAIRE,"3,406,868","3,188,517","1,561,959",,,,,,
52180,WISCONSIN,FLORENCE,0,0,0,,,,,,
52190,WISCONSIN,FOND DU LAC,"110,850","106,710","43,090",,,,,,
52200,WISCONSIN,FOREST,0,0,"2,480",,,,,,
52210,WISCONSIN,GRANT,"9,494,521","9,138,430","4,810,829",,,,,,
52220,WISCONSIN,GREEN,"125,767","117,696","65,837",,,,,,
52230,WISCONSIN,GREEN LAKE,"5,611","5,589","6,824",,,,,,
52240,WISCONSIN,IOWA,"2,986,751","2,864,827","1,551,005",,,,,,
52250,WISCONSIN,IRON,0,0,"6,659",,,,,,
52260,WISCONSIN,JACKSON,"27,619","26,741","9,239",,,,,,
52270,WISCONSIN,JEFFERSON,"4,368,583","4,123,160","2,717,557",,,,,,
52280,WISCONSIN,JUNEAU,"20,759","18,748","31,277",,,,,,
52290,WISCONSIN,KENOSHA,"23,630","22,212","16,128",,,,,,
52300,WISCONSIN,KEWAUNEE,0,0,0,,,,,,
52310,WISCONSIN,LA CROSSE,"69,071","68,711","3,811",,,,,,
52320,WISCONSIN,LAFAYETTE,"1,650,528","1,600,480","945,287",,,,,,
52330,WISCONSIN,LANGLADE,0,0,0,,,,,,
52340,WISCONSIN,LINCOLN,0,0,0,,,,,,
52350,WISCONSIN,MANITOWOC,0,0,0,,,,,,
52360,WISCONSIN,MARATHON,"8,570","7,396","2,212",,,,,,
52370,WISCONSIN,MARINETTE,0,0,0,,,,,,
52380,WISCONSIN,MARQUETTE,"41,984","41,876","2,073",,,,,,
52381,WISCONSIN,MENOMONEE,0,0,0,,,,,,
52390,WISCONSIN,MILWAUKEE,"54,058","44,540","23,429",,,,,,
52400,WISCONSIN,MONROE,"18,739","17,889","17,882",,,,,,
52410,WISCONSIN,OCONTO,0,0,0,,,,,,
52420,WISCONSIN,ONEIDA,"64,085","60,525","37,574",,,,,,
52430,WISCONSIN,OUTAGAMIE,0,0,"2,190",,,,,,
52440,WISCONSIN,OZAUKEE,"14,093","12,645","16,433",,,,,,
52450,WISCONSIN,PEPIN,"15,311","14,986","16,745",,,,,,
52460,WISCONSIN,PIERCE,"4,509,448","4,162,508","2,117,291",,,,,,
52470,WISCONSIN,POLK,"4,503,358","4,102,848","4,113,635",,,,,,
52480,WISCONSIN,PORTAGE,0,0,"2,093",,,,,,
52490,WISCONSIN,PRICE,0,0,"2,023",,,,,,
52500,WISCONSIN,RACINE,"55,677","52,533","1,524",,,,,,
52510,WISCONSIN,RICHLAND,"6,978","6,978","15,030",,,,,,
52520,WISCONSIN,ROCK,"14,237,036","13,651,636","6,457,202",,,,,,
52530,WISCONSIN,RUSK,0,0,437,,,,,,
52540,WISCONSIN,ST. CROIX,"7,176,129","6,527,834","4,470,293",,,,,,
52550,WISCONSIN,SAUK,"9,147,761","8,616,240","5,054,130",,,,,,
52560,WISCONSIN,SAWYER,"387,581","355,340","483,972",,,,,,
52570,WISCONSIN,SHAWANO,0,0,0,,,,,,
52580,WISCONSIN,SHEBOYGAN,0,0,"5,793",,,,,,
52590,WISCONSIN,TAYLOR,0,0,"1,688",,,,,,
52600,WISCONSIN,TREMPEALEAU,"133,445","130,765","49,754",,,,,,
52610,WISCONSIN,VERNON,0,0,186,,,,,,
52620,WISCONSIN,VILAS,0,0,"7,855",,,,,,
52630,WISCONSIN,WALWORTH,"159,331","142,535","117,937",,,,,,
52640,WISCONSIN,WASHBURN,"864,686","811,937","929,760",,,,,,
52650,WISCONSIN,WASHINGTON,0,0,"12,572",,,,,,
52660,WISCONSIN,WAUKESHA,"160,888","157,086","64,651",,,,,,
52670,WISCONSIN,WAUPACA,0,0,720,,,,,,
52680,WISCONSIN,WAUSHARA,0,0,31,,,,,,
52690,WISCONSIN,WINNEBAGO,"4,044","3,328","8,198",,,,,,
52700,WISCONSIN,WOOD,"8,367","8,324","2,815",,,,,,
53000,WYOMING,ALBANY,"481,270","470,382","287,938",,,,,,
53010,WYOMING,BIG HORN,"20,210","14,832","15,547",,,,,,
53020,WYOMING,CAMPBELL,0,0,112,,,,,,
53030,WYOMING,CARBON,"407,325","377,185","193,492",,,,,,
53040,WYOMING,CONVERSE,"4,475","4,475","22,971",,,,,,
53050,WYOMING,CROOK,0,0,0,,,,,,
53060,WYOMING,FREMONT,"52,929","52,195","2,545",,,,,,
53070,WYOMING,GOSHEN,0,0,"11,731",,,,,,
53080,WYOMING,HOT SPRINGS,0,0,0,,,,,,
53090,WYOMING,JOHNSON,0,0,"11,603",,,,,,
53100,WYOMING,LARAMIE,"2,177,119","2,089,985","1,222,031",,,,,,
53110,WYOMING,LINCOLN,"33,277","31,661","31,021",,,,,,
53120,WYOMING,NATRONA,"20,438","20,438","23,465",,,,,,
53130,WYOMING,NIOBRARA,0,0,0,,,,,,
53140,WYOMING,PARK,"42,003","42,003","1,530",,,,,,
53150,WYOMING,PLATTE,"11,827","10,608","4,110",,,,,,
53160,WYOMING,SHERIDAN,"6,851","6,683","81,580",,,,,,
53170,WYOMING,SUBLETTE,0,0,0,,,,,,
53180,WYOMING,SWEETWATER,"708,414","680,327","321,812",,,,,,
53190,WYOMING,TETON,"29,055","29,055","6,867",,,,,,
53200,WYOMING,UINTA,"74,318","70,429","71,729",,,,,,
53210,WYOMING,WASHAKIE,0,0,0,,,,,,
53220,WYOMING,WESTON,"14,049","13,118","4,000",,,,,,
63050,NORTHERN MARIANA ISLANDS,,0,0,0,,,,,,
64XXX,AMERICAN SAMOA,,0,0,0,,,,,,
65XXX,GUAM,,0,0,0,,,,,,
