SSA Code,State,County,Provider Number,CBSA 2015,IPPS Provider  2009,IPPS Provider  2010 A,IPPS Provider  2010 B,IPPS Provider  2011,IPPS Provider  2012,IPPS Provider  2013,IPPS Provider  2015
23490,MI,MACOMB,230264,47664,1.002,0.9879,0.9879,0.9738,0.9587,0.9628,0.9474
23510,MI,MARQUETTE,230054,NA,0.9361,0.9327,0.9326,0.9203,0.9237,0.9092,0.8938
23520,MI,MASON,230110,NA,0.8863,0.8797,0.8797,0.8561,0.8304,0.8297,0.8183
23530,MI,MECOSTA,230093,NA,0.8921,0.8855,0.8855,0.8649,0.8392,0.8385,0.8302
23550,MI,MIDLAND,230222,33220,0.941,0.9176,0.9176,0.8846,0.8482,0.8967,0.8584
23570,MI,MONROE,230099,33780,1.0163,1.0193,1.0192,0.9818,0.9689,0.9543,0.9545
23580,MI,MONTCALM,230208,24340,0.9245,0.9294,0.9293,0.927,0.9044,0.897,0.9013
23580,MI,MONTCALM,230035,24340,0.9245,0.9294,0.9293,0.927,0.9044,0.897,0.9013
23600,MI,MUSKEGON,230066,34740,1.0355,0.983,0.99,0.98,0.9958,1.0926,0.9573
23600,MI,MUSKEGON,230004,34740,1.0355,0.983,0.99,0.98,0.9958,1.0926,0.9573
23610,MI,NEWAYGO,230106,NA,1.0355,0.937,0.99,0.9343,0.9338,0.9339,0.9009
23620,MI,OAKLAND,230151,47664,1.0769,1.0139,1.0672,1.0062,1.001,1.0057,0.9922
23620,MI,OAKLAND,230130,47664,1.0769,1.0139,1.0672,1.0062,1.001,1.0057,0.9922
23620,MI,OAKLAND,230207,47664,1.0769,1.0139,1.0672,1.0062,1.001,1.0057,0.9922
23620,MI,OAKLAND,230254,47664,1.0769,1.0139,1.0672,1.0062,1.001,1.0057,0.9922
23620,MI,OAKLAND,230269,47664,1.0769,1.0139,1.0672,1.0062,1.001,1.0057,0.9922
23620,MI,OAKLAND,230277,47664,1.0769,1.0139,1.0672,1.0062,1.001,1.0057,0.9922
23620,MI,OAKLAND,230071,47664,1.0769,1.0139,1.0672,1.0062,1.001,1.0057,0.9922
23620,MI,OAKLAND,230029,47664,1.0769,1.0139,1.0672,1.0062,1.001,1.0057,0.9922
23620,MI,OAKLAND,230019,47664,1.0769,1.0139,1.0672,1.0062,1.001,1.0057,0.9922
23620,MI,OAKLAND,230013,47664,1.0769,1.0139,1.0672,1.0062,1.001,1.0057,0.9922
23620,MI,OAKLAND,230301,47664,1.002,0.9883,0.9883,1.0062,1.001,1.0057,0.9922
23620,MI,OAKLAND,230302,47664,,,,1.0062,1.001,1.0057,0.9922
23640,MI,OGEMAW,230095,NA,0.941,0.9176,0.9176,0.8846,0.8482,0.8753,0.8183
23680,MI,OTSEGO,230133,NA,0.8863,0.8797,0.8797,0.8561,0.8304,0.8297,0.8183
23690,MI,OTTAWA,230174,24340,1.0355,0.937,0.99,0.9343,0.9338,0.9339,0.9009
23690,MI,OTTAWA,230072,24340,1.0355,0.937,0.99,0.9343,0.9338,0.9339,0.9009
23690,MI,OTTAWA,230003,24340,1.0355,0.937,0.99,0.9343,0.9338,0.9339,0.9009
23720,MI,SAGINAW,230275,40980,0.9,0.9594,0.9594,0.9164,0.892,0.9119,0.8911
23720,MI,SAGINAW,230077,40980,1.0769,1.0139,1.0672,1.0062,0.892,0.9119,0.8911
23720,MI,SAGINAW,230070,40980,0.9,0.9594,0.9594,0.9164,0.892,0.9119,0.8911
23730,MI,ST. CLAIR,230031,47664,0.9939,0.9858,0.9858,0.9677,0.9637,0.9608,0.9474
23730,MI,ST. CLAIR,230216,47664,0.9939,0.9858,0.9858,0.9677,0.9637,0.9608,0.9474
23730,MI,ST. CLAIR,230241,47664,0.9939,0.9858,0.9858,0.9677,0.9637,0.9608,0.9474
23740,MI,ST. JOSEPH,230096,NA,1.0355,0.99,0.9899,0.993,0.9508,0.9688,0.9606
23740,MI,ST. JOSEPH,230015,NA,0.9158,0.9092,0.9092,0.8875,0.8618,0.8611,0.9536
23770,MI,SHIAWASSEE,230121,NA,0.9616,0.9564,0.9564,1.0044,1.0213,0.9426,1.0021
23790,MI,VAN BUREN,230085,28020,1.087,1.0251,1.0251,1.0261,0.9884,0.9767,0.9959
23800,MI,WASHTENAW,230259,11460,1.0406,1.0243,1.0243,1.0057,1.0064,1.003,1.0111
23800,MI,WASHTENAW,230156,11460,1.0406,1.0243,1.0243,1.0057,1.0064,1.003,1.0111
23800,MI,WASHTENAW,230144,11460,1.0406,1.0243,1.0243,,1.0064,1.003,1.0111
23800,MI,WASHTENAW,230046,11460,1.0406,1.0243,1.0243,1.0057,1.0064,1.003,1.0111
23810,MI,WAYNE,230024,19804,1.0163,0.9871,1.0023,0.9818,0.9689,0.9543,0.9545
23810,MI,WAYNE,230053,19804,1.0163,0.9871,1.0023,0.9818,0.9689,0.9543,0.9545
23810,MI,WAYNE,230297,19804,1.002,0.9871,1.0023,0.9818,0.9689,0.9543,0.9545
23810,MI,WAYNE,230273,19804,1.0163,0.9871,1.0023,0.9818,0.9689,0.9543,0.9545
23810,MI,WAYNE,230270,19804,1.0163,0.9871,1.0023,0.9818,0.9689,0.9543,0.9545
23810,MI,WAYNE,230244,19804,1.0163,0.9871,1.0023,0.9818,0.9689,0.9543,0.9545
23810,MI,WAYNE,230176,19804,1.0163,0.9871,1.0023,0.9818,0.9689,0.9543,0.9545
23810,MI,WAYNE,230165,19804,1.0163,0.9871,1.0023,0.9818,0.9689,0.9543,0.9545
23810,MI,WAYNE,230146,19804,1.0163,0.9871,1.0023,0.9818,0.9689,0.9543,0.9545
23810,MI,WAYNE,230142,19804,1.0163,0.9871,1.0023,0.9818,0.9689,0.9543,0.9545
23810,MI,WAYNE,230104,19804,1.0163,0.9871,1.0023,0.9818,0.9689,0.9543,0.9545
23810,MI,WAYNE,230089,19804,1.0163,0.9871,1.0023,0.9818,0.9689,0.9543,0.9545
23810,MI,WAYNE,230002,19804,1.0163,0.9871,1.0023,0.9818,0.9689,0.9543,0.9545
23810,MI,WAYNE,230020,19804,1.0163,0.9871,1.0023,0.9818,0.9689,0.9543,0.9545
23830,MI,WEXFORD,230081,NA,0.8863,0.8797,0.8797,0.8561,0.8304,0.8297,0.8183
24010,MN,ANOKA,240115,33460,1.0956,1.0945,1.0945,1.0971,1.0973,1.1117,1.0954
24010,MN,ANOKA,240132,33460,1.0956,1.0945,1.0945,1.0971,1.0973,1.1117,1.0954
24020,MN,BECKER,240101,NA,0.9086,0.9266,0.9266,0.9246,0.9285,0.9201,0.925
24030,MN,BELTRAMI,240206,NA,1.4402,1.4424,1.4424,1.4448,1.4448,1.4448,1.4448
24030,MN,BELTRAMI,240100,NA,0.9086,0.9266,0.9266,0.91,0.9139,0.9055,0.9108
24060,MN,BLUE EARTH,240093,31860,1.0956,1.0945,1.0945,1.0971,1.0973,1.1003,1.0887
24090,MN,CARVER,240056,33460,1.0956,1.0945,1.0945,1.0971,1.0973,1.1117,1.0954
24120,MN,CHISAGO,240050,33460,1.0956,1.0945,1.0945,1.0971,1.0973,1.1117,1.0954
24170,MN,CROW WING,240075,NA,1.0598,1.0773,1.0773,1.0996,1.077,1.0815,0.9108
24180,MN,DAKOTA,240207,33460,1.0956,1.0945,1.0945,1.0971,1.0973,1.1117,1.0954
24180,MN,DAKOTA,240059,33460,1.0956,1.0945,1.0945,1.0971,1.0973,1.1117,1.0954
24180,MN,DAKOTA,240014,33460,1.0956,1.0945,1.0945,1.0971,1.0973,1.1117,1.0954
24200,MN,DOUGLAS,240030,NA,1.0598,1.0773,1.0773,0.91,0.9139,0.9055,0.9108
24230,MN,FREEBORN,240043,NA,0.9086,0.9266,0.9266,0.91,0.9139,0.9055,0.9108
24240,MN,GOODHUE,240018,NA,0.9891,1.0071,1.0071,1.0022,1.0061,0.9977,1.0838
24260,MN,HENNEPIN,240214,33460,,,,,1.0973,1.1117,1.0954
24260,MN,HENNEPIN,240196,33460,1.0956,1.0945,1.0945,1.0971,1.0973,1.1117,1.0954
24260,MN,HENNEPIN,240080,33460,1.0956,1.0945,1.0945,1.0971,1.0973,1.1117,1.0954
24260,MN,HENNEPIN,240057,33460,1.0956,1.0945,1.0945,1.0971,1.0973,1.1117,1.0954
24260,MN,HENNEPIN,240053,33460,1.0956,1.0945,1.0945,1.0971,1.0973,1.1117,1.0954
24260,MN,HENNEPIN,240004,33460,1.0956,1.0945,1.0945,1.0971,1.0973,1.1117,1.0954
24260,MN,HENNEPIN,240001,33460,1.0956,1.0945,1.0945,1.0971,1.0973,1.1117,1.0954
24260,MN,HENNEPIN,240078,33460,1.0956,1.0945,1.0945,1.0971,1.0973,1.1117,1.0954
24290,MN,ISANTI,240020,33460,1.0956,1.0945,1.0945,1.0971,1.0973,1.1117,1.0954
24300,MN,ITASCA,240064,NA,1.0362,1.0641,1.0641,0.9327,0.9689,1.0954,0.9285
24330,MN,KANDIYOHI,240088,NA,1.0598,1.0773,1.0773,1.0996,1.077,1.0815,1.0877
24420,MN,MC LEOD,240187,NA,1.0956,0.9266,0.9266,1.0971,1.0973,1.1003,0.9108
24450,MN,MARTIN,240166,NA,0.9086,0.9266,0.9266,0.91,0.9139,0.9055,0.9108
24490,MN,MOWER,240117,NA,0.9613,0.9793,0.9793,0.9714,0.9753,0.9669,1.0036
24520,MN,NOBLES,240022,NA,0.9086,0.9266,0.9266,0.91,0.9139,0.9055,0.9108
24540,MN,OLMSTED,240010,40340,1.0941,1.0912,1.0912,1.0705,1.057,1.0625,1.1283
24540,MN,OLMSTED,240061,40340,1.0941,1.0912,1.0912,1.0705,1.057,1.0625,1.1283
24540,MN,OLMSTED,240006,40340,1.0941,1.0912,1.0912,1.0705,1.057,1.0625,1.1283
24550,MN,OTTER TAIL,240052,NA,0.9086,0.9266,0.9266,0.91,0.9139,0.9055,0.9108
24610,MN,RAMSEY,240106,33460,1.0956,1.0945,1.0945,1.0971,1.0973,1.1117,1.0954
24610,MN,RAMSEY,240063,33460,1.0956,1.0945,1.0945,1.0971,1.0973,1.1117,1.0954
24610,MN,RAMSEY,240038,33460,1.0956,1.0945,1.0945,1.0971,1.0973,1.1117,1.0954
24610,MN,RAMSEY,240210,33460,1.0956,1.0945,1.0945,1.0971,1.0973,1.1117,1.0954
24650,MN,RICE,240071,NA,1.0956,1.0945,1.0945,1.0971,1.0973,1.1003,1.0838
24680,MN,ST. LOUIS,240084,20260,1.0479,1.0641,1.0641,1.0743,1.054,1.1065,1.0374
24680,MN,ST. LOUIS,240047,20260,1.0479,1.0641,1.0641,1.0743,1.054,1.1065,1.0374
24680,MN,ST. LOUIS,240040,20260,1.0479,1.0641,1.0641,1.0743,1.054,1.1065,1.0374
24680,MN,ST. LOUIS,240019,20260,1.0479,1.0641,1.0641,1.0743,1.054,1.1065,1.0374
24680,MN,ST. LOUIS,240002,20260,1.0479,1.0641,1.0641,1.0743,1.054,1.1065,1.0374
24690,MN,SCOTT,240104,33460,1.0956,1.0945,1.0945,1.0971,1.0973,1.1117,1.0954
24700,MN,SHERBURNE,240141,33460,1.0956,1.0945,1.0945,1.0971,1.0973,1.1117,1.1038
24720,MN,STEARNS,240036,41060,1.1506,1.1685,1.1685,1.1595,1.1263,1.1643,1.1099
24730,MN,STEELE,240069,NA,1.0956,1.0945,1.0945,1.0971,1.0973,1.1003,1.1283
24810,MN,WASHINGTON,240213,33460,1.0956,1.0945,1.0945,1.0971,1.0973,1.1117,1.0954
24810,MN,WASHINGTON,240066,33460,1.0956,1.0945,1.0945,1.0971,1.0973,1.1117,1.0954
24840,MN,WINONA,240044,NA,0.9711,0.9891,0.9891,0.9832,0.9871,0.9787,1.02
24850,MN,WRIGHT,240076,33460,1.0956,1.0945,1.0945,1.0971,1.0973,1.1117,1.0954
25000,MS,ADAMS,250122,NA,0.8418,0.7717,0.8462,0.7685,0.7586,0.7841,0.7553
25000,MS,ADAMS,250084,NA,0.7625,0.7717,0.7717,0.7685,0.7586,0.7541,0.7553
25010,MS,ALCORN,250009,NA,0.833,0.841,0.841,0.8337,0.791,0.7541,0.7555
25030,MS,ATTALA,250059,NA,0.7625,0.7717,0.7717,0.7685,0.7586,0.7541,0.7553
25050,MS,BOLIVAR,250093,NA,0.7625,0.7717,0.7717,0.7685,0.8788,0.8592,0.8607
25080,MS,CHICKASAW,250017,NA,0.7625,0.7717,0.7717,0.7685,0.7586,0.7541,0.7553
25120,MS,CLAY,250067,NA,0.7625,0.7717,0.7717,0.7685,0.7586,0.7541,0.7553
25130,MS,COAHOMA,250042,NA,0.8876,0.8936,0.8936,0.892,0.8788,0.8592,0.8607
25160,MS,DE SOTO,250141,32820,0.9294,0.9265,0.9265,0.9244,0.9202,0.8967,0.8924
25170,MS,FORREST,250094,25620,0.8418,0.83,0.8462,0.8276,0.8106,0.8229,0.7933
25170,MS,FORREST,250078,25620,0.8418,0.83,0.8462,0.8276,0.8106,0.8229,0.7933
25190,MS,GEORGE,250036,NA,0.8,0.8284,0.8284,0.8141,0.7733,0.7561,0.7779
25210,MS,GRENADA,250015,NA,0.7625,0.7717,0.7717,0.7685,0.7586,0.7541,0.7553
25220,MS,HANCOCK,250162,25060,0.8879,0.8737,0.8736,0.8805,0.8453,0.8428,0.7915
25230,MS,HARRISON,250123,25060,0.8865,0.8723,0.8722,0.878,0.8428,0.8403,0.7886
25230,MS,HARRISON,250019,25060,0.8865,0.8723,0.8722,0.878,0.8428,0.8403,0.7886
25230,MS,HARRISON,250007,25060,0.8865,0.8723,0.8722,0.878,0.8428,0.8403,0.7886
25240,MS,HINDS,250001,27140,0.8064,0.8191,0.8191,0.8033,0.8154,0.8042,0.7749
25240,MS,HINDS,250152,27140,0.8064,0.8191,0.8191,0.8033,0.8154,0.8042,0.7749
25240,MS,HINDS,250102,27140,0.8064,0.8191,0.8191,0.8033,0.8154,0.8042,0.7749
25240,MS,HINDS,250072,27140,0.8064,0.8191,0.8191,0.8033,0.8154,0.8042,0.7749
25240,MS,HINDS,250048,27140,0.8064,0.8191,0.8191,0.8033,0.8154,0.8042,0.7749
25290,MS,JACKSON,250040,25060,0.8418,0.83,0.8462,0.8276,0.8106,0.8029,0.8021
25300,MS,JASPER,250018,NA,0.7625,0.7717,0.7717,0.7685,0.7586,0.7541,0.7553
25310,MS,JEFFERSON,250060,NA,0.7625,0.7717,0.7717,0.7685,0.7586,0.7841,0.7749
25330,MS,JONES,250058,NA,0.7625,0.7717,0.7717,0.7685,0.7586,0.7541,0.7553
25350,MS,LAFAYETTE,250034,NA,0.8876,0.8936,0.8936,0.892,0.8788,0.8592,0.8607
25370,MS,LAUDERDALE,250151,NA,0.7625,0.7717,0.7717,0.7685,0.7586,0.7541,0.7553
25370,MS,LAUDERDALE,250104,NA,0.8284,0.8402,0.8402,0.8389,0.8248,0.8152,0.7553
25370,MS,LAUDERDALE,250081,NA,0.8284,0.8402,0.8402,0.8389,0.8248,0.7541,0.7553
25370,MS,LAUDERDALE,250069,NA,0.8284,0.8402,0.8402,0.8389,0.8248,0.8152,0.8061
25400,MS,LEE,250004,NA,0.8876,0.8936,0.8936,0.892,0.8788,0.8592,0.8607
25410,MS,LEFLORE,250099,NA,0.8064,0.8191,0.8191,0.8033,0.8154,0.8042,0.7749
25420,MS,LINCOLN,250057,NA,0.7625,0.7717,0.7717,0.7685,0.7586,0.7541,0.7553
25430,MS,LOWNDES,250100,NA,0.8284,0.8402,0.8402,0.8389,0.8248,0.8152,0.8061
25440,MS,MADISON,250038,27140,0.8064,0.8191,0.8191,0.8033,0.8154,0.8042,0.7749
25450,MS,MARION,250085,NA,0.7625,0.7717,0.7717,0.7685,0.7586,0.7541,0.7553
25460,MS,MARSHALL,250012,32820,0.9294,0.9265,0.9265,0.9244,0.9202,0.8967,0.8924
25470,MS,MONROE,250025,NA,0.7625,0.7717,0.7717,0.7685,0.7586,0.7541,0.7553
25480,MS,MONTGOMERY,250051,NA,0.7625,0.7717,0.7717,0.7685,0.7586,0.7541,0.7553
25490,MS,NESHOBA,250043,NA,0.7625,0.7717,0.7717,0.7685,0.7586,0.7541,0.7553
25490,MS,NESHOBA,250127,NA,1.4402,1.4424,1.4424,1.4448,1.4448,1.4448,1.4448
25520,MS,OKTIBBEHA,250050,NA,0.7625,0.7717,0.7717,0.7685,0.7586,0.7541,0.7553
25530,MS,PANOLA,250128,NA,0.8071,0.8163,0.8163,0.813,0.8031,0.7986,0.7959
25540,MS,PEARL RIVER,250117,NA,0.8418,0.83,0.8462,0.8276,0.8106,0.8029,0.8177
25560,MS,PIKE,250097,NA,0.8132,0.8239,0.8239,0.8545,0.8448,0.8109,0.7911
25560,MS,PIKE,250049,NA,0.7625,0.7717,0.7717,0.7685,0.7586,0.7541,0.7553
25580,MS,PRENTISS,250044,NA,0.7878,0.7717,0.7717,0.7685,0.7586,0.7541,0.7553
25600,MS,RANKIN,250138,27140,0.8064,0.8191,0.8191,0.8033,0.8154,0.8042,0.7749
25600,MS,RANKIN,250136,27140,0.8064,0.8191,0.8191,0.8033,0.8154,0.8042,0.7749
25600,MS,RANKIN,250134,27140,0.8064,0.8191,0.8191,0.8033,0.8154,0.8042,0.7749
25600,MS,RANKIN,250096,27140,0.8064,0.8191,0.8191,0.8033,0.8154,0.8042,0.7749
25620,MS,SHARKEY,250079,NA,0.7625,0.8191,0.8191,0.8033,0.8154,0.7541,0.7553
25630,MS,SIMPSON,250124,27140,0.8064,0.8191,0.8191,0.8033,0.8154,0.8042,0.7749
25660,MS,SUNFLOWER,250095,NA,0.7625,0.7717,0.7717,0.8033,0.8154,0.8042,0.7553
25680,MS,TATE,250126,32820,0.9294,0.9265,0.9265,0.9244,0.9202,0.8967,0.8924
25690,MS,TIPPAH,250010,NA,0.7625,0.7717,0.7717,0.7685,0.7586,0.7541,0.7553
25700,MS,TISHOMINGO,250002,NA,0.8418,0.7717,0.8462,0.8112,0.773,0.7614,0.7553
25720,MS,UNION,250006,NA,0.8876,0.8936,0.8936,0.892,0.8788,0.8592,0.7553
25740,MS,WARREN,250031,NA,0.8064,0.8191,0.8191,0.8033,0.8154,0.8042,0.7749
25750,MS,WASHINGTON,250082,NA,0.812,0.7767,0.7767,0.8269,0.7937,0.8009,0.8062
25760,MS,WAYNE,250077,NA,0.7625,0.7717,0.7717,0.7685,0.7586,0.7541,0.7553
25770,MS,WEBSTER,250020,NA,0.7625,0.7717,0.7717,0.7685,0.7586,0.7541,0.7553
25790,MS,WINSTON,250027,NA,0.7625,0.7717,0.7717,0.7685,0.8154,0.8042,0.7553
25800,MS,YALOBUSHA,250061,NA,0.7625,0.7717,0.7717,0.7685,0.7586,0.7541,0.7553
26000,MO,ADAIR,260022,NA,0.8713,0.857,0.857,0.8469,0.8541,0.832,0.8293
26030,MO,AUDRAIN,260064,NA,0.8504,0.8444,0.8444,0.8157,0.8088,0.832,0.8276
26060,MO,BATES,260034,28140,0.9423,0.8164,0.8164,0.8119,0.8088,0.7929,0.7996
26090,MO,BOONE,260141,17860,0.8437,0.8571,0.8571,0.8227,0.8088,0.832,0.8281
26090,MO,BOONE,260068,17860,0.8437,0.8571,0.8571,0.8227,0.8088,0.832,0.8281
26100,MO,BUCHANAN,260006,41140,0.8415,0.8164,0.8164,0.8119,0.8088,0.7929,0.7996
26110,MO,BUTLER,260119,NA,0.8423,0.8684,0.8684,0.8401,0.8328,0.8371,0.8351
26130,MO,CALLAWAY,260209,27620,0.9012,0.8868,0.8868,0.8562,0.8537,0.8341,0.8407
26140,MO,CAMDEN,260186,NA,0.8788,0.8868,0.8868,0.8562,0.8537,0.8503,0.8276
26150,MO,CAPE GIRARDEAU,260183,16020,0.8963,0.894,0.894,0.8858,0.8943,0.9128,0.9166
26150,MO,CAPE GIRARDEAU,260110,16020,0.8523,0.894,0.894,0.8858,0.8943,0.9128,0.9
26180,MO,CASS,260214,28140,0.9423,0.9555,0.9555,0.951,0.9494,0.9442,0.9239
26230,MO,CLAY,260096,28140,0.9423,0.9555,0.9555,0.951,0.9494,0.9442,0.9239
26230,MO,CLAY,260177,28140,0.9423,0.9555,0.9555,0.951,0.9494,0.9442,0.9239
26240,MO,CLINTON,260057,28140,0.9423,0.9555,0.9555,0.951,0.9494,0.9442,0.9239
26250,MO,COLE,260047,27620,0.8415,0.8164,0.8164,0.8119,0.8088,0.7929,0.7996
26250,MO,COLE,260011,27620,0.9012,0.8868,0.8868,0.8562,0.8537,0.8341,0.8407
26260,MO,COOPER,260004,NA,0.8415,0.8164,0.8164,0.8119,0.8088,0.7929,0.7996
26340,MO,DUNKLIN,260015,NA,0.8423,0.8164,0.8164,0.8119,0.8088,0.7929,0.7996
26350,MO,FRANKLIN,260052,41180,0.8963,0.9043,0.9043,0.9014,0.9068,0.924,0.9166
26380,MO,GREENE,260065,44180,0.8523,0.8586,0.8586,0.8485,0.8799,0.8657,0.839
26380,MO,GREENE,260040,44180,0.8523,0.8586,0.8586,0.8485,0.8799,0.8657,0.839
26380,MO,GREENE,260207,44180,0.8523,0.8586,0.8586,0.8485,0.8799,0.8657,0.839
26410,MO,HENRY,260175,NA,0.9423,0.9555,0.9555,0.951,0.9494,0.9442,0.9239
26450,MO,HOWELL,260078,NA,0.8415,0.8164,0.8164,0.8119,0.8543,0.8503,0.7996
26470,MO,JACKSON,260216,28140,0.9423,0.9555,0.9555,0.951,0.9494,0.9442,0.9239
26470,MO,JACKSON,260190,28140,0.9423,0.9555,0.9555,0.951,0.9494,0.9442,0.9239
26470,MO,JACKSON,260193,28140,0.9423,0.9555,0.9555,0.951,0.9494,0.9442,0.9239
26470,MO,JACKSON,260027,28140,0.9423,0.9555,0.9555,0.951,0.9494,0.9442,0.9239
26470,MO,JACKSON,260095,28140,0.9423,0.9555,0.9555,0.951,0.9494,0.9442,0.9239
26470,MO,JACKSON,260085,28140,0.9423,0.9555,0.9555,0.951,0.9494,0.9442,0.9239
26470,MO,JACKSON,260102,28140,0.9423,0.9555,0.9555,0.951,0.9494,0.9442,0.9239
26470,MO,JACKSON,260138,28140,0.9423,0.9555,0.9555,0.951,0.9494,0.9442,0.9239
26470,MO,JACKSON,260048,28140,0.9423,0.9555,0.9555,0.951,0.9494,0.9442,0.9239
26470,MO,JACKSON,260211,28140,0.9423,0.9555,0.9555,0.951,0.9494,0.9442,0.9239
26480,MO,JASPER,260001,27900,0.9677,0.8486,0.8486,0.8413,0.8374,0.7929,0.8808
26480,MO,JASPER,260137,27900,0.9677,0.8486,0.8486,0.8413,0.8374,0.7929,0.8373
26490,MO,JEFFERSON,260023,41180,0.8963,0.9043,0.9043,0.9014,0.9068,0.924,0.9166
26490,MO,JEFFERSON,260081,41180,0.8963,0.9043,0.9043,0.9014,0.9068,0.924,0.9166
26500,MO,JOHNSON,260097,NA,0.8715,0.8464,0.8464,0.8477,0.8446,0.9442,0.9239
26520,MO,LACLEDE,260059,NA,0.8492,0.8241,0.8241,0.8163,0.8132,0.7973,0.8055
26630,MO,MARION,260025,NA,0.8963,0.8924,0.8924,0.8913,0.8943,0.8294,0.9166
26710,MO,NEW MADRID,260113,NA,0.8415,0.8322,0.8322,0.8338,0.8421,0.8294,0.8309
26730,MO,NODAWAY,260050,NA,1.025,0.8164,0.8164,0.8119,1.028,0.9775,0.9855
26770,MO,PEMISCOT,260070,NA,0.8415,0.8164,0.8164,0.8119,0.8088,0.7929,0.7996
26790,MO,PETTIS,260009,NA,0.9423,0.9555,0.9555,0.8562,0.9494,0.9442,0.8276
26800,MO,PHELPS,260017,NA,0.8788,0.8868,0.8868,0.8562,0.8537,0.8341,0.8276
26820,MO,PLATTE,260062,28140,0.9423,0.9555,0.9555,0.951,0.9494,0.9442,0.9239
26821,MO,POLK,260195,44180,0.8415,0.8164,0.8164,0.8119,0.8088,0.7929,0.7996
26870,MO,RANDOLPH,260074,NA,0.8437,0.8444,0.8444,0.8227,0.8537,0.832,0.8276
26900,MO,RIPLEY,260080,NA,0.8415,0.8164,0.8164,0.8119,0.8088,0.7929,0.7996
26910,MO,ST. CHARLES,260200,41180,0.8963,0.9043,0.9043,0.9014,0.9068,0.924,0.9166
26910,MO,ST. CHARLES,260191,41180,0.8963,0.9043,0.9043,0.9014,0.9068,0.924,0.9166
26910,MO,ST. CHARLES,260005,41180,0.8963,0.9043,0.9043,0.9014,0.9068,0.924,0.9166
26910,MO,ST. CHARLES,260219,41180,0.8963,0.9043,0.9043,0.9014,0.9068,0.924,0.9166
26911,MO,ST. CLAIR,260147,NA,0.8415,0.8164,0.8164,0.8119,0.8088,0.7929,0.7996
26930,MO,ST. FRANCOIS,260116,NA,0.8502,0.8322,0.8322,0.8338,0.8943,0.9128,0.8113
26930,MO,ST. FRANCOIS,260163,NA,0.8502,0.8251,0.8251,0.8213,0.8182,0.8023,0.8113
26940,MO,ST. LOUIS,260180,41180,0.8963,0.9043,0.9043,0.9014,0.9068,0.924,0.9166
26940,MO,ST. LOUIS,260179,41180,0.8963,0.9043,0.9043,0.9014,0.9068,0.924,0.9166
26940,MO,ST. LOUIS,260176,41180,0.8963,0.9043,0.9043,0.9014,0.9068,0.924,0.9166
26940,MO,ST. LOUIS,260108,41180,0.8963,0.9043,0.9043,0.9014,0.9068,0.924,0.9166
26940,MO,ST. LOUIS,260104,41180,0.8963,0.9043,0.9043,0.9014,0.9068,0.924,0.9166
26940,MO,ST. LOUIS,260091,41180,0.8963,0.9043,0.9043,0.9014,0.9068,0.924,0.9166
26940,MO,ST. LOUIS,260077,41180,0.8963,0.9043,0.9043,0.9014,0.9068,0.924,0.9166
26940,MO,ST. LOUIS,260020,41180,0.8963,0.9043,0.9043,0.9014,0.9068,0.924,0.9166
26940,MO,ST. LOUIS,260162,41180,0.8963,0.9043,0.9043,0.9014,0.9068,0.924,0.9166
26950,MO,ST. LOUIS CITY,260210,41180,0.8963,0.9043,0.9043,0.9014,0.9068,0.924,0.9166
26950,MO,ST. LOUIS CITY,260105,41180,0.8963,0.9043,0.9043,0.9014,0.9068,0.924,0.9166
26950,MO,ST. LOUIS CITY,260032,41180,0.8963,0.9043,0.9043,0.9014,0.9068,0.924,0.9166
26970,MO,SALINE,260142,NA,0.8415,0.8164,0.8164,0.8119,0.8088,0.7929,0.7996
26985,MO,STODDARD,260160,NA,0.8415,0.8308,0.8308,0.8263,0.8232,0.8088,0.8155
26988,MO,TANEY,260094,NA,0.8523,0.8586,0.8586,0.8485,0.8543,0.8503,0.839
26989,MO,TEXAS,260024,NA,0.8415,0.8164,0.8164,0.8119,0.8088,0.7929,0.7996
26990,MO,VERNON,260061,NA,0.8415,0.8164,0.8164,0.8119,0.8088,0.7929,0.7996
27060,MT,CASCADE,270086,24500,0.8647,0.8364,0.8364,1,1,1,1
27060,MT,CASCADE,270012,24500,0.8738,0.8364,0.8916,1,1,1,1
27140,MT,FLATHEAD,270087,NA,0.8607,0.8296,0.8296,1,1,1,1
27140,MT,FLATHEAD,270051,NA,0.8876,0.8916,0.8916,1,1,1,1
27150,MT,GALLATIN,270057,NA,0.9011,0.8296,0.9021,1,1,1,1
27170,MT,GLACIER,270074,NA,1.4402,1.4424,1.4424,1.4448,1.4448,1.4448,1.4448
27200,MT,HILL,270032,NA,0.9011,0.8296,0.9021,1,1,1,1
27240,MT,LEWIS AND CLARK,270003,NA,0.8647,0.8364,0.8364,1,1,1,1
27310,MT,MISSOULA,270023,33540,0.9011,0.9066,0.9066,1,1,1,1
27310,MT,MISSOULA,270014,33540,0.8958,0.9066,0.9066,1,1,1,1
27460,MT,SILVER BOW,270017,NA,0.8876,0.8916,0.8916,1,1,1,1
27550,MT,YELLOWSTONE,270049,13740,0.9011,0.9021,0.9021,1,1,1,1
27550,MT,YELLOWSTONE,270004,13740,0.9011,0.9021,0.9021,1,1,1,1
28000,NE,ADAMS,280032,NA,0.9301,0.9257,0.9257,0.8846,0.9257,0.9255,0.8793
