SSA Code,State,County,Provider Number,CBSA 2015,IPPS Provider  2009,IPPS Provider  2010 A,IPPS Provider  2010 B,IPPS Provider  2011,IPPS Provider  2012,IPPS Provider  2013,IPPS Provider  2015
14141,IL,COOK,140181,16974,1.0275,1.0394,1.0394,1.0505,1.045,1.0416,1.0329
14141,IL,COOK,140180,16974,1.0275,1.0394,1.0394,1.0505,1.045,1.0416,1.0329
14141,IL,COOK,140179,16974,1.0275,1.0394,1.0394,1.0505,1.045,1.0416,1.0329
14141,IL,COOK,140172,16974,1.0275,1.0394,1.0394,1.0505,1.045,1.0416,1.0329
14141,IL,COOK,140223,16974,1.0275,1.0394,1.0394,1.0505,1.045,1.0416,1.0329
14141,IL,COOK,140151,16974,1.0275,1.0394,1.0394,1.0505,1.045,1.0416,1.0247
14141,IL,COOK,140150,16974,1.0275,1.0394,1.0394,1.0505,1.045,1.0416,1.0329
14141,IL,COOK,140133,16974,1.0275,1.0394,1.0394,1.0505,1.045,1.0416,1.0329
14141,IL,COOK,140088,16974,1.0275,1.0394,1.0394,1.0505,1.045,1.0416,1.0329
14141,IL,COOK,140177,16974,1.0275,1.0394,1.0394,1.0505,1.045,1.0416,1.0329
14141,IL,COOK,140197,16974,1.0275,1.0394,1.0394,1.0505,1.045,1.0416,1.0329
14141,IL,COOK,140118,16974,1.0275,1.0394,1.0394,1.0505,1.045,1.0416,1.0329
14141,IL,COOK,140114,16974,1.0275,1.0394,1.0394,1.0505,1.045,1.0416,1.0329
14141,IL,COOK,140068,16974,1.0275,1.0394,1.0394,1.0505,1.045,1.0416,1.0329
14141,IL,COOK,140065,16974,1.0275,1.0394,1.0394,1.0505,1.045,1.0416,1.0329
14141,IL,COOK,140250,16974,1.0275,1.0394,1.0394,1.0505,1.045,1.0416,1.0329
14141,IL,COOK,140080,16974,1.0275,1.0394,1.0394,1.0505,1.045,1.0416,1.0329
14141,IL,COOK,140063,16974,1.0275,1.0394,1.0394,1.0505,1.045,1.0416,1.0329
14141,IL,COOK,140119,16974,1.0275,1.0394,1.0394,1.0505,1.045,1.0416,1.0329
14141,IL,COOK,140054,16974,1.0275,1.0394,1.0394,1.0505,1.045,1.0416,1.0329
14141,IL,COOK,140051,16974,1.0275,1.0394,1.0394,1.0505,1.045,1.0416,1.0247
14141,IL,COOK,140049,16974,1.0275,1.0394,1.0394,1.0505,1.045,1.0416,1.0329
14141,IL,COOK,140048,16974,1.0275,1.0394,1.0394,1.0505,1.045,1.0416,1.0329
14141,IL,COOK,140018,16974,1.0275,1.0394,1.0394,1.0505,1.045,1.0416,1.0329
14141,IL,COOK,140010,16974,1.0275,1.0394,1.0394,1.0505,1.045,1.0416,1.0329
14141,IL,COOK,140008,16974,1.0275,1.0394,1.0394,1.0505,1.045,1.0416,1.0329
14141,IL,COOK,140095,16974,1.0275,1.0394,1.0394,1.0505,1.045,1.0416,1.0329
14141,IL,COOK,140103,16974,1.0275,1.0394,1.0394,1.0505,1.045,1.0416,1.0329
14170,IL,DE KALB,140286,20994,1.0275,1.0385,1.0385,1.0489,1.0498,1.0416,1.0179
14250,IL,DU PAGE,140242,16974,1.0275,1.0385,1.0385,1.0489,1.0498,1.0416,1.0247
14250,IL,DU PAGE,140231,16974,1.0275,1.0385,1.0385,1.0489,1.0498,1.0416,1.0247
14250,IL,DU PAGE,140200,16974,1.0275,1.0385,1.0385,1.0489,1.0498,1.0416,1.0247
14250,IL,DU PAGE,140122,16974,1.0275,1.0385,1.0385,1.0489,1.0498,1.0416,1.0247
14250,IL,DU PAGE,140292,16974,1.0275,1.0385,1.0385,1.0489,1.0498,1.0416,1.0247
14250,IL,DU PAGE,140288,16974,1.0275,1.0385,1.0385,1.0489,1.0498,1.0416,1.0247
14330,IL,EFFINGHAM,140032,NA,0.8963,0.8924,0.8924,0.8913,0.8943,0.9128,0.9166
14370,IL,FULTON,140001,NA,0.8767,0.8691,0.8691,0.8659,0.8742,0.8715,0.834
14400,IL,GRUNDY,140101,16974,1.0275,1.0385,1.0385,1.0489,1.0498,1.0416,1.0247
14460,IL,IROQUOIS,140167,NA,0.8398,0.8322,0.8322,0.8338,0.8421,0.9163,0.8743
14470,IL,JACKSON,140164,16060,0.8963,0.8924,0.8924,0.8401,0.8421,0.8394,0.8351
14490,IL,JEFFERSON,140046,NA,0.8963,0.8924,0.8924,0.8913,0.8943,0.9128,0.9166
14490,IL,JEFFERSON,140294,NA,0.8398,0.8322,0.8322,0.8338,0.8421,0.8394,0.8309
14500,IL,JERSEY,140059,41180,0.8963,0.9043,0.9043,0.9014,0.9068,0.924,0.8309
14530,IL,KANE,140211,20994,1.0275,1.0385,1.0385,1.0489,1.0498,1.0416,1.0217
14530,IL,KANE,140174,20994,1.0275,1.0385,1.0385,1.0489,1.0498,1.0416,1.0217
14530,IL,KANE,140030,20994,1.0275,1.0385,1.0385,1.0489,1.0498,1.0416,1.0217
14530,IL,KANE,140029,20994,1.0275,1.0385,1.0385,1.0489,1.0498,1.0416,1.0217
14530,IL,KANE,140217,20994,1.0275,1.0385,1.0385,1.0489,1.0498,1.0416,1.0217
14540,IL,KANKAKEE,140186,28100,1.039,1.0385,1.0385,1.0518,1.0377,1.0416,1.0247
14540,IL,KANKAKEE,140155,28100,1.039,1.0385,1.0385,1.0518,1.0377,1.0416,1.0247
14560,IL,KNOX,140040,NA,0.9121,0.9268,0.9268,0.9133,0.8922,0.909,0.9382
14560,IL,KNOX,140064,NA,0.9121,0.9268,0.9268,0.9133,0.8922,0.909,0.9382
14570,IL,LAKE,140130,29404,1.0357,1.0394,1.0394,1.0683,1.045,1.0425,1.0329
14570,IL,LAKE,140202,29404,1.0357,1.0394,1.0394,1.0683,1.045,1.0425,1.0329
14570,IL,LAKE,140291,29404,1.0357,1.0394,1.0394,1.0683,1.045,1.0425,1.0329
14570,IL,LAKE,140100,29404,1.0357,1.0394,1.0394,1.0683,1.045,1.0425,1.0329
14570,IL,LAKE,140084,29404,1.0357,1.0394,1.0394,1.0683,1.045,1.0425,1.0329
14580,IL,LA SALLE,140234,NA,0.8713,0.8637,0.8637,0.864,0.8723,0.8696,0.8569
14580,IL,LA SALLE,140026,NA,0.8713,0.8637,0.8637,0.864,0.8723,0.8696,0.8569
14580,IL,LA SALLE,140110,NA,1.0275,1.0385,1.0385,1.0376,1.0377,1.0416,1.0247
14600,IL,LEE,140012,NA,1.0275,1.0385,1.0385,1.0376,1.0377,1.0416,1.0084
14610,IL,LIVINGSTON,140161,NA,0.8566,1.0385,1.0385,1.0376,1.0377,1.0416,1.0247
14630,IL,MC DONOUGH,140089,NA,0.8398,0.8322,0.8322,0.8338,0.8421,0.8394,0.8309
14640,IL,MC HENRY,140176,16974,1.0289,1.0399,1.0399,1.0505,1.045,1.0418,1.0329
14640,IL,MC HENRY,140116,16974,1.0289,1.0399,1.0399,1.0505,1.045,1.0418,1.0329
14650,IL,MC LEAN,140127,14010,0.9485,0.9475,0.9475,0.9519,0.9562,0.9342,0.9085
14650,IL,MC LEAN,140162,14010,0.9485,0.9475,0.9475,0.9519,0.9562,0.9342,0.9085
14660,IL,MACON,140166,19500,0.8398,0.9055,0.9055,0.9108,0.9385,0.8394,0.8614
14660,IL,MACON,140135,19500,0.885,0.9055,0.9055,0.9108,0.8421,0.8858,0.8614
14680,IL,MADISON,140289,41180,0.8963,0.9043,0.9043,0.9014,0.9068,0.924,0.9166
14680,IL,MADISON,140052,41180,0.8963,0.9043,0.9043,0.9014,0.9068,0.924,0.9166
14680,IL,MADISON,140125,41180,0.8963,0.9043,0.9043,0.9014,0.9068,0.924,0.9166
14680,IL,MADISON,140002,41180,0.8963,0.9043,0.9043,0.9014,0.9068,0.924,0.9166
14690,IL,MARION,140034,NA,0.8963,0.8924,0.8924,0.8913,0.8943,0.9128,0.9166
14770,IL,MORGAN,140058,NA,0.8963,0.9323,0.9323,0.8903,0.8943,0.9128,0.9166
14800,IL,PEORIA,140067,37900,0.9121,0.9268,0.9268,0.9243,0.8922,0.8818,0.8841
14800,IL,PEORIA,140013,37900,0.9121,0.9268,0.9268,0.9243,0.8922,0.8818,0.8595
14800,IL,PEORIA,140209,37900,0.9121,0.9268,0.9268,0.9243,0.8922,0.8818,0.8595
14880,IL,RICHLAND,140147,NA,0.8398,0.8322,0.8322,0.8338,0.8421,0.8394,0.8309
14890,IL,ROCK ISLAND,140280,19340,0.857,0.8471,0.8471,0.8615,0.9149,0.909,0.9642
14890,IL,ROCK ISLAND,140275,19340,0.857,0.8471,0.8471,0.8615,0.9149,0.909,0.9642
14900,IL,ST. CLAIR,140077,41180,0.8963,0.9043,0.9043,0.9014,0.9068,0.924,0.9166
14900,IL,ST. CLAIR,140187,41180,0.8963,0.9043,0.9043,0.9014,0.9068,0.924,0.9166
14900,IL,ST. CLAIR,140185,41180,0.8963,0.9043,0.9043,0.9014,0.9068,0.924,0.9166
14910,IL,SALINE,140210,NA,0.8398,0.8322,0.8322,0.8338,0.8421,0.8394,0.8309
14920,IL,SANGAMON,140148,44100,0.9099,0.9323,0.9323,0.8903,0.8744,0.9041,0.896
14920,IL,SANGAMON,140053,44100,0.9099,0.9323,0.9323,0.8903,0.8744,0.9041,0.896
14950,IL,SHELBY,140019,NA,0.8398,0.8322,0.8322,0.8338,0.8421,0.8394,0.8309
14970,IL,STEPHENSON,140160,NA,0.9721,1,1,0.9824,0.9748,0.9626,0.9713
14980,IL,TAZEWELL,140120,37900,0.9121,0.9268,0.9268,0.9243,0.8922,0.8818,0.8595
14982,IL,VERMILION,140093,19180,0.9675,0.8737,0.8737,0.9673,0.9815,1.0044,0.9795
14988,IL,WHITESIDE,140043,NA,0.857,0.8471,0.8471,0.8615,0.9149,0.909,0.9382
14989,IL,WILL,140007,16974,1.0275,1.0385,1.0385,1.0489,1.0498,1.0416,1.0247
14989,IL,WILL,140304,16974,,1.0385,1.0385,1.0489,1.0498,1.0416,1.0247
14989,IL,WILL,140213,16974,1.0275,1.0385,1.0385,1.0489,1.0498,1.0416,1.0247
14990,IL,WILLIAMSON,140184,16060,0.8398,0.8322,0.8322,0.8338,0.8421,0.8394,0.8351
14990,IL,WILLIAMSON,140011,16060,0.8398,0.8322,0.8322,0.8338,0.8421,0.8394,0.8309
14991,IL,WINNEBAGO,140228,40420,0.9825,1.0142,1.0142,1.0002,0.9911,0.979,0.9713
14991,IL,WINNEBAGO,140239,40420,0.9825,1.0142,1.0142,1.0002,0.9911,0.979,0.9713
14991,IL,WINNEBAGO,140233,40420,0.9825,1.0142,1.0142,1.0002,0.9911,0.979,0.9713
15010,IN,ALLEN,150168,23060,,0.895,0.895,0.9252,0.928,0.9491,0.9324
15010,IN,ALLEN,150167,23060,,0.895,0.895,0.9252,0.928,0.9491,0.9324
15010,IN,ALLEN,150150,23060,0.8975,0.895,0.895,0.9252,0.928,0.9491,0.9324
15010,IN,ALLEN,150047,23060,0.8975,0.895,0.895,0.9252,0.928,0.9491,0.9324
15010,IN,ALLEN,150021,23060,0.8975,0.895,0.895,0.9252,0.928,0.9491,0.9324
15010,IN,ALLEN,150017,23060,0.8975,0.895,0.895,0.9252,0.928,0.9491,0.9324
15020,IN,BARTHOLOMEW,150112,18020,0.9828,0.9546,0.9546,0.9508,0.9489,0.9608,0.9948
15050,IN,BOONE,150104,26900,0.9783,0.9593,0.9593,0.9508,0.9489,0.975,1.0009
15080,IN,CASS,150072,NA,0.857,0.8618,0.8618,0.8451,0.8677,0.8422,0.8373
15090,IN,CLARK,150163,31140,0.9209,0.89,0.89,0.8817,0.8825,0.8742,0.8531
15090,IN,CLARK,150009,31140,0.9209,0.89,0.89,0.8817,0.8825,0.8742,0.8531
15090,IN,CLARK,150176,31140,,,,0.8817,0.8825,0.8742,0.8531
15130,IN,DAVIESS,150061,NA,0.8465,0.8513,0.8513,0.8358,0.8584,0.8329,0.8265
15140,IN,DEARBORN,150086,17140,0.956,0.9397,0.9397,0.9589,0.9333,0.9319,0.926
15160,IN,DE KALB,150045,NA,0.8975,0.895,0.895,0.8358,0.8584,0.8329,0.8265
15170,IN,DELAWARE,150089,34620,0.8465,0.8709,0.8709,0.8693,0.8584,0.9032,0.9858
15180,IN,DUBOIS,150115,NA,0.8465,0.8513,0.8513,0.8358,0.8584,0.8329,0.8476
15190,IN,ELKHART,150026,21140,0.9525,0.9463,0.9463,0.944,0.9335,0.9245,0.8914
15190,IN,ELKHART,150018,21140,0.9525,0.9463,0.9463,0.944,0.9335,0.9245,0.8914
15200,IN,FAYETTE,150064,NA,0.8465,0.8513,0.8513,0.9508,0.9489,0.9608,0.8265
15210,IN,FLOYD,150044,31140,0.9209,0.89,0.89,0.8817,0.8825,0.8742,0.8531
15210,IN,FLOYD,150172,31140,,,,0.8817,0.8825,0.8742,0.8531
15260,IN,GRANT,150011,NA,0.9661,0.9593,0.9593,0.9508,0.9489,0.9608,0.9863
15280,IN,HAMILTON,150059,26900,0.9783,0.9593,0.9593,0.9508,0.9489,0.975,1.0009
15280,IN,HAMILTON,150153,26900,0.9783,0.9593,0.9593,0.9508,0.9489,0.975,1.0009
15280,IN,HAMILTON,150161,26900,0.9783,0.9593,0.9593,0.9508,0.9489,0.975,1.0009
15280,IN,HAMILTON,150157,26900,0.9783,0.9593,0.9593,0.9508,0.9489,0.975,1.0009
15290,IN,HANCOCK,150037,26900,0.9783,0.9593,0.9593,0.9508,0.9489,0.975,1.0009
15310,IN,HENDRICKS,150005,26900,0.9783,0.9593,0.9593,0.9508,0.9489,0.975,1.0009
15310,IN,HENDRICKS,150158,26900,0.9783,0.9593,0.9593,0.9508,0.9489,0.975,1.0009
15320,IN,HENRY,150030,NA,0.9661,0.9593,0.9593,0.9508,0.9489,0.9608,0.9863
15330,IN,HOWARD,150010,29020,0.9225,0.971,0.971,0.8975,0.9035,0.8598,0.8907
15330,IN,HOWARD,150007,29020,0.9225,0.971,0.971,0.8975,0.9035,0.8598,0.8907
15340,IN,HUNTINGTON,150091,NA,0.8975,0.895,0.895,0.9252,0.928,0.9491,0.9324
15350,IN,JACKSON,150065,NA,0.9661,0.9593,0.9593,0.9508,0.9489,0.9608,0.8265
15380,IN,JEFFERSON,150069,NA,0.956,0.9397,0.9397,0.9589,0.9333,0.9319,0.926
15400,IN,JOHNSON,150001,26900,0.9783,0.9593,0.9593,0.9508,0.9489,0.975,1.0009
15410,IN,KNOX,150042,NA,0.8763,0.8637,0.8637,0.8684,0.8772,0.86,0.8704
15420,IN,KOSCIUSKO,150133,NA,0.9396,0.9269,0.9269,0.944,0.928,0.9491,0.8801
15440,IN,LAKE,150034,23844,1.0274,1.0383,1.0383,1.0376,1.0377,1.0416,1.0247
15440,IN,LAKE,150166,23844,0.9267,1.0383,1.0383,1.0376,1.0377,1.0416,1.0247
15440,IN,LAKE,150165,23844,0.9267,1.0383,1.0383,1.0376,1.0377,1.0416,1.0247
15440,IN,LAKE,150125,23844,1.0274,1.0383,1.0383,1.0376,1.0377,1.0416,1.0247
15440,IN,LAKE,150090,23844,1.0274,1.0383,1.0383,1.0376,1.0377,1.0416,1.0247
15440,IN,LAKE,150008,23844,1.0274,1.0383,1.0383,1.0376,1.0377,1.0416,1.0247
15440,IN,LAKE,150004,23844,1.0274,1.0383,1.0383,1.0376,1.0377,1.0416,1.0247
15440,IN,LAKE,150002,23844,1.0274,1.0383,1.0383,1.0376,1.0377,1.0416,1.0247
15440,IN,LAKE,150126,23844,1.0274,1.0383,1.0383,1.0376,1.0377,1.0416,1.0247
15450,IN,LA PORTE,150015,33140,0.9267,0.921,0.921,0.9351,0.9242,0.954,0.9337
15450,IN,LA PORTE,150006,33140,0.9396,0.9269,0.9269,0.944,0.9335,0.9245,0.9337
15470,IN,MADISON,150088,26900,0.9661,0.9593,0.9593,0.9508,0.9489,0.9608,1.0128
15470,IN,MADISON,150113,26900,0.9661,0.9593,0.9593,0.9508,0.9489,0.9608,1.0128
15480,IN,MARION,150154,26900,0.9783,0.9593,0.9593,0.9508,0.9489,0.975,1.0009
15480,IN,MARION,150129,26900,0.9783,0.9593,0.9593,0.9508,0.9489,0.975,1.0009
15480,IN,MARION,150084,26900,0.9783,0.9593,0.9593,0.9508,0.9489,0.975,1.0009
15480,IN,MARION,150128,26900,0.9783,0.9593,0.9593,0.9508,0.9489,0.975,1.0009
15480,IN,MARION,150074,26900,0.9783,0.9593,0.9593,0.9508,0.9489,0.975,1.0009
15480,IN,MARION,150056,26900,0.9783,0.9593,0.9593,0.9508,0.9489,0.975,1.0009
15480,IN,MARION,150169,26900,,0.9593,0.9593,0.9508,0.9489,0.975,1.0009
15480,IN,MARION,150160,26900,0.9783,0.9593,0.9593,0.9508,0.9489,0.975,1.0009
15480,IN,MARION,150162,26900,0.9783,0.9593,0.9593,0.9508,0.9489,0.975,1.0009
15480,IN,MARION,150024,26900,0.9783,0.9593,0.9593,0.9508,0.9489,0.975,1.0009
15490,IN,MARSHALL,150076,NA,0.9396,0.9269,0.9269,0.944,0.9335,0.9245,0.8801
15520,IN,MONROE,150164,14020,0.939,0.9311,0.9311,0.9241,0.8969,0.8878,0.9202
15520,IN,MONROE,150051,14020,0.9661,0.9593,0.9593,0.9508,0.9489,0.9608,0.9863
15530,IN,MONTGOMERY,150022,NA,0.8623,0.8671,0.8671,0.8609,0.8835,0.858,0.865
15540,IN,MORGAN,150057,26900,0.9783,0.9593,0.9593,0.9508,0.9489,0.975,1.0009
15540,IN,MORGAN,150038,26900,0.9783,0.9593,0.9593,0.9508,0.9489,0.975,1.0009
15560,IN,NOBLE,150146,NA,0.9525,0.9463,0.9463,0.9409,0.9467,0.9135,0.9324
15630,IN,PORTER,150035,23844,1.0274,0.9168,0.9168,0.9088,0.9033,0.9283,0.9441
15700,IN,ST. JOSEPH,150012,43780,0.9783,0.9599,0.9599,0.9839,0.9335,0.9402,0.9025
15700,IN,ST. JOSEPH,150177,43780,,,,,0.9335,0.9402,0.9025
15700,IN,ST. JOSEPH,150058,43780,0.9783,0.9599,0.9599,0.9839,0.9335,0.9402,0.9025
15720,IN,SHELBY,150097,26900,0.9783,0.9593,0.9593,0.9508,0.9489,0.975,1.0009
15740,IN,STARKE,150102,NA,0.9267,0.9168,0.9168,0.9088,0.9174,0.9283,0.9441
15780,IN,TIPPECANOE,150173,29200,,,,0.9207,0.9426,0.9218,0.951
15780,IN,TIPPECANOE,150003,29200,0.902,0.9115,0.9115,0.9207,0.8584,0.9218,0.951
15780,IN,TIPPECANOE,150109,29200,0.902,0.9115,0.9115,0.9207,0.9426,0.9218,0.951
15810,IN,VANDERBURGH,150100,21780,0.8498,0.8513,0.8513,0.8358,0.8597,0.8401,0.8581
15810,IN,VANDERBURGH,150082,21780,0.8498,0.8513,0.8513,0.8358,0.8597,0.8401,0.8581
15830,IN,VIGO,150023,45460,0.9661,0.9593,0.9593,0.9508,0.9489,0.9608,0.9863
15830,IN,VIGO,150046,45460,0.9103,0.9078,0.9078,0.9207,0.9213,0.9056,0.9134
15860,IN,WARRICK,150175,21780,,,,0.8358,0.8597,0.8401,0.8581
15860,IN,WARRICK,150149,21780,0.8498,0.8513,0.8513,0.8358,0.8597,0.8401,0.8581
15880,IN,WAYNE,150048,NA,0.956,0.9397,0.9397,0.9589,0.9333,0.9319,0.926
15890,IN,WELLS,150075,23060,0.8975,0.895,0.895,0.9252,0.928,0.9491,0.9324
15910,IN,WHITLEY,150101,23060,0.8975,0.895,0.895,0.9252,0.928,0.9491,0.9324
16060,IA,BLACK HAWK,160110,47940,0.8954,0.8564,0.891,0.8469,0.8541,0.8535,0.8612
16060,IA,BLACK HAWK,160067,47940,0.8954,0.8564,0.891,0.8469,0.8541,0.8535,0.8612
16060,IA,BLACK HAWK,160040,47940,0.8954,0.8564,0.891,0.8469,0.8541,0.8535,0.8612
16130,IA,CARROLL,160005,NA,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8293
16160,IA,CERRO GORDO,160064,NA,1.0364,0.9259,0.9756,0.91,0.9139,0.9055,0.9108
16200,IA,CLAY,160112,NA,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8293
16220,IA,CLINTON,160080,NA,0.902,0.8564,0.8565,0.8615,0.9149,0.909,0.9382
16280,IA,DES MOINES,160057,NA,0.9089,0.9152,0.9153,0.9379,0.9747,0.9692,0.9509
16290,IA,DICKINSON,160124,NA,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8293
16300,IA,DUBUQUE,160117,20220,0.8954,0.8626,0.8627,0.8523,0.8541,0.841,0.8691
16300,IA,DUBUQUE,160069,20220,0.8954,0.8626,0.8627,0.8523,0.8541,0.841,0.8691
16490,IA,JASPER,160032,NA,0.9189,0.8799,0.88,0.8818,0.889,0.8556,0.9062
16510,IA,JOHNSON,160058,26980,0.9319,0.9407,0.9409,0.9507,0.9917,0.9885,0.9631
16510,IA,JOHNSON,160029,26980,0.9319,0.9407,0.9409,0.9507,0.9917,0.9885,0.9631
16550,IA,LEE,160122,NA,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8293
16550,IA,LEE,160008,NA,0.8954,0.8564,0.8565,0.8469,0.8541,0.8207,0.8293
16560,IA,LINN,160079,16300,0.8954,0.8908,0.891,0.8759,0.8748,0.8728,0.8652
16560,IA,LINN,160045,16300,0.8954,0.8908,0.891,0.8759,0.8748,0.8728,0.8652
16630,IA,MARSHALL,160001,NA,0.8954,0.9521,0.9522,0.9481,0.9516,0.9318,0.9062
16690,IA,MUSCATINE,160013,NA,0.9133,0.8743,0.8744,0.8661,0.8733,0.8399,0.8548
16760,IA,POLK,160024,19780,0.9442,0.9521,0.9522,0.9481,0.9642,0.9436,0.9062
16760,IA,POLK,160083,19780,0.9442,0.9521,0.9522,0.9481,0.9642,0.9436,0.9062
16760,IA,POLK,160082,19780,0.9442,0.9521,0.9522,0.9481,0.9642,0.9436,0.9062
16760,IA,POLK,160101,19780,0.9442,0.9521,0.9522,0.9481,0.9642,0.9436,0.9062
16770,IA,POTTAWATTAMIE,160047,36540,0.9329,0.9541,0.9542,0.9507,0.9786,0.9848,0.9555
16770,IA,POTTAWATTAMIE,160028,36540,0.9329,0.9541,0.9542,0.9507,0.9786,0.9848,0.9555
16780,IA,POWESHIEK,160147,NA,0.8954,0.9274,0.9276,0.923,0.9516,0.9318,0.8293
16810,IA,SCOTT,160033,19340,0.8954,0.8564,0.8565,0.8615,0.9149,0.909,0.9642
16810,IA,SCOTT,160104,19340,0.8954,0.8564,0.8565,0.8615,0.9149,0.909,0.9642
16840,IA,STORY,160030,11180,0.9412,0.9546,0.9547,1.0012,1.004,0.9593,0.9308
16890,IA,WAPELLO,160089,NA,0.9089,0.9152,0.9153,0.8469,0.8541,0.8207,0.8293
16930,IA,WEBSTER,160016,NA,0.8954,0.9274,0.9276,0.923,0.9338,0.8846,0.8743
16960,IA,WOODBURY,160146,43580,0.8954,0.8937,0.8939,0.8924,0.9363,0.8847,0.8818
16960,IA,WOODBURY,160153,43580,0.8954,0.8937,0.8939,0.8924,0.9363,0.8847,0.8818
17040,KS,BARTON,170191,NA,0.8055,0.8183,0.8183,0.7987,0.808,0.7935,0.7763
17050,KS,BOURBON,170058,NA,0.8055,0.8183,0.8183,0.951,0.9494,0.9442,0.7763
17070,KS,BUTLER,170197,48620,0.8947,0.8962,0.8961,0.8815,0.8569,0.8548,0.8316
17070,KS,BUTLER,170017,48620,0.8947,0.8962,0.8961,0.8815,0.8569,0.8548,0.8316
17150,KS,COFFEY,170094,NA,0.8055,0.8183,0.8183,0.7987,0.808,0.7935,0.7763
17170,KS,COWLEY,170150,NA,0.8221,0.8349,0.8349,0.813,0.8223,0.8078,0.7878
17180,KS,CRAWFORD,170006,NA,0.9316,0.8485,0.8485,0.8413,0.8374,0.7935,0.819
17220,KS,DOUGLAS,170137,29940,0.8055,0.8183,0.8183,0.7987,0.808,0.7935,0.7763
17250,KS,ELLIS,170013,NA,0.8753,0.8743,0.8743,0.8846,0.878,0.8665,0.8676
17270,KS,FINNEY,170023,NA,0.8753,0.8743,0.8743,0.7987,0.808,0.7935,0.7763
17280,KS,FORD,170175,NA,0.8753,0.8743,0.8743,0.8712,0.8569,0.8437,0.8316
17290,KS,FRANKLIN,170014,NA,0.9423,0.9555,0.9554,0.951,0.9494,0.9442,0.9239
17300,KS,GEARY,170074,NA,0.8055,0.8183,0.8183,0.7987,0.808,0.7935,0.9537
17330,KS,GRANT,170110,NA,0.8055,0.8183,0.8183,0.7987,0.808,0.7935,0.7763
17390,KS,HARVEY,170103,48620,0.8947,0.8962,0.8961,0.8815,0.8569,0.8548,0.8316
17450,KS,JOHNSON,170176,28140,0.9423,0.9555,0.9554,0.951,0.9494,0.9442,0.9239
17450,KS,JOHNSON,170185,28140,0.9423,0.9555,0.9554,0.951,0.9494,0.9442,0.9239
17450,KS,JOHNSON,170188,28140,0.9423,0.9555,0.9554,0.951,0.9494,0.9442,0.9239
17450,KS,JOHNSON,170182,28140,0.9423,0.9555,0.9554,0.951,0.9494,0.9442,0.9239
17450,KS,JOHNSON,170104,28140,0.9423,0.9555,0.9554,0.951,0.9494,0.9442,0.9239
17450,KS,JOHNSON,170049,28140,0.9423,0.9555,0.9554,0.951,0.9494,0.9442,0.9239
17450,KS,JOHNSON,170194,28140,0.9423,0.9555,0.9554,0.951,0.9494,0.9442,0.9239
17450,KS,JOHNSON,170199,28140,,,,0.951,0.9494,0.9442,0.9239
17490,KS,LABETTE,170120,NA,0.9316,0.8485,0.8485,0.7987,0.8374,0.7935,0.819
17510,KS,LEAVENWORTH,170009,28140,0.9423,0.9555,0.9554,0.951,0.9494,0.9442,0.9239
17510,KS,LEAVENWORTH,170133,28140,0.9423,0.9555,0.9554,0.951,0.9494,0.9442,0.9239
17550,KS,LYON,170001,NA,0.8055,0.8183,0.8183,0.7987,0.808,0.7935,0.7763
17560,KS,MCPHERSON,170075,NA,0.8055,0.8183,0.8183,0.7987,0.808,0.7935,0.7763
17560,KS,MCPHERSON,170105,NA,0.8055,0.8183,0.8183,0.7987,0.808,0.7935,0.7763
17600,KS,MIAMI,170109,28140,0.9423,0.9555,0.9554,0.951,0.9494,0.9442,0.9239
17620,KS,MONTGOMERY,170145,NA,0.8055,0.8183,0.8183,0.7987,0.808,0.7935,0.7763
17620,KS,MONTGOMERY,170010,NA,0.8055,0.8183,0.8183,0.7987,0.808,0.7935,0.7938
17640,KS,MORTON,170166,NA,0.8055,0.8183,0.8183,0.7987,0.808,0.7935,0.7763
17750,KS,PRATT,170027,NA,0.8055,0.8183,0.8183,0.7987,0.808,0.7935,0.7763
17770,KS,RENO,170198,NA,0.8055,0.8183,0.8183,0.7987,0.808,0.7935,0.7763
17770,KS,RENO,170020,NA,0.8753,0.8743,0.8743,0.8712,0.8569,0.8437,0.8316
17800,KS,RILEY,170142,31740,0.8688,0.8963,0.8962,0.8903,0.8821,0.892,0.9139
17800,KS,RILEY,170190,31740,0.8688,0.8183,0.8183,0.7987,0.808,0.892,0.9139
17840,KS,SALINE,170187,NA,0.8055,0.8183,0.8183,0.7987,0.808,0.7935,0.7763
17840,KS,SALINE,170012,NA,0.8753,0.8743,0.8743,0.7987,0.808,0.7935,0.7763
17860,KS,SEDGWICK,170183,48620,0.8947,0.8962,0.8961,0.8815,0.8569,0.8548,0.8316
17860,KS,SEDGWICK,170123,48620,0.8947,0.8962,0.8961,0.8815,0.8569,0.8548,0.8316
17860,KS,SEDGWICK,170122,48620,0.8947,0.8962,0.8961,0.8815,0.8569,0.8548,0.8316
17860,KS,SEDGWICK,170200,48620,,,,,0.8569,0.8548,0.8316
17860,KS,SEDGWICK,170196,48620,0.8947,0.8962,0.8961,0.8815,0.8569,0.8548,0.8316
17860,KS,SEDGWICK,170186,48620,0.8947,0.8962,0.8961,0.8815,0.8569,0.8548,0.8316
