DISABLED -- REPRICING ADJUSTMENTS TO THE 2009-2013 OUTPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART B REIMBURSEMENT,,,,
15900,INDIANA                  ,WHITE,"8,367","9,144","5,725","6,347","3,810"
15910,INDIANA                  ,WHITLEY,"8,199","7,072","2,014","-1,135",-633
16000,IOWA                     ,ADAIR,"-1,301","-1,328",-531,"-1,425",-471
16010,IOWA                     ,ADAMS,"-2,370","-1,180",-700,"-1,454",-290
16020,IOWA                     ,ALLAMAKEE,"-1,503","-1,220",118,"-1,752","-3,638"
16030,IOWA                     ,APPANOOSE,"-4,052","-2,580","-2,632","-4,331",-835
16040,IOWA                     ,AUDUBON,-463,"-1,111","-1,198","-2,258",-824
16050,IOWA                     ,BENTON,"-4,927","-4,441","-1,045","-3,367","-2,799"
16060,IOWA                     ,BLACK HAWK,"-49,379","-24,634","33,744","15,026","27,110"
16070,IOWA                     ,BOONE,"-2,477","-4,253","-7,714","-8,041","-5,352"
16080,IOWA                     ,BREMER,"-4,097",-795,"2,104",907,"1,774"
16090,IOWA                     ,BUCHANAN,"-2,703","-1,032","1,960",-948,-183
16100,IOWA                     ,BUENA VISTA,-781,319,-657,"-2,511",-5
16110,IOWA                     ,BUTLER,"-4,908","-1,946","1,574",400,"1,227"
16120,IOWA                     ,CALHOUN,"-3,404","-5,258","-3,318","-4,402",-151
16130,IOWA                     ,CARROLL,"-6,968","-2,866","-8,543","-8,243","-1,770"
16140,IOWA                     ,CASS,279,-215,-278,"-2,887","-2,026"
16150,IOWA                     ,CEDAR,"1,655","1,274",869,-941,"-1,437"
16160,IOWA                     ,CERRO GORDO,"-84,933","-29,421","1,413","1,257","3,032"
16170,IOWA                     ,CHEROKEE,-966,458,-847,"-1,525",-173
16180,IOWA                     ,CHICKASAW,"-1,317",-490,"1,340",634,"1,293"
16190,IOWA                     ,CLARKE,"-1,695","-1,825","-2,798","-2,755","-2,231"
16200,IOWA                     ,CLAY,"-5,784","-1,814","-2,799","-2,201",810
16210,IOWA                     ,CLAYTON,"-1,253","-1,168",-254,"-1,114","-1,386"
16220,IOWA                     ,CLINTON,"26,815","44,358","35,434","15,705","16,397"
16230,IOWA                     ,CRAWFORD,73,-105,-470,"-1,695",-971
16240,IOWA                     ,DALLAS,"-6,521","-8,016","-10,539","-11,531","-6,577"
16250,IOWA                     ,DAVIS,"-1,094","-1,915",-773,"-2,885",109
16260,IOWA                     ,DECATUR,"-1,968",-548,"-2,522","-2,588","-1,548"
16270,IOWA                     ,DELAWARE,"-1,208",-287,"-1,196","-1,650",-153
16280,IOWA                     ,DES MOINES,"31,227","25,677","4,145","-19,807","-12,776"
16290,IOWA                     ,DICKINSON,"-3,483","-1,072",-774,-655,"1,473"
16300,IOWA                     ,DUBUQUE,"-4,770","9,576","12,336","9,408","18,502"
16310,IOWA                     ,EMMET,456,-388,-47,157,197
16320,IOWA                     ,FAYETTE,"-2,559",-297,"2,366",-328,394
16330,IOWA                     ,FLOYD,"-17,547","-5,264","1,893",649,"1,056"
16340,IOWA                     ,FRANKLIN,"-3,643","-3,337",126,-364,163
16350,IOWA                     ,FREMONT,83,-337,-455,"-2,975",-648
16360,IOWA                     ,GREENE,"-1,010","-1,621","-1,970","-3,354","-1,597"
16370,IOWA                     ,GRUNDY,"-1,512",-828,654,-32,-224
16380,IOWA                     ,GUTHRIE,"-1,912","-2,199","-2,708","-3,433","-2,844"
16390,IOWA                     ,HAMILTON,"-1,302","-2,946","-4,666","-5,139","-1,682"
16400,IOWA                     ,HANCOCK,"-5,580","-1,962",566,-138,823
16410,IOWA                     ,HARDIN,"-4,180","-2,273",-675,"-2,395","-1,379"
16420,IOWA                     ,HARRISON,"2,515",471,-185,"-8,233","-4,814"
16430,IOWA                     ,HENRY,"5,884","3,198","1,064","-3,549","-2,490"
16440,IOWA                     ,HOWARD,"-1,532",-131,-8,"1,372",686
16450,IOWA                     ,HUMBOLDT,"-1,904","-4,762","-2,674","-2,259",-559
16460,IOWA                     ,IDA,174,229,-534,"-2,047",-43
16470,IOWA                     ,IOWA,729,"1,162",-110,"-2,543","-2,578"
16480,IOWA                     ,JACKSON,"3,946","5,050","4,105","1,378","2,774"
16490,IOWA                     ,JASPER,"-6,795","-3,664","-2,061","-4,820",754
16500,IOWA                     ,JEFFERSON,211,-831,-423,"-3,243","-1,432"
16510,IOWA                     ,JOHNSON,"28,809","19,321","2,540","-36,578","-26,425"
16520,IOWA                     ,JONES,"-1,497",-197,"-1,272","-2,449","-1,638"
16530,IOWA                     ,KEOKUK,680,-974,158,"-3,256","-1,170"
16540,IOWA                     ,KOSSUTH,"-4,447","-2,274","-2,085",-91,32
16550,IOWA                     ,LEE,"-6,442","-1,526","-7,623","-12,505","-1,053"
16560,IOWA                     ,LINN,"-45,099","-35,153","-18,660","-33,209","-33,651"
16570,IOWA                     ,LOUISA,"3,732","2,792",788,"-2,044",-705
16580,IOWA                     ,LUCAS,-415,"-1,035","-1,357","-1,186","-1,486"
16590,IOWA                     ,LYON,"4,857","3,975",7,-47,-121
16600,IOWA                     ,MADISON,"-2,231","-3,947","-2,589","-3,661","-1,413"
16610,IOWA                     ,MAHASKA,"-3,396","-4,475","-3,219","-4,848","-4,112"
16620,IOWA                     ,MARION,"-2,207","-3,154","-3,849","-5,106","-3,372"
16630,IOWA                     ,MARSHALL,"-2,940","-15,604","-17,651","-24,266","-13,697"
16640,IOWA                     ,MILLS,"3,449",508,-981,"-6,298","-5,849"
16650,IOWA                     ,MITCHELL,-159,-233,"2,322","1,595",249
16660,IOWA                     ,MONONA,"1,069",-334,-696,"-4,039",-722
16670,IOWA                     ,MONROE,"-2,100","-2,153","-1,392","-1,533","-1,699"
16680,IOWA                     ,MONTGOMERY,514,70,-134,"-1,918","-1,433"
16690,IOWA                     ,MUSCATINE,"3,917","13,204","8,316","-4,601","7,761"
16700,IOWA                     ,O'BRIEN,"3,288","2,667",-799,-433,420
16710,IOWA                     ,OSCEOLA,"1,086","2,108",-33,-217,58
16720,IOWA                     ,PAGE,569,590,-443,"-2,996","-2,728"
16730,IOWA                     ,PALO ALTO,"-3,571",-805,239,"-1,178",397
16740,IOWA                     ,PLYMOUTH,"1,771","1,548","-1,908","-7,196",478
16750,IOWA                     ,POCAHONTAS,"-2,343","-2,419",-745,"-1,810",-112
16760,IOWA                     ,POLK,"-111,349","-128,720","-141,129","-181,000","-122,036"
16770,IOWA                     ,POTTAWATTAMIE,"20,829","3,922","-3,740","-41,527","-38,206"
16780,IOWA                     ,POWESHIEK,"-7,545","-9,996","-8,014","-12,768","-12,236"
16790,IOWA                     ,RINGGOLD,-350,-547,-397,-547,-429
16800,IOWA                     ,SAC,"-1,298",934,"-2,156","-1,671",46
16810,IOWA                     ,SCOTT,"136,734","172,277","169,949","92,683","105,632"
16820,IOWA                     ,SHELBY,"-1,792","-1,172",-999,"-3,489",-980
16830,IOWA                     ,SIOUX,"5,437","4,274",-369,-25,228
16840,IOWA                     ,STORY,"-7,101","-11,701","-22,582","-22,862","-11,936"
16850,IOWA                     ,TAMA,"-4,866","-4,427","-4,422","-4,095","-2,856"
16860,IOWA                     ,TAYLOR,"-2,014",-712,-226,"-2,200",-546
16870,IOWA                     ,UNION,"-1,761","-1,710","-1,400","-3,229","-4,011"
16880,IOWA                     ,VAN BUREN,"-2,026","-2,334",-339,"-1,693",-317
16890,IOWA                     ,WAPELLO,"-38,753","-36,769","-16,774","-19,791","-1,336"
16900,IOWA                     ,WARREN,"-6,174","-8,756","-10,033","-12,432","-6,946"
16910,IOWA                     ,WASHINGTON,"3,931","3,159",346,"-5,375","-3,229"
16920,IOWA                     ,WAYNE,"-1,657","-1,807",-810,"-1,561","-1,168"
16930,IOWA                     ,WEBSTER,"-17,941","-28,419","-25,696","-27,741","-6,841"
16940,IOWA                     ,WINNEBAGO,"-9,210","-1,978",-7,-249,602
16950,IOWA                     ,WINNESHIEK,5,-786,116,-726,"-2,584"
16960,IOWA                     ,WOODBURY,"10,860","6,135","-24,047","-50,519","-12,360"
16970,IOWA                     ,WORTH,"-5,050","-2,371",-88,231,576
16980,IOWA                     ,WRIGHT,"-3,340","-2,155","-1,666","-2,530",-55
17000,KANSAS                   ,ALLEN,"-3,141","-3,595","-3,612","-3,459","-1,434"
17010,KANSAS                   ,ANDERSON,"-3,128","-3,394","-3,783","-3,228","-2,617"
17020,KANSAS                   ,ATCHISON,"-4,745","-3,389","-2,559","-4,049","-2,269"
17030,KANSAS                   ,BARBER,"-1,303","-2,954","-1,599","-1,340",-869
17040,KANSAS                   ,BARTON,"-12,951","-13,393","-10,628","-9,972","-6,616"
17050,KANSAS                   ,BOURBON,"-8,349","-10,102","-24,646","-24,405","-19,480"
17060,KANSAS                   ,BROWN,"-1,481","-1,321","-1,100","-1,968","-2,012"
17070,KANSAS                   ,BUTLER,"-35,121","-38,851","-32,594","-20,044","-19,268"
17080,KANSAS                   ,CHASE,-745,-956,276,"-1,116",-507
17090,KANSAS                   ,CHAUTAUQUA,"-3,310","-3,851","-2,378","-2,635","-2,128"
17100,KANSAS                   ,CHEROKEE,"-32,631",623,-836,"4,817","21,115"
17110,KANSAS                   ,CHEYENNE,-220,-324,-158,-25,-133
17120,KANSAS                   ,CLARK,-436,-770,-211,-247,-296
17130,KANSAS                   ,CLAY,"2,716",825,"4,301","3,111","1,460"
17140,KANSAS                   ,CLOUD,"-5,455","5,275","-2,318","-2,742",-965
17150,KANSAS                   ,COFFEY,"-4,735","-6,285","-4,200","-4,337","-4,307"
17160,KANSAS                   ,COMANCHE,"-2,283",-741,-570,-515,-434
17170,KANSAS                   ,COWLEY,"-11,662","-17,809","-13,408","-9,914","-8,861"
17180,KANSAS                   ,CRAWFORD,"-54,034","-20,235","-22,172","-14,690","15,633"
17190,KANSAS                   ,DECATUR,-454,-179,-574,-35,-333
17200,KANSAS                   ,DICKINSON,"-5,284",747,"1,928",-797,"1,303"
17210,KANSAS                   ,DONIPHAN,"-3,417","-1,738","-1,182","-1,455",11
17220,KANSAS                   ,DOUGLAS,"-28,999","-39,799","-31,544","-35,415","-23,287"
17230,KANSAS                   ,EDWARDS,-511,-766,-968,-750,-553
17240,KANSAS                   ,ELK,"-1,756","-3,938","-1,346","-1,470",-963
17250,KANSAS                   ,ELLIS,"-5,381","-6,538","-8,100","-6,351","-1,294"
17260,KANSAS                   ,ELLSWORTH,"-1,645","-2,910","-2,438",-808,"-1,469"
17270,KANSAS                   ,FINNEY,"-26,653","-20,087","-7,939","-8,526","-6,661"
17280,KANSAS                   ,FORD,"-10,302","-12,815","-10,766","-7,866","-5,353"
17290,KANSAS                   ,FRANKLIN,"-12,175","-16,715","-17,960","-19,665","-14,288"
17300,KANSAS                   ,GEARY,"-16,785","25,230","27,612","27,087","27,816"
17310,KANSAS                   ,GOVE,-275,-532,-367,-243,-38
17320,KANSAS                   ,GRAHAM,"-1,050","-1,415","-1,156",-826,-536
17330,KANSAS                   ,GRANT,"-1,995","-1,970","-2,747","-2,872","-1,037"
17340,KANSAS                   ,GRAY,"-1,800","-2,764",-873,-778,-826
17350,KANSAS                   ,GREELEY,-614,-234,-250,-496,-173
17360,KANSAS                   ,GREENWOOD,"-3,924","-4,310","-3,627","-3,075","-2,035"
17370,KANSAS                   ,HAMILTON,-796,-589,"-1,027",-303,-247
17380,KANSAS                   ,HARPER,"-1,524","-2,942","-1,080","-1,633",-801
17390,KANSAS                   ,HARVEY,"-27,591","-30,853","-23,664","-13,553","-11,868"
17391,KANSAS                   ,HASKELL,-865,"-2,101","-1,278",-994,-347
17410,KANSAS                   ,HODGEMAN,-908,-835,"-1,097",-572,-463
17420,KANSAS                   ,JACKSON,-877,"-3,648","-3,584","-2,142","-4,346"
17430,KANSAS                   ,JEFFERSON,"-3,851","-7,191","-6,591","-6,872","-5,974"
17440,KANSAS                   ,JEWELL,-71,"-1,228",-355,-488,-674
17450,KANSAS                   ,JOHNSON,"-55,492","-86,539","-86,474","-87,336","-58,939"
17451,KANSAS                   ,KEARNY,"-1,318",-595,-496,-558,-197
17470,KANSAS                   ,KINGMAN,"-1,775","-1,878","-2,933","-1,441",-478
17480,KANSAS                   ,KIOWA,"-1,305",-802,-875,"-1,091",-457
17490,KANSAS                   ,LABETTE,"-41,682","-8,817","-1,187","-5,889","11,194"
17500,KANSAS                   ,LANE,-925,-286,-456,-940,-4
17510,KANSAS                   ,LEAVENWORTH,"-15,071","-20,063","-20,619","-21,238","-13,073"
17520,KANSAS                   ,LINCOLN,"-2,803","-1,102","-1,478","-1,685","-1,169"
17530,KANSAS                   ,LINN,"-3,203","-4,758","-7,294","-7,946","-6,321"
17540,KANSAS                   ,LOGAN,-610,-686,-726,-892,-313
17550,KANSAS                   ,LYON,"-16,220","-19,174","-15,655","-17,795","-13,658"
17560,KANSAS                   ,MCPHERSON,"-12,162","-13,936","-10,005","-8,230","-5,216"
17570,KANSAS                   ,MARION,"-8,864","-8,419","-5,804","-3,326","-2,202"
17580,KANSAS                   ,MARSHALL,921,"1,232","2,439","2,203",49
17590,KANSAS                   ,MEADE,-809,-722,-959,-730,-992
17600,KANSAS                   ,MIAMI,"-6,968","-10,625","-9,018","-8,177","-5,498"
17610,KANSAS                   ,MITCHELL,"-2,736","-1,609",-333,"-1,383",-541
17620,KANSAS                   ,MONTGOMERY,"-27,874","-37,975","-26,969","-25,601","-10,782"
17630,KANSAS                   ,MORRIS,589,"1,521","4,581","1,174",-26
17640,KANSAS                   ,MORTON,"-3,018","-2,370","-1,287","-1,999",-860
17650,KANSAS                   ,NEMAHA,-488,"-1,066","-1,141","-1,272","-1,173"
17660,KANSAS                   ,NEOSHO,"-7,917","-3,684","-3,528","-2,566",-541
17670,KANSAS                   ,NESS,-247,"-1,286",-845,-364,-160
17680,KANSAS                   ,NORTON,"-1,028","-1,813","-1,315","-1,688",-24
17690,KANSAS                   ,OSAGE,"-3,107","-8,059","-5,925","-5,021","-6,306"
17700,KANSAS                   ,OSBORNE,"-1,446",-777,-488,-480,-427
17710,KANSAS                   ,OTTAWA,"-1,560",-576,"-1,324","-1,677",-905
17720,KANSAS                   ,PAWNEE,"-1,270","-3,272",-640,-934,-550
17730,KANSAS                   ,PHILLIPS,-728,-562,-943,"-1,243",-319
17740,KANSAS                   ,POTTAWATOMIE,"-2,008","4,915","3,168","4,656","1,071"
17750,KANSAS                   ,PRATT,"-6,381","-3,784","-3,858","-3,408","-2,115"
17760,KANSAS                   ,RAWLINS,-120,-536,-216,-434,-115
17770,KANSAS                   ,RENO,"-42,507","-47,664","-41,752","-27,278","-18,534"
17780,KANSAS                   ,REPUBLIC,-560,239,"2,295",-154,-89
17790,KANSAS                   ,RICE,"-4,362","-7,718","-4,780","-3,385","-2,148"
17800,KANSAS                   ,RILEY,"18,997","20,571","22,010","25,456","13,161"
17810,KANSAS                   ,ROOKS,"-1,459","-2,333","-2,312","-1,638",-986
17820,KANSAS                   ,RUSH,-831,-890,"-1,556","-1,067",-226
17830,KANSAS                   ,RUSSELL,"-3,419","-2,724","-2,764","-1,752",-676
17840,KANSAS                   ,SALINE,"-44,509","-48,857","-18,797","-27,406","-21,678"
17841,KANSAS                   ,SCOTT,-764,-983,-691,-405,-99
17860,KANSAS                   ,SEDGWICK,"-259,631","-292,152","-228,830","-130,999","-129,481"
17870,KANSAS                   ,SEWARD,"-7,107","-7,896","-6,228","-7,740","-3,995"
17880,KANSAS                   ,SHAWNEE,"-22,263","-82,159","-61,636","-50,718","-83,560"
17890,KANSAS                   ,SHERIDAN,-152,-406,-272,-263,-86
17900,KANSAS                   ,SHERMAN,"-1,259","-1,982","-1,578","-1,443",-684
17910,KANSAS                   ,SMITH,"-1,283",-451,-620,-371,-540
17920,KANSAS                   ,STAFFORD,"-3,018","-2,654","-1,470","-2,010","-1,180"
17921,KANSAS                   ,STANTON,-150,-62,-293,-49,-182
17940,KANSAS                   ,STEVENS,"-1,828","-1,107","-1,193","-1,092","-1,023"
17950,KANSAS                   ,SUMNER,"-15,648","-18,005","-16,352","-10,134","-10,728"
17960,KANSAS                   ,THOMAS,"-1,654","-1,898","-2,307","-1,910","-1,071"
17970,KANSAS                   ,TREGO,"-1,073",-737,"-1,004",-748,-261
17980,KANSAS                   ,WABAUNSEE,954,-687,-122,70,-778
17981,KANSAS                   ,WALLACE,-284,-266,-277,-457,-233
17982,KANSAS                   ,WASHINGTON,652,"3,950",707,266,-700
17983,KANSAS                   ,WICHITA,-267,-231,-339,-354,-208
17984,KANSAS                   ,WILSON,"-4,753","-6,141","-3,614","-2,306","-2,154"
17985,KANSAS                   ,WOODSON,"-2,195","-2,620","-1,282","-1,539",-793
17986,KANSAS                   ,WYANDOTTE,"-40,926","-67,074","-63,125","-62,413","-43,865"
18000,KENTUCKY                 ,ADAIR,"-13,825","-13,516","-13,694","-12,782","-10,049"
18010,KENTUCKY                 ,ALLEN,"-10,837","-15,026","-13,422","-5,631","-1,023"
18020,KENTUCKY                 ,ANDERSON,-438,"1,324","-1,407","-1,591","-1,443"
18030,KENTUCKY                 ,BALLARD,143,"2,376",-631,-452,"-1,172"
18040,KENTUCKY                 ,BARREN,"-7,160","-5,479","-12,804","-11,174","-17,871"
18050,KENTUCKY                 ,BATH,"-4,325","-5,047","-11,291","-8,818","-11,828"
18060,KENTUCKY                 ,BELL,"-23,068","-28,133","-30,460","-25,328","-22,273"
18070,KENTUCKY                 ,BOONE,"-23,061","-20,096","-32,398","-8,668","-6,878"
18080,KENTUCKY                 ,BOURBON,"-2,798",655,"2,862","1,546","-1,731"
18090,KENTUCKY                 ,BOYD,"-58,630","-55,296","-36,656","-15,049","18,126"
18100,KENTUCKY                 ,BOYLE,"-22,928","-16,322","-14,451","-16,064","-13,807"
18110,KENTUCKY                 ,BRACKEN,"-4,216","-6,610","-8,471","-3,883","-3,598"
18120,KENTUCKY                 ,BREATHITT,"-5,807","-6,769","-5,076","-6,499","-7,539"
18130,KENTUCKY                 ,BRECKINRIDGE,"-15,743","-8,340","-9,361","-8,821","-7,939"
18140,KENTUCKY                 ,BULLITT,"-49,417","-31,194","-28,528","-36,330","-27,838"
18150,KENTUCKY                 ,BUTLER,"-8,253","-9,190","-7,259","-2,752","-1,658"
18160,KENTUCKY                 ,CALDWELL,"-3,579","-3,248","-3,674","-4,324","-3,839"
18170,KENTUCKY                 ,CALLOWAY,"-20,963","-19,948","-14,038","-12,790","-13,002"
18180,KENTUCKY                 ,CAMPBELL,"-24,977","-16,670","-28,107","-7,284","-5,048"
18190,KENTUCKY                 ,CARLISLE,201,"1,315","-1,037",-303,-871
18191,KENTUCKY                 ,CARROLL,"-6,007","-3,419","-4,194","-4,487","-3,882"
18210,KENTUCKY                 ,CARTER,"-23,492","-21,118","-16,316","-8,469","2,497"
18220,KENTUCKY                 ,CASEY,"-12,959","-8,565","-6,050","-8,317","-7,543"
18230,KENTUCKY                 ,CHRISTIAN,"-48,161","-42,341","-38,478","-49,234","-37,269"
18240,KENTUCKY                 ,CLARK,"-3,427","1,640","8,688","5,291","-3,545"
18250,KENTUCKY                 ,CLAY,"13,318","15,581","17,819","-3,742","-6,451"
18260,KENTUCKY                 ,CLINTON,"-6,197","-8,205","-8,432","-7,005","-6,363"
18270,KENTUCKY                 ,CRITTENDEN,"-1,920","-2,123","-4,095","-3,092","-2,851"
18271,KENTUCKY                 ,CUMBERLAND,"-3,922","-3,334","-4,260","-3,438","-2,929"
18290,KENTUCKY                 ,DAVIESS,"-38,361","-46,598","-51,963","-49,620","-39,738"
18291,KENTUCKY                 ,EDMONSON,"-8,446","-8,772","-7,773","-4,187",-763
18310,KENTUCKY                 ,ELLIOTT,"-10,031","-10,778","-14,422","-14,169","-9,341"
18320,KENTUCKY                 ,ESTILL,"-2,603",-839,"1,121",0,"-1,876"
18330,KENTUCKY                 ,FAYETTE,"-11,022","6,242","31,906","18,548","-16,709"
18340,KENTUCKY                 ,FLEMING,"-6,500","-8,233","-11,038","-12,645","-12,421"
18350,KENTUCKY                 ,FLOYD,"-44,676","-37,193","-8,764","-26,047","-10,291"
18360,KENTUCKY                 ,FRANKLIN,"-8,610","-2,724","-21,754","-13,526","-14,707"
18361,KENTUCKY                 ,FULTON,"-3,814","-2,961","-6,199","-5,589","-4,346"
18362,KENTUCKY                 ,GALLATIN,"-4,859","-2,209","-5,147","-1,529","-1,360"
18390,KENTUCKY                 ,GARRARD,"-4,617","-3,202","-2,596","-3,021","-3,861"
18400,KENTUCKY                 ,GRANT,"-8,423","-6,185","-6,737","-2,633","-2,134"
18410,KENTUCKY                 ,GRAVES,"-1,063","6,566","-11,004","-6,408","-8,877"
18420,KENTUCKY                 ,GRAYSON,"-25,721","-20,132","-18,952","-23,895","-19,456"
18421,KENTUCKY                 ,GREEN,"-9,379","-8,940","-9,049","-8,997","-7,553"
18440,KENTUCKY                 ,GREENUP,"-65,659","-54,532","-36,815","-12,884","20,563"
18450,KENTUCKY                 ,HANCOCK,"-2,061","-2,406","-4,306","-2,680","-1,755"
18460,KENTUCKY                 ,HARDIN,"-69,901","-48,954","-47,463","-66,855","-50,703"
18470,KENTUCKY                 ,HARLAN,"-24,819","-34,746","-24,496","-25,129","-20,315"
18480,KENTUCKY                 ,HARRISON,"-4,951","-4,230","-2,283","-2,774","-3,350"
18490,KENTUCKY                 ,HART,"-7,845","-6,320","-8,835","-7,764","-8,013"
18500,KENTUCKY                 ,HENDERSON,"2,967","7,142","12,493","1,050","18,225"
18510,KENTUCKY                 ,HENRY,"-16,020","-9,757","-5,017","-8,280","-6,917"
18511,KENTUCKY                 ,HICKMAN,-684,16,"-1,816",-921,-938
18530,KENTUCKY                 ,HOPKINS,"-40,452","-44,292","-45,011","-59,923","-35,988"
18540,KENTUCKY                 ,JACKSON,"-2,444","-1,614",-907,"-2,070","-2,272"
18550,KENTUCKY                 ,JEFFERSON,"-540,490","-346,951","-306,649","-401,322","-312,648"
18560,KENTUCKY                 ,JESSAMINE,"-2,390","1,940","7,111","2,991","-3,052"
18570,KENTUCKY                 ,JOHNSON,"-26,997","-22,280","-2,950","-12,218",-215
18580,KENTUCKY                 ,KENTON,"-40,713","-31,170","-57,955","-16,242","-9,574"
18590,KENTUCKY                 ,KNOTT,"-6,904","-8,236","-5,008","-5,662","-3,326"
18600,KENTUCKY                 ,KNOX,"-10,913","-10,953","-8,448","-9,765","-11,186"
18610,KENTUCKY                 ,LARUE,"-7,717","-5,425","-5,158","-7,785","-5,796"
18620,KENTUCKY                 ,LAUREL,"-24,113","-20,754","-6,426","-7,681","-11,512"
18630,KENTUCKY                 ,LAWRENCE,"-21,578","-15,421","-13,942","-10,568",584
18640,KENTUCKY                 ,LEE,"-2,150","-3,168","-1,199","-2,314","-2,364"
18650,KENTUCKY                 ,LESLIE,"-3,352","-3,290","-1,495","-2,415","-4,288"
18660,KENTUCKY                 ,LETCHER,"-26,221","-28,470","-25,277","-20,766","-14,275"
18670,KENTUCKY                 ,LEWIS,"-11,292","-14,130","-12,590","-10,990","-6,588"
18680,KENTUCKY                 ,LINCOLN,"-13,917","-11,292","-7,936","-12,245","-11,200"
18690,KENTUCKY                 ,LIVINGSTON,-93,"1,085","-3,188","-1,891","-2,168"
18700,KENTUCKY                 ,LOGAN,"-30,680","-33,499","-18,708","-13,068","-5,339"
18710,KENTUCKY                 ,LYON,-122,"-1,389","-1,412",-772,-791
18720,KENTUCKY                 ,MCCRACKEN,"7,562","13,849","-10,551","-1,491","-9,155"
18730,KENTUCKY                 ,MCCREARY,"-10,365","-9,871","-4,963","-6,015","-5,848"
18740,KENTUCKY                 ,MCLEAN,"-6,245","-6,668","-7,097","-7,006","-5,757"
18750,KENTUCKY                 ,MADISON,"-11,002","-6,911","2,386",-760,"-8,564"
18760,KENTUCKY                 ,MAGOFFIN,"-10,348","-7,524","-4,351","-8,311","-3,103"
18770,KENTUCKY                 ,MARION,"-24,136","-19,580","-22,883","-28,634","-25,848"
18780,KENTUCKY                 ,MARSHALL,"-2,932","-4,555","-7,302","-4,780","-6,165"
18790,KENTUCKY                 ,MARTIN,"-16,776","-15,601","-7,845","-7,972",158
18800,KENTUCKY                 ,MASON,"-7,004","-8,467","-10,137","-10,176","-8,200"
18801,KENTUCKY                 ,MEADE,"-18,109","-13,245","-12,091","-13,156","-13,356"
18802,KENTUCKY                 ,MENIFEE,"-3,449","-6,024","-6,443","-7,569","-8,667"
18830,KENTUCKY                 ,MERCER,"-6,694","-3,619","-3,671","-5,692","-5,685"
18831,KENTUCKY                 ,METCALFE,"-4,611","-2,322","-5,864","-5,791","-6,526"
18850,KENTUCKY                 ,MONROE,"-7,650","-12,237","-9,101","-6,984","-5,974"
18860,KENTUCKY                 ,MONTGOMERY,"-6,988","-6,584","-3,265","-5,280","-6,100"
18861,KENTUCKY                 ,MORGAN,"-5,801","-7,555","-13,924","-16,600","-14,009"
18880,KENTUCKY                 ,MUHLENBERG,"-25,292","-30,028","-29,365","-30,670","-19,938"
18890,KENTUCKY                 ,NELSON,"-39,453","-27,780","-24,617","-29,417","-24,411"
18900,KENTUCKY                 ,NICHOLAS,"-1,031",-724,27,-363,"-1,341"
18910,KENTUCKY                 ,OHIO,"-7,675","-9,847","-11,240","-9,132","-6,062"
18920,KENTUCKY                 ,OLDHAM,"-17,861","-11,526","-10,759","-10,351","-9,323"
18930,KENTUCKY                 ,OWEN,"-1,028","-1,599","-2,267","-1,066",-880
18931,KENTUCKY                 ,OWSLEY,"-2,073","-2,461","-1,322","-2,205","-2,523"
18932,KENTUCKY                 ,PENDLETON,"-3,868","-4,648","-6,710","-1,943","-1,411"
18960,KENTUCKY                 ,PERRY,"-15,585","-16,338","-9,814","-9,383","-8,212"
18970,KENTUCKY                 ,PIKE,"-90,229","-88,183","-86,001","-48,316","-13,675"
18971,KENTUCKY                 ,POWELL,"-3,286","-1,148","1,933",414,"-2,412"
18972,KENTUCKY                 ,PULASKI,"-25,130","-22,635","-6,729","-5,388","-11,021"
18973,KENTUCKY                 ,ROBERTSON,-727,-955,-478,-632,-487
18974,KENTUCKY                 ,ROCKCASTLE,"-5,457","-5,921","-6,920","-6,151","-7,138"
18975,KENTUCKY                 ,ROWAN,"-10,110","-13,664","-37,259","-41,007","-36,317"
18976,KENTUCKY                 ,RUSSELL,"-8,231","-8,979","-6,652","-8,448","-6,423"
18977,KENTUCKY                 ,SCOTT,"-2,525",878,"4,349","4,018","-2,831"
18978,KENTUCKY                 ,SHELBY,"-40,695","-24,483","-11,640","-14,827","-11,267"
18979,KENTUCKY                 ,SIMPSON,"-10,605","-12,660","-10,411","-3,505",-846
18980,KENTUCKY                 ,SPENCER,"-13,573","-12,013","-6,903","-8,669","-6,996"
18981,KENTUCKY                 ,TAYLOR,"-28,267","-21,014","-22,231","-26,951","-20,500"
18982,KENTUCKY                 ,TODD,"-10,021","-12,482","-10,615","-6,855","-5,345"
18983,KENTUCKY                 ,TRIGG,"-10,733","-7,411","-7,351","-8,343","-8,369"
18984,KENTUCKY                 ,TRIMBLE,"-6,844","-3,914","-3,553","-3,856","-3,029"
18985,KENTUCKY                 ,UNION,-409,-545,"1,865",-80,"2,808"
18986,KENTUCKY                 ,WARREN,"-77,598","-89,230","-72,256","-38,311","-10,239"
18987,KENTUCKY                 ,WASHINGTON,"-13,209","-8,603","-8,262","-9,852","-12,489"
18988,KENTUCKY                 ,WAYNE,"-3,564","-6,580","-4,178","-5,444","-4,835"
18989,KENTUCKY                 ,WEBSTER,"-5,459","-7,091","-7,183","-9,996","-3,649"
18990,KENTUCKY                 ,WHITLEY,"-37,900","-38,740","-36,015","-32,963","-28,091"
18991,KENTUCKY                 ,WOLFE,"-4,617","-4,751","-5,890","-5,880","-6,006"
