DISABLED -- REPRICING ADJUSTMENTS TO THE 2009-2013 OUTPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART B REIMBURSEMENT,,,,
28790,NEBRASKA                 ,SEWARD,-74,594,393,-214,"-1,346"
28800,NEBRASKA                 ,SHERIDAN,185,-305,-889,-56,105
28810,NEBRASKA                 ,SHERMAN,308,-1,89,130,404
28820,NEBRASKA                 ,SIOUX,0,0,-9,-23,0
28830,NEBRASKA                 ,STANTON,557,-10,-168,-209,202
28840,NEBRASKA                 ,THAYER,-189,188,-82,-151,-405
28850,NEBRASKA                 ,THOMAS,-7,14,1,6,-105
28860,NEBRASKA                 ,THURSTON,"1,533",184,-798,"-1,418",-924
28870,NEBRASKA                 ,VALLEY,182,-236,-18,155,104
28880,NEBRASKA                 ,WASHINGTON,930,-117,-783,"-2,811","-2,288"
28890,NEBRASKA                 ,WAYNE,722,690,-80,-600,-439
28900,NEBRASKA                 ,WEBSTER,"-1,120",-379,-463,"-1,121",-623
28910,NEBRASKA                 ,WHEELER,90,-10,-5,-11,9
28920,NEBRASKA                 ,YORK,120,690,326,-53,"-1,336"
29000,NEVADA                   ,CHURCHILL,"19,861","24,466","25,314","22,061","21,780"
29010,NEVADA                   ,CLARK,"-133,897","-268,162","-219,817","-189,953","-122,151"
29020,NEVADA                   ,DOUGLAS,"13,909","15,187","21,152","21,730","19,624"
29030,NEVADA                   ,ELKO,"25,900","24,906","31,956","34,882","24,325"
29040,NEVADA                   ,ESMERALDA,321,780,"1,144",142,119
29050,NEVADA                   ,EUREKA,830,844,"1,007",784,431
29060,NEVADA                   ,HUMBOLDT,"5,831","4,038","4,414","6,838","6,714"
29070,NEVADA                   ,LANDER,"4,702","3,369","2,008","1,100","1,738"
29080,NEVADA                   ,LINCOLN,"-3,301","-6,104","-4,476","-4,622","-2,547"
29090,NEVADA                   ,LYON,"41,988","46,888","54,328","55,225","48,322"
29100,NEVADA                   ,MINERAL,"7,690","9,381","9,706","8,114","7,843"
29110,NEVADA                   ,NYE,-247,"-1,317","-1,829",-903,-18
29120,NEVADA                   ,CARSON CITY,"39,122","43,404","61,902","73,130","69,994"
29130,NEVADA                   ,PERSHING,"5,610","6,615","3,512","3,946","2,583"
29140,NEVADA                   ,STOREY,"2,527",848,321,"1,289","1,350"
29150,NEVADA                   ,WASHOE,"256,631","310,658","308,759","292,943","289,276"
29160,NEVADA                   ,WHITE PINE,"22,957","9,309",820,629,"1,485"
30000,NEW HAMPSHIRE            ,BELKNAP,"29,931","55,763","14,544","8,380","-8,922"
30010,NEW HAMPSHIRE            ,CARROLL,"12,012","18,230","13,642","12,061",-759
30020,NEW HAMPSHIRE            ,CHESHIRE,"34,680","36,742","25,595","20,371","1,769"
30030,NEW HAMPSHIRE            ,COOS,"7,325","17,598","9,423","5,816","-1,436"
30040,NEW HAMPSHIRE            ,GRAFTON,"17,417","35,715","10,481","5,642","-8,072"
30050,NEW HAMPSHIRE            ,HILLSBOROUGH,"232,532","256,067","244,434","165,118","-56,661"
30060,NEW HAMPSHIRE            ,MERRIMACK,"52,660","92,590","37,212","25,979","-16,367"
30070,NEW HAMPSHIRE            ,ROCKINGHAM,"272,473","306,064","231,334","126,197","-5,202"
30080,NEW HAMPSHIRE            ,STRAFFORD,"64,278","114,663","45,361","25,649","-15,592"
30090,NEW HAMPSHIRE            ,SULLIVAN,"11,212","18,587","4,110","2,809","-4,454"
31000,NEW JERSEY               ,ATLANTIC,"43,811","121,403","204,858","218,038","-43,801"
31100,NEW JERSEY               ,BERGEN,"-5,649","-31,557","-68,365","-67,334","-4,357"
31150,NEW JERSEY               ,BURLINGTON,"4,446","15,081","134,256","323,802","126,293"
31160,NEW JERSEY               ,CAMDEN,"-38,477","-51,539","117,567","415,775","97,711"
31180,NEW JERSEY               ,CAPE MAY,"-10,304","12,866","39,324","70,142","10,159"
31190,NEW JERSEY               ,CUMBERLAND,"16,412","24,996","71,754","159,374","91,327"
31200,NEW JERSEY               ,ESSEX,"26,675","35,932",989,"21,457","87,752"
31220,NEW JERSEY               ,GLOUCESTER,"-16,419","-20,000","50,749","168,400","49,370"
31230,NEW JERSEY               ,HUDSON,"-1,708","-26,458","-60,804","-53,373","-1,013"
31250,NEW JERSEY               ,HUNTERDON,"-19,922","-9,898","-2,126","16,681","12,389"
31260,NEW JERSEY               ,MERCER,"56,190","72,323","259,586","476,419","177,883"
31270,NEW JERSEY               ,MIDDLESEX,"216,285","212,754","243,827","258,650","302,858"
31290,NEW JERSEY               ,MONMOUTH,"436,135","488,637","654,285","826,193","756,385"
31300,NEW JERSEY               ,MORRIS,"-2,541","2,190","-2,747","72,307","219,288"
31310,NEW JERSEY               ,OCEAN,"533,628","606,442","815,289","983,893","926,657"
31320,NEW JERSEY               ,PASSAIC,"-2,499","-17,586","-43,821","-24,782","38,474"
31340,NEW JERSEY               ,SALEM,"-8,834","-9,202","3,509","32,732","10,231"
31350,NEW JERSEY               ,SOMERSET,"8,592","19,826","31,531","35,479","46,873"
31360,NEW JERSEY               ,SUSSEX,"-58,818","-37,253","-3,361","17,458","46,032"
31370,NEW JERSEY               ,UNION,"-83,107","-55,055","-11,956","21,685","46,808"
31390,NEW JERSEY               ,WARREN,"-87,248","-60,551","21,954","109,615","30,893"
32000,NEW MEXICO               ,BERNALILLO,"125,508","68,418","39,743","-19,249","-79,221"
32010,NEW MEXICO               ,CATRON,168,36,-577,-555,-785
32020,NEW MEXICO               ,CHAVES,"20,600","6,359","-1,697","-3,978","-8,896"
32025,NEW MEXICO               ,CIBOLA,"1,111",161,"-1,536",-960,"-1,604"
32030,NEW MEXICO               ,COLFAX,"-4,256","-3,814","-3,628","-3,452","-2,941"
32040,NEW MEXICO               ,CURRY,"-3,212","-10,207","-11,354","-9,670","-7,049"
32050,NEW MEXICO               ,DEBACA,-307,-533,-443,-547,-287
32060,NEW MEXICO               ,DONA ANA,"-31,146","-39,407","-56,200","-41,040","-39,551"
32070,NEW MEXICO               ,EDDY,"31,475","23,836","25,757","20,911","21,371"
32080,NEW MEXICO               ,GRANT,"-4,608","-8,173","-11,532","-8,287","-7,550"
32090,NEW MEXICO               ,GUADALUPE,-593,"-1,075","-1,084","-1,396",-903
32100,NEW MEXICO               ,HARDING,-59,-168,-473,-317,-101
32110,NEW MEXICO               ,HIDALGO,-402,-478,"-1,672","-1,017",-976
32120,NEW MEXICO               ,LEA,"12,262","6,345","6,876","3,878","3,791"
32130,NEW MEXICO               ,LINCOLN,82,-36,-394,-858,-881
32131,NEW MEXICO               ,LOS ALAMOS,"-1,233","-1,457","-2,150","-1,917","-1,800"
32140,NEW MEXICO               ,LUNA,"-3,934","-5,542","-6,963","-3,068","-4,456"
32150,NEW MEXICO               ,MCKINLEY,636,"-1,986","-3,840","-4,418","-5,040"
32160,NEW MEXICO               ,MORA,"-2,077","-2,512","-5,528","-4,524","-2,777"
32170,NEW MEXICO               ,OTERO,"-13,087","-14,533","-17,883","-13,077","-8,896"
32180,NEW MEXICO               ,QUAY,-836,"-1,508","-1,285","-1,909","-1,127"
32190,NEW MEXICO               ,RIO ARRIBA,"3,301","-6,358","-5,971","5,341","8,835"
32200,NEW MEXICO               ,ROOSEVELT,"-1,164","-3,104","-4,131","-3,081","-2,279"
32210,NEW MEXICO               ,SANDOVAL,"13,837","6,367","3,542","-5,322","-12,520"
32220,NEW MEXICO               ,SAN JUAN,"31,352","19,253","4,546","-6,468","-11,737"
32230,NEW MEXICO               ,SAN MIGUEL,"-18,384","-21,896","-30,780","-24,407","-16,568"
32240,NEW MEXICO               ,SANTA FE,"-29,671","-47,525","-56,458","-47,674","-36,101"
32250,NEW MEXICO               ,SIERRA,"-1,753","-2,075","-3,469","-2,545","-2,189"
32260,NEW MEXICO               ,SOCORRO,"1,620",877,165,-971,"-1,608"
32270,NEW MEXICO               ,TAOS,"-21,514","-29,998","-30,435","-40,597","-24,943"
32280,NEW MEXICO               ,TORRANCE,"3,347","1,388",850,-468,"-2,678"
32290,NEW MEXICO               ,UNION,-438,-299,-448,-310,"-1,000"
32300,NEW MEXICO               ,VALENCIA,"15,781","8,518","4,731","-4,361","-9,751"
33000,NEW YORK                 ,ALBANY,"-22,285","-17,943","8,675","-9,895","-66,477"
33010,NEW YORK                 ,ALLEGANY,"1,977","-2,539","7,117","9,206","3,804"
33020,NEW YORK                 ,BRONX,"-62,962","-157,228","-136,300","-142,299","-38,233"
33030,NEW YORK                 ,BROOME,"-8,738","-68,730","-45,337","-61,395","-59,368"
33040,NEW YORK                 ,CATTARAUGUS,"20,983","4,331","27,641","22,520","15,988"
33050,NEW YORK                 ,CAYUGA,-685,"-5,063",825,"6,525","4,571"
33060,NEW YORK                 ,CHAUTAUQUA,"-14,494","-21,687","10,296","12,188","3,836"
33070,NEW YORK                 ,CHEMUNG,"-28,836","-56,677","-31,696","25,768","35,529"
33080,NEW YORK                 ,CHENANGO,"-3,233","-4,615","19,725","14,030","-3,303"
33090,NEW YORK                 ,CLINTON,"79,522","-5,096","31,095","34,666","29,434"
33200,NEW YORK                 ,COLUMBIA,"48,791","40,764","48,853","24,885","3,981"
33210,NEW YORK                 ,CORTLAND,"8,475","1,719","8,456","18,241","16,867"
33220,NEW YORK                 ,DELAWARE,"2,133","5,806","35,787","38,101","8,255"
33230,NEW YORK                 ,DUTCHESS,"74,900","100,475","183,153","99,678","138,541"
33240,NEW YORK                 ,ERIE,"389,369","319,443","464,377","395,431","187,924"
33260,NEW YORK                 ,ESSEX,"14,911",66,"11,503","12,590","7,997"
33270,NEW YORK                 ,FRANKLIN,"4,667",113,"15,211","11,873","6,264"
33280,NEW YORK                 ,FULTON,"-8,559","-18,709",-936,"-3,785","-8,573"
33290,NEW YORK                 ,GENESEE,"7,172","11,822","28,652","23,779","7,443"
33300,NEW YORK                 ,GREENE,"23,543","17,010","24,662","12,128","-3,323"
33310,NEW YORK                 ,HAMILTON,-463,-547,-156,661,282
33320,NEW YORK                 ,HERKIMER,"10,526","16,673","43,201","39,995","10,598"
33330,NEW YORK                 ,JEFFERSON,"-57,034","-74,262","-109,562","-91,047","-83,418"
33331,NEW YORK                 ,KINGS,"-114,608","-264,100","-215,308","-223,894","-68,158"
33340,NEW YORK                 ,LEWIS,"9,270","8,393","5,549","10,728","6,232"
33350,NEW YORK                 ,LIVINGSTON,"16,188","23,587","31,913","23,446","5,611"
33360,NEW YORK                 ,MADISON,"8,371","8,117","7,277","12,305","12,635"
33370,NEW YORK                 ,MONROE,"352,983","485,572","608,976","506,278","107,464"
33380,NEW YORK                 ,MONTGOMERY,"-8,590","-16,618","1,669","1,594","-7,879"
33400,NEW YORK                 ,NASSAU,"74,684","102,332","187,199","172,381","94,025"
33420,NEW YORK                 ,NEW YORK,"-92,762","-193,936","-163,962","-174,949","-49,425"
33500,NEW YORK                 ,NIAGARA,"138,576","111,715","164,994","128,712","67,938"
33510,NEW YORK                 ,ONEIDA,"108,090","120,659","158,756","181,134","122,033"
33520,NEW YORK                 ,ONONDAGA,"44,463","27,519","8,424","58,000","69,920"
33530,NEW YORK                 ,ONTARIO,"4,570","19,327","44,365","40,993","9,606"
33540,NEW YORK                 ,ORANGE,"179,729","154,018","194,037","135,238","190,507"
33550,NEW YORK                 ,ORLEANS,"6,966","6,635","17,320","14,692","5,063"
33560,NEW YORK                 ,OSWEGO,"11,186","5,242",-729,"16,304","21,113"
33570,NEW YORK                 ,OTSEGO,145,"20,991","109,646","88,983","29,814"
33580,NEW YORK                 ,PUTNAM,"14,818","6,057","6,779","6,030","15,080"
33590,NEW YORK                 ,QUEENS,"-92,364","-155,059","-91,297","-99,819","-18,874"
33600,NEW YORK                 ,RENSSELAER,"-53,466","-40,448","-26,459","-49,629","-52,222"
33610,NEW YORK                 ,RICHMOND,"-34,385","-85,771","-74,316","-76,163","-17,787"
33620,NEW YORK                 ,ROCKLAND,"-4,381","-28,738","-20,677","-27,018","-1,570"
33630,NEW YORK                 ,ST. LAWRENCE,"-23,992","-55,042","-4,157","-4,602","-9,342"
33640,NEW YORK                 ,SARATOGA,"-31,924","-35,082","-19,859","-28,356","-25,702"
33650,NEW YORK                 ,SCHENECTADY,"-55,298","-50,997","-30,796","-40,624","-43,062"
33660,NEW YORK                 ,SCHOHARIE,"-2,491","-1,350","17,707","11,650","-1,877"
33670,NEW YORK                 ,SCHUYLER,"-4,709","-6,812","-3,906","4,131","2,933"
33680,NEW YORK                 ,SENECA,-748,"3,536","6,625","7,978","3,166"
33690,NEW YORK                 ,STEUBEN,"-10,542","-19,204","8,849","29,793","5,034"
33700,NEW YORK                 ,SUFFOLK,"34,100","84,420","226,717","121,105","-57,312"
33710,NEW YORK                 ,SULLIVAN,"109,633","146,104","140,006","138,693","252,765"
33720,NEW YORK                 ,TIOGA,"1,633","-8,282","-6,207","-2,543","-4,602"
33730,NEW YORK                 ,TOMPKINS,"-11,945","-27,769","-4,431","35,442","11,918"
33740,NEW YORK                 ,ULSTER,"-8,443","-29,008","-16,529","-50,047","27,399"
33750,NEW YORK                 ,WARREN,"-28,412","-26,467","-17,334","-28,729","3,303"
33760,NEW YORK                 ,WASHINGTON,"-25,954","-23,080","-14,311","-19,832","-3,974"
33770,NEW YORK                 ,WAYNE,"11,388","27,267","48,709","39,260","8,672"
33800,NEW YORK                 ,WESTCHESTER,"-39,083","-99,849","-75,470","-89,705","-13,995"
33900,NEW YORK                 ,WYOMING,"11,024","11,844","19,074","20,834","8,205"
33910,NEW YORK                 ,YATES,343,"1,144","6,020","6,371","2,457"
34000,NORTH CAROLINA           ,ALAMANCE,"42,322","33,654","45,292","74,749","39,734"
34010,NORTH CAROLINA           ,ALEXANDER,"-26,994","-17,090","-3,813","4,465","9,209"
34020,NORTH CAROLINA           ,ALLEGHANY,"-7,045","-6,357","-2,787",576,"-2,408"
34030,NORTH CAROLINA           ,ANSON,"-32,618","-19,023","-15,164","-6,457","-4,405"
34040,NORTH CAROLINA           ,ASHE,"-13,417","-12,939","-10,379","-13,366","-7,640"
34050,NORTH CAROLINA           ,AVERY,"-10,034","-7,678","-7,651","-10,403","-5,084"
34060,NORTH CAROLINA           ,BEAUFORT,"-29,210","-27,695","-24,582","-24,028","-19,110"
34070,NORTH CAROLINA           ,BERTIE,"-25,264","-22,903","-20,467","-21,991","-17,435"
34080,NORTH CAROLINA           ,BLADEN,"-41,927","-37,282","-39,599","-45,743","-22,830"
34090,NORTH CAROLINA           ,BRUNSWICK,"-55,945","-56,896","-76,342","-61,191","-42,919"
34100,NORTH CAROLINA           ,BUNCOMBE,"-265,518","-234,356","-197,130","-131,785","-2,837"
34110,NORTH CAROLINA           ,BURKE,"-92,791","-87,358","-51,599","-55,956","-19,468"
34120,NORTH CAROLINA           ,CABARRUS,"-120,768","-80,552","-65,742","-38,378","-32,038"
34130,NORTH CAROLINA           ,CALDWELL,"-86,426","-74,663","-44,487","-56,744","-19,937"
34140,NORTH CAROLINA           ,CAMDEN,"2,097",857,"1,889",894,-79
34150,NORTH CAROLINA           ,CARTERET,"-35,486","-33,885","-28,088","-29,951","-20,928"
34160,NORTH CAROLINA           ,CASWELL,"-7,084","-5,728","-1,251","2,134","2,343"
34170,NORTH CAROLINA           ,CATAWBA,"-102,799","-101,711","-46,537","-51,396","-10,582"
34180,NORTH CAROLINA           ,CHATHAM,529,"1,635","2,033","5,286","7,397"
34190,NORTH CAROLINA           ,CHEROKEE,"-30,148","-28,514","-22,958","-12,489","-11,372"
34200,NORTH CAROLINA           ,CHOWAN,-816,"-3,805","-2,799","-1,959","-3,273"
34210,NORTH CAROLINA           ,CLAY,"-11,326","-13,315","-6,833","-6,057","-3,547"
34220,NORTH CAROLINA           ,CLEVELAND,"-126,252","-116,420","-86,991","-58,809","-66,518"
34230,NORTH CAROLINA           ,COLUMBUS,"-54,409","-55,014","-72,256","-97,240","-40,865"
34240,NORTH CAROLINA           ,CRAVEN,"-25,626","-35,012","-29,529","-48,128","-54,392"
34250,NORTH CAROLINA           ,CUMBERLAND,"-339,909","-288,407","-302,832","-290,634","-181,153"
34251,NORTH CAROLINA           ,CURRITUCK,"3,013","3,047","3,429","1,493",-79
34270,NORTH CAROLINA           ,DARE,"1,553","1,356","1,479",493,48
34280,NORTH CAROLINA           ,DAVIDSON,"-59,216","-68,092","-35,115","27,320","27,275"
34290,NORTH CAROLINA           ,DAVIE,"-13,390","-12,326","-5,182","9,407","3,449"
34300,NORTH CAROLINA           ,DUPLIN,"-37,023","-30,982","-30,369","-29,892","-20,702"
34310,NORTH CAROLINA           ,DURHAM,"-2,898","17,125","16,641","39,173","75,731"
34320,NORTH CAROLINA           ,EDGECOMBE,"-27,624","-33,846","-36,659","-36,679","-20,042"
34330,NORTH CAROLINA           ,FORSYTH,"-101,198","-111,190","-55,164","106,840","29,076"
34340,NORTH CAROLINA           ,FRANKLIN,"-38,026","-35,755","-42,868","-29,170","-21,313"
34350,NORTH CAROLINA           ,GASTON,"-222,591","-160,336","-130,632","-71,241","-60,337"
34360,NORTH CAROLINA           ,GATES,"-4,324",-872,-823,121,-12
34370,NORTH CAROLINA           ,GRAHAM,"-11,637","-7,629","-7,213","-6,740","-2,132"
34380,NORTH CAROLINA           ,GRANVILLE,"-15,569","-12,156","-9,328",-988,"11,116"
34390,NORTH CAROLINA           ,GREENE,"-2,684","-1,309","-5,622","-10,887","-10,324"
34400,NORTH CAROLINA           ,GUILFORD,"-156,179","-166,754","-115,726","-63,781",723
34410,NORTH CAROLINA           ,HALIFAX,"-58,525","-62,217","-80,639","-72,871","-48,214"
34420,NORTH CAROLINA           ,HARNETT,"-63,932","-66,358","-69,713","-55,247","-37,716"
34430,NORTH CAROLINA           ,HAYWOOD,"-63,872","-63,364","-66,921","-48,200","1,209"
34440,NORTH CAROLINA           ,HENDERSON,"-142,132","-156,602","-119,195","-69,322","-18,966"
34450,NORTH CAROLINA           ,HERTFORD,"-35,610","-34,861","-32,835","-26,426","-20,599"
34460,NORTH CAROLINA           ,HOKE,"-20,724","-20,188","-15,001","-13,923","-1,086"
34470,NORTH CAROLINA           ,HYDE,-788,"-1,223",-933,"-1,179","-1,023"
34480,NORTH CAROLINA           ,IREDELL,"-92,428","-45,250","1,935","53,564","51,006"
34490,NORTH CAROLINA           ,JACKSON,"-32,638","-39,861","-29,746","-20,910","-9,864"
34500,NORTH CAROLINA           ,JOHNSTON,"-143,727","-142,411","-163,609","-132,594","-93,147"
34510,NORTH CAROLINA           ,JONES,"-2,423","-3,283","-4,284","-6,524","-6,780"
34520,NORTH CAROLINA           ,LEE,"15,041","23,626","31,685","33,695","24,120"
34530,NORTH CAROLINA           ,LENOIR,"-18,835","-25,774","-26,051","-45,624","-46,334"
34540,NORTH CAROLINA           ,LINCOLN,"-46,194","-32,769","-12,099","5,715","10,432"
34550,NORTH CAROLINA           ,MCDOWELL,"-62,460","-58,759","-43,482","-36,133","-18,969"
34560,NORTH CAROLINA           ,MACON,"-23,839","-24,727","-19,528","-15,011","-7,905"
34570,NORTH CAROLINA           ,MADISON,"-31,984","-26,470","-23,295","-12,567","1,177"
34580,NORTH CAROLINA           ,MARTIN,"-11,862","-8,564","-5,412","-6,488","-10,711"
34590,NORTH CAROLINA           ,MECKLENBURG,"-393,083","-293,541","-241,776","-135,223","-115,623"
34600,NORTH CAROLINA           ,MITCHELL,"-21,398","-19,385","-18,561","-13,787","-6,426"
34610,NORTH CAROLINA           ,MONTGOMERY,"-13,062","-9,508","-7,591","-3,588",-676
34620,NORTH CAROLINA           ,MOORE,"-17,332","-9,323","-3,242","4,670","21,954"
34630,NORTH CAROLINA           ,NASH,"-97,974","-101,461","-131,624","-105,961","-66,750"
34640,NORTH CAROLINA           ,NEW HANOVER,"-53,899","-76,661","-106,958","-73,179","-42,090"
34650,NORTH CAROLINA           ,NORTHAMPTON,"-22,244","-21,710","-28,111","-21,155","-19,271"
34660,NORTH CAROLINA           ,ONSLOW,"-21,087","-19,915","-13,363","-14,127","-30,351"
34670,NORTH CAROLINA           ,ORANGE,316,"4,349","5,139","11,904","17,597"
34680,NORTH CAROLINA           ,PAMLICO,"-2,767","-3,580","-3,096","-6,245","-5,482"
34690,NORTH CAROLINA           ,PASQUOTANK,"9,731","8,502","9,265","3,744","-1,151"
34700,NORTH CAROLINA           ,PENDER,"-12,624","-21,251","-23,683","-19,669","-10,008"
34710,NORTH CAROLINA           ,PERQUIMANS,"2,850","1,919","2,934",319,-486
34720,NORTH CAROLINA           ,PERSON,"1,547","3,883","3,160","8,082","13,863"
34730,NORTH CAROLINA           ,PITT,"6,999","7,039",-699,"-48,891","-59,100"
34740,NORTH CAROLINA           ,POLK,"-13,226","-12,866","-13,138","-6,065","-4,388"
34750,NORTH CAROLINA           ,RANDOLPH,"-75,258","-74,470","-49,732","-22,430","2,124"
34760,NORTH CAROLINA           ,RICHMOND,"-64,046","-40,780","-26,208","-21,115","10,574"
34770,NORTH CAROLINA           ,ROBESON,"-330,534","-264,196","-238,952","-223,745","-120,982"
34780,NORTH CAROLINA           ,ROCKINGHAM,"-72,353","-65,972","-44,375","-24,898","-1,651"
34790,NORTH CAROLINA           ,ROWAN,"-117,493","-88,469","-46,107","-21,169","-25,572"
34800,NORTH CAROLINA           ,RUTHERFORD,"-68,154","-56,967","-41,394","-29,378","-35,581"
34810,NORTH CAROLINA           ,SAMPSON,"-77,329","-68,496","-68,513","-55,080","-38,861"
34820,NORTH CAROLINA           ,SCOTLAND,"-61,381","-31,989","-5,632","-18,768","7,593"
34830,NORTH CAROLINA           ,STANLY,"-66,571","-47,199","-37,937","-24,033","-17,781"
34840,NORTH CAROLINA           ,STOKES,"-11,612","-14,031","-5,363","12,028","2,483"
34850,NORTH CAROLINA           ,SURRY,"-67,810","-70,330","-44,104","-15,038","-20,846"
34860,NORTH CAROLINA           ,SWAIN,"-16,284","-18,275","-14,578","-11,883","-3,937"
34870,NORTH CAROLINA           ,TRANSYLVANIA,"-19,974","-14,309","-13,879","-8,623","-1,700"
34880,NORTH CAROLINA           ,TYRRELL,-57,-12,-248,-856,-654
34890,NORTH CAROLINA           ,UNION,"-80,072","-54,535","-46,699","-25,346","-20,531"
34900,NORTH CAROLINA           ,VANCE,"-38,550","-41,459","-40,414","-32,339","-14,939"
34910,NORTH CAROLINA           ,WAKE,"-200,681","-204,862","-254,061","-157,807","-101,762"
34920,NORTH CAROLINA           ,WARREN,"-12,571","-12,864","-11,571","-12,202","-7,014"
34930,NORTH CAROLINA           ,WASHINGTON,"-2,196","-3,345","-3,748","-3,306","-5,290"
34940,NORTH CAROLINA           ,WATAUGA,"-26,512","-18,485","-14,753","-20,972","-12,877"
34950,NORTH CAROLINA           ,WAYNE,"-155,810","-95,650","-86,547","-89,092","-67,349"
34960,NORTH CAROLINA           ,WILKES,"-72,000","-72,069","-49,800","-28,388","-30,646"
34970,NORTH CAROLINA           ,WILSON,"-54,086","-58,039","-75,446","-64,569","-38,050"
34980,NORTH CAROLINA           ,YADKIN,"-17,248","-17,093","-9,387","7,880","-2,843"
34981,NORTH CAROLINA           ,YANCEY,"-30,362","-23,413","-18,503","-15,083","-6,408"
35000,NORTH DAKOTA             ,ADAMS,799,140,82,22,46
35010,NORTH DAKOTA             ,BARNES,"6,015","5,924",67,-15,-97
35020,NORTH DAKOTA             ,BENSON,"6,343","4,947",4,53,-49
35030,NORTH DAKOTA             ,BILLINGS,37,54,0,0,-2
35040,NORTH DAKOTA             ,BOTTINEAU,"11,564","8,239",18,"1,197",-73
35050,NORTH DAKOTA             ,BOWMAN,"1,411","1,668",-2,0,-16
35060,NORTH DAKOTA             ,BURKE,"2,539","1,140",364,22,4
35070,NORTH DAKOTA             ,BURLEIGH,"151,861","128,778","1,004","2,322","1,009"
35080,NORTH DAKOTA             ,CASS,"197,913","170,749","1,221","2,042",211
35090,NORTH DAKOTA             ,CAVALIER,"4,196","3,068",20,15,-3
35100,NORTH DAKOTA             ,DICKEY,"2,764","1,763",-29,-31,-175
35110,NORTH DAKOTA             ,DIVIDE,"1,940","1,004",0,0,-6
35120,NORTH DAKOTA             ,DUNN,"2,572","1,771",-2,88,-8
35130,NORTH DAKOTA             ,EDDY,"3,732",805,0,-7,-157
35140,NORTH DAKOTA             ,EMMONS,"3,807","2,411",9,161,-5
35150,NORTH DAKOTA             ,FOSTER,"1,574","1,041",496,358,187
35160,NORTH DAKOTA             ,GOLDEN VALLEY,"3,982","1,999",91,0,-128
35170,NORTH DAKOTA             ,GRAND FORKS,"135,458","115,979","1,031",151,"-1,803"
35180,NORTH DAKOTA             ,GRANT,814,"1,749",-10,0,0
35190,NORTH DAKOTA             ,GRIGGS,"1,751","1,351",297,196,213
35200,NORTH DAKOTA             ,HETTINGER,"1,422",583,76,-84,90
35210,NORTH DAKOTA             ,KIDDER,"6,696","2,923",1,128,59
35220,NORTH DAKOTA             ,LAMOURE,457,"1,345",-102,144,14
35230,NORTH DAKOTA             ,LOGAN,"2,275","1,527",0,-30,-6
35240,NORTH DAKOTA             ,MCHENRY,"9,523","7,432",76,-23,-53
35250,NORTH DAKOTA             ,MCINTOSH,"5,000","5,383",181,-12,1
35260,NORTH DAKOTA             ,MCKENZIE,"2,792","1,879",0,-56,-131
35270,NORTH DAKOTA             ,MCLEAN,"18,558","13,948",-36,-1,9
35280,NORTH DAKOTA             ,MERCER,"9,967","6,772",39,89,176
35290,NORTH DAKOTA             ,MORTON,"61,883","37,298",372,113,-58
35300,NORTH DAKOTA             ,MOUNTRAIL,"10,443","7,103",110,"1,186",-16
35310,NORTH DAKOTA             ,NELSON,"6,692","4,820",26,124,-22
35320,NORTH DAKOTA             ,OLIVER,"2,798","1,661",18,39,0
35330,NORTH DAKOTA             ,PEMBINA,"10,728","7,946",99,106,"1,303"
35340,NORTH DAKOTA             ,PIERCE,"3,506","2,895",87,113,322
35350,NORTH DAKOTA             ,RAMSEY,"7,778","8,545",8,28,-23
35360,NORTH DAKOTA             ,RANSOM,"6,050","4,956",11,-34,-14
35370,NORTH DAKOTA             ,RENVILLE,"5,859","5,557",3,-1,55
35380,NORTH DAKOTA             ,RICHLAND,"11,336","5,484",-2,-20,-150
35390,NORTH DAKOTA             ,ROLETTE,"22,122","22,387",125,755,367
35400,NORTH DAKOTA             ,SARGENT,"4,152","2,285",72,-61,-32
35410,NORTH DAKOTA             ,SHERIDAN,"3,909","1,513",27,0,-2
35420,NORTH DAKOTA             ,SIOUX,"11,292","9,716",-65,2,-10
35430,NORTH DAKOTA             ,SLOPE,-18,10,0,0,0
35440,NORTH DAKOTA             ,STARK,"30,207","17,275",424,71,146
35450,NORTH DAKOTA             ,STEELE,"2,458","1,061",0,5,15
35460,NORTH DAKOTA             ,STUTSMAN,"19,184","13,548",453,407,63
35470,NORTH DAKOTA             ,TOWNER,558,"1,215",-37,-12,-30
35480,NORTH DAKOTA             ,TRAILL,"5,947","4,546",13,247,-11
35490,NORTH DAKOTA             ,WALSH,"20,591","16,485","1,076",778,769
35500,NORTH DAKOTA             ,WARD,"123,033","97,275",452,-209,862
35510,NORTH DAKOTA             ,WELLS,"2,670","3,218",0,-10,40
35520,NORTH DAKOTA             ,WILLIAMS,"12,044","9,169",147,"1,986",-410
36000,OHIO                     ,ADAMS,"-13,896","-12,826","-14,532","-5,929","-5,700"
36010,OHIO                     ,ALLEN,"-19,213","-26,856","-19,005","-22,615","20,544"
36020,OHIO                     ,ASHLAND,"-10,100","-7,427","-5,634","-2,192","-6,723"
36030,OHIO                     ,ASHTABULA,"-27,527","-14,794","-19,032","-1,591","-6,955"
36040,OHIO                     ,ATHENS,"-53,801","-73,224","-89,231","-93,927","-59,879"
36050,OHIO                     ,AUGLAIZE,"-9,027","-8,996","-8,614","-11,142","2,900"
