HHA Wage Indices by Fiscal Year,,,,,,,,,,,
SSACD,State,County,CBSA Code,Wage 2009,Wage 2010,Wage 2011,Wage 2012,Wage 2013,Wage 2014,Wage 2015,
15050,IN,BOONE,26900,0.9908,0.9742,0.9672,0.9662,0.9843,1.0151,1.0135,
15060,IN,BROWN,26900,0.9908,0.9742,0.9672,0.9662,0.9843,1.0151,1.0135,
15280,IN,HAMILTON,26900,0.9908,0.9742,0.9672,0.9662,0.9843,1.0151,1.0135,
15290,IN,HANCOCK,26900,0.9908,0.9742,0.9672,0.9662,0.9843,1.0151,1.0135,
15310,IN,HENDRICKS,26900,0.9908,0.9742,0.9672,0.9662,0.9843,1.0151,1.0135,
15400,IN,JOHNSON,26900,0.9908,0.9742,0.9672,0.9662,0.9843,1.0151,1.0135,
15470,IN,MADISON,26900,0.876,0.9052,0.9192,0.9266,0.9544,0.9694,1.0106,
15480,IN,MARION,26900,0.9908,0.9742,0.9672,0.9662,0.9843,1.0151,1.0135,
15540,IN,MORGAN,26900,0.9908,0.9742,0.9672,0.9662,0.9843,1.0151,1.0135,
15660,IN,PUTNAM,26900,0.9908,0.9742,0.9672,0.9662,0.9843,1.0151,1.0135,
15720,IN,SHELBY,26900,0.9908,0.9742,0.9672,0.9662,0.9843,1.0151,1.0135,
16510,IA,JOHNSON,26980,0.9483,0.9548,0.9657,1.007,1.0103,0.9896,0.9882,
16910,IA,WASHINGTON,26980,0.9483,0.9548,0.9657,1.007,1.0103,0.9896,0.9882,
27000,MT,BEAVERHEAD,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27010,MT,BIG HORN,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27020,MT,BLAINE,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27030,MT,BROADWATER,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27050,MT,CARTER,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27070,MT,CHOUTEAU,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27080,MT,CUSTER,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27090,MT,DANIELS,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27100,MT,DAWSON,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27110,MT,DEER LODGE,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27120,MT,FALLON,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27130,MT,FERGUS,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27140,MT,FLATHEAD,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27150,MT,GALLATIN,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27160,MT,GARFIELD,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27170,MT,GLACIER,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27190,MT,GRANITE,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27200,MT,HILL,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27210,MT,JEFFERSON,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27220,MT,JUDITH BASIN,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27230,MT,LAKE,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27240,MT,LEWIS AND CLARK,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27250,MT,LIBERTY,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27260,MT,LINCOLN,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27270,MT,MCCONE,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27280,MT,MADISON,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27290,MT,MEAGHER,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27300,MT,MINERAL,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27320,MT,MUSSELSHELL,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27330,MT,PARK,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27340,MT,PETROLEUM,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27350,MT,PHILLIPS,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27360,MT,PONDERA,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27370,MT,POWDER RIVER,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27380,MT,POWELL,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27390,MT,PRAIRIE,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27400,MT,RAVALLI,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27410,MT,RICHLAND,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27420,MT,ROOSEVELT,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27430,MT,ROSEBUD,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27440,MT,SANDERS,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27450,MT,SHERIDAN,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27460,MT,SILVER BOW,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27470,MT,STILLWATER,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27480,MT,SWEET GRASS,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27490,MT,TETON,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27500,MT,TOOLE,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27510,MT,TREASURE,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27520,MT,VALLEY,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27530,MT,WHEATLAND,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
27540,MT,WIBAUX,27,0.8658,0.8399,0.8517,0.8615,0.8619,0.9136,0.9024,
33730,NY,TOMPKINS,27060,0.9614,1.0112,0.9842,0.8819,0.9233,0.9366,0.9441,
23370,MI,JACKSON,27100,0.9309,0.872,0.9155,0.8938,0.8529,0.8981,0.9345,
25140,MS,COPIAH,27140,0.8067,0.8186,0.8042,0.8172,0.8195,0.8196,0.7891,
25240,MS,HINDS,27140,0.8067,0.8186,0.8042,0.8172,0.8195,0.8196,0.7891,
25440,MS,MADISON,27140,0.8067,0.8186,0.8042,0.8172,0.8195,0.8196,0.7891,
25600,MS,RANKIN,27140,0.8067,0.8186,0.8042,0.8172,0.8195,0.8196,0.7891,
25630,MS,SIMPSON,27140,0.8067,0.8186,0.8042,0.8172,0.8195,0.8196,0.7891,
25810,MS,YAZOO,27140,0.7584,0.7638,0.762,0.7539,0.754,0.761,0.774,
44110,TN,CHESTER,27180,0.8523,0.8581,0.8404,0.8149,0.7852,0.772,0.7747,
44160,TN,CROCKETT,27180,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.7556,
44560,TN,MADISON,27180,0.8523,0.8581,0.8404,0.8149,0.7852,0.772,0.7747,
10010,FL,BAKER,27260,0.8999,0.9105,0.8884,0.8882,0.8903,0.8987,0.9117,
10090,FL,CLAY,27260,0.8999,0.9105,0.8884,0.8882,0.8903,0.8987,0.9117,
10150,FL,DUVAL,27260,0.8999,0.9105,0.8884,0.8882,0.8903,0.8987,0.9117,
10440,FL,NASSAU,27260,0.8999,0.9105,0.8884,0.8882,0.8903,0.8987,0.9117,
10540,FL,ST. JOHNS,27260,0.8999,0.9105,0.8884,0.8882,0.8903,0.8987,0.9117,
34660,NC,ONSLOW,27340,0.8177,0.8026,0.7807,0.8074,0.7975,0.7894,0.7549,
52520,WI,ROCK,27500,0.9662,0.9201,0.9415,0.9234,0.9224,0.911,0.9079,
26130,MO,CALLAWAY,27620,0.8775,0.8709,0.8434,0.8222,0.8282,0.8501,0.8359,
26250,MO,COLE,27620,0.8775,0.8709,0.8434,0.8222,0.8282,0.8501,0.8359,
26670,MO,MONITEAU,27620,0.8775,0.8709,0.8434,0.8222,0.8282,0.8501,0.8359,
26750,MO,OSAGE,27620,0.8775,0.8709,0.8434,0.8222,0.8282,0.8501,0.8359,
44090,TN,CARTER,27740,0.7971,0.7722,0.8105,0.7796,0.7375,0.7257,0.7436,
44850,TN,UNICOI,27740,0.7971,0.7722,0.8105,0.7796,0.7375,0.7257,0.7436,
44890,TN,WASHINGTON,27740,0.7971,0.7722,0.8105,0.7796,0.7375,0.7257,0.7436,
39160,PA,CAMBRIA,27780,0.792,0.8233,0.809,0.8715,0.8134,0.8486,0.854,
04150,AR,CRAIGHEAD,27860,0.7916,0.7722,0.7757,0.7718,0.8102,0.8017,0.7786,
04550,AR,POINSETT,27860,0.7916,0.7722,0.7757,0.7718,0.8102,0.8017,0.7786,
26480,MO,JASPER,27900,0.9406,0.8285,0.8214,0.8227,0.7845,0.8016,0.8306,
26720,MO,NEWTON,27900,0.9406,0.8285,0.8214,0.8227,0.7845,0.8016,0.8306,
12005,HI,KALAWAO,27980,1.0999,1.1113,1.1189,1.12,1.0502,0.9919,1.0651,
12050,HI,MAUI,27980,1.0999,1.1113,1.1189,1.12,1.0502,0.9919,1.0651,
28000,NE,ADAMS,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28010,NE,ANTELOPE,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28020,NE,ARTHUR,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28030,NE,BANNER,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28040,NE,BLAINE,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28050,NE,BOONE,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28060,NE,BOX BUTTE,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28070,NE,BOYD,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28080,NE,BROWN,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28090,NE,BUFFALO,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28100,NE,BURT,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28110,NE,BUTLER,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28130,NE,CEDAR,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28140,NE,CHASE,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28150,NE,CHERRY,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28160,NE,CHEYENNE,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28170,NE,CLAY,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28180,NE,COLFAX,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28190,NE,CUMING,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28200,NE,CUSTER,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28220,NE,DAWES,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28230,NE,DAWSON,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28240,NE,DEUEL,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28260,NE,DODGE,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28280,NE,DUNDY,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28290,NE,FILLMORE,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28300,NE,FRANKLIN,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28310,NE,FRONTIER,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28320,NE,FURNAS,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28330,NE,GAGE,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28340,NE,GARDEN,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28350,NE,GARFIELD,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28360,NE,GOSPER,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28370,NE,GRANT,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28380,NE,GREELEY,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28410,NE,HARLAN,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28420,NE,HAYES,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28430,NE,HITCHCOCK,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28440,NE,HOLT,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28450,NE,HOOKER,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28470,NE,JEFFERSON,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28480,NE,JOHNSON,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28490,NE,KEARNEY,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28500,NE,KEITH,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28510,NE,KEYA PAHA,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28520,NE,KIMBALL,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28530,NE,KNOX,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28550,NE,LINCOLN,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28560,NE,LOGAN,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28570,NE,LOUP,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28580,NE,MC PHERSON,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28590,NE,MADISON,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28610,NE,MORRILL,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28620,NE,NANCE,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28630,NE,NEMAHA,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28640,NE,NUCKOLLS,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28650,NE,OTOE,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28660,NE,PAWNEE,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28670,NE,PERKINS,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28680,NE,PHELPS,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28690,NE,PIERCE,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28700,NE,PLATTE,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28710,NE,POLK,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28720,NE,RED WILLOW,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28730,NE,RICHARDSON,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28740,NE,ROCK,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28750,NE,SALINE,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28780,NE,SCOTT BLUFF,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28800,NE,SHERIDAN,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28810,NE,SHERMAN,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28820,NE,SIOUX,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28830,NE,STANTON,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28840,NE,THAYER,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28850,NE,THOMAS,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28860,NE,THURSTON,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28870,NE,VALLEY,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28890,NE,WAYNE,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28900,NE,WEBSTER,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28910,NE,WHEELER,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
28920,NE,YORK,28,0.873,0.8705,0.8911,0.8872,0.8721,0.8893,0.8901,
23380,MI,KALAMAZOO,28020,1.0801,1.0264,1.0292,0.9939,0.9856,1.0001,1.0048,
23790,MI,VAN BUREN,28020,1.0801,1.0264,1.0292,0.9939,0.9856,1.0001,1.0048,
14540,IL,KANKAKEE,28100,1.0485,1.0174,1.0619,0.9807,1.0149,0.9698,0.9568,
17450,KS,JOHNSON,28140,0.961,0.9679,0.9652,0.9637,0.9635,0.9487,0.9425,
17510,KS,LEAVENWORTH,28140,0.961,0.9679,0.9652,0.9637,0.9635,0.9487,0.9425,
17530,KS,LINN,28140,0.961,0.9679,0.9652,0.9637,0.9635,0.9487,0.9425,
17600,KS,MIAMI,28140,0.961,0.9679,0.9652,0.9637,0.9635,0.9487,0.9425,
17986,KS,WYANDOTTE,28140,0.961,0.9679,0.9652,0.9637,0.9635,0.9487,0.9425,
26060,MO,BATES,28140,0.961,0.9679,0.9652,0.9637,0.9635,0.9487,0.9425,
26120,MO,CALDWELL,28140,0.961,0.9679,0.9652,0.9637,0.9635,0.9487,0.9425,
26180,MO,CASS,28140,0.961,0.9679,0.9652,0.9637,0.9635,0.9487,0.9425,
26230,MO,CLAY,28140,0.961,0.9679,0.9652,0.9637,0.9635,0.9487,0.9425,
26240,MO,CLINTON,28140,0.961,0.9679,0.9652,0.9637,0.9635,0.9487,0.9425,
26470,MO,JACKSON,28140,0.961,0.9679,0.9652,0.9637,0.9635,0.9487,0.9425,
26530,MO,LAFAYETTE,28140,0.961,0.9679,0.9652,0.9637,0.9635,0.9487,0.9425,
26820,MO,PLATTE,28140,0.961,0.9679,0.9652,0.9637,0.9635,0.9487,0.9425,
26880,MO,RAY,28140,0.961,0.9679,0.9652,0.9637,0.9635,0.9487,0.9425,
50020,WA,BENTON,28420,0.9911,1.0448,0.9976,0.9582,0.973,0.9499,0.9617,
50100,WA,FRANKLIN,28420,0.9911,1.0448,0.9976,0.9582,0.973,0.9499,0.9617,
45120,TX,BELL,28660,0.8765,0.8702,0.8798,0.9501,0.9122,0.8963,0.9133,
45341,TX,CORYELL,28660,0.8765,0.8702,0.8798,0.9501,0.9122,0.8963,0.9133,
45752,TX,LAMPASAS,28660,0.8765,0.8702,0.8798,0.9501,0.9122,0.8963,0.9133,
44360,TN,HAWKINS,28700,0.7743,0.7999,0.7588,0.7399,0.7341,0.7223,0.7192,
44810,TN,SULLIVAN,28700,0.7743,0.7999,0.7588,0.7399,0.7341,0.7223,0.7192,
49111,VA,BRISTOL CITY,28700,0.7743,0.7999,0.7588,0.7399,0.7341,0.7223,0.7192,
49840,VA,SCOTT,28700,0.7743,0.7999,0.7588,0.7399,0.7341,0.7223,0.7192,
49950,VA,WASHINGTON,28700,0.7743,0.7999,0.7588,0.7399,0.7341,0.7223,0.7192,
33740,NY,ULSTER,28740,0.9375,0.9367,0.9075,0.917,0.8965,0.9104,0.9034,
44000,TN,ANDERSON,28940,0.7881,0.7881,0.7842,0.7838,0.7587,0.7484,0.7026,
44040,TN,BLOUNT,28940,0.7881,0.7881,0.7842,0.7838,0.7587,0.7484,0.7026,
44060,TN,CAMPBELL,28940,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.719,
44280,TN,GRAINGER,28940,0.7254,0.7201,0.7041,0.7031,0.6718,0.6884,0.6999,
44460,TN,KNOX,28940,0.7881,0.7881,0.7842,0.7838,0.7587,0.7484,0.7026,
44520,TN,LOUDON,28940,0.7881,0.7881,0.7842,0.7838,0.7587,0.7484,0.7026,
44640,TN,MORGAN,28940,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.719,
44720,TN,ROANE,28940,0.7789,0.7808,0.7886,0.7734,0.7571,0.7458,0.719,
44860,TN,UNION,28940,0.7881,0.7881,0.7842,0.7838,0.7587,0.7484,0.7026,
29000,NV,CHURCHILL,29,0.9382,0.9674,0.935,0.9637,0.9754,0.9822,0.9516,
29020,NV,DOUGLAS,29,0.9382,0.9674,0.935,0.9637,0.9754,0.9822,0.9516,
29030,NV,ELKO,29,0.9382,0.9674,0.935,0.9637,0.9754,0.9822,0.9516,
29040,NV,ESMERALDA,29,0.9382,0.9674,0.935,0.9637,0.9754,0.9822,0.9516,
29050,NV,EUREKA,29,0.9382,0.9674,0.935,0.9637,0.9754,0.9822,0.9516,
29060,NV,HUMBOLDT,29,0.9382,0.9674,0.935,0.9637,0.9754,0.9822,0.9516,
29070,NV,LANDER,29,0.9382,0.9674,0.935,0.9637,0.9754,0.9822,0.9516,
29080,NV,LINCOLN,29,0.9382,0.9674,0.935,0.9637,0.9754,0.9822,0.9516,
29090,NV,LYON,29,0.9382,0.9674,0.935,0.9637,0.9754,0.9822,0.9516,
29100,NV,MINERAL,29,0.9382,0.9674,0.935,0.9637,0.9754,0.9822,0.9516,
29110,NV,NYE,29,0.9382,0.9674,0.935,0.9637,0.9754,0.9822,0.9516,
29130,NV,PERSHING,29,0.9382,0.9674,0.935,0.9637,0.9754,0.9822,0.9516,
29160,NV,WHITE PINE,29,0.9382,0.9674,0.935,0.9637,0.9754,0.9822,0.9516,
15330,IN,HOWARD,29020,0.9349,0.9862,0.913,0.9186,0.8775,0.9099,0.899,
24270,MN,HOUSTON,29100,0.9758,0.9915,0.9803,0.9685,1.0005,1.0248,0.9533,
52310,WI,LA CROSSE,29100,0.9758,0.9915,0.9803,0.9685,1.0005,1.0248,0.9533,
19000,LA,ACADIA,29180,0.7447,0.7611,0.7712,0.7749,0.7735,0.761,0.7725,
19220,LA,IBERIA,29180,0.7447,0.7611,0.7712,0.7749,0.7735,0.761,0.7725,
19270,LA,LAFAYETTE,29180,0.8374,0.8516,0.8489,0.8319,0.8584,0.8266,0.7948,
19490,LA,ST. MARTIN,29180,0.8374,0.8516,0.8489,0.8319,0.8584,0.8266,0.7948,
19560,LA,VERMILION,29180,0.7447,0.7611,0.7712,0.7749,0.7735,0.761,0.7725,
15030,IN,BENTON,29200,0.9221,0.9181,0.9289,0.9507,0.9309,0.9996,0.9638,
15070,IN,CARROLL,29200,0.9221,0.9181,0.9289,0.9507,0.9309,0.9996,0.9638,
15780,IN,TIPPECANOE,29200,0.9221,0.9181,0.9289,0.9507,0.9309,0.9996,0.9638,
19090,LA,CALCASIEU,29340,0.7556,0.7985,0.8196,0.7998,0.7831,0.7798,0.7536,
19110,LA,CAMERON,29340,0.7556,0.7985,0.8196,0.7998,0.7831,0.7798,0.7536,
14570,IL,LAKE,29404,1.0389,1.0475,1.0781,1.0311,1.0581,1.0249,1.0465,
52290,WI,KENOSHA,29404,1.0389,1.0475,1.0781,1.0311,1.0581,1.0249,1.0465,
03070,AZ,MOHAVE,29420,0.9797,1.0567,1.0235,0.9967,0.9782,0.9953,0.9199,
10520,FL,POLK,29460,0.853,0.839,0.8447,0.8432,0.828,0.8316,0.8246,
39440,PA,LANCASTER,29540,0.9363,0.9204,0.9344,0.9439,0.9476,0.9704,0.9514,
23180,MI,CLINTON,29620,0.9931,0.977,1.0298,1.0477,1.0091,1.0663,1.0778,
23220,MI,EATON,29620,0.9931,0.977,1.0298,1.0477,1.0091,1.0663,1.0778,
23320,MI,INGHAM,29620,0.9931,0.977,1.0298,1.0477,1.0091,1.0663,1.0778,
45953,TX,WEBB,29700,0.8366,0.8078,0.7914,0.773,0.7502,0.7618,0.7471,
32060,NM,DONA ANA,29740,0.8929,0.8939,0.9296,0.9106,0.9064,0.921,0.8739,
29010,NV,CLARK,29820,1.1971,1.213,1.2099,1.205,1.2066,1.1682,1.19,
17220,KS,DOUGLAS,29940,0.8343,0.858,0.8533,0.8853,0.8695,0.87,0.889,
30000,NH,BELKNAP,30,1.0219,0.9957,1.0207,1.0441,1.0395,1.0381,1.0386,
30010,NH,CARROLL,30,1.0219,0.9957,1.0207,1.0441,1.0395,1.0381,1.0386,
30020,NH,CHESHIRE,30,1.0219,0.9957,1.0207,1.0441,1.0395,1.0381,1.0386,
30030,NH,COOS,30,1.0219,0.9957,1.0207,1.0441,1.0395,1.0381,1.0386,
30040,NH,GRAFTON,30,1.0219,0.9957,1.0207,1.0441,1.0395,1.0381,1.0386,
30060,NH,MERRIMACK,30,1.0219,0.9957,1.0207,1.0441,1.0395,1.0381,1.0386,
30090,NH,SULLIVAN,30,1.0219,0.9957,1.0207,1.0441,1.0395,1.0381,1.0386,
37150,OK,COMANCHE,30020,0.8211,0.7847,0.8285,0.8545,0.8369,0.7926,0.7918,
37160,OK,COTTON,30020,0.7732,0.7654,0.786,0.7848,0.78,0.7712,0.7859,
39460,PA,LEBANON,30140,0.8954,0.8119,0.7807,0.8042,0.8012,0.8192,0.8453,
13340,ID,NEZ PERCE,30300,0.9465,0.957,0.9358,0.9067,0.9347,0.9254,0.943,
50010,WA,ASOTIN,30300,0.9465,0.957,0.9358,0.9067,0.9347,0.9254,0.943,
20000,ME,ANDROSCOGGIN,30340,0.92,0.9085,0.8903,0.9038,0.9198,0.9086,0.874,
18080,KY,BOURBON,30460,0.911,0.8889,0.8817,0.8833,0.904,0.885,0.8972,
18240,KY,CLARK,30460,0.911,0.8889,0.8817,0.8833,0.904,0.885,0.8972,
18330,KY,FAYETTE,30460,0.911,0.8889,0.8817,0.8833,0.904,0.885,0.8972,
18560,KY,JESSAMINE,30460,0.911,0.8889,0.8817,0.8833,0.904,0.885,0.8972,
18977,KY,SCOTT,30460,0.911,0.8889,0.8817,0.8833,0.904,0.885,0.8972,
18992,KY,WOODFORD,30460,0.911,0.8889,0.8817,0.8833,0.904,0.885,0.8972,
36010,OH,ALLEN,30620,0.9427,0.9379,0.9271,0.9371,0.9193,0.917,0.9342,
28540,NE,LANCASTER,30700,0.9759,0.9563,0.9617,0.9612,0.9747,0.9505,0.9704,
28790,NE,SEWARD,30700,0.9759,0.9563,0.9617,0.9612,0.9747,0.9505,0.9704,
04220,AR,FAULKNER,30780,0.8672,0.8559,0.8546,0.8558,0.8614,0.8661,0.8374,
04260,AR,GRANT,30780,0.8672,0.8559,0.8546,0.8558,0.8614,0.8661,0.8374,
04420,AR,LONOKE,30780,0.8672,0.8559,0.8546,0.8558,0.8614,0.8661,0.8374,
