HHA Wage Indices by Fiscal Year,,,,,,,,,,,
SSACD,State,County,CBSA Code,Wage 2009,Wage 2010,Wage 2011,Wage 2012,Wage 2013,Wage 2014,Wage 2015,
14350,IL,FORD,16580,0.9461,1.0108,1.0235,0.989,0.9929,0.945,0.9076,
14820,IL,PIATT,16580,0.9461,1.0108,1.0235,0.989,0.9929,0.945,0.9076,
51020,WV,BOONE,16620,0.8275,0.8141,0.7895,0.8144,0.8024,0.8147,0.7985,
51070,WV,CLAY,16620,0.8275,0.8141,0.7895,0.8144,0.8024,0.8147,0.7985,
51190,WV,KANAWHA,16620,0.8275,0.8141,0.7895,0.8144,0.8024,0.8147,0.7985,
42070,SC,BERKELEY,16700,0.9209,0.9279,0.9354,0.9063,0.8839,0.9013,0.8968,
42090,SC,CHARLESTON,16700,0.9209,0.9279,0.9354,0.9063,0.8839,0.9013,0.8968,
42170,SC,DORCHESTER,16700,0.9209,0.9279,0.9354,0.9063,0.8839,0.9013,0.8968,
34120,NC,CABARRUS,16740,0.9595,0.9474,0.942,0.9321,0.9266,0.9479,0.9152,
34350,NC,GASTON,16740,0.9595,0.9474,0.942,0.9321,0.9266,0.9479,0.9152,
34480,NC,IREDELL,16740,0.8576,0.8535,0.8359,0.8288,0.8236,0.8118,0.8534,
34540,NC,LINCOLN,16740,0.8576,0.8535,0.8359,0.8288,0.8236,0.8118,0.8534,
34590,NC,MECKLENBURG,16740,0.9595,0.9474,0.942,0.9321,0.9266,0.9479,0.9152,
34790,NC,ROWAN,16740,0.8576,0.8535,0.8359,0.8288,0.8236,0.8118,0.8534,
34890,NC,STANLY,16740,0.9595,0.9474,0.942,0.9321,0.9266,0.9479,0.9152,
42110,NC,UNION,16740,0.8538,0.8394,0.8413,0.8277,0.8311,0.8337,0.8724,
42280,SC,CHESTER,16740,0.8538,0.8394,0.8413,0.8277,0.8311,0.8337,0.8724,
42450,SC,LANCASTER,16740,0.9595,0.9474,0.942,0.9321,0.9266,0.9479,0.9152,
42450,SC,YORK,16740,0.9595,0.9474,0.942,0.9321,0.9266,0.9479,0.9152,
49010,VA,ALBEMARLE,16820,0.9816,0.9372,0.9342,0.9188,0.9215,0.8443,0.9053,
49140,VA,BUCKINGHAM,16820,0.7861,0.7869,0.7841,0.7817,0.7719,0.7802,0.8364,
49191,VA,CHARLOTTESVILLE CITY,16820,0.9816,0.9372,0.9342,0.9188,0.9215,0.8443,0.9053,
49320,VA,FLUVANNA,16820,0.9816,0.9372,0.9342,0.9188,0.9215,0.8443,0.9053,
49390,VA,GREENE,16820,0.9816,0.9372,0.9342,0.9188,0.9215,0.8443,0.9053,
49620,VA,NELSON,16820,0.9816,0.9372,0.9342,0.9188,0.9215,0.8443,0.9053,
11200,GA,CATOOSA,16860,0.8878,0.8831,0.8829,0.874,0.874,0.8499,0.8711,
11341,GA,DADE,16860,0.8878,0.8831,0.8829,0.874,0.874,0.8499,0.8711,
11921,GA,WALKER,16860,0.8878,0.8831,0.8829,0.874,0.874,0.8499,0.8711,
44320,TN,HAMILTON,16860,0.8878,0.8831,0.8829,0.874,0.874,0.8499,0.8711,
44570,TN,MARION,16860,0.8878,0.8831,0.8829,0.874,0.874,0.8499,0.8711,
44760,TN,SEQUATCHIE,16860,0.8878,0.8831,0.8829,0.874,0.874,0.8499,0.8711,
53100,WY,LARAMIE,16940,0.9276,0.9344,0.9392,0.9844,0.9751,0.9534,0.9798,
14141,IL,COOK,16974,1.0399,1.0471,1.0593,1.06,1.0623,1.0446,1.0416,
14250,IL,DU PAGE,16974,1.0399,1.0471,1.0593,1.06,1.0623,1.0446,1.0416,
14400,IL,GRUNDY,16974,1.0399,1.0471,1.0593,1.06,1.0623,1.0446,1.0416,
14550,IL,KENDALL,16974,1.0399,1.0471,1.0593,1.06,1.0623,1.0446,1.0416,
14640,IL,MC HENRY,16974,1.0399,1.0471,1.0593,1.06,1.0623,1.0446,1.0416,
14989,IL,WILL,16974,1.0399,1.0471,1.0593,1.06,1.0623,1.0446,1.0416,
17000,KS,ALLEN,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17010,KS,ANDERSON,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17020,KS,ATCHISON,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17030,KS,BARBER,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17040,KS,BARTON,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17050,KS,BOURBON,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17060,KS,BROWN,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17080,KS,CHASE,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17090,KS,CHAUTAUQUA,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17100,KS,CHEROKEE,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17110,KS,CHEYENNE,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17120,KS,CLARK,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17130,KS,CLAY,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17140,KS,CLOUD,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17150,KS,COFFEY,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17160,KS,COMANCHE,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17170,KS,COWLEY,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17180,KS,CRAWFORD,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17190,KS,DECATUR,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17200,KS,DICKINSON,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17230,KS,EDWARDS,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17240,KS,ELK,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17250,KS,ELLIS,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17260,KS,ELLSWORTH,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17270,KS,FINNEY,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17280,KS,FORD,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17290,KS,FRANKLIN,17,0.961,0.9679,0.9652,0.9637,0.9635,0.9487,0.8599,
17300,KS,GEARY,17,,0.7878,0.7847,0.7912,0.7856,0.7876,0.8093,
17310,KS,GOVE,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17320,KS,GRAHAM,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17330,KS,GRANT,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17340,KS,GRAY,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17350,KS,GREELEY,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17360,KS,GREENWOOD,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17370,KS,HAMILTON,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17380,KS,HARPER,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17391,KS,HASKELL,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17410,KS,HODGEMAN,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17440,KS,JEWELL,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17451,KS,KEARNY,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17480,KS,KIOWA,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17490,KS,LABETTE,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17500,KS,LANE,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17520,KS,LINCOLN,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17540,KS,LOGAN,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17550,KS,LYON,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17560,KS,MCPHERSON,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17570,KS,MARION,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17580,KS,MARSHALL,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17590,KS,MEADE,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17610,KS,MITCHELL,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17620,KS,MONTGOMERY,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17630,KS,MORRIS,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17640,KS,MORTON,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17650,KS,NEMAHA,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17660,KS,NEOSHO,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17670,KS,NESS,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17680,KS,NORTON,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17700,KS,OSBORNE,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17710,KS,OTTAWA,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17720,KS,PAWNEE,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17730,KS,PHILLIPS,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17750,KS,PRATT,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17760,KS,RAWLINS,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17770,KS,RENO,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17780,KS,REPUBLIC,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17790,KS,RICE,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17810,KS,ROOKS,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17820,KS,RUSH,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17830,KS,RUSSELL,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17840,KS,SALINE,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17841,KS,SCOTT,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17870,KS,SEWARD,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17890,KS,SHERIDAN,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17900,KS,SHERMAN,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17910,KS,SMITH,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17920,KS,STAFFORD,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17921,KS,STANTON,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17940,KS,STEVENS,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17960,KS,THOMAS,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17970,KS,TREGO,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17981,KS,WALLACE,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17982,KS,WASHINGTON,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17983,KS,WICHITA,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17984,KS,WILSON,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
17985,KS,WOODSON,17,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963,0.7793,
05030,CA,BUTTE,17020,1.0897,1.1198,1.1533,1.1094,1.1222,1.1637,1.1631,
15140,IN,DEARBORN,17140,0.9687,0.9483,0.9699,0.943,0.9415,0.9382,0.9473,
15570,IN,OHIO,17140,0.9687,0.9483,0.9699,0.943,0.9415,0.9382,0.9473,
15800,IN,UNION,17140,0.8473,0.8529,0.8391,0.8551,0.8422,0.8547,0.8945,
18070,KY,BOONE,17140,0.9687,0.9483,0.9699,0.943,0.9415,0.9382,0.9473,
18110,KY,BRACKEN,17140,0.9687,0.9483,0.9699,0.943,0.9415,0.9382,0.9473,
18180,KY,CAMPBELL,17140,0.9687,0.9483,0.9699,0.943,0.9415,0.9382,0.9473,
18362,KY,GALLATIN,17140,0.9687,0.9483,0.9699,0.943,0.9415,0.9382,0.9473,
18400,KY,GRANT,17140,0.9687,0.9483,0.9699,0.943,0.9415,0.9382,0.9473,
18580,KY,KENTON,17140,0.9687,0.9483,0.9699,0.943,0.9415,0.9382,0.9473,
18932,KY,PENDLETON,17140,0.9687,0.9483,0.9699,0.943,0.9415,0.9382,0.9473,
36070,OH,BROWN,17140,0.9687,0.9483,0.9699,0.943,0.9415,0.9382,0.9473,
36080,OH,BUTLER,17140,0.9687,0.9483,0.9699,0.943,0.9415,0.9382,0.9473,
36120,OH,CLERMONT,17140,0.9687,0.9483,0.9699,0.943,0.9415,0.9382,0.9473,
36310,OH,HAMILTON,17140,0.9687,0.9483,0.9699,0.943,0.9415,0.9382,0.9473,
36840,OH,WARREN,17140,0.9687,0.9483,0.9699,0.943,0.9415,0.9382,0.9473,
18230,KY,CHRISTIAN,17300,0.8298,0.798,0.7888,0.8193,0.81,0.7376,0.7526,
18983,KY,TRIGG,17300,0.8298,0.798,0.7888,0.8193,0.81,0.7376,0.7526,
44620,TN,MONTGOMERY,17300,0.8298,0.798,0.7888,0.8193,0.81,0.7376,0.7526,
44050,TN,BRADLEY,17420,0.801,0.7564,0.7731,0.7674,0.7609,0.7528,0.7468,
44690,TN,POLK,17420,0.801,0.7564,0.7731,0.7674,0.7609,0.7528,0.7468,
36170,OH,CUYAHOGA,17460,0.9241,0.8914,0.905,0.8941,0.9058,0.9306,0.9233,
36280,OH,GEAUGA,17460,0.9241,0.8914,0.905,0.8941,0.9058,0.9306,0.9233,
36440,OH,LAKE,17460,0.9241,0.8914,0.905,0.8941,0.9058,0.9306,0.9233,
36480,OH,LORAIN,17460,0.9241,0.8914,0.905,0.8941,0.9058,0.9306,0.9233,
36530,OH,MEDINA,17460,0.9241,0.8914,0.905,0.8941,0.9058,0.9306,0.9233,
13270,ID,KOOTENAI,17660,0.9322,0.9235,0.9364,0.9367,0.9239,0.9102,0.9125,
45190,TX,BRAZOS,17780,0.9346,0.9498,0.9588,0.969,0.9605,0.9537,0.9289,
45221,TX,BURLESON,17780,0.9346,0.9498,0.9588,0.969,0.9605,0.9537,0.9289,
45878,TX,ROBERTSON,17780,0.9346,0.9498,0.9588,0.969,0.9605,0.9537,0.9289,
06200,CO,EL PASO,17820,0.9977,0.9821,0.9481,0.9846,0.9392,0.9321,0.9441,
06590,CO,TELLER,17820,0.9977,0.9821,0.9481,0.9846,0.9392,0.9321,0.9441,
26090,MO,BOONE,17860,0.854,0.8618,0.8282,0.8105,0.8358,0.8231,0.8319,
42080,SC,CALHOUN,17900,0.8933,0.8789,0.8733,0.8758,0.8574,0.868,0.8392,
42190,SC,FAIRFIELD,17900,0.8933,0.8789,0.8733,0.8758,0.8574,0.868,0.8392,
42270,SC,KERSHAW,17900,0.8933,0.8789,0.8733,0.8758,0.8574,0.868,0.8392,
42310,SC,LEXINGTON,17900,0.8933,0.8789,0.8733,0.8758,0.8574,0.868,0.8392,
42390,SC,RICHLAND,17900,0.8933,0.8789,0.8733,0.8758,0.8574,0.868,0.8392,
42400,SC,SALUDA,17900,0.8933,0.8789,0.8733,0.8758,0.8574,0.868,0.8392,
01560,AL,RUSSELL,17980,0.8739,0.8724,0.9027,0.904,0.8572,0.7896,0.8293,
11230,GA,CHATTAHOOCHEE,17980,0.8739,0.8724,0.9027,0.904,0.8572,0.7896,0.8293,
11580,GA,HARRIS,17980,0.8739,0.8724,0.9027,0.904,0.8572,0.7896,0.8293,
11730,GA,MARION,17980,0.8739,0.8724,0.9027,0.904,0.8572,0.7896,0.8293,
11780,GA,MUSCOGEE,17980,0.8739,0.8724,0.9027,0.904,0.8572,0.7896,0.8293,
18000,KY,ADAIR,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18020,KY,ANDERSON,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18030,KY,BALLARD,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18040,KY,BARREN,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18050,KY,BATH,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18060,KY,BELL,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18100,KY,BOYLE,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18120,KY,BREATHITT,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18130,KY,BRECKINRIDGE,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18160,KY,CALDWELL,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18170,KY,CALLOWAY,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18190,KY,CARLISLE,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18191,KY,CARROLL,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18210,KY,CARTER,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18220,KY,CASEY,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18250,KY,CLAY,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18260,KY,CLINTON,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18270,KY,CRITTENDEN,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18271,KY,CUMBERLAND,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18310,KY,ELLIOTT,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18320,KY,ESTILL,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18340,KY,FLEMING,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18350,KY,FLOYD,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18360,KY,FRANKLIN,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18361,KY,FULTON,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18390,KY,GARRARD,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18410,KY,GRAVES,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18420,KY,GRAYSON,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18421,KY,GREEN,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18470,KY,HARLAN,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18480,KY,HARRISON,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18490,KY,HART,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18511,KY,HICKMAN,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18530,KY,HOPKINS,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18540,KY,JACKSON,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18570,KY,JOHNSON,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18590,KY,KNOTT,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18600,KY,KNOX,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18620,KY,LAUREL,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18630,KY,LAWRENCE,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18640,KY,LEE,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18650,KY,LESLIE,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18660,KY,LETCHER,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18670,KY,LEWIS,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18680,KY,LINCOLN,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18690,KY,LIVINGSTON,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18700,KY,LOGAN,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18710,KY,LYON,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18720,KY,MC CRACKEN,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18730,KY,MC CREARY,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18750,KY,MADISON,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18760,KY,MAGOFFIN,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18770,KY,MARION,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18780,KY,MARSHALL,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18790,KY,MARTIN,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18800,KY,MASON,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18802,KY,MENIFEE,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18830,KY,MERCER,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18831,KY,METCALFE,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18850,KY,MONROE,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18860,KY,MONTGOMERY,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18861,KY,MORGAN,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18880,KY,MUHLENBERG,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18890,KY,NELSON,18,0.9249,0.8964,0.8896,0.89,0.8856,0.8892,0.8171,
18900,KY,NICHOLAS,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18910,KY,OHIO,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18930,KY,OWEN,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18931,KY,OWSLEY,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18960,KY,PERRY,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18970,KY,PIKE,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18971,KY,POWELL,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18972,KY,PULASKI,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18973,KY,ROBERTSON,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18974,KY,ROCKCASTLE,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18975,KY,ROWAN,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18976,KY,RUSSELL,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18979,KY,SIMPSON,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18981,KY,TAYLOR,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18982,KY,TODD,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18985,KY,UNION,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18987,KY,WASHINGTON,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18988,KY,WAYNE,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18989,KY,WEBSTER,18,0.869,0.8522,0.8433,0.8679,0.8426,0.8367,0.8143,
18990,KY,WHITLEY,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
18991,KY,WOLFE,18,0.7803,0.7813,0.783,0.7825,0.7908,0.7726,0.7746,
15020,IN,BARTHOLOMEW,18020,0.9739,0.9536,0.9434,0.9723,0.9585,0.986,0.9881,
36210,OH,DELAWARE,18140,0.9943,1.0101,1.0141,0.9994,0.9722,0.97,0.9539,
36230,OH,FAIRFIELD,18140,0.9943,1.0101,1.0141,0.9994,0.9722,0.97,0.9539,
36250,OH,FRANKLIN,18140,0.9943,1.0101,1.0141,0.9994,0.9722,0.97,0.9539,
36380,OH,HOCKING,18140,0.8588,0.8506,0.8561,0.8455,0.8427,0.8281,0.8934,
36460,OH,LICKING,18140,0.9943,1.0101,1.0141,0.9994,0.9722,0.97,0.9539,
36500,OH,MADISON,18140,0.9943,1.0101,1.0141,0.9994,0.9722,0.97,0.9539,
36600,OH,MORROW,18140,0.9943,1.0101,1.0141,0.9994,0.9722,0.97,0.9539,
36650,OH,PERRY,18140,0.8588,0.8506,0.8561,0.8455,0.8427,0.8281,0.8934,
36660,OH,PICKAWAY,18140,0.9943,1.0101,1.0141,0.9994,0.9722,0.97,0.9539,
36810,OH,UNION,18140,0.9943,1.0101,1.0141,0.9994,0.9722,0.97,0.9539,
45030,TX,ARANSAS,18580,0.8598,0.8693,0.8585,0.8677,0.861,0.8469,0.874,
45830,TX,NUECES,18580,0.8598,0.8693,0.8585,0.8677,0.861,0.8469,0.874,
45885,TX,SAN PATRICIO,18580,0.8598,0.8693,0.8585,0.8677,0.861,0.8469,0.874,
38010,OR,BENTON,18700,1.1304,1.1002,1.0455,1.0898,1.0739,1.0641,1.1404,
10450,FL,OKALOOSA,18880,,,0.8842,0.8961,0.8936,0.8948,0.8349,
10650,FL,WALTON,18880,0.8504,0.8566,0.8409,0.8361,0.808,0.8009,0.8081,
19010,LA,ALLEN,19,0.7447,0.7611,0.7712,0.7749,0.7735,0.761,0.7344,
19030,LA,ASSUMPTION,19,0.7447,0.7611,0.7712,0.7749,0.7735,0.761,0.7344,
19040,LA,AVOYELLES,19,0.7447,0.7611,0.7712,0.7749,0.7735,0.761,0.7344,
19050,LA,BEAUREGARD,19,0.7447,0.7611,0.7712,0.7749,0.7735,0.761,0.7344,
19060,LA,BIENVILLE,19,0.7447,0.7611,0.7712,0.7749,0.7735,0.761,0.7344,
19100,LA,CALDWELL,19,0.7447,0.7611,0.7712,0.7749,0.7735,0.761,0.7344,
19120,LA,CATAHOULA,19,0.7447,0.7611,0.7712,0.7749,0.7735,0.761,0.7344,
