"AGED - HOSPICE - 2013 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) 
FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE",,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA
30050,NEW HAMPSHIRE,HILLSBOROUGH,"49,816","12,662,559",21,"12,662,558",21,0,0,0,"44,224",0,0
30060,NEW HAMPSHIRE,MERRIMACK,"20,445","7,552,761",31,"7,552,761",31,0,0,0,"18,530",0,0
30070,NEW HAMPSHIRE,ROCKINGHAM,"42,024","11,298,672",22,"11,298,672",22,0,0,0,"37,726",0,0
30080,NEW HAMPSHIRE,STRAFFORD,"15,047","4,824,205",27,"4,824,206",27,0,0,0,"13,700",0,0
30090,NEW HAMPSHIRE,SULLIVAN,"6,819","1,231,473",15,"1,231,472",15,0,0,0,"6,160",0,0
31000,NEW JERSEY,ATLANTIC,"35,914","16,109,606",37,"16,109,606",37,0,0,0,"32,463",0,0
31100,NEW JERSEY,BERGEN,"117,938","34,009,632",24,"34,009,632",24,0,0,0,"105,727",0,0
31150,NEW JERSEY,BURLINGTON,"52,749","23,572,047",37,"23,572,046",37,0,0,0,"46,634",0,0
31160,NEW JERSEY,CAMDEN,"55,179","25,743,545",39,"25,743,546",39,0,0,0,"48,846",0,0
31180,NEW JERSEY,CAPE MAY,"19,000","7,922,279",35,"7,922,278",35,0,0,0,"17,729",0,0
31190,NEW JERSEY,CUMBERLAND,"17,384","7,236,654",35,"7,236,653",35,0,0,0,"16,099",0,0
31200,NEW JERSEY,ESSEX,"68,782","20,518,759",25,"20,518,760",25,0,0,0,"60,589",0,0
31220,NEW JERSEY,GLOUCESTER,"29,087","14,944,191",43,"14,944,191",43,0,0,0,"25,967",0,0
31230,NEW JERSEY,HUDSON,"46,168","11,203,204",20,"11,203,204",20,0,0,0,"41,883",0,0
31250,NEW JERSEY,HUNTERDON,"16,556","4,636,007",23,"4,636,007",23,0,0,0,"14,839",0,0
31260,NEW JERSEY,MERCER,"42,028","14,717,150",29,"14,717,150",29,0,0,0,"37,528",0,0
31270,NEW JERSEY,MIDDLESEX,"82,867","21,634,562",22,"21,634,562",22,0,0,0,"74,569",0,0
31290,NEW JERSEY,MONMOUTH,"81,897","30,184,310",31,"30,184,310",31,0,0,0,"74,069",0,0
31300,NEW JERSEY,MORRIS,"63,581","21,920,271",29,"21,920,270",29,0,0,0,"56,851",0,0
31310,NEW JERSEY,OCEAN,"101,974","35,951,301",29,"35,951,301",29,0,0,0,"95,803",0,0
31320,NEW JERSEY,PASSAIC,"50,816","16,149,761",26,"16,149,762",26,0,0,0,"46,011",0,0
31340,NEW JERSEY,SALEM,"8,981","3,107,872",29,"3,107,872",29,0,0,0,"8,352",0,0
31350,NEW JERSEY,SOMERSET,"36,175","11,424,021",26,"11,424,021",26,0,0,0,"32,287",0,0
31360,NEW JERSEY,SUSSEX,"18,207","7,263,653",33,"7,263,653",33,0,0,0,"16,365",0,0
31370,NEW JERSEY,UNION,"55,859","16,750,349",25,"16,750,349",25,0,0,0,"49,667",0,0
31390,NEW JERSEY,WARREN,"15,552","4,145,904",22,"4,145,904",22,0,0,0,"14,340",0,0
32000,NEW MEXICO,BERNALILLO,"42,005","47,781,570",95,"47,781,570",95,0,0,0,"34,720",0,0
32010,NEW MEXICO,CATRON,878,"160,835",15,"160,836",15,0,0,0,768,0,0
32020,NEW MEXICO,CHAVES,"8,142","2,770,856",28,"2,770,856",28,0,0,0,"7,782",0,0
32025,NEW MEXICO,CIBOLA,"2,349","636,840",23,"636,841",23,0,0,0,"2,063",0,0
32030,NEW MEXICO,COLFAX,"2,207","439,317",17,"439,317",17,0,0,0,"2,091",0,0
32040,NEW MEXICO,CURRY,"4,910","2,851,952",48,"2,851,952",48,0,0,0,"4,723",0,0
32050,NEW MEXICO,DE BACA,389,"160,765",34,"160,765",34,0,0,0,375,0,0
32060,NEW MEXICO,DONA ANA,"19,578","7,051,932",30,"7,051,933",30,0,0,0,"18,519",0,0
32070,NEW MEXICO,EDDY,"6,856","2,859,321",35,"2,859,321",35,0,0,0,"6,554",0,0
32080,NEW MEXICO,GRANT,"4,842","988,509",17,"988,509",17,0,0,0,"4,540",0,0
32090,NEW MEXICO,GUADALUPE,565,"322,364",48,"322,363",48,0,0,0,557,0,0
32100,NEW MEXICO,HARDING,156,"30,716",16,"30,716",16,0,0,0,147,0,0
32110,NEW MEXICO,HIDALGO,627,"97,902",13,"97,903",13,0,0,0,585,0,0
32120,NEW MEXICO,LEA,"6,484","4,056,463",52,"4,056,462",52,0,0,0,"6,215",0,0
32130,NEW MEXICO,LINCOLN,"3,632","761,478",17,"761,478",17,0,0,0,"3,402",0,0
32131,NEW MEXICO,LOS ALAMOS,"2,510","897,781",30,"897,781",30,0,0,0,"2,290",0,0
32140,NEW MEXICO,LUNA,"3,638","1,058,151",24,"1,058,151",24,0,0,0,"3,488",0,0
32150,NEW MEXICO,MCKINLEY,"6,182","977,842",13,"977,842",13,0,0,0,"5,557",0,0
32160,NEW MEXICO,MORA,703,"288,230",34,"288,230",34,0,0,0,655,0,0
32170,NEW MEXICO,OTERO,"7,461","993,446",11,"993,446",11,0,0,0,"7,013",0,0
32180,NEW MEXICO,QUAY,"1,625","471,568",24,"471,569",24,0,0,0,"1,532",0,0
32190,NEW MEXICO,RIO ARRIBA,"4,211","1,882,352",37,"1,882,352",37,0,0,0,"3,798",0,0
32200,NEW MEXICO,ROOSEVELT,"1,993","968,523",40,"968,523",40,0,0,0,"1,917",0,0
32210,NEW MEXICO,SANDOVAL,"8,065","7,254,092",75,"7,254,092",75,0,0,0,"6,832",0,0
32220,NEW MEXICO,SAN JUAN,"13,549","2,002,194",12,"2,002,194",12,0,0,0,"12,456",0,0
32230,NEW MEXICO,SAN MIGUEL,"3,725","1,919,511",43,"1,919,511",43,0,0,0,"3,574",0,0
32240,NEW MEXICO,SANTA FE,"18,396","10,268,870",47,"10,268,870",47,0,0,0,"16,428",0,0
32250,NEW MEXICO,SIERRA,"2,508","1,436,755",48,"1,436,755",48,0,0,0,"2,321",0,0
32260,NEW MEXICO,SOCORRO,"1,792","739,726",34,"739,725",34,0,0,0,"1,628",0,0
32270,NEW MEXICO,TAOS,"4,718","758,817",13,"758,818",13,0,0,0,"4,358",0,0
32280,NEW MEXICO,TORRANCE,"1,092","974,376",74,"974,376",74,0,0,0,888,0,0
32290,NEW MEXICO,UNION,747,"51,457",6,"51,457",6,0,0,0,713,0,0
32300,NEW MEXICO,VALENCIA,"4,870","4,320,266",74,"4,320,266",74,0,0,0,"3,991",0,0
33000,NEW YORK,ALBANY,"23,632","8,127,705",29,"8,127,705",29,0,0,0,"20,167",0,0
33010,NEW YORK,ALLEGANY,"4,520","344,223",6,"344,223",6,0,0,0,"4,036",0,0
33020,NEW YORK,BRONX,"67,889","33,184,606",41,"33,184,606",41,0,0,0,"57,606",0,0
33030,NEW YORK,BROOME,"22,752","3,534,060",13,"3,534,060",13,0,0,0,"20,885",0,0
33040,NEW YORK,CATTARAUGUS,"6,977","1,080,702",13,"1,080,703",13,0,0,0,"6,166",0,0
33050,NEW YORK,CAYUGA,"8,853","747,536",7,"747,536",7,0,0,0,"8,177",0,0
33060,NEW YORK,CHAUTAUQUA,"12,000","3,844,261",27,"3,844,262",27,0,0,0,"10,680",0,0
33070,NEW YORK,CHEMUNG,"9,787","3,058,971",26,"3,058,971",26,0,0,0,"9,119",0,0
33080,NEW YORK,CHENANGO,"5,889","1,143,452",16,"1,143,452",16,0,0,0,"5,292",0,0
33090,NEW YORK,CLINTON,"9,812","1,970,186",17,"1,970,186",17,0,0,0,"9,214",0,0
33200,NEW YORK,COLUMBIA,"8,229","2,549,901",26,"2,549,901",26,0,0,0,"7,415",0,0
33210,NEW YORK,CORTLAND,"5,101","425,207",7,"425,207",7,0,0,0,"4,588",0,0
33220,NEW YORK,DELAWARE,"6,412","3,007,136",39,"3,007,136",39,0,0,0,"5,860",0,0
33230,NEW YORK,DUTCHESS,"35,720","5,907,636",14,"5,907,636",14,0,0,0,"32,450",0,0
33240,NEW YORK,ERIE,"58,030","28,980,694",42,"28,980,694",42,0,0,0,"45,920",0,0
33260,NEW YORK,ESSEX,"5,968","1,089,987",15,"1,089,987",15,0,0,0,"5,604",0,0
33270,NEW YORK,FRANKLIN,"5,378","694,274",11,"694,275",11,0,0,0,"5,011",0,0
33280,NEW YORK,FULTON,"4,491","1,078,952",20,"1,078,952",20,0,0,0,"4,071",0,0
33290,NEW YORK,GENESEE,"4,023","645,853",13,"645,853",13,0,0,0,"3,364",0,0
33300,NEW YORK,GREENE,"6,067","1,309,493",18,"1,309,493",18,0,0,0,"5,500",0,0
33310,NEW YORK,HAMILTON,972,"68,989",6,"68,988",6,0,0,0,918,0,0
33320,NEW YORK,HERKIMER,"6,501","896,611",11,"896,611",11,0,0,0,"5,855",0,0
33330,NEW YORK,JEFFERSON,"10,771","1,305,255",10,"1,305,254",10,0,0,0,"10,034",0,0
33331,NEW YORK,KINGS,"168,998","38,788,736",19,"38,788,736",19,0,0,0,"146,216",0,0
33340,NEW YORK,LEWIS,"2,948","304,957",9,"304,957",9,0,0,0,"2,763",0,0
33350,NEW YORK,LIVINGSTON,"3,397","1,059,956",26,"1,059,956",26,0,0,0,"2,775",0,0
33360,NEW YORK,MADISON,"7,345","821,922",9,"821,922",9,0,0,0,"6,575",0,0
33370,NEW YORK,MONROE,"32,548","20,874,006",53,"20,874,006",53,0,0,0,"24,985",0,0
33380,NEW YORK,MONTGOMERY,"5,525","1,643,270",25,"1,643,269",25,0,0,0,"4,987",0,0
33400,NEW YORK,NASSAU,"161,268","41,395,342",21,"41,395,342",21,0,0,0,"141,453",0,0
33420,NEW YORK,NEW YORK,"152,600","43,828,964",24,"43,828,965",24,0,0,0,"127,384",0,0
33500,NEW YORK,NIAGARA,"15,883","8,509,886",45,"8,509,886",45,0,0,0,"13,686",0,0
33510,NEW YORK,ONEIDA,"26,414","2,749,021",9,"2,749,021",9,0,0,0,"23,801",0,0
33520,NEW YORK,ONONDAGA,"48,162","5,883,210",10,"5,883,210",10,0,0,0,"43,156",0,0
33530,NEW YORK,ONTARIO,"6,897","1,761,558",21,"1,761,559",21,0,0,0,"5,270",0,0
33540,NEW YORK,ORANGE,"37,892","6,323,750",14,"6,323,750",14,0,0,0,"34,403",0,0
33550,NEW YORK,ORLEANS,"2,534","914,119",30,"914,118",30,0,0,0,"2,208",0,0
33560,NEW YORK,OSWEGO,"11,501","1,208,243",9,"1,208,243",9,0,0,0,"10,505",0,0
33570,NEW YORK,OTSEGO,"8,534","3,951,084",39,"3,951,083",39,0,0,0,"7,780",0,0
33580,NEW YORK,PUTNAM,"11,080","1,583,768",12,"1,583,769",12,0,0,0,"9,856",0,0
33590,NEW YORK,QUEENS,"157,036","42,695,035",23,"42,695,034",23,0,0,0,"135,325",0,0
33600,NEW YORK,RENSSELAER,"13,653","4,470,301",27,"4,470,302",27,0,0,0,"11,626",0,0
33610,NEW YORK,RICHMOND,"36,488","9,173,213",21,"9,173,212",21,0,0,0,"31,602",0,0
33620,NEW YORK,ROCKLAND,"37,013","6,993,459",16,"6,993,459",16,0,0,0,"33,142",0,0
33630,NEW YORK,ST. LAWRENCE,"13,426","3,540,929",22,"3,540,929",22,0,0,0,"12,727",0,0
33640,NEW YORK,SARATOGA,"19,689","5,294,745",22,"5,294,745",22,0,0,0,"17,240",0,0
33650,NEW YORK,SCHENECTADY,"15,196","5,658,225",31,"5,658,225",31,0,0,0,"13,274",0,0
33660,NEW YORK,SCHOHARIE,"3,992","1,823,900",38,"1,823,899",38,0,0,0,"3,621",0,0
33670,NEW YORK,SCHUYLER,"2,100","460,530",18,"460,531",18,0,0,0,"1,927",0,0
33680,NEW YORK,SENECA,"2,662","541,407",17,"541,406",17,0,0,0,"2,304",0,0
33690,NEW YORK,STEUBEN,"11,326","1,837,008",14,"1,837,009",14,0,0,0,"10,436",0,0
33700,NEW YORK,SUFFOLK,"170,731","38,001,277",19,"38,001,277",19,0,0,0,"151,671",0,0
33710,NEW YORK,SULLIVAN,"10,603","1,287,519",10,"1,287,520",10,0,0,0,"9,782",0,0
33720,NEW YORK,TIOGA,"5,313","712,968",11,"712,968",11,0,0,0,"4,886",0,0
33730,NEW YORK,TOMPKINS,"9,740","1,657,760",14,"1,657,760",14,0,0,0,"8,485",0,0
33740,NEW YORK,ULSTER,"22,458","2,911,228",11,"2,911,228",11,0,0,0,"20,408",0,0
33750,NEW YORK,WARREN,"7,757","1,096,328",12,"1,096,327",12,0,0,0,"6,945",0,0
33760,NEW YORK,WASHINGTON,"6,110","946,914",13,"946,915",13,0,0,0,"5,481",0,0
33770,NEW YORK,WAYNE,"5,463","1,904,138",29,"1,904,139",29,0,0,0,"4,562",0,0
33800,NEW YORK,WESTCHESTER,"110,887","26,314,047",20,"26,314,047",20,0,0,0,"96,686",0,0
33900,NEW YORK,WYOMING,"2,573","536,314",17,"536,315",17,0,0,0,"2,159",0,0
33910,NEW YORK,YATES,"2,160","458,490",18,"458,490",18,0,0,0,"1,829",0,0
34000,NORTH CAROLINA,ALAMANCE,"12,818","11,645,220",76,"11,645,219",76,0,0,0,"11,618",0,0
34010,NORTH CAROLINA,ALEXANDER,"4,543","2,357,587",43,"2,357,587",43,0,0,0,"4,264",0,0
34020,NORTH CAROLINA,ALLEGHANY,"1,939","928,703",40,"928,704",40,0,0,0,"1,879",0,0
34030,NORTH CAROLINA,ANSON,"3,478","1,022,517",24,"1,022,517",24,0,0,0,"3,311",0,0
34040,NORTH CAROLINA,ASHE,"4,594","990,010",18,"990,010",18,0,0,0,"4,426",0,0
34050,NORTH CAROLINA,AVERY,"3,186","859,645",22,"859,646",22,0,0,0,"3,026",0,0
34060,NORTH CAROLINA,BEAUFORT,"9,095","3,543,693",32,"3,543,693",32,0,0,0,"8,744",0,0
34070,NORTH CAROLINA,BERTIE,"3,352","452,517",11,"452,518",11,0,0,0,"3,242",0,0
34080,NORTH CAROLINA,BLADEN,"4,226","2,206,898",44,"2,206,898",44,0,0,0,"4,038",0,0
34090,NORTH CAROLINA,BRUNSWICK,"23,911","7,332,838",26,"7,332,838",26,0,0,0,"22,846",0,0
34100,NORTH CAROLINA,BUNCOMBE,"34,112","16,912,765",41,"16,912,765",41,0,0,0,"31,729",0,0
34110,NORTH CAROLINA,BURKE,"11,190","5,745,368",43,"5,745,367",43,0,0,0,"10,662",0,0
34120,NORTH CAROLINA,CABARRUS,"18,142","7,227,510",33,"7,227,510",33,0,0,0,"16,988",0,0
34130,NORTH CAROLINA,CALDWELL,"9,630","6,669,957",58,"6,669,957",58,0,0,0,"9,141",0,0
34140,NORTH CAROLINA,CAMDEN,"1,256","160,249",11,"160,249",11,0,0,0,"1,165",0,0
34150,NORTH CAROLINA,CARTERET,"11,477","2,015,056",15,"2,015,056",15,0,0,0,"10,924",0,0
34160,NORTH CAROLINA,CASWELL,"2,324","959,287",34,"959,287",34,0,0,0,"2,186",0,0
34170,NORTH CAROLINA,CATAWBA,"20,515","11,652,087",47,"11,652,086",47,0,0,0,"19,201",0,0
34180,NORTH CAROLINA,CHATHAM,"5,774","3,440,724",50,"3,440,724",50,0,0,0,"5,386",0,0
34190,NORTH CAROLINA,CHEROKEE,"5,084","557,495",9,"557,494",9,0,0,0,"4,847",0,0
34200,NORTH CAROLINA,CHOWAN,"2,817","405,272",12,"405,272",12,0,0,0,"2,691",0,0
34210,NORTH CAROLINA,CLAY,"2,271","251,053",9,"251,053",9,0,0,0,"2,178",0,0
34220,NORTH CAROLINA,CLEVELAND,"14,768","7,608,861",43,"7,608,862",43,0,0,0,"14,163",0,0
34230,NORTH CAROLINA,COLUMBUS,"8,656","5,384,765",52,"5,384,765",52,0,0,0,"8,355",0,0
34240,NORTH CAROLINA,CRAVEN,"17,027","5,417,285",27,"5,417,285",27,0,0,0,"16,303",0,0
34250,NORTH CAROLINA,CUMBERLAND,"28,478","9,921,530",29,"9,921,530",29,0,0,0,"26,911",0,0
34251,NORTH CAROLINA,CURRITUCK,"3,056","445,760",12,"445,760",12,0,0,0,"2,860",0,0
34270,NORTH CAROLINA,DARE,"5,684","1,341,189",20,"1,341,190",20,0,0,0,"5,380",0,0
34280,NORTH CAROLINA,DAVIDSON,"11,045","5,484,260",41,"5,484,260",41,0,0,0,"10,227",0,0
34290,NORTH CAROLINA,DAVIE,"3,971","2,152,867",45,"2,152,867",45,0,0,0,"3,665",0,0
34300,NORTH CAROLINA,DUPLIN,"6,508","1,749,741",22,"1,749,741",22,0,0,0,"6,182",0,0
34310,NORTH CAROLINA,DURHAM,"24,362","8,454,856",29,"8,454,856",29,0,0,0,"21,766",0,0
34320,NORTH CAROLINA,EDGECOMBE,"5,893","1,405,971",20,"1,405,971",20,0,0,0,"5,627",0,0
34330,NORTH CAROLINA,FORSYTH,"27,129","17,257,937",53,"17,257,937",53,0,0,0,"24,240",0,0
34340,NORTH CAROLINA,FRANKLIN,"5,639","1,655,860",24,"1,655,861",24,0,0,0,"5,237",0,0
34350,NORTH CAROLINA,GASTON,"23,626","9,827,406",35,"9,827,405",35,0,0,0,"22,181",0,0
34360,NORTH CAROLINA,GATES,"1,619","132,679",7,"132,679",7,0,0,0,"1,540",0,0
34370,NORTH CAROLINA,GRAHAM,"1,317","173,142",11,"173,143",11,0,0,0,"1,257",0,0
34380,NORTH CAROLINA,GRANVILLE,"5,872","1,362,623",19,"1,362,623",19,0,0,0,"5,510",0,0
34390,NORTH CAROLINA,GREENE,"2,041","651,768",27,"651,768",27,0,0,0,"1,961",0,0
34400,NORTH CAROLINA,GUILFORD,"39,533","22,063,941",47,"22,063,941",47,0,0,0,"35,487",0,0
34410,NORTH CAROLINA,HALIFAX,"8,701","2,877,094",28,"2,877,094",28,0,0,0,"8,336",0,0
34420,NORTH CAROLINA,HARNETT,"9,290","3,607,189",32,"3,607,190",32,0,0,0,"8,815",0,0
34430,NORTH CAROLINA,HAYWOOD,"10,046","2,575,196",21,"2,575,197",21,0,0,0,"9,581",0,0
34440,NORTH CAROLINA,HENDERSON,"20,617","9,341,083",38,"9,341,083",38,0,0,0,"19,610",0,0
34450,NORTH CAROLINA,HERTFORD,"3,520","515,160",12,"515,160",12,0,0,0,"3,413",0,0
34460,NORTH CAROLINA,HOKE,"2,172","909,870",35,"909,870",35,0,0,0,"2,057",0,0
34470,NORTH CAROLINA,HYDE,764,"266,569",29,"266,569",29,0,0,0,724,0,0
34480,NORTH CAROLINA,IREDELL,"17,739","9,404,145",44,"9,404,144",44,0,0,0,"16,661",0,0
34490,NORTH CAROLINA,JACKSON,"5,114","1,322,589",22,"1,322,590",22,0,0,0,"4,857",0,0
34500,NORTH CAROLINA,JOHNSTON,"15,406","4,114,812",22,"4,114,813",22,0,0,0,"14,568",0,0
34510,NORTH CAROLINA,JONES,"1,710","417,032",20,"417,031",20,0,0,0,"1,624",0,0
34520,NORTH CAROLINA,LEE,"8,870","4,300,227",40,"4,300,226",40,0,0,0,"8,406",0,0
34530,NORTH CAROLINA,LENOIR,"10,175","2,936,595",24,"2,936,595",24,0,0,0,"9,717",0,0
34540,NORTH CAROLINA,LINCOLN,"9,778","3,864,861",33,"3,864,860",33,0,0,0,"9,265",0,0
34550,NORTH CAROLINA,MC DOWELL,"6,129","5,099,678",69,"5,099,678",69,0,0,0,"5,720",0,0
34560,NORTH CAROLINA,MACON,"7,775","1,854,888",20,"1,854,888",20,0,0,0,"7,473",0,0
34570,NORTH CAROLINA,MADISON,"3,152","1,242,251",33,"1,242,251",33,0,0,0,"2,970",0,0
34580,NORTH CAROLINA,MARTIN,"4,302","857,713",17,"857,714",17,0,0,0,"4,148",0,0
34590,NORTH CAROLINA,MECKLENBURG,"74,475","28,485,199",32,"28,485,198",32,0,0,0,"67,541",0,0
34600,NORTH CAROLINA,MITCHELL,"2,616","1,770,960",56,"1,770,961",56,0,0,0,"2,481",0,0
34610,NORTH CAROLINA,MONTGOMERY,"3,415","1,925,986",47,"1,925,985",47,0,0,0,"3,261",0,0
34620,NORTH CAROLINA,MOORE,"17,403","7,195,672",34,"7,195,672",34,0,0,0,"16,655",0,0
34630,NORTH CAROLINA,NASH,"14,976","3,585,354",20,"3,585,354",20,0,0,0,"14,227",0,0
34640,NORTH CAROLINA,NEW HANOVER,"29,092","14,675,364",42,"14,675,364",42,0,0,0,"27,649",0,0
34650,NORTH CAROLINA,NORTHAMPTON,"3,515","740,447",18,"740,446",18,0,0,0,"3,374",0,0
34660,NORTH CAROLINA,ONSLOW,"13,601","3,198,445",20,"3,198,446",20,0,0,0,"13,043",0,0
34670,NORTH CAROLINA,ORANGE,"14,057","4,318,162",26,"4,318,162",26,0,0,0,"12,344",0,0
34680,NORTH CAROLINA,PAMLICO,"2,532","638,804",21,"638,804",21,0,0,0,"2,434",0,0
34690,NORTH CAROLINA,PASQUOTANK,"5,796","1,188,703",17,"1,188,702",17,0,0,0,"5,536",0,0
34700,NORTH CAROLINA,PENDER,"7,532","2,816,828",31,"2,816,828",31,0,0,0,"7,202",0,0
34710,NORTH CAROLINA,PERQUIMANS,"2,680","308,047",10,"308,048",10,0,0,0,"2,555",0,0
34720,NORTH CAROLINA,PERSON,"3,989","1,316,558",28,"1,316,558",28,0,0,0,"3,716",0,0
34730,NORTH CAROLINA,PITT,"17,559","5,651,836",27,"5,651,836",27,0,0,0,"16,620",0,0
34740,NORTH CAROLINA,POLK,"4,236","2,602,091",51,"2,602,090",51,0,0,0,"4,040",0,0
34750,NORTH CAROLINA,RANDOLPH,"12,017","7,631,275",53,"7,631,275",53,0,0,0,"11,052",0,0
34760,NORTH CAROLINA,RICHMOND,"6,650","5,757,552",72,"5,757,551",72,0,0,0,"6,393",0,0
34770,NORTH CAROLINA,ROBESON,"14,562","7,204,087",41,"7,204,087",41,0,0,0,"13,912",0,0
34780,NORTH CAROLINA,ROCKINGHAM,"8,875","2,906,939",27,"2,906,939",27,0,0,0,"8,266",0,0
34790,NORTH CAROLINA,ROWAN,"14,263","3,981,137",23,"3,981,137",23,0,0,0,"13,231",0,0
34800,NORTH CAROLINA,RUTHERFORD,"9,823","5,812,042",49,"5,812,042",49,0,0,0,"9,409",0,0
34810,NORTH CAROLINA,SAMPSON,"7,242","2,331,013",27,"2,331,013",27,0,0,0,"6,868",0,0
34820,NORTH CAROLINA,SCOTLAND,"4,352","2,687,555",51,"2,687,556",51,0,0,0,"4,189",0,0
34830,NORTH CAROLINA,STANLY,"9,146","2,806,200",26,"2,806,200",26,0,0,0,"8,750",0,0
34840,NORTH CAROLINA,STOKES,"3,198","2,170,308",57,"2,170,308",57,0,0,0,"2,929",0,0
34850,NORTH CAROLINA,SURRY,"7,748","7,082,953",76,"7,082,953",76,0,0,0,"7,332",0,0
34860,NORTH CAROLINA,SWAIN,"2,403","323,683",11,"323,683",11,0,0,0,"2,297",0,0
34870,NORTH CAROLINA,TRANSYLVANIA,"6,644","1,930,086",24,"1,930,086",24,0,0,0,"6,367",0,0
34880,NORTH CAROLINA,TYRRELL,592,"95,265",13,"95,265",13,0,0,0,575,0,0
34890,NORTH CAROLINA,UNION,"15,770","5,115,325",27,"5,115,325",27,0,0,0,"14,745",0,0
34900,NORTH CAROLINA,VANCE,"5,490","1,158,645",18,"1,158,645",18,0,0,0,"5,153",0,0
34910,NORTH CAROLINA,WAKE,"79,111","27,098,121",29,"27,098,121",29,0,0,0,"71,764",0,0
34920,NORTH CAROLINA,WARREN,"2,499","751,875",25,"751,875",25,0,0,0,"2,359",0,0
34930,NORTH CAROLINA,WASHINGTON,"2,282","251,275",9,"251,275",9,0,0,0,"2,216",0,0
34940,NORTH CAROLINA,WATAUGA,"5,451","1,252,105",19,"1,252,105",19,0,0,0,"5,153",0,0
34950,NORTH CAROLINA,WAYNE,"15,244","4,448,601",24,"4,448,600",24,0,0,0,"14,558",0,0
34960,NORTH CAROLINA,WILKES,"7,881","3,307,465",35,"3,307,465",35,0,0,0,"7,524",0,0
34970,NORTH CAROLINA,WILSON,"11,303","2,722,297",20,"2,722,297",20,0,0,0,"10,740",0,0
34980,NORTH CAROLINA,YADKIN,"3,146","3,045,432",81,"3,045,432",81,0,0,0,"2,923",0,0
34981,NORTH CAROLINA,YANCEY,"3,142","1,718,797",46,"1,718,797",46,0,0,0,"2,993",0,0
35000,NORTH DAKOTA,ADAMS,524,"1,224",0,"1,224",0,0,0,0,501,0,0
35010,NORTH DAKOTA,BARNES,"1,796","681,118",32,"681,118",32,0,0,0,"1,647",0,0
35020,NORTH DAKOTA,BENSON,738,"27,248",3,"27,248",3,0,0,0,661,0,0
35030,NORTH DAKOTA,BILLINGS,65,0,0,0,0,0,0,0,60,0,0
35040,NORTH DAKOTA,BOTTINEAU,"1,296","7,309",0,"7,309",0,0,0,0,"1,208",0,0
35050,NORTH DAKOTA,BOWMAN,636,"2,158",0,"2,159",0,0,0,0,610,0,0
35060,NORTH DAKOTA,BURKE,411,"16,520",3,"16,520",3,0,0,0,390,0,0
35070,NORTH DAKOTA,BURLEIGH,"9,919","1,050,573",9,"1,050,574",9,0,0,0,"9,161",0,0
35080,NORTH DAKOTA,CASS,"13,331","4,879,843",31,"4,879,843",31,0,0,0,"11,887",0,0
35090,NORTH DAKOTA,CAVALIER,841,"58,785",6,"58,785",6,0,0,0,789,0,0
35100,NORTH DAKOTA,DICKEY,967,"224,676",19,"224,676",19,0,0,0,909,0,0
35110,NORTH DAKOTA,DIVIDE,394,"1,306",0,"1,306",0,0,0,0,370,0,0
35120,NORTH DAKOTA,DUNN,417,"9,283",2,"9,283",2,0,0,0,372,0,0
35130,NORTH DAKOTA,EDDY,441,"88,441",17,"88,442",17,0,0,0,417,0,0
35140,NORTH DAKOTA,EMMONS,658,"14,616",2,"14,616",2,0,0,0,638,0,0
35150,NORTH DAKOTA,FOSTER,636,"75,087",10,"75,086",10,0,0,0,604,0,0
35160,NORTH DAKOTA,GOLDEN VALLEY,326,"14,808",4,"14,809",4,0,0,0,315,0,0
35170,NORTH DAKOTA,GRAND FORKS,"6,444","808,034",10,"808,034",10,0,0,0,"5,819",0,0
35180,NORTH DAKOTA,GRANT,488,"53,831",9,"53,831",9,0,0,0,459,0,0
35190,NORTH DAKOTA,GRIGGS,501,"129,883",22,"129,884",22,0,0,0,477,0,0
35200,NORTH DAKOTA,HETTINGER,556,"24,533",4,"24,532",4,0,0,0,528,0,0
35210,NORTH DAKOTA,KIDDER,327,"13,330",3,"13,330",3,0,0,0,308,0,0
35220,NORTH DAKOTA,LA MOURE,790,"89,432",9,"89,432",9,0,0,0,749,0,0
35230,NORTH DAKOTA,LOGAN,348,"35,401",8,"35,401",8,0,0,0,334,0,0
35240,NORTH DAKOTA,MCHENRY,"1,005","64,413",5,"64,412",5,0,0,0,944,0,0
35250,NORTH DAKOTA,MCINTOSH,691,"34,175",4,"34,175",4,0,0,0,654,0,0
35260,NORTH DAKOTA,MCKENZIE,707,"9,596",1,"9,596",1,0,0,0,652,0,0
35270,NORTH DAKOTA,MCLEAN,"1,687","160,921",8,"160,921",8,0,0,0,"1,597",0,0
35280,NORTH DAKOTA,MERCER,"1,182","206,363",15,"206,364",15,0,0,0,"1,131",0,0
35290,NORTH DAKOTA,MORTON,"3,367","219,467",5,"219,467",5,0,0,0,"3,141",0,0
35300,NORTH DAKOTA,MOUNTRAIL,985,"75,991",6,"75,991",6,0,0,0,882,0,0
